[94479] ['(4-4i)', '(6+5i)', '(7-3i)', '(7+2i)'] -> (((4-4i) + (6+5i)) + ((7-3i) + (7+2i)))
[100089] ['(4-4i)', '(7-4i)', '(8-8i)', '(8-3i)'] -> (((4-4i) + (8-8i)) * ((8-3i) - (7-4i)))
[100090] ['(4-4i)', '(7-4i)', '(8-8i)', '8'] -> (8 * (((4-4i) + (7-4i)) - (8-8i)))
[100119] ['(4-4i)', '(7-4i)', '(8-6i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((8-6i) - (7-4i)))
[100174] ['(4-4i)', '(7-4i)', '8', '8'] -> (((3-3i) * (7+4i)) - ((4-8i) + (5-i)))
[100181] ['(4-4i)', '(7-4i)', '8', '9'] -> (((1-9i) * (1+3i)) + ((1-i) - (5-7i)))
[100215] ['(4-4i)', '(7-4i)', '(8+4i)', '(9-4i)'] -> (((4-4i) + (8+4i)) * ((9-4i) - (7-4i)))
[100225] ['(4-4i)', '(7-4i)', '(8+6i)', '(9-6i)'] -> (((8+6i) * ((9-6i) - (7-4i))) - (4-4i))
[100263] ['(4-4i)', '(7-4i)', '(9-5i)', '(9+3i)'] -> (((4-4i) * (9+3i)) / ((9-5i) - (7-4i)))
[100302] ['(4-4i)', '(7-3i)', '(7-3i)', '(9-4i)'] -> (((3-3i) * (6+5i)) - ((4-8i) + (5+5i)))
[100326] ['(4-4i)', '(7-3i)', '7', '(9-9i)'] -> ((1-4i) * ((2+5i) - ((6-4i) / (8+2i))))
[100331] ['(4-4i)', '(7-3i)', '(7+i)', '8'] -> (((7-3i) * 8) - ((4-4i) * (7+i)))
[100418] ['(4-4i)', '(7-3i)', '(7+9i)', '(8+8i)'] -> (((2+i) * (9-4i)) - ((2-8i) - (4-9i)))
[100436] ['(4-4i)', '(7-3i)', '(8-8i)', '(8-2i)'] -> (((4-4i) + (8-8i)) * ((8-2i) - (7-3i)))
[100446] ['(4-4i)', '(7-3i)', '(8-7i)', '8'] -> (8 * (((4-4i) + (7-3i)) - (8-7i)))
[100461] ['(4-4i)', '(7-3i)', '(8-6i)', '(9-5i)'] -> (((9-5i) * ((7-3i) - (4-4i))) - (8-6i))
[100466] ['(4-4i)', '(7-3i)', '(8-5i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((8-5i) - (7-3i)))
[100480] ['(4-4i)', '(7-3i)', '(8-4i)', '(9-4i)'] -> (((7-3i) * (8-4i)) - ((4-4i) * (9-4i)))
[100510] ['(4-4i)', '(7-3i)', '8', '(9+3i)'] -> ((8 * (9+3i)) / ((7-3i) - (4-4i)))
[100544] ['(4-4i)', '(7-3i)', '(8+4i)', '(9-3i)'] -> (((4-4i) + (8+4i)) * ((9-3i) - (7-3i)))
[100554] ['(4-4i)', '(7-3i)', '(8+6i)', '(9-5i)'] -> (((8+6i) * ((9-5i) - (7-3i))) - (4-4i))
[100579] ['(4-4i)', '(7-3i)', '(9-9i)', '(9-6i)'] -> (((9-6i) * ((7-3i) - (4-4i))) - (9-9i))
[100604] ['(4-4i)', '(7-3i)', '(9-4i)', '(9+3i)'] -> (((4-4i) * (9+3i)) / ((9-4i) - (7-3i)))
[100672] ['(4-4i)', '(7-2i)', '(7+i)', '(9-9i)'] -> (((4-4i) * (9-9i)) / ((7-2i) - (7+i)))
[100778] ['(4-4i)', '(7-2i)', '(8-8i)', '(8-i)'] -> (((4-4i) + (8-8i)) * ((8-i) - (7-2i)))
[100784] ['(4-4i)', '(7-2i)', '(8-8i)', '(9+5i)'] -> (((4-4i) + (8-8i)) / ((7-2i) / (9+5i)))
[100796] ['(4-4i)', '(7-2i)', '(8-6i)', '8'] -> (8 * (((4-4i) + (7-2i)) - (8-6i)))
[100814] ['(4-4i)', '(7-2i)', '(8-4i)', '(8+4i)'] -> (((8-4i) * ((7-2i) - (4-4i))) - (8+4i))
[100818] ['(4-4i)', '(7-2i)', '(8-4i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((8-4i) - (7-2i)))
[100836] ['(4-4i)', '(7-2i)', '(8-2i)', '(8+6i)'] -> (((7-2i) * ((8-2i) - (4-4i))) - (8+6i))
[100854] ['(4-4i)', '(7-2i)', '8', '(9+6i)'] -> ((8 * (9+6i)) / ((7-2i) - (4-4i)))
[100876] ['(4-4i)', '(7-2i)', '(8+4i)', '(9-2i)'] -> (((4-4i) + (8+4i)) * ((9-2i) - (7-2i)))
[100887] ['(4-4i)', '(7-2i)', '(8+6i)', '(9-4i)'] -> (((8+6i) * ((9-4i) - (7-2i))) - (4-4i))
[100936] ['(4-4i)', '(7-2i)', '(9-3i)', '(9+3i)'] -> (3i * ((8-9i) - (-7i + (8+6i))))
[100938] ['(4-4i)', '(7-2i)', '(9-3i)', '(9+9i)'] -> (((5-i) + (6-7i)) + ((6+8i) + 7))
[100997] ['(4-4i)', '(7-i)', '(7+2i)', '(9-9i)'] -> (((4-4i) * (9-9i)) / ((7-i) - (7+2i)))
[101090] ['(4-4i)', '(7-i)', '(8-8i)', '8'] -> (((4-4i) + (8-8i)) * (8 - (7-i)))
[101092] ['(4-4i)', '(7-i)', '(8-8i)', '(8+6i)'] -> ((-7i + 3i) * ((9+i) - (9-5i)))
[101137] ['(4-4i)', '(7-i)', '(8-5i)', '8'] -> (8 * (((4-4i) + (7-i)) - (8-5i)))
[101152] ['(4-4i)', '(7-i)', '(8-4i)', '(8-i)'] -> (((7-i) * (8-4i)) - ((4-4i) * (8-i)))
[101167] ['(4-4i)', '(7-i)', '(8-3i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((8-3i) - (7-i)))
[101191] ['(4-4i)', '(7-i)', '8', '(9-8i)'] -> ((7-i) + ((9-8i) / ((4-4i) / 8)))
[101194] ['(4-4i)', '(7-i)', '8', '(9+9i)'] -> ((8 * (9+9i)) / ((7-i) - (4-4i)))
[101228] ['(4-4i)', '(7-i)', '(8+4i)', '(9-i)'] -> (((4-4i) + (8+4i)) * ((9-i) - (7-i)))
[101237] ['(4-4i)', '(7-i)', '(8+6i)', '(9-3i)'] -> (((8+6i) * ((9-3i) - (7-i))) - (4-4i))
[101251] ['(4-4i)', '(7-i)', '(8+8i)', '9'] -> (((8+8i) * 9) / ((7-i) - (4-4i)))
[101301] ['(4-4i)', '(7-i)', '(9-2i)', '(9+3i)'] -> (3 * ((8-i) - ((3-6i) - (3-5i))))
[101372] ['(4-4i)', '7', '(7+3i)', '(9-9i)'] -> ((-7i * 4i) - ((1-8i) + (3+8i)))
[101415] ['(4-4i)', '7', '(7+7i)', '(8-8i)'] -> (((4-4i) + (8-8i)) / (7 / (7+7i)))
[101472] ['(4-4i)', '7', '(8-8i)', '(8+i)'] -> (((4-4i) + (8-8i)) * ((8+i) - 7))
[101511] ['(4-4i)', '7', '(8-4i)', '8'] -> (8 * (((4-4i) + 7) - (8-4i)))
[101532] ['(4-4i)', '7', '(8-2i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((8-2i) - 7))
[101599] ['(4-4i)', '7', '(8+4i)', '9'] -> (((4-4i) + (8+4i)) * (9 - 7))
[101623] ['(4-4i)', '7', '(8+6i)', '(9-2i)'] -> (((8+6i) * ((9-2i) - 7)) - (4-4i))
[101680] ['(4-4i)', '7', '(9-i)', '(9+3i)'] -> (((4-4i) * (9+3i)) / ((9-i) - 7))
[101717] ['(4-4i)', '(7+i)', '(7+2i)', '(8-4i)'] -> (((7+i) * (8-4i)) - ((4-4i) * (7+2i)))
[101748] ['(4-4i)', '(7+i)', '(7+4i)', '(9-9i)'] -> ((3-i) + ((1+5i) * (-i + (1-3i))))
[101821] ['(4-4i)', '(7+i)', '(8-9i)', '8'] -> ((7+i) + (8 / ((4-4i) / (8-9i))))
[101832] ['(4-4i)', '(7+i)', '(8-8i)', '(8+2i)'] -> (((4-4i) + (8-8i)) * ((8+2i) - (7+i)))
[101858] ['(4-4i)', '(7+i)', '(8-5i)', '(8+8i)'] -> ((6-6i) * ((5-6i) + ((1-i) - (4-9i))))
[101872] ['(4-4i)', '(7+i)', '(8-3i)', '8'] -> (8 * (((4-4i) + (7+i)) - (8-3i)))
[101889] ['(4-4i)', '(7+i)', '(8-i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((8-i) - (7+i)))
[101924] ['(4-4i)', '(7+i)', '(8+4i)', '(9+i)'] -> (((4-4i) + (8+4i)) * ((9+i) - (7+i)))
[101933] ['(4-4i)', '(7+i)', '(8+6i)', '(9-i)'] -> (((8+6i) * ((9-i) - (7+i))) - (4-4i))
[101980] ['(4-4i)', '(7+i)', '9', '(9+3i)'] -> (((4-4i) * (9+3i)) / (9 - (7+i)))
[102015] ['(4-4i)', '(7+2i)', '(7+5i)', '(9-9i)'] -> (((4-4i) * (9-9i)) / ((7+2i) - (7+5i)))
[102078] ['(4-4i)', '(7+2i)', '(8-8i)', '(8+3i)'] -> (((1-4i) * (2+6i)) + ((4-2i) - (6-4i)))
[102094] ['(4-4i)', '(7+2i)', '(8-6i)', '(8-6i)'] -> (((7+2i) * ((8-6i) - (4-4i))) - (8-6i))
[102120] ['(4-4i)', '(7+2i)', '(8-2i)', '8'] -> (8 * (((4-4i) + (7+2i)) - (8-2i)))
[102152] ['(4-4i)', '(7+2i)', '8', '(9-3i)'] -> (((4-4i) * (9-3i)) / (8 - (7+2i)))
[102180] ['(4-4i)', '(7+2i)', '(8+4i)', '(9+2i)'] -> (((4-4i) + (8+4i)) * ((9+2i) - (7+2i)))
[102199] ['(4-4i)', '(7+2i)', '(8+6i)', '9'] -> (((8+6i) * (9 - (7+2i))) - (4-4i))
[102258] ['(4-4i)', '(7+2i)', '(9+i)', '(9+3i)'] -> (((4-4i) * (9+3i)) / ((9+i) - (7+2i)))
[102295] ['(4-4i)', '(7+3i)', '(7+5i)', '(8-5i)'] -> (((7+3i) * ((8-5i) - (4-4i))) - (7+5i))
[102318] ['(4-4i)', '(7+3i)', '(7+6i)', '(9-9i)'] -> (((4-4i) * (9-9i)) / ((7+3i) - (7+6i)))
[102366] ['(4-4i)', '(7+3i)', '(8-9i)', '(8-7i)'] -> (((4-4i) * (7+3i)) - ((8-9i) + (8-7i)))
[102373] ['(4-4i)', '(7+3i)', '(8-8i)', '(8-8i)'] -> (((3-9i) * (8-8i)) / ((7-4i) - 9))
[102375] ['(4-4i)', '(7+3i)', '(8-8i)', '(8+4i)'] -> (((4-4i) + (8-8i)) * ((8+4i) - (7+3i)))
[102434] ['(4-4i)', '(7+3i)', '(8-2i)', '8'] -> (((5-i) + (6-5i)) + ((6+7i) + (7-i)))
[102440] ['(4-4i)', '(7+3i)', '(8-i)', '8'] -> (8 * (((4-4i) + (7+3i)) - (8-i)))
[102457] ['(4-4i)', '(7+3i)', '(8+i)', '(9-3i)'] -> ((-4i * (1+4i)) + ((3+9i) + (5-5i)))
[102468] ['(4-4i)', '(7+3i)', '(8+4i)', '(9+3i)'] -> (((4-4i) + (8+4i)) * ((9+3i) - (7+3i)))
[102478] ['(4-4i)', '(7+3i)', '(8+6i)', '(9+i)'] -> (((1-4i) * (2+6i)) + ((5-6i) - (7-8i)))
[102546] ['(4-4i)', '(7+3i)', '(9+2i)', '(9+3i)'] -> (((4-4i) * (9+3i)) / ((9+2i) - (7+3i)))
[102579] ['(4-4i)', '(7+4i)', '(7+7i)', '(9-9i)'] -> (((4-4i) * (9-9i)) / ((7+4i) - (7+7i)))
[102625] ['(4-4i)', '(7+4i)', '(8-8i)', '(8+5i)'] -> (((4-4i) + (8-8i)) * ((8+5i) - (7+4i)))
[102662] ['(4-4i)', '(7+4i)', '(8-5i)', '(8+9i)'] -> (((7+4i) * ((8-5i) - (4-4i))) - (8+9i))
[102688] ['(4-4i)', '(7+4i)', '8', '8'] -> (8 * (((4-4i) + (7+4i)) - 8))
[102706] ['(4-4i)', '(7+4i)', '(8+2i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((8+2i) - (7+4i)))
[102730] ['(4-4i)', '(7+4i)', '(8+4i)', '(9+4i)'] -> (((4-4i) + (8+4i)) * ((9+4i) - (7+4i)))
[102743] ['(4-4i)', '(7+4i)', '(8+6i)', '(9+2i)'] -> (((8+6i) * ((9+2i) - (7+4i))) - (4-4i))
[102804] ['(4-4i)', '(7+4i)', '(9+3i)', '(9+3i)'] -> (((4-4i) * (9+3i)) / ((9+3i) - (7+4i)))
[102850] ['(4-4i)', '(7+5i)', '(7+8i)', '(9-9i)'] -> (((4-4i) * (9-9i)) / ((7+5i) - (7+8i)))
[102884] ['(4-4i)', '(7+5i)', '(8-8i)', '(8+6i)'] -> (((4-4i) + (8-8i)) * ((8+6i) - (7+5i)))
[102955] ['(4-4i)', '(7+5i)', '8', '(8+i)'] -> (8 * (((4-4i) + (7+5i)) - (8+i)))
[102960] ['(4-4i)', '(7+5i)', '8', '(9-i)'] -> ((8 * (9-i)) - ((4-4i) * (7+5i)))
[102985] ['(4-4i)', '(7+5i)', '(8+3i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((8+3i) - (7+5i)))
[103000] ['(4-4i)', '(7+5i)', '(8+4i)', '(9+5i)'] -> (((1-4i) * (2+6i)) + ((6-2i) - (8-4i)))
[103010] ['(4-4i)', '(7+5i)', '(8+6i)', '(9+3i)'] -> (((8+6i) * ((9+3i) - (7+5i))) - (4-4i))
[103088] ['(4-4i)', '(7+5i)', '(9+3i)', '(9+4i)'] -> ((-9i * (7-2i)) - (-7i * (9-6i)))
[103163] ['(4-4i)', '(7+6i)', '(7+9i)', '(9-9i)'] -> (((4-4i) * (9-9i)) / ((7+6i) - (7+9i)))
[103187] ['(4-4i)', '(7+6i)', '(8-8i)', '(8+7i)'] -> (((4-4i) + (8-8i)) * ((8+7i) - (7+6i)))
[103230] ['(4-4i)', '(7+6i)', '(8-4i)', '(9-7i)'] -> (((1-9i) + (9+7i)) + ((1-i) * (6+8i)))
[103264] ['(4-4i)', '(7+6i)', '8', '(8+2i)'] -> (8 * (((4-4i) + (7+6i)) - (8+2i)))
[103312] ['(4-4i)', '(7+6i)', '(8+4i)', '(9-3i)'] -> (((7-5i) * ((1-4i) + (2+6i))) - (7-i))
[103317] ['(4-4i)', '(7+6i)', '(8+4i)', '(9+6i)'] -> (((4-4i) + (8+4i)) * ((9+6i) - (7+6i)))
[103327] ['(4-4i)', '(7+6i)', '(8+6i)', '(9+4i)'] -> (((8+6i) * ((9+4i) - (7+6i))) - (4-4i))
[103397] ['(4-4i)', '(7+6i)', '(9+3i)', '(9+5i)'] -> (((2-8i) + (8+6i)) + ((2+2i) * (4-3i)))
[103459] ['(4-4i)', '(7+7i)', '(8-8i)', '(8+8i)'] -> (((4-4i) + (8-8i)) * ((8+8i) - (7+7i)))
[103495] ['(4-4i)', '(7+7i)', '(8-4i)', '(8+4i)'] -> (((8-4i) * (8+4i)) - ((4-4i) * (7+7i)))
[103542] ['(4-4i)', '(7+7i)', '8', '(8+3i)'] -> (8 * (((4-4i) + (7+7i)) - (8+3i)))
[103581] ['(4-4i)', '(7+7i)', '(8+4i)', '(9+7i)'] -> (((4-4i) + (8+4i)) * ((9+7i) - (7+7i)))
[103586] ['(4-4i)', '(7+7i)', '(8+5i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((8+5i) - (7+7i)))
[103591] ['(4-4i)', '(7+7i)', '(8+6i)', '(9+5i)'] -> (((8+6i) * ((9+5i) - (7+7i))) - (4-4i))
[103688] ['(4-4i)', '(7+7i)', '(9+3i)', '(9+6i)'] -> ((-9i / -3i) * (-6i + (8+6i)))
[103741] ['(4-4i)', '(7+8i)', '(8-8i)', '(8+9i)'] -> (((4-4i) + (8-8i)) * ((8+9i) - (7+8i)))
[103811] ['(4-4i)', '(7+8i)', '8', '(8+4i)'] -> (8 * (((4-4i) + (7+8i)) - (8+4i)))
[103849] ['(4-4i)', '(7+8i)', '(8+4i)', '(9+8i)'] -> (((4-4i) + (8+4i)) * ((9+8i) - (7+8i)))
[103861] ['(4-4i)', '(7+8i)', '(8+6i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((8+6i) - (7+8i)))
[103865] ['(4-4i)', '(7+8i)', '(8+6i)', '(9+6i)'] -> (((5-i) + (6-3i)) + ((6+5i) + (7-i)))
[103954] ['(4-4i)', '(7+8i)', '(9+3i)', '(9+7i)'] -> (((4-4i) * (9+3i)) / ((9+7i) - (7+8i)))
[103985] ['(4-4i)', '(7+9i)', '(8-8i)', '(8+i)'] -> (((4-4i) + (8-8i)) * ((7+9i) / (8+i)))
[104067] ['(4-4i)', '(7+9i)', '8', '(8+5i)'] -> (8 * (((4-4i) + (7+9i)) - (8+5i)))
[104114] ['(4-4i)', '(7+9i)', '(8+4i)', '(9+9i)'] -> (((4-4i) + (8+4i)) * ((9+9i) - (7+9i)))
[104126] ['(4-4i)', '(7+9i)', '(8+6i)', '(9+7i)'] -> (((8+6i) * ((9+7i) - (7+9i))) - (4-4i))
[104129] ['(4-4i)', '(7+9i)', '(8+7i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((8+7i) - (7+9i)))
[104198] ['(4-4i)', '(7+9i)', '(9+3i)', '(9+8i)'] -> (((4-4i) * (9+3i)) / ((9+8i) - (7+9i)))
[104218] ['(4-4i)', '(8-9i)', '(8-8i)', '(9-8i)'] -> (-4i * ((9+2i) - ((1+4i) + (8-8i))))
[104235] ['(4-4i)', '(8-9i)', '(8-6i)', '(9-9i)'] -> ((8i * 9) / (-6i - -9i))
[104313] ['(4-4i)', '(8-9i)', '(8+3i)', '(8+8i)'] -> (((8-9i) - (8+3i)) / ((4-4i) / (8+8i)))
[104397] ['(4-4i)', '(8-8i)', '(8-8i)', '(8+4i)'] -> ((8-8i) + ((8+4i) / ((4-4i) / (8-8i))))
[104400] ['(4-4i)', '(8-8i)', '(8-8i)', '(9-7i)'] -> (((4-4i) + (8-8i)) * ((9-7i) - (8-8i)))
[104411] ['(4-4i)', '(8-8i)', '(8-7i)', '(9-6i)'] -> ((-9i - -6i) * ((1+2i) - (1-6i)))
[104417] ['(4-4i)', '(8-8i)', '(8-6i)', '(8+3i)'] -> ((8-6i) + ((8+3i) / ((4-4i) / (8-8i))))
[104422] ['(4-4i)', '(8-8i)', '(8-6i)', '(9-5i)'] -> (((4-4i) + (8-8i)) * ((9-5i) - (8-6i)))
[104425] ['(4-4i)', '(8-8i)', '(8-6i)', '(9+3i)'] -> (((8-8i) * (9+3i)) / ((8-6i) - (4-4i)))
[104428] ['(4-4i)', '(8-8i)', '(8-5i)', '8'] -> ((8 * ((8-5i) - (4-4i))) - (8-8i))
[104429] ['(4-4i)', '(8-8i)', '(8-5i)', '(9-9i)'] -> (((4-4i) * (9-9i)) / ((8-8i) - (8-5i)))
[104431] ['(4-4i)', '(8-8i)', '(8-5i)', '(9-4i)'] -> (((4-4i) + (8-8i)) * ((9-4i) - (8-5i)))
[104435] ['(4-4i)', '(8-8i)', '(8-4i)', '(8-2i)'] -> ((6-3i) - ((1-6i) * (-9i - -6i)))
[104439] ['(4-4i)', '(8-8i)', '(8-4i)', '(8+2i)'] -> ((8-4i) + ((8+2i) / ((4-4i) / (8-8i))))
[104441] ['(4-4i)', '(8-8i)', '(8-4i)', '(8+8i)'] -> ((8+8i) + ((8-4i) / ((4-4i) / (8-8i))))
[104442] ['(4-4i)', '(8-8i)', '(8-4i)', '(9-3i)'] -> (((1-4i) * (3+6i)) + ((2+7i) - (5+i)))
[104445] ['(4-4i)', '(8-8i)', '(8-3i)', '(8+6i)'] -> ((8+6i) + ((8-3i) / ((4-4i) / (8-8i))))
[104447] ['(4-4i)', '(8-8i)', '(8-3i)', '(9-2i)'] -> (((2-8i) + 6) + ((2+2i) * (6-2i)))
[104451] ['(4-4i)', '(8-8i)', '(8-2i)', '(8+i)'] -> ((8-2i) + ((8+i) / ((4-4i) / (8-8i))))
[104452] ['(4-4i)', '(8-8i)', '(8-2i)', '(8+4i)'] -> ((8+4i) + ((8-2i) / ((4-4i) / (8-8i))))
[104457] ['(4-4i)', '(8-8i)', '(8-2i)', '(9-i)'] -> (((4-4i) + (8-8i)) * ((9-i) - (8-2i)))
[104461] ['(4-4i)', '(8-8i)', '(8-i)', '(8+2i)'] -> (8 * (-i + ((6-8i) / (1-3i))))
[104465] ['(4-4i)', '(8-8i)', '(8-i)', '9'] -> (((4-4i) + (8-8i)) * (9 - (8-i)))
[104466] ['(4-4i)', '(8-8i)', '(8-i)', '(9+7i)'] -> (((4-4i) + (8-8i)) / ((8-i) / (9+7i)))
[104467] ['(4-4i)', '(8-8i)', '8', '8'] -> (8 + (8 / ((4-4i) / (8-8i))))
[104469] ['(4-4i)', '(8-8i)', '8', '(8+8i)'] -> (((4-4i) + (8-8i)) / (8 / (8+8i)))
[104473] ['(4-4i)', '(8-8i)', '8', '(9+i)'] -> (6 * (((5-i) + (6-2i)) - (7-3i)))
[104483] ['(4-4i)', '(8-8i)', '(8+i)', '(9+2i)'] -> (((4-4i) + (8-8i)) * ((9+2i) - (8+i)))
[104490] ['(4-4i)', '(8-8i)', '(8+2i)', '(9+3i)'] -> (((4-4i) + (8-8i)) * ((9+3i) - (8+2i)))
[104505] ['(4-4i)', '(8-8i)', '(8+3i)', '(9+4i)'] -> (((4-4i) + (8-8i)) * ((9+4i) - (8+3i)))
[104512] ['(4-4i)', '(8-8i)', '(8+4i)', '(8+8i)'] -> (((8-8i) - (8+4i)) / ((4-4i) / (8+8i)))
[104520] ['(4-4i)', '(8-8i)', '(8+4i)', '(9+5i)'] -> (((4-4i) + (8-8i)) * ((9+5i) - (8+4i)))
[104527] ['(4-4i)', '(8-8i)', '(8+5i)', '(9+6i)'] -> ((1-i) * ((9+7i) - ((4-8i) - (7-3i))))
[104530] ['(4-4i)', '(8-8i)', '(8+6i)', '(9+7i)'] -> ((-i + (6-5i)) / ((1-3i) / (8-4i)))
[104537] ['(4-4i)', '(8-8i)', '(8+7i)', '(9+8i)'] -> (((4-4i) + (8-8i)) * ((9+8i) - (8+7i)))
[104544] ['(4-4i)', '(8-8i)', '(8+8i)', '(9+9i)'] -> (-4i * (((1+5i) + (1+8i)) - (2+7i)))
[104575] ['(4-4i)', '(8-8i)', '(9-5i)', '(9+6i)'] -> (((8-8i) * (9+6i)) / ((9-5i) - (4-4i)))
[104594] ['(4-4i)', '(8-8i)', '9', '(9+9i)'] -> (((4-4i) + (8-8i)) / (9 / (9+9i)))
[104637] ['(4-4i)', '(8-7i)', '(8-4i)', '(9-9i)'] -> (((1+5i) * ((2-9i) - -4i)) - (3+5i))
[104673] ['(4-4i)', '(8-7i)', '8', '(9-i)'] -> ((9-i) + (8 / ((4-4i) / (8-7i))))
[104703] ['(4-4i)', '(8-7i)', '(8+5i)', '(8+8i)'] -> (((8-7i) - (8+5i)) / ((4-4i) / (8+8i)))
[104732] ['(4-4i)', '(8-7i)', '(9-9i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((9-9i) - (8-7i)))
[104823] ['(4-4i)', '(8-6i)', '(8-4i)', '(9+5i)'] -> ((9+5i) + ((8-4i) / ((4-4i) / (8-6i))))
[104830] ['(4-4i)', '(8-6i)', '(8-3i)', '(9-9i)'] -> (((4-4i) * (9-9i)) / ((8-6i) - (8-3i)))
[104903] ['(4-4i)', '(8-6i)', '(8+6i)', '(8+8i)'] -> (((8-6i) - (8+6i)) / ((4-4i) / (8+8i)))
[104926] ['(4-4i)', '(8-6i)', '(9-8i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((9-8i) - (8-6i)))
[105009] ['(4-4i)', '(8-5i)', '(8-2i)', '(9-9i)'] -> (((7-6i) * ((1-7i) + (2+9i))) - (9-4i))
[105024] ['(4-4i)', '(8-5i)', '8', '(9-9i)'] -> ((4-4i) + (-4i * ((1+5i) - 2)))
[105026] ['(4-4i)', '(8-5i)', '(8+i)', '(9-4i)'] -> (((8+i) * ((8-5i) - (4-4i))) - (9-4i))
[105061] ['(4-4i)', '(8-5i)', '(8+7i)', '(8+8i)'] -> (((8-5i) - (8+7i)) / ((4-4i) / (8+8i)))
[105089] ['(4-4i)', '(8-5i)', '(9-7i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((9-7i) - (8-5i)))
[105135] ['(4-4i)', '(8-4i)', '(8-4i)', '(8-i)'] -> (((5-i) + (6-i)) + (6 + (7+2i)))
[105164] ['(4-4i)', '(8-4i)', '(8-i)', '(9-9i)'] -> (((4-4i) * (9-9i)) / ((8-4i) - (8-i)))
[105167] ['(4-4i)', '(8-4i)', '8', '8'] -> ((8 * ((8-4i) - (4-4i))) - 8)
[105170] ['(4-4i)', '(8-4i)', '8', '(9-8i)'] -> (8 * (((4-4i) + (8-4i)) - (9-8i)))
[105173] ['(4-4i)', '(8-4i)', '8', '(9+i)'] -> (((8-4i) * 8) - ((4-4i) * (9+i)))
[105176] ['(4-4i)', '(8-4i)', '(8+i)', '(8+4i)'] -> (((8+i) * ((8-4i) - (4-4i))) - (8+4i))
[105183] ['(4-4i)', '(8-4i)', '(8+2i)', '(8+4i)'] -> (((3-6i) - (3-4i)) * ((7+6i) - (7-6i)))
[105186] ['(4-4i)', '(8-4i)', '(8+2i)', '(8+8i)'] -> ((-7i + 4i) * ((7+9i) - (7+i)))
[105198] ['(4-4i)', '(8-4i)', '(8+3i)', '(9-5i)'] -> ((8+3i) + ((9-5i) / ((4-4i) / (8-4i))))
[105218] ['(4-4i)', '(8-4i)', '(8+8i)', '(8+8i)'] -> (((8-4i) - (8+8i)) / ((4-4i) / (8+8i)))
[105231] ['(4-4i)', '(8-4i)', '(8+9i)', '(9+5i)'] -> (((8-4i) * (9+5i)) - ((4-4i) * (8+9i)))
[105244] ['(4-4i)', '(8-4i)', '(9-6i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((9-6i) - (8-4i)))
[105262] ['(4-4i)', '(8-4i)', '(9-3i)', '9'] -> (9 + ((9-3i) / ((4-4i) / (8-4i))))
[105279] ['(4-4i)', '(8-4i)', '(9+3i)', '(9+6i)'] -> (((8-4i) * (9+3i)) - ((4-4i) * (9+6i)))
[105305] ['(4-4i)', '(8-3i)', '(8-i)', '(9+4i)'] -> (((8-i) * ((8-3i) - (4-4i))) - (9+4i))
[105308] ['(4-4i)', '(8-3i)', '8', '(8+2i)'] -> (-6i * ((2+8i) + (-9i - (2-5i))))
[105314] ['(4-4i)', '(8-3i)', '8', '(8+8i)'] -> ((8 * ((8-3i) - (4-4i))) - (8+8i))
[105315] ['(4-4i)', '(8-3i)', '8', '(9-9i)'] -> (((4-4i) * (9-9i)) / ((8-3i) - 8))
[105316] ['(4-4i)', '(8-3i)', '8', '(9-7i)'] -> (8 * (((4-4i) + (8-3i)) - (9-7i)))
[105371] ['(4-4i)', '(8-3i)', '(8+8i)', '(8+9i)'] -> (((8-3i) - (8+9i)) / ((4-4i) / (8+8i)))
[105397] ['(4-4i)', '(8-3i)', '(9-5i)', '(9-3i)'] -> (((4-4i) * (9-3i)) / ((9-5i) - (8-3i)))
[105447] ['(4-4i)', '(8-2i)', '8', '(9-7i)'] -> ((2-2i) * ((6+3i) - (-9i - -6i)))
[105449] ['(4-4i)', '(8-2i)', '8', '(9-6i)'] -> (8 * (((4-4i) + (8-2i)) - (9-6i)))
[105459] ['(4-4i)', '(8-2i)', '(8+i)', '(9-9i)'] -> (((4-4i) * (9-9i)) / ((8-2i) - (8+i)))
[105515] ['(4-4i)', '(8-2i)', '(8+8i)', '(9-3i)'] -> (((8+8i) * (9-3i)) / ((8-2i) - (4-4i)))
[105551] ['(4-4i)', '(8-2i)', '(9-4i)', '(9-3i)'] -> (6 * ((3+9i) + ((1-9i) * 1)))
[105602] ['(4-4i)', '(8-i)', '8', '(9-5i)'] -> ((-4i + (1+5i)) * ((3-5i) + (9-7i)))
