[219071] ['(2-2i)', '(4-8i)', '(5-3i)', '(5+i)'] -> ((2-2i) * ((5+i) - ((4-8i) - (5-3i))))
[221275] ['(2-2i)', '(4-6i)', '(4-5i)', '(6+7i)'] -> ((2-2i) * ((6+7i) + ((4-6i) - (4-5i))))
[221296] ['(2-2i)', '(4-6i)', '(4-4i)', '(5-i)'] -> ((4-4i) * ((5-i) + ((2-2i) - (4-6i))))
[221297] ['(2-2i)', '(4-6i)', '(4-4i)', '5'] -> (((4-4i) * 5) - ((2-2i) * (4-6i)))
[221303] ['(2-2i)', '(4-6i)', '(4-4i)', '(6-4i)'] -> (((2-2i) + (4-4i)) * ((6-4i) - (4-6i)))
[221307] ['(2-2i)', '(4-6i)', '(4-4i)', '(6+8i)'] -> (((2-4i) + (4+8i)) + ((9-5i) + (9+i)))
[221317] ['(2-2i)', '(4-6i)', '(4-4i)', '(8+6i)'] -> (((4-6i) + (8+6i)) / ((2-2i) / (4-4i)))
[221319] ['(2-2i)', '(4-6i)', '(4-4i)', '(9-5i)'] -> ((4-4i) * ((9-5i) - ((2-2i) + (4-6i))))
[221323] ['(2-2i)', '(4-6i)', '(4-4i)', '(9+6i)'] -> (((2-2i) / (4-6i)) * ((4-4i) * (9+6i)))
[221333] ['(2-2i)', '(4-6i)', '(4-3i)', '(6+3i)'] -> (((1-2i) * (4+7i)) - ((1-3i) - (7-2i)))
[221338] ['(2-2i)', '(4-6i)', '(4-3i)', '(6+9i)'] -> ((2-2i) * ((6+9i) + ((4-6i) - (4-3i))))
[221348] ['(2-2i)', '(4-6i)', '(4-2i)', '(4+3i)'] -> (((4-2i) * (4+3i)) - ((2-2i) - (4-6i)))
[221352] ['(2-2i)', '(4-6i)', '(4-2i)', '(5+7i)'] -> (((6-9i) + (6-7i)) - (-4i * (4-3i)))
[221356] ['(2-2i)', '(4-6i)', '(4-2i)', '(6-6i)'] -> ((6-6i) * ((4-2i) + ((2-2i) - (4-6i))))
[221358] ['(2-2i)', '(4-6i)', '(4-2i)', '(6-2i)'] -> ((4+8i) * ((1-2i) + ((1-3i) / (7-i))))
[221360] ['(2-2i)', '(4-6i)', '(4-2i)', '6'] -> (((2-8i) * ((8-3i) - (8-7i))) - (8+8i))
[221363] ['(2-2i)', '(4-6i)', '(4-2i)', '(6+2i)'] -> (((1-2i) - (7+4i)) / ((1-3i) / (4+8i)))
[221370] ['(2-2i)', '(4-6i)', '(4-2i)', '(7+5i)'] -> (((2-2i) * (7+5i)) - ((4-6i) - (4-2i)))
[221377] ['(2-2i)', '(4-6i)', '(4-2i)', '(8+6i)'] -> (((4-6i) + (8+6i)) * ((4-2i) - (2-2i)))
[221378] ['(2-2i)', '(4-6i)', '(4-2i)', '(8+8i)'] -> (((3+3i) * (-i + (4-6i))) - (9-9i))
[221390] ['(2-2i)', '(4-6i)', '(4-i)', '(6+i)'] -> ((7+4i) + ((1-2i) * ((1-3i) + (4+9i))))
[221411] ['(2-2i)', '(4-6i)', '4', '(4+i)'] -> (4 * (((2-2i) * (4+i)) - (4-6i)))
[221414] ['(2-2i)', '(4-6i)', '4', '(5-5i)'] -> ((4 * (5-5i)) - ((2-2i) * (4-6i)))
[221418] ['(2-2i)', '(4-6i)', '4', '6'] -> ((2-2i) * (6 - ((4-6i) - 4)))
[221426] ['(2-2i)', '(4-6i)', '4', '(7+5i)'] -> (((2-2i) * (4-6i)) + (4 * (7+5i)))
[221430] ['(2-2i)', '(4-6i)', '4', '(8-6i)'] -> (((4-6i) + (8-6i)) / ((2-2i) / 4))
[221431] ['(2-2i)', '(4-6i)', '4', '(8-4i)'] -> (4 * ((8-4i) + ((2-2i) - (4-6i))))
[221435] ['(2-2i)', '(4-6i)', '4', '(8+8i)'] -> (((4-6i) - 4) / ((2-2i) / (8+8i)))
[221444] ['(2-2i)', '(4-6i)', '(4+i)', '(6-i)'] -> ((2-2i) * ((6-i) - ((4-6i) - (4+i))))
[221452] ['(2-2i)', '(4-6i)', '(4+i)', '(8-8i)'] -> ((8-8i) * ((4+i) - ((4-6i) / (2-2i))))
[221464] ['(2-2i)', '(4-6i)', '(4+2i)', '(4+8i)'] -> (((2-2i) * (4+8i)) + ((4-6i) - (4+2i)))
[221466] ['(2-2i)', '(4-6i)', '(4+2i)', '(5-3i)'] -> (((4-6i) * (4+2i)) - ((2-2i) * (5-3i)))
[221469] ['(2-2i)', '(4-6i)', '(4+2i)', '(6-2i)'] -> ((2-2i) * ((6-2i) - ((4-6i) - (4+2i))))
[221474] ['(2-2i)', '(4-6i)', '(4+2i)', '(6+6i)'] -> ((7+9i) + ((3-i) * ((2-9i) + (4+8i))))
[221476] ['(2-2i)', '(4-6i)', '(4+2i)', '(7-6i)'] -> (((4+2i) * ((7-6i) - (2-2i))) - (4-6i))
[221485] ['(2-2i)', '(4-6i)', '(4+2i)', '(8-6i)'] -> (((2-2i) + (4+2i)) * ((8-6i) - (4-6i)))
[221491] ['(2-2i)', '(4-6i)', '(4+2i)', '(9-9i)'] -> (((4+2i) * ((9-9i) - (4-6i))) - (2-2i))
[221494] ['(2-2i)', '(4-6i)', '(4+2i)', '(9+7i)'] -> (((8-8i) * 9) / ((6-5i) - (3-2i)))
[221505] ['(2-2i)', '(4-6i)', '(4+3i)', '(6-3i)'] -> ((2-2i) * ((6-3i) - ((4-6i) - (4+3i))))
[221508] ['(2-2i)', '(4-6i)', '(4+3i)', '(6+8i)'] -> (((2-2i) * (4+3i)) + ((4-6i) + (6+8i)))
[221523] ['(2-2i)', '(4-6i)', '(4+4i)', '(4+8i)'] -> ((4+4i) * ((4-6i) + ((4+8i) / (2-2i))))
[221524] ['(2-2i)', '(4-6i)', '(4+4i)', '(5-7i)'] -> ((4+4i) * ((5-7i) + ((2-2i) - (4-6i))))
[221526] ['(2-2i)', '(4-6i)', '(4+4i)', '(5-i)'] -> ((4+4i) * ((2-2i) + ((4-6i) / (5-i))))
[221529] ['(2-2i)', '(4-6i)', '(4+4i)', '(6-9i)'] -> (((2-2i) / (4-6i)) * ((4+4i) * (6-9i)))
[221530] ['(2-2i)', '(4-6i)', '(4+4i)', '(6-4i)'] -> ((2-2i) * ((6-4i) - ((4-6i) - (4+4i))))
[221533] ['(2-2i)', '(4-6i)', '(4+4i)', '(6-i)'] -> (((4-3i) * ((6-i) - -4i)) - (9-6i))
[221535] ['(2-2i)', '(4-6i)', '(4+4i)', '(6+2i)'] -> (((4-6i) * (4+4i)) - ((2-2i) * (6+2i)))
[221542] ['(2-2i)', '(4-6i)', '(4+4i)', '8'] -> ((4+4i) + (8 / ((2-2i) / (4-6i))))
[221548] ['(2-2i)', '(4-6i)', '(4+4i)', '(9+6i)'] -> ((9+6i) * ((2-2i) + ((4+4i) / (4-6i))))
[221555] ['(2-2i)', '(4-6i)', '(4+5i)', '(6-5i)'] -> ((2-2i) * ((6-5i) - ((4-6i) - (4+5i))))
[221573] ['(2-2i)', '(4-6i)', '(4+6i)', '(5-2i)'] -> ((-i + (4+i)) * ((9+3i) - (3+3i)))
[221581] ['(2-2i)', '(4-6i)', '(4+6i)', '(7+7i)'] -> (((4-6i) * (4+6i)) - ((2-2i) * (7+7i)))
[221584] ['(2-2i)', '(4-6i)', '(4+6i)', '(8-4i)'] -> (((4+6i) * ((4-6i) - (2-2i))) - (8-4i))
[221585] ['(2-2i)', '(4-6i)', '(4+6i)', '(8+8i)'] -> (((2-2i) * (8+8i)) - ((4-6i) + (4+6i)))
[221589] ['(2-2i)', '(4-6i)', '(4+6i)', '(9+3i)'] -> (((2-2i) * (9+3i)) - ((4-6i) - (4+6i)))
[221595] ['(2-2i)', '(4-6i)', '(4+7i)', '(6-7i)'] -> ((2-2i) * ((6-7i) - ((4-6i) - (4+7i))))
[221603] ['(2-2i)', '(4-6i)', '(4+7i)', '(8+4i)'] -> ((-7i * (2+5i)) - ((4-6i) + (7-8i)))
[221629] ['(2-2i)', '(4-6i)', '(4+8i)', '(9+3i)'] -> (((2-2i) * ((9+3i) - (4-6i))) - (4+8i))
[221635] ['(2-2i)', '(4-6i)', '(4+9i)', '(6-9i)'] -> ((2-2i) * ((6-9i) - ((4-6i) - (4+9i))))
[221640] ['(2-2i)', '(4-6i)', '(4+9i)', '(6+4i)'] -> (((2-2i) * (4+9i)) + ((4-6i) - (6+4i)))
[221662] ['(2-2i)', '(4-6i)', '(5-9i)', '(5+9i)'] -> ((2-2i) * ((5+9i) - ((4-6i) - (5-9i))))
[221670] ['(2-2i)', '(4-6i)', '(5-9i)', '(7+3i)'] -> ((2-2i) * ((7+3i) + ((4-6i) - (5-9i))))
[221685] ['(2-2i)', '(4-6i)', '(5-8i)', '(5+8i)'] -> ((2-2i) * ((5+8i) - ((4-6i) - (5-8i))))
[221691] ['(2-2i)', '(4-6i)', '(5-8i)', '(7+4i)'] -> ((2-2i) * ((7+4i) + ((4-6i) - (5-8i))))
[221705] ['(2-2i)', '(4-6i)', '(5-7i)', '(5+7i)'] -> ((2-2i) * ((5+7i) - ((4-6i) - (5-7i))))
[221716] ['(2-2i)', '(4-6i)', '(5-7i)', '(7+5i)'] -> ((2-2i) * ((7+5i) + ((4-6i) - (5-7i))))
[221726] ['(2-2i)', '(4-6i)', '(5-6i)', '(5+6i)'] -> ((2-2i) * ((5+6i) - ((4-6i) - (5-6i))))
[221732] ['(2-2i)', '(4-6i)', '(5-6i)', '(7+6i)'] -> (((3-2i) + (6-4i)) + (6 + (9+6i)))
[221748] ['(2-2i)', '(4-6i)', '(5-5i)', '(5+5i)'] -> ((2-2i) * ((5+5i) - ((4-6i) - (5-5i))))
[221750] ['(2-2i)', '(4-6i)', '(5-5i)', '6'] -> (((2-2i) * 6) * ((5-5i) - (4-6i)))
[221755] ['(2-2i)', '(4-6i)', '(5-5i)', '(7+7i)'] -> ((2-2i) * ((7+7i) + ((4-6i) - (5-5i))))
[221774] ['(2-2i)', '(4-6i)', '(5-4i)', '(5+4i)'] -> ((2-2i) * ((5+4i) - ((4-6i) - (5-4i))))
[221781] ['(2-2i)', '(4-6i)', '(5-4i)', '6'] -> (((5-4i) * (6 - (2-2i))) - (4-6i))
[221789] ['(2-2i)', '(4-6i)', '(5-4i)', '(7+3i)'] -> (((5-8i) - (5-5i)) * ((6+3i) - (6-5i)))
[221794] ['(2-2i)', '(4-6i)', '(5-4i)', '(7+8i)'] -> ((2-2i) * ((7+8i) + ((4-6i) - (5-4i))))
[221796] ['(2-2i)', '(4-6i)', '(5-4i)', '8'] -> (((9-4i) + (9+i)) - ((2-8i) - (8-5i)))
[221809] ['(2-2i)', '(4-6i)', '(5-3i)', '(5+3i)'] -> ((2-2i) * ((5+3i) - ((4-6i) - (5-3i))))
[221818] ['(2-2i)', '(4-6i)', '(5-3i)', '(7+9i)'] -> ((2-2i) * ((7+9i) + ((4-6i) - (5-3i))))
[221820] ['(2-2i)', '(4-6i)', '(5-3i)', '(8-4i)'] -> (((5-3i) * ((8-4i) - (4-6i))) - (2-2i))
[221827] ['(2-2i)', '(4-6i)', '(5-3i)', '(9+i)'] -> (((6+6i) * ((6-4i) - (3-2i))) - (6+6i))
[221833] ['(2-2i)', '(4-6i)', '(5-2i)', '(5+2i)'] -> ((2-2i) * ((5+2i) - ((4-6i) - (5-2i))))
[221849] ['(2-2i)', '(4-6i)', '(5-i)', '(5+7i)'] -> ((2-2i) * ((5+7i) + ((4-6i) / (5-i))))
[221860] ['(2-2i)', '(4-6i)', '(5-i)', '(7+5i)'] -> ((2-2i) * ((7+5i) - ((4-6i) / (5-i))))
[221867] ['(2-2i)', '(4-6i)', '5', '5'] -> ((3+3i) * ((9-9i) + (-i - (5-6i))))
[221887] ['(2-2i)', '(4-6i)', '(5+i)', '(6-6i)'] -> ((6-6i) * ((7+7i) + ((1-3i) * (1-2i))))
[221895] ['(2-2i)', '(4-6i)', '(5+i)', '(7-6i)'] -> ((8-4i) - ((2-8i) * ((8+7i) - (8+9i))))
[221931] ['(2-2i)', '(4-6i)', '(5+3i)', '(8-i)'] -> (((4-6i) * (5+3i)) - ((2-2i) * (8-i)))
[221955] ['(2-2i)', '(4-6i)', '(5+5i)', '(8-6i)'] -> (((2-2i) * (5+5i)) - ((4-6i) - (8-6i)))
[221961] ['(2-2i)', '(4-6i)', '(5+5i)', '(9+4i)'] -> (((4-6i) * (5+5i)) - ((2-2i) * (9+4i)))
[221993] ['(2-2i)', '(4-6i)', '(5+8i)', '6'] -> (((2-2i) * (5+8i)) + ((4-6i) - 6))
[222010] ['(2-2i)', '(4-6i)', '(5+9i)', '(8-2i)'] -> (((3-3i) + (4-6i)) - ((1-6i) * (1-3i)))
[222012] ['(2-2i)', '(4-6i)', '(5+9i)', '(8+2i)'] -> ((9-9i) - ((4-i) * ((3-5i) - (6-2i))))
[222034] ['(2-2i)', '(4-6i)', '(6-9i)', '(8+3i)'] -> ((2-2i) * ((8+3i) + ((4-6i) - (6-9i))))
[222042] ['(2-2i)', '(4-6i)', '(6-9i)', '(9+9i)'] -> (((2-2i) * (4-6i)) / ((6-9i) / (9+9i)))
[222044] ['(2-2i)', '(4-6i)', '(6-8i)', '(6+i)'] -> (((4-6i) + ((6-8i) * (6+i))) / (2-2i))
[222058] ['(2-2i)', '(4-6i)', '(6-7i)', '(6-4i)'] -> (((6-7i) * ((6-4i) - (4-6i))) - (2-2i))
[222068] ['(2-2i)', '(4-6i)', '(6-7i)', '(8+5i)'] -> (((5-8i) - (5-5i)) * ((7+5i) - (7-3i)))
[222078] ['(2-2i)', '(4-6i)', '(6-6i)', '(6+4i)'] -> (((2-2i) / (4-6i)) * ((6-6i) * (6+4i)))
[222084] ['(2-2i)', '(4-6i)', '(6-6i)', '(8-6i)'] -> ((6-6i) * ((8-6i) - ((2-2i) + (4-6i))))
[222086] ['(2-2i)', '(4-6i)', '(6-6i)', '(8+6i)'] -> ((2-2i) * ((8+6i) + ((4-6i) - (6-6i))))
[222100] ['(2-2i)', '(4-6i)', '(6-5i)', '(8+7i)'] -> ((2-2i) * ((8+7i) + ((4-6i) - (6-5i))))
[222106] ['(2-2i)', '(4-6i)', '(6-4i)', '6'] -> (6 * ((6-4i) + ((2-2i) - (4-6i))))
[222109] ['(2-2i)', '(4-6i)', '(6-4i)', '(6+5i)'] -> (((2-2i) * (6+5i)) - ((4-6i) - (6-4i)))
[222110] ['(2-2i)', '(4-6i)', '(6-4i)', '(6+7i)'] -> (((2-2i) * (6+7i)) + ((4-6i) - (6-4i)))
[222123] ['(2-2i)', '(4-6i)', '(6-4i)', '(8+8i)'] -> ((2-2i) * ((8+8i) + ((4-6i) - (6-4i))))
[222145] ['(2-2i)', '(4-6i)', '(6-3i)', '(8+9i)'] -> ((2-2i) * ((8+9i) + ((4-6i) - (6-3i))))
[222152] ['(2-2i)', '(4-6i)', '(6-2i)', '(8-5i)'] -> (((6-2i) * ((8-5i) - (4-6i))) - (2-2i))
[222175] ['(2-2i)', '(4-6i)', '6', '(7+4i)'] -> (((2-2i) * (7+4i)) - ((4-6i) - 6))
[222181] ['(2-2i)', '(4-6i)', '6', '(9-9i)'] -> (((1-2i) * ((8+9i) - (1-3i))) - (7-2i))
[222185] ['(2-2i)', '(4-6i)', '6', '(9+3i)'] -> (((2-9i) + (6+9i)) / ((3-i) / (9-3i)))
[222190] ['(2-2i)', '(4-6i)', '(6+i)', '(7+i)'] -> ((6+i) + ((7+i) / ((2-2i) / (4-6i))))
[222200] ['(2-2i)', '(4-6i)', '(6+2i)', '(7-6i)'] -> (((2-2i) + (6+2i)) * ((7-6i) - (4-6i)))
[222203] ['(2-2i)', '(4-6i)', '(6+2i)', '(8-2i)'] -> ((8-2i) + ((6+2i) / ((2-2i) / (4-6i))))
[222209] ['(2-2i)', '(4-6i)', '(6+2i)', '(9+i)'] -> (((6+2i) + ((4-6i) * (9+i))) / (2-2i))
[222224] ['(2-2i)', '(4-6i)', '(6+4i)', '(7-7i)'] -> ((3+3i) * ((7+2i) + (-i * (6-3i))))
[222228] ['(2-2i)', '(4-6i)', '(6+4i)', '(8-2i)'] -> (((2-2i) * (6+4i)) - ((4-6i) - (8-2i)))
[222229] ['(2-2i)', '(4-6i)', '(6+4i)', '(8+3i)'] -> (((2-2i) * (8+3i)) - ((4-6i) - (6+4i)))
[222234] ['(2-2i)', '(4-6i)', '(6+4i)', '(9+8i)'] -> (((2-2i) * (9+8i)) - ((4-6i) + (6+4i)))
[222252] ['(2-2i)', '(4-6i)', '(6+6i)', '(9+3i)'] -> ((((4-6i) * (9+3i)) - (6+6i)) / (2-2i))
[222277] ['(2-2i)', '(4-6i)', '(6+8i)', '(8-2i)'] -> (((2-2i) * (6+8i)) + ((4-6i) - (8-2i)))
[222281] ['(2-2i)', '(4-6i)', '(6+8i)', '(8+9i)'] -> (((2-2i) * (8+9i)) - ((4-6i) + (6+8i)))
[222284] ['(2-2i)', '(4-6i)', '(6+8i)', '(9+2i)'] -> (((2-2i) * (9+2i)) - ((4-6i) - (6+8i)))
[222304] ['(2-2i)', '(4-6i)', '(7-9i)', '(9+3i)'] -> ((2-2i) * ((9+3i) + ((4-6i) - (7-9i))))
[222316] ['(2-2i)', '(4-6i)', '(7-8i)', '(9+4i)'] -> ((2-2i) * ((9+4i) + ((4-6i) - (7-8i))))
[222324] ['(2-2i)', '(4-6i)', '(7-7i)', '(8+2i)'] -> (((8+2i) * ((7-7i) - (4-6i))) - (2-2i))
[222328] ['(2-2i)', '(4-6i)', '(7-7i)', '(9+5i)'] -> ((2-2i) * ((9+5i) + ((4-6i) - (7-7i))))
[222337] ['(2-2i)', '(4-6i)', '(7-6i)', '(9+6i)'] -> ((2-2i) * ((9+6i) + ((4-6i) - (7-6i))))
[222340] ['(2-2i)', '(4-6i)', '(7-5i)', '(7-i)'] -> (((4-6i) + ((7-5i) * (7-i))) / (2-2i))
[222349] ['(2-2i)', '(4-6i)', '(7-5i)', '(9+7i)'] -> ((2-2i) * ((9+7i) + ((4-6i) - (7-5i))))
[222353] ['(2-2i)', '(4-6i)', '(7-4i)', '(9+8i)'] -> ((2-2i) * ((9+8i) + ((4-6i) - (7-4i))))
[222364] ['(2-2i)', '(4-6i)', '(7-3i)', '(9+9i)'] -> ((2-2i) * ((9+9i) + ((4-6i) - (7-3i))))
[222374] ['(2-2i)', '(4-6i)', '(7-i)', '(7+6i)'] -> ((7+6i) + ((7-i) / ((2-2i) / (4-6i))))
[222407] ['(2-2i)', '(4-6i)', '(7+3i)', '(8+2i)'] -> (((2-2i) * (7+3i)) - ((4-6i) - (8+2i)))
[222440] ['(2-2i)', '(4-6i)', '(7+7i)', '(8-6i)'] -> (((2-2i) * (7+7i)) + ((4-6i) - (8-6i)))
[222473] ['(2-2i)', '(4-6i)', '(8-8i)', '(9-3i)'] -> (((8-8i) * (9-3i)) / ((4-6i) - (2-2i)))
[222544] ['(2-2i)', '(4-6i)', '8', '(9-8i)'] -> (8 * ((9-8i) - ((2-2i) + (4-6i))))
[222570] ['(2-2i)', '(4-6i)', '(8+2i)', '(8+6i)'] -> (((2-2i) * (8+2i)) - ((4-6i) - (8+6i)))
[222591] ['(2-2i)', '(4-6i)', '(8+6i)', '(9+9i)'] -> ((9+9i) * ((3-2i) - ((8-9i) / (6-3i))))
[222622] ['(2-2i)', '(4-6i)', '(9-i)', '(9+9i)'] -> (((2-2i) + (4-6i)) + ((9-i) + (9+9i)))
[222624] ['(2-2i)', '(4-6i)', '9', '(9+8i)'] -> (((2-2i) + (4-6i)) + (9 + (9+8i)))
[222627] ['(2-2i)', '(4-6i)', '(9+i)', '(9+7i)'] -> (((2-2i) + (4-6i)) + ((9+i) + (9+7i)))
[222631] ['(2-2i)', '(4-6i)', '(9+2i)', '(9+6i)'] -> (((2-2i) + (4-6i)) + ((9+2i) + (9+6i)))
[222632] ['(2-2i)', '(4-6i)', '(9+3i)', '(9+5i)'] -> (((2-2i) + (4-6i)) + ((9+3i) + (9+5i)))
[222633] ['(2-2i)', '(4-6i)', '(9+4i)', '(9+4i)'] -> (((2-2i) + (4-6i)) + ((9+4i) + (9+4i)))
[222644] ['(2-2i)', '(4-5i)', '(4-5i)', '(5+6i)'] -> ((2-2i) * ((5+6i) + ((4-5i) / (4-5i))))
[222653] ['(2-2i)', '(4-5i)', '(4-5i)', '(7+6i)'] -> (((1-3i) * ((4+4i) - (1-6i))) - (9+i))
[222666] ['(2-2i)', '(4-5i)', '(4-4i)', '5'] -> ((4-4i) * (5 + ((2-2i) - (4-5i))))
[222668] ['(2-2i)', '(4-5i)', '(4-4i)', '(6-3i)'] -> (((2-2i) + (4-4i)) * ((6-3i) - (4-5i)))
[222669] ['(2-2i)', '(4-5i)', '(4-4i)', '(6+5i)'] -> ((2-2i) * ((6+5i) - ((4-5i) - (4-4i))))
[222670] ['(2-2i)', '(4-5i)', '(4-4i)', '(6+7i)'] -> ((2-2i) * ((6+7i) + ((4-5i) - (4-4i))))
[222673] ['(2-2i)', '(4-5i)', '(4-4i)', '(8+5i)'] -> (((4-5i) + (8+5i)) / ((2-2i) / (4-4i)))
[222674] ['(2-2i)', '(4-5i)', '(4-4i)', '(9-4i)'] -> ((4-4i) * ((9-4i) - ((2-2i) + (4-5i))))
[222685] ['(2-2i)', '(4-5i)', '(4-3i)', '(5+6i)'] -> ((4+8i) - (4 * ((3-5i) - (8-7i))))
[222687] ['(2-2i)', '(4-5i)', '(4-3i)', '6'] -> (((4-5i) + (4-3i)) / ((2-2i) / 6))
[222689] ['(2-2i)', '(4-5i)', '(4-3i)', '(6+4i)'] -> ((2-2i) * ((6+4i) - ((4-5i) - (4-3i))))
[222690] ['(2-2i)', '(4-5i)', '(4-3i)', '(6+8i)'] -> ((2-2i) * ((6+8i) + ((4-5i) - (4-3i))))
[222701] ['(2-2i)', '(4-5i)', '(4-2i)', '(6+3i)'] -> ((2-2i) * ((6+3i) - ((4-5i) - (4-2i))))
[222704] ['(2-2i)', '(4-5i)', '(4-2i)', '(6+9i)'] -> ((2-2i) * ((6+9i) + ((4-5i) - (4-2i))))
[222709] ['(2-2i)', '(4-5i)', '(4-2i)', '(8+5i)'] -> (((4-5i) + (8+5i)) * ((4-2i) - (2-2i)))
[222722] ['(2-2i)', '(4-5i)', '(4-i)', '(5+2i)'] -> (((5-8i) - (5-4i)) * ((6+8i) - (6+2i)))
[222723] ['(2-2i)', '(4-5i)', '(4-i)', '(5+7i)'] -> (((2-2i) * (5+7i)) + ((4-5i) - (4-i)))
[222725] ['(2-2i)', '(4-5i)', '(4-i)', '(6-6i)'] -> ((6-6i) * ((4-i) + ((2-2i) - (4-5i))))
[222727] ['(2-2i)', '(4-5i)', '(4-i)', '(6+2i)'] -> ((2-2i) * ((6+2i) - ((4-5i) - (4-i))))
[222731] ['(2-2i)', '(4-5i)', '(4-i)', '(7+5i)'] -> (((3-2i) + (6-2i)) + ((6-2i) + (9+6i)))
[222743] ['(2-2i)', '(4-5i)', '4', '(4+3i)'] -> (4 * ((4+3i) - ((2-2i) - (4-5i))))
[222755] ['(2-2i)', '(4-5i)', '4', '(6+i)'] -> ((2-2i) * ((6+i) - ((4-5i) - 4)))
[222761] ['(2-2i)', '(4-5i)', '4', '(8-7i)'] -> (((4-5i) + (8-7i)) / ((2-2i) / 4))
[222763] ['(2-2i)', '(4-5i)', '4', '(8-3i)'] -> (4 * ((8-3i) + ((2-2i) - (4-5i))))
[222780] ['(2-2i)', '(4-5i)', '(4+i)', '6'] -> ((2-2i) * (6 - ((4-5i) - (4+i))))
[222792] ['(2-2i)', '(4-5i)', '(4+i)', '(8+8i)'] -> ((1-i) * ((5+3i) - ((1-3i) * (2-3i))))
[222800] ['(2-2i)', '(4-5i)', '(4+i)', '(9+7i)'] -> (((3-2i) + (6-2i)) + ((6+2i) + (9+2i)))
[222802] ['(2-2i)', '(4-5i)', '(4+2i)', '(4+4i)'] -> (((4-5i) * (4+4i)) - ((2-2i) * (4+2i)))
[222803] ['(2-2i)', '(4-5i)', '(4+2i)', '(4+6i)'] -> (((4-5i) * ((4+2i) - (2-2i))) - (4+6i))
[222810] ['(2-2i)', '(4-5i)', '(4+2i)', '(6-i)'] -> ((8-2i) - ((2-3i) * ((1-3i) * (1-i))))
[222816] ['(2-2i)', '(4-5i)', '(4+2i)', '(7+i)'] -> (((4-2i) * (6 - -4i)) - (8+4i))
[222819] ['(2-2i)', '(4-5i)', '(4+2i)', '(8-5i)'] -> (((2-2i) + (4+2i)) * ((8-5i) - (4-5i)))
[222824] ['(2-2i)', '(4-5i)', '(4+2i)', '(8+9i)'] -> (((2-2i) * (4+2i)) + ((4-5i) + (8+9i)))
[222825] ['(2-2i)', '(4-5i)', '(4+2i)', '(9-8i)'] -> (((4+2i) * ((9-8i) - (4-5i))) - (2-2i))
[222832] ['(2-2i)', '(4-5i)', '(4+3i)', '(4+8i)'] -> (((2-2i) * (4+8i)) + ((4-5i) - (4+3i)))
[222834] ['(2-2i)', '(4-5i)', '(4+3i)', '(5-6i)'] -> (((4-5i) * (4+3i)) - ((2-2i) + (5-6i)))
[222843] ['(2-2i)', '(4-5i)', '(4+3i)', '(6-2i)'] -> ((2-2i) * ((6-2i) - ((4-5i) - (4+3i))))
[222845] ['(2-2i)', '(4-5i)', '(4+3i)', '(6+6i)'] -> (((4-5i) - (4+3i)) / ((2-2i) / (6+6i)))
[222846] ['(2-2i)', '(4-5i)', '(4+3i)', '(6+7i)'] -> ((6-4i) - ((2-4i) * ((5-9i) - (6-5i))))
[222854] ['(2-2i)', '(4-5i)', '(4+3i)', '(8+4i)'] -> (((2-2i) * (8+4i)) - ((4-5i) - (4+3i)))
[222865] ['(2-2i)', '(4-5i)', '(4+4i)', '(4+5i)'] -> (((2-2i) * (4+4i)) + ((4-5i) + (4+5i)))
[222866] ['(2-2i)', '(4-5i)', '(4+4i)', '(4+7i)'] -> (((4-5i) - (4+7i)) / ((2-2i) / (4+4i)))
[222869] ['(2-2i)', '(4-5i)', '(4+4i)', '(5-6i)'] -> ((4+4i) * ((5-6i) + ((2-2i) - (4-5i))))
[222877] ['(2-2i)', '(4-5i)', '(4+4i)', '(6-3i)'] -> (((2-8i) * ((9-2i) - (9-6i))) - (8+8i))
[222902] ['(2-2i)', '(4-5i)', '(4+5i)', '(5-2i)'] -> (((4-5i) + (4+5i)) * ((5-2i) - (2-2i)))
[222905] ['(2-2i)', '(4-5i)', '(4+5i)', '(6-6i)'] -> (((2-8i) * ((9+6i) - (9+2i))) - (8+8i))
[222908] ['(2-2i)', '(4-5i)', '(4+5i)', '(6-4i)'] -> ((1-i) + ((2-i) * ((1-3i) + (8+8i))))
[222925] ['(2-2i)', '(4-5i)', '(4+5i)', '(8+8i)'] -> (((1-6i) + (5+6i)) * ((5-3i) - (1-3i)))
[222942] ['(2-2i)', '(4-5i)', '(4+6i)', '(6-5i)'] -> ((2-2i) * ((6-5i) - ((4-5i) - (4+6i))))
[222946] ['(2-2i)', '(4-5i)', '(4+6i)', '(8-9i)'] -> (3 * ((6-4i) - ((2-9i) - (4-5i))))
[222957] ['(2-2i)', '(4-5i)', '(4+7i)', '(5+2i)'] -> (((1-3i) * (3+8i)) - ((1-i) * (2+i)))
[222960] ['(2-2i)', '(4-5i)', '(4+7i)', '(6-6i)'] -> ((2-2i) * ((6-6i) - ((4-5i) - (4+7i))))
[222971] ['(2-2i)', '(4-5i)', '(4+7i)', '(9+3i)'] -> (((2+i) * (8-6i)) - ((1-3i) * (1-i)))
[222993] ['(2-2i)', '(4-5i)', '(4+8i)', '(8+4i)'] -> (((4+8i) * ((4-5i) - (2-2i))) - (8+4i))
[222997] ['(2-2i)', '(4-5i)', '(4+8i)', '(9+4i)'] -> (((1-3i) + (5+3i)) * ((1-i) * (2+2i)))
