[177292] ['4/7', '5/6', '5/3', '9/4', '6'] -> ((((5/6 + 5/3) * 6) / 4/7) - 9/4)
[177521] ['4/5', '8/7', '7/6', '9/7', '4'] -> ((4 / 7/6) / ((8/7 / 4/5) - 9/7))
[177522] ['5/7', '5/6', '8/7', '8/7', '9'] -> ((8/7 + 8/7) * ((9 * 5/6) / 5/7))
[177523] ['3/7', '4/9', '5/6', '1', '6/5'] -> ((1 / ((3/7 + 4/9) - 5/6)) - 6/5)
[177524] ['2/3', '5/7', '7/5', '2', '9/4'] -> (2 / ((2/3 / 5/7) + (7/5 - 9/4)))
[177525] ['2/7', '7/5', '9/4', '9/4', '6'] -> ((7/5 * ((6 / 2/7) - 9/4)) - 9/4)
[177526] ['5/7', '5/6', '8/7', '7/6', '9'] -> ((8/7 * 9) * (7/6 + (5/6 / 5/7)))
[177527] ['1/9', '2/7', '2/5', '3/5', '9'] -> (2/7 * (((2/5 + 9) / 1/9) - 3/5))
[177528] ['3/4', '7/6', '3/2', '8/5', '5'] -> (5 * ((7/6 + 3/2) + (8/5 / 3/4)))
[177529] ['7/8', '7/8', '9/4', '8/3', '3'] -> ((9/4 * 8/3) * (3 + (7/8 / 7/8)))
[177530] ['4/7', '3/4', '4/5', '9/4', '3'] -> (4/7 * ((9/4 / (4/5 - 3/4)) - 3))
[177531] ['4/7', '6/7', '7/8', '7/6', '6'] -> ((4/7 + (6 / 7/8)) / (7/6 - 6/7))
[177532] ['3/7', '4/7', '4/5', '4/3', '2'] -> (2 / (4/3 - ((3/7 + 4/7) / 4/5)))
[177533] ['4/5', '8/7', '7/6', '3/2', '4'] -> (4 / (((7/6 * 8/7) / 4/5) - 3/2))
[177534] ['2/7', '7/5', '9/4', '7/3', '6'] -> ((9/4 * 7/3) * (2/7 + (6 / 7/5)))
[177535] ['4/7', '6/7', '7/8', '6/5', '6'] -> (6 / (6/5 * (7/8 - (4/7 / 6/7))))
[177536] ['3/4', '7/6', '3/2', '9/5', '5'] -> (((3/2 + (7/6 * 9/5)) * 5) / 3/4)
[177537] ['5/7', '5/6', '8/7', '7/5', '9'] -> ((5/7 / (8/7 - 5/6)) * (7/5 + 9))
[177538] ['3/8', '9/8', '5/4', '8/5', '7'] -> ((9/8 * 5/4) * ((7 / 3/8) - 8/5))
[177539] ['1/9', '2/7', '2/5', '2/3', '9'] -> (((9 - (2/3 / 2/7)) * 2/5) / 1/9)
[177540] ['3/7', '4/7', '4/5', '7/5', '2'] -> ((4/5 * 2) / (7/5 - (4/7 / 3/7)))
[177541] ['2/5', '5/6', '8/5', '7/4', '6'] -> ((8/5 * 6) * (2/5 + (7/4 / 5/6)))
[177542] ['7/8', '7/8', '7/3', '5/2', '3'] -> ((3 + (7/8 / 7/8)) / (5/2 - 7/3))
[177543] ['2/7', '7/5', '9/4', '7/2', '6'] -> ((7/5 * 6) * (7/2 - (2/7 * 9/4)))
[177544] ['4/7', '5/8', '5/4', '5/4', '8'] -> (((5/4 / 5/4) + (8 / 4/7)) / 5/8)
[177545] ['7/8', '7/8', '5/2', '5/2', '3'] -> (3 * ((7/8 + 7/8) + (5/2 * 5/2)))
[177546] ['2/7', '7/5', '9/4', '9/2', '6'] -> (((9/2 + 6) / (2/7 * 7/5)) - 9/4)
[177547] ['3/8', '9/8', '5/4', '7/3', '7'] -> (((9/8 + (5/4 * 7)) / 3/8) - 7/3)
[177548] ['3/7', '4/7', '4/5', '5/3', '2'] -> (2 / (5/3 * (4/5 - (3/7 / 4/7))))
[177549] ['1/6', '7/8', '8/9', '1', '7/2'] -> ((1/6 + 1) / (7/2 * (8/9 - 7/8)))
[177550] ['4/7', '6/7', '7/8', '7/5', '6'] -> ((6 / 7/5) / ((6/7 * 7/8) - 4/7))
[177551] ['4/7', '3/4', '4/5', '3', '7/2'] -> ((3 / 7/2) / (3/4 - (4/7 / 4/5)))
[177552] ['7/8', '7/8', '5/2', '8/3', '3'] -> ((3 + (7/8 / 7/8)) / (8/3 - 5/2))
[177553] ['4/5', '8/7', '7/6', '9/5', '4'] -> ((4 / 7/6) / ((4/5 + 8/7) - 9/5))
[177554] ['2/7', '7/5', '7/3', '7/3', '6'] -> (7/3 * (2/7 + ((6 * 7/3) / 7/5)))
[177555] ['3/7', '4/7', '4/5', '7/4', '2'] -> (2 / (7/4 - (4/7 / (3/7 * 4/5))))
[177556] ['2/3', '5/7', '3/2', '8/5', '2'] -> ((8/5 / 2/3) / ((3/2 / 5/7) - 2))
[177557] ['1/4', '5/7', '4/3', '7/5', '7'] -> ((7 + (5/7 * 7/5)) / (1/4 * 4/3))
[177558] ['1/6', '7/8', '8/9', '1', '9/2'] -> (1 / ((7/8 + 9/2) - (8/9 / 1/6)))
[177559] ['3/4', '7/6', '8/5', '7/4', '5'] -> (8/5 / ((7/6 - 3/4) - (7/4 / 5)))
[177560] ['5/7', '5/6', '8/7', '8/3', '9'] -> ((5/7 + 9) / (5/6 - (8/7 / 8/3)))
[177561] ['7/8', '7/8', '3', '9/2', '9/2'] -> (3 * ((9/2 + 9/2) - (7/8 / 7/8)))
[177562] ['4/7', '5/8', '5/4', '7/5', '8'] -> (((7/5 * (4/7 + 8)) * 5/4) / 5/8)
[177563] ['4/7', '3/4', '5/6', '5/6', '3'] -> (3 / ((3/4 + 5/6) - (5/6 / 4/7)))
[177564] ['1/9', '2/7', '2/5', '5/6', '9'] -> (((9 + (2/5 * 5/6)) * 2/7) / 1/9)
[177565] ['3/4', '7/6', '8/5', '9/5', '5'] -> (5 / (3/4 * (7/6 - (8/5 / 9/5))))
[177566] ['1/6', '7/8', '1', '9/8', '6/5'] -> (1 / (((9/8 - 7/8) / 6/5) - 1/6))
[177567] ['3/7', '4/7', '4/5', '2', '7/3'] -> ((2 / 7/3) / (4/7 - (3/7 / 4/5)))
[177568] ['1/4', '5/7', '4/3', '8/5', '7'] -> ((((7 * 5/7) / 1/4) * 8/5) / 4/3)
[177569] ['7/8', '8/9', '8/9', '7/6', '3'] -> ((8/9 + 3) / ((8/9 * 7/6) - 7/8))
[177570] ['4/7', '3/4', '5/6', '7/8', '3'] -> (3 / ((3/4 * 5/6) - (4/7 * 7/8)))
[177571] ['5/7', '5/6', '8/7', '9/2', '9'] -> (9 * ((5/7 * (5/6 + 9/2)) - 8/7))
[177572] ['2/7', '7/5', '5/2', '5/2', '6'] -> (6 * ((5/2 / 7/5) - (2/7 - 5/2)))
[177573] ['3/4', '7/6', '8/5', '7/3', '5'] -> (((8/5 + (7/3 / 7/6)) * 5) / 3/4)
[177574] ['4/7', '6/7', '7/8', '9/4', '6'] -> (6 * ((4/7 + 6/7) + (9/4 / 7/8)))
[177575] ['2/5', '5/6', '7/4', '9/4', '6'] -> (6 / ((2/5 - 9/4) + (7/4 / 5/6)))
[177576] ['1/4', '5/7', '4/3', '9/5', '7'] -> (((7 / 5/7) - 9/5) / (1/4 * 4/3))
[177577] ['3/4', '7/6', '8/5', '8/3', '5'] -> (5 * ((8/3 / (7/6 - 3/4)) - 8/5))
[177578] ['5/7', '5/6', '7/6', '6/5', '9'] -> ((((5/6 + 7/6) * 9) / 5/7) - 6/5)
[177579] ['4/5', '8/7', '7/6', '4', '9/2'] -> ((4/5 + 4) * (8/7 + (9/2 / 7/6)))
[177580] ['7/8', '8/9', '8/9', '9/7', '3'] -> (3 / ((7/8 * 9/7) - (8/9 / 8/9)))
[177581] ['2/5', '5/6', '7/4', '7/2', '6'] -> ((6 + (7/2 / 7/4)) / (2/5 * 5/6))
[177582] ['5/7', '5/6', '7/6', '5/4', '9'] -> (((5/6 + (5/4 / 7/6)) * 9) / 5/7)
[177583] ['3/4', '7/6', '8/5', '7/2', '5'] -> (8/5 / (((7/6 * 7/2) / 5) - 3/4))
[177584] ['3/7', '4/9', '5/6', '1', '9/2'] -> (((9/2 / 3/7) - (5/6 - 1)) / 4/9)
[177585] ['2/5', '5/6', '9/5', '9/5', '6'] -> (5/6 * (9/5 + ((6 * 9/5) / 2/5)))
[177586] ['1/9', '2/7', '2/5', '8/7', '9'] -> (9 + (8/7 / (1/9 * (2/7 + 2/5))))
[177587] ['4/5', '8/7', '6/5', '5/4', '4'] -> ((4/5 + 4) / (5/4 - (6/5 / 8/7)))
[177588] ['5/7', '5/6', '7/6', '4/3', '9'] -> (9 * (((7/6 + 4/3) / 5/7) - 5/6))
[177589] ['3/7', '4/9', '6/7', '7/8', '1'] -> (1 / (7/8 * (3/7 - (4/9 * 6/7))))
[177590] ['1/4', '5/7', '7/5', '3/2', '7'] -> (((3/2 * 5/7) / 1/4) * (7 - 7/5))
[177591] ['4/7', '3/4', '5/6', '4/3', '3'] -> (3 / (((4/3 - 5/6) / 4/7) - 3/4))
[177592] ['2/5', '5/6', '9/5', '9/4', '6'] -> ((2/5 + 6) * (9/4 + (5/6 * 9/5)))
[177593] ['3/4', '7/6', '5/3', '9/5', '5'] -> (((5 * 9/5) / 3/4) / (5/3 - 7/6))
[177594] ['3/7', '4/7', '5/6', '9/8', '2'] -> ((3/7 + 4/7) / (2 - (5/6 + 9/8)))
[177595] ['4/7', '5/8', '9/7', '9/7', '8'] -> (((9/7 / 9/7) + (8 / 4/7)) / 5/8)
[177596] ['1/6', '7/8', '1', '9/8', '8/3'] -> ((7/8 + 9/8) + ((1 + 8/3) / 1/6))
[177597] ['4/7', '3/4', '5/6', '7/5', '3'] -> (3 / (4/7 - ((3/4 * 5/6) / 7/5)))
[177598] ['4/5', '8/7', '6/5', '3/2', '4'] -> ((3/2 * 4) / ((6/5 / 8/7) - 4/5))
[177599] ['5/7', '5/6', '7/6', '8/5', '9'] -> ((5/6 + (5/7 * 7/6)) * (8/5 * 9))
[177600] ['1/4', '5/7', '7/5', '5/3', '7'] -> ((((5/7 * 7) - 7/5) * 5/3) / 1/4)
[177601] ['7/8', '8/9', '8/9', '7/4', '3'] -> (3 / ((7/8 - 7/4) + (8/9 / 8/9)))
[177602] ['2/7', '7/5', '9/2', '9/2', '6'] -> ((9/2 + 9/2) + (6 / (2/7 * 7/5)))
[177603] ['3/7', '4/9', '6/7', '1', '7/6'] -> (1 / (7/6 - ((3/7 / 4/9) / 6/7)))
[177604] ['4/5', '8/7', '6/5', '8/5', '4'] -> ((4/5 + 4) / ((8/5 / 8/7) - 6/5))
[177605] ['2/3', '5/7', '8/5', '2', '9/4'] -> ((2 / (8/5 * (5/7 - 2/3))) - 9/4)
[177606] ['4/7', '3/4', '5/6', '5/3', '3'] -> (3 / ((5/6 / (4/7 * 5/3)) - 3/4))
[177607] ['4/7', '6/7', '8/9', '8/5', '6'] -> ((8/9 + 8/5) * ((6 / 4/7) - 6/7))
[177608] ['2/7', '3/2', '3/2', '8/5', '6'] -> (((3/2 + (6 / 2/7)) * 8/5) / 3/2)
[177609] ['5/7', '5/6', '7/6', '9/5', '9'] -> (9/5 + (9 * (5/6 + (7/6 / 5/7))))
[177610] ['1/4', '5/7', '7/5', '9/5', '7'] -> ((5/7 + 7) / (9/5 * (1/4 / 7/5)))
[177611] ['3/8', '9/8', '7/5', '5/3', '7'] -> ((7/5 * 5/3) + ((9/8 + 7) / 3/8))
[177612] ['4/7', '6/7', '8/9', '5/3', '6'] -> (((4/7 * 5/3) / (8/9 - 6/7)) - 6)
[177613] ['5/7', '5/6', '7/6', '9/4', '9'] -> (9/4 * ((5/7 * 7/6) + (5/6 + 9)))
[177614] ['2/5', '5/6', '7/3', '7/3', '6'] -> ((5/6 + 7/3) + ((7/3 + 6) / 2/5))
[177615] ['1/4', '5/7', '7/5', '9/4', '7'] -> (7 * (9/4 + (5/7 * (1/4 + 7/5))))
[177616] ['3/4', '7/6', '7/4', '8/3', '5'] -> ((3/4 + 7/6) + (5 * (7/4 + 8/3)))
[177617] ['7/8', '8/9', '8/9', '5/2', '3'] -> ((8/9 / 8/9) / (7/8 - (5/2 / 3)))
[177618] ['3/7', '4/7', '5/6', '8/5', '2'] -> ((4/7 / 5/6) / ((3/7 + 8/5) - 2))
[177619] ['2/7', '3/2', '3/2', '9/5', '6'] -> ((3/2 + (3/2 * 9/5)) * (6 - 2/7))
[177620] ['4/7', '5/8', '9/7', '7/3', '8'] -> ((((8 / 4/7) - 7/3) * 9/7) / 5/8)
[177621] ['4/7', '6/7', '8/9', '9/4', '6'] -> ((6/7 + 6) * ((9/4 * 8/9) / 4/7))
[177622] ['3/4', '7/6', '9/5', '9/4', '5'] -> ((9/5 * 5) * (9/4 - (3/4 - 7/6)))
[177623] ['2/5', '5/6', '7/2', '7/2', '6'] -> (6 / (7/2 - (5/6 * (2/5 + 7/2))))
[177624] ['7/8', '8/9', '8/9', '3', '9/2'] -> (9/2 * (8/9 + ((8/9 + 3) / 7/8)))
[177625] ['2/7', '3/2', '3/2', '7/3', '6'] -> (((3/2 + 6) - (3/2 / 7/3)) / 2/7)
[177626] ['4/7', '5/8', '9/7', '5/2', '8'] -> (((8 * (5/2 - 5/8)) - 9/7) / 4/7)
[177627] ['2/3', '5/7', '8/5', '2', '9/2'] -> (9/2 * (8/5 + ((2/3 + 2) / 5/7)))
[177628] ['1/6', '7/8', '1', '8/7', '3/2'] -> ((8/7 + ((1 + 3/2) / 7/8)) / 1/6)
[177629] ['1/9', '2/7', '2/5', '8/5', '9'] -> (2/5 + (2/7 * (8/5 + (9 / 1/9))))
[177630] ['3/4', '7/6', '9/5', '7/3', '5'] -> ((9/5 * 7/3) * (5 / (3/4 * 7/6)))
[177631] ['4/7', '6/7', '8/9', '5/2', '6'] -> (6 * ((4/7 / 8/9) + (6/7 + 5/2)))
[177632] ['2/7', '3/2', '3/2', '5/2', '6'] -> ((3/2 / 2/7) + (5/2 * (3/2 + 6)))
[177633] ['4/7', '5/8', '9/7', '8/3', '8'] -> (8 / (9/7 - (8/3 * (4/7 * 5/8))))
[177634] ['1/4', '5/7', '7/5', '8/3', '7'] -> ((5/7 * 8/3) * (7 + (7/5 / 1/4)))
[177635] ['3/7', '4/7', '5/6', '2', '7/2'] -> (4/7 / ((5/6 / 7/2) - (3/7 / 2)))
[177636] ['7/8', '8/9', '9/8', '7/6', '3'] -> ((8/9 + 3) / ((7/6 / 9/8) - 7/8))
[177637] ['5/7', '5/6', '6/5', '5/4', '9'] -> (9 * ((5/6 / 5/7) + (6/5 * 5/4)))
[177638] ['3/4', '7/6', '9/5', '5/2', '5'] -> ((9/5 + 5) / (3/4 - (7/6 / 5/2)))
[177639] ['2/7', '3/2', '3/2', '8/3', '6'] -> (6 + (8/3 * (3/2 + (3/2 / 2/7))))
[177640] ['4/7', '6/7', '8/9', '7/2', '6'] -> ((6 * (7/2 + (4/7 / 8/9))) - 6/7)
[177641] ['3/8', '9/8', '3/2', '8/5', '7'] -> ((3/2 * 8/5) * (7 + (9/8 / 3/8)))
[177642] ['1/4', '5/7', '7/5', '7/2', '7'] -> ((1/4 + 7/2) * (7/5 + (5/7 * 7)))
[177643] ['4/5', '8/7', '5/4', '4/3', '4'] -> (4 / ((4/3 / 8/7) - (4/5 * 5/4)))
[177644] ['4/7', '3/4', '6/7', '8/9', '3'] -> ((6/7 * 3) / (3/4 - (4/7 / 8/9)))
[177645] ['2/7', '3/2', '8/5', '8/5', '6'] -> (8/5 + ((8/5 * 6) / (2/7 * 3/2)))
[177646] ['4/7', '5/8', '4/3', '7/5', '8'] -> (8 / (5/8 * (4/3 - (4/7 * 7/5))))
[177647] ['4/7', '6/7', '9/8', '9/8', '6'] -> ((4/7 * 6) / ((9/8 / 9/8) - 6/7))
[177648] ['5/7', '5/6', '6/5', '4/3', '9'] -> ((9 / (5/7 * (4/3 - 5/6))) - 6/5)
[177649] ['4/5', '8/7', '5/4', '7/5', '4'] -> ((4/5 / ((8/7 * 5/4) - 7/5)) - 4)
[177650] ['4/7', '3/4', '6/7', '9/8', '3'] -> ((6/7 * 3) / (3/4 - (4/7 * 9/8)))
[177651] ['3/7', '4/7', '6/7', '7/8', '2'] -> ((6/7 * 2) / ((4/7 * 7/8) - 3/7))
[177652] ['1/6', '7/8', '1', '8/7', '9/4'] -> (((7/8 + 9/4) + (1 / 8/7)) / 1/6)
[177653] ['2/7', '3/2', '8/5', '5/3', '6'] -> (5/3 * (6 + ((8/5 * 3/2) / 2/7)))
[177654] ['1/6', '7/8', '1', '8/7', '7/3'] -> (8/7 + ((1 + 7/3) / (1/6 * 7/8)))
[177655] ['4/7', '3/4', '6/7', '7/6', '3'] -> ((3 / 6/7) / ((3/4 / 4/7) - 7/6))
[177656] ['1/9', '2/7', '2/5', '7/3', '9'] -> (9 + (7/3 / (2/5 * (1/9 / 2/7))))
[177657] ['5/7', '5/6', '6/5', '3/2', '9'] -> ((9 / (5/6 - (5/7 / 3/2))) - 6/5)
[177658] ['2/7', '3/2', '8/5', '9/5', '6'] -> ((9/5 + (3/2 * 8/5)) * (6 - 2/7))
[177659] ['4/7', '6/7', '9/8', '4/3', '6'] -> ((6 + (4/7 / 4/3)) / (9/8 - 6/7))
[177660] ['3/7', '4/7', '6/7', '8/7', '2'] -> ((6/7 * 2) / ((4/7 / 8/7) - 3/7))
[177661] ['1/4', '5/7', '3/2', '9/5', '7'] -> ((((7 * 5/7) / 1/4) * 9/5) / 3/2)
[177662] ['4/5', '8/7', '5/4', '5/3', '4'] -> ((4 / 4/5) / ((5/3 / 8/7) - 5/4))
[177663] ['4/7', '5/8', '4/3', '5/3', '8'] -> (8 / ((5/3 / 5/8) - (4/3 / 4/7)))
[177664] ['7/8', '8/9', '9/8', '5/3', '3'] -> (3 / ((7/8 + 9/8) - (5/3 / 8/9)))
[177665] ['3/4', '7/6', '9/4', '8/3', '5'] -> ((((9/4 * 5) - 3/4) * 8/3) / 7/6)
[177666] ['2/5', '6/7', '6/7', '5/4', '6'] -> ((6/7 + 6) / ((6/7 / 5/4) - 2/5))
[177667] ['1/4', '5/7', '3/2', '9/4', '7'] -> (3/2 + (7 * (9/4 + (1/4 + 5/7))))
[177668] ['1/6', '7/8', '1', '7/6', '9/7'] -> ((1 / 7/8) / ((1/6 + 7/6) - 9/7))
[177669] ['2/3', '5/7', '7/4', '7/4', '2'] -> (2 / ((5/7 * 7/4) - (2/3 * 7/4)))
[177670] ['2/7', '3/2', '8/5', '7/3', '6'] -> ((8/5 * 7/3) * (6 + (2/7 * 3/2)))
[177671] ['3/8', '9/8', '8/5', '5/2', '7'] -> (((7 + (9/8 - 5/2)) * 8/5) / 3/8)
[177672] ['1/6', '7/8', '1', '7/6', '7/5'] -> (1 / (((7/6 - 7/8) / 7/5) - 1/6))
[177673] ['5/7', '5/6', '6/5', '9/5', '9'] -> (9 * ((5/6 / 5/7) + (9/5 / 6/5)))
[177674] ['2/7', '3/2', '8/5', '5/2', '6'] -> (5/2 * ((8/5 / 2/7) + (6 / 3/2)))
[177675] ['2/5', '6/7', '6/7', '7/5', '6'] -> (6/7 + ((6/7 + (7/5 * 6)) / 2/5))
[177676] ['1/4', '5/7', '3/2', '9/2', '7'] -> ((9/2 - (3/2 / 7)) / (1/4 * 5/7))
[177677] ['3/7', '4/7', '6/7', '9/5', '2'] -> ((4/7 * 2) / ((6/7 / 9/5) - 3/7))
[177678] ['3/4', '7/6', '7/3', '8/3', '5'] -> ((5 + (7/3 + 8/3)) / (7/6 - 3/4))
[177679] ['4/7', '5/8', '4/3', '9/5', '8'] -> ((8 / 5/8) / ((4/3 / 4/7) - 9/5))
[177680] ['1/6', '7/8', '1', '7/6', '3/2'] -> (1 / (7/6 - (7/8 + (1/6 * 3/2))))
[177681] ['7/8', '8/9', '9/8', '5/2', '3'] -> ((8/9 * 9/8) / (7/8 - (5/2 / 3)))
[177682] ['3/8', '9/8', '8/5', '7/2', '7'] -> (((9/8 + 7/2) + (7 / 8/5)) / 3/8)
[177683] ['3/7', '4/9', '7/8', '1', '7/6'] -> (1 / (7/8 * (3/7 - (4/9 / 7/6))))
[177684] ['5/7', '5/6', '6/5', '9/4', '9'] -> ((9 / (6/5 - (5/7 / 5/6))) - 9/4)
[177685] ['2/5', '6/7', '6/7', '5/3', '6'] -> (((6 * 5/3) / 2/5) - (6/7 / 6/7))
[177686] ['3/7', '4/7', '6/7', '2', '7/3'] -> (2 / (7/3 - ((3/7 + 6/7) / 4/7)))
[177687] ['1/6', '7/8', '1', '7/6', '8/5'] -> (1 / (7/8 - ((1/6 + 7/6) / 8/5)))
[177688] ['2/3', '5/7', '7/4', '2', '7/3'] -> (2 / ((7/4 * (2/3 + 5/7)) - 7/3))
[177689] ['7/8', '8/9', '9/8', '3', '9/2'] -> ((8/9 * 3) * (9/2 * (7/8 + 9/8)))
[177690] ['3/7', '4/9', '7/8', '1', '6/5'] -> ((1 / (3/7 - (4/9 * 7/8))) - 6/5)
[177691] ['2/7', '3/2', '5/3', '5/3', '6'] -> ((((3/2 * 6) - 5/3) / 2/7) - 5/3)
[177692] ['3/4', '7/6', '5/2', '7/2', '5'] -> (7/2 * ((5/2 + 5) - (3/4 / 7/6)))
[177693] ['4/7', '5/8', '4/3', '5/2', '8'] -> (4/3 * ((5/2 / 5/8) + (8 / 4/7)))
[177694] ['2/3', '5/7', '7/4', '2', '5/2'] -> (2 / (5/2 - (7/4 * (2/3 + 5/7))))
[177695] ['1/6', '7/8', '1', '7/6', '7/4'] -> (1 / ((7/8 - 1/6) - (7/6 / 7/4)))
[177696] ['2/5', '6/7', '6/7', '9/4', '6'] -> (6 / ((6/7 / (2/5 * 6/7)) - 9/4))
[177697] ['4/7', '3/4', '7/8', '7/8', '3'] -> (3 / (4/7 * (7/8 - (3/4 * 7/8))))
[177698] ['3/7', '4/7', '6/7', '2', '8/3'] -> ((4/7 + 2) / (3/7 - (6/7 / 8/3)))
[177699] ['5/7', '5/6', '6/5', '8/3', '9'] -> ((6/5 + (5/7 / 5/6)) * (8/3 + 9))
[177700] ['7/8', '8/9', '8/7', '7/6', '3'] -> (8/7 / ((8/9 / (7/6 - 7/8)) - 3))
[177701] ['2/5', '6/7', '6/7', '7/3', '6'] -> (7/3 * (6 + ((6/7 + 6/7) / 2/5)))
[177702] ['3/4', '7/6', '7/2', '7/2', '5'] -> ((7/2 + (7/2 * 5)) / (3/4 * 7/6))
[177703] ['3/7', '4/7', '6/7', '2', '7/2'] -> (7/2 * (6/7 + ((4/7 + 2) / 3/7)))
[177704] ['4/7', '5/8', '4/3', '7/2', '8'] -> (8 / (4/7 - ((5/8 * 4/3) / 7/2)))
[177705] ['4/7', '6/7', '9/8', '7/2', '6'] -> ((6 * (7/2 + (4/7 * 9/8))) - 6/7)
[177706] ['3/8', '9/8', '7/4', '7/4', '7'] -> (((7 + (7/4 / 7/4)) * 9/8) / 3/8)
[177707] ['2/7', '3/2', '5/3', '9/5', '6'] -> (9/5 * ((3/2 + 6) + (5/3 / 2/7)))
[177708] ['5/7', '5/6', '6/5', '7/2', '9'] -> ((5/7 * 7/2) * ((9 / 5/6) - 6/5))
[177709] ['2/5', '6/7', '6/7', '8/3', '6'] -> (8/3 * ((6/7 / 2/5) + (6/7 + 6)))
[177710] ['4/7', '3/4', '7/8', '8/7', '3'] -> (3 / (4/7 * (7/8 - (3/4 / 8/7))))
[177711] ['7/8', '8/9', '8/7', '5/4', '3'] -> (3 / (5/4 - (8/7 * (7/8 / 8/9))))
[177712] ['4/7', '5/8', '7/5', '7/5', '8'] -> (((7/5 / 7/5) + (8 / 4/7)) / 5/8)
[177713] ['5/7', '5/6', '6/5', '9/2', '9'] -> (((9/2 / (5/6 - 5/7)) - 9) / 6/5)
[177714] ['4/5', '8/7', '9/7', '4/3', '4'] -> (4 / (4/5 * (4/3 - (9/7 / 8/7))))
[177715] ['4/7', '3/4', '7/8', '7/6', '3'] -> ((3 / (4/7 * 3/4)) / (7/6 - 7/8))
[177716] ['1/6', '7/8', '1', '6/5', '5/4'] -> (6/5 / (1/6 * (1 - (7/8 / 5/4))))
[177717] ['3/7', '4/9', '7/8', '1', '3/2'] -> (1 / (7/8 - (3/7 * (4/9 + 3/2))))
[177718] ['4/7', '5/8', '7/5', '3/2', '8'] -> (((8 / (4/7 * 5/8)) * 3/2) / 7/5)
[177719] ['1/9', '2/7', '3/7', '7/8', '9'] -> (3/7 / (((2/7 + 7/8) / 9) - 1/9))
[177720] ['4/7', '3/4', '7/8', '6/5', '3'] -> (3 / ((3/4 / 6/5) - (4/7 * 7/8)))
[177721] ['5/7', '5/6', '5/4', '9/7', '9'] -> (9 * ((5/7 + 9/7) + (5/6 / 5/4)))
[177722] ['3/7', '4/7', '7/8', '9/8', '2'] -> ((4/7 + 2) / (3/7 * (9/8 - 7/8)))
[177723] ['3/8', '9/8', '7/4', '8/3', '7'] -> ((9/8 * 8/3) / (3/8 - (7/4 / 7)))
[177724] ['3/4', '6/5', '6/5', '7/5', '5'] -> (6/5 / (7/5 - (6/5 + (3/4 / 5))))
[177725] ['4/7', '6/7', '8/7', '9/5', '6'] -> ((6/7 + (9/5 * (8/7 + 6))) / 4/7)
[177726] ['5/7', '5/6', '5/4', '4/3', '9'] -> (9 / (5/4 - (5/6 / (5/7 * 4/3))))
[177727] ['1/4', '5/7', '5/3', '9/5', '7'] -> ((((5/7 * 7) - 5/3) * 9/5) / 1/4)
[177728] ['3/4', '6/5', '6/5', '8/5', '5'] -> (5 * (8/5 + ((6/5 + 6/5) / 3/4)))
[177729] ['2/7', '3/2', '9/5', '9/4', '6'] -> (6 * ((3/2 / 2/7) - (9/4 / 9/5)))
[177730] ['4/7', '5/8', '7/5', '7/4', '8'] -> (8 * (7/5 + (7/4 * (4/7 / 5/8))))
[177731] ['1/9', '2/7', '3/7', '5/4', '9'] -> ((2/7 / 3/7) / ((5/4 / 9) - 1/9))
[177732] ['4/7', '6/7', '7/6', '7/6', '6'] -> ((4/7 * 6) / ((7/6 / 7/6) - 6/7))
[177733] ['5/7', '5/6', '5/4', '7/5', '9'] -> ((9 + (5/7 * 7/5)) / (5/4 - 5/6))
[177734] ['3/8', '9/8', '9/5', '8/3', '7'] -> (9/5 * ((8/3 / 3/8) + (7 / 9/8)))
[177735] ['3/7', '4/7', '7/8', '9/7', '2'] -> (3/7 / ((4/7 * 2) - (7/8 * 9/7)))
[177736] ['1/6', '7/8', '1', '6/5', '8/5'] -> (1 / ((1/6 - 7/8) + (6/5 / 8/5)))
[177737] ['2/7', '3/2', '9/5', '7/3', '6'] -> ((9/5 * (6 + (7/3 / 2/7))) - 3/2)
[177738] ['1/4', '5/7', '5/3', '7/2', '7'] -> (7 / (1/4 * (7/2 - (5/3 / 5/7))))
[177739] ['2/5', '6/7', '7/8', '9/7', '6'] -> ((6 / 2/5) / ((9/7 / 6/7) - 7/8))
[177740] ['3/7', '4/7', '7/8', '7/5', '2'] -> (3/7 / ((4/7 + 7/8) - (2 / 7/5)))
[177741] ['1/6', '7/8', '1', '6/5', '7/4'] -> ((7/4 + (6/5 * (7/8 + 1))) / 1/6)
[177742] ['2/5', '6/7', '7/8', '4/3', '6'] -> (4/3 * (6/7 + (6 / (2/5 * 7/8))))
[177743] ['4/7', '5/8', '7/5', '8/3', '8'] -> (8 / (8/3 * (4/7 - (5/8 / 7/5))))
[177744] ['2/7', '3/2', '9/5', '7/2', '6'] -> (((7/2 * 9/5) / 3/2) * (6 - 2/7))
[177745] ['5/7', '5/6', '5/4', '7/4', '9'] -> (9 * ((5/4 / 5/7) - (5/6 - 7/4)))
[177746] ['3/7', '4/7', '7/8', '8/5', '2'] -> (3/7 / (((2 - 4/7) / 8/5) - 7/8))
[177747] ['3/8', '9/8', '7/3', '7/3', '7'] -> (((7 + (7/3 / 7/3)) * 9/8) / 3/8)
[177748] ['1/4', '5/7', '7/4', '7/4', '7'] -> (((5/7 * 7) + (7/4 / 7/4)) / 1/4)
[177749] ['3/7', '4/9', '7/8', '1', '9/2'] -> (1 / ((7/8 / 3/7) - (4/9 * 9/2)))
