[168436] ['2/5', '4/7', '5/8', '9/8', '6'] -> 6 / 4/7 / (5/8 / 2/5 - 9/8)
[168672] ['3/7', '3/7', '5/7', '7/4', '2'] -> 3/7 * 2 / (3/7 * 7/4 - 5/7)
[168673] ['2/5', '4/7', '5/7', '3/2', '6'] -> (6 + 4/7 * 3/2) / (2/5 * 5/7)
[168674] ['4/7', '3/5', '4/3', '7/4', '6'] -> (4/3 + 4/7 / 3/5) * 7/4 * 6
[168675] ['1/4', '4/9', '9/8', '7/6', '7'] -> 7 / 7/6 / (4/9 * 9/8 - 1/4)
[168676] ['3/8', '5/8', '8/9', '7/3', '7'] -> (7/3 / 8/9 - (5/8 - 7)) / 3/8
[168677] ['5/9', '3/2', '9/5', '9/5', '3'] -> (9/5 + 3 / 5/9) / (9/5 - 3/2)
[168678] ['2/5', '4/7', '5/7', '8/5', '6'] -> 8/5 * 6 / (4/7 / 5/7 - 2/5)
[168679] ['3/7', '3/7', '5/7', '2', '9/4'] -> 3/7 / (3/7 + 5/7 - 9/4 / 2)
[168680] ['5/7', '5/3', '5/3', '7/2', '5'] -> 7/2 * (5 + 5/3 / 5/7) - 5/3
[168681] ['1/9', '1/6', '4/7', '3/2', '9'] -> 9 * (3/2 + 1/9 / 1/6 / 4/7)
[168682] ['3/8', '5/8', '8/9', '5/2', '7'] -> (7 + 5/8 + 5/2) / (3/8 / 8/9)
[168683] ['5/9', '3/2', '9/5', '9/4', '3'] -> (3/2 + 9/4) * 9/5 * (5/9 + 3)
[168684] ['5/8', '6/7', '9/7', '2', '7/3'] -> 9/7 / (6/7 - 5/8) * (2 + 7/3)
[168685] ['4/7', '3/5', '4/3', '9/4', '6'] -> 6 / (3/5 * 4/3 - 4/7) - 9/4
[168686] ['5/6', '4/3', '4/3', '5/2', '3'] -> (4/3 + 4/3) * 3 / (5/6 / 5/2)
[168687] ['1/4', '4/9', '9/8', '9/7', '7'] -> 9/8 * (7 / (1/4 * 9/7) - 4/9)
[168688] ['5/7', '5/3', '5/3', '9/2', '5'] -> 9/2 * (5/3 / 5/7 + 5 / 5/3)
[168689] ['2/7', '3/4', '5/6', '4/3', '6'] -> (6 / 2/7 - 3/4 * 4/3) / 5/6
[168690] ['5/9', '7/8', '5/4', '7/5', '8'] -> 7/5 + 8 * (5/4 + 7/8 / 5/9)
[168691] ['4/7', '3/5', '4/3', '7/3', '6'] -> 7/3 * (4/7 + 4/3) * (6 - 3/5)
[168692] ['1/7', '2/7', '5/9', '7/9', '7'] -> (7 + 1/7 * 5/9) / 2/7 - 7/9
[168693] ['5/6', '4/3', '7/5', '7/5', '3'] -> 4/3 * 3 / (7/5 / 7/5 - 5/6)
[168694] ['5/9', '3/2', '9/5', '8/3', '3'] -> 8/3 / 5/9 / (3 / 3/2 - 9/5)
[168695] ['3/7', '3/7', '5/7', '2', '8/3'] -> (3/7 + 3/7) / (2 / 8/3 - 5/7)
[168696] ['2/7', '3/4', '5/6', '3/2', '6'] -> 6 / (2/7 * (3/2 - 3/4 * 5/6))
[168697] ['3/8', '5/8', '9/8', '8/7', '7'] -> (7 + 8/7 * (5/8 + 9/8)) / 3/8
[168698] ['7/9', '8/7', '8/7', '3/2', '4'] -> 4 / (7/9 * 3/2 - 8/7 / 8/7)
[168699] ['1/9', '1/6', '4/7', '5/3', '9'] -> 9 / (5/3 * 1/6 / 4/7 - 1/9)
[168700] ['2/5', '4/7', '5/7', '9/4', '6'] -> 6 / (9/4 - 4/7 / (2/5 * 5/7))
[168701] ['5/6', '4/3', '7/5', '3/2', '3'] -> 3/2 / (5/6 * (7/5 - 4/3)) - 3
[168702] ['2/7', '3/4', '5/6', '8/5', '6'] -> 6 / (2/7 * 5/6) - 3/4 * 8/5
[168703] ['5/7', '5/3', '7/4', '9/5', '5'] -> 7/4 * 9/5 * (5/3 * 5 - 5/7)
[168704] ['5/9', '7/8', '5/4', '8/5', '8'] -> 8 / (5/9 * 8/5) / (5/4 - 7/8)
[168705] ['5/9', '3/2', '9/4', '5/2', '3'] -> 9/4 * (3/2 + 3 * (5/9 + 5/2))
[168706] ['2/3', '7/8', '7/8', '7/8', '9'] -> 9 * (2/3 + (7/8 + 7/8) / 7/8)
[168707] ['4/7', '3/5', '4/3', '7/2', '6'] -> 3/5 * 7/2 * 6 * (4/7 + 4/3)
[168708] ['5/9', '7/8', '5/4', '5/3', '8'] -> (5/3 + 5/4 * 8) / (5/9 * 7/8)
[168709] ['5/9', '3/2', '9/4', '3', '7/2'] -> 9/4 * (3 * (5/9 + 7/2) - 3/2)
[168710] ['2/7', '3/4', '5/6', '9/5', '6'] -> 6 / (2/7 * 5/6) / (9/5 - 3/4)
[168711] ['2/3', '7/8', '7/8', '8/7', '9'] -> 9 * (2/3 + 8/7 * (7/8 + 7/8))
[168712] ['5/8', '6/7', '4/3', '7/5', '2'] -> 2 / (5/8 * (4/3 - 6/7 * 7/5))
[168713] ['3/7', '3/7', '3/4', '7/8', '2'] -> (2 + 3/7 / 3/7) / (7/8 - 3/4)
[168714] ['4/7', '3/5', '7/5', '7/5', '6'] -> 7/5 * 6 / (7/5 - 3/5 / 4/7)
[168715] ['5/9', '7/8', '5/4', '9/5', '8'] -> (8 + 5/9 * 9/5) / (5/4 - 7/8)
[168716] ['3/8', '5/8', '9/8', '8/5', '7'] -> (7 + 5/8 * 8/5) / (3/8 / 9/8)
[168717] ['5/7', '5/3', '7/4', '9/2', '5'] -> (5/3 + 5) * 9/2 / (5/7 * 7/4)
[168718] ['3/7', '3/7', '3/4', '9/8', '2'] -> 3/7 / (2 * 3/7 / 3/4 - 9/8)
[168719] ['2/3', '7/8', '7/8', '5/4', '9'] -> 2/3 * 9 / (5/4 - 7/8 / 7/8)
[168720] ['5/6', '4/3', '7/5', '8/3', '3'] -> (7/5 + 4/3 / 5/6) * 8/3 * 3
[168721] ['4/7', '3/5', '7/5', '3/2', '6'] -> (3/5 + 7/5) * (3/2 + 6 / 4/7)
[168722] ['2/5', '8/9', '1', '9/5', '7/3'] -> 8/9 * 9/5 / (1 - 2/5 * 7/3)
[168723] ['7/9', '8/7', '8/7', '7/3', '4'] -> 8/7 / (7/9 / 7/3 - 8/7 / 4)
[168724] ['5/9', '3/2', '7/3', '3', '7/2'] -> 3 + (3/2 + 7/2) / (5/9 / 7/3)
[168725] ['2/7', '3/4', '5/6', '5/2', '6'] -> (6 / 2/7 - 5/2 / 5/6) / 3/4
[168726] ['3/7', '3/7', '3/4', '8/7', '2'] -> 3/7 * 2 / (3/7 + 3/4 - 8/7)
[168727] ['5/7', '5/3', '9/5', '9/5', '5'] -> 5/3 * (9/5 + 5 / (5/7 / 9/5))
[168728] ['2/3', '7/8', '7/8', '4/3', '9'] -> 9 / (2/3 + 7/8 - 7/8 * 4/3)
[168729] ['2/5', '4/7', '3/4', '5/6', '6'] -> (6 / 4/7 - 3/4 / 5/6) / 2/5
[168730] ['1/9', '1/6', '3/5', '2/3', '9'] -> 1/6 / 1/9 + 9 / (3/5 * 2/3)
[168731] ['5/9', '3/2', '5/2', '5/2', '3'] -> 3/2 * (5/2 + 3 / (5/9 / 5/2))
[168732] ['7/9', '8/7', '8/7', '5/2', '4'] -> 4 / (7/9 * (5/2 - (8/7 + 8/7)))
[168733] ['3/7', '3/7', '3/4', '7/6', '2'] -> 3/7 / (3/4 * 7/6 - 3/7 * 2)
[168734] ['5/8', '6/7', '4/3', '7/4', '2'] -> 2 / (7/4 / 6/7 - (5/8 + 4/3))
[168735] ['2/3', '7/8', '7/8', '7/4', '9'] -> (7/4 + 2/3 * 7/8) / (7/8 / 9)
[168736] ['1/9', '1/6', '3/5', '5/7', '9'] -> (3/5 - 1/9 / 5/7) / (1/6 / 9)
[168737] ['1/7', '2/7', '5/9', '6/5', '7'] -> 7 / (5/9 * 1/7 / 2/7) - 6/5
[168738] ['2/7', '3/4', '5/6', '8/3', '6'] -> 6 / (2/7 * (5/6 + 8/3) - 3/4)
[168739] ['2/5', '4/7', '3/4', '8/9', '6'] -> 8/9 * (3/4 + 6 / (2/5 * 4/7))
[168740] ['2/7', '3/4', '5/6', '7/2', '6'] -> (2/7 + 6 / 7/2) / (5/6 - 3/4)
[168741] ['5/7', '5/3', '9/5', '5/2', '5'] -> 9/5 * 5/2 * (5 / 5/7 - 5/3)
[168742] ['5/6', '4/3', '8/5', '8/5', '3'] -> 4/3 * 3 / (8/5 / 8/5 - 5/6)
[168743] ['2/5', '4/7', '3/4', '9/8', '6'] -> (3/4 + 6 / (2/5 * 4/7)) / 9/8
[168744] ['4/7', '3/5', '7/5', '9/4', '6'] -> 6 / (7/5 - (4/7 + 3/5)) - 9/4
[168745] ['1/7', '2/7', '5/9', '9/7', '7'] -> (7 - 9/7) / (5/9 * (1/7 + 2/7))
[168746] ['1/4', '4/9', '8/7', '7/5', '7'] -> 7/5 * (1/4 + 8/7 + 7 / 4/9)
[168747] ['5/9', '7/8', '5/4', '9/2', '8'] -> 7/8 + 5/9 * 9/2 * (5/4 + 8)
[168748] ['5/9', '3/2', '3', '7/2', '9/2'] -> 3 * 9/2 * (7/2 / 3/2 - 5/9)
[168749] ['2/3', '7/8', '7/8', '9/2', '9'] -> 2/3 * 9/2 * (9 - 7/8 / 7/8)
[168750] ['3/8', '5/8', '8/7', '7/5', '7'] -> (7 + 5/8 * 7/5) / (3/8 / 8/7)
[168751] ['2/5', '4/7', '3/4', '8/7', '6'] -> 8/7 / (4/7 - 2/5 / 3/4) - 6
[168752] ['2/7', '3/4', '6/7', '6/7', '6'] -> (6/7 + 2/7 * 6) / (6/7 - 3/4)
[168753] ['5/6', '4/3', '8/5', '5/3', '3'] -> 4/3 / (8/5 * 5/3 / 3 - 5/6)
[168754] ['3/7', '3/7', '3/4', '3/2', '2'] -> 2 / (3/4 - 3/7 / 3/7 / 3/2)
[168755] ['1/9', '1/6', '3/5', '6/7', '9'] -> 6/7 + 9 / (1/9 + 1/6 / 3/5)
[168756] ['2/3', '7/8', '8/9', '8/9', '9'] -> 9 * (8/9 + (2/3 + 8/9) / 7/8)
[168757] ['5/8', '6/7', '4/3', '2', '8/3'] -> 4/3 / (2 - 8/3 * 5/8 / 6/7)
[168758] ['7/9', '8/7', '7/6', '6/5', '4'] -> 4 / (7/9 * (7/6 - 8/7 / 6/5))
[168759] ['5/7', '5/3', '9/5', '9/2', '5'] -> (9/5 + 9/2) * (5 - 5/7 * 5/3)
[168760] ['4/7', '3/5', '7/5', '5/2', '6'] -> (7/5 + 5/2 + 6 / 4/7) / 3/5
[168761] ['2/5', '4/7', '3/4', '7/6', '6'] -> 7/6 * (4/7 + 6 / (2/5 * 3/4))
[168762] ['1/7', '2/7', '5/9', '7/5', '7'] -> (7 + 1/7 / 5/9) / 2/7 - 7/5
[168763] ['5/8', '6/7', '4/3', '2', '7/2'] -> 2 / 7/2 / (6/7 - 5/8 * 4/3)
[168764] ['3/8', '5/8', '8/7', '9/5', '7'] -> 8/7 * 9/5 * 7 / (3/8 / 5/8)
[168765] ['4/7', '3/5', '7/5', '8/3', '6'] -> 6 * (8/3 + 7/5 * 4/7 / 3/5)
[168766] ['5/9', '7/8', '9/7', '4/3', '8'] -> 9/7 * (5/9 + 8) / (4/3 - 7/8)
[168767] ['2/5', '4/7', '3/4', '5/4', '6'] -> 6 / (4/7 * 5/4) / (3/4 - 2/5)
[168768] ['5/7', '5/3', '9/4', '7/3', '5'] -> 9/4 * 7/3 * (5 - 5/7 / 5/3)
[168769] ['1/9', '1/6', '3/5', '8/7', '9'] -> 9 / (1/9 / 8/7 + 1/6 / 3/5)
[168770] ['4/7', '3/5', '3/2', '3/2', '6'] -> 3/2 * (6 / (4/7 * 3/5) - 3/2)
[168771] ['3/8', '5/8', '8/7', '7/3', '7'] -> 8/7 / ((5/8 + 7/3) / 7 - 3/8)
[168772] ['5/8', '6/7', '7/5', '7/5', '2'] -> 7/5 / (2 * 5/8 / 6/7 - 7/5)
[168773] ['5/7', '5/3', '9/4', '5/2', '5'] -> 5 / 5/2 / (5/3 / 5/7 - 9/4)
[168774] ['1/9', '1/6', '3/5', '6/5', '9'] -> 9 * (1/9 / 1/6 + 6/5 / 3/5)
[168775] ['5/9', '7/8', '9/7', '3/2', '8'] -> 8 / (9/7 - 3/2 * 5/9 / 7/8)
[168776] ['5/9', '8/5', '8/5', '9/4', '3'] -> 8/5 / ((3 - 8/5) / 9/4 - 5/9)
[168777] ['4/7', '3/5', '3/2', '5/3', '6'] -> 6 / (5/3 / (4/7 / 3/5) - 3/2)
[168778] ['5/6', '4/3', '8/5', '3', '7/2'] -> 8/5 / (7/2 / (5/6 * 3) - 4/3)
[168779] ['5/7', '5/3', '9/4', '8/3', '5'] -> 8/3 / (5/3 / 5/7 - 5 / 9/4)
[168780] ['5/8', '6/7', '7/5', '3/2', '2'] -> 2 / 5/8 / (7/5 / 6/7 - 3/2)
[168781] ['3/8', '5/8', '8/7', '5/2', '7'] -> 7 * (5/8 + 8/7 * 5/2) - 3/8
[168782] ['5/9', '7/8', '9/7', '8/5', '8'] -> 8 / (7/8 / 9/7 - 5/9 / 8/5)
[168783] ['3/7', '3/7', '3/4', '2', '8/3'] -> 2 / ((3/7 + 3/4) / 3/7 - 8/3)
[168784] ['1/4', '4/9', '8/7', '5/2', '7'] -> 8/7 / 4/9 / (5/2 / 7 - 1/4)
[168785] ['5/7', '5/3', '9/4', '7/2', '5'] -> 5 / (7/2 * (5/3 - 5/7 * 9/4))
[168786] ['4/7', '3/5', '3/2', '7/4', '6'] -> 3/2 / 7/4 / (3/5 - 4/7) - 6
[168787] ['2/3', '7/8', '8/9', '7/4', '9'] -> 8/9 * 7/4 * 9 / (2/3 * 7/8)
[168788] ['3/8', '5/8', '8/7', '9/2', '7'] -> 3/8 * 8/7 / (9/2 / 7 - 5/8)
[168789] ['5/9', '8/5', '8/5', '5/2', '3'] -> (8/5 + 8/5) * (3 + 5/2 / 5/9)
[168790] ['2/3', '7/8', '8/9', '9/5', '9'] -> (2/3 + 9) / (8/9 - 7/8 / 9/5)
[168791] ['1/9', '1/6', '3/5', '5/3', '9'] -> (3/5 + 9) * 5/3 / (1/9 / 1/6)
[168792] ['3/8', '5/8', '7/6', '6/5', '7'] -> 7 / (7/6 / 5/8 - (3/8 + 6/5))
[168793] ['7/9', '8/7', '7/6', '9/5', '4'] -> 4 / (7/6 * (7/9 - 8/7 / 9/5))
[168794] ['5/7', '5/3', '9/4', '9/2', '5'] -> 9/2 + 9/4 * (5/3 + 5 / 5/7)
[168795] ['4/7', '3/5', '3/2', '9/4', '6'] -> 3/2 * 6 / (4/7 * 3/5) - 9/4
[168796] ['2/5', '8/9', '1', '7/3', '9/2'] -> 8/9 * 9/2 / (1 / 2/5 - 7/3)
[168797] ['2/5', '4/7', '3/4', '9/4', '6'] -> 3/4 * 6 / (4/7 - 2/5) - 9/4
[168798] ['2/3', '7/8', '8/9', '5/2', '9'] -> 9 / (8/9 / 5/2) - 7/8 / 2/3
[168799] ['5/6', '4/3', '7/4', '7/3', '3'] -> 3 / (7/4 / 7/3 - 5/6 / 4/3)
[168800] ['1/9', '1/6', '3/5', '7/4', '9'] -> 9 / (7/4 * 1/6 / 3/5 - 1/9)
[168801] ['5/9', '8/5', '5/3', '5/3', '3'] -> 5/3 * 5/3 * 3 / (5/9 / 8/5)
[168802] ['5/8', '6/7', '7/5', '2', '9/4'] -> 6/7 / (2 / (5/8 * 7/5) - 9/4)
[168803] ['3/7', '3/7', '7/9', '4/5', '2'] -> 2 / 7/9 / (3/7 / 4/5 - 3/7)
[168804] ['1/7', '2/7', '5/9', '9/2', '7'] -> 7 * (2/7 + 9/2 * (1/7 + 5/9))
[168805] ['5/9', '7/8', '9/7', '9/4', '8'] -> 5/9 + 8 * (9/4 + 7/8 / 9/7)
[168806] ['5/6', '4/3', '7/4', '8/3', '3'] -> 3 / (5/6 * 7/4 + 4/3 - 8/3)
[168807] ['2/3', '7/8', '8/9', '7/2', '9'] -> 9 * (7/2 / 7/8 - 8/9 / 2/3)
[168808] ['2/5', '4/7', '3/4', '5/2', '6'] -> 4/7 * 6 * (3/4 + 5/2 / 2/5)
[168809] ['2/5', '8/9', '1', '5/2', '9/2'] -> 5/2 * 9/2 / (2/5 / 8/9) - 1
[168810] ['5/9', '7/8', '9/7', '7/3', '8'] -> (7/8 * 8 - 9/7) / (5/9 / 7/3)
[168811] ['5/9', '8/5', '5/3', '9/4', '3'] -> 8/5 * 9/4 * 3 * (5/9 + 5/3)
[168812] ['3/8', '5/8', '7/6', '8/5', '7'] -> 7 / (7/6 * 3/8 * 5/8) - 8/5
[168813] ['1/9', '1/6', '3/5', '7/3', '9'] -> (7/3 + 9 * 1/9 / 3/5) / 1/6
[168814] ['2/7', '3/4', '7/8', '8/5', '6'] -> 6 / (3/4 / 7/8 / 8/5 - 2/7)
[168815] ['2/5', '4/7', '3/4', '8/3', '6'] -> 4/7 * 8/3 * (3/4 + 6 / 2/5)
[168816] ['5/7', '5/3', '5/2', '8/3', '5'] -> 8/3 / (5/3 - 5 / (5/7 + 5/2))
[168817] ['1/7', '2/7', '4/7', '2/3', '7'] -> 4/7 * 7 / (2/3 - 1/7 / 2/7)
[168818] ['4/7', '3/5', '3/2', '9/2', '6'] -> 4/7 * 6 * (9/2 + 3/2 / 3/5)
[168819] ['5/6', '4/3', '9/5', '9/4', '3'] -> 3 / 5/6 / (4/3 * 9/5 - 9/4)
[168820] ['3/7', '3/7', '7/9', '8/9', '2'] -> 3/7 / (7/9 / 8/9 - 3/7 * 2)
[168821] ['2/5', '4/7', '3/4', '7/2', '6'] -> 6 / (2/5 * 7/2) / (3/4 - 4/7)
[168822] ['1/9', '1/6', '3/5', '7/2', '9'] -> 9 + 7/2 / (1/6 + 1/9 * 3/5)
[168823] ['5/9', '8/5', '5/3', '3', '7/2'] -> 5/3 / (5/9 * 7/2 - 3 / 8/5)
[168824] ['3/8', '5/8', '7/6', '7/4', '7'] -> 7 / (7/4 * (7/6 - (3/8 + 5/8)))
[168825] ['1/4', '4/9', '7/6', '7/3', '7'] -> (7 + 7/3 / (1/4 * 4/9)) / 7/6
[168826] ['3/7', '3/7', '7/9', '9/8', '2'] -> 3/7 / (7/9 * 9/8 - 3/7 * 2)
[168827] ['5/7', '5/3', '8/3', '8/3', '5'] -> 8/3 * (5 / (5/7 / 5/3) - 8/3)
[168828] ['5/9', '7/8', '9/7', '7/2', '8'] -> 7/2 * (5/9 / 7/8 + 8 / 9/7)
[168829] ['2/5', '4/7', '3/4', '9/2', '6'] -> (3/4 + 9/2) * (6 - 4/7 / 2/5)
[168830] ['5/8', '6/7', '7/5', '2', '9/2'] -> (6/7 + 9/2) * 2 / (5/8 / 7/5)
[168831] ['5/6', '4/3', '9/5', '8/3', '3'] -> 8/3 / 5/6 / (4/3 + 9/5 - 3)
[168832] ['4/7', '3/5', '8/5', '5/3', '6'] -> 6 / (5/3 / 4/7 - 8/5 / 3/5)
[168833] ['2/5', '8/9', '1', '7/2', '9/2'] -> 8/9 * 9/2 * (7/2 + 1 / 2/5)
[168834] ['1/4', '4/9', '7/6', '5/2', '7'] -> (5/2 + 7/6 / 7) / (1/4 * 4/9)
[168835] ['2/3', '7/8', '9/8', '9/5', '9'] -> 2/3 * 9 / (7/8 - 9/8 / 9/5)
[168836] ['3/7', '3/7', '7/9', '8/7', '2'] -> 8/7 * 2 / (3/7 - 3/7 * 7/9)
[168837] ['2/7', '3/4', '7/8', '9/4', '6'] -> 6 * (3/4 / 2/7 - (7/8 - 9/4))
[168838] ['4/7', '3/5', '8/5', '7/4', '6'] -> 8/5 * 6 / (4/7 * 7/4 - 3/5)
[168839] ['7/9', '8/7', '6/5', '7/5', '4'] -> 4 / (7/9 / 6/5) / (7/5 - 8/7)
[168840] ['5/8', '6/7', '3/2', '8/5', '2'] -> 8/5 / (3/2 / 5/8 - 2 / 6/7)
[168841] ['3/7', '3/7', '7/9', '6/5', '2'] -> 2 / (3/7 + 3/7 - 7/9) - 6/5
[168842] ['5/9', '7/8', '4/3', '7/5', '8'] -> (8 + 4/3 / 7/8) / (5/9 / 7/5)
[168843] ['5/7', '7/4', '7/4', '9/5', '5'] -> 5 * (5/7 * 7/4 + 7/4 + 9/5)
[168844] ['1/7', '2/7', '4/7', '6/5', '7'] -> 4/7 * 7 / (2/7 - 1/7 / 6/5)
[168845] ['3/8', '5/8', '6/5', '9/7', '7'] -> 9/7 * 7 / (5/8 * 6/5 - 3/8)
[168846] ['5/9', '8/5', '7/4', '8/3', '3'] -> 8/3 / 5/9 / (3 - 8/5 * 7/4)
[168847] ['5/7', '7/4', '7/4', '9/4', '5'] -> 7/4 * (5/7 + 7/4 + 9/4 * 5)
[168848] ['3/7', '3/7', '7/9', '5/4', '2'] -> 2 / 7/9 / (3/7 * 5/4 - 3/7)
[168849] ['5/9', '7/8', '4/3', '8/5', '8'] -> (4/3 + 7/8 * 8) / (5/9 / 8/5)
[168850] ['5/8', '6/7', '3/2', '7/4', '2'] -> 2 / (5/8 + 3/2 - 7/4 / 6/7)
[168851] ['2/3', '7/8', '8/7', '5/4', '9'] -> 2/3 * 9 / (5/4 - 7/8 * 8/7)
[168852] ['1/7', '2/7', '4/7', '7/5', '7'] -> (2/7 + 4/7 / 1/7) * (7 - 7/5)
[168853] ['2/5', '4/7', '7/9', '8/9', '6'] -> (6 / 2/5 - 7/9) / 4/7 - 8/9
[168854] ['2/5', '1', '9/8', '9/8', '6/5'] -> (2/5 + 1) / (9/8 - 6/5 / 9/8)
[168855] ['5/8', '6/7', '3/2', '9/5', '2'] -> 3/2 / 5/8 / (9/5 / 6/7 - 2)
[168856] ['5/9', '7/8', '4/3', '9/5', '8'] -> (9/5 + 8 / (5/9 / 4/3)) / 7/8
[168857] ['4/7', '3/5', '8/5', '9/2', '6'] -> (6 - 8/5 / 4/7) / (3/5 / 9/2)
[168858] ['3/8', '5/8', '6/5', '3/2', '7'] -> (7 + 3/2 / (5/8 * 6/5)) / 3/8
[168859] ['3/7', '3/7', '7/9', '4/3', '2'] -> 2 / (7/9 * (3/7 - 3/7 / 4/3))
[168860] ['1/4', '4/9', '6/5', '5/3', '7'] -> 5/3 * (7 / 4/9 - 6/5) - 1/4
[168861] ['2/7', '3/4', '8/9', '5/4', '6'] -> 8/9 * (3/4 + 6 / (2/7 / 5/4))
[168862] ['5/8', '6/7', '3/2', '2', '9/4'] -> 6/7 / (2 / (3/2 - 5/8) - 9/4)
[168863] ['5/9', '8/5', '9/5', '9/5', '3'] -> 3 / (9/5 / 8/5 - 5/9 * 9/5)
[168864] ['1/9', '1/6', '5/8', '6/5', '9'] -> 9 / (5/8 - (1/9 + 1/6 / 6/5))
[168865] ['5/6', '7/5', '7/5', '7/4', '3'] -> 3 / (5/6 * (7/5 - 7/4 / 7/5))
[168866] ['1/7', '2/7', '4/7', '5/3', '7'] -> 2/7 / (1/7 / 4/7 - 5/3 / 7)
[168867] ['5/8', '6/7', '3/2', '2', '7/3'] -> 6/7 / 2 / (3/2 / 7/3 - 5/8)
[168868] ['5/9', '8/5', '9/5', '9/4', '3'] -> 3 / (5/9 * 9/4 - 9/5 / 8/5)
[168869] ['3/8', '5/8', '6/5', '7/4', '7'] -> (7 / 5/8 - 7/4) / 3/8 - 6/5
[168870] ['4/7', '3/5', '5/3', '9/4', '6'] -> 6 * (9/4 + 5/3 / (4/7 / 3/5))
[168871] ['5/8', '6/7', '3/2', '2', '5/2'] -> 5/2 / ((2 - 5/8) / 6/7 - 3/2)
[168872] ['1/9', '1/6', '5/8', '7/5', '9'] -> 9 + (7/5 + 1/6 / 5/8) / 1/9
[168873] ['2/5', '1', '9/8', '9/8', '8/5'] -> 9/8 / (1 - (2/5 + 9/8) / 8/5)
[168874] ['5/9', '8/5', '9/5', '3', '7/2'] -> 8/5 + (5/9 + 3) * 9/5 * 7/2
[168875] ['1/7', '2/7', '4/7', '7/3', '7'] -> (4/7 + 2/7 / 1/7) * (7/3 + 7)
[168876] ['4/7', '3/5', '5/3', '5/2', '6'] -> 6 / 3/5 / (5/3 / 4/7 - 5/2)
[168877] ['2/7', '3/4', '8/9', '5/3', '6'] -> 6 * (5/3 + 8/9 / (2/7 / 3/4))
[168878] ['5/9', '7/8', '7/5', '3/2', '8'] -> 3/2 * (7/5 / 7/8 + 8 / 5/9)
[168879] ['2/5', '4/7', '7/9', '4/3', '6'] -> 4/3 / (4/7 * 7/9 - 2/5) - 6
[168880] ['5/9', '8/5', '9/4', '7/3', '3'] -> 8/5 / (3 / (5/9 * 9/4) - 7/3)
[168881] ['5/6', '7/5', '3/2', '3/2', '3'] -> 3 / (5/6 * 3/2) / (3/2 - 7/5)
[168882] ['5/8', '6/7', '8/5', '7/4', '2'] -> 5/8 * 8/5 / (7/4 / 6/7 - 2)
[168883] ['1/7', '2/7', '3/5', '2/3', '7'] -> 2/3 + 7 / (3/5 * 1/7 / 2/7)
[168884] ['4/7', '3/5', '5/3', '7/2', '6'] -> 3/5 * 5/3 + 7/2 * (4/7 + 6)
[168885] ['5/9', '7/8', '7/5', '8/5', '8'] -> 8 * (8/5 + 7/8 / 5/9) - 7/5
[168886] ['2/3', '7/8', '7/6', '7/5', '9'] -> 9 / (7/6 / (2/3 * 7/5) - 7/8)
[168887] ['5/9', '8/5', '9/4', '5/2', '3'] -> 5/2 * (8/5 + 9/4 * (5/9 + 3))
[168888] ['1/4', '4/9', '5/4', '9/7', '7'] -> (4/9 * 5/4 + 7 / 9/7) / 1/4
[168889] ['4/7', '3/5', '5/3', '9/2', '6'] -> 5/3 * (6 / 4/7 - (3/5 - 9/2))
[168890] ['2/5', '4/7', '7/9', '5/3', '6'] -> 5/3 * (2/5 + 6) / (4/7 * 7/9)
[168891] ['3/7', '3/7', '7/9', '2', '8/3'] -> 2 * 8/3 / (3/7 / 3/7 - 7/9)
[168892] ['5/6', '7/5', '3/2', '9/5', '3'] -> 3/2 / (5/6 - 7/5 / 9/5) - 3
[168893] ['2/3', '7/8', '7/6', '8/5', '9'] -> 9 / (7/6 / (8/5 - 2/3) - 7/8)
[168894] ['5/9', '7/8', '7/5', '7/4', '8'] -> 8 / 5/9 / (7/4 / 7/8 - 7/5)
[168895] ['1/9', '1/6', '2/3', '8/5', '9'] -> 8/5 * (1/6 / 1/9 + 9 / 2/3)
[168896] ['5/9', '8/5', '7/3', '5/2', '3'] -> 3 / (7/3 / (5/9 * 8/5) - 5/2)
[168897] ['4/7', '3/5', '7/4', '9/4', '6'] -> 6 / (4/7 - 3/5 / 7/4) - 9/4
[168898] ['5/7', '7/4', '9/4', '7/3', '5'] -> 7/3 * (7/4 * 5 - (5/7 - 9/4))
[168899] ['1/7', '2/7', '3/5', '7/9', '7'] -> (1/7 + 7 / 3/5) / (7/9 - 2/7)
[168900] ['5/6', '7/5', '3/2', '8/3', '3'] -> 8/3 * 3 / (3/2 - 5/6 * 7/5)
[168901] ['2/3', '7/8', '7/6', '9/4', '9'] -> 9 / (7/8 - 9/4 + 7/6 / 2/3)
[168902] ['1/4', '4/9', '5/4', '9/5', '7'] -> (7 - 9/5 * 4/9 * 5/4) / 1/4
[168903] ['4/7', '3/5', '7/4', '8/3', '6'] -> 8/3 * (6 / 3/5 - 4/7 * 7/4)
[168904] ['1/7', '2/7', '3/5', '4/5', '7'] -> (7 + 1/7 * 3/5) / 2/7 - 4/5
[168905] ['2/5', '4/7', '7/9', '7/3', '6'] -> 7/3 / (7/9 - 2/5 / 4/7) - 6
[168906] ['5/7', '7/4', '9/4', '5/2', '5'] -> 5 * (7/4 + 5/2 / 5/7) - 9/4
[168907] ['5/9', '7/8', '7/5', '9/4', '8'] -> 8 * (9/4 / 5/9 - 7/8) - 7/5
