[310276] ['1/3', '3/5', '2/3', '5/7', '9'] -> (9 / 5/7 - 3/5) / (1/3 / 2/3)
[310512] ['5/9', '9/8', '8/7', '9/5', '7'] -> (9/5 + 8/7 / 5/9) / (9/8 / 7)
[310513] ['5/6', '6/5', '9/2', '9/2', '7'] -> 9/2 * (7 - 5/6) - 9/2 / 6/5
[310514] ['3/4', '6/7', '1', '6/5', '6/5'] -> 6/5 / (6/5 * 3/4 / 6/7 - 1)
[310515] ['1/3', '3/5', '4/5', '8/7', '9'] -> 8/7 * (9 / (1/3 / 4/5) - 3/5)
[310516] ['5/6', '5/4', '5/4', '5/4', '7'] -> (5/4 + 5/4 * 7) / (5/4 - 5/6)
[310517] ['3/7', '5/6', '8/9', '8/5', '5'] -> 5 * (8/9 / 5/6 + 8/5 / 3/7)
[310518] ['1/8', '1/6', '4/9', '6/7', '8'] -> (1/6 / 1/8 + 8 / 6/7) / 4/9
[310519] ['1/7', '3/4', '8/3', '8/3', '8'] -> 8 + 3/4 * (8/3 + 8/3 / 1/7)
[310520] ['1/5', '1/3', '8/3', '3', '7/2'] -> 3 / 1/5 - (1/3 - 8/3 * 7/2)
[310521] ['5/6', '5/4', '5/4', '9/7', '7'] -> (5/4 + 5/4 * 9/7) / (5/6 / 7)
[310522] ['4/9', '5/9', '4/5', '3/2', '9'] -> 9 / 3/2 / (5/9 / 4/5 - 4/9)
[310523] ['3/4', '6/7', '1', '6/5', '9/7'] -> 1 / (6/7 / 9/7 - 3/4 / 6/5)
[310524] ['1/7', '3/4', '8/3', '7/2', '8'] -> 8/3 + 8 / (7/2 * 1/7 * 3/4)
[310525] ['2/7', '1', '9/7', '7/4', '5/2'] -> (1 + 9/7) * (7/4 + 5/2 / 2/7)
[310526] ['5/9', '9/8', '8/7', '7/2', '7'] -> 7/2 * (5/9 * 8/7 + 7 / 9/8)
[310527] ['4/9', '5/9', '4/5', '8/5', '9'] -> (4/5 + 8/5) * (9 + 4/9 + 5/9)
[310528] ['5/6', '5/4', '5/4', '4/3', '7'] -> 7 / 5/4 / (4/3 / 5/4 - 5/6)
[310529] ['1/9', '1', '7/5', '7/5', '8/5'] -> 8/5 * (1 + 7/5 + 7/5 / 1/9)
[310530] ['1/5', '3/8', '3/8', '3/8', '3'] -> 3 / 1/5 / (3/8 / 3/8 - 3/8)
[310531] ['5/6', '5/4', '5/4', '7/5', '7'] -> 7 / (7/5 * (5/4 - 5/6 * 5/4))
[310532] ['5/9', '4/5', '8/9', '8/7', '2'] -> 2 / (8/9 / 8/7 - 5/9 / 4/5)
[310533] ['2/7', '1', '9/7', '7/4', '7/2'] -> (1 + 9/7) * (7/2 / 2/7 - 7/4)
[310534] ['1/3', '3/5', '5/6', '7/8', '9'] -> (9 - 3/5) / (7/8 * 1/3 / 5/6)
[310535] ['1/7', '7/9', '7/9', '7/9', '8'] -> 8 / (1/7 * (7/9 + 7/9 + 7/9))
[310536] ['2/7', '7/8', '9/7', '7/2', '5'] -> (5 - (2/7 - 9/7)) / (7/8 / 7/2)
[310537] ['1/3', '3/5', '5/6', '8/9', '9'] -> (1/3 + 9) / (8/9 - 3/5 * 5/6)
[310538] ['5/9', '4/5', '8/9', '5/4', '2'] -> 2 / (5/9 * 4/5 + 8/9 - 5/4)
[310539] ['3/4', '6/7', '1', '6/5', '5/3'] -> 6/5 / (3/4 - 1 / (6/7 * 5/3))
[310540] ['1/8', '1/6', '4/9', '8/5', '8'] -> (8 - 1/6 / 1/8) / (4/9 / 8/5)
[310541] ['5/6', '5/4', '5/4', '9/5', '7'] -> 9/5 * (7 * (5/6 + 5/4) - 5/4)
[310542] ['1/5', '3/8', '3/8', '4/9', '3'] -> 3/8 / 1/5 / (4/9 - 3/8) - 3
[310543] ['1/7', '4/7', '3/2', '9/5', '2'] -> (4/7 + 2 / 3/2) / (1/7 / 9/5)
[310544] ['1/3', '3/5', '5/6', '8/7', '9'] -> 8/7 / (1/3 / 5/6) * (9 - 3/5)
[310545] ['2/7', '7/8', '9/7', '9/2', '5'] -> (9/2 / 9/7 + 5 / 2/7) / 7/8
[310546] ['3/4', '6/7', '1', '6/5', '9/5'] -> (6/5 + 9/5) / (1 - 3/4 / 6/7)
[310547] ['5/9', '9/8', '7/6', '9/7', '7'] -> 7 / (9/8 - 9/7 * 5/9 * 7/6)
[310548] ['5/9', '4/5', '8/9', '4/3', '2'] -> 2 / ((4/3 - 5/9) / 4/5 - 8/9)
[310549] ['1/3', '3/5', '5/6', '9/7', '9'] -> 9/7 * (1/3 + 9) / (3/5 * 5/6)
[310550] ['1/5', '3/8', '3/8', '4/7', '3'] -> (3 / 4/7 - 3/8) / 1/5 - 3/8
[310551] ['3/4', '6/7', '1', '6/5', '7/3'] -> 6/7 * 7/3 / (1 / 6/5 - 3/4)
[310552] ['5/9', '4/5', '8/9', '3/2', '2'] -> 2 / (5/9 / 4/5 + 8/9 - 3/2)
[310553] ['2/7', '7/8', '4/3', '8/5', '5'] -> 5 / (2/7 * 7/8) / (4/3 / 8/5)
[310554] ['5/9', '9/8', '7/6', '7/5', '7'] -> 7 / (7/6 - 7/5 * 5/9 * 9/8)
[310555] ['3/7', '5/6', '8/9', '9/2', '5'] -> ((9/2 + 5) / 3/7 - 5/6) / 8/9
[310556] ['3/4', '6/7', '1', '6/5', '5/2'] -> 6/5 * 5/2 / (1 - 3/4 / 6/7)
[310557] ['1/3', '3/5', '5/6', '8/5', '9'] -> 9 / (3/5 * (5/6 - 1/3 / 8/5))
[310558] ['1/8', '1/6', '1/2', '6/7', '8'] -> (8 - 1/2) / (1/6 + 1/8 / 6/7)
[310559] ['5/9', '4/5', '8/9', '8/5', '2'] -> 8/5 / (5/9 - 8/9 + 4/5 / 2)
[310560] ['1/5', '3/8', '3/8', '5/7', '3'] -> 3/8 + (3/8 + 3) / (1/5 * 5/7)
[310561] ['1/9', '1', '7/5', '3/2', '7/3'] -> 3/2 * (1 + 7/3 / (1/9 * 7/5))
[310562] ['1/5', '3/8', '3/8', '3/4', '3'] -> 3 / (3/4 / 3/8 - 3/8 / 1/5)
[310563] ['5/9', '4/5', '8/9', '7/4', '2'] -> 2 / (7/4 - (5/9 + 8/9 / 4/5))
[310564] ['5/9', '9/8', '7/6', '7/4', '7'] -> 7 / (9/8 - 7/4 * 5/9 / 7/6)
[310565] ['3/7', '5/6', '9/8', '7/6', '5'] -> 5 / (3/7 * 7/6 + 5/6 - 9/8)
[310566] ['2/7', '7/8', '4/3', '9/4', '5'] -> (9/4 + 5 / 4/3) / (2/7 * 7/8)
[310567] ['1/7', '4/7', '8/5', '2', '8/3'] -> (8/5 + 2) * (8/3 + 4/7 / 1/7)
[310568] ['4/9', '5/9', '5/6', '8/5', '9'] -> 9 * (4/9 + 8/5 * (5/9 + 5/6))
[310569] ['3/4', '6/7', '1', '5/4', '5/4'] -> (3/4 + 5/4) / (5/4 - 1 / 6/7)
[310570] ['2/7', '1', '9/7', '9/4', '8/3'] -> 9/4 * (8/3 + (1 + 9/7) / 2/7)
[310571] ['5/9', '4/5', '8/9', '2', '7/3'] -> 2 * 7/3 / (8/9 - 5/9 / 4/5)
[310572] ['1/5', '3/8', '3/8', '7/8', '3'] -> 3 / (3/8 - 1/5 * (3/8 + 7/8))
[310573] ['2/7', '7/8', '4/3', '7/2', '5'] -> 5 / (7/8 - 2/7 - 4/3 / 7/2)
[310574] ['1/7', '4/7', '8/5', '2', '9/2'] -> (8/5 * (9/2 - 2) - 4/7) / 1/7
[310575] ['1/7', '7/9', '7/9', '4/3', '8'] -> 8 / (1/7 * (4/3 + 7/9 / 7/9))
[310576] ['5/9', '9/8', '7/6', '7/3', '7'] -> 7 / (7/3 * 5/9 * 9/8 - 7/6)
[310577] ['1/3', '3/5', '6/7', '9/8', '9'] -> 9 / (1/3 + 9/8) / (6/7 - 3/5)
[310578] ['1/9', '1', '7/5', '8/5', '5/3'] -> 8/5 + 7/5 * (1 + 5/3 / 1/9)
[310579] ['3/4', '6/7', '1', '5/4', '7/5'] -> 6/7 * 7/5 / (1 / 5/4 - 3/4)
[310580] ['5/9', '9/8', '7/6', '5/2', '7'] -> 7 / (5/9 * 9/8) / (7/6 / 5/2)
[310581] ['5/9', '4/5', '8/9', '2', '8/3'] -> (2 + 8/3) / (8/9 - 5/9 / 4/5)
[310582] ['5/6', '5/4', '9/7', '7/3', '7'] -> (7 + 9/7 * 7/3) / (5/4 - 5/6)
[310583] ['4/9', '5/9', '6/7', '7/8', '9'] -> (5/9 + 9 / 6/7) / 4/9 - 7/8
[310584] ['1/7', '4/7', '5/3', '9/5', '2'] -> 5/3 * 9/5 * 2 / (1/7 / 4/7)
[310585] ['2/7', '1', '9/7', '7/3', '7/3'] -> (1 + 9/7) * (7/3 + 7/3 / 2/7)
[310586] ['1/7', '7/9', '7/9', '3/2', '8'] -> 8 / (1/7 * 3/2) / (7/9 + 7/9)
[310587] ['1/3', '3/5', '6/7', '6/5', '9'] -> 9 * (1/3 + 6/5 / (3/5 * 6/7))
[310588] ['2/7', '7/8', '7/5', '7/4', '5'] -> 5 / (2/7 / 7/5) - 7/8 / 7/4
[310589] ['4/9', '5/9', '6/7', '8/9', '9'] -> (4/9 + 8/9 / 6/7) / (5/9 / 9)
[310590] ['1/7', '7/9', '7/9', '8/5', '8'] -> 8/5 * (8 + 7/9 / (1/7 * 7/9))
[310591] ['1/7', '4/7', '5/3', '2', '5/2'] -> 4/7 / (1/7 * 5/2 + 5/3 - 2)
[310592] ['1/9', '1', '7/5', '8/5', '7/2'] -> 8/5 / (1/9 * (1 - 7/5 / 7/2))
[310593] ['3/4', '6/7', '1', '5/4', '9/5'] -> 9/5 / (3/4 / 6/7 - 1 / 5/4)
[310594] ['2/7', '1', '9/7', '7/3', '9/2'] -> 9/7 * 7/3 * (9/2 + 1 / 2/7)
[310595] ['1/8', '1/6', '5/9', '9/7', '8'] -> 9/7 * (5/9 / (1/8 * 1/6) - 8)
[310596] ['1/7', '4/7', '5/3', '2', '9/2'] -> (5/3 - 1/7) * 9/2 / (4/7 / 2)
[310597] ['1/9', '1', '7/5', '8/5', '9/2'] -> 8/5 / (1 / 9/2 - 1/9 * 7/5)
[310598] ['3/7', '5/6', '9/8', '5/3', '5'] -> 5 / (3/7 * 5/3) / (9/8 - 5/6)
[310599] ['3/4', '6/7', '1', '5/4', '7/3'] -> 6/7 * 7/3 / (1 / 3/4 - 5/4)
[310600] ['2/7', '7/8', '7/5', '9/4', '5'] -> 7/8 + (5 + 9/4 / 7/5) / 2/7
[310601] ['1/8', '1/6', '5/9', '7/5', '8'] -> (7/5 + 8) / (1/6 + 1/8 / 5/9)
[310602] ['1/7', '7/9', '7/9', '9/4', '8'] -> (7/9 + 9/4 * 8) / 7/9 - 1/7
[310603] ['1/3', '3/5', '6/7', '3/2', '9'] -> (9 / 6/7 - 3/2 / 3/5) / 1/3
[310604] ['3/4', '6/7', '1', '5/4', '8/3'] -> 3/4 * 8/3 / (5/4 - 1 / 6/7)
[310605] ['1/8', '1/6', '5/9', '8/5', '8'] -> 8/5 / (1/6 - 1/8) - 8 / 5/9
[310606] ['5/9', '9/8', '6/5', '3/2', '7'] -> 7 / (5/9 * 6/5 + 9/8 - 3/2)
[310607] ['1/3', '3/5', '6/7', '8/5', '9'] -> 6/7 * (9 / 1/3 - (3/5 - 8/5))
[310608] ['3/4', '6/7', '1', '5/4', '9/2'] -> (3/4 + 9/2 / 6/7) / (5/4 - 1)
[310609] ['2/7', '7/8', '7/5', '8/3', '5'] -> (5 / (7/5 - 7/8) - 8/3) / 2/7
[310610] ['3/4', '6/7', '1', '9/7', '7/5'] -> 6/7 / (9/7 - (3/4 + 1) / 7/5)
[310611] ['1/7', '7/9', '4/5', '4/5', '8'] -> 4/5 / 7/9 / (1/7 - 4/5 / 8)
[310612] ['5/6', '5/4', '7/5', '3/2', '7'] -> 7 / (5/6 * 7/5) / (3/2 - 5/4)
[310613] ['1/5', '3/8', '3/8', '8/3', '3'] -> 3 / 1/5 / (3/8 * 8/3 - 3/8)
[310614] ['5/9', '4/5', '9/8', '3/2', '2'] -> 2 / (9/8 - 3/2 * 5/9 / 4/5)
[310615] ['5/9', '9/8', '6/5', '9/4', '7'] -> 9/4 * 7 / (5/9 * 9/8) - 6/5
[310616] ['4/9', '5/9', '6/7', '8/5', '9'] -> 9 * (4/9 / 5/9 + 8/5 / 6/7)
[310617] ['2/7', '7/8', '3/2', '8/5', '5'] -> 3/2 / (5 / 8/5 - 7/8 / 2/7)
[310618] ['1/7', '7/9', '4/5', '5/6', '8'] -> 8 / (7/9 / (4/5 + 5/6) - 1/7)
[310619] ['1/7', '4/7', '9/5', '2', '7/2'] -> 4/7 / ((1/7 + 7/2) / 9/5 - 2)
[310620] ['3/4', '6/7', '1', '9/7', '9/4'] -> (9/7 + 9/4) / (1 - 6/7) - 3/4
[310621] ['1/5', '3/8', '2/5', '3/7', '3'] -> (2/5 / 1/5 + 3 / 3/7) / 3/8
[310622] ['2/7', '7/8', '3/2', '9/5', '5'] -> 5 / (2/7 * 7/8) / (3/2 / 9/5)
[310623] ['3/7', '5/6', '9/8', '9/2', '5'] -> 9/8 * ((9/2 + 5) / 3/7 - 5/6)
[310624] ['1/8', '1/6', '4/7', '5/8', '8'] -> 8 / (4/7 * (5/8 + 1/8 - 1/6))
[310625] ['1/7', '4/7', '9/5', '2', '9/2'] -> (2 + 9/2 * 4/7 / 9/5) / 1/7
[310626] ['5/6', '5/4', '7/5', '9/4', '7'] -> (5/4 + 9/4 / 7/5) / (5/6 / 7)
[310627] ['1/3', '3/5', '6/7', '9/2', '9'] -> 9 / (1/3 * 6/7) - 9/2 / 3/5
[310628] ['1/9', '1', '7/5', '7/4', '7/3'] -> (1 + 7/3) / (7/4 * 1/9 / 7/5)
[310629] ['2/7', '7/8', '3/2', '9/4', '5'] -> 5 / (9/4 - 7/8 / (2/7 * 3/2))
[310630] ['1/7', '4/7', '2', '9/4', '9/4'] -> 2 + 9/4 + (4/7 + 9/4) / 1/7
[310631] ['1/8', '1/6', '4/7', '4/5', '8'] -> 8 / (4/5 * (1/8 + 1/6 / 4/7))
[310632] ['1/5', '3/8', '2/5', '5/7', '3'] -> 3 / 5/7 / (1/5 + 3/8 - 2/5)
[310633] ['3/4', '6/7', '1', '4/3', '7/5'] -> 6/7 / 3/4 / (1 - 4/3 / 7/5)
[310634] ['4/9', '5/9', '6/7', '7/3', '9'] -> 4/9 + 5/9 + 7/3 * (6/7 + 9)
[310635] ['5/6', '5/4', '7/5', '7/2', '7'] -> 7 / (7/2 * (5/4 - 5/6 * 7/5))
[310636] ['2/7', '1', '4/3', '4/3', '7/4'] -> 2/7 / (4/3 / 7/4 - 1 / 4/3)
[310637] ['1/8', '1/6', '4/7', '8/9', '8'] -> 8/9 / (1/6 / 4/7) * (8 - 1/8)
[310638] ['1/7', '4/7', '2', '7/3', '7/3'] -> (7/3 - (4/7 - 2)) / 1/7 - 7/3
[310639] ['5/9', '4/5', '9/8', '2', '7/3'] -> (2 + 7/3) / (5/9 * (9/8 - 4/5))
[310640] ['3/4', '6/7', '1', '4/3', '8/5'] -> 1 / (3/4 / 6/7 - 4/3 / 8/5)
[310641] ['2/7', '7/8', '8/5', '5/3', '5'] -> (5 / 7/8 - 8/5) / (2/7 / 5/3)
[310642] ['1/5', '3/8', '2/5', '6/7', '3'] -> (2/5 + 3) / (3/8 - 1/5 / 6/7)
[310643] ['5/6', '5/4', '3/2', '3/2', '7'] -> (7 + 3/2 + 3/2) / (5/4 - 5/6)
[310644] ['3/7', '5/6', '8/7', '4/3', '5'] -> (4/3 + 8/7 / 3/7) / (5/6 / 5)
[310645] ['1/7', '4/7', '2', '7/3', '7/2'] -> 2 / 1/7 / (7/3 / 4/7 - 7/2)
[310646] ['5/9', '9/8', '5/4', '4/3', '7'] -> 7 / (5/9 / 4/3 + 9/8 - 5/4)
[310647] ['1/3', '3/5', '7/8', '3/2', '9'] -> 9 / (1/3 + 3/2 - 7/8 / 3/5)
[310648] ['5/6', '5/4', '3/2', '8/5', '7'] -> 7 / 5/4 / (8/5 / 3/2 - 5/6)
[310649] ['1/8', '1/6', '4/7', '4/3', '8'] -> 8 / (4/7 * (4/3 - 1/8 / 1/6))
[310650] ['1/7', '4/7', '2', '5/2', '5/2'] -> (4/7 + 2 / 5/2) / (1/7 / 5/2)
[310651] ['1/5', '3/8', '2/5', '7/6', '3'] -> (2/5 + 3) / (3/8 - 1/5 * 7/6)
[310652] ['3/7', '5/6', '8/7', '5/3', '5'] -> 5 / (5/6 - 5/3 * 3/7 / 8/7)
[310653] ['1/3', '3/5', '7/8', '7/4', '9'] -> 9 / (3/5 * (1/3 + 7/4) - 7/8)
[310654] ['1/9', '1', '7/5', '9/5', '7/3'] -> 7/3 * (1 / 1/9 + 9/5 / 7/5)
[310655] ['1/5', '3/8', '2/5', '9/7', '3'] -> 9/7 / (3/8 * 2/5) * (3 - 1/5)
[310656] ['4/9', '5/9', '7/8', '7/6', '9'] -> (5/9 + 7/6 * 9) / 4/9 - 7/8
[310657] ['5/6', '5/4', '3/2', '9/4', '7'] -> 7 / (5/6 * 5/4 + 3/2 - 9/4)
[310658] ['1/8', '1/6', '4/7', '3/2', '8'] -> 4/7 / (3/2 / (8 - 1/8) - 1/6)
[310659] ['1/3', '3/5', '7/8', '9/4', '9'] -> 9 / (9/4 * 1/3 / 3/5 - 7/8)
[310660] ['3/7', '5/6', '8/7', '7/3', '5'] -> 8/7 / (3/7 / 5/6 - 7/3 / 5)
[310661] ['1/7', '4/7', '2', '9/2', '9/2'] -> 9/2 * 9/2 + (1/7 + 2) / 4/7
[310662] ['1/7', '7/9', '4/5', '7/5', '8'] -> 8 / 7/9 / (4/5 / 7/5 - 1/7)
[310663] ['1/3', '3/5', '7/8', '8/3', '9'] -> (8/3 + 9) / (7/8 * 1/3 / 3/5)
[310664] ['5/9', '4/5', '8/7', '6/5', '2'] -> 4/5 / (8/7 - 5/9 * 2) - 6/5
[310665] ['2/7', '7/8', '5/3', '5/3', '5'] -> (5 + 5/3 / 5/3) / (2/7 * 7/8)
[310666] ['3/4', '6/7', '1', '7/5', '7/5'] -> 6/7 * 7/5 / (3/4 * 7/5 - 1)
[310667] ['4/9', '5/9', '7/8', '7/5', '9'] -> 9 / (4/9 + 5/9 - 7/8 / 7/5)
[310668] ['1/5', '3/8', '3/7', '3/7', '3'] -> 3 / 1/5 / (3/7 / 3/7 - 3/8)
[310669] ['1/7', '3/5', '3/5', '5/8', '2'] -> (3/5 / 3/5 + 2 / 1/7) / 5/8
[310670] ['1/3', '3/5', '7/8', '9/2', '9'] -> 9 / 3/5 / (1/3 * 9/2 - 7/8)
[310671] ['2/7', '7/8', '5/3', '7/4', '5'] -> 5 / (2/7 + 7/8 - 5/3 / 7/4)
[310672] ['1/9', '1', '7/5', '9/4', '7/3'] -> 9/4 * (1 / 1/9 + 7/3 / 7/5)
[310673] ['1/8', '1/6', '4/7', '5/2', '8'] -> 5/2 / (4/7 * (1/6 + 1/8 / 8))
[310674] ['2/7', '7/8', '5/3', '9/5', '5'] -> 9/5 / (2/7 * 7/8) * (5 - 5/3)
[310675] ['1/7', '3/5', '3/5', '2/3', '2'] -> (3/5 * 2/3 + 2 / 1/7) / 3/5
[310676] ['3/7', '5/6', '7/6', '6/5', '5'] -> 5 * (5/6 + 7/6 + 6/5 / 3/7)
[310677] ['5/9', '4/5', '8/7', '9/7', '2'] -> 8/7 / 5/9 / (4/5 + 9/7 - 2)
[310678] ['4/9', '5/9', '7/8', '7/4', '9'] -> 9 / (5/9 / 4/9 + 7/8 - 7/4)
[310679] ['1/9', '1', '7/5', '9/4', '5/2'] -> (1 + 7/5) * 5/2 / (1/9 * 9/4)
[310680] ['3/4', '6/7', '1', '7/5', '7/4'] -> 6/7 / (1 / 7/4 - 3/4 / 7/5)
[310681] ['5/6', '5/4', '8/5', '9/5', '7'] -> 8/5 * (7 / (5/4 - 5/6) - 9/5)
[310682] ['4/9', '5/9', '7/8', '9/5', '9'] -> 9 / (4/9 - 5/9 + 7/8 / 9/5)
[310683] ['5/9', '9/8', '5/4', '7/2', '7'] -> 7/2 * 7 - 5/9 * 9/8 / 5/4
[310684] ['3/7', '5/6', '7/6', '9/7', '5'] -> (5 + 9/7 / 3/7) / (7/6 - 5/6)
[310685] ['1/7', '7/9', '4/5', '9/5', '8'] -> 8 / (4/5 / 9/5 - 1/7 * 7/9)
[310686] ['1/7', '3/5', '3/5', '7/9', '2'] -> 3/5 + (3/5 + 2) / (1/7 * 7/9)
[310687] ['5/6', '5/4', '8/5', '9/4', '7'] -> 7 / (9/4 / (5/4 * 8/5) - 5/6)
[310688] ['1/5', '3/8', '3/7', '3/5', '3'] -> 3 / (3/8 - 1/5) / (3/7 / 3/5)
[310689] ['1/8', '1/6', '3/5', '5/7', '8'] -> (3/5 + 8) / (1/8 + 1/6 / 5/7)
[310690] ['3/4', '6/7', '1', '7/5', '5/2'] -> 6/7 / (5/2 / 7/5 - (3/4 + 1))
[310691] ['2/7', '7/8', '7/4', '9/5', '5'] -> 9/5 * 5 / (7/8 - 2/7 * 7/4)
[310692] ['5/9', '9/8', '9/7', '4/3', '7'] -> 7 * 5/9 * 9/7 / (4/3 - 9/8)
[310693] ['1/3', '3/5', '8/9', '4/3', '9'] -> (8/9 + 4/3) * (9 + 3/5 / 1/3)
[310694] ['5/6', '5/4', '5/3', '7/4', '7'] -> 7 / (7/4 * (5/3 - 5/4 / 5/6))
[310695] ['1/9', '1', '7/5', '7/3', '7/3'] -> (7/3 - 1 / 7/3) / (1/9 / 7/5)
[310696] ['1/7', '3/5', '3/5', '7/8', '2'] -> (2 + 3/5 / 3/5) / (1/7 * 7/8)
[310697] ['5/9', '9/8', '9/7', '7/5', '7'] -> 7 / (5/9 * (7/5 - 9/8 / 9/7))
[310698] ['5/6', '5/4', '5/3', '9/5', '7'] -> (7 + 5/3 * 9/5) / (5/4 - 5/6)
[310699] ['1/8', '1/6', '3/5', '7/8', '8'] -> (3/5 * (1/8 + 8) - 7/8) / 1/6
[310700] ['4/9', '5/9', '8/9', '8/7', '9'] -> (9 - (5/9 - 8/9)) / (4/9 / 8/7)
[310701] ['1/9', '1', '7/5', '7/3', '5/2'] -> 5/2 * (1 / 1/9 + 7/5 / 7/3)
[310702] ['1/5', '3/8', '3/7', '3/4', '3'] -> 3 / (3/8 / 1/5 - 3/4 / 3/7)
[310703] ['2/7', '7/8', '7/4', '8/3', '5'] -> 8/3 * (2/7 * 7/8 + 7/4 * 5)
[310704] ['1/8', '1/6', '3/5', '8/9', '8'] -> 8 / (8/9 * (1/6 + 1/8 / 3/5))
[310705] ['3/4', '6/7', '1', '7/5', '9/2'] -> 7/5 * (9/2 / (1 - 3/4) - 6/7)
[310706] ['1/5', '3/8', '3/7', '7/9', '3'] -> 3 / (1/5 * 7/9) / (3/8 + 3/7)
[310707] ['4/9', '5/9', '8/9', '6/5', '9'] -> 9 * (5/9 * 6/5 + 8/9 / 4/9)
[310708] ['3/4', '6/7', '1', '3/2', '3/2'] -> (3/2 + 3/2) / (1 - 3/4 / 6/7)
[310709] ['2/7', '7/8', '9/5', '9/5', '5'] -> (5 + 9/5 / 9/5) / (2/7 * 7/8)
[310710] ['1/7', '3/5', '3/5', '8/7', '2'] -> (2 + 3/5 / 3/5) / (1/7 / 8/7)
[310711] ['5/9', '9/8', '9/7', '5/3', '7'] -> 9/7 * 5/3 * 7 / (5/9 * 9/8)
[310712] ['1/9', '1', '7/5', '7/3', '9/2'] -> (7/3 - 1/9) * 9/2 * (1 + 7/5)
[310713] ['3/4', '6/7', '1', '3/2', '5/3'] -> 1 / (3/2 - 5/3 * 3/4 / 6/7)
[310714] ['5/6', '5/4', '7/4', '7/4', '7'] -> 7 / (5/6 * (7/4 - 7/4 / 5/4))
[310715] ['1/7', '7/9', '5/6', '6/7', '8'] -> 8 * 1/7 / 6/7 / (5/6 - 7/9)
[310716] ['5/6', '5/4', '7/4', '9/5', '7'] -> 5/4 + 7 * (7/4 + 5/6 * 9/5)
[310717] ['4/9', '5/9', '8/9', '3/2', '9'] -> 9 / (3/2 - (4/9 + 5/9) / 8/9)
[310718] ['3/4', '6/7', '1', '3/2', '7/4'] -> 1 / (7/4 / 6/7 - 3/2 / 3/4)
[310719] ['1/7', '3/5', '3/5', '6/5', '2'] -> 2 * ((3/5 + 6/5) / 1/7 - 3/5)
[310720] ['2/7', '1', '4/3', '3/2', '9/4'] -> 4/3 / (1 / (2/7 * 9/4) - 3/2)
[310721] ['5/9', '9/8', '9/7', '9/5', '7'] -> 7 / (5/9 / 9/7) / (9/5 - 9/8)
[310722] ['3/4', '6/7', '1', '3/2', '9/5'] -> 1 / (3/4 / 6/7 - 3/2 / 9/5)
[310723] ['1/3', '3/5', '9/8', '7/6', '9'] -> 9 / (9/8 / 3/5 - (1/3 + 7/6))
[310724] ['1/8', '1/6', '3/5', '7/4', '8'] -> 8 * (7/4 + 1/8 / 1/6 / 3/5)
[310725] ['4/9', '5/9', '8/9', '7/4', '9'] -> 8/9 * 9 * (7/4 + 5/9 / 4/9)
[310726] ['3/7', '5/6', '6/5', '6/5', '5'] -> (6/5 + 6/5 / 3/7) / (5/6 / 5)
[310727] ['5/9', '9/8', '9/7', '7/3', '7'] -> 9/8 * 7 * (7/3 + 5/9 * 9/7)
[310728] ['3/4', '6/7', '1', '3/2', '8/3'] -> 1 / (8/3 - (3/4 + 3/2) / 6/7)
[310729] ['4/9', '5/9', '8/9', '9/5', '9'] -> (4/9 + 8/9) * (9/5 + 9 / 5/9)
[310730] ['1/5', '3/8', '3/7', '5/4', '3'] -> (1/5 + 3 / 3/7) / (3/8 / 5/4)
[310731] ['1/8', '1/6', '3/5', '8/3', '8'] -> 8/3 + 8 / (1/6 + 1/8 / 3/5)
[310732] ['1/3', '3/5', '9/8', '4/3', '9'] -> 9 * 1/3 / 3/5 / (4/3 - 9/8)
[310733] ['1/7', '3/5', '3/5', '3/2', '2'] -> (3/5 / 3/2 + 2 / 1/7) / 3/5
[310734] ['3/7', '5/6', '6/5', '9/7', '5'] -> 5 * (6/5 + 9/7 / (3/7 * 5/6))
[310735] ['5/9', '9/8', '9/7', '5/2', '7'] -> 7 * (9/7 + 5/2 / 9/8) - 5/9
[310736] ['5/9', '4/5', '7/6', '6/5', '2'] -> 4/5 / 6/5 / (7/6 / 2 - 5/9)
[310737] ['1/8', '1/6', '5/8', '5/7', '8'] -> 5/8 / 5/7 * 8 / (1/8 + 1/6)
[310738] ['1/3', '3/5', '9/8', '3/2', '9'] -> 9 / (3/5 * (9/8 - 1/3 * 3/2))
[310739] ['2/7', '7/8', '9/4', '7/3', '5'] -> 9/4 / (2/7 * 7/8) * (5 - 7/3)
[310740] ['5/6', '5/4', '9/4', '9/4', '7'] -> 7 * (9/4 + 5/4 / 5/6) - 9/4
[310741] ['2/7', '7/8', '9/4', '8/3', '5'] -> (5 / 7/8 - 8/3) / (2/7 / 9/4)
[310742] ['1/3', '3/5', '9/8', '7/4', '9'] -> 1/3 * 9 / (9/8 / 3/5 - 7/4)
[310743] ['1/5', '3/8', '3/7', '3/2', '3'] -> 3 / (1/5 * (3/2 - 3/8 / 3/7))
[310744] ['1/8', '1/6', '5/8', '7/9', '8'] -> 8 / (5/8 / 1/8 - 7/9 / 1/6)
[310745] ['5/6', '5/4', '9/4', '7/3', '7'] -> 7 * (5/6 + 5/4 * 7/3) - 9/4
[310746] ['5/9', '9/8', '9/7', '7/2', '7'] -> (7 + 5/9 * 9/7) / (9/8 / 7/2)
[310747] ['5/6', '5/4', '9/4', '8/3', '7'] -> 8/3 * (9/4 + 7) - 5/6 / 5/4
