[334884] ['4/7', '7/5', '2', '5/2', '8/3'] -> 7/5 * 5/2 * 8/3 * (4/7 + 2)
[335120] ['5/6', '1', '8/7', '7/5', '9/2'] -> (9/2 / (5/6 * (7/5 / 8/7)) - 1))
[335121] ['1/8', '5/9', '1', '9/7', '9/7'] -> (5/9 * 9/7 + 1 + 9/7) / 1/8
[335122] ['6/5', '5/4', '9/5', '7/2', '7'] -> 6/5 / (9/5 - 5/4 - 7/2 / 7)
[335123] ['2/9', '2/9', '6/7', '6/7', '3'] -> 6/7 / (2/9 - 2/9 * 6/7) - 3
[335124] ['1/6', '3/5', '4/5', '6/7', '8'] -> 6/7 * (8 * 3/5 / 1/6 - 4/5)
[335125] ['1/3', '7/6', '6/5', '5/3', '5'] -> (1/3 + 5) / (5/3 / 6/5 - 7/6)
[335126] ['1/8', '5/6', '6/7', '7/2', '8'] -> (5/6 * 6/7 + 8 / 7/2) / 1/8
[335127] ['2/9', '2/9', '6/7', '8/9', '3'] -> 3 + 8/9 / (6/7 * 2/9 * 2/9)
[335128] ['1/3', '7/6', '6/5', '7/4', '5'] -> 6/5 * 5 / (7/4 - (1/3 + 7/6))
[335129] ['1/6', '3/8', '5/6', '5/4', '2'] -> 2 / (3/8 * 5/6 / 5/4 - 1/6)
[335130] ['4/7', '8/5', '8/5', '9/5', '2'] -> (2 + 8/5 / 4/7) / (9/5 - 8/5)
[335131] ['4/9', '7/8', '9/4', '7/2', '5'] -> (5 + 4/9 * 9/4) * 7/2 / 7/8
[335132] ['1/3', '7/6', '6/5', '9/5', '5'] -> 9/5 + (7/6 + 5) * 6/5 / 1/3
[335133] ['6/5', '5/4', '9/4', '8/3', '7'] -> 5/4 * (6/5 / 9/4 + 8/3 * 7)
[335134] ['2/9', '2/9', '6/7', '7/6', '3'] -> 6/7 / (2/9 - 2/9 / 7/6) - 3
[335135] ['3/5', '5/7', '8/5', '7/4', '7'] -> 7 * (5/7 + 8/5 * 7/4) - 3/5
[335136] ['1/8', '5/6', '7/8', '8/9', '8'] -> 7/8 / (1/8 / 8/9 - 5/6 / 8)
[335137] ['1/8', '5/9', '1', '9/7', '3/2'] -> (5/9 + 1) * 3/2 * 9/7 / 1/8
[335138] ['4/9', '7/8', '9/4', '9/2', '5'] -> 5 * (9/2 + 7/8 / 9/4) - 4/9
[335139] ['5/6', '1', '8/7', '3/2', '7/3'] -> 8/7 * 3/2 * 7/3 / (1 - 5/6)
[335140] ['1/8', '5/9', '1', '9/7', '8/5'] -> (8/5 + 1 / (5/9 * 9/7)) / 1/8
[335141] ['1/3', '7/6', '6/5', '7/2', '5'] -> 5 * (7/2 + 1/3 + 6/5) - 7/6
[335142] ['4/7', '8/5', '8/5', '2', '8/3'] -> 8/5 * 2 / (8/5 / 4/7 - 8/3)
[335143] ['1/8', '5/6', '7/8', '6/5', '8'] -> 6/5 / (7/8 / 5/6 - 1/8 * 8)
[335144] ['1/6', '3/8', '5/6', '9/5', '2'] -> 2 / (3/8 / (5/6 * /5) - 1/6)
[335145] ['2/9', '2/9', '6/7', '9/7', '3'] -> (3 + 6/7 / 2/9) / (2/9 * 9/7)
[335146] ['1/8', '5/9', '1', '9/7', '5/3'] -> (5/9 + 5/3 + 1 / 9/7) / 1/8
[335147] ['5/6', '1', '8/7', '3/2', '7/2'] -> 8/7 * 7/2 / (5/6 - 1 / 3/2)
[335148] ['1/6', '3/5', '4/5', '9/4', '8'] -> (4/5 * (8 - 9/4) - 3/5) / 1/6
[335149] ['3/5', '5/7', '8/5', '8/3', '7'] -> 8/5 / (3/5 - 8/3 / (5/7 * 7))
[335150] ['4/9', '7/8', '7/3', '9/2', '5'] -> (9/2 + (7/3 + 5) / 4/9) / 7/8
[335151] ['1/8', '5/9', '1', '9/7', '7/4'] -> (1 + 5/9 * 9/7) * 7/4 / 1/8
[335152] ['1/8', '5/6', '7/8', '8/5', '8'] -> 8 / (5/6 * 8/5 - (1/8 + 7/8))
[335153] ['6/5', '5/4', '5/2', '8/3', '7'] -> 6/5 * 8/3 * (7 + 5/4 / 5/2)
[335154] ['1/3', '7/6', '5/4', '8/5', '5'] -> 5 / (5/4 * (8/5 - 7/6) - 1/3)
[335155] ['1/8', '5/6', '7/8', '9/5', '8'] -> 8 * (9/5 + (1/8 + 7/8) / 5/6)
[335156] ['1/8', '5/9', '1', '9/7', '9/4'] -> (5/9 + 1 / 9/7) * 9/4 / 1/8
[335157] ['4/7', '8/5', '5/3', '9/5', '2'] -> 2 / (9/5 / (8/5 - 4/7) - 5/3)
[335158] ['4/9', '7/8', '5/2', '7/2', '5'] -> 7/8 + 5/2 / 4/9 + 7/2 * 5
[335159] ['6/5', '5/4', '8/3', '7/2', '7'] -> 8/3 * (7/2 + 7 - 6/5 * 5/4)
[335160] ['1/6', '3/5', '5/6', '9/8', '8'] -> 8 / (3/5 / 9/8 - 1/6 / 5/6)
[335161] ['1/8', '5/9', '1', '9/7', '7/3'] -> 7/3 / (1 / 9/7 - (1/8 + 5/9))
[335162] ['4/9', '7/8', '5/2', '9/2', '5'] -> 4/9 * (7/8 + 5/2) + 9/2 * 5
[335163] ['1/3', '7/6', '5/4', '5/2', '5'] -> (5/2 + 7/6 / 1/3) * 5 / 5/4
[335164] ['1/6', '3/8', '6/7', '5/4', '2'] -> 5/4 / (3/8 / 6/7 * - 1/6)
[335165] ['1/3', '7/6', '5/4', '7/2', '5'] -> 5/4 + 7/2 * (5 + 1/3 + 7/6)
[335166] ['4/9', '7/8', '8/3', '7/2', '5'] -> (5 / 7/8 - 8/3) * 7/2 / 4/9
[335167] ['1/8', '5/9', '1', '9/7', '5/2'] -> 9/7 * (5/2 / 1/8 - 5/9) - 1
[335168] ['1/6', '3/8', '6/7', '4/3', '2'] -> 1/6 / (2 - (3/8 + 4/3) / 6/7)
[335169] ['3/5', '5/7', '5/3', '5/2', '7'] -> (5/3 - 3/5) * 7 * (5/7 + 5/2)
[335170] ['6/5', '9/7', '9/7', '4/3', '7'] -> 6/5 * (9/7 / (4/3 - 9/7) - 7)
[335171] ['5/6', '1', '8/7', '8/5', '5/2'] -> 5/2 / (5/6 / 8/7 - 1 / 8/5)
[335172] ['1/8', '5/9', '1', '9/7', '8/3'] -> (9/7 + 8/3 / (5/9 + 1)) / 1/8
[335173] ['2/9', '2/9', '6/7', '7/3', '3'] -> (6/7 * 7/3 - 2/9) * 3 / 2/9
[335174] ['4/7', '8/5', '5/3', '2', '7/2'] -> 8/5 * 5/3 * 7/2 * (4/7 + 2)
[335175] ['2/9', '2/9', '6/7', '5/2', '3'] -> (3 + 6/7 * (2/9 + 5/2)) / 2/9
[335176] ['1/6', '3/5', '5/6', '7/4', '8'] -> 8 * 7/4 / 3/5 - (1/6 - 5/6)
[335177] ['6/5', '9/7', '9/7', '8/5', '7'] -> (9/7 + 9/7) * 7 * 8/5 / 6/5
[335178] ['1/6', '3/8', '6/7', '5/3', '2'] -> 2 / (6/7 * (3/8 - 1/6 * 5/3))
[335179] ['4/9', '8/9', '8/9', '9/8', '5'] -> 5 / (8/9 - 9/8 - (4/9 - 8/9))
[335180] ['3/5', '5/7', '5/3', '9/2', '7'] -> (5/3 - 3/5) * 7 * 5/7 * 9/2
[335181] ['2/9', '2/9', '6/7', '3', '7/2'] -> (6/7 + 2/9 * 3) * 7/2 / 2/9
[335182] ['1/6', '3/5', '5/6', '9/4', '8'] -> (8 / 5/6 - 3/5) / (1/6 * 9/4)
[335183] ['3/5', '5/7', '7/4', '7/4', '7'] -> 7 * (7/4 + 5/7 * (3/5 + 7/4))
[335184] ['4/9', '8/9', '8/9', '7/6', '5'] -> 5 * (4/9 + 8/9) / (7/6 - 8/9)
[335185] ['5/6', '1', '8/7', '5/3', '9/5'] -> 1 / (5/6 * 9/5 - 5/3 / 8/7)
[335186] ['4/9', '8/9', '8/9', '6/5', '5'] -> (8/9 + 8/9) * 5 * 6/5 / 4/9
[335187] ['1/3', '7/6', '9/7', '9/5', '5'] -> 7/6 * 5 * (9/5 / 1/3 - 9/7)
[335188] ['1/6', '3/5', '6/7', '6/7', '8'] -> (6/7 / (3/5 * 1/6) - (6/7 / 8)))
[335189] ['2/9', '2/9', '7/8', '8/7', '3'] -> 3 / (7/8 * (8/7 - 2/9 / 2/9))
[335190] ['1/6', '3/8', '6/7', '2', '7/3'] -> (2 + 7/3) / (3/8 - 1/6 / 6/7)
[335191] ['5/6', '1', '8/7', '5/3', '9/4'] -> 1 / (5/6 - 9/4 + 5/3 / 8/7)
[335192] ['1/8', '5/6', '8/9', '9/4', '8'] -> 9/4 * 5/6 / 1/8 + 8 / 8/9
[335193] ['6/5', '9/7', '9/7', '7/3', '7'] -> (6/5 + 9/7 * 7/3) * (7 - 9/7)
[335194] ['2/9', '2/9', '7/8', '7/6', '3'] -> 7/6 / (7/8 * 2/9 * 2/9) - 3
[335195] ['1/8', '5/9', '1', '7/5', '3/2'] -> 1 + 7/5 + 3/2 / (1/8 * 5/9)
[335196] ['3/5', '5/7', '7/4', '7/3', '7'] -> 7/3 + 7/4 * (5/7 + 7 / 3/5)
[335197] ['1/3', '7/6', '9/7', '7/3', '5'] -> (7/6 + 7/3) * 9/7 * (1/3 + 5)
[335198] ['6/5', '9/7', '9/7', '9/2', '7'] -> 9/2 * 6/5 / 9/7 * (7 - 9/7)
[335199] ['3/5', '5/7', '7/4', '5/2', '7'] -> (5/2 + 5/7 * 7/4) * (7 - 3/5)
[335200] ['2/9', '2/9', '7/8', '5/4', '3'] -> (5/4 / 2/9 - 7/8 / 3) / 2/9
[335201] ['4/9', '8/9', '8/9', '7/5', '5'] -> (8/9 + 8/9 * 7/5) * 5 / 4/9
[335202] ['1/3', '7/6', '9/7', '8/3', '5'] -> (5 / 7/6 - 9/7) * 8/3 / 1/3
[335203] ['1/6', '3/8', '7/8', '9/8', '2'] -> (2 + 3/8 + 9/8) / (1/6 * 7/8)
[335204] ['2/9', '2/9', '7/8', '9/7', '3'] -> 3 / (7/8 * 9/7 - 2/9 / 2/9)
[335205] ['1/3', '7/6', '4/3', '7/5', '5'] -> 4/3 * 7/5 * 5 / (1/3 * 7/6)
[335206] ['1/8', '5/9', '1', '7/5', '9/4'] -> (1 + 7/5) * 9/4 * 5/9 / 1/8
[335207] ['1/6', '3/8', '7/8', '5/4', '2'] -> (7/8 + 5/4 / 2) / (1/6 * 3/8)
[335208] ['3/5', '5/7', '7/4', '7/2', '7'] -> 5/7 * (7/4 + 7/2) * (7 - 3/5)
[335209] ['5/6', '1', '8/7', '7/4', '7/3'] -> 8/7 / (5/6 / 7/4 - 1 / 7/3)
[335210] ['6/5', '9/7', '4/3', '3/2', '7'] -> 4/3 * 7 * (3/2 + 9/7 / 6/5)
[335211] ['1/6', '3/5', '6/7', '9/7', '8'] -> 8 * (6/7 / 1/6 - 9/7 / 3/5)
[335212] ['1/6', '3/8', '7/8', '9/7', '2'] -> (9/7 + (3/8 + 2) / 7/8) / 1/6
[335213] ['6/5', '9/7', '4/3', '8/5', '7'] -> 9/7 * 7 * (4/3 + 8/5 / 6/5)
[335214] ['1/8', '5/6', '8/7', '7/6', '8'] -> (8 + 8/7 / 1/8) * 7/6 / 5/6
[335215] ['1/6', '3/8', '7/8', '7/5', '2'] -> 2 / (7/8 / 7/5 - (1/6 + 3/8))
[335216] ['1/8', '5/9', '1', '7/5', '8/3'] -> 8/3 / 5/9 + (1 + 7/5) / 1/8
[335218] ['5/6', '1', '8/7', '7/4', '8/3'] -> 8/7 / ((8/3 - 5/6) / 7/4 - 1)
[335217] ['1/3', '7/6', '4/3', '7/3', '5'] -> (7/3 + 1/3 * 5) / (4/3 - 7/6)
[335219] ['2/9', '2/9', '7/8', '5/3', '3'] -> (5/3 / 2/9 + 3 / 2/9) / 7/8
[335220] ['1/6', '3/5', '6/7', '4/3', '8'] -> 3/5 * 6/7 * (8 / 1/6 - 4/3)
[335221] ['4/9', '8/9', '8/9', '9/4', '5'] -> (8/9 + 8/9) * (9/4 + 5 / 4/9)
[335222] ['6/5', '9/7', '4/3', '9/5', '7'] -> (9/7 + 9/5) * 7 * 4/3 / 6/5
[335223] ['2/9', '2/9', '7/8', '9/4', '3'] -> 3 / (9/4 * (2/9 + 2/9) - 7/8)
[335224] ['1/3', '7/6', '7/5', '7/5', '5'] -> (7/5 + 7/5 / 1/3) * 5 / 7/6
[335225] ['4/9', '8/9', '8/9', '7/3', '5'] -> (7/3 * 5 - 8/9 / 8/9) / 4/9
[335226] ['1/6', '3/8', '7/8', '9/5', '2'] -> (7/8 / (2 - 9/5) - 3/8) / 1/6
[335227] ['1/8', '5/6', '8/7', '9/7', '8'] -> 8/7 / (8 - (9/7 + 5/6 / 1/8))
[335228] ['2/9', '2/9', '7/8', '5/2', '3'] -> (2/9 / (2/9 * 7/8) - (5/2 / 3)))
[335229] ['6/5', '9/7', '4/3', '9/4', '7'] -> (6/5 + 4/3 * 9/4) * (7 - 9/7)
[335230] ['1/8', '5/9', '1', '3/2', '8/5'] -> 3/2 * (8/5 + 1 / (1/8 * 5/9))
[335231] ['1/3', '7/6', '7/5', '8/5', '5'] -> 8/5 + (7/5 + 5) * 7/6 / 1/3
[335232] ['2/9', '2/9', '8/9', '9/8', '3'] -> (3 / (9/8 * (2/9 / 2/9)) - 8/9))
[335233] ['1/8', '5/6', '8/7', '4/3', '8'] -> 8 + (5/6 + 4/3 / 8/7) / 1/8
[335234] ['1/6', '3/8', '8/9', '8/9', '2'] -> (8/9 / (8/9 * 3/8) - (1/6 * 2)))
[335235] ['1/3', '7/6', '7/5', '5/3', '5'] -> 7/5 / (1/3 * 7/6) * (5/3 + 5)
[335236] ['1/8', '5/9', '1', '3/2', '7/4'] -> (7/4 / 1/8 - 1 / 3/2) / 5/9
[335237] ['2/9', '2/9', '8/9', '8/7', '3'] -> 8/7 * (3 + 8/9 / (2/9 * 2/9))
[335238] ['1/8', '5/6', '8/7', '3/2', '8'] -> (8 / ((1/8 * 8/7) * 5/6) + 3/2))
[335239] ['1/8', '5/9', '1', '3/2', '9/4'] -> (1 + 3/2 / 9/4) / (1/8 * 5/9)
[335240] ['1/3', '7/6', '7/5', '9/4', '5'] -> (7/5 + 5) * (9/4 + 1/3 + 7/6)
[335241] ['1/6', '3/5', '6/7', '7/3', '8'] -> 8 * (1/6 / 3/5 + 7/3 / 6/7)
[335242] ['6/5', '9/7', '4/3', '7/2', '7'] -> (7/2 + 9/7 / 6/5) * 7 / 4/3
[335243] ['2/9', '2/9', '8/9', '5/4', '3'] -> 3 / (5/4 - 2/9 / (2/9 * /9)
)[335244] ['1/6', '3/8', '8/9', '7/6', '2'] -> 1/6 / (8/9 / 2 - 3/8 * 7/6)
[335245] ['1/8', '5/9', '1', '3/2', '8/3'] -> (5/9 + (1 + 8/3) / 3/2) / 1/8
[335246] ['1/8', '5/6', '8/7', '7/4', '8'] -> 8 / (5/6 / 7/4 - 1/8 * 8/7)
[335247] ['3/5', '5/7', '7/3', '5/2', '7'] -> 7/3 * (7 + 5/2 * (3/5 + 5/7))
[335248] ['1/6', '3/5', '6/7', '8/3', '8'] -> (8 / 6/7 - 8/3) * 3/5 / 1/6
[335249] ['4/7', '8/5', '2', '7/3', '8/3'] -> (2 + 8/5 / 4/7) * (7/3 + 8/3)
[335250] ['6/5', '9/7', '7/5', '7/5', '7'] -> 9/7 * 7 * (7/5 + 7/5) - 6/5
[335251] ['1/6', '3/8', '8/9', '9/7', '2'] -> 2 / (9/7 * 1/6 * 3/8) - 8/9
[335252] ['1/8', '5/6', '8/7', '9/4', '8'] -> (1/8 + 8) / (8/7 - 5/6) - 9/4
[335253] ['6/5', '9/7', '7/5', '5/3', '7'] -> 9/7 * (7 * (6/5 + 5/3) - 7/5)
[335254] ['4/7', '8/5', '2', '5/2', '8/3'] -> 8/3 * (2 + 5/2 * 8/5 / 4/7)
[335255] ['2/9', '2/9', '8/9', '7/4', '3'] -> (2/9 + 8/9 * 7/4) * 3 / 2/9
[335256] ['3/5', '5/7', '7/3', '9/2', '7'] -> 9/2 * (7/3 + 7 * 3/5 * 5/7)
[335257] ['1/3', '7/6', '8/5', '8/5', '5'] -> (8/5 + 8/5) * 5 * (1/3 + 7/6)
[335258] ['4/9', '8/9', '9/8', '7/5', '5'] -> (8/9 + 7/5 / 9/8) * 5 / 4/9
[335259] ['5/6', '1', '8/7', '9/4', '9/2'] -> 5/6 * 9/2 / (8/7 - 1) - 9/4
[335260] ['4/7', '8/5', '2', '5/2', '9/2'] -> 5/2 * (8/5 + 9/2 + 2 / 4/7)
[335261] ['1/8', '5/6', '8/7', '8/3', '8'] -> (5/6 + 8/3) * 8/7 / 1/8 - 8
[335262] ['1/3', '7/6', '8/5', '5/3', '5'] -> 5 / (1/3 - 7/6 + 5/3 / 8/5)
[335263] ['1/8', '5/9', '1', '8/5', '9/4'] -> (1 + 9/4 * 5/9 * 8/5) / 1/8
[335264] ['6/5', '9/7', '7/5', '9/4', '7'] -> 6/5 * 7 / (9/4 / 9/7 - 7/5)
[335265] ['5/6', '1', '8/7', '7/3', '5/2'] -> 1 / (5/6 * 5/2 - 7/3 / 8/7)
[335266] ['2/9', '2/9', '8/9', '3', '9/2'] -> (3 / (9/2 * (2/9 / 8/9)) - 2/9))
[335267] ['1/6', '3/8', '8/9', '7/4', '2'] -> 3/8 + 7/4 * 2 / (1/6 * 8/9)
[335268] ['3/5', '5/7', '8/3', '8/3', '7'] -> 8/3 / 5/7 + 8/3 * (3/5 + 7)
[335269] ['1/3', '7/6', '8/5', '7/4', '5'] -> 8/5 * 5 / (7/6 / 7/4 - 1/3)
[335270] ['1/8', '5/6', '8/7', '9/2', '8'] -> (8 / 8/7 - 9/2) / (1/8 * 5/6)
[335271] ['1/3', '7/6', '8/5', '9/5', '5'] -> (5 + 9/5 / 1/3) / (8/5 - 7/6)
[335272] ['6/5', '9/7', '7/5', '9/2', '7'] -> 9/2 * ((7/5 + 7) / 9/7 - 6/5)
[335273] ['4/7', '8/5', '2', '8/3', '9/2'] -> (2 / (4/7 * (9/2 / 8/5)) - 8/3))
[335274] ['1/8', '5/9', '1', '8/5', '7/2'] -> 5/9 * 8/5 * (7/2 / 1/8 - 1)
[335275] ['1/6', '3/5', '7/8', '7/6', '8'] -> (8 - 7/6 / 7/8) * 3/5 / 1/6
[335276] ['6/5', '9/7', '3/2', '3/2', '7'] -> (3/2 + 6/5 + 3/2) * (7 - 9/7)
[335277] ['4/9', '8/9', '9/8', '9/4', '5'] -> 5 / (4/9 + 8/9 + 9/8 - 9/4)
[335278] ['5/6', '1', '8/7', '5/2', '8/3'] -> 1 / (8/3 - 5/2 / (5/6 * 8/7))
[335279] ['1/6', '3/8', '9/8', '8/7', '2'] -> (2 + 3/8 + 9/8) * 8/7 / 1/6
[335280] ['1/3', '7/6', '8/5', '7/3', '5'] -> 8/5 / (7/3 / (7/6 * 5) - 1/3)
[335281] ['2/9', '2/9', '9/8', '9/7', '3'] -> 3 / (2/9 / 2/9 - 9/8 / 9/7)
[335282] ['6/5', '9/7', '3/2', '5/3', '7'] -> (6/5 + 9/7 / 3/2) * 5/3 * 7
[335283] ['4/9', '8/9', '9/8', '7/3', '5'] -> (7/3 * 5 - 8/9 * 9/8) / 4/9
[335284] ['3/5', '3/4', '3/4', '4/5', '7'] -> (3/5 + 7) / (4/5 / 3/4 - 3/4)
[335285] ['1/6', '3/8', '9/8', '6/5', '2'] -> 6/5 * (2 + 9/8 / (1/6 * 3/8))
[335286] ['4/7', '5/3', '5/3', '5/3', '2'] -> 2 / (5/3 / (4/7 * 5/3) - 5/3)
[335287] ['1/8', '5/9', '1', '5/3', '9/4'] -> (1 + 5/9 / 5/3) * 9/4 / 1/8
[335288] ['1/3', '7/6', '5/3', '5/3', '5'] -> (1/3 + 5) * (5/3 + 7/6 + 5/3)
[335289] ['4/9', '8/9', '9/8', '5/2', '5'] -> 8/9 * (5 * 5/2 / 4/9 - 9/8)
[335290] ['3/5', '3/4', '3/4', '5/6', '7'] -> 7 / (5/6 * 3/4 / 3/5 - 3/4)
[335291] ['5/6', '1', '8/7', '8/3', '7/2'] -> (1 + 8/7) * 7/2 * 8/3 / 5/6
[335292] ['1/8', '5/6', '7/6', '9/5', '8'] -> 8 / (1/8 * (7/6 + 5/6 * 9/5))
[335293] ['1/6', '3/8', '9/8', '9/7', '2'] -> (2 / (1/6 * (9/8 / 9/7)) - 3/8))
[335294] ['6/5', '9/7', '3/2', '5/2', '7'] -> 5/2 * (6/5 + 9/7 * 7) - 3/2
[335295] ['4/7', '5/3', '5/3', '9/5', '2'] -> 2 / (5/3 * 9/5 - 5/3 / 4/7)
[335296] ['3/5', '3/4', '3/4', '6/7', '7'] -> 7 * (3/4 + (3/4 + 6/7) / 3/5)
[335297] ['1/8', '5/9', '1', '5/3', '7/2'] -> 7/2 / 1/8 - (1 + 5/3 / 5/9)
[335298] ['1/3', '7/6', '5/3', '9/5', '5'] -> (9/5 + 5 / 1/3) * 5/3 / 7/6
[335299] ['1/6', '3/5', '7/8', '5/3', '8'] -> (3/5 + 8) / (7/8 / 5/3 - 1/6)
[335300] ['4/9', '8/9', '8/7', '8/7', '5'] -> 8/7 + (8/9 + 8/7) * 5 / 4/9
[335301] ['6/5', '9/7', '8/5', '8/5', '7'] -> (8/5 + 8/5) * 7 * 9/7 / 6/5
[335302] ['1/8', '5/6', '6/5', '6/5', '8'] -> 8 + (6/5 + 6/5) * 5/6 / 1/8
[335303] ['1/6', '3/8', '9/8', '7/5', '2'] -> (7/5 * (9/8 + 2) - 3/8) / 1/6
[335304] ['6/5', '9/7', '8/5', '7/4', '7'] -> 9/7 * 8/5 * 7/4 * 7 - 6/5
[335305] ['2/9', '2/9', '9/8', '8/3', '3'] -> 8/3 / 2/9 + 3 / (2/9 * 9/8)
[335306] ['4/7', '5/3', '5/3', '2', '8/3'] -> 2 / ((8/3 - 5/3) / 4/7 - 5/3)
[335307] ['1/6', '3/5', '7/8', '9/4', '8'] -> 8 / (3/5 * (1/6 + 7/8 / 9/4))
[335308] ['1/3', '7/6', '7/4', '5/2', '5'] -> 7/4 / 7/6 + (5/2 + 5) / 1/3
[335309] ['5/6', '1', '7/6', '7/6', '7/5'] -> 5/6 / (7/5 / 7/6 - 7/6) - 1
[335310] ['2/9', '2/9', '8/7', '7/6', '3'] -> 8/7 * 7/6 / (2/9 * 2/9) - 3
[335311] ['6/5', '9/7', '8/5', '7/3', '7'] -> 7 * (9/7 + 7/3) - 8/5 / 6/5
[335312] ['1/3', '7/6', '7/4', '8/3', '5'] -> 5 / (1/3 * (8/3 - 7/6 * 7/4))
[335313] ['4/7', '5/3', '5/3', '2', '9/2'] -> 2 / (5/3 / 4/7 + 5/3 - 9/2)
[335314] ['1/8', '5/6', '6/5', '7/4', '8'] -> 8 / (5/6 * (7/4 - 6/5) - 1/8)
[335315] ['1/6', '3/5', '7/8', '5/2', '8'] -> 8 * (3/5 + 5/2 / (1/6 + 7/8))
[335316] ['1/8', '5/9', '1', '7/4', '9/2'] -> 1 / (5/9 - 1/8 - 7/4 / 9/2)
[335317] ['5/6', '1', '7/6', '7/6', '5/3'] -> (5/3 + 7/6 + 7/6) / (1 - 5/6)
[335318] ['2/9', '2/9', '8/7', '4/3', '3'] -> (2/9 + 4/3) * 3 * 8/7 / 2/9
[335319] ['1/6', '3/8', '8/7', '4/3', '2'] -> (2 + 4/3 / (1/6 * 8/7)) / 3/8
[335320] ['1/8', '5/9', '1', '9/5', '9/5'] -> (1 + 5/9 * (9/5 + 9/5)) / 1/8
[335321] ['4/9', '8/9', '8/7', '8/5', '5'] -> 8/5 * 5 / (8/9 / 8/7 - 4/9)
[335322] ['1/6', '3/8', '8/7', '7/5', '2'] -> 8/7 + 2 / (7/5 * 1/6 * 3/8)
[335323] ['1/6', '3/8', '8/7', '3/2', '2'] -> (2 / (1/6 * 8/7) - 3/2) / 3/8
[335324] ['5/6', '1', '7/6', '7/6', '5/2'] -> 1 / (7/6 / (5/2 - 7/6) - 5/6)
[335325] ['1/3', '7/6', '9/4', '7/3', '5'] -> 7/3 * (1/3 + 5) * 9/4 / 7/6
[335326] ['4/9', '8/9', '8/7', '7/4', '5'] -> 5 / (8/9 - 7/4 * 4/9 / 8/7)
[335327] ['6/5', '9/7', '5/3', '7/4', '7'] -> 7/4 * (7 / (5/3 - 6/5) - 9/7)
[335328] ['5/6', '1', '7/6', '7/6', '8/3'] -> 1 / ((7/6 + 7/6) / 8/3 - 5/6)
[335329] ['1/6', '3/8', '8/7', '8/5', '2'] -> (2 / (8/5 - 8/7) - 3/8) / 1/6
[335330] ['1/3', '7/6', '9/4', '8/3', '5'] -> 8/3 * 9/4 / 7/6 * (5 - 1/3)
[335331] ['2/9', '2/9', '8/7', '5/3', '3'] -> 8/7 * (5/3 / 2/9 + 3 / 2/9)
[335332] ['4/7', '5/3', '7/4', '2', '9/2'] -> (5/3 + 4/7 * 7/4) * 2 * 9/2
[335333] ['5/6', '1', '7/6', '7/6', '7/2'] -> (7/6 + 7/2) / (7/6 * (1 - 5/6))
[335334] ['4/9', '8/9', '8/7', '9/4', '5'] -> 5 / (4/9 + 8/9 - 8/7) - 9/4
[335335] ['4/7', '5/3', '9/5', '9/5', '2'] -> 2 / (9/5 / (4/7 * 9/5) - 5/3)
[335336] ['2/9', '2/9', '8/7', '7/4', '3'] -> (8/7 * 7/4 - 2/9) * 3 / 2/9
[335337] ['1/6', '3/8', '8/7', '7/4', '2'] -> 7/4 / (1/6 * 3/8) * (2 - 8/7)
[335338] ['1/3', '7/6', '7/3', '8/3', '5'] -> (5 - 7/3 / 7/6) * 8/3 / 1/3
[335339] ['3/5', '3/4', '3/4', '8/3', '7'] -> 8/3 * (3/4 / 3/5 + 3/4 + 7)
[335340] ['5/6', '1', '7/6', '6/5', '6/5'] -> 5/6 * (1 / (6/5 - 7/6) - 6/5)
[335341] ['4/7', '5/3', '9/5', '2', '9/4'] -> 2 / (4/7 * (9/5 - 5/3)) - 9/4
[335342] ['1/8', '5/6', '9/7', '4/3', '8'] -> 4/3 / (5/6 - 8 * 1/8 / 9/7)
[335343] ['3/5', '3/4', '3/4', '7/2', '7'] -> 3/4 - 3/4 / 3/5 + 7/2 * 7
[335344] ['1/6', '3/5', '8/9', '9/7', '8'] -> 9/7 * (8/9 / 1/6 + 8 / 3/5)
[335345] ['6/5', '9/7', '7/4', '7/4', '7'] -> 6/5 * (7/4 + 7/4) * (7 - 9/7)
[335346] ['1/6', '3/8', '8/7', '2', '9/4'] -> 3/8 + 2 * 9/4 / (1/6 * 8/7)
[335347] ['1/3', '7/6', '7/2', '7/2', '5'] -> (7/2 / 1/3 + 7/2 * 5) / 7/6
[335348] ['3/5', '3/4', '3/4', '9/2', '7'] -> 9/2 * (7 - 3/4 / (3/5 * 3/4))
[335349] ['1/8', '5/6', '9/7', '7/5', '8'] -> 7/5 * 9/7 / 1/8 + 8 / 5/6
[335350] ['5/6', '1', '7/6', '6/5', '4/3'] -> 6/5 / (7/6 / (5/6 * 4/3) - 1)
[335351] ['2/9', '2/9', '8/7', '3', '7/2'] -> 8/7 / (2/9 * 2/9) + 3 / 7/2
[335352] ['1/8', '5/6', '9/7', '8/5', '8'] -> 9/7 * (8 + 8/5 * 5/6 / 1/8)
[335353] ['1/6', '3/8', '8/7', '2', '8/3'] -> 2 / (8/3 / 8/7 - 3/8 / 1/6)
[335354] ['2/9', '2/9', '8/7', '3', '9/2'] -> (3 / (9/2 * 2/9) - (2/9 / 8/7)))
[335355] ['4/9', '8/9', '7/6', '5/4', '5'] -> (5 / (5/4 * (4/9 + 8/9)) - 7/6))
[335356] ['3/5', '3/4', '7/9', '5/6', '7'] -> (7 / ((3/5 * 3/4) * 7/9) * 5/6))
