[98496] ['4/7', '3/4', '4/3', '9/4', '5'] -> ((4/3 * 9/4) * ((5 / 4/7) - 3/4))
[98725] ['5/8', '3/4', '7/5', '7/3', '3'] -> (3 / ((5/8 / 7/5) - (3/4 / 7/3)))
[98726] ['1/2', '7/6', '4/3', '7/5', '9'] -> (9 * ((1/2 + 4/3) + (7/6 / 7/5)))
[98727] ['2/7', '3/8', '5/3', '9/2', '7'] -> (5/3 / ((7 * (2/7 / 9/2)) - 3/8))
[98728] ['4/7', '3/4', '7/4', '8/3', '5'] -> (8/3 * ((7/4 * (4/7 + 5)) - 3/4))
[98729] ['1/3', '4/5', '4/3', '2', '5/2'] -> ((4/5 + (4/3 / 1/3)) * (2 * 5/2))
[98730] ['2/9', '2/9', '9/5', '9/2', '8'] -> (8 / ((9/2 * (2/9 / 9/5)) - 2/9))
[98731] ['1/8', '5/7', '3/4', '4', '9/2'] -> ((9/2 / (3/4 + (1/8 - 5/7))) - 4)
[98732] ['4/7', '3/4', '7/4', '9/2', '5'] -> (((5 - (4/7 * 7/4)) * 9/2) / 3/4)
[98733] ['1/8', '1/4', '3/8', '4/7', '6'] -> ((3/8 + (6 * (1/4 / 4/7))) / 1/8)
[98734] ['2/9', '5/7', '4/5', '7/6', '4'] -> (((4 + (5/7 * 4/5)) * 7/6) / 2/9)
[98735] ['1/3', '4/5', '4/3', '2', '7/2'] -> (((7/2 + (2 / 4/5)) * 4/3) / 1/3)
[98736] ['5/8', '2/3', '6/7', '1', '9/4'] -> (9/4 / ((5/8 / (2/3 * /7)) - 1))
[98737] ['2/7', '3/8', '7/4', '9/4', '7'] -> (9/4 / (3/8 * (2/7 * 7)) - 7/4))
[98738] ['2/9', '5/7', '4/5', '6/5', '4'] -> ((4/5 + (4 / 5/7)) / (2/9 * 6/5))
[98739] ['4/7', '3/4', '9/5', '9/5', '5'] -> ((5 * (9/5 + (9/5 / 4/7))) - 3/4)
[98740] ['1/5', '3/5', '4/5', '6/7', '7'] -> (((7 - (3/5 + 4/5)) * 6/7) / 1/5)
[98741] ['2/9', '2/9', '9/4', '5/2', '8'] -> ((2/9 * 8) * (9/4 + (5/2 / 2/9)))
[98742] ['2/7', '3/8', '7/4', '8/3', '7'] -> ((8/3 / (2/7 * 7/4)) + (7 / 3/8))
[98743] ['1/8', '1/4', '3/8', '7/9', '6'] -> (1/4 / (3/8 * 7/9) - (1/8 * 6)))
[98744] ['4/7', '3/4', '9/5', '9/4', '5'] -> ((9/4 + ((5 * 9/5) / 4/7)) / 3/4)
[98745] ['2/9', '2/9', '7/3', '7/2', '8'] -> (8 / ((2/9 / 2/9) - (7/3 / 7/2)))
[98746] ['1/8', '5/7', '7/9', '6/7', '4'] -> (((4 + (5/7 - 6/7)) * 7/9) / 1/8)
[98747] ['1/3', '4/5', '7/5', '5/3', '2'] -> ((4/5 * 2) / ((1/3 + 7/5) - 5/3))
[98748] ['1/5', '3/5', '4/5', '8/9', '7'] -> ((1/5 + 7) / ((4/5 / 8/9) - 3/5))
[98749] ['5/8', '3/4', '3/2', '9/5', '3'] -> (3 / (5/8 * (3/2 / 3/4)) - 9/5))
[98750] ['5/8', '2/3', '7/8', '1', '6/5'] -> (6/5 * ((7/8 / (2/3 - 5/8)) - 1))
[98751] ['1/8', '1/4', '3/8', '6/7', '6'] -> (((1/4 / 1/8) + (6 / 6/7)) / 3/8)
[98752] ['2/9', '2/9', '5/2', '5/2', '8'] -> (8 / (5/2 * (2/9 - (2/9 / 5/2))))
[98753] ['1/9', '6/7', '9/8', '7/4', '7'] -> (7 / (1/9 * (9/8 + (6/7 * 7/4))))
[98754] ['2/9', '5/7', '4/5', '4/3', '4'] -> (((4 / 5/7) - 4/3) / (2/9 * 4/5))
[98755] ['5/8', '2/3', '7/8', '1', '9/7'] -> (1 / ((5/8 * 9/7) - (2/3 / 7/8)))
[98756] ['2/9', '2/9', '5/2', '8/3', '8'] -> (8 * ((2/9 * 5/2) - (2/9 - 8/3)))
[98757] ['1/8', '6/7', '4/3', '7/4', '3'] -> (((4/3 + (7/4 / 6/7)) / 1/8) - 3)
[98758] ['1/5', '3/5', '4/5', '7/6', '7'] -> ((7 - (3/5 + 4/5)) / (1/5 * 7/6))
[98759] ['1/2', '7/6', '8/5', '5/3', '9'] -> (9 / ((1/2 - 7/6) + (5/3 / 8/5)))
[98760] ['1/8', '5/7', '7/9', '9/8', '4'] -> (((4 / 9/8) - (5/7 * 7/9)) / 1/8)
[98761] ['4/7', '9/7', '9/5', '4', '9/2'] -> (9/7 / ((9/2 / (9/5 * 4)) - 4/7))
[98762] ['2/9', '5/7', '4/5', '3/2', '4'] -> ((4 / (2/9 * 5/7)) - (4/5 * 3/2))
[98763] ['5/8', '2/3', '7/8', '1', '8/5'] -> (8/5 / (1 - ((7/8 * 2/3) / 5/8)))
[98764] ['1/5', '3/5', '4/5', '5/4', '7'] -> (((7 + (4/5 * 5/4)) * 3/5) / 1/5)
[98765] ['1/2', '7/6', '8/5', '7/3', '9'] -> ((8/5 * 9) * (7/3 + (1/2 - 7/6)))
[98766] ['1/8', '5/7', '7/9', '8/7', '4'] -> ((((8/7 * 4) - 5/7) * 7/9) / 1/8)
[98767] ['2/7', '3/8', '9/5', '5/2', '7'] -> ((9/5 * 5/2) * (7 * (2/7 / 3/8)))
[98768] ['1/9', '6/7', '9/8', '9/4', '7'] -> ((6/7 * 7) + (9/4 / (1/9 * 9/8)))
[98769] ['5/8', '3/4', '8/5', '9/4', '3'] -> (8/5 * ((9/4 / (3/4 - 5/8)) - 3))
[98770] ['2/7', '3/8', '9/5', '8/3', '7'] -> ((9/5 * 7) * (8/3 - (2/7 / 3/8)))
[98771] ['1/2', '7/6', '8/5', '8/3', '9'] -> (((9 + (7/6 - 8/3)) * 8/5) / 1/2)
[98772] ['1/3', '4/5', '3/2', '7/4', '2'] -> (3/2 / (1/3 * (7/4 / 4/5)) - 2))
[98773] ['1/8', '5/7', '7/9', '7/6', '4'] -> ((4 + (7/6 / 1/8)) / (5/7 * 7/9))
[98774] ['1/8', '1/4', '3/8', '9/5', '6'] -> ((9/5 / 1/8) + (6 / (1/4 + 3/8)))
[98775] ['1/9', '6/7', '9/8', '7/3', '7'] -> (((6/7 * 7) + (7/3 / 1/9)) / 9/8)
[98776] ['5/8', '2/3', '7/8', '1', '9/5'] -> (2/3 / (((5/8 + 1) / 9/5) - 7/8))
[98777] ['4/7', '3/4', '9/4', '8/3', '5'] -> (9/4 * ((5 / 4/7) - (3/4 - 8/3)))
[98778] ['5/8', '3/4', '8/5', '7/3', '3'] -> (3 / (5/8 * (7/3 - (8/5 / 3/4))))
[98779] ['4/7', '3/4', '9/4', '7/2', '5'] -> ((4/7 * 7/2) * (3/4 + (9/4 * 5)))
[98780] ['5/8', '2/3', '7/8', '1', '9/4'] -> (1 / (5/8 - (7/8 / (2/3 * 9/4))))
[98781] ['5/8', '3/4', '8/5', '5/2', '3'] -> ((3/4 + 3) * ((5/2 * 8/5) / 5/8))
[98782] ['1/2', '7/6', '5/3', '9/4', '9'] -> (9 / ((7/6 * (9/4 - 1/2)) - 5/3))
[98783] ['1/5', '4/9', '5/9', '5/7', '9'] -> (1/5 + ((4/9 + 9) / (5/9 * 5/7)))
[98784] ['5/8', '2/3', '7/8', '1', '7/3'] -> (1 / ((5/8 * 2/3) - (7/8 / 7/3)))
[98785] ['1/9', '6/7', '9/8', '8/3', '7'] -> (((7 * (6/7 / 9/8)) - 8/3) / 1/9)
[98786] ['5/8', '3/4', '8/5', '8/3', '3'] -> (8/5 / (((8/3 - 3/4) / 5/8) - 3))
[98787] ['2/9', '1/4', '1/4', '3/7', '8'] -> (8 / (3/7 * (1/4 / 1/4)) - 2/9))
[98788] ['1/3', '4/5', '3/2', '2', '7/2'] -> ((3/2 + 7/2) * ((2 * 4/5) / 1/3))
[98789] ['1/8', '5/7', '7/9', '7/5', '4'] -> (((7/9 * 5/7) / 1/8) * (7/5 + 4))
[98790] ['5/8', '3/4', '8/5', '3', '7/2'] -> (8/5 + ((3 * 7/2) / (5/8 * 3/4)))
[98791] ['1/5', '3/5', '5/6', '8/9', '7'] -> ((1/5 + 7) / (5/6 - (3/5 * 8/9)))
[98792] ['1/2', '7/6', '7/4', '9/5', '9'] -> (9/5 * (((9 - 7/4) / 1/2) - 7/6))
[98793] ['2/9', '1/4', '1/4', '4/7', '8'] -> ((8 / (4/7 - 1/4)) - (2/9 / 1/4))
[98794] ['3/7', '8/9', '5/4', '5/3', '3'] -> ((5/3 + (3 / 3/7)) / (5/4 - 8/9))
[98795] ['1/9', '6/7', '8/7', '8/7', '7'] -> (8/7 / ((1/9 * (8/7 + 7)) - 6/7))
[98796] ['1/5', '3/5', '5/6', '9/8', '7'] -> ((1/5 + 7) / (5/6 - (3/5 / 9/8)))
[98797] ['4/7', '3/4', '7/3', '9/2', '5'] -> (9/2 * ((5 / 3/4) - (4/7 * 7/3)))
[98798] ['1/8', '5/7', '7/9', '3/2', '4'] -> (((3/2 / 1/8) + (4 / 7/9)) / 5/7)
[98799] ['5/8', '2/3', '8/9', '1', '8/7'] -> (1 / (8/7 * (5/8 / 8/9)) - 2/3))
[98800] ['2/9', '1/4', '1/4', '3/5', '8'] -> (((1/4 + (1/4 / 3/5)) * 8) / 2/9)
[98801] ['1/5', '3/5', '5/6', '8/7', '7'] -> (((7 / (3/5 - 1/5)) * 8/7) / 5/6)
[98802] ['1/3', '4/5', '5/3', '2', '9/4'] -> (2 / (5/3 * (4/5 - (1/3 * 9/4))))
[98803] ['5/8', '3/4', '5/3', '3', '9/2'] -> (((3 + (9/2 / 3/4)) * 5/3) / 5/8)
[98804] ['1/8', '5/7', '7/9', '8/5', '4'] -> (7/9 * ((4 / 1/8) - (5/7 * 8/5)))
[98805] ['4/7', '9/7', '4', '9/2', '9/2'] -> (((9/2 + 9/2) * (4 - 4/7)) / 9/7)
[98806] ['1/5', '4/9', '5/9', '8/7', '9'] -> ((8/7 * 9) * ((5/9 / 1/5) - 4/9))
[98807] ['4/7', '3/4', '5/2', '8/3', '5'] -> (8/3 * ((5/2 / (3/4 - 4/7)) - 5))
[98808] ['1/8', '6/7', '7/5', '8/3', '3'] -> (8/3 * ((6/7 / 1/8) + (3 / 7/5)))
[98809] ['2/9', '5/7', '5/6', '6/7', '4'] -> (((4 * (5/7 + 5/6)) - 6/7) / 2/9)
[98810] ['4/7', '4/3', '4/3', '4/3', '4'] -> (4 * (4/3 + ((4/3 + 4/3) / 4/7)))
[98811] ['1/5', '3/5', '5/6', '9/7', '7'] -> ((1/5 + 7) / (9/7 * (5/6 - 3/5)))
[98812] ['5/8', '2/3', '8/9', '1', '5/4'] -> ((2/3 + (5/4 / 5/8)) / (1 - 8/9))
[98813] ['3/7', '8/9', '5/4', '9/4', '3'] -> ((8/9 * 9/4) / (3 - (5/4 / 3/7)))
[98814] ['5/8', '3/4', '7/4', '3', '7/2'] -> (((3 * (7/4 + 7/2)) - 3/4) / 5/8)
[98815] ['1/3', '4/5', '5/3', '2', '9/2'] -> ((2 + (9/2 * (4/5 * 5/3))) / 1/3)
[98816] ['3/7', '8/9', '5/4', '7/3', '3'] -> (3 / (5/4 - (7/3 * (3/7 / 8/9))))
[98817] ['1/9', '6/7', '8/7', '3/2', '7'] -> (((7 / 3/2) - (6/7 + 8/7)) / 1/9)
[98818] ['1/5', '4/9', '5/9', '9/7', '9'] -> ((9/7 + 9) * ((5/9 / 1/5) - 4/9))
[98819] ['1/5', '3/5', '5/6', '3/2', '7'] -> ((1/5 + 7) * (5/6 + (3/2 / 3/5)))
[98820] ['1/3', '4/5', '7/4', '7/4', '2'] -> (2 / (7/4 - (4/5 * (1/3 + 7/4))))
[98821] ['5/8', '2/3', '8/9', '1', '7/4'] -> (2/3 / (1 - (7/4 * (5/8 * 8/9))))
[98822] ['1/8', '5/7', '7/9', '9/5', '4'] -> ((4 - (9/5 * (5/7 * 7/9))) / 1/8)
[98823] ['4/7', '3/4', '7/2', '7/2', '5'] -> (5 + (((4/7 + 7/2) * 7/2) / 3/4))
[98824] ['5/8', '3/4', '9/5', '7/3', '3'] -> (7/3 / ((5/8 / 9/5) - (3/4 / 3)))
[98825] ['5/8', '2/3', '8/9', '1', '9/5'] -> ((8/9 * 9/5) / ((2/3 / 5/8) - 1))
[98826] ['1/9', '6/7', '8/7', '8/5', '7'] -> (8/7 / ((6/7 / (7 - 8/5)) - 1/9))
[98827] ['1/8', '5/7', '7/9', '9/4', '4'] -> ((5/7 + (4 / (7/9 * 9/4))) / 1/8)
[98828] ['2/7', '3/8', '9/2', '9/2', '7'] -> (((2/7 + (9/2 / 9/2)) * 7) / 3/8)
[98829] ['3/7', '8/9', '5/4', '3', '7/2'] -> (3 / ((3/7 / 8/9) - (5/4 / 7/2)))
[98830] ['1/5', '3/5', '5/6', '9/5', '7'] -> ((7 - (9/5 / 3/5)) / (1/5 * 5/6))
[98831] ['1/5', '4/9', '5/9', '7/4', '9'] -> (9 + ((7/4 + (5/9 / 4/9)) / 1/5))
[98832] ['1/3', '4/5', '7/4', '2', '8/3'] -> ((7/4 + 2) * ((8/3 * 4/5) / 1/3))
[98833] ['5/8', '2/3', '8/9', '1', '5/2'] -> (((5/2 * 2/3) / 5/8) / (1 - 8/9))
[98834] ['2/9', '1/4', '1/4', '6/5', '8'] -> (8 / (6/5 * (1/4 - (2/9 - 1/4))))
[98835] ['4/7', '3/4', '9/2', '9/2', '5'] -> (4/7 * ((9/2 * (9/2 + 5)) - 3/4))
[98836] ['5/8', '3/4', '9/5', '3', '7/2'] -> (3 * ((9/5 / 3/4) + (7/2 / 5/8)))
[98837] ['1/5', '4/9', '5/9', '9/5', '9'] -> ((9 / (1/5 * 9/5)) - (4/9 + 5/9))
[98838] ['2/9', '1/4', '1/4', '5/4', '8'] -> (((8 - 5/4) * (2/9 / 1/4)) / 1/4)
[98839] ['1/8', '6/7', '3/2', '3', '9/2'] -> (3 * (1/8 + ((9/2 * 3/2) / 6/7)))
[98840] ['2/7', '2/5', '2/5', '2/5', '7'] -> ((7 / 2/7) - (2/5 / (2/5 + 2/5)))
[98841] ['5/8', '3/4', '9/5', '3', '9/2'] -> ((9/5 / 3/4) + ((9/2 * 3) / 5/8))
[98842] ['4/7', '4/3', '4/3', '7/3', '4'] -> (4 * ((4/3 / 4/7) + (4/3 + 7/3)))
[98843] ['2/9', '1/4', '1/4', '9/7', '8'] -> ((8 / (1/4 * 9/7)) - (2/9 / 1/4))
[98844] ['1/3', '4/5', '9/5', '9/5', '2'] -> ((4/5 + (2 * (9/5 + 9/5))) / 1/3)
[98845] ['1/8', '5/7', '7/9', '7/2', '4'] -> (7/9 * ((5/7 * 4) + (7/2 / 1/8)))
[98846] ['1/8', '1/4', '2/5', '8/3', '6'] -> ((6 / (1/8 + (1/4 * 2/5))) - 8/3)
[98847] ['1/2', '6/5', '9/7', '9/7', '9'] -> (((9 + (9/7 / 9/7)) * 6/5) / 1/2)
[98848] ['2/9', '5/7', '5/6', '7/5', '4'] -> (7/5 * ((4 / 2/9) - (5/7 / 5/6)))
[98849] ['1/5', '4/9', '5/9', '7/2', '9'] -> (7/2 + ((9 + (1/5 * 5/9)) / 4/9))
[98850] ['1/3', '4/5', '9/5', '2', '7/3'] -> ((((9/5 + 7/3) * 2) / 1/3) - 4/5)
[98851] ['1/8', '5/7', '7/9', '4', '9/2'] -> (4 + (((7/9 * 9/2) * 5/7) / 1/8))
[98852] ['1/8', '6/7', '8/5', '7/4', '3'] -> (8/5 * (3 + ((7/4 * 6/7) / 1/8)))
[98853] ['4/7', '7/9', '7/9', '6/7', '5'] -> ((7/9 + 5) * (6/7 / (7/9 - 4/7)))
[98854] ['1/8', '1/4', '3/7', '4/9', '6'] -> ((6 + (1/4 / (1/8 * 3/7))) / 4/9)
[98855] ['1/8', '5/7', '4/5', '5/6', '4'] -> (4/5 / ((5/6 / 4) - (1/8 / 5/7)))
[98856] ['5/8', '2/3', '1', '9/8', '5/3'] -> ((1 + 5/3) / (2/3 - (5/8 / 9/8)))
[98857] ['5/8', '3/4', '8/3', '3', '7/2'] -> (((3 + (3/4 * 7/2)) * 8/3) / 5/8)
[98858] ['3/7', '8/9', '9/7', '7/4', '3'] -> (3 / ((3/7 - 7/4) + (9/7 / 8/9)))
[98859] ['1/9', '6/7', '7/6', '7/6', '7'] -> (6/7 * (7 + ((7/6 + 7/6) / 1/9)))
[98860] ['1/5', '3/5', '6/7', '5/4', '7'] -> ((3/5 * 6/7) / (1/5 - (5/4 / 7)))
[98861] ['2/7', '2/5', '2/5', '5/8', '7'] -> ((7 / 2/7) - (5/8 * (2/5 + 2/5)))
[98862] ['5/8', '2/3', '1', '9/8', '7/4'] -> (2/3 / (1 - (7/4 * (5/8 / 9/8))))
[98863] ['1/2', '6/5', '9/7', '8/5', '9'] -> ((9/7 * (8/5 + (9 / 1/2))) - 6/5)
[98864] ['1/8', '5/7', '4/5', '6/7', '4'] -> (((4 - (5/7 / 4/5)) / 1/8) - 6/7)
[98865] ['2/9', '5/7', '5/6', '5/3', '4'] -> (5/3 / ((5/6 / (5/7 * 4)) - 2/9))
[98866] ['5/8', '7/9', '7/9', '7/9', '3'] -> (3 / (5/8 - (7/9 / (7/9 + 7/9))))
[98867] ['4/7', '4/3', '7/5', '7/4', '4'] -> ((7/5 + 7/4) * (4 * (4/7 + 4/3)))
[98868] ['2/9', '1/4', '1/4', '7/2', '8'] -> (((8 - (1/4 / 2/9)) / 1/4) - 7/2)
[98869] ['1/5', '3/5', '6/7', '5/3', '7'] -> (7 * (5/3 + ((1/5 + 6/7) / 3/5)))
[98870] ['5/8', '7/9', '7/9', '4/5', '3'] -> (3 / (5/8 * (7/9 / 7/9)) - 4/5))
[98871] ['1/9', '6/7', '7/6', '5/4', '7'] -> (7 / (1/9 * (7/6 + (5/4 / 6/7))))
[98872] ['2/9', '1/4', '2/7', '2/7', '8'] -> (((8 - 2/7) * (2/9 / 1/4)) / 2/7)
[98873] ['1/3', '4/5', '2', '7/3', '5/2'] -> (2 / ((7/3 / 4/5) - (1/3 + 5/2)))
[98874] ['2/7', '2/5', '2/5', '3/4', '7'] -> ((7 + (2/5 / 2/7)) / (3/4 - 2/5))
[98875] ['1/8', '1/4', '3/7', '7/9', '6'] -> ((6 + (1/4 / 1/8)) / (3/7 * 7/9))
[98876] ['4/7', '4/3', '7/5', '9/4', '4'] -> ((7/5 * 9/4) * (4 * (4/7 + 4/3)))
[98877] ['4/7', '7/9', '7/9', '7/6', '5'] -> ((7/9 + 5) / (7/6 * (7/9 - 4/7)))
[98878] ['5/8', '2/3', '1', '9/8', '7/2'] -> ((1 + 7/2) / (9/8 - (5/8 / 2/3)))
[98879] ['1/5', '3/5', '6/7', '9/4', '7'] -> (6/7 / (((9/4 - 3/5) / 7) - 1/5))
[98880] ['5/8', '7/9', '7/9', '6/7', '3'] -> ((3 + (7/9 * 6/7)) / (7/9 - 5/8))
[98881] ['4/7', '4/3', '7/5', '5/2', '4'] -> (4 / ((7/5 * (4/7 + 4/3)) - 5/2))
[98882] ['3/7', '8/9', '9/7', '3', '9/2'] -> ((8/9 * 9/2) * (3 + (9/7 / 3/7)))
[98883] ['2/9', '1/4', '2/7', '2/5', '8'] -> (8 / ((2/9 + 2/5) * 1/4) + 2/7))
[98884] ['2/7', '2/5', '2/5', '5/6', '7'] -> (2/5 / ((5/6 / (2/7 * 7)) - 2/5))
[98885] ['1/9', '6/7', '7/6', '3/2', '7'] -> (3/2 * (7 + ((7/6 * 6/7) / 1/9)))
[98886] ['2/9', '5/7', '5/6', '8/3', '4'] -> (((8/3 + (4 / 5/6)) * 5/7) / 2/9)
[98887] ['1/2', '6/5', '9/7', '9/2', '9'] -> (9/2 * ((9 / (6/5 * 9/7)) - 1/2))
[98888] ['1/8', '1/4', '3/7', '8/9', '6'] -> (((1/4 + (6 / 8/9)) * 3/7) / 1/8)
[98889] ['1/5', '3/5', '7/8', '7/8', '7'] -> (((7 + (7/8 / 7/8)) * 3/5) / 1/5)
[98890] ['4/7', '4/3', '7/5', '4', '9/2'] -> (((4 - (4/3 / 7/5)) * 9/2) / 4/7)
[98891] ['1/5', '4/9', '4/7', '6/7', '9'] -> ((4/7 + ((9 * 4/9) / 1/5)) / 6/7)
[98892] ['1/2', '6/5', '4/3', '4/3', '9'] -> (((9 + (4/3 / 4/3)) * 6/5) / 1/2)
[98893] ['1/3', '4/5', '2', '8/3', '8/3'] -> (((2 + 8/3) + (8/3 / 4/5)) / 1/3)
[98894] ['1/9', '6/7', '7/6', '8/5', '7'] -> ((6/7 * 8/5) * (7 + (7/6 / 1/9)))
[98895] ['1/5', '3/5', '7/8', '8/9', '7'] -> (7 / (7/8 * (3/5 * 8/9)) - 1/5))
[98896] ['5/8', '2/3', '1', '8/7', '3/2'] -> (3/2 / ((5/8 / 2/3) - (1 / 8/7)))
[98897] ['2/9', '1/4', '2/7', '1/2', '8'] -> (8 / (2/9 * (1/2 / 2/7)) - 1/4))
[98898] ['1/8', '1/4', '3/7', '6/5', '6'] -> ((6 / (3/7 - 1/4)) - (6/5 / 1/8))
[98899] ['1/8', '5/7', '4/5', '3/2', '4'] -> ((4 / 5/7) + ((4/5 + 3/2) / 1/8))
[98900] ['2/7', '2/5', '2/5', '7/6', '7'] -> ((7 + (2/5 / 2/5)) / (2/7 * 7/6))
[98901] ['5/8', '2/3', '1', '8/7', '8/5'] -> (8/5 / (1 - (2/3 / (5/8 * 8/7))))
[98902] ['5/8', '7/9', '7/9', '6/5', '3'] -> (3 / (5/8 * (6/5 - (7/9 / 7/9))))
[98903] ['1/8', '5/7', '4/5', '8/5', '4'] -> (((4 / 5/7) - 4/5) / (1/8 * 8/5))
[98904] ['1/8', '6/7', '5/3', '5/2', '3'] -> ((6/7 * (5/3 + 3)) + (5/2 / 1/8))
[98905] ['1/9', '6/7', '7/6', '7/4', '7'] -> (7/4 * ((6/7 / 1/9) + (7 / 7/6)))
[98906] ['1/8', '1/4', '3/7', '7/5', '6'] -> ((3/7 + 6) * (7/5 / (1/8 + 1/4)))
[98907] ['2/9', '5/7', '6/7', '9/8', '4'] -> (((5/7 / 6/7) + (9/8 * 4)) / 2/9)
[98908] ['4/7', '7/9', '7/9', '8/5', '5'] -> ((8/5 * 5) / (7/9 - (4/7 * 7/9)))
[98909] ['3/7', '8/9', '4/3', '5/3', '3'] -> (8/9 / (4/3 - (5/3 / (3/7 * 3))))
[98910] ['4/7', '4/3', '3/2', '9/4', '4'] -> (4 / (4/3 - (3/2 / (4/7 * 9/4))))
[98911] ['2/9', '1/4', '2/7', '5/8', '8'] -> (8 / (2/9 * (5/8 + (1/4 / 2/7))))
[98912] ['2/9', '5/7', '6/7', '7/6', '4'] -> (((7/6 * 4) - 6/7) / (2/9 * 5/7))
[98913] ['1/5', '4/9', '4/7', '7/6', '9'] -> (7/6 * (4/7 + ((9 * 4/9) / 1/5)))
[98914] ['1/8', '5/7', '4/5', '7/4', '4'] -> ((4 - (7/4 * (5/7 * 4/5))) / 1/8)
[98915] ['1/8', '6/7', '5/3', '3', '7/2'] -> ((7/2 / 1/8) - (6/7 * (5/3 + 3)))
[98916] ['1/8', '1/4', '3/7', '5/3', '6'] -> (6 + ((5/3 + (1/4 / 3/7)) / 1/8))
[98917] ['1/9', '6/7', '7/6', '5/2', '7'] -> (6/7 * ((7/6 / 1/9) + (5/2 * 7)))
[98918] ['2/9', '5/7', '6/7', '6/5', '4'] -> (((4 / (5/7 * 6/7)) - 6/5) / 2/9)
[98919] ['1/5', '4/9', '4/7', '6/5', '9'] -> (9 / ((1/5 / (4/7 - 4/9)) - 6/5))
[98920] ['1/8', '5/7', '4/5', '9/5', '4'] -> (((4 / 5/7) - (4/5 + 9/5)) / 1/8)
[98921] ['4/7', '4/3', '8/5', '8/5', '4'] -> (8/5 / (4 - (8/5 + (4/3 / 4/7))))
[98922] ['2/9', '1/4', '2/7', '3/4', '8'] -> (8 / ((3/4 * (2/9 / 2/7)) - 1/4))
[98923] ['1/8', '6/7', '7/4', '9/5', '3'] -> (9/5 * ((7/4 / (1/8 * 6/7)) - 3))
[98924] ['3/7', '8/9', '4/3', '7/3', '3'] -> (8/9 / (7/3 * (4/3 / 3)) - 3/7))
[98925] ['4/7', '4/3', '8/5', '7/4', '4'] -> (4 / ((4/7 * 7/4) - (4/3 / 8/5)))
[98926] ['5/8', '7/9', '7/9', '9/5', '3'] -> (3 / ((5/8 * 9/5) - (7/9 / 7/9)))
[98927] ['1/8', '6/7', '7/4', '7/3', '3'] -> (3 / ((6/7 * 7/3) - (1/8 + 7/4)))
[98928] ['1/8', '5/7', '4/5', '7/3', '4'] -> (4 / ((1/8 * 5/7) * 4/5) * 7/3))
[98929] ['1/5', '3/5', '8/9', '6/5', '7'] -> (((6/5 + (3/5 * 7)) * 8/9) / 1/5)
[98930] ['1/3', '5/6', '5/6', '4/3', '2'] -> (2 / ((5/6 * (4/3 - 5/6)) - 1/3))
[98931] ['1/5', '4/9', '4/7', '4/3', '9'] -> (4/7 * ((9 / 1/5) - (4/3 / 4/9)))
[98932] ['2/9', '5/7', '6/7', '7/4', '4'] -> (7/4 * (6/7 + ((4 * 5/7) / 2/9)))
[98933] ['1/8', '6/7', '7/4', '8/3', '3'] -> (8/3 * (((7/4 * 6/7) / 1/8) - 3))
[98934] ['3/7', '8/9', '4/3', '8/3', '3'] -> ((((8/3 * 3) * 4/3) / 3/7) - 8/9)
[98935] ['1/2', '6/5', '7/4', '7/4', '9'] -> (((9 + (7/4 / 7/4)) * 6/5) / 1/2)
[98936] ['4/7', '4/3', '8/5', '7/3', '4'] -> (8/5 * (((4 * 7/3) / 4/7) - 4/3))
[98937] ['4/7', '7/9', '7/9', '8/3', '5'] -> (((4/7 + (5 / 7/9)) * 8/3) / 7/9)
[98938] ['2/9', '5/7', '6/7', '9/5', '4'] -> (6/7 + (((9/5 * 4) * 5/7) / 2/9))
[98939] ['1/8', '5/7', '4/5', '5/2', '4'] -> ((((4 / 5/7) - 5/2) / 1/8) - 4/5)
[98940] ['5/8', '2/3', '1', '7/6', '6/5'] -> (1 / (7/6 - (6/5 * (5/8 / 2/3))))
[98941] ['2/9', '1/4', '2/7', '9/8', '8'] -> ((8 / (2/7 * 9/8)) - (2/9 / 1/4))
[98942] ['4/7', '7/9', '7/9', '7/2', '5'] -> (7/2 * (((7/9 + 5) / 7/9) - 4/7))
[98943] ['5/8', '2/3', '1', '7/6', '5/4'] -> (1 / ((5/8 - 2/3) - (7/6 - 5/4)))
[98944] ['1/2', '6/5', '7/4', '7/3', '9'] -> (9 / (7/3 - (1/2 + (7/4 / 6/5))))
[98945] ['2/7', '2/5', '2/5', '8/3', '7'] -> ((2/7 + (2/5 / 2/5)) * (8/3 * 7))
[98946] ['1/8', '5/7', '4/5', '7/2', '4'] -> (4 * ((7/2 / (5/7 * 4/5)) - 1/8))
[98947] ['1/5', '3/5', '8/9', '3/2', '7'] -> ((7 - 3/5) / (3/2 * (1/5 * 8/9)))
[98948] ['2/9', '1/4', '2/7', '7/6', '8'] -> (8 / (2/7 + ((2/9 * 1/4) / 7/6)))
[98949] ['4/7', '7/9', '7/9', '9/2', '5'] -> (9/2 * ((7/9 + 5) - (4/7 * 7/9)))
[98950] ['1/2', '6/5', '7/4', '8/3', '9'] -> (((6/5 * 7/4) * (8/3 + 9)) - 1/2)
[98951] ['5/8', '2/3', '1', '7/6', '7/5'] -> ((1 + 7/5) / (7/6 - (2/3 / 5/8)))
[98952] ['1/5', '3/5', '8/9', '8/5', '7'] -> (3/5 / (8/5 - (7 * (1/5 / 8/9))))
[98953] ['5/8', '7/9', '7/9', '3', '9/2'] -> (7/9 / (7/9 * (3 / 9/2)) - 5/8))
