[319141] ['4/9', '7/9', '4/3', '7/5', '9'] -> (4/3 + 4/9 / 7/9) * 7/5 * 9
[319377] ['7/8', '9/8', '9/8', '7/2', '7'] -> (7 - 9/8 / 9/8) / (7/8 / 7/2)
[319378] ['1/8', '1/5', '3/4', '1', '5/2'] -> 3/4 * 5/2 / (1/5 - 1/8) - 1
[319379] ['1/5', '5/9', '3/5', '3/5', '3'] -> (3 + 3/5 / (5/9 * 3/5)) / 1/5
[319380] ['4/7', '5/8', '8/7', '9/2', '7'] -> 7 * (9/2 - 5/8 * (4/7 + 8/7))
[319381] ['1/7', '4/5', '2', '9/4', '9/2'] -> 9/2 / (1/7 * (2 - 4/5)) - 9/4
[319382] ['1/3', '2/5', '4/9', '7/9', '5'] -> 2/5 / (7/9 / (4/9 * 5) - 1/3)
[319383] ['1/8', '2/7', '8/5', '5/3', '8'] -> 8 / (2/7 * (1/8 + 5/3 / 8/5))
[319384] ['1/5', '5/9', '3/5', '5/8', '3'] -> 3 / (5/9 * (5/8 + 1/5 - 3/5))
[319385] ['7/9', '6/7', '1', '5/4', '5/2'] -> 6/7 / (1 / 7/9 + 5/4 - 5/2)
[319386] ['1/6', '1/6', '1/5', '7/5', '8'] -> 1/5 * 8 / (1/6 * 7/5 - 1/6)
[319387] ['1/7', '4/5', '2', '7/3', '7/3'] -> 2 / 1/7 / (7/3 / 4/5 - 7/3)
[319388] ['7/8', '9/8', '8/7', '6/5', '7'] -> 7 / (9/8 - 7/8 * 8/7 / 6/5)
[319389] ['4/7', '5/8', '7/6', '7/6', '7'] -> (7 - 4/7) / (5/8 / (7/6 + 7/6))
[319390] ['1/3', '2/5', '4/9', '5/6', '5'] -> 2/5 * 5 / (5/6 - 1/3 / 4/9)
[319391] ['1/6', '1/6', '1/5', '3/2', '8'] -> 3/2 / (1/6 - 1/6 / 1/5 / 8)
[319392] ['7/8', '9/8', '8/7', '4/3', '7'] -> 8/7 / 4/3 * 7 / (9/8 - 7/8)
[319393] ['7/9', '6/7', '1', '5/4', '7/2'] -> (5/4 + 7/2 / 6/7) / (1 - 7/9)
[319394] ['4/7', '5/8', '7/6', '5/4', '7'] -> 7 / (7/6 - 5/8 / (4/7 * 5/4))
[319395] ['1/8', '1/5', '7/9', '5/6', '1'] -> 1/5 / 1/8 / (1 - 7/9 / 5/6)
[319396] ['1/3', '2/5', '4/9', '7/8', '5'] -> 1/3 / (5 * 2/5 * 4/9 - 7/8)
[319397] ['3/8', '3/8', '5/9', '7/5', '9'] -> 3/8 + (3/8 + 9) / (5/9 / 7/5)
[319398] ['1/8', '2/7', '8/5', '5/2', '8'] -> 8/5 / 1/8 + 8 / (2/7 * 5/2)
[319399] ['1/7', '4/5', '2', '7/3', '7/2'] -> 2 / 1/7 / (7/2 - 7/3 / 4/5)
[319400] ['1/5', '5/9', '3/5', '5/6', '3'] -> (1/5 + 3 / 5/9) / (5/6 - 3/5)
[319401] ['1/3', '3/7', '1', '9/5', '7/3'] -> (7/3 / 3/7 - 1) / (1/3 / 9/5)
[319402] ['4/9', '4/9', '5/6', '4/3', '5'] -> (4/9 + 4/3) * 5 / (4/9 * 5/6)
[319403] ['4/9', '4/5', '5/6', '7/6', '9'] -> 9 * (7/6 + 5/6 / (4/9 / 4/5))
[319404] ['1/7', '4/5', '2', '7/3', '9/2'] -> (9/2 - 2 / (4/5 * 7/3)) / 1/7
[319405] ['1/3', '3/7', '1', '9/5', '5/2'] -> (9/5 / 3/7 - 1) / (1/3 / 5/2)
[319406] ['1/6', '1/6', '2/9', '2/7', '8'] -> 8 / 2/7 / (2/9 / 1/6 - 1/6)
[319407] ['7/9', '6/7', '1', '9/7', '4/3'] -> 6/7 / 9/7 / (7/9 - 1 / 4/3)
[319408] ['7/8', '9/8', '8/7', '5/2', '7'] -> 7 * (7/8 + 5/2) / (9/8 / 8/7)
[319409] ['1/8', '1/5', '7/9', '1', '9/8'] -> (7/9 / 1/5 - 1 / 9/8) / 1/8
[319410] ['1/6', '1/6', '2/9', '2/5', '8'] -> 8 / (1/6 / 2/9 - 1/6 / 2/5)
[319411] ['1/7', '4/5', '2', '5/2', '8/3'] -> 5/2 * 8/3 * (4/5 / 1/7 - 2)
[319412] ['4/7', '5/8', '7/6', '8/5', '7'] -> 4/7 * 7 / (7/6 - 5/8 * 8/5)
[319413] ['1/8', '1/5', '7/9', '1', '8/7'] -> (1 / 1/5 - 8/7) / (1/8 / 7/9)
[319414] ['4/9', '4/5', '5/6', '7/5', '9'] -> 5/6 * 9 * (7/5 + 4/5 / 4/9)
[319415] ['3/8', '3/8', '4/7', '5/8', '9'] -> (9 / 4/7 - (3/8 + 3/8)) / 5/8
[319416] ['4/7', '5/8', '7/6', '5/3', '7'] -> 7 / (4/7 * 7/6 - 5/8 / 5/3)
[319417] ['1/8', '1/5', '7/9', '1', '7/6'] -> 1 / (7/9 / 7/6 - 1/8 / 1/5)
[319418] ['7/8', '9/8', '7/6', '5/4', '7'] -> 7 / 7/8 / (7/6 * 5/4 - 9/8)
[319419] ['1/3', '2/5', '4/9', '3/2', '5'] -> (5 / 2/5 - (1/3 + 3/2)) / 4/9
[319420] ['1/5', '5/9', '3/5', '6/5', '3'] -> (3/5 - 6/5 + 3 / 5/9) / 1/5
[319421] ['4/9', '4/9', '5/6', '7/3', '5'] -> 4/9 / 5/6 / (7/3 / 5 - 4/9)
[319422] ['1/8', '1/5', '7/9', '1', '6/5'] -> 1/5 / 1/8 / (1 - 7/9 * 6/5)
[319423] ['7/8', '9/8', '7/6', '9/7', '7'] -> 9/7 * 7 / (9/8 - 7/8 / 7/6)
[319424] ['1/5', '5/9', '3/5', '5/4', '3'] -> (3/5 + 3 / 5/9) / (1/5 * 5/4)
[319425] ['4/7', '5/8', '7/6', '9/4', '7'] -> (7/6 + 4/7 * 5/8) * 9/4 * 7
[319426] ['7/9', '6/7', '1', '9/7', '9/4'] -> 6/7 / (9/7 * (7/9 + 1) - 9/4)
[319427] ['1/7', '4/5', '2', '7/2', '7/2'] -> 4/5 * (2 + 7/2 + 7/2 / 1/7)
[319428] ['1/6', '1/6', '2/9', '7/8', '8'] -> (1/6 + 8) / (7/8 * (1/6 + 2/9))
[319429] ['1/5', '5/9', '3/5', '9/7', '3'] -> (3/5 + 3 / (5/9 * 9/7)) / 1/5
[319430] ['7/8', '9/8', '7/6', '7/5', '7'] -> 7 / 7/5 / (7/6 / 7/8 - 9/8)
[319431] ['1/6', '1/6', '2/9', '8/7', '8'] -> (1/6 + 8) * 8/7 / (1/6 + 2/9)
[319432] ['4/7', '4/7', '4/7', '7/6', '2'] -> 4/7 / 4/7 / (7/6 / 4/7 - 2)
[319433] ['7/8', '9/8', '7/6', '5/3', '7'] -> 7 * (7/8 + 9/8 + 5/3 / 7/6)
[319434] ['1/8', '2/7', '5/3', '7/2', '8'] -> 8 / (1/8 * (5/3 + 2/7 * 7/2))
[319435] ['1/3', '2/5', '4/9', '7/2', '5'] -> (7/2 + 5 * 2/5 / 4/9) / 1/3
[319436] ['1/7', '5/6', '5/6', '7/8', '2'] -> (2 + 5/6 / 5/6) / (1/7 * 7/8)
[319437] ['4/7', '4/7', '4/7', '5/4', '2'] -> (4/7 + 2) / (5/4 - (4/7 + 4/7))
[319438] ['1/3', '3/7', '1', '5/2', '5/2'] -> (5/2 + 5/2 / 3/7) / 1/3 - 1
[319439] ['3/8', '3/8', '4/7', '9/8', '9'] -> 3/8 + (3/8 + 9/8) / (4/7 / 9)
[319440] ['4/9', '4/9', '6/7', '9/8', '5'] -> 5 / (4/9 * 4/9) - 9/8 / 6/7
[319441] ['1/3', '2/5', '1/2', '4/7', '5'] -> 2/5 * 5 / (1/3 / 4/7 - 1/2)
[319442] ['1/8', '1/5', '7/9', '1', '9/5'] -> (9/5 * (7/9 + 1) - 1/5) / 1/8
[319443] ['7/9', '6/7', '1', '4/3', '7/5'] -> 4/3 / (1 / (6/7 * 7/5) - 7/9)
[319444] ['1/8', '2/7', '7/4', '7/3', '8'] -> 7/3 * (7/4 / 1/8 - 2/7) - 8
[319445] ['4/7', '5/8', '6/5', '9/7', '7'] -> 9/7 * 7 / (4/7 * 5/8) - 6/5
[319446] ['7/9', '6/7', '1', '4/3', '3/2'] -> 4/3 / (3/2 - 7/9 * (6/7 + 1))
[319447] ['1/7', '5/6', '5/6', '7/6', '2'] -> (2 + (5/6 + 5/6) / 7/6) / 1/7
[319448] ['1/8', '1/5', '7/9', '1', '9/4'] -> (7/9 + 1 / (1/5 * 9/4)) / 1/8
[319449] ['4/9', '4/5', '6/7', '9/7', '9'] -> (6/7 + 9/7) * 9 * (4/9 + 4/5)
[319450] ['1/8', '1/5', '7/9', '1', '7/3'] -> 1 / 1/5 / (7/9 / 7/3 - 1/8)
[319451] ['1/5', '5/9', '5/8', '7/9', '3'] -> (5/9 + 3 + 7/9 / 5/8) / 1/5
[319452] ['1/6', '1/6', '1/4', '5/7', '8'] -> (1/6 + 5/7 * (1/6 + 8)) / 1/4
[319453] ['1/7', '5/6', '5/6', '9/7', '2'] -> 5/6 / 5/6 + (9/7 + 2) / 1/7
[319454] ['3/8', '3/8', '4/7', '8/5', '9'] -> 8/5 * (9 / 4/7 - (3/8 + 3/8))
[319455] ['7/8', '9/8', '6/5', '7/4', '7'] -> 7 / 7/8 / (7/4 / 6/5 - 9/8)
[319456] ['1/5', '5/9', '5/8', '4/5', '3'] -> 3 / (5/8 / 5/9 - (1/5 + 4/5))
[319457] ['1/6', '1/6', '1/4', '4/5', '8'] -> 4/5 / 1/6 + 8 / (1/6 + 1/4)
[319458] ['4/7', '4/7', '4/7', '2', '7/3'] -> 4/7 / (7/3 / 2 - (4/7 + 4/7))
[319459] ['4/7', '5/8', '6/5', '5/3', '7'] -> (5/3 + 4/7 / 6/5) / (5/8 / 7)
[319460] ['7/9', '6/7', '1', '4/3', '7/3'] -> 7/3 / (1 / (6/7 * 4/3) - 7/9)
[319461] ['1/3', '2/5', '1/2', '7/6', '5'] -> 1/2 + (2/5 + 7/6) / (1/3 / 5)
[319462] ['1/7', '5/6', '5/6', '7/5', '2'] -> (5/6 / 7/5 + 5/6 + 2) / 1/7
[319463] ['1/6', '1/6', '1/4', '8/9', '8'] -> 1/6 * 8 / (1/4 * 8/9 - 1/6)
[319464] ['4/7', '5/8', '6/5', '7/4', '7'] -> 7 * (7/4 / 5/8 - (4/7 - 6/5))
[319465] ['1/8', '1/5', '4/5', '6/7', '1'] -> 1/5 / 1/8 / (1 - 4/5 / 6/7)
[319466] ['7/8', '9/8', '6/5', '5/2', '7'] -> (5/2 + 7) / (9/8 - 7/8 / 6/5)
[319467] ['1/6', '1/6', '1/4', '8/7', '8'] -> (8 / 8/7 - 1/6 / 1/6) / 1/4
[319468] ['1/8', '2/7', '9/5', '9/2', '8'] -> (8 + 9/2 / 9/5) / (1/8 / 2/7)
[319469] ['1/8', '1/5', '4/5', '8/9', '1'] -> (4/5 / 1/8 - 1) / (1/5 / 8/9)
[319470] ['4/7', '4/7', '3/5', '3/5', '2'] -> 2 * 4/7 * 3/5 / (3/5 - 4/7)
[319471] ['1/6', '1/6', '1/4', '7/5', '8'] -> (1/6 + (1/6 + 8) / 7/5) / 1/4
[319472] ['7/8', '9/8', '6/5', '7/2', '7'] -> 6/5 * 7/2 * (7 - 9/8 / 7/8)
[319473] ['1/7', '5/6', '5/6', '9/5', '2'] -> (5/6 + 5/6 / 1/7) * 9/5 * 2
[319474] ['4/7', '5/8', '6/5', '5/2', '7'] -> 6/5 * 7 * (5/2 + 4/7 * 5/8)
[319475] ['7/9', '6/7', '1', '7/5', '8/5'] -> 8/5 / (1 - 7/5 * 7/9 * 6/7)
[319476] ['1/7', '5/6', '5/6', '2', '9/4'] -> 2 / 1/7 / (9/4 - (5/6 + 5/6))
[319477] ['1/6', '1/6', '1/4', '9/5', '8'] -> (1/6 + 1/4 / 1/6) * 9/5 * 8
[319478] ['4/7', '5/8', '6/5', '8/3', '7'] -> 7 * (8/3 + 4/7 / 5/8 / 6/5)
[319479] ['4/9', '4/5', '6/7', '5/2', '9'] -> 6/7 * 5/2 * 9 * (4/9 + 4/5)
[319480] ['1/8', '2/7', '9/4', '9/2', '8'] -> 8 / 2/7 - 9/4 / (1/8 * 9/2)
[319481] ['4/7', '4/7', '3/5', '5/7', '2'] -> 4/7 / (5/7 / (3/5 * 2) - 4/7)
[319482] ['1/5', '5/9', '5/8', '6/5', '3'] -> 3 / (1/5 - 6/5 + 5/8 / 5/9)
[319483] ['7/9', '6/7', '1', '7/5', '5/3'] -> (1 + 5/3) / (7/5 * (6/7 - 7/9))
[319484] ['1/8', '2/7', '7/3', '5/2', '8'] -> (7/3 + 2/7 * 5/2) * (8 - 1/8)
[319485] ['4/7', '5/8', '6/5', '7/2', '7'] -> (7/2 + 7 / 4/7) / 5/8 - 6/5
[319486] ['7/9', '6/7', '1', '7/5', '7/4'] -> 6/7 / (1 / 7/9 - 7/4 / 7/5)
[319487] ['1/7', '5/6', '5/6', '2', '5/2'] -> 2 + (5/6 + 5/2 / 1/7) / 5/6
[319488] ['4/9', '4/9', '6/7', '5/2', '5'] -> 4/9 / (4/9 / 6/7 - 5/2 / 5)
[319489] ['1/8', '1/5', '5/6', '6/7', '1'] -> (5/6 / 1/5 - 1 / 6/7) / 1/8
[319490] ['4/9', '4/5', '6/7', '7/2', '9'] -> 7/2 / (4/5 / 6/7) + 9 / 4/9
[319491] ['1/6', '1/6', '2/7', '4/9', '8'] -> 8 / (4/9 * (1/6 + 1/6 / 2/7))
[319492] ['1/8', '2/7', '7/3', '9/2', '8'] -> 9/2 / 1/8 - 8 / (2/7 * 7/3)
[319493] ['1/7', '5/6', '5/6', '2', '7/2'] -> 7/2 / 1/7 - 5/6 / 5/6 / 2
[319494] ['4/7', '5/8', '5/4', '5/4', '7'] -> 7 * ((5/4 + 5/4) / 5/8 - 4/7)
[319495] ['1/8', '1/5', '5/6', '7/8', '1'] -> 1 / 5/6 / (1/5 * 7/8 - 1/8)
[319496] ['4/9', '4/9', '6/7', '7/2', '5'] -> 7/2 * (4/9 / 4/9 + 6/7 + 5)
[319497] ['1/3', '2/5', '5/9', '8/9', '5'] -> 5 / (1/3 / 2/5 - 5/9 / 8/9)
[319498] ['1/7', '5/6', '5/6', '2', '9/2'] -> (9/2 - 5/6) / 1/7 - 5/6 * 2
[319499] ['1/3', '4/9', '4/9', '1', '3/2'] -> 4/9 / 1/3 / (3/2 - (4/9 + 1))
[319500] ['1/8', '2/7', '5/2', '8/3', '8'] -> 5/2 / (1/8 / 2/7 - 8/3 / 8)
[319501] ['4/9', '4/9', '6/7', '9/2', '5'] -> 4/9 / (4/9 / 6/7 + 9/2 - 5)
[319502] ['1/3', '4/9', '4/9', '1', '8/5'] -> 1 / ((1/3 + 4/9) / 8/5 - 4/9)
[319503] ['1/7', '5/6', '6/7', '9/8', '2'] -> (1/7 + 6/7) / (2 - (5/6 + 9/8))
[319504] ['3/8', '3/8', '3/5', '5/4', '9'] -> (3/8 + 5/4) / (3/5 / 9) - 3/8
[319505] ['1/8', '2/7', '5/2', '9/2', '8'] -> 8 + (5/2 + 9/2) / (1/8 / 2/7)
[319506] ['1/8', '1/5', '5/6', '1', '8/7'] -> 1 / 5/6 / (1/5 / 8/7 - 1/8)
[319507] ['1/5', '5/9', '5/8', '9/4', '3'] -> 3 / 1/5 / (5/9 * 9/4 - 5/8)
[319508] ['1/6', '1/6', '2/7', '4/5', '8'] -> 8 / 4/5 / (1/6 / 2/7 - 1/6)
[319509] ['4/9', '4/9', '7/8', '9/8', '5'] -> (5 + 4/9 / 4/9) / (9/8 - 7/8)
[319510] ['1/6', '1/6', '2/7', '7/8', '8'] -> (8 - 1/6 / 1/6 / 7/8) / 2/7
[319511] ['4/7', '5/8', '5/4', '7/4', '7'] -> (7 * (4/7 + 7/4) - 5/4) / 5/8
[319512] ['7/9', '6/7', '1', '3/2', '3/2'] -> (3/2 + 3/2 / 7/9) / (1 - 6/7)
[319513] ['1/8', '2/7', '8/3', '9/2', '8'] -> (9/2 / 1/8 + 8 / 2/7) / 8/3
[319514] ['1/6', '1/6', '2/7', '8/9', '8'] -> 8/9 * (8 / 2/7 - 1/6 / 1/6)
[319515] ['1/3', '4/9', '4/9', '1', '5/2'] -> 4/9 / (1 - 1/3 * (4/9 + 5/2))
[319516] ['1/3', '2/5', '5/9', '7/4', '5'] -> 2/5 * 5 / (7/4 - 5/9 / 1/3)
[319517] ['7/8', '9/8', '9/7', '9/5', '7'] -> (9/7 + 9/5) * (7 + 7/8 / 9/8)
[319518] ['1/8', '1/5', '5/6', '1', '8/5'] -> (1/5 + 8/5 + 1 / 5/6) / 1/8
[319519] ['1/7', '5/6', '6/7', '8/5', '2'] -> (8/5 + 2 / 5/6) / (1/7 / 6/7)
[319520] ['3/8', '3/8', '3/5', '7/2', '9'] -> (3/5 + 9) * (7/2 - 3/8 / 3/8)
[319521] ['4/7', '4/7', '3/5', '4/3', '2'] -> 4/3 * (4/7 / (3/5 - 4/7) - 2)
[319522] ['1/6', '1/6', '2/7', '9/8', '8'] -> (8 / 2/7 - 1/6 / 1/6) / 9/8
[319523] ['1/5', '5/9', '5/8', '3', '9/2'] -> 3 / (5/8 - 9/2 * 1/5 * 5/9)
[319524] ['4/7', '5/8', '5/4', '9/5', '7'] -> 5/4 + (9/5 + 7 / 5/8) / 4/7
[319525] ['1/3', '4/9', '4/9', '1', '7/2'] -> 4/9 / (1/3 * (7/2 - 4/9) - 1)
[319526] ['4/7', '5/8', '5/4', '9/4', '7'] -> (9/4 + 7 * (4/7 + 5/4)) / 5/8
[319527] ['1/6', '1/6', '2/7', '5/4', '8'] -> 5/4 * 8 / (1/6 / 2/7 - 1/6)
[319528] ['1/3', '2/5', '5/9', '7/2', '5'] -> (7/2 - 1/3 / 2/5) / (5/9 / 5)
[319529] ['7/8', '9/8', '9/7', '7/2', '7'] -> 7/2 * (7 / 7/8 - 9/7 / 9/8)
[319530] ['4/9', '4/9', '7/8', '9/7', '5'] -> 5 / (4/9 + 4/9 - 7/8 / 9/7)
[319531] ['1/6', '1/6', '2/7', '4/3', '8'] -> 8 / 2/7 - 4/3 / (1/6 + 1/6)
[319532] ['1/7', '5/6', '6/7', '2', '7/2'] -> (5/6 + 7/2) / (1/7 / 6/7) - 2
[319533] ['4/9', '4/9', '7/8', '4/3', '5'] -> 5 / (7/8 - (4/9 + 4/9) / 4/3)
[319534] ['4/7', '4/7', '3/5', '5/3', '2'] -> 2 * 4/7 / 5/3 / (3/5 - 4/7)
[319535] ['7/8', '9/8', '4/3', '7/5', '7'] -> 7 / (9/8 - 7/8 * 4/3 / 7/5)
[319536] ['1/8', '1/3', '1/3', '3/5', '8'] -> (1/3 + 8) * 3/5 / (1/3 - 1/8)
[319537] ['4/9', '4/5', '7/8', '5/3', '9'] -> (9 + 4/5 * 5/3) / (7/8 - 4/9)
[319538] ['3/8', '3/8', '5/8', '5/6', '9'] -> 5/8 + 9 * (3/8 + 5/6 / 3/8)
[319539] ['1/6', '1/6', '2/7', '5/3', '8'] -> (5/3 + 2/7 * (1/6 + 8)) / 1/6
[319540] ['4/7', '4/7', '3/5', '7/4', '2'] -> 2 / (7/4 - 4/7 / 4/7 / 3/5)
[319541] ['7/8', '9/8', '4/3', '8/5', '7'] -> 7 / (7/8 * 8/5) / (4/3 - 9/8)
[319542] ['1/7', '5/6', '7/8', '9/8', '2'] -> 2 / 1/7 / (5/6 + 7/8 - 9/8)
[319543] ['1/5', '5/9', '2/3', '8/9', '3'] -> 8/9 / (5/9 * (2/3 - 1/5 * 3))
[319544] ['4/9', '4/5', '7/8', '9/5', '9'] -> (4/5 + 9 * (4/9 + 9/5)) / 7/8
[319545] ['1/3', '4/9', '1/2', '4/5', '1'] -> (1/3 + 1) / (4/9 / 4/5 - 1/2)
[319546] ['1/8', '1/3', '1/3', '6/7', '8'] -> (8 / 6/7 - 1/3) / (1/8 / 1/3)
[319547] ['4/9', '4/5', '7/8', '9/4', '9'] -> 9 / (9/4 * 4/9 / 4/5 - 7/8)
[319548] ['1/7', '5/6', '7/8', '6/5', '2'] -> (2 + 5/6 * 6/5) / (1/7 * 7/8)
[319549] ['1/8', '1/5', '6/7', '1', '8/7'] -> (1 / 1/5 - (6/7 + 8/7)) / 1/8
[319550] ['1/7', '5/6', '7/8', '5/4', '2'] -> 2 / (1/7 * 5/6) / (7/8 / 5/4)
[319551] ['1/5', '5/9', '2/3', '5/4', '3'] -> 2/3 / 1/5 / (5/9 - 5/4 / 3)
[319552] ['4/9', '4/5', '7/8', '8/3', '9'] -> (8/3 + 9) / (7/8 * 4/9 / 4/5)
[319553] ['1/3', '2/5', '4/7', '6/7', '5'] -> (6/7 + 5 / (2/5 / 4/7)) / 1/3
[319554] ['3/8', '3/8', '5/8', '9/5', '9'] -> 9 / (5/8 * 9/5 - (3/8 + 3/8))
[319555] ['1/7', '5/6', '7/8', '8/5', '2'] -> (8/5 + 2) / (7/8 * 1/7 / 5/6)
[319556] ['4/9', '4/9', '7/8', '7/2', '5'] -> (5 + 4/9 / 4/9) / (7/8 / 7/2)
[319557] ['1/5', '5/9', '2/3', '7/5', '3'] -> (3 + (2/3 + 7/5) / 1/5) / 5/9
[319558] ['4/7', '5/8', '9/7', '5/2', '7'] -> 7 * (9/7 + 5/2 - 4/7 * 5/8)
[319559] ['4/9', '4/9', '7/8', '9/2', '5'] -> 5 * (9/2 + 4/9 * 7/8) - 4/9
[319560] ['7/8', '9/8', '7/5', '7/4', '7'] -> 7 * (7/8 + 7/4 + 9/8 / 7/5)
[319561] ['1/8', '1/3', '1/3', '9/5', '8'] -> 9/5 * (8 + (1/3 + 1/3) / 1/8)
[319562] ['4/9', '4/5', '8/9', '9/8', '9'] -> 9 / (9/8 * (8/9 - 4/9 / 4/5))
[319563] ['1/8', '1/5', '6/7', '1', '3/2'] -> (1 / 1/5 - 3/2) / (1/8 / 6/7)
[319564] ['4/7', '4/7', '5/8', '3/4', '2'] -> (2 + 4/7 / 4/7) / (3/4 - 5/8)
[319565] ['3/8', '3/8', '5/8', '7/2', '9'] -> 9 * (7/2 - 5/8 / (3/8 + 3/8))
[319566] ['1/7', '5/6', '7/8', '9/5', '2'] -> 2 / (1/7 / 5/6) / (7/8 / 9/5)
[319567] ['1/8', '1/3', '1/3', '9/4', '8'] -> 1/3 / (1/8 / 9/4 - 1/3 / 8)
[319568] ['1/6', '1/6', '3/8', '4/7', '8'] -> 3/8 * 8 / (1/6 / 4/7 - 1/6)
[319569] ['7/8', '9/8', '7/5', '9/5', '7'] -> (7/5 + 9/5 / 9/8) / (7/8 / 7)
[319570] ['1/3', '4/9', '1/2', '1', '9/5'] -> 4/9 / 1/3 / (1 / 9/5 - 1/2)
[319571] ['1/3', '2/5', '4/7', '7/6', '5'] -> (5 / (7/6 - 4/7) - 2/5) / 1/3
[319572] ['1/7', '5/6', '7/8', '2', '9/4'] -> (2 + 9/4 / (1/7 * 7/8)) / 5/6
[319573] ['4/7', '5/8', '4/3', '4/3', '7'] -> (7 / (4/7 / 4/3) - 4/3) / 5/8
[319574] ['1/5', '5/9', '2/3', '5/2', '3'] -> (3 / 1/5 - 2/3 * 5/2) / 5/9
[319575] ['1/3', '2/5', '4/7', '5/4', '5'] -> 5 / (1/3 / 2/5 / 4/7 - 5/4)
[319576] ['4/9', '4/9', '8/9', '7/6', '5'] -> 5 / (4/9 * 4/9) - 7/6 / 8/9
[319577] ['4/7', '5/8', '4/3', '7/5', '7'] -> (4/7 + 4/3) * (7/5 + 7 / 5/8)
[319578] ['1/6', '1/6', '3/8', '7/9', '8'] -> (8 - 1/6 / 1/6) / (3/8 * 7/9)
[319579] ['1/5', '5/9', '5/7', '5/7', '3'] -> (3 + 5/7 / (5/9 * 5/7)) / 1/5
[319580] ['1/3', '2/5', '4/7', '9/7', '5'] -> (9/7 + 5) / (1/3 / 2/5 - 4/7)
[319581] ['7/8', '9/8', '7/5', '5/2', '7'] -> 7/8 + 7 * (5/2 + 9/8 / 7/5)
[319582] ['1/3', '4/9', '5/9', '5/9', '1'] -> (1 + 5/9 / 1/3) / (5/9 - 4/9)
[319583] ['1/7', '5/6', '7/8', '2', '8/3'] -> (8/3 - 5/6 / 7/8) / (1/7 / 2)
[319584] ['1/6', '1/6', '3/8', '6/7', '8'] -> (8 / 6/7 - (1/6 + 1/6)) / 3/8
[319585] ['4/7', '5/8', '4/3', '3/2', '7'] -> (4/3 + 3/2 / 5/8) * (7 - 4/7)
[319586] ['4/7', '4/7', '5/8', '8/9', '2'] -> 2 * 4/7 / 8/9 / (5/8 - 4/7)
[319587] ['1/7', '5/6', '7/8', '2', '9/2'] -> (9/2 - 2) / (7/8 * 1/7 * 5/6)
[319588] ['1/6', '1/6', '3/8', '8/7', '8'] -> 8/7 * (8 / 3/8 - (1/6 + 1/6))
[319589] ['4/7', '4/7', '5/8', '9/8', '2'] -> 2 * 4/7 * 9/8 / (5/8 - 4/7)
[319590] ['1/6', '1/6', '3/8', '6/5', '8'] -> 8 / 6/5 / (1/6 / 3/8 - 1/6)
[319591] ['4/9', '4/5', '8/9', '7/2', '9'] -> 9 * (4/9 * 7/2 + 8/9 / 4/5)
[319592] ['1/3', '2/5', '4/7', '3/2', '5'] -> (3/2 + 5 / 2/5) / (1/3 / 4/7)
[319593] ['1/3', '4/9', '5/9', '2/3', '1'] -> 2/3 / (4/9 - 5/9 / (1/3 + 1))
[319594] ['1/6', '1/6', '3/8', '9/7', '8'] -> (8 - 1/6 / 1/6) / (3/8 / 9/7)
[319595] ['1/3', '4/9', '5/9', '5/7', '1'] -> 5/9 / (1/3 / 5/7 - 4/9) - 1
[319596] ['4/9', '4/9', '8/9', '3/2', '5'] -> 3/2 + 8/9 * 5 / (4/9 * 4/9)
[319597] ['4/7', '4/7', '5/8', '7/6', '2'] -> 4/7 / 4/7 / (5/8 - 7/6 / 2)
[319598] ['1/3', '2/5', '4/7', '5/3', '5'] -> 5 / (5/3 - 1/3 / 2/5 / 4/7)
[319599] ['4/7', '5/8', '4/3', '7/3', '7'] -> ((7/3 + 7) / 4/7 - 4/3) / 5/8
[319600] ['4/9', '4/9', '8/9', '8/5', '5'] -> 5 * (4/9 + 8/9) / (4/9 / 8/5)
[319601] ['1/3', '4/9', '5/9', '5/6', '1'] -> 4/9 / (1/3 * 5/9 + 5/6 - 1)
[319602] ['4/9', '4/5', '9/8', '5/4', '9'] -> 9 / (5/4 * (4/5 - 4/9 * 9/8))
[319603] ['1/3', '2/5', '4/7', '9/5', '5'] -> (9/5 + 5 / 1/3) / (2/5 / 4/7)
[319604] ['4/7', '5/8', '4/3', '5/2', '7'] -> (4/7 + 5/2 / 5/8) / (4/3 / 7)
[319605] ['7/9', '6/7', '1', '7/4', '9/5'] -> 7/9 * 6/7 / (1 - 7/4 / 9/5)
[319606] ['1/6', '1/6', '3/8', '9/5', '8'] -> (8 / 9/5 - 1/6 / 3/8) / 1/6
[319607] ['1/8', '1/5', '7/8', '8/9', '1'] -> (7/8 / 1/5 - 1) / (1/8 / 8/9)
[319608] ['1/3', '4/9', '5/9', '6/7', '1'] -> 4/9 / (1 - (1/3 + 5/9 / 6/7))
[319609] ['1/8', '1/3', '2/5', '4/9', '8'] -> 1/3 / (4/9 / (2/5 * 8) - 1/8)
[319610] ['4/9', '4/9', '8/9', '9/5', '5'] -> 5 * (9/5 + (4/9 + 8/9) / 4/9)
[319611] ['1/5', '5/9', '5/7', '7/6', '3'] -> 7/6 / (1/5 * 5/9) * (3 - 5/7)
[319612] ['4/9', '4/5', '9/8', '4/3', '9'] -> 9 * 4/9 / 4/5 / (4/3 - 9/8)
