[216690] ['1/6', '1/6', '2/7', '3/8', '7'] -> (2/7 + 1/6 / 1/6) * 7 / 3/8
[216926] ['1/7', '3/7', '1', '9/8', '7/2'] -> 1 / (7/2 * 1/7 / 3/7 - 9/8)
[216927] ['1/6', '1/6', '2/5', '4/9', '7'] -> (7 + 4/9 / 1/6) / 2/5 - 1/6
[216928] ['5/6', '6/7', '9/7', '7/2', '8'] -> 6/7 / 9/7 + 8 * 5/6 * 7/2
[216929] ['4/9', '2/3', '2/3', '7/8', '6'] -> (2/3 + 6) / (2/3 - 4/9 * 7/8)
[216930] ['6/7', '9/8', '7/4', '7/2', '9'] -> 9 / (6/7 * (7/2 - 7/4) - 9/8)
[216931] ['1/6', '1/6', '2/5', '5/9', '7'] -> (7 / 2/5 - 1/6) / (1/6 + 5/9)
[216932] ['7/8', '8/9', '7/3', '7/2', '5'] -> 7/3 / (7/8 * (5 - 8/9) - 7/2)
[216933] ['4/9', '2/3', '2/3', '8/7', '6'] -> (2/3 + 6) / (2/3 - 4/9 / 8/7)
[216934] ['5/6', '6/7', '4/3', '7/5', '8'] -> 8 / (4/3 - 7/5 * 5/6 * 6/7)
[216935] ['2/3', '9/8', '3/2', '9/5', '6'] -> 6 / (2/3 - 9/8 / (3/2 * /5)
)[216936] ['5/6', '6/7', '4/3', '3/2', '8'] -> 8 / (6/7 * (3/2 - 5/6 * 4/3))
[216937] ['2/3', '4/5', '6/7', '5/3', '8'] -> 8 / (4/5 - 2/3 / (6/7 * /3)
)[216938] ['7/8', '8/9', '5/2', '5/2', '5'] -> (5/2 / ((8/9 - 7/8) * 5/2) + 5))
[216939] ['1/5', '5/7', '1', '6/5', '8/5'] -> (6/5 + 8/5) * (5/7 + 1) / 1/5
[216940] ['4/9', '2/3', '2/3', '6/5', '6'] -> 4/9 * 6 / (2/3 - 2/3 / 6/5)
[216941] ['1/8', '1/6', '2/5', '1/2', '9'] -> (9 / 2/5) + (1/8 / (1/6 * /2)
)[216942] ['1/7', '3/7', '1', '8/7', '5/4'] -> 8/7 / (3/7 / (1 + 5/4) - 1/7)
[216943] ['1/6', '1/6', '2/5', '5/8', '7'] -> (7 - 1/6 / 1/6) / (2/5 * 5/8)
[216944] ['1/5', '1/5', '2/5', '2', '7/2'] -> (1/5 + 2) / (1/5 * 2/5) - 7/2
[216945] ['1', '6/5', '8/5', '9/4', '5/2'] -> 8/5 / (9/4 / 5/2 - 1 / 6/5)
[216946] ['1/4', '2/7', '6/5', '5/4', '3'] -> 3 + 6/5 * 5/4 / (1/4 * 2/7)
[216947] ['2/3', '4/5', '6/7', '7/4', '8'] -> (8 / 4/5 - 6/7) * 7/4 / 2/3
[216948] ['4/9', '2/3', '2/3', '9/7', '6'] -> (2/3 + 6 / 9/7) / (2/3 - 4/9)
[216949] ['1/8', '1/6', '2/5', '5/9', '9'] -> (2/5 + 9) / (1/6 + 1/8 / 5/9)
[216950] ['3/7', '1/2', '2/3', '8/9', '7'] -> 7 / (2/3 - 3/7 * 8/9) - 1/2
[216951] ['3/8', '7/9', '8/7', '7/4', '6'] -> (7/4 + 6 / 8/7) / (3/8 * 7/9)
[216952] ['1/7', '3/7', '1', '8/7', '7/5'] -> (3/7 + 7/5 * (1 + 8/7)) / 1/7
[216953] ['5/6', '6/7', '4/3', '9/5', '8'] -> (8 / ((5/6 * 6/7) * 9/5) - 4/3))
[216954] ['2/3', '9/8', '8/5', '9/4', '6'] -> (2/3 + 6) * (8/5 + 9/4 / 9/8)
[216955] ['3/7', '1/2', '2/3', '9/8', '7'] -> 7 / (2/3 - 3/7 / 9/8) - 1/2
[216956] ['1/6', '1/6', '2/5', '3/4', '7'] -> 7 / (1/6 / 2/5 - 1/6 * 3/4)
[216957] ['3/8', '7/9', '8/7', '9/5', '6'] -> 7/9 * 9/5 * (8/7 + 6 / 3/8)
[216958] ['5/6', '6/7', '4/3', '9/4', '8'] -> 8 / (4/3 - 6/7 / 5/6) - 9/4
[216959] ['7/8', '8/9', '8/3', '7/2', '5'] -> 8/3 / (5 - (8/9 + 7/2 / 7/8))
[216960] ['2/3', '4/5', '6/7', '7/3', '8'] -> 4/5 * 7/3 * (6/7 + 8 / 2/3)
[216961] ['2/3', '9/8', '8/5', '7/3', '6'] -> 9/8 * 8/5 * (7/3 * 6 - 2/3)
[216962] ['1/7', '3/7', '1', '8/7', '8/5'] -> (8/7 + 8/5 * (3/7 + 1)) / 1/7
[216963] ['1/8', '1/6', '2/5', '5/7', '9'] -> (9 - 2/5) / (1/8 + 1/6 / 5/7)
[216964] ['3/8', '7/9', '8/7', '9/4', '6'] -> (9/4 + 6 / (7/9 * 8/7)) / 3/8
[216965] ['4/9', '2/3', '5/7', '5/7', '6'] -> (6 + 2/3 * 5/7) / (5/7 - 4/9)
[216966] ['2/3', '4/5', '6/7', '7/2', '8'] -> 4/5 * 7/2 * (8 + 2/3 * 6/7)
[216967] ['1/6', '1/6', '2/5', '6/7', '7'] -> 6/7 * 7 / (1/6 / 2/5 - 1/6)
[216968] ['5/6', '6/7', '4/3', '9/2', '8'] -> 6/7 * (8 * (9/2 - 5/6) - 4/3)
[216969] ['7/9', '9/8', '9/8', '5/3', '2'] -> 2 / (7/9 * (9/8 + 9/8) - 5/3)
[216970] ['1/8', '1/6', '2/5', '7/9', '9'] -> 7/9 * 9 / (1/6 / 2/5 - 1/8)
[216971] ['1/7', '3/7', '1', '8/7', '7/4'] -> (3/7 + 1 + 8/7 * 7/4) / 1/7
[216972] ['3/7', '1/2', '2/3', '8/5', '7'] -> 8/5 * (7 / 3/7 - 2/3 / 1/2)
[216973] ['3/8', '7/9', '8/7', '7/3', '6'] -> (8/7 * 7/3 + 6 / 3/8) / 7/9
[216974] ['1/6', '1/6', '2/5', '7/8', '7'] -> 7 / (7/8 - (1/6 + 1/6 / 2/5))
[216975] ['7/8', '9/8', '9/8', '9/8', '5'] -> (5 + 9/8 / 9/8) / (9/8 - 7/8)
[216976] ['2/3', '9/8', '5/3', '5/3', '6'] -> 6 / (5/3 / 5/3 - 2/3 * 9/8)
[216977] ['5/6', '6/7', '7/5', '3/2', '8'] -> 8 * (6/7 * 7/5 + 3/2 / 5/6)
[216978] ['1/5', '1/5', '3/7', '2/3', '2'] -> (1/5 * 2/3 + 2 / 3/7) / 1/5
[216979] ['1/4', '2/7', '6/5', '7/3', '3'] -> 7/3 * (2/7 + 3 / (1/4 * 6/5))
[216980] ['1/6', '1/6', '2/5', '9/8', '7'] -> 7 / (9/8 - (1/6 + 1/6) / 2/5)
[216981] ['2/3', '9/8', '5/3', '9/5', '6'] -> 5/3 * 9/5 * 6 / (2/3 * 9/8)
[216982] ['7/8', '9/8', '9/8', '7/6', '5'] -> 5 / (9/8 - 7/6 - (7/8 - 9/8))
[216983] ['4/9', '2/3', '5/7', '5/6', '6'] -> (2/3 + 6) / (5/7 * (5/6 - 4/9))
[216984] ['6/7', '9/8', '9/4', '9/2', '9'] -> (9/2 / 6/7 - 9/4) * 9 / 9/8
[216985] ['5/6', '6/7', '7/5', '8/5', '8'] -> 8 / (5/6 * (8/5 - 6/7 * 7/5))
[216986] ['1/5', '1/5', '3/7', '5/7', '2'] -> ((1/5 + 2) / 1/5 - 5/7) / 3/7
[216987] ['1/8', '1/6', '2/5', '8/7', '9'] -> 8/7 / 1/6 + 9 / (1/8 + 2/5)
[216988] ['3/8', '7/9', '8/7', '7/2', '6'] -> 3/8 + 7/2 * 6 / (7/9 * 8/7)
[216989] ['4/9', '2/3', '5/7', '7/8', '6'] -> (2/3 + 6) / (7/8 * 4/9 * 5/7)
[216990] ['6/7', '9/8', '7/3', '5/2', '9'] -> (5/2 + 9 * 7/3 / 6/7) / 9/8
[216991] ['1', '6/5', '8/5', '8/3', '7/2'] -> 1 / (8/3 - 7/2 * 6/5 / 8/5)
[216992] ['2/3', '4/5', '7/8', '8/7', '8'] -> (8 / ((4/5 * 7/8) * 8/7) - 2/3))
[216993] ['1/5', '1/5', '3/7', '3/4', '2'] -> 2 / (3/4 - (1/5 + 1/5 / 3/7))
[216994] ['5/6', '6/7', '7/5', '5/3', '8'] -> 6/7 * 7/5 * 8 * (5/6 + 5/3)
[216995] ['1/6', '1/6', '2/5', '7/6', '7'] -> (7 / (7/6 * (1/6 / 2/5)) - 1/6))
[216996] ['1/4', '2/7', '6/5', '8/3', '3'] -> 8/3 * (1/4 + 3 / (2/7 * 6/5))
[216997] ['2/3', '4/5', '7/8', '7/6', '8'] -> 8 * (2/3 + 7/8 + 7/6 / 4/5)
[216998] ['1', '6/5', '8/5', '7/2', '7/2'] -> (1 + 7/2) * 8/5 * 7/2 - 6/5
[216999] ['6/7', '9/8', '7/3', '9/2', '9'] -> 7/3 * 6/7 / 9/8 * (9/2 + 9)
[217000] ['3/7', '1/2', '5/7', '7/9', '7'] -> (7 / 7/9 - 3/7) / (1/2 * 5/7)
[217001] ['1/8', '1/6', '2/5', '9/7', '9'] -> (9 / (9/7 * (1/6 / 2/5)) - 1/8))
[217002] ['3/8', '7/9', '7/6', '6/5', '6'] -> (6 + 7/6 / 7/9) * 6/5 / 3/8
[217003] ['1/5', '1/5', '3/7', '4/5', '2'] -> 4/5 / (1/5 / 3/7 * - 1/5)
[217004] ['2/3', '9/8', '7/4', '9/5', '6'] -> (2/3 + 7/4 / 9/8) * 9/5 * 6
[217005] ['1/4', '2/7', '6/5', '3', '9/2'] -> 3 * 9/2 / (1/4 + 2/7) - 6/5
[217006] ['2/3', '4/5', '7/8', '9/7', '8'] -> 8 / (9/7 - 2/3 / (4/5 * /8)
)[217007] ['1/8', '1/6', '2/5', '4/3', '9'] -> (9 - (1/6 + 4/3)) * 2/5 / 1/8
[217008] ['1/4', '2/7', '5/4', '5/4', '3'] -> 3 / (5/4 / 5/4 - 1/4 / 2/7)
[217009] ['1', '6/5', '5/3', '5/3', '9/5'] -> 6/5 * (1 + 5/3) / (9/5 - 5/3)
[217010] ['5/6', '6/7', '7/5', '7/3', '8'] -> 6/7 * 8 * (7/3 + 5/6 * 7/5)
[217011] ['7/8', '9/8', '9/8', '7/4', '5'] -> (7/4 + 5) / (9/8 * (9/8 - 7/8))
[217012] ['6/7', '9/8', '5/2', '9/2', '9'] -> 9 * (5/2 / 6/7 - 9/8 / 9/2)
[217013] ['1/4', '2/7', '5/4', '4/3', '3'] -> (5/4 / (2/7 - 1/4) - 3) / 4/3
[217014] ['1/7', '3/7', '1', '7/6', '5/3'] -> (5/3 + 1 / 3/7) / (1/7 * 7/6)
[217015] ['1/5', '5/7', '1', '5/4', '9/5'] -> (1/5 + 1) / (9/5 - 5/4 / 5/7)
[217016] ['1/6', '1/6', '2/5', '9/5', '7'] -> 9/5 + (2/5 + 7) / (1/6 + 1/6)
[217017] ['5/6', '6/7', '7/5', '8/3', '8'] -> 8/3 * (8 + 7/5 * 5/6 * 6/7)
[217018] ['4/9', '2/3', '5/7', '5/4', '6'] -> 6 / (5/4 / 5/7 - 2/3 / 4/9)
[217019] ['1/4', '2/7', '5/4', '7/5', '3'] -> (3 / ((1/4 * 2/7) * 5/4) * 7/5))
[217020] ['1/5', '5/7', '1', '5/4', '9/4'] -> 5/4 + (1 + 9/4) / (1/5 * 5/7)
[217021] ['1/8', '1/6', '2/5', '8/3', '9'] -> 9 / (1/8 / 2/5 + 1/6 / 8/3)
[217022] ['3/7', '1/2', '5/7', '9/8', '7'] -> 7 / (9/8 - 5/7 * 1/2 / 3/7)
[217023] ['1/6', '1/6', '2/5', '9/4', '7'] -> (7 / 2/5 - 9/4 / 1/6) / 1/6
[217024] ['1/5', '1/5', '3/7', '8/7', '2'] -> 8/7 / (1/5 * 3/7) * (2 - 1/5)
[217025] ['5/6', '6/7', '7/5', '7/2', '8'] -> 8 * (7/2 / 5/6 - 6/7 * 7/5)
[217026] ['2/3', '9/8', '9/5', '5/2', '6'] -> (9/5 + 6 / 2/3) * 5/2 / 9/8
[217027] ['7/8', '9/8', '9/8', '7/3', '5'] -> 5 / (9/8 + 9/8 - 7/8 * 7/3)
[217028] ['6/7', '8/7', '8/7', '8/7', '9'] -> 9 * (8/7 + 8/7 * 8/7 / 6/7)
[217029] ['5/6', '6/7', '7/5', '9/2', '8'] -> 8 * (9/2 / (5/6 * 7/5) - 6/7)
[217030] ['4/9', '2/3', '5/7', '7/5', '6'] -> (6 + 2/3 / 7/5) / (5/7 - 4/9)
[217031] ['3/7', '1/2', '5/7', '7/6', '7'] -> (7/6 + 7 / 3/7) / 5/7 - 1/2
[217032] ['1', '6/5', '5/3', '5/3', '7/2'] -> 6/5 / (7/2 / (5/3 + 5/3) - 1)
[217033] ['7/8', '9/8', '9/8', '8/3', '5'] -> 5 / (8/3 / (7/8 + 9/8) - 9/8)
[217034] ['6/7', '8/7', '8/7', '6/5', '9'] -> 8/7 * 9 / (8/7 - 6/7 / 6/5)
[217035] ['1/7', '3/7', '1', '7/6', '7/3'] -> (3/7 + 1 + 7/3 / 7/6) / 1/7
[217036] ['2/3', '4/5', '7/8', '9/2', '8'] -> 7/8 / (9/2 / (4/5 * 8) - 2/3)
[217037] ['1/4', '2/7', '5/4', '7/3', '3'] -> 3 * (1/4 + 7/3 / 2/7) - 5/4
[217038] ['1', '6/5', '5/3', '7/4', '7/4'] -> 6/5 * (7/4 / (7/4 - 5/3) - 1)
[217039] ['1/5', '5/7', '1', '5/4', '7/2'] -> (5/7 + 1) * 7/2 / (1/5 * 5/4)
[217040] ['7/8', '9/8', '9/8', '7/2', '5'] -> (5 + 9/8 / 9/8) * 7/2 / 7/8
[217041] ['5/6', '6/7', '3/2', '7/4', '8'] -> (8 / (7/4 * (5/6 + 6/7)) - 3/2))
[217042] ['4/9', '2/3', '5/7', '8/5', '6'] -> (2/3 + 8/5 + 6 / 5/7) / 4/9
[217043] ['3/8', '7/9', '6/5', '6/5', '6'] -> (6 + 6/5 / 6/5) / (3/8 * 7/9)
[217044] ['2/3', '9/8', '7/3', '7/3', '6'] -> 6 / (7/3 / 7/3 - 2/3 * 9/8)
[217045] ['3/7', '1/2', '5/7', '4/3', '7'] -> (3/7 + 7) / (1/2 * (4/3 - 5/7))
[217046] ['1/7', '3/7', '1', '6/5', '6/5'] -> (6/5 + 6/5) * (3/7 + 1) / 1/7
[217047] ['5/6', '6/7', '3/2', '9/5', '8'] -> 5/6 * 8 * (3/2 + 9/5 / 6/7)
[217048] ['2/3', '9/8', '7/3', '5/2', '6'] -> 9/8 * (7/3 + 6 * (2/3 + 5/2))
[217049] ['1/5', '1/5', '3/7', '3/2', '2'] -> (1/5 / 3/2 + 2 / 3/7) / 1/5
[217050] ['1/6', '1/6', '3/7', '1/2', '7'] -> (1/2 + 1/6 * 3/7) * 7 / 1/6
[217051] ['4/9', '2/3', '5/7', '7/4', '6'] -> 6 / (2/3 / 4/9 - 5/7 * 7/4)
[217052] ['1/5', '5/7', '1', '9/7', '4/3'] -> (1 + 1/5 * 5/7) / (4/3 - 9/7)
[217053] ['1/5', '1/5', '3/7', '8/5', '2'] -> 8/5 / (1/5 / 3/7 - 1/5 * 2)
[217054] ['5/6', '6/7', '3/2', '8/3', '8'] -> (5/6 + 3/2) * (8 + 6/7 * 8/3)
[217055] ['2/3', '9/8', '7/3', '7/2', '6'] -> (6 / (2/3 * (7/2 / 7/3)) - 9/8))
[217056] ['7/8', '9/8', '8/7', '9/7', '5'] -> (9/7 + 5) / (9/8 - 7/8) - 8/7
[217057] ['2/3', '4/5', '8/9', '5/4', '8'] -> 8 / (8/9 / 2/3 - 4/5 * 5/4)
[217058] ['6/7', '8/7', '8/7', '9/5', '9'] -> (8/7 + 8/7 * 9) * 9/5 / 6/7
[217059] ['1/5', '5/7', '1', '9/7', '7/5'] -> (1 + 7/5) * (5/7 + 9/7) / 1/5
[217060] ['1', '6/5', '5/3', '7/4', '7/2'] -> 6/5 / ((7/2 - 7/4) / 5/3 - 1)
[217061] ['3/7', '1/2', '5/7', '7/4', '7'] -> 7/4 * (3/7 - 5/7 + 7 / 1/2)
[217062] ['1/4', '2/7', '9/7', '9/5', '3'] -> 2/7 / (1/4 - 9/7 / 9/5 *
)[217063] ['1/8', '1/6', '3/7', '8/9', '9'] -> 9 / (8/9 - (1/8 + 1/6 / 3/7))
[217064] ['6/7', '8/7', '8/7', '7/3', '9'] -> 8/7 / 8/7 + 7/3 * (6/7 + 9)
[217065] ['2/3', '9/8', '7/3', '9/2', '6'] -> 2/3 + 7/3 * (6 + 9/2 / 9/8)
[217066] ['1', '6/5', '5/3', '7/4', '9/2'] -> 6/5 / (1 + 7/4 - 9/2 / 5/3)
[217067] ['5/6', '6/7', '8/5', '8/5', '8'] -> 8 / (8/5 / (6/7 * 8/5) - 5/6)
[217068] ['1/5', '5/7', '1', '9/7', '5/3'] -> (1 + 5/3) * 9/7 / (1/5 * 5/7)
[217069] ['1/7', '3/7', '1', '6/5', '3/2'] -> (3/7 + 6/5 * (1 + 3/2)) / 1/7
[217070] ['1', '6/5', '5/3', '9/5', '9/5'] -> (9/5 + 5/3 * 9/5) / (6/5 - 1)
[217071] ['1/6', '1/6', '3/7', '3/4', '7'] -> 3/4 / (1/6 * 1/6) - 3/7 * 7
[217072] ['3/8', '7/9', '6/5', '8/5', '6'] -> 6 / (3/8 * (8/5 - 7/9 * 6/5))
[217073] ['5/6', '6/7', '8/5', '7/4', '8'] -> 7/4 * 8/5 / 5/6 * (8 - 6/7)
[217074] ['2/3', '4/5', '8/9', '5/3', '8'] -> (4/5 + 8 / 2/3) * 5/3 / 8/9
[217075] ['1/5', '1/5', '3/7', '9/5', '2'] -> 2 + (1/5 + 9/5 / 3/7) / 1/5
[217076] ['2/3', '9/8', '7/2', '7/2', '6'] -> 6 / (7/2 / 7/2 - 2/3 * 9/8)
[217077] ['1/5', '5/7', '1', '9/7', '7/4'] -> (1/5 + 1) / (9/7 / 5/7 - 7/4)
[217078] ['3/7', '1/2', '3/4', '7/9', '7'] -> (7 / (3/4 * (1/2 / 3/7)) - 7/9))
[217079] ['1/6', '1/6', '3/7', '7/9', '7'] -> (7 + 1/6 / 1/6) / (3/7 * 7/9)
[217080] ['1/4', '2/7', '4/3', '7/5', '3'] -> (2/7 + 4/3 * 3) * 7/5 / 1/4
[217081] ['4/9', '2/3', '5/7', '8/3', '6'] -> (6 + (2/3 + 8/3) / 5/7) / 4/9
[217082] ['1/7', '3/7', '1', '6/5', '5/3'] -> (3/7 + 1 + 6/5 * 5/3) / 1/7
[217083] ['1/5', '1/5', '3/7', '2', '9/4'] -> 2 / (1/5 / (1/5 * /7) - 9/4)
[217084] ['2/3', '8/7', '8/7', '8/7', '6'] -> 6 * (8/7 / 2/3 + 8/7 + 8/7)
[217085] ['1/5', '5/7', '1', '9/7', '9/5'] -> (5/7 + 1 + 9/7 + 9/5) / 1/5
[217086] ['3/7', '1/2', '3/4', '4/5', '7'] -> 3/7 * 7 / (3/4 - 1/2 / 4/5)
[217087] ['5/6', '6/7', '8/5', '9/4', '8'] -> 9/4 * (5/6 * 8/5 + 8 / 6/7)
[217088] ['7/8', '9/8', '8/7', '5/3', '5'] -> 5 / (5/3 * (9/8 - 7/8 * 8/7))
[217089] ['2/3', '4/5', '8/9', '7/4', '8'] -> 8 / (4/5 * (7/4 - 8/9 / 2/3))
[217090] ['7/9', '9/8', '8/7', '2', '8/3'] -> 8/3 / (8/7 * (2 - (7/9 + 9/8)))
[217091] ['1/4', '2/7', '4/3', '3/2', '3'] -> 4/3 * (3/2 / (1/4 * 2/7) - 3)
[217092] ['1/5', '1/5', '3/7', '2', '7/3'] -> (1/5 / 3/7 + 2 + 7/3) / 1/5
[217093] ['2/3', '8/7', '8/7', '5/4', '6'] -> 6 / (8/7 / (2/3 * 8/7) - 5/4)
[217094] ['1/8', '1/6', '3/7', '4/3', '9'] -> 9 / (3/7 * (4/3 - 1/6) - 1/8)
[217095] ['2/3', '4/5', '8/9', '9/4', '8'] -> (8/9 + 8) * 9/4 * 4/5 / 2/3
[217096] ['3/8', '7/9', '6/5', '9/5', '6'] -> 6/5 / (9/5 - 6 * 3/8 * 7/9)
[217097] ['1/5', '5/7', '1', '9/7', '7/3'] -> (7/3 + 1 / 5/7) * 9/7 / 1/5
[217098] ['2/3', '8/7', '8/7', '9/7', '6'] -> 8/7 * 6 / (8/7 - 2/3 * 9/7)
[217099] ['1/8', '1/6', '3/7', '7/5', '9'] -> 9 / (1/6 + 1/8 / (3/7 * /5)
)[217100] ['4/9', '2/3', '3/4', '6/7', '6'] -> (6 / (3/4 * (2/3 / 6/7)) - 4/9))
[217101] ['6/7', '8/7', '7/6', '9/7', '9'] -> 7/6 * (6/7 + 8/7) * (9/7 + 9)
[217102] ['3/7', '1/2', '3/4', '6/5', '7'] -> 3/7 * 7 / (3/4 / 6/5 - 1/2)
[217103] ['1/5', '5/7', '1', '9/7', '5/2'] -> (5/7 + 9/7) * 5/2 / 1/5 - 1
[217104] ['7/9', '9/8', '7/6', '7/6', '2'] -> (7/6 + 7/6) / (2 - (7/9 + 9/8))
[217105] ['2/3', '8/7', '8/7', '7/5', '6'] -> (8/7 + 8/7 / 2/3) * 7/5 * 6
[217106] ['1/5', '1/5', '3/7', '2', '9/2'] -> 9/2 * (1/5 + (1/5 + 2) / 3/7)
[217107] ['2/3', '4/5', '8/9', '7/2', '8'] -> (7/2 - 2/3 / 4/5) * 8 / 8/9
[217108] ['1/7', '3/7', '1', '6/5', '8/3'] -> 1 / (3/7 / 8/3 - 1/7 / 6/5)
[217109] ['7/8', '9/8', '8/7', '7/3', '5'] -> 5 / (7/3 - (9/8 + 7/8 * 8/7))
[217110] ['1/6', '1/6', '3/7', '5/4', '7'] -> 1/6 + 5/4 / 1/6 + 7 / 3/7
[217111] ['3/7', '1/2', '3/4', '5/4', '7'] -> 3/7 * 7 / (3/4 - 1/2 * 5/4)
[217112] ['1', '6/5', '5/3', '9/4', '7/2'] -> 1 / (5/3 - 7/2 + 9/4 / 6/5)
[217113] ['2/3', '8/7', '8/7', '3/2', '6'] -> (8/7 + 8/7) * (3/2 + 6 / 2/3)
[217114] ['1/5', '5/7', '1', '9/7', '7/2'] -> 7/2 * (5/7 + 9/7 / 1/5) - 1
[217115] ['2/3', '4/5', '9/8', '9/8', '8'] -> (9/8 + 9/8) * (2/3 + 8 / 4/5)
[217116] ['1/8', '1/6', '3/7', '5/3', '9'] -> 5/3 + 1/6 / 1/8 + 9 / 3/7
[217117] ['1/4', '2/7', '4/3', '3', '7/2'] -> (3 / (7/2 * 1/4) - (2/7 / 4/3)))
[217118] ['1', '6/5', '5/3', '9/4', '9/2'] -> (1 + 6/5 * 9/2) * 5/3 * 9/4
[217119] ['2/3', '8/7', '8/7', '7/4', '6'] -> 6 / (7/4 - 8/7 / (2/3 * 8/7))
[217120] ['3/8', '7/9', '6/5', '8/3', '6'] -> (7/9 + 6 + 8/3 / 6/5) / 3/8
[217121] ['2/3', '4/5', '9/8', '8/7', '8'] -> 8 / (8/7 * (9/8 - 2/3 / 4/5))
[217122] ['7/8', '9/8', '7/6', '7/6', '5'] -> (5 + 7/6 / 7/6) / (9/8 - 7/8)
[217123] ['1/4', '2/7', '4/3', '3', '9/2'] -> 3 / 2/7 + 9/2 / (1/4 * 4/3)
[217124] ['6/7', '8/7', '7/6', '7/4', '9'] -> 9 * (6/7 + 8/7 + 7/6 / 7/4)
[217125] ['1/8', '1/6', '3/7', '7/4', '9'] -> (3/7 - 1/6 / 7/4) * 9 / 1/8
[217126] ['1/7', '3/7', '1', '5/4', '5/4'] -> 5/4 + (1 + 5/4 / 1/7) / 3/7
[217127] ['4/9', '2/3', '3/4', '9/5', '6'] -> 6 / (4/9 / 2/3 - 3/4 / 9/5)
[217128] ['1/5', '5/7', '1', '4/3', '3/2'] -> 1 / (3/2 - 4/3 / (1/5 + 5/7))
[217129] ['1/5', '1/5', '4/9', '3/5', '2'] -> 3/5 / (1/5 / 4/9 * - 1/5)
[217130] ['2/3', '4/5', '9/8', '5/4', '8'] -> 5/4 * (4/5 + 8) / (9/8 - 2/3)
[217131] ['6/7', '8/7', '7/6', '9/5', '9'] -> 8/7 * 9/5 * (7/6 + 9 / 6/7)
[217132] ['5/6', '6/7', '5/3', '7/2', '8'] -> 7/2 * (6/7 + 8 - 5/3 / 5/6)
[217133] ['3/8', '7/9', '5/4', '5/4', '6'] -> (6 + 5/4 / 5/4) / (3/8 * 7/9)
[217134] ['7/9', '9/8', '7/6', '7/4', '2'] -> (7/9 / (7/6 * (2 / 9/8)) - 7/4))
[217135] ['1', '6/5', '5/3', '7/3', '9/2'] -> 9/2 * (1 + 7/3 + 6/5 * 5/3)
[217136] ['1/7', '3/7', '1', '5/4', '7/5'] -> (3/7 + 5/4 * (1 + 7/5)) / 1/7
[217137] ['7/8', '9/8', '7/6', '9/7', '5'] -> (5 / (9/7 * (7/6 / 9/8)) - 7/8))
[217138] ['1/4', '2/7', '7/5', '7/3', '3'] -> 2/7 / (7/3 - (1/4 + 3) / 7/5)
[217139] ['1/6', '1/6', '3/7', '5/2', '7'] -> (7 - (1/6 - 5/2)) * 3/7 / 1/6
[217140] ['6/7', '8/7', '7/6', '9/2', '9'] -> 9 * (7/6 + 6/7 + 8/7) - 9/2
[217141] ['5/6', '6/7', '7/4', '9/4', '8'] -> (6/7 + 5/6 / 7/4) * 9/4 * 8
[217142] ['1/6', '1/6', '4/9', '5/9', '7'] -> (7 + 4/9 + 5/9) / (1/6 + 1/6)
[217143] ['1/4', '2/7', '7/5', '5/2', '3'] -> (3 / ((2/7 - 1/4) * 7/5) * 5/2))
[217144] ['1', '6/5', '5/3', '5/2', '8/3'] -> 8/3 / (5/2 - (1 + 5/3 / 6/5))
[217145] ['1/5', '1/5', '4/9', '4/5', '2'] -> (4/5 + 2 / 1/5) * 4/9 / 1/5
[217146] ['1/7', '3/7', '1', '5/4', '8/5'] -> (3/7 + 1 + 5/4 * 8/5) / 1/7
[217147] ['6/7', '8/7', '6/5', '7/5', '9'] -> (6/7 + 8/7) * 7/5 * 9 - 6/5
[217148] ['7/8', '9/8', '7/6', '7/5', '5'] -> 5 / (9/8 - 7/8) * 7/5 / 7/6
[217149] ['4/9', '2/3', '7/9', '7/5', '6'] -> 4/9 * 6 / (2/3 - 7/9 / 7/5)
[217150] ['1/8', '1/6', '4/9', '5/8', '9'] -> 9 / (1/8 + 5/8 - 1/6 / 4/9)
[217151] ['7/9', '9/8', '7/6', '2', '5/2'] -> 5/2 / (7/9 / 7/6 - 9/8 / 2)
[217152] ['3/7', '1/2', '7/9', '4/5', '7'] -> 7 / (1/2 / 4/5 - 3/7 * 7/9)
[217153] ['2/3', '4/5', '9/8', '5/3', '8'] -> 9/8 * 5/3 * (4/5 + 8 / 2/3)
[217154] ['5/6', '6/7', '7/4', '8/3', '8'] -> 8 / (8/3 - (5/6 + 6/7 * 7/4))
[217155] ['2/3', '8/7', '7/6', '5/3', '6'] -> 8/7 * 6 * (5/3 + 2/3 + 7/6)
[217156] ['1/7', '3/7', '1', '5/4', '5/3'] -> (3/7 + 1) / (1/7 * (5/3 - 5/4))
[217157] ['6/7', '8/7', '6/5', '5/3', '9'] -> 6/5 * 5/3 * 9 * 8/7 / 6/7
[217158] ['7/8', '9/8', '7/6', '3/2', '5'] -> 3/2 * (7/8 / (7/6 - 9/8) - 5)
[217159] ['1/5', '1/5', '4/9', '6/7', '2'] -> (2 / 6/7 - 1/5) / (1/5 * 4/9)
[217160] ['1/5', '5/7', '1', '4/3', '7/3'] -> 1 + (4/3 + 7/3 / 5/7) / 1/5
[217161] ['1/6', '1/6', '4/9', '5/7', '7'] -> 5/7 * 7 / (1/6 / 4/9 - 1/6)
[217162] ['6/7', '8/7', '6/5', '7/4', '9'] -> 9 / (6/7 * 7/4 - 8/7) - 6/5
