[283681] ['1/3', '2/5', '5/9', '5/4', '3'] -> (1/3 + 3) / (5/9 / 2/5 - 5/4)
[283917] ['1/2', '4/7', '7/9', '7/9', '2'] -> 2 / (7/9 / 4/7 - (1/2 + 7/9))
[283918] ['1/6', '4/9', '7/5', '3', '9/2'] -> (1/6 + 7/5 * (3 + 9/2)) / 4/9
[283919] ['2/7', '3/7', '4/7', '1', '7/4'] -> 2/7 / (1 / 3/7 - (4/7 + 7/4))
[283920] ['2/5', '7/6', '8/5', '9/4', '9'] -> 9 * (7/6 + 8/5) - 2/5 * 9/4
[283921] ['2/9', '3/5', '3/4', '3/4', '2'] -> (3/4 + (3/4 + 2) / 3/5) / 2/9
[283922] ['1/7', '1/6', '5/6', '2', '9/4'] -> (1/6 + 5/6 / 1/7) / (9/4 - 2)
[283923] ['2/7', '5/9', '8/9', '9/2', '9'] -> 9/2 * (9 - (5/9 + 8/9 / 2/7))
[283924] ['2/5', '6/7', '8/7', '5/4', '5'] -> 2/5 * 5 / (8/7 / 6/7 - 5/4)
[283925] ['3/4', '9/8', '8/7', '8/7', '7'] -> (8/7 + 8/7) * 7 / (3/4 / 9/8)
[283926] ['4/9', '4/7', '7/9', '9/4', '8'] -> 8 / 7/9 / (4/9 * 9/4 - 4/7)
[283927] ['1/8', '1/6', '3/4', '6/7', '2'] -> 2 / 6/7 / (1/6 / 3/4 - 1/8)
[283928] ['3/4', '9/8', '8/7', '7/6', '7'] -> 8/7 * 7 / (9/8 / 3/4 - 7/6)
[283929] ['1/3', '2/5', '2/3', '5/6', '3'] -> 2/3 + 5/6 + 3 / (1/3 * 2/5)
[283930] ['1/9', '3/7', '3/4', '7/5', '8'] -> 8 / (3/7 - 1/9) / (3/4 * 7/5)
[283931] ['1/6', '4/9', '8/5', '8/5', '3'] -> (8/5 + 3) / 1/6 - 8/5 / 4/9
[283932] ['2/5', '7/6', '5/3', '7/4', '9'] -> 9 * (5/3 / 2/5 - 7/4 / 7/6)
[283933] ['2/9', '3/5', '3/4', '7/8', '2'] -> 2 / 2/9 / (3/4 / 3/5 - 7/8)
[283934] ['2/3', '5/7', '1', '7/3', '9/2'] -> 9/2 * (2/3 + (1 + 7/3) / 5/7)
[283935] ['1/9', '3/7', '3/4', '8/5', '8'] -> 8 / (3/7 - 1/9) - 3/4 * 8/5
[283936] ['2/5', '7/6', '5/3', '5/2', '9'] -> 5/2 * (2/5 + 9) - (7/6 - 5/3)
[283937] ['2/7', '3/7', '3/5', '3/5', '1'] -> (3/5 + 1) / (2/7 / 3/7 - 3/5)
[283938] ['1/2', '4/7', '7/9', '8/7', '2'] -> 4/7 / (7/9 * (2 - 1/2) - 8/7)
[283939] ['2/5', '7/6', '5/3', '8/3', '9'] -> 9 * (7/6 - 8/3 + 5/3 / 2/5)
[283940] ['1/9', '3/7', '3/4', '5/3', '8'] -> 3/4 * 8 * (1/9 + 5/3 / 3/7)
[283941] ['1/7', '1/6', '6/7', '5/4', '2'] -> 2 / (5/4 - (6/7 + 1/7 + 1/6))
[283942] ['2/9', '3/5', '3/4', '7/6', '2'] -> 2 / (3/5 * (2/9 + 7/6) - 3/4)
[283943] ['1/6', '4/9', '8/5', '5/2', '3'] -> 5/2 * (8/5 + 3 / (1/6 / 4/9))
[283944] ['2/7', '3/7', '3/5', '2/3', '1'] -> 2/7 / (3/7 - 2/3 / (3/5 + 1))
[283945] ['1/8', '1/6', '3/4', '9/5', '2'] -> (1/6 + 3/4 * 2) / (1/8 / 9/5)
[283946] ['2/7', '5/9', '9/8', '4/3', '9'] -> (9 + 4/3 / 2/7) / (9/8 - 5/9)
[283947] ['2/3', '5/7', '1', '5/2', '9/2'] -> (9/2 + 5/2 / 5/7) / (1 - 2/3)
[283948] ['3/4', '9/8', '8/7', '3/2', '7'] -> 8/7 * 7 * (3/2 + 9/8 / 3/4)
[283949] ['1/6', '4/9', '8/5', '8/3', '3'] -> 3 * (8/3 / (4/9 - 1/6) - 8/5)
[283950] ['1/2', '4/7', '7/9', '5/4', '2'] -> 2 / (7/9 * (5/4 - 4/7 / 1/2))
[283951] ['1/7', '1/6', '6/7', '9/5', '2'] -> 6/7 + (1/7 + 2) / (1/6 / 9/5)
[283952] ['1/9', '3/7', '3/4', '7/4', '8'] -> (8 + 7/4 / 3/4) / 3/7 - 1/9
[283953] ['2/7', '3/7', '3/5', '5/7', '1'] -> 5/7 / (2/7 - 3/7 * 3/5) - 1
[283954] ['2/5', '6/7', '8/7', '9/4', '5'] -> 6/7 / (5 * 2/5 * 8/7 - 9/4)
[283955] ['1/8', '1/6', '7/9', '4/5', '2'] -> (2 / 4/5 - 1/6) / (1/8 * 7/9)
[283956] ['1/6', '4/9', '8/5', '3', '7/2'] -> (7/2 + 1/6 + 3) / (4/9 / 8/5)
[283957] ['3/4', '9/8', '8/7', '8/5', '7'] -> 8/7 * 8/5 * 7 * (3/4 + 9/8)
[283958] ['1/9', '3/8', '4/7', '1', '7/2'] -> (4/7 * 7/2 - 1) / (1/9 * 3/8)
[283959] ['2/3', '5/7', '1', '8/3', '7/2'] -> (5/7 + 1) * 7/2 / (2/3 / 8/3)
[283960] ['2/5', '6/7', '8/7', '5/2', '5'] -> 5/2 * (5 * (6/7 + 8/7) - 2/5)
[283961] ['1/7', '1/6', '7/8', '7/8', '2'] -> 2 / (1/7 * (7/8 + 7/8) - 1/6)
[283962] ['2/9', '3/5', '3/4', '5/3', '2'] -> 3/5 / (3/4 / (2/9 * 5/3) - 2)
[283963] ['1/9', '3/8', '4/7', '1', '9/2'] -> 3/8 + (9/2 + 1 / 1/9) / 4/7
[283964] ['2/5', '6/7', '8/7', '7/2', '5'] -> 7/2 * (5 * (2/5 + 8/7) - 6/7)
[283965] ['4/9', '4/7', '4/5', '6/5', '8'] -> 4/5 * 8 / (4/9 * 4/7) - 6/5
[283966] ['1/6', '4/9', '5/3', '5/2', '3'] -> (1/6 + 5/2) / (5/3 / 3 - 4/9)
[283967] ['1/4', '4/9', '9/8', '7/6', '6'] -> 6 * (1/4 + 9/8 + 7/6 / 4/9)
[283968] ['2/5', '7/6', '7/4', '9/2', '9'] -> 9 + (9/2 + 7/4 / 7/6) / 2/5
[283969] ['2/3', '5/7', '1', '7/2', '9/2'] -> 9/2 * (7/2 * (5/7 + 1) - 2/3)
[283970] ['2/9', '3/5', '3/4', '7/4', '2'] -> (3/4 + 7/4) * (3/5 + 2 / 2/9)
[283971] ['1/8', '1/6', '7/9', '5/4', '2'] -> (5/4 * 2 - 1/6) / (1/8 * 7/9)
[283972] ['1/6', '4/9', '7/4', '7/4', '3'] -> (1/6 + 3 * (7/4 + 7/4)) / 4/9
[283973] ['1/7', '1/6', '7/8', '8/7', '2'] -> 8/7 / (1/7 - 1/6 / 7/8 / 2)
[283974] ['2/3', '3/4', '3/4', '3/4', '1'] -> (1 + 3/4 / 3/4) / (3/4 - 2/3)
[283975] ['1/6', '4/9', '7/4', '9/5', '3'] -> (3 - 4/9 * 7/4) / (1/6 / 9/5)
[283976] ['1/3', '2/5', '5/7', '5/7', '3'] -> (3 - 5/7) / (5/7 * 1/3 * 2/5)
[283977] ['1/9', '3/7', '7/9', '4/5', '8'] -> 8 / (3/7 * 4/5) - (1/9 - 7/9)
[283978] ['1/9', '3/8', '3/5', '4/5', '1'] -> 1 / 1/9 / (3/5 / 4/5 - 3/8)
[283979] ['2/9', '3/5', '3/4', '2', '5/2'] -> 2 / (2/9 * 5/2) / (3/4 - 3/5)
[283980] ['3/4', '9/8', '7/6', '4/3', '7'] -> (3/4 + 7) / (7/6 - 9/8 / 4/3)
[283981] ['1/3', '2/5', '5/7', '3/4', '3'] -> 2/5 / (3/4 / (5/7 * 3) - 1/3)
[283982] ['4/9', '4/7', '4/5', '3/2', '8'] -> 4/5 * (8 / (4/9 * 4/7) - 3/2)
[283983] ['1/9', '3/7', '7/9', '9/8', '8'] -> 3/7 / (8 * 1/9 / 7/9 - 9/8)
[283984] ['1/6', '4/9', '9/5', '9/5', '3'] -> (9/5 + 3 - 4/9 * 9/5) / 1/6
[283985] ['2/5', '6/7', '7/6', '8/5', '5'] -> (5 + 6/7 * 7/6) / (2/5 / 8/5)
[283986] ['1/3', '2/5', '5/7', '4/5', '3'] -> 2/5 / (4/5 / (3 - 5/7) - 1/3)
[283987] ['2/5', '7/6', '9/4', '7/2', '9'] -> (7/2 + 9 / 2/5) / (9/4 - 7/6)
[283988] ['2/7', '5/9', '9/8', '5/2', '9'] -> (9 / 2/7 - 5/2 / 5/9) / 9/8
[283989] ['1/7', '1/6', '7/8', '5/3', '2'] -> (5/3 - 1/6) * 2 / (1/7 * 7/8)
[283990] ['4/9', '4/7', '4/5', '5/3', '8'] -> 8 / (4/5 - 4/9 / 4/7 / 5/3)
[283991] ['1/6', '4/9', '9/5', '7/3', '3'] -> (9/5 + 3) * (7/3 + 4/9 / 1/6)
[283992] ['1/3', '2/5', '5/7', '5/6', '3'] -> 3 / (5/6 - 5/7) - 2/5 / 1/3
[283993] ['2/5', '6/7', '7/6', '7/4', '5'] -> 6/7 / (7/4 - 5 * 2/5 / 7/6)
[283994] ['2/5', '7/6', '7/3', '8/3', '9'] -> 8/3 + 7/6 - 7/3 + 9 / 2/5
[283995] ['2/7', '5/9', '9/8', '7/2', '9'] -> 9 / (2/7 * 7/2 - 5/9 * 9/8)
[283996] ['1/8', '1/6', '4/5', '8/9', '2'] -> (1/6 + 2 / 4/5) / (1/8 * 8/9)
[283997] ['2/7', '3/7', '3/5', '1', '5/3'] -> 5/3 / (2/7 / 3/7 - 3/5) - 1
[283998] ['4/9', '4/7', '4/5', '9/4', '8'] -> (4/7 + 8) * 9/4 * (4/9 + 4/5)
[283999] ['3/4', '9/8', '7/6', '5/2', '7'] -> (5/2 + 9/8 / 3/4) / (7/6 / 7)
[284000] ['1/7', '1/6', '7/8', '2', '8/3'] -> (8/3 + 1/6 * 2) / (1/7 * 7/8)
[284001] ['2/3', '3/4', '3/4', '1', '5/3'] -> 3/4 / (3/4 - 2/3) * (1 + 5/3)
[284002] ['4/9', '4/7', '4/5', '7/3', '8'] -> 8 / (4/7 - 4/9 / 4/5 / 7/3)
[284003] ['2/9', '3/5', '7/9', '8/9', '2'] -> 8/9 / (7/9 - 2 * 2/9 / 3/5)
[284004] ['2/5', '7/6', '7/3', '9/2', '9'] -> 7/6 * (9 / 2/5 - 9/2 / 7/3)
[284005] ['1/6', '4/9', '9/5', '3', '9/2'] -> 4/9 * 9/5 * (3 + 9/2 / 1/6)
[284006] ['1/3', '2/5', '5/7', '8/9', '3'] -> 3 / (1/3 / 5/7 / 8/9 - 2/5)
[284007] ['1/9', '3/8', '3/5', '1', '6/5'] -> (6/5 / 3/5 - 1) / (1/9 * 3/8)
[284008] ['2/5', '6/7', '7/6', '7/3', '5'] -> 6/7 * (5 / (2/5 / 7/3) - 7/6)
[284009] ['2/7', '5/9', '8/7', '8/7', '9'] -> (8/7 + 9 * 5/9 * 8/7) / 2/7
[284010] ['1/9', '3/7', '7/9', '9/4', '8'] -> 8 / (1/9 / 7/9 + 3/7 / 9/4)
[284011] ['2/7', '3/7', '3/5', '1', '9/5'] -> 2/7 / (3/7 - 1 / (3/5 + 9/5))
[284012] ['2/5', '7/6', '5/2', '7/2', '9'] -> (9 - 2/5 * 5/2) / (7/6 / 7/2)
[284013] ['1/7', '1/6', '8/9', '8/9', '2'] -> (8/9 + 8/9 / (1/7 * 2)) / 1/6
[284014] ['1/8', '1/6', '4/5', '9/7', '2'] -> (2 / 4/5 - 1/6) / (1/8 / 9/7)
[284015] ['1/3', '2/5', '5/7', '9/8', '3'] -> 3 / (9/8 * 1/3 / 5/7 - 2/5)
[284016] ['2/9', '3/5', '7/9', '9/8', '2'] -> 3/5 / (9/8 / (7/9 - 2/9) - 2)
[284017] ['2/3', '3/4', '3/4', '1', '7/3'] -> (1 + 7/3) / (2/3 / 3/4 - 3/4)
[284018] ['1/9', '3/8', '3/5', '1', '5/4'] -> 1 / 1/9 / (3/5 * 5/4 - 3/8)
[284019] ['1/6', '4/9', '7/3', '7/3', '3'] -> 1/6 / (4/9 - 7/3 / (7/3 + 3))
[284020] ['2/7', '5/9', '8/7', '6/5', '9'] -> 8/7 * 6/5 * 9 / (2/7 / 5/9)
[284021] ['1/9', '3/7', '7/9', '7/2', '8'] -> 8 / (7/2 * (3/7 - 1/9) - 7/9)
[284022] ['2/3', '3/4', '7/9', '4/5', '1'] -> 1 / 3/4 / (2/3 / 4/5 - 7/9)
[284023] ['2/9', '3/5', '7/9', '7/6', '2'] -> 2 / (2/9 / (7/9 - 3/5) - 7/6)
[284024] ['1/3', '2/5', '5/7', '6/5', '3'] -> 3 / (1/3 / 2/5 - 5/7) - 6/5
[284025] ['1/8', '1/6', '4/5', '2', '9/2'] -> (9/2 + 2 / 4/5) / (1/8 + 1/6)
[284026] ['4/9', '4/7', '4/5', '9/2', '8'] -> (4/7 + 8) * (4/5 + 4/9 * 9/2)
[284027] ['3/4', '9/8', '6/5', '5/3', '7'] -> (7 + 6/5 * 5/3) / (9/8 - 3/4)
[284028] ['2/7', '3/7', '3/5', '1', '8/3'] -> 8/3 / (2/7 / 3/7 / 3/5 - 1)
[284029] ['1/7', '1/6', '8/9', '6/5', '2'] -> 2 / (1/6 / (1/7 * 6/5) - 8/9)
[284030] ['2/5', '6/5', '6/5', '9/7', '9'] -> (6/5 + 9 * 6/5 / 9/7) / 2/5
[284031] ['1/2', '4/7', '4/5', '4/3', '2'] -> 4/7 / (1/2 - 4/3 / (4/5 + 2))
[284032] ['1/6', '4/9', '3', '7/2', '7/2'] -> (3 + 1/6 / 7/2) / (4/9 / 7/2)
[284033] ['2/7', '5/9', '8/7', '4/3', '9'] -> (8/7 * 9 - 2/7) / (5/9 / 4/3)
[284034] ['4/9', '4/7', '5/6', '5/6', '8'] -> (8 / (5/6 - 4/9) - 4/7) / 5/6
[284035] ['3/4', '9/8', '6/5', '9/5', '7'] -> 7 / (3/4 - 9/8 + 6/5 / 9/5)
[284036] ['1/9', '3/7', '4/5', '5/6', '8'] -> 8 / (3/7 * (1/9 + 4/5 * 5/6))
[284037] ['1/4', '4/9', '8/7', '7/3', '6'] -> (8/7 + 6) * 7/3 / (1/4 + 4/9)
[284038] ['1/8', '1/6', '5/6', '8/7', '2'] -> 8/7 * (5/6 / 1/6 + 2 / 1/8)
[284039] ['2/3', '3/4', '7/9', '1', '8/7'] -> (2/3 + 1) / (3/4 - 7/9 / 8/7)
[284040] ['1/9', '3/7', '4/5', '6/7', '8'] -> 4/5 * (8 / (1/9 / 3/7) - 6/7)
[284041] ['1/9', '3/8', '3/5', '1', '9/5'] -> 1 / (3/8 - 9/5 * 1/9 / 3/5)
[284042] ['1/6', '1/2', '1/2', '7/9', '3'] -> ((1/2 + 3) / 7/9 - 1/2) / 1/6
[284043] ['1/9', '3/8', '3/5', '1', '9/4'] -> 1 / (9/4 * 1/9 / 3/5 - 3/8)
[284044] ['2/5', '6/7', '6/5', '7/5', '5'] -> (6/7 + 6/5 * 5) / (2/5 / 7/5)
[284045] ['1/8', '1/6', '6/7', '9/8', '2'] -> 2 / (1/6 / 6/7 - 1/8 / 9/8)
[284046] ['2/7', '5/9', '8/7', '7/4', '9'] -> 2/7 + (5/9 + 7/4) * 8/7 * 9
[284047] ['2/3', '3/4', '7/9', '1', '7/5'] -> 2/3 / 7/9 / (3/4 - 1 / 7/5)
[284048] ['2/9', '3/5', '7/9', '8/5', '2'] -> 8/5 / (7/9 - (3/5 + 2/9 / 2))
[284049] ['3/4', '9/8', '6/5', '8/3', '7'] -> 8/3 * (6/5 * (9/8 + 7) - 3/4)
[284050] ['2/7', '3/7', '5/8', '4/5', '1'] -> 3/7 / (1 - (5/8 + 2/7 / 4/5))
[284051] ['2/5', '6/5', '9/7', '4/3', '9'] -> 9 * (2/5 + 4/3 + 6/5 / 9/7)
[284052] ['3/4', '9/8', '6/5', '7/2', '7'] -> 7/2 * 7 - (9/8 - 3/4 / 6/5)
[284053] ['4/9', '4/7', '5/6', '4/3', '8'] -> 8 / (5/6 * 4/3 - 4/9 / 4/7)
[284054] ['2/9', '3/5', '7/9', '5/3', '2'] -> ((5/3 + 2) / 3/5 - 7/9) / 2/9
[284055] ['1/6', '1/2', '1/2', '9/7', '3'] -> (9/7 * (1/2 + 3) - 1/2) / 1/6
[284056] ['1/9', '3/8', '3/5', '1', '9/2'] -> 1/9 / (3/8 - 1 / (3/5 * 9/2))
[284057] ['2/5', '6/7', '6/5', '7/4', '5'] -> (6/5 + 6/7 * 5) / (2/5 / 7/4)
[284058] ['1/8', '1/6', '6/7', '8/5', '2'] -> 8/5 / (1/8 - 1/6 / (6/7 + 2))
[284059] ['2/7', '3/7', '5/8', '7/8', '1'] -> 1 / (5/8 - 7/8 * 2/7 / 3/7)
[284060] ['2/7', '5/9', '8/7', '5/2', '9'] -> 5/2 + (8/7 + 5/9 * 9) / 2/7
[284061] ['2/9', '3/5', '7/9', '7/4', '2'] -> 2 / (7/4 - (2/9 + 7/9) / 3/5)
[284062] ['2/3', '3/4', '7/9', '1', '9/5'] -> 2/3 / (3/4 * 7/9 - 1 / 9/5)
[284063] ['2/7', '3/7', '5/8', '8/9', '1'] -> 1 / (2/7 - 5/8 + 3/7 * 8/9)
[284064] ['1/8', '1/6', '6/7', '9/5', '2'] -> 2 / (6/7 * (1/6 - 1/8 / 9/5))
[284065] ['1/6', '1/2', '1/2', '8/5', '3'] -> (1/2 + 3) / (1/2 / 8/5 - 1/6)
[284066] ['1/2', '4/7', '4/5', '2', '8/3'] -> 2 / (1/2 / 4/7 - 4/5) - 8/3
[284067] ['1/8', '1/6', '6/7', '2', '9/4'] -> 9/4 / (1/6 - 1/8 / 6/7 / 2)
[284068] ['1/3', '2/5', '5/7', '3', '9/2'] -> 3 / (2/5 * 5/7) + 9/2 / 1/3
[284069] ['4/9', '4/7', '5/6', '7/4', '8'] -> (5/6 * 8 - 4/7) / (4/9 / 7/4)
[284070] ['1/6', '1/2', '1/2', '9/5', '3'] -> (9/5 * (3 - 1/2) - 1/2) / 1/6
[284071] ['2/7', '5/9', '7/6', '7/6', '9'] -> (7/6 + 5/9 / 2/7) / (7/6 / 9)
[284072] ['1/4', '4/9', '7/6', '7/4', '6'] -> 7/4 * (1/4 / 7/6 + 6 / 4/9)
[284073] ['2/5', '6/5', '9/7', '9/5', '9'] -> (6/5 + (9/5 + 9) / 9/7) / 2/5
[284074] ['2/7', '3/7', '5/8', '1', '6/5'] -> 1 / (2/7 / 6/5 + 3/7 - 5/8)
[284075] ['1/7', '1/6', '8/9', '2', '8/3'] -> 2 / (1/7 - 1/6 / 8/3) - 8/9
[284076] ['1/8', '1/6', '6/7', '2', '8/3'] -> 2 / (1/8 / 6/7 - 1/6 / 8/3)
[284077] ['1/2', '4/7', '4/5', '2', '9/2'] -> 9/2 / (1/2 / (4/5 - 4/7) - 2)
[284078] ['1/6', '1/2', '5/9', '5/9', '3'] -> (3 - 5/9 / 5/9) / (1/6 * 1/2)
[284079] ['3/4', '9/8', '5/4', '8/5', '7'] -> (7 + 5/4 * 8/5) / (9/8 - 3/4)
[284080] ['1/8', '1/6', '6/7', '2', '9/2'] -> 9/2 / (1/6 * 2 - 1/8 / 6/7)
[284081] ['4/9', '4/7', '5/6', '9/4', '8'] -> 5/6 * 8 / (4/9 * 4/7) - 9/4
[284082] ['1/7', '1/6', '8/9', '2', '7/2'] -> ((7/2 - 1/6) / 1/7 - 2) / 8/9
[284083] ['2/5', '6/5', '9/7', '5/2', '9'] -> 6/5 * (5/2 + 9 / (2/5 * 9/7))
[284084] ['1/9', '3/7', '4/5', '3/2', '8'] -> 8 / (3/7 - 1/9) - 4/5 * 3/2
[284085] ['1/4', '4/9', '7/6', '7/2', '6'] -> 6 * (7/2 + 1/4 + 4/9) - 7/6
[284086] ['2/7', '3/7', '5/8', '1', '8/5'] -> 8/5 / (2/7 / 3/7 / 5/8 - 1)
[284087] ['1/7', '1/6', '8/9', '2', '9/2'] -> (8/9 + 2 / (1/7 * 9/2)) / 1/6
[284088] ['1/2', '4/7', '5/6', '9/8', '2'] -> 2 / (1/2 * 4/7) / (9/8 - 5/6)
[284089] ['4/9', '4/7', '5/6', '7/3', '8'] -> (8 + 4/7 * 7/3) / (5/6 - 4/9)
[284090] ['2/9', '3/5', '4/5', '4/5', '2'] -> (4/5 + 4/5) * 2 / (2/9 * 3/5)
[284091] ['1/6', '1/2', '5/9', '7/9', '3'] -> (7/9 / 1/2 - (5/9 - 3)) / 1/6
[284092] ['1/9', '3/7', '4/5', '5/3', '8'] -> 8 * (5/3 / (3/7 / 4/5) - 1/9)
[284093] ['1/8', '1/6', '7/8', '7/5', '2'] -> 2 / 1/6 / (7/8 / 7/5 - 1/8)
[284094] ['1/9', '3/8', '5/8', '1', '7/6'] -> (5/8 + 3/8 / 1/9) / (7/6 - 1)
[284095] ['2/5', '6/7', '5/4', '7/5', '5'] -> 6/7 / (2/5 / 7/5 - 5/4 / 5)
[284096] ['4/9', '4/7', '5/6', '5/2', '8'] -> (8 / 4/7 - (5/6 + 5/2)) / 4/9
[284097] ['1/6', '1/2', '5/9', '4/5', '3'] -> 3 / (1/2 - 1/6 / 5/9 / 4/5)
[284098] ['2/7', '5/9', '7/6', '8/5', '9'] -> 9 / (2/7 / 5/9) / (7/6 / 8/5)
[284099] ['2/3', '3/4', '4/5', '1', '9/4'] -> 2/3 * 9/4 / (1 - 3/4 / 4/5)
[284100] ['2/9', '3/5', '4/5', '7/8', '2'] -> (4/5 + 2) / (7/8 * 2/9 * 3/5)
[284101] ['1/4', '4/9', '6/5', '7/5', '6'] -> (6 + 7/5 / (1/4 * 6/5)) / 4/9
[284102] ['4/9', '4/7', '5/6', '7/2', '8'] -> (4/7 * 7/2 + 8 / 4/9) / 5/6
[284103] ['2/9', '3/5', '4/5', '8/7', '2'] -> (4/5 + 2) * 8/7 / (2/9 * 3/5)
[284104] ['1/3', '2/5', '3/4', '5/3', '3'] -> 3 / (1/3 + 5/3 - 3/4 / 2/5)
[284105] ['1/2', '4/7', '5/6', '7/5', '2'] -> 2 / (4/7 - 1/2) / (5/6 * 7/5)
[284106] ['1/4', '4/9', '6/5', '3/2', '6'] -> 6/5 * (6 / (4/9 / 3/2) - 1/4)
[284107] ['2/7', '5/9', '7/6', '9/5', '9'] -> (9 - 5/9 * 9/5) / (2/7 * 7/6)
[284108] ['1/6', '1/2', '5/9', '7/6', '3'] -> (5/9 * 3 + 7/6 / 1/2) / 1/6
[284109] ['2/9', '3/5', '4/5', '7/6', '2'] -> (7/6 + 2 / (3/5 * 4/5)) / 2/9
[284110] ['1/2', '4/7', '5/6', '3/2', '2'] -> 1/2 * 2 / (3/2 - 5/6 / 4/7)
[284111] ['2/7', '5/9', '7/6', '9/4', '9'] -> 9/4 * (9 + 5/9 / (2/7 * 7/6))
[284112] ['2/7', '3/7', '5/8', '1', '7/2'] -> 7/2 / (1 / 3/7 - 5/8 / 2/7)
[284113] ['3/4', '9/8', '9/7', '5/3', '7'] -> 3/4 + 9/8 * 7 * (9/7 + 5/3)
[284114] ['1/8', '1/6', '8/9', '6/5', '2'] -> 2 / (1/6 / 8/9 - 1/8 / 6/5)
[284115] ['2/5', '6/7', '5/4', '9/5', '5'] -> 9/5 * (5 / (2/5 * 6/7) - 5/4)
[284116] ['1/7', '1/6', '9/8', '4/3', '2'] -> 9/8 * (4/3 / 1/7 + 2 / 1/6)
[284117] ['2/7', '3/7', '5/8', '1', '9/2'] -> 2/7 * 9/2 / (3/7 + 5/8 - 1)
[284118] ['3/4', '9/8', '9/7', '7/4', '7'] -> 7 / (7/4 - (3/4 + 9/8) / 9/7)
[284119] ['2/3', '3/4', '5/6', '8/9', '1'] -> 2/3 / (3/4 - 5/6 - (8/9 - 1))
[284120] ['2/5', '6/5', '5/3', '9/4', '9'] -> 2/5 * 9 / (9/4 / 5/3 - 6/5)
[284121] ['1/3', '2/5', '7/9', '7/9', '3'] -> 2/5 / (7/9 / (3 - 7/9) - 1/3)
[284122] ['1/6', '1/2', '5/9', '8/5', '3'] -> 8/5 * 3 / (1/2 - 1/6 / 5/9)
[284123] ['1/9', '3/8', '5/8', '1', '5/2'] -> 5/2 * (3/8 / 5/8 + 1 / 1/9)
[284124] ['3/4', '9/8', '9/7', '7/3', '7'] -> 7 / 7/3 / (9/8 / 9/7 - 3/4)
[284125] ['4/9', '4/7', '6/7', '9/5', '8'] -> (8 - 4/9 * 6/7) / (4/7 / 9/5)
[284126] ['2/7', '5/9', '7/6', '7/2', '9'] -> (2/7 + 5/9 / 7/6) * 7/2 * 9
[284127] ['2/9', '3/5', '4/5', '7/4', '2'] -> 4/5 / (2/9 * 3/5) / (2 - 7/4)
[284128] ['1/6', '1/2', '5/9', '7/4', '3'] -> (1/6 + 1/2) / (7/4 / 3 - 5/9)
[284129] ['2/5', '6/7', '5/4', '5/2', '5'] -> 5 / (5/4 / 2/5 - 5/2 / 6/7)
[284130] ['3/4', '9/8', '9/7', '5/2', '7'] -> 9/8 / 3/4 + 7 * 9/7 * 5/2
[284131] ['1/2', '4/7', '5/6', '2', '9/4'] -> 2 / ((1/2 + 5/6) / 4/7 - 9/4)
[284132] ['2/3', '3/4', '5/6', '1', '9/5'] -> 9/5 / (1 / 5/6 - 3/4 / 2/3)
[284133] ['1/9', '3/7', '5/6', '6/7', '8'] -> (5/6 - 3/7 / 6/7) / (1/9 / 8)
[284134] ['1/9', '3/8', '5/8', '1', '9/2'] -> 9/2 / (5/8 / (1/9 + 1) - 3/8)
[284135] ['2/9', '3/5', '4/5', '2', '9/4'] -> 4/5 / (2/9 * 3/5) / (9/4 - 2)
[284136] ['2/7', '5/9', '6/5', '5/4', '9'] -> 9 / (2/7 * 6/5) - 5/4 / 5/9
[284137] ['1/7', '1/6', '9/8', '7/4', '2'] -> 2 / 1/6 / (9/8 / 7/4 - 1/7)
[284138] ['2/5', '6/7', '5/4', '7/2', '5'] -> 5/4 + (2/5 + 7/2) / (6/7 / 5)
[284139] ['1/9', '3/7', '5/6', '7/8', '8'] -> 5/6 / 7/8 * 8 / (3/7 - 1/9)
[284140] ['1/6', '1/2', '4/7', '3/5', '3'] -> 3 / (3/5 * (1/2 - 1/6 / 4/7))
[284141] ['1/2', '4/7', '5/6', '2', '5/2'] -> 2 / (5/6 / (4/7 * 5/2) - 1/2)
[284142] ['2/7', '5/9', '6/5', '9/7', '9'] -> 6/5 / (2/7 / 5/9) * (9/7 + 9)
[284143] ['2/5', '6/7', '5/4', '9/2', '5'] -> 9/2 * (5 / 6/7 - 2/5 * 5/4)
[284144] ['1/3', '2/5', '7/9', '7/8', '3'] -> 1/3 / (2/5 * (3 - 7/9) - 7/8)
[284145] ['2/9', '3/5', '4/5', '2', '9/2'] -> 3/5 + (2 + 9/2) / (2/9 / 4/5)
[284146] ['4/9', '4/7', '7/8', '9/8', '8'] -> 8 / (9/8 / (4/7 + 7/8) - 4/9)
[284147] ['2/7', '5/9', '6/5', '4/3', '9'] -> 5/9 * (6/5 + 9 / (2/7 / 4/3))
[284148] ['1/9', '3/8', '2/3', '5/6', '1'] -> (5/6 / 1/9 + 1 / 2/3) / 3/8
[284149] ['1/6', '1/2', '4/7', '5/8', '3'] -> (3 / 4/7 - 5/8 / 1/2) / 1/6
[284150] ['1/3', '2/5', '7/9', '9/8', '3'] -> (1/3 + 3) / (2/5 * (9/8 - 7/9))
[284151] ['2/5', '6/5', '8/3', '8/3', '9'] -> (9 - 8/3 / 8/3) / (2/5 / 6/5)
[284152] ['2/3', '3/4', '6/7', '1', '4/3'] -> 6/7 / (3/4 - 2/3) * (1 + 4/3)
