[19700] ['2', '7/3', '5/2', '5/2', '8/3'] -> (7/3 + (5/2 * (2 + (5/2 * 8/3))))
[19929] ['1/8', '1/3', '3/7', '7/9', '5'] -> (5 / (7/9 * (1/8 + (1/3 * 3/7))))
[19930] ['1/6', '1/5', '4/9', '2/3', '6'] -> (((6 - 2/3) / 1/5) - (4/9 / 1/6))
[19931] ['3/7', '9/8', '7/4', '7/3', '4'] -> ((7/4 * 4) / ((9/8 / 3/7) - 7/3))
[19932] ['6/5', '4/3', '7/5', '5/2', '3'] -> (3 * ((7/5 / (4/3 - 6/5)) - 5/2))
[19933] ['2/7', '1/2', '5/9', '5/3', '8'] -> (((5/3 / 2/7) - (1/2 - 8)) / 5/9)
[19934] ['1/2', '4/7', '7/8', '1', '7/5'] -> (7/5 / ((1 / (1/2 + 4/7)) - 7/8))
[19935] ['1/6', '5/8', '9/5', '7/3', '4'] -> (4 / ((5/8 * (7/3 - 9/5)) - 1/6))
[19936] ['1/4', '4/9', '5/7', '8/9', '2'] -> (2 / (((1/4 + 4/9) / 5/7) - 8/9))
[19937] ['1/8', '1/3', '3/7', '5/6', '5'] -> (5 / (5/6 - (1/3 + (1/8 / 3/7))))
[19938] ['9/8', '7/6', '5/3', '7/4', '4'] -> (4 / ((7/6 * 7/4) - (9/8 * 5/3)))
[19939] ['1/3', '3/4', '9/8', '8/5', '4'] -> (4 / (9/8 - (3/4 + (1/3 / 8/5))))
[19940] ['1/6', '1/5', '4/9', '3/4', '6'] -> ((((4/9 + 6) * 3/4) / 1/5) - 1/6)
[19941] ['1/6', '1/3', '9/7', '7/4', '5'] -> (5 / (7/4 * (1/3 - (1/6 * 9/7))))
[19942] ['6/7', '6/7', '9/8', '8/7', '6'] -> (6 / (9/8 - (6/7 / (6/7 * /7)))
)[19943] ['9/8', '7/6', '5/3', '9/4', '4'] -> (4 / ((9/8 + 5/3) - (7/6 * 9/4)))
[19944] ['1/9', '1/9', '1/7', '8/3', '3'] -> (3 + (8/3 / (1/9 + (1/9 * 1/7))))
[19945] ['1/6', '1/5', '4/9', '7/9', '6'] -> (6 + ((7/9 + (4/9 / 1/5)) / 1/6))
[19946] ['1/4', '4/9', '5/7', '6/5', '2'] -> ((2 / (5/7 * (1/4 * 4/9))) - 6/5)
[19947] ['1/6', '1/3', '9/7', '9/5', '5'] -> (((1/3 + (5 / 9/5)) * 9/7) / 1/6)
[19948] ['1/8', '1/3', '3/7', '9/8', '5'] -> (((5 / (1/3 + 9/8)) - 3/7) / 1/8)
[19949] ['6/7', '6/7', '9/8', '7/6', '6'] -> ((6/7 + (6/7 / 6)) / (7/6 - 9/8))
[19950] ['1/3', '6/5', '8/5', '5/3', '3'] -> (((3 + (6/5 * 5/3)) * 8/5) / 1/3)
[19951] ['9/8', '7/6', '5/3', '7/2', '4'] -> ((4 * (7/2 + (9/8 + 5/3))) - 7/6)
[19952] ['1/9', '1/9', '1/7', '3', '7/2'] -> (((7/2 * (1/9 + 1/7)) * 3) / 1/9)
[19953] ['3/7', '9/8', '9/5', '9/5', '4'] -> (9/5 / (9/8 - (9/5 / (3/7 * 4))))
[19954] ['1/6', '1/3', '9/7', '9/4', '5'] -> (5 / (9/4 * (1/3 / 9/7)) - 1/6))
[19955] ['6/7', '6/7', '9/8', '6/5', '6'] -> (6 / ((6/7 * 9/8) - (6/7 / 6/5)))
[19956] ['2/7', '1/2', '5/9', '9/4', '8'] -> (8 * ((1/2 / 2/7) + (5/9 * 9/4)))
[19957] ['9/8', '7/6', '5/3', '4', '9/2'] -> ((4 + 9/2) / (5/3 - (9/8 * 7/6)))
[19958] ['2/9', '1/2', '6/7', '5/4', '5'] -> ((6/7 * (1/2 + 5/4)) + (5 / 2/9))
[19959] ['1/4', '4/9', '5/7', '4/3', '2'] -> ((4/3 + 2) / (5/7 * (4/9 - 1/4)))
[19960] ['1/2', '4/7', '7/8', '1', '5/3'] -> (4/7 / (5/3 - (1/2 + (1 / 7/8))))
[19961] ['6/5', '4/3', '3/2', '7/3', '3'] -> (4/3 / ((3 / 3/2) - (7/3 / 6/5)))
[19962] ['1/7', '3/8', '5/9', '5/6', '9'] -> ((5/6 / (1/7 * 3/8)) - (5/9 - 9))
[19963] ['9/8', '7/6', '7/4', '7/4', '4'] -> ((7/6 * 4) / (7/4 - (7/4 / 9/8)))
[19964] ['1/9', '1/9', '1/6', '3/7', '3'] -> ((3/7 * (1/9 + 3)) / (1/6 - 1/9))
[19965] ['6/5', '4/3', '3/2', '5/2', '3'] -> ((6/5 + (4/3 * 3/2)) * (5/2 * 3))
[19966] ['2/7', '1/2', '5/9', '5/2', '8'] -> ((1/2 - (5/2 / 5/9)) + (8 / 2/7))
[19967] ['6/7', '6/7', '9/8', '8/5', '6'] -> (((6/7 + 6) / (9/8 - 6/7)) - 8/5)
[19968] ['1/3', '3/4', '8/7', '5/4', '4'] -> ((8/7 / (1/3 * 3/4)) * (5/4 + 4))
[19969] ['1/6', '5/8', '9/5', '4', '9/2'] -> (((9/2 - (1/6 - 4)) * 9/5) / 5/8)
[19970] ['1/2', '4/7', '7/8', '1', '7/4'] -> ((7/4 / (4/7 * (1 - 7/8))) - 1/2)
[19971] ['1/9', '1/9', '1/6', '3/5', '3'] -> (((3 / 3/5) - (1/9 / 1/9)) / 1/6)
[19972] ['1/3', '6/5', '5/3', '9/4', '3'] -> (3 / ((1/3 + 5/3) - (9/4 / 6/5)))
[19973] ['1/8', '1/3', '3/7', '5/3', '5'] -> (((5 + (1/3 + 5/3)) * 3/7) / 1/8)
[19974] ['9/8', '7/6', '7/4', '7/3', '4'] -> ((7/3 * 4) / ((7/4 / 9/8) - 7/6))
[19975] ['1/3', '3/4', '8/7', '7/5', '4'] -> (7/5 * (8/7 + (4 / (1/3 * 3/4))))
[19976] ['2/9', '1/2', '6/7', '7/5', '5'] -> (7/5 * ((5 / (1/2 - 2/9)) - 6/7))
[19977] ['1/6', '1/3', '7/5', '3/2', '5'] -> (5 * ((3/2 / 1/6) - (7/5 / 1/3)))
[19978] ['6/7', '6/7', '9/8', '7/3', '6'] -> (6 / (7/3 * (6/7 * 9/8)) - 6/7))
[19979] ['1/9', '1/9', '1/6', '4/5', '3'] -> ((1/9 + ((1/9 + 3) / 4/5)) / 1/6)
[19980] ['1/6', '1/5', '4/9', '7/6', '6'] -> (6 * ((7/6 / (4/9 - 1/6)) - 1/5))
[19981] ['1/9', '1/9', '1/6', '6/7', '3'] -> (6/7 + (3 / (1/9 + (1/9 * 1/6))))
[19982] ['6/7', '6/7', '9/8', '5/2', '6'] -> (((6/7 + 6) * (9/8 + 5/2)) - 6/7)
[19983] ['1/2', '4/7', '7/8', '1', '9/4'] -> (((7/8 + 1) / (4/7 - 1/2)) - 9/4)
[19984] ['1/3', '3/4', '8/7', '8/5', '4'] -> (((4 / (8/5 - 8/7)) - 3/4) / 1/3)
[19985] ['1/8', '1/3', '3/7', '9/4', '5'] -> (((1/3 / 3/7) + (5 / 9/4)) / 1/8)
[19986] ['6/5', '4/3', '5/3', '8/3', '3'] -> ((4/3 + 8/3) * (3 * (6/5 * 5/3)))
[19987] ['1/4', '4/9', '5/7', '2', '7/3'] -> ((5/7 * 2) / (1/4 - (4/9 / 7/3)))
[19988] ['9/8', '7/6', '7/4', '7/2', '4'] -> (7/4 / (7/6 * 4) - (9/8 * 7/2)))
[19989] ['1/3', '3/4', '8/7', '7/4', '4'] -> ((4 + (8/7 * 7/4)) / (1/3 * 3/4))
[19990] ['3/7', '9/8', '9/4', '9/4', '4'] -> ((9/4 * 4) / ((9/8 / 3/7) - 9/4))
[19991] ['2/9', '1/2', '6/7', '3/2', '5'] -> ((((5 / 2/9) - 3/2) / 6/7) - 1/2)
[19992] ['6/7', '6/7', '8/7', '7/6', '6'] -> (6 / ((6/7 * 7/6) - (6/7 / 8/7)))
[19993] ['1/3', '6/5', '7/4', '9/4', '3'] -> ((7/4 / ((6/5 / 3) - 1/3)) - 9/4)
[19994] ['6/5', '4/3', '5/3', '3', '7/2'] -> (4/3 / (5/3 * 6/5) - (7/2 / 3)))
[19995] ['1/9', '1/9', '1/6', '8/7', '3'] -> (((3 - (1/9 / 1/6)) * 8/7) / 1/9)
[19996] ['1/6', '1/3', '7/5', '7/3', '5'] -> (7/3 + ((1/3 + (5 / 1/6)) / 7/5))
[19997] ['3/7', '9/8', '9/4', '7/3', '4'] -> (4 / (7/3 * (9/8 / 9/4)) - 3/7))
[19998] ['6/7', '6/7', '8/7', '6/5', '6'] -> (((6/7 + 6/7) / (6/5 - 8/7)) - 6)
[19999] ['1/8', '1/3', '3/7', '9/2', '5'] -> ((9/2 / 1/8) - (1/3 + (5 / 3/7)))
[20000] ['3/7', '9/8', '9/4', '5/2', '4'] -> ((((5/2 * 4) * 9/8) / 3/7) - 9/4)
[20001] ['6/7', '6/7', '8/7', '7/5', '6'] -> ((8/7 + (6/7 + 6/7)) * (7/5 * 6))
[20002] ['1/3', '3/4', '8/7', '4', '9/2'] -> (9/2 / (1/3 - (3/4 / (8/7 + 4))))
[20003] ['9/8', '7/6', '9/5', '5/2', '4'] -> (9/5 * ((4 * (9/8 + 5/2)) - 7/6))
[20004] ['6/7', '6/7', '8/7', '8/5', '6'] -> (6 / ((6/7 - 8/7) + (6/7 / 8/5)))
[20005] ['1/9', '1/9', '1/6', '8/5', '3'] -> (3 / ((1/9 / 8/5) - (1/9 - 1/6)))
[20006] ['2/7', '1/2', '3/5', '2/3', '8'] -> (2/3 + (8 / (3/5 * (2/7 / 1/2))))
[20007] ['1/2', '4/7', '7/8', '1', '9/2'] -> (9/2 / ((1/2 * 7/8) * 1) - 4/7))
[20008] ['2/9', '1/2', '6/7', '5/3', '5'] -> ((((5 / 2/9) - 1/2) / 6/7) - 5/3)
[20009] ['1/3', '6/5', '9/5', '9/5', '3'] -> ((9/5 + 3) / (1/3 * (9/5 - 6/5)))
[20010] ['1/9', '1/9', '1/6', '9/5', '3'] -> (9/5 * ((3 / (1/9 + 1/9)) - 1/6))
[20011] ['1/7', '3/8', '5/9', '9/5', '9'] -> (3/8 * ((5/9 * 9/5) + (9 / 1/7)))
[20012] ['3/7', '9/8', '7/3', '4', '9/2'] -> (3/7 / (9/2 - (4 + (9/8 / 7/3))))
[20013] ['6/7', '6/7', '8/7', '9/4', '6'] -> (((6/7 + (8/7 * 9/4)) * 6) / 6/7)
[20014] ['2/7', '1/2', '3/5', '3/4', '8'] -> (8 * ((1/2 / 2/7) + (3/4 / 3/5)))
[20015] ['1/6', '1/3', '5/3', '9/4', '5'] -> (5 / ((1/6 * 1/3) * 5/3) * 9/4))
[20016] ['1/9', '1/9', '1/6', '9/4', '3'] -> (3 / (9/4 * (1/9 + 1/9)) - 1/6))
[20017] ['1/4', '4/9', '3/4', '6/7', '2'] -> ((3/4 + (2 / (4/9 * 6/7))) / 1/4)
[20018] ['6/7', '6/7', '7/6', '7/6', '6'] -> ((7/6 + 7/6) * (6 * (6/7 + 6/7)))
[20019] ['1/8', '1/3', '4/9', '7/9', '5'] -> (5 / ((1/8 * 7/9) - (1/3 - 4/9)))
[20020] ['1/6', '1/5', '4/9', '7/4', '6'] -> (1/6 + (6 * (7/4 + (4/9 / 1/5))))
[20021] ['9/8', '7/6', '9/4', '7/3', '4'] -> (7/6 + (4 * (7/3 + (9/8 + 9/4))))
[20022] ['6/5', '4/3', '9/5', '7/3', '3'] -> ((9/5 + 3) / ((6/5 + 4/3) - 7/3))
[20023] ['6/7', '6/7', '7/6', '6/5', '6'] -> ((6/7 / (6/7 * 6/5) - 7/6)) - 6)
[20024] ['1/7', '3/8', '5/9', '7/3', '9'] -> (3/8 + (9 / (1/7 + (5/9 / 7/3))))
[20025] ['1/3', '3/4', '7/6', '8/5', '4'] -> (((4 / (7/6 - 3/4)) - 8/5) / 1/3)
[20026] ['1/9', '1/9', '1/5', '2/9', '3'] -> (((2/9 + 3) - (1/9 / 1/5)) / 1/9)
[20027] ['1/3', '6/5', '9/4', '9/4', '3'] -> (3 / (1/3 * (9/4 - (9/4 / 6/5))))
[20028] ['1/4', '4/9', '3/4', '8/7', '2'] -> (((3/4 + (2 / 4/9)) * 8/7) / 1/4)
[20029] ['6/7', '6/7', '7/6', '9/7', '6'] -> ((6/7 + 6) / (9/7 - (6/7 * 7/6)))
[20030] ['1/6', '1/3', '9/5', '9/4', '5'] -> ((9/5 / 9/4) * (5 / (1/3 - 1/6)))
[20031] ['6/7', '6/7', '7/6', '7/5', '6'] -> ((6 / (7/5 - 7/6)) - (6/7 + 6/7))
[20032] ['2/7', '1/2', '3/5', '6/7', '8'] -> ((((8 - 2/7) / 3/5) - 6/7) / 1/2)
[20033] ['1/2', '4/7', '8/9', '1', '8/7'] -> (8/7 / (1 - (8/9 * (1/2 + 4/7))))
[20034] ['1/6', '1/5', '4/9', '8/3', '6'] -> (8/3 / (1/5 * (1/6 * 6)) - 4/9))
[20035] ['1/4', '4/9', '3/4', '6/5', '2'] -> (2 / ((6/5 * (1/4 + 4/9)) - 3/4))
[20036] ['1/3', '6/5', '9/4', '7/3', '3'] -> (3 / (7/3 - (1/3 + (9/4 / 6/5))))
[20037] ['3/7', '9/8', '8/3', '4', '9/2'] -> (9/8 * ((8/3 * 9/2) + (4 / 3/7)))
[20038] ['2/9', '1/2', '6/7', '7/3', '5'] -> ((5 / 2/9) - (1/2 - (6/7 * 7/3)))
[20039] ['6/7', '6/7', '7/6', '5/3', '6'] -> ((6 + (6/7 * 5/3)) / (7/6 - 6/7))
[20040] ['1/9', '1/9', '1/5', '3/8', '3'] -> (3 / (1/5 * (1/9 / 1/9)) - 3/8))
[20041] ['9/8', '7/6', '7/2', '4', '9/2'] -> (((4 + (9/2 / 9/8)) * 7/2) / 7/6)
[20042] ['1/8', '1/3', '4/9', '8/7', '5'] -> (((5 - 8/7) * (1/3 + 4/9)) / 1/8)
[20043] ['6/7', '6/7', '7/6', '9/4', '6'] -> (6 / (9/4 - (7/6 * (6/7 + 6/7))))
[20044] ['3/7', '8/7', '8/7', '8/7', '4'] -> ((8/7 + (4 * (8/7 + 8/7))) / 3/7)
[20045] ['1/3', '6/5', '9/4', '3', '7/2'] -> (((3 * 7/2) / (1/3 * 6/5)) - 9/4)
[20046] ['1/3', '3/4', '6/5', '4/3', '4'] -> (((4/3 + (4 / 3/4)) * 6/5) / 1/3)
[20047] ['1/7', '3/8', '4/7', '4/5', '9'] -> (9 / ((1/7 / 4/5) - (3/8 - 4/7)))
[20048] ['6/5', '4/3', '7/3', '3', '9/2'] -> (4/3 / (9/2 - ((7/3 + 3) / 6/5)))
[20049] ['2/9', '1/2', '6/7', '8/3', '5'] -> ((8/3 / (2/9 * 6/7)) + (5 / 1/2))
[20050] ['3/7', '8/7', '8/7', '6/5', '4'] -> (4 / (((3/7 + 8/7) / 6/5) - 8/7))
[20051] ['6/5', '4/3', '5/2', '5/2', '3'] -> ((5/2 + 5/2) * (3 * (6/5 * 4/3)))
[20052] ['1/4', '4/9', '3/4', '8/5', '2'] -> ((((2 / 4/9) - 3/4) * 8/5) / 1/4)
[20053] ['1/6', '3/8', '3/8', '4/7', '5'] -> (3/8 + ((1/6 + (5 / 3/8)) / 4/7))
[20054] ['3/7', '8/7', '8/7', '5/4', '4'] -> (((8/7 + (8/7 * 5/4)) * 4) / 3/7)
[20055] ['1/8', '1/3', '4/9', '9/7', '5'] -> (5 / ((1/8 / 9/7) - (1/3 - 4/9)))
[20056] ['1/3', '6/5', '5/2', '8/3', '3'] -> ((6/5 * (1/3 + 3)) / (8/3 - 5/2))
[20057] ['1/2', '4/7', '8/9', '1', '9/7'] -> (9/7 / ((1 / 8/9) - (1/2 + 4/7)))
[20058] ['1/9', '1/9', '1/5', '4/9', '3'] -> (3 + ((1/9 + (4/9 / 1/5)) / 1/9))
[20059] ['1/6', '1/5', '1/2', '7/9', '6'] -> ((1/6 + 1/2) + ((6 * 7/9) / 1/5))
[20060] ['1/8', '1/3', '4/9', '7/5', '5'] -> ((7/5 - (1/3 / 5)) / (1/8 * 4/9))
[20061] ['9/8', '6/5', '6/5', '3/2', '4'] -> ((3/2 + (6/5 / 4)) / (6/5 - 9/8))
[20062] ['6/7', '6/7', '6/5', '5/3', '6'] -> (((6 * (6/7 + 6/5)) * 5/3) / 6/7)
[20063] ['6/5', '4/3', '3', '9/2', '9/2'] -> (9/2 / (3 - (9/2 / (6/5 * 4/3))))
[20064] ['2/7', '1/2', '3/5', '4/3', '8'] -> (1/2 * (4/3 + (8 / (2/7 * 3/5))))
[20065] ['1/3', '6/5', '8/3', '8/3', '3'] -> (8/3 / (((1/3 + 3) / 6/5) - 8/3))
[20066] ['6/7', '6/7', '6/5', '7/4', '6'] -> (6 / (7/4 * (6/7 - (6/7 / 6/5))))
[20067] ['1/8', '1/3', '4/9', '7/4', '5'] -> (5 / ((1/8 + 7/4) * 4/9) - 1/3))
[20068] ['2/9', '1/2', '7/8', '7/8', '5'] -> ((1/2 + (7/8 / 7/8)) + (5 / 2/9))
[20069] ['1/6', '1/5', '1/2', '6/7', '6'] -> (6 / ((1/6 / 1/5) - (1/2 / 6/7)))
[20070] ['1/7', '3/8', '4/7', '9/4', '9'] -> (9/4 * ((1/7 + 9) + (4/7 / 3/8)))
[20071] ['1/6', '3/8', '3/8', '7/9', '5'] -> (3/8 + (7/9 * (3/8 + (5 / 1/6))))
[20072] ['1/3', '6/5', '8/3', '3', '7/2'] -> ((6/5 * 8/3) * ((7/2 / 1/3) - 3))
[20073] ['1/3', '3/4', '5/4', '9/7', '4'] -> (4 / ((3/4 / 9/7) - (1/3 * 5/4)))
[20074] ['3/7', '8/7', '8/7', '8/5', '4'] -> (8/7 / ((8/7 / (4 - 8/5)) - 3/7))
[20075] ['9/8', '6/5', '6/5', '7/4', '4'] -> (((6/5 * 7/4) / (6/5 - 9/8)) - 4)
[20076] ['1/9', '1/9', '1/5', '2/3', '3'] -> (((1/9 / 1/9) + (3 / 1/5)) / 2/3)
[20077] ['6/7', '6/7', '6/5', '9/4', '6'] -> (6 / ((6/7 / (6/5 - 6/7)) - 9/4))
[20078] ['1/8', '1/3', '4/9', '9/5', '5'] -> (1/3 / ((4/9 / (5 - 9/5)) - 1/8))
[20079] ['2/7', '1/2', '3/5', '9/5', '8'] -> (8 * ((1/2 * 9/5) + (3/5 / 2/7)))
[20080] ['3/7', '8/7', '8/7', '5/3', '4'] -> (8/7 / (((8/7 * 5/3) / 4) - 3/7))
[20081] ['1/6', '3/8', '3/8', '8/9', '5'] -> (5 / ((1/6 + 3/8) - (3/8 * 8/9)))
[20082] ['6/5', '7/5', '7/5', '7/4', '3'] -> ((6/5 * 3) / (7/5 - (7/4 / 7/5)))
[20083] ['1/8', '1/3', '4/9', '5/2', '5'] -> (((4/9 * (5/2 + 5)) - 1/3) / 1/8)
[20084] ['1/3', '6/5', '8/3', '3', '9/2'] -> ((3 / 6/5) + ((8/3 + 9/2) / 1/3))
[20085] ['3/7', '8/7', '8/7', '7/4', '4'] -> ((8/7 + 4) * ((7/4 * 8/7) / 3/7))
[20086] ['1/9', '1/9', '1/5', '3/4', '3'] -> (((3 + (1/9 / 1/5)) * 3/4) / 1/9)
[20087] ['6/5', '7/5', '7/5', '9/5', '3'] -> ((9/5 + 3) / (6/5 - (7/5 / 7/5)))
[20088] ['1/8', '1/3', '4/9', '7/2', '5'] -> ((5 - 1/3) / (7/2 * (1/8 * 4/9)))
[20089] ['1/3', '6/5', '3', '7/2', '7/2'] -> ((6/5 * 3) * (7/2 - (1/3 - 7/2)))
[20090] ['6/7', '6/7', '6/5', '7/2', '6'] -> (6/5 * ((7/2 * 6) - (6/7 / 6/7)))
[20091] ['9/8', '6/5', '5/4', '5/4', '4'] -> (4 / (6/5 * (5/4 - (5/4 / 9/8))))
[20092] ['1/6', '1/5', '1/2', '9/7', '6'] -> ((1/6 + 1/2) + (6 / (1/5 * 9/7)))
[20093] ['1/6', '2/3', '5/7', '7/4', '4'] -> (4 / (5/7 - (1/6 + (2/3 / 7/4))))
[20094] ['2/7', '1/2', '3/5', '5/2', '8'] -> (5/2 * ((3/5 / 2/7) - (1/2 - 8)))
[20095] ['2/9', '1/2', '7/8', '6/5', '5'] -> ((1/2 + (5 / 6/5)) / (2/9 * 7/8))
[20096] ['1/3', '6/5', '3', '7/2', '9/2'] -> (6/5 * ((3 + 7/2) + (9/2 / 1/3)))
[20097] ['1/3', '3/4', '9/7', '7/5', '4'] -> (((4 + (9/7 / 3/4)) * 7/5) / 1/3)
[20098] ['1/6', '3/8', '3/8', '9/7', '5'] -> (3/8 + ((3/8 + (5 / 1/6)) / 9/7))
[20099] ['6/7', '6/7', '6/5', '9/2', '6'] -> (6/7 / ((9/2 / 6) - (6/7 / 6/5)))
[20100] ['1/6', '1/5', '1/2', '7/4', '6'] -> (6 / (1/5 * (1/2 / 1/6)) - 7/4))
[20101] ['1/3', '6/5', '3', '9/2', '9/2'] -> (9/2 * (9/2 + (3 * (1/3 / 6/5))))
[20102] ['6/5', '7/5', '7/5', '5/2', '3'] -> (5/2 * (6/5 + (3 * (7/5 + 7/5))))
[20103] ['9/8', '6/5', '5/4', '9/7', '4'] -> (4 / ((5/4 / 6/5) - (9/8 / 9/7)))
[20104] ['1/3', '3/4', '9/7', '3/2', '4'] -> ((3/2 * 4) / ((3/4 / 9/7) - 1/3))
[20105] ['1/9', '1/9', '1/5', '9/8', '3'] -> (3 / ((1/9 / (1/5 - 1/9)) - 9/8))
[20106] ['2/9', '1/2', '7/8', '5/4', '5'] -> ((7/8 + (1/2 * 5/4)) + (5 / 2/9))
[20107] ['3/7', '8/7', '8/7', '7/2', '4'] -> (3/7 / (((8/7 + 7/2) / 4) - 8/7))
[20108] ['2/7', '1/2', '3/5', '7/2', '8'] -> (8 / ((2/7 / 3/5) - (1/2 / 7/2)))
[20109] ['9/8', '6/5', '5/4', '4/3', '4'] -> (((5/4 + 4) / (4/3 - 9/8)) - 6/5)
[20110] ['1/3', '3/4', '9/7', '5/3', '4'] -> (((4 + (5/3 / 3/4)) * 9/7) / 1/3)
[20111] ['6/5', '7/5', '3/2', '5/3', '3'] -> (((7/5 * 3) / (5/3 - 3/2)) - 6/5)
[20112] ['1/6', '2/3', '5/7', '8/3', '4'] -> (((2/3 + 8/3) / (1/6 * 5/7)) - 4)
[20113] ['3/7', '8/7', '7/6', '7/6', '4'] -> (8/7 / ((3/7 * (4 - 7/6)) - 7/6))
[20114] ['6/7', '6/7', '5/4', '4/3', '6'] -> (6 / ((6/7 - 5/4) + (6/7 / 4/3)))
[20115] ['1/3', '5/4', '5/4', '7/5', '3'] -> (3 * ((5/4 / (7/5 - 5/4)) - 1/3))
[20116] ['1/6', '3/8', '3/8', '7/2', '5'] -> (((5 / 3/8) - (7/2 / 3/8)) / 1/6)
[20117] ['1/3', '5/4', '5/4', '5/3', '3'] -> (((5/3 + (5/4 / 5/4)) * 3) / 1/3)
[20118] ['1/9', '1/9', '1/5', '5/4', '3'] -> (5/4 * (3 + (1/5 / (1/9 * 1/9))))
[20119] ['1/2', '4/7', '8/9', '1', '7/3'] -> (((7/3 * 4/7) / 1/2) / (1 - 8/9))
[20120] ['6/5', '7/5', '8/5', '5/3', '3'] -> (3 / ((7/5 / 6/5) - (5/3 / 8/5)))
[20121] ['2/9', '1/2', '7/8', '7/5', '5'] -> (1/2 / ((7/8 / (5 - 7/5)) - 2/9))
[20122] ['2/7', '1/2', '5/8', '5/6', '8'] -> (5/6 * ((1/2 / 5/8) + (8 / 2/7)))
[20123] ['1/6', '3/8', '2/5', '5/9', '5'] -> (5 / ((1/6 / 2/5) - (3/8 * 5/9)))
[20124] ['6/5', '7/5', '8/5', '9/4', '3'] -> (8/5 / ((6/5 / 9/4) - (7/5 / 3)))
[20125] ['1/9', '1/9', '1/5', '4/3', '3'] -> ((3 + (1/9 / 1/5)) / (1/9 * 4/3))
[20126] ['1/6', '3/8', '2/5', '4/7', '5'] -> ((2/5 * 5) / (3/8 - (1/6 / 4/7)))
[20127] ['1/3', '3/4', '9/7', '8/3', '4'] -> (9/7 * (8/3 + (4 / (1/3 * 3/4))))
[20128] ['6/7', '6/7', '5/4', '5/3', '6'] -> (6 / ((6/7 / 6/7) - (5/4 / 5/3)))
[20129] ['1/2', '4/7', '8/9', '1', '8/3'] -> (8/3 / (8/9 * (1 - (1/2 / 4/7))))
[20130] ['1/6', '2/3', '3/4', '7/4', '4'] -> (4 / (7/4 - (3/4 + (1/6 + 2/3))))
[20131] ['3/7', '8/7', '7/6', '7/4', '4'] -> ((8/7 * 4) * (7/6 + (7/4 / 3/7)))
[20132] ['1/9', '1/9', '1/5', '7/5', '3'] -> (3 * ((1/9 / 1/9) + (7/5 / 1/5)))
[20133] ['1/6', '3/8', '2/5', '2/3', '5'] -> ((2/5 * 5) / ((3/8 * 2/3) - 1/6))
[20134] ['9/8', '6/5', '9/7', '3/2', '4'] -> ((3/2 / (9/8 - (9/7 / 6/5))) - 4)
[20135] ['1/6', '1/5', '5/9', '4/5', '6'] -> ((4/5 / 1/5) + ((6 * 5/9) / 1/6))
[20136] ['2/9', '1/2', '7/8', '5/3', '5'] -> (((7/8 * (5/3 + 5)) - 1/2) / 2/9)
[20137] ['1/7', '3/8', '3/5', '5/3', '9'] -> (3/8 * ((3/5 * 5/3) + (9 / 1/7)))
[20138] ['3/7', '8/7', '7/6', '5/2', '4'] -> ((8/7 + 4) * ((5/2 / 3/7) - 7/6))
[20139] ['6/7', '6/7', '5/4', '5/2', '6'] -> (6 / (5/2 - (5/4 + (6/7 / 6/7))))
[20140] ['9/8', '6/5', '9/7', '8/5', '4'] -> ((8/5 / (6/5 - (9/7 / 9/8))) - 4)
[20141] ['1/6', '1/5', '5/9', '6/7', '6'] -> (((1/5 + (6 / 6/7)) * 5/9) / 1/6)
[20142] ['2/7', '1/2', '5/8', '5/4', '8'] -> ((8 / 2/7) - (5/4 / (1/2 * 5/8)))
[20143] ['1/6', '3/8', '2/5', '5/6', '5'] -> (5 / ((1/6 + 3/8) - (2/5 * 5/6)))
[20144] ['2/9', '1/2', '7/8', '9/5', '5'] -> (5 / ((2/9 - 1/2) + (7/8 / 9/5)))
[20145] ['6/5', '7/5', '5/3', '5/2', '3'] -> ((3 / ((5/2 / 7/5) - 5/3)) - 6/5)
[20146] ['1/6', '2/3', '7/9', '7/8', '4'] -> (4 * (2/3 + (7/9 / (1/6 * 7/8))))
[20147] ['1/3', '5/4', '9/7', '7/3', '3'] -> ((9/7 + 3) * (7/3 / (1/3 * 5/4)))
[20148] ['3/7', '8/7', '6/5', '5/4', '4'] -> ((4 * (3/7 / 5/4)) / (6/5 - 8/7))
[20149] ['1/2', '4/7', '1', '9/8', '8/7'] -> (8/7 / (1 - ((1/2 + 4/7) / 9/8)))
[20150] ['6/7', '6/7', '9/7', '4/3', '6'] -> ((9/7 + (6/7 + 6/7)) * (4/3 * 6))
[20151] ['2/7', '1/2', '5/8', '4/3', '8'] -> (4/3 * (1/2 + ((8 * 5/8) / 2/7)))
[20152] ['6/5', '7/5', '7/4', '7/4', '3'] -> (6/5 / (7/5 * 7/4) - (3 / 7/4)))
[20153] ['3/7', '8/7', '6/5', '9/7', '4'] -> ((3/7 * 4) / (8/7 - (9/7 / 6/5)))
[20154] ['1/6', '3/8', '2/5', '8/7', '5'] -> (5 / (2/5 * (3/8 + (1/6 / 8/7))))
[20155] ['2/7', '1/2', '5/8', '7/5', '8'] -> ((((7/5 * 8) * 5/8) / 2/7) - 1/2)
[20156] ['1/6', '1/5', '5/9', '8/9', '6'] -> (((5/9 + (8/9 / 1/5)) / 1/6) - 6)
[20157] ['1/8', '1/3', '5/9', '4/5', '5'] -> (1/3 / ((5/9 / (4/5 * )) - 1/8))
