[275787] ['1/8', '8/9', '3/2', '2', '7/2'] -> (((3/2 * 7/2) - (2 / 8/9)) / 1/8)
[276016] ['1/9', '2/9', '1', '7/6', '8/5'] -> (8/5 * ((1 / 2/9) + (7/6 / 1/9)))
[276017] ['5/8', '7/8', '1', '5/3', '7/2'] -> (1 / ((7/8 - 7/2) + (5/3 / 5/8)))
[276018] ['2/9', '3/7', '3/2', '3/2', '2'] -> ((3/2 + 3/2) + (2 / (2/9 * 3/7)))
[276019] ['2/7', '2/5', '5/7', '9/8', '9'] -> (9 / ((5/7 / 2/5) - (2/7 + 9/8)))
[276020] ['1/9', '2/7', '2/3', '8/5', '8'] -> (((8 / 8/5) - (2/3 / 2/7)) / 1/9)
[276021] ['1/4', '1/4', '1', '5/3', '7/3'] -> ((1 / (1/4 * 1/4)) / (7/3 - 5/3))
[276022] ['1/8', '9/8', '8/7', '3/2', '2'] -> ((8/7 * 2) * (3/2 + (9/8 / 1/8)))
[276023] ['4/9', '9/8', '7/5', '8/5', '2'] -> (8/5 / ((4/9 + 7/5) - (2 / 9/8)))
[276024] ['3/7', '9/8', '7/5', '7/5', '8'] -> ((7/5 + 7/5) * ((9/8 * 8) - 3/7))
[276025] ['1/9', '1/2', '4/5', '5/3', '6'] -> ((5/3 / (1/9 / 4/5)) + (6 / 1/2))
[276026] ['5/8', '7/8', '1', '7/4', '7/4'] -> (1 / ((7/4 / (7/8 + 7/4)) - 5/8))
[276027] ['1/9', '2/9', '1', '7/6', '7/4'] -> (1 / ((7/6 * 7/4) - (2/9 / 1/9)))
[276028] ['2/7', '9/8', '5/4', '7/3', '3'] -> (3 / ((9/8 / 7/3) - (2/7 * 5/4)))
[276029] ['2/7', '2/5', '5/7', '7/6', '9'] -> (9 * ((5/7 / 2/5) - (2/7 - 7/6)))
[276030] ['2/9', '3/7', '3/2', '5/3', '2'] -> (((2 / (3/7 / 3/2)) - 5/3) / 2/9)
[276031] ['1/9', '1/2', '4/5', '7/4', '6'] -> ((7/4 / (1/9 * 1/2)) - (6 / 4/5))
[276032] ['3/7', '9/8', '7/5', '3/2', '8'] -> ((3/7 + 7/5) * (9/8 + (3/2 * 8)))
[276033] ['1/4', '1/4', '1', '7/4', '9/4'] -> ((9/4 + (1 - 7/4)) / (1/4 * 1/4))
[276034] ['1/9', '5/4', '9/5', '2', '7/2'] -> ((2 + (7/2 / 5/4)) / (1/9 * 9/5))
[276035] ['2/5', '5/7', '6/7', '8/9', '9'] -> ((6/7 * 8/9) * (9 / (2/5 * 5/7)))
[276036] ['5/8', '7/8', '1', '7/4', '9/4'] -> (9/4 / ((5/8 + 1) - (7/8 * 7/4)))
[276037] ['1/2', '5/6', '7/8', '9/5', '7'] -> ((7 / (1/2 / 5/6)) / (7/8 / 9/5))
[276038] ['2/7', '2/5', '5/7', '5/4', '9'] -> (((9 - (5/7 / 2/5)) / 2/7) - 5/4)
[276039] ['1/9', '1/2', '4/5', '9/4', '6'] -> ((9/4 / 1/9) + (6 * (1/2 / 4/5)))
[276040] ['1/8', '9/8', '8/7', '9/5', '2'] -> ((2 + (9/8 / 9/5)) / (1/8 / 8/7))
[276041] ['1/9', '2/9', '1', '7/6', '7/3'] -> ((7/3 - (2/9 - 1)) / (1/9 * 7/6))
[276042] ['4/9', '9/8', '7/5', '9/5', '2'] -> (9/5 / ((9/8 * (4/9 + 7/5)) - 2))
[276043] ['2/7', '1/3', '2/5', '4/9', '1'] -> (1 / ((1/3 / (2/7 + 2/5)) - 4/9))
[276044] ['2/5', '5/7', '6/7', '9/8', '9'] -> ((6/7 / 9/8) * (9 / (2/5 * 5/7)))
[276045] ['2/7', '9/8', '5/4', '3', '9/2'] -> (9/2 / ((9/8 / 2/7) - (5/4 * 3)))
[276046] ['1/4', '1/4', '1', '7/4', '5/2'] -> ((1 + (5/2 * (1/4 + 7/4))) / 1/4)
[276047] ['3/7', '9/8', '7/5', '7/4', '8'] -> ((7/5 + 7/4) * (8 - (3/7 / 9/8)))
[276048] ['2/5', '5/7', '6/7', '7/6', '9'] -> (((9 / 7/6) - 6/7) / (2/5 * 5/7))
[276049] ['1/9', '1/2', '4/5', '7/2', '6'] -> (4/5 * (((1/2 + 7/2) / 1/9) - 6))
[276050] ['2/7', '9/8', '9/7', '7/5', '3'] -> (9/7 / ((2/7 * 3) - (9/8 / 7/5)))
[276051] ['1/9', '5/4', '2', '9/4', '7/2'] -> ((7/2 + (5/4 * 2)) / (1/9 * 9/4))
[276052] ['1/4', '1/4', '1', '9/5', '9/4'] -> ((1 + (9/4 / (1/4 * 9/5))) / 1/4)
[276053] ['1/9', '2/9', '1', '6/5', '6/5'] -> ((6/5 + (6/5 * (2/9 + 1))) / 1/9)
[276054] ['2/9', '3/7', '3/2', '2', '5/2'] -> (((3/2 - 2) + (5/2 / 3/7)) / 2/9)
[276055] ['3/7', '9/8', '7/5', '7/3', '8'] -> ((7/3 - 3/7) * (8 * (9/8 * 7/5)))
[276056] ['5/8', '7/8', '1', '7/4', '7/2'] -> (1 / ((7/4 / (7/2 - 7/8)) - 5/8))
[276057] ['1/4', '2/7', '1/3', '3/4', '6'] -> ((6 / 2/7) + ((1/4 + 3/4) / 1/3))
[276058] ['1/9', '1/2', '5/6', '6/7', '6'] -> (((6 * (1/2 / 6/7)) - 5/6) / 1/9)
[276059] ['2/7', '9/8', '9/7', '8/5', '3'] -> ((3 + (8/5 * (9/8 + 9/7))) / 2/7)
[276060] ['1/4', '1/4', '1', '9/5', '7/3'] -> (9/5 * ((1 / 1/4) + (7/3 / 1/4)))
[276061] ['3/7', '9/8', '7/5', '5/2', '8'] -> (5/2 * ((3/7 * 7/5) + (9/8 * 8)))
[276062] ['1/9', '2/7', '5/7', '5/6', '8'] -> ((8 / (1/9 / 2/7)) / (5/7 / 5/6))
[276063] ['1/9', '1/2', '5/6', '7/8', '6'] -> ((6 + (5/6 / (1/9 * 1/2))) / 7/8)
[276064] ['5/8', '7/8', '1', '9/5', '9/5'] -> (9/5 / ((7/8 * (9/5 - 1)) - 5/8))
[276065] ['2/9', '3/7', '3/2', '2', '7/2'] -> ((3/2 + (3/7 / 2/9)) * (2 * 7/2))
[276066] ['2/7', '9/8', '9/7', '5/3', '3'] -> ((9/7 * 5/3) / ((9/8 / 3) - 2/7))
[276067] ['1/4', '1/4', '1', '9/5', '5/2'] -> ((5/2 / (1/4 / 9/5)) / (1 - 1/4))
[276068] ['1/8', '9/8', '7/6', '7/6', '2'] -> (((9/8 + 2) / 1/8) - (7/6 / 7/6))
[276069] ['1/9', '1/2', '5/6', '8/7', '6'] -> (8/7 * (6 + (5/6 / (1/9 * 1/2))))
[276070] ['2/7', '2/5', '5/7', '7/3', '9'] -> ((5/7 * 9) * (7/3 + (2/5 / 2/7)))
[276071] ['3/7', '9/8', '7/5', '7/2', '8'] -> (7/2 * (3/7 + (8 * (9/8 / 7/5))))
[276072] ['1/8', '9/8', '7/6', '6/5', '2'] -> (2 + ((9/8 + 7/6) / (1/8 / 6/5)))
[276073] ['1/9', '2/9', '1', '6/5', '7/5'] -> (((2/9 * 6/5) + (1 + 7/5)) / 1/9)
[276074] ['1/4', '1/4', '1', '9/5', '9/2'] -> (((9/2 / 9/5) - 1) / (1/4 * 1/4))
[276075] ['3/7', '9/8', '7/5', '9/2', '8'] -> (9/2 * ((8 / 7/5) - (3/7 / 9/8)))
[276076] ['1/4', '2/7', '1/3', '9/8', '6'] -> (((1/4 / 2/7) + (9/8 + 6)) / 1/3)
[276077] ['1/9', '1/2', '5/6', '9/7', '6'] -> ((5/6 - (1/2 / 9/7)) / (1/9 / 6))
[276078] ['1/2', '5/6', '8/9', '8/5', '7'] -> ((7 * (5/6 * 8/5)) / (8/9 - 1/2))
[276079] ['2/7', '9/8', '9/7', '7/3', '3'] -> (9/7 / (3 - (9/8 * (2/7 + 7/3))))
[276080] ['4/9', '9/8', '3/2', '8/5', '2'] -> (2 / (4/9 * (9/8 - (3/2 / 8/5))))
[276081] ['3/7', '9/8', '3/2', '3/2', '8'] -> ((3/2 + 3/2) + (8 / (3/7 / 9/8)))
[276082] ['2/9', '3/7', '8/5', '9/5', '2'] -> (((2 + (8/5 / 3/7)) / 2/9) - 9/5)
[276083] ['2/7', '9/8', '9/7', '5/2', '3'] -> ((9/7 / 2/7) / (3 - (9/8 * 5/2)))
[276084] ['4/9', '9/8', '3/2', '7/4', '2'] -> ((4/9 * 3/2) / ((2 / 9/8) - 7/4))
[276085] ['1/4', '1/4', '1', '7/3', '7/3'] -> (((7/3 / 1/4) - (1 + 7/3)) / 1/4)
[276086] ['1/9', '5/4', '2', '9/2', '9/2'] -> ((5/4 + 2) + (9/2 * (1/9 + 9/2)))
[276087] ['1/2', '5/6', '8/9', '7/4', '7'] -> ((7/4 / (8/9 - 5/6)) - (1/2 + 7))
[276088] ['1/9', '2/9', '1', '6/5', '5/3'] -> (5/3 * ((1 / 1/9) + (6/5 / 2/9)))
[276089] ['1/9', '9/7', '9/7', '9/7', '2'] -> ((9/7 + ((9/7 + 2) / 1/9)) / 9/7)
[276090] ['1/9', '2/7', '5/7', '3/2', '8'] -> ((3/2 / 1/9) + (8 + (5/7 / 2/7)))
[276091] ['2/7', '2/5', '3/4', '6/7', '9'] -> ((9 + (6/7 / 2/5)) / (3/4 - 2/7))
[276092] ['4/9', '9/8', '3/2', '2', '7/3'] -> (2 / ((9/8 + 7/3) - (3/2 / 4/9)))
[276093] ['1/8', '9/8', '7/6', '2', '7/3'] -> (2 / ((1/8 + 9/8) + (7/6 - 7/3)))
[276094] ['1/4', '2/7', '2/7', '2/5', '1'] -> ((1 + (2/7 / 2/5)) / (1/4 * 2/7))
[276095] ['1/2', '5/6', '8/9', '7/3', '7'] -> ((7/3 + 7) / (5/6 - (1/2 * 8/9)))
[276096] ['2/7', '9/8', '4/3', '3/2', '3'] -> (3/2 / ((4/3 * 3) - (9/8 / 2/7)))
[276097] ['2/7', '2/5', '3/4', '7/8', '9'] -> ((9 - (3/4 / (2/5 * 7/8))) / 2/7)
[276098] ['1/9', '9/7', '9/7', '8/5', '2'] -> ((9/7 + (2 / 1/9)) / (9/7 / 8/5))
[276099] ['1/4', '2/7', '1/3', '5/2', '6'] -> (6 * ((5/2 / (1/4 + 1/3)) - 2/7))
[276100] ['1/9', '2/9', '1', '6/5', '5/2'] -> ((((6/5 * 5/2) - 2/9) / 1/9) - 1)
[276101] ['1/9', '2/7', '5/7', '9/5', '8'] -> (8 / (1/9 + ((2/7 / 5/7) / 9/5)))
[276102] ['2/5', '5/7', '7/8', '5/4', '9'] -> (9 / ((2/5 - 5/4) + (7/8 / 5/7)))
[276103] ['1/9', '1/2', '6/7', '4/3', '6'] -> ((6 / (1/2 - 1/9)) / (6/7 / 4/3))
[276104] ['1/9', '2/9', '1', '6/5', '8/3'] -> (1 / (1/9 - ((2/9 / 6/5) / 8/3)))
[276105] ['1/9', '9/7', '9/7', '7/4', '2'] -> (2 / (1/9 * (7/4 - (9/7 / 9/7))))
[276106] ['2/7', '2/5', '3/4', '9/8', '9'] -> ((9 / 2/5) - (9/8 - (3/4 / 2/7)))
[276107] ['5/8', '7/8', '1', '7/3', '7/2'] -> (1 / (5/8 - ((7/8 * 7/3) / 7/2)))
[276108] ['1/9', '1/2', '6/7', '7/5', '6'] -> (((6/7 / 1/9) + (6 / 7/5)) / 1/2)
[276109] ['1/4', '2/7', '3/8', '2/5', '6'] -> ((1/4 + (6 / (2/7 + 2/5))) / 3/8)
[276110] ['1/4', '2/7', '2/7', '5/8', '1'] -> ((2/7 + (1 / 1/4)) / (2/7 * 5/8))
[276111] ['1/2', '5/6', '9/8', '6/5', '7'] -> (7 / ((5/6 * (1/2 + 6/5)) - 9/8))
[276112] ['2/7', '2/5', '3/4', '8/7', '9'] -> ((9 - (8/7 / (2/5 / 3/4))) / 2/7)
[276113] ['2/5', '5/7', '7/8', '3/2', '9'] -> ((9 / (2/5 * 5/7)) / (7/8 * 3/2))
[276114] ['1/9', '9/7', '9/7', '2', '9/4'] -> ((2 / (1/9 / 9/7)) / (9/4 - 9/7))
[276115] ['2/9', '3/7', '5/3', '9/5', '2'] -> ((5/3 * 9/5) + (2 / (2/9 * 3/7)))
[276116] ['2/7', '9/8', '4/3', '9/4', '3'] -> (9/4 * (4/3 + (3 / (2/7 * 9/8))))
[276117] ['1/4', '2/7', '2/7', '5/7', '1'] -> (((5/7 / 2/7) + (1 / 2/7)) / 1/4)
[276118] ['1/2', '5/6', '9/8', '9/7', '7'] -> ((7 / (5/6 - 1/2)) / (9/8 / 9/7))
[276119] ['2/5', '5/7', '7/8', '5/3', '9'] -> ((9 / 5/3) / ((5/7 * 7/8) - 2/5))
[276120] ['2/7', '1/3', '2/5', '1', '7/5'] -> ((((1 + 7/5) / 2/7) - 2/5) / 1/3)
[276121] ['1/9', '1/2', '6/7', '7/4', '6'] -> (6 + ((1/2 + (6/7 * 7/4)) / 1/9))
[276122] ['5/8', '7/8', '1', '8/3', '7/2'] -> (1 / (((7/8 * 8/3) / 7/2) - 5/8))
[276123] ['1/4', '2/7', '2/7', '3/4', '1'] -> ((2/7 + 1) / (3/4 * (1/4 * 2/7)))
[276124] ['1/8', '9/8', '6/5', '2', '7/2'] -> (9/8 * ((7/2 / (1/8 * 6/5)) - 2))
[276125] ['1/2', '5/6', '9/8', '4/3', '7'] -> ((4/3 * 7) / (5/6 - (1/2 / 9/8)))
[276126] ['2/5', '5/7', '7/8', '7/4', '9'] -> (9 / (7/8 - (7/4 * (2/5 * 5/7))))
[276127] ['1/9', '9/7', '9/7', '2', '7/2'] -> (((7/2 / 1/9) - (9/7 / 2)) / 9/7)
[276128] ['2/7', '2/5', '3/4', '6/5', '9'] -> (9 / ((6/5 / 2/5) - (3/4 / 2/7)))
[276129] ['2/5', '5/7', '7/8', '9/5', '9'] -> (9 / (5/7 * (9/5 - (2/5 + 7/8))))
[276130] ['1/9', '2/9', '1', '5/4', '5/3'] -> ((5/3 / ((2/9 / 5/4) - 1/9)) - 1)
[276131] ['1/9', '1/2', '6/7', '9/4', '6'] -> ((9/4 - 1/2) * (6 + (6/7 / 1/9)))
[276132] ['1/9', '2/7', '3/4', '8/9', '8'] -> (((8/9 + (3/4 * 8)) / 2/7) - 1/9)
[276133] ['1/8', '9/8', '5/4', '9/7', '2'] -> ((5/4 + (2 * (9/8 / 9/7))) / 1/8)
[276134] ['3/7', '9/8', '8/5', '8/3', '8'] -> (8/5 * (8 + (8/3 / (3/7 / 9/8))))
[276135] ['1/2', '5/6', '9/8', '7/4', '7'] -> (7 / ((1/2 - 5/6) - (9/8 - 7/4)))
[276136] ['2/7', '2/5', '3/4', '5/4', '9'] -> (3/4 * ((2/5 * 5/4) + (9 / 2/7)))
[276137] ['1/9', '2/9', '1', '5/4', '9/5'] -> (5/4 * (1 + ((2/9 + 9/5) / 1/9)))
[276138] ['1/9', '1/2', '6/7', '5/2', '6'] -> (6/7 * ((5/2 / 1/9) - (1/2 - 6)))
[276139] ['1/9', '9/7', '4/3', '4/3', '2'] -> ((9/7 * 4/3) * (2 + (4/3 / 1/9)))
[276140] ['2/9', '3/7', '5/3', '2', '7/2'] -> (((7/2 * (3/7 + 5/3)) - 2) / 2/9)
[276141] ['3/7', '9/8', '8/5', '7/2', '8'] -> ((9/8 - (3/7 / 8/5)) * (7/2 * 8))
[276142] ['2/7', '1/3', '2/5', '1', '9/5'] -> (((1 / 2/7) + (9/5 / 2/5)) / 1/3)
[276143] ['1/2', '5/6', '9/8', '7/3', '7'] -> ((7/3 + 7) / (5/6 - (1/2 / 9/8)))
[276144] ['2/7', '9/8', '4/3', '3', '9/2'] -> (3 + ((9/2 + (9/8 * 4/3)) / 2/7))
[276145] ['1/9', '1/2', '6/7', '8/3', '6'] -> ((6/7 * 8/3) * (6 + (1/2 / 1/9)))
[276146] ['2/7', '9/8', '7/5', '7/5', '3'] -> (3 / ((2/7 * 7/5) + (9/8 - 7/5)))
[276147] ['1/9', '2/9', '1', '5/4', '5/2'] -> (((5/2 + (2/9 * 5/4)) / 1/9) - 1)
[276148] ['1/4', '2/7', '3/8', '4/3', '6'] -> (6 * ((4/3 / 2/7) - (1/4 / 3/8)))
[276149] ['2/7', '9/8', '7/5', '3/2', '3'] -> (3 / (7/5 * (3/2 - (2/7 + 9/8))))
[276150] ['3/7', '9/8', '5/3', '7/4', '8'] -> (7/4 * ((3/7 / 9/8) + (5/3 * 8)))
[276151] ['1/9', '2/9', '1', '5/4', '8/3'] -> ((1 / 1/9) + (8/3 / (2/9 / 5/4)))
[276152] ['1/9', '2/7', '3/4', '4/3', '8'] -> (((8 / 3/4) - 4/3) / (1/9 / 2/7))
[276153] ['3/7', '9/8', '5/3', '9/5', '8'] -> ((5/3 * 9/5) + (8 / (3/7 / 9/8)))
[276154] ['4/9', '9/8', '5/3', '2', '9/4'] -> (2 / (9/4 - (5/3 + (4/9 * 9/8))))
[276155] ['1/2', '5/6', '8/7', '5/4', '7'] -> ((8/7 * 5/4) * (7 / (1/2 * 5/6)))
[276156] ['2/7', '2/5', '3/4', '7/4', '9'] -> ((3/4 / (2/7 * 7/4)) + (9 / 2/5))
[276157] ['1/9', '1/2', '7/8', '9/7', '6'] -> ((6 / (1/9 / 1/2)) / (7/8 * 9/7))
[276158] ['2/9', '3/7', '7/4', '2', '9/4'] -> (((2 / 2/9) + (9/4 / 7/4)) / 3/7)
[276159] ['1/9', '2/9', '1', '5/4', '9/2'] -> (((9/2 + (1/9 + 1)) / 2/9) - 5/4)
[276160] ['3/7', '9/8', '5/3', '9/4', '8'] -> (8 * ((9/4 / (3/7 * 9/8)) - 5/3))
[276161] ['1/4', '2/7', '2/7', '1', '8/5'] -> ((2/7 + (1 / 1/4)) / (2/7 / 8/5))
[276162] ['2/7', '1/3', '3/7', '3/7', '1'] -> ((3/7 + (1 / 1/3)) / (3/7 - 2/7))
[276163] ['1/4', '2/7', '3/8', '7/3', '6'] -> ((7/3 + (1/4 / 3/8)) + (6 / 2/7))
[276164] ['1/9', '9/7', '4/3', '2', '9/4'] -> (2 / ((1/9 / (4/3 - 9/7)) - 9/4))
[276165] ['4/9', '9/8', '5/3', '2', '8/3'] -> (5/3 / ((4/9 - 9/8) + (2 / 8/3)))
[276166] ['1/8', '9/8', '9/7', '7/5', '2'] -> (7/5 * ((9/7 / 9/8) + (2 / 1/8)))
[276167] ['3/7', '9/8', '5/3', '5/2', '8'] -> (((5/2 - 9/8) / (3/7 / 8)) - 5/3)
[276168] ['2/7', '1/3', '3/7', '5/9', '1'] -> (2/7 / (3/7 - (5/9 / (1/3 + 1))))
[276169] ['2/5', '5/7', '8/9', '7/6', '9'] -> ((8/9 / 7/6) * (9 / (2/5 * 5/7)))
[276170] ['1/9', '2/7', '3/4', '5/3', '8'] -> ((8 / (2/7 * 3/4)) / (5/3 - 1/9))
[276171] ['2/9', '3/7', '7/4', '2', '7/2'] -> (((2 + 7/2) / 2/9) - (3/7 * 7/4))
[276172] ['5/8', '8/9', '8/9', '1', '7/4'] -> (1 / ((8/9 * 7/4) - (5/8 + 8/9)))
[276173] ['1/9', '9/7', '4/3', '2', '5/2'] -> (4/3 / ((1/9 - 2) + (5/2 / 9/7)))
[276174] ['1/4', '2/7', '2/7', '1', '9/4'] -> ((((9/4 - 2/7) / 1/4) - 1) / 2/7)
[276175] ['2/7', '9/8', '7/5', '5/2', '3'] -> (3 / (9/8 - (5/2 * (2/7 * 7/5))))
[276176] ['1/2', '5/6', '8/7', '5/2', '7'] -> ((5/2 + 7) / (5/6 - (1/2 / 8/7)))
[276177] ['1/9', '9/7', '4/3', '2', '7/2'] -> ((2 / 1/9) + (7/2 * (9/7 * 4/3)))
[276178] ['3/7', '9/8', '7/4', '9/5', '8'] -> ((7/4 * 9/5) * (8 - (3/7 / 9/8)))
[276179] ['1/9', '1/2', '7/8', '7/3', '6'] -> ((6 - 7/3) / (1/9 * (1/2 + 7/8)))
[276180] ['1/4', '2/7', '2/7', '1', '5/2'] -> ((1 + (2/7 * 5/2)) / (1/4 * 2/7))
[276181] ['2/7', '2/5', '3/4', '9/2', '9'] -> ((2/7 * (3/4 + 9/2)) + (9 / 2/5))
[276182] ['1/9', '9/7', '4/3', '2', '9/2'] -> (((9/2 / (9/7 / 4/3)) - 2) / 1/9)
[276183] ['1/2', '5/6', '7/6', '6/5', '7'] -> ((1/2 + 7) * (6/5 + (5/6 + 7/6)))
[276184] ['1/9', '2/7', '3/4', '7/3', '8'] -> (8 / ((2/7 / 3/4) - (1/9 / 7/3)))
[276185] ['5/8', '8/9', '8/9', '1', '7/3'] -> (8/9 / ((8/9 / (1 - 5/8)) - 7/3))
[276186] ['2/7', '1/3', '3/7', '1', '7/6'] -> (7/6 * ((1 / (1/3 - 2/7)) - 3/7))
[276187] ['2/7', '9/8', '7/5', '3', '9/2'] -> (9/2 / (3 - (9/8 / (2/7 * 7/5))))
[276188] ['1/9', '1/2', '8/9', '8/7', '6'] -> ((8/9 - 1/2) * (6 / (1/9 / 8/7)))
[276189] ['1/4', '2/7', '2/5', '4/7', '6'] -> (2/7 / (1/4 - (4/7 / (2/5 * 6))))
[276190] ['2/7', '2/5', '7/9', '4/5', '9'] -> ((9 / (2/7 / 7/9)) - (2/5 / 4/5))
[276191] ['1/9', '9/7', '7/5', '3/2', '2'] -> (7/5 * ((2 / 1/9) - (9/7 / 3/2)))
[276192] ['4/9', '9/8', '9/5', '9/5', '2'] -> (9/5 / (2 - (9/8 + (4/9 * 9/5))))
[276193] ['1/9', '1/2', '8/9', '6/5', '6'] -> (6/5 * ((8/9 / 1/9) + (6 / 1/2)))
[276194] ['1/8', '9/8', '9/7', '2', '7/2'] -> ((2 - (9/7 / 9/8)) / (1/8 / 7/2))
[276195] ['2/7', '1/3', '3/7', '1', '7/5'] -> ((3/7 + (1 / 7/5)) / (1/3 - 2/7))
[276196] ['2/5', '5/7', '8/9', '8/5', '9'] -> (((9 / (5/7 / 8/9)) - 8/5) / 2/5)
[276197] ['1/4', '2/7', '1/3', '4/9', '1'] -> ((1/3 + 1) / (2/7 * (4/9 - 1/4)))
[276198] ['1/9', '2/9', '1', '9/7', '7/2'] -> ((1 + 9/7) * (7/2 / (1/9 + 2/9)))
[276199] ['4/9', '9/8', '9/5', '2', '7/3'] -> ((2 + 7/3) / ((9/8 / 9/5) - 4/9))
[276200] ['2/7', '1/3', '3/7', '1', '5/3'] -> ((3/7 / (1/3 - 2/7)) * (1 + 5/3))
[276201] ['2/9', '3/7', '2', '9/4', '9/4'] -> (((9/4 + (2 / 2/9)) / 3/7) - 9/4)
[276202] ['1/9', '2/7', '7/9', '9/8', '8'] -> ((8 / (2/7 * 9/8)) - (1/9 + 7/9))
[276203] ['1/9', '9/7', '7/5', '9/5', '2'] -> (((9/5 + (7/5 / 9/7)) / 1/9) - 2)
[276204] ['3/7', '9/8', '9/5', '8/3', '8'] -> (9/5 * ((8/3 / 3/7) + (8 / 9/8)))
[276205] ['2/5', '5/7', '8/9', '9/5', '9'] -> (((9 / 5/7) - 9/5) / (2/5 / 8/9))
[276206] ['1/4', '2/7', '1/3', '5/8', '1'] -> ((1 / (1/4 + 5/8)) / (1/3 - 2/7))
[276207] ['1/9', '2/7', '7/9', '6/5', '8'] -> ((8 / (2/7 * 6/5)) - (1/9 - 7/9))
[276208] ['2/9', '3/7', '2', '9/4', '7/3'] -> (9/4 * ((7/3 / (3/7 / 2)) - 2/9))
[276209] ['1/2', '5/6', '6/5', '9/4', '7'] -> ((5/6 * 9/4) * ((7 / 1/2) - 6/5))
[276210] ['1/4', '2/7', '1/3', '2/3', '1'] -> (((2/3 / (2/7 * 1/3)) - 1) / 1/4)
[276211] ['1/9', '2/9', '1', '4/3', '9/5'] -> (4/3 / ((1 / 9/5) - (1/9 / 2/9)))
[276212] ['2/7', '9/8', '8/5', '8/5', '3'] -> ((8/5 * 8/5) * ((3 / 2/7) - 9/8))
[276213] ['1/8', '9/8', '7/5', '5/3', '2'] -> (2 / ((7/5 * (1/8 + 9/8)) - 5/3))
[276214] ['1/9', '9/7', '7/5', '2', '7/3'] -> ((2 - 9/7) / (1/9 / (7/5 + 7/3)))
[276215] ['2/5', '5/7', '8/9', '7/3', '9'] -> (8/9 / (2/5 - (7/3 / (5/7 * 9))))
[276216] ['3/7', '9/8', '9/4', '9/4', '8'] -> (((9/4 + (9/8 * 8)) / 3/7) - 9/4)
[276217] ['1/9', '2/7', '7/9', '7/5', '8'] -> ((7/9 + (1/9 / 7/5)) / (2/7 / 8))
[276218] ['1/8', '9/8', '7/5', '7/4', '2'] -> (7/5 / (9/8 - (2 / (1/8 + 7/4))))
[276219] ['1/4', '2/7', '1/3', '7/8', '1'] -> (1 / ((1/3 / 2/7) - (1/4 + 7/8)))
[276220] ['4/9', '9/8', '2', '9/4', '7/3'] -> ((4/9 * 9/4) / ((7/3 / 2) - 9/8))
[276221] ['2/7', '2/5', '7/9', '5/4', '9'] -> ((9 / (2/7 / 7/9)) - (2/5 * 5/4))
[276222] ['3/7', '9/8', '9/4', '7/3', '8'] -> (8 * ((3/7 * 7/3) + (9/4 / 9/8)))
[276223] ['2/7', '9/8', '8/5', '7/4', '3'] -> ((8/5 * 3) * ((7/4 / 2/7) - 9/8))
[276224] ['1/4', '2/7', '1/3', '1', '7/6'] -> (1 / ((1/4 / 2/7) + (1/3 - 7/6)))
[276225] ['2/9', '3/7', '2', '7/3', '9/2'] -> (9/2 * ((7/3 / 3/7) - (2/9 / 2)))
[276226] ['2/5', '5/7', '8/9', '8/3', '9'] -> (((9 / 5/7) - (8/3 / 8/9)) / 2/5)
[276227] ['2/7', '1/3', '4/9', '1/2', '1'] -> (1 / ((1/3 / 2/7) - (1/2 / 4/9)))
[276228] ['1/4', '2/7', '2/5', '5/4', '6'] -> (6 * ((1/4 / 2/7) + (5/4 / 2/5)))
[276229] ['5/8', '8/9', '1', '9/8', '9/4'] -> (1 / ((5/8 / 9/4) + (8/9 - 9/8)))
[276230] ['1/9', '9/7', '3/2', '3/2', '2'] -> (2 * (3/2 + (3/2 / (1/9 * 9/7))))
[276231] ['2/7', '1/3', '4/9', '5/9', '1'] -> (((5/9 / (1/3 - 2/7)) - 1) / 4/9)
[276232] ['2/9', '3/7', '2', '5/2', '5/2'] -> (((2 - 5/2) + (5/2 / 3/7)) / 2/9)
[276233] ['1/4', '2/7', '1/3', '1', '5/4'] -> (1 / (5/4 - (1/3 + (1/4 / 2/7))))
[276234] ['2/5', '5/7', '8/9', '9/2', '9'] -> (8/9 * ((9 / (2/5 * 5/7)) - 9/2))
[276235] ['1/9', '2/9', '1', '7/5', '9/5'] -> (1 / (1/9 - (2/9 / (7/5 + 9/5))))
[276236] ['1/9', '2/7', '4/5', '5/6', '8'] -> (8 / (4/5 - ((1/9 / 2/7) / 5/6)))
[276237] ['1/2', '5/6', '9/7', '9/5', '7'] -> (9/5 * (5/6 + (7 * (1/2 + 9/7))))
[276238] ['2/9', '3/7', '2', '5/2', '9/2'] -> ((5/2 / (2/9 * 3/7)) - (9/2 / 2))
[276239] ['1/9', '9/7', '3/2', '5/3', '2'] -> (((5/3 / 3/2) + (2 / 9/7)) / 1/9)
[276240] ['2/7', '9/8', '8/5', '5/2', '3'] -> ((3 / 2/7) / ((5/2 / 8/5) - 9/8))
[276241] ['2/5', '5/7', '9/8', '7/6', '9'] -> ((9 / (2/5 * 5/7)) / (9/8 * 7/6))
[276242] ['1/2', '5/6', '9/7', '8/3', '7'] -> (5/6 + (7 * (8/3 + (1/2 * 9/7))))
[276243] ['2/9', '3/7', '2', '8/3', '9/2'] -> (3/7 * (2 + (9/2 / (2/9 / 8/3))))
[276244] ['1/8', '9/8', '3/2', '5/3', '2'] -> (2 * ((5/3 / 1/8) - (3/2 / 9/8)))
