[212761] ['4/5', '8/9', '6/5', '9/7', '8'] -> 8 / (4/5 * (9/7 - 8/9)) - 6/5
[212997] ['5/6', '6/5', '7/4', '7/3', '9'] -> 9 / (5/6 * (6/5 - 7/4 / 7/3))
[212998] ['4/5', '8/9', '5/3', '7/2', '8'] -> 8 * (4/5 / 8/9 + 7/2 / 5/3)
[212999] ['4/9', '3/5', '5/8', '4/5', '1'] -> 1 / (3/5 * (5/8 - 4/9 / 4/5))
[213000] ['4/9', '4/7', '7/8', '8/3', '6'] -> (6 + 8/3 / 4/9) / (4/7 * 7/8)
[213001] ['1/5', '3/5', '1', '7/5', '7/5'] -> (1 + 7/5) / (1/5 / (3/5 + 7/5))
[213002] ['6/7', '5/4', '3/2', '9/5', '5'] -> 5 * (5/4 + 9/5 + 3/2 / 6/7)
[213003] ['4/5', '8/9', '7/4', '7/4', '8'] -> (8/9 + 8) * (7/4 - (4/5 - 7/4))
[213004] ['5/6', '6/5', '7/4', '8/3', '9'] -> 9 / (8/3 - (5/6 + 7/4 / 6/5))
[213005] ['4/9', '3/5', '5/8', '5/6', '1'] -> 1 / (5/8 * (3/5 - 4/9 / 5/6))
[213006] ['1/6', '8/9', '5/3', '5/3', '2'] -> 2 + (8/9 + 5/3 * 5/3) / 1/6
[213007] ['2/3', '3/4', '7/5', '7/5', '6'] -> 6 / 3/4 / (7/5 / 7/5 - 2/3)
[213008] ['1/5', '3/5', '1', '7/5', '3/2'] -> (1/5 + 7/5) / (1 / 3/2 - 3/5)
[213009] ['4/5', '8/9', '7/4', '9/5', '8'] -> 8 * (4/5 * 7/4 + 8/9 * 9/5)
[213010] ['1/7', '2/5', '4/9', '1', '3/2'] -> 3/2 / (1/7 * 2/5) - 1 / 4/9
[213011] ['4/9', '4/7', '7/8', '7/2', '6'] -> 4/7 * 6 * (7/2 / 4/9 - 7/8)
[213012] ['1/6', '8/9', '5/3', '7/4', '2'] -> 5/3 / ((1/6 + 7/4) / 2 - 8/9)
[213013] ['5/8', '9/7', '8/5', '5/3', '8'] -> 9/7 * 5/3 * (8 / 5/8 - 8/5)
[213014] ['2/9', '3/2', '9/5', '9/4', '3'] -> 3 * (3/2 / 2/9 + 9/4 / 9/5)
[213015] ['1/7', '8/7', '7/5', '5/3', '7'] -> 7 / (1/7 / 8/7) / (7/5 * 5/3)
[213016] ['6/7', '5/4', '3/2', '7/3', '5'] -> (6/7 + 3/2 / 5/4) * 7/3 * 5
[213017] ['5/6', '6/5', '7/4', '9/2', '9'] -> 7/4 * (9 + 9/2 / 5/6) - 6/5
[213018] ['6/7', '5/4', '3/2', '5/2', '5'] -> 5 / (5/2 / 3/2 - 5/4 / 6/7)
[213019] ['4/5', '8/9', '7/4', '5/2', '8'] -> 7/4 + 5/2 * (8 + 4/5 / 8/9)
[213020] ['4/9', '4/7', '8/9', '7/6', '6'] -> 8/9 * 6 / (4/7 * 7/6 - 4/9)
[213021] ['2/3', '3/4', '7/5', '9/5', '6'] -> 6 / (9/5 - 3/4 * (2/3 + 7/5))
[213022] ['2/9', '3/2', '9/5', '8/3', '3'] -> 8/3 * (3/2 + 3 / (2/9 * 9/5))
[213023] ['1/5', '3/5', '1', '7/5', '7/2'] -> (1 + 7/5) / (1/5 * 7/2 - 3/5)
[213024] ['5/8', '9/7', '8/5', '9/4', '8'] -> 8/5 + 9/4 * 8 / (5/8 * 9/7)
[213025] ['1/6', '8/9', '7/4', '9/5', '2'] -> 2 / (1/6 + 8/9 - 7/4 / 9/5)
[213026] ['5/6', '6/5', '7/3', '7/3', '9'] -> 7/3 * (9 / 5/6 - 6/5 / 7/3)
[213027] ['5/8', '9/7', '8/5', '5/2', '8'] -> (9/7 + 5/8 * 8/5) * (5/2 + 8)
[213028] ['3/7', '3/7', '4/5', '7/3', '7'] -> 7/3 + (3/7 + 7) / (3/7 * 4/5)
[213029] ['2/9', '3/2', '9/4', '9/4', '3'] -> (9/4 + 3/2 + 9/4) / 2/9 - 3
[213030] ['1/5', '3/5', '1', '3/2', '5/3'] -> (1 + 3/5 / 1/5) / (5/3 - 3/2)
[213031] ['5/6', '6/5', '7/3', '7/2', '9'] -> 7/2 / 5/6 - (6/5 - 7/3 * 9)
[213032] ['3/8', '5/8', '7/9', '3/2', '6'] -> 6 / (7/9 * (3/2 - 3/8) - 5/8)
[213033] ['3/7', '3/7', '4/5', '5/2', '7'] -> 3/7 / (5/2 / (4/5 * 7) - 3/7)
[213034] ['7/9', '4/5', '4/3', '3/2', '2'] -> 2 / (7/9 / 4/5 - 4/3 / 3/2)
[213035] ['4/9', '3/5', '5/8', '1', '6/5'] -> 1 / (5/8 * (3/5 - 4/9 * 6/5))
[213036] ['4/9', '4/7', '8/9', '3/2', '6'] -> (3/2 + 6 / 4/7) / (4/9 / 8/9)
[213037] ['3/8', '5/8', '7/9', '8/5', '6'] -> (6 + 5/8 * 8/5) / (3/8 * 7/9)
[213038] ['1/8', '1/8', '4/3', '7/2', '9'] -> 4/3 * ((7/2 - 1/8) / 1/8 - 9)
[213039] ['7/9', '4/5', '4/3', '5/3', '2'] -> 4/3 / (2 / 4/5 - (7/9 + 5/3))
[213040] ['4/9', '3/5', '5/8', '1', '5/4'] -> 1 / (3/5 * (5/8 - 4/9 * 5/4))
[213041] ['5/8', '9/7', '5/3', '5/3', '8'] -> (5/3 * 8 - 5/3) / (5/8 / 9/7)
[213042] ['6/7', '5/4', '8/5', '9/4', '5'] -> (5/4 + 9/4) * 5 * 6/7 * 8/5
[213043] ['4/5', '8/9', '9/4', '7/3', '8'] -> 7/3 * 8 / (4/5 * 8/9) - 9/4
[213044] ['3/8', '5/8', '7/9', '5/3', '6'] -> (5/3 / 5/8 + 6 / 3/8) / 7/9
[213045] ['1/7', '8/7', '3/2', '9/4', '7'] -> 8/7 / (1/7 - 3/2 / 9/4 / 7)
[213046] ['2/3', '3/4', '8/5', '9/4', '6'] -> (9/4 + 6 / 2/3) / (3/4 / 8/5)
[213047] ['1/8', '1/8', '7/5', '5/3', '9'] -> 9 * (1/8 + 5/3 * (1/8 + 7/5))
[213048] ['7/9', '4/5', '4/3', '2', '9/4'] -> 2 / (7/9 * 9/4 - 4/3 / 4/5)
[213049] ['1/6', '8/9', '9/5', '2', '5/2'] -> 2 / 1/6 / (5/2 / 9/5 - 8/9)
[213050] ['5/8', '9/7', '5/3', '7/4', '8'] -> 9/7 * 7/4 * (8 + 5/3 / 5/8)
[213051] ['1/5', '3/5', '1', '3/2', '8/3'] -> 1 + (3/5 + 3/2 * 8/3) / 1/5
[213052] ['3/8', '5/8', '7/9', '7/4', '6'] -> 6 / (7/4 * (5/8 - 3/8 / 7/9))
[213053] ['1/8', '1/8', '7/5', '7/4', '9'] -> 9 / (7/4 * (1/8 + 1/8 / 7/5))
[213054] ['1/7', '8/7', '3/2', '7/3', '7'] -> 8/7 * (7/3 / 1/7 + 7 / 3/2)
[213055] ['4/9', '3/5', '5/8', '1', '3/2'] -> 1 / 5/8 / (4/9 * 3/2 - 3/5)
[213056] ['1/5', '3/5', '1', '3/2', '7/2'] -> (7/2 + 3/5 + 1) / 1/5 - 3/2
[213057] ['5/6', '5/4', '5/4', '9/7', '9'] -> (5/4 + 5/4 / 9/7) / (5/6 / 9)
[213058] ['1/6', '8/9', '9/5', '2', '7/2'] -> 8/9 / ((1/6 + 7/2) / 9/5 - 2)
[213059] ['3/8', '5/8', '7/9', '7/3', '6'] -> 6 * (3/8 + 5/8 + 7/3 / 7/9)
[213060] ['3/7', '3/7', '5/6', '8/9', '7'] -> 7 / (3/7 / 3/7 / 8/9 - 5/6)
[213061] ['6/7', '5/4', '8/5', '8/3', '5'] -> 5 / (8/3 / 8/5 - 5/4 / 6/7)
[213062] ['1/7', '8/7', '8/5', '7/4', '7'] -> (1/7 + 8/7 * 7/4) * 8/5 * 7
[213063] ['1/8', '1/8', '7/5', '7/3', '9'] -> 9 * (1/8 / 1/8 + 7/3 / 7/5)
[213064] ['4/9', '4/7', '9/8', '9/8', '6'] -> 6 / (9/8 - 9/8 * 4/9 / 4/7)
[213065] ['3/7', '3/7', '5/6', '8/7', '7'] -> (7 + 3/7 + 8/7) / (3/7 * 5/6)
[213066] ['5/8', '9/7', '5/3', '7/3', '8'] -> 8 / (9/7 * 7/3 - 5/3 / 5/8)
[213067] ['1/8', '1/8', '7/5', '5/2', '9'] -> 9 + (1/8 + 5/2) / (1/8 * 7/5)
[213068] ['1/6', '8/9', '2', '7/3', '7/3'] -> 2 * 7/3 + (8/9 + 7/3) / 1/6
[213069] ['1/7', '2/5', '1/2', '3/4', '1'] -> (1/2 + 1 / (1/7 * 2/5)) / 3/4
[213070] ['1/7', '8/7', '8/5', '7/3', '7'] -> 7/3 * (8/5 * (1/7 + 7) - 8/7)
[213071] ['3/7', '3/7', '5/6', '7/6', '7'] -> (7 + 3/7 / 3/7) / (7/6 - 5/6)
[213072] ['5/6', '5/4', '9/7', '9/7', '9'] -> (9 + 9/7 / 9/7) / (5/4 - 5/6)
[213073] ['5/8', '9/7', '5/3', '5/2', '8'] -> 9/7 * 8 * (5/2 / 5/8 - 5/3)
[213074] ['4/9', '4/7', '9/8', '7/6', '6'] -> 6 / 9/8 / (4/7 * 7/6 - 4/9)
[213075] ['4/9', '3/5', '5/8', '1', '5/2'] -> 1 / (5/2 * 4/9 * 3/5 - 5/8)
[213076] ['2/9', '8/5', '5/3', '7/4', '3'] -> 3 + 5/3 * 7/4 / (2/9 / 8/5)
[213077] ['4/5', '8/9', '5/2', '5/2', '8'] -> 5/2 * (5/2 + 8 - 4/5 / 8/9)
[213078] ['1/8', '1/8', '7/5', '9/2', '9'] -> 9 + 9/2 / (1/8 + 1/8 * 7/5)
[213079] ['5/6', '5/4', '9/7', '4/3', '9'] -> 9 / (9/7 * (4/3 - 5/6 * 5/4))
[213080] ['1/6', '8/9', '2', '5/2', '5/2'] -> (5/2 * 5/2 - 2 / 8/9) / 1/6
[213081] ['2/9', '8/5', '5/3', '9/4', '3'] -> 5/3 * 9/4 / (2/9 / 8/5) - 3
[213082] ['1/5', '3/5', '1', '5/3', '9/4'] -> 5/3 / (3/5 / 9/4 - 1/5) - 1
[213083] ['1/7', '8/7', '8/5', '7/2', '7'] -> (8/5 - 8/7) * (7/2 + 7 / 1/7)
[213084] ['1/6', '8/9', '2', '5/2', '7/2'] -> (2 * 7/2 - 5/2) / (1/6 / 8/9)
[213085] ['1/8', '1/8', '8/5', '7/4', '9'] -> 9 / (1/8 * 8/5) / (1/8 + 7/4)
[213086] ['1/5', '3/5', '1', '5/3', '7/3'] -> 1 + (7/3 + 3/5 + 5/3) / 1/5
[213087] ['4/5', '8/9', '8/3', '7/2', '8'] -> (8/3 - 8/9) * (7/2 + 8 / 4/5)
[213088] ['2/9', '8/5', '5/3', '3', '7/2'] -> 5/3 / (2/9 / 8/5) / (7/2 - 3)
[213089] ['3/7', '3/7', '5/6', '9/7', '7'] -> (9/7 * 7 - 3/7) / (3/7 * 5/6)
[213090] ['5/6', '5/4', '9/7', '8/5', '9'] -> 9 / (5/6 * 9/7) / (8/5 - 5/4)
[213091] ['4/9', '3/5', '2/3', '2/3', '1'] -> 2/3 / (4/9 - 2/3 / (3/5 + 1))
[213092] ['1/7', '8/7', '8/5', '9/2', '7'] -> (8/5 + 8/7 / 1/7) * (7 - 9/2)
[213093] ['4/9', '4/7', '9/8', '4/3', '6'] -> (4/3 + 6 / (4/7 * 9/8)) / 4/9
[213094] ['1/6', '8/9', '2', '5/2', '9/2'] -> (5/2 + 2 / 8/9) / 1/6 - 9/2
[213095] ['1/7', '2/5', '1/2', '7/8', '1'] -> (1/2 + 1 / 2/5) / (1/7 * 7/8)
[213096] ['5/6', '5/4', '9/7', '5/3', '9'] -> (9/7 + 9) * (5/3 + 5/6 / 5/4)
[213097] ['4/5', '8/9', '8/3', '9/2', '8'] -> 9/2 / (4/5 / 8/3) + 8 / 8/9
[213098] ['1/5', '3/5', '1', '5/3', '7/2'] -> (5/3 - 3/5) / (1/5 / (1 + 7/2))
[213099] ['5/8', '9/7', '7/4', '9/4', '8'] -> (8 + 9/7 / 9/4) / (5/8 / 7/4)
[213100] ['1/7', '8/7', '5/3', '5/2', '7'] -> 8/7 / (1/7 - 5/3 / 5/2 / 7)
[213101] ['2/3', '7/9', '7/9', '8/9', '6'] -> 6 / (7/9 / 7/9 - 2/3 / 8/9)
[213102] ['2/9', '8/5', '7/4', '9/4', '3'] -> 8/5 * ((7/4 + 9/4) / 2/9 - 3)
[213103] ['5/8', '9/7', '7/4', '5/2', '8'] -> 7/4 * (8 * (5/2 - 5/8) - 9/7)
[213104] ['1/7', '2/5', '1/2', '1', '8/7'] -> (1/2 + 1 / 2/5) / (1/7 / 8/7)
[213105] ['1/8', '1/8', '8/5', '9/2', '9'] -> (9 / 9/2 - 1/8) / (1/8 / 8/5)
[213106] ['1/5', '3/5', '1', '7/4', '9/5'] -> (1/5 + 9/5) / (7/4 - 1 / 3/5)
[213107] ['1/6', '9/8', '9/8', '8/7', '2'] -> (9/8 + 9/8 + 2 / 8/7) / 1/6
[213108] ['3/8', '5/8', '4/5', '7/4', '6'] -> 6 / (7/4 * 3/8 / 5/8 - 4/5)
[213109] ['4/9', '4/7', '9/8', '7/4', '6'] -> 6 / (4/7 - 4/9) / (9/8 * 7/4)
[213110] ['2/3', '7/9', '7/9', '9/8', '6'] -> 6 / (7/9 / 7/9 - 2/3 * 9/8)
[213111] ['5/8', '9/7', '7/4', '8/3', '8'] -> 8 / (9/7 - 8/3 * 5/8 / 7/4)
[213112] ['1/5', '3/5', '1', '7/4', '9/4'] -> 1 + (9/4 + 3/5 + 7/4) / 1/5
[213113] ['2/9', '8/5', '7/4', '7/3', '3'] -> 7/3 / (2/9 + 7/4 - 3 / 8/5)
[213114] ['1/8', '1/8', '5/3', '7/2', '9'] -> (9 + 7/2 / 1/8) / (5/3 - 1/8)
[213115] ['5/6', '5/4', '9/7', '5/2', '9'] -> (5/6 + 5/2 * 9) / (5/4 / 9/7)
[213116] ['3/7', '3/7', '5/6', '7/4', '7'] -> 7 / 7/4 / (3/7 / 3/7 - 5/6)
[213117] ['2/3', '7/9', '7/9', '8/7', '6'] -> 7/9 * 6 / (7/9 - 2/3 / 8/7)
[213118] ['2/9', '8/5', '7/4', '5/2', '3'] -> 5/2 * (7/4 / (2/9 / 8/5) - 3)
[213119] ['1/7', '2/5', '1/2', '1', '6/5'] -> 1/2 + (1 + 6/5 / 1/7) / 2/5
[213120] ['3/8', '5/8', '4/5', '8/3', '6'] -> 6 * (8/3 + 4/5 / (3/8 / 5/8))
[213121] ['6/7', '5/4', '7/4', '9/5', '5'] -> 5 / (5/4 * 9/5 - 7/4 / 6/7)
[213122] ['1/7', '8/7', '7/4', '7/3', '7'] -> 8/7 / (7/3 / (7/4 * 7) - 1/7)
[213123] ['7/9', '4/5', '3/2', '9/5', '2'] -> 4/5 / (3/2 * (2 - 7/9) - 9/5)
[213124] ['2/3', '7/9', '7/9', '7/6', '6'] -> 2/3 * 6 / (7/6 - 7/9 / 7/9)
[213125] ['1/8', '1/8', '7/4', '9/5', '9'] -> (9 / (1/8 + 7/4) - 9/5) / 1/8
[213126] ['5/6', '5/4', '9/7', '7/2', '9'] -> (9/7 + 9) * 7/2 * 5/6 / 5/4
[213127] ['4/5', '9/8', '9/8', '9/7', '8'] -> 8 / (4/5 - 9/8 / (9/8 + 9/7))
[213128] ['6/7', '5/4', '7/4', '9/4', '5'] -> 6/7 / (5 / (5/4 * 7/4) - 9/4)
[213129] ['7/9', '4/5', '3/2', '2', '9/4'] -> 2 / (4/5 - 7/9) / (3/2 + 9/4)
[213130] ['2/9', '8/5', '7/4', '3', '9/2'] -> 8/5 * (9/2 / 2/9 - 7/4 * 3)
[213131] ['1/5', '3/5', '1', '7/4', '8/3'] -> 3/5 / (1 / 8/3 - 1/5 * 7/4)
[213132] ['3/8', '5/8', '5/6', '6/7', '6'] -> 5/8 / (6/7 - 5/6) - 3/8 * 6
[213133] ['1/7', '2/5', '1/2', '1', '4/3'] -> 4/3 * (1/2 + 1 / (1/7 * 2/5))
[213134] ['1/8', '1/8', '7/4', '9/2', '9'] -> (9 + 9/2 / 1/8) / (1/8 + 7/4)
[213135] ['4/5', '9/8', '9/8', '4/3', '8'] -> 8 * (9/8 + 4/3 / (4/5 / 9/8))
[213136] ['5/6', '5/4', '4/3', '7/5', '9'] -> 9 / (5/4 - 7/5 * 5/6 / 4/3)
[213137] ['4/9', '4/7', '9/8', '9/2', '6'] -> 4/9 * 6 * (9/8 + 9/2 / 4/7)
[213138] ['6/7', '5/4', '7/4', '7/3', '5'] -> 6/7 / (7/4 - 5 / (5/4 * 7/3))
[213139] ['3/7', '3/7', '5/6', '7/2', '7'] -> 7 * (3/7 * 5/6 - (3/7 - 7/2))
[213140] ['1/8', '1/8', '9/5', '9/4', '9'] -> 9 / 9/5 + (1/8 + 9/4) / 1/8
[213141] ['7/9', '4/5', '3/2', '2', '7/3'] -> 7/3 / (7/9 * (2 - 3/2 / 4/5))
[213142] ['1/7', '2/5', '1/2', '1', '3/2'] -> (3/2 / 1/7 - 1/2) / 2/5 - 1
[213143] ['4/9', '4/7', '8/7', '7/6', '6'] -> (6 / 4/7 - 7/6) / (4/9 / 8/7)
[213144] ['5/8', '9/7', '9/5', '8/3', '8'] -> 9/7 * (9/5 * 8 + 8/3 / 5/8)
[213145] ['1/8', '1/8', '9/5', '7/3', '9'] -> (7/3 + 1/8 / 1/8) * (9 - 9/5)
[213146] ['6/7', '5/4', '7/4', '5/2', '5'] -> 6/7 * 5 / (5/2 / 7/4 - 5/4)
[213147] ['4/5', '9/8', '9/8', '8/5', '8'] -> 8 * (9/8 / 9/8 + 8/5 / 4/5)
[213148] ['1/6', '9/8', '9/8', '9/5', '2'] -> 2 / (1/6 * (9/8 - 9/8 / 9/5))
[213149] ['1/7', '2/5', '1/2', '1', '8/5'] -> (1 + 8/5 / 1/7) / 1/2 - 2/5
[213150] ['2/9', '8/5', '9/5', '5/2', '3'] -> (9/5 + 3) / (2/9 * (5/2 - 8/5))
[213151] ['4/9', '4/7', '8/7', '6/5', '6'] -> 8/7 / (4/7 - 4/9 * 6/5) - 6
[213152] ['5/8', '9/7', '9/5', '7/2', '8'] -> 7/2 * (8 - 9/7 / (5/8 * 9/5))
[213153] ['1/7', '8/7', '9/5', '7/3', '7'] -> 9/5 * 7/3 * (7 - (1/7 + 8/7))
[213154] ['4/5', '9/8', '9/8', '7/4', '8'] -> 8 * (7/4 + 9/8 / (4/5 * 9/8))
[213155] ['1/5', '3/5', '1', '9/5', '9/4'] -> 9/4 * (1 / 3/5 + 9/5 / 1/5)
[213156] ['1/6', '9/8', '9/8', '2', '7/3'] -> 2 / (1/6 + 9/8 + 9/8 - 7/3)
[213157] ['6/7', '5/4', '7/4', '8/3', '5'] -> 8/3 * (7/4 * (6/7 + 5) - 5/4)
[213159] ['1/7', '2/5', '1/2', '1', '5/3'] -> 5/3 * (2/5 + 1 / (1/7 * 1/2))
[213158] ['2/3', '7/9', '7/9', '9/5', '6'] -> (7/9 + 2/3 + 7/9) * 9/5 * 6
[213160] ['3/8', '5/8', '5/6', '7/5', '6'] -> (7/5 + 6 / 5/8) / (5/6 - 3/8)
[213161] ['4/5', '9/8', '9/8', '9/5', '8'] -> (9/8 + 9/5 / 4/5) / (9/8 / 8)
[213162] ['5/6', '5/4', '7/5', '5/3', '9'] -> 9 / (5/6 + 5/3) / (7/5 - 5/4)
[213163] ['1/5', '3/5', '1', '9/5', '7/2'] -> (3/5 + 9/5 / 1/5) * (7/2 - 1)
[213164] ['1/7', '8/7', '9/5', '7/2', '7'] -> (8/7 + 7/2) * (7 - 9/5) - 1/7
[213165] ['4/9', '3/5', '2/3', '1', '4/3'] -> 2/3 / (1 / 4/9 - 4/3 / 3/5)
[213166] ['3/8', '5/8', '5/6', '7/4', '6'] -> 6 / (5/8 / (3/8 * 5/6) - 7/4)
[213167] ['2/9', '8/5', '9/4', '8/3', '3'] -> 3 / 8/5 + (9/4 + 8/3) / 2/9
[213168] ['5/6', '5/4', '7/5', '7/3', '9'] -> 7/3 + (5/6 + 5/4) * (7/5 + 9)
[213169] ['7/9', '4/5', '8/5', '7/4', '2'] -> (4/5 + 2) / (7/9 * (7/4 - 8/5))
[213170] ['5/8', '9/7', '9/4', '7/3', '8'] -> (9/4 * 8 - 9/7 * 7/3) / 5/8
[213171] ['3/8', '5/8', '6/7', '8/9', '6'] -> 6 / (6/7 * (5/8 - 3/8 * 8/9))
[213172] ['1/7', '2/5', '1/2', '1', '5/2'] -> (2/5 + 1) / (1/7 / 5/2) - 1/2
[213173] ['4/9', '3/5', '2/3', '1', '5/3'] -> 5/3 / (4/9 / 2/3 - 3/5) - 1
[213174] ['1/7', '8/7', '9/4', '7/3', '7'] -> 8/7 * 9/4 * (7/3 / 1/7 - 7)
[213175] ['7/9', '4/5', '8/5', '9/5', '2'] -> 2 / (7/9 / 4/5 - 8/5 / 9/5)
[213176] ['1/8', '1/7', '1/7', '1/7', '9'] -> 9 / (1/7 / (1/7 + 1/7) - 1/8)
[213177] ['1/6', '9/8', '8/7', '5/4', '2'] -> (5/4 + 9/8 * 2) / (1/6 / 8/7)
[213178] ['3/7', '3/7', '6/7', '8/5', '7'] -> (3/7 + 6/7 * 7) / (3/7 / 8/5)
[213179] ['6/7', '5/4', '9/5', '5/2', '5'] -> 9/5 * (5 / (6/7 / 5/2) - 5/4)
[213180] ['4/9', '3/5', '2/3', '1', '7/4'] -> 7/4 / (2/3 - 3/5) - 1 / 4/9
[213181] ['5/8', '9/7', '9/4', '8/3', '8'] -> 8/3 * 8 * (9/4 / 9/7 - 5/8)
[213182] ['1/7', '8/7', '9/4', '9/2', '7'] -> 8/7 * (7 + 9/2 / (1/7 * 9/4))
[213183] ['2/9', '8/5', '7/3', '3', '7/2'] -> 8/5 * (3 / 2/9 + 7/2 / 7/3)
[213184] ['4/9', '3/5', '2/3', '1', '9/5'] -> 2/3 / (4/9 - 1 / (3/5 + 9/5))
[213185] ['1/6', '9/8', '8/7', '4/3', '2'] -> (2 + 9/8 * 4/3) / (1/6 / 8/7)
[213186] ['5/6', '5/4', '8/5', '8/3', '9'] -> 9 / (5/4 * (5/6 + 8/5) - 8/3)
[213187] ['3/8', '5/8', '6/7', '5/4', '6'] -> (5/4 / 5/8 + 6 / 6/7) / 3/8
[213188] ['1/7', '8/7', '7/3', '5/2', '7'] -> 7 / (1/7 / 8/7 - (7/3 - 5/2))
[213189] ['1/7', '2/5', '5/9', '5/9', '1'] -> 5/9 / 1/7 / (5/9 - 2/5) - 1
[213190] ['1/5', '3/5', '1', '7/3', '5/2'] -> (1 + 3/5 / 1/5) / (5/2 - 7/3)
[213191] ['4/5', '9/8', '8/7', '4/3', '8'] -> 8 / (4/3 / (4/5 * 8/7) - 9/8)
[213192] ['3/7', '3/7', '6/7', '9/5', '7'] -> (7 - (3/7 + 6/7)) / (3/7 / 9/5)
[213193] ['7/9', '4/5', '8/5', '2', '9/2'] -> 4/5 / (7/9 / 2 - 8/5 / 9/2)
[213194] ['5/6', '5/4', '8/5', '7/2', '9'] -> 8/5 * 9 * (5/6 * 7/2 - 5/4)
[213195] ['2/9', '8/5', '5/2', '5/2', '3'] -> (5/2 + 5/2 / 3) / (2/9 / 8/5)
[213196] ['1/8', '1/7', '1/7', '5/8', '9'] -> 9 / (1/7 / 1/8 - (1/7 + 5/8))
[213197] ['3/8', '5/8', '6/7', '4/3', '6'] -> 6 / (4/3 * (5/8 - 3/8 / 6/7))
[213198] ['5/8', '9/7', '7/3', '7/3', '8'] -> (8 + 7/3 * 9/7 * 7/3) / 5/8
[213199] ['6/7', '5/4', '9/5', '9/2', '5'] -> 5 / (6/7 / 9/2) - 5/4 * 9/5
[213200] ['2/3', '7/9', '4/5', '9/8', '6'] -> (2/3 + 6) / (4/5 * (9/8 - 7/9))
[213201] ['4/9', '4/7', '7/6', '7/6', '6'] -> 6 / (7/6 * (7/6 - 4/7) - 4/9)
[213202] ['7/9', '4/5', '5/3', '5/3', '2'] -> 4/5 * 5/3 / (5/3 / 2 - 7/9)
[213203] ['2/9', '8/5', '5/2', '3', '7/2'] -> 7/2 / (2/9 / 8/5) - 3 / 5/2
[213204] ['1/8', '1/7', '1/7', '2/3', '9'] -> (1/7 / 1/7 - 2/3) / (1/8 / 9)
[213205] ['1/5', '3/5', '1', '7/3', '7/2'] -> (1 + 7/2) * (7/3 + 3/5 / 1/5)
[213206] ['3/7', '3/7', '6/7', '5/2', '7'] -> 7 * (3/7 / 6/7 + 3/7 + 5/2)
[213207] ['5/8', '9/7', '7/3', '5/2', '8'] -> 8 * (9/7 + 5/2 / (5/8 * 7/3))
[213208] ['4/5', '9/8', '8/7', '8/5', '8'] -> 8/7 * (8 * (9/8 + 8/5) - 4/5)
[213209] ['1/5', '3/5', '1', '5/2', '8/3'] -> (1 + 3/5 / 1/5) / (8/3 - 5/2)
[213210] ['4/9', '4/7', '7/6', '5/4', '6'] -> 6 / (7/6 / (4/9 / 4/7) - 5/4)
[213211] ['1/7', '8/7', '9/2', '9/2', '7'] -> 9/2 + 9/2 + 7 + 8/7 / 1/7
[213212] ['7/9', '4/5', '5/3', '9/5', '2'] -> 2 / (9/5 * 7/9 / 4/5 - 5/3)
[213213] ['3/7', '3/7', '6/7', '8/3', '7'] -> (6/7 + 3/7 * 7) / (3/7 / 8/3)
[213214] ['1/7', '7/6', '7/6', '7/6', '7'] -> (7/6 + 7/6 + 7/6) * (7 - 1/7)
[213215] ['1/8', '1/7', '1/7', '4/5', '9'] -> 1/7 * 9 / (1/7 / 4/5 - 1/8)
[213216] ['3/8', '5/8', '6/7', '7/4', '6'] -> 6 / 7/4 / (3/8 + 5/8 - 6/7)
[213217] ['1/7', '2/5', '5/9', '5/7', '1'] -> 1/7 / (2/5 / 5/9 - 5/7) - 1
[213218] ['5/6', '5/4', '9/5', '8/3', '9'] -> (8/3 + 5/6 / 5/4) * (9 - 9/5)
[213219] ['1/6', '9/8', '8/7', '7/4', '2'] -> 2 / (1/6 * (8/7 - 9/8 / 7/4))
[213220] ['2/9', '8/5', '3', '7/2', '9/2'] -> (9/2 - 7/2 / 3) / (2/9 / 8/5)
[213221] ['4/9', '3/5', '5/7', '7/9', '1'] -> 5/7 / (3/5 - 4/9 / 7/9) - 1
[213222] ['4/9', '4/7', '7/6', '4/3', '6'] -> (6 / 4/7 - (7/6 - 4/3)) / 4/9
[213223] ['1/5', '5/8', '5/8', '2/3', '1'] -> 1 / (1/5 * (5/8 - 5/8 * 2/3))
[213224] ['3/8', '5/8', '6/7', '9/4', '6'] -> ((9/4 + 6) / 6/7 - 5/8) / 3/8
[213225] ['5/8', '9/7', '5/2', '8/3', '8'] -> 9/7 * (8 + 8/3 / (5/8 / 5/2))
[213226] ['1/7', '7/6', '7/6', '4/3', '7'] -> 7 / (1/7 * (7/6 + 7/6 / 4/3))
[213227] ['4/5', '9/8', '8/7', '9/4', '8'] -> 9/8 * 8 / (8/7 - 4/5) - 9/4
[213228] ['1/6', '9/8', '8/7', '2', '9/4'] -> 8/7 * (9/4 + (9/8 + 2) / 1/6)
[213229] ['1/8', '1/7', '1/7', '8/7', '9'] -> 9 / (1/8 + (1/7 + 1/7) / 8/7)
[213230] ['5/8', '9/7', '5/2', '7/2', '8'] -> (9/7 * 7/2 + 5/2 + 8) / 5/8
[213231] ['5/6', '9/7', '9/7', '4/3', '9'] -> 9 / (9/7 / 9/7 - 5/6 / 4/3)
[213232] ['4/9', '3/5', '5/7', '6/7', '1'] -> 6/7 / (1 - 5/7 / (4/9 / 3/5))
