[295486] ['4/9', '8/7', '3/2', '9/5', '8'] -> 9/5 * (4/9 + 3/2) * (8 - 8/7)
[295723] ['3/7', '1/2', '7/9', '5/2', '5'] -> (5 + 1/2 + 5/2) / (3/7 * 7/9)
[295724] ['7/9', '9/7', '7/2', '9/2', '7'] -> (7/2 + 7) * 9/2 * (9/7 - 7/9)
[295725] ['5/9', '4/7', '2/3', '8/7', '7'] -> (7 * 8/7 / 4/7 - 2/3) / 5/9
[295726] ['1/2', '8/7', '5/4', '2', '7/2'] -> (2 + 8/7 * 5/4) * 7/2 / 1/2
[295727] ['1/9', '3/4', '4/5', '5/2', '8'] -> 3/4 * 8 + 5/2 * 4/5 / 1/9
[295728] ['1/7', '2/5', '2/3', '8/3', '8'] -> 2/5 * (8/3 / 2/3 + 8 / 1/7)
[295729] ['3/7', '5/8', '8/7', '7/2', '9'] -> 7/2 * (3/7 + 9 * 5/8 * 8/7)
[295730] ['1/9', '4/7', '5/6', '1', '4/3'] -> (4/3 / (1/9 * 4/7) - 1) / 5/6
[295731] ['2/7', '7/8', '6/5', '6/5', '9'] -> (6/5 + 6/5) * (9 / 7/8 - 2/7)
[295732] ['1/4', '7/6', '8/5', '9/5', '6'] -> 6 / (7/6 * 9/5 - (1/4 + 8/5))
[295733] ['4/9', '7/6', '7/6', '7/3', '8'] -> (7/3 - 7/6 / 7/6) * 8 / 4/9
[295734] ['5/9', '4/7', '2/3', '6/5', '7'] -> 7 * (6/5 + (4/7 + 2/3) / 5/9)
[295735] ['3/7', '1/2', '7/9', '8/3', '5'] -> (7/9 + 5 + 8/3 / 3/7) / 1/2
[295736] ['1/9', '3/4', '4/5', '9/2', '8'] -> (8 / ((1/9 * 4/5) * 9/2) - 3/4))
[295737] ['1/6', '7/8', '8/9', '9/7', '3'] -> (3 + 9/7 * 7/8 * 8/9) / 1/6
[295738] ['1/7', '2/5', '2/3', '7/2', '8'] -> 8 / (2/3 / (2/5 * 7/2) - 1/7)
[295739] ['4/9', '7/6', '7/6', '5/2', '8'] -> (7/6 * 8 - (7/6 - 5/2)) / 4/9
[295740] ['3/7', '5/8', '7/6', '5/4', '9'] -> 9 * 7/6 / 3/7 - 5/8 / 5/4
[295741] ['1/9', '4/7', '5/6', '1', '3/2'] -> (3/2 / (1 - 4/7) - 5/6) / 1/9
[295742] ['5/9', '4/7', '2/3', '9/7', '7'] -> (7 - (2/3 - 9/7)) / (5/9 * 4/7)
[295743] ['3/7', '1/2', '4/5', '5/6', '5'] -> 4/5 * 5/6 + 5 / (3/7 * 1/2)
[295744] ['1/9', '3/4', '5/6', '6/7', '8'] -> 8 / (1/9 - 3/4 + 5/6 / 6/7)
[295745] ['1/2', '8/7', '9/7', '8/5', '2'] -> (9/7 / (1/2 * (2 / 8/5)) - 8/7))
[295746] ['2/7', '7/8', '6/5', '3/2', '9'] -> (9 / 6/5 - 3/2) / (2/7 * 7/8)
[295747] ['7/9', '4/3', '4/3', '8/5', '7'] -> (4/3 + 7) * 8/5 / (4/3 - 7/9)
[295748] ['1/9', '4/7', '5/6', '1', '8/5'] -> 8/5 / (1/9 * 4/7) - 1 / 5/6
[295749] ['1/7', '1/3', '5/7', '7/6', '2'] -> (2 * (5/7 + 7/6) - 1/3) / 1/7
[295750] ['3/7', '5/8', '7/6', '4/3', '9'] -> 9 * (5/8 + 7/6 / (3/7 * 4/3))
[295751] ['1/4', '7/6', '8/5', '9/2', '6'] -> 8/5 * (9/2 * 7/6 / 1/4 - 6)
[295752] ['3/7', '1/2', '4/5', '6/7', '5'] -> 5 * (4/5 + 6/7 / (3/7 * 1/2))
[295753] ['1/6', '7/8', '8/9', '9/5', '3'] -> (3 - 7/8 * 8/9) * 9/5 / 1/6
[295754] ['1/7', '2/5', '5/7', '7/9', '8'] -> 8 / (7/9 * (1/7 + 2/5 * 5/7))
[295755] ['7/9', '4/3', '4/3', '7/4', '7'] -> (4/3 + 4/3 * 7) * 7/4 / 7/9
[295756] ['1/9', '3/4', '5/6', '9/8', '8'] -> 8 / (5/6 / (3/4 + 9/8) - 1/9)
[295757] ['3/7', '5/8', '7/6', '7/5', '9'] -> 9 / (5/8 * 7/5 - 3/7 * 7/6)
[295758] ['1/8', '2/5', '2/5', '2', '7/3'] -> (2/5 / ((1/8 * 2/5) * 7/3) - 2))
[295759] ['4/9', '7/6', '6/5', '7/5', '8'] -> 7/5 / (6/5 - 7/6) - 8 / 4/9
[295760] ['5/9', '4/7', '2/3', '8/5', '7'] -> 7 * (4/7 / 5/9 + 8/5 / 2/3)
[295761] ['7/9', '4/3', '4/3', '9/5', '7'] -> 9/5 * (4/3 + 7 * 4/3 / 7/9)
[295762] ['3/7', '5/8', '7/6', '8/5', '9'] -> 7/6 * 9 * (8/5 + 3/7 / 5/8)
[295763] ['3/7', '1/2', '4/5', '8/9', '5'] -> 5 * 4/5 / 3/7 / (8/9 - 1/2)
[295764] ['1/9', '4/7', '5/6', '1', '7/4'] -> (1 / 4/7 - (5/6 - 7/4)) / 1/9
[295765] ['1/2', '8/7', '9/7', '2', '9/4'] -> 9/7 / ((9/4 - 8/7) / 2 - 1/2)
[295766] ['4/9', '7/6', '6/5', '3/2', '8'] -> (6/5 + 3/2) * (7/6 * 8 - 4/9)
[295767] ['7/9', '4/3', '4/3', '9/4', '7'] -> 9/4 * (7 * 4/3 / 7/9 - 4/3)
[295768] ['1/9', '3/4', '5/6', '6/5', '8'] -> 6/5 / (1/9 * 3/4) + 8 / 5/6
[295769] ['2/7', '5/8', '5/8', '6/7', '1'] -> 6/7 / (2/7 - 5/8 - (5/8 - 1))
[295770] ['7/9', '4/3', '4/3', '5/2', '7'] -> 4/3 * 7 / (5/2 - (7/9 + 4/3))
[295771] ['3/7', '5/8', '7/6', '5/3', '9'] -> 9 / (5/3 / 7/6 - (3/7 + 5/8))
[295772] ['1/8', '2/5', '3/7', '3/7', '2'] -> (3/7 + 3/7 / 2/5) * 2 / 1/8
[295773] ['1/2', '8/7', '9/7', '2', '7/2'] -> 7/2 * (2 + (8/7 + 9/7) / 1/2)
[295774] ['1/7', '2/5', '5/7', '7/6', '8'] -> 7/6 * (8 / 2/5 - (1/7 - 5/7))
[295775] ['4/9', '7/6', '6/5', '7/4', '8'] -> 8 / (7/4 - (4/9 + 7/6 / 6/5))
[295776] ['1/7', '1/3', '5/7', '2', '5/2'] -> (1/3 + 5/7 / 1/7) * (2 + 5/2)
[295777] ['3/7', '1/2', '4/5', '5/4', '5'] -> 5 / (1/2 / (3/7 * 4/5) - 5/4)
[295778] ['1/2', '8/7', '9/7', '2', '9/2'] -> 8/7 * 9/2 / (2 - (1/2 + 9/7))
[295779] ['1/9', '4/7', '5/6', '1', '7/3'] -> 4/7 * 7/3 / (1 - (1/9 + 5/6))
[295780] ['1/6', '7/8', '9/8', '7/5', '3'] -> (7/8 / 7/5 + 9/8 * 3) / 1/6
[295781] ['1/8', '2/5', '3/7', '1/2', '2'] -> 2 / (2/5 * (1/2 - 1/8 / 3/7))
[295782] ['2/7', '7/8', '6/5', '7/2', '9'] -> 9 * (7/2 / 6/5 - 2/7 * 7/8)
[295783] ['3/7', '1/2', '4/5', '4/3', '5'] -> 4/5 * 5 / (4/3 - 1/2 / 3/7)
[295784] ['1/7', '2/5', '5/7', '4/3', '8'] -> 8 / (2/5 * 4/3 - 1/7 / 5/7)
[295785] ['5/9', '4/7', '2/3', '5/2', '7'] -> 4/7 / (2/3 - 5/2 / (5/9 * 7))
[295786] ['1/9', '3/4', '5/6', '8/5', '8'] -> 8 + 5/6 * 8/5 / (1/9 * 3/4)
[295787] ['7/9', '4/3', '7/5', '5/3', '7'] -> (7/5 + 7) * 5/3 * 4/3 / 7/9
[295788] ['2/7', '7/8', '6/5', '9/2', '9'] -> 9 + 9/2 / (6/5 * 2/7 * 7/8)
[295789] ['1/6', '7/8', '9/8', '9/5', '3'] -> (3 - 7/8 / 9/8) * 9/5 / 1/6
[295790] ['1/7', '1/3', '3/4', '7/9', '2'] -> (2 / (7/9 * (1/3 * 3/4)) - 1/7))
[295791] ['5/7', '7/9', '7/9', '1', '8/3'] -> 8/3 / (5/7 * (7/9 + 7/9) - 1)
[295792] ['5/9', '4/7', '2/3', '7/2', '7'] -> (7 * 4/7 * 7/2 - 2/3) / 5/9
[295793] ['1/7', '2/5', '5/7', '7/4', '8'] -> (2/5 + 8) / (7/4 * 1/7 / 5/7)
[295794] ['7/9', '4/3', '7/5', '7/4', '7'] -> (7 / (7/4 - 7/5) - 4/3) / 7/9
[295795] ['1/9', '4/7', '5/6', '1', '7/2'] -> (1 + 7/2 * 4/7 * 5/6) / 1/9
[295796] ['3/7', '1/2', '4/5', '3/2', '5'] -> 5 * (1/2 + 4/5 + 3/2 / 3/7)
[295797] ['5/9', '4/7', '2/3', '9/2', '7'] -> (4/7 * 9/2 - 2/3) * 7 / 5/9
[295798] ['1/7', '1/3', '3/4', '5/6', '2'] -> 2 / (1/7 * (5/6 - 1/3 * 3/4))
[295799] ['7/9', '4/3', '7/5', '9/5', '7'] -> (7/5 + 9/5 * 7) * 4/3 / 7/9
[295800] ['1/2', '8/7', '4/3', '7/4', '2'] -> 2 / (7/4 - (1/2 + 4/3 / 8/7))
[295801] ['4/9', '7/6', '5/4', '9/7', '8'] -> 7/6 * 9/7 + 8 * 5/4 / 4/9
[295802] ['1/6', '7/8', '8/7', '6/5', '3'] -> (8/7 + 3 / (7/8 * 6/5)) / 1/6
[295803] ['1/8', '2/5', '3/7', '2/3', '2'] -> (2 / 3/7 - 2/3 / 2/5) / 1/8
[295804] ['2/7', '7/8', '5/4', '8/5', '9'] -> 5/4 + (7/8 + 9 / 8/5) / 2/7
[295805] ['1/4', '7/6', '9/4', '5/2', '6'] -> 6 * (7/6 + 5/2) - (1/4 - 9/4)
[295806] ['3/7', '1/2', '4/5', '5/3', '5'] -> 5 / (5/3 - 1/2 / (3/7 * 4/5))
[295807] ['1/9', '4/7', '6/7', '8/9', '1'] -> (8/9 / (1/9 * 1) - (4/7 / 6/7)))
[295808] ['1/2', '8/7', '4/3', '2', '9/4'] -> 2 / (4/3 / (1/2 * 8/7) - 9/4)
[295809] ['1/7', '1/3', '3/4', '9/8', '2'] -> 3/4 / 2 + 9/8 / (1/7 * 1/3)
[295810] ['1/6', '7/8', '8/7', '5/4', '3'] -> 3 * (7/8 / (5/4 - 8/7) - 1/6)
[295811] ['5/9', '4/7', '5/7', '3/4', '7'] -> 5/9 * (5/7 + 7) / (3/4 - 4/7)
[295812] ['1/4', '7/6', '7/3', '8/3', '6'] -> 7/3 / (1/4 * 7/6) + 8/3 * 6
[295813] ['4/9', '7/6', '5/4', '7/5', '8'] -> 5/4 * (7/5 / 7/6 + 8 / 4/9)
[295814] ['3/7', '5/8', '6/5', '4/3', '9'] -> 9 / (4/3 * 3/7 * 5/8) - 6/5
[295815] ['7/9', '4/3', '7/5', '5/2', '7'] -> 5/2 * 4/3 / 7/9 * (7 - 7/5)
[295816] ['1/7', '1/3', '3/4', '7/6', '2'] -> 2 / (1/3 * 3/4 - 1/7 * 7/6)
[295817] ['1/2', '8/7', '4/3', '2', '7/3'] -> 2 * 7/3 / (4/3 - 8/7) - 1/2
[295818] ['1/9', '4/7', '6/7', '1', '9/8'] -> (1 / (1/9 * (6/7 / 4/7)) - 9/8))
[295819] ['1/8', '2/5', '3/7', '7/9', '2'] -> (2 / (2/5 * (3/7 * 7/9)) - 1/8))
[295820] ['5/7', '7/9', '4/5', '7/8', '1'] -> (1 / ((5/7 * 7/9) * 7/8) - 4/5))
[295821] ['1/6', '7/8', '8/7', '9/7', '3'] -> (3 + 8/7 / 1/6) / (9/7 - 7/8)
[295822] ['3/7', '5/8', '6/5', '3/2', '9'] -> (9 + 3/2 / 3/7) * 6/5 / 5/8
[295823] ['1/2', '8/7', '4/3', '2', '5/2'] -> 2 / (1/2 * 5/2 - 4/3 / 8/7)
[295824] ['7/9', '4/3', '7/5', '7/2', '7'] -> 4/3 / (7/9 / 7/5 - 7/2 / 7)
[295825] ['1/9', '4/7', '6/7', '1', '8/7'] -> (8/7 / (1/9 * (4/7 + 6/7)) - 1))
[295826] ['2/7', '7/8', '9/7', '9/7', '9'] -> (9 - 9/7) / (9/7 * 2/7 * 7/8)
[295827] ['3/7', '1/2', '4/5', '7/3', '5'] -> 4/5 / 7/3 * 5 / (1/2 - 3/7)
[295828] ['4/9', '7/6', '5/4', '9/4', '8'] -> 5/4 * 8 * 7/6 / 4/9 - 9/4
[295829] ['2/7', '7/8', '9/7', '7/5', '9'] -> 9 / (9/7 - (2/7 + 7/8 / 7/5))
[295830] ['1/9', '3/4', '6/7', '5/4', '8'] -> 8 / (6/7 * (5/4 - (1/9 + 3/4)))
[295831] ['3/7', '1/2', '4/5', '8/3', '5'] -> (8/3 + 5 * 4/5 / 3/7) / 1/2
[295832] ['1/2', '8/7', '4/3', '2', '9/2'] -> 8/7 * 9/2 * (2 + 4/3 / 1/2)
[295833] ['1/7', '1/3', '3/4', '3/2', '2'] -> 2 / (1/3 / 1/7 - (3/4 + 3/2))
[295834] ['1/6', '7/8', '8/7', '5/3', '3'] -> (5/3 * 3 - 7/8 * 8/7) / 1/6
[295835] ['2/7', '7/8', '9/7', '3/2', '9'] -> 9 / (9/7 - 3/2 - (2/7 - 7/8))
[295836] ['3/7', '1/2', '4/5', '7/2', '5'] -> 5 * (1/2 + 7/2 * (3/7 + 4/5))
[295837] ['7/9', '4/3', '3/2', '5/3', '7'] -> 4/3 / (5/3 - (3/2 + 7/9 / 7))
[295838] ['1/7', '2/5', '3/4', '8/7', '8'] -> 8 * (8/7 + 3/4 / 2/5) - 1/7
[295839] ['1/7', '1/3', '3/4', '8/5', '2'] -> (2 / (1/7 * 8/5) - 3/4) / 1/3
[295840] ['1/7', '2/5', '3/4', '7/6', '8'] -> 8 / (3/4 - 7/6 * 1/7 / 2/5)
[295841] ['4/9', '7/6', '9/7', '9/7', '8'] -> 7/6 * (9/7 + 9/7 + 8 / 4/9)
[295842] ['1/8', '2/5', '3/7', '8/7', '2'] -> 8/7 / (3/7 - 2/5) - 2 / 1/8
[295843] ['1/9', '3/4', '6/7', '3/2', '8'] -> (8 / (6/7 * (3/4 / 3/2)) - 1/9))
[295844] ['5/7', '7/9', '4/5', '1', '9/7'] -> ((5/7 / (9/7 * 4/5) - 7/9)) - 1)
[295845] ['2/7', '5/8', '5/8', '1', '5/2'] -> (1 + 5/2 / (2/7 * 5/8)) / 5/8
[295846] ['1/7', '1/3', '3/4', '2', '8/3'] -> (8/3 / 1/7 - 1/3 * 2) / 3/4
[295847] ['2/7', '7/8', '9/7', '9/5', '9'] -> (9 / (7/8 * (9/7 / 9/5)) - 2/7))
[295848] ['1/2', '8/7', '7/5', '5/3', '2'] -> 7/5 / (2 / 5/3 - 8/7) - 1/2
[295849] ['5/7', '7/9', '4/5', '1', '4/3'] -> (4/5 + 4/3) / (7/9 / 5/7 - 1)
[295850] ['1/7', '1/3', '7/9', '7/9', '2'] -> (2 + (1/3 + 7/9) / 7/9) / 1/7
[295851] ['1/7', '2/5', '3/4', '7/5', '8'] -> 8 / (2/5 / 3/4 - 1/7 * 7/5)
[295852] ['4/9', '7/6', '9/7', '3/2', '8'] -> 3/2 + 7/6 * (9/7 + 8 / 4/9)
[295853] ['1/9', '3/4', '6/7', '5/3', '8'] -> 6/7 * (8 + 5/3 / (1/9 * 3/4))
[295854] ['5/9', '4/7', '5/7', '6/5', '7'] -> 4/7 * 7 / (5/7 - 5/9) - 6/5
[295855] ['7/9', '4/3', '8/5', '9/5', '7'] -> (4/3 + 7) / (9/5 / 8/5 - 7/9)
[295856] ['3/7', '5/8', '5/4', '5/4', '9'] -> (5/4 / 3/7 - 5/4) * 9 / 5/8
[295857] ['1/6', '7/8', '7/6', '7/5', '3'] -> 3 / (1/6 - 7/8 + 7/6 / 7/5)
[295858] ['1/2', '8/7', '7/5', '9/5', '2'] -> 7/5 / (8/7 * 9/5 - 2) - 1/2
[295859] ['3/7', '1/2', '5/6', '6/5', '5'] -> 5 * (5/6 + (1/2 + 6/5) / 3/7)
[295860] ['1/9', '4/7', '7/8', '7/8', '1'] -> 1 / (1/9 * (7/8 - 4/7 * 7/8))
[295861] ['5/7', '7/9', '4/5', '1', '5/3'] -> 5/3 / (7/9 * (4/5 - 5/7)) - 1
[295862] ['7/9', '4/3', '8/5', '9/4', '7'] -> 4/3 * 8/5 * (9/4 + 7 / 7/9)
[295863] ['1/7', '1/3', '7/9', '6/7', '2'] -> (1/3 + 2 / 6/7) / (1/7 * 7/9)
[295864] ['1/7', '2/5', '3/4', '5/3', '8'] -> (8 + 2/5 / 1/7) * 5/3 / 3/4
[295865] ['2/7', '7/8', '9/7', '9/2', '9'] -> (9 / 2/7 - 9/2) / (7/8 * 9/7)
[295866] ['3/7', '1/2', '5/6', '5/4', '5'] -> 5/6 / 5/4 + 5 / (3/7 * 1/2)
[295867] ['1/9', '3/4', '6/7', '5/2', '8'] -> 8 * (1/9 * 3/4 + 5/2 / 6/7)
[295868] ['1/4', '6/5', '9/7', '7/3', '6'] -> 7/3 * (6 + 9/7 / (1/4 * 6/5))
[295869] ['5/9', '4/7', '5/7', '4/3', '7'] -> (7 - (5/7 - 4/3)) / (5/9 * 4/7)
[295870] ['1/7', '1/3', '7/9', '7/8', '2'] -> (1/3 + 2) / (7/8 * 1/7 * 7/9)
[295871] ['7/9', '4/3', '8/5', '5/2', '7'] -> (8/5 * 5/2 - 4/3) * 7 / 7/9
[295872] ['3/7', '5/8', '5/4', '8/5', '9'] -> 8/5 * (5/8 + 5/4) + 9 / 3/7
[295873] ['1/9', '3/4', '6/7', '8/3', '8'] -> 8/3 / (6/7 - 3/4) - 1/9 * 8
[295874] ['1/8', '2/5', '3/7', '8/5', '2'] -> 2 / (1/8 * (8/5 - 2/5 / 3/7))
[295875] ['1/7', '2/5', '3/4', '9/5', '8'] -> 8 / (1/7 * (9/5 + 2/5 / 3/4))
[295876] ['1/9', '4/7', '7/8', '1', '8/7'] -> 1 / (1/9 * (7/8 - 4/7 / 8/7))
[295877] ['4/9', '7/6', '9/7', '7/2', '8'] -> 9/7 * (7/6 + 7/2) + 8 / 4/9
[295878] ['1/2', '8/7', '7/5', '2', '8/3'] -> (8/7 / (1/2 * 2) - (8/3 / 7/5)))
[295879] ['1/7', '1/3', '7/9', '9/8', '2'] -> (1/3 / (1/7 * 2) - (7/9 + 9/8)))
[295880] ['1/4', '6/5', '9/7', '7/2', '6'] -> 6 * (1/4 + 7/2 * 9/7 / 6/5)
[295881] ['2/7', '7/8', '4/3', '3/2', '9'] -> 4/3 * 9 * (2/7 + 3/2 / 7/8)
[295882] ['3/7', '5/8', '5/4', '9/4', '9'] -> (9 / 3/7 - 9/4) / (5/8 * 5/4)
[295883] ['7/9', '4/3', '5/3', '5/3', '7'] -> (5/3 + 5/3 * 7) / (4/3 - 7/9)
[295884] ['3/7', '1/2', '5/6', '8/5', '5'] -> 8/5 * 5 / (1/2 / 3/7 - 5/6)
[295885] ['1/9', '3/4', '6/7', '9/2', '8'] -> (8 - 9/2 / 6/7) / 1/9 - 3/4
[295886] ['4/9', '7/6', '4/3', '7/5', '8'] -> (4/3 + 8) / (7/6 / 7/5 - 4/9)
[295887] ['1/9', '4/7', '7/8', '1', '7/6'] -> (4/7 * 7/8 + 1 + 7/6) / 1/9
[295888] ['5/9', '4/7', '5/7', '5/3', '7'] -> (5/7 + 5/3 * (4/7 + 7)) / 5/9
[295889] ['1/4', '6/5', '9/7', '9/2', '6'] -> 6/5 * (6 + 9/2 / (1/4 * 9/7))
[295890] ['1/7', '1/3', '7/9', '7/6', '2'] -> (1/3 + 7/6 * 2) / (1/7 * 7/9)
[295891] ['7/9', '4/3', '5/3', '7/4', '7'] -> (5/3 + 7) / (7/9 + 4/3 - 7/4)
[295892] ['3/7', '1/2', '5/6', '5/3', '5'] -> (5 / 3/7 - 5/3) / (1/2 * 5/6)
[295893] ['4/9', '7/6', '4/3', '8/5', '8'] -> 7/6 * 8 / (4/3 / 8/5 - 4/9)
[295894] ['1/6', '7/8', '6/5', '3/2', '3'] -> (3 / ((1/6 * 6/5) * 3/2) - 7/8))
[295895] ['1/7', '2/5', '3/4', '8/3', '8'] -> (2/5 + 8) * (8/3 + 1/7 / 3/4)
[295896] ['2/7', '7/8', '4/3', '9/5', '9'] -> 4/3 * 9/5 * (9 / 7/8 - 2/7)
[295897] ['3/7', '5/8', '9/7', '7/5', '9'] -> (9 + 3/7 + 9/7) * 7/5 / 5/8
[295898] ['2/7', '5/8', '2/3', '1', '7/6'] -> (2/7 + 1) / (5/8 - 2/3 / 7/6)
[295899] ['7/9', '4/3', '5/3', '9/4', '7'] -> 7/9 + 4/3 * (5/3 + 9/4 * 7)
[295900] ['5/9', '4/7', '5/7', '9/4', '7'] -> 7 * (4/7 + 9/4 * (5/9 + 5/7))
[295901] ['1/9', '3/4', '7/8', '7/6', '8'] -> 8 + 7/6 / (7/8 * 1/9 * 3/4)
[295902] ['3/7', '5/8', '9/7', '5/3', '9'] -> 3/7 + (5/8 + 5/3) * (9/7 + 9)
[295903] ['7/9', '4/3', '5/3', '8/3', '7'] -> 7/9 - 5/3 + 7 * 4/3 * 8/3
[295904] ['2/7', '5/8', '2/3', '1', '6/5'] -> 1 / (2/7 * (2/3 - 5/8 / 6/5))
[295905] ['3/7', '1/2', '5/6', '8/3', '5'] -> 8/3 / (1/2 - 5/6 / (3/7 * 5))
[295906] ['1/6', '7/8', '6/5', '7/4', '3'] -> 6/5 * (7/4 / 7/8 + 3 / 1/6)
[295907] ['1/7', '1/3', '7/9', '8/5', '2'] -> 8/5 / (1/7 * 7/9) * (2 - 1/3)
[295908] ['2/7', '7/8', '7/5', '3/2', '9'] -> (9 / (2/7 * 7/5) - 3/2) / 7/8
[295909] ['5/9', '4/7', '5/7', '8/3', '7'] -> 7 / (5/7 - (5/9 + 4/7) / 8/3)
[295910] ['5/7', '7/9', '5/6', '8/9', '1'] -> 7/9 * (5/7 + 1) / (8/9 - 5/6)
[295911] ['3/7', '5/8', '9/7', '7/3', '9'] -> (3/7 + 9/7 * (7/3 + 9)) / 5/8
[295912] ['1/7', '2/5', '7/9', '4/5', '8'] -> 8 / (7/9 * (1/7 + 4/5) - 2/5)
[295913] ['1/4', '6/5', '7/5', '7/3', '6'] -> 6 / (7/5 / (6/5 * 7/3) - 1/4)
[295914] ['3/7', '1/2', '6/7', '6/7', '5'] -> (6/7 + 6/7 * 5) / (3/7 * 1/2)
[295915] ['4/9', '7/6', '7/5', '7/4', '8'] -> (7/5 + 7/4) * (8 - 4/9 / 7/6)
[295916] ['1/2', '8/7', '3/2', '2', '8/3'] -> 1/2 / (8/3 / 2 - 3/2 / 8/7)
[295917] ['2/7', '7/8', '7/5', '8/5', '9'] -> (9 - (7/5 + 8/5)) / (2/7 * 7/8)
[295918] ['1/6', '7/8', '6/5', '9/4', '3'] -> (9/4 / 6/5 - (7/8 - 3)) / 1/6
[295919] ['1/9', '4/7', '7/8', '1', '5/3'] -> 5/3 / (1/9 / 4/7 + 7/8 - 1)
[295920] ['1/7', '2/5', '7/9', '5/6', '8'] -> 8 * 2/5 / 1/7 * 5/6 / 7/9
[295921] ['3/7', '1/2', '6/7', '8/9', '5'] -> (5 / 1/2 - 6/7) / (3/7 * 8/9)
[295922] ['2/7', '5/8', '2/3', '1', '3/2'] -> 1 / (3/2 - 2/3 * 5/8 / 2/7)
[295923] ['1/9', '3/4', '7/8', '4/3', '8'] -> (4/3 / (7/8 - 3/4) - 8) / 1/9
[295924] ['4/9', '7/6', '7/5', '9/4', '8'] -> 7/5 * 9/4 * (8 - 4/9 / 7/6)
[295925] ['1/8', '2/5', '4/9', '4/9', '2'] -> (2 / (1/8 * (4/9 / 2/5)) - 4/9))
[295926] ['1/7', '1/3', '7/9', '2', '5/2'] -> (5/2 + 1/3 / 2) / (1/7 * 7/9)
[295927] ['3/7', '1/2', '6/7', '9/8', '5'] -> (5 / 1/2 - 6/7) * 9/8 / 3/7
[295928] ['1/4', '6/5', '7/5', '7/2', '6'] -> (1/4 + 7/2) * (7/5 + 6 / 6/5)
[295929] ['1/8', '2/5', '4/9', '1/2', '2'] -> 2 / (4/9 * (1/2 - 1/8 / 2/5))
[295930] ['5/7', '7/9', '5/6', '1', '6/5'] -> 1 / (5/7 * (5/6 - 7/9)) - 6/5
[295931] ['3/7', '5/8', '4/3', '3/2', '9'] -> 9 * (3/2 / 3/7 - 5/8 * 4/3)
[295932] ['3/7', '1/2', '6/7', '5/4', '5'] -> 6/7 / (5/4 / 5 - 3/7 * 1/2)
[295933] ['2/7', '7/8', '7/5', '9/5', '9'] -> 9 / ((9/5 - 7/8) / 7/5 - 2/7)
[295934] ['1/7', '2/5', '7/9', '8/9', '8'] -> 8 * (1/7 + 8/9 / (2/5 * 7/9))
[295935] ['5/7', '7/9', '5/6', '1', '5/4'] -> (5/7 / (5/6 * (1 / 7/9)) - 5/4))
[295936] ['1/7', '1/3', '7/9', '2', '9/2'] -> 9/2 * (1/3 + 7/9 / 1/7) - 2
[295937] ['1/2', '8/7', '8/5', '9/5', '2'] -> (9/5 / (1/2 * (2 / 8/7)) - 8/5))
[295938] ['3/7', '5/8', '4/3', '8/5', '9'] -> (9 / (3/7 * 5/8) - 8/5) / 4/3
[295939] ['4/9', '7/6', '7/5', '8/3', '8'] -> 4/9 + 8/3 * (8 + 7/6 / 7/5)
[295940] ['1/7', '1/3', '4/5', '4/5', '2'] -> 2 * 4/5 / 1/7 / (4/5 - 1/3)
[295941] ['5/7', '7/9', '5/6', '1', '9/7'] -> (5/7 + 1) / (9/7 * (5/6 - 7/9))
[295942] ['3/7', '1/2', '6/7', '7/5', '5'] -> 5 * (6/7 / 3/7 + 7/5 / 1/2)
[295943] ['2/7', '5/8', '2/3', '1', '7/3'] -> 2/7 / (1 / 7/3 - 5/8 * 2/3)
[295944] ['1/9', '3/4', '7/8', '7/4', '8'] -> 3/4 * 8 + 7/4 / (1/9 * 7/8)
[295945] ['5/7', '7/9', '5/6', '1', '4/3'] -> (4/3 / (7/9 - 5/7) - 1) / 5/6
[295946] ['1/6', '7/8', '5/4', '7/5', '3'] -> (7/5 / 7/8 + 3 / 5/4) / 1/6
[295947] ['3/7', '1/2', '6/7', '3/2', '5'] -> 3/7 + (6/7 + 3/2) * 5 / 1/2
[295948] ['4/9', '7/6', '7/5', '9/2', '8'] -> 9/2 * (8 / 7/5 - 4/9 / 7/6)
[295949] ['3/7', '5/8', '4/3', '7/4', '9'] -> 9 / (7/4 * 3/7 * 4/3 - 5/8)
[295950] ['2/7', '5/8', '2/3', '1', '8/3'] -> (1 + 8/3 / (2/7 * 2/3)) / 5/8
[295951] ['1/7', '1/3', '4/5', '6/7', '2'] -> (2 / (4/5 - 1/3) - 6/7) / 1/7
[295952] ['2/7', '7/8', '7/5', '5/2', '9'] -> (9 / ((2/7 * 5/2) * 7/5) - 7/8))
[295953] ['7/9', '4/3', '9/4', '5/2', '7'] -> 7 / (7/9 * (9/4 - 5/2 / 4/3))
[295954] ['5/9', '4/7', '3/4', '8/9', '7'] -> 7 * (5/9 / (8/9 - 3/4) - 4/7)
[295955] ['1/4', '6/5', '7/4', '7/3', '6'] -> 6 * (7/3 + (1/4 + 7/4) / 6/5)
[295956] ['3/7', '1/2', '6/7', '5/3', '5'] -> ((6/7 + 5) / 3/7 - 5/3) / 1/2
[295957] ['1/8', '2/5', '4/9', '3/4', '2'] -> (2 / (2/5 * (4/9 * 3/4)) - 1/8))
[295958] ['2/7', '5/8', '5/7', '3/4', '1'] -> 1 / (5/7 / 3/4 - (2/7 + 5/8))
