[78797] ['1/8', '2/9', '5/6', '8/7', '4'] -> (4 / ((5/6 / 8/7) - (1/8 / 2/9)))
[79026] ['1/5', '5/6', '9/7', '7/3', '5'] -> ((5 + ((7/3 * 9/7) / 1/5)) / 5/6)
[79027] ['1/3', '1/3', '6/7', '2', '9/2'] -> (((1/3 + (2 * 9/2)) * 6/7) / 1/3)
[79028] ['1/8', '1/7', '1/4', '4/5', '4'] -> (4/5 * ((1/4 / 1/8) + (4 / 1/7)))
[79029] ['1/9', '5/7', '6/7', '8/7', '5'] -> (8/7 / ((5/7 / 5) - (1/9 * 6/7)))
[79030] ['1/5', '4/9', '9/5', '9/2', '8'] -> (8 * (1/5 + (4/9 * (9/5 + 9/2))))
[79031] ['1/7', '5/9', '6/7', '5/3', '5'] -> (((5/3 + (1/7 + 6/7)) * 5) / 5/9)
[79032] ['2/7', '2/5', '4/9', '8/7', '5'] -> ((2/5 + 5) * (4/9 + (8/7 / 2/7)))
[79033] ['2/5', '7/4', '7/3', '7/2', '4'] -> (4 / (7/2 - (7/3 / (2/5 * 7/4))))
[79034] ['1/8', '2/7', '5/7', '6/5', '3'] -> ((3 + (5/7 * 6/5)) / (2/7 - 1/8))
[79035] ['1/3', '1/3', '7/8', '8/7', '2'] -> ((8/7 + (2 / (1/3 * 7/8))) / 1/3)
[79036] ['5/9', '8/7', '7/4', '4', '9/2'] -> (8/7 / (5/9 - (4 / (7/4 * 9/2))))
[79037] ['1/6', '8/9', '9/7', '7/3', '9'] -> (8/9 * (9 + ((7/3 * 9/7) / 1/6)))
[79038] ['1/8', '1/7', '1/4', '8/9', '4'] -> ((4 / (1/8 + (1/7 * 1/4))) - 8/9)
[79039] ['3/7', '4/9', '5/9', '4/7', '3'] -> ((3 * (4/9 + 4/7)) / (5/9 - 3/7))
[79040] ['1/8', '2/9', '9/8', '9/5', '4'] -> (4 / (2/9 * (1/8 + (9/8 / 9/5))))
[79041] ['1/7', '5/9', '6/7', '9/5', '5'] -> (((5 - (5/9 * 9/5)) * 6/7) / 1/7)
[79042] ['1/5', '4/9', '9/4', '5/2', '8'] -> ((1/5 + (4/9 * 9/4)) * (5/2 * 8))
[79043] ['1/6', '8/9', '9/7', '7/2', '9'] -> (((9 - (9/7 * 7/2)) * 8/9) / 1/6)
[79044] ['1/9', '5/7', '6/7', '5/4', '5'] -> (6/7 / ((5/7 / (1/9 * 5)) - 5/4))
[79045] ['1/5', '4/9', '9/4', '8/3', '8'] -> (8 / (1/5 * (8/3 - (4/9 * 9/4))))
[79046] ['2/5', '7/4', '8/3', '8/3', '4'] -> ((8/3 + 4) * (8/3 * (7/4 - 2/5)))
[79047] ['1/9', '7/9', '6/7', '7/8', '6'] -> ((1/9 * 6) / (7/9 - (6/7 * 7/8)))
[79048] ['1/7', '5/9', '6/7', '7/2', '5'] -> ((6/7 + (5 / (5/9 * 7/2))) / 1/7)
[79049] ['1/3', '1/3', '7/8', '4/3', '2'] -> (1/3 / ((2 * (1/3 * 4/3)) - 7/8))
[79050] ['1/8', '2/7', '5/7', '7/4', '3'] -> (3 * (((7/4 - 5/7) / 1/8) - 2/7))
[79051] ['1/3', '1/3', '7/8', '7/5', '2'] -> (2 / (7/8 * (1/3 - (1/3 / 7/5))))
[79052] ['1/9', '7/9', '6/7', '8/9', '6'] -> (6 + ((6/7 + (8/9 / 7/9)) / 1/9))
[79053] ['3/7', '4/9', '5/9', '3/4', '3'] -> (3/4 * ((5/9 / (4/9 - 3/7)) - 3))
[79054] ['1/5', '5/6', '4/3', '9/4', '5'] -> ((5 + ((9/4 * 4/3) / 1/5)) / 5/6)
[79055] ['1/5', '4/9', '9/4', '9/2', '8'] -> ((4/9 * 8) * ((9/4 / 1/5) - 9/2))
[79056] ['1/6', '8/9', '4/3', '8/5', '9'] -> ((1/6 + (4/3 / 8/9)) * (8/5 * 9))
[79057] ['1/3', '1/3', '7/8', '8/5', '2'] -> (2 / ((1/3 * 7/8) - (1/3 / 8/5)))
[79058] ['4/7', '1', '9/4', '8/3', '9/2'] -> ((8/3 * 9/2) / (9/4 - (1 / 4/7)))
[79059] ['1/9', '5/7', '6/7', '7/4', '5'] -> (6/7 / ((1/9 * (7/4 + 5)) - 5/7))
[79060] ['1/9', '3/7', '1/2', '8/7', '7'] -> (((3/7 / 1/9) + (8/7 + 7)) / 1/2)
[79061] ['1/5', '5/6', '7/5', '7/5', '5'] -> ((5 - (7/5 / 7/5)) / (1/5 * 5/6))
[79062] ['2/7', '2/5', '4/9', '8/5', '5'] -> ((2/5 / 4/9) + ((8/5 + 5) / 2/7))
[79063] ['1/9', '5/7', '6/7', '9/4', '5'] -> ((6/7 / 9/4) * (5 / (1/9 * 5/7)))
[79064] ['2/5', '9/5', '9/5', '4', '9/2'] -> ((((9/2 * 4) / 2/5) - 9/5) / 9/5)
[79065] ['1/5', '4/9', '7/3', '8/3', '8'] -> ((7/3 * 8/3) + ((8 * 4/9) / 1/5))
[79066] ['1/9', '7/9', '6/7', '7/6', '6'] -> (((7/6 - 7/9) * (6/7 + 6)) / 1/9)
[79067] ['1/3', '1/3', '7/8', '2', '5/2'] -> ((2 * 5/2) / (7/8 - (1/3 + 1/3)))
[79068] ['2/7', '2/5', '4/9', '5/3', '5'] -> (((5 + (2/5 / 2/7)) * 5/3) / 4/9)
[79069] ['1/9', '3/7', '1/2', '5/4', '7'] -> ((7 / (1/9 + 5/4)) / (3/7 * 1/2))
[79070] ['1/8', '2/7', '3/4', '8/9', '3'] -> ((3 / (3/4 * (2/7 - 1/8))) - 8/9)
[79071] ['1/3', '1/3', '7/8', '2', '8/3'] -> ((1/3 + (8/3 * (7/8 + 2))) / 1/3)
[79072] ['1/6', '8/9', '7/5', '5/3', '9'] -> ((7/5 + 9) * (5/3 / (8/9 - 1/6)))
[79073] ['1/9', '3/7', '1/2', '9/7', '7'] -> ((7 / (3/7 - (1/9 * 9/7))) - 1/2)
[79074] ['1/9', '7/9', '6/7', '5/4', '6'] -> (6 / (5/4 - (6/7 + (1/9 / 7/9))))
[79075] ['5/9', '8/7', '9/4', '8/3', '4'] -> (((8/3 + (9/4 * 4)) * 8/7) / 5/9)
[79076] ['1/5', '4/9', '5/2', '5/2', '8'] -> ((4/9 * 5/2) * (8 * (1/5 + 5/2)))
[79077] ['3/7', '4/9', '5/9', '7/6', '3'] -> ((4/9 * 3) / (5/9 - (3/7 * 7/6)))
[79078] ['1/3', '1/3', '7/8', '2', '7/2'] -> (7/2 / (7/8 * (1/3 - (1/3 / 2))))
[79079] ['1/8', '2/7', '3/4', '7/6', '3'] -> (3 / ((7/6 * (2/7 * 3/4)) - 1/8))
[79080] ['1/7', '5/9', '7/8', '9/7', '5'] -> (5 / (7/8 - (5/9 + (1/7 / 9/7))))
[79081] ['1/5', '4/9', '5/2', '9/2', '8'] -> (8 / (4/9 - ((1/5 * 5/2) / 9/2)))
[79082] ['1/8', '1/7', '2/7', '3/5', '4'] -> (1/7 / (1/8 - ((2/7 / 3/5) / 4)))
[79083] ['1/9', '7/9', '6/7', '7/5', '6'] -> ((((6 / 7/5) - 6/7) * 7/9) / 1/9)
[79084] ['4/7', '1', '7/3', '7/3', '9/2'] -> (4/7 / (((1 + 9/2) / 7/3) - 7/3))
[79085] ['5/9', '8/7', '7/3', '5/2', '4'] -> (4 / (((5/9 + 5/2) / 7/3) - 8/7))
[79086] ['1/9', '3/7', '1/2', '7/4', '7'] -> ((7 / (3/7 * 7/4)) / (1/2 - 1/9))
[79087] ['1/8', '2/9', '8/7', '9/4', '4'] -> (((4 / 8/7) - (2/9 * 9/4)) / 1/8)
[79088] ['2/5', '9/5', '7/3', '7/3', '4'] -> (4 / ((7/3 + 7/3) - (9/5 / 2/5)))
[79089] ['1/5', '5/6', '7/5', '9/2', '5'] -> ((1/5 + 7/5) / ((9/2 / 5) - 5/6))
[79090] ['1/3', '1/3', '8/9', '9/7', '2'] -> ((8/9 * 2) / (1/3 - (1/3 / 9/7)))
[79091] ['1/8', '1/7', '2/7', '7/9', '4'] -> (((4 + (1/7 - 2/7)) * 7/9) / 1/8)
[79092] ['5/9', '8/7', '7/3', '4', '9/2'] -> (4 / ((8/7 * 7/3) - (5/9 * 9/2)))
[79093] ['1/8', '2/9', '8/7', '5/2', '4'] -> ((1/8 + 5/2) * (4 + (8/7 / 2/9)))
[79094] ['1/9', '3/7', '1/2', '9/4', '7'] -> (((7 * 3/7) / 1/9) / (1/2 * 9/4))
[79095] ['1/5', '4/9', '7/2', '7/2', '8'] -> (4/9 * (((7/2 + 8) / 1/5) - 7/2))
[79096] ['1/9', '7/9', '6/7', '9/4', '6'] -> ((7/9 * 9/4) * (6 + (6/7 / 1/9)))
[79097] ['1/8', '2/7', '3/4', '7/3', '3'] -> (3 * ((7/3 / 2/7) - (1/8 / 3/4)))
[79098] ['2/5', '9/5', '8/3', '8/3', '4'] -> (9/5 * ((8/3 / 2/5) + (8/3 + 4)))
[79099] ['1/5', '5/6', '8/5', '7/4', '5'] -> (5 / ((7/4 * (1/5 + 5/6)) - 8/5))
[79100] ['1/5', '4/9', '7/2', '9/2', '8'] -> (8 * ((4/9 / 1/5) + (7/2 / 9/2)))
[79101] ['1/9', '7/9', '6/7', '5/2', '6'] -> ((6 + (7/9 * 6/7)) / (1/9 * 5/2))
[79102] ['1/3', '1/3', '8/9', '5/3', '2'] -> ((8/9 / (1/3 * 1/3)) / (2 - 5/3))
[79103] ['1/9', '5/7', '7/8', '5/4', '5'] -> (5 / (1/9 * (5/4 + (5/7 * 7/8))))
[79104] ['1/8', '2/9', '8/7', '7/2', '4'] -> ((2/9 * 7/2) * ((4 / 1/8) - 8/7))
[79105] ['4/7', '1', '7/3', '8/3', '7/2'] -> (1 / (8/3 - (7/2 / (4/7 * 7/3))))
[79106] ['1/8', '1/7', '2/7', '7/5', '4'] -> (((4 / 7/5) - (1/7 - 2/7)) / 1/8)
[79107] ['1/5', '5/6', '8/5', '9/5', '5'] -> (8/5 * ((9/5 / 1/5) + (5 / 5/6)))
[79108] ['1/8', '2/9', '8/7', '4', '9/2'] -> (4 / ((2/9 / 8/7) - (1/8 / 9/2)))
[79109] ['1/9', '5/7', '7/8', '9/7', '5'] -> (5 / (7/8 - (1/9 + (5/7 / 9/7))))
[79110] ['1/5', '5/6', '8/5', '9/4', '5'] -> (((9/4 * 8/5) / 1/5) + (5 / 5/6))
[79111] ['5/9', '8/7', '8/3', '8/3', '4'] -> (8/3 / ((8/3 / 8/7) - (5/9 * 4)))
[79112] ['1/9', '3/7', '5/9', '5/8', '7'] -> ((5/9 / 5/8) * ((7 * 3/7) / 1/9))
[79113] ['1/7', '5/9', '7/8', '7/3', '5'] -> (7/3 / (7/8 - (5/9 / (1/7 * 5))))
[79114] ['2/5', '9/4', '9/4', '7/3', '4'] -> (4 / ((9/4 / (2/5 * 9/4)) - 7/3))
[79115] ['1/9', '7/9', '7/8', '6/5', '6'] -> (6 / (6/5 * (7/8 + (1/9 - 7/9))))
[79116] ['5/9', '8/7', '8/3', '7/2', '4'] -> (((4 * (8/7 * 7/2)) - 8/3) / 5/9)
[79117] ['1/6', '8/9', '8/5', '7/3', '9'] -> ((1/6 + 7/3) * (8/5 + (8/9 * 9)))
[79118] ['2/5', '9/4', '9/4', '5/2', '4'] -> (((4 * 5/2) / 2/5) - (9/4 / 9/4))
[79119] ['1/9', '3/7', '5/9', '5/7', '7'] -> (((7 - (5/9 / 5/7)) * 3/7) / 1/9)
[79120] ['1/5', '5/6', '5/3', '7/4', '5'] -> ((1/5 + 5) / ((7/4 / 5/3) - 5/6))
[79121] ['5/9', '8/7', '8/3', '4', '9/2'] -> (4 / ((5/9 * 9/2) - (8/3 / 8/7)))
[79122] ['1/5', '1/2', '1/2', '7/8', '8'] -> ((8 + (1/2 / 1/5)) / (1/2 * 7/8))
[79123] ['1/9', '7/9', '7/8', '4/3', '6'] -> (((4/3 - (7/9 / 7/8)) * 6) / 1/9)
[79124] ['2/5', '9/4', '9/4', '4', '9/2'] -> (((9/4 + (9/2 / 2/5)) * 4) / 9/4)
[79125] ['1/8', '1/7', '1/3', '1/3', '4'] -> (((1/3 / (1/7 * 1/3)) - 4) / 1/8)
[79126] ['1/9', '3/7', '5/9', '7/9', '7'] -> ((7 + (5/9 / (1/9 * 3/7))) / 7/9)
[79127] ['3/7', '4/9', '5/9', '8/3', '3'] -> (8/3 / (3/7 * (4/9 - (5/9 / 3))))
[79128] ['1/8', '2/9', '7/6', '8/5', '4'] -> (4 / ((7/6 / 8/5) - (1/8 / 2/9)))
[79129] ['1/3', '1/3', '9/8', '9/7', '2'] -> (2 / (9/8 * (1/3 - (1/3 / 9/7))))
[79130] ['1/6', '8/9', '5/3', '5/3', '9'] -> (9 / ((1/6 - 5/3) + (5/3 / 8/9)))
[79131] ['1/8', '2/7', '7/9', '9/8', '3'] -> (3 / ((9/8 * (2/7 * 7/9)) - 1/8))
[79132] ['2/7', '2/5', '1/2', '6/7', '5'] -> (6/7 / (2/7 - (1/2 / (2/5 * 5))))
[79133] ['5/9', '8/7', '7/2', '4', '9/2'] -> (7/2 * (4 + (9/2 * (5/9 * 8/7))))
[79134] ['1/9', '5/7', '7/8', '7/4', '5'] -> ((5 / (1/9 * 5/7)) / (7/8 + 7/4))
[79135] ['1/5', '5/6', '7/4', '7/4', '5'] -> ((5 - (7/4 / 7/4)) / (1/5 * 5/6))
[79136] ['1/7', '5/9', '8/9', '8/9', '5'] -> (((5 - (5/9 + 8/9)) / 1/7) - 8/9)
[79137] ['4/7', '1', '5/2', '8/3', '8/3'] -> ((8/3 * 8/3) * ((5/2 / 4/7) - 1))
[79138] ['1/6', '8/9', '5/3', '9/5', '9'] -> (8/9 * (9 + ((9/5 * 5/3) / 1/6)))
[79139] ['2/5', '9/4', '7/3', '5/2', '4'] -> ((2/5 + (4 / 5/2)) / (7/3 - 9/4))
[79140] ['1/8', '2/9', '7/6', '9/5', '4'] -> (4 + (((2/9 + 7/6) * 9/5) / 1/8))
[79141] ['1/7', '5/9', '8/9', '9/8', '5'] -> (5 / (1/7 * (9/8 - (5/9 - 8/9))))
[79142] ['4/7', '1', '5/2', '8/3', '7/2'] -> (1 + (8/3 * (5/2 + (7/2 / 4/7))))
[79143] ['3/7', '4/9', '4/7', '5/8', '3'] -> ((3 + (4/7 / 3/7)) / (5/8 - 4/9))
[79144] ['1/3', '1/3', '9/8', '5/3', '2'] -> (1/3 / (9/8 - (2 * (1/3 * 5/3))))
[79145] ['1/9', '7/9', '7/8', '7/4', '6'] -> (((7/9 * 6) - (7/4 / 7/8)) / 1/9)
[79146] ['4/7', '1', '5/2', '8/3', '9/2'] -> ((1 + 5/2) * (9/2 * (4/7 * 8/3)))
[79147] ['1/3', '1/3', '9/8', '7/4', '2'] -> ((1/3 + 1/3) / ((2 / 9/8) - 7/4))
[79148] ['5/9', '7/6', '7/6', '5/4', '4'] -> (7/6 / (((7/6 + 5/4) / 4) - 5/9))
[79149] ['1/8', '2/7', '7/9', '5/4', '3'] -> ((7/9 * 3) * (2/7 + (5/4 / 1/8)))
[79150] ['2/5', '9/4', '5/2', '4', '9/2'] -> ((5/2 * 4) * (2/5 + (9/2 / 9/4)))
[79151] ['2/7', '2/5', '1/2', '8/7', '5'] -> (5 * ((2/5 / 1/2) + (8/7 / 2/7)))
[79152] ['1/7', '5/9', '8/9', '7/6', '5'] -> ((8/9 / 7/6) / (1/7 - (5/9 / 5)))
[79153] ['4/7', '1', '5/2', '7/2', '7/2'] -> (1 + (7/2 * (7/2 + (4/7 + 5/2))))
[79154] ['3/7', '4/9', '4/7', '5/7', '3'] -> (4/7 * ((5/7 / (4/9 - 3/7)) - 3))
[79155] ['1/9', '5/7', '7/8', '7/2', '5'] -> ((5 / (1/9 * 5/7)) / (7/2 - 7/8))
[79156] ['2/5', '9/4', '8/3', '8/3', '4'] -> (4 * ((8/3 / (8/3 - 9/4)) - 2/5))
[79157] ['1/8', '2/7', '7/9', '4/3', '3'] -> (((4/3 / (2/7 * 7/9)) - 3) / 1/8)
[79158] ['1/3', '1/3', '9/8', '2', '5/2'] -> (5/2 / ((1/3 + 1/3) - (9/8 / 2)))
[79159] ['1/6', '8/9', '7/4', '5/2', '9'] -> (9 * (((7/4 - 8/9) / 1/6) - 5/2))
[79160] ['1/9', '3/7', '5/9', '7/5', '7'] -> (((7 - (5/9 * 7/5)) * 3/7) / 1/9)
[79161] ['1/7', '5/9', '8/9', '5/4', '5'] -> (((5 - 5/9) / (1/7 * 5/4)) - 8/9)
[79162] ['1/6', '8/9', '7/4', '8/3', '9'] -> (7/4 + ((8/9 + 9) / (1/6 * 8/3)))
[79163] ['1/3', '1/3', '9/8', '2', '9/2'] -> (9/2 / (9/8 * (1/3 - (1/3 / 2))))
[79164] ['1/8', '1/7', '1/3', '8/9', '4'] -> ((1/3 / 1/7) / ((8/9 / 4) - 1/8))
[79165] ['2/5', '9/4', '7/2', '7/2', '4'] -> ((((7/2 * 4) - 7/2) / 2/5) - 9/4)
[79166] ['3/7', '4/9', '4/7', '4/5', '3'] -> ((3/7 / (4/7 - (4/9 / 4/5))) - 3)
[79167] ['1/5', '1/2', '5/9', '3/5', '8'] -> (8 * ((1/5 / (5/9 - 1/2)) - 3/5))
[79168] ['1/9', '7/9', '7/8', '9/2', '6'] -> (1/9 / (((7/9 + 9/2) / 6) - 7/8))
[79169] ['4/7', '1', '8/3', '8/3', '7/2'] -> (7/2 * (8/3 + (8/3 * (4/7 + 1))))
[79170] ['1/9', '7/9', '8/9', '8/9', '6'] -> ((8/9 * 6) / (8/9 + (1/9 - 7/9)))
[79171] ['3/7', '4/9', '4/7', '5/6', '3'] -> (4/7 / (4/9 - ((3/7 + 5/6) / 3)))
[79172] ['1/9', '3/7', '5/9', '8/5', '7'] -> ((5/9 * 8/5) * ((7 * 3/7) / 1/9))
[79173] ['1/5', '5/6', '9/4', '7/2', '5'] -> ((5 / (1/5 * 5/6)) / (7/2 - 9/4))
[79174] ['1/5', '1/2', '5/9', '5/8', '8'] -> ((8 / 5/9) / ((1/2 / 5/8) - 1/5))
[79175] ['1/8', '2/9', '6/5', '9/5', '4'] -> ((4 - (2/9 * 9/5)) / (1/8 * 6/5))
[79176] ['1/7', '5/9', '8/9', '7/5', '5'] -> ((((7/5 + 5) * 5/9) / 1/7) - 8/9)
[79177] ['4/7', '1', '8/3', '9/2', '9/2'] -> ((9/2 - 1) * (9/2 * (4/7 * 8/3)))
[79178] ['1/5', '5/6', '7/3', '7/3', '5'] -> ((5 - (7/3 / 7/3)) / (1/5 * 5/6))
[79179] ['5/9', '7/6', '7/6', '9/5', '4'] -> (4 * (9/5 + ((7/6 + 7/6) / 5/9)))
[79180] ['1/8', '2/7', '7/9', '7/4', '3'] -> (3 * (1/8 + (7/4 / (2/7 * 7/9))))
[79181] ['1/9', '3/7', '5/9', '9/5', '7'] -> (((9/5 + (3/7 * 7)) * 5/9) / 1/9)
[79182] ['1/6', '8/9', '9/5', '7/3', '9'] -> ((8/9 * (1/6 + 7/3)) * (9/5 + 9))
[79183] ['2/7', '2/5', '1/2', '3/2', '5'] -> ((1/2 / 2/5) + ((3/2 + 5) / 2/7))
[79184] ['1/8', '1/7', '1/3', '5/4', '4'] -> (5/4 / (1/7 * (1/3 + (1/8 / 4))))
[79185] ['1/3', '1/3', '8/7', '4/3', '2'] -> (4/3 / ((1/3 / (2 - 8/7)) - 1/3))
[79186] ['4/7', '1', '7/2', '7/2', '9/2'] -> ((1 + (4/7 * 7/2)) * (7/2 + 9/2))
[79187] ['5/9', '7/6', '7/6', '9/4', '4'] -> (7/6 / ((7/6 - 5/9) - (9/4 / 4)))
[79188] ['1/6', '8/9', '9/5', '5/2', '9'] -> (((9 - (9/5 * 5/2)) * 8/9) / 1/6)
[79189] ['1/7', '5/9', '8/9', '8/5', '5'] -> ((8/5 * 5) * ((5/9 / 1/7) - 8/9))
[79190] ['1/3', '1/3', '8/7', '7/5', '2'] -> ((8/7 * 2) / (1/3 - (1/3 / 7/5)))
[79191] ['1/8', '1/7', '1/3', '7/5', '4'] -> (1/7 / ((1/8 / 7/5) - (1/3 / 4)))
[79192] ['1/5', '1/2', '5/9', '4/5', '8'] -> (8 / (5/9 * (1/5 + (1/2 * 4/5))))
[79193] ['1/8', '2/7', '7/9', '9/4', '3'] -> ((2/7 * 3) + (9/4 / (1/8 * 7/9)))
[79194] ['5/9', '7/6', '7/6', '5/2', '4'] -> ((7/6 + 5/2) * (4 / (7/6 - 5/9)))
[79195] ['1/6', '8/9', '9/5', '7/2', '9'] -> (9 * ((7/2 / 9/5) - (1/6 - 8/9)))
[79196] ['1/9', '5/7', '8/9', '9/7', '5'] -> (((5 - (5/7 + 9/7)) * 8/9) / 1/9)
[79197] ['3/7', '4/9', '4/7', '5/4', '3'] -> ((3/7 / (4/7 - (4/9 * 5/4))) - 3)
[79198] ['1/5', '6/7', '6/7', '6/7', '5'] -> ((((5 * 6/7) / 1/5) - 6/7) / 6/7)
[79199] ['1/9', '3/7', '5/9', '9/2', '7'] -> (7 * (3/7 + (9/2 * (1/9 + 5/9))))
[79200] ['1/3', '1/3', '8/7', '8/5', '2'] -> (2 / ((1/3 / 8/7) - (1/3 / 8/5)))
[79201] ['3/5', '3/5', '3/5', '2/3', '1'] -> (((1 / (2/3 - 3/5)) - 3/5) / 3/5)
[79202] ['1/5', '1/2', '5/9', '9/8', '8'] -> (8 / ((1/2 / 9/8) - (1/5 * 5/9)))
[79203] ['1/8', '1/7', '1/3', '9/5', '4'] -> (((4 - (1/3 / 1/7)) * 9/5) / 1/8)
[79204] ['1/9', '3/7', '4/7', '4/7', '7'] -> (((4/7 * 7) - (4/7 / 3/7)) / 1/9)
[79206] ['5/9', '7/6', '6/5', '9/7', '4'] -> ((4 / 5/9) / ((7/6 * 9/7) - 6/5))
[79205] ['1/3', '1/3', '8/7', '5/3', '2'] -> (((2 + (5/3 / 1/3)) * 8/7) / 1/3)
[79207] ['1/5', '6/7', '6/7', '8/9', '5'] -> (6/7 / ((1/5 * 5) - (6/7 / 8/9)))
[79208] ['2/5', '7/2', '4', '9/2', '9/2'] -> (4 * (7/2 + (9/2 / (2/5 * 9/2))))
[79209] ['1/5', '1/2', '5/9', '6/5', '8'] -> ((8 * (1/5 / 6/5)) / (5/9 - 1/2))
[79210] ['1/6', '8/9', '5/2', '5/2', '9'] -> (5/2 + (9 * (1/6 + (8/9 * 5/2))))
[79211] ['1/5', '6/7', '6/7', '9/8', '5'] -> (6/7 / ((1/5 * 5) - (6/7 * 9/8)))
[79212] ['1/7', '5/9', '8/9', '7/2', '5'] -> (7/2 * (5 + ((1/7 + 8/9) / 5/9)))
[79213] ['1/9', '5/7', '8/9', '8/5', '5'] -> (8/5 * ((8/9 / 1/9) + (5 / 5/7)))
[79214] ['1/9', '3/7', '4/7', '5/8', '7'] -> ((4/7 + 7) / (3/7 * (1/9 + 5/8)))
[79215] ['5/9', '7/6', '6/5', '7/5', '4'] -> (4 / ((7/6 / 7/5) - (5/9 * 6/5)))
[79216] ['1/5', '1/2', '5/9', '5/4', '8'] -> (8 / (5/9 * (1/5 + (1/2 / 5/4))))
[79217] ['1/8', '1/7', '3/8', '3/8', '4'] -> (((3/8 / (1/7 * 3/8)) - 4) / 1/8)
[79218] ['1/6', '8/9', '7/2', '7/2', '9'] -> (((8/9 + 7/2) - (7/2 / 9)) / 1/6)
[79219] ['1/9', '5/7', '8/9', '5/3', '5'] -> (((8/9 + (5/3 / 5/7)) / 1/9) - 5)
[79220] ['5/9', '7/6', '6/5', '8/5', '4'] -> ((7/6 * 4) / ((6/5 / 8/5) - 5/9))
[79221] ['3/7', '3/7', '3/7', '1/2', '4'] -> (4 / ((1/2 / 3/7) - (3/7 / 3/7)))
[79222] ['1/5', '6/7', '6/7', '9/7', '5'] -> (6/7 * (((6/7 + 5) / 1/5) - 9/7))
[79223] ['1/3', '1/3', '8/7', '2', '7/2'] -> ((8/7 * 7/2) / (1/3 - (1/3 / 2)))
[79224] ['1/9', '5/7', '8/9', '7/4', '5'] -> (7/4 * ((5/7 + 5) + (8/9 / 1/9)))
[79225] ['1/6', '9/8', '9/8', '9/8', '9'] -> ((9/8 / 9/8) / (1/6 - (9/8 / 9)))
[79226] ['3/7', '3/7', '3/7', '4/7', '4'] -> ((4 * (3/7 + 3/7)) / (4/7 - 3/7))
[79227] ['5/9', '7/6', '6/5', '7/4', '4'] -> ((4 / 5/9) / ((7/4 / 7/6) - 6/5))
[79228] ['1/7', '5/9', '9/8', '8/7', '5'] -> ((5 - (5/9 + (8/7 / 9/8))) / 1/7)
[79229] ['3/7', '4/9', '4/7', '9/4', '3'] -> ((9/4 + ((4/7 + 3) / 4/9)) / 3/7)
[79230] ['3/5', '3/5', '3/5', '8/9', '1'] -> ((3/5 + 1) / (3/5 - (3/5 * 8/9)))
[79231] ['1/3', '1/3', '8/7', '2', '9/2'] -> (9/2 / (1/3 - ((1/3 / 8/7) / 2)))
[79232] ['1/9', '3/7', '4/7', '5/6', '7'] -> ((4/7 / 3/7) / (5/6 - (1/9 * 7)))
[79233] ['5/9', '7/6', '6/5', '9/5', '4'] -> (4 / (5/9 - (7/6 / (6/5 + 9/5))))
[79234] ['3/5', '3/5', '3/5', '1', '9/8'] -> ((3/5 + 1) / (3/5 - (3/5 / 9/8)))
[79235] ['1/5', '1/2', '5/9', '7/3', '8'] -> (((7/3 / 5/9) - (1/5 - 8)) / 1/2)
[79236] ['1/9', '7/9', '9/8', '7/4', '6'] -> (6 + (7/4 / (9/8 * (1/9 * 7/9))))
[79237] ['3/7', '4/9', '4/7', '5/2', '3'] -> ((4/7 / 3/7) / (3 - (4/9 + 5/2)))
[79238] ['3/7', '3/7', '3/7', '2/3', '4'] -> (4 / (2/3 - (3/7 / (3/7 + 3/7))))
[79239] ['1/5', '6/7', '6/7', '8/5', '5'] -> (((6/7 * (8/5 + 5)) - 6/7) / 1/5)
[79240] ['1/9', '5/7', '8/9', '7/3', '5'] -> ((8/9 / 7/3) * (5 / (1/9 * 5/7)))
[79241] ['1/3', '1/3', '7/6', '6/5', '2'] -> (((1/3 / (6/5 - 7/6)) - 2) / 1/3)
[79242] ['1/9', '3/7', '4/7', '8/9', '7'] -> (7 + ((8/9 + (3/7 + 4/7)) / 1/9))
[79243] ['1/5', '1/2', '4/7', '3/5', '8'] -> (((1/5 / 1/2) + (8 / 4/7)) / 3/5)
[79244] ['1/8', '2/9', '9/7', '3/2', '4'] -> (((3/2 / (1/8 * 9/7)) - 4) / 2/9)
[79245] ['1/8', '1/7', '3/8', '5/8', '4'] -> ((((3/8 + 5/8) / 1/7) - 4) / 1/8)
[79246] ['1/5', '6/7', '6/7', '7/4', '5'] -> (((5 * 6/7) / 1/5) / (7/4 - 6/7))
[79247] ['3/7', '4/9', '3/5', '3/5', '3'] -> (((3 / 3/7) - 3/5) / (4/9 * 3/5))
[79248] ['1/9', '7/9', '9/8', '9/4', '6'] -> (((7/9 * 6) - (9/4 / 9/8)) / 1/9)
[79249] ['1/8', '2/7', '4/5', '9/7', '3'] -> ((4/5 * 3) * ((9/7 / 1/8) - 2/7))
[79250] ['1/5', '1/2', '4/7', '5/8', '8'] -> (1/5 + ((1/2 + 8) / (4/7 * 5/8)))
[79251] ['5/9', '7/6', '6/5', '4', '9/2'] -> (9/2 * ((5/9 * 6/5) + (7/6 * 4)))
[79252] ['1/7', '5/9', '9/8', '9/7', '5'] -> (5 / (((9/8 - 1/7) / 9/7) - 5/9))
[79253] ['1/5', '6/7', '6/7', '9/5', '5'] -> ((6/7 + 6/7) * (5 + (9/5 / 1/5)))
[79254] ['1/9', '5/7', '8/9', '7/2', '5'] -> ((7/2 * (1/9 + (5 / 5/7))) - 8/9)
