[59098] ['1/9', '1/7', '4/5', '9/5', '7'] -> (((7 - 4/5) / (1/7 * 9/5)) - 1/9)
[59326] ['1/5', '2/5', '4/9', '5/3', '5'] -> ((2/5 / 4/9) * (5/3 + (5 / 1/5)))
[59327] ['1/6', '2/7', '5/3', '9/2', '9'] -> ((9/2 + (9 / 2/7)) / (5/3 - 1/6))
[59328] ['2/5', '4/9', '3/4', '7/2', '4'] -> (4 * ((7/2 / 4/9) - (3/4 / 2/5)))
[59329] ['1/7', '2/9', '7/9', '9/8', '5'] -> (((5 / (1/7 / 7/9)) - 2/9) / 9/8)
[59330] ['1/9', '1/7', '7/8', '5/4', '7'] -> ((7 / (1/9 / 1/7)) / (5/4 - 7/8))
[59331] ['1/2', '8/9', '5/4', '3/2', '4'] -> ((1/2 * 4) / ((8/9 * 3/2) - 5/4))
[59332] ['1/4', '3/5', '3/4', '7/3', '5'] -> ((5 / (3/4 - 3/5)) - (7/3 / 1/4))
[59333] ['1/6', '2/7', '7/4', '9/5', '9'] -> ((9 / (2/7 - 1/6)) / (7/4 * 9/5))
[59334] ['1/5', '1/3', '8/7', '7/5', '6'] -> ((8/7 / ((1/3 / 7/5) - 1/5)) - 6)
[59335] ['4/7', '4/7', '7/9', '1', '7/3'] -> (7/3 / ((1 / (4/7 + 4/7)) - 7/9))
[59336] ['1/5', '2/5', '4/9', '9/5', '5'] -> (((9/5 * (4/9 + 5)) - 1/5) / 2/5)
[59337] ['1/9', '1/3', '2/5', '5/7', '5'] -> (((5 / 5/7) - 1/3) / (1/9 / 2/5))
[59338] ['1/5', '4/5', '8/9', '5/2', '4'] -> (((4/5 + (4 / 8/9)) / 1/5) - 5/2)
[59339] ['1/4', '3/5', '7/9', '5/6', '5'] -> ((3/5 + 5) * (5/6 / (1/4 * 7/9)))
[59340] ['1/9', '1/3', '2/5', '3/4', '5'] -> (2/5 / ((1/9 * 3/4) - (1/3 / 5)))
[59341] ['1/5', '1/3', '8/7', '8/5', '6'] -> (6 * ((8/5 / (1/3 * 8/7)) - 1/5))
[59342] ['1/6', '2/7', '7/4', '8/3', '9'] -> (8/3 / (1/6 - ((2/7 * 7/4) / 9)))
[59343] ['1/7', '2/9', '7/9', '9/7', '5'] -> ((5 - (9/7 + (2/9 / 7/9))) / 1/7)
[59344] ['3/8', '2/5', '2/3', '9/7', '8'] -> (9/7 * ((2/3 / (2/5 - 3/8)) - 8))
[59345] ['2/7', '4/7', '2', '9/4', '7/3'] -> (2/7 / ((7/3 * (9/4 - 2)) - 4/7))
[59346] ['1/9', '5/9', '7/9', '6/7', '4'] -> ((7/9 * 6/7) / ((5/9 / 4) - 1/9))
[59347] ['1/6', '2/7', '9/5', '9/5', '9'] -> ((9/5 / 2/7) + (9 * (1/6 + 9/5)))
[59348] ['2/5', '4/7', '7/9', '8/3', '3'] -> (3 * ((8/3 / (2/5 * 7/9)) - 4/7))
[59349] ['1/9', '1/7', '7/8', '9/5', '7'] -> (7 / ((1/9 / 1/7) - (7/8 / 9/5)))
[59350] ['1/7', '2/9', '7/9', '3/2', '5'] -> (((2/9 + 7/9) + (5 / 1/7)) / 3/2)
[59351] ['1/9', '5/9', '7/9', '7/8', '4'] -> ((1/9 + (5/9 * 4)) / (7/8 - 7/9))
[59352] ['1/9', '1/3', '2/5', '6/7', '5'] -> ((1/3 + (5 * (2/5 / 6/7))) / 1/9)
[59353] ['1/6', '2/7', '9/5', '9/4', '9'] -> ((9 / 2/7) - (9/4 / (1/6 * 9/5)))
[59354] ['1/5', '2/5', '1/2', '2/3', '5'] -> ((5 - 1/2) / (1/5 / (2/5 + 2/3)))
[59355] ['2/5', '4/9', '7/9', '7/5', '4'] -> (2/5 / ((4/9 - 7/9) + (7/5 / 4)))
[59356] ['1/2', '8/9', '5/4', '4', '9/2'] -> (4 / ((1/2 * 8/9) - (5/4 / 9/2)))
[59357] ['1/9', '1/7', '7/8', '5/2', '7'] -> (7 / (1/9 * (5/2 + (1/7 * 7/8))))
[59358] ['1/9', '1/3', '2/5', '7/8', '5'] -> ((1/3 + (2/5 * 5)) / (1/9 * 7/8))
[59359] ['1/7', '2/9', '7/9', '7/4', '5'] -> ((5 + (2/9 + 7/9)) / (1/7 * 7/4))
[59360] ['2/7', '4/7', '2', '7/3', '8/3'] -> ((4/7 * 2) / (8/3 - (2/7 + 7/3)))
[59361] ['2/5', '4/7', '4/5', '4/5', '3'] -> ((4/5 * 3) / (4/5 - (2/5 / 4/7)))
[59362] ['1/9', '5/9', '7/9', '7/6', '4'] -> ((7/9 / 7/6) / ((5/9 / 4) - 1/9))
[59363] ['1/5', '4/5', '9/8', '8/5', '4'] -> ((8/5 + (4 / 1/5)) / (4/5 * 9/8))
[59364] ['2/7', '4/7', '2', '5/2', '5/2'] -> (5/2 + ((4/7 + 5/2) / (2/7 / 2)))
[59365] ['1/9', '1/3', '2/5', '8/7', '5'] -> ((1/3 + (2/5 * 5)) / (1/9 / 8/7))
[59366] ['3/8', '2/5', '5/7', '5/7', '8'] -> (((2/5 * 5/7) + (5/7 + 8)) / 3/8)
[59367] ['1/5', '1/3', '7/6', '7/6', '6'] -> (6 * ((1/3 / 1/5) + (7/6 + 7/6)))
[59368] ['1/7', '2/9', '7/9', '9/4', '5'] -> (9/4 * ((2/9 + 5) + (7/9 / 1/7)))
[59369] ['2/5', '4/9', '7/9', '9/5', '4'] -> (4 * (((7/9 + 9/5) / 2/5) - 4/9))
[59370] ['1/9', '7/9', '5/4', '9/7', '3'] -> ((9/7 + 3) / (5/4 * (1/9 / 7/9)))
[59371] ['1/5', '2/5', '1/2', '7/8', '5'] -> ((5 - (2/5 / 1/2)) / (1/5 * 7/8))
[59372] ['1/5', '4/5', '9/8', '5/3', '4'] -> (9/8 * ((4/5 * 5/3) + (4 / 1/5)))
[59373] ['1/7', '2/9', '7/9', '5/2', '5'] -> ((7/9 / (1/7 * 2/9)) - (5/2 / 5))
[59374] ['1/5', '1/3', '7/6', '5/4', '6'] -> ((6 - ((1/3 + 7/6) / 5/4)) / 1/5)
[59375] ['1/9', '1/3', '2/5', '7/6', '5'] -> ((1/3 + (5 * (2/5 * 7/6))) / 1/9)
[59376] ['3/8', '2/5', '5/7', '3/4', '8'] -> (8 * (3/8 + (3/4 / (2/5 * 5/7))))
[59377] ['1/6', '2/7', '9/4', '7/3', '9'] -> ((9 * (7/3 + (1/6 / 2/7))) - 9/4)
[59378] ['2/5', '4/7', '4/5', '9/8', '3'] -> (3 / ((2/5 + 9/8) - (4/5 / 4/7)))
[59379] ['1/4', '3/5', '7/9', '4/3', '5'] -> ((4/3 + (3/5 / 1/4)) / (7/9 / 5))
[59380] ['1/9', '7/9', '5/4', '7/5', '3'] -> (5/4 * (3 + (7/5 / (1/9 * 7/9))))
[59381] ['1/2', '8/9', '9/7', '8/5', '4'] -> (4 / ((8/9 / 8/5) - (1/2 / 9/7)))
[59382] ['2/5', '4/9', '7/9', '9/4', '4'] -> (((7/9 + (9/4 * 4)) / 2/5) - 4/9)
[59383] ['1/9', '1/3', '2/5', '5/4', '5'] -> ((1/3 + 5) * (5/4 / (1/9 / 2/5)))
[59384] ['1/9', '7/9', '5/4', '3/2', '3'] -> ((3/2 / (1/9 * 5/4)) * (3 - 7/9))
[59385] ['1/5', '2/5', '1/2', '9/8', '5'] -> (5 / ((2/5 / (1/2 - 1/5)) - 9/8))
[59386] ['1/7', '2/9', '7/9', '7/2', '5'] -> (7/2 * (1/7 + ((2/9 + 5) / 7/9)))
[59387] ['1/5', '2/5', '1/2', '8/7', '5'] -> ((5 - (2/5 / 1/2)) / (1/5 / 8/7))
[59388] ['2/5', '4/7', '4/5', '5/4', '3'] -> (3 / (5/4 * (4/5 - (2/5 / 4/7))))
[59389] ['3/8', '2/5', '5/7', '5/6', '8'] -> (((8 / 5/7) - 2/5) / (3/8 / 5/6))
[59390] ['1/5', '1/3', '7/6', '8/5', '6'] -> (((7/6 * (6 - 8/5)) - 1/3) / 1/5)
[59391] ['1/9', '7/9', '5/4', '5/3', '3'] -> ((3 + (7/9 / 1/9)) / (5/3 - 5/4))
[59392] ['1/9', '5/9', '7/9', '9/5', '4'] -> (4 * ((7/9 / 1/9) - (5/9 * 9/5)))
[59393] ['1/5', '2/5', '1/2', '7/6', '5'] -> ((2/5 / 1/2) / ((7/6 / 5) - 1/5))
[59394] ['2/5', '4/9', '7/9', '4', '9/2'] -> (4 * ((7/9 / 2/5) - (4/9 - 9/2)))
[59395] ['1/5', '4/5', '8/7', '6/5', '4'] -> (4/5 / ((6/5 / (8/7 + 4)) - 1/5))
[59396] ['1/9', '1/3', '2/5', '7/4', '5'] -> (2/5 / ((7/4 / 5) - (1/9 / 1/3)))
[59397] ['2/5', '4/7', '4/5', '7/5', '3'] -> (2/5 / ((7/5 / (4/7 * 3)) - 4/5))
[59398] ['1/5', '1/3', '7/6', '5/3', '6'] -> (((6 / 1/5) - (1/3 + 5/3)) / 7/6)
[59399] ['1/2', '8/9', '9/7', '9/4', '4'] -> ((4 / (9/7 - (1/2 * 9/4))) - 8/9)
[59400] ['1/9', '7/9', '5/4', '9/5', '3'] -> (5/4 * ((3 / (1/9 / 7/9)) - 9/5))
[59401] ['1/6', '2/7', '5/2', '5/2', '9'] -> ((9 + (5/2 + 5/2)) / (1/6 / 2/7))
[59402] ['2/7', '3/5', '3/5', '3/4', '2'] -> (3/5 / ((3/4 / 2/7) - (3/5 + 2)))
[59403] ['1/5', '4/5', '8/7', '4/3', '4'] -> (4 / ((4/3 / 8/7) - (1/5 + 4/5)))
[59404] ['2/5', '4/7', '4/5', '8/5', '3'] -> (8/5 / ((4/5 / (4/7 * 3)) - 2/5))
[59405] ['1/2', '8/9', '9/7', '5/2', '4'] -> (4 / ((5/2 / 9/7) - (8/9 / 1/2)))
[59406] ['1/5', '1/3', '7/6', '7/4', '6'] -> (6 / ((1/5 * (7/6 + 7/4)) - 1/3))
[59407] ['3/8', '2/5', '5/7', '9/8', '8'] -> (((9/8 / 5/7) - 3/8) / (2/5 / 8))
[59408] ['1/4', '3/5', '7/9', '7/3', '5'] -> (((3/5 * 5) + (7/3 / 7/9)) / 1/4)
[59409] ['4/7', '4/7', '4/5', '1', '9/5'] -> (9/5 / ((1 / (4/7 + 4/7)) - 4/5))
[59410] ['1/9', '1/7', '8/9', '9/5', '7'] -> (9/5 * ((1/9 + 7) + (8/9 / 1/7)))
[59411] ['1/5', '2/5', '1/2', '5/3', '5'] -> ((2/5 + 1/2) * (5/3 + (5 / 1/5)))
[59412] ['1/2', '8/9', '9/7', '8/3', '4'] -> (8/3 * ((4 / (8/9 - 1/2)) - 9/7))
[59413] ['2/5', '4/9', '4/5', '7/8', '4'] -> (4 / (4/9 * (7/8 - (2/5 / 4/5))))
[59414] ['2/5', '4/7', '4/5', '5/3', '3'] -> ((4/5 / 2/5) / (3 - (5/3 / 4/7)))
[59415] ['1/9', '5/9', '4/5', '7/8', '4'] -> (4 / (4/5 * (7/8 - (1/9 + 5/9))))
[59416] ['1/6', '2/7', '5/2', '9/2', '9'] -> ((5/2 - 1/6) * (9 + (2/7 * 9/2)))
[59417] ['1/5', '1/3', '7/6', '9/4', '6'] -> ((6 / 1/5) / ((7/6 / 1/3) - 9/4))
[59418] ['2/5', '4/9', '4/5', '9/8', '4'] -> ((4/5 + 4) / (9/8 * (2/5 * 4/9)))
[59419] ['1/5', '4/5', '8/7', '8/5', '4'] -> (((4 / (8/7 / 8/5)) - 4/5) / 1/5)
[59420] ['1/2', '8/9', '9/7', '7/2', '4'] -> (7/2 * ((4 / 1/2) - (8/9 * 9/7)))
[59421] ['2/5', '4/7', '4/5', '7/4', '3'] -> (3 / (7/4 * (4/7 - (2/5 / 4/5))))
[59422] ['3/8', '2/5', '5/7', '6/5', '8'] -> (((8 / 5/7) - 2/5) / (3/8 * 6/5))
[59423] ['1/9', '1/3', '3/7', '5/9', '5'] -> ((1/3 / 1/9) + (5 / (3/7 * 5/9)))
[59424] ['1/6', '2/7', '8/3', '7/2', '9'] -> ((8/3 / 1/6) + (9 - (2/7 * 7/2)))
[59425] ['2/5', '4/7', '4/5', '9/5', '3'] -> ((9/5 + (4/5 / 4/7)) / (2/5 / 3))
[59426] ['1/2', '8/9', '4/3', '7/5', '4'] -> ((7/5 + 4) / (1/2 / (8/9 + 4/3)))
[59427] ['1/4', '3/5', '7/9', '9/2', '5'] -> ((5 / 3/5) / ((1/4 * 9/2) - 7/9))
[59428] ['2/7', '3/5', '3/5', '7/8', '2'] -> ((3/5 / 7/8) / (3/5 - (2/7 * 2)))
[59429] ['1/9', '5/9', '4/5', '7/6', '4'] -> (4 / (7/6 - (4/5 + (1/9 / 5/9))))
[59430] ['1/5', '4/5', '8/7', '9/5', '4'] -> (8/7 * ((4 / 1/5) - (4/5 - 9/5)))
[59431] ['1/4', '3/5', '4/5', '5/6', '5'] -> (((5 / 3/5) - 5/6) / (1/4 / 4/5))
[59432] ['1/9', '7/9', '9/7', '7/4', '3'] -> ((9/7 - 7/9) * (3 / (1/9 / 7/4)))
[59433] ['1/9', '5/9', '4/5', '9/7', '4'] -> (((4 / 9/7) - (5/9 * 4/5)) / 1/9)
[59434] ['3/8', '2/5', '5/7', '7/5', '8'] -> (((2/5 / 7/5) + (5/7 + 8)) / 3/8)
[59435] ['1/9', '1/3', '3/7', '3/4', '5'] -> ((5 - 1/3) / (3/4 * (1/9 / 3/7)))
[59436] ['1/5', '2/5', '5/9', '3/4', '5'] -> ((5 / (1/5 / 2/5)) / (5/9 * 3/4))
[59437] ['1/5', '4/5', '8/7', '8/3', '4'] -> (4 / ((4/5 / 8/7) - (1/5 * 8/3)))
[59438] ['2/7', '3/5', '3/5', '8/7', '2'] -> ((3/5 * 8/7) / (3/5 - (2/7 * 2)))
[59439] ['2/5', '4/9', '4/5', '7/5', '4'] -> (((4 / 4/9) - (4/5 - 7/5)) / 2/5)
[59440] ['2/5', '4/7', '4/5', '8/3', '3'] -> (3 / ((4/5 / (4/7 * 8/3)) - 2/5))
[59441] ['1/9', '7/9', '9/7', '9/5', '3'] -> (((7/9 * 9/7) + (3 / 9/5)) / 1/9)
[59442] ['4/7', '4/7', '5/6', '6/7', '1'] -> (1 / ((6/7 / 4/7) - (5/6 / 4/7)))
[59443] ['1/9', '5/9', '4/5', '7/5', '4'] -> (((7/5 * 4) - 4/5) / (1/9 / 5/9))
[59444] ['1/6', '1/3', '1/3', '3/5', '9'] -> ((1/3 + 9) / ((1/3 / 3/5) - 1/6))
[59445] ['1/5', '2/5', '5/9', '4/5', '5'] -> (((5 / 5/9) - (1/5 - 4/5)) / 2/5)
[59446] ['1/5', '4/5', '8/7', '4', '9/2'] -> (8/7 * ((4 * (4/5 + 9/2)) - 1/5))
[59447] ['1/9', '1/7', '9/8', '9/7', '7'] -> ((7 - 9/7) / (1/9 + (1/7 / 9/8)))
[59448] ['1/9', '7/9', '9/7', '9/4', '3'] -> ((9/4 + 3) / (1/9 / (9/7 - 7/9)))
[59449] ['1/9', '1/3', '3/7', '7/8', '5'] -> (5 / ((1/9 + 7/8) - (1/3 / 3/7)))
[59450] ['1/6', '1/3', '1/3', '4/5', '9'] -> ((1/3 * 9) / (1/3 - (1/6 / 4/5)))
[59451] ['1/7', '2/9', '4/5', '8/5', '5'] -> (8/5 / (2/9 - (4/5 / (1/7 + 5))))
[59452] ['3/8', '2/5', '5/7', '9/4', '8'] -> (8 * ((9/4 / 5/7) - (3/8 * 2/5)))
[59453] ['1/5', '2/5', '5/9', '7/8', '5'] -> (5 / (5/9 * (7/8 - (1/5 / 2/5))))
[59454] ['1/5', '4/5', '7/6', '9/5', '4'] -> (4/5 / ((7/6 / 1/5) - (9/5 + 4)))
[59455] ['1/9', '1/3', '3/7', '9/8', '5'] -> (5 / (3/7 * (1/9 + (1/3 * 9/8))))
[59456] ['2/5', '4/7', '5/6', '7/8', '3'] -> ((3 / (4/7 - 2/5)) / (5/6 * 7/8))
[59457] ['1/7', '2/9', '4/5', '5/3', '5'] -> (((5/3 / 1/7) - 5) / (2/9 / 4/5))
[59458] ['1/9', '5/9', '4/5', '4', '9/2'] -> (4 / (5/9 * (4/5 - (1/9 * 9/2))))
[59459] ['4/7', '4/7', '5/6', '1', '4/3'] -> (4/7 / (4/3 - (5/6 * (4/7 + 1))))
[59460] ['1/5', '1/3', '9/7', '3/2', '6'] -> (((6 / (9/7 - 1/3)) - 3/2) / 1/5)
[59461] ['1/2', '8/9', '7/5', '7/3', '4'] -> (4 / (7/5 * (1/2 - (8/9 / 7/3))))
[59462] ['1/4', '3/5', '5/6', '6/7', '5'] -> (5 / ((3/5 * 5/6) - (1/4 / 6/7)))
[59463] ['1/5', '4/5', '7/6', '5/2', '4'] -> ((4 / 1/5) / ((4/5 * 5/2) - 7/6))
[59464] ['1/9', '5/9', '5/6', '6/7', '4'] -> (((1/9 + 5/9) / (6/7 - 5/6)) - 4)
[59465] ['4/7', '4/7', '5/6', '1', '8/5'] -> ((4/7 / 5/6) / (8/5 - (4/7 + 1)))
[59466] ['2/5', '4/9', '5/6', '5/6', '4'] -> (4 / (4/9 - (5/6 * (2/5 * 5/6))))
[59467] ['1/6', '1/3', '3/8', '4/7', '9'] -> (9 / ((1/6 - 3/8) + (1/3 / 4/7)))
[59468] ['1/9', '7/9', '4/3', '7/5', '3'] -> ((3 + (7/9 / 7/5)) / (1/9 * 4/3))
[59469] ['3/8', '2/5', '5/7', '7/2', '8'] -> ((8 + (7/2 * (2/5 * 5/7))) / 3/8)
[59470] ['2/5', '4/7', '5/6', '8/7', '3'] -> ((3 / (4/7 - 2/5)) / (5/6 / 8/7))
[59471] ['1/5', '4/5', '6/5', '9/7', '4'] -> (4/5 / (((6/5 / 9/7) / 4) - 1/5))
[59472] ['2/7', '3/5', '3/5', '7/4', '2'] -> ((3/5 / 7/4) / ((3/5 / 2) - 2/7))
[59473] ['1/9', '1/3', '3/7', '3/2', '5'] -> ((5 - 3/2) / (1/9 / (1/3 + 3/7)))
[59474] ['1/4', '3/5', '5/6', '5/4', '5'] -> (((5 / 3/5) - 5/6) / (1/4 * 5/4))
[59475] ['1/5', '1/3', '9/7', '9/5', '6'] -> (6 * ((9/5 / (1/3 * 9/7)) - 1/5))
[59476] ['1/5', '2/5', '5/9', '7/5', '5'] -> ((5 / 1/5) - (5/9 * (2/5 + 7/5)))
[59477] ['2/7', '3/5', '3/5', '9/5', '2'] -> ((3/5 + 9/5) / ((3/5 / 2/7) - 2))
[59478] ['1/9', '7/9', '4/3', '3', '7/2'] -> (4/3 / (7/9 - (1/9 * (3 + 7/2))))
[59479] ['1/4', '3/5', '5/6', '9/7', '5'] -> ((3/5 + 5) * (9/7 / (1/4 / 5/6)))
[59480] ['1/6', '1/3', '3/8', '4/5', '9'] -> (9 * ((1/3 / 4/5) + (3/8 / 1/6)))
[59481] ['2/5', '4/9', '5/6', '7/6', '4'] -> (4 / ((4/9 / (2/5 * 5/6)) - 7/6))
[59482] ['1/5', '1/3', '9/7', '9/4', '6'] -> ((6 / ((1/3 * 9/7) - 1/5)) - 9/4)
[59483] ['2/7', '3/5', '3/5', '2', '9/4'] -> (((2 / 2/7) - 3/5) / (3/5 / 9/4))
[59484] ['1/9', '1/3', '3/7', '5/3', '5'] -> ((5/3 - 1/9) * (3/7 + (5 / 1/3)))
[59485] ['2/5', '4/7', '5/6', '9/7', '3'] -> ((4/7 / 5/6) / ((9/7 / 3) - 2/5))
[59486] ['1/4', '3/5', '5/6', '7/4', '5'] -> ((5 + (7/4 / 1/4)) / (3/5 * 5/6))
[59487] ['1/9', '5/9', '5/6', '7/5', '4'] -> (4 / ((1/9 + 5/6) - (5/9 * 7/5)))
[59488] ['1/5', '4/5', '6/5', '7/3', '4'] -> (4 / (1/5 * (7/3 - (6/5 / 4/5))))
[59489] ['3/8', '2/5', '3/4', '6/7', '8'] -> ((2/5 + 8) * (6/7 + (3/4 / 3/8)))
[59490] ['1/9', '1/3', '3/7', '7/4', '5'] -> ((7/4 / (1/9 / 1/3)) * (5 - 3/7))
[59491] ['1/9', '1/7', '9/8', '9/2', '7'] -> ((1/9 + 7) * ((9/8 / 1/7) - 9/2))
[59492] ['1/5', '1/3', '9/7', '5/2', '6'] -> (((1/3 / 5/2) + (6 / 9/7)) / 1/5)
[59493] ['1/6', '1/3', '3/8', '8/7', '9'] -> ((1/3 + 9) * (8/7 / (1/6 / 3/8)))
[59494] ['1/9', '5/9', '5/6', '7/4', '4'] -> ((4 + (5/9 / 5/6)) / (1/9 * 7/4))
[59495] ['1/5', '4/5', '5/4', '9/7', '4'] -> (((1/5 + 4/5) / (9/7 - 5/4)) - 4)
[59496] ['1/9', '1/3', '3/7', '9/5', '5'] -> ((1/3 / 1/9) + (5 / (3/7 / 9/5)))
[59497] ['3/8', '2/5', '3/4', '7/8', '8'] -> (((3/4 / 2/5) - (7/8 - 8)) / 3/8)
[59498] ['1/5', '2/5', '5/9', '5/2', '5'] -> (5/2 * ((1/5 + 2/5) + (5 / 5/9)))
[59499] ['2/5', '4/9', '5/6', '7/4', '4'] -> (4 / ((2/5 * 7/4) - (4/9 / 5/6)))
[59500] ['1/5', '4/5', '5/4', '7/5', '4'] -> (4 * ((7/5 / 1/5) - (4/5 * 5/4)))
[59501] ['1/9', '7/9', '7/5', '5/2', '3'] -> (3 + (5/2 * (7/5 + (7/9 / 1/9))))
[59502] ['1/7', '2/9', '5/6', '6/7', '5'] -> ((1/7 + (6/7 / 2/9)) / (5/6 / 5))
[59503] ['3/8', '2/5', '3/4', '8/9', '8'] -> (((3/4 + (8 / 8/9)) / 2/5) - 3/8)
[59504] ['2/5', '4/9', '5/6', '9/4', '4'] -> ((9/4 / (2/5 * 5/6)) * (4 - 4/9))
[59505] ['1/9', '5/9', '6/7', '7/8', '4'] -> (4 / (7/8 * (6/7 - (1/9 + 5/9))))
[59506] ['4/7', '4/7', '6/7', '1', '8/7'] -> (6/7 / ((1 / 4/7) - (4/7 + 8/7)))
[59507] ['1/7', '2/9', '5/6', '7/8', '5'] -> ((5/6 + (7/8 * (1/7 + 5))) / 2/9)
[59508] ['1/9', '1/3', '3/7', '8/3', '5'] -> (5 + ((1/9 + (8/3 / 3/7)) / 1/3))
[59509] ['1/5', '1/3', '4/3', '5/3', '6'] -> (((1/3 + 5/3) + (6 / 1/5)) / 4/3)
[59510] ['1/5', '2/5', '4/7', '3/5', '5'] -> ((((3/5 + 5) / 4/7) - 1/5) / 2/5)
[59511] ['2/7', '3/5', '5/8', '2/3', '2'] -> (2 / (2/7 * (2/3 - (3/5 * 5/8))))
[59512] ['1/9', '1/7', '8/7', '9/7', '7'] -> (((9/7 / 1/9) - (8/7 + 7)) / 1/7)
[59513] ['1/5', '2/5', '4/7', '5/8', '5'] -> ((2/5 + (5 / 5/8)) / (1/5 / 4/7))
[59514] ['1/9', '1/3', '4/9', '4/7', '5'] -> ((5 - (4/9 / (1/3 * 4/7))) / 1/9)
[59515] ['1/9', '7/9', '3/2', '8/5', '3'] -> ((3/2 * 8/5) * (3 + (7/9 / 1/9)))
[59516] ['1/9', '5/9', '6/7', '6/5', '4'] -> (5/9 * (6/5 + (4 / (1/9 * 6/7))))
[59517] ['1/5', '2/5', '4/7', '2/3', '5'] -> (5 / (((1/5 / 2/5) / 4/7) - 2/3))
[59518] ['4/7', '4/7', '6/7', '1', '9/7'] -> ((1 + 9/7) / ((4/7 / 6/7) - 4/7))
[59519] ['1/7', '2/9', '5/6', '8/7', '5'] -> ((5/6 + ((1/7 + 5) / 8/7)) / 2/9)
[59520] ['2/7', '3/5', '5/8', '3/4', '2'] -> ((2 / 2/7) / ((5/8 / 3/5) - 3/4))
[59521] ['1/9', '1/7', '8/7', '7/5', '7'] -> (7/5 * ((8/7 / 1/9) - (1/7 - 7)))
[59522] ['1/5', '1/3', '7/5', '7/4', '6'] -> (6 / ((1/5 / 1/3) + (7/5 - 7/4)))
[59523] ['1/5', '4/5', '9/7', '3/2', '4'] -> (4 / ((3/2 / 9/7) - (1/5 + 4/5)))
[59524] ['2/7', '3/5', '5/8', '7/9', '2'] -> ((2 / (2/7 * 3/5)) / (5/8 * 7/9))
[59525] ['1/9', '7/9', '3/2', '9/5', '3'] -> ((9/5 / (1/9 * 3/2)) * (3 - 7/9))
[59526] ['1/2', '8/9', '5/3', '5/2', '4'] -> (1/2 / (((4 - 5/2) / 8/9) - 5/3))
[59527] ['1/9', '5/9', '6/7', '4/3', '4'] -> ((4/3 - 5/9) * (4 / (1/9 / 6/7)))
[59528] ['2/7', '3/5', '5/8', '4/5', '2'] -> ((2 / (2/7 / 3/5)) / (4/5 - 5/8))
[59529] ['2/5', '4/9', '6/7', '7/6', '4'] -> (((4 / 2/5) - 6/7) / (4/9 / 7/6))
[59530] ['1/5', '4/5', '9/7', '8/5', '4'] -> ((1/5 / ((9/7 / 4/5) - 8/5)) - 4)
[59531] ['3/8', '2/5', '3/4', '8/3', '8'] -> ((3/8 + (3/4 / 2/5)) * (8/3 + 8))
[59532] ['1/9', '7/9', '3/2', '9/4', '3'] -> (3/2 + (9/4 * (3 + (7/9 / 1/9))))
[59533] ['1/9', '5/9', '6/7', '7/5', '4'] -> ((6/7 * 7/5) * (4 / (1/9 / 5/9)))
[59534] ['1/5', '2/5', '4/7', '4/5', '5'] -> ((2/5 - (4/5 / 4/7)) + (5 / 1/5))
[59535] ['2/5', '4/9', '6/7', '6/5', '4'] -> ((6/5 / ((2/5 / 4/9) - 6/7)) - 4)
[59536] ['1/7', '2/9', '5/6', '5/4', '5'] -> (5 / ((5/6 / 1/7) - (5/4 / 2/9)))
[59537] ['1/9', '1/3', '4/9', '7/6', '5'] -> ((5 / (1/9 / 4/9)) / (7/6 - 1/3))
[59538] ['1/5', '4/5', '9/7', '5/3', '4'] -> (9/7 * ((4 / 1/5) - (4/5 * 5/3)))
[59539] ['1/2', '8/9', '7/4', '9/5', '4'] -> ((1/2 * 4) / ((7/4 / 9/5) - 8/9))
[59540] ['1/4', '3/5', '6/7', '8/5', '5'] -> (6/7 / ((8/5 / (3/5 + 5)) - 1/4))
[59541] ['1/9', '7/9', '8/5', '8/5', '3'] -> (3 * ((7/9 / 1/9) + (8/5 / 8/5)))
[59542] ['1/9', '1/7', '8/7', '9/5', '7'] -> ((((7 - 1/7) / 9/5) - 8/7) / 1/9)
[59543] ['1/6', '1/3', '2/5', '9/8', '9'] -> (9 / (9/8 - (1/3 + (1/6 / 2/5))))
[59544] ['1/7', '2/9', '5/6', '4/3', '5'] -> (4/3 / (1/7 * (2/9 + (5/6 / 5))))
[59545] ['3/8', '2/5', '7/9', '5/6', '8'] -> ((2/5 + 8) * (5/6 / (3/8 * 7/9)))
[59546] ['2/5', '4/7', '6/7', '9/8', '3'] -> (3 / ((4/7 / (6/7 - 2/5)) - 9/8))
[59547] ['1/9', '1/3', '4/9', '9/7', '5'] -> ((9/7 / (1/9 / 4/9)) * (5 - 1/3))
[59548] ['1/5', '4/5', '9/7', '9/5', '4'] -> (((4 / (9/7 / 9/5)) - 4/5) / 1/5)
[59549] ['1/4', '3/5', '6/7', '7/4', '5'] -> ((6/7 + (3/5 / 7/4)) / (1/4 / 5))
[59550] ['3/8', '2/5', '7/9', '6/7', '8'] -> ((6/7 / (2/5 - 3/8)) - (8 / 7/9))
[59551] ['1/9', '1/7', '7/6', '6/5', '7'] -> ((7 / (1/9 + (1/7 * 7/6))) - 6/5)
[59552] ['1/6', '1/3', '2/5', '7/4', '9'] -> (((9 - (1/6 / 2/5)) / 1/3) - 7/4)
[59553] ['1/7', '2/9', '5/6', '3/2', '5'] -> ((5 + (1/7 * (5/6 + 3/2))) / 2/9)
[59554] ['4/7', '4/7', '6/7', '1', '8/3'] -> (1 / (8/3 - (6/7 / (4/7 * 4/7))))
