[256088] ['2/5', '7/6', '5/4', '9/7', '8'] -> ((((8 * 7/6) / 2/5) * 9/7) / 5/4)
[256317] ['1/5', '1/5', '4/9', '7/8', '7'] -> ((1/5 + 7) / (4/9 * (7/8 - 1/5)))
[256318] ['8/9', '6/5', '5/4', '7/4', '2'] -> (6/5 / ((2 / (8/9 * 5/4)) - 7/4))
[256319] ['4/9', '7/9', '7/6', '9/5', '7'] -> ((4/9 * 7) / (7/9 - (7/6 / 9/5)))
[256320] ['2/9', '4/9', '1/2', '9/7', '6'] -> ((2/9 * 6) / (4/9 - (1/2 / 9/7)))
[256321] ['4/9', '4/9', '7/9', '6/5', '2'] -> (4/9 / ((7/9 / 2) - (4/9 / 6/5)))
[256322] ['1/9', '3/7', '5/7', '7/5', '2'] -> (2 * ((7/5 / 1/9) - (3/7 / 5/7)))
[256323] ['3/8', '3/4', '9/7', '9/2', '9'] -> (3/8 + ((3/4 / 9/7) * (9/2 * 9)))
[256324] ['1/5', '1/5', '4/9', '9/8', '7'] -> ((1/5 + 7) / ((4/9 * 9/8) - 1/5))
[256325] ['1/5', '7/8', '5/3', '2', '9/4'] -> ((1/5 * 5/3) / ((2 / 9/4) - 7/8))
[256326] ['1/4', '5/9', '2/3', '8/7', '9'] -> (((9 + (2/3 / 1/4)) * 8/7) / 5/9)
[256327] ['1/9', '1/7', '7/9', '8/9', '6'] -> ((8/9 * 6) / (1/9 + (1/7 * 7/9)))
[256328] ['2/5', '6/5', '6/5', '7/4', '8'] -> ((2/5 + (6/5 * 7/4)) * (6/5 * 8))
[256329] ['2/9', '4/9', '1/2', '9/5', '6'] -> (((6 + (2/9 + 4/9)) * 9/5) / 1/2)
[256330] ['1/9', '1/7', '1/7', '4/7', '9'] -> ((9 + (1/7 / 1/9)) / (4/7 - 1/7))
[256331] ['1/5', '1/5', '4/9', '7/6', '7'] -> (7 / (7/6 * (1/5 / 4/9)) - 1/5))
[256332] ['1/9', '1/7', '7/9', '9/8', '6'] -> (6 / (9/8 * (1/9 + (1/7 * 7/9))))
[256333] ['1/5', '7/8', '5/3', '2', '8/3'] -> ((8/3 + ((5/3 + 2) / 1/5)) / 7/8)
[256334] ['8/9', '6/5', '5/4', '2', '7/2'] -> ((7/2 / ((8/9 + 5/4) - 2)) - 6/5)
[256335] ['2/9', '4/7', '1', '9/7', '9/5'] -> ((1 + 9/7) / ((4/7 / 9/5) - 2/9))
[256336] ['1/9', '3/7', '5/7', '2', '5/2'] -> ((2 + (5/7 / (3/7 * 5/2))) / 1/9)
[256337] ['1/9', '1/7', '1/7', '3/4', '9'] -> ((9 + (1/7 / (1/9 * 1/7))) / 3/4)
[256338] ['1/9', '1/7', '7/9', '7/6', '6'] -> ((7/9 - 1/9) * (6 / (1/7 * 7/6)))
[256339] ['1/5', '7/8', '5/3', '2', '9/2'] -> (2 / (1/5 - (7/8 / (5/3 * /2)))
)[256340] ['4/9', '7/9', '6/5', '4/3', '7'] -> ((4/3 + (6/5 * (7/9 + 7))) / 4/9)
[256341] ['4/9', '4/9', '7/9', '5/3', '2'] -> ((4/9 * 2) / (7/9 - (4/9 * 5/3)))
[256342] ['1/5', '1/5', '4/9', '9/7', '7'] -> (((7 / 9/7) - (1/5 + 4/9)) / 1/5)
[256343] ['1/4', '5/9', '2/3', '8/5', '9'] -> (((8/5 * (9 - 1/4)) - 2/3) / 5/9)
[256344] ['1/9', '3/7', '5/7', '2', '7/2'] -> ((7/2 - (5/7 / (3/7 * 2))) / 1/9)
[256345] ['1/5', '7/8', '7/4', '7/4', '2'] -> (((7/4 + (7/4 / 1/5)) * 2) / 7/8)
[256346] ['4/9', '4/9', '7/9', '7/4', '2'] -> (2 / (7/4 - (7/9 + (4/9 + 4/9))))
[256347] ['4/9', '7/9', '6/5', '3/2', '7'] -> ((7 / (3/2 - (4/9 + 7/9))) - 6/5)
[256348] ['2/9', '4/9', '5/9', '6/7', '6'] -> (6/7 * ((4/9 + 5/9) + (6 / 2/9)))
[256349] ['4/9', '7/9', '6/5', '8/5', '7'] -> (7 * ((8/5 / (4/9 * 7/9)) - 6/5))
[256350] ['2/5', '6/5', '9/7', '3/2', '8'] -> (8 / ((6/5 / 9/7) - (2/5 * 3/2)))
[256351] ['1/9', '1/7', '1/7', '8/9', '9'] -> (9 * (8/9 + ((1/9 + 1/7) / 1/7)))
[256352] ['8/9', '6/5', '9/7', '3/2', '2'] -> (2 / ((3/2 / (6/5 * 9/7)) - 8/9))
[256353] ['2/9', '4/7', '1', '4/3', '4/3'] -> (4/3 / ((2/9 / 4/7) + (1 - 4/3)))
[256354] ['1/5', '1/5', '4/9', '5/3', '7'] -> (((5/3 * 7) - (1/5 / 1/5)) / 4/9)
[256355] ['1/5', '7/8', '7/4', '2', '7/3'] -> (7/3 / ((7/4 / (2 - 1/5)) - 7/8))
[256356] ['1/4', '5/9', '1', '9/8', '5/3'] -> (5/3 / (5/9 * (1/4 + 1)) - 9/8))
[256357] ['3/8', '3/4', '7/5', '7/2', '9'] -> ((((3/4 + 9) * 7/2) / 7/5) - 3/8)
[256358] ['8/9', '6/5', '9/7', '8/5', '2'] -> ((8/9 * 6/5) / (8/5 - (2 / 9/7)))
[256359] ['1/5', '1/5', '4/9', '7/4', '7'] -> ((7 - (7/4 + (1/5 / 4/9))) / 1/5)
[256360] ['1/5', '7/8', '7/4', '2', '5/2'] -> (2 * ((5/2 / 1/5) - (7/8 / 7/4)))
[256361] ['1/4', '5/9', '5/7', '7/9', '9'] -> (((9 - (5/7 / 5/9)) * 7/9) / 1/4)
[256362] ['1/9', '3/7', '3/4', '7/8', '2'] -> ((2 - (3/4 / 7/8)) / (1/9 * 3/7))
[256363] ['2/9', '4/7', '1', '4/3', '3/2'] -> (4/3 / (2/9 * (1 / 4/7)) - 3/2))
[256364] ['4/9', '4/9', '7/9', '2', '7/2'] -> ((7/2 + (2 / 4/9)) / (7/9 - 4/9))
[256365] ['3/8', '3/4', '3/2', '9/5', '9'] -> (3/2 + (((3/8 + 9) * 9/5) / 3/4))
[256366] ['2/5', '6/5', '9/7', '9/2', '8'] -> (9/2 * (((2/5 + 8) / 9/7) - 6/5))
[256367] ['2/9', '4/7', '1', '4/3', '8/5'] -> (((1 + (4/3 / 4/7)) * 8/5) / 2/9)
[256368] ['8/9', '6/5', '9/7', '9/5', '2'] -> (6/5 / (9/5 - (2 / (8/9 * 9/7))))
[256369] ['4/9', '4/9', '7/9', '2', '9/2'] -> ((7/9 + (2 * (4/9 + 9/2))) / 4/9)
[256370] ['1/9', '1/7', '1/7', '4/3', '9'] -> (4/3 * (9 + (1/7 / (1/9 * 1/7))))
[256371] ['2/7', '4/9', '5/6', '9/8', '3'] -> (3 / ((2/7 * 9/8) * 5/6) - 4/9))
[256372] ['1/9', '3/7', '3/4', '9/8', '2'] -> ((3/4 / 2) + (9/8 / (1/9 * 3/7)))
[256373] ['1/5', '7/8', '7/4', '2', '9/2'] -> ((2 - (7/8 / 7/4)) + (9/2 / 1/5))
[256374] ['4/9', '7/9', '6/5', '7/2', '7'] -> (((7/2 / 6/5) + (7 / 4/9)) / 7/9)
[256375] ['1/4', '5/9', '5/7', '6/7', '9'] -> ((((9 * 5/9) / 1/4) * 6/7) / 5/7)
[256376] ['2/9', '4/9', '5/9', '9/5', '6'] -> (((6 - 4/9) / 2/9) - (5/9 * 9/5))
[256377] ['3/8', '3/4', '8/5', '7/4', '9'] -> ((3/4 + 7/4) * (9 + (3/8 * 8/5)))
[256378] ['4/9', '7/9', '6/5', '9/2', '7'] -> ((9/2 / 6/5) + (7 / (4/9 * 7/9)))
[256379] ['1/9', '3/7', '3/4', '7/6', '2'] -> ((2 + (7/6 * (3/7 / 3/4))) / 1/9)
[256380] ['1/4', '5/9', '1', '9/8', '7/2'] -> ((1 + (7/2 / 1/4)) / (5/9 * 9/8))
[256381] ['2/7', '4/9', '5/6', '8/7', '3'] -> (8/7 / (2/7 * (4/9 - (5/6 / 3))))
[256382] ['1/9', '1/7', '4/5', '4/5', '6'] -> (((4/5 / (1/7 - 1/9)) - 6) / 4/5)
[256383] ['3/8', '3/4', '8/5', '7/3', '9'] -> ((8/5 + (3/4 / 3/8)) * (9 - 7/3))
[256384] ['2/9', '4/7', '1', '4/3', '9/5'] -> (((1 + 9/5) * (4/7 + 4/3)) / 2/9)
[256385] ['1/6', '2/7', '1', '8/5', '5/2'] -> (8/5 / (2/7 * (1 / 5/2)) - 1/6))
[256386] ['1/5', '1/5', '4/9', '9/2', '7'] -> ((7 - (1/5 + (4/9 * 9/2))) / 1/5)
[256387] ['1/5', '7/8', '9/5', '2', '7/2'] -> (9/5 / (1/5 - (7/8 / (2 * /2)))
)[256388] ['2/9', '4/9', '4/7', '5/8', '6'] -> (6 / ((2/9 / (4/9 * /7)) - 5/8))
[256389] ['1/6', '2/7', '1', '8/5', '9/2'] -> ((8/5 * 9/2) * ((1 / 2/7) - 1/6))
[256390] ['2/5', '6/5', '7/4', '8/3', '8'] -> ((7/4 - 2/5) * ((8 * 8/3) / 6/5))
[256391] ['1/9', '1/7', '1/7', '9/4', '9'] -> ((9 - (1/7 / 1/9)) / (1/7 * 9/4))
[256392] ['2/9', '4/7', '1', '4/3', '8/3'] -> (8/3 / (1 - (4/7 * (2/9 + 4/3))))
[256393] ['1/4', '5/9', '5/7', '7/6', '9'] -> (((9 * 5/9) / 1/4) / (5/7 * 7/6))
[256394] ['2/9', '4/9', '4/7', '2/3', '6'] -> ((2/3 + (6 * (4/9 / 4/7))) / 2/9)
[256395] ['2/7', '4/9', '5/6', '9/7', '3'] -> ((4/9 * 9/7) / ((2/7 * 3) - 5/6))
[256396] ['4/9', '7/9', '5/4', '3/2', '7'] -> (5/4 + (7 * (3/2 + (7/9 / 4/9))))
[256397] ['8/9', '6/5', '4/3', '4/3', '2'] -> (2 / (4/3 - (4/3 / (8/9 * 6/5))))
[256398] ['1/6', '2/7', '1', '5/3', '7/4'] -> ((1 / 2/7) + ((5/3 + 7/4) / 1/6))
[256399] ['2/9', '4/7', '1', '4/3', '7/2'] -> (1 + (7/2 * (4/7 + (4/3 / 2/9))))
[256400] ['1/5', '1/5', '1/2', '5/8', '7'] -> (((1/5 / 1/5) + (7 / 1/2)) / 5/8)
[256401] ['1/5', '7/8', '2', '9/4', '7/3'] -> (2 / (1/5 * (7/3 / 7/8)) - 9/4))
[256402] ['1/4', '5/9', '5/7', '6/5', '9'] -> (9 / ((1/4 / (5/7 - 5/9)) - 6/5))
[256403] ['2/9', '4/9', '4/7', '7/9', '6'] -> (((4/9 + (4/7 * 7/9)) * 6) / 2/9)
[256404] ['1/9', '1/7', '1/7', '7/2', '9'] -> (7/2 * ((9 * (1/9 / 1/7)) - 1/7))
[256405] ['1/6', '2/7', '1', '5/3', '9/5'] -> ((1 / (1/6 * 2/7)) + (5/3 * 9/5))
[256406] ['1/9', '1/7', '1/7', '9/2', '9'] -> (((9/2 + 9) * (1/9 + 1/7)) / 1/7)
[256407] ['4/9', '7/9', '5/4', '9/5', '7'] -> (5/4 * ((7 / (7/9 - 4/9)) - 9/5))
[256408] ['2/9', '4/9', '4/7', '5/6', '6'] -> ((2/9 * 6) / (5/6 - (4/9 / 4/7)))
[256409] ['2/5', '6/5', '9/4', '9/2', '8'] -> (((9/2 - (2/5 * 9/4)) * 8) / 6/5)
[256410] ['1/9', '1/7', '1/6', '1/5', '9'] -> (9 / ((1/6 / (1/7 + 1/5)) - 1/9))
[256411] ['1/4', '5/9', '5/7', '4/3', '9'] -> (5/7 * ((9 / 1/4) - (4/3 / 5/9)))
[256412] ['1/5', '7/8', '2', '7/3', '7/3'] -> ((((7/3 * 2) / 1/5) - 7/3) / 7/8)
[256413] ['1/9', '1/7', '4/5', '6/5', '6'] -> ((6 / 1/7) - ((4/5 + 6/5) / 1/9))
[256414] ['4/9', '4/9', '4/5', '7/5', '2'] -> (4/5 / (((7/5 - 4/9) / 2) - 4/9))
[256415] ['4/9', '7/9', '5/4', '5/2', '7'] -> ((5/4 + 5/2) + (7 / (4/9 * 7/9)))
[256416] ['2/9', '4/9', '4/7', '8/9', '6'] -> (((2/9 + (8/9 / 4/7)) * 6) / 4/9)
[256417] ['1/6', '2/7', '1', '5/3', '8/3'] -> (1 / ((5/3 / 8/3) - (1/6 / 2/7)))
[256418] ['8/9', '6/5', '4/3', '9/5', '2'] -> ((2 * (8/9 * 9/5)) / (4/3 - 6/5))
[256419] ['2/7', '4/9', '5/6', '7/4', '3'] -> (3 * ((5/6 / 4/9) + (7/4 / 2/7)))
[256420] ['2/5', '6/5', '8/3', '7/2', '8'] -> ((8 * (7/2 - (6/5 / 8/3))) - 2/5)
[256421] ['1/9', '1/7', '4/5', '5/4', '6'] -> (5/4 * ((4/5 / (1/7 - 1/9)) - 6))
[256422] ['2/9', '4/9', '4/7', '9/8', '6'] -> (6 / (9/8 - (2/9 / (4/9 * /7)))
)[256423] ['1/9', '3/7', '3/4', '2', '7/2'] -> (2 / (1/9 * (3/7 * 7/2)) - 3/4))
[256424] ['4/9', '7/9', '5/4', '7/2', '7'] -> ((5/4 - (7/9 / 4/9)) + (7/2 * 7))
[256425] ['1/6', '2/7', '1', '7/4', '7/4'] -> ((7/4 + (7/4 * (2/7 + 1))) / 1/6)
[256426] ['4/9', '7/9', '5/4', '9/2', '7'] -> (((7 + (4/9 - 7/9)) * 9/2) / 5/4)
[256427] ['1/5', '1/5', '1/2', '7/6', '7'] -> (((7/6 - 1/2) * (1/5 + 7)) / 1/5)
[256428] ['8/9', '6/5', '4/3', '2', '7/2'] -> ((7/2 / (4/3 - 6/5)) - (2 / 8/9))
[256429] ['4/9', '7/9', '9/7', '9/7', '7'] -> ((7 + (9/7 / 9/7)) / (7/9 - 4/9))
[256430] ['2/9', '4/9', '4/7', '7/5', '6'] -> (((4/7 + (4/9 / 7/5)) * 6) / 2/9)
[256431] ['1/5', '7/8', '2', '5/2', '7/2'] -> (((2 / 5/2) + (7/2 / 7/8)) / 1/5)
[256432] ['1/6', '2/7', '1', '7/4', '9/4'] -> (((1 / 2/7) - (7/4 - 9/4)) / 1/6)
[256433] ['1/4', '5/9', '5/7', '9/5', '9'] -> ((((9 / 5/7) - 9/5) * 5/9) / 1/4)
[256434] ['2/9', '4/7', '1', '7/5', '7/3'] -> ((7/3 + (1 / 7/5)) / (2/9 * 4/7))
[256435] ['1/5', '1/5', '1/2', '9/7', '7'] -> ((7 / (9/7 - (1/5 / 1/5))) - 1/2)
[256436] ['8/9', '6/5', '4/3', '2', '9/2'] -> ((6/5 * 2) * (9/2 * (8/9 + 4/3)))
[256437] ['1/5', '7/8', '2', '5/2', '9/2'] -> ((2 * 9/2) / (7/8 - (1/5 * 5/2)))
[256438] ['2/7', '4/9', '5/6', '3', '9/2'] -> ((4/9 * 9/2) / (3 - (5/6 / 2/7)))
[256439] ['4/9', '7/9', '9/7', '3/2', '7'] -> (3/2 + (((7/9 + 7) * 9/7) / 4/9))
[256440] ['1/9', '3/7', '7/9', '8/9', '2'] -> (((3/7 + (2 / 7/9)) * 8/9) / 1/9)
[256441] ['2/5', '5/4', '5/4', '8/3', '8'] -> (8/3 * (8 + (2/5 * (5/4 + 5/4))))
[256442] ['1/5', '7/8', '2', '8/3', '8/3'] -> (((2 + 8/3) / (1/5 * 7/8)) - 8/3)
[256443] ['1/5', '1/5', '1/2', '5/3', '7'] -> (5/3 * ((1/5 + 1/5) + (7 / 1/2)))
[256444] ['2/7', '4/9', '6/7', '6/7', '3'] -> ((3 + ((6/7 + 6/7) / 4/9)) / 2/7)
[256445] ['1/9', '3/7', '7/9', '9/8', '2'] -> ((3/7 + (2 / 7/9)) / (1/9 * 9/8))
[256446] ['2/9', '4/7', '1', '7/5', '8/3'] -> (8/3 / ((7/5 * (2/9 + 4/7)) - 1))
[256447] ['1/4', '5/9', '1', '7/6', '7/6'] -> ((7/6 + (1 + 7/6)) / (1/4 * 5/9))
[256448] ['1/9', '1/7', '1/6', '2/3', '9'] -> ((1/6 / (1/9 * 1/7)) + (9 / 2/3))
[256449] ['1/9', '3/7', '7/9', '7/6', '2'] -> (((3/7 * 7/9) + (7/6 * 2)) / 1/9)
[256450] ['2/5', '5/4', '9/7', '9/7', '8'] -> (((8 * 5/4) / 2/5) - (9/7 / 9/7))
[256451] ['1/6', '2/7', '1', '9/5', '7/3'] -> ((9/5 * 7/3) * ((1 / 1/6) - 2/7))
[256452] ['1/4', '5/9', '1', '7/6', '6/5'] -> (6/5 / (((7/6 - 1) / 5/9) - 1/4))
[256453] ['1/5', '1/5', '1/2', '8/3', '7'] -> (8/3 * (7 + (1/5 / (1/5 * /2)))
)[256454] ['2/7', '4/9', '6/7', '8/7', '3'] -> ((((3 * 8/7) / 4/9) - 6/7) / 2/7)
[256455] ['4/9', '4/9', '5/6', '6/7', '2'] -> (2 / ((5/6 / 6/7) - (4/9 + 4/9)))
[256456] ['2/5', '5/4', '9/7', '4/3', '8'] -> ((9/7 / (2/5 * 5/4)) * (4/3 + 8))
[256457] ['1/5', '7/8', '2', '7/2', '7/2'] -> ((2 / 1/5) + ((7/2 * 7/2) / 7/8))
[256458] ['8/9', '6/5', '7/5', '2', '9/4'] -> (7/5 / ((9/4 / 2) - (8/9 * 6/5)))
[256459] ['2/9', '4/9', '4/7', '8/3', '6'] -> (6 * ((8/3 / 4/7) - (2/9 + 4/9)))
[256460] ['1/9', '1/7', '4/5', '8/3', '6'] -> ((1/9 * 6) + (8/3 / (1/7 * 4/5)))
[256461] ['1/5', '1/5', '5/9', '5/9', '7'] -> ((1/5 + 7) * (5/9 + (5/9 / 1/5)))
[256462] ['8/9', '6/5', '7/5', '2', '7/3'] -> ((7/5 + 7/3) * (2 / (6/5 - 8/9)))
[256463] ['2/5', '5/4', '9/7', '7/5', '8'] -> ((8 * (5/4 + (9/7 * 7/5))) - 2/5)
[256464] ['1/5', '7/8', '2', '7/2', '9/2'] -> (((2 - 7/2) + (9/2 / 1/5)) / 7/8)
[256465] ['1/4', '5/9', '1', '7/6', '9/7'] -> (5/9 / (1/4 * 1) - (7/6 / 9/7)))
[256466] ['1/6', '2/7', '1', '9/5', '8/3'] -> (8/3 / (2/7 * (1 / 9/5)) - 1/6))
[256467] ['4/9', '4/9', '5/6', '7/6', '2'] -> (2 / ((5/6 * 7/6) - (4/9 + 4/9)))
[256468] ['1/9', '3/7', '7/9', '4/3', '2'] -> (4/3 / (((3/7 * 7/9) / 2) - 1/9))
[256469] ['2/7', '4/9', '6/7', '9/7', '3'] -> ((2/7 + 6/7) / ((4/9 * 3) - 9/7))
[256470] ['1/5', '1/5', '5/9', '3/5', '7'] -> ((7 + (1/5 / 1/5)) / (5/9 * 3/5))
[256471] ['1/5', '7/8', '2', '9/2', '9/2'] -> ((9/2 + (9/2 / 1/5)) / (2 - 7/8))
[256472] ['1/4', '5/9', '3/4', '8/7', '9'] -> ((8/7 / (5/9 * 3/4)) * (9 - 1/4))
[256473] ['1/9', '1/7', '1/6', '7/8', '9'] -> ((1/9 * 9) / (1/6 - (1/7 * 7/8)))
[256474] ['2/9', '4/9', '3/5', '3/4', '6'] -> ((2/9 / (3/5 - (4/9 / 3/4))) - 6)
[256475] ['2/5', '5/4', '9/7', '5/3', '8'] -> (9/7 * ((8 / 2/5) - (5/3 / 5/4)))
[256476] ['2/7', '4/9', '6/7', '7/5', '3'] -> ((6/7 / ((4/9 / 7/5) - 2/7)) - 3)
[256477] ['1/9', '3/7', '7/9', '8/5', '2'] -> (((2 - (3/7 * 7/9)) * 8/5) / 1/9)
[256478] ['1/6', '2/7', '1', '9/4', '7/3'] -> (((9/4 + 7/3) / 1/6) - (1 / 2/7))
[256479] ['1/9', '1/7', '5/6', '7/8', '6'] -> ((5/6 / (7/8 * 1/7) - 1/9)) - 6)
[256480] ['8/9', '6/5', '7/5', '2', '9/2'] -> ((2 * 9/2) / ((7/5 / 8/9) - 6/5))
[256481] ['1/4', '5/9', '1', '7/6', '5/3'] -> (1 / ((5/9 / 5/3) - (1/4 * 7/6)))
[256482] ['1/9', '3/7', '7/9', '7/4', '2'] -> (2 / ((1/9 - 7/9) + (3/7 * 7/4)))
[256483] ['1/4', '5/9', '1', '7/6', '7/4'] -> (7/6 / (1/4 * 7/4) - (5/9 + 1)))
[256484] ['4/9', '7/9', '4/3', '9/5', '7'] -> ((4/3 + (4/9 / 7/9)) * (9/5 * 7))
[256485] ['1/9', '1/7', '1/6', '6/5', '9'] -> ((9 / (1/9 + 1/6)) - (6/5 / 1/7))
[256486] ['1/6', '2/7', '1', '9/4', '7/2'] -> (9/4 * (((7/2 - 1/6) / 2/7) - 1))
[256487] ['2/7', '4/9', '6/7', '7/4', '3'] -> ((6/7 / (2/7 - (4/9 / 7/4))) - 3)
[256488] ['1/5', '1/5', '5/9', '4/5', '7'] -> ((4/5 + (5/9 * (1/5 + 7))) / 1/5)
[256489] ['1/4', '5/9', '1', '7/6', '7/3'] -> (7/3 / (1/4 * (5/9 + 1)) - 7/6))
[256490] ['8/9', '6/5', '3/2', '7/4', '2'] -> (2 / ((7/4 / (6/5 * 3/2)) - 8/9))
[256491] ['1/4', '5/9', '3/4', '7/4', '9'] -> (((5/9 * 9) - (3/4 - 7/4)) / 1/4)
[256492] ['1/5', '1/5', '5/9', '5/6', '7'] -> ((1/5 + 7) / (5/6 * (1/5 / 5/9)))
[256493] ['1/4', '5/9', '1', '7/6', '5/2'] -> (1 / (7/6 - (5/2 * (1/4 / 5/9))))
[256494] ['1/9', '1/7', '1/6', '9/7', '9'] -> (((9 + (9/7 / 1/9)) * 1/6) / 1/7)
[256495] ['1/9', '3/7', '7/9', '2', '5/2'] -> ((5/2 + ((3/7 * 7/9) / 2)) / 1/9)
[256496] ['2/5', '5/4', '9/7', '8/3', '8'] -> (9/7 * (8/3 + (8 / (2/5 * 5/4))))
[256497] ['2/9', '4/9', '3/5', '5/4', '6'] -> (6 / ((3/5 * 5/4) - (2/9 / 4/9)))
[256498] ['3/8', '7/9', '4/5', '9/5', '9'] -> (9/5 / ((3/8 * 9) * 4/5) - 7/9))
[256499] ['2/5', '5/4', '9/7', '9/2', '8'] -> (8 * ((9/2 / 9/7) - (2/5 * 5/4)))
[256500] ['8/9', '6/5', '3/2', '2', '7/3'] -> ((8/9 * 3/2) / (2 - (7/3 / 6/5)))
[256501] ['1/5', '8/9', '8/9', '4/3', '2'] -> (2 * (8/9 + ((8/9 + 4/3) / 1/5)))
[256502] ['1/5', '1/5', '5/9', '7/8', '7'] -> ((7/8 - 1/5) * (5/9 + (7 / 1/5)))
[256503] ['1/4', '5/9', '7/9', '4/5', '9'] -> (9 * ((7/9 / 1/4) - (5/9 * 4/5)))
[256504] ['1/5', '1/5', '5/9', '8/9', '7'] -> ((7 + (1/5 / 1/5)) / (8/9 - 5/9))
[256505] ['4/9', '4/9', '6/7', '6/7', '2'] -> ((4/9 * 6/7) / (4/9 - (6/7 / 2)))
[256506] ['1/5', '8/9', '8/9', '7/5', '2'] -> (((7/5 + (8/9 / 8/9)) * 2) / 1/5)
[256507] ['1/6', '2/7', '1', '8/3', '8/3'] -> ((2/7 + 1) * (8/3 + (8/3 / 1/6)))
[256508] ['4/9', '4/9', '6/7', '8/9', '2'] -> ((8/9 * 2) / ((4/9 / 6/7) - 4/9))
[256509] ['8/9', '6/5', '3/2', '2', '8/3'] -> (2 / (((8/3 - 3/2) / 6/5) - 8/9))
[256510] ['2/7', '4/9', '7/8', '9/8', '3'] -> (3 / ((2/7 * 4/9) * 7/8) * 9/8))
[256511] ['4/9', '4/9', '6/7', '9/8', '2'] -> (2 / (9/8 * (4/9 / 6/7)) - 4/9))
[256512] ['8/9', '6/5', '3/2', '2', '9/2'] -> ((8/9 * 9/2) / ((2 / 6/5) - 3/2))
[256513] ['1/5', '8/9', '8/9', '5/3', '2'] -> (8/9 / ((5/3 / (2 - 1/5)) - 8/9))
[256514] ['3/8', '7/9', '4/5', '7/2', '9'] -> (9 + (7/2 / (4/5 * (3/8 * 7/9))))
[256515] ['1/9', '3/7', '4/5', '6/7', '2'] -> (3/7 + ((6/7 + (2 / 1/9)) / 4/5))
[256516] ['2/9', '4/9', '3/5', '9/4', '6'] -> (9/4 * ((2/9 + 4/9) + (6 / 3/5)))
[256517] ['1/4', '5/9', '7/9', '6/5', '9'] -> ((5/9 + 9) / ((7/9 / 6/5) - 1/4))
[256518] ['4/9', '4/9', '6/7', '7/6', '2'] -> (4/9 / (7/6 * 4/9) - (6/7 / 2)))
[256519] ['1/6', '2/7', '1', '7/2', '9/2'] -> ((7/2 + 9/2) / (2/7 * (1/6 + 1)))
[256520] ['1/5', '8/9', '8/9', '7/4', '2'] -> (8/9 / ((8/9 / (7/4 + 2)) - 1/5))
[256521] ['1/4', '5/9', '7/9', '5/4', '9'] -> (9 * ((7/9 / 1/4) - (5/9 / 5/4)))
[256522] ['2/5', '5/4', '5/3', '9/5', '8'] -> (8 / (5/4 * (2/5 + 5/3)) - 9/5))
[256523] ['4/9', '7/9', '7/5', '9/2', '7'] -> (9/2 * ((7 / 7/5) - (4/9 - 7/9)))
[256524] ['8/9', '6/5', '8/5', '2', '9/4'] -> (8/5 / (8/9 * 6/5) - (9/4 / 2)))
[256525] ['1/9', '1/7', '1/6', '7/3', '9'] -> (((1/9 + (1/7 * 7/3)) * 9) / 1/6)
[256526] ['4/9', '4/9', '6/7', '5/4', '2'] -> (2 / (5/4 - (4/9 / (4/9 * /7)))
)[256527] ['2/7', '4/9', '7/8', '5/4', '3'] -> ((3 / (2/7 * 4/9)) - (7/8 - 5/4))
[256528] ['1/4', '5/9', '1', '6/5', '9/4'] -> (6/5 / ((9/4 / 5/9) - (1 / 1/4)))
[256529] ['1/5', '1/5', '5/9', '9/7', '7'] -> (((7 * (5/9 * 9/7)) - 1/5) / 1/5)
[256530] ['2/5', '5/4', '5/3', '9/2', '8'] -> (((9/2 + (2/5 * 5/4)) * 8) / 5/3)
[256531] ['1/5', '8/9', '8/9', '2', '9/4'] -> ((8/9 + (8/9 / 1/5)) * (2 * 9/4))
[256532] ['2/9', '4/9', '3/5', '9/2', '6'] -> (2/9 / ((9/2 / 6) - (4/9 / 3/5)))
[256533] ['1/6', '1/3', '1/3', '3/7', '1'] -> ((1/3 + 1) / ((1/6 / 3/7) - 1/3))
[256534] ['4/9', '4/9', '6/7', '9/7', '2'] -> (4/9 / (((4/9 + 9/7) / 6/7) - 2))
[256535] ['8/9', '6/5', '8/5', '2', '7/3'] -> ((8/5 * 2) * (7/3 / (6/5 - 8/9)))
[256536] ['1/4', '5/9', '7/9', '7/5', '9'] -> (((9 + (7/5 / 7/9)) * 5/9) / 1/4)
[256537] ['1/4', '5/9', '1', '6/5', '7/3'] -> (6/5 / ((7/3 * (1/4 / 5/9)) - 1))
[256538] ['1/9', '1/7', '5/6', '8/3', '6'] -> ((5/6 / (1/7 - 1/9)) - (6 / 8/3))
[256539] ['2/5', '5/4', '7/4', '7/3', '8'] -> ((5/4 * 7/3) * (8 + (2/5 / 7/4)))
[256540] ['1/5', '1/5', '5/9', '3/2', '7'] -> (3/2 + (7 / (1/5 + (1/5 * 5/9))))
[256541] ['2/9', '4/9', '5/8', '5/8', '6'] -> (((6 - 4/9) / 2/9) - (5/8 / 5/8))
[256542] ['4/9', '7/9', '3/2', '7/4', '7'] -> (3/2 + ((7/4 + (7 / 4/9)) / 7/9))
[256543] ['2/7', '4/9', '7/8', '3/2', '3'] -> ((3 + (3/2 / (4/9 * 7/8))) / 2/7)
[256544] ['8/9', '6/5', '8/5', '2', '7/2'] -> (6/5 / ((8/5 / 8/9) - (7/2 / 2)))
[256545] ['1/5', '8/9', '8/9', '2', '7/2'] -> ((8/9 + 8/9) * (7/2 + (2 / 1/5)))
