[195031] ['3/4', '7/9', '8/7', '4/3', '8'] -> 8 / (3/4 * (4/3 - 7/9 * 8/7))
[195267] ['1/3', '5/6', '6/7', '5/4', '6'] -> 6 / (5/4 - 6/7 * (1/3 + 5/6))
[195268] ['3/5', '7/9', '5/4', '7/2', '8'] -> 8 * (7/2 / (7/9 * 5/4) - 3/5)
[195269] ['1/7', '1/6', '8/9', '1', '5/2'] -> (1 / 1/7 - 5/2) / (1/6 / 8/9)
[195270] ['3/7', '7/6', '5/3', '2', '7/2'] -> 2 / (7/2 * 3/7 * 7/6 - 5/3)
[195271] ['2/9', '4/7', '3/4', '7/4', '3'] -> (3 + 4/7 * 7/4) / (2/9 * 3/4)
[195272] ['1/9', '3/5', '7/9', '5/2', '9'] -> 3/5 * 5/2 * (9 + 7/9 / 1/9)
[195273] ['3/7', '7/6', '5/3', '2', '9/2'] -> 9/2 * (2 + 5/3 / (3/7 * 7/6))
[195274] ['2/5', '3/5', '9/7', '8/5', '7'] -> 7 * (8/5 + 3/5 + 9/7) - 2/5
[195275] ['3/5', '8/7', '5/4', '8/3', '6'] -> 6 / (8/3 / 8/7 - 5/4 / 3/5)
[195276] ['1/7', '5/9', '3/5', '8/5', '7'] -> 5/9 * ((7 - 3/5) / 1/7 - 8/5)
[195277] ['1/3', '5/6', '6/7', '7/5', '6'] -> (6/7 + 6) * 7/5 / (1/3 / 5/6)
[195278] ['3/7', '4/5', '1', '7/4', '7/2'] -> 7/2 / (1 / 3/7 - 7/4 / 4/5)
[195279] ['3/7', '7/6', '7/4', '7/4', '2'] -> 2 / (3/7 * 7/4 - 7/6 / 7/4)
[195280] ['2/9', '4/7', '3/4', '9/4', '3'] -> 3 / (9/4 * 2/9 / 4/7 - 3/4)
[195281] ['2/5', '3/5', '9/7', '7/4', '7'] -> (9/7 + 3/5 * 7) / (2/5 / 7/4)
[195282] ['1/7', '5/9', '3/5', '5/3', '7'] -> (5/3 + 1/7 / 3/5) / (5/9 / 7)
[195283] ['1/9', '3/5', '7/9', '7/2', '9'] -> 7/2 * 3/5 / 7/9 * (9 - 1/9)
[195284] ['3/5', '7/9', '9/7', '7/5', '8'] -> 8 * (3/5 + 7/5 + 7/9 * 9/7)
[195285] ['3/5', '8/7', '5/4', '9/2', '6'] -> 8/7 * (6 / (5/4 / 9/2) - 3/5)
[195286] ['1/7', '1/6', '1', '9/8', '7/6'] -> 1/7 / 1/6 / (1 - 9/8 / 7/6)
[195287] ['3/7', '4/5', '1', '7/4', '9/2'] -> 9/2 * (1 / 4/5 + 7/4 / 3/7)
[195288] ['2/5', '3/5', '9/7', '9/5', '7'] -> 7 * (3/5 + 9/7 * (2/5 + 9/5))
[195289] ['5/7', '8/9', '5/4', '9/5', '2'] -> 2 / (5/4 / (5/7 * 9/5) - 8/9)
[195290] ['3/7', '7/6', '7/4', '9/5', '2'] -> 2 / (3/7 * (7/6 - 7/4 / 9/5))
[195291] ['3/7', '2/3', '4/5', '9/7', '6'] -> 6 / (2/3 - 3/7 / 4/5 / 9/7)
[195292] ['1/7', '1/6', '1', '9/8', '6/5'] -> 1 / (1/6 - 1/7 / 9/8) - 6/5
[195293] ['1/5', '1/3', '1', '7/6', '5/3'] -> (1 + 5/3 / 1/5) / (1/3 * 7/6)
[195294] ['2/9', '4/7', '3/4', '5/2', '3'] -> 3 + (3/4 + 5/2 / 2/9) / 4/7
[195295] ['3/7', '7/6', '7/4', '2', '9/4'] -> 2 / 7/6 / (9/4 - (3/7 + 7/4))
[195296] ['1/7', '5/9', '3/5', '9/5', '7'] -> (9/5 + 1/7 / 5/9) / (3/5 / 7)
[195297] ['2/5', '3/5', '9/7', '9/4', '7'] -> (3/5 + 9/7) / (2/5 - 9/4 / 7)
[195298] ['3/4', '7/9', '4/3', '7/5', '8'] -> 8 / (3/4 - 7/9 / 4/3 / 7/5)
[195299] ['3/5', '8/7', '9/7', '4/3', '6'] -> 6 * (8/7 + 4/3 / (3/5 / 9/7))
[195300] ['2/9', '4/7', '3/4', '8/3', '3'] -> (8/3 / (2/9 * 4/7) - 3) / 3/4
[195301] ['1/7', '1/6', '1', '9/8', '5/4'] -> 1 / 1/7 / (5/4 + 1/6 - 9/8)
[195302] ['1/9', '3/5', '4/5', '6/7', '9'] -> 4/5 / (1/9 - 3/5 / 6/7 / 9)
[195303] ['2/5', '3/5', '9/7', '7/2', '7'] -> (9/7 + 2/5 + 3/5) * (7/2 + 7)
[195304] ['1/5', '1/3', '1', '7/6', '9/5'] -> (1 + 9/5 / (1/5 * 1/3)) / 7/6
[195305] ['1/9', '3/5', '4/5', '7/8', '9'] -> (9 + 4/5 / (1/9 * 3/5)) / 7/8
[195306] ['2/9', '4/7', '3/4', '3', '9/2'] -> 3 / 2/9 + 9/2 / (4/7 * 3/4)
[195307] ['2/5', '3/5', '4/3', '4/3', '7'] -> (3/5 + 7) / (2/5 / 4/3) - 4/3
[195308] ['4/5', '8/9', '8/7', '8/3', '5'] -> 8/3 / 5 / (4/5 - 8/9 / 8/7)
[195309] ['3/7', '2/3', '4/5', '5/3', '6'] -> 5/3 * (4/5 + 6 / 3/7) - 2/3
[195310] ['3/5', '7/9', '9/7', '9/4', '8'] -> 8 / (3/5 * (9/7 - 7/9)) - 9/4
[195311] ['1/5', '1/3', '1', '7/6', '7/3'] -> (7/3 + 1/3 / 1/5) / (7/6 - 1)
[195312] ['3/7', '4/5', '1', '9/5', '8/3'] -> 9/5 / (1 / (3/7 * 8/3) - 4/5)
[195313] ['3/7', '7/6', '7/4', '2', '7/2'] -> 2 / 7/6 / (7/4 / 7/2 - 3/7)
[195314] ['1/3', '5/6', '7/8', '8/9', '6'] -> (5/6 + 8/9 / 1/3) / (7/8 / 6)
[195315] ['1/9', '3/5', '4/5', '8/7', '9'] -> 8/7 * (9 + 4/5 / (1/9 * 3/5))
[195316] ['3/5', '8/7', '9/7', '7/4', '6'] -> (8/7 + 6 / 3/5) / (7/4 - 9/7)
[195317] ['1/9', '3/5', '4/5', '7/6', '9'] -> 4/5 / (1/9 - 3/5 * 7/6 / 9)
[195318] ['1/7', '5/9', '3/5', '7/2', '7'] -> (7 / 5/9 - 3/5) / (1/7 * 7/2)
[195319] ['2/5', '3/5', '4/3', '7/4', '7'] -> 7 / 7/4 / (3/5 / 2/5 - 4/3)
[195320] ['3/7', '2/3', '4/5', '7/3', '6'] -> 6 / (3/7 / 4/5 - 2/3 / 7/3)
[195321] ['3/5', '8/7', '9/7', '9/5', '6'] -> 6 * ((9/7 + 9/5) / 3/5 - 8/7)
[195322] ['3/7', '4/5', '1', '9/4', '9/4'] -> 9/4 / (3/7 * (1 - 4/5)) - 9/4
[195323] ['7/9', '6/7', '7/6', '5/4', '9'] -> 7/9 * 9 / (5/4 / 6/7 - 7/6)
[195324] ['1/9', '3/5', '4/5', '6/5', '9'] -> (6/5 / 1/9 - (3/5 - 9)) / 4/5
[195325] ['1/3', '5/6', '7/8', '7/5', '6'] -> 6 / (1/3 / 5/6) / (7/8 / 7/5)
[195326] ['7/9', '6/7', '7/6', '9/7', '9'] -> (7/6 + 7/9 / 6/7) * 9/7 * 9
[195327] ['1/7', '1/6', '1', '9/8', '9/4'] -> 1 / (1/6 / 1/7 + 9/8 - 9/4)
[195328] ['1/3', '5/6', '7/8', '8/5', '6'] -> 6 / (1/3 / 8/5 - (5/6 - 7/8))
[195329] ['2/9', '4/7', '7/9', '8/9', '3'] -> (7/9 + 3 + 8/9 / 4/7) / 2/9
[195330] ['3/7', '2/3', '4/5', '9/2', '6'] -> 4/5 / (9/2 / (3/7 + 6) - 2/3)
[195331] ['3/7', '4/5', '1', '9/4', '5/2'] -> 4/5 * 5/2 / (1 / 3/7 - 9/4)
[195332] ['1/7', '5/9', '5/8', '2/3', '7'] -> (2/3 + 1/7 * 7) / (5/8 - 5/9)
[195333] ['1/7', '1/6', '1', '9/8', '7/3'] -> 1 / (7/3 - (9/8 + 1/6 / 1/7))
[195334] ['2/5', '3/5', '7/5', '7/5', '7'] -> (7 / (3/5 - 2/5) - 7/5) / 7/5
[195335] ['3/5', '7/9', '4/3', '3/2', '8'] -> (8 / (3/5 / 3/2) - 4/3) / 7/9
[195336] ['3/7', '2/3', '5/6', '5/6', '6'] -> 2/3 + (5/6 + 5/6) / (3/7 / 6)
[195337] ['4/5', '8/9', '7/6', '4/3', '5'] -> (5 + 4/3 / 4/5) / (7/6 - 8/9)
[195338] ['7/9', '6/7', '7/6', '3/2', '9'] -> (7/9 + 6/7 * 7/6) * 3/2 * 9
[195339] ['3/4', '7/9', '7/5', '9/4', '8'] -> 7/5 * 8 * (9/4 / 7/9 - 3/4)
[195340] ['1/7', '1/6', '1', '9/8', '5/2'] -> (1 / 1/7 - 5/2) / (1/6 * 9/8)
[195341] ['2/5', '3/5', '7/5', '3/2', '7'] -> 3/2 + (7 + 3/5 + 7/5) / 2/5
[195342] ['1/7', '5/9', '5/8', '5/7', '7'] -> 5/7 / (5/9 * (1/7 - 5/8 / 7))
[195343] ['1/5', '1/3', '1', '5/4', '5/4'] -> (5/4 + 5/4 / 1/3) / 1/5 - 1
[195344] ['4/5', '8/9', '7/6', '7/5', '5'] -> (7/5 + 5) / (7/6 - 4/5 / 8/9)
[195345] ['1/9', '3/5', '4/5', '5/3', '9'] -> 4/5 * (5/3 / 1/9 + 9 / 3/5)
[195346] ['1/3', '5/6', '7/8', '5/2', '6'] -> (5/2 / 5/6 + 6 / 1/3) / 7/8
[195347] ['7/9', '6/7', '7/6', '7/4', '9'] -> (6/7 + 7/9 / 7/6) * 7/4 * 9
[195348] ['2/5', '3/5', '7/5', '7/4', '7'] -> (7/5 + 7) / (7/4 * (3/5 - 2/5))
[195349] ['1/7', '1/6', '1', '8/7', '7/6'] -> 8/7 / 1/7 / (7/6 + 1/6 - 1)
[195350] ['3/5', '8/7', '4/3', '7/5', '6'] -> 6 * (4/3 + 7/5 / (3/5 / 8/7))
[195351] ['2/9', '4/7', '7/9', '5/4', '3'] -> (5/4 + 3 / (4/7 / 7/9)) / 2/9
[195352] ['4/5', '8/9', '7/6', '5/3', '5'] -> 5 * 4/5 * 5/3 / (7/6 - 8/9)
[195353] ['3/7', '2/3', '5/6', '6/5', '6'] -> 6 / (5/6 * 3/7 * 2/3) - 6/5
[195354] ['1/7', '1/6', '1', '8/7', '9/7'] -> 1 / (1/6 / 1/7 - 9/7 / 8/7)
[195355] ['2/9', '4/7', '7/9', '9/7', '3'] -> (9/7 + 3 * (4/7 + 7/9)) / 2/9
[195356] ['7/9', '6/7', '7/6', '5/2', '9'] -> 6/7 * 9 * (7/6 + 7/9 * 5/2)
[195357] ['1/7', '5/9', '5/8', '5/6', '7'] -> 1/7 * 7 / (5/9 / 5/6 - 5/8)
[195358] ['1/5', '1/3', '1', '5/4', '7/3'] -> (7/3 / 1/3 - 1) / (1/5 * 5/4)
[195359] ['1/9', '3/5', '4/5', '7/2', '9'] -> (1/9 + 9) * (7/2 - 4/5) - 3/5
[195360] ['1/3', '5/6', '8/9', '8/7', '6'] -> (5/6 + 8/9 / 1/3) * 8/7 * 6
[195361] ['3/4', '7/9', '3/2', '3/2', '8'] -> 8 / (3/2 * (3/2 - 7/9) - 3/4)
[195362] ['3/5', '7/9', '7/5', '7/5', '8'] -> 8 * ((7/5 + 7/5) / 7/9 - 3/5)
[195363] ['5/7', '8/9', '4/3', '7/5', '2'] -> 4/3 * 2 / (5/7 * 7/5 - 8/9)
[195364] ['1/7', '1/6', '1', '8/7', '8/5'] -> (8/7 / (1/7 * 8/5) - 1) / 1/6
[195365] ['1/5', '1/3', '1', '5/4', '8/3'] -> 5/4 * 8/3 / (1/3 - 1/5) - 1
[195366] ['3/5', '7/9', '7/5', '3/2', '8'] -> 8 / (3/2 * (7/5 - 7/9) - 3/5)
[195367] ['3/7', '2/3', '5/6', '7/5', '6'] -> 2/3 * 6 / (5/6 / 7/5 - 3/7)
[195368] ['7/9', '6/7', '6/5', '5/4', '9'] -> 9 / (5/4 / 6/5 - 7/9 * 6/7)
[195369] ['3/7', '7/6', '2', '7/3', '8/3'] -> 8/3 / 7/6 / (3/7 + 2 - 7/3)
[195370] ['3/4', '7/9', '3/2', '9/5', '8'] -> 8 / (3/2 / (3/4 * 9/5) - 7/9)
[195371] ['1/5', '1/3', '1', '5/4', '7/2'] -> 7/2 / (1/3 - 1/5) - (1 + 5/4)
[195372] ['1/7', '1/6', '1', '8/7', '9/5'] -> (1/7 + 9/5 * (1 + 8/7)) / 1/6
[195373] ['3/5', '7/9', '7/5', '7/4', '8'] -> 8 / (7/5 / 7/4 - 3/5 * 7/9)
[195374] ['1/5', '1/3', '1', '5/4', '9/2'] -> (1/3 + 1) * 9/2 / (1/5 * 5/4)
[195375] ['2/5', '3/5', '8/5', '9/4', '7'] -> (8/5 * (9/4 + 7) - 2/5) / 3/5
[195376] ['5/7', '8/9', '4/3', '7/4', '2'] -> 2 / (7/4 * (5/7 - 8/9 / 4/3))
[195377] ['3/4', '7/9', '3/2', '8/3', '8'] -> (8/3 + 8 / (3/4 / 3/2)) / 7/9
[195378] ['1/7', '5/9', '5/8', '6/5', '7'] -> 1/7 * 7 / (5/9 * 6/5 - 5/8)
[195379] ['2/5', '3/5', '8/5', '7/3', '7'] -> 8/5 / 7/3 * 7 / (3/5 - 2/5)
[195380] ['3/7', '7/6', '2', '8/3', '8/3'] -> 8/3 / 2 / (7/6 / 3/7 - 8/3)
[195381] ['2/9', '4/7', '7/9', '9/4', '3'] -> 4/7 / 2/9 / (3 - 9/4 / 7/9)
[195382] ['3/4', '7/9', '8/5', '8/5', '8'] -> (8/5 + 8 / (3/4 / 8/5)) / 7/9
[195383] ['3/5', '7/9', '7/5', '5/2', '8'] -> 5/2 * 8 * (7/5 / 7/9 - 3/5)
[195384] ['2/5', '3/5', '7/4', '7/4', '7'] -> (2/5 + 7/4 + 7/4 * 7) / 3/5
[195385] ['3/7', '2/3', '5/6', '9/4', '6'] -> 6 * (9/4 / 3/7 - 5/6 / 2/3)
[195386] ['5/7', '8/9', '4/3', '2', '7/3'] -> 4/3 / (8/9 - 7/3 * 5/7 / 2)
[195387] ['2/5', '3/5', '7/4', '9/5', '7'] -> (3/5 + 9/5) * 7 / (2/5 * 7/4)
[195388] ['7/9', '6/7', '6/5', '7/4', '9'] -> 9 / (6/5 - 6/7) - 7/4 / 7/9
[195389] ['2/9', '4/7', '7/9', '8/3', '3'] -> 8/3 / (7/9 * 2/9 * 4/7) - 3
[195390] ['1/7', '5/9', '5/8', '4/3', '7'] -> (4/3 - 1/7) * 7 / (5/9 * 5/8)
[195391] ['3/5', '7/9', '7/5', '9/2', '8'] -> 8 / (7/9 - (3/5 + 7/5) / 9/2)
[195392] ['4/5', '8/9', '6/5', '7/5', '5'] -> (7/5 + 5) / (8/9 * 6/5 - 4/5)
[195393] ['3/7', '2/3', '5/6', '9/2', '6'] -> (6 - 2/3 / 3/7) / (5/6 / 9/2)
[195394] ['1/7', '1/6', '1', '7/6', '8/5'] -> 8/5 * ((1 + 7/6) / 1/7 - 1/6)
[195395] ['1/5', '1/3', '1', '9/7', '7/4'] -> 7/4 * (1 / (1/5 * 1/3) - 9/7)
[195396] ['3/4', '7/9', '8/5', '9/4', '8'] -> (3/4 + 7/9 * 9/4) * (8/5 + 8)
[195397] ['3/5', '8/7', '7/5', '8/5', '6'] -> 7/5 * (8/7 + 6 / (3/5 / 8/5))
[195398] ['1/9', '3/5', '5/6', '7/4', '9'] -> (3/5 + 7/4 / 5/6) * (9 - 1/9)
[195399] ['1/7', '1/6', '1', '7/6', '7/4'] -> (7/6 / 1/6 - 1) / (1/7 * 7/4)
[195400] ['1/5', '1/3', '1', '9/7', '9/5'] -> (1 + 9/5 / (1/5 * 9/7)) / 1/3
[195401] ['3/4', '7/9', '8/5', '7/3', '8'] -> (3/4 + 7/3 / 7/9) * (8 - 8/5)
[195402] ['3/7', '6/5', '6/5', '7/5', '2'] -> (2 + 6/5 / 3/7) / (7/5 - 6/5)
[195403] ['2/5', '3/5', '9/5', '9/4', '7'] -> 9/4 * (7 + (2/5 + 9/5) / 3/5)
[195404] ['1/9', '3/5', '5/6', '9/4', '9'] -> (1/9 + 9) / (5/6 / 9/4) - 3/5
[195405] ['1/3', '5/6', '9/8', '8/5', '6'] -> (8/5 + 6 / (5/6 * 9/8)) / 1/3
[195406] ['1/5', '1/3', '1', '9/7', '7/3'] -> (1 / 1/5 + 9/7 * 7/3) / 1/3
[195407] ['7/9', '6/7', '6/5', '5/2', '9'] -> 5/2 / (6/7 - 7/9) - 9 / 6/5
[195408] ['3/5', '7/9', '3/2', '9/4', '8'] -> 8 / (3/2 / (3/5 * 9/4) - 7/9)
[195409] ['2/9', '4/7', '4/5', '6/7', '3'] -> 4/7 / (6/7 - 3 * 2/9 / 4/5)
[195410] ['3/5', '8/7', '3/2', '5/3', '6'] -> 8/7 * 5/3 * 6 * (3/5 + 3/2)
[195411] ['1/7', '1/6', '1', '7/6', '5/2'] -> (1 + 5/2) * (7/6 / 1/6 - 1/7)
[195412] ['3/7', '2/3', '7/8', '6/5', '6'] -> 6 / (2/3 - 3/7) / (7/8 * 6/5)
[195413] ['3/7', '5/6', '5/6', '1', '8/7'] -> 8/7 / (5/6 - 3/7 * (5/6 + 1))
[195414] ['1/3', '5/6', '8/7', '8/7', '6'] -> 6 * (8/7 + 8/7 / (1/3 / 5/6))
[195415] ['1/5', '1/3', '1', '9/7', '8/3'] -> 9/7 * (1/3 + (1 + 8/3) / 1/5)
[195416] ['7/9', '6/7', '6/5', '7/2', '9'] -> 6/5 * 9 * (6/7 * 7/2 - 7/9)
[195417] ['4/5', '8/9', '6/5', '8/3', '5'] -> 8/3 / (8/9 - 4/5) - 6/5 * 5
[195418] ['2/9', '4/7', '4/5', '8/9', '3'] -> (8/9 + 3) / (2/9 / (4/7 + 4/5))
[195419] ['3/7', '2/3', '7/8', '5/4', '6'] -> 6 * (2/3 + 5/4 / (3/7 * 7/8))
[195420] ['1/7', '5/9', '5/8', '7/3', '7'] -> 7 / (1/7 + 5/9 * 5/8 / 7/3)
[195421] ['2/5', '3/5', '7/3', '7/3', '7'] -> (2/5 - 7/3 + 7/3 * 7) / 3/5
[195422] ['1/7', '1/6', '1', '6/5', '5/4'] -> 1 / 5/4 / (6/5 - 1/6 / 1/7)
[195423] ['3/5', '7/9', '3/2', '9/2', '8'] -> 3/5 * 8 * (3/2 + 7/9 * 9/2)
[195424] ['1/5', '1/3', '1', '9/7', '7/2'] -> (1/3 + 1 / 1/5) * 9/7 * 7/2
[195425] ['3/5', '8/7', '3/2', '9/4', '6'] -> 8/7 * (6 / (3/5 / 9/4) - 3/2)
[195426] ['7/9', '6/7', '6/5', '9/2', '9'] -> 9 / (9/2 * (6/7 - 7/9)) - 6/5
[195427] ['1/3', '5/6', '8/7', '6/5', '6'] -> (6 + 5/6 * 6/5) / (1/3 / 8/7)
[195428] ['3/7', '6/5', '6/5', '2', '9/4'] -> 2 / (6/5 / (3/7 * 6/5) - 9/4)
[195429] ['2/9', '4/7', '4/5', '8/7', '3'] -> 8/7 / (4/7 / 4/5 - 2/9 * 3)
[195430] ['1/3', '5/6', '8/7', '5/4', '6'] -> 6 / (5/6 / 8/7 / 5/4 - 1/3)
[195431] ['3/5', '8/7', '3/2', '5/2', '6'] -> 8/7 * 5/2 * (3/2 * 6 - 3/5)
[195432] ['7/9', '6/7', '5/4', '9/7', '9'] -> 6/7 * 9 / (5/4 / 7/9 - 9/7)
[195433] ['3/5', '7/9', '8/5', '9/2', '8'] -> 9/2 * (8/5 + 8 * 3/5 * 7/9)
[195434] ['2/5', '3/5', '7/2', '7/2', '7'] -> (2/5 + 7/2 + 7/2 + 7) / 3/5
[195435] ['1/9', '3/5', '6/7', '8/7', '9'] -> 8/7 / (6/7 / (3/5 * 9) - 1/9)
[195436] ['3/7', '6/5', '6/5', '2', '8/3'] -> (6/5 + 2) / (6/5 / 3/7 - 8/3)
[195437] ['4/5', '8/9', '5/4', '4/3', '5'] -> 5 / (4/3 - 5/4 * 4/5 / 8/9)
[195438] ['1/3', '5/6', '8/7', '4/3', '6'] -> (5/6 + 6 + 4/3 / 8/7) / 1/3
[195439] ['1/5', '1/3', '1', '4/3', '7/4'] -> (7/4 / 1/5 - 1 / 4/3) / 1/3
[195440] ['3/4', '7/9', '7/4', '7/4', '8'] -> 3/4 * 8 * (7/4 + 7/4 / 7/9)
[195441] ['3/7', '2/3', '7/8', '5/3', '6'] -> 6 / 2/3 / (7/8 / 3/7 - 5/3)
[195442] ['2/5', '5/8', '5/8', '5/8', '7'] -> (7 - 5/8 / 5/8) / (2/5 * 5/8)
[195443] ['5/7', '8/9', '7/5', '2', '8/3'] -> 8/3 / (2 - (8/9 + 5/7 * 7/5))
[195444] ['1/7', '5/9', '2/3', '5/7', '7'] -> (7 + 5/7 / (1/7 * 5/9)) / 2/3
[195445] ['1/7', '1/6', '1', '6/5', '7/4'] -> 1 / (7/4 * 1/7 / 6/5 - 1/6)
[195446] ['3/7', '6/5', '6/5', '2', '9/2'] -> 2 * 9/2 / (3/7 / 6/5) - 6/5
[195447] ['3/5', '7/9', '5/3', '7/4', '8'] -> 8 / (3/5 - 7/9 / 5/3 / 7/4)
[195448] ['1/3', '5/6', '8/7', '7/5', '6'] -> 8/7 * 7/5 * 6 / (1/3 / 5/6)
[195449] ['1/5', '1/3', '1', '4/3', '9/4'] -> (1 / 1/5 + 4/3 * 9/4) / 1/3
[195450] ['2/5', '5/8', '5/8', '2/3', '7'] -> 7 / (2/5 * 5/8 - (5/8 - 2/3))
[195451] ['4/5', '8/9', '5/4', '3/2', '5'] -> 5 / (3/2 * (5/4 - 8/9 / 4/5))
[195452] ['3/5', '7/9', '5/3', '9/4', '8'] -> 8 / (7/9 - 3/5 * 5/3 / 9/4)
[195453] ['3/7', '2/3', '7/8', '9/4', '6'] -> 6 / (3/7 / 2/3) / (7/8 / 9/4)
[195454] ['3/4', '7/9', '7/4', '5/2', '8'] -> 3/4 * 8 / (5/2 - 7/4 / 7/9)
[195455] ['7/9', '6/7', '5/4', '9/4', '9'] -> 9 / (9/4 - 5/4 / (7/9 * 6/7))
[195456] ['1/3', '5/6', '8/7', '3/2', '6'] -> 6 / ((3/2 - 5/6) / 8/7 - 1/3)
[195457] ['3/5', '8/7', '8/5', '5/3', '6'] -> 6 * (5/3 + 8/5 / (3/5 * 8/7))
[195458] ['3/5', '7/9', '5/3', '7/2', '8'] -> 8 * (7/9 / 7/2 + 5/3 / 3/5)
[195459] ['3/7', '2/3', '7/8', '5/2', '6'] -> (6 + 5/2 / (2/3 * 7/8)) / 3/7
[195460] ['2/5', '5/8', '5/8', '7/9', '7'] -> 7 / (7/9 * (5/8 - 2/5 * 5/8))
[195461] ['1/9', '3/5', '6/7', '7/5', '9'] -> 3/5 + 7/5 * (9 + 6/7 / 1/9)
[195462] ['1/5', '1/3', '1', '7/5', '7/5'] -> (1/5 + 7/5) / (7/5 - (1/3 + 1))
[195463] ['3/4', '7/9', '9/5', '9/4', '8'] -> 9/5 * 8 * (9/4 - 3/4 * 7/9)
[195464] ['3/5', '7/9', '7/4', '7/4', '8'] -> 8 / (3/5 / 7/4) / (7/4 - 7/9)
[195465] ['3/5', '8/7', '8/5', '9/5', '6'] -> 8/7 * (3/5 + 6 * (8/5 + 9/5))
[195466] ['7/9', '6/7', '5/4', '7/2', '9'] -> 9 * (7/2 - 5/4 * 7/9 * 6/7)
[195467] ['3/7', '2/3', '7/8', '8/3', '6'] -> (8/3 + (2/3 + 6) / 7/8) / 3/7
[195468] ['2/5', '5/8', '5/8', '5/6', '7'] -> (7 + 5/8 / 5/8) / (2/5 * 5/6)
[195469] ['2/9', '4/7', '4/5', '5/3', '3'] -> (3 + 5/3 / (4/7 / 4/5)) / 2/9
[195470] ['1/7', '5/9', '2/3', '8/9', '7'] -> 1/7 * 7 / (2/3 - 5/9 / 8/9)
[195471] ['7/9', '6/7', '5/4', '9/2', '9'] -> 7/9 * 9 * (9/2 - 6/7 * 5/4)
[195472] ['3/7', '2/3', '7/8', '7/2', '6'] -> 2/3 + (6 + 7/2 / 7/8) / 3/7
[195473] ['3/4', '7/9', '9/5', '8/3', '8'] -> 8 / (8/3 * 3/4 / 9/5 - 7/9)
[195474] ['5/7', '8/9', '3/2', '7/4', '2'] -> 2 / (8/9 * 3/2 - 5/7 * 7/4)
[195475] ['1/5', '1/3', '1', '7/5', '9/4'] -> 1 / (1/3 / 7/5 - 1/5) - 9/4
[195476] ['1/7', '1/6', '1', '6/5', '9/2'] -> 6/5 * (9/2 / 1/6 - 1 / 1/7)
[195477] ['1/7', '5/9', '2/3', '9/8', '7'] -> 1/7 * 7 / (2/3 - 5/9 * 9/8)
[195478] ['3/7', '5/6', '5/6', '1', '8/3'] -> 8/3 / (5/6 / 3/7 - (5/6 + 1))
[195479] ['1/5', '1/3', '1', '7/5', '5/2'] -> (1/5 + 7/5) / (1 / 5/2 - 1/3)
[195480] ['3/7', '2/3', '8/9', '8/9', '6'] -> 6 * (8/9 + 8/9 / (3/7 * 2/3))
[195481] ['2/9', '4/7', '4/5', '9/5', '3'] -> 4/5 / 2/9 / (9/5 / 4/7 - 3)
[195482] ['1/3', '5/6', '8/7', '7/3', '6'] -> 8/7 * 6 * (7/3 + 1/3 + 5/6)
[195483] ['1/7', '5/9', '2/3', '8/7', '7'] -> (7 + 2/3 / 1/7) / (5/9 / 8/7)
[195484] ['2/5', '5/8', '5/8', '8/9', '7'] -> (7 / 2/5 - 5/8) / (5/8 / 8/9)
[195485] ['3/5', '8/7', '5/3', '7/4', '6'] -> 6 / (7/4 * (8/7 - 3/5 * 5/3))
[195486] ['1/7', '1/6', '1', '5/4', '4/3'] -> (1 / (1/7 * 4/3) - 5/4) / 1/6
[195487] ['3/5', '7/9', '7/4', '7/2', '8'] -> 8 * (7/2 / (7/4 - 7/9) - 3/5)
[195488] ['1/5', '1/3', '1', '7/5', '7/2'] -> (7/5 - 1/3) / (1/5 / (1 + 7/2))
[195489] ['1/3', '5/6', '8/7', '5/2', '6'] -> 8/7 * (5/2 / 5/6 + 6 / 1/3)
[195490] ['2/5', '5/8', '5/8', '9/8', '7'] -> (7 / 2/5 - 5/8) / (5/8 * 9/8)
[195491] ['3/4', '7/9', '9/4', '9/4', '8'] -> 3/4 * 8 * (9/4 + 7/9 * 9/4)
[195492] ['2/9', '4/7', '4/5', '7/3', '3'] -> (3 - 4/7 / 4/5) / (2/9 / 7/3)
[195493] ['1/7', '5/9', '2/3', '6/5', '7'] -> (2/3 + 6/5) / (5/9 / (1/7 + 7))
[195494] ['3/5', '8/7', '5/3', '9/5', '6'] -> 8/7 * 9/5 * (5/3 + 6 / 3/5)
[195495] ['1/3', '5/6', '8/7', '8/3', '6'] -> 6 * (8/3 + 8/7 * (1/3 + 5/6))
[195496] ['3/7', '2/3', '8/9', '7/6', '6'] -> 6 / (2/3 / 8/9 - 3/7 * 7/6)
[195497] ['7/9', '6/7', '9/7', '9/5', '9'] -> 6/7 + 9/5 * (9/7 + 9 / 7/9)
[195498] ['3/4', '7/9', '9/4', '5/2', '8'] -> 8 / (3/4 * 7/9 + 9/4 - 5/2)
[195499] ['3/7', '6/5', '5/4', '2', '5/2'] -> 2 / (6/5 * 5/2 - 5/4 / 3/7)
[195500] ['2/5', '5/8', '5/8', '7/6', '7'] -> 7 / (7/6 - (5/8 + 2/5 * 5/8))
[195501] ['4/5', '8/9', '9/7', '7/5', '5'] -> (7/5 + 5) / (8/9 - 4/5 / 9/7)
[195502] ['3/4', '7/9', '9/4', '9/2', '8'] -> 8 * (3/4 + 9/2) / (7/9 * 9/4)
