[345736] ['1/5', '1/4', '5/9', '5/8', '8'] -> 8 / (5/9 * (1/5 + 1/4 / 5/8))
[345972] ['1/2', '5/6', '7/8', '6/5', '5'] -> 1/2 * 5 / (5/6 - 7/8 / 6/5)
[345973] ['2/9', '5/9', '5/6', '7/3', '3'] -> (7/3 - 5/6) / (2/9 / (5/9 + 3))
[345974] ['1/9', '1/7', '8/9', '9/7', '8'] -> 8 + (9/7 + 1/9 + 8/9) / 1/7
[345975] ['1/2', '5/6', '7/8', '4/3', '5'] -> 5 / (1/2 * (5/6 + 4/3) - 7/8)
[345976] ['8/9', '1', '9/8', '5/4', '7/4'] -> (5/4 + 7/4) / (9/8 * (1 - 8/9))
[345977] ['5/8', '7/9', '9/7', '8/5', '7'] -> 7 / 5/8 / (8/5 / 9/7 - 7/9)
[345978] ['3/8', '5/8', '9/8', '9/7', '5'] -> 5 / (9/8 - (5/8 + 3/8 / 9/7))
[345979] ['1/9', '1/7', '8/9', '8/5', '8'] -> 8/5 * (8 + (1/9 + 8/9) / 1/7)
[345980] ['8/9', '1', '9/8', '5/4', '9/4'] -> (1 + 8/9 * 9/4) / (5/4 - 9/8)
[345981] ['3/8', '5/8', '9/8', '8/5', '5'] -> 3/8 * 5 / (9/8 / 8/5 - 5/8)
[345982] ['1/9', '1/7', '8/9', '5/3', '8'] -> (5/3 / 1/7 - 8 / 8/9) / 1/9
[345983] ['1/2', '5/6', '7/8', '7/3', '5'] -> 5 / (5/6 / 1/2 + 7/8 - 7/3)
[345984] ['1/9', '1/7', '8/9', '9/5', '8'] -> (8/9 + 1/9 / 1/7) * 9/5 * 8
[345985] ['2/9', '5/9', '6/7', '8/9', '3'] -> 8/9 / (5/9 / (3 - 6/7) - 2/9)
[345986] ['5/8', '7/9', '9/7', '9/5', '7'] -> (9/5 + 9/7 / 5/8) * (7 - 7/9)
[345987] ['1/9', '1/7', '8/9', '9/4', '8'] -> (8/9 / 1/7 - 8 / 9/4) / 1/9
[345988] ['1/5', '1/4', '7/9', '9/4', '8'] -> 8 * (1/4 / 1/5 + 7/9 * 9/4)
[345989] ['2/9', '5/9', '6/7', '8/7', '3'] -> 8/7 / (5/9 - 2/9 - 6/7 / 3)
[345990] ['8/9', '1', '9/8', '5/4', '7/2'] -> 8/9 * (7/2 / (5/4 - 9/8) - 1)
[345991] ['5/8', '7/9', '9/7', '5/2', '7'] -> (7 - 7/9 * 9/7) / (5/8 / 5/2)
[345992] ['1/9', '1/7', '9/8', '7/6', '8'] -> 8 / (1/9 + 1/7) / (9/8 * 7/6)
[345993] ['3/8', '5/8', '8/7', '7/5', '5'] -> (5/8 + 5) * 7/5 / (3/8 / 8/7)
[345994] ['1/5', '1/4', '7/9', '8/3', '8'] -> (8 / 1/4 - 8/3 / 1/5) / 7/9
[345995] ['8/9', '1', '9/8', '9/7', '3/2'] -> 8/9 / (3/2 / (9/8 * 9/7) - 1)
[345996] ['1/9', '1/7', '9/8', '5/4', '8'] -> 8 / (5/4 / 9/8 - 1/9 / 1/7)
[345997] ['1/2', '5/6', '8/9', '3/2', '5'] -> (3/2 + 5) / (5/6 - 1/2 / 8/9)
[345998] ['5/8', '7/9', '4/3', '3/2', '7'] -> 7 / (3/2 - (5/8 + 7/9 / 4/3))
[345999] ['1/5', '1/4', '4/5', '8/9', '8'] -> 4/5 / (1/4 - 1/5 / 8/9) - 8
[346000] ['1/2', '5/6', '8/9', '8/5', '5'] -> 8/5 * (5/6 + 5) / (8/9 - 1/2)
[346001] ['3/8', '5/8', '8/7', '7/3', '5'] -> 8/7 * 7/3 + 5 / (3/8 * 5/8)
[346002] ['1/5', '1/4', '4/5', '9/8', '8'] -> 4/5 / (1/4 - 1/5 * 9/8) - 8
[346003] ['5/8', '7/9', '4/3', '9/5', '7'] -> (4/3 + 7) / (5/8 * 9/5 - 7/9)
[346004] ['5/8', '7/9', '4/3', '9/4', '7'] -> (9/4 + 7 / 7/9) / (5/8 / 4/3)
[346005] ['1/9', '1/7', '9/8', '7/5', '8'] -> 8 / (7/5 * (1/9 + 1/7 / 9/8))
[346006] ['1/2', '5/6', '8/9', '9/5', '5'] -> 8/9 * 9/5 * 5 / (5/6 - 1/2)
[346007] ['1/2', '5/6', '8/9', '9/4', '5'] -> 8/9 * 9/4 * 5 / (1/2 * 5/6)
[346008] ['8/9', '1', '9/8', '9/7', '5/2'] -> 8/9 / (5/2 / (9/8 + 9/7) - 1)
[346009] ['8/9', '1', '9/8', '9/7', '8/3'] -> 8/3 / (8/9 * (1 - 9/8 / 9/7))
[346010] ['5/8', '7/9', '7/5', '7/5', '7'] -> 7 / 7/9 / (7/5 / 7/5 - 5/8)
[346011] ['1/5', '1/4', '5/6', '7/8', '8'] -> (1/5 + 7/8 * 8) / (1/4 / 5/6)
[346012] ['1/9', '1/7', '9/8', '5/3', '8'] -> (5/3 / 1/7 - 9/8 * 8) / 1/9
[346013] ['1/2', '5/6', '8/9', '7/2', '5'] -> (5 + 5/6 + 7/2) / (8/9 - 1/2)
[346014] ['5/8', '7/9', '7/5', '3/2', '7'] -> 7 / (7/9 * 3/2 - 5/8 * 7/5)
[346015] ['1/5', '1/4', '5/6', '8/9', '8'] -> 8 / (1/5 + 1/4) / (5/6 * 8/9)
[346016] ['3/8', '5/8', '7/6', '3/2', '5'] -> 7/6 + 3/2 + 5 / (3/8 * 5/8)
[346017] ['1/9', '1/7', '9/8', '7/4', '8'] -> 8 / (1/9 + 7/4 * 1/7 / 9/8)
[346018] ['3/8', '5/8', '7/6', '8/5', '5'] -> 5 / (3/8 - 7/6 + 5/8 * 8/5)
[346019] ['1/2', '5/6', '9/8', '6/5', '5'] -> 1/2 * 5 / (9/8 / 6/5 - 5/6)
[346020] ['5/8', '7/9', '7/5', '5/3', '7'] -> 7 / (5/8 - 7/9 / 7/5 / 5/3)
[346021] ['8/9', '1', '9/8', '4/3', '8/5'] -> 4/3 / ((8/9 + 1) / 8/5 - 9/8)
[346022] ['1/2', '5/6', '9/8', '4/3', '5'] -> 5 / (1/2 * 5/6 + 9/8 - 4/3)
[346023] ['8/9', '1', '9/8', '4/3', '5/3'] -> (4/3 + 5/3) / (9/8 * (1 - 8/9))
[346024] ['1/2', '5/6', '9/8', '7/5', '5'] -> (1/2 + 5) / (5/6 * (7/5 - 9/8))
[346025] ['3/8', '5/8', '7/6', '9/4', '5'] -> (3/8 + 7/6 * 9/4) / (5/8 / 5)
[346026] ['8/9', '1', '9/8', '4/3', '9/5'] -> 1 / (8/9 / 4/3 - 9/8 / 9/5)
[346027] ['1/9', '1/7', '9/8', '9/2', '8'] -> (8 / (1/9 + 1/7) - 9/2) / 9/8
[346028] ['3/8', '5/8', '7/6', '7/3', '5'] -> 5 * (7/3 + (3/8 + 7/6) / 5/8)
[346029] ['1/9', '1/7', '8/7', '8/7', '8'] -> (8/7 / 1/9 + 8/7 - 8) / 1/7
[346030] ['1/5', '1/4', '6/7', '9/8', '8'] -> 8 / (1/4 / (1/5 * 6/7) - 9/8)
[346031] ['3/8', '5/8', '7/6', '8/3', '5'] -> 5 / (5/8 - 3/8 * 7/6) - 8/3
[346032] ['8/9', '1', '9/8', '4/3', '7/2'] -> (1 + 4/3 * 7/2) / (9/8 - 8/9)
[346033] ['1/9', '1/7', '8/7', '6/5', '8'] -> 8 / (1/7 / 1/9 - 8/7 / 6/5)
[346034] ['3/8', '5/8', '7/6', '7/2', '5'] -> (7/2 + 5) / (5/8 * 7/6 - 3/8)
[346035] ['5/8', '7/9', '7/5', '9/2', '7'] -> 7 / (5/8 * (7/9 - 7/5 / 9/2))
[346036] ['1/9', '1/7', '8/7', '5/4', '8'] -> 8/7 / (1/7 / 1/9 - 5/4) - 8
[346037] ['5/8', '7/9', '3/2', '8/5', '7'] -> 3/2 * (8/5 + 7 / (5/8 * 7/9))
[346038] ['3/8', '5/8', '6/5', '5/4', '5'] -> 6/5 * 5 / (5/4 - (3/8 + 5/8))
[346039] ['1/9', '1/7', '8/7', '9/7', '8'] -> (8 - 8/7) / (1/7 + 1/9 * 9/7)
[346040] ['1/2', '5/6', '8/7', '5/4', '5'] -> 5 / (5/6 / (1/2 * 8/7) - 5/4)
[346041] ['8/9', '1', '9/8', '7/5', '8/5'] -> (7/5 + 8/5) / (9/8 * (1 - 8/9))
[346042] ['3/8', '5/8', '6/5', '9/7', '5'] -> 5 / (5/8 * 6/5 / 9/7 - 3/8)
[346043] ['5/8', '7/9', '3/2', '9/4', '7'] -> (9/4 + 5/8 / 3/2) / (7/9 / 7)
[346044] ['1/5', '1/4', '6/7', '3/2', '8'] -> 8 * (1/4 / 1/5 + 3/2 / 6/7)
[346045] ['3/8', '5/8', '6/5', '7/5', '5'] -> 5 / (7/5 - 6/5) - (3/8 + 5/8)
[346046] ['1/2', '5/6', '8/7', '7/5', '5'] -> 8/7 * 7/5 * 5 / (5/6 - 1/2)
[346047] ['3/8', '5/8', '6/5', '8/5', '5'] -> 6/5 * 5 / (3/8 * 5/8) - 8/5
[346048] ['8/9', '1', '9/8', '7/5', '9/5'] -> (7/5 + 8/9 * 9/5) / (9/8 - 1)
[346049] ['5/8', '7/9', '3/2', '9/2', '7'] -> (3/2 + 9/2 + 7 / 7/9) / 5/8
[346050] ['1/5', '1/4', '6/7', '9/4', '8'] -> 6/7 * 8 * (9/4 + 1/4 / 1/5)
[346051] ['1/2', '5/6', '8/7', '7/4', '5'] -> 8/7 * 7/4 * 5 / (1/2 * 5/6)
[346052] ['1/9', '1/7', '8/7', '5/2', '8'] -> 8 / (1/9 * (1/7 + 8/7 * 5/2))
[346053] ['5/8', '7/9', '8/5', '8/5', '7'] -> 7 / 7/9 / (8/5 / 8/5 - 5/8)
[346054] ['1/2', '5/6', '8/7', '9/5', '5'] -> (5/6 + 5) * 9/5 / (1/2 / 8/7)
[346055] ['1/5', '1/4', '6/7', '8/3', '8'] -> 8 / (1/4 * 6/7) - 8/3 / 1/5
[346056] ['1/2', '5/6', '8/7', '9/4', '5'] -> 5 / (1/2 + 5/6 - 8/7) - 9/4
[346057] ['3/8', '5/8', '5/4', '7/5', '5'] -> (5/4 / 5/8 + 7/5 * 5) / 3/8
[346058] ['5/8', '7/9', '8/5', '9/5', '7'] -> 8/5 + (7/9 + 7) / (5/8 / 9/5)
[346059] ['1/9', '1/7', '7/6', '6/5', '8'] -> 8 / (6/5 * (1/9 + 1/7 * 7/6))
[346060] ['1/2', '5/6', '8/7', '7/3', '5'] -> 8/7 / (1/2 / 7/3 - 5/6 / 5)
[346061] ['1/2', '5/6', '8/7', '5/2', '5'] -> 5 / (1/2 - 5/6 / 8/7 / 5/2)
[346062] ['5/8', '7/9', '8/5', '7/3', '7'] -> (7 + 5/8 * 8/5) / (7/9 / 7/3)
[346063] ['8/9', '1', '9/8', '3/2', '3/2'] -> (3/2 + 3/2) / (9/8 * (1 - 8/9))
[346064] ['3/8', '5/8', '5/4', '9/5', '5'] -> (5 + 5/4 / 3/8) / (5/8 / 9/5)
[346065] ['1/5', '1/4', '7/8', '7/8', '8'] -> 8 * (1/4 / 1/5 + 7/8 + 7/8)
[346066] ['3/8', '5/8', '5/4', '7/3', '5'] -> (5/4 / 3/8 + 7/3 * 5) / 5/8
[346067] ['3/8', '5/8', '9/7', '4/3', '5'] -> 9/7 * (5 / (5/8 - 3/8) - 4/3)
[346068] ['8/9', '1', '9/8', '3/2', '7/4'] -> 8/9 / (7/4 / (9/8 * 3/2) - 1)
[346069] ['1/2', '5/6', '7/6', '4/3', '5'] -> (7/6 + 5 * (5/6 + 4/3)) / 1/2
[346070] ['1/5', '1/4', '7/8', '5/4', '8'] -> 8 * (1/5 + 7/8 / (1/4 * 5/4))
[346071] ['8/9', '1', '9/8', '3/2', '9/4'] -> 9/4 * 8/9 * 3/2 / (9/8 - 1)
[346072] ['1/2', '5/6', '7/6', '7/4', '5'] -> 5 / (1/2 + 7/6 - 5/6 * 7/4)
[346073] ['3/8', '5/8', '9/7', '5/3', '5'] -> (5 / 3/8 - 5/3) / (5/8 / 9/7)
[346074] ['8/9', '1', '9/8', '3/2', '7/3'] -> (1 + 7/3) / (8/9 - 9/8 / 3/2)
[346075] ['3/8', '5/8', '9/7', '7/4', '5'] -> 7/4 * ((5/8 + 5) / 3/8 - 9/7)
[346076] ['1/9', '1/7', '6/5', '5/4', '8'] -> 8 / (5/4 * (1/9 + 1/7)) - 6/5
[346077] ['5/8', '7/9', '7/4', '7/4', '7'] -> 7 / 7/9 / (7/4 / 7/4 - 5/8)
[346078] ['3/8', '5/8', '9/7', '5/2', '5'] -> (5 + 5/2 / 3/8) / (5/8 / 9/7)
[346079] ['5/8', '7/9', '7/4', '7/3', '7'] -> 7/3 / (5/8 - 7/9 + 7/4 / 7)
[346080] ['1/5', '1/4', '7/8', '7/2', '8'] -> 8 / 1/5 - 7/2 / (1/4 * 7/8)
[346081] ['3/8', '5/8', '9/7', '8/3', '5'] -> 9/7 * (5 / (3/8 * 5/8) - 8/3)
[346082] ['5/8', '7/9', '7/4', '7/2', '7'] -> (7/2 + 5/8 / 7/4) * (7 - 7/9)
[346083] ['3/8', '5/8', '9/7', '7/2', '5'] -> 7/2 * (9/7 * (5/8 + 5) - 3/8)
[346084] ['1/5', '1/4', '8/9', '9/8', '8'] -> 8 / (1/4 * 9/8) - 8/9 / 1/5
[346085] ['1/9', '1/7', '6/5', '9/4', '8'] -> 8 / (6/5 * (1/9 + 1/7)) - 9/4
[346086] ['5/8', '7/9', '9/5', '9/5', '7'] -> 7 / 7/9 / (9/5 / 9/5 - 5/8)
[346087] ['1/9', '1/7', '6/5', '7/3', '8'] -> 8 / (1/7 * (7/3 - 1/9)) - 6/5
[346088] ['3/8', '5/8', '4/3', '9/5', '5'] -> 5 * (5/8 / 3/8 + 4/3 + 9/5)
[346089] ['3/8', '5/8', '4/3', '9/4', '5'] -> (9/4 + 5 / 4/3) / (5/8 - 3/8)
[346090] ['1/2', '5/6', '9/7', '8/5', '5'] -> (5/6 + 5) * 8/5 / (1/2 / 9/7)
[346091] ['1/5', '1/4', '8/9', '7/5', '8'] -> 7/5 * 8 / (1/5 + 1/4) - 8/9
[346092] ['3/8', '5/8', '7/5', '7/4', '5'] -> 5 * (7/5 + (3/8 + 7/4) / 5/8)
[346093] ['1/2', '5/6', '9/7', '7/4', '5'] -> 7/4 * (5 / (5/6 - 1/2) - 9/7)
[346094] ['8/9', '1', '9/8', '5/3', '8/3'] -> 8/3 / (8/9 - 5/3 + 1 / 9/8)
[346095] ['1/5', '1/4', '8/9', '5/3', '8'] -> 8 / (1/5 + 1/4 * 8/9 / 5/3)
[346096] ['3/8', '5/8', '7/5', '9/4', '5'] -> (7/5 + 5) * 9/4 / (3/8 / 5/8)
[346097] ['5/8', '7/9', '9/4', '9/4', '7'] -> 7 / 7/9 / (9/4 / 9/4 - 5/8)
[346098] ['1/2', '5/6', '9/7', '9/4', '5'] -> 5 / (5/6 - 1/2 * 9/7) - 9/4
[346099] ['1/9', '1/7', '5/4', '3/2', '8'] -> (8 / (1/9 + 1/7) - 3/2) / 5/4
[346100] ['1/2', '5/6', '9/7', '7/3', '5'] -> (5 + 9/7 * 7/3) / (5/6 - 1/2)
[346101] ['5/8', '7/9', '9/4', '7/2', '7'] -> 7/2 * 7 - (7/9 - 5/8 / 9/4)
[346102] ['3/8', '5/8', '7/5', '9/2', '5'] -> 9/2 * (7/5 * 5 - 5/8 / 3/8)
[346103] ['1/5', '1/4', '8/9', '7/2', '8'] -> (8/9 + 8) * (7/2 - 1/5 / 1/4)
[346104] ['5/8', '7/9', '7/3', '5/2', '7'] -> 5/2 / (5/8 * 7/9) * (7 - 7/3)
[346105] ['1/5', '1/4', '8/9', '9/2', '8'] -> 8 / 1/5 - 9/2 / (1/4 / 8/9)
[346106] ['3/8', '5/8', '8/5', '7/4', '5'] -> (7/4 - 5/8) * 5 / (3/8 / 8/5)
[346107] ['8/9', '1', '9/8', '7/4', '8/3'] -> (1 + 7/4 * 8/3) / (9/8 - 8/9)
[346108] ['5/8', '7/9', '5/2', '5/2', '7'] -> 7 / 7/9 / (5/2 / 5/2 - 5/8)
[346109] ['1/9', '1/7', '5/4', '9/4', '8'] -> 8 * (5/4 + 9/4 * 1/9 / 1/7)
[346110] ['3/8', '5/8', '8/5', '7/3', '5'] -> 5 / (5/8 / 3/8 - 7/3 / 8/5)
[346111] ['1/2', '5/6', '4/3', '7/4', '5'] -> 5 / 1/2 / (5/6 + 4/3 - 7/4)
[346112] ['1/5', '1/4', '9/8', '7/6', '8'] -> 8 / (7/6 / (1/5 / 1/4) - 9/8)
[346113] ['1/2', '5/6', '4/3', '7/3', '5'] -> 7/3 + (5/6 + 4/3) / (1/2 / 5)
[346114] ['3/8', '5/8', '8/5', '9/2', '5'] -> 8/5 * 9/2 * (5 - 5/8 / 3/8)
[346115] ['5/8', '7/9', '5/2', '9/2', '7'] -> 9/2 * (7 - 7/9) - 5/2 / 5/8
[346116] ['1/2', '5/6', '7/5', '7/5', '5'] -> (7/5 + 5) / (5/6 / 1/2 - 7/5)
[346117] ['3/8', '5/8', '5/3', '7/4', '5'] -> (7/4 / 3/8 - 5/3) / (5/8 / 5)
[346118] ['5/8', '7/9', '8/3', '8/3', '7'] -> 7 / 7/9 / (8/3 / 8/3 - 5/8)
[346119] ['1/5', '1/4', '9/8', '5/3', '8'] -> 8 / (1/5 + 1/4 / 9/8 / 5/3)
[346120] ['8/9', '1', '9/8', '9/4', '7/2'] -> 8/9 / (7/2 / (9/8 + 9/4) - 1)
[346121] ['1/9', '1/7', '9/7', '9/4', '8'] -> 8 * (9/4 * (1/9 + 9/7) - 1/7)
[346122] ['3/8', '5/8', '9/4', '7/2', '5'] -> (7/2 * (5 - 9/4) - 5/8) / 3/8
[346123] ['1/5', '1/4', '9/8', '9/2', '8'] -> 8 / 1/5 - 9/2 / (1/4 * 9/8)
[346124] ['1/2', '5/6', '5/3', '5/3', '5'] -> (5/3 + 5/3 * 5) / (1/2 * 5/6)
[346125] ['8/9', '1', '9/8', '7/3', '7/3'] -> (7/3 + 1 + 7/3) / (9/8 - 8/9)
[346126] ['5/8', '4/5', '4/5', '6/5', '7'] -> (4/5 + 6/5) * (4/5 + 7 / 5/8)
[346127] ['1/2', '5/6', '5/3', '7/4', '5'] -> 5 / (5/6 * (1/2 + 7/4) - 5/3)
[346128] ['8/9', '1', '9/8', '7/3', '5/2'] -> 7/3 / (8/9 * 5/2 - (1 + 9/8))
[346129] ['3/8', '5/8', '7/3', '7/2', '5'] -> 7/2 * (7/3 + 5) - 5/8 / 3/8
[346130] ['1/2', '5/6', '5/3', '7/3', '5'] -> (7/3 * 5 - 5/3) / (1/2 * 5/6)
[346131] ['5/8', '4/5', '4/5', '9/7', '7'] -> 9/7 * 7 / (4/5 / 4/5 - 5/8)
[346132] ['8/9', '1', '9/8', '7/3', '7/2'] -> 8/9 / ((7/2 - 7/3) / 9/8 - 1)
[346133] ['1/9', '1/7', '4/3', '7/5', '8'] -> 8 / (1/7 / 1/9 - 4/3 / 7/5)
[346134] ['3/8', '2/3', '2/3', '2/3', '5'] -> (5 + 2/3 / 2/3) / (3/8 * 2/3)
[346135] ['1/2', '5/6', '7/4', '9/5', '5'] -> 9/5 * 5 * (7/4 / 1/2 - 5/6)
[346136] ['3/8', '2/3', '2/3', '5/7', '5'] -> (2/3 / (5/7 - 2/3) - 5) / 3/8
[346137] ['1/2', '5/6', '7/4', '7/2', '5'] -> 5 / (1/2 * 5/6) / (7/4 / 7/2)
[346138] ['3/8', '2/3', '2/3', '6/7', '5'] -> 2/3 + 5 / (6/7 * 3/8 * 2/3)
[346139] ['1/5', '1/4', '8/7', '5/3', '8'] -> 8/7 + 8 / (1/5 + 1/4 / 5/3)
[346140] ['5/8', '4/5', '4/5', '9/5', '7'] -> (4/5 + 7) / (5/8 * 9/5 - 4/5)
[346141] ['1/5', '1/4', '8/7', '7/4', '8'] -> 8/7 / 1/5 + 8 / (1/4 * 7/4)
[346142] ['3/8', '2/3', '2/3', '8/9', '5'] -> (8/9 + (2/3 + 5) / 3/8) / 2/3
[346143] ['8/9', '1', '9/8', '8/3', '7/2'] -> 1 / (7/2 * 8/9 / 8/3 - 9/8)
[346144] ['3/8', '2/3', '2/3', '9/8', '5'] -> 5 / (9/8 - (2/3 + 3/8 * 2/3))
[346145] ['1/2', '5/6', '9/4', '9/2', '5'] -> 5 / (1/2 * 5/6) / (9/4 / 9/2)
[346146] ['1/9', '1/7', '4/3', '9/2', '8'] -> 4/3 / (1/9 * 1/7) / (8 - 9/2)
[346147] ['8/9', '1', '9/8', '8/3', '9/2'] -> (1 + 8/9 * 9/8) * 8/3 * 9/2
[346148] ['5/8', '4/5', '4/5', '8/3', '7'] -> (4/5 + 7) / (5/8 - 4/5 / 8/3)
[346149] ['1/9', '1/7', '7/5', '7/5', '8'] -> 7/5 / 1/9 + 7/5 * (1/7 + 8)
[346150] ['5/8', '4/5', '4/5', '9/2', '7'] -> (4/5 + (9/2 + 7) / 5/8) / 4/5
[346151] ['1/5', '1/4', '8/7', '7/3', '8'] -> 1/4 * 7/3 * (8/7 + 8 / 1/5)
[346152] ['1/2', '6/7', '6/7', '6/7', '5'] -> (6/7 + 6/7) * 5 / (6/7 - 1/2)
[346153] ['1/9', '1/7', '7/5', '5/3', '8'] -> 7/5 * 5/3 * 8 / (1/9 / 1/7)
[346154] ['1/5', '1/4', '8/7', '8/3', '8'] -> (1/4 + 8/3) * (8 + 1/5 * 8/7)
[346155] ['1/2', '6/7', '6/7', '8/9', '5'] -> 5 / (8/9 - 1/2 / 6/7 / 6/7)
[346156] ['1/5', '1/4', '8/7', '7/2', '8'] -> 8 / 1/5 - 7/2 / (1/4 / 8/7)
[346157] ['5/8', '4/5', '5/6', '8/7', '7'] -> 8/7 * 7 / (5/6 - 5/8 * 4/5)
[346158] ['1/9', '1/7', '7/5', '7/3', '8'] -> 7/3 / (1/9 / 7/5 + 1/7 / 8)
[346159] ['3/8', '2/3', '5/7', '4/5', '5'] -> 2/3 + 5 / (4/5 * 3/8 * 5/7)
[346160] ['1/2', '6/7', '6/7', '6/5', '5'] -> (6/7 + 6/5) * 5 / (1/2 * 6/7)
[346161] ['5/8', '4/5', '5/6', '9/7', '7'] -> (4/5 + 9/7 / 5/8) / (5/6 / 7)
[346162] ['5/8', '4/5', '5/6', '7/5', '7'] -> 7 / (7/5 / 4/5 - (5/8 + 5/6))
[346163] ['3/8', '2/3', '5/7', '3/2', '5'] -> (5 / (2/3 * 5/7) - 3/2) / 3/8
[346164] ['1/5', '1/4', '7/6', '7/4', '8'] -> 8 / (1/5 * (7/6 + 7/4) - 1/4)
[346165] ['1/2', '6/7', '6/7', '7/4', '5'] -> 6/7 / (5 * (6/7 - 1/2) - 7/4)
[346166] ['5/8', '4/5', '5/6', '9/5', '7'] -> 9/5 * (4/5 + (5/6 + 7) / 5/8)
[346167] ['1/5', '1/4', '7/6', '9/4', '8'] -> (9/4 + 1/4 / 1/5) / (7/6 / 8)
[346168] ['1/2', '6/7', '6/7', '9/5', '5'] -> (6/7 + 6/7 * 9/5) / (1/2 / 5)
[346169] ['8/9', '1', '8/7', '7/6', '7/6'] -> 8/7 / (1 - 8/9) * (7/6 + 7/6)
[346170] ['1/2', '6/7', '6/7', '9/4', '5'] -> (5 / 1/2 - 6/7) / (6/7 / 9/4)
[346171] ['5/8', '4/5', '6/7', '6/7', '7'] -> (6/7 + 6/7) * 7 / (5/8 * 4/5)
[346172] ['8/9', '1', '8/7', '7/6', '6/5'] -> 8/7 * 7/6 / (8/9 - 1 / 6/5)
[346173] ['1/2', '6/7', '6/7', '7/3', '5'] -> (6/7 + 6/7 * 5) / (1/2 / 7/3)
[346174] ['5/8', '4/5', '6/7', '7/8', '7'] -> 7 / (7/8 - 5/8 * 4/5 / 6/7)
[346175] ['1/9', '1/7', '3/2', '9/2', '8'] -> (9/2 + 8 / (1/9 + 1/7)) / 3/2
[346176] ['1/2', '6/7', '6/7', '5/2', '5'] -> 5 / (1/2 / 5/2) - 6/7 / 6/7
[346177] ['8/9', '1', '8/7', '7/6', '4/3'] -> (4/3 + 8/7 * 7/6) / (1 - 8/9)
[346178] ['1/2', '6/7', '7/8', '7/8', '5'] -> 5 / (7/8 - 1/2 / 6/7 / 7/8)
[346179] ['8/9', '1', '8/7', '7/6', '7/5'] -> 8/7 / (8/9 / 7/6 - 1 / 7/5)
[346180] ['3/8', '2/3', '3/4', '7/8', '5'] -> 5 / (3/8 - 3/4 + 2/3 * 7/8)
[346181] ['1/9', '1/7', '8/5', '9/5', '8'] -> 8 * (8/5 + 9/5 * 1/9 / 1/7)
[346182] ['1/2', '6/7', '7/8', '8/7', '5'] -> 5 / (7/8 - 8/7 * 1/2 / 6/7)
[346183] ['8/9', '1', '8/7', '7/6', '5/3'] -> 8/7 / (5/3 - (8/9 + 1) / 7/6)
[346184] ['5/8', '4/5', '6/7', '6/5', '7'] -> 7 / (5/8 / 6/7) / (6/5 - 4/5)
[346185] ['1/2', '6/7', '7/8', '7/6', '5'] -> 5 / (1/2 * (7/6 - 6/7 * 7/8))
[346186] ['5/8', '4/5', '6/7', '9/7', '7'] -> 7 * (6/7 + 9/7 / (5/8 * 4/5))
[346187] ['1/2', '6/7', '7/8', '6/5', '5'] -> 6/5 * 5 / (6/7 * 7/8 - 1/2)
[346188] ['3/8', '2/3', '7/9', '7/9', '5'] -> (5 + 7/9 / 7/9) / (3/8 * 2/3)
[346189] ['1/2', '6/7', '7/8', '4/3', '5'] -> 5 / (1/2 * 7/8) / (4/3 - 6/7)
[346190] ['1/2', '6/7', '7/8', '7/5', '5'] -> 7/5 * 5 / (7/8 - 1/2 / 6/7)
[346191] ['8/9', '1', '8/7', '7/6', '5/2'] -> 5/2 / (1 / 8/9 - 7/6 / 8/7)
[346192] ['1/2', '6/7', '7/8', '3/2', '5'] -> 5 / (6/7 - 1/2) / (7/8 / 3/2)
[346193] ['8/9', '1', '8/7', '7/6', '8/3'] -> (8/3 + 8/9 / 7/6) / (8/7 - 1)
[346194] ['1/9', '1/7', '5/3', '7/4', '8'] -> 8 / (1/7 / 1/9 - 5/3 / 7/4)
[346195] ['1/5', '1/4', '9/7', '9/4', '8'] -> 8 * (1/4 / 1/5 + 9/4 / 9/7)
[346196] ['8/9', '1', '8/7', '7/6', '9/2'] -> 9/2 * 8/9 / 7/6 / (8/7 - 1)
[346197] ['5/8', '4/5', '6/7', '9/4', '7'] -> (9/4 / 5/8 - 6/7) / (4/5 / 7)
[346198] ['3/8', '2/3', '7/9', '8/7', '5'] -> (5 / (3/8 * 7/9) - 8/7) / 2/3
[346199] ['1/2', '6/7', '7/8', '7/4', '5'] -> (7/8 + 7/4) * (5 / 1/2 - 6/7)
[346200] ['1/2', '6/7', '7/8', '9/5', '5'] -> 5 / (1/2 * 6/7) / (7/8 / 9/5)
[346201] ['5/8', '4/5', '6/7', '7/3', '7'] -> 6/7 * 7/3 * (4/5 + 7 / 5/8)
[346202] ['1/2', '6/7', '7/8', '7/3', '5'] -> 5 / (1/2 / 6/7 - 7/8 / 7/3)
[346203] ['1/5', '1/4', '9/7', '8/3', '8'] -> 9/7 * (8 / 1/4 - 8/3 / 1/5)
[346204] ['8/9', '1', '8/7', '6/5', '4/3'] -> 4/3 / (1 / 6/5 - 8/9 / 8/7)
[346205] ['3/8', '2/3', '7/9', '9/7', '5'] -> (5 + 7/9 * 9/7) / (3/8 * 2/3)
[346206] ['8/9', '1', '8/7', '6/5', '7/5'] -> 8/7 * 7/5 / (8/9 * 6/5 - 1)
[346207] ['1/9', '1/7', '7/4', '7/4', '8'] -> 7/4 / 1/9 + 8 + 1/7 * 7/4
