[106381] ['2/9', '9/8', '7/4', '7/2', '4'] -> (4 + 7/2 / 7/4) / (2/9 * 9/8)
[106617] ['5/8', '6/5', '7/4', '7/4', '3'] -> 3 / (5/8 * (6/5 - 7/4 / 7/4))
[106618] ['5/9', '5/8', '8/5', '8/5', '9'] -> 8/5 + 9 * (8/5 + 5/9 / 5/8)
[106619] ['2/9', '8/7', '6/5', '5/3', '4'] -> 5/3 / (2/9 / 8/7) * (4 - 6/5)
[106620] ['1/7', '1/6', '5/8', '3/2', '3'] -> 3 / (1/7 * (5/8 + 1/6 * 3/2))
[106621] ['4/9', '1/2', '5/7', '7/5', '3'] -> 3 / (1/2 / 4/9 - 5/7 * 7/5)
[106622] ['1/5', '5/8', '5/7', '8/5', '9'] -> 9 / (5/7 * (8/5 - 1/5) - 5/8)
[106623] ['5/8', '6/5', '7/4', '9/4', '3'] -> (7/4 + 9/4) * (6/5 + 3 / 5/8)
[106624] ['4/7', '8/7', '7/6', '7/4', '5'] -> 5 / 4/7 / (7/4 / 8/7 - 7/6)
[106625] ['3/8', '3/8', '2/3', '4/5', '2'] -> 2 / (2/3 / 4/5 - (3/8 + 3/8))
[106626] ['1/8', '1/8', '2/5', '5/3', '7'] -> 7 / (5/3 * (1/8 + 1/8 * 2/5))
[106627] ['1/5', '4/5', '9/5', '5/2', '7'] -> (7 - 9/5) / 1/5 - 4/5 * 5/2
[106628] ['1/8', '6/5', '7/4', '7/4', '4'] -> 4 / (7/4 - 1/8 - 7/4 / 6/5)
[106629] ['5/9', '5/8', '8/5', '9/5', '9'] -> 9 / (5/8 * (8/5 - 5/9 * 9/5))
[106630] ['5/8', '6/5', '7/4', '8/3', '3'] -> 6/5 / (3 / (5/8 * 8/3) - 7/4)
[106631] ['1/8', '2/5', '7/4', '7/2', '6'] -> 6 / (2/5 * (1/8 + 7/4 / 7/2))
[106632] ['4/9', '1/2', '5/7', '5/3', '3'] -> (3 + 5/3 / 5/7) / (4/9 * 1/2)
[106633] ['3/8', '3/8', '2/3', '6/7', '2'] -> 2 / (3/8 - 3/8 * 2/3 / 6/7)
[106634] ['5/9', '5/8', '8/5', '9/4', '9'] -> 5/8 + 9 * (9/4 + 5/9 / 8/5)
[106635] ['1/8', '6/5', '7/4', '9/4', '4'] -> 9/4 * (7/4 / 1/8 - 4 / 6/5)
[106636] ['5/8', '6/5', '7/4', '3', '7/2'] -> (7/4 + 7/2) / (5/8 / 3) - 6/5
[106637] ['1/3', '1', '9/8', '8/7', '7/2'] -> (1 + 9/8 * 8/7) / (1/3 / 7/2)
[106638] ['1/5', '4/5', '9/4', '7/3', '7'] -> (4/5 * 9/4 + 7 / 7/3) / 1/5
[106639] ['4/9', '1/2', '5/7', '7/4', '3'] -> 3 / (5/7 * 7/4 - 1/2 / 4/9)
[106640] ['4/7', '8/7', '7/6', '5/2', '5'] -> 5 * 8/7 * 5/2 / (7/6 - 4/7)
[106641] ['5/9', '5/8', '8/5', '5/2', '9'] -> 5/2 * (8/5 + 9 * 5/9 / 5/8)
[106642] ['2/9', '8/7', '6/5', '5/2', '4'] -> 8/7 * (6/5 * 5/2 + 4 / 2/9)
[106643] ['1/7', '1/6', '5/8', '5/2', '3'] -> 3 / (5/8 / (5/2 - 1/6) - 1/7)
[106644] ['3/8', '3/8', '2/3', '7/6', '2'] -> 2 / (3/8 - 7/6 * 3/8 * 2/3)
[106645] ['3/5', '3/4', '8/5', '8/5', '4'] -> 8/5 / (3/5 - 8/5 / (3/4 * 4))
[106646] ['4/7', '8/7', '7/6', '8/3', '5'] -> 4/7 / (5 - (8/3 + 8/7 + 7/6))
[106647] ['1/3', '1', '9/8', '8/7', '9/2'] -> 1 / (1/3 / 8/7 - 9/8 / 9/2)
[106648] ['2/9', '3/8', '9/8', '7/4', '8'] -> 9/8 / 3/8 / (8 - 7/4 / 2/9)
[106649] ['1/8', '1/8', '2/5', '7/2', '7'] -> (7/2 + 7) / (1/8 + 1/8 / 2/5)
[106650] ['1/5', '4/5', '9/4', '9/2', '7'] -> (1/5 + 7) / (4/5 - 9/4 / 9/2)
[106651] ['1/7', '1/6', '5/8', '8/3', '3'] -> 3 / (1/7 * (8/3 - 5/8) - 1/6)
[106652] ['5/9', '5/8', '8/5', '7/2', '9'] -> 8/5 / (7/2 / (5/8 * 9) - 5/9)
[106653] ['1/3', '1', '9/8', '7/6', '6/5'] -> (1/3 + 7/6) / (1 - 9/8 / 6/5)
[106654] ['3/5', '3/4', '8/5', '5/3', '4'] -> 4 / (3/4 - 3/5) - 8/5 * 5/3
[106655] ['1/8', '2/5', '9/4', '7/3', '6'] -> 7/3 * (6 + 9/4 / (1/8 + 2/5))
[106656] ['3/8', '3/8', '2/3', '9/7', '2'] -> 2 / (2/3 - (3/8 + 3/8) / 9/7)
[106657] ['5/8', '6/5', '9/5', '3', '9/2'] -> (9/5 / 6/5 + 3 * 9/2) / 5/8
[106658] ['4/7', '8/7', '7/6', '9/2', '5'] -> 9/2 * (7/6 * 5 - 4/7 / 8/7)
[106659] ['4/7', '8/7', '6/5', '6/5', '5'] -> (6/5 + 6/5) * 5 / (4/7 / 8/7)
[106660] ['2/9', '3/8', '9/8', '9/5', '8'] -> 8 / (3/8 / (9/5 - 9/8) - 2/9)
[106661] ['1/5', '5/8', '5/7', '7/2', '9'] -> 9 / 1/5 / (5/7 * 7/2 - 5/8)
[106662] ['1/8', '6/5', '9/4', '9/4', '4'] -> 9/4 * 4 + 9/4 / (1/8 * 6/5)
[106663] ['1/8', '2/5', '9/4', '8/3', '6'] -> 9/4 / (1/8 / 2/5) * (6 - 8/3)
[106664] ['5/8', '6/5', '9/4', '9/4', '3'] -> 3 / (5/8 * (6/5 - 9/4 / 9/4))
[106665] ['1/5', '4/5', '7/3', '5/2', '7'] -> (7/3 - 1/5) * (5/2 + 7 / 4/5)
[106666] ['1/7', '1/6', '2/3', '4/5', '3'] -> 3 / (1/7 * (2/3 + 1/6 / 4/5))
[106667] ['3/5', '3/4', '8/5', '7/3', '4'] -> 8/5 / (3/4 * 4 - (3/5 + 7/3))
[106668] ['5/8', '6/5', '9/4', '7/3', '3'] -> 7/3 * 3 / (5/8 / 9/4) - 6/5
[106669] ['2/9', '8/7', '5/4', '4/3', '4'] -> 4 / (2/9 + 4/3) / (5/4 - 8/7)
[106670] ['4/7', '8/7', '6/5', '9/7', '5'] -> 5 * 4/7 * 6/5 / (9/7 - 8/7)
[106671] ['3/8', '3/8', '2/3', '5/3', '2'] -> (5/3 + 2 / 3/8) / (2/3 - 3/8)
[106672] ['2/7', '1/2', '7/9', '7/5', '7'] -> (7/9 + 7) * (2/7 + 7/5 / 1/2)
[106673] ['5/9', '5/8', '5/3', '7/2', '9'] -> 5/9 / (5/3 * 7/2 / 9 - 5/8)
[106674] ['1/7', '1/6', '2/3', '5/6', '3'] -> (3 / 1/7 - 5/6 / 1/6) / 2/3
[106675] ['1/8', '6/5', '9/4', '8/3', '4'] -> 8/3 + 9/4 / 1/8 + 4 / 6/5
[106676] ['1/8', '1/8', '3/7', '5/8', '7'] -> 3/7 / (1/8 - (1/8 + 5/8) / 7)
[106677] ['5/8', '6/5', '9/4', '3', '7/2'] -> 3 * ((9/4 + 7/2) / 5/8 - 6/5)
[106678] ['4/7', '8/7', '6/5', '4/3', '5'] -> (8/7 + 6/5 * 4/3) / (4/7 / 5)
[106679] ['2/9', '3/8', '8/7', '7/6', '8'] -> 8 + 8/7 * 7/6 / (2/9 * 3/8)
[106680] ['3/8', '3/8', '2/3', '9/5', '2'] -> 2 / (2/3 - (3/8 + 3/8 / 9/5))
[106681] ['2/9', '8/7', '5/4', '3/2', '4'] -> 8/7 * (4 / (2/9 / 5/4) - 3/2)
[106682] ['1/7', '1/6', '2/3', '7/8', '3'] -> 3 / (1/6 / 2/3 - 1/7 * 7/8)
[106683] ['3/5', '3/4', '5/3', '7/4', '4'] -> 4 / (5/3 - 3/5 * (3/4 + 7/4))
[106684] ['2/7', '1/2', '7/9', '3/2', '7'] -> ((7 - 1/2) / 7/9 - 3/2) / 2/7
[106685] ['1/8', '1/8', '3/7', '5/7', '7'] -> (7 - 5/7 / 1/8) / (1/8 * 3/7)
[106686] ['5/9', '5/8', '7/4', '9/4', '9'] -> 7/4 + 9/4 * (9 + 5/9 / 5/8)
[106687] ['2/9', '3/8', '8/7', '6/5', '8'] -> 8/7 + 8 / (2/9 * (3/8 + 6/5))
[106688] ['1/7', '1/6', '2/3', '9/8', '3'] -> 3 / (1/7 * (9/8 - 1/6 / 2/3))
[106689] ['1/5', '5/6', '5/6', '7/8', '7'] -> 7 / (1/5 * 7/8) / (5/6 + 5/6)
[106690] ['4/7', '8/7', '6/5', '3/2', '5'] -> (6/5 + 8/7 / 4/7) * 3/2 * 5
[106691] ['1/8', '2/5', '5/2', '9/2', '6'] -> 9/2 * 6 / (1/8 + 2/5 * 5/2)
[106692] ['5/8', '6/5', '7/3', '3', '7/2'] -> 7/2 / (3 - (7/3 + 5/8 / 6/5))
[106693] ['1/3', '1', '9/8', '6/5', '3/2'] -> 1 / 1/3 / (3/2 / 6/5 - 9/8)
[106694] ['2/9', '3/8', '8/7', '5/4', '8'] -> (8 - 5/4 / 3/8) / (2/9 / 8/7)
[106695] ['5/9', '5/8', '7/4', '7/3', '9'] -> 9 / (5/8 / 5/9 - 7/4 / 7/3)
[106696] ['2/7', '1/2', '7/9', '5/3', '7'] -> (7 + 5/3 / (2/7 * 1/2)) / 7/9
[106697] ['1/7', '1/6', '2/3', '6/5', '3'] -> 3 / (1/7 * (1/6 + 2/3)) - 6/5
[106698] ['1/8', '1/8', '3/7', '7/9', '7'] -> (7 + 1/8 / 1/8) / (3/7 * 7/9)
[106699] ['4/9', '1/2', '3/4', '6/5', '3'] -> 3/4 / (4/9 - 1/2 / 6/5) - 3
[106700] ['3/5', '3/4', '5/3', '7/2', '4'] -> (7/2 + 3/5 * 5/3) / (3/4 / 4)
[106701] ['1/3', '1', '9/8', '6/5', '5/3'] -> 1 / (1/3 * 5/3) / (6/5 - 9/8)
[106702] ['5/9', '5/8', '7/4', '5/2', '9'] -> 9 / (5/8 / 5/9 + 7/4 - 5/2)
[106703] ['4/7', '8/7', '6/5', '7/4', '5'] -> 6/5 * 5 / (8/7 / 4/7 - 7/4)
[106704] ['3/8', '3/8', '5/7', '7/9', '2'] -> 2 / (7/9 * (3/8 - 3/8 * 5/7))
[106705] ['2/9', '3/8', '8/7', '4/3', '8'] -> 3/8 + 8 / (4/3 * 2/9 * 8/7)
[106706] ['4/9', '1/2', '3/4', '9/7', '3'] -> 3 / (1/2 / (4/9 * 9/7) - 3/4)
[106707] ['1/8', '1/8', '3/7', '5/6', '7'] -> 7 / 3/7 + (1/8 + 5/6) / 1/8
[106708] ['1/8', '6/5', '5/2', '5/2', '4'] -> 5/2 / 1/8 / (4 / 6/5 - 5/2)
[106709] ['4/7', '8/7', '6/5', '9/5', '5'] -> 5 * (6/5 + 9/5 / (4/7 / 8/7))
[106710] ['1/5', '5/8', '3/4', '4/3', '9'] -> 9 / (5/8 * (3/4 - 1/5 / 4/3))
[106711] ['3/5', '3/4', '7/4', '9/4', '4'] -> (3/4 + 7/4) * (3/5 + 9/4 * 4)
[106712] ['2/7', '1/2', '7/9', '9/4', '7'] -> 7/9 * 9/4 * (7 / 1/2 - 2/7)
[106713] ['5/8', '6/5', '8/3', '8/3', '3'] -> 3 / (5/8 * (6/5 - 8/3 / 8/3))
[106714] ['1/8', '3/7', '3/7', '4/9', '6'] -> 6 + 3/7 / 4/9 / (1/8 * 3/7)
[106715] ['1/7', '1/6', '2/3', '8/5', '3'] -> 8/5 / (2/3 / (3 - 1/7) - 1/6)
[106716] ['4/9', '1/2', '3/4', '8/5', '3'] -> (3/4 + 3 / 4/9) / (1/2 / 8/5)
[106717] ['5/8', '6/5', '8/3', '3', '7/2'] -> 8/3 * (6/5 * 7/2 + 3 / 5/8)
[106718] ['2/9', '8/7', '5/4', '8/3', '4'] -> 8/3 / (5/4 - 8/7) - 2/9 * 4
[106719] ['1/3', '1', '9/8', '6/5', '5/2'] -> 1 / (9/8 / 6/5 / 5/2 - 1/3)
[106720] ['1/7', '1/6', '2/3', '9/5', '3'] -> 9/5 * (3 / 1/6 - 2/3 / 1/7)
[106721] ['1/5', '5/6', '5/6', '4/3', '7'] -> 7 / (1/5 * (5/6 + 5/6 / 4/3))
[106722] ['2/9', '3/8', '8/7', '5/3', '8'] -> (5/3 + 3/8 * 8) / (2/9 / 8/7)
[106723] ['1/8', '3/7', '3/7', '3/5', '6'] -> (6 - 3/7 / 3/7) / (1/8 / 3/5)
[106724] ['5/8', '6/5', '3', '7/2', '7/2'] -> 3 / 5/8 / (6/5 - 7/2 / 7/2)
[106725] ['1/8', '1/8', '3/7', '7/6', '7'] -> (7 - 7/6 / (1/8 / 3/7)) / 1/8
[106726] ['3/5', '3/4', '7/4', '7/2', '4'] -> 4 / (3/4 - 7/2 + 7/4 / 3/5)
[106727] ['2/9', '8/7', '5/4', '7/2', '4'] -> 8/7 * (5/4 + 4 + 7/2 / 2/9)
[106728] ['5/8', '5/4', '5/4', '5/4', '3'] -> 3 / (5/8 - 5/4 / (5/4 + 5/4))
[106729] ['4/9', '1/2', '7/9', '4/5', '3'] -> 3 / (7/9 / (4/9 + 4/5) - 1/2)
[106730] ['5/9', '5/8', '9/5', '7/3', '9'] -> (9/5 + 9 + 7/3 / 5/9) / 5/8
[106731] ['1/8', '3/7', '3/7', '4/5', '6'] -> (6 + 3/7 / (1/8 * 4/5)) / 3/7
[106732] ['1/5', '5/6', '5/6', '3/2', '7'] -> (5/6 / 5/6 + 7 / 1/5) / 3/2
[106733] ['2/7', '1/2', '4/5', '5/6', '7'] -> 4/5 / 5/6 * (1/2 + 7 / 2/7)
[106734] ['1/8', '6/5', '4', '9/2', '9/2'] -> (9/2 - 9/2 / 6/5) / (1/8 / 4)
[106735] ['1/5', '5/8', '7/9', '6/7', '9'] -> 9 / (5/8 * (6/7 - 1/5 / 7/9))
[106736] ['4/7', '8/7', '5/4', '4/3', '5'] -> (4/7 + 5 / 5/4) / (4/3 - 8/7)
[106737] ['3/8', '3/8', '5/7', '9/7', '2'] -> 9/7 * 2 / (3/8 - 3/8 * 5/7)
[106738] ['1/7', '1/6', '5/7', '3/4', '3'] -> (1/7 + 3) / (1/6 + 5/7 - 3/4)
[106739] ['1/8', '5/4', '5/4', '5/4', '4'] -> (5/4 * 4 - 5/4) / (1/8 * 5/4)
[106740] ['1/3', '1', '9/8', '6/5', '9/2'] -> 1/3 * 9/2 / (1 - 9/8 / 6/5)
[106741] ['5/9', '5/8', '9/5', '7/2', '9'] -> 9/5 / (7/2 / (5/9 * 9) - 5/8)
[106742] ['2/9', '8/7', '5/4', '4', '9/2'] -> 9/2 / (5/4 - 8/7) - 4 / 2/9
[106743] ['2/7', '1/2', '4/5', '7/8', '7'] -> (1/2 + 7) / (7/8 * 2/7 / 4/5)
[106744] ['1/7', '1/6', '5/7', '7/9', '3'] -> 1/7 + 5/7 + 3 / (1/6 * 7/9)
[106745] ['1/5', '5/8', '7/9', '7/8', '9'] -> 1/5 + (7/9 + 7/8) / (5/8 / 9)
[106746] ['3/5', '3/4', '9/4', '7/3', '4'] -> 4 / ((9/4 - 3/4) / 3/5 - 7/3)
[106747] ['4/7', '8/7', '5/4', '3/2', '5'] -> (8/7 + 5) / (3/2 - 5/4) - 4/7
[106748] ['1/3', '1', '9/8', '5/4', '9/7'] -> 1 / (5/4 - (1/3 + 9/8 / 9/7))
[106749] ['1/5', '5/8', '7/9', '8/9', '9'] -> 9 / (5/8 * (7/9 - 1/5 * 8/9))
[106750] ['5/8', '5/4', '5/4', '8/3', '3'] -> 5/4 * 3 / (5/8 - 5/4 / 8/3)
[106751] ['1/8', '5/4', '5/4', '5/3', '4'] -> (4 + 5/4 / 5/4) / (1/8 * 5/3)
[106752] ['5/9', '5/8', '9/4', '9/4', '9'] -> 9 / (9/4 - (5/8 + 5/9 * 9/4))
[106753] ['4/7', '8/7', '5/4', '5/3', '5'] -> 5 / (4/7 / 8/7) / (5/3 - 5/4)
[106754] ['1/5', '5/8', '7/9', '9/8', '9'] -> 9 / (5/8 * (7/9 - 1/5 / 9/8))
[106755] ['1/3', '1', '9/8', '5/4', '7/5'] -> 7/5 / (9/8 - (1/3 + 1) / 5/4)
[106756] ['5/8', '5/4', '5/4', '3', '7/2'] -> 5/4 / 5/8 / (5/4 - 7/2 / 3)
[106757] ['1/8', '5/4', '5/4', '9/4', '4'] -> 5/4 / 1/8 + 4 * (5/4 + 9/4)
[106758] ['3/8', '3/8', '5/7', '8/5', '2'] -> (8/5 + 2) / (3/8 / 5/7 - 3/8)
[106759] ['1/8', '1/8', '3/7', '5/3', '7'] -> (7 / 3/7 - 5/3 / 1/8) / 1/8
[106760] ['1/5', '5/6', '5/6', '7/3', '7'] -> (1/5 + 7) * (7/3 + 5/6 / 5/6)
[106761] ['5/8', '5/4', '5/4', '3', '9/2'] -> 5/4 / 5/4 / (3 / 9/2 - 5/8)
[106762] ['4/7', '8/7', '5/4', '7/4', '5'] -> (7/4 + 5 * (8/7 + 5/4)) / 4/7
[106763] ['4/9', '1/2', '7/9', '7/5', '3'] -> 4/9 * 3 / (7/9 / 7/5 - 1/2)
[106764] ['1/8', '5/4', '5/4', '8/3', '4'] -> 5/4 / 1/8 + 8/3 * (5/4 + 4)
[106765] ['3/5', '3/4', '7/3', '5/2', '4'] -> 7/3 + (3/4 + 5/2) / (3/5 / 4)
[106766] ['1/7', '1/6', '5/7', '8/5', '3'] -> (5/7 * 8/5 - (1/7 - 3)) / 1/6
[106767] ['1/5', '5/8', '7/9', '7/6', '9'] -> 1/5 + 9 * (7/9 + 7/6 / 5/8)
[106768] ['1/8', '1/8', '3/7', '9/4', '7'] -> (3/7 + 9/4 / (1/8 * 7)) / 1/8
[106769] ['1/8', '3/7', '3/7', '5/3', '6'] -> (6 - 3/7 / 3/7) / (1/8 * 5/3)
[106770] ['5/8', '5/4', '9/7', '4/3', '3'] -> 3 / ((5/8 + 5/4) / 9/7 - 4/3)
[106771] ['3/5', '3/4', '7/3', '8/3', '4'] -> (7/3 + 8/3) * (4 + 3/5 / 3/4)
[106772] ['1/8', '1/8', '3/7', '5/2', '7'] -> 3/7 * 7 + (1/8 + 5/2) / 1/8
[106773] ['4/9', '1/2', '7/9', '9/5', '3'] -> 4/9 / (1/2 / 9/5 - 7/9 / 3)
[106774] ['1/5', '5/6', '5/6', '9/2', '7'] -> (9/2 / (1/5 * 5/6) - 7) / 5/6
[106775] ['3/8', '3/8', '5/7', '2', '7/3'] -> 2 / 7/3 / (3/8 + 3/8 - 5/7)
[106776] ['1/7', '1/6', '5/7', '9/5', '3'] -> (1/7 + 3 * 5/7 * 9/5) / 1/6
[106777] ['5/8', '5/4', '9/7', '7/5', '3'] -> 3 / (5/4 - 7/5 * 5/8 * 9/7)
[106778] ['2/9', '8/7', '9/7', '9/4', '4'] -> (8/7 + 4) / (2/9 * (9/4 - 9/7))
[106779] ['4/7', '8/7', '5/4', '7/3', '5'] -> 8/7 / (7/3 - 5 * 4/7 / 5/4)
[106780] ['2/9', '3/8', '7/6', '5/3', '8'] -> (8 + 5/3 / (2/9 * 3/8)) / 7/6
[106781] ['3/5', '3/4', '7/3', '7/2', '4'] -> 4 * (3/4 + 7/2 / 3/5) - 7/3
[106782] ['1/7', '1/6', '5/7', '3', '9/2'] -> (9/2 - 1/7) / 1/6 - 5/7 * 3
[106783] ['1/5', '5/8', '7/9', '4/3', '9'] -> 7/9 / 5/8 / (1/5 - 4/3 / 9)
[106784] ['5/8', '5/4', '9/7', '5/3', '3'] -> 5/3 / (5/8 / 9/7 - 5/4 / 3)
[106785] ['3/5', '3/4', '5/2', '5/2', '4'] -> (5/2 + 5/2) * (4 + 3/5 / 3/4)
[106786] ['1/8', '3/7', '4/9', '4/9', '6'] -> (6 + 4/9 / 4/9) / (1/8 / 3/7)
[106787] ['1/8', '1/8', '4/9', '3/5', '7'] -> (7 / 3/5 - 1/8 / 1/8) / 4/9
[106788] ['1/3', '1', '9/8', '9/7', '5/3'] -> 1/3 / (5/3 - (1 + 9/8) / 9/7)
[106789] ['1/8', '5/4', '9/7', '9/4', '4'] -> (5/4 + 4) / (9/4 * 1/8 / 9/7)
[106790] ['2/9', '8/7', '4/3', '3/2', '4'] -> (3/2 * 4 - 4/3) / (2/9 / 8/7)
[106791] ['2/9', '3/8', '7/6', '8/3', '8'] -> 8 * (2/9 + 7/6 / 3/8) - 8/3
[106792] ['4/7', '8/7', '9/7', '8/5', '5'] -> (9/7 + 4/7 + 8/7) * 8/5 * 5
[106793] ['1/8', '5/4', '9/7', '7/3', '4'] -> (9/7 - 5/4 / 7/3) / (1/8 / 4)
[106794] ['2/7', '1/2', '4/5', '8/3', '7'] -> 4/5 * (7 / (1/2 - 2/7) - 8/3)
[106795] ['1/5', '5/8', '7/9', '8/5', '9'] -> (7/9 * 9 + 8/5 / 1/5) / 5/8
[106796] ['5/8', '5/4', '9/7', '7/3', '3'] -> 3 / (9/7 - (5/8 + 5/4 / 7/3))
[106797] ['1/8', '1/8', '4/9', '3/4', '7'] -> (7 + 1/8 / 1/8) / (4/9 * 3/4)
[106798] ['3/8', '3/8', '3/4', '6/7', '2'] -> 3/4 * 2 / (3/8 / 6/7 - 3/8)
[106799] ['1/7', '1/6', '3/4', '9/8', '3'] -> 3 * (1/6 * 3/4 + 9/8 / 1/7)
[106800] ['1/5', '5/8', '7/9', '5/3', '9'] -> 7/9 * 9 / (5/8 - 1/5 * 5/3)
[106801] ['1/8', '5/4', '9/7', '8/3', '4'] -> (5/4 * 4 - 8/3) / (1/8 / 9/7)
[106802] ['4/9', '1/2', '4/5', '5/4', '3'] -> 3 / (1/2 / 4/9 - 4/5 * 5/4)
[106803] ['1/8', '1/8', '4/9', '7/9', '7'] -> (7 + 1/8 / 1/8) / (7/9 - 4/9)
[106804] ['3/8', '3/8', '3/4', '7/8', '2'] -> (2 + 3/8 / 3/8) / (7/8 - 3/4)
[106805] ['5/9', '2/3', '2/3', '6/5', '9'] -> 9 / (5/9 / (6/5 - 2/3) - 2/3)
[106806] ['5/8', '5/4', '9/7', '5/2', '3'] -> 5/2 / (5/4 / (3 - 9/7) - 5/8)
[106807] ['1/5', '5/6', '6/7', '6/5', '7'] -> 5/6 * (7 / (1/5 / 6/7) - 6/5)
[106808] ['3/5', '7/9', '7/9', '4/5', '4'] -> 7/9 / (7/9 - 3/5 / 4/5) - 4
[106809] ['4/7', '8/7', '9/7', '7/4', '5'] -> (4/7 + 5 / 7/4) / (9/7 - 8/7)
[106810] ['1/3', '1', '9/8', '9/7', '5/2'] -> 1 / (9/8 / 9/7 - 1/3 * 5/2)
[106811] ['1/8', '5/4', '9/7', '7/2', '4'] -> 9/7 * 7/2 / (5/4 / 4 - 1/8)
[106812] ['2/9', '3/8', '6/5', '7/5', '8'] -> 8 / (3/8 * (6/5 - 2/9 * 7/5))
[106813] ['4/7', '8/7', '9/7', '9/5', '5'] -> 5 * (4/7 + 8/7 + 9/7 + 9/5)
[106814] ['4/9', '1/2', '4/5', '7/5', '3'] -> 4/5 / 1/2 / (7/5 - 4/9 * 3)
[106815] ['3/8', '3/8', '3/4', '7/6', '2'] -> 3/4 * 2 / (3/8 * 7/6 - 3/8)
[106816] ['2/9', '3/8', '6/5', '3/2', '8'] -> (8 - 3/2) / (2/9 * 6/5) - 3/8
[106817] ['1/8', '5/4', '4/3', '8/5', '4'] -> 4 / (8/5 - (4/3 + 1/8 / 5/4))
[106818] ['2/9', '8/7', '4/3', '8/3', '4'] -> (8/3 / 8/7 + 4 / 4/3) / 2/9
[106819] ['3/5', '7/9', '7/9', '5/6', '4'] -> 4 / (7/9 + 7/9 - 5/6 / 3/5)
[106820] ['5/9', '2/3', '2/3', '7/5', '9'] -> ((2/3 + 9) / 5/9 - 7/5) / 2/3
[106821] ['1/3', '1', '9/8', '9/7', '9/2'] -> 1 / (9/2 * 1/3 / 9/7 - 9/8)
[106822] ['3/8', '3/8', '3/4', '5/4', '2'] -> 2 / (3/8 / 3/8 / 3/4 - 5/4)
[106823] ['1/8', '5/4', '4/3', '7/4', '4'] -> 4 / ((1/8 + 7/4) / 5/4 - 4/3)
[106824] ['1/5', '5/8', '7/9', '7/3', '9'] -> 7/9 / 7/3 * 9 / (1/5 * 5/8)
[106825] ['5/8', '5/4', '4/3', '4/3', '3'] -> 4/3 / (5/8 / 5/4 - 4/3 / 3)
[106826] ['4/9', '1/2', '4/5', '9/4', '3'] -> 3 / 9/4 / (4/9 / 4/5 - 1/2)
[106827] ['1/5', '5/6', '6/7', '3/2', '7'] -> 6/7 / 3/2 * 7 / (1/5 * 5/6)
[106828] ['1/8', '1/8', '4/9', '8/7', '7'] -> 8/7 / (4/9 * (1/8 - 1/8 / 7))
[106829] ['2/9', '8/7', '7/5', '3/2', '4'] -> (8/7 + 4 / 3/2) / (2/9 / 7/5)
[106830] ['1/3', '1', '9/8', '4/3', '8/5'] -> 1 / (1/3 - 9/8 + 4/3 / 8/5)
[106831] ['4/7', '8/7', '9/7', '9/2', '5'] -> 8/7 / (9/7 - (4/7 + 5) / 9/2)
[106832] ['1/7', '1/6', '3/4', '7/3', '3'] -> 3 / 3/4 / (1/7 * 7/3 - 1/6)
[106833] ['1/8', '1/8', '4/9', '7/6', '7'] -> 7/6 / (1/8 * 1/8) / (4/9 * 7)
[106834] ['2/9', '3/8', '6/5', '7/3', '8'] -> 6/5 * (7/3 / (2/9 * 3/8) - 8)
[106835] ['1/3', '1', '9/8', '4/3', '7/4'] -> 1 / (7/4 - (4/3 + 1/3 * 9/8))
[106836] ['1/8', '3/7', '4/9', '6/7', '6'] -> 6/7 / (3/7 / 4/9 / 6 - 1/8)
[106837] ['1/5', '5/6', '6/7', '5/3', '7'] -> (7 / (1/5 * 6/7) - 5/6) / 5/3
[106838] ['4/7', '8/7', '4/3', '7/5', '5'] -> 8/7 / (4/7 / 5 + 4/3 - 7/5)
[106839] ['2/9', '3/8', '6/5', '5/2', '8'] -> (8 / 5/2 - 6/5) / (2/9 * 3/8)
[106840] ['5/8', '5/4', '7/5', '7/5', '3'] -> 7/5 / (5/8 / 3 + 5/4 - 7/5)
[106841] ['1/5', '5/8', '7/9', '9/2', '9'] -> 9 / (7/9 * 9/2 - 5/8 / 1/5)
[106842] ['4/7', '8/7', '4/3', '3/2', '5'] -> (8/7 + 4/7 * 5) / (3/2 - 4/3)
[106843] ['2/7', '1/2', '5/6', '5/2', '7'] -> (1/2 + 7 * (2/7 + 5/2)) / 5/6
[106844] ['1/8', '5/4', '7/5', '9/5', '4'] -> 9/5 / (1/8 * 4) / (7/5 - 5/4)
[106845] ['1/7', '1/6', '7/9', '4/5', '3'] -> 3 / (1/6 / 7/9 / 4/5 - 1/7)
[106846] ['1/5', '5/8', '4/5', '4/5', '9'] -> 4/5 * 9 / (5/8 * 4/5 - 1/5)
[106847] ['1/5', '5/6', '6/7', '9/5', '7'] -> (9/5 + 1/5 + 6/7) / (5/6 / 7)
[106849] ['5/8', '5/4', '7/5', '3/2', '3'] -> 3 / (5/8 * (7/5 - 3/2 / 5/4))
[106848] ['2/9', '3/8', '6/5', '7/2', '8'] -> 8 * (2/9 * 3/8 + 7/2 / 6/5)
[106850] ['4/7', '8/7', '4/3', '5/3', '5'] -> 8/7 * 5 / (4/7 + 4/3 - 5/3)
[106851] ['1/8', '5/4', '7/5', '7/3', '4'] -> 7/5 / 7/3 * 4 / (1/8 / 5/4)
[106852] ['3/8', '3/8', '7/9', '7/9', '2'] -> 2 / 7/9 / (3/8 / 7/9 - 3/8)
