[257086] ['4/9', '4/5', '7/8', '8/3', '7'] -> (7 + 8/3 / 4/5) / (7/8 - 4/9)
[257323] ['1/5', '1/5', '7/8', '6/5', '7'] -> 7 / (1/5 + 1/5) / (7/8 / 6/5)
[257324] ['1/6', '1/3', '7/9', '1', '7/6'] -> (7/6 / (1/6 * 7/9) - 1) / 1/3
[257325] ['1/9', '1/7', '9/2', '9/2', '6'] -> 1/9 * 6 * (9/2 + 9/2 / 1/7)
[257326] ['2/5', '5/3', '9/4', '5/2', '8'] -> 9/4 * (2/5 * 5/2 + 5/3 + 8)
[257327] ['1/4', '4/7', '5/7', '7/8', '1'] -> (5/7 + 4/7 / 1/4) / (1 - 7/8)
[257328] ['3/8', '4/5', '6/7', '7/5', '9'] -> (9 + 6/7 * 7/5) / (4/5 - 3/8)
[257329] ['2/9', '4/9', '7/4', '9/5', '6'] -> 6 * (2/9 / (9/5 - 7/4) - 4/9)
[257330] ['1/9', '1/7', '2/5', '2/3', '9'] -> (2/3 / (1/7 * 2/5) - 9) / 1/9
[257331] ['1/5', '9/8', '9/8', '9/5', '2'] -> (9/8 / 9/8 + 9/5 + 2) / 1/5
[257332] ['1/6', '1/3', '7/9', '1', '6/5'] -> (1 + 7/9 / 1/3) / (1/6 / 6/5)
[257333] ['1/9', '1/6', '1/6', '1/5', '6'] -> 6 / (1/9 + 1/6 * 1/6 / 1/5)
[257334] ['4/9', '4/9', '2', '7/3', '9/2'] -> 9/2 * (4/9 / 4/9 + 2 + 7/3)
[257335] ['2/9', '3/5', '4/5', '1', '5/4'] -> 4/5 / (2/9 * 3/5) / (5/4 - 1)
[257336] ['1/6', '1/3', '7/9', '1', '5/4'] -> 1/3 / (1 - (7/9 + 1/6 * 5/4))
[257337] ['1/9', '3/7', '8/5', '8/5', '2'] -> (8/5 + 8/5 / 3/7) / (1/9 * 2)
[257338] ['1/5', '1/5', '7/8', '7/5', '7'] -> (7/5 + 7) / (7/8 * (1/5 + 1/5))
[257339] ['1/9', '1/7', '2/5', '5/7', '9'] -> 9 * (5/7 / (2/5 - 1/7) - 1/9)
[257340] ['1/4', '4/7', '5/7', '1', '9/8'] -> (5/7 + 4/7 / 1/4) / (9/8 - 1)
[257341] ['1/4', '5/9', '7/4', '7/4', '9'] -> (5/9 * 9 + 7/4 / 7/4) / 1/4
[257342] ['1/5', '9/8', '9/8', '2', '7/3'] -> 2 * (7/3 / (1/5 / 9/8) - 9/8)
[257343] ['2/7', '4/9', '9/4', '5/2', '3'] -> 5/2 / 4/9 + (9/4 + 3) / 2/7
[257344] ['2/5', '5/3', '9/2', '9/2', '8'] -> 8 / (9/2 / 9/2 - 2/5 * 5/3)
[257345] ['1/5', '9/8', '9/8', '2', '5/2'] -> 5/2 / (1/5 / 2) - 9/8 / 9/8
[257346] ['2/9', '4/9', '9/5', '7/3', '6'] -> 9/5 * (7/3 * 6 - (2/9 + 4/9))
[257347] ['4/9', '4/9', '2', '5/2', '8/3'] -> 8/3 / (5/2 * 4/9 / 2 - 4/9)
[257348] ['1/5', '1/5', '7/8', '5/3', '7'] -> 1/5 / (7/8 * 5/3 / 7 - 1/5)
[257349] ['2/9', '3/5', '4/5', '1', '7/5'] -> (7/5 + 4/5 + 1) / (2/9 * 3/5)
[257350] ['8/9', '9/7', '5/3', '2', '7/3'] -> 9/7 * 7/3 / (2 - 5/3 / 8/9)
[257351] ['1/5', '9/8', '9/8', '2', '7/2'] -> (9/8 + 7/2) / 1/5 - (9/8 - 2)
[257352] ['2/7', '4/9', '7/3', '7/3', '3'] -> (7/3 + 3) / (2/7 * 7/3 - 4/9)
[257353] ['1/9', '3/7', '8/5', '2', '9/4'] -> 2 / (8/5 * 1/9 * 3/7) - 9/4
[257354] ['2/9', '3/5', '4/5', '1', '7/4'] -> 4/5 / 2/9 / (7/4 - (3/5 + 1))
[257355] ['1/6', '1/3', '4/5', '5/6', '1'] -> (4/5 + 1 / (1/6 * 5/6)) / 1/3
[257356] ['1/9', '1/7', '2/5', '5/6', '9'] -> 9 * (2/5 / 1/7 - 1/9 / 5/6)
[257357] ['2/7', '4/9', '7/3', '5/2', '3'] -> (3 / 2/7 - (7/3 - 5/2)) / 4/9
[257358] ['2/9', '3/5', '4/5', '1', '9/5'] -> (1 + (4/5 + 9/5) / 3/5) / 2/9
[257359] ['4/9', '4/9', '2', '7/2', '9/2'] -> (2 + 4/9 / 4/9) * (7/2 + 9/2)
[257360] ['8/9', '9/7', '5/3', '2', '8/3'] -> 8/9 / (8/3 / 2 - 5/3 / 9/7)
[257361] ['2/5', '7/4', '7/4', '8/3', '8'] -> 8 / 2/5 / (7/4 + 7/4 - 8/3)
[257362] ['1/9', '1/6', '1/6', '6/5', '6'] -> 1/9 * 6 / (1/6 - 1/6 / 6/5)
[257363] ['1/9', '1/7', '2/5', '6/7', '9'] -> 1/7 / (1/9 * 6/7) + 9 / 2/5
[257364] ['1/4', '5/9', '9/5', '7/2', '9'] -> 7/2 / 1/4 + 9 + 5/9 * 9/5
[257365] ['2/7', '4/9', '7/3', '8/3', '3'] -> 3 * (7/3 / 2/7 - 4/9 / 8/3)
[257366] ['2/5', '7/4', '7/4', '7/2', '8'] -> 8 * (7/4 + 7/4 / (2/5 * 7/2))
[257367] ['1/9', '1/6', '1/6', '5/4', '6'] -> 6 / (1/9 * (5/4 + 1/6 / 1/6))
[257368] ['1/9', '1/6', '1/6', '9/7', '6'] -> (6 / 9/7 - 1/9 / 1/6) / 1/6
[257369] ['1/9', '1/7', '2/5', '8/9', '9'] -> (9 - 1/9) / (1/7 / 2/5) - 8/9
[257370] ['1/6', '1/3', '4/5', '1', '9/8'] -> (1 / 4/5 + 9/8 / 1/6) / 1/3
[257371] ['1/4', '5/9', '7/3', '7/3', '9'] -> (5/9 * 9 + 7/3 / 7/3) / 1/4
[257372] ['4/9', '4/5', '7/6', '7/3', '7'] -> 7 / (7/3 / 4/5 - 7/6 / 4/9)
[257373] ['2/7', '4/9', '7/3', '3', '9/2'] -> 3 + 7/3 / 4/9 + 9/2 / 2/7
[257374] ['1/5', '9/8', '8/7', '9/7', '2'] -> 9/7 / 1/5 / (9/8 + 8/7 - 2)
[257375] ['4/9', '1/2', '1/2', '5/8', '2'] -> 2 / (4/9 * (1/2 - 1/2 * 5/8))
[257376] ['2/9', '1/2', '1/2', '4/5', '6'] -> 6 / (2/9 * (1/2 + 1/2 / 4/5))
[257377] ['2/9', '3/5', '4/5', '1', '9/2'] -> (1 + 9/2) / 2/9 - 3/5 / 4/5
[257378] ['1/9', '1/6', '1/6', '7/4', '6'] -> (6 - 7/4) / 1/6 - 1/6 / 1/9
[257379] ['1/6', '1/3', '4/5', '1', '7/6'] -> 1/3 / 1/6 / (1 / 4/5 - 7/6)
[257380] ['1/4', '4/7', '5/7', '1', '9/4'] -> (5/7 + (1 + 9/4) / 1/4) / 4/7
[257381] ['1/5', '1/5', '8/9', '5/4', '7'] -> (7 / 5/4 - 1/5) / (1/5 / 8/9)
[257382] ['1/9', '1/6', '1/5', '2/7', '6'] -> 6 / (1/6 / (1/9 + 1/5) - 2/7)
[257383] ['1/9', '1/7', '2/5', '7/6', '9'] -> 7/6 / (1/9 / 1/7) + 9 / 2/5
[257384] ['1/4', '5/9', '5/2', '7/2', '9'] -> (5/9 * 9 - (5/2 - 7/2)) / 1/4
[257385] ['2/9', '1/2', '1/2', '9/7', '6'] -> (1/2 + 1/2 / 9/7) / (2/9 / 6)
[257386] ['1/5', '1/5', '8/9', '4/3', '7'] -> (1/5 + 7) / (4/3 * 1/5 / 8/9)
[257387] ['4/9', '1/2', '1/2', '7/8', '2'] -> 2 / (4/9 * 1/2) / (7/8 - 1/2)
[257388] ['1/4', '4/7', '5/7', '1', '7/2'] -> (5/7 - 1 + 7/2 / 1/4) / 4/7
[257389] ['2/7', '4/9', '8/3', '3', '9/2'] -> 8/3 * (9/2 / 2/7 - 3 / 4/9)
[257390] ['3/8', '4/5', '7/8', '4/3', '9'] -> (4/5 + 4/3) * 9 * (3/8 + 7/8)
[257391] ['1/6', '1/3', '4/5', '1', '7/4'] -> (7/4 / 1/3 - 1 / 4/5) / 1/6
[257392] ['8/9', '9/7', '7/4', '2', '7/2'] -> 2 / (7/2 / 9/7 - (8/9 + 7/4))
[257393] ['1/5', '1/5', '8/9', '7/5', '7'] -> (7 - (1/5 + 7/5)) / (1/5 / 8/9)
[257394] ['2/5', '7/4', '9/4', '8/3', '8'] -> 7/4 / (2/5 - 8/3 / 8) - 9/4
[257395] ['1/6', '1/3', '4/5', '1', '9/4'] -> 1 / (1/3 / 4/5 - 1/6 * 9/4)
[257396] ['3/8', '4/5', '7/8', '7/5', '9'] -> 3/8 + 9 * (7/8 + 7/5 / 4/5)
[257397] ['1/9', '1/6', '1/5', '4/7', '6'] -> 1/6 / (1/5 - 1/9 / 4/7) - 6
[257398] ['1/4', '5/9', '7/2', '7/2', '9'] -> (5/9 * 9 + 7/2 / 7/2) / 1/4
[257399] ['2/9', '3/5', '5/6', '1', '6/5'] -> 6/5 / ((5/6 - 3/5) / 2/9 - 1)
[257400] ['2/7', '1/2', '1/2', '1/2', '3'] -> (1/2 + 3) / (2/7 * 1/2) - 1/2
[257401] ['4/9', '4/5', '6/5', '4/3', '7'] -> 6/5 + (4/5 + 4/3 * 7) / 4/9
[257402] ['2/5', '7/4', '7/3', '5/2', '8'] -> 8 / (7/3 / 7/4 - 2/5 * 5/2)
[257403] ['1/4', '5/9', '9/2', '9/2', '9'] -> (5/9 * 9 + 9/2 / 9/2) / 1/4
[257404] ['8/9', '9/7', '9/5', '2', '9/4'] -> 2 / (9/4 / (9/7 * 9/5) - 8/9)
[257405] ['2/9', '1/2', '5/9', '6/7', '6'] -> 6 / (2/9 - 5/9 + 1/2 / 6/7)
[257406] ['4/9', '1/2', '1/2', '8/5', '2'] -> 2 / (4/9 * (1/2 - 1/2 / 8/5))
[257407] ['2/5', '7/4', '7/3', '7/2', '8'] -> (7/2 / 2/5 - 7/4) / (7/3 / 8)
[257408] ['1/5', '1/5', '8/9', '9/5', '7'] -> (7 + 1/5 - 9/5) / (1/5 / 8/9)
[257409] ['1/9', '1/6', '1/5', '7/8', '6'] -> 1/6 / 1/5 / (7/8 / 6 - 1/9)
[257410] ['1/6', '1/3', '5/6', '8/9', '1'] -> (1/6 + 5/6 / 1/3) / (1 - 8/9)
[257411] ['2/9', '3/5', '5/6', '1', '4/3'] -> 4/3 / ((1 - 5/6) / 3/5 - 2/9)
[257412] ['1/4', '4/7', '4/7', '3/4', '9'] -> (9 - 4/7 / 4/7) / (1/4 / 3/4)
[257413] ['1/9', '3/7', '7/4', '2', '7/3'] -> 2 / (1/9 * (7/4 - 3/7 * 7/3))
[257414] ['2/9', '1/2', '5/9', '8/7', '6'] -> 6 / (2/9 / 8/7 - (1/2 - 5/9))
[257415] ['3/8', '4/5', '7/8', '7/2', '9'] -> 4/5 * 7/2 * (9 - 3/8 / 7/8)
[257416] ['1/5', '9/8', '8/7', '2', '7/2'] -> (2 + 8/7 / 1/5) / (9/8 / 7/2)
[257417] ['1/5', '1/5', '8/9', '9/4', '7'] -> (7 - (1/5 + 8/9 * 9/4)) / 1/5
[257418] ['4/9', '1/2', '1/2', '9/5', '2'] -> 2 / (1/2 * (4/9 - 1/2 / 9/5))
[257419] ['1/6', '1/3', '5/6', '1', '8/7'] -> (1 + 5/6 / 1/3) / (1/6 / 8/7)
[257420] ['4/9', '4/5', '6/5', '9/5', '7'] -> 7 * (9/5 + 4/5 / 4/9) - 6/5
[257421] ['1/9', '3/7', '7/4', '2', '5/2'] -> 2 * 3/7 * 7/4 + 5/2 / 1/9
[257422] ['1/4', '4/7', '4/7', '7/9', '9'] -> (7/9 * 9 - 4/7 / 4/7) / 1/4
[257423] ['1/5', '1/5', '8/9', '7/3', '7'] -> (1/5 + 7/3 * 7) / (8/9 - 1/5)
[257424] ['2/5', '7/4', '5/2', '9/2', '8'] -> 8 / 2/5 + (5/2 + 9/2) / 7/4
[257425] ['2/7', '1/2', '1/2', '5/6', '3'] -> (3 / 2/7 - 1/2) / (1/2 * 5/6)
[257426] ['2/9', '1/2', '5/9', '9/7', '6'] -> 1/2 + (5/9 + 6 / 9/7) / 2/9
[257427] ['1/9', '1/6', '1/5', '5/4', '6'] -> (6 - 1/6 / (1/9 * 5/4)) / 1/5
[257428] ['1/4', '4/7', '3/4', '1', '5/4'] -> (5/4 / (3/4 - 4/7) - 1) / 1/4
[257429] ['2/9', '3/5', '5/6', '1', '5/3'] -> (1 + 5/3) / (5/6 * 2/9 * 3/5)
[257430] ['2/7', '1/2', '1/2', '7/8', '3'] -> 3 / (1/2 * (1/2 - 2/7 * 7/8))
[257431] ['1/9', '1/6', '1/5', '9/7', '6'] -> 1/9 / 1/6 + 6 / (1/5 * 9/7)
[257432] ['1/5', '9/8', '7/6', '5/4', '2'] -> 2 / (5/4 * (7/6 - 1/5) - 9/8)
[257433] ['4/9', '4/5', '6/5', '7/2', '7'] -> 4/5 / (4/9 * 6/5 - 7/2 / 7)
[257434] ['1/4', '4/7', '4/7', '9/8', '9'] -> 9 / (1/4 + 9/8 - 4/7 / 4/7)
[257435] ['2/5', '7/4', '8/3', '7/2', '8'] -> 8 / ((7/2 - 8/3) / 2/5 - 7/4)
[257436] ['1/5', '1/5', '8/9', '9/2', '7'] -> 8/9 * 9/2 * (7 - 1/5 / 1/5)
[257437] ['1/9', '1/6', '1/5', '7/4', '6'] -> 1/6 / (1/5 - 1/9 * 7/4) - 6
[257438] ['2/7', '1/2', '1/2', '9/8', '3'] -> 3 / (1/2 / 2/7 - (1/2 + 9/8))
[257439] ['1/4', '4/7', '3/4', '1', '3/2'] -> 3/2 / (3/4 / 4/7 - (1/4 + 1))
[257440] ['1/4', '4/7', '4/7', '7/6', '9'] -> (1/4 + 9 / 4/7) / (4/7 * 7/6)
[257441] ['8/9', '9/7', '2', '9/4', '8/3'] -> 2 / (8/3 / (8/9 * 9/7) - 9/4)
[257442] ['1/9', '1/6', '1/5', '9/4', '6'] -> (9/4 * 6 - 1/6) / (1/9 / 1/5)
[257443] ['2/7', '1/2', '1/2', '6/5', '3'] -> (3 / 2/7 - 1/2) / (1/2 / 6/5)
[257444] ['2/5', '7/4', '7/2', '9/2', '8'] -> 9/2 - 7/4 / 7/2 + 8 / 2/5
[257445] ['1/4', '4/7', '4/7', '6/5', '9'] -> 6/5 * (9 / (1/4 / 4/7) - 4/7)
[257446] ['1/9', '1/7', '3/7', '5/9', '9'] -> 9 + 3/7 * 5/9 / (1/9 * 1/7)
[257447] ['1/5', '9/8', '7/6', '3/2', '2'] -> 2 / (1/5 * (7/6 - 9/8 / 3/2))
[257448] ['1/5', '1/5', '9/8', '7/6', '7'] -> 1/5 / (1/5 * (7 - 9/8) - 7/6)
[257449] ['1/9', '1/6', '1/5', '8/3', '6'] -> (6 - 1/9 / 1/6) / 1/5 - 8/3
[257450] ['1/4', '4/7', '4/7', '5/4', '9'] -> 4/7 + (5/4 + 9) / (1/4 / 4/7)
[257451] ['8/9', '9/7', '2', '9/4', '7/2'] -> 2 / ((7/2 - 9/4) / 9/7 - 8/9)
[257452] ['1/5', '1/5', '9/8', '6/5', '7'] -> 7 / (9/8 - 1/5 / 1/5 / 6/5)
[257453] ['2/5', '9/5', '9/5', '9/5', '8'] -> 9/5 * 8 / (9/5 / 9/5 - 2/5)
[257454] ['1/9', '1/6', '1/5', '7/2', '6'] -> 6 * (1/6 / (1/9 * 1/5) - 7/2)
[257455] ['2/9', '3/5', '5/6', '1', '9/2'] -> (1 / 3/5 - (5/6 - 9/2)) / 2/9
[257456] ['2/9', '1/2', '4/7', '4/5', '6'] -> 6 / (4/5 - 4/7) - 1/2 / 2/9
[257457] ['1/6', '1/3', '6/7', '1', '5/4'] -> 1/3 / 1/6 / (5/4 - 1 / 6/7)
[257458] ['1/5', '1/5', '9/8', '5/4', '7'] -> (7 / 5/4 - 1/5) / (1/5 * 9/8)
[257459] ['3/8', '4/5', '8/9', '9/4', '9'] -> 9 * (9/4 + 8/9 * 3/8 / 4/5)
[257460] ['2/5', '9/5', '9/5', '5/2', '8'] -> 9/5 + 2/5 + 9/5 + 5/2 * 8
[257461] ['2/9', '1/2', '4/7', '5/6', '6'] -> 1/2 / (5/6 / (4/7 * 6) - 2/9)
[257462] ['1/6', '1/3', '6/7', '1', '7/5'] -> 7/5 * (1 / (1/6 * 1/3) - 6/7)
[257463] ['2/5', '9/5', '9/5', '7/2', '8'] -> 7/2 * 8 - (9/5 + 2/5 + 9/5)
[257464] ['1/4', '4/7', '4/7', '9/5', '9'] -> (4/7 / 4/7 + 9 / 9/5) / 1/4
[257465] ['1/9', '3/7', '2', '9/4', '5/2'] -> 5/2 / (2 * 1/9 * 3/7) - 9/4
[257466] ['1/4', '4/7', '3/4', '1', '8/3'] -> (1 / 3/4 + 8/3 / 4/7) / 1/4
[257467] ['1/9', '1/7', '3/7', '8/7', '9'] -> 8/7 / (1/9 - (1/7 + 3/7) / 9)
[257468] ['1/5', '9/8', '7/6', '2', '7/2'] -> 9/8 * ((7/6 + 7/2) / 1/5 - 2)
[257469] ['4/9', '4/5', '5/4', '7/3', '7'] -> (7 - (4/5 - 7/3)) / (4/9 / 5/4)
[257470] ['1/5', '1/5', '9/8', '5/3', '7'] -> 7 / (1/5 * (9/8 + 1/5 * 5/3))
[257471] ['1/4', '4/7', '3/4', '1', '7/2'] -> (3/4 + 7/2 + 1 / 4/7) / 1/4
[257472] ['1/4', '4/7', '4/7', '7/2', '9'] -> 7/2 / 1/4 + 9 + 4/7 / 4/7
[257473] ['2/5', '9/5', '7/3', '7/3', '8'] -> 9/5 * 8 / (7/3 / 7/3 - 2/5)
[257474] ['2/9', '3/5', '6/7', '1', '8/7'] -> 8/7 / 3/5 / (2/9 + 6/7 - 1)
[257475] ['2/9', '1/2', '4/7', '6/5', '6'] -> 6 / (2/9 * (1/2 + 4/7)) - 6/5
[257476] ['1/9', '3/7', '2', '7/3', '5/2'] -> (2 + 5/2) * (7/3 / 3/7 - 1/9)
[257477] ['1/4', '4/7', '4/7', '9/2', '9'] -> 4/7 / (4/7 - 1/4) * (9/2 + 9)
[257478] ['4/9', '1/2', '5/9', '7/4', '2'] -> 2 / (5/9 * 7/4 - 4/9 / 1/2)
[257479] ['4/9', '4/5', '5/4', '8/3', '7'] -> (4/5 * 5/4 + 8/3 + 7) / 4/9
[257480] ['8/9', '9/7', '2', '5/2', '9/2'] -> 9/2 / (5/2 / (8/9 * 9/7) - 2)
[257481] ['1/6', '1/3', '6/7', '1', '8/3'] -> (1/3 + 1 / 6/7) / (1/6 / 8/3)
[257482] ['1/5', '1/5', '9/8', '7/3', '7'] -> 7 / (7/3 * (9/8 - 1/5 / 1/5))
[257483] ['1/5', '9/8', '6/5', '7/5', '2'] -> (7/5 + 1/5 * 2) / (6/5 - 9/8)
[257484] ['1/9', '1/7', '3/7', '8/5', '9'] -> 9 / (1/7 / (1/9 * 8/5) - 3/7)
[257485] ['3/8', '4/5', '9/8', '9/7', '9'] -> 3/8 + (4/5 + 9) * (9/8 + 9/7)
[257486] ['2/9', '1/2', '4/7', '7/5', '6'] -> (6 + 4/7 / 2/9) / (1/2 / 7/5)
[257487] ['4/9', '1/2', '5/9', '2', '9/4'] -> (4/9 + 2 / 9/4) / (5/9 - 1/2)
[257488] ['2/5', '9/5', '7/2', '7/2', '8'] -> 9/5 * 8 / (7/2 / 7/2 - 2/5)
[257489] ['1/4', '4/7', '7/9', '6/7', '1'] -> 4/7 / 6/7 / (1/4 + 7/9 - 1)
[257490] ['1/5', '9/8', '6/5', '8/5', '2'] -> (6/5 + 2 * 9/8 * 8/5) / 1/5
[257491] ['2/9', '1/2', '4/7', '3/2', '6'] -> 3/2 / (2/9 * 1/2) + 6 / 4/7
[257492] ['1/6', '1/3', '7/8', '8/9', '1'] -> 1 / (1/6 * 1/3 + 7/8 - 8/9)
[257493] ['1/9', '3/7', '2', '5/2', '8/3'] -> (5/2 + 8/3) / (3/7 / 2) - 1/9
[257494] ['1/4', '4/7', '7/9', '7/8', '1'] -> 1 / (7/9 * (7/8 - (1/4 + 4/7)))
[257495] ['2/5', '9/5', '9/2', '9/2', '8'] -> 9/5 * 8 / (9/2 / 9/2 - 2/5)
[257496] ['1/5', '1/5', '9/8', '9/2', '7'] -> (7 - 1/5 / 1/5) / (9/8 / 9/2)
[257497] ['4/9', '1/2', '5/9', '2', '7/2'] -> (1/2 + 7/2) / (4/9 - 5/9 / 2)
[257498] ['2/9', '1/2', '4/7', '8/5', '6'] -> (6 / (8/5 - 4/7) - 1/2) / 2/9
[257499] ['8/9', '9/7', '2', '7/2', '9/2'] -> 8/9 * 7/2 * (2 * 9/2 - 9/7)
[257500] ['1/4', '4/7', '3/5', '3/4', '9'] -> 3/4 / (3/5 - 4/7) - 1/4 * 9
[257501] ['3/8', '4/5', '9/8', '7/2', '9'] -> 4/5 * (7/2 * 9 - (3/8 + 9/8))
[257502] ['2/5', '9/4', '9/4', '7/3', '8'] -> 2/5 * 8 * (9/4 + 9/4 * 7/3)
[257503] ['1/5', '1/5', '8/7', '6/5', '7'] -> 8/7 * 6/5 * 7 / (1/5 + 1/5)
[257504] ['2/9', '1/2', '4/7', '7/4', '6'] -> 6 * (7/4 / (2/9 / 4/7) - 1/2)
[257505] ['2/7', '1/2', '5/9', '5/6', '3'] -> (5/6 / 5/9 + 3 / 2/7) / 1/2
[257506] ['1/6', '1/3', '7/8', '1', '7/5'] -> 1 / (1/3 * 7/8 / 7/5 - 1/6)
[257507] ['8/9', '4/3', '4/3', '4/3', '2'] -> 4/3 * 2 / (4/3 / 4/3 - 8/9)
[257508] ['1/4', '4/7', '7/9', '1', '7/6'] -> 4/7 * 7/6 / (1/4 + 7/9 - 1)
[257509] ['1/9', '3/7', '2', '9/2', '9/2'] -> 9/2 / 3/7 - (9/2 - 2 / 1/9)
[257510] ['2/9', '1/2', '4/7', '9/5', '6'] -> (6 / (4/7 * 9/5) - 1/2) / 2/9
[257511] ['8/9', '4/3', '4/3', '7/5', '2'] -> 2 * (8/9 / (7/5 - 4/3) - 4/3)
[257512] ['4/9', '4/5', '9/7', '8/5', '7'] -> 7 * (4/5 + 9/7 * (4/9 + 8/5))
[257513] ['1/9', '4/9', '4/9', '4/9', '2'] -> (4/9 + 4/9 + 4/9) / (1/9 / 2)
[257514] ['1/9', '1/7', '4/9', '5/8', '9'] -> 9 / (5/8 / 1/7 - 4/9 / 1/9)
[257515] ['1/6', '1/3', '7/8', '1', '9/5'] -> (7/8 + 1) / (1/6 / (1/3 + 9/5))
[257516] ['1/5', '1/5', '8/7', '5/3', '7'] -> 1/5 / (5/3 / (8/7 * 7) - 1/5)
[257517] ['2/9', '1/2', '4/7', '9/2', '6'] -> (1/2 + 2/9 / 4/7) * 9/2 * 6
[257518] ['1/9', '1/6', '1/4', '8/5', '6'] -> (1/6 + 1/4 * 6) / (1/9 / 8/5)
[257519] ['2/5', '9/4', '7/3', '7/3', '8'] -> 8 * (9/4 / 2/5 - 7/3) - 7/3
[257520] ['8/9', '4/3', '4/3', '9/5', '2'] -> 4/3 / (8/9 - 2 / (4/3 * 9/5))
[257521] ['4/9', '1/2', '4/7', '7/9', '2'] -> 2 / ((7/9 - 4/9) / 4/7 - 1/2)
[257522] ['3/8', '4/5', '8/7', '7/5', '9'] -> 9 * (8/7 + 4/5 / (3/8 * 7/5))
[257523] ['8/9', '4/3', '4/3', '2', '5/2'] -> 4/3 / (8/9 - 4/3 - (2 - 5/2))
[257524] ['2/7', '1/2', '5/9', '6/5', '3'] -> 3 / (5/9 * (1/2 - 2/7)) - 6/5
[257525] ['2/9', '3/5', '6/7', '1', '5/2'] -> (1 / 6/7 + 5/2 / 3/5) / 2/9
[257526] ['1/5', '1/5', '8/7', '5/2', '7'] -> 5/2 * (1/5 + 7 * (1/5 + 8/7))
[257527] ['1/5', '9/8', '5/4', '9/5', '2'] -> 9/5 / 1/5 / (9/8 + 5/4 - 2)
[257528] ['8/9', '4/3', '4/3', '2', '7/2'] -> 4/3 / (8/9 - 7/2 + 4/3 * 2)
[257529] ['2/9', '1/2', '3/5', '7/9', '6'] -> 2/9 * 6 / (1/2 / 3/5 - 7/9)
[257530] ['1/4', '4/7', '3/5', '5/4', '9'] -> 5/4 / (1/4 / 4/7) * (9 - 3/5)
[257531] ['4/9', '4/5', '9/7', '5/2', '7'] -> (4/5 + 4/9 * 9/7) * 5/2 * 7
[257532] ['8/9', '4/3', '7/5', '7/5', '2'] -> 4/3 * 2 / (7/5 / 7/5 - 8/9)
[257533] ['1/6', '1/3', '8/9', '1', '5/4'] -> (5/4 + 1 / (1/6 * 8/9)) / 1/3
[257534] ['2/7', '1/2', '5/9', '4/3', '3'] -> (3 / 2/7 - 1/2) / (5/9 / 4/3)
[257535] ['1/5', '1/5', '7/6', '7/6', '7'] -> ((7 - 7/6) / 7/6 - 1/5) / 1/5
[257536] ['1/4', '4/7', '7/9', '1', '5/3'] -> (1 + 5/3) / (7/9 * 1/4 * 4/7)
[257537] ['4/9', '1/2', '4/7', '8/9', '2'] -> 2 * (8/9 / (4/7 - 1/2) - 4/9)
[257538] ['8/9', '4/3', '7/5', '7/4', '2'] -> 7/4 / (7/5 - 4/3) - 2 / 8/9
[257539] ['1/9', '4/9', '4/9', '7/6', '2'] -> 2 / ((1/9 + 4/9) / 4/9 - 7/6)
[257540] ['1/5', '9/8', '5/4', '2', '7/2'] -> 2 + (7/2 + 9/8 / 5/4) / 1/5
[257541] ['2/5', '9/4', '7/2', '9/2', '8'] -> 7/2 + 9/4 / 9/2 + 8 / 2/5
[257542] ['2/9', '3/5', '7/8', '8/9', '1'] -> 3/5 / (1 / (2/9 + 8/9) - 7/8)
[257543] ['2/9', '1/2', '3/5', '9/8', '6'] -> 1/2 / 3/5 / (2/9 - 9/8 / 6)
[257544] ['1/5', '1/5', '7/6', '3/2', '7'] -> (7 + 1/5 / 1/5) / (3/2 - 7/6)
[257545] ['1/6', '1/3', '8/9', '1', '8/5'] -> 8/5 * (8/9 / (1/6 * 1/3) - 1)
[257546] ['1/4', '4/7', '3/5', '8/5', '9'] -> (1/4 - 8/5 + 9 / 4/7) / 3/5
[257547] ['1/9', '4/9', '4/9', '6/5', '2'] -> (4/9 / 4/9 + 2 / 6/5) / 1/9
[257548] ['2/7', '1/2', '5/9', '8/5', '3'] -> (8/5 + 3 / 5/9) / 2/7 - 1/2
[257549] ['1/9', '1/7', '4/9', '5/4', '9'] -> (9 - 5/4) / (1/7 / 4/9) - 1/9
[257550] ['1/5', '1/5', '7/6', '5/3', '7'] -> (1/5 + 7) / (5/3 - (1/5 + 7/6))
[257551] ['2/9', '1/2', '3/5', '8/7', '6'] -> 8/7 * (6 / (1/2 - 2/9) - 3/5)
[257552] ['1/4', '4/7', '7/9', '1', '7/3'] -> 7/3 / (1/4 / 4/7) / (1 - 7/9)
[257553] ['4/9', '4/5', '4/3', '7/5', '7'] -> (4/5 + 4/3) * 7 / (4/9 * 7/5)
[257554] ['8/9', '4/3', '7/5', '2', '7/3'] -> 4/3 / (8/9 - 7/3 / (7/5 * 2))
[257555] ['1/9', '4/9', '4/9', '5/4', '2'] -> 2 / (4/9 / (4/9 - 1/9) - 5/4)
[257556] ['1/4', '4/7', '7/9', '1', '5/2'] -> 1 / 7/9 / (1/4 * 5/2 - 4/7)
[257557] ['1/4', '4/7', '3/5', '7/4', '9'] -> (9 + 4/7 * 7/4) / (1/4 / 3/5)
[257558] ['3/8', '4/5', '8/7', '7/2', '9'] -> 4/5 * 7/2 * (9 - 3/8 * 8/7)
[257559] ['2/5', '7/3', '7/3', '8/3', '8'] -> 8 / (7/3 - 2/5 * (7/3 + 8/3))
