[141841] ['3/4', '9/7', '7/5', '8/5', '3'] -> 8/5 / (7/5 / (3 - 9/7) - 3/4)
[142077] ['3/4', '9/7', '9/4', '5/2', '3'] -> 3 / (3/4 * 5/2 - 9/4 / 9/7)
[142078] ['1/8', '5/7', '9/8', '8/7', '7'] -> (9/8 / 1/8 + 8/7 + 7) / 5/7
[142079] ['3/4', '9/7', '7/3', '7/3', '3'] -> (7/3 + 7/3) * 3 / (3/4 / 9/7)
[142080] ['1/7', '5/7', '3/4', '6/5', '4'] -> 6/5 / (4 * 1/7 / 5/7 - 3/4)
[142081] ['1/7', '5/6', '5/6', '7/3', '3'] -> (3 + 5/6 / 5/6 / 7/3) / 1/7
[142082] ['1/7', '2/7', '9/8', '5/4', '6'] -> 6 * 1/7 / 2/7 / (5/4 - 9/8)
[142083] ['5/8', '7/5', '7/4', '7/4', '5'] -> (7/4 + 7/4 / 7/5) / (5/8 / 5)
[142084] ['2/7', '3/8', '2/5', '7/8', '4'] -> (2/7 + 4 / 2/5) / (3/8 / 7/8)
[142085] ['1/8', '5/7', '9/8', '6/5', '7'] -> 5/7 * 6/5 / (9/8 / 7 - 1/8)
[142086] ['3/5', '5/7', '6/5', '8/5', '9'] -> (6/5 + 8/5) * (9 - 3/5 * 5/7)
[142087] ['1/2', '6/7', '9/8', '7/4', '3'] -> 3 / (1/2 + 9/8 - 6/7 * 7/4)
[142088] ['1/7', '2/7', '9/8', '7/5', '6'] -> 6 / 7/5 / (2/7 * 9/8 - 1/7)
[142089] ['2/9', '4/7', '7/5', '5/2', '9'] -> 4/7 / (2/9 - 5/2 / (7/5 * 9))
[142090] ['1/8', '5/7', '9/8', '5/4', '7'] -> 5/7 * 7 + (9/8 + 5/4) / 1/8
[142091] ['5/7', '3/4', '5/6', '4/3', '4'] -> 4 / (5/6 / 5/7 - 3/4 * 4/3)
[142092] ['5/8', '7/5', '7/4', '8/3', '5'] -> 7/5 * 5 / (8/3 - (5/8 + 7/4))
[142093] ['2/9', '5/8', '9/7', '7/2', '7'] -> 7 / (2/9 * 7/2 - 5/8 / 9/7)
[142094] ['2/7', '3/8', '2/5', '8/7', '4'] -> (2/7 + 4 / 2/5) / (3/8 * 8/7)
[142095] ['1/8', '5/7', '9/8', '9/7', '7'] -> (9/7 / 9/8 - 5/7) / (1/8 / 7)
[142096] ['1/7', '2/7', '9/8', '8/5', '6'] -> (6 / 8/5 - 2/7 * 9/8) / 1/7
[142097] ['1/7', '5/7', '3/4', '9/5', '4'] -> (9/5 + 3/4 * 4) / (1/7 / 5/7)
[142098] ['5/7', '3/4', '5/6', '7/5', '4'] -> 4 / 7/5 / (5/7 / 3/4 - 5/6)
[142099] ['1/7', '5/6', '6/7', '7/8', '3'] -> 3 / (1/7 / 6/7 + 5/6 - 7/8)
[142100] ['1/2', '6/7', '9/8', '9/4', '3'] -> 1/2 / (3 / 9/4 - 9/8 / 6/7)
[142101] ['3/5', '5/7', '6/5', '5/2', '9'] -> 6/5 * 5/2 + 9 / (3/5 * 5/7)
[142102] ['2/9', '5/8', '9/7', '9/2', '7'] -> 9/7 * 7 / (2/9 * 9/2 - 5/8)
[142103] ['2/5', '2/5', '4/9', '1', '3/2'] -> (2/5 + 1 / 3/2) / (4/9 - 2/5)
[142104] ['3/4', '9/7', '5/2', '3', '7/2'] -> 9/7 * 7/2 * (5/2 + 3) - 3/4
[142105] ['5/8', '7/5', '7/4', '9/2', '5'] -> 5 * (7/4 * (9/2 - 7/5) - 5/8)
[142106] ['1/7', '2/7', '9/8', '9/5', '6'] -> (6 / 9/5 - 2/7) / (1/7 / 9/8)
[142107] ['1/2', '6/7', '9/8', '5/2', '3'] -> 3 / (9/8 / (1/2 * 6/7) - 5/2)
[142108] ['1/7', '5/6', '6/7', '8/9', '3'] -> (1/7 + 3) / (6/7 / 8/9 - 5/6)
[142109] ['1/8', '5/7', '9/8', '7/5', '7'] -> 7 + (9/8 + 5/7 * 7/5) / 1/8
[142110] ['5/7', '3/4', '5/6', '8/5', '4'] -> 3/4 * (4 / (5/6 - 5/7) - 8/5)
[142111] ['1/7', '5/7', '3/4', '5/2', '4'] -> (5/7 / 4 + 3/4 + 5/2) / 1/7
[142112] ['2/9', '4/7', '3/2', '3/2', '9'] -> 3/2 + 3/2 / 2/9 + 9 / 4/7
[142113] ['5/8', '7/5', '9/5', '9/5', '5'] -> 9/5 / (7/5 + 9/5 - 5/8 * 5)
[142114] ['2/7', '3/8', '2/5', '9/7', '4'] -> (2/7 - 9/7 + 4 / 2/5) / 3/8
[142115] ['1/7', '2/7', '9/8', '7/3', '6'] -> 9/8 * (1/7 * 7/3 + 6 / 2/7)
[142116] ['3/5', '5/7', '6/5', '7/2', '9'] -> 5/7 * 7/2 * (9 - (3/5 - 6/5))
[142117] ['3/4', '9/7', '8/3', '8/3', '3'] -> 9/7 * 3 * (8/3 + 8/3 / 3/4)
[142118] ['2/5', '3/7', '2', '8/3', '8/3'] -> 8/3 * (2 / (2/5 * 3/7) - 8/3)
[142119] ['2/9', '5/8', '4/3', '3/2', '7'] -> (7 / 3/2 - 4/3) / (2/9 * 5/8)
[142120] ['3/4', '9/7', '8/3', '3', '7/2'] -> 8/3 * (3 + 7/2 / (3/4 / 9/7))
[142121] ['1/2', '6/7', '9/8', '3', '9/2'] -> 9/2 / (1/2 * 3 - 9/8 / 6/7)
[142122] ['5/8', '7/5', '9/5', '7/3', '5'] -> 9/5 * 7/3 * 5 / (5/8 * 7/5)
[142123] ['1/8', '5/7', '9/8', '8/5', '7'] -> 8/5 + (7 + 9/8 / 1/8) / 5/7
[142124] ['3/5', '5/7', '5/4', '5/4', '9'] -> 5/4 + (5/4 + 9 / 3/5) / 5/7
[142125] ['2/9', '4/7', '3/2', '5/3', '9'] -> 5/3 / (3/2 / (4/7 * 9) - 2/9)
[142126] ['3/4', '9/7', '8/3', '3', '9/2'] -> 8/3 * (3/4 + 9/2) * (3 - 9/7)
[142127] ['1/7', '2/7', '8/7', '8/5', '6'] -> (1/7 + 6 + 8/7 / 8/5) / 2/7
[142128] ['2/7', '3/8', '2/5', '8/5', '4'] -> (2/5 + 4 / 2/7) / (3/8 * 8/5)
[142129] ['1/7', '5/7', '7/9', '5/6', '4'] -> 4 / (5/6 - 7/9 * (1/7 + 5/7))
[142130] ['1/7', '5/6', '6/7', '8/5', '3'] -> 6/7 * 8/5 * 3 / (1/7 / 5/6)
[142131] ['5/8', '7/5', '9/5', '8/3', '5'] -> 5 / (8/3 / (7/5 + 9/5) - 5/8)
[142132] ['2/9', '5/8', '4/3', '9/4', '7'] -> 4/3 * 7 / (2/9 / 5/8) - 9/4
[142133] ['2/7', '3/8', '2/5', '5/3', '4'] -> (4 + 2/5 / 2/7) / (3/8 / 5/3)
[142134] ['1/8', '5/7', '9/8', '7/4', '7'] -> 7 + 7/4 * (5/7 + 9/8 / 1/8)
[142135] ['1/7', '5/6', '6/7', '7/4', '3'] -> 6/7 / 1/7 / (5/6 - 7/4 / 3)
[142136] ['5/8', '7/5', '9/5', '7/2', '5'] -> 9/5 / (7/5 - 5/8 - 7/2 / 5)
[142137] ['2/9', '5/8', '4/3', '7/3', '7'] -> (7 - (4/3 + 7/3)) / (2/9 * 5/8)
[142138] ['2/9', '4/7', '3/2', '9/4', '9'] -> 4/7 * (9/4 / 3/2 + 9 / 2/9)
[142139] ['3/4', '4/3', '4/3', '8/5', '3'] -> 3 / (3/4 - 4/3 / 4/3 / 8/5)
[142140] ['3/5', '5/7', '5/4', '8/5', '9'] -> 5/4 * 8/5 * (9 / 5/7 - 3/5)
[142141] ['1/2', '6/7', '8/7', '5/3', '3'] -> 8/7 / 6/7 / (5/3 / 3 - 1/2)
[142142] ['3/4', '4/3', '4/3', '5/3', '3'] -> 3 / (3/4 - 5/3 / (4/3 + 4/3))
[142143] ['1/4', '4/9', '8/7', '7/4', '8'] -> 4/9 * 7/4 * (8 / 1/4 - 8/7)
[142144] ['1/7', '2/7', '7/6', '6/5', '6'] -> 6 * (1/7 / (6/5 - 7/6) - 2/7)
[142145] ['2/7', '3/8', '2/5', '9/4', '4'] -> (2/7 + 4) * (9/4 / 3/8 - 2/5)
[142146] ['2/5', '2/5', '1/2', '1/2', '1'] -> (2/5 + 1 / 1/2) / (1/2 - 2/5)
[142147] ['1/7', '5/6', '6/7', '7/3', '3'] -> (7/3 + 3 / 1/7) / (5/6 / 6/7)
[142148] ['1/8', '5/7', '9/8', '9/4', '7'] -> (5/7 * 7 - 9/4 / 9/8) / 1/8
[142149] ['2/9', '5/8', '4/3', '7/2', '7'] -> (4/3 + 7 / 7/2) / (2/9 * 5/8)
[142150] ['3/4', '4/3', '4/3', '7/4', '3'] -> 3/4 / (4/3 * 4/3 - 7/4) - 3
[142151] ['1/2', '6/7', '8/7', '9/5', '3'] -> 8/7 / (6/7 / 1/2 - 3 / 9/5)
[142152] ['1/7', '2/7', '7/6', '5/4', '6'] -> 6 / 7/6 / (2/7 * 5/4 - 1/7)
[142153] ['2/5', '4/9', '4/9', '3/5', '2'] -> 3/5 / (2/5 / 4/9 / 4/9 - 2)
[142154] ['1/4', '4/9', '8/7', '9/4', '8'] -> (8 / 8/7 - 4/9 * 9/4) / 1/4
[142155] ['5/8', '7/5', '9/4', '5/2', '5'] -> 5/2 * (9/4 * 5 - 7/5) - 5/8
[142156] ['2/7', '3/8', '2/5', '5/2', '4'] -> (5/2 - 2/5) / (3/8 / (2/7 + 4))
[142157] ['1/7', '5/6', '7/8', '7/8', '3'] -> (3 / 1/7 - 7/8 / 7/8) / 5/6
[142158] ['3/5', '5/7', '5/4', '7/3', '9'] -> (3/5 + 9 / (5/7 / 7/3)) / 5/4
[142159] ['1/2', '6/7', '8/7', '9/4', '3'] -> 3 / (1/2 * (9/4 - (6/7 + 8/7)))
[142160] ['2/5', '4/9', '4/9', '5/8', '2'] -> 2 / (5/8 * (2/5 + 4/9) - 4/9)
[142161] ['1/7', '2/7', '7/6', '7/5', '6'] -> (6 / 7/5 - 2/7) / (1/7 * 7/6)
[142162] ['2/9', '5/8', '7/5', '3/2', '7'] -> 7 / (2/9 * 5/8) / (7/5 * 3/2)
[142163] ['2/5', '2/5', '1/2', '3/5', '1'] -> (1 / (3/5 - 1/2) - 2/5) / 2/5
[142164] ['2/9', '4/7', '8/5', '5/3', '9'] -> 9 * (8/5 / 4/7 - 2/9 / 5/3)
[142165] ['1/3', '3/5', '9/7', '4/3', '7'] -> 7 * (4/3 + 9/7 / 3/5) - 1/3
[142166] ['3/5', '5/7', '5/4', '5/2', '9'] -> (9 / 5/7 - 3/5) / (5/4 / 5/2)
[142167] ['2/5', '2/5', '1/2', '5/8', '1'] -> 2/5 / (5/8 / (1/2 + 1) - 2/5)
[142168] ['2/7', '3/8', '2/5', '7/2', '4'] -> (4 / 2/5 - 2/7 * 7/2) / 3/8
[142169] ['3/4', '4/3', '7/5', '7/5', '3'] -> (7/5 / (7/5 - 4/3) - 3) / 3/4
[142170] ['1/7', '2/7', '7/6', '7/4', '6'] -> 6 / (1/7 + 2/7) / (7/4 - 7/6)
[142171] ['1/4', '4/9', '8/7', '9/2', '8'] -> 8 / (4/9 / 8/7 - 1/4 / 9/2)
[142172] ['5/8', '7/5', '7/3', '7/3', '5'] -> 5 / (7/3 / 7/5 - 5/8 * 7/3)
[142173] ['2/5', '2/5', '1/2', '2/3', '1'] -> 1 / (2/3 - 1/2 / (2/5 + 2/5))
[142174] ['1/7', '5/6', '7/8', '8/7', '3'] -> (3 / 1/7 - 7/8 * 8/7) / 5/6
[142175] ['2/5', '4/9', '4/9', '3/4', '2'] -> 2 / (4/9 + 3/4 - 4/9 / 2/5)
[142176] ['3/5', '5/7', '5/4', '7/2', '9'] -> (9 - 3/5 * 5/7) / (5/4 / 7/2)
[142177] ['3/4', '4/3', '7/5', '8/5', '3'] -> 3 / (3/4 * 4/3 - 7/5 / 8/5)
[142178] ['5/7', '3/4', '7/8', '7/8', '4'] -> 7/8 / 7/8 / (3/4 - 5/7) - 4
[142179] ['1/4', '4/9', '7/6', '6/5', '8'] -> 8 / (7/6 - 6/5 * (1/4 + 4/9))
[142180] ['1/8', '5/7', '8/7', '6/5', '7'] -> (5/7 * (7 - 6/5) - 8/7) / 1/8
[142181] ['2/9', '5/8', '7/5', '9/5', '7'] -> 9/5 / (7 - (5/8 + 7/5 / 2/9))
[142182] ['1/3', '3/5', '9/7', '7/4', '7'] -> 7 / (3/5 - 1/3) - 9/7 * 7/4
[142183] ['1/4', '4/9', '7/6', '9/7', '8'] -> 9/7 / (1/4 / 7/6) + 8 / 4/9
[142184] ['2/7', '3/8', '3/7', '5/9', '4'] -> 4 * 2/7 / 3/8 / (5/9 - 3/7)
[142185] ['1/7', '2/7', '7/6', '9/4', '6'] -> 2/7 / (1/7 * (9/4 + 6) - 7/6)
[142186] ['5/8', '7/5', '7/3', '9/2', '5'] -> (5 - 7/3 / 7/5) / (5/8 / 9/2)
[142187] ['2/5', '4/9', '4/9', '5/6', '2'] -> 4/9 / 5/6 * 2 / (4/9 - 2/5)
[142188] ['1/7', '5/6', '7/8', '9/7', '3'] -> 1/7 / (3 - (9/7 + 5/6 + 7/8))
[142189] ['1/2', '6/7', '7/6', '3/2', '3'] -> 3 / (7/6 * (6/7 - 1/2 * 3/2))
[142190] ['1/7', '5/7', '7/9', '7/4', '4'] -> (4 + 5/7 / 7/4) / (1/7 / 7/9)
[142191] ['5/8', '7/5', '5/2', '5/2', '5'] -> (5 * 7/5 * 5/2 - 5/2) / 5/8
[142192] ['1/7', '5/6', '7/8', '4/3', '3'] -> 3 * (4/3 + 5/6 / (1/7 * 7/8))
[142193] ['1/3', '3/5', '9/7', '5/2', '7'] -> 9/7 * (5/2 * (3/5 + 7) - 1/3)
[142194] ['2/5', '2/5', '1/2', '6/7', '1'] -> 2/5 / (1 - (2/5 + 1/2 / 6/7))
[142195] ['5/7', '3/4', '7/8', '7/6', '4'] -> 4 / 7/6 / (3/4 / 7/8 - 5/7)
[142196] ['1/2', '6/7', '7/6', '8/5', '3'] -> 3 / (6/7 * 7/6 / 8/5 - 1/2)
[142197] ['2/9', '5/8', '7/5', '8/3', '7'] -> (7 / (5/8 * 7/5) - 8/3) / 2/9
[142198] ['3/4', '4/3', '7/5', '7/3', '3'] -> 3/4 * (7/3 / (7/5 - 4/3) - 3)
[142199] ['2/5', '4/9', '4/9', '7/8', '2'] -> 2 / (2/5 * (4/9 + 7/8) - 4/9)
[142200] ['1/8', '5/7', '8/7', '9/5', '7'] -> (7 - 8/7 / 5/7) / (1/8 * 9/5)
[142201] ['2/7', '3/8', '3/7', '4/5', '4'] -> 3/7 / 4/5 * 4 / (3/8 - 2/7)
[142202] ['2/9', '5/8', '7/5', '7/2', '7'] -> 7 / (2/9 * 5/8) / (7/2 - 7/5)
[142203] ['1/7', '5/7', '7/9', '9/4', '4'] -> (5/7 / 9/4 + 7/9 * 4) / 1/7
[142204] ['1/2', '6/7', '7/6', '7/4', '3'] -> 3 / (6/7 * 7/6 - 1/2 * 7/4)
[142205] ['3/5', '5/7', '9/7', '8/3', '9'] -> 5/7 * (3/5 + 8/3) * (9/7 + 9)
[142206] ['2/7', '3/8', '3/7', '5/6', '4'] -> 3/7 * 4 / (5/6 - 2/7 / 3/8)
[142207] ['1/4', '4/9', '7/6', '9/5', '8'] -> 9/5 * (8 / 4/9 - 7/6 / 1/4)
[142208] ['2/9', '5/8', '7/5', '9/2', '7'] -> 9/2 / (2/9 * 5/8) - (7/5 + 7)
[142209] ['1/3', '3/5', '9/7', '9/2', '7'] -> 9/2 * (1/3 + 3/5) * (7 - 9/7)
[142210] ['2/9', '4/7', '5/3', '7/4', '9'] -> (5/3 + 9) / (4/7 - 2/9 / 7/4)
[142211] ['5/8', '7/5', '8/3', '7/2', '5'] -> 8/3 * (5 + 7/2 / (5/8 * 7/5))
[142212] ['1/8', '5/7', '8/7', '9/2', '7'] -> (9/2 - 5/7 / 8/7) / 1/8 - 7
[142213] ['2/7', '3/8', '3/7', '7/8', '4'] -> 4 / (2/7 / 3/7 + 3/8 - 7/8)
[142214] ['1/2', '6/7', '7/6', '9/4', '3'] -> 3 / (1/2 * 9/4 - 6/7 * 7/6)
[142215] ['5/8', '7/5', '8/3', '9/2', '5'] -> 9/2 * (7/5 * 5 - 5/8 * 8/3)
[142216] ['3/4', '4/3', '7/5', '3', '9/2'] -> (4/3 + 7/5 / 3/4) * (3 + 9/2)
[142217] ['1/7', '5/7', '7/9', '7/2', '4'] -> 4 / (7/9 * (5/7 - 1/7 * 7/2))
[142218] ['3/5', '5/7', '4/3', '4/3', '9'] -> 9 * (3/5 * 4/3 + 4/3 / 5/7)
[142219] ['2/7', '3/8', '3/7', '9/8', '4'] -> 4 * 2/7 * 9/8 / (3/7 - 3/8)
[142220] ['1/7', '5/6', '7/8', '7/4', '3'] -> 1/7 / (3 / 7/4 - (5/6 + 7/8))
[142221] ['1/7', '5/7', '7/9', '4', '9/2'] -> 1/7 + 5/7 + 9/2 / (7/9 / 4)
[142222] ['2/9', '4/7', '5/3', '9/4', '9'] -> (9 / (4/7 * 9/4) - 5/3) / 2/9
[142223] ['1/2', '6/7', '7/6', '7/3', '3'] -> (7/6 + 7/3) * (6/7 + 3 / 1/2)
[142224] ['2/5', '4/9', '4/9', '6/5', '2'] -> 4/9 * 6/5 * 2 / (4/9 - 2/5)
[142225] ['1/3', '3/5', '4/3', '7/4', '7'] -> (4/3 + 7 / (3/5 * 7/4)) / 1/3
[142226] ['1/8', '5/7', '7/6', '6/5', '7'] -> (7 * 5/7 / 6/5 - 7/6) / 1/8
[142227] ['3/4', '4/3', '3/2', '9/5', '3'] -> 3 / (3/4 - 3/2 / (4/3 * 9/5))
[142228] ['2/7', '3/8', '3/7', '7/6', '4'] -> (4 / 3/7 - 2/7 * 7/6) / 3/8
[142229] ['5/7', '3/4', '7/8', '7/4', '4'] -> (5/7 + 4 / 7/4) / (7/8 - 3/4)
[142230] ['1/2', '6/7', '7/6', '5/2', '3'] -> 6/7 / 1/2 / (3 / 7/6 - 5/2)
[142231] ['1/7', '5/7', '4/5', '7/8', '4'] -> 7/8 * (4 / 1/7 - 5/7 * 4/5)
[142232] ['1/3', '3/5', '4/3', '7/3', '7'] -> (7 / 3/5 - (4/3 + 7/3)) / 1/3
[142233] ['3/5', '5/7', '4/3', '5/3', '9'] -> 4/3 + 5/3 + 9 / (3/5 * 5/7)
[142234] ['5/7', '3/4', '7/8', '9/5', '4'] -> 4 / (9/5 - 7/8 / (5/7 * 3/4))
[142235] ['1/7', '2/7', '9/7', '7/5', '6'] -> 9/7 / 1/7 + 6 / (2/7 * 7/5)
[142236] ['3/4', '4/3', '8/5', '8/5', '3'] -> 3 / (3/4 / 8/5) / (8/5 - 4/3)
[142237] ['2/9', '4/7', '5/3', '5/2', '9'] -> 4/7 * (5/2 / 5/3 + 9 / 2/9)
[142238] ['3/5', '5/7', '4/3', '7/4', '9'] -> 9 * (7/4 / (5/7 / 4/3) - 3/5)
[142239] ['1/7', '2/7', '9/7', '9/5', '6'] -> (1/7 + 6 + 9/7 / 9/5) / 2/7
[142240] ['1/4', '4/9', '6/5', '7/4', '8'] -> 6/5 * (1/4 + 7/4 + 8 / 4/9)
[142241] ['3/4', '4/3', '8/5', '9/4', '3'] -> 9/4 / (4/3 / 8/5 - 3/4) - 3
[142242] ['2/9', '4/7', '5/3', '9/2', '9'] -> 9 / (9/2 / 4/7 - 5/3 / 2/9)
[142243] ['3/5', '5/7', '4/3', '7/3', '9'] -> 5/7 * (3/5 + 9 * (4/3 + 7/3))
[142244] ['1/8', '5/7', '7/6', '9/4', '7'] -> 5/7 / ((9/4 - 7/6) / 7 - 1/8)
[142245] ['1/2', '6/7', '6/5', '4/3', '3'] -> 3 / (1/2 / (6/5 - 6/7) - 4/3)
[142246] ['1/7', '5/7', '4/5', '9/7', '4'] -> 4/5 * (5/7 + 9/7 + 4 / 1/7)
[142247] ['5/8', '3/2', '8/5', '9/5', '5'] -> 3/2 * (8/5 + 5 / (5/8 / 9/5))
[142248] ['5/7', '3/4', '8/9', '8/9', '4'] -> 8/9 / 8/9 / (3/4 - 5/7) - 4
[142249] ['1/4', '4/9', '6/5', '8/3', '8'] -> (8 / 1/4 - 8/3) / 6/5 - 4/9
[142250] ['1/7', '2/7', '4/3', '8/5', '6'] -> 6 / (1/7 / (8/5 - 4/3) - 2/7)
[142251] ['2/5', '2/5', '1/2', '1', '5/2'] -> 5/2 * (1 / (1/2 - 2/5) - 2/5)
[142252] ['1/7', '5/6', '8/9', '8/9', '3'] -> (3 / 1/7 - 8/9 / 8/9) / 5/6
[142253] ['1/7', '5/7', '4/5', '4/3', '4'] -> (4 + 5/7 * 4/5) / (1/7 * 4/3)
[142254] ['2/9', '5/8', '8/5', '9/4', '7'] -> 8/5 + 7 / (9/4 * 2/9 * 5/8)
[142255] ['5/7', '3/4', '8/9', '9/8', '4'] -> 8/9 * 9/8 / (3/4 - 5/7) - 4
[142256] ['3/4', '4/3', '8/5', '8/3', '3'] -> (4/3 + 8/3) * 8/5 * (3/4 + 3)
[142257] ['1/4', '4/9', '6/5', '7/2', '8'] -> (7/2 / 6/5 - (1/4 - 8)) / 4/9
[142258] ['1/7', '2/7', '4/3', '7/4', '6'] -> 6 / (7/4 - 2/7 / (1/7 * 4/3))
[142259] ['5/8', '3/2', '8/5', '7/3', '5'] -> 5 * (8/5 / 3/2 + 7/3 / 5/8)
[142260] ['1/8', '5/7', '7/6', '7/2', '7'] -> 5/7 * 7 / (7/6 / 7/2 - 1/8)
[142261] ['3/5', '5/7', '4/3', '7/2', '9'] -> 4/3 / (3/5 - 7/2 / (5/7 * 9))
[142262] ['1/7', '5/6', '8/9', '9/8', '3'] -> (3 / 1/7 - 8/9 * 9/8) / 5/6
[142263] ['1/7', '5/7', '4/5', '7/4', '4'] -> (7/4 - 5/7 / 4/5) / (1/7 / 4)
[142264] ['3/4', '4/3', '8/5', '3', '7/2'] -> 4/3 * 8/5 * (3/4 + 3 * 7/2)
[142265] ['5/7', '3/4', '8/9', '6/5', '4'] -> 4 / (5/7 * 3/4) / (6/5 - 8/9)
[142266] ['1/3', '3/5', '3/2', '9/4', '7'] -> 9/4 * (7 / 3/5 - 1/3) - 3/2
[142267] ['1/4', '4/9', '6/5', '9/2', '8'] -> (1/4 + (9/2 + 8) / 6/5) / 4/9
[142268] ['2/9', '5/8', '8/5', '7/2', '7'] -> 8/5 / 2/9 + (7/2 + 7) / 5/8
[142269] ['2/9', '4/7', '7/4', '5/2', '9'] -> (5/2 + 9 / 2/9) / 7/4 - 4/7
[142270] ['2/7', '3/8', '4/9', '5/9', '4'] -> 5/9 / (2/7 * (4/9 - 3/8)) - 4
[142271] ['1/2', '6/7', '6/5', '9/5', '3'] -> 6/5 / (9/5 - 3 * 1/2 / 6/7)
[142272] ['2/5', '4/9', '4/9', '2', '8/3'] -> 8/3 / (4/9 / (2/5 * 2) - 4/9)
[142273] ['1/3', '3/5', '3/2', '8/3', '7'] -> 8/3 * (3/2 + 7 / (1/3 + 3/5))
[142274] ['5/8', '3/2', '7/4', '7/4', '5'] -> 3/2 / (5/8 * 5 - 7/4 * 7/4)
[142275] ['1/8', '5/7', '6/5', '9/7', '7'] -> (9/7 - 5/7 * 6/5) / (1/8 / 7)
[142276] ['2/9', '5/8', '8/5', '9/2', '7'] -> 7 / 8/5 - (5/8 - 9/2 / 2/9)
[142277] ['1/4', '4/9', '5/4', '9/7', '8'] -> 8 / ((5/4 - 1/4) / 9/7 - 4/9)
[142278] ['3/5', '5/7', '7/5', '9/4', '9'] -> 9/4 * (9 + 7/5 / (3/5 / 5/7))
[142279] ['1/7', '2/7', '7/5', '5/3', '6'] -> 6 / (1/7 / (5/3 - 7/5) - 2/7)
[142280] ['2/5', '2/5', '5/9', '2/3', '1'] -> (2/5 + 2/3) / (1 - (2/5 + 5/9))
[142281] ['5/8', '3/2', '7/4', '9/5', '5'] -> 9/5 * 5 / (5/8 + 3/2 - 7/4)
[142282] ['5/7', '3/4', '8/9', '4/3', '4'] -> 4/3 / (5/7 - 3/4 * 8/9) - 4
[142283] ['1/8', '5/7', '6/5', '4/3', '7'] -> 7 * (5/7 / (1/8 * 6/5) - 4/3)
[142284] ['1/7', '5/7', '4/5', '4', '9/2'] -> 4 * 9/2 / (5/7 / 4/5 - 1/7)
[142285] ['3/4', '4/3', '5/3', '3', '7/2'] -> 4/3 * 7/2 / (3/4 - 5/3 / 3)
[142286] ['1/7', '5/6', '8/9', '9/7', '3'] -> (9/7 + 1/7 / 3) / (8/9 - 5/6)
[142287] ['2/9', '5/8', '5/3', '5/3', '7'] -> 5/3 / 5/8 / (5/3 - 2/9 * 7)
[142288] ['1/8', '5/7', '6/5', '7/5', '7'] -> (5/7 * 7 - 7/5) / (1/8 * 6/5)
[142289] ['3/5', '5/7', '7/5', '8/3', '9'] -> 7/5 * 9 * (8/3 - 5/7) - 3/5
[142290] ['3/4', '4/3', '5/3', '3', '9/2'] -> 9/2 * (3 / (3/4 / 5/3) - 4/3)
[142291] ['1/7', '5/6', '8/9', '4/3', '3'] -> (4/3 + 3 / (1/7 / 8/9)) / 5/6
[142292] ['2/5', '2/5', '5/9', '7/9', '1'] -> 5/9 / (2/5 + 2/5 - 7/9) - 1
[142293] ['1/4', '4/9', '5/4', '7/5', '8'] -> 5/4 * (7/5 + 8 / 4/9) - 1/4
[142294] ['5/7', '3/4', '8/9', '3/2', '4'] -> 3/2 / (5/7 / 8/9 - 3/4) - 4
[142295] ['2/7', '3/8', '4/9', '7/9', '4'] -> 4/9 / (7/9 - 2/7 / 3/8) - 4
[142296] ['1/3', '3/5', '8/5', '7/2', '7'] -> 8/5 / (7 * 1/3 / 7/2 - 3/5)
[142297] ['2/9', '5/8', '5/3', '9/5', '7'] -> (2/9 + 7) / (5/3 / 9/5 - 5/8)
[142298] ['3/4', '4/3', '7/4', '7/4', '3'] -> 3 / ((3/4 + 7/4) / 4/3 - 7/4)
[142299] ['3/5', '5/7', '3/2', '3/2', '9'] -> 3/2 + 3/2 + 9 / (3/5 * 5/7)
[142300] ['1/7', '2/7', '7/5', '7/2', '6'] -> 7/2 / 7/5 + (1/7 + 6) / 2/7
[142301] ['1/7', '5/7', '5/6', '5/4', '4'] -> 5/7 / (5/6 / 4 - 1/7 * 5/4)
[142302] ['1/7', '5/6', '8/9', '8/5', '3'] -> 8/5 + 8/9 * 3 / (1/7 * 5/6)
[142303] ['2/9', '5/8', '5/3', '5/2', '7'] -> 7 / (5/8 - 5/2 * 2/9 / 5/3)
[142304] ['1/3', '3/5', '5/3', '9/4', '7'] -> 5/3 * (9/4 * (7 - 1/3) - 3/5)
[142305] ['2/5', '2/5', '5/9', '7/8', '1'] -> 1 / (5/9 * (7/8 - (2/5 + 2/5)))
[142306] ['5/8', '3/2', '9/5', '8/3', '5'] -> 5 / (5/8 * (9/5 - 3/2)) - 8/3
[142307] ['2/9', '5/8', '5/3', '7/2', '7'] -> 5/3 / 7/2 * 7 / (2/9 * 5/8)
[142308] ['1/4', '4/9', '5/4', '5/2', '8'] -> 8 / (4/9 * (1/4 + 5/4 / 5/2))
[142309] ['1/7', '5/7', '5/6', '3/2', '4'] -> (4 - 5/7 / 5/6 / 3/2) / 1/7
[142310] ['1/8', '5/7', '6/5', '5/2', '7'] -> (5/7 * 7 - 5/2) / (1/8 / 6/5)
[142311] ['2/9', '4/7', '9/5', '7/2', '9'] -> (2/9 + 4/7 * 7/2) * (9/5 + 9)
[142312] ['3/5', '5/7', '3/2', '9/5', '9'] -> (3/2 + 9) * (9/5 / 3/5 - 5/7)
[142313] ['1/7', '5/6', '8/9', '9/5', '3'] -> 8/9 * (9/5 + 3 / (1/7 * 5/6))
