[328006] ['1/6', '3/8', '5/7', '5/4', '8'] -> 8 / (5/7 * (1/6 + 3/8 / 5/4))
[328242] ['1/8', '2/5', '2/5', '2/5', '1'] -> (1 + (2/5 + 2/5) / 2/5) / 1/8
[328243] ['1/6', '1/5', '3/4', '9/7', '2'] -> 2 / 1/5 / (3/4 / 9/7 - 1/6)
[328244] ['1/3', '5/7', '6/7', '1', '5/3'] -> 6/7 / (1 / (5/3 - 1/3) - 5/7)
[328245] ['9/8', '7/6', '9/4', '7/3', '7'] -> 7 * (7/6 + 7/3) - 9/8 / 9/4
[328246] ['4/7', '9/8', '7/3', '7/2', '7'] -> 7/3 / (7 / 9/8 - 7/2 / 4/7)
[328247] ['1/5', '4/5', '7/6', '7/6', '3'] -> (4/5 + 3 + 7/6 / 7/6) / 1/5
[328248] ['4/9', '2/3', '8/7', '7/4', '5'] -> (2/3 + 5 * 8/7 * 7/4) / 4/9
[328249] ['4/7', '9/8', '7/3', '9/2', '7'] -> (9/2 + 4/7 * 9/8) * (7 - 7/3)
[328250] ['4/7', '4/5', '9/8', '8/5', '2'] -> 4/5 / (2 - 9/8 / 4/7) - 8/5
[328251] ['4/5', '8/9', '1', '9/7', '9/5'] -> 9/5 / (1 / (8/9 * 9/7) - 4/5)
[328252] ['1/5', '4/5', '7/6', '6/5', '3'] -> 4/5 / (1/5 / 3 + 7/6 - 6/5)
[328253] ['1/8', '4/7', '4/7', '5/3', '8'] -> 8 / (1/8 * (5/3 + 4/7 / 4/7))
[328254] ['9/8', '7/6', '7/3', '9/2', '7'] -> 7 / (9/8 / 9/2) / (7/3 - 7/6)
[328255] ['1/3', '5/8', '5/4', '9/7', '5'] -> 5 / (5/8 / (1/3 * 9/7) - 5/4)
[328256] ['1/6', '1/5', '3/4', '2', '8/3'] -> 2 / (1/5 - 1/6 * 3/4) - 8/3
[328257] ['1/8', '2/5', '2/5', '5/8', '1'] -> (1 / 5/8 - 2/5) / (1/8 * 2/5)
[328258] ['1/3', '5/7', '6/7', '1', '5/2'] -> (5/7 + 1) / (6/7 / 1/3 - 5/2)
[328259] ['1/3', '5/8', '5/4', '7/5', '5'] -> 7/5 * 5 / (5/4 - (1/3 + 5/8))
[328260] ['9/8', '7/6', '8/3', '8/3', '7'] -> 8/3 * (9/8 * 8/3 + 7 / 7/6)
[328261] ['1/6', '1/5', '7/9', '4/5', '2'] -> (1/5 + 1/6 * 2) / (4/5 - 7/9)
[328262] ['4/7', '9/8', '8/3', '8/3', '7'] -> (8/3 + 8/3) * 7 * 4/7 * 9/8
[328263] ['1/5', '4/5', '7/6', '7/4', '3'] -> (1/5 + 3) / (4/5 - 7/6 / 7/4)
[328264] ['1/3', '5/7', '7/8', '7/8', '1'] -> 1 / (7/8 * (1/3 + 5/7) - 7/8)
[328265] ['1/6', '1/5', '7/9', '5/6', '2'] -> 2 / (7/9 - 5/6 * 1/6 / 1/5)
[328266] ['9/8', '7/6', '9/2', '9/2', '7'] -> 9/2 / (9/8 / 9/2) + 7 / 7/6
[328267] ['1/6', '3/8', '9/8', '8/7', '8'] -> (8 / 8/7 - 9/8 / 3/8) / 1/6
[328268] ['1/8', '2/5', '2/5', '6/7', '1'] -> (2/5 + 1) * 6/7 / (1/8 * 2/5)
[328269] ['9/8', '6/5', '6/5', '6/5', '7'] -> 7 / (9/8 - 6/5 / (6/5 * 6/5))
[328270] ['4/9', '2/3', '8/7', '9/2', '5'] -> 8/7 * (9/2 * 5 - 2/3 / 4/9)
[328271] ['1/6', '1/5', '7/9', '6/7', '2'] -> 2 / (6/7 - 7/9) - 1/5 / 1/6
[328272] ['1/3', '5/8', '9/7', '7/5', '5'] -> (9/7 + 7/5 / 1/3) * (5 - 5/8)
[328273] ['4/7', '9/8', '8/3', '9/2', '7'] -> 8/3 * (9/2 + 7 * 4/7 * 9/8)
[328274] ['4/5', '8/9', '1', '4/3', '4/3'] -> (4/3 + 4/3) / (8/9 / 4/5 - 1)
[328275] ['1/3', '5/8', '9/7', '3/2', '5'] -> 5 / (3/2 / 9/7 - (1/3 + 5/8))
[328276] ['1/5', '4/5', '6/5', '9/7', '3'] -> (1/5 + 3) / (6/5 / 9/7 - 4/5)
[328277] ['1/8', '2/5', '2/5', '1', '9/8'] -> (9/8 / 1/8 - (2/5 - 1)) / 2/5
[328278] ['4/9', '2/3', '7/6', '6/5', '5'] -> (7/6 + 5 / 6/5) / (2/3 - 4/9)
[328279] ['4/7', '8/7', '8/7', '8/7', '7'] -> 7 * (8/7 + 8/7 / (4/7 / 8/7))
[328280] ['4/5', '8/9', '1', '4/3', '7/4'] -> 7/4 / (1 / (4/5 * 8/9) - 4/3)
[328281] ['1/8', '2/5', '2/5', '1', '8/7'] -> (2/5 + 1 / 1/8) / (2/5 / 8/7)
[328282] ['1/5', '4/5', '6/5', '7/4', '3'] -> 6/5 / (3 * (4/5 - 1/5) - 7/4)
[328283] ['1/3', '5/8', '9/7', '5/3', '5'] -> 5 / (5/3 - 5/8 / (1/3 * 9/7))
[328284] ['1/8', '4/7', '3/5', '4/5', '8'] -> 8 + (3/5 + 4/5 / 4/7) / 1/8
[328285] ['4/7', '8/7', '8/7', '9/7', '7'] -> 8/7 * 7 * (9/7 + 4/7 + 8/7)
[328286] ['4/5', '8/9', '1', '4/3', '7/3'] -> 8/9 / (4/3 - 7/3 / (4/5 + 1))
[328287] ['1/6', '1/5', '7/9', '6/5', '2'] -> 2 / (7/9 - 1/6 / 1/5 / 6/5)
[328288] ['4/5', '8/9', '1', '4/3', '5/2'] -> 5/2 * 4/5 * 4/3 / (1 - 8/9)
[328289] ['4/9', '2/3', '7/6', '9/5', '5'] -> (7/6 + 2/3 / 4/9) * 9/5 * 5
[328290] ['1/3', '5/8', '9/7', '9/5', '5'] -> 5 / (5/8 - 1/3) / (9/7 / 9/5)
[328291] ['1/3', '5/7', '7/8', '1', '8/5'] -> 1 / (8/5 - (1/3 + 7/8 / 5/7))
[328292] ['1/8', '2/5', '2/5', '1', '5/3'] -> (1 + 2/5 + 2/5) / (1/8 / 5/3)
[328293] ['4/5', '8/9', '1', '4/3', '8/3'] -> 8/3 / (4/5 * (8/9 - 1 / 4/3))
[328294] ['4/9', '2/3', '7/6', '9/4', '5'] -> 7/6 * 5 / (2/3 - 4/9) - 9/4
[328295] ['1/3', '5/7', '7/8', '1', '5/3'] -> 1 / (5/7 * 7/8 / 5/3 - 1/3)
[328296] ['1/6', '1/5', '7/9', '3/2', '2'] -> 2 / 3/2 / (1/6 / 1/5 - 7/9)
[328297] ['4/7', '4/5', '8/7', '7/5', '2'] -> 4/7 / (7/5 / (2 - 4/5) - 8/7)
[328298] ['1/3', '5/8', '9/7', '7/3', '5'] -> (1/3 + 7/3 * (9/7 + 5)) / 5/8
[328299] ['4/9', '2/3', '7/6', '7/3', '5'] -> (2/3 + 5 / (7/6 / 7/3)) / 4/9
[328300] ['1/5', '4/5', '5/4', '7/3', '3'] -> (3 / (5/4 / 7/3) - 4/5) / 1/5
[328301] ['1/3', '5/7', '7/8', '1', '9/5'] -> 9/5 / 1/3 / (7/8 / 5/7 - 1)
[328302] ['1/8', '2/5', '2/5', '1', '9/4'] -> ((9/4 - 1) / 1/8 - 2/5) / 2/5
[328303] ['9/8', '6/5', '6/5', '9/4', '7'] -> 7 * (9/4 + 9/8 * 6/5) - 6/5
[328304] ['4/9', '2/3', '7/6', '5/2', '5'] -> (5/2 * 5 - (2/3 + 7/6)) / 4/9
[328305] ['4/5', '8/9', '1', '7/5', '3/2'] -> (4/5 + 1) / (7/5 / 8/9 - 3/2)
[328306] ['1/6', '3/8', '8/7', '8/5', '8'] -> (8 / (8/7 * 8/5) - 3/8) / 1/6
[328307] ['1/6', '1/5', '7/9', '5/3', '2'] -> (2 + 7/9 / (1/6 * 5/3)) / 1/5
[328308] ['1/5', '4/5', '5/4', '8/3', '3'] -> 3 / 5/4 / (4/5 / 8/3 - 1/5)
[328309] ['4/7', '4/5', '8/7', '8/5', '2'] -> (8/7 + 8/5) * 2 / (4/5 - 4/7)
[328310] ['4/7', '8/7', '7/6', '5/4', '7'] -> (4/7 + 7) / (7/6 * 5/4 - 8/7)
[328311] ['1/8', '4/7', '3/5', '6/5', '8'] -> 6/5 / (3/5 / 4/7 - 1/8 * 8)
[328312] ['1/3', '5/7', '7/8', '1', '7/3'] -> 1 / (7/3 * (7/8 - 5/7) - 1/3)
[328313] ['1/3', '5/8', '4/3', '9/4', '5'] -> (5 + 1/3 + 4/3) / (5/8 / 9/4)
[328314] ['1/5', '4/5', '9/7', '9/7', '3'] -> (4/5 + 3 + 9/7 / 9/7) / 1/5
[328315] ['4/7', '4/5', '8/7', '9/5', '2'] -> (4/7 + 4/5) / (8/7 * 9/5 - 2)
[328316] ['1/6', '1/5', '7/9', '9/5', '2'] -> (7/9 / 1/6 - 2) / (1/5 / 9/5)
[328317] ['1/3', '5/7', '7/8', '1', '5/2'] -> 1 / (7/8 * (1/3 - 5/7 / 5/2))
[328318] ['9/8', '6/5', '5/4', '9/7', '7'] -> 9/7 * 7 / (6/5 * 5/4 - 9/8)
[328319] ['1/3', '5/8', '4/3', '9/2', '5'] -> (5 - (1/3 + 4/3)) / (5/8 / 9/2)
[328320] ['1/8', '4/7', '3/5', '9/7', '8'] -> 3/5 / (9/7 / (4/7 + 8) - 1/8)
[328321] ['1/5', '4/5', '9/7', '8/5', '3'] -> (9/7 + 3) * (8/5 + 4/5 / 1/5)
[328322] ['1/6', '3/8', '8/7', '8/3', '8'] -> (8/3 / 1/6 - 8 / 8/7) / 3/8
[328323] ['4/5', '8/9', '1', '7/5', '7/3'] -> 1 / (4/5 - 7/3 + 7/5 / 8/9)
[328324] ['1/8', '2/5', '3/7', '5/9', '1'] -> 1 / 3/7 / (2/5 * 5/9 - 1/8)
[328325] ['4/7', '8/7', '7/6', '9/5', '7'] -> (4/7 + 8/7 * 7/6) * 9/5 * 7
[328326] ['1/3', '5/8', '7/5', '5/3', '5'] -> (5 * (7/5 + 5/3) - 1/3) / 5/8
[328327] ['4/9', '2/3', '6/5', '7/4', '5'] -> 6/5 * 5 / (7/4 - 2/3 / 4/9)
[328328] ['4/7', '4/5', '8/7', '2', '8/3'] -> 8/7 / (4/7 / 4/5 + 2 - 8/3)
[328329] ['1/5', '4/5', '9/7', '7/4', '3'] -> (3 + 7/4 * 4/5 * 9/7) / 1/5
[328330] ['4/7', '8/7', '7/6', '9/4', '7'] -> 7 / (7/6 * (9/4 - 8/7 / 4/7))
[328331] ['1/6', '3/8', '7/6', '6/5', '8'] -> 6/5 * (8 / 3/8 - (1/6 + 7/6))
[328332] ['1/6', '1/5', '7/9', '2', '9/2'] -> 9/2 * (2 / 1/5 - 7/9 / 1/6)
[328333] ['1/8', '2/5', '3/7', '5/8', '1'] -> 1 / (1/8 / 3/7 - 2/5 * 5/8)
[328334] ['1/3', '5/8', '7/5', '9/5', '5'] -> 5 / (1/3 / (9/5 - 7/5) - 5/8)
[328335] ['1/3', '5/7', '8/9', '1', '7/6'] -> (1/3 + 1) / (8/9 - 5/7 * 7/6)
[328336] ['1/6', '3/8', '7/6', '7/5', '8'] -> (1/6 + 8 + 7/6 / 7/5) / 3/8
[328337] ['4/7', '8/7', '6/5', '6/5', '7'] -> (4/7 + 6/5) / (6/5 - 8/7) - 7
[328338] ['1/6', '1/5', '4/5', '6/7', '2'] -> 4/5 * 2 / (1/5 / 6/7 - 1/6)
[328339] ['1/3', '5/8', '7/5', '5/2', '5'] -> 7/5 / (5/8 - (1/3 + 5/2) / 5)
[328340] ['1/8', '2/5', '3/7', '5/7', '1'] -> (1 + 2/5 * 5/7) / (1/8 * 3/7)
[328341] ['4/5', '8/9', '1', '3/2', '5/3'] -> 4/5 / (8/9 / 5/3 + 1 - 3/2)
[328342] ['4/7', '4/5', '7/6', '5/4', '2'] -> 4/5 * 5/4 / (7/6 / 4/7 - 2)
[328343] ['1/3', '5/7', '8/9', '1', '9/7'] -> 8/9 * 9/7 / (1/3 + 5/7 - 1)
[328344] ['1/3', '5/8', '7/5', '8/3', '5'] -> (7/5 * 5 + 8/3 / 1/3) / 5/8
[328345] ['9/8', '6/5', '5/4', '7/2', '7'] -> 7 / (7/2 * (9/8 - 5/4 / 6/5))
[328346] ['4/7', '8/7', '6/5', '4/3', '7'] -> 7 * (8/7 + 6/5 * (4/7 + 4/3))
[328347] ['1/8', '4/7', '3/5', '7/3', '8'] -> 7/3 / (1/8 / 4/7) + 8 / 3/5
[328348] ['1/3', '5/8', '7/5', '7/2', '5'] -> 5 / (7/2 * 1/3 / 7/5 - 5/8)
[328349] ['1/5', '4/5', '4/3', '7/4', '3'] -> (4/5 + 7/4 + 3 / 4/3) / 1/5
[328350] ['9/8', '6/5', '9/7', '9/7', '7'] -> 7 / (9/8 - 9/7 / (6/5 * 9/7))
[328351] ['4/9', '2/3', '5/4', '3/2', '5'] -> 5 / (3/2 * (5/4 - (4/9 + 2/3)))
[328352] ['1/8', '2/5', '3/7', '5/6', '1'] -> 1 / (2/5 * 5/6 - 1/8 / 3/7)
[328353] ['1/3', '5/8', '3/2', '7/4', '5'] -> 5 / (7/4 / 3/2 - (1/3 + 5/8))
[328354] ['1/6', '1/5', '4/5', '9/7', '2'] -> 4/5 / (1/6 / (2 - 9/7) - 1/5)
[328355] ['1/3', '5/7', '8/9', '1', '3/2'] -> 1/3 / (8/9 - 3/2 / (5/7 + 1))
[328356] ['1/6', '3/8', '6/5', '4/3', '8'] -> 8 / (3/8 - 1/6) / (6/5 * 4/3)
[328357] ['1/8', '4/7', '3/5', '8/3', '8'] -> 8/3 / (1/8 * 4/7) - 8 / 3/5
[328358] ['4/7', '8/7', '6/5', '5/3', '7'] -> 6/5 * 5/3 * 7 * (4/7 + 8/7)
[328359] ['4/9', '2/3', '5/4', '9/5', '5'] -> 2/3 / (5/4 * 9/5 - 4/9 * 5)
[328360] ['1/8', '2/5', '3/7', '6/7', '1'] -> (3/7 / 6/7 + 1 / 2/5) / 1/8
[328361] ['1/3', '5/7', '8/9', '1', '8/5'] -> 1/3 / (8/9 - 1 / (5/7 * 8/5))
[328362] ['4/7', '8/7', '6/5', '7/4', '7'] -> (4/7 + 7) / (7/4 / 6/5 - 8/7)
[328363] ['4/5', '8/9', '1', '3/2', '7/2'] -> 4/5 * (7/2 / (1 - 8/9) - 3/2)
[328364] ['4/7', '4/5', '7/6', '7/4', '2'] -> 2 / (7/4 * 4/7 / 4/5 - 7/6)
[328365] ['4/7', '8/7', '6/5', '9/5', '7'] -> 9/5 * 7 / (4/7 / 8/7) - 6/5
[328366] ['1/3', '5/7', '8/9', '1', '5/3'] -> (1/3 + 5/3 / 5/7) / (1 - 8/9)
[328367] ['1/5', '4/5', '7/5', '8/3', '3'] -> (7/5 - 4/5) * 3 / (1/5 / 8/3)
[328368] ['1/8', '4/7', '5/8', '5/8', '8'] -> 8 / 4/7 + (5/8 + 5/8) / 1/8
[328369] ['1/3', '5/8', '8/5', '7/4', '5'] -> 8/5 / (7/4 / (5 - 5/8) - 1/3)
[328370] ['1/6', '3/8', '6/5', '7/2', '8'] -> (7/2 + 8) / (1/6 + 3/8 / 6/5)
[328371] ['4/7', '8/7', '6/5', '9/4', '7'] -> (4/7 + 8/7 / 6/5) * 9/4 * 7
[328372] ['1/8', '4/7', '5/8', '3/4', '8'] -> 8 / (5/8 - 1/8 / 4/7 / 3/4)
[328373] ['1/6', '3/8', '5/4', '9/7', '8'] -> 8 * (5/4 + 3/8 / (1/6 * 9/7))
[328374] ['4/7', '8/7', '6/5', '7/3', '7'] -> (4/7 + 8/7 * 7) * 6/5 * 7/3
[328375] ['1/8', '4/7', '5/8', '4/5', '8'] -> 4/5 / (1/8 * 4/7) + 8 / 5/8
[328376] ['1/5', '4/5', '8/5', '5/3', '3'] -> 8/5 / (1/5 * 5/3 - 4/5 / 3)
[328377] ['4/9', '2/3', '9/7', '8/5', '5'] -> 9/7 * (2/3 + 5 / (4/9 / 8/5))
[328378] ['1/6', '1/5', '5/6', '7/6', '2'] -> (1/5 + (7/6 + 2) / 5/6) / 1/6
[328379] ['9/8', '6/5', '9/7', '5/2', '7'] -> 9/7 * 5/2 * 7 / (9/8 / 6/5)
[328380] ['4/7', '8/7', '6/5', '5/2', '7'] -> 4/7 + 8/7 * 5/2 * (6/5 + 7)
[328381] ['1/8', '2/5', '3/7', '1', '7/6'] -> (3/7 * 7/6 + 1 / 2/5) / 1/8
[328382] ['1/3', '5/7', '8/9', '1', '7/3'] -> 1 / (1/3 - 8/9 / (5/7 + 7/3))
[328383] ['4/7', '8/7', '6/5', '8/3', '7'] -> 6/5 * 8/3 * (7 + 4/7 / 8/7)
[328384] ['9/8', '6/5', '9/7', '8/3', '7'] -> (6/5 + 9/8 * 8/3) * (7 - 9/7)
[328385] ['1/8', '2/5', '3/7', '1', '6/5'] -> 1 / (2/5 / 6/5 - 1/8 / 3/7)
[328386] ['4/9', '2/3', '9/7', '7/4', '5'] -> 2/3 / (9/7 * 7/4 - 4/9 * 5)
[328387] ['4/5', '8/9', '1', '8/5', '9/2'] -> 8/5 / (4/5 / 9/2 + 8/9 - 1)
[328388] ['1/8', '4/7', '5/8', '9/8', '8'] -> (8 / 4/7 - (1/8 - 9/8)) / 5/8
[328389] ['1/6', '3/8', '9/7', '7/5', '8'] -> (9/7 + 8) * 7/5 / (1/6 + 3/8)
[328390] ['1/8', '2/5', '3/7', '1', '9/7'] -> 9/7 / (1/8 + 1 - 3/7 / 2/5)
[328391] ['9/8', '6/5', '9/7', '9/2', '7'] -> (9/2 - 9/7) * 7 / (9/8 / 6/5)
[328392] ['4/7', '4/5', '6/5', '5/4', '2'] -> 2 / (5/4 - 4/5 / (4/7 * 6/5))
[328393] ['4/5', '8/9', '1', '5/3', '5/3'] -> 4/5 / (1 - 8/9) * (5/3 + 5/3)
[328394] ['1/5', '4/5', '5/3', '5/2', '3'] -> (1/5 + 3) / (4/5 - 5/3 / 5/2)
[328395] ['1/8', '2/5', '3/7', '1', '4/3'] -> 1 / (1/8 + 4/3) / (3/7 - 2/5)
[328396] ['4/7', '8/7', '5/4', '7/5', '7'] -> (4/7 + 7 / 5/4) / (7/5 - 8/7)
[328397] ['4/7', '4/5', '6/5', '7/5', '2'] -> 6/5 / (2 / 4/5 - 7/5 / 4/7)
[328398] ['1/6', '1/5', '6/7', '7/8', '2'] -> 2 / (1/6 / 1/5 - 6/7 * 7/8)
[328399] ['4/9', '2/3', '9/7', '5/2', '5'] -> 4/9 / (2/3 / 9/7 - 5/2 / 5)
[328400] ['4/7', '8/7', '5/4', '8/5', '7'] -> 5/4 * 8/5 * 7 * (4/7 + 8/7)
[328401] ['1/5', '4/5', '7/4', '9/5', '3'] -> 3 / (1/5 / 7/4) - 9/5 / 4/5
[328402] ['1/8', '2/5', '3/7', '1', '5/3'] -> (2/5 * 5/3 + 1 / 3/7) / 1/8
[328403] ['4/7', '4/5', '6/5', '3/2', '2'] -> 6/5 * 2 / (3/2 - 4/5 / 4/7)
[328404] ['1/3', '5/7', '1', '9/8', '6/5'] -> 1 / (9/8 / 5/7 - (1/3 + 6/5))
[328405] ['1/6', '1/5', '6/7', '8/9', '2'] -> 2 / (1/6 / 1/5 / 6/7 - 8/9)
[328406] ['1/6', '3/8', '9/7', '9/4', '8'] -> 3/8 + (1/6 + 8) * 9/7 * 9/4
[328407] ['4/9', '2/3', '9/7', '8/3', '5'] -> 2/3 + 8/3 * 5 / (4/9 * 9/7)
[328408] ['4/5', '8/9', '1', '5/3', '8/3'] -> 8/3 / (4/5 * 8/9 - 1 / 5/3)
[328409] ['4/7', '4/5', '6/5', '8/5', '2'] -> (4/5 + 8/5) / (6/5 / 4/7 - 2)
[328410] ['4/7', '8/7', '5/4', '7/4', '7'] -> 7 * (4/7 + 8/7) / (7/4 - 5/4)
[328411] ['1/3', '5/8', '9/4', '5/2', '5'] -> 5/2 / (5/8 / 9/4) + 5 / 1/3
[328412] ['4/9', '2/3', '9/7', '9/2', '5'] -> 4/9 / (2/3 / 9/7 + 9/2 - 5)
[328413] ['1/6', '3/8', '9/7', '8/3', '8'] -> 8 / 8/3 / (3/8 / 9/7 - 1/6)
[328414] ['1/8', '4/7', '5/8', '9/4', '8'] -> 9/4 / (5/8 / 4/7 - 1/8 * 8)
[328415] ['4/7', '4/5', '6/5', '7/4', '2'] -> (4/7 + 4/5) / (6/5 - 2 / 7/4)
[328416] ['1/5', '4/5', '7/4', '3', '9/2'] -> 4/5 / (7/4 / (3 + 9/2) - 1/5)
[328417] ['1/6', '1/5', '6/7', '5/4', '2'] -> 2 / 5/4 / (1/5 / 6/7 - 1/6)
[328418] ['4/7', '8/7', '5/4', '7/3', '7'] -> 7 / ((7/3 - 4/7) / 8/7 - 5/4)
[328419] ['1/8', '2/5', '3/7', '1', '5/2'] -> (5/2 - 2/5) / (1/8 / (3/7 + 1))
[328420] ['9/8', '6/5', '7/5', '7/5', '7'] -> 7 / (9/8 - 7/5 / (6/5 * 7/5))
[328421] ['1/3', '5/8', '8/3', '7/2', '5'] -> 8/3 * (5 + 5/8 + 7/2) - 1/3
[328422] ['4/9', '2/3', '4/3', '7/4', '5'] -> (7/4 + (4/3 + 5) / 4/9) / 2/3
[328423] ['4/7', '8/7', '5/4', '9/2', '7'] -> 9/2 * (5/4 + 7 / (4/7 + 8/7))
[328424] ['1/8', '4/7', '5/8', '9/2', '8'] -> 4/7 * 8 * (9/2 + 1/8 + 5/8)
[328425] ['1/3', '5/7', '1', '9/8', '7/4'] -> 1 / 1/3 / (5/7 * 7/4 - 9/8)
[328426] ['4/7', '4/5', '6/5', '2', '7/3'] -> 4/5 / (6/5 + 7/3 - 2 / 4/7)
[328427] ['1/6', '3/8', '7/5', '7/4', '8'] -> 8 / (1/6 / 7/5 + 3/8 / 7/4)
[328428] ['1/8', '2/5', '3/7', '1', '9/2'] -> (9/2 + 1 / 2/5) / (1/8 / 3/7)
[328429] ['1/6', '1/5', '6/7', '7/4', '2'] -> (6/7 / 1/5 - 2) / (1/6 / 7/4)
[328430] ['4/9', '2/3', '4/3', '5/2', '5'] -> (2/3 + 4/3 * (5/2 + 5)) / 4/9
[328431] ['9/8', '6/5', '7/5', '7/3', '7'] -> 7/5 / 7 / (7/3 - (9/8 + 6/5))
[328432] ['1/3', '2/3', '2/3', '8/7', '5'] -> 5 / ((1/3 + 2/3) / 8/7 - 2/3)
[328433] ['4/5', '8/9', '1', '7/4', '8/3'] -> 8/3 / 4/5 / (8/9 + 1 - 7/4)
[328434] ['4/7', '8/7', '9/7', '3/2', '7'] -> (8/7 + 4/7 * 7) / (3/2 - 9/7)
[328435] ['1/8', '2/5', '4/9', '4/9', '1'] -> 4/9 + (4/9 + 1 / 2/5) / 1/8
[328436] ['1/3', '2/3', '2/3', '7/6', '5'] -> (5 / 2/3 - (2/3 - 7/6)) / 1/3
[328437] ['1/3', '5/7', '1', '9/8', '5/2'] -> 1 / (5/2 * 1/3 / 5/7 - 9/8)
[328438] ['4/9', '2/3', '7/5', '7/5', '5'] -> (7/5 - (2/3 - 7/5)) / (4/9 / 5)
[328439] ['1/8', '4/7', '2/3', '7/8', '8'] -> 8 / ((1/8 + 2/3) / 7/8 - 4/7)
[328440] ['4/7', '8/7', '9/7', '5/3', '7'] -> 8/7 * 7 / (9/7 - 4/7 * 5/3)
[328441] ['1/6', '3/8', '7/5', '7/2', '8'] -> 1/6 + 7/2 / 7/5 + 8 / 3/8
[328442] ['1/5', '5/6', '5/6', '7/8', '3'] -> 3 / (1/5 * 5/6 + 5/6 - 7/8)
[328443] ['9/8', '6/5', '3/2', '3/2', '7'] -> 7 / (9/8 - 3/2 / (6/5 * 3/2))
[328444] ['1/6', '1/5', '6/7', '2', '5/2'] -> (5/2 + 2 / 6/7) / 1/5 - 1/6
[328445] ['1/3', '2/3', '2/3', '7/4', '5'] -> 5 / (7/4 * 1/3 / 2/3 - 2/3)
[328446] ['1/8', '2/5', '4/9', '3/5', '1'] -> 3/5 / (1/8 - 1 + 2/5 / 4/9)
[328447] ['1/5', '5/6', '5/6', '9/8', '3'] -> 3 / (9/8 - (5/6 + 1/5 * 5/6))
[328448] ['4/7', '4/5', '5/4', '4/3', '2'] -> 2 / 5/4 / (4/5 / 4/7 - 4/3)
[328449] ['9/8', '6/5', '3/2', '5/3', '7'] -> (7 + 6/5 * 5/3) / (3/2 - 9/8)
[328450] ['1/6', '3/8', '3/2', '9/5', '8'] -> (1/6 + 8 + 3/2 / 9/5) / 3/8
[328451] ['4/9', '2/3', '7/5', '9/5', '5'] -> (7/5 + 9/5) * 5 / (4/9 / 2/3)
[328452] ['1/6', '1/5', '6/7', '2', '7/2'] -> 2 / 7/2 / (6/7 - 1/6 / 1/5)
[328453] ['1/8', '2/5', '4/9', '2/3', '1'] -> 2/3 / (1/8 * 2/5) / (1 - 4/9)
[328454] ['9/8', '6/5', '3/2', '9/5', '7'] -> 7 / (9/8 - 3/2 + 6/5 / 9/5)
[328455] ['4/9', '2/3', '7/5', '9/4', '5'] -> (7/5 + 5) * (9/4 + 2/3 / 4/9)
[328456] ['1/6', '3/8', '8/5', '7/4', '8'] -> 3/8 / (7/4 / (8/5 + 8) - 1/6)
[328457] ['1/5', '5/6', '5/6', '5/4', '3'] -> (3 + 5/4 / (5/6 * 5/6)) / 1/5
[328458] ['9/8', '6/5', '3/2', '7/3', '7'] -> 7 / 7/3 / (3/2 / 6/5 - 9/8)
[328459] ['4/7', '4/5', '5/4', '5/3', '2'] -> 2 / (5/4 / (4/7 / 4/5) - 5/3)
[328460] ['1/3', '2/3', '5/7', '6/7', '5'] -> (5/7 + 5) / (2/3 * 6/7 - 1/3)
[328461] ['1/6', '1/5', '7/8', '7/6', '2'] -> 2 / (1/6 / 1/5 - 7/8 / 7/6)
[328462] ['4/9', '2/3', '7/5', '9/2', '5'] -> 5 * (7/5 * 9/2 - 2/3 / 4/9)
[328463] ['4/7', '8/7', '4/3', '5/3', '7'] -> 7 * (4/7 * 5/3 + 8/7 + 4/3)
[328464] ['1/3', '5/7', '1', '8/7', '9/4'] -> 8/7 / (1 - 5/7 / (1/3 * 9/4))
[328465] ['1/3', '2/3', '5/7', '7/8', '5'] -> 5 / (2/3 - 1/3) / (5/7 * 7/8)
[328466] ['9/8', '6/5', '3/2', '7/2', '7'] -> 7 / (7/2 / 6/5 - (9/8 + 3/2))
[328467] ['1/6', '3/8', '8/5', '5/2', '8'] -> 8 / (3/8 - 1/6 / 8/5 / 5/2)
[328468] ['1/5', '5/6', '5/6', '7/5', '3'] -> 3 * (5/6 / 5/6 + 7/5 / 1/5)
[328469] ['1/8', '2/5', '4/9', '5/6', '1'] -> (1 + 2/5 * 5/6) / (1/8 * 4/9)
[328470] ['1/6', '1/5', '7/8', '6/5', '2'] -> 1/5 / (1/6 * 2 + 7/8 - 6/5)
[328471] ['1/3', '2/3', '5/7', '9/8', '5'] -> 5 / (5/7 * (2/3 - 1/3 * 9/8))
[328472] ['1/5', '5/6', '5/6', '7/4', '3'] -> 3 / 1/5 / (5/6 * 7/4 - 5/6)
[328473] ['4/9', '2/3', '3/2', '9/5', '5'] -> 5 * (2/3 / 4/9 + 3/2 + 9/5)
[328474] ['4/7', '8/7', '7/5', '5/3', '7'] -> (7/5 + 7) * 5/3 * (4/7 + 8/7)
[328475] ['1/3', '2/3', '5/7', '7/6', '5'] -> (5/7 + 5) / (2/3 / 7/6 - 1/3)
[328476] ['1/8', '4/7', '2/3', '7/2', '8'] -> 8 / (1/8 * (2/3 + 4/7 * 7/2))
[328477] ['1/3', '2/3', '5/7', '6/5', '5'] -> (5 - 5/7) / (1/3 / (2/3 + 6/5))
