[157593] ['2/7', '5/8', '4/5', '3/2', '4'] -> (((3/2 + (4 / 2/7)) / 5/8) - 4/5)
[157822] ['2/9', '7/5', '5/3', '9/4', '9'] -> ((2/9 * 9) / ((7/5 * 5/3) - 9/4))
[157823] ['2/5', '7/9', '9/8', '2', '9/2'] -> (9/2 / (((9/8 * 7/9) / 2/5) - 2))
[157824] ['5/7', '7/9', '5/6', '5/2', '5'] -> ((5/6 + (5/2 * 5)) / (5/7 * 7/9))
[157825] ['2/7', '4/9', '5/7', '7/3', '6'] -> (((2/7 + (5/7 * 6)) * 7/3) / 4/9)
[157826] ['1/4', '1/4', '7/8', '7/5', '7'] -> ((1/4 + (7 / 7/5)) / (1/4 * 7/8))
[157827] ['5/9', '4/7', '4/5', '7/6', '8'] -> (((8 / 5/9) - (4/5 / 7/6)) / 4/7)
[157828] ['2/7', '4/9', '5/7', '5/2', '6'] -> (6 / (5/2 - ((2/7 + 5/7) / 4/9)))
[157829] ['2/9', '7/5', '5/3', '5/2', '9'] -> ((9 * (7/5 * 5/2)) - (5/3 / 2/9))
[157830] ['1/6', '2/7', '5/6', '6/5', '3'] -> (3 + ((5/6 * 6/5) / (1/6 * 2/7)))
[157831] ['5/9', '3/4', '7/6', '6/5', '3'] -> (6/5 / (3/4 - (7/6 / (5/9 * 3))))
[157832] ['2/5', '7/9', '8/7', '7/6', '2'] -> ((8/7 * 7/6) / (2 - (7/9 / 2/5)))
[157833] ['3/4', '6/7', '5/3', '4', '9/2'] -> ((6/7 * 9/2) * (4 + (5/3 / 3/4)))
[157834] ['1/7', '1/6', '7/9', '9/5', '7'] -> (((1/7 * 7/9) + (7 / 9/5)) / 1/6)
[157835] ['5/9', '4/7', '4/5', '6/5', '8'] -> (((8 / 4/7) - (4/5 / 6/5)) / 5/9)
[157836] ['2/9', '7/5', '5/3', '8/3', '9'] -> (8/3 / (5/3 * (2/9 - (7/5 / 9))))
[157837] ['5/9', '3/4', '7/6', '9/7', '3'] -> (3 / (((3/4 * 7/6) / 9/7) - 5/9))
[157838] ['3/4', '6/7', '7/4', '7/4', '4'] -> (6/7 / (7/4 - (4 * (3/4 / 7/4))))
[157839] ['1/4', '1/4', '7/8', '8/3', '7'] -> (8/3 * ((1/4 / 1/4) + (7 / 7/8)))
[157840] ['1/7', '1/6', '7/9', '9/4', '7'] -> (((7/9 + (1/7 * 7)) * 9/4) / 1/6)
[157841] ['5/8', '6/7', '7/8', '9/4', '9'] -> ((9/4 + 9) / (7/8 * (5/8 * 6/7)))
[157842] ['2/7', '5/8', '7/8', '8/3', '4'] -> (4 / (8/3 - (5/8 / (2/7 * 7/8))))
[157843] ['2/9', '7/5', '5/3', '9/2', '9'] -> (((5/3 * 7/5) / 2/9) + (9/2 + 9))
[157844] ['5/8', '6/7', '7/8', '5/2', '9'] -> (9 * ((5/8 - 7/8) + (5/2 / 6/7)))
[157845] ['5/9', '3/4', '7/6', '7/5', '3'] -> ((7/5 + 3) / ((3/4 / 5/9) - 7/6))
[157846] ['1/6', '2/7', '5/6', '7/5', '3'] -> (((2/7 * 7/5) + (3 / 5/6)) / 1/6)
[157847] ['1/7', '1/6', '7/9', '8/3', '7'] -> ((((7/9 - 1/7) * 7) / 1/6) - 8/3)
[157848] ['3/4', '6/7', '7/4', '7/3', '4'] -> ((6/7 / 3/4) / (7/3 - (4 / 7/4)))
[157849] ['2/7', '5/8', '8/9', '8/9', '4'] -> (((8/9 / 8/9) + (4 / 2/7)) / 5/8)
[157850] ['5/8', '6/7', '8/9', '8/9', '9'] -> ((8/9 + 9) / ((8/9 / 6/7) - 5/8))
[157851] ['1/7', '1/6', '4/5', '5/6', '7'] -> ((4/5 / 7) / ((1/7 / 5/6) - 1/6))
[157852] ['3/8', '3/7', '1/2', '8/5', '7'] -> (8/5 * ((7 / 3/7) - (1/2 / 3/8)))
[157853] ['5/9', '4/7', '4/5', '3/2', '8'] -> ((8 / (5/9 * 4/7)) - (4/5 * 3/2))
[157854] ['2/9', '7/5', '7/4', '9/4', '9'] -> ((7/4 / (2/9 - (7/5 / 9))) - 9/4)
[157855] ['2/7', '5/8', '8/9', '9/8', '4'] -> (((8/9 * 9/8) + (4 / 2/7)) / 5/8)
[157856] ['5/8', '6/7', '8/9', '8/7', '9'] -> ((((6/7 + 8/9) * 9) / 5/8) - 8/7)
[157857] ['2/7', '4/9', '3/4', '9/8', '6'] -> (9/8 * ((4/9 * 3/4) + (6 / 2/7)))
[157858] ['1/4', '1/4', '8/9', '4/3', '7'] -> ((4/3 * 7) / (8/9 - (1/4 + 1/4)))
[157859] ['5/9', '3/4', '7/6', '7/4', '3'] -> ((3/4 / (7/4 - (5/9 + 7/6))) - 3)
[157860] ['1/7', '1/6', '4/5', '6/7', '7'] -> ((6/7 - 1/7) * ((7 * 4/5) / 1/6))
[157861] ['5/9', '4/5', '7/5', '8/3', '6'] -> (((4/5 + (8/3 / 5/9)) * 6) / 7/5)
[157862] ['2/7', '4/9', '3/4', '7/6', '6'] -> ((7/6 * (2/7 + 6)) / (3/4 - 4/9))
[157863] ['3/4', '6/7', '9/5', '5/2', '4'] -> (4 * (3/4 + ((5/2 * 9/5) / 6/7)))
[157864] ['2/7', '5/8', '8/9', '8/7', '4'] -> (((4 - 5/8) * (8/9 + 8/7)) / 2/7)
[157865] ['2/5', '5/8', '1', '4/3', '7/5'] -> (1 / (((4/3 - 2/5) / 7/5) - 5/8))
[157866] ['1/6', '2/7', '5/6', '5/2', '3'] -> ((5/2 * ((3 / 2/7) - 5/6)) - 1/6)
[157867] ['2/5', '5/8', '1', '4/3', '3/2'] -> ((1 / (2/5 * 5/8)) / (3/2 - 4/3))
[157868] ['5/9', '3/4', '7/6', '5/2', '3'] -> (3 / (7/6 - (5/2 * (5/9 * 3/4))))
[157869] ['2/7', '5/8', '8/9', '6/5', '4'] -> ((4 / (8/9 * (2/7 * 5/8))) - 6/5)
[157870] ['3/4', '6/7', '9/5', '7/2', '4'] -> ((9/5 * 4) * ((7/2 / 6/7) - 3/4))
[157871] ['1/4', '1/4', '8/9', '5/3', '7'] -> (((7 / 1/4) - (5/3 / 1/4)) / 8/9)
[157872] ['3/8', '3/7', '5/9', '4/7', '7'] -> ((7 / 3/8) / ((4/7 / 3/7) - 5/9))
[157873] ['2/7', '4/9', '3/4', '4/3', '6'] -> (((6 / 2/7) - (4/3 / 4/9)) / 3/4)
[157874] ['5/9', '4/7', '4/5', '7/3', '8'] -> ((((8 * 4/7) / 5/9) * 7/3) / 4/5)
[157875] ['4/5', '8/9', '7/6', '7/5', '3'] -> (4/5 / (8/9 - ((7/6 + 7/5) / 3)))
[157876] ['5/9', '3/4', '6/5', '7/5', '3'] -> (6/5 / ((7/5 / 3) - (5/9 * 3/4)))
[157877] ['3/8', '3/7', '5/9', '5/8', '7'] -> (7 * (3/7 + (5/8 / (3/8 * 5/9))))
[157878] ['5/9', '4/5', '3/2', '7/3', '6'] -> (((6 * 7/3) / 5/9) - (4/5 * 3/2))
[157879] ['2/7', '4/9', '3/4', '7/5', '6'] -> ((7/5 / (4/9 * 3/4)) * (6 - 2/7))
[157880] ['5/9', '4/7', '4/5', '8/3', '8'] -> (((8/3 + (8 / 4/7)) * 4/5) / 5/9)
[157881] ['3/8', '3/7', '5/9', '2/3', '7'] -> ((2/3 + 7) / ((3/8 / 3/7) - 5/9))
[157882] ['1/4', '1/4', '8/9', '7/3', '7'] -> ((7/3 + 7) / (8/9 - (1/4 + 1/4)))
[157883] ['2/9', '7/5', '9/5', '5/2', '9'] -> (9 * (9/5 + (2/9 * (7/5 + 5/2))))
[157884] ['5/9', '4/5', '3/2', '7/2', '6'] -> (6 * ((7/2 / 5/9) - (4/5 + 3/2)))
[157885] ['2/7', '5/8', '8/9', '7/5', '4'] -> ((4 / ((5/8 / 7/5) - 2/7)) - 8/9)
[157886] ['2/5', '5/8', '1', '4/3', '8/3'] -> (1 / ((4/3 / 2/5) - (5/8 + 8/3)))
[157887] ['5/9', '3/4', '6/5', '9/5', '3'] -> ((3 / 9/5) / ((3/4 / 6/5) - 5/9))
[157888] ['5/9', '4/5', '3/2', '9/2', '6'] -> (9/2 * (6 - (3/2 * (5/9 * 4/5))))
[157889] ['3/4', '6/7', '7/3', '4', '9/2'] -> (4 * (9/2 + (7/3 * (3/4 * 6/7))))
[157890] ['2/7', '4/9', '3/4', '5/3', '6'] -> ((6 / 2/7) - (3/4 - (5/3 / 4/9)))
[157891] ['1/7', '1/6', '4/5', '7/4', '7'] -> (7 / (7/4 - (1/6 / (1/7 * 4/5))))
[157892] ['5/9', '4/7', '5/6', '5/6', '8'] -> (8 / (((5/9 / 4/7) / 5/6) - 5/6))
[157893] ['1/6', '2/7', '7/8', '7/8', '3'] -> (3 + ((7/8 / 7/8) / (1/6 * 2/7)))
[157894] ['5/9', '3/4', '6/5', '7/3', '3'] -> ((5/9 * 6/5) / ((7/3 / 3) - 3/4))
[157895] ['3/4', '6/7', '5/2', '5/2', '4'] -> ((6/7 * 4) * (3/4 + (5/2 * 5/2)))
[157896] ['4/5', '8/9', '7/6', '7/3', '3'] -> ((7/3 + 3) / (4/5 * (7/6 - 8/9)))
[157897] ['3/8', '3/7', '5/9', '4/5', '7'] -> ((3/7 * 7) / (4/5 - (3/8 / 5/9)))
[157898] ['1/4', '1/4', '9/8', '7/6', '7'] -> ((9/8 / (1/4 * 1/4)) + (7 / 7/6))
[157899] ['5/9', '4/7', '5/6', '7/8', '8'] -> ((5/6 / 7/8) * (8 / (5/9 * 4/7)))
[157900] ['1/7', '1/6', '4/5', '9/4', '7'] -> (7 / (1/7 * (9/4 - (1/6 / 4/5))))
[157901] ['3/4', '6/7', '8/3', '8/3', '4'] -> (8/3 / ((8/3 / 6/7) - (3/4 * 4)))
[157902] ['2/7', '4/9', '3/4', '7/3', '6'] -> (6 / (7/3 * (3/4 - (2/7 / 4/9))))
[157903] ['4/5', '8/9', '7/6', '5/2', '3'] -> (4/5 / ((7/6 / 3) - (8/9 / 5/2)))
[157904] ['2/7', '5/8', '8/9', '7/4', '4'] -> ((8/9 * 4) * (5/8 + (7/4 / 2/7)))
[157905] ['5/9', '3/4', '6/5', '8/3', '3'] -> (((6/5 + (8/3 / 5/9)) * 3) / 3/4)
[157906] ['1/4', '1/4', '9/8', '9/7', '7'] -> (9/7 / (1/4 - ((1/4 + 9/8) / 7)))
[157907] ['1/6', '2/7', '7/8', '6/5', '3'] -> ((3 / (2/7 - 1/6)) / (7/8 * 6/5))
[157908] ['5/8', '6/7', '8/9', '5/2', '9'] -> ((6/7 * 9) * ((5/2 / 5/8) - 8/9))
[157909] ['5/7', '7/9', '6/7', '9/2', '5'] -> ((6/7 * 9/2) * ((5 / 5/7) - 7/9))
[157910] ['1/7', '1/6', '4/5', '5/2', '7'] -> (4/5 / ((1/7 / 5/2) - (1/6 / 7)))
[157911] ['2/5', '5/8', '1', '7/5', '9/4'] -> ((1 + 7/5) * (9/4 / (5/8 - 2/5)))
[157912] ['5/9', '3/4', '6/5', '3', '7/2'] -> (((3 * 7/2) / (5/9 * 3/4)) - 6/5)
[157913] ['2/7', '5/8', '8/9', '9/5', '4'] -> ((8/9 * 9/5) + (4 / (2/7 * 5/8)))
[157914] ['3/8', '3/7', '5/9', '7/8', '7'] -> ((((7/8 / 3/8) - 3/7) * 7) / 5/9)
[157915] ['3/4', '7/8', '7/8', '8/9', '4'] -> ((7/8 / (7/8 - (3/4 / 8/9))) - 4)
[157916] ['5/9', '4/7', '5/6', '6/5', '8'] -> (8 / ((6/5 * (5/9 / 4/7)) - 5/6))
[157917] ['2/5', '7/9', '7/6', '4/3', '2'] -> (4/3 / (7/6 - (2/5 * (7/9 + 2))))
[157918] ['5/9', '4/5', '5/3', '7/4', '6'] -> (6 / (5/3 - (5/9 * (4/5 + 7/4))))
[157919] ['1/7', '1/6', '4/5', '8/3', '7'] -> ((1/6 + (8/3 / 4/5)) * (7 - 1/7))
[157920] ['5/9', '3/4', '5/4', '5/4', '3'] -> ((3 / 5/4) / ((3/4 / 5/9) - 5/4))
[157921] ['2/5', '7/9', '7/6', '7/5', '2'] -> ((2/5 + 2) / ((7/6 / 7/9) - 7/5))
[157922] ['4/5', '8/9', '6/5', '6/5', '3'] -> (((6/5 + 6/5) / (8/9 - 4/5)) - 3)
[157923] ['5/9', '4/7', '5/6', '4/3', '8'] -> (8 * ((5/9 / 5/6) + (4/3 / 4/7)))
[157924] ['2/9', '7/5', '7/3', '7/3', '9'] -> (9 + ((7/3 + 7/3) / (2/9 * 7/5)))
[157925] ['3/4', '7/8', '7/8', '5/4', '4'] -> ((5/4 + 4) / (7/8 - (3/4 * 7/8)))
[157926] ['1/7', '1/6', '4/5', '7/2', '7'] -> (7 / ((1/7 * 7/2) - (1/6 / 4/5)))
[157927] ['3/8', '3/7', '5/9', '7/6', '7'] -> (7 / ((3/7 * 7/6) - (3/8 * 5/9)))
[157928] ['4/5', '8/9', '6/5', '5/4', '3'] -> ((4/5 * 3) / ((6/5 / 8/9) - 5/4))
[157929] ['5/8', '6/7', '9/8', '9/8', '9'] -> (9 / ((6/7 * (5/8 + 9/8)) - 9/8))
[157930] ['1/7', '1/6', '4/5', '9/2', '7'] -> (7 * (9/2 - ((1/7 / 1/6) / 4/5)))
[157931] ['2/5', '5/8', '1', '7/5', '9/2'] -> (((1 + 7/5) + (9/2 / 5/8)) / 2/5)
[157932] ['5/9', '3/4', '5/4', '4/3', '3'] -> ((3 + (5/4 * 4/3)) / (3/4 - 5/9))
[157933] ['2/7', '5/8', '8/9', '8/3', '4'] -> ((4 + (8/3 / 2/7)) / (5/8 * 8/9))
[157934] ['1/6', '2/7', '7/8', '7/3', '3'] -> ((7/3 * 3) / (7/8 - (1/6 / 2/7)))
[157935] ['2/7', '4/9', '7/9', '7/6', '6'] -> (((6 * 4/9) / 2/7) / (7/6 - 7/9))
[157936] ['5/7', '7/9', '7/8', '6/5', '5'] -> (5 / (7/8 - (6/5 * (5/7 * 7/9))))
[157937] ['2/9', '7/5', '7/3', '7/2', '9'] -> ((7/2 * 9) - (7/3 / (2/9 * 7/5)))
[157938] ['1/7', '1/6', '5/6', '5/6', '7'] -> (((7 * (5/6 - 1/7)) - 5/6) / 1/6)
[157939] ['4/5', '8/9', '6/5', '4/3', '3'] -> ((4/5 / 3) / ((6/5 / 4/3) - 8/9))
[157940] ['5/8', '6/7', '9/8', '6/5', '9'] -> ((9 / ((5/8 + 6/7) - 9/8)) - 6/5)
[157941] ['1/6', '2/7', '7/8', '5/2', '3'] -> (5/2 / ((1/6 + 3) - (7/8 / 2/7)))
[157942] ['5/7', '7/9', '7/8', '5/4', '5'] -> ((5 / (5/7 * 7/9)) / (5/4 - 7/8))
[157943] ['2/9', '7/5', '7/3', '9/2', '9'] -> (9 * ((2/9 * 9/2) + (7/3 / 7/5)))
[157944] ['1/7', '1/6', '5/6', '7/8', '7'] -> ((7 / 7/8) / ((1/6 / 1/7) - 5/6))
[157945] ['3/4', '7/8', '7/8', '8/5', '4'] -> ((7/8 + 4) / (3/4 - (7/8 / 8/5)))
[157946] ['5/9', '3/4', '5/4', '7/4', '3'] -> ((3/4 + 5/4) / (7/4 - (5/9 * 3)))
[157947] ['2/5', '5/8', '1', '3/2', '9/4'] -> (3/2 / (5/8 * (1 - (2/5 * 9/4))))
[157948] ['1/6', '2/7', '7/8', '8/3', '3'] -> (3 * (((8/3 * 7/8) / 2/7) - 1/6))
[157949] ['2/7', '4/9', '7/9', '5/4', '6'] -> ((5/4 + (7/9 / 4/9)) + (6 / 2/7))
[157950] ['3/8', '3/7', '5/9', '7/5', '7'] -> (7 / (5/9 * (7/5 - (3/8 / 3/7))))
[157951] ['5/9', '4/7', '5/6', '9/5', '8'] -> (9/5 * ((8 / 4/7) - (5/9 / 5/6)))
[157952] ['4/5', '8/9', '6/5', '3/2', '3'] -> (4/5 / ((6/5 + 3/2) - (8/9 * 3)))
[157953] ['1/4', '1/4', '8/7', '4/3', '7'] -> ((8/7 * 7) / (4/3 - (1/4 / 1/4)))
[157954] ['3/4', '7/8', '7/8', '5/3', '4'] -> (4 / ((3/4 + 7/8) - (7/8 * 5/3)))
[157955] ['2/7', '5/8', '9/8', '9/8', '4'] -> (((9/8 / 9/8) + (4 / 2/7)) / 5/8)
[157956] ['5/9', '4/5', '7/4', '7/3', '6'] -> (6 / (((7/3 - 7/4) / 5/9) - 4/5))
[157957] ['2/5', '7/9', '7/6', '2', '7/3'] -> (2 / ((7/3 / 7/9) - (7/6 / 2/5)))
[157958] ['4/5', '8/9', '6/5', '8/5', '3'] -> ((8/5 / (4/5 - (8/9 / 6/5))) - 3)
[157959] ['1/4', '1/4', '8/7', '7/5', '7'] -> (((1/4 + (7 / 7/5)) * 8/7) / 1/4)
[157960] ['3/4', '7/8', '7/8', '7/4', '4'] -> ((7/4 * 4) / ((7/8 / 3/4) - 7/8))
[157961] ['1/6', '2/7', '8/9', '9/8', '3'] -> (3 + ((8/9 * 9/8) / (1/6 * 2/7)))
[157962] ['5/8', '6/7', '9/8', '8/5', '9'] -> ((((9 / 6/7) - 9/8) * 8/5) / 5/8)
[157963] ['5/7', '7/9', '7/8', '3/2', '5'] -> ((5 / 5/7) / ((7/9 * 3/2) - 7/8))
[157964] ['4/5', '8/9', '6/5', '5/3', '3'] -> (3 / ((4/5 + 6/5) - (5/3 / 8/9)))
[157965] ['5/9', '4/5', '7/4', '8/3', '6'] -> ((6 + (7/4 * 8/3)) / (5/9 * 4/5))
[157966] ['2/5', '5/8', '1', '3/2', '7/2'] -> ((7/2 + (1 + 3/2)) / (2/5 * 5/8))
[157967] ['1/4', '1/4', '8/7', '8/5', '7'] -> ((8/7 + (1/4 / 1/4)) * (8/5 * 7))
[157969] ['2/7', '4/9', '7/9', '8/5', '6'] -> ((4/9 / 8/5) + ((7/9 + 6) / 2/7))
[157968] ['3/8', '3/7', '5/9', '8/5', '7'] -> ((7 / (3/7 * 5/9)) / (8/5 - 3/8))
[157970] ['1/7', '1/6', '5/6', '6/5', '7'] -> (6/5 / (1/6 - (5/6 / (1/7 + 7))))
[157971] ['5/8', '6/7', '9/8', '5/3', '9'] -> (9 / (((5/8 + 9/8) / 6/7) - 5/3))
[157972] ['2/5', '7/9', '7/6', '2', '7/2'] -> ((7/6 + ((7/2 * 2) / 2/5)) / 7/9)
[157973] ['5/9', '3/4', '5/4', '5/2', '3'] -> (5/2 / (3/4 * (5/9 - (5/4 / 3))))
[157974] ['5/7', '7/9', '7/8', '8/5', '5'] -> ((5 / 7/9) / ((5/7 * 8/5) - 7/8))
[157975] ['3/4', '7/8', '7/8', '9/4', '4'] -> (9/4 / ((3/4 - 7/8) + (7/8 / 4)))
[157976] ['2/7', '5/8', '9/8', '9/7', '4'] -> ((9/7 * 4) / (9/8 - (2/7 + 5/8)))
[157977] ['3/8', '3/7', '5/9', '5/3', '7'] -> ((((7 * 3/7) / 3/8) * 5/3) / 5/9)
[157978] ['5/9', '4/5', '7/4', '9/2', '6'] -> (6 / ((9/2 * (5/9 * 4/5)) - 7/4))
[157979] ['2/5', '7/9', '7/6', '2', '9/2'] -> ((7/6 / 7/9) + ((9/2 * 2) / 2/5))
[157980] ['3/4', '7/8', '7/8', '7/3', '4'] -> (4 / ((3/4 + 7/8) + (7/8 - 7/3)))
[157981] ['5/7', '7/9', '7/8', '5/3', '5'] -> ((5 / (7/9 * 5/3)) / (7/8 - 5/7))
[157982] ['4/5', '8/9', '6/5', '9/4', '3'] -> (4/5 / ((6/5 * 9/4) - (8/9 * 3)))
[157983] ['1/7', '1/6', '5/6', '4/3', '7'] -> (1/7 / ((1/6 / 4/3) - (5/6 / 7)))
[157984] ['2/7', '4/9', '7/9', '9/4', '6'] -> (6 / (9/4 - (4/9 / (2/7 * 7/9))))
[157985] ['1/4', '1/4', '7/6', '7/6', '7'] -> ((7 / 1/4) - (7/6 / (1/4 * 7/6)))
[157986] ['3/4', '7/8', '7/8', '8/3', '4'] -> (4 / (8/3 - (7/8 + (3/4 + 7/8))))
[157987] ['2/7', '5/8', '9/8', '7/5', '4'] -> ((2/7 + 4) / ((9/8 / 7/5) - 5/8))
[157988] ['2/5', '5/8', '1', '8/5', '9/5'] -> (1 / (((8/5 - 2/5) / 9/5) - 5/8))
[157989] ['2/9', '7/5', '7/2', '9/2', '9'] -> ((((9/2 - 2/9) * 9) / 7/5) - 7/2)
[157990] ['5/8', '6/7', '9/8', '7/3', '9'] -> ((5/8 - 9/8) + ((9 * 7/3) / 6/7))
[157991] ['3/4', '7/8', '8/9', '8/7', '4'] -> ((4 / (3/4 * 7/8)) / (8/7 - 8/9))
[157992] ['2/7', '4/9', '7/9', '5/2', '6'] -> ((5/2 / 2/7) + ((7/9 + 6) / 4/9))
[157993] ['2/5', '7/9', '6/5', '7/5', '2'] -> ((7/5 / (2 - (7/9 / 2/5))) - 6/5)
[157994] ['4/5', '8/9', '6/5', '5/2', '3'] -> (4/5 / ((6/5 * (3 - 8/9)) - 5/2))
[157995] ['5/7', '7/9', '7/8', '9/5', '5'] -> (5 / (5/7 * (7/9 - (7/8 / 9/5))))
[157996] ['5/9', '4/5', '9/5', '9/2', '6'] -> (6 / ((5/9 * 9/2) - (9/5 / 4/5)))
[157997] ['2/5', '5/8', '1', '8/5', '9/2'] -> ((9/2 * (2/5 + 8/5)) / (1 - 5/8))
[157998] ['2/5', '7/9', '6/5', '3/2', '2'] -> ((2/5 * 2) / (6/5 - (7/9 * 3/2)))
[157999] ['2/7', '4/9', '4/5', '4/5', '6'] -> (((6 / 2/7) - (4/5 / 4/9)) / 4/5)
[158000] ['5/9', '4/5', '9/4', '9/4', '6'] -> (6 / (5/9 * (9/4 - (4/5 * 9/4))))
[158001] ['3/4', '7/8', '8/9', '6/5', '4'] -> (((7/8 * 4) / (8/9 - 3/4)) - 6/5)
[158002] ['5/9', '4/7', '6/7', '5/4', '8'] -> (((8 / 5/9) - (6/7 / 5/4)) / 4/7)
[158003] ['5/7', '7/9', '7/8', '7/3', '5'] -> (((5 / (5/7 * 7/9)) * 7/3) / 7/8)
[158004] ['1/4', '1/4', '7/6', '8/5', '7'] -> (1/4 / ((7/6 / 7) - (1/4 / 8/5)))
[158005] ['3/8', '3/7', '5/9', '8/3', '7'] -> ((5/9 + (8/3 / 3/8)) + (7 / 3/7))
[158006] ['3/4', '7/8', '8/9', '5/4', '4'] -> ((5/4 * 4) / (7/8 - (3/4 * 8/9)))
[158007] ['2/7', '5/8', '9/8', '9/5', '4'] -> ((9/5 / 9/8) + (4 / (2/7 * 5/8)))
[158008] ['5/9', '4/7', '6/7', '7/5', '8'] -> ((8 / (5/9 * 4/7)) - (6/7 * 7/5))
[158009] ['2/5', '5/8', '1', '5/3', '9/4'] -> ((1 + 5/3) * (9/4 / (2/5 * 5/8)))
[158010] ['5/8', '6/7', '8/7', '6/5', '9'] -> ((6/7 + 8/7) * (9 / (5/8 * 6/5)))
[158011] ['1/6', '2/7', '8/9', '9/4', '3'] -> ((((9/4 * 8/9) / 2/7) - 3) / 1/6)
[158012] ['3/4', '7/8', '8/9', '9/7', '4'] -> ((4 / (9/7 * (7/8 - 3/4))) - 8/9)
[158013] ['5/7', '7/9', '7/8', '8/3', '5'] -> ((8/3 + 5) / (7/8 - (5/7 * 7/9)))
[158014] ['2/9', '3/2', '8/5', '5/3', '9'] -> (8/5 * ((5/3 / 2/9) - (3/2 - 9)))
[158015] ['1/4', '1/4', '6/5', '6/5', '7'] -> ((7 / 1/4) - (6/5 / (1/4 * 6/5)))
[158016] ['5/8', '6/7', '8/7', '5/4', '9'] -> ((8/7 * 5/4) * (9 / (5/8 * 6/7)))
[158017] ['2/5', '5/8', '1', '5/3', '7/3'] -> (1 / ((5/8 * (2/5 + 7/3)) - 5/3))
[158018] ['1/6', '2/7', '8/9', '5/2', '3'] -> ((1/6 + 5/2) / ((8/9 / 2/7) - 3))
[158019] ['5/9', '4/7', '6/7', '8/5', '8'] -> (((8/5 + (8 / 5/9)) * 6/7) / 4/7)
[158020] ['1/7', '1/6', '6/7', '8/9', '7'] -> ((6/7 + 7) / (1/6 + (1/7 / 8/9)))
[158021] ['2/5', '7/9', '6/5', '2', '7/3'] -> ((6/5 + 2) * (7/3 / (2/5 * 7/9)))
[158022] ['4/5', '8/9', '5/4', '3/2', '3'] -> (3 / ((3/2 / 8/9) - (5/4 / 4/5)))
[158023] ['3/8', '3/7', '5/9', '9/2', '7'] -> (3/7 / (3/8 - ((5/9 * 9/2) / 7)))
[158024] ['1/7', '1/6', '6/7', '8/7', '7'] -> ((8/7 * 7) / (1/6 + (1/7 / 6/7)))
[158025] ['5/9', '4/7', '6/7', '5/3', '8'] -> (8 / ((4/7 / 6/7) - (5/9 / 5/3)))
[158026] ['2/9', '3/2', '8/5', '7/4', '9'] -> (9 + (8/5 * (3/2 + (7/4 / 2/9))))
[158027] ['5/8', '6/7', '8/7', '7/5', '9'] -> ((9 / 5/8) / ((6/7 + 8/7) - 7/5))
[158028] ['1/4', '1/4', '6/5', '4/3', '7'] -> ((((7 / 4/3) - 1/4) * 6/5) / 1/4)
[158029] ['2/7', '5/8', '9/8', '8/3', '4'] -> (((4 + (8/3 / 2/7)) * 9/8) / 5/8)
[158030] ['2/5', '5/8', '1', '5/3', '9/2'] -> (5/3 / (5/8 - (1 / (2/5 * 9/2))))
[158031] ['2/5', '7/9', '6/5', '2', '8/3'] -> (8/3 / (7/9 - (2 * (2/5 / 6/5))))
[158032] ['5/9', '4/5', '7/3', '9/2', '6'] -> ((7/3 * 9/2) + (6 / (5/9 * 4/5)))
[158033] ['5/9', '4/7', '6/7', '7/4', '8'] -> (((7/4 * 8) - (4/7 / 6/7)) / 5/9)
[158034] ['2/7', '4/9', '4/5', '8/7', '6'] -> (((6 + (8/7 / 4/9)) * 4/5) / 2/7)
[158035] ['5/8', '6/7', '8/7', '3/2', '9'] -> (((9 - 3/2) * (6/7 + 8/7)) / 5/8)
[158036] ['2/7', '5/8', '9/8', '7/2', '4'] -> ((5/8 + 9/8) * ((7/2 * 4) - 2/7))
[158037] ['5/9', '4/5', '5/2', '5/2', '6'] -> (5/2 * (6 + ((5/2 * 4/5) / 5/9)))
[158038] ['1/7', '1/6', '6/7', '6/5', '7'] -> ((((6/7 / 6/5) - 1/7) * 7) / 1/6)
[158039] ['5/9', '4/7', '6/7', '9/4', '8'] -> ((8 - (6/7 / 9/4)) / (5/9 * 4/7))
[158040] ['5/9', '3/4', '9/7', '3', '7/2'] -> ((3 / 7/2) / (3/4 - (5/9 * 9/7)))
[158041] ['1/4', '1/4', '6/5', '8/5', '7'] -> ((7 - (1/4 + (6/5 / 8/5))) / 1/4)
[158042] ['3/4', '7/8', '8/9', '7/3', '4'] -> (7/3 / ((3/4 - 7/8) + (8/9 / 4)))
[158043] ['2/5', '7/9', '6/5', '2', '9/2'] -> ((6/5 / 9/2) / (2/5 - (7/9 / 2)))
[158044] ['5/9', '4/7', '6/7', '7/3', '8'] -> (((7/3 - (4/7 / 6/7)) * 8) / 5/9)
[158045] ['2/7', '4/9', '4/5', '6/5', '6'] -> ((6/5 + (4/5 / 4/9)) + (6 / 2/7))
[158046] ['5/8', '6/7', '8/7', '5/3', '9'] -> (9 / ((6/7 / 8/7) - (5/8 / 5/3)))
[158047] ['2/5', '5/8', '1', '7/4', '7/3'] -> (1 / (7/4 - (5/8 * (2/5 + 7/3))))
[158048] ['1/6', '2/7', '9/8', '5/4', '3'] -> (((5/4 / 2/7) - (9/8 / 3)) / 1/6)
[158049] ['2/7', '5/8', '8/7', '8/7', '4'] -> (((8/7 / 8/7) + (4 / 2/7)) / 5/8)
[158050] ['1/7', '1/6', '6/7', '8/5', '7'] -> ((7 - 6/7) / (1/6 + (1/7 / 8/5)))
