[196991] ['2/9', '3/5', '2/3', '7/5', '3'] -> (((3 * (3/5 + 7/5)) - 2/3) / 2/9)
[197220] ['1/7', '1/5', '1/2', '1', '6/5'] -> (1/5 + ((1 + (6/5 / 1/2)) / 1/7))
[197221] ['3/7', '4/3', '2', '8/3', '8/3'] -> (2 * (8/3 + ((4/3 + 8/3) / 3/7)))
[197222] ['2/5', '2/3', '3/4', '7/4', '7'] -> (2/3 + ((7 + (7/4 / 3/4)) / 2/5))
[197223] ['3/5', '6/7', '6/5', '5/2', '8'] -> (8 * ((6/5 + 5/2) - (3/5 / 6/7)))
[197224] ['3/4', '6/7', '8/5', '5/2', '8'] -> (5/2 + ((3/4 + 8) * (6/7 + 8/5)))
[197225] ['3/5', '5/3', '5/3', '9/2', '6'] -> (9/2 * ((3/5 * 5/3) - (5/3 - 6)))
[197226] ['3/7', '3/4', '4/5', '8/3', '6'] -> ((3/7 + 6) * (8/3 + (4/5 / 3/4)))
[197227] ['3/5', '6/7', '6/5', '9/2', '8'] -> (((3/5 / 6/7) * (9/2 * 8)) - 6/5)
[197228] ['1/7', '5/9', '5/2', '8/3', '7'] -> (8/3 / (1/7 - ((5/9 / 5/2) / 7)))
[197229] ['4/5', '8/7', '7/4', '7/4', '5'] -> (5 * (4/5 + (8/7 * (7/4 + 7/4))))
[197230] ['1/5', '3/8', '6/7', '1', '7/2'] -> ((7/2 / (1/5 / 6/7)) / (1 - 3/8))
[197231] ['3/7', '6/7', '1', '8/5', '9/4'] -> (6/7 / ((8/5 * (3/7 + 1)) - 9/4))
[197232] ['1/3', '8/9', '9/7', '9/7', '6'] -> ((9/7 + (9/7 * 6)) / (1/3 / 8/9))
[197233] ['1/7', '1/5', '1/2', '1', '8/5'] -> (((8/5 / 1/7) - (1/5 - 1)) / 1/2)
[197234] ['3/4', '6/7', '8/5', '7/2', '8'] -> ((3/4 + (6/7 * 7/2)) * (8 - 8/5))
[197235] ['3/7', '3/4', '4/5', '9/2', '6'] -> (((9/2 / 3/7) + (6 / 4/5)) / 3/4)
[197236] ['2/9', '3/5', '7/9', '9/8', '3'] -> (3 / ((2/9 / (7/9 - 3/5)) - 9/8))
[197237] ['7/9', '9/8', '8/7', '7/2', '9'] -> ((8/7 * 9) * ((7/2 / 9/8) - 7/9))
[197238] ['3/5', '5/3', '7/4', '9/2', '6'] -> (5/3 * ((7/4 * 6) - (3/5 - 9/2)))
[197239] ['1/3', '8/9', '9/7', '7/5', '6'] -> ((8/9 * 7/5) * (9/7 + (6 / 1/3)))
[197240] ['1/7', '1/5', '1/2', '1', '5/3'] -> ((1/5 + (1 / 1/7)) / (1/2 / 5/3))
[197241] ['4/5', '8/7', '7/4', '7/3', '5'] -> (8/7 / (7/3 - (5 * (4/5 / 7/4))))
[197242] ['7/9', '9/8', '8/7', '9/2', '9'] -> ((7/9 * 9/2) * ((9 / 9/8) - 8/7))
[197243] ['1/7', '5/9', '8/3', '8/3', '7'] -> ((8/3 + 8/3) / (1/7 + (5/9 / 7)))
[197244] ['2/5', '2/3', '7/9', '7/9', '7'] -> (((7/9 / 2/3) + (7 / 2/5)) / 7/9)
[197245] ['3/5', '5/3', '9/5', '5/2', '6'] -> (5/2 * ((3/5 + 6) + (5/3 * 9/5)))
[197246] ['2/9', '3/5', '7/9', '7/6', '3'] -> ((7/6 / 7/9) + (3 / (2/9 * 3/5)))
[197247] ['3/7', '7/5', '7/5', '8/5', '2'] -> ((3/7 * 8/5) / ((2 / 7/5) - 7/5))
[197248] ['4/5', '8/7', '7/4', '5/2', '5'] -> (5/2 / ((7/4 / (8/7 - 4/5)) - 5))
[197249] ['1/7', '5/9', '8/3', '9/2', '7'] -> (8/3 / ((1/7 / 9/2) + (5/9 / 7)))
[197250] ['2/5', '2/3', '7/9', '4/5', '7'] -> ((2/3 + (4/5 / 2/5)) / (7/9 / 7))
[197251] ['1/7', '1/5', '1/2', '1', '9/5'] -> ((9/5 / (1/7 * 1/2)) - (1/5 + 1))
[197252] ['2/9', '3/5', '7/9', '5/4', '3'] -> ((2/9 * 3) / (7/9 - (3/5 * 5/4)))
[197253] ['5/7', '7/6', '7/6', '3/2', '2'] -> (2 / ((3/2 * (5/7 * 7/6)) - 7/6))
[197254] ['3/5', '6/7', '5/4', '3/2', '8'] -> (8 / ((5/4 / 3/5) - (3/2 / 6/7)))
[197255] ['3/5', '5/3', '7/3', '7/3', '6'] -> ((6 / (3/5 / 7/3)) - (5/3 - 7/3))
[197256] ['7/9', '9/8', '7/6', '5/4', '9'] -> (9 / ((9/8 / 7/9) - (5/4 / 7/6)))
[197257] ['4/5', '8/7', '7/4', '8/3', '5'] -> ((8/7 + (4/5 * 5)) * (7/4 * 8/3))
[197258] ['1/7', '1/5', '1/2', '1', '9/4'] -> (((1/2 + 1) / (1/5 - 1/7)) - 9/4)
[197259] ['3/7', '3/4', '5/6', '6/5', '6'] -> ((6/5 + (6 / (3/7 * 5/6))) / 3/4)
[197260] ['1/3', '8/9', '9/7', '7/4', '6'] -> ((6 + (7/4 * (8/9 * 9/7))) / 1/3)
[197261] ['3/7', '7/5', '7/5', '9/5', '2'] -> (7/5 / ((2 / (9/5 - 3/7)) - 7/5))
[197262] ['7/9', '9/8', '7/6', '7/5', '9'] -> ((7/9 * 9) / (9/8 - (7/6 / 7/5)))
[197263] ['1/7', '1/5', '1/2', '1', '7/3'] -> ((1/7 + (1 / 1/5)) / (1/2 / 7/3))
[197264] ['3/7', '3/4', '5/6', '5/4', '6'] -> (6 / ((3/4 / 3/7) - (5/4 / 5/6)))
[197265] ['5/7', '7/6', '7/6', '7/4', '2'] -> (2 / (7/4 - (5/7 * (7/6 + 7/6))))
[197266] ['3/7', '7/5', '7/5', '2', '9/4'] -> (2 / ((7/5 / (3/7 * 7/5)) - 9/4))
[197267] ['1/7', '4/7', '4/7', '4/7', '7'] -> ((7 - (4/7 / 4/7)) / (1/7 / 4/7))
[197268] ['1/9', '5/8', '8/7', '9/4', '9'] -> (9 / ((1/9 / 8/7) + (5/8 / 9/4)))
[197269] ['3/5', '6/7', '5/4', '7/4', '8'] -> (8 / ((5/4 / (3/5 * 7/4)) - 6/7))
[197270] ['3/4', '6/7', '5/3', '7/2', '8'] -> (((7/2 - 3/4) / (6/7 / 8)) - 5/3)
[197271] ['3/7', '6/7', '1', '5/3', '9/5'] -> ((3/7 + (5/3 * 9/5)) / (1 - 6/7))
[197272] ['1/7', '1/5', '1/2', '1', '5/2'] -> ((5/2 / (1/7 * (1/5 + 1/2))) - 1)
[197273] ['3/7', '3/4', '5/6', '7/5', '6'] -> (6 / (3/4 - (7/5 * (3/7 * 5/6))))
[197274] ['4/5', '8/7', '9/5', '9/4', '5'] -> (((9/5 * 5) / (8/7 - 4/5)) - 9/4)
[197275] ['1/9', '5/8', '8/7', '5/2', '9'] -> (5/8 + (9 * (5/2 + (1/9 / 8/7))))
[197276] ['3/4', '6/7', '5/3', '9/2', '8'] -> (9/2 * ((8 * (3/4 / 6/7)) - 5/3))
[197277] ['1/3', '8/9', '9/7', '7/3', '6'] -> ((6 + (9/7 * 7/3)) / (1/3 / 8/9))
[197278] ['3/5', '5/3', '7/2', '7/2', '6'] -> (6 * ((5/3 - 7/2) + (7/2 / 3/5)))
[197279] ['2/9', '3/5', '7/9', '5/3', '3'] -> ((7/9 + (3/5 * 5/3)) / (2/9 / 3))
[197280] ['1/5', '3/8', '7/8', '1', '8/5'] -> ((8/5 / (1/5 / 3/8)) / (1 - 7/8))
[197281] ['3/7', '3/4', '5/6', '3/2', '6'] -> (6 / ((3/7 * (5/6 + 3/2)) - 3/4))
[197282] ['3/7', '6/7', '1', '5/3', '7/3'] -> (3/7 / ((7/3 / (1 + 5/3)) - 6/7))
[197283] ['3/5', '6/7', '5/4', '7/3', '8'] -> ((3/5 + (6/7 / 5/4)) * (7/3 * 8))
[197284] ['1/7', '1/5', '1/2', '1', '7/2'] -> ((7/2 / 1/5) - (1/2 - (1 / 1/7)))
[197285] ['3/7', '3/4', '5/6', '5/3', '6'] -> (6 / ((5/3 / 5/6) - (3/4 / 3/7)))
[197286] ['1/5', '3/8', '7/8', '1', '7/4'] -> (((7/4 / (1/5 * 7/8)) - 1) / 3/8)
[197287] ['2/5', '2/3', '7/9', '7/6', '7'] -> (((7 / 2/5) - (7/6 / 7/9)) / 2/3)
[197288] ['3/5', '6/7', '5/4', '5/2', '8'] -> (8 * (5/4 + (5/2 * (3/5 / 6/7))))
[197289] ['1/9', '5/8', '8/7', '7/2', '9'] -> ((9 / 1/9) / ((8/7 * 7/2) - 5/8))
[197290] ['3/4', '6/7', '9/5', '9/5', '8'] -> ((3/4 + 8) * (9/5 - (6/7 - 9/5)))
[197291] ['3/7', '7/5', '7/5', '2', '9/2'] -> ((7/5 + 7/5) * ((2 * 9/2) - 3/7))
[197292] ['1/3', '8/9', '9/7', '9/2', '6'] -> ((1/3 + (6 / (9/7 / 9/2))) / 8/9)
[197293] ['3/5', '7/4', '7/4', '8/3', '6'] -> (8/3 * ((6 / 3/5) - (7/4 / 7/4)))
[197294] ['7/9', '9/8', '7/6', '7/2', '9'] -> ((7/2 - 7/6) * (9 / (7/9 * 9/8)))
[197295] ['3/7', '3/4', '5/6', '9/5', '6'] -> (6 / ((3/4 / 3/7) - (5/6 * 9/5)))
[197296] ['3/7', '6/7', '1', '5/3', '9/2'] -> ((1 + 5/3) * (9/2 / (3/7 / 6/7)))
[197297] ['3/4', '6/7', '9/5', '7/3', '8'] -> ((8 + (6/7 * 7/3)) / (3/4 / 9/5))
[197298] ['1/9', '5/8', '7/6', '7/6', '9'] -> ((7/6 / 7/6) / (1/9 - (5/8 / 9)))
[197299] ['4/5', '8/7', '9/4', '7/3', '5'] -> ((9/4 * 7/3) * (5 * (4/5 * 8/7)))
[197300] ['1/5', '3/8', '7/8', '1', '5/2'] -> ((5/2 / (1/5 * (7/8 - 3/8))) - 1)
[197301] ['3/7', '3/4', '5/6', '9/4', '6'] -> ((3/4 + ((9/4 + 6) / 3/7)) / 5/6)
[197302] ['2/5', '2/3', '7/9', '4/3', '7'] -> (((4/3 / 2/5) - 2/3) / (7/9 / 7))
[197303] ['3/5', '6/7', '9/7', '4/3', '8'] -> (4/3 * (6/7 + (8 / (3/5 / 9/7))))
[197304] ['1/3', '8/9', '4/3', '9/5', '6'] -> (8/9 / ((4/3 / 6) - (1/3 / 9/5)))
[197305] ['7/9', '9/8', '6/5', '9/7', '9'] -> (9 / ((9/8 / 7/9) - (9/7 / 6/5)))
[197306] ['2/5', '2/3', '7/9', '7/5', '7'] -> ((7 + (2/3 + 7/5)) / (7/9 - 2/5))
[197307] ['4/5', '8/7', '9/4', '8/3', '5'] -> ((8/3 - 4/5) * (5 * (8/7 * 9/4)))
[197308] ['5/7', '7/6', '6/5', '4/3', '2'] -> ((6/5 + (2 / 5/7)) / (4/3 - 7/6))
[197309] ['3/5', '6/7', '9/7', '9/4', '8'] -> ((6/7 + (8 / (3/5 / 9/4))) / 9/7)
[197310] ['7/9', '9/8', '6/5', '4/3', '9'] -> ((9 / 9/8) / ((4/3 / 6/5) - 7/9))
[197311] ['3/7', '6/7', '1', '7/4', '5/2'] -> (1 / (((3/7 + 7/4) / 6/7) - 5/2))
[197312] ['2/9', '3/5', '4/5', '7/8', '3'] -> ((3 + (4/5 / 2/9)) / (7/8 - 3/5))
[197313] ['2/5', '2/3', '7/9', '9/5', '7'] -> ((7 + (9/5 * (2/3 + 7/9))) / 2/5)
[197314] ['1/7', '1/5', '5/9', '7/9', '1'] -> (((5/9 / 7/9) / (1/7 * 1/5)) - 1)
[197315] ['5/7', '7/6', '6/5', '3/2', '2'] -> ((6/5 + 2) / ((7/6 / 5/7) - 3/2))
[197316] ['7/9', '9/8', '6/5', '3/2', '9'] -> (9 / ((3/2 / 6/5) - (7/9 * 9/8)))
[197317] ['3/5', '6/7', '9/7', '7/2', '8'] -> ((3/5 * 8) * (7/2 + (9/7 / 6/7)))
[197318] ['3/5', '7/4', '7/3', '7/3', '6'] -> ((7/3 * 6) / ((7/4 / 3/5) - 7/3))
[197319] ['7/9', '9/8', '6/5', '8/5', '9'] -> ((9 / (9/8 - 7/9)) - (6/5 * 8/5))
[197320] ['1/3', '8/9', '7/5', '7/4', '6'] -> (((7/4 / 7/5) + (6 / 8/9)) / 1/3)
[197321] ['3/4', '6/7', '5/2', '5/2', '8'] -> (8 / ((3/4 + 5/2) - (5/2 / 6/7)))
[197322] ['3/5', '7/4', '7/3', '5/2', '6'] -> (7/3 + ((5/2 + (7/4 * 6)) / 3/5))
[197323] ['1/7', '4/7', '4/7', '5/2', '7'] -> ((5/2 + (4/7 / 4/7)) * (7 - 1/7))
[197324] ['2/5', '2/3', '7/9', '7/2', '7'] -> ((7 - (2/3 / 2/5)) / (7/9 / 7/2))
[197325] ['1/9', '5/8', '7/6', '7/3', '9'] -> (7/3 / (7/6 - (1/9 * (5/8 + 9))))
[197326] ['3/4', '6/7', '5/2', '8/3', '8'] -> ((3/4 * 8) / ((5/2 / 6/7) - 8/3))
[197327] ['5/7', '7/6', '6/5', '2', '9/4'] -> ((2 / 5/7) / ((7/6 + 6/5) - 9/4))
[197328] ['3/5', '7/4', '7/3', '8/3', '6'] -> (6 / (3/5 - (7/4 / (7/3 + 8/3))))
[197329] ['1/7', '4/7', '3/5', '3/5', '7'] -> ((7 - (3/5 / 3/5)) / (1/7 / 4/7))
[197330] ['3/7', '3/4', '7/8', '7/8', '6'] -> (6 / ((3/7 * 7/8) + (3/4 - 7/8)))
[197331] ['1/7', '1/5', '5/9', '7/8', '1'] -> (1 / (5/9 * (1/5 - (1/7 * 7/8))))
[197332] ['2/5', '2/3', '7/9', '9/2', '7'] -> ((9/2 * (2/3 + 7/9)) + (7 / 2/5))
[197333] ['3/7', '6/7', '1', '9/5', '8/3'] -> (8/3 / ((6/7 / (3/7 * 9/5)) - 1))
[197334] ['3/7', '7/5', '8/5', '8/5', '2'] -> (8/5 / ((7/5 / 3/7) - (8/5 * 2)))
[197335] ['4/5', '8/7', '8/3', '9/2', '5'] -> ((8/7 * 5) * (9/2 - (4/5 / 8/3)))
[197336] ['1/9', '5/8', '7/6', '5/2', '9'] -> (5/2 / (5/8 * (7/6 - (1/9 * 9))))
[197337] ['3/5', '7/4', '7/3', '7/2', '6'] -> ((7/3 * 6) / (7/2 - (7/4 / 3/5)))
[197338] ['1/5', '3/8', '8/9', '1', '7/5'] -> ((1 + (7/5 / 1/5)) / (3/8 * 8/9))
[197339] ['1/7', '1/5', '5/9', '8/9', '1'] -> (1/5 + ((8/9 + 1) / (1/7 * 5/9)))
[197340] ['2/9', '3/5', '4/5', '3/2', '3'] -> ((4/5 / 3/2) / (2/9 - (3/5 / 3)))
[197341] ['4/5', '8/7', '7/2', '7/2', '5'] -> ((8/7 + (4/5 / 7/2)) * (7/2 * 5))
[197342] ['3/7', '7/5', '8/5', '5/3', '2'] -> (8/5 / ((5/3 * 2) - (7/5 / 3/7)))
[197343] ['3/7', '3/4', '7/8', '6/5', '6'] -> (6 / ((3/4 / 6/5) - (3/7 * 7/8)))
[197344] ['3/4', '6/7', '9/2', '9/2', '8'] -> ((6/7 + (9/2 / 3/4)) * (8 - 9/2))
[197345] ['3/5', '6/7', '4/3', '5/3', '8'] -> (8 / ((4/3 / (6/7 * 5/3)) - 3/5))
[197346] ['1/3', '8/9', '7/5', '5/2', '6'] -> ((1/3 + (6 * (7/5 * 5/2))) / 8/9)
[197347] ['1/7', '4/7', '3/5', '3/4', '7'] -> ((3/5 * (1/7 + 7)) / (3/4 - 4/7))
[197348] ['2/5', '2/3', '4/5', '9/8', '7'] -> (((7 / 2/3) - (4/5 * 9/8)) / 2/5)
[197349] ['1/9', '5/8', '7/6', '7/2', '9'] -> ((7/2 + (9 * (1/9 + 7/6))) / 5/8)
[197350] ['2/9', '3/5', '4/5', '7/4', '3'] -> ((3 + (7/4 / (3/5 / 4/5))) / 2/9)
[197351] ['3/4', '7/8', '7/8', '7/8', '8'] -> ((7/8 * 8) / ((7/8 / 3/4) - 7/8))
[197352] ['3/7', '6/7', '1', '9/4', '9/4'] -> ((6/7 / 9/4) / ((1 / 9/4) - 3/7))
[197353] ['5/7', '7/6', '6/5', '2', '7/2'] -> ((2 / (5/7 * 7/2)) / (6/5 - 7/6))
[197354] ['1/7', '1/5', '5/9', '1', '8/7'] -> (1 / (5/9 * (1/5 - (1/7 / 8/7))))
[197355] ['1/5', '3/8', '8/9', '1', '9/4'] -> (((9/4 / (1/5 / 8/9)) - 1) / 3/8)
[197356] ['3/4', '7/8', '7/8', '8/9', '8'] -> (8 / ((7/8 / 7/8) - (3/4 * 8/9)))
[197357] ['4/5', '7/6', '7/6', '7/6', '5'] -> ((4/5 * 5) / (7/6 - (7/6 / 7/6)))
[197358] ['1/7', '4/7', '3/5', '4/5', '7'] -> ((4/7 + 4/5) / (1/7 - (3/5 / 7)))
[197359] ['3/5', '7/4', '7/2', '7/2', '6'] -> ((7/4 + (7/2 * 7/2)) + (6 / 3/5))
[197360] ['3/7', '7/5', '8/5', '2', '7/3'] -> (3/7 / ((7/5 / 8/5) - (2 / 7/3)))
[197361] ['3/7', '6/7', '1', '9/4', '8/3'] -> (8/3 / (1 - (6/7 / (3/7 * 9/4))))
[197362] ['2/5', '2/3', '4/5', '9/7', '7'] -> ((2/3 + (4/5 / 2/5)) * (9/7 * 7))
[197363] ['4/5', '7/6', '7/6', '6/5', '5'] -> (4/5 * ((7/6 / (6/5 - 7/6)) - 5))
[197364] ['3/4', '7/8', '7/8', '6/5', '8'] -> ((7/8 + (3/4 + 7/8)) * (6/5 * 8))
[197365] ['3/5', '9/5', '9/5', '7/2', '6'] -> ((9/5 - (3/5 - 9/5)) + (7/2 * 6))
[197366] ['1/7', '4/7', '3/5', '7/8', '7'] -> (7 / (7/8 * (4/7 - (1/7 / 3/5))))
[197367] ['2/5', '2/3', '4/5', '7/4', '7'] -> (7 / (7/4 * (2/3 - (2/5 / 4/5))))
[197368] ['1/9', '5/8', '6/5', '3/2', '9'] -> ((3/2 - 1/9) * (9 / (5/8 / 6/5)))
[197369] ['1/7', '1/5', '5/9', '1', '9/7'] -> (((5/9 * 9/7) / (1/7 * 1/5)) - 1)
[197370] ['3/4', '7/8', '7/8', '7/5', '8'] -> ((3/4 * 8) / (7/8 - (7/8 / 7/5)))
[197371] ['3/5', '6/7', '4/3', '9/2', '8'] -> ((4/3 + 9/2) * (8 * (3/5 * 6/7)))
[197372] ['2/9', '3/5', '5/6', '7/8', '3'] -> (3/5 / ((7/8 / 3) - (2/9 / 5/6)))
[197373] ['1/7', '4/7', '3/5', '8/9', '7'] -> ((8/9 / (1/7 / 3/5)) * (7 - 4/7))
[197374] ['3/5', '9/5', '9/4', '5/2', '6'] -> (6 / ((3/5 * 5/2) - (9/4 / 9/5)))
[197375] ['1/5', '3/8', '1', '9/8', '9/8'] -> ((9/8 + (3/8 / 1/5)) / (9/8 - 1))
[197376] ['2/9', '3/5', '5/6', '8/9', '3'] -> ((3 / (2/9 * 3/5)) / (5/6 / 8/9))
[197377] ['5/7', '7/6', '5/4', '8/5', '2'] -> (2 / ((8/5 * (5/7 * 7/6)) - 5/4))
[197378] ['1/9', '5/8', '6/5', '8/5', '9'] -> (((8/5 / 1/9) + (9 / 5/8)) / 6/5)
[197379] ['1/7', '4/7', '3/5', '9/8', '7'] -> ((7 - 4/7) / (9/8 * (1/7 / 3/5)))
[197380] ['1/7', '1/5', '5/9', '1', '4/3'] -> (1/5 + ((1 + (4/3 / 5/9)) / 1/7))
[197381] ['7/9', '9/8', '5/4', '3/2', '9'] -> ((7/9 * 9) / (9/8 - (5/4 / 3/2)))
[197382] ['4/5', '7/6', '7/6', '7/5', '5'] -> ((7/5 * 5) / ((7/6 / 4/5) - 7/6))
[197383] ['2/9', '3/5', '5/6', '9/8', '3'] -> ((3 / (2/9 * 3/5)) / (5/6 * 9/8))
[197384] ['5/7', '7/6', '5/4', '7/4', '2'] -> ((5/7 / 5/4) / (7/6 - (2 / 7/4)))
[197385] ['2/5', '2/3', '5/6', '5/6', '7'] -> ((5/6 + ((2/3 + 7) / 2/5)) / 5/6)
[197386] ['3/4', '7/8', '7/8', '9/2', '8'] -> ((8 * (3/4 + 9/2)) / (7/8 + 7/8))
[197387] ['1/3', '8/9', '8/5', '7/4', '6'] -> (((6 / 8/9) - 7/4) / (1/3 / 8/5))
[197388] ['3/7', '3/4', '8/9', '7/6', '6'] -> ((6 / 3/4) / ((8/9 / 7/6) - 3/7))
[197389] ['3/5', '6/7', '7/5', '9/4', '8'] -> ((6/7 * 7/5) + (8 * (3/5 + 9/4)))
[197390] ['1/7', '4/7', '3/5', '5/4', '7'] -> ((1/7 + 7) / (5/4 - (4/7 / 3/5)))
[197391] ['3/4', '7/8', '8/9', '8/9', '8'] -> ((8/9 / ((7/8 * 8/9) - 3/4)) - 8)
[197392] ['3/5', '9/4', '9/4', '9/4', '6'] -> (((9/4 + (9/4 * 6)) / 3/5) - 9/4)
[197393] ['1/5', '3/8', '1', '9/8', '5/4'] -> ((3/8 + (9/8 / 1/5)) / (5/4 - 1))
[197394] ['4/5', '7/6', '7/6', '5/3', '5'] -> (5 * ((4/5 + 7/6) + (7/6 + 5/3)))
[197395] ['3/5', '6/7', '7/5', '5/2', '8'] -> (8 * (5/2 + ((3/5 / 6/7) / 7/5)))
[197396] ['3/7', '7/5', '5/3', '2', '5/2'] -> (5/2 * (5/3 + ((7/5 + 2) / 3/7)))
[197397] ['3/7', '3/4', '8/9', '6/5', '6'] -> ((6 / ((3/4 * 8/9) - 3/7)) - 6/5)
[197398] ['7/9', '9/8', '5/4', '7/4', '9'] -> (9 / ((7/9 * 9/8) + (5/4 - 7/4)))
[197399] ['3/5', '9/4', '9/4', '7/3', '6'] -> (6 * (7/3 + (9/4 / (3/5 * 9/4))))
[197400] ['2/5', '2/3', '5/6', '8/7', '7'] -> ((8/7 * 7) / (2/3 - (2/5 * 5/6)))
[197401] ['1/7', '1/5', '5/9', '1', '8/5'] -> (1/5 + ((8/5 + (1 / 5/9)) / 1/7))
[197402] ['3/4', '7/8', '8/9', '8/7', '8'] -> (8 / ((7/8 * 8/7) - (3/4 * 8/9)))
[197403] ['3/7', '6/7', '1', '7/2', '7/2'] -> (((3/7 + 7/2) / (1 - 6/7)) - 7/2)
[197404] ['3/5', '6/7', '7/5', '9/2', '8'] -> (8 / (3/5 - ((6/7 * 7/5) / 9/2)))
[197405] ['5/7', '7/6', '5/4', '2', '5/2'] -> (5/2 / (7/6 * (5/7 - (5/4 / 2))))
[197406] ['3/7', '3/4', '8/9', '5/4', '6'] -> (6 / (3/7 * (5/4 - (3/4 * 8/9))))
[197407] ['1/3', '8/9', '8/5', '7/2', '6'] -> ((6 * (7/2 + (8/9 / 8/5))) - 1/3)
[197408] ['1/9', '5/8', '6/5', '5/2', '9'] -> (((5/2 / 1/9) - (9 / 6/5)) / 5/8)
[197409] ['3/5', '9/4', '9/4', '7/2', '6'] -> (6 * (((9/4 + 9/4) / 3/5) - 7/2))
[197410] ['1/7', '4/7', '3/5', '3/2', '7'] -> (4/7 / ((1/7 / 3/5) - (3/2 / 7)))
[197411] ['3/4', '7/8', '8/9', '7/6', '8'] -> ((8 / 3/4) / ((7/6 / 7/8) - 8/9))
[197412] ['2/5', '2/3', '5/6', '9/7', '7'] -> ((2/3 + 5/6) + (7 / (2/5 / 9/7)))
[197413] ['1/5', '3/8', '1', '9/8', '7/5'] -> ((1 + (7/5 / 1/5)) / (3/8 / 9/8))
[197414] ['2/9', '3/5', '5/6', '3/2', '3'] -> (((3 / 2/9) - 3/2) / (3/5 * 5/6))
[197415] ['5/7', '7/6', '5/4', '2', '7/2'] -> (2 / ((5/7 * 7/2) - (7/6 + 5/4)))
[197416] ['1/7', '4/7', '3/5', '5/3', '7'] -> ((7 - (3/5 * 5/3)) / (1/7 / 4/7))
[197417] ['3/4', '7/8', '8/9', '6/5', '8'] -> ((8 / 6/5) / ((7/8 / 3/4) - 8/9))
[197418] ['1/3', '8/9', '7/4', '7/4', '6'] -> ((1/3 + (6 * (7/4 + 7/4))) / 8/9)
[197419] ['4/5', '7/6', '7/6', '5/2', '5'] -> ((4/5 * 5) / (5/2 - (7/6 + 7/6)))
[197420] ['2/9', '3/5', '5/6', '7/4', '3'] -> (3 * (7/4 + (5/6 / (2/9 * 3/5))))
[197421] ['1/5', '3/8', '1', '9/8', '5/3'] -> (((9/8 * 5/3) / (1/5 * 3/8)) - 1)
[197422] ['3/7', '3/4', '8/9', '3/2', '6'] -> ((6 / 3/7) / ((8/9 * 3/2) - 3/4))
[197423] ['3/4', '7/8', '8/9', '5/4', '8'] -> ((8 / 8/9) / ((3/4 + 7/8) - 5/4))
[197424] ['1/9', '5/8', '6/5', '9/2', '9'] -> ((9 / (1/9 * 5/8)) / (6/5 * 9/2))
[197425] ['1/7', '1/5', '5/9', '1', '7/3'] -> ((7/3 * (1/7 + 1)) / (1/5 * 5/9))
[197426] ['3/5', '9/4', '7/3', '9/2', '6'] -> ((6 * (9/4 * 7/3)) - (9/2 / 3/5))
[197427] ['4/5', '7/6', '7/6', '8/3', '5'] -> ((4/5 + (7/6 / 7/6)) * (8/3 * 5))
[197428] ['1/7', '4/7', '3/5', '9/4', '7'] -> ((7 - (4/7 * 9/4)) / (1/7 / 3/5))
[197429] ['2/5', '2/3', '5/6', '9/4', '7'] -> (((2/3 + 5/6) / (2/5 / 7)) - 9/4)
[197430] ['1/9', '5/8', '5/4', '5/4', '9'] -> ((5/4 / 5/4) / (1/9 - (5/8 / 9)))
[197431] ['7/9', '9/8', '9/7', '7/5', '9'] -> (9 / (7/9 * (9/7 - (9/8 / 7/5))))
[197432] ['2/9', '3/5', '5/6', '9/4', '3'] -> (((5/6 + (3 / 3/5)) / 2/9) - 9/4)
[197433] ['3/4', '7/8', '8/9', '9/7', '8'] -> ((8 / 8/9) / ((7/8 * 9/7) - 3/4))
[197434] ['3/5', '6/7', '3/2', '5/2', '8'] -> (8 / ((5/2 / (3/5 + 3/2)) - 6/7))
[197435] ['1/5', '3/8', '1', '9/8', '9/4'] -> (((9/4 / (1/5 * 9/8)) - 1) / 3/8)
[197436] ['3/7', '7/5', '7/4', '2', '5/2'] -> ((3/7 * 2) / ((5/2 / 7/5) - 7/4))
[197437] ['4/5', '7/6', '7/6', '7/2', '5'] -> (5 * (4/5 + ((7/6 + 7/2) / 7/6)))
[197438] ['3/7', '3/4', '8/9', '9/5', '6'] -> (9/5 * ((6 / 3/7) - (3/4 * 8/9)))
[197439] ['3/7', '7/8', '7/8', '1', '9/7'] -> (3/7 / ((1 / 7/8) - (7/8 * 9/7)))
[197440] ['2/5', '2/3', '6/7', '6/7', '7'] -> (7 * ((6/7 / 2/5) + (6/7 / 2/3)))
[197441] ['3/5', '6/7', '3/2', '8/3', '8'] -> ((6/7 * 8/3) * (8 + (3/2 / 3/5)))
[197442] ['1/9', '5/8', '5/4', '9/7', '9'] -> (9 / (((5/4 - 5/8) / 9/7) - 1/9))
[197443] ['4/5', '7/6', '7/6', '9/2', '5'] -> (4/5 / (7/6 - ((7/6 + 9/2) / 5)))
[197444] ['1/5', '3/8', '1', '9/8', '5/2'] -> (1 / ((9/8 / (1/5 + 5/2)) - 3/8))
[197445] ['3/7', '7/8', '7/8', '1', '4/3'] -> (3/7 / (7/8 - (1 / (7/8 * 4/3))))
[197446] ['3/7', '7/5', '7/4', '2', '7/2'] -> ((7/4 + 2) * (7/2 * (3/7 + 7/5)))
[197447] ['2/5', '2/3', '6/7', '7/8', '7'] -> (2/3 + (7 / (7/8 * (2/5 * 6/7))))
