[39399] ['8/7', '6/5', '4/3', '9/4', '6'] -> ((6 / (6/5 * (4/3 - 8/7))) - 9/4)
[39628] ['1/9', '1/5', '1/5', '9/4', '4'] -> ((4 + (1/5 / (1/9 * 9/4))) / 1/5)
[39629] ['1/5', '1/3', '6/7', '7/4', '4'] -> (4 / ((1/3 / 1/5) - (6/7 * 7/4)))
[39630] ['1/6', '6/7', '7/8', '7/6', '5'] -> ((6/7 * 7/6) / (7/8 - (1/6 * 5)))
[39631] ['5/9', '4/7', '8/9', '1', '9/4'] -> (9/4 / ((5/9 / (4/7 * /9)) - 1))
[39632] ['8/7', '6/5', '5/2', '7/2', '6'] -> (5/2 + (7/2 * (8/7 + (6 / 6/5))))
[39633] ['1/9', '1/5', '1/5', '5/2', '4'] -> (4 / (1/9 * (5/2 - (1/5 / 1/5))))
[39634] ['1/4', '8/5', '2', '7/3', '7/3'] -> (8/5 * (((2 + 7/3) / 1/4) - 7/3))
[39635] ['4/9', '4/5', '8/5', '9/4', '4'] -> ((4/5 + 8/5) * (9/4 * (4/9 + 4)))
[39636] ['1/9', '1/3', '4/9', '9/5', '3'] -> ((1/3 + 3) * ((9/5 * 4/9) / 1/9))
[39637] ['1/8', '7/9', '7/9', '5/4', '5'] -> (((5 / 5/4) - (7/9 / 7/9)) / 1/8)
[39638] ['1/9', '1/5', '1/5', '7/2', '4'] -> (4 / ((1/9 * (7/2 - 1/5)) - 1/5))
[39639] ['1/9', '1/8', '1/8', '1/5', '5'] -> ((1/8 - (1/8 / 1/9)) + (5 / 1/5))
[39640] ['3/8', '3/4', '8/5', '8/3', '3'] -> (3 / (3/4 - (8/3 * (3/8 / 8/5))))
[39641] ['1/6', '5/8', '8/9', '7/3', '6'] -> (((5/8 + 6) - (7/3 / 8/9)) / 1/6)
[39642] ['2/9', '6/5', '3/2', '8/5', '5'] -> ((((5 - 3/2) * 8/5) / 2/9) - 6/5)
[39643] ['8/7', '6/5', '8/3', '8/3', '6'] -> ((8/3 + (8/3 / 8/7)) * (6 - 6/5))
[39644] ['1/3', '1/3', '5/7', '8/5', '8'] -> (8 * (8/5 + (1/3 / (1/3 * /7)))
)[39645] ['1/8', '7/9', '7/9', '9/7', '5'] -> ((5 - (9/7 * (7/9 + 7/9))) / 1/8)
[39646] ['3/8', '4/7', '9/7', '9/5', '4'] -> ((4 + (9/7 / 9/5)) / (4/7 - 3/8))
[39647] ['3/8', '3/4', '8/5', '3', '7/2'] -> (((3 + (3/4 * 7/2)) * 8/5) / 3/8)
[39648] ['1/9', '1/3', '1/2', '3/5', '3'] -> (((1/3 + (3 / 3/5)) * 1/2) / 1/9)
[39649] ['1/6', '6/7', '7/8', '4/3', '5'] -> ((5 - (4/3 * (6/7 * 7/8))) / 1/6)
[39650] ['1/3', '1/3', '5/7', '5/3', '8'] -> (8 * ((1/3 + 1/3) + (5/3 / 5/7)))
[39651] ['1/5', '1/3', '6/7', '5/2', '4'] -> (((1/3 / 5/2) + (4 / 6/7)) / 1/5)
[39652] ['1/8', '7/9', '7/9', '7/5', '5'] -> (7/5 / ((7/9 / 5) - (1/8 * 7/9)))
[39653] ['1/6', '6/7', '7/8', '7/5', '5'] -> (5 / (7/5 * (1/6 + 6/7)) - 7/8))
[39654] ['1/7', '7/9', '7/9', '8/9', '9'] -> (9 + ((7/9 + 8/9) / (1/7 * 7/9)))
[39655] ['8/7', '6/5', '8/3', '9/2', '6'] -> (8/3 * ((9/2 / 6/5) + (6 / 8/7)))
[39656] ['2/9', '6/5', '3/2', '7/4', '5'] -> (((7/4 / 3/2) + (5 / 6/5)) / 2/9)
[39657] ['3/8', '3/4', '5/3', '3', '7/2'] -> ((((7/2 / 3/4) - 5/3) * 3) / 3/8)
[39658] ['1/9', '1/8', '1/8', '2/5', '5'] -> (2/5 / (1/9 * (1/8 + (1/8 / 5))))
[39659] ['1/8', '7/9', '7/9', '3/2', '5'] -> ((7/9 + 5) + ((7/9 + 3/2) / 1/8))
[39660] ['8/7', '6/5', '7/2', '9/2', '6'] -> (6 / ((8/7 * 7/2) - (9/2 / 6/5)))
[39661] ['5/9', '4/7', '1', '9/8', '7/6'] -> (1 / ((4/7 * 7/6) - (5/9 * 9/8)))
[39663] ['1/4', '8/5', '2', '8/3', '9/2'] -> (((9/2 - (2 / 8/3)) * 8/5) / 1/4)
[39662] ['3/8', '4/7', '9/7', '8/3', '4'] -> (9/7 / ((4/7 / (4 - 8/3)) - 3/8))
[39664] ['1/6', '5/8', '9/8', '8/7', '6'] -> ((6 - (8/7 * (5/8 + 9/8))) / 1/6)
[39665] ['1/9', '1/8', '1/8', '3/7', '5'] -> ((5 - (1/8 / (1/8 * /7))) / 1/9)
[39666] ['2/9', '6/5', '3/2', '7/2', '5'] -> ((3/2 * 7/2) + (5 / (2/9 * 6/5)))
[39667] ['1/6', '6/7', '7/8', '5/3', '5'] -> (5 / ((1/6 * 6/7) * 7/8) * 5/3))
[39668] ['1/3', '1/3', '5/7', '7/3', '8'] -> (1/3 + (7/3 * (8 + (5/7 / 1/3))))
[39669] ['1/7', '7/9', '7/9', '8/7', '9'] -> (9 + ((8/7 + (7/9 / 7/9)) / 1/7))
[39670] ['5/9', '4/7', '1', '9/8', '6/5'] -> (1 / ((6/5 * (5/9 / 4/7)) - 9/8))
[39671] ['1/9', '1/5', '2/9', '4/7', '4'] -> (4 / ((1/9 / 1/5) - (2/9 / 4/7)))
[39672] ['1/9', '1/3', '1/2', '8/7', '3'] -> (((3 - (1/3 / 1/2)) * 8/7) / 1/9)
[39673] ['1/4', '8/5', '2', '7/2', '7/2'] -> (8/5 * ((2 / 1/4) + (7/2 + 7/2)))
[39674] ['3/8', '3/4', '7/4', '9/5', '3'] -> (3/4 / (3/8 * 7/4) - (3 / 9/5)))
[39675] ['1/8', '7/9', '7/9', '9/5', '5'] -> (9/5 / ((7/9 / (7/9 * )) - 1/8))
[39676] ['2/9', '6/5', '8/5', '8/5', '5'] -> (((8/5 * 5) - 8/5) / (2/9 * 6/5))
[39677] ['4/9', '4/5', '5/3', '5/2', '4'] -> (5/3 / ((5/2 / 4) - (4/9 / 4/5)))
[39678] ['1/9', '1/3', '1/2', '5/4', '3'] -> (3 / (5/4 - (1/2 / (1/9 + 1/3))))
[39679] ['1/8', '7/9', '7/9', '9/4', '5'] -> ((9/4 / 1/8) + (5 + (7/9 / 7/9)))
[39680] ['1/5', '1/3', '7/8', '8/9', '4'] -> (((7/8 + 4) / 1/5) - (1/3 / 8/9))
[39681] ['1/3', '1/3', '3/4', '7/9', '8'] -> (1/3 / ((1/3 / 8) + (3/4 - 7/9)))
[39682] ['2/9', '6/5', '8/5', '7/4', '5'] -> (((6/5 + (8/5 / 2/9)) * 5) / 7/4)
[39683] ['8/7', '5/4', '5/4', '3/2', '6'] -> (6 / ((5/4 * 5/4) - (3/2 / 8/7)))
[39684] ['1/9', '1/5', '2/9', '3/4', '4'] -> (((4 / 1/5) - (2/9 / 1/9)) / 3/4)
[39685] ['1/9', '1/3', '1/2', '8/5', '3'] -> ((1/3 + 3) * ((8/5 * 1/2) / 1/9))
[39686] ['1/6', '6/7', '7/8', '8/3', '5'] -> (((5 / (6/7 * 7/8)) - 8/3) / 1/6)
[39687] ['2/9', '6/5', '8/5', '9/5', '5'] -> ((8/5 / 9/5) * ((5 * 6/5) / 2/9))
[39688] ['1/9', '1/8', '1/8', '5/8', '5'] -> (5 / (1/8 + (1/9 * (1/8 + 5/8))))
[39689] ['4/9', '4/5', '7/4', '9/5', '4'] -> (4/5 + (4 * (7/4 + (9/5 / 4/9))))
[39690] ['1/9', '1/5', '2/9', '6/7', '4'] -> (((6/7 - 2/9) * (1/5 + 4)) / 1/9)
[39691] ['5/9', '4/7', '1', '9/8', '3/2'] -> (1 / ((4/7 - 5/9) * 9/8) + 3/2))
[39692] ['1/9', '1/3', '1/2', '7/4', '3'] -> ((1/3 + 3) / (1/9 * (7/4 - 1/2)))
[39693] ['1/8', '7/9', '7/9', '7/2', '5'] -> ((7/2 / 1/8) - (5 - (7/9 / 7/9)))
[39694] ['1/4', '5/3', '5/3', '2', '9/4'] -> (5/3 + ((9/4 + (5/3 * 2)) / 1/4))
[39695] ['3/8', '4/7', '4/3', '7/4', '4'] -> ((4/7 * 7/4) / (3/8 - (4/3 / 4)))
[39696] ['2/9', '6/5', '8/5', '7/3', '5'] -> ((5 + (6/5 + 7/3)) / (2/9 * 8/5))
[39697] ['1/6', '6/7', '7/8', '7/2', '5'] -> (((1/6 + (5 / 6/7)) * 7/2) / 7/8)
[39698] ['8/7', '5/4', '5/4', '9/5', '6'] -> ((8/7 * 6) * (5/4 + (5/4 * 9/5)))
[39699] ['1/8', '7/9', '7/9', '9/2', '5'] -> (((9/2 - 7/9) / 1/8) - (7/9 + 5))
[39700] ['1/5', '1/3', '7/8', '9/7', '4'] -> (4 / ((1/5 * 7/8) * 9/7) - 1/3))
[39701] ['1/6', '5/8', '9/8', '7/3', '6'] -> (((5/8 + 6) - (9/8 * 7/3)) / 1/6)
[39702] ['3/8', '4/7', '4/3', '9/4', '4'] -> (4 / ((4/7 * (3/8 + 9/4)) - 4/3))
[39703] ['5/9', '4/7', '1', '9/8', '5/3'] -> (5/3 / ((1 / 4/7) - (5/9 + 9/8)))
[39704] ['1/7', '7/9', '7/9', '3/2', '9'] -> (3/2 * (9 + (7/9 / (1/7 * 7/9))))
[39705] ['2/9', '6/5', '8/5', '7/2', '5'] -> (8/5 / (2/9 * 5) - (6/5 + 7/2)))
[39706] ['3/8', '3/4', '3', '7/2', '7/2'] -> (3 / ((3/8 + 3/4) - (7/2 / 7/2)))
[39707] ['1/3', '1/3', '3/4', '6/5', '8'] -> ((6/5 * (1/3 + 8)) / (3/4 - 1/3))
[39708] ['3/8', '4/7', '4/3', '7/3', '4'] -> (4 / (7/3 * (4/7 - (3/8 * 4/3))))
[39709] ['8/7', '5/4', '5/4', '5/2', '6'] -> ((8/7 * 6) * (5/2 + (5/4 / 5/4)))
[39710] ['1/9', '1/8', '1/8', '5/6', '5'] -> ((((1/8 + 5/6) / 1/8) - 5) / 1/9)
[39711] ['1/7', '7/9', '7/9', '5/3', '9'] -> (((7/9 * 9) + (5/3 / 1/7)) / 7/9)
[39712] ['1/6', '5/8', '8/7', '8/7', '6'] -> (8/7 / (1/6 - ((5/8 * 8/7) / 6)))
[39713] ['1/4', '5/3', '7/4', '9/5', '2'] -> (9/5 * (((7/4 + 2) / 1/4) - 5/3))
[39714] ['2/9', '6/5', '5/3', '7/4', '5'] -> (5/3 / ((7/4 / (6/5 * 5)) - 2/9))
[39715] ['1/6', '6/7', '8/9', '6/5', '5'] -> ((5 / (8/9 + (1/6 - 6/7))) - 6/5)
[39716] ['1/5', '1/3', '7/8', '7/4', '4'] -> (4 / (1/5 * (1/3 + (7/8 / 7/4))))
[39717] ['3/8', '4/7', '4/3', '5/2', '4'] -> (((5/2 + (4 / 4/7)) / 3/8) - 4/3)
[39718] ['1/7', '7/9', '7/9', '7/4', '9'] -> ((((7/9 / 1/7) - 7/9) * 9) / 7/4)
[39719] ['4/9', '4/5', '7/4', '4', '9/2'] -> (4 / ((4/9 / 4/5) - (7/4 / 9/2)))
[39720] ['5/9', '4/7', '1', '9/8', '9/4'] -> (9/4 / ((9/8 * (5/9 / 4/7)) - 1))
[39721] ['8/7', '5/4', '5/4', '9/2', '6'] -> ((8/7 * 6) * (9/2 - (5/4 / 5/4)))
[39722] ['1/9', '1/5', '2/9', '7/4', '4'] -> (4 / ((1/9 / 1/5) - (2/9 * 7/4)))
[39723] ['1/5', '1/3', '7/8', '9/4', '4'] -> (((7/8 * 4) / (1/3 - 1/5)) - 9/4)
[39724] ['5/9', '4/7', '1', '9/8', '7/3'] -> (1 / (9/8 * 7/3) * (4/7 - 5/9)))
[39725] ['4/9', '4/5', '9/5', '9/4', '4'] -> ((4/5 + 4) / (4/9 * (9/4 - 9/5)))
[39726] ['8/7', '5/4', '9/7', '8/5', '6'] -> ((5/4 * 6) * (8/7 + (9/7 * 8/5)))
[39727] ['1/9', '1/3', '5/9', '9/7', '3'] -> ((5/9 + 3) / ((1/3 / 9/7) - 1/9))
[39728] ['1/4', '5/3', '9/5', '2', '7/3'] -> (((5/3 / (2 - 9/5)) - 7/3) / 1/4)
[39729] ['1/8', '7/9', '4/5', '8/7', '5'] -> (7/9 * (((5 * 4/5) / 1/8) - 8/7))
[39730] ['1/6', '5/8', '8/7', '9/7', '6'] -> ((6 - (9/7 + (5/8 * 8/7))) / 1/6)
[39731] ['8/7', '5/4', '9/7', '5/3', '6'] -> (6 / ((8/7 + 5/4) - (9/7 * 5/3)))
[39732] ['5/9', '4/7', '1', '9/8', '8/3'] -> ((1 + 8/3) / (9/8 - (5/9 / 4/7)))
[39733] ['1/6', '6/7', '8/9', '3/2', '5'] -> ((6/7 * 8/9) * (3/2 + (5 / 1/6)))
[39734] ['1/9', '1/5', '1/4', '1/4', '4'] -> (4 / (1/9 * (1/4 + (1/4 / 1/5))))
[39735] ['2/9', '6/5', '7/4', '9/4', '5'] -> ((6/5 * 5) + ((7/4 + 9/4) / 2/9))
[39736] ['1/9', '1/3', '5/9', '7/4', '3'] -> ((3 + (5/9 / 1/3)) / (1/9 * 7/4))
[39737] ['1/9', '1/5', '1/4', '2/7', '4'] -> (4 / ((1/9 + 1/5) * 1/4) + 2/7))
[39738] ['1/6', '5/8', '8/7', '4/3', '6'] -> (6 / ((1/6 / (4/3 - 8/7)) - 5/8))
[39739] ['2/9', '6/5', '7/4', '7/3', '5'] -> (5 * ((7/3 / (2/9 * 7/4)) - 6/5))
[39740] ['1/7', '7/9', '7/9', '9/2', '9'] -> ((7/9 * 9/2) * ((7/9 * 9) - 1/7))
[39741] ['1/9', '1/8', '1/8', '5/4', '5'] -> (5 + ((5/4 + (1/8 / 1/9)) / 1/8))
[39742] ['3/8', '4/7', '7/5', '7/4', '4'] -> ((((7/4 * 4) - 4/7) * 7/5) / 3/8)
[39743] ['1/9', '1/3', '5/9', '3', '7/2'] -> ((7/2 + (3 / (1/9 + 5/9))) / 1/3)
[39744] ['1/5', '1/3', '8/9', '8/9', '4'] -> (((8/9 / 1/5) + (8/9 * 4)) / 1/3)
[39745] ['8/7', '5/4', '9/7', '7/2', '6'] -> (7/2 * ((5/4 * 9/7) + (6 / 8/7)))
[39746] ['1/9', '1/8', '1/8', '9/7', '5'] -> (((5 / 9/7) - (1/9 / 1/8)) / 1/8)
[39747] ['1/6', '6/7', '8/9', '5/3', '5'] -> ((5/3 - 8/9) * (6/7 + (5 / 1/6)))
[39748] ['1/9', '1/5', '1/4', '3/8', '4'] -> ((1/9 + (4 / (1/5 + 1/4))) / 3/8)
[39749] ['5/9', '4/7', '1', '8/7', '8/7'] -> (8/7 / (1 - (5/9 * (4/7 + 8/7))))
[39750] ['3/8', '4/7', '7/5', '9/5', '4'] -> (((4 / (3/8 * 4/7)) * 9/5) / 7/5)
[39751] ['1/6', '5/8', '8/7', '3/2', '6'] -> (8/7 * (((6 * 5/8) / 1/6) - 3/2))
[39752] ['1/4', '5/3', '2', '5/2', '7/2'] -> (((2 + (7/2 / 1/4)) * 5/2) / 5/3)
[39753] ['1/9', '1/3', '4/7', '3/5', '3'] -> ((((3 / 3/5) - 1/3) * 4/7) / 1/9)
[39754] ['1/8', '7/9', '4/5', '9/7', '5'] -> (((4/5 * 5) - (7/9 * 9/7)) / 1/8)
[39755] ['3/8', '7/9', '7/9', '9/7', '3'] -> (7/9 / ((3/8 / 9/7) - (7/9 / 3)))
[39756] ['1/3', '1/3', '7/9', '8/5', '8'] -> (8/5 * (8 + (7/9 / (1/3 * 1/3))))
[39757] ['1/9', '1/3', '4/7', '5/8', '3'] -> (1/3 / ((5/8 / 3) - (1/9 / 4/7)))
[39758] ['1/8', '7/9', '4/5', '4/3', '5'] -> (4/3 / ((7/9 / 5) - (1/8 * 4/5)))
[39759] ['1/5', '1/3', '8/9', '5/4', '4'] -> ((4 + (1/3 / 5/4)) / (1/5 * 8/9))
[39760] ['4/9', '4/5', '9/4', '4', '9/2'] -> ((4/5 * (4/9 + 4)) * (9/4 + 9/2))
[39761] ['3/8', '4/7', '7/5', '5/2', '4'] -> (3/8 + (((7/5 + 4) * 5/2) / 4/7))
[39762] ['1/4', '7/4', '7/4', '2', '9/4'] -> ((((7/4 + 2) * 7/4) / 1/4) - 9/4)
[39763] ['1/6', '5/8', '8/7', '7/4', '6'] -> (6 / (1/6 * (8/7 + (5/8 / 7/4))))
[39764] ['3/8', '7/9', '7/9', '3/2', '3'] -> (3 / (3/2 - (3/8 + (7/9 / 7/9))))
[39765] ['5/9', '4/7', '1', '8/7', '9/7'] -> (1 / ((5/9 / 8/7) - (4/7 / 9/7)))
[39766] ['2/9', '6/5', '9/5', '7/2', '5'] -> (((9/5 * 7/2) + (5 / 2/9)) / 6/5)
[39767] ['1/6', '6/7', '8/9', '8/3', '5'] -> (((5 - (8/9 / 8/3)) * 6/7) / 1/6)
[39768] ['1/5', '1/3', '8/9', '5/3', '4'] -> (((4 / 1/5) - (1/3 - 5/3)) / 8/9)
[39769] ['1/9', '1/8', '1/7', '1/7', '5'] -> (((5 * 1/7) / 1/9) / (1/8 + 1/7))
[39770] ['8/7', '5/4', '4/3', '5/2', '6'] -> ((5/2 / (5/4 - (4/3 / 8/7))) - 6)
[39771] ['1/4', '7/4', '9/5', '2', '9/4'] -> (((7/4 + (9/4 / 9/5)) * 2) / 1/4)
[39772] ['1/3', '1/3', '4/5', '8/9', '8'] -> (8 * ((8/9 / (1/3 * 4/5)) - 1/3))
[39773] ['2/9', '6/5', '9/4', '9/4', '5'] -> (6/5 / ((2/9 * 9/4) - (9/4 / 5)))
[39774] ['1/9', '1/3', '4/7', '5/6', '3'] -> (3 / (1/9 * (5/6 / 4/7)) - 1/3))
[39775] ['1/9', '1/8', '1/7', '1/6', '5'] -> (5 / ((1/8 / 1/7) - (1/9 / 1/6)))
[39776] ['1/6', '6/7', '8/9', '9/2', '5'] -> ((8/9 * 9/2) * (1/6 + (5 / 6/7)))
[39777] ['3/8', '7/9', '7/9', '7/4', '3'] -> (3 / (3/8 * (7/9 - (7/9 / 7/4))))
[39778] ['1/5', '1/3', '8/9', '9/5', '4'] -> ((1/3 + 9/5) / (8/9 - (1/5 * 4)))
[39779] ['1/6', '5/8', '8/7', '5/2', '6'] -> ((6 / 8/7) + ((5/8 + 5/2) / 1/6))
[39780] ['1/4', '7/4', '9/5', '2', '7/3'] -> (((2 + (7/3 / 7/4)) * 9/5) / 1/4)
[39781] ['2/9', '6/5', '9/4', '5/2', '5'] -> ((9/4 * (2/9 + 6/5)) * (5/2 + 5))
[39782] ['5/9', '4/7', '1', '8/7', '8/5'] -> (8/7 / (5/9 * (1 - (4/7 * 8/5))))
[39783] ['1/4', '7/4', '9/5', '2', '5/2'] -> (2 + (5/2 * (9/5 + (7/4 / 1/4))))
[39784] ['1/6', '5/8', '8/7', '7/2', '6'] -> (6 / ((8/7 * 7/2) - (5/8 / 1/6)))
[39785] ['1/5', '1/3', '8/9', '7/3', '4'] -> (8/9 * ((7/3 / 1/3) + (4 / 1/5)))
[39786] ['5/9', '4/7', '1', '8/7', '5/3'] -> (8/7 / (5/3 * (4/7 / 5/9)) - 1))
[39787] ['3/8', '7/9', '7/9', '9/4', '3'] -> (((3 + (7/9 / 7/9)) * 9/4) / 3/8)
[39788] ['1/9', '1/8', '1/7', '2/9', '5'] -> (5 / (1/8 * (1/9 + (2/9 / 1/7))))
[39789] ['8/7', '5/4', '7/5', '9/5', '6'] -> (6 / (5/4 * (9/5 - (8/7 * 7/5))))
[39790] ['1/8', '7/9', '4/5', '7/3', '5'] -> ((4/5 + 7/3) * (5 / (7/9 - 1/8)))
[39791] ['3/8', '4/7', '3/2', '7/3', '4'] -> (7/3 * ((4 / 3/8) - (4/7 / 3/2)))
[39792] ['1/7', '7/9', '4/5', '4/3', '9'] -> (9 + (4/3 / (4/5 * (1/7 * 7/9))))
[39793] ['1/5', '1/3', '8/9', '5/2', '4'] -> (((5/2 / 1/5) - (4 / 8/9)) / 1/3)
[39794] ['1/4', '7/4', '2', '9/4', '9/4'] -> ((7/4 + 2) + ((9/4 * 9/4) / 1/4))
[39795] ['1/6', '5/8', '8/7', '9/2', '6'] -> ((6 * (1/6 + (9/2 / 8/7))) - 5/8)
[39796] ['1/3', '1/3', '4/5', '7/4', '8'] -> (8 * (7/4 + (1/3 / (1/3 * /5)))
)[39797] ['1/6', '6/7', '9/8', '6/5', '5'] -> (6/5 / (6/7 * (9/8 / 5)) - 1/6))
[39798] ['1/9', '1/8', '1/7', '1/4', '5'] -> (5 / (1/9 * (1/8 + (1/4 / 1/7))))
[39799] ['2/9', '6/5', '7/3', '8/3', '5'] -> (5 * ((7/3 * 8/3) - (2/9 + 6/5)))
[39800] ['1/7', '7/9', '4/5', '7/5', '9'] -> ((7/5 / 1/7) + (9 * (7/9 + 4/5)))
[39801] ['3/8', '4/7', '3/2', '5/2', '4'] -> ((3/2 * 4) * ((5/2 / 4/7) - 3/8))
[39802] ['1/6', '6/7', '9/8', '5/4', '5'] -> (((6/7 * (9/8 + 5)) - 5/4) / 1/6)
[39803] ['3/8', '7/9', '7/9', '3', '9/2'] -> (((3 - (7/9 / 7/9)) * 9/2) / 3/8)
[39804] ['4/9', '5/6', '5/6', '7/8', '4'] -> (4 / ((5/6 / 4/9) - (5/6 + 7/8)))
[39805] ['1/9', '1/8', '1/7', '2/7', '5'] -> (5 / (1/9 * (2/7 / 1/7)) - 1/8))
[39806] ['1/6', '5/8', '7/6', '7/5', '6'] -> (6 / (5/8 * (7/5 + (1/6 - 7/6))))
[39807] ['1/3', '1/3', '4/5', '9/2', '8'] -> (8 * ((4/5 * (9/2 - 1/3)) - 1/3))
[39808] ['2/9', '6/5', '5/2', '7/2', '5'] -> ((5 + (7/2 / 5/2)) / (2/9 * 6/5))
[39809] ['1/9', '1/8', '1/7', '1/3', '5'] -> (5 / (1/7 * (1/3 + (1/8 / 1/9))))
[39810] ['1/5', '1/3', '9/8', '6/5', '4'] -> (1/5 / ((1/3 / 4) + (9/8 - 6/5)))
[39811] ['1/6', '6/7', '9/8', '7/5', '5'] -> (5 / ((7/5 * (9/8 - 6/7)) - 1/6))
[39812] ['3/8', '7/9', '4/5', '4/5', '3'] -> (4/5 / ((3/8 * (3 - 7/9)) - 4/5))
[39813] ['1/9', '1/5', '1/4', '5/4', '4'] -> (((5/4 + 4) / 1/5) - (1/4 / 1/9))
[39814] ['8/7', '5/4', '3/2', '3/2', '6'] -> ((8/7 * 6) * (5/4 + (3/2 * 3/2)))
[39815] ['3/8', '4/7', '8/5', '5/3', '4'] -> ((((4 / 4/7) - 8/5) * 5/3) / 3/8)
[39816] ['1/5', '1/3', '9/8', '5/4', '4'] -> (((4 + (1/3 / 5/4)) * 9/8) / 1/5)
[39817] ['1/6', '6/7', '9/8', '3/2', '5'] -> ((6/7 / 9/8) * (3/2 + (5 / 1/6)))
[39818] ['1/3', '1/3', '5/6', '9/5', '8'] -> (8 * (9/5 + (1/3 / (1/3 * /6)))
)[39819] ['1/6', '5/8', '7/6', '9/5', '6'] -> ((1/6 * 6) / (7/6 - (5/8 * 9/5)))
[39820] ['1/4', '9/5', '9/5', '2', '5/2'] -> (((9/5 / 9/5) + (2 * 5/2)) / 1/4)
[39821] ['1/9', '1/8', '1/7', '3/7', '5'] -> (5 / ((3/7 * (1/9 / 1/7)) - 1/8))
[39822] ['1/3', '1/3', '5/6', '9/4', '8'] -> ((8 * (5/6 + 9/4)) - (1/3 + 1/3))
[39823] ['2/9', '6/5', '8/3', '7/2', '5'] -> (8/3 / (2/9 * 6/5) - (7/2 / 5)))
[39824] ['4/9', '5/6', '5/6', '6/5', '4'] -> (4 / ((4/9 / 5/6) + (5/6 - 6/5)))
[39825] ['5/9', '4/7', '1', '7/6', '6/5'] -> ((1 / (7/6 - (5/9 + 4/7))) - 6/5)
[39826] ['8/7', '5/4', '3/2', '7/3', '6'] -> ((8/7 * 7/3) * (3/2 + (5/4 * 6)))
[39827] ['4/9', '5/6', '5/6', '5/4', '4'] -> (4 / (5/6 - (5/4 * (4/9 / 5/6))))
[39828] ['1/8', '7/9', '5/6', '6/5', '5'] -> (5 / ((1/8 + 7/9) - (5/6 / 6/5)))
[39829] ['2/9', '6/5', '8/3', '9/2', '5'] -> (8/3 / ((9/2 - 2/9) - (5 / 6/5)))
[39830] ['1/5', '1/3', '9/8', '5/3', '4'] -> (9/8 * ((4 / 1/5) - (1/3 - 5/3)))
[39831] ['1/9', '1/5', '1/4', '5/3', '4'] -> ((4 - (5/3 * (1/5 / 1/4))) / 1/9)
[39832] ['4/9', '5/6', '5/6', '9/7', '4'] -> ((4/9 + 4) / (5/6 - (5/6 / 9/7)))
[39833] ['5/9', '4/7', '1', '7/6', '9/7'] -> ((1 + 9/7) / (4/7 - (5/9 / 7/6)))
[39834] ['3/8', '7/9', '4/5', '8/9', '3'] -> (3 / (3/8 * (8/9 / 4/5)) - 7/9))
[39835] ['1/9', '1/8', '1/7', '4/7', '5'] -> (1/7 / (1/9 * (1/8 * 5)) - 4/7))
[39836] ['1/6', '5/8', '6/5', '7/5', '6'] -> (((7/5 + (6 / 6/5)) * 5/8) / 1/6)
[39837] ['1/5', '1/3', '9/8', '7/4', '4'] -> (((4 * 7/4) / 1/5) / (1/3 + 9/8))
[39838] ['4/9', '5/6', '5/6', '4/3', '4'] -> (4 / ((4/9 + 5/6) - (5/6 * 4/3)))
[39839] ['1/4', '9/5', '2', '9/4', '7/2'] -> ((7/2 + ((9/4 * 2) / 9/5)) / 1/4)
[39840] ['1/8', '7/9', '5/6', '9/7', '5'] -> ((7/9 * 9/7) / ((5/6 / 5) - 1/8))
[39841] ['2/9', '6/5', '7/2', '9/2', '5'] -> (6/5 * ((9/2 * (2/9 + 5)) - 7/2))
[39842] ['1/6', '5/8', '6/5', '3/2', '6'] -> ((6 - (3/2 / (5/8 * 6/5))) / 1/6)
[39843] ['1/9', '1/3', '4/7', '3', '7/2'] -> (3 + ((1/3 + (4/7 * 7/2)) / 1/9))
[39844] ['1/6', '6/7', '9/8', '9/4', '5'] -> (6/7 * ((5 / 1/6) - (9/4 / 9/8)))
[39845] ['1/4', '9/5', '2', '9/4', '9/2'] -> (9/2 / (1/4 * (2 - (9/4 / 9/5))))
[39846] ['1/9', '1/8', '1/7', '5/8', '5'] -> ((5 - (5/8 / (1/8 + 1/7))) / 1/9)
[39847] ['4/9', '5/6', '5/6', '8/5', '4'] -> ((5/6 + 5/6) * ((4 * 8/5) / 4/9))
[39848] ['1/5', '1/3', '9/8', '9/4', '4'] -> (4 / (1/5 * (1/3 + (9/8 / 9/4))))
[39849] ['1/7', '7/9', '5/6', '5/6', '9'] -> (9 + ((5/6 + 5/6) / (1/7 * 7/9)))
[39850] ['3/8', '4/7', '8/5', '4', '9/2'] -> ((8/5 + 4) * (9/2 - (3/8 * 4/7)))
[39851] ['4/9', '5/6', '5/6', '5/3', '4'] -> (((5/3 + (5/6 / 5/6)) * 4) / 4/9)
[39852] ['1/6', '5/8', '6/5', '7/3', '6'] -> ((7/3 * 6) / ((5/8 * 6/5) - 1/6))
[39853] ['1/8', '7/9', '5/6', '8/5', '5'] -> (((5 + (5/6 / 1/8)) * 8/5) / 7/9)
[39854] ['3/8', '7/9', '4/5', '6/5', '3'] -> ((4/5 + 3) / (3/8 * (6/5 - 7/9)))
[39855] ['8/7', '5/4', '8/5', '7/2', '6'] -> (7/2 * ((5/4 * 8/5) - (8/7 - 6)))
[39856] ['1/5', '1/3', '9/8', '7/3', '4'] -> (((7/3 / 1/3) + (4 / 1/5)) / 9/8)
