[239356] ['1/6', '5/9', '8/9', '3/2', '7'] -> 8/9 * 3/2 * 7 / (5/9 - 1/6)
[239592] ['1/6', '5/9', '7/6', '7/4', '7'] -> 7/6 / 7/4 + 7 / (1/6 / 5/9)
[239593] ['1/7', '7/8', '1', '9/2', '9/2'] -> 9/2 / (7/8 / 9/2) - (1/7 - 1)
[239594] ['1/2', '5/6', '7/8', '5/3', '6'] -> 6 / (5/3 / 5/6 - 7/8 / 1/2)
[239595] ['1/8', '5/9', '9/7', '8/3', '9'] -> (5/9 * 9 - 8/3) / (1/8 / 9/7)
[239596] ['3/7', '5/3', '7/4', '9/2', '7'] -> 5/3 + (7 + 9/2 / 7/4) / 3/7
[239597] ['6/5', '9/7', '7/4', '9/2', '9'] -> 9/2 / 6/5 + 9 * 9/7 * 7/4
[239598] ['8/7', '5/4', '9/7', '9/7', '8'] -> 9/7 / (8/7 - 5/4 + 9/7 / 8)
[239599] ['2/5', '4/9', '7/9', '6/7', '8'] -> (4/9 / 7/9 + 8 / 2/5) / 6/7
[239600] ['1/9', '1/5', '1/5', '5/8', '2'] -> (1/5 + 2) / (1/9 * (1/5 + 5/8))
[239601] ['1/5', '8/7', '9/7', '7/5', '6'] -> (6 - 9/7 * 7/5) / (1/5 / 8/7)
[239602] ['1/2', '5/6', '7/8', '9/4', '6'] -> 1/2 * (9/4 / (7/8 - 5/6) - 6)
[239603] ['7/9', '7/9', '5/6', '7/4', '6'] -> 6 / (7/9 + 5/6 - 7/9 * 7/4)
[239604] ['1/5', '1/2', '5/8', '2', '8/3'] -> 2 / (1/5 + 1/2 - 5/8) - 8/3
[239605] ['6/5', '9/7', '9/5', '9/4', '9'] -> (9/7 + 9) * (9/5 + 6/5 / 9/4)
[239606] ['1/8', '5/9', '4/3', '4/3', '9'] -> 9 * (5/9 / 1/8 - 4/3 * 4/3)
[239607] ['1/7', '8/9', '8/9', '1', '7/6'] -> 8/9 / 7/6 / (1/7 + 8/9 - 1)
[239608] ['1/5', '1/2', '2/3', '2/3', '2'] -> 2/3 + (2/3 + 2 / 1/2) / 1/5
[239609] ['1/9', '1/5', '1/5', '4/5', '2'] -> 4/5 / (1/9 * (1/5 + 1/5 / 2))
[239610] ['1/6', '5/9', '6/5', '6/5', '7'] -> (6/5 * 7 - 6/5) / (1/6 / 5/9)
[239611] ['3/7', '5/3', '9/5', '8/3', '7'] -> 9/5 * 8/3 * 7 * 3/7 * 5/3
[239612] ['2/5', '4/9', '7/9', '9/8', '8'] -> (7/9 + 9/8 * 8) / 2/5 - 4/9
[239613] ['1/7', '8/9', '8/9', '1', '6/5'] -> 8/9 / 1/7 / (1 - 8/9 / 6/5)
[239614] ['1/5', '8/7', '9/7', '9/4', '6'] -> 6 * (8/7 + 9/7 / (1/5 * 9/4))
[239615] ['7/9', '7/9', '5/6', '5/2', '6'] -> 6 * (7/9 / 7/9 + 5/2 / 5/6)
[239616] ['6/5', '9/7', '9/5', '9/2', '9'] -> (9 - 9/5) / (9/7 / 9/2) - 6/5
[239617] ['1/8', '5/9', '4/3', '8/5', '9'] -> 9 / (4/3 - 5/9 * (1/8 + 8/5))
[239618] ['1/7', '8/9', '8/9', '1', '5/4'] -> 8/9 / 1/7 / (5/4 - 1) - 8/9
[239619] ['1/2', '5/6', '8/9', '6/5', '6'] -> 6 / (5/6 / 6/5 - 1/2 * 8/9)
[239620] ['6/5', '6/5', '7/5', '5/3', '5'] -> (6/5 + 6/5 * 7/5) * 5/3 * 5
[239621] ['7/9', '7/9', '5/6', '8/3', '6'] -> 6 / (5/6 - (7/9 + 7/9) / 8/3)
[239622] ['2/5', '4/9', '7/9', '8/7', '8'] -> (8 / 2/5 - 4/9) / 7/9 - 8/7
[239623] ['3/7', '5/3', '9/4', '9/4', '7'] -> 7 * (9/4 / (9/4 - 5/3) - 3/7)
[239624] ['1/5', '1/2', '2/3', '6/7', '2'] -> 2/3 + 2 / (6/7 * 1/5 * 1/2)
[239625] ['2/9', '1/3', '3/5', '1', '7/3'] -> (7/3 / 1/3 - 1 / 3/5) / 2/9
[239626] ['1/5', '8/7', '9/7', '7/2', '6'] -> (9/7 / 1/5 + 7/2 * 6) / 8/7
[239627] ['7/9', '7/9', '5/6', '9/2', '6'] -> (6 - (7/9 + 7/9)) / (5/6 / 9/2)
[239628] ['1/5', '1/2', '2/3', '7/8', '2'] -> 2 / (1/5 / 1/2) / (7/8 - 2/3)
[239629] ['8/7', '5/4', '4/3', '8/5', '8'] -> 8 / (8/5 / 8/7 - 4/3 / 5/4)
[239630] ['1/6', '5/9', '6/5', '8/5', '7'] -> 7 / (5/9 - 1/6) / (6/5 / 8/5)
[239631] ['1/4', '7/8', '7/6', '9/7', '3'] -> 3 / (9/7 * (7/6 - 7/8) - 1/4)
[239632] ['6/5', '6/5', '7/5', '7/3', '5'] -> (6/5 + 6/5 / 7/5) * 7/3 * 5
[239633] ['1/5', '8/7', '9/7', '9/2', '6'] -> (6 - 8/7) / 1/5 - 9/7 / 9/2
[239634] ['8/7', '5/4', '4/3', '5/3', '8'] -> 5/3 + (8/7 + 5/4) * (4/3 + 8)
[239635] ['1/6', '5/9', '6/5', '5/3', '7'] -> 7 / (5/9 - 1/6 * 5/3) - 6/5
[239636] ['6/7', '6/7', '6/5', '5/4', '2'] -> 6/7 / (2 - (5/4 + 6/7 / 6/5))
[239637] ['3/7', '5/3', '9/4', '8/3', '7'] -> 5/3 + 9/4 * 8/3 + 7 / 3/7
[239638] ['6/5', '6/5', '7/5', '5/2', '5'] -> 5/2 * (6/5 + 5 * 6/5 * 7/5)
[239639] ['1/8', '5/9', '7/5', '3/2', '9'] -> 7/5 / (1/8 / 5/9 - 3/2 / 9)
[239640] ['7/9', '7/9', '6/7', '7/8', '6'] -> 6 / (7/9 / 7/9 - 6/7 * 7/8)
[239641] ['1/6', '5/9', '6/5', '7/4', '7'] -> 6/5 / (1/6 / 5/9 - 7/4 / 7)
[239642] ['6/5', '6/5', '7/5', '8/3', '5'] -> (7/5 + 5) / (8/3 - (6/5 + 6/5))
[239643] ['1/2', '5/6', '8/9', '7/2', '6'] -> (7/2 * 6 - (1/2 - 5/6)) / 8/9
[239644] ['1/4', '7/8', '7/6', '8/5', '3'] -> (3 + 7/8 / 7/6) / (1/4 / 8/5)
[239645] ['8/7', '5/4', '4/3', '9/5', '8'] -> (4/3 + 8) * 9/5 * 8/7 * 5/4
[239646] ['1/9', '1/5', '1/5', '8/5', '2'] -> 8/5 / (1/9 * (1/5 + 1/5 * 2))
[239647] ['6/5', '9/7', '9/4', '9/2', '9'] -> 9/2 * 9 / (6/5 * 9/7) - 9/4
[239648] ['1/5', '1/2', '2/3', '9/7', '2'] -> (2 / 1/5 - 2/3) / (1/2 / 9/7)
[239649] ['1/5', '8/7', '4/3', '7/5', '6'] -> (6 - 7/5 * 8/7 / 4/3) / 1/5
[239650] ['2/5', '4/9', '7/9', '8/5', '8'] -> 8 / (2/5 - 7/9 + 4/9 * 8/5)
[239651] ['6/5', '9/7', '7/3', '7/3', '9'] -> 7/3 * 6/5 * 9/7 * (9 - 7/3)
[239652] ['7/9', '7/9', '6/7', '8/7', '6'] -> 6 / (7/9 / 7/9 - 6/7 / 8/7)
[239653] ['1/6', '5/9', '6/5', '5/2', '7'] -> 6/5 * (5/2 / (1/6 * 5/9) - 7)
[239654] ['1/9', '1/5', '1/5', '7/4', '2'] -> 2 / (1/9 * (7/4 - 1/5 / 1/5))
[239655] ['1/8', '5/9', '7/5', '5/3', '9'] -> 5/3 / (1/8 / 5/9 - 7/5 / 9)
[239656] ['1/7', '8/9', '8/9', '1', '5/3'] -> (5/3 + 8/9 + 1) / 1/7 - 8/9
[239657] ['6/5', '6/5', '3/2', '9/4', '5'] -> 6/5 / (5 - (9/4 + 6/5 + 3/2))
[239658] ['1/4', '7/8', '7/6', '9/5', '3'] -> 9/5 * (7/6 / 7/8 + 3 / 1/4)
[239659] ['6/5', '9/7', '7/3', '8/3', '9'] -> (8/3 + 6/5 / 9/7) * (9 - 7/3)
[239660] ['6/7', '6/7', '6/5', '8/5', '2'] -> 6/7 * 8/5 / (6/7 + 6/5 - 2)
[239661] ['1/6', '5/9', '6/5', '8/3', '7'] -> 8/3 / 5/9 / (6/5 / 1/6 - 7)
[239662] ['2/9', '1/3', '5/8', '1', '8/7'] -> 1 / (5/8 - 2/9 / 1/3 / 8/7)
[239663] ['1/8', '5/9', '7/5', '7/4', '9'] -> 9 / 5/9 / (7/5 / 7/4 - 1/8)
[239664] ['1/5', '8/7', '4/3', '5/3', '6'] -> 8/7 * (6 + (4/3 + 5/3) / 1/5)
[239665] ['6/5', '6/5', '8/5', '8/5', '5'] -> 5 * 6/5 * 8/5 / (8/5 - 6/5)
[239666] ['2/5', '4/9', '7/9', '9/4', '8'] -> 9/4 + 7/9 / 4/9 + 8 / 2/5
[239667] ['1/5', '1/2', '5/7', '5/7', '2'] -> (2 + 5/7 / 1/2) / (1/5 * 5/7)
[239668] ['6/5', '9/7', '7/3', '7/2', '9'] -> 7/2 + 7/3 * (9/7 + 9 / 6/5)
[239669] ['7/9', '7/9', '6/7', '9/7', '6'] -> (6/7 + 6) / (9/7 - 7/9 / 7/9)
[239670] ['3/7', '5/3', '8/3', '9/2', '7'] -> 3/7 / (9/2 / 7 - 5/3 / 8/3)
[239671] ['1/8', '5/9', '7/5', '9/4', '9'] -> (7/5 + 9 / 9/4) / (1/8 / 5/9)
[239672] ['1/6', '5/9', '5/4', '9/7', '7'] -> 7 / (1/6 / 5/9) / (5/4 / 9/7)
[239673] ['1/5', '8/7', '4/3', '9/4', '6'] -> 8/7 * (6 + 9/4 / (1/5 / 4/3))
[239674] ['1/2', '5/6', '9/8', '8/5', '6'] -> 6 / (1/2 - 8/5 + 9/8 / 5/6)
[239675] ['6/5', '6/5', '8/5', '7/3', '5'] -> (6/5 + 5) / (7/3 / 8/5 - 6/5)
[239676] ['1/7', '8/9', '8/9', '1', '7/3'] -> 8/9 / (1/7 * 7/3) / (1 - 8/9)
[239677] ['2/5', '4/9', '7/9', '7/3', '8'] -> 8 / (2/5 * (4/9 + 7/3) - 7/9)
[239678] ['2/9', '1/3', '5/8', '1', '7/5'] -> 1/3 / (5/8 * (2/9 + 7/5) - 1)
[239679] ['6/5', '9/7', '5/2', '5/2', '9'] -> 6/5 * (5/2 + 9 / (9/7 / 5/2))
[239680] ['1/9', '1/5', '2/9', '2/9', '2'] -> (2/9 + 2/9 / 1/5) / (1/9 / 2)
[239681] ['2/9', '1/3', '5/8', '1', '8/5'] -> 8/5 / (2/9 / 1/3 / 5/8 - 1)
[239682] ['1/5', '1/2', '5/7', '4/5', '2'] -> (2 / (1/2 * 5/7) - 4/5) / 1/5
[239683] ['1/2', '5/6', '9/8', '9/5', '6'] -> 6 / (9/8 / (5/6 * 9/5) - 1/2)
[239684] ['1/4', '7/8', '6/5', '8/5', '3'] -> 3 / (1/4 - 7/8 + 6/5 / 8/5)
[239685] ['7/9', '7/9', '6/7', '8/5', '6'] -> 6 / (6/7 * (7/9 - 7/9 / 8/5))
[239686] ['6/5', '9/7', '5/2', '8/3', '9'] -> 9/7 * (9 + 5/2 * (6/5 + 8/3))
[239687] ['1/5', '1/2', '5/7', '5/6', '2'] -> 2 / (1/5 + 1/2) / (5/6 - 5/7)
[239688] ['1/7', '8/9', '8/9', '1', '7/2'] -> (1 + 7/2) * (8/9 / 1/7 - 8/9)
[239689] ['1/5', '8/7', '4/3', '8/3', '6'] -> (6 - 4/3) / (1/5 / 8/7) - 8/3
[239690] ['1/4', '7/8', '6/5', '5/3', '3'] -> 3 / (5/3 * (6/5 - (1/4 + 7/8)))
[239691] ['7/9', '7/9', '6/7', '5/3', '6'] -> 6 * (6/7 + (7/9 + 5/3) / 7/9)
[239692] ['6/7', '6/7', '6/5', '2', '8/3'] -> 6/7 / (2 / 8/3 - 6/7 / 6/5)
[239693] ['6/5', '6/5', '5/3', '7/2', '5'] -> 5 / (5/3 - 7/2 / (6/5 + 6/5))
[239694] ['2/5', '4/9', '4/5', '7/8', '8'] -> 4/5 / (2/5 / 4/9 - 7/8) - 8
[239695] ['1/6', '5/9', '5/4', '7/4', '7'] -> (7/4 * 7 - (1/6 - 5/4)) / 5/9
[239696] ['8/7', '5/4', '3/2', '3/2', '8'] -> (5/4 + 3/2 * 3/2) * (8 - 8/7)
[239697] ['1/4', '7/8', '6/5', '7/4', '3'] -> (3 + 7/4 / 7/8) / (1/4 / 6/5)
[239698] ['1/8', '5/9', '3/2', '3/2', '9'] -> (3/2 + 3/2 / 9) / (1/8 * 5/9)
[239699] ['7/9', '7/9', '6/7', '7/4', '6'] -> 6 / 7/4 / (7/9 / 7/9 - 6/7)
[239700] ['1/5', '8/7', '4/3', '7/2', '6'] -> 7/2 * (8/7 / 6 + 4/3 / 1/5)
[239701] ['2/9', '1/3', '5/8', '1', '7/2'] -> (1 / 2/9 + 7/2 / 1/3) / 5/8
[239702] ['8/7', '5/4', '3/2', '8/5', '8'] -> (3/2 + 5/4 * 8/5) * (8 - 8/7)
[239703] ['1/8', '5/9', '3/2', '8/5', '9'] -> 3/2 * (9 / 5/9 - 1/8 * 8/5)
[239704] ['1/5', '1/2', '5/7', '8/9', '2'] -> 2 / (1/2 / (5/7 - 1/5) - 8/9)
[239705] ['6/5', '6/5', '7/4', '9/5', '5'] -> 6/5 * 5 / (7/4 - 9/5 / 6/5)
[239706] ['2/5', '4/9', '4/5', '9/7', '8'] -> (8 + 9/7 * (4/9 + 4/5)) / 2/5
[239707] ['1/5', '8/7', '7/5', '7/5', '6'] -> 7/5 / (7/5 / 6 - 1/5 / 8/7)
[239708] ['1/6', '5/9', '5/4', '9/4', '7'] -> (7 * (9/4 - 1/6) - 5/4) / 5/9
[239709] ['7/9', '7/9', '6/7', '5/2', '6'] -> (6/7 + 6) * (5/2 + 7/9 / 7/9)
[239710] ['2/9', '1/3', '2/3', '5/7', '1'] -> 2/3 / (2/9 - 1/3 / (5/7 + 1))
[239711] ['1/9', '1/5', '2/9', '4/7', '2'] -> 2 / (1/5 * (2/9 + 1/9 / 4/7))
[239712] ['6/7', '6/7', '5/4', '7/5', '2'] -> 6/7 / (5/4 * 7/5 - 6/7 * 2)
[239713] ['2/5', '4/9', '4/5', '7/5', '8'] -> 8 / (4/9 / 7/5) - (2/5 + 4/5)
[239714] ['7/9', '7/9', '6/7', '8/3', '6'] -> 6 * (8/3 + 6/7 * (7/9 + 7/9))
[239715] ['1/6', '5/9', '5/4', '7/3', '7'] -> 1/6 + (5/9 + 7/3) * (5/4 + 7)
[239716] ['3/7', '7/4', '9/5', '5/2', '7'] -> 7 * 3/7 / 5/2 / (9/5 - 7/4)
[239717] ['1/2', '5/6', '8/7', '7/5', '6'] -> (8/7 + 6) * 7/5 / (1/2 * 5/6)
[239718] ['6/5', '6/5', '7/4', '5/2', '5'] -> 6/5 / (7/4 - 6/5 - 5/2 / 5)
[239719] ['1/4', '7/8', '6/5', '3', '7/2'] -> 3 + (7/8 + 7/2) / (1/4 / 6/5)
[239720] ['8/7', '5/4', '3/2', '9/4', '8'] -> 8/7 * (8 * 5/4 * 9/4 - 3/2)
[239721] ['1/5', '1/2', '5/7', '7/6', '2'] -> 2 / (1/5 * 1/2) / (5/7 * 7/6)
[239722] ['7/9', '7/9', '7/8', '7/8', '6'] -> 7/9 * 6 / (7/8 - 7/9 * 7/8)
[239723] ['1/5', '8/7', '7/5', '5/3', '6'] -> 8/7 / (6 - 5/3 / (1/5 * 7/5))
[239724] ['2/9', '1/3', '2/3', '6/7', '1'] -> (1 + 2/3 / 6/7) / (2/9 * 1/3)
[239725] ['1/8', '5/9', '8/5', '7/4', '9'] -> 9 / (1/8 / 5/9 - (8/5 - 7/4))
[239726] ['1/5', '8/7', '7/5', '9/5', '6'] -> 8/7 * 7/5 * (6 + 9/5 / 1/5)
[239727] ['7/9', '7/9', '7/8', '8/7', '6'] -> 7/9 * 6 / (7/8 - 7/9 / 8/7)
[239728] ['1/6', '5/9', '9/7', '9/7', '7'] -> (9/7 - 5/9 * 9/7) / (1/6 / 7)
[239729] ['6/5', '6/5', '9/5', '9/5', '5'] -> (6/5 + 9/5) * (5 + 6/5 + 9/5)
[239730] ['3/7', '7/4', '9/5', '9/2', '7'] -> 9/2 + (3/7 + 9/5) * (7/4 + 7)
[239731] ['1/4', '7/8', '5/4', '7/5', '3'] -> 5/4 * 7/5 * 3 / (1/4 * 7/8)
[239732] ['6/5', '4/3', '4/3', '7/4', '9'] -> 9 / (6/5 / 4/3) / (7/4 - 4/3)
[239733] ['8/7', '5/4', '3/2', '5/2', '8'] -> (3/2 + 5/2 / 5/4) * (8 - 8/7)
[239734] ['1/9', '1/5', '2/9', '6/7', '2'] -> (2 + 2/9 / 1/5) / (1/9 / 6/7)
[239735] ['3/7', '7/4', '9/4', '9/4', '7'] -> (9/4 + 9/4 * 7) / (3/7 * 7/4)
[239736] ['6/5', '4/3', '4/3', '9/4', '9'] -> 4/3 * 6/5 * 4/3 * (9/4 + 9)
[239737] ['1/2', '5/6', '8/7', '7/4', '6'] -> (6 + 8/7 * 7/4) / (5/6 - 1/2)
[239738] ['6/7', '6/7', '5/4', '9/5', '2'] -> 2 / (6/7 - 5/4 + 6/7 / 9/5)
[239739] ['8/7', '5/4', '3/2', '8/3', '8'] -> (8/3 + 5/4 / 3/2) * (8 - 8/7)
[239740] ['1/6', '5/9', '9/7', '7/5', '7'] -> 9/7 / (1/6 / 5/9) * (7 - 7/5)
[239741] ['6/5', '6/5', '9/5', '7/3', '5'] -> 6/5 * 9/5 * 7/3 * 5 - 6/5
[239742] ['1/5', '8/7', '7/5', '7/3', '6'] -> 8/7 * (7/5 / 1/5 + 7/3 * 6)
[239743] ['1/5', '1/2', '5/7', '7/5', '2'] -> (2 + 5/7 / 1/2) / (1/5 / 7/5)
[239744] ['7/9', '7/9', '7/8', '9/7', '6'] -> 6 / (7/8 * (9/7 - 7/9 / 7/9))
[239745] ['2/5', '4/9', '4/5', '7/2', '8'] -> (7/2 - 4/5) * 8 / (2/5 / 4/9)
[239746] ['6/5', '4/3', '4/3', '7/3', '9'] -> 6/5 * (7/3 * 9 - 4/3 / 4/3)
[239747] ['2/9', '1/3', '2/3', '1', '3/2'] -> 3/2 + (2/3 + 1) / (2/9 * 1/3)
[239748] ['6/7', '6/7', '5/4', '2', '9/4'] -> 6/7 / ((6/7 + 2) / 5/4 - 9/4)
[239749] ['1/9', '1/5', '2/9', '8/9', '2'] -> (2/9 - 2 + 8/9 / 1/5) / 1/9
[239750] ['1/4', '7/8', '5/4', '5/3', '3'] -> 3 / (1/4 - 7/8 + 5/4 / 5/3)
[239751] ['6/5', '6/5', '9/4', '9/4', '5'] -> 6/5 / (5 - (9/4 + 6/5 * 9/4))
[239752] ['8/7', '5/4', '8/5', '8/5', '8'] -> (8/5 + 8) / (8/7 * (8/5 - 5/4))
[239753] ['6/5', '4/3', '4/3', '7/2', '9'] -> 9 * (7/2 - 4/3 / (6/5 * 4/3))
[239754] ['1/2', '5/6', '8/7', '7/3', '6'] -> 6 * (1/2 + 5/6 + 8/7 * 7/3)
[239755] ['2/5', '4/9', '5/6', '5/6', '8'] -> 5/6 * 8 / (4/9 / 2/5 - 5/6)
[239756] ['6/7', '6/7', '5/4', '2', '7/3'] -> 2 / (7/3 - (5/4 + 6/7 / 6/7))
[239757] ['1/5', '8/7', '7/5', '8/3', '6'] -> 7/5 / (1/5 / 8/7) + 8/3 * 6
[239758] ['7/9', '7/9', '7/8', '3/2', '6'] -> 7/9 * 6 / (7/9 - 7/8 / 3/2)
[239759] ['6/5', '4/3', '4/3', '9/2', '9'] -> 6/5 * 4/3 * (9 + 4/3 * 9/2)
[239760] ['1/8', '5/9', '5/3', '7/3', '9'] -> (9 - 7/3) / (1/8 * (5/9 + 5/3))
[239761] ['1/5', '1/2', '5/7', '7/4', '2'] -> 7/4 * 2 / (1/5 * 5/7) - 1/2
[239762] ['8/7', '5/4', '8/5', '9/5', '8'] -> 8/7 * (8 * (5/4 + 8/5) - 9/5)
[239763] ['3/7', '7/4', '7/3', '7/2', '7'] -> 7 / (7/2 * 3/7 * 7/4 - 7/3)
[239764] ['1/4', '7/8', '5/4', '7/3', '3'] -> 5/4 / 1/4 / (7/8 + 7/3 - 3)
[239765] ['6/5', '6/5', '9/4', '7/2', '5'] -> 6/5 / (6/5 - (9/4 + 7/2) / 5)
[239766] ['1/2', '5/6', '8/7', '5/2', '6'] -> 8/7 * 6 * (1/2 + 5/2 / 5/6)
[239767] ['1/6', '5/9', '9/7', '9/5', '7'] -> (9/7 * 7 - 9/5) / (1/6 / 5/9)
[239768] ['7/9', '7/9', '7/8', '8/5', '6'] -> 6 / (7/8 - 7/9 / 7/9 / 8/5)
[239769] ['2/9', '1/3', '2/3', '1', '9/4'] -> 2/3 / (1 - (2/9 + 1/3 * 9/4))
[239770] ['6/5', '6/5', '7/3', '7/3', '5'] -> 6/5 * (7/3 + 5 * (6/5 + 7/3))
[239771] ['1/9', '1/5', '2/9', '7/6', '2'] -> (2 + 2/9 / 1/5) / (1/9 * 7/6)
[239772] ['1/2', '5/6', '8/7', '8/3', '6'] -> 6 * (5/6 / 1/2 + 8/3 / 8/7)
[239773] ['8/7', '5/4', '8/5', '7/3', '8'] -> 7/3 * (8 + 8/5 * 8/7 * 5/4)
[239774] ['1/8', '5/9', '5/3', '7/2', '9'] -> 9 / (7/2 - (1/8 + 5/3 / 5/9))
[239775] ['6/7', '6/7', '5/4', '2', '8/3'] -> 6/7 / (6/7 / (8/3 - 2) - 5/4)
[239776] ['1/5', '8/7', '3/2', '8/5', '6'] -> 8/7 * 3/2 * (6 + 8/5 / 1/5)
[239777] ['3/7', '7/4', '5/2', '8/3', '7'] -> 8/3 * (7/4 * (7 - 3/7) - 5/2)
[239778] ['2/5', '4/9', '5/6', '9/8', '8'] -> (8 + 4/9 / 5/6) / (2/5 / 9/8)
[239779] ['1/9', '1/5', '2/9', '9/7', '2'] -> (2/9 / 1/5 + 2 / 9/7) / 1/9
[239780] ['1/2', '5/6', '7/6', '9/7', '6'] -> (9/7 + 5/6 / 7/6) / (1/2 / 6)
[239781] ['3/7', '7/4', '8/3', '8/3', '7'] -> 8/3 * (7 + 8/3 * 3/7 * 7/4)
[239782] ['1/8', '5/9', '7/4', '9/5', '9'] -> 7/4 / 1/8 + 9 + 5/9 * 9/5
[239783] ['7/9', '7/9', '7/8', '5/2', '6'] -> (5/2 + 7/9 / 7/9) / (7/8 / 6)
[239784] ['1/6', '5/9', '9/7', '8/3', '7'] -> 9/7 * 7 / (1/6 + 5/9 / 8/3)
[239785] ['6/7', '6/7', '5/4', '2', '7/2'] -> 6/7 / (6/7 * (7/2 - 2) - 5/4)
[239786] ['1/7', '8/9', '1', '8/7', '8/7'] -> (1 + 8/7 + 8/7 / 8/9) / 1/7
[239787] ['7/9', '7/9', '7/8', '9/2', '6'] -> (9/2 - 7/9 / 7/9) / (7/8 / 6)
[239788] ['8/7', '5/4', '5/3', '9/4', '8'] -> 8/7 * 9/4 * (8 + 5/3 / 5/4)
[239789] ['1/4', '7/8', '9/7', '5/3', '3'] -> 5/3 / (1/4 * 3 - 7/8 / 9/7)
[239790] ['1/6', '5/9', '4/3', '7/5', '7'] -> 4/3 / (1/6 - 5/9 * 7/5 / 7)
[239791] ['1/4', '7/8', '9/7', '7/4', '3'] -> (3 + 9/7 * 7/4) / (1/4 * 7/8)
[239792] ['2/5', '4/9', '5/6', '5/4', '8'] -> (5/6 + 2/5 * 5/4) / (4/9 / 8)
[239793] ['1/5', '8/7', '3/2', '8/3', '6'] -> (8/7 + 8/3) * (6 + 1/5 * 3/2)
[239794] ['6/5', '4/3', '5/3', '7/4', '9'] -> 6/5 * (4/3 + 7/4 * (5/3 + 9))
[239795] ['1/8', '5/9', '7/4', '7/2', '9'] -> (5/9 * 9 - 7/2 / 7/4) / 1/8
[239796] ['3/7', '9/5', '9/5', '9/4', '7'] -> 9/5 / 3/7 + 9/4 * (9/5 + 7)
[239797] ['2/5', '4/9', '5/6', '9/7', '8'] -> (8 - 4/9 / 5/6) / (2/5 / 9/7)
[239798] ['6/5', '5/4', '5/4', '8/5', '5'] -> (5/4 + 5/4) * 5 * 6/5 * 8/5
[239799] ['1/6', '5/9', '4/3', '7/4', '7'] -> (7 + 4/3 * 7/4) / (5/9 - 1/6)
[239800] ['1/2', '5/6', '6/5', '9/7', '6'] -> 6 / 9/7 / (5/6 / 6/5 - 1/2)
[239801] ['6/5', '4/3', '5/3', '9/4', '9'] -> 6/5 * 5/3 * (9 + 4/3 * 9/4)
[239802] ['1/9', '1/5', '2/9', '2', '9/2'] -> 2 - 1/9 / 2/9 + 9/2 / 1/5
[239803] ['6/7', '6/7', '9/7', '3/2', '2'] -> (6/7 + 6/7) / (2 - 9/7 * 3/2)
[239804] ['3/7', '9/5', '9/5', '5/2', '7'] -> 7 * (9/5 + 9/5 - 3/7 / 5/2)
[239805] ['1/8', '5/9', '7/4', '9/2', '9'] -> 9/2 * (9 - 5/9) - 7/4 / 1/8
[239806] ['6/5', '5/4', '5/4', '7/4', '5'] -> (7/4 / (5/4 - 6/5) - 5) / 5/4
[239807] ['1/5', '1/2', '3/4', '8/9', '2'] -> (3/4 + 2 / (1/5 * 8/9)) / 1/2
[239808] ['1/4', '7/8', '9/7', '5/2', '3'] -> 3 * (9/7 / 1/4 + 5/2 / 7/8)
[239809] ['3/7', '9/5', '9/5', '9/2', '7'] -> 7 * (9/5 - 3/7) / (9/5 / 9/2)
[239810] ['6/5', '5/4', '5/4', '9/5', '5'] -> 5 * (9/5 + 6/5 * (5/4 + 5/4))
[239811] ['6/5', '4/3', '7/4', '7/4', '9'] -> 9 * (7/4 + 4/3 / 6/5) - 7/4
[239812] ['2/5', '4/9', '5/6', '7/4', '8'] -> 8 * (2/5 / 4/9 + 7/4 / 5/6)
[239813] ['1/4', '7/8', '9/7', '8/3', '3'] -> (3 + 8/3 * 7/8 * 9/7) / 1/4
[239814] ['6/5', '5/4', '5/4', '9/4', '5'] -> 6/5 * 5 / (5/4 + 5/4 - 9/4)
[239815] ['1/9', '1/5', '1/4', '1/3', '2'] -> 2 / (1/5 / 1/3) / (1/4 - 1/9)
[239816] ['7/9', '7/9', '8/9', '9/7', '6'] -> 8/9 * 6 / (7/9 * 9/7 - 7/9)
[239817] ['1/5', '1/2', '3/4', '7/6', '2'] -> 2 / ((3/4 - 1/2) / 1/5 - 7/6)
[239818] ['1/2', '5/6', '5/4', '7/5', '6'] -> 6 * 1/2 / 5/6 / (7/5 - 5/4)
[239819] ['1/5', '8/7', '8/5', '7/3', '6'] -> 8/5 / 1/5 + 6 * 8/7 * 7/3
[239820] ['1/7', '8/9', '1', '8/7', '5/2'] -> (1 + 8/7 * 5/2) / (1/7 / 8/9)
[239821] ['2/9', '1/3', '5/7', '1', '9/7'] -> ((5/7 + 9/7) / 2/9 - 1) / 1/3
[239822] ['7/9', '7/9', '8/9', '4/3', '6'] -> 8/9 * 6 / (7/9 + 7/9 - 4/3)
[239823] ['6/7', '6/7', '9/7', '2', '5/2'] -> (6/7 + 6/7) / (9/7 * 2 - 5/2)
[239824] ['1/9', '1/5', '1/4', '3/7', '2'] -> (2 / (1/9 + 1/5) - 3/7) / 1/4
[239825] ['1/6', '5/9', '7/5', '8/5', '7'] -> (7 - (7/5 - 8/5)) / (1/6 / 5/9)
[239826] ['7/9', '7/9', '8/9', '7/5', '6'] -> 8/9 * 6 / (7/9 - 7/9 / 7/5)
[239827] ['6/5', '5/4', '9/7', '9/7', '5'] -> 6/5 * 5 / (5/4 - 9/7 / 9/7)
