[276714] ['(2-i)', '(3-6i)', '3', '(4+9i)'] -> ((2-i) + ((4+9i) * ((3-6i) / 3)))
[278402] ['(2-i)', '(3-5i)', '3', '(3+3i)'] -> ((3+3i) * (3 - ((2-i) - (3-5i))))
[278403] ['(2-i)', '(3-5i)', '3', '(3+6i)'] -> (3 * ((3+6i) + ((2-i) + (3-5i))))
[278404] ['(2-i)', '(3-5i)', '3', '(3+9i)'] -> (((2-i) * (3+9i)) + ((3-5i) * 3))
[278412] ['(2-i)', '(3-5i)', '3', '(7+4i)'] -> (3 * ((7+4i) - ((2-i) - (3-5i))))
[278422] ['(2-i)', '(3-5i)', '3', '(9-7i)'] -> (((3-5i) + (9-7i)) * (3 - (2-i)))
[278423] ['(2-i)', '(3-5i)', '3', '(9-4i)'] -> (3 * ((9-4i) + ((2-i) - (3-5i))))
[278427] ['(2-i)', '(3-5i)', '(3+i)', '(3+3i)'] -> ((3+3i) * ((3-5i) + ((3+i) / (2-i))))
[278432] ['(2-i)', '(3-5i)', '(3+i)', '(4+8i)'] -> (((3-5i) - (3+i)) / ((2-i) / (4+8i)))
[278433] ['(2-i)', '(3-5i)', '(3+i)', '(5-i)'] -> ((3+i) * ((5-i) + ((3-5i) / (2-i))))
[278445] ['(2-i)', '(3-5i)', '(3+i)', '(7+4i)'] -> ((3+i) + ((7+4i) / ((2-i) / (3-5i))))
[278451] ['(2-i)', '(3-5i)', '(3+i)', '(9-7i)'] -> (9 + (3 * ((2-3i) + (3+3i))))
[278464] ['(2-i)', '(3-5i)', '(3+2i)', '(5-2i)'] -> (((5-2i) * ((2-i) + (3+2i))) - (3-5i))
[278471] ['(2-i)', '(3-5i)', '(3+2i)', '(7+8i)'] -> (((3-5i) * (3+2i)) - ((2-i) - (7+8i)))
[278476] ['(2-i)', '(3-5i)', '(3+2i)', '8'] -> (((3-5i) + (3+2i)) / ((2-i) / 8))
[278486] ['(2-i)', '(3-5i)', '(3+3i)', '(3+6i)'] -> (((3-5i) - (3+3i)) / ((2-i) / (3+6i)))
[278487] ['(2-i)', '(3-5i)', '(3+3i)', '(3+9i)'] -> ((3+3i) * ((3+9i) + ((2-i) * (3-5i))))
[278495] ['(2-i)', '(3-5i)', '(3+3i)', '(5-8i)'] -> ((3+3i) * ((5-8i) + ((2-i) - (3-5i))))
[278508] ['(2-i)', '(3-5i)', '(3+3i)', '(6+8i)'] -> ((3+3i) + ((2-i) * ((3-5i) + (6+8i))))
[278515] ['(2-i)', '(3-5i)', '(3+3i)', '(8+8i)'] -> (((2-i) * (8+8i)) + ((3-5i) - (3+3i)))
[278518] ['(2-i)', '(3-5i)', '(3+3i)', '(9-3i)'] -> (((8-i) + (9-6i)) - (-i - (7+6i)))
[278535] ['(2-i)', '(3-5i)', '(3+4i)', '6'] -> (6 * ((3+4i) - ((2-i) - (3-5i))))
[278543] ['(2-i)', '(3-5i)', '(3+4i)', '(7-4i)'] -> (((2-i) - (7-4i)) + ((3-5i) * (3+4i)))
[278546] ['(2-i)', '(3-5i)', '(3+4i)', '(7+4i)'] -> ((3-3i) * ((8-6i) - (-9i + (4-i))))
[278561] ['(2-i)', '(3-5i)', '(3+5i)', '(4+2i)'] -> ((-i * (9+9i)) + ((7+6i) + (8+3i)))
[278569] ['(2-i)', '(3-5i)', '(3+5i)', '(6-i)'] -> (((3-5i) + (3+5i)) * ((6-i) - (2-i)))
[278577] ['(2-i)', '(3-5i)', '(3+5i)', '(8-4i)'] -> (((3-5i) + (3+5i)) / ((2-i) / (8-4i)))
[278579] ['(2-i)', '(3-5i)', '(3+5i)', '(8+i)'] -> (((3-5i) * (3+5i)) - ((2-i) + (8+i)))
[278596] ['(2-i)', '(3-5i)', '(3+6i)', '(9-9i)'] -> ((9-9i) + ((3+6i) / ((2-i) / (3-5i))))
[278597] ['(2-i)', '(3-5i)', '(3+6i)', '(9-4i)'] -> (((2-i) * (3+6i)) + ((3-5i) + (9-4i)))
[278608] ['(2-i)', '(3-5i)', '(3+7i)', '(6-6i)'] -> (((3-5i) + (3+7i)) / ((2-i) / (6-6i)))
[278611] ['(2-i)', '(3-5i)', '(3+7i)', '(7-5i)'] -> ((3-3i) * ((8-3i) - (-9i + (4+2i))))
[278614] ['(2-i)', '(3-5i)', '(3+7i)', '(7+6i)'] -> ((((3-5i) * (7+6i)) - (3+7i)) / (2-i))
[278615] ['(2-i)', '(3-5i)', '(3+7i)', '(8-6i)'] -> ((-i * (7+6i)) + ((9+2i) + (9+5i)))
[278630] ['(2-i)', '(3-5i)', '(3+8i)', '(7-8i)'] -> ((2-7i) - ((4+5i) * ((3+8i) - (6+6i))))
[278633] ['(2-i)', '(3-5i)', '(3+8i)', '(7+6i)'] -> ((3+8i) + ((2-i) * ((3-5i) + (7+6i))))
[278640] ['(2-i)', '(3-5i)', '(3+8i)', '9'] -> (9 + ((2-i) * ((3-5i) + (3+8i))))
[278667] ['(2-i)', '(3-5i)', '(3+9i)', '(8-2i)'] -> ((8-2i) + ((2-i) * ((3-5i) + (3+9i))))
[278670] ['(2-i)', '(3-5i)', '(3+9i)', '(8+2i)'] -> (((2-i) * (8+2i)) + ((3-5i) + (3+9i)))
[278680] ['(2-i)', '(3-5i)', '(3+9i)', '(9+3i)'] -> ((9+3i) * ((3-5i) + ((3+9i) / (2-i))))
[278687] ['(2-i)', '(3-5i)', '(4-9i)', '(4+9i)'] -> ((3-3i) * ((4+5i) + (-9i / 9)))
[278760] ['(2-i)', '(3-5i)', '(4-7i)', '(4+4i)'] -> ((4+4i) * ((4-7i) + ((2-i) - (3-5i))))
[278773] ['(2-i)', '(3-5i)', '(4-7i)', '(7+3i)'] -> (((7+3i) / ((2-i) / (4-7i))) - (3-5i))
[278808] ['(2-i)', '(3-5i)', '(4-5i)', '(5-3i)'] -> ((4+8i) * ((3-2i) - ((3-5i) / (1-3i))))
[278851] ['(2-i)', '(3-5i)', '(4-4i)', '(4-i)'] -> (-3i * ((9+5i) + (2i - (9-i))))
[278860] ['(2-i)', '(3-5i)', '(4-4i)', '(5+7i)'] -> (-3i * ((9+7i) + (2i - (9+i))))
[278867] ['(2-i)', '(3-5i)', '(4-4i)', '(6+8i)'] -> (((3-5i) + (6+8i)) / ((2-i) / (4-4i)))
[278871] ['(2-i)', '(3-5i)', '(4-4i)', '(8-3i)'] -> ((4-4i) * ((8-3i) - ((2-i) + (3-5i))))
[278872] ['(2-i)', '(3-5i)', '(4-4i)', '8'] -> (8 * ((4-4i) + ((2-i) - (3-5i))))
[278879] ['(2-i)', '(3-5i)', '(4-4i)', '(9+9i)'] -> ((-i * (7+8i)) + ((7+8i) + (9-i)))
[278900] ['(2-i)', '(3-5i)', '(4-2i)', '(4+4i)'] -> ((4+4i) * (((2-i) * (4-2i)) - (3-5i)))
[278907] ['(2-i)', '(3-5i)', '(4-2i)', '(7+i)'] -> ((4-2i) * ((7+i) - ((3-5i) / (2-i))))
[278917] ['(2-i)', '(3-5i)', '(4-2i)', '(9+5i)'] -> (((3-5i) + (9+5i)) / ((2-i) / (4-2i)))
[278929] ['(2-i)', '(3-5i)', '(4-i)', '(8+8i)'] -> ((8+8i) * ((2-i) - ((4-i) / (3-5i))))
[278937] ['(2-i)', '(3-5i)', '4', '(5+4i)'] -> (4 * ((5+4i) - ((2-i) - (3-5i))))
[278938] ['(2-i)', '(3-5i)', '4', '(5+9i)'] -> (4 + ((2-i) * ((3-5i) + (5+9i))))
[278947] ['(2-i)', '(3-5i)', '4', '(7-4i)'] -> (4 * ((7-4i) + ((2-i) - (3-5i))))
[278959] ['(2-i)', '(3-5i)', '4', '(9-i)'] -> ((3-3i) * ((9-8i) - (-9i + (5-3i))))
[278962] ['(2-i)', '(3-5i)', '4', '(9+7i)'] -> (((2-i) * (9+7i)) + ((3-5i) - 4))
[278972] ['(2-i)', '(3-5i)', '(4+i)', '(6+5i)'] -> ((-7i * ((7-3i) - (8-7i))) - (4+7i))
[278976] ['(2-i)', '(3-5i)', '(4+i)', '(7-5i)'] -> (((2-i) + (4+i)) * ((7-5i) - (3-5i)))
[279018] ['(2-i)', '(3-5i)', '(4+4i)', '(6-7i)'] -> (((3-5i) * (4+4i)) - ((2-i) + (6-7i)))
[279024] ['(2-i)', '(3-5i)', '(4+4i)', '(7+5i)'] -> (((3-5i) * ((4+4i) - (2-i))) - (7+5i))
[279027] ['(2-i)', '(3-5i)', '(4+4i)', '(8-9i)'] -> ((4+4i) * ((8-9i) - ((2-i) + (3-5i))))
[279031] ['(2-i)', '(3-5i)', '(4+4i)', '(8+4i)'] -> (((4+4i) + ((3-5i) * (8+4i))) / (2-i))
[279036] ['(2-i)', '(3-5i)', '(4+4i)', '(9+i)'] -> (((2-i) * (4+4i)) + ((3-5i) + (9+i)))
[279045] ['(2-i)', '(3-5i)', '(4+5i)', '(6+7i)'] -> (((8-9i) + (9-i)) - (-i - (7+9i)))
[279051] ['(2-i)', '(3-5i)', '(4+5i)', '(8-i)'] -> (((2-i) * (4+5i)) + ((3-5i) + (8-i)))
[279054] ['(2-i)', '(3-5i)', '(4+5i)', '(8+9i)'] -> (((2-i) * (8+9i)) + ((3-5i) - (4+5i)))
[279071] ['(2-i)', '(3-5i)', '(4+6i)', '(7-3i)'] -> (((2-i) * (4+6i)) + ((3-5i) + (7-3i)))
[279077] ['(2-i)', '(3-5i)', '(4+6i)', '(7+3i)'] -> (((2-i) * (7+3i)) + ((3-5i) + (4+6i)))
[279088] ['(2-i)', '(3-5i)', '(4+6i)', '(9+5i)'] -> ((9+5i) + ((2-i) * ((3-5i) + (4+6i))))
[279092] ['(2-i)', '(3-5i)', '(4+7i)', '(5-7i)'] -> (((2-i) + (4+7i)) * ((5-7i) - (3-5i)))
[279095] ['(2-i)', '(3-5i)', '(4+7i)', '(6-5i)'] -> (((2-i) * (4+7i)) + ((3-5i) + (6-5i)))
[279097] ['(2-i)', '(3-5i)', '(4+7i)', '(8-9i)'] -> (((4+7i) * ((3-5i) - (2-i))) - (8-9i))
[279101] ['(2-i)', '(3-5i)', '(4+7i)', '(8+3i)'] -> ((8+3i) + ((2-i) * ((3-5i) + (4+7i))))
[279104] ['(2-i)', '(3-5i)', '(4+7i)', '(9+5i)'] -> (((3-5i) * (4+7i)) - ((2-i) * (9+5i)))
[279107] ['(2-i)', '(3-5i)', '(4+8i)', '(5-7i)'] -> (((3-2i) * ((1-7i) + (6+9i))) - (1-8i))
[279115] ['(2-i)', '(3-5i)', '(4+8i)', '(7+i)'] -> ((7+i) + ((2-i) * ((3-5i) + (4+8i))))
[279130] ['(2-i)', '(3-5i)', '(4+9i)', '(6-i)'] -> ((6-i) + ((2-i) * ((3-5i) + (4+9i))))
[279155] ['(2-i)', '(3-5i)', '(5-9i)', '(6+5i)'] -> (((5-9i) + ((3-5i) * (6+5i))) / (2-i))
[279162] ['(2-i)', '(3-5i)', '(5-9i)', '(8+6i)'] -> (((2-i) * (8+6i)) - ((3-5i) - (5-9i)))
[279230] ['(2-i)', '(3-5i)', '(5-4i)', '6'] -> (6 * ((5-4i) + ((2-i) - (3-5i))))
[279242] ['(2-i)', '(3-5i)', '(5-4i)', '(9+4i)'] -> (((2-i) * (9+4i)) - ((3-5i) - (5-4i)))
[279244] ['(2-i)', '(3-5i)', '(5-3i)', '(5+3i)'] -> (((3-5i) * ((5+3i) - (2-i))) - (5-3i))
[279248] ['(2-i)', '(3-5i)', '(5-3i)', '(7+3i)'] -> (((5+2i) * ((2-3i) + 3)) - (7-5i))
[279256] ['(2-i)', '(3-5i)', '(5-2i)', '(5+6i)'] -> (((2-i) * (5+6i)) + ((3-5i) + (5-2i)))
[279266] ['(2-i)', '(3-5i)', '(5-2i)', '7'] -> (((5-2i) * (7 - (2-i))) - (3-5i))
[279278] ['(2-i)', '(3-5i)', '(5-i)', '(5+5i)'] -> (((3-5i) + (5+5i)) * ((5-i) - (2-i)))
[279282] ['(2-i)', '(3-5i)', '(5-i)', '(6+4i)'] -> ((6+4i) * ((2-i) + ((3-5i) / (5-i))))
[279299] ['(2-i)', '(3-5i)', '(5+i)', '6'] -> (((3-5i) + (5+i)) / ((2-i) / 6))
[279301] ['(2-i)', '(3-5i)', '(5+i)', '(7-3i)'] -> (((5+i) * ((7-3i) - (2-i))) - (3-5i))
[279303] ['(2-i)', '(3-5i)', '(5+i)', '(8-9i)'] -> (((2-3i) * (5+6i)) + (3 - (7-3i)))
[279309] ['(2-i)', '(3-5i)', '(5+2i)', '(5+8i)'] -> ((4+4i) * ((2-3i) - (-3i / 3i)))
[279317] ['(2-i)', '(3-5i)', '(5+2i)', '(9+6i)'] -> (((2-i) * (5+2i)) + ((3-5i) + (9+6i)))
[279318] ['(2-i)', '(3-5i)', '(5+2i)', '(9+8i)'] -> (((2-i) * (9+8i)) + ((3-5i) - (5+2i)))
[279323] ['(2-i)', '(3-5i)', '(5+3i)', '(6+4i)'] -> (((2-i) * (6+4i)) + ((3-5i) + (5+3i)))
[279326] ['(2-i)', '(3-5i)', '(5+3i)', '(8+4i)'] -> (((2-i) * (5+3i)) + ((3-5i) + (8+4i)))
[279330] ['(2-i)', '(3-5i)', '(5+4i)', '(7-3i)'] -> (((3-5i) * (5+4i)) - ((2-i) * (7-3i)))
[279333] ['(2-i)', '(3-5i)', '(5+4i)', '(7+2i)'] -> ((-3i - 3i) / ((2-2i) / (8+8i)))
[279342] ['(2-i)', '(3-5i)', '(5+5i)', '(6-4i)'] -> ((6-4i) + ((5+5i) / ((2-i) / (3-5i))))
[279343] ['(2-i)', '(3-5i)', '(5+5i)', '(6-3i)'] -> (((3-5i) + (5+5i)) / ((2-i) / (6-3i)))
[279344] ['(2-i)', '(3-5i)', '(5+5i)', '6'] -> (((2-i) * (5+5i)) + ((3-5i) + 6))
[279356] ['(2-i)', '(3-5i)', '(5+5i)', '(8+8i)'] -> (((1-8i) - (4-8i)) * ((1-7i) - (9-7i)))
[279365] ['(2-i)', '(3-5i)', '(5+6i)', '(7+6i)'] -> ((6-2i) - ((4+5i) * ((1-3i) - (3-5i))))
[279378] ['(2-i)', '(3-5i)', '(5+7i)', '(6+2i)'] -> ((6+2i) * ((3-5i) + ((5+7i) / (2-i))))
[279379] ['(2-i)', '(3-5i)', '(5+7i)', '(6+4i)'] -> (((8+3i) + (8+4i)) - (-i - (8-8i)))
[279381] ['(2-i)', '(3-5i)', '(5+7i)', '(6+6i)'] -> ((-i + (8-8i)) + ((8+3i) + (8+6i)))
[279394] ['(2-i)', '(3-5i)', '(5+8i)', '(7+2i)'] -> (((2-i) * (7+2i)) + ((3-5i) + (5+8i)))
[279404] ['(2-i)', '(3-5i)', '(5+9i)', '(8+i)'] -> (3i * ((3-7i) - (-3i + (3+4i))))
[279428] ['(2-i)', '(3-5i)', '(6-7i)', '(8+5i)'] -> (((2-i) * (8+5i)) - ((3-5i) - (6-7i)))
[279435] ['(2-i)', '(3-5i)', '(6-6i)', '(7-4i)'] -> ((6-6i) * ((7-4i) - ((2-i) + (3-5i))))
[279443] ['(2-i)', '(3-5i)', '(6-6i)', '(9-3i)'] -> (((9-3i) - (3-5i)) / ((2-i) / (6-6i)))
[279446] ['(2-i)', '(3-5i)', '(6-5i)', '(6+i)'] -> (((2-i) + (6+i)) * ((6-5i) - (3-5i)))
[279488] ['(2-i)', '(3-5i)', '(6-2i)', '(9+3i)'] -> (((2-i) * (9+3i)) - ((3-5i) - (6-2i)))
[279497] ['(2-i)', '(3-5i)', '6', '(7+9i)'] -> (6 * ((3-5i) + ((7+9i) / (2-i))))
[279502] ['(2-i)', '(3-5i)', '6', '(9-6i)'] -> (6 * ((9-6i) - ((2-i) + (3-5i))))
[279507] ['(2-i)', '(3-5i)', '(6+i)', '(8+9i)'] -> (((2-9i) + (6+5i)) + ((8+i) + (8+3i)))
[279512] ['(2-i)', '(3-5i)', '(6+2i)', '(7+7i)'] -> (((2-i) * (6+2i)) + ((3-5i) + (7+7i)))
[279516] ['(2-i)', '(3-5i)', '(6+2i)', '(8+4i)'] -> ((8+4i) + ((6+2i) / ((2-i) / (3-5i))))
[279517] ['(2-i)', '(3-5i)', '(6+2i)', '(8+6i)'] -> ((((3-5i) * (8+6i)) - (6+2i)) / (2-i))
[279518] ['(2-i)', '(3-5i)', '(6+3i)', '(6+5i)'] -> (((2-i) * (6+3i)) + ((3-5i) + (6+5i)))
[279521] ['(2-i)', '(3-5i)', '(6+3i)', '(8-8i)'] -> (((3-5i) * ((6+3i) - (2-i))) - (8-8i))
[279539] ['(2-i)', '(3-5i)', '(6+4i)', '(9+9i)'] -> ((-7i - (6-7i)) * ((4+8i) - (8+8i)))
[279540] ['(2-i)', '(3-5i)', '(6+5i)', '(6+9i)'] -> ((6+9i) + ((2-i) * ((3-5i) + (6+5i))))
[279551] ['(2-i)', '(3-5i)', '(6+6i)', '(7-8i)'] -> ((-i + (8-6i)) + ((8+i) + (8+6i)))
[279577] ['(2-i)', '(3-5i)', '(7-9i)', '(9+3i)'] -> (((1-3i) * ((5+4i) - (3-5i))) - (5+3i))
[279601] ['(2-i)', '(3-5i)', '(7-6i)', '(9+5i)'] -> ((2-i) * ((9+5i) + ((3-5i) / (7-6i))))
[279604] ['(2-i)', '(3-5i)', '(7-5i)', '(8+4i)'] -> (((2-i) * (8+4i)) - ((3-5i) - (7-5i)))
[279636] ['(2-i)', '(3-5i)', '(7-i)', '(7+4i)'] -> (((7-i) + ((3-5i) * (7+4i))) / (2-i))
[279643] ['(2-i)', '(3-5i)', '7', '(9+2i)'] -> (((2-i) * (9+2i)) - ((3-5i) - 7))
[279675] ['(2-i)', '(3-5i)', '(7+4i)', '(9-6i)'] -> (((2-i) * (7+4i)) - ((3-5i) - (9-6i)))
[279679] ['(2-i)', '(3-5i)', '(7+5i)', '(8-8i)'] -> (((2-i) * (7+5i)) - ((3-5i) - (8-8i)))
[279683] ['(2-i)', '(3-5i)', '(7+5i)', '(9+8i)'] -> (((9+8i) / ((2-i) / (3-5i))) - (7+5i))
[279731] ['(2-i)', '(3-5i)', '(8-6i)', '8'] -> (8 * ((8-6i) - ((2-i) + (3-5i))))
[279744] ['(2-i)', '(3-5i)', '(8-4i)', '(9-5i)'] -> ((3 * ((2-3i) + (9+4i))) - (9+3i))
[279752] ['(2-i)', '(3-5i)', '(8-3i)', '(8+3i)'] -> (((2-i) * (8+3i)) - ((3-5i) - (8-3i)))
[279756] ['(2-i)', '(3-5i)', '(8-2i)', '8'] -> (8 * ((2-i) + ((8-2i) / (3-5i))))
[279764] ['(2-i)', '(3-5i)', '8', '(9-8i)'] -> (((9-8i) - (3-5i)) / ((2-i) / 8))
[279778] ['(2-i)', '(3-5i)', '(8+2i)', '(9-i)'] -> ((-i + (8-3i)) + ((8-2i) + (8+6i)))
[279780] ['(2-i)', '(3-5i)', '(8+2i)', '(9+i)'] -> (((2-i) * (9+i)) - ((3-5i) - (8+2i)))
[279790] ['(2-i)', '(3-5i)', '(8+3i)', '(9+7i)'] -> (((9+7i) + ((3-5i) * (8+3i))) / (2-i))
[279833] ['(2-i)', '(3-5i)', '(9-3i)', '(9+6i)'] -> ((6+6i) * ((9+6i) + ((2-9i) - (9-i))))
[279843] ['(2-i)', '(3-5i)', '9', '(9+4i)'] -> (((2-i) * 9) - ((3-5i) - (9+4i)))
[279862] ['(2-i)', '(3-4i)', '(3-3i)', '(3+7i)'] -> ((3-3i) * ((3+7i) - ((2-i) - (3-4i))))
[279865] ['(2-i)', '(3-4i)', '(3-3i)', '(5+i)'] -> ((-3i * (7-i)) + (3i * (7-9i)))
[279869] ['(2-i)', '(3-4i)', '(3-3i)', '(6-7i)'] -> ((3-3i) * ((6-7i) - ((2-i) * (3-4i))))
[279872] ['(2-i)', '(3-4i)', '(3-3i)', '(6+3i)'] -> ((3-3i) * ((6+3i) - ((3-4i) / (2-i))))
[279876] ['(2-i)', '(3-4i)', '(3-3i)', '(6+6i)'] -> ((-i + (8-2i)) + (8 + (8+3i)))
[279882] ['(2-i)', '(3-4i)', '(3-3i)', '(9-i)'] -> ((3-3i) * ((9-i) - ((2-i) + (3-4i))))
[279883] ['(2-i)', '(3-4i)', '(3-3i)', '(9+8i)'] -> (((3-4i) + (9+8i)) / ((2-i) / (3-3i)))
[279891] ['(2-i)', '(3-4i)', '(3-2i)', '(4+i)'] -> (((3-4i) + (3-2i)) * ((4+i) - (2-i)))
[279893] ['(2-i)', '(3-4i)', '(3-2i)', '(5+9i)'] -> (3i * ((-3i + (7-6i)) - (7-i)))
[279895] ['(2-i)', '(3-4i)', '(3-2i)', '(6+2i)'] -> (3i - (-3i * ((7-6i) - (8+2i))))
[279899] ['(2-i)', '(3-4i)', '(3-2i)', '(6+6i)'] -> (((2-i) * (6+6i)) + ((3-4i) + (3-2i)))
[279903] ['(2-i)', '(3-4i)', '(3-2i)', '(8+5i)'] -> ((3-2i) + ((8+5i) / ((2-i) / (3-4i))))
[279905] ['(2-i)', '(3-4i)', '(3-i)', '(3+3i)'] -> ((3+3i) * ((3-i) - ((2-i) - (3-4i))))
[279906] ['(2-i)', '(3-4i)', '(3-i)', '(3+4i)'] -> (((2-i) - (3-i)) + ((3-4i) * (3+4i)))
[279910] ['(2-i)', '(3-4i)', '(3-i)', '(3+8i)'] -> (((3+8i) * ((3-4i) - (2-i))) - (3-i))
[279913] ['(2-i)', '(3-4i)', '(3-i)', '(6-6i)'] -> ((6-6i) * ((3-i) + ((2-i) - (3-4i))))
[279917] ['(2-i)', '(3-4i)', '(3-i)', '(8+9i)'] -> (((2-i) * ((3-4i) + (8+9i))) - (3-i))
[279919] ['(2-i)', '(3-4i)', '(3-i)', '(9+6i)'] -> (((2-i) * (9+6i)) + ((3-4i) - (3-i)))
[279922] ['(2-i)', '(3-4i)', '3', '(3+5i)'] -> ((-3i * 3i) + ((7-2i) + (8+2i)))
[279930] ['(2-i)', '(3-4i)', '3', '(6+i)'] -> (3 * ((6+i) + ((3-4i) / (2-i))))
[279933] ['(2-i)', '(3-4i)', '3', '(7+3i)'] -> (3 * ((7+3i) - ((2-i) - (3-4i))))
[279939] ['(2-i)', '(3-4i)', '3', '(9-8i)'] -> (((3-4i) + (9-8i)) * (3 - (2-i)))
[279940] ['(2-i)', '(3-4i)', '3', '(9-3i)'] -> (3 * ((9-3i) + ((2-i) - (3-4i))))
[279952] ['(2-i)', '(3-4i)', '(3+i)', '8'] -> (((3-4i) + (3+i)) / ((2-i) / 8))
[279953] ['(2-i)', '(3-4i)', '(3+i)', '(9-8i)'] -> (((3-4i) + (9-8i)) / ((2-i) / (3+i)))
[279956] ['(2-i)', '(3-4i)', '(3+2i)', '(4+8i)'] -> (((3-4i) - (3+2i)) / ((2-i) / (4+8i)))
[279960] ['(2-i)', '(3-4i)', '(3+2i)', '(5+7i)'] -> (((2-i) + (5+7i)) + ((3-4i) * (3+2i)))
[279971] ['(2-i)', '(3-4i)', '(3+2i)', '(9+5i)'] -> (((3-4i) * (3+2i)) - ((2-i) - (9+5i)))
[279973] ['(2-i)', '(3-4i)', '(3+3i)', '(5-7i)'] -> ((3+3i) * ((5-7i) + ((2-i) - (3-4i))))
[279976] ['(2-i)', '(3-4i)', '(3+3i)', '(6-5i)'] -> ((3+3i) * ((6-5i) - ((3-4i) / (2-i))))
[279980] ['(2-i)', '(3-4i)', '(3+3i)', '(6+7i)'] -> ((3+3i) + ((2-i) * ((3-4i) + (6+7i))))
[279981] ['(2-i)', '(3-4i)', '(3+3i)', '(7+4i)'] -> (((2-i) * (7+4i)) + ((3-4i) + (3+3i)))
[279985] ['(2-i)', '(3-4i)', '(3+3i)', '(9-9i)'] -> ((3+3i) * ((9-9i) - ((2-i) + (3-4i))))
[279989] ['(2-i)', '(3-4i)', '(3+4i)', '(3+5i)'] -> (((3-4i) * (3+5i)) - ((2-i) + (3+4i)))
[279990] ['(2-i)', '(3-4i)', '(3+4i)', '(3+6i)'] -> (((3-4i) - (3+4i)) / ((2-i) / (3+6i)))
[279996] ['(2-i)', '(3-4i)', '(3+4i)', '(6-i)'] -> ((4-4i) * ((4+7i) + ((2-3i) - (3+i))))
[280003] ['(2-i)', '(3-4i)', '(3+4i)', '(8-4i)'] -> (((3-4i) + (3+4i)) / ((2-i) / (8-4i)))
[280008] ['(2-i)', '(3-4i)', '(3+4i)', '(8+8i)'] -> (((2-i) * (8+8i)) + ((3-4i) - (3+4i)))
[280022] ['(2-i)', '(3-4i)', '(3+5i)', '(7-8i)'] -> (((3-4i) * ((2-i) + (3+5i))) - (7-8i))
[280023] ['(2-i)', '(3-4i)', '(3+5i)', '(7+2i)'] -> (((2-i) - (7+2i)) + ((3-4i) * (3+5i)))
[280036] ['(2-i)', '(3-4i)', '(3+6i)', '(6-6i)'] -> (((3-4i) + (3+6i)) / ((2-i) / (6-6i)))
[280040] ['(2-i)', '(3-4i)', '(3+6i)', '(7+7i)'] -> (((3-4i) * (3+6i)) - ((2-i) + (7+7i)))
[280042] ['(2-i)', '(3-4i)', '(3+6i)', '(8+8i)'] -> ((-i * 8) * ((9-6i) - (9-9i)))
[280044] ['(2-i)', '(3-4i)', '(3+6i)', '(9-5i)'] -> (((2-i) * (3+6i)) + ((3-4i) + (9-5i)))
[280055] ['(2-i)', '(3-4i)', '(3+7i)', '(8-7i)'] -> (((2-i) * (3+7i)) + ((3-4i) + (8-7i)))
[280059] ['(2-i)', '(3-4i)', '(3+7i)', '9'] -> (9 + ((2-i) * ((3-4i) + (3+7i))))
[280071] ['(2-i)', '(3-4i)', '(3+8i)', '(7-9i)'] -> (((2-i) * (3+8i)) + ((3-4i) + (7-9i)))
[280073] ['(2-i)', '(3-4i)', '(3+8i)', '(7+5i)'] -> ((3+8i) + ((2-i) * ((3-4i) + (7+5i))))
[280076] ['(2-i)', '(3-4i)', '(3+8i)', '(8-2i)'] -> ((8-2i) + ((2-i) * ((3-4i) + (3+8i))))
[280077] ['(2-i)', '(3-4i)', '(3+8i)', '(8+2i)'] -> (((2-i) * (8+2i)) + ((3-4i) + (3+8i)))
[280083] ['(2-i)', '(3-4i)', '(3+9i)', '6'] -> (((3+9i) * ((3-4i) - (2-i))) - 6)
[280085] ['(2-i)', '(3-4i)', '(3+9i)', '(7-4i)'] -> ((7-4i) + ((2-i) * ((3-4i) + (3+9i))))
[280093] ['(2-i)', '(3-4i)', '(3+9i)', '(9+9i)'] -> (((9+9i) / ((2-i) / (3-4i))) - (3+9i))
[280098] ['(2-i)', '(3-4i)', '(4-9i)', '(6-6i)'] -> ((6-6i) * ((4-9i) - ((2-i) * (3-4i))))
[280119] ['(2-i)', '(3-4i)', '(4-7i)', '(6+2i)'] -> ((6+2i) * ((2-i) + ((4-7i) / (3-4i))))
[280128] ['(2-i)', '(3-4i)', '(4-6i)', '(4+4i)'] -> ((4+4i) * ((4-6i) + ((2-i) - (3-4i))))
[280143] ['(2-i)', '(3-4i)', '(4-5i)', '(5-2i)'] -> (((2-i) + (4-5i)) * ((5-2i) - (3-4i)))
[280144] ['(2-i)', '(3-4i)', '(4-5i)', '(5+7i)'] -> (((2-i) * (5+7i)) + ((3-4i) + (4-5i)))
[280146] ['(2-i)', '(3-4i)', '(4-5i)', '(7+6i)'] -> ((4-5i) + ((7+6i) / ((2-i) / (3-4i))))
[280152] ['(2-i)', '(3-4i)', '(4-5i)', '(9+5i)'] -> (((2-i) * (9+5i)) - ((3-4i) - (4-5i)))
[280154] ['(2-i)', '(3-4i)', '(4-4i)', '4'] -> (((2-9i) + (6+8i)) + ((7-6i) + (9+7i)))
[280156] ['(2-i)', '(3-4i)', '(4-4i)', '(4+8i)'] -> (((3-4i) * (4+4i)) - ((1-3i) + (3-i)))
[280158] ['(2-i)', '(3-4i)', '(4-4i)', '(5-8i)'] -> ((4-4i) * ((5-8i) - ((2-i) * (3-4i))))
