[1] ['1/9', '1/9', '1/6', '3'] -> ((1/9 / 1/9) + 3) / 1/6
[296] ['1/4', '2/3', '5/6', '6'] -> ((5/6 / 1/4) + 2/3) * 6
[297] ['1/4', '2/3', '5/6', '8'] -> ((5/6 * 8) - 2/3) / 1/4
[298] ['1/4', '2/3', '6/7', '9'] -> 9 / (2/3 - (1/4 / 6/7))
[299] ['1/4', '2/3', '7/8', '8'] -> 8 / ((2/3 * 7/8) - 1/4)
[300] ['1/4', '2/3', '8/9', '4'] -> 2/3 / (1/4 - (8/9 / 4))
[301] ['1/4', '2/3', '1', '5/2'] -> 1 / (2/3 - (1/4 * 5/2))
[302] ['1/4', '2/3', '8/7', '8'] -> 8 / ((2/3 / 8/7) - 1/4)
[303] ['1/4', '2/3', '7/6', '9'] -> 9 / (2/3 - (1/4 * 7/6))
[304] ['1/4', '2/3', '6/5', '8'] -> ((8 / 6/5) - 2/3) / 1/4
[305] ['1/4', '2/3', '3/2', '3'] -> ((3 / 2/3) + 3/2) / 1/4
[306] ['1/4', '2/3', '3/2', '8'] -> ((8 / 3/2) + 2/3) / 1/4
[307] ['1/4', '2/3', '8/5', '4'] -> 4 / ((2/3 / 8/5) - 1/4)
[308] ['1/4', '2/3', '2', '7/2'] -> ((7/2 / 1/4) + 2) / 2/3
[309] ['1/9', '1/2', '2/3', '1'] -> ((1 / 1/2) + 2/3) / 1/9
[310] ['1/4', '2/3', '7/3', '8'] -> 8 / ((2/3 / 1/4) - 7/3)
[311] ['1/4', '2/3', '8/3', '7'] -> (7 / 1/4) - (8/3 / 2/3)
[312] ['1/4', '2/3', '7/2', '5'] -> 5 / ((1/4 * 7/2) - 2/3)
[313] ['1/4', '2/3', '4', '9/2'] -> (4 / 2/3) + (9/2 / 1/4)
[314] ['1/4', '2/3', '9/2', '7'] -> ((7 / 2/3) - 9/2) / 1/4
[315] ['1/4', '2/3', '9/2', '8'] -> (8 - (2/3 / 1/4)) * 9/2
[316] ['1/4', '5/7', '5/7', '7'] -> (7 - (5/7 / 5/7)) / 1/4
[317] ['1/4', '5/7', '6/7', '3'] -> 6/7 / ((1/4 * 3) - 5/7)
[318] ['1/4', '5/7', '7/8', '9'] -> 9 / ((5/7 * 7/8) - 1/4)
[319] ['1/4', '5/7', '8/7', '4'] -> ((4 / 1/4) + 8/7) / 5/7
[320] ['1/4', '5/7', '8/7', '5'] -> ((5 + 5/7) / 1/4) + 8/7
[321] ['1/4', '5/7', '8/7', '6'] -> ((5/7 / 1/4) + 8/7) * 6
[322] ['1/4', '5/7', '8/7', '7'] -> ((7 - 5/7) / 1/4) - 8/7
[323] ['1/4', '5/7', '8/7', '9'] -> 9 / ((5/7 / 8/7) - 1/4)
[324] ['1/4', '5/7', '8/5', '8'] -> ((8 / 1/4) + 8/5) * 5/7
[325] ['1/4', '5/7', '9/5', '3'] -> ((3 / 5/7) + 9/5) / 1/4
[326] ['1/4', '3/4', '4/3', '5'] -> ((3/4 * 4/3) + 5) / 1/4
[327] ['1/9', '1/2', '2/3', '3'] -> (3 - (1/2 * 2/3)) / 1/9
[328] ['1/4', '3/4', '3/2', '9'] -> 9 / (3/4 - (1/4 * 3/2))
[329] ['1/4', '3/4', '5/3', '8'] -> 8 / (3/4 - (1/4 * 5/3))
[330] ['1/4', '3/4', '7/4', '3'] -> ((3 * 7/4) + 3/4) / 1/4
[331] ['1/4', '3/4', '7/4', '8'] -> 3/4 / (1/4 - (7/4 / 8))
[332] ['1/4', '3/4', '9/5', '4'] -> 4 / ((3/4 / 9/5) - 1/4)
[333] ['1/4', '3/4', '9/5', '5'] -> ((3/4 / 1/4) + 9/5) * 5
[334] ['1/4', '3/4', '2', '8/3'] -> 2 / (3/4 - (1/4 * 8/3))
[335] ['1/9', '1/2', '2/3', '9'] -> (2/3 / 1/9) + (9 / 1/2)
[336] ['1/4', '3/4', '9/4', '5'] -> ((3/4 * 5) + 9/4) / 1/4
[337] ['1/4', '3/4', '9/4', '8'] -> 3/4 / ((9/4 / 8) - 1/4)
[338] ['1/4', '3/4', '7/3', '4'] -> 4 / (3/4 - (1/4 * 7/3))
[339] ['1/4', '3/4', '5/2', '3'] -> 3 / (3/4 - (1/4 * 5/2))
[340] ['1/4', '3/4', '5/2', '9'] -> ((1/4 + 5/2) * 9) - 3/4
[341] ['1/4', '3/4', '8/3', '6'] -> ((3/4 / 1/4) + 6) * 8/3
[342] ['1/4', '3/4', '3', '7/2'] -> 3 / ((1/4 * 7/2) - 3/4)
[343] ['1/4', '3/4', '3', '9/2'] -> ((3/4 + 9/2) / 1/4) + 3
[344] ['1/4', '3/4', '7/2', '4'] -> ((7/2 / 1/4) + 4) / 3/4
[345] ['1/4', '3/4', '9/2', '5'] -> ((1/4 / 3/4) + 5) * 9/2
[346] ['1/4', '3/4', '9/2', '8'] -> (3/4 * 8) + (9/2 / 1/4)
[347] ['1/4', '7/9', '7/9', '5'] -> ((7/9 / 7/9) + 5) / 1/4
[348] ['1/4', '7/9', '7/9', '7'] -> (7 - (7/9 / 7/9)) / 1/4
[349] ['1/4', '7/9', '8/9', '5'] -> ((5 + 7/9) / 1/4) + 8/9
[350] ['1/4', '7/9', '8/9', '6'] -> ((7/9 / 1/4) + 8/9) * 6
[351] ['1/4', '7/9', '8/9', '7'] -> ((7 - 7/9) / 1/4) - 8/9
[352] ['1/4', '7/9', '1', '8/3'] -> 1 / ((7/9 / 8/3) - 1/4)
[353] ['1/4', '7/9', '8/7', '8'] -> ((8 / 1/4) - 8/7) * 7/9
[354] ['1/4', '5/7', '7/2', '4'] -> ((5/7 / 1/4) + 4) * 7/2
[355] ['1/4', '3/4', '3/4', '5'] -> ((3/4 / 3/4) + 5) / 1/4
[356] ['1/9', '1/2', '3/4', '2'] -> ((1/2 / 3/4) + 2) / 1/9
[357] ['1/4', '3/4', '7/9', '8'] -> 8 / ((3/4 * 7/9) - 1/4)
[358] ['1/4', '3/4', '5/6', '9'] -> 9 / ((3/4 * 5/6) - 1/4)
[359] ['1/4', '3/4', '7/8', '4'] -> 3/4 / (1/4 - (7/8 / 4))
[360] ['1/4', '3/4', '6/5', '9'] -> 9 / ((3/4 / 6/5) - 1/4)
[361] ['1/4', '3/4', '9/7', '8'] -> 8 / ((3/4 / 9/7) - 1/4)
[362] ['1/4', '4/5', '6/5', '5'] -> ((5 + 6/5) / 1/4) - 4/5
[363] ['1/4', '4/5', '5/4', '7'] -> (7 - (4/5 * 5/4)) / 1/4
[364] ['1/4', '4/5', '7/5', '5'] -> ((7/5 / 1/4) - 4/5) * 5
[365] ['1/4', '4/5', '8/5', '4'] -> ((8/5 / 4/5) + 4) / 1/4
[366] ['1/4', '4/5', '8/5', '5'] -> ((4/5 / 1/4) + 8/5) * 5
[367] ['1/4', '4/5', '8/5', '6'] -> 6 / ((4/5 / 8/5) - 1/4)
[368] ['1/4', '4/5', '9/5', '4'] -> ((4 + 9/5) / 1/4) + 4/5
[369] ['1/4', '4/5', '9/5', '8'] -> ((8 - 9/5) / 1/4) - 4/5
[370] ['1/4', '4/5', '2', '7/2'] -> ((2 / 4/5) + 7/2) / 1/4
[371] ['1/9', '1/2', '7/9', '5'] -> ((7/9 / 1/9) + 5) / 1/2
[372] ['1/4', '4/5', '9/4', '3'] -> ((3 / 4/5) + 9/4) / 1/4
[373] ['1/4', '4/5', '7/3', '9'] -> ((7/3 / 4/5) - 1/4) * 9
[374] ['1/4', '4/5', '5/2', '4'] -> ((4/5 * 5/2) + 4) / 1/4
[375] ['1/4', '4/5', '5/2', '8'] -> (8 - (4/5 * 5/2)) / 1/4
[376] ['1/4', '4/5', '8/3', '7'] -> ((7 / 4/5) + 1/4) * 8/3
[377] ['1/9', '1/2', '5/6', '1'] -> ((5/6 / 1/2) + 1) / 1/9
[378] ['1/4', '5/6', '5/6', '5'] -> ((5/6 / 5/6) + 5) / 1/4
[379] ['1/4', '5/6', '5/6', '7'] -> (7 - (5/6 / 5/6)) / 1/4
[380] ['1/4', '5/6', '7/8', '9'] -> ((7/8 / 1/4) - 5/6) * 9
[381] ['1/4', '7/9', '9/7', '5'] -> ((7/9 * 9/7) + 5) / 1/4
[382] ['1/4', '7/9', '9/7', '7'] -> (7 - (7/9 * 9/7)) / 1/4
[383] ['1/4', '7/9', '4/3', '4'] -> 4/3 / (1/4 - (7/9 / 4))
[384] ['1/4', '7/9', '4/3', '5'] -> ((5 / 1/4) - 4/3) / 7/9
[385] ['1/4', '7/9', '4/3', '8'] -> 8 / ((7/9 / 4/3) - 1/4)
[386] ['1/4', '7/9', '7/3', '3'] -> ((7/3 / 7/9) + 3) / 1/4
[387] ['1/4', '7/9', '7/3', '9'] -> (9 - (7/3 / 7/9)) / 1/4
[388] ['1/4', '7/9', '8/3', '3'] -> 8/3 / ((7/9 / 1/4) - 3)
[389] ['1/4', '7/9', '8/3', '4'] -> ((4 / 1/4) + 8/3) / 7/9
[390] ['1/4', '7/9', '8/3', '8'] -> ((8/3 / 1/4) + 8) / 7/9
[391] ['1/4', '4/5', '5/6', '7'] -> ((7 / 1/4) + 4/5) * 5/6
[392] ['1/4', '5/6', '1', '7/2'] -> 1 / ((1/4 * 7/2) - 5/6)
[393] ['1/4', '5/6', '6/5', '4'] -> ((4 / 5/6) + 6/5) / 1/4
[394] ['1/4', '5/6', '6/5', '5'] -> ((5/6 * 6/5) + 5) / 1/4
[395] ['1/4', '5/6', '6/5', '7'] -> (7 - (5/6 * 6/5)) / 1/4
[396] ['1/4', '5/6', '4/3', '9'] -> 9 / ((5/6 / 4/3) - 1/4)
[397] ['1/4', '5/6', '5/3', '4'] -> ((5/3 / 5/6) + 4) / 1/4
[398] ['1/9', '1/2', '5/6', '7'] -> ((1/2 * 7) - 5/6) / 1/9
[399] ['1/4', '5/6', '5/3', '6'] -> 6 / ((5/6 / 5/3) - 1/4)
[400] ['1/4', '5/6', '5/3', '8'] -> (8 - (5/3 / 5/6)) / 1/4
[401] ['1/4', '5/6', '9/4', '9'] -> ((9 * 9/4) - 1/4) / 5/6
[402] ['1/4', '5/6', '5/2', '3'] -> ((5/2 / 5/6) + 3) / 1/4
[403] ['1/4', '5/6', '5/2', '5'] -> 5 / (5/6 - (1/4 * 5/2))
[404] ['1/4', '5/6', '5/2', '9'] -> (9 - (5/2 / 5/6)) / 1/4
[405] ['1/4', '5/6', '8/3', '6'] -> 8/3 / (1/4 - (5/6 / 6))
[406] ['1/4', '5/6', '3', '7/2'] -> ((3 * 5/6) + 7/2) / 1/4
[407] ['1/4', '5/6', '7/2', '6'] -> ((7/2 / 1/4) + 6) / 5/6
[408] ['1/4', '5/6', '7/2', '8'] -> 7/2 / (1/4 - (5/6 / 8))
[409] ['1/4', '5/6', '7/2', '9'] -> ((5/6 * 7/2) - 1/4) * 9
[410] ['1/9', '1/2', '8/9', '4'] -> ((8/9 / 1/9) + 4) / 1/2
[411] ['1/4', '5/6', '9/2', '6'] -> ((5/6 * 9/2) + 1/4) * 6
[412] ['1/4', '5/6', '9/2', '7'] -> 7 / ((1/4 * 9/2) - 5/6)
[413] ['1/4', '6/7', '6/7', '3'] -> 6/7 / ((6/7 / 3) - 1/4)
[414] ['1/4', '6/7', '6/7', '4'] -> 6/7 / (1/4 - (6/7 / 4))
[415] ['1/4', '6/7', '6/7', '5'] -> ((6/7 / 6/7) + 5) / 1/4
[416] ['1/4', '6/7', '6/7', '7'] -> (7 - (6/7 / 6/7)) / 1/4
[417] ['1/9', '1/2', '8/9', '9'] -> 9 / (1/2 - (1/9 / 8/9))
[418] ['1/4', '6/7', '6/7', '8'] -> ((6/7 * 8) - 6/7) / 1/4
[419] ['1/4', '6/7', '1', '7/2'] -> 6/7 / ((1 / 7/2) - 1/4)
[420] ['1/4', '6/7', '7/6', '5'] -> ((6/7 * 7/6) + 5) / 1/4
[421] ['1/4', '6/7', '7/6', '7'] -> (7 - (6/7 * 7/6)) / 1/4
[422] ['1/4', '6/7', '7/6', '8'] -> ((8 / 7/6) - 6/7) / 1/4
[423] ['1/4', '6/7', '9/7', '5'] -> 6/7 / (9/7 - (1/4 * 5))
[424] ['1/4', '6/7', '9/7', '6'] -> 6/7 / (1/4 - (9/7 / 6))
[425] ['1/4', '6/7', '4/3', '4'] -> ((4 / 6/7) + 4/3) / 1/4
[426] ['1/4', '6/7', '3/2', '7'] -> 6/7 / (1/4 - (3/2 / 7))
[427] ['1/4', '6/7', '7/3', '4'] -> ((6/7 * 7/3) + 4) / 1/4
[428] ['1/4', '6/7', '7/3', '8'] -> (8 - (6/7 * 7/3)) / 1/4
[429] ['1/4', '6/7', '5/2', '3'] -> ((3 / 6/7) + 5/2) / 1/4
[430] ['1/4', '6/7', '5/2', '9'] -> ((5/2 / 6/7) - 1/4) * 9
[431] ['1/4', '6/7', '3', '7/2'] -> ((6/7 * 7/2) + 3) / 1/4
[432] ['1/4', '6/7', '7/2', '9'] -> (9 - (6/7 * 7/2)) / 1/4
[433] ['1/9', '1/2', '9/8', '8'] -> 8 / ((1/2 / 9/8) - 1/9)
[434] ['1/4', '6/7', '9/2', '7'] -> (6/7 * 7) + (9/2 / 1/4)
[435] ['1/4', '6/7', '9/2', '9'] -> ((9 / 6/7) - 9/2) / 1/4
[436] ['1/4', '7/8', '7/8', '5'] -> ((7/8 / 7/8) + 5) / 1/4
[437] ['1/4', '7/8', '7/8', '7'] -> (7 - (7/8 / 7/8)) / 1/4
[438] ['1/4', '7/8', '8/7', '7'] -> (7 - (7/8 * 8/7)) / 1/4
[439] ['1/9', '1/2', '9/8', '9'] -> 9 / (1/2 - (1/9 * 9/8))
[440] ['1/4', '7/8', '7/5', '9'] -> 9 / ((7/8 / 7/5) - 1/4)
[441] ['1/4', '7/8', '3/2', '8'] -> 8 / ((7/8 / 3/2) - 1/4)
[442] ['1/4', '7/8', '7/4', '4'] -> ((7/4 / 7/8) + 4) / 1/4
[443] ['1/4', '7/8', '7/4', '6'] -> 6 / ((7/8 / 7/4) - 1/4)
[444] ['1/4', '7/8', '7/4', '8'] -> (8 - (7/4 / 7/8)) / 1/4
[445] ['1/4', '7/8', '9/5', '5'] -> 9/5 / (1/4 - (7/8 / 5))
[446] ['1/4', '7/8', '2', '7/2'] -> ((7/2 / 7/8) + 2) / 1/4
[447] ['1/4', '7/8', '2', '9/2'] -> 9/2 / ((7/8 / 2) - 1/4)
[448] ['1/4', '7/8', '7/3', '3'] -> 3 / ((7/8 / 7/3) - 1/4)
[449] ['1/4', '7/8', '7/3', '7'] -> 7 / (7/8 - (1/4 * 7/3))
[450] ['1/4', '7/8', '5/2', '9'] -> ((1/4 + 9) * 5/2) + 7/8
[451] ['1/4', '7/8', '8/3', '5'] -> 5 / (7/8 - (1/4 * 8/3))
[452] ['1/4', '7/8', '7/2', '5'] -> (5 / 1/4) + (7/2 / 7/8)
[453] ['1/4', '7/8', '4', '9/2'] -> ((4 + 7/8) / 1/4) + 9/2
[454] ['1/9', '1/2', '7/6', '5'] -> (5 - (7/6 / 1/2)) / 1/9
[455] ['1/4', '7/8', '9/2', '8'] -> ((8 - 7/8) / 1/4) - 9/2
[456] ['1/4', '8/9', '8/9', '5'] -> ((8/9 / 8/9) + 5) / 1/4
[457] ['1/4', '8/9', '8/9', '9'] -> ((8/9 / 1/4) - 8/9) * 9
[458] ['1/4', '8/9', '9/8', '5'] -> ((8/9 * 9/8) + 5) / 1/4
[459] ['1/9', '1/2', '7/6', '9'] -> ((1/2 + 7/6) / 1/9) + 9
[460] ['1/4', '8/9', '4/3', '5'] -> ((5 / 1/4) + 4/3) / 8/9
[461] ['1/4', '8/9', '3/2', '4'] -> ((4 / 8/9) + 3/2) / 1/4
[462] ['1/4', '8/9', '7/4', '9'] -> ((7/4 + 8/9) * 9) + 1/4
[463] ['1/4', '8/9', '2', '9/2'] -> ((8/9 * 9/2) + 2) / 1/4
[464] ['1/4', '8/9', '9/4', '4'] -> ((8/9 * 9/4) + 4) / 1/4
[465] ['1/4', '8/9', '9/4', '8'] -> (8 - (8/9 * 9/4)) / 1/4
[466] ['1/4', '8/9', '8/3', '3'] -> ((8/3 / 8/9) + 3) / 1/4
[467] ['1/4', '8/9', '8/3', '4'] -> 8/3 / ((1/4 * 4) - 8/9)
[468] ['1/4', '8/9', '8/3', '7'] -> (7 - 1/4) * (8/3 + 8/9)
[469] ['1/4', '8/9', '8/3', '9'] -> (9 - (8/3 / 8/9)) / 1/4
[470] ['1/4', '8/9', '9/2', '5'] -> (5 / 1/4) + (8/9 * 9/2)
[471] ['1/4', '8/9', '9/2', '7'] -> (7 / 1/4) - (8/9 * 9/2)
[472] ['1/4', '8/9', '9/2', '9'] -> ((9/2 / 1/4) + 9) * 8/9
[473] ['1/4', '1', '7/6', '9/2'] -> 1 / (7/6 - (1/4 * 9/2))
[474] ['1/4', '1', '5/4', '9/2'] -> ((5/4 + 9/2) / 1/4) + 1
[475] ['1/9', '1/2', '4/3', '3'] -> 4/3 / ((1/2 / 3) - 1/9)
[476] ['1/4', '1', '8/5', '7/2'] -> ((7/2 / 1/4) + 1) * 8/5
[477] ['1/9', '1/2', '4/3', '5'] -> 4/3 / ((1/9 * 5) - 1/2)
[478] ['1/4', '1', '9/4', '7/2'] -> ((7/2 + 9/4) / 1/4) + 1
[479] ['1/9', '1/2', '4/3', '6'] -> (4/3 / 1/9) + (6 / 1/2)
[480] ['1/4', '9/8', '9/8', '5'] -> ((9/8 / 9/8) + 5) / 1/4
[481] ['1/9', '1/2', '4/3', '9'] -> 4/3 / (1/9 - (1/2 / 9))
[482] ['1/4', '9/8', '9/8', '7'] -> (7 - (9/8 / 9/8)) / 1/4
[483] ['1/4', '9/8', '4/3', '5'] -> ((5 / 1/4) + 4/3) * 9/8
[484] ['1/4', '9/8', '3/2', '6'] -> 3/2 / (1/4 - (9/8 / 6))
[485] ['1/4', '9/8', '9/5', '9'] -> 9 / ((9/8 / 9/5) - 1/4)
[486] ['1/4', '9/8', '2', '9/2'] -> ((9/2 / 9/8) + 2) / 1/4
[487] ['1/4', '6/5', '5/2', '3'] -> ((5/2 * 6/5) + 3) / 1/4
[488] ['1/4', '6/5', '5/2', '9'] -> (9 - (5/2 * 6/5)) / 1/4
[489] ['1/4', '6/5', '8/3', '4'] -> ((4 / 6/5) + 8/3) / 1/4
[490] ['1/4', '6/5', '3', '7/2'] -> ((3 / 6/5) + 7/2) / 1/4
[491] ['1/4', '6/5', '7/2', '6'] -> ((7/2 / 1/4) + 6) * 6/5
[492] ['1/4', '6/5', '7/2', '9'] -> ((7/2 / 6/5) - 1/4) * 9
[493] ['1/4', '6/5', '9/2', '6'] -> ((9/2 / 6/5) + 1/4) * 6
[494] ['1/4', '5/4', '5/4', '5'] -> ((5/4 / 5/4) + 5) / 1/4
[495] ['1/4', '5/4', '5/4', '7'] -> (7 - (5/4 / 5/4)) / 1/4
[496] ['1/4', '5/4', '3/2', '4'] -> 3/2 / ((5/4 / 4) - 1/4)
[497] ['1/9', '1/2', '3/2', '4'] -> ((1/2 / 1/9) + 3/2) * 4
[498] ['1/4', '5/4', '8/5', '4'] -> ((5/4 * 8/5) + 4) / 1/4
[499] ['1/4', '5/4', '2', '7/2'] -> ((2 * 5/4) + 7/2) / 1/4
[500] ['1/4', '5/4', '9/4', '3'] -> ((3 * 5/4) + 9/4) / 1/4
[501] ['1/4', '5/4', '9/4', '8'] -> 9/4 / (1/4 - (5/4 / 8))
[502] ['1/4', '5/4', '5/2', '4'] -> ((5/2 / 5/4) + 4) / 1/4
[503] ['1/4', '5/4', '5/2', '8'] -> (8 - (5/2 / 5/4)) / 1/4
[504] ['1/4', '5/4', '8/3', '4'] -> ((5/4 / 1/4) + 4) * 8/3
[505] ['1/9', '1/2', '3/2', '6'] -> ((1/2 + 3/2) / 1/9) + 6
[506] ['1/4', '5/4', '8/3', '7'] -> ((5/4 * 7) + 1/4) * 8/3
[507] ['1/4', '5/4', '7/2', '9'] -> 9 / (5/4 - (1/4 * 7/2))
[508] ['1/4', '9/7', '9/7', '5'] -> ((9/7 / 9/7) + 5) / 1/4
[509] ['1/4', '9/7', '9/7', '7'] -> (7 - (9/7 / 9/7)) / 1/4
[510] ['1/4', '9/7', '4/3', '5'] -> ((5 / 1/4) - 4/3) * 9/7
[511] ['1/9', '1/2', '5/3', '2'] -> ((1/2 * 2) + 5/3) / 1/9
[512] ['1/4', '9/8', '9/4', '4'] -> ((9/4 / 9/8) + 4) / 1/4
[513] ['1/4', '9/8', '9/4', '6'] -> 6 / ((9/8 / 9/4) - 1/4)
[514] ['1/4', '9/8', '9/4', '8'] -> (8 - (9/4 / 9/8)) / 1/4
[515] ['1/4', '9/8', '8/3', '3'] -> ((8/3 * 9/8) + 3) / 1/4
[516] ['1/4', '9/8', '8/3', '9'] -> (9 - (8/3 * 9/8)) / 1/4
[517] ['1/4', '9/8', '3', '7/2'] -> ((9/8 / 1/4) + 7/2) * 3
[518] ['1/4', '9/8', '7/2', '4'] -> ((4 + 9/8) / 1/4) + 7/2
[519] ['1/4', '9/8', '7/2', '8'] -> ((8 - 9/8) / 1/4) - 7/2
[520] ['1/4', '9/8', '9/2', '5'] -> (5 / 1/4) + (9/2 / 9/8)
[521] ['1/4', '9/8', '9/2', '7'] -> (7 / 1/4) - (9/2 / 9/8)
[522] ['1/4', '9/8', '9/2', '9'] -> ((9/2 / 1/4) + 9) / 9/8
[523] ['1/9', '1/2', '9/5', '4'] -> 4 / ((1/2 / 9/5) - 1/9)
[524] ['1/4', '8/7', '9/7', '5'] -> ((5 + 9/7) / 1/4) - 8/7
[525] ['1/4', '8/7', '9/7', '6'] -> ((9/7 / 1/4) - 8/7) * 6
[526] ['1/4', '8/7', '9/7', '8'] -> ((8 / 1/4) - 8/7) / 9/7
[527] ['1/4', '8/7', '7/5', '4'] -> ((4 / 1/4) + 8/7) * 7/5
[528] ['1/4', '8/7', '8/5', '9'] -> (8/5 + 8/7) * (9 - 1/4)
[529] ['1/4', '8/7', '7/4', '4'] -> ((7/4 * 8/7) + 4) / 1/4
[530] ['1/4', '8/7', '7/4', '8'] -> (8 - (7/4 * 8/7)) / 1/4
[531] ['1/4', '8/7', '9/4', '7'] -> ((8/7 + 9/4) * 7) + 1/4
[532] ['1/4', '8/7', '5/2', '4'] -> ((4 / 8/7) + 5/2) / 1/4
[533] ['1/4', '8/7', '3', '9/2'] -> ((9/2 / 1/4) + 3) * 8/7
[534] ['1/9', '1/2', '2', '7/3'] -> ((7/3 / 1/2) - 2) / 1/9
[535] ['1/4', '8/7', '7/2', '5'] -> (5 / 1/4) + (7/2 * 8/7)
[536] ['1/4', '7/6', '7/6', '5'] -> ((7/6 / 7/6) + 5) / 1/4
[537] ['1/4', '7/6', '7/6', '7'] -> (7 - (7/6 / 7/6)) / 1/4
[538] ['1/4', '5/3', '8/3', '8'] -> (5/3 * 8) + (8/3 / 1/4)
[539] ['1/4', '5/3', '8/3', '9'] -> 9 / ((5/3 / 8/3) - 1/4)
[540] ['1/4', '5/3', '7/2', '6'] -> (5/3 * 6) + (7/2 / 1/4)
[541] ['1/4', '7/4', '7/4', '5'] -> ((7/4 / 7/4) + 5) / 1/4
[542] ['1/4', '7/4', '7/4', '7'] -> (7 - (7/4 / 7/4)) / 1/4
[543] ['1/4', '7/4', '2', '5/2'] -> ((2 * 7/4) + 5/2) / 1/4
[544] ['1/4', '7/4', '2', '8/3'] -> ((7/4 / 1/4) + 2) * 8/3
[545] ['1/4', '7/4', '9/4', '8'] -> ((7/4 + 9/4) / 1/4) + 8
[546] ['1/4', '7/4', '5/2', '7'] -> ((5/2 + 7/4) / 1/4) + 7
[547] ['1/4', '7/4', '8/3', '5'] -> ((5 * 7/4) + 1/4) * 8/3
[548] ['1/4', '7/4', '7/2', '4'] -> ((7/2 / 7/4) + 4) / 1/4
[549] ['1/4', '7/4', '7/2', '6'] -> 6 / ((7/4 / 7/2) - 1/4)
[550] ['1/4', '7/4', '7/2', '8'] -> (8 - (7/2 / 7/4)) / 1/4
[551] ['1/4', '9/5', '9/5', '5'] -> ((9/5 / 9/5) + 5) / 1/4
[552] ['1/4', '9/5', '9/5', '7'] -> (7 - (9/5 / 9/5)) / 1/4
[553] ['1/4', '9/5', '7/3', '4'] -> ((7/3 / 1/4) + 4) * 9/5
[554] ['1/4', '9/5', '8/3', '4'] -> ((4 / 1/4) - 8/3) * 9/5
[555] ['1/9', '1/2', '9/4', '6'] -> 6 / (1/2 - (1/9 * 9/4))
[556] ['1/4', '2', '9/4', '8/3'] -> ((2 / 1/4) + 8/3) * 9/4
[557] ['1/4', '2', '7/2', '7/2'] -> ((7/2 * 7/2) - 1/4) * 2
[558] ['1/9', '1/2', '9/4', '8'] -> 8 / ((1/2 / 9/4) + 1/9)
[559] ['1/4', '9/4', '9/4', '5'] -> ((9/4 / 9/4) + 5) / 1/4
[560] ['1/4', '9/4', '9/4', '7'] -> (7 - (9/4 / 9/4)) / 1/4
[561] ['1/4', '9/4', '5/2', '6'] -> (5/2 * 6) + (9/4 / 1/4)
[562] ['1/4', '9/4', '7/2', '7'] -> ((1/4 + 7/2) * 7) - 9/4
[563] ['1/4', '9/4', '4', '9/2'] -> ((9/2 / 9/4) + 4) / 1/4
[564] ['1/9', '1/2', '7/3', '6'] -> (1/2 * 6) + (7/3 / 1/9)
[565] ['1/4', '9/4', '9/2', '6'] -> 6 / ((9/4 / 9/2) - 1/4)
[566] ['1/4', '9/4', '9/2', '8'] -> (8 - (9/2 / 9/4)) / 1/4
[567] ['1/4', '7/5', '7/2', '5'] -> (1/4 + 7/2) * (5 + 7/5)
[568] ['1/4', '3/2', '3/2', '7'] -> (7 - (3/2 / 3/2)) / 1/4
[569] ['1/4', '3/2', '3/2', '8'] -> 3/2 / (1/4 - (3/2 / 8))
[570] ['1/9', '1/2', '7/3', '7'] -> (7 + 7/3) / (1/2 - 1/9)
[571] ['1/4', '3/2', '2', '8/3'] -> ((3/2 * 8/3) + 2) / 1/4
[572] ['1/4', '3/2', '2', '7/2'] -> ((7/2 / 1/4) + 2) * 3/2
[573] ['1/4', '3/2', '5/2', '3'] -> ((3 * 5/2) - 3/2) / 1/4
[574] ['1/4', '3/2', '8/3', '3'] -> ((3/2 / 1/4) + 3) * 8/3
[575] ['1/9', '1/2', '7/3', '9'] -> ((7/3 / 1/9) - 9) / 1/2
[576] ['1/4', '3/2', '7/2', '6'] -> ((1/4 + 7/2) * 6) + 3/2
[577] ['1/4', '3/2', '9/2', '6'] -> ((9/2 - 1/4) * 6) - 3/2
[578] ['1/4', '3/2', '9/2', '7'] -> ((3/2 * 7) - 9/2) / 1/4
[579] ['1/4', '8/5', '8/5', '3'] -> ((8/5 / 1/4) + 8/5) * 3
[580] ['1/4', '8/5', '8/5', '7'] -> (7 - (8/5 / 8/5)) / 1/4
[581] ['1/4', '8/5', '5/3', '4'] -> ((4 / 1/4) - 8/5) * 5/3
[582] ['1/4', '8/5', '5/3', '8'] -> ((8/5 / 1/4) + 8) * 5/3
[583] ['1/9', '1/9', '1/6', '5'] -> (5 - (1/9 / 1/9)) / 1/6
[584] ['1/9', '1/8', '1/6', '4'] -> (4 - (1/6 / 1/8)) / 1/9
[585] ['1/9', '1/2', '5/2', '9'] -> ((1/9 + 5/2) * 9) + 1/2
[586] ['1/4', '8/5', '7/4', '8'] -> ((7/4 / 1/4) + 8) * 8/5
[587] ['1/4', '8/5', '9/4', '8'] -> (1/4 + 9/4) * (8 + 8/5)
[588] ['1/4', '8/5', '5/2', '7'] -> (7 / 1/4) - (5/2 * 8/5)
[589] ['1/4', '8/5', '3', '9/2'] -> ((9/2 / 1/4) - 3) * 8/5
[590] ['1/4', '8/5', '7/2', '8'] -> (1/4 + 7/2) * (8 - 8/5)
