[71609] ['5/9', '5/8', '8/5', '9', '9'] -> (8/5 + ((9 + (5/9 * 9)) / 5/8))
[71854] ['1/9', '5/8', '1', '5/4', '7'] -> ((5/4 / (1/9 * 5/8)) - (1 - 7))
[71855] ['4/7', '6/5', '4/3', '6', '6'] -> (6/5 * (6 + (6 / (4/7 / 4/3))))
[71856] ['2/9', '8/9', '1', '8/5', '6'] -> (6 / ((2/9 / 8/5) - (8/9 - 1)))
[71857] ['2/5', '9/7', '2', '2', '8/3'] -> ((9/7 * 8/3) * (2 + (2 / 2/5)))
[71858] ['5/7', '1', '1', '7/6', '4/3'] -> ((1 / 7/6) / ((1 / 4/3) - 5/7))
[71859] ['2/5', '9/7', '2', '2', '7/2'] -> (2 + (7/2 * (9/7 + (2 / 2/5))))
[71860] ['1/2', '1', '8/5', '2', '8/3'] -> (8/5 / ((8/3 / (1/2 + 2)) - 1))
[71861] ['2/7', '4/7', '8/9', '1', '5'] -> ((1 + 5) / (4/7 - (2/7 / 8/9)))
[71862] ['5/7', '7/9', '1', '5/4', '9'] -> ((1 + 9) / (7/9 * (5/4 - 5/7)))
[71863] ['5/9', '3/4', '9/7', '9', '9'] -> ((9 + (5/9 * 9)) / (3/4 / 9/7))
[71864] ['4/9', '5/9', '3/5', '2', '5'] -> ((5 + (5/9 * 3/5)) / (4/9 / 2))
[71865] ['7/9', '7/8', '9/7', '5', '6'] -> ((7/9 * 9/7) / (7/8 - (5 / 6)))
[71866] ['1/2', '1', '8/5', '2', '7/2'] -> (8/5 * (1 + (7/2 / (1/2 / 2))))
[71867] ['5/9', '3/4', '4/3', '9', '9'] -> ((9 + (5/9 * 9)) / (4/3 - 3/4))
[71868] ['5/7', '7/9', '1', '9/7', '9'] -> ((9 * (9/7 + (5/7 + 7/9))) - 1)
[71869] ['4/9', '5/7', '7/6', '5', '8'] -> ((5 / (5/7 * 7/6)) + (8 / 4/9))
[71870] ['4/9', '5/9', '2/3', '2', '5'] -> ((2 + (4/9 / 2/3)) / (5/9 / 5))
[71871] ['2/9', '1', '9/8', '8/7', '6'] -> (1 / ((6 * (2/9 / 8/7)) - 9/8))
[71872] ['2/7', '4/7', '1', '6/5', '5'] -> (1 + ((4/7 + (6/5 * 5)) / 2/7))
[71873] ['7/9', '7/8', '3/2', '5', '6'] -> ((3/2 + (5 / 6)) / (7/8 - 7/9))
[71874] ['4/9', '5/7', '6/5', '5', '8'] -> (6/5 / ((5 / 4/9) - (8 / 5/7)))
[71875] ['1/5', '4/9', '9/7', '7', '7'] -> ((4/9 * 9/7) * (7 + (7 / 1/5)))
[71876] ['3/4', '4/5', '1', '8/7', '7'] -> (7 * (3/4 + ((1 + 8/7) / 4/5)))
[71877] ['1/7', '4/7', '7/5', '4', '4'] -> (7/5 * (4/7 + (4 * (1/7 + 4))))
[71878] ['2/7', '4/7', '1', '5/4', '5'] -> ((4/7 + (1 / 5/4)) / (2/7 / 5))
[71879] ['7/9', '7/8', '8/5', '5', '6'] -> (5 * ((6 / 7/8) - (8/5 / 7/9)))
[71880] ['1/2', '1', '5/3', '2', '7/3'] -> ((5/3 + 7/3) / (1/2 / (1 + 2)))
[71881] ['4/9', '5/7', '5/4', '5', '8'] -> ((4/9 * 8) * (5 + (5/4 / 5/7)))
[71882] ['5/9', '3/4', '8/5', '9', '9'] -> ((9 / 5/9) + (9 - (3/4 * 8/5)))
[71883] ['4/9', '5/9', '4/5', '2', '5'] -> ((4/5 * 5) / (4/9 - (5/9 / 2)))
[71884] ['4/7', '6/5', '9/2', '6', '6'] -> (6 + (6/5 * (9/2 + (6 / 4/7))))
[71885] ['1/7', '4/7', '9/4', '4', '4'] -> (4 * ((9/4 + 4) - (1/7 / 4/7)))
[71886] ['5/7', '7/9', '1', '8/5', '9'] -> (8/5 + ((7/9 + 1) / (5/7 / 9)))
[71887] ['7/9', '7/8', '9/5', '5', '6'] -> (9/5 / ((6 / 5) - (7/8 / 7/9)))
[71888] ['2/7', '4/7', '1', '7/5', '5'] -> ((1 + 7/5) * (5 / (2/7 / 4/7)))
[71889] ['5/7', '1', '1', '7/6', '7/3'] -> ((7/3 * (5/7 + 1)) / (7/6 - 1))
[71890] ['4/7', '5/4', '5/4', '6', '6'] -> ((4/7 * 6) * (6 + (5/4 / 5/4)))
[71891] ['5/9', '3/4', '8/3', '9', '9'] -> (((8/3 + 9) / 3/4) - (5/9 - 9))
[71892] ['4/7', '5/4', '4/3', '6', '6'] -> (4/3 * ((5/4 * 6) + (6 / 4/7)))
[71893] ['2/7', '4/7', '1', '8/5', '5'] -> ((1 + (4/7 / 2/7)) * (8/5 * 5))
[71894] ['1/2', '1', '7/4', '2', '9/4'] -> ((7/4 + 9/4) / (1/2 / (1 + 2)))
[71895] ['1/5', '4/9', '3/2', '7', '7'] -> (((7 + 7) / 4/9) - (3/2 / 1/5))
[71896] ['2/5', '7/5', '7/5', '2', '2'] -> ((2 + (7/5 + 7/5)) / (2/5 / 2))
[71897] ['5/9', '3/4', '7/2', '9', '9'] -> (((9 + 9) - (7/2 / 3/4)) / 5/9)
[71898] ['1/9', '2/3', '7/9', '1', '7'] -> ((7 / 7/9) + ((2/3 + 1) / 1/9))
[71899] ['4/7', '5/4', '3/2', '6', '6'] -> (4/7 * ((6 * (5/4 + 6)) - 3/2))
[71900] ['7/9', '7/8', '7/2', '5', '6'] -> (7/8 * ((7/2 * 6) + (5 / 7/9)))
[71901] ['2/5', '7/5', '8/5', '2', '2'] -> ((2 * (2/5 + 2)) / (8/5 - 7/5))
[71902] ['1/9', '2/3', '4/5', '1', '7'] -> (2/3 / (1 - (7 * (1/9 / 4/5))))
[71903] ['4/9', '5/7', '5/3', '5', '8'] -> (((5 + 8) - (5/3 / 5/7)) / 4/9)
[71904] ['2/7', '4/7', '1', '7/4', '5'] -> ((1 + 5) / ((4/7 / 2/7) - 7/4))
[71905] ['7/9', '7/8', '9/2', '5', '6'] -> (5 / ((6 / 9/2) - (7/8 / 7/9)))
[71906] ['4/7', '5/4', '5/3', '6', '6'] -> (5/3 * (6 + (6 / (4/7 * 5/4))))
[71907] ['2/5', '7/5', '5/3', '2', '2'] -> (2 / ((7/5 / (2/5 * 2)) - 5/3))
[71908] ['5/7', '7/9', '1', '7/3', '9'] -> ((7/3 - 7/9) * (9 * (5/7 + 1)))
[71909] ['2/5', '7/5', '7/4', '2', '2'] -> ((7/4 + 2) * (7/5 + (2 / 2/5)))
[71911] ['1/7', '3/5', '5/6', '4', '4'] -> ((4 / 5/6) / ((3/5 / 1/7) - 4))
[71910] ['4/9', '5/7', '9/5', '5', '8'] -> ((5/7 * 8) * (5 - (4/9 * 9/5)))
[71912] ['1/2', '1', '9/5', '2', '7/3'] -> ((1 + 7/3) * (2 / (1/2 / 9/5)))
[71913] ['4/9', '5/9', '2', '5/2', '5'] -> ((5 * (2 * 5/2)) - (4/9 + 5/9))
[71914] ['5/9', '7/9', '7/8', '9', '9'] -> ((9 + (9 * (5/9 + 7/9))) / 7/8)
[71915] ['7/9', '8/9', '7/6', '5', '6'] -> ((6 * (5 - 8/9)) - (7/9 / 7/6))
[71916] ['2/9', '1', '8/7', '7/6', '6'] -> ((8/7 * 7/6) / (2/9 - (1 / 6)))
[71917] ['3/4', '4/5', '1', '7/2', '7'] -> ((3/4 - (1 / 4/5)) + (7/2 * 7))
[71918] ['2/7', '4/7', '1', '5/2', '5'] -> (((5/2 * 5) / (2/7 / 4/7)) - 1)
[71919] ['4/7', '5/4', '7/3', '6', '6'] -> (7/3 * (6 + (6 * (4/7 * 5/4))))
[71920] ['1/5', '4/9', '9/4', '7', '7'] -> ((4/9 / 1/5) + (7 / (9/4 / 7)))
[71921] ['5/7', '1', '1', '6/5', '9/7'] -> ((5/7 + 1) / ((9/7 / 6/5) - 1))
[71922] ['4/9', '5/7', '7/3', '5', '8'] -> (8 / ((4/9 / 7/3) + (5/7 / 5)))
[71923] ['1/5', '4/9', '7/3', '7', '7'] -> (((7/3 / 1/5) - (7 / 7)) / 4/9)
[71924] ['1/7', '3/5', '8/9', '4', '4'] -> (((4 / 1/7) - (4 / 3/5)) / 8/9)
[71925] ['5/7', '1', '1', '6/5', '4/3'] -> (6/5 / ((1 / (5/7 * 4/3)) - 1))
[71926] ['2/7', '3/5', '3/5', '1', '5'] -> ((((5 - 3/5) / 2/7) - 1) / 3/5)
[71927] ['7/8', '3/2', '9/5', '4', '6'] -> ((4 + (3/2 / 7/8)) * (6 - 9/5))
[71928] ['5/9', '7/9', '8/7', '9', '9'] -> (8/7 * (9 + (9 * (5/9 + 7/9))))
[71929] ['1/7', '3/5', '9/8', '4', '4'] -> (9/8 * ((4 / 1/7) - (4 / 3/5)))
[71930] ['3/4', '5/6', '8/9', '1', '7'] -> (7 / ((3/4 * (5/6 + 8/9)) - 1))
[71931] ['1/9', '2/3', '1', '7/5', '7'] -> (((7 / 7/5) - 1) / (1/9 / 2/3))
[71932] ['1/2', '1', '2', '9/4', '9/2'] -> ((9/2 + (1/2 + 1)) / (9/4 - 2))
[71933] ['1/5', '4/9', '8/3', '7', '7'] -> ((8/3 / 1/5) / ((7 / 7) - 4/9))
[71934] ['5/9', '7/9', '5/4', '9', '9'] -> (9 + ((5/9 + 7/9) * (5/4 * 9)))
[71935] ['4/7', '5/4', '9/2', '6', '6'] -> ((6 * (5/4 + 9/2)) - (6 / 4/7))
[71936] ['7/9', '9/8', '7/6', '5', '6'] -> ((5 + 6) / (9/8 - (7/9 / 7/6)))
[71937] ['3/4', '5/6', '1', '8/7', '7'] -> ((1 + 8/7) * (7 / (3/4 * 5/6)))
[71938] ['1/7', '3/5', '5/4', '4', '4'] -> ((3/5 * 5/4) * (4 + (4 / 1/7)))
[71939] ['5/7', '1', '1', '6/5', '5/3'] -> (6/5 / ((1 / (5/3 - 5/7)) - 1))
[71940] ['4/7', '9/7', '8/5', '6', '6'] -> (9/7 / ((6 / (8/5 * 6)) - 4/7))
[71941] ['1/2', '1', '2', '7/3', '8/3'] -> ((8/3 + (1 + 7/3)) / (1/2 / 2))
[71942] ['1/5', '4/9', '9/2', '7', '7'] -> ((9/2 / (1/5 / 4/9)) + (7 + 7))
[71943] ['2/5', '3/2', '2', '2', '7/3'] -> (2 / (((7/3 - 3/2) / 2/5) - 2))
[71944] ['2/7', '3/5', '4/5', '1', '5'] -> (5 * (((3/5 + 1) / 2/7) - 4/5))
[71945] ['2/9', '1', '8/7', '7/4', '6'] -> ((6 / 2/9) - (1 + (8/7 * 7/4)))
[71946] ['5/7', '4/5', '7/8', '1', '9'] -> (9 / (7/8 * (1 - (5/7 * 4/5))))
[71947] ['1/7', '3/5', '4/3', '4', '4'] -> ((4 - 1/7) * (4 + (4/3 / 3/5)))
[71948] ['4/9', '3/4', '4/5', '5', '8'] -> (4/5 * (3/4 + ((5 + 8) / 4/9)))
[71949] ['1/2', '1', '2', '8/3', '8/3'] -> ((1 + 2) * (8/3 + (8/3 / 1/2)))
[71950] ['7/9', '9/8', '9/7', '5', '6'] -> (9/7 / (9/8 - (5 / (7/9 * 6))))
[71951] ['2/7', '3/5', '5/6', '1', '5'] -> (5 * (3/5 + (1 / (2/7 * 5/6))))
[71952] ['5/7', '1', '1', '6/5', '9/5'] -> (6/5 / ((9/5 / (5/7 + 1)) - 1))
[71953] ['7/8', '8/5', '9/4', '4', '6'] -> ((6 - 9/4) / (7/8 / (8/5 + 4)))
[71954] ['2/9', '1', '8/7', '9/5', '6'] -> ((1 + 8/7) * (9/5 * (2/9 + 6)))
[71955] ['2/5', '3/2', '2', '2', '8/3'] -> (2 * (2 + (8/3 / (2/5 / 3/2))))
[71956] ['5/9', '7/9', '8/5', '9', '9'] -> (9 + (9 * (7/9 + (5/9 * 8/5))))
[71957] ['1/9', '5/7', '3/4', '1', '7'] -> ((1 - 5/7) * (7 / (1/9 * 3/4)))
[71958] ['7/9', '9/8', '7/5', '5', '6'] -> ((7/5 / 7/9) / ((6 / 5) - 9/8))
[71959] ['2/9', '1', '8/7', '9/4', '6'] -> (6 / ((1 / 9/4) - (2/9 / 8/7)))
[71960] ['5/7', '4/5', '1', '9/8', '9'] -> (9 / ((5/7 * (4/5 + 9/8)) - 1))
[71961] ['2/5', '8/5', '8/5', '2', '2'] -> ((8/5 + (8/5 * 2)) / (2/5 / 2))
[71962] ['4/7', '4/3', '7/5', '6', '6'] -> ((6 + (6 / 7/5)) / (4/7 / 4/3))
[71963] ['1/5', '1/2', '5/8', '7', '7'] -> (((7 - (1/2 / 5/8)) / 1/5) - 7)
[71964] ['1/7', '3/5', '9/5', '4', '4'] -> ((9/5 * 4) + (4 / (1/7 / 3/5)))
[71965] ['7/8', '8/5', '5/2', '4', '6'] -> ((6 - (8/5 - 4)) / (7/8 / 5/2))
[71966] ['4/9', '3/4', '7/8', '5', '8'] -> ((5 + 8) / (7/8 - (4/9 * 3/4)))
[71967] ['7/9', '9/8', '7/4', '5', '6'] -> (6 * ((5 / 9/8) - (7/9 / 7/4)))
[71968] ['2/5', '8/5', '9/5', '2', '2'] -> ((2 * (2/5 + 2)) / (9/5 - 8/5))
[71969] ['4/7', '4/3', '8/5', '6', '6'] -> (8/5 * ((6 / 4/7) + (6 / 4/3)))
[71970] ['5/9', '5/9', '3/5', '1', '2'] -> (((5/9 * 2) / (3/5 - 5/9)) - 1)
[71971] ['2/9', '1', '7/6', '7/6', '6'] -> ((1 / 7/6) + (6 / (2/9 * 7/6)))
[71972] ['4/9', '4/7', '7/8', '2', '5'] -> (5 / (4/9 * (2 - (7/8 / 4/7))))
[71973] ['5/9', '5/9', '5/8', '1', '2'] -> ((5/9 / (5/8 - 5/9)) * (1 + 2))
[71974] ['7/9', '9/8', '5/2', '5', '6'] -> (6 * ((9/8 * (7/9 + 5)) - 5/2))
[71975] ['4/7', '4/3', '9/4', '6', '6'] -> ((4/3 * 9/4) + ((6 + 6) / 4/7))
[71976] ['3/4', '6/7', '1', '8/7', '7'] -> (6/7 / (8/7 - (1 + (3/4 / 7))))
[71977] ['1/9', '5/7', '7/8', '1', '7'] -> ((7 / (1/9 / 5/7)) / (7/8 + 1))
[71978] ['5/9', '5/9', '3/4', '1', '2'] -> ((2 / 3/4) / ((5/9 + 5/9) - 1))
[71979] ['5/7', '4/5', '1', '3/2', '9'] -> (4/5 * ((9 / (1 - 5/7)) - 3/2))
[71980] ['1/9', '5/7', '8/9', '1', '7'] -> (((1/9 + 7) / (1 - 5/7)) - 8/9)
[71981] ['2/5', '5/3', '2', '2', '9/4'] -> (2 / ((2 + 9/4) - (5/3 / 2/5)))
[71982] ['4/9', '3/4', '9/7', '5', '8'] -> ((9/7 * (8 + (5 / 4/9))) - 3/4)
[71983] ['5/9', '5/9', '7/9', '1', '2'] -> ((5/9 + 7/9) / (5/9 - (1 / 2)))
[71984] ['5/7', '4/5', '1', '8/5', '9'] -> ((8/5 * 9) / ((1 / 5/7) - 4/5))
[71985] ['3/4', '6/7', '1', '5/4', '7'] -> (7 / ((3/4 + 1) - (5/4 / 6/7)))
[71986] ['4/9', '4/7', '7/6', '2', '5'] -> (((4/7 * 7/6) + (2 * 5)) / 4/9)
[71987] ['2/5', '5/3', '2', '2', '7/3'] -> (2 * (2 + ((5/3 + 7/3) / 2/5)))
[71988] ['5/7', '1', '1', '5/4', '9/7'] -> ((5/7 / ((9/7 / 5/4) - 1)) - 1)
[71989] ['7/8', '5/3', '8/3', '4', '6'] -> ((5/3 + 4) + (8/3 * (7/8 + 6)))
[71990] ['4/9', '3/4', '7/5', '5', '8'] -> (8 * ((7/5 / 4/9) - (3/4 / 5)))
[71991] ['3/4', '6/7', '1', '9/7', '7'] -> (7 * ((6/7 / 3/4) + (1 + 9/7)))
[71992] ['2/5', '5/3', '2', '2', '5/2'] -> (2 / (((5/2 - 5/3) / 2/5) - 2))
[71993] ['2/7', '3/5', '1', '8/5', '5'] -> ((5 * ((8/5 / 2/7) - 3/5)) - 1)
[71994] ['4/7', '7/5', '9/5', '6', '6'] -> ((6 + (6 / (7/5 / 9/5))) / 4/7)
[71995] ['3/4', '6/7', '1', '4/3', '7'] -> ((7 / (3/4 / 6/7)) / (4/3 - 1))
[71996] ['2/5', '5/3', '2', '2', '8/3'] -> (2 / ((2 / 8/3) - (2/5 * 5/3)))
[71997] ['5/9', '4/5', '7/8', '9', '9'] -> ((9 / (5/9 * 9)) / (7/8 - 4/5))
[71998] ['7/9', '8/7', '7/5', '5', '6'] -> ((8/7 * 5) * (6 - (7/5 / 7/9)))
[71999] ['4/7', '7/5', '9/4', '6', '6'] -> ((6 / ((7/5 / 4/7) - 9/4)) - 6)
[72000] ['5/9', '4/5', '9/8', '9', '9'] -> (9 / (5/9 * (4/5 - (9/8 / 9))))
[72001] ['2/9', '1', '6/5', '9/7', '6'] -> (6/5 * ((6 / (2/9 * 9/7)) - 1))
[72002] ['7/9', '8/7', '8/5', '5', '6'] -> (5 * ((8/7 * 6) - (8/5 / 7/9)))
[72003] ['2/7', '3/5', '1', '9/5', '5'] -> ((9/5 / 3/5) + ((1 + 5) / 2/7))
[72004] ['3/4', '6/7', '1', '8/5', '7'] -> ((1 + (6/7 / 3/4)) * (8/5 * 7))
[72005] ['1/7', '5/8', '4/5', '4', '4'] -> ((5/8 * 4) * (4 + (4/5 / 1/7)))
[72006] ['2/5', '7/4', '2', '2', '9/4'] -> (2 * (2 + ((7/4 + 9/4) / 2/5)))
[72007] ['4/7', '7/5', '8/3', '6', '6'] -> ((6 * (6 - (8/3 / 7/5))) - 4/7)
[72008] ['5/7', '4/5', '1', '5/2', '9'] -> (5/2 * ((1 / 5/7) - (4/5 - 9)))
[72009] ['5/7', '1', '1', '5/4', '5/3'] -> ((1 + 1) / ((5/4 / 5/7) - 5/3))
[72010] ['5/9', '5/9', '1', '7/6', '2'] -> (2 / ((5/9 / (1 - 5/9)) - 7/6))
[72011] ['7/9', '8/7', '5/3', '5', '6'] -> (6 * ((8/7 + 5) - (5/3 / 7/9)))
[72012] ['3/4', '6/7', '1', '5/3', '7'] -> ((6/7 * 7) / ((3/4 * 5/3) - 1))
[72013] ['1/7', '5/8', '5/6', '4', '4'] -> ((5/8 / 5/6) * (4 + (4 / 1/7)))
[72014] ['2/9', '1', '6/5', '5/3', '6'] -> ((6 / 2/9) - (1 + (6/5 * 5/3)))
[72015] ['4/7', '7/5', '9/2', '6', '6'] -> ((6 / 7/5) / ((9/2 / 6) - 4/7))
[72016] ['4/9', '7/9', '7/6', '5', '8'] -> ((8 * (5 - (7/9 + 7/6))) - 4/9)
[72017] ['1/7', '5/8', '6/7', '4', '4'] -> (((4 * 4) - (1/7 + 6/7)) / 5/8)
[72018] ['7/8', '9/5', '7/2', '4', '6'] -> (9/5 / (7/8 - (6 / (7/2 + 4))))
[72019] ['2/5', '7/4', '2', '2', '5/2'] -> ((5/2 * (2/5 + 2)) / (2 - 7/4))
[72020] ['1/9', '5/7', '1', '8/5', '7'] -> (8/5 + ((7 + (1 / 1/9)) / 5/7))
[72021] ['1/7', '5/8', '7/8', '4', '4'] -> (4 + (4 / (7/8 * (1/7 / 5/8))))
[72022] ['7/8', '9/5', '4', '9/2', '6'] -> (6 / (7/8 - (9/2 / (9/5 * 4))))
[72023] ['2/5', '7/4', '2', '2', '7/2'] -> (2 * (((2 + 7/2) / 2/5) - 7/4))
[72024] ['7/9', '8/7', '9/4', '5', '6'] -> (6 * (8/7 + (5 / (7/9 * 9/4))))
[72025] ['4/7', '3/2', '9/5', '6', '6'] -> ((9/5 * (3/2 + 6)) + (6 / 4/7))
[72026] ['5/7', '5/6', '6/7', '1', '9'] -> (9 * ((5/7 / 6/7) + (5/6 + 1)))
[72027] ['5/9', '4/5', '9/7', '9', '9'] -> ((4/5 + (9 / 5/9)) + (9 / 9/7))
[72028] ['4/9', '7/9', '3/2', '5', '8'] -> (8 * ((4/9 - 7/9) + (5 / 3/2)))
[72029] ['2/9', '1', '6/5', '8/3', '6'] -> (8/3 / ((6 * (2/9 / 6/5)) - 1))
[72030] ['1/9', '5/7', '1', '7/4', '7'] -> (7 + (7/4 * (5/7 + (1 / 1/9))))
[72031] ['3/4', '7/8', '8/9', '1', '7'] -> (7 / (7/8 * (1 - (3/4 * 8/9))))
[72032] ['4/7', '8/5', '8/5', '6', '6'] -> ((4/7 * 6) * (6 + (8/5 / 8/5)))
[72033] ['2/5', '9/5', '2', '2', '9/4'] -> ((9/5 * 2) / ((2/5 + 2) - 9/4))
[72034] ['1/9', '5/7', '1', '9/5', '7'] -> ((7 / (9/5 * (1/9 / 5/7))) - 1)
[72035] ['2/7', '5/8', '2/3', '1', '5'] -> (5 / ((5/8 / (1 - 2/7)) - 2/3))
[72036] ['5/9', '4/5', '8/5', '9', '9'] -> ((5/9 * (4/5 + 8/5)) * (9 + 9))
[72037] ['5/7', '5/6', '1', '9/8', '9'] -> (9 / ((9/8 / 5/7) - (1 / 5/6)))
[72038] ['1/5', '5/9', '4/7', '7', '7'] -> (7 * ((5/9 * (1/5 + 7)) - 4/7))
[72039] ['5/7', '1', '1', '5/4', '7/2'] -> ((7/2 * (5/7 + 1)) / (5/4 - 1))
[72040] ['2/5', '9/5', '2', '2', '7/3'] -> (2 / (7/3 - (9/5 / (2/5 * 2))))
[72041] ['1/9', '5/7', '1', '9/4', '7'] -> ((1 + (5/7 * 7)) / (1/9 * 9/4))
[72042] ['1/7', '5/8', '6/5', '4', '4'] -> ((5/8 * 6/5) * (4 + (4 / 1/7)))
[72043] ['5/7', '5/6', '1', '7/6', '9'] -> (9 * ((5/7 * 7/6) + (5/6 + 1)))
[72044] ['5/9', '5/9', '1', '7/4', '2'] -> (1 / (((7/4 - 5/9) / 2) - 5/9))
[72045] ['4/9', '4/5', '5/6', '5', '8'] -> (((4/5 * 5) + (5/6 * 8)) / 4/9)
[72046] ['1/5', '5/9', '5/8', '7', '7'] -> ((1/5 + (7 / 5/9)) + (7 / 5/8))
[72047] ['2/7', '5/8', '5/6', '1', '5'] -> (1 / (5/8 - (5/6 / (2/7 * 5))))
[72048] ['3/4', '7/8', '1', '5/2', '7'] -> (7 / (5/2 - (7/8 + (1 / 3/4))))
[72049] ['5/9', '4/5', '9/4', '9', '9'] -> ((5/9 * 9) * (4/5 + (9 / 9/4)))
[72050] ['1/5', '5/9', '2/3', '7', '7'] -> (2/3 + (5/9 * (7 + (7 / 1/5))))
[72051] ['1/7', '5/8', '4/3', '4', '4'] -> ((4 / 1/7) / ((5/8 * 4) - 4/3))
[72052] ['1/9', '5/7', '1', '7/2', '7'] -> ((1 - 1/9) * (7/2 * (5/7 + 7)))
[72053] ['4/7', '8/5', '7/3', '6', '6'] -> ((6 + (6 / 7/3)) / (4/7 / 8/5))
[72054] ['2/7', '5/8', '8/9', '1', '5'] -> (8/9 * ((5 / (2/7 * 5/8)) - 1))
[72055] ['3/4', '8/9', '1', '8/7', '7'] -> ((8/7 * 7) / (1 - (3/4 * 8/9)))
[72056] ['1/9', '3/4', '3/4', '1', '7'] -> ((3/4 + 3/4) * (7 + (1 / 1/9)))
[72057] ['2/7', '5/8', '1', '9/8', '5'] -> (((5 / (2/7 * 5/8)) - 1) / 9/8)
[72058] ['1/5', '5/9', '3/4', '7', '7'] -> ((1/5 + 7) + (7 / (5/9 * 3/4)))
[72059] ['2/5', '2', '2', '9/4', '5/2'] -> ((5/2 * (2/5 + 2)) / (9/4 - 2))
[72060] ['1/7', '5/8', '7/4', '4', '4'] -> ((4 - (1/7 * 7/4)) / (5/8 / 4))
[72061] ['2/5', '2', '2', '9/4', '7/2'] -> (2 + (2 * (9/4 + (7/2 / 2/5))))
[72062] ['5/7', '5/6', '1', '7/4', '9'] -> ((1 + 9) / ((5/7 * 7/4) - 5/6))
[72063] ['5/9', '5/6', '6/7', '9', '9'] -> ((9 / 6/7) + (9 / (5/9 / 5/6)))
[72064] ['1/9', '3/4', '6/7', '1', '7'] -> (6/7 / (1 - (3/4 / (1/9 * 7))))
[72065] ['4/9', '3/5', '3/4', '2', '5'] -> (3/4 + ((2 + (5 / 3/5)) / 4/9))
[72066] ['5/7', '5/6', '1', '9/5', '9'] -> ((5/6 * 9) * (9/5 + (1 / 5/7)))
[72067] ['8/9', '9/8', '5/2', '4', '6'] -> ((5/2 * (4 + 6)) - (8/9 * 9/8))
[72068] ['1/7', '5/8', '9/4', '4', '4'] -> ((9/4 * 4) / ((5/8 / 1/7) - 4))
[72069] ['1/5', '5/9', '7/8', '7', '7'] -> ((7 / 5/9) / ((1/5 * 7) - 7/8))
[72070] ['2/5', '2', '2', '7/3', '7/3'] -> (7/3 + ((2 + 7/3) / (2/5 / 2)))
[72071] ['4/7', '5/3', '5/3', '6', '6'] -> ((4/7 * 6) * (6 + (5/3 / 5/3)))
[72072] ['3/4', '8/9', '1', '4/3', '7'] -> ((1 + 7) / (3/4 * (4/3 - 8/9)))
[72073] ['8/9', '8/7', '7/6', '4', '6'] -> (((8/9 + 4) / (7/6 / 6)) - 8/7)
[72074] ['4/7', '5/3', '7/4', '6', '6'] -> ((5/3 - (4/7 * 7/4)) * (6 * 6))
[72075] ['5/7', '5/6', '1', '8/3', '9'] -> ((8/3 + 9) / (5/6 / (5/7 + 1)))
[72076] ['7/9', '6/5', '9/5', '5', '6'] -> ((6/5 / 9/5) + (6 * (7/9 * 5)))
[72077] ['1/9', '3/4', '1', '7/6', '7'] -> ((1 / 3/4) / ((7/6 / 7) - 1/9))
[72078] ['5/9', '5/6', '8/7', '9', '9'] -> ((5/6 * 8/7) * (9 + (9 / 5/9)))
[72079] ['1/5', '5/9', '9/8', '7', '7'] -> (1/5 + ((7 + (7 / 9/8)) / 5/9))
[72080] ['5/9', '4/7', '2/3', '1', '2'] -> (2/3 / (2 - (1 + (5/9 / 4/7))))
[72081] ['2/5', '2', '2', '7/3', '8/3'] -> ((2 * (2/5 + 2)) * (7/3 + 8/3))
[72082] ['2/9', '1', '9/7', '7/4', '6'] -> (6 + ((1 + 9/7) / (2/9 / 7/4)))
[72083] ['2/7', '5/8', '1', '7/4', '5'] -> (((7/4 + 5) / 2/7) - (5/8 - 1))
[72084] ['5/7', '5/6', '1', '9/2', '9'] -> (9/2 + (9 * (1 + (5/6 / 5/7))))
[72085] ['3/4', '8/9', '1', '3/2', '7'] -> ((7 / 3/4) / ((8/9 + 1) - 3/2))
[72086] ['4/9', '3/5', '6/7', '2', '5'] -> (((2 / 6/7) + (5 / 3/5)) / 4/9)
[72087] ['2/7', '5/8', '1', '9/5', '5'] -> (9/5 / ((1 / (2/7 * 5)) - 5/8))
[72088] ['1/5', '5/9', '6/5', '7', '7'] -> (5/9 * ((6/5 + 7) + (7 / 1/5)))
[72089] ['5/7', '6/7', '1', '6/5', '9'] -> ((1 + 9) * (6/5 + (6/7 / 5/7)))
[72090] ['5/9', '4/7', '7/9', '1', '2'] -> (((7/9 / (4/7 - 5/9)) - 1) / 2)
[72091] ['2/5', '2', '2', '5/2', '7/2'] -> (5/2 + (2 * (2 + (7/2 / 2/5))))
[72092] ['5/9', '5/6', '7/5', '9', '9'] -> (5/6 * ((7/5 * 9) + (9 / 5/9)))
[72093] ['1/5', '5/9', '5/4', '7', '7'] -> ((7 + 7) / (5/9 * (5/4 - 1/5)))
[72094] ['7/9', '5/4', '7/5', '5', '6'] -> ((5/4 * 6) * (5 - (7/5 / 7/9)))
[72095] ['5/9', '5/6', '8/5', '9', '9'] -> (8/5 * (9 + (9 * (5/9 / 5/6))))
[72096] ['1/5', '5/9', '9/7', '7', '7'] -> (7 * (7 - (9/7 / (1/5 / 5/9))))
[72097] ['3/4', '8/9', '1', '9/4', '7'] -> (1 + (9/4 * (8/9 + (7 / 3/4))))
[72098] ['2/9', '1', '9/7', '7/2', '6'] -> (9/7 * ((6 * (7/2 - 2/9)) - 1))
