[35805] ['7/6', '7/6', '9/5', '2', '8'] -> (8 / ((9/5 * (2 - 7/6)) - 7/6))
[36050] ['7/6', '9/5', '7/3', '6', '7'] -> ((7 / (7/3 - (7/6 * 9/5))) - 6)
[36051] ['6/5', '7/4', '2', '5/2', '8'] -> (6/5 * (5/2 + (7/4 * (2 + 8))))
[36052] ['1', '7/6', '5/4', '8/3', '3'] -> (8/3 * ((1 / (5/4 - 7/6)) - 3))
[36053] ['5/9', '7/5', '3/2', '2', '9'] -> (9 * ((2 / 5/9) - (7/5 / 3/2)))
[36054] ['3/7', '2/3', '5/4', '7', '7'] -> ((7 - 3/7) * (7 / (2/3 + 5/4)))
[36055] ['5/8', '9/5', '9/4', '4', '5'] -> ((5 - (9/4 / 9/5)) / (5/8 / 4))
[36056] ['4/7', '3/2', '2', '7/3', '3'] -> (4/7 / ((2 / 3) - (3/2 / 7/3)))
[36057] ['5/9', '9/4', '5/2', '5', '7'] -> ((5/2 / (5/9 * 9/4)) * (5 + 7))
[36058] ['5/9', '7/5', '7/4', '2', '9'] -> ((7/5 + (5/9 * 9)) * (7/4 + 2))
[36059] ['6/5', '2', '9/4', '7/3', '8'] -> (9/4 * (7/3 + ((2 + 8) / 6/5)))
[36060] ['9/8', '7/6', '7/4', '8', '9'] -> ((8 + (9 / 9/8)) / (7/6 / 7/4))
[36061] ['1/8', '1/7', '8/3', '3', '3'] -> (3 * (1/8 + (3 / (1/7 * 8/3))))
[36062] ['5/9', '9/7', '5/3', '7', '9'] -> ((9/7 + 9) * (7 * (5/9 / 5/3)))
[36063] ['3/7', '2/3', '7/5', '7', '7'] -> (2/3 + ((7 + 7) / (3/7 * 7/5)))
[36064] ['5/9', '9/4', '8/3', '5', '7'] -> ((5 / 5/9) / ((7 / 8/3) - 9/4))
[36065] ['1', '7/6', '9/7', '7/5', '3'] -> ((1 + 3) / (7/5 * (9/7 - 7/6)))
[36066] ['9/8', '7/6', '9/5', '8', '9'] -> (((9/8 + 7/6) * (9/5 * 8)) - 9)
[36067] ['5/9', '9/7', '7/4', '7', '9'] -> (7 + (7/4 * (9 + (5/9 * 9/7))))
[36068] ['3/7', '2/3', '7/4', '7', '7'] -> (7/4 * ((7 + 7) - (3/7 * 2/3)))
[36069] ['4/7', '8/5', '5/3', '2', '3'] -> ((5/3 * 3) * (2 + (8/5 / 4/7)))
[36070] ['7/6', '9/4', '9/4', '6', '7'] -> ((6 * (7 - (7/6 * 9/4))) - 9/4)
[36071] ['6/5', '2', '7/3', '7/3', '8'] -> (8 * ((7/3 + 7/3) - (2 / 6/5)))
[36072] ['2/7', '3/7', '7/4', '7', '8'] -> (3/7 * (7 + (8 / (2/7 / 7/4))))
[36073] ['5/9', '7/5', '2', '7/2', '9'] -> ((2 * ((9 / 5/9) - 7/2)) - 7/5)
[36074] ['3/7', '2/3', '9/5', '7', '7'] -> ((9/5 - 3/7) * (7 + (7 / 2/3)))
[36075] ['4/7', '4/5', '2', '9/4', '6'] -> (((2 * 6) / (4/7 * 4/5)) - 9/4)
[36076] ['2/7', '3/7', '9/5', '7', '8'] -> (8 / (7 * (2/7 - (3/7 / 9/5))))
[36077] ['1', '7/6', '9/7', '7/4', '3'] -> ((1 / 7/6) / ((9/7 + 7/4) - 3))
[36078] ['2/7', '2/3', '7/8', '5', '5'] -> ((5 + 5) / (2/3 - (2/7 * 7/8)))
[36079] ['6/5', '2', '7/3', '9/2', '8'] -> ((7/3 - (2 / 6/5)) * (9/2 * 8))
[36080] ['5/9', '3/2', '8/5', '2', '9'] -> ((8/5 * 2) * (9 * (5/9 * 3/2)))
[36081] ['1/8', '1/5', '1', '7/6', '9'] -> (1/5 / (1/8 - (7/6 / (1 + 9))))
[36082] ['3/7', '2/3', '9/4', '7', '7'] -> (9/4 * ((3/7 * 7) + (2/3 + 7)))
[36083] ['4/7', '8/5', '9/5', '2', '3'] -> ((8/5 + 2) / ((9/5 / 4/7) - 3))
[36084] ['5/9', '9/7', '5/2', '7', '9'] -> (9 + (5/2 * (5/9 + (7 / 9/7))))
[36085] ['4/7', '8/5', '2', '9/4', '3'] -> ((8/5 * 2) * (9/4 + (3 / 4/7)))
[36086] ['2/3', '2/3', '6/7', '4', '5'] -> (((4 / (6/7 - 2/3)) - 5) / 2/3)
[36087] ['1', '7/6', '9/7', '9/4', '3'] -> (3 / ((7/6 * (9/4 - 9/7)) - 1))
[36088] ['4/7', '4/5', '2', '5/2', '6'] -> ((4/5 + 2) * (6 * (4/7 * 5/2)))
[36089] ['3/7', '5/7', '5/7', '7', '7'] -> ((3/7 * 7) * (7 + (5/7 / 5/7)))
[36090] ['2/3', '2/3', '7/8', '4', '5'] -> (((2/3 / 2/3) + (4 * 5)) / 7/8)
[36091] ['5/9', '9/7', '7/2', '7', '9'] -> ((7/2 * (9/7 + 7)) - (5/9 * 9))
[36092] ['5/9', '8/5', '7/4', '2', '9'] -> ((5/9 * 9) * (2 + (8/5 * 7/4)))
[36093] ['6/5', '6/5', '9/7', '6', '7'] -> ((6/5 + (6 / 7)) / (9/7 - 6/5))
[36094] ['2/7', '9/7', '8/5', '2', '7'] -> (8/5 * ((2 * 7) - (2/7 - 9/7)))
[36095] ['2/3', '2/3', '8/7', '4', '5'] -> (8/7 * ((2/3 / 2/3) + (4 * 5)))
[36096] ['2/7', '2/3', '5/4', '5', '5'] -> (5 / ((5/4 / (2/7 * 5)) - 2/3))
[36097] ['1', '7/6', '4/3', '7/5', '3'] -> ((4/3 * 3) / (1 - (7/6 / 7/5)))
[36098] ['6/5', '6/5', '4/3', '6', '7'] -> (((6 - 6/5) / (4/3 / 7)) - 6/5)
[36099] ['5/9', '8/5', '2', '9/4', '9'] -> ((9 * (5/9 + 9/4)) - (2 / 8/5))
[36100] ['4/7', '8/5', '2', '8/3', '3'] -> (2 / (3 - (8/3 / (4/7 * 8/5))))
[36101] ['5/9', '4/3', '7/5', '7', '9'] -> (4/3 * (9 + (7 / (5/9 * 7/5))))
[36102] ['9/8', '6/5', '8/3', '8', '9'] -> (6/5 * ((9/8 * 8/3) + (8 + 9)))
[36103] ['2/7', '4/9', '5/7', '7', '8'] -> ((7 - (2/7 + 5/7)) + (8 / 4/9))
[36104] ['5/9', '8/5', '2', '5/2', '9'] -> ((8/5 * 2) * (5/2 + (5/9 * 9)))
[36105] ['4/7', '8/5', '2', '3', '7/2'] -> ((2 - 4/7) * (7/2 * (8/5 * 3)))
[36106] ['4/7', '5/6', '5/4', '2', '6'] -> (2 * ((5/4 / 5/6) + (6 / 4/7)))
[36107] ['4/7', '8/5', '2', '3', '9/2'] -> (8/5 * (9/2 + (3 / (4/7 / 2))))
[36108] ['3/7', '5/7', '8/9', '7', '7'] -> (((5/7 * 7) + (7 / 3/7)) / 8/9)
[36109] ['1/8', '1/6', '8/9', '3', '3'] -> (3 + ((1/8 + (3 / 8/9)) / 1/6))
[36110] ['2/3', '5/7', '7/9', '4', '5'] -> ((5 * (2/3 / 5/7)) / (7/9 / 4))
[36111] ['2/7', '4/3', '7/4', '2', '7'] -> ((2 + 7) / (7/4 * (2/7 / 4/3)))
[36112] ['4/7', '4/7', '3/4', '5', '7'] -> ((5 / (3/4 - 4/7)) - (4/7 * 7))
[36113] ['2/7', '2/3', '8/5', '5', '5'] -> ((2/3 * 8/5) * (5 + (5 / 2/7)))
[36114] ['5/9', '8/5', '2', '9/2', '9'] -> ((2 * (5/9 * 8/5)) * (9/2 + 9))
[36115] ['3/7', '5/7', '9/8', '7', '7'] -> (9/8 * ((5/7 * 7) + (7 / 3/7)))
[36116] ['4/7', '5/6', '7/5', '2', '6'] -> ((2 + (6 / 7/5)) / (5/6 - 4/7))
[36117] ['2/3', '5/7', '4/5', '4', '5'] -> (4/5 / ((4 / (5/7 + 5)) - 2/3))
[36118] ['2/7', '4/9', '5/6', '7', '8'] -> (((2/7 * 7) + (8 / 4/9)) / 5/6)
[36119] ['2/7', '2/3', '5/3', '5', '5'] -> ((2/3 + 5/3) * (5 + (2/7 + 5)))
[36120] ['6/5', '5/4', '7/3', '6', '7'] -> (5/4 * (6/5 + (7 / (7/3 / 6))))
[36121] ['4/7', '4/7', '7/8', '5', '7'] -> (((5 / 4/7) + (7 / 4/7)) / 7/8)
[36122] ['5/4', '9/7', '9/5', '2', '8'] -> (8 * ((9/5 / 9/7) + (2 / 5/4)))
[36123] ['2/7', '7/5', '7/5', '2', '7'] -> ((7 / 2/7) - ((7/5 / 7/5) / 2))
[36124] ['6/5', '5/4', '8/3', '6', '7'] -> ((5/4 * 8/3) * (7 + (6/5 / 6)))
[36125] ['4/7', '4/7', '8/9', '5', '7'] -> ((8/9 * 7) * (5 - (4/7 + 4/7)))
[36126] ['5/4', '9/7', '2', '9/4', '8'] -> ((2 + (9/4 / 9/7)) / (5/4 / 8))
[36127] ['4/7', '5/3', '2', '9/4', '3'] -> (2 / (((3 - 5/3) / 4/7) - 9/4))
[36128] ['1/8', '2/9', '3/7', '1', '9'] -> ((1 - 2/9) * (9 / (1/8 / 3/7)))
[36129] ['2/7', '7/5', '3/2', '2', '7'] -> (3/2 + ((2 + 7) / (2/7 * 7/5)))
[36130] ['9/8', '9/7', '9/7', '8', '9'] -> (9 + ((9/8 + 9/7) / (9/7 / 8)))
[36131] ['2/3', '5/7', '9/8', '4', '5'] -> ((4 + (5 / 5/7)) / (9/8 - 2/3))
[36132] ['5/9', '7/5', '7/5', '7', '9'] -> (((9 * (5/9 * 7)) - 7/5) / 7/5)
[36133] ['2/7', '4/9', '9/8', '7', '8'] -> ((9/8 * ((8 / 2/7) - 4/9)) - 7)
[36134] ['4/7', '4/7', '9/8', '5', '7'] -> ((5 - (4/7 + 4/7)) / (9/8 / 7))
[36135] ['2/7', '2/3', '8/3', '5', '5'] -> ((8/3 / (2/7 * 2/3)) + (5 + 5))
[36136] ['3/7', '5/7', '7/5', '7', '7'] -> ((3/7 * 7) * (7 + (5/7 * 7/5)))
[36137] ['2/3', '5/7', '5/4', '4', '5'] -> ((5 / (5/4 - (5/7 / 2/3))) - 4)
[36138] ['4/7', '4/7', '5/4', '5', '7'] -> ((7 - (4/7 / 4/7)) / (5/4 / 5))
[36139] ['4/7', '5/3', '2', '3', '9/2'] -> ((5/3 + 3) * (9/2 * (4/7 * 2)))
[36140] ['2/7', '4/9', '6/5', '7', '8'] -> (6/5 * ((2/7 * 7) + (8 / 4/9)))
[36141] ['4/7', '6/7', '8/9', '2', '6'] -> (2 * ((4/7 / (8/9 - 6/7)) - 6))
[36142] ['3/7', '5/7', '9/4', '7', '7'] -> ((7 + 7) / (9/4 - (5/7 / 3/7)))
[36143] ['4/7', '7/4', '7/4', '2', '3'] -> (3 / ((4/7 * 7/4) - (7/4 / 2)))
[36144] ['4/7', '4/7', '9/7', '5', '7'] -> (4/7 * (4/7 + (5 * (9/7 + 7))))
[36145] ['2/3', '5/7', '7/5', '4', '5'] -> ((5 - (5/7 * 7/5)) / (2/3 / 4))
[36146] ['5/4', '7/5', '2', '7/3', '8'] -> ((2 + 8) / ((7/3 / 7/5) - 5/4))
[36147] ['2/7', '5/7', '6/7', '5', '5'] -> ((5 * (5 + (5/7 - 6/7))) - 2/7)
[36148] ['5/9', '9/5', '2', '7/2', '9'] -> ((2 * (7/2 + 9)) - (5/9 * 9/5))
[36149] ['2/7', '7/5', '2', '8/3', '7'] -> ((7/5 * 8/3) * (7 - (2/7 * 2)))
[36150] ['9/8', '9/7', '9/5', '8', '9'] -> ((8 + (9 / 9/7)) / (9/8 / 9/5))
[36151] ['2/3', '5/7', '5/3', '4', '5'] -> (4 * ((2/3 - 5/3) + (5 / 5/7)))
[36152] ['2/7', '7/5', '2', '7/2', '7'] -> ((2 - (7/2 / 7/5)) + (7 / 2/7))
[36153] ['4/7', '7/4', '2', '9/4', '3'] -> (3 / ((9/4 / 2) - (4/7 * 7/4)))
[36154] ['4/7', '4/7', '8/5', '5', '7'] -> (((4/7 * 5) * (8/5 + 7)) - 4/7)
[36155] ['2/7', '5/7', '8/9', '5', '5'] -> ((8/9 * 5) * (5 + (2/7 / 5/7)))
[36156] ['5/9', '2', '9/4', '9/4', '9'] -> ((9/4 / 9/4) + (9 * (5/9 + 2)))
[36157] ['2/3', '5/7', '9/5', '4', '5'] -> ((5/7 + 5) * ((4 / 2/3) - 9/5))
[36158] ['4/7', '7/4', '2', '5/2', '3'] -> ((3 / 7/4) / ((4/7 + 2) - 5/2))
[36159] ['2/7', '3/2', '8/5', '2', '7'] -> (((7 / 2/7) - 2) / (3/2 / 8/5))
[36160] ['9/8', '9/7', '5/2', '8', '9'] -> (((5/2 * 8) + (9 / 9/7)) / 9/8)
[36161] ['2/7', '5/7', '9/8', '5', '5'] -> ((5 + (2/7 / 5/7)) / (9/8 / 5))
[36162] ['3/7', '3/4', '4/5', '7', '7'] -> ((3/7 * 7) * ((7 / 4/5) - 3/4))
[36163] ['1/8', '2/9', '6/7', '1', '9'] -> (9 / (6/7 * (1 - (1/8 / 2/9))))
[36164] ['2/7', '4/9', '5/3', '7', '8'] -> ((((7 - 5/3) / 2/7) - 8) / 4/9)
[36165] ['5/9', '3/2', '8/5', '7', '9'] -> ((7 / 5/9) + (9 + (3/2 * 8/5)))
[36166] ['5/9', '2', '9/4', '9/2', '9'] -> ((9/4 * (5/9 + 9)) - (2 - 9/2))
[36167] ['4/7', '7/8', '9/8', '2', '6'] -> (6 / ((9/8 / (4/7 * 7/8)) - 2))
[36168] ['4/7', '9/5', '9/5', '2', '3'] -> ((9/5 * 2) / ((9/5 / 4/7) - 3))
[36169] ['1/8', '2/9', '7/8', '1', '9'] -> (1 + ((7/8 + (2/9 * 9)) / 1/8))
[36170] ['2/7', '4/9', '7/4', '7', '8'] -> ((7/4 * ((8 / 4/9) - 2/7)) - 7)
[36171] ['4/7', '4/7', '7/3', '5', '7'] -> (5 + (7/3 * (7 + (4/7 + 4/7))))
[36172] ['4/7', '9/5', '2', '9/4', '3'] -> ((3 / (4/7 * (2 - 9/5))) - 9/4)
[36173] ['2/3', '3/4', '6/7', '4', '5'] -> ((5 / (3/4 - (2/3 * 6/7))) - 4)
[36174] ['4/7', '4/7', '5/2', '5', '7'] -> ((4/7 + (4/7 * 5/2)) * (5 + 7))
[36175] ['2/7', '5/7', '4/3', '5', '5'] -> ((5 + (5/7 / 5)) / (2/7 / 4/3))
[36176] ['5/9', '2', '5/2', '5/2', '9'] -> ((5/2 / 5/2) + (9 * (5/9 + 2)))
[36177] ['3/7', '3/4', '8/9', '7', '7'] -> ((7 / 3/7) + (7 + (3/4 * 8/9)))
[36178] ['1/8', '2/9', '1', '7/6', '9'] -> ((7/6 * 9) / (1 - (1/8 / 2/9)))
[36179] ['4/7', '4/7', '8/3', '5', '7'] -> ((4/7 * 8/3) * (7 + (5 / 4/7)))
[36180] ['2/7', '5/7', '3/2', '5', '5'] -> ((3/2 - (5/7 / 2/7)) + (5 * 5))
[36181] ['9/7', '9/7', '9/7', '2', '8'] -> ((9/7 + (9/7 * 2)) / (9/7 / 8))
[36182] ['2/3', '3/4', '9/7', '4', '5'] -> (2/3 / (((5 - 4) / 9/7) - 3/4))
[36183] ['4/7', '9/5', '2', '5/2', '3'] -> (3 * ((9/5 * 5/2) + (2 / 4/7)))
[36184] ['2/7', '5/7', '8/5', '5', '5'] -> (8/5 * (((5/7 + 5) / 2/7) - 5))
[36185] ['1', '7/6', '8/5', '7/3', '3'] -> (3 / ((1 / 8/5) - (7/6 / 7/3)))
[36186] ['9/7', '9/7', '7/5', '2', '8'] -> ((7/5 + (9/7 / 9/7)) * (2 + 8))
[36187] ['4/7', '4/7', '9/2', '5', '7'] -> ((5 + 7) * ((4/7 * 9/2) - 4/7))
[36188] ['5/9', '8/5', '8/5', '7', '9'] -> (8/5 * (7 + (9 * (5/9 * 8/5))))
[36189] ['2/7', '4/9', '7/2', '7', '8'] -> ((7 - (2/7 * 7/2)) + (8 / 4/9))
[36190] ['9/7', '9/7', '8/5', '2', '8'] -> (8/5 * ((2 * 8) - (9/7 / 9/7)))
[36191] ['4/7', '4/7', '3/5', '2', '9'] -> ((2 - 4/7) / (4/7 / (3/5 + 9)))
[36192] ['4/7', '9/5', '2', '3', '7/2'] -> ((2 - 4/7) * (7/2 * (9/5 + 3)))
[36193] ['2/7', '4/9', '9/2', '7', '8'] -> (8 + (7 * (2/7 + (4/9 * 9/2))))
[36194] ['6/5', '3/2', '3/2', '6', '7'] -> (3/2 * (7 + (6/5 * (3/2 + 6))))
[36195] ['4/7', '3/5', '7/9', '5', '7'] -> ((4/7 * 5) * ((7 / 7/9) - 3/5))
[36196] ['4/7', '4/7', '5/8', '2', '9'] -> (9 / (2 - (5/8 + (4/7 / 4/7))))
[36197] ['2/7', '5/3', '9/5', '2', '7'] -> (7 * ((9/5 * 2) - (2/7 / 5/3)))
[36198] ['5/9', '8/5', '9/4', '7', '9'] -> (8/5 / ((7 / (9/4 + 9)) - 5/9))
[36199] ['9/7', '9/7', '7/4', '2', '8'] -> (2 + (8 * (7/4 + (9/7 / 9/7))))
[36200] ['3/7', '3/4', '7/5', '7', '7'] -> ((3/4 * 7) * ((7 / 7/5) - 3/7))
[36201] ['4/7', '4/7', '5/7', '2', '9'] -> ((4/7 * 9) / (4/7 - (5/7 / 2)))
[36202] ['1/8', '2/9', '1', '8/5', '9'] -> (8/5 * ((9 / (1/8 / 2/9)) - 1))
[36203] ['6/5', '3/2', '9/4', '6', '7'] -> (((6 - 3/2) / (6/5 / 7)) - 9/4)
[36204] ['2/7', '3/4', '3/4', '5', '5'] -> ((5 / 2/7) + (5 + (3/4 + 3/4)))
[36205] ['2/3', '7/9', '8/7', '4', '5'] -> ((5 / (7/9 / 4)) - (8/7 / 2/3))
[36206] ['9/7', '9/7', '9/5', '2', '8'] -> ((2 + 8) / (9/7 / (9/7 + 9/5)))
[36207] ['2/7', '1/2', '3/5', '7', '8'] -> ((7 + 8) * ((3/5 / 2/7) - 1/2))
[36208] ['4/7', '4/7', '7/9', '2', '9'] -> ((9 * (7/9 + 2)) - (4/7 / 4/7))
[36209] ['5/9', '8/5', '8/3', '7', '9'] -> (8/3 / ((5/9 * 8/5) - (7 / 9)))
[36210] ['4/7', '8/9', '6/5', '2', '6'] -> (((2 + 6) / (8/9 - 4/7)) - 6/5)
[36211] ['1', '7/6', '5/3', '9/4', '3'] -> (3 / ((9/4 * (5/3 - 7/6)) - 1))
[36212] ['2/7', '3/4', '4/5', '5', '5'] -> ((5 + (5 / 2/7)) / (3/4 / 4/5))
[36213] ['2/3', '7/9', '7/5', '4', '5'] -> ((7/5 * 4) * (5 * (2/3 / 7/9)))
[36214] ['9/7', '4/3', '8/5', '2', '8'] -> (9/7 * ((8 / (2 - 8/5)) - 4/3))
[36215] ['1/8', '1/4', '2/7', '1', '9'] -> (9 + ((1 + (1/4 / 2/7)) / 1/8))
[36216] ['4/7', '4/7', '7/8', '2', '9'] -> (9 / (7/8 - ((4/7 / 4/7) / 2)))
[36217] ['3/7', '3/4', '9/5', '7', '7'] -> ((7 + (3/7 * 7)) / (3/4 / 9/5))
[36218] ['4/7', '8/9', '4/3', '2', '6'] -> (2 * ((4/3 / 8/9) + (6 / 4/7)))
[36219] ['4/7', '2', '5/2', '5/2', '3'] -> (3 / ((2 + 5/2) - (5/2 / 4/7)))
[36220] ['2/7', '9/5', '9/5', '2', '7'] -> ((7 / 2/7) - ((9/5 / 9/5) / 2))
[36221] ['4/7', '4/7', '8/9', '2', '9'] -> ((8/9 * 9) * (2 + (4/7 / 4/7)))
[36222] ['9/8', '7/5', '9/2', '8', '9'] -> (8 * (7/5 + (9 / (9/8 + 9/2))))
[36223] ['1/8', '1/4', '4/7', '1', '9'] -> ((1/4 + (1 / 1/8)) + (9 / 4/7))
[36224] ['4/7', '4/7', '9/8', '2', '9'] -> ((2 + (4/7 / 4/7)) / (9/8 / 9))
[36225] ['1/8', '1/5', '3', '3', '9/2'] -> ((3 - (3 / 1/5)) + (9/2 / 1/8))
[36226] ['2/3', '7/9', '7/3', '4', '5'] -> (4 * ((2/3 + 5) + (7/9 / 7/3)))
[36227] ['5/9', '5/3', '7/2', '7', '9'] -> ((9 + (5/3 / 5/9)) / (7/2 / 7))
[36228] ['1/8', '1/4', '5/7', '1', '9'] -> (9 / ((5/7 * (1 - 1/8)) - 1/4))
[36229] ['2/7', '9/5', '2', '7/3', '7'] -> (9/5 * ((2 * 7) - (2/7 * 7/3)))
[36230] ['4/7', '4/7', '8/7', '2', '9'] -> (2 * (9 + ((4/7 + 8/7) / 4/7)))
[36231] ['2/7', '5/9', '5/9', '7', '8'] -> (8 * ((2/7 * 7) + (5/9 / 5/9)))
[36232] ['1', '7/6', '7/4', '8/3', '3'] -> ((8/3 * 3) / (1 - (7/6 / 7/4)))
[36233] ['2/7', '3/4', '7/6', '5', '5'] -> ((5 + 5) / (3/4 - (2/7 * 7/6)))
[36234] ['9/8', '8/5', '8/5', '8', '9'] -> ((8/5 * (8 + (9 / 9/8))) - 8/5)
[36235] ['2/7', '9/5', '2', '8/3', '7'] -> (9/5 * ((7 * (2/7 + 2)) - 8/3))
[36236] ['4/7', '4/7', '5/4', '2', '9'] -> (9 / ((4/7 / 4/7) - (5/4 / 2)))
[36237] ['3/7', '3/4', '9/2', '7', '7'] -> ((7 - (3/7 * 7)) / (3/4 / 9/2))
[36238] ['1', '7/6', '7/4', '3', '7/2'] -> ((7/2 * (1 + 3)) / (7/4 - 7/6))
[36239] ['9/7', '7/5', '2', '9/4', '8'] -> ((7/5 * 2) * (8 + (9/7 / 9/4)))
[36240] ['4/7', '3/5', '5/4', '5', '7'] -> ((3/5 * 7) * (5 + (4/7 * 5/4)))
[36241] ['6/5', '7/4', '7/3', '6', '7'] -> ((7 / (7/3 - (6/5 * 7/4))) - 6)
[36242] ['5/9', '7/4', '9/5', '7', '9'] -> ((9/5 + 9) * (7 * (5/9 / 7/4)))
[36243] ['3/7', '7/9', '4/5', '7', '7'] -> ((7 + (7 / 3/7)) / (7/9 / 4/5))
[36244] ['2/7', '3/4', '5/4', '5', '5'] -> ((5 + (5 / 2/7)) / (3/4 * 5/4))
[36245] ['1/8', '1/4', '1', '8/7', '9'] -> (9 / ((1 / 8/7) - (1/8 / 1/4)))
[36246] ['6/5', '7/4', '5/2', '6', '7'] -> (6/5 * ((7/4 * 6) + (5/2 + 7)))
[36247] ['2/7', '9/5', '2', '9/2', '7'] -> ((2 - (9/2 / 9/5)) + (7 / 2/7))
[36248] ['1/8', '2/9', '1/2', '3', '3'] -> ((1/2 / (1/8 * 2/9)) + (3 + 3))
[36249] ['9/8', '8/5', '7/2', '8', '9'] -> (9 / ((8 / 8/5) - (9/8 + 7/2)))
[36250] ['1', '7/6', '9/5', '7/3', '3'] -> ((7/3 + (3 / 9/5)) / (7/6 - 1))
[36251] ['2/7', '2', '9/4', '9/4', '7'] -> ((7 / 2/7) - (9/4 / (2 * 9/4)))
[36252] ['3/5', '3/5', '5/6', '2', '3'] -> ((3 + (3/5 + 2)) / (5/6 - 3/5))
[36253] ['1/8', '1/4', '1', '9/7', '9'] -> (((9 / 9/7) - (1 / 1/4)) / 1/8)
[36254] ['9/8', '8/5', '9/2', '8', '9'] -> (9/2 / (9/8 - (9 / (8/5 + 8))))
[36255] ['1/8', '2/9', '4/7', '3', '3'] -> ((1/8 * 3) + (3 / (2/9 * 4/7)))
[36256] ['3/7', '7/9', '7/8', '7', '7'] -> ((7 / (3/7 * 7)) / (7/8 - 7/9))
[36257] ['2/3', '4/5', '7/5', '4', '5'] -> ((4 - 2/3) * (5 + (4/5 + 7/5)))
[36258] ['4/7', '8/9', '2', '5/2', '6'] -> ((6 / (4/7 / 5/2)) - (2 / 8/9))
[36259] ['4/7', '4/7', '7/4', '2', '9'] -> ((2 * 9) / (7/4 - (4/7 / 4/7)))
[36260] ['1/8', '1/4', '1', '7/5', '9'] -> (9 / (((1 - 1/8) / 7/5) - 1/4))
[36261] ['4/7', '3/5', '5/2', '5', '7'] -> (5/2 * ((4/7 * 7) + (3/5 + 5)))
[36262] ['3/5', '3/5', '8/9', '2', '3'] -> (3/5 / ((3 * (3/5 / 8/9)) - 2))
[36263] ['2/7', '5/9', '3/4', '7', '8'] -> ((8 + (2/7 * 7)) / (5/9 * 3/4))
[36264] ['1/8', '2/9', '5/8', '3', '3'] -> ((3 / (2/9 * (5/8 - 1/8))) - 3)
[36265] ['4/7', '8/9', '2', '9/2', '6'] -> ((8/9 * (4/7 + 2)) * (9/2 + 6))
[36266] ['2/7', '3/4', '3/2', '5', '5'] -> ((3/2 / 2/7) + (5 * (3/4 * 5)))
[36267] ['1', '7/6', '9/4', '7/3', '3'] -> (3 / (((7/6 * 9/4) / 7/3) - 1))
[36268] ['6/5', '9/4', '7/2', '6', '7'] -> ((6 * (9/4 + (7/2 / 6/5))) - 7)
[36269] ['4/7', '9/8', '9/8', '2', '6'] -> (6 / (2 - (9/8 / (4/7 * 9/8))))
[36270] ['2/7', '5/9', '4/5', '7', '8'] -> ((7 * (5/9 * 4/5)) * (8 - 2/7))
[36271] ['4/7', '4/7', '2', '5/2', '9'] -> ((4/7 / 4/7) + (2 * (5/2 + 9)))
[36272] ['1/8', '2/7', '1/3', '1', '9'] -> (1 / ((1/3 / 2/7) - (1/8 * 9)))
[36273] ['3/7', '7/9', '5/4', '7', '7'] -> ((7 + (7 / 3/7)) / (7/9 * 5/4))
[36274] ['4/7', '9/8', '7/6', '2', '6'] -> (4/7 * ((2 / (7/6 - 9/8)) - 6))
[36275] ['2/7', '5/9', '5/6', '7', '8'] -> ((5/6 * 7) * (8 * (2/7 / 5/9)))
[36276] ['1/3', '1/3', '6/5', '2', '7'] -> (6/5 * (((1/3 + 7) / 1/3) - 2))
[36277] ['3/7', '7/9', '7/5', '7', '7'] -> ((7 + (7 / (3/7 * 7/5))) / 7/9)
[36278] ['1/3', '1/3', '5/4', '2', '7'] -> ((2 * 7) / (5/4 - (1/3 + 1/3)))
[36279] ['1/8', '2/9', '5/6', '3', '3'] -> ((5/6 / (1/8 * 2/9)) - (3 + 3))
[36280] ['6/5', '5/2', '8/3', '6', '7'] -> (8/3 * (7 + (6 / (6/5 * 5/2))))
[36281] ['1', '6/5', '6/5', '6/5', '3'] -> ((6/5 + (6/5 * 3)) / (6/5 - 1))
[36282] ['5/9', '9/4', '5/2', '7', '9'] -> ((9 + (7 / 5/9)) / (9/4 / 5/2))
[36283] ['2/3', '6/7', '8/9', '4', '5'] -> (8/9 + (4 * (5 + (2/3 / 6/7))))
[36284] ['1/8', '2/7', '4/9', '1', '9'] -> ((1 / (1/8 * 2/7)) - (4/9 * 9))
[36285] ['9/7', '8/5', '8/5', '2', '8'] -> (8/5 + ((8/5 + 2) / (9/7 / 8)))
[36286] ['3/7', '7/9', '3/2', '7', '7'] -> ((3/7 + 3/2) * (7 + (7/9 * 7)))
[36287] ['4/7', '3/5', '3/5', '2', '9'] -> (2 * ((3/5 / (3/5 - 4/7)) - 9))
[36288] ['4/7', '9/8', '4/3', '2', '6'] -> (2 * ((9/8 * 4/3) + (6 / 4/7)))
[36289] ['2/3', '6/7', '9/8', '4', '5'] -> ((5 / (2/3 * (9/8 - 6/7))) - 4)
[36290] ['9/7', '8/5', '7/4', '2', '8'] -> (((9/7 + 8) * (8/5 * 7/4)) - 2)
[36291] ['3/5', '3/5', '8/5', '2', '3'] -> (3/5 / (((3 - 2) / 8/5) - 3/5))
[36292] ['4/7', '3/5', '5/8', '2', '9'] -> ((9 / (4/7 * 5/8)) - (3/5 * 2))
[36293] ['2/7', '5/9', '9/8', '7', '8'] -> (8 / ((2/7 / 9/8) + (5/9 / 7)))
[36294] ['6/5', '8/3', '7/2', '6', '7'] -> (6 / (((7 - 7/2) / 6/5) - 8/3))
