[26854] ['1/7', '3/7', '1', '5/2', '5'] -> (((3/7 + 1) + (5 / 5/2)) / 1/7)
[27099] ['1/5', '1/5', '8/9', '5', '5'] -> ((8/9 * 5) * (5 + (1/5 + 1/5)))
[27100] ['5/7', '1', '8/5', '7/4', '8'] -> (8 * (1 + (7/4 * (5/7 * 8/5))))
[27101] ['2/5', '5/7', '7/5', '2', '3'] -> ((7/5 * 3) * (5/7 + (2 / 2/5)))
[27102] ['1/5', '1/5', '9/8', '5', '5'] -> ((5 + (1/5 + 1/5)) / (9/8 / 5))
[27103] ['2/5', '3/7', '2/3', '4', '5'] -> ((5 * (4 + (2/5 / 3/7))) - 2/3)
[27104] ['4/7', '5/4', '5/3', '6', '7'] -> ((6 + (4/7 * 7)) / (5/3 - 5/4))
[27105] ['1/7', '6/5', '2', '7/3', '7'] -> ((6/5 * (1/7 + 2)) * (7/3 + 7))
[27106] ['2/5', '5/7', '3/2', '2', '3'] -> (2 * (3/2 + (3 / (2/5 * 5/7))))
[27107] ['1/3', '8/9', '6/5', '7', '9'] -> ((7 + 9) / (6/5 * (8/9 - 1/3)))
[27108] ['1/5', '1/5', '8/7', '5', '5'] -> (8/7 * (((1/5 + 5) / 1/5) - 5))
[27109] ['2/7', '7/9', '8/5', '2', '6'] -> (8/5 * (6 + (2 / (2/7 * 7/9))))
[27110] ['2/5', '3/7', '3/4', '4', '5'] -> (((5 / (3/4 - 2/5)) - 4) / 3/7)
[27111] ['1/7', '6/5', '2', '8/3', '7'] -> ((8/3 / 1/7) + (7 - (2 / 6/5)))
[27112] ['4/7', '5/4', '9/5', '6', '7'] -> (6 / (4/7 - ((5/4 * 9/5) / 7)))
[27113] ['4/7', '7/8', '6/5', '8', '9'] -> (6/5 * (4/7 + ((8 + 9) / 7/8)))
[27114] ['5/7', '1', '8/5', '8/3', '8'] -> (8 / ((1 / 5/7) + (8/5 - 8/3)))
[27115] ['2/7', '3/5', '2', '8/3', '9'] -> (((9 + (2 / 2/7)) / 3/5) - 8/3)
[27116] ['3/8', '4/9', '8/5', '5', '7'] -> (((7 / 3/8) - (8/5 * 5)) / 4/9)
[27117] ['2/5', '3/7', '7/9', '4', '5'] -> ((5 * (2/5 / 3/7)) / (7/9 / 4))
[27118] ['2/7', '7/9', '7/4', '2', '6'] -> ((7/4 * 6) * ((2 / 7/9) - 2/7))
[27119] ['4/7', '7/8', '9/7', '8', '9'] -> (((8 / 4/7) + (9 / 9/7)) / 7/8)
[27120] ['1/7', '9/8', '4/3', '7', '8'] -> (1/7 / ((4/3 / 8) - (9/8 / 7)))
[27121] ['2/7', '2/3', '7/4', '7', '7'] -> ((7 + 7) / ((2/3 / 2/7) - 7/4))
[27122] ['5/7', '1', '5/3', '9/4', '8'] -> ((9/4 * 8) * ((5/3 / 5/7) - 1))
[27123] ['1/7', '5/4', '7/5', '2', '7'] -> ((2 * (5/4 * 7/5)) * (7 - 1/7))
[27124] ['1/2', '7/5', '2', '7/3', '8'] -> (8 / ((7/3 / (7/5 * 2)) - 1/2))
[27125] ['4/7', '7/8', '7/5', '8', '9'] -> ((9 + (7/5 * (4/7 + 8))) / 7/8)
[27126] ['5/7', '1', '5/3', '5/2', '8'] -> (((5/7 + 5/3) * (5/2 + 8)) - 1)
[27127] ['4/7', '9/7', '8/3', '6', '7'] -> (8/3 / (6 - ((4/7 + 7) / 9/7)))
[27128] ['4/7', '7/8', '8/5', '8', '9'] -> ((8/5 * (4/7 + 8)) + (9 / 7/8))
[27129] ['1/7', '5/4', '8/5', '2', '7'] -> ((8/5 + (1/7 / 5/4)) * (2 * 7))
[27130] ['2/7', '5/8', '3/4', '2', '9'] -> (((9 / (2/7 * 2)) - 3/4) / 5/8)
[27131] ['2/5', '5/7', '2', '5/2', '3'] -> ((2/5 + (2 / 5/7)) * (5/2 * 3))
[27132] ['5/7', '1', '5/3', '7/2', '8'] -> (8 / (1 - (5/3 / (5/7 * 7/2))))
[27133] ['2/7', '4/5', '8/9', '2', '6'] -> ((6 / (2/7 * 4/5)) - (2 / 8/9))
[27134] ['1/7', '9/8', '7/4', '7', '8'] -> ((1/7 * 7) + (8 * (9/8 + 7/4)))
[27135] ['4/7', '7/8', '5/3', '8', '9'] -> (9 * ((4/7 * 8) - (5/3 / 7/8)))
[27136] ['3/8', '4/9', '5/2', '5', '7'] -> ((5/2 / (4/9 - 3/8)) - (5 + 7))
[27137] ['2/7', '5/8', '7/9', '2', '9'] -> (9 / (7/9 * (5/8 - (2/7 / 2))))
[27138] ['1/7', '5/9', '5/6', '1', '5'] -> ((5/9 / 5/6) * (1 + (5 / 1/7)))
[27139] ['1/7', '5/4', '9/5', '2', '7'] -> (5/4 * ((2 / 1/7) - (9/5 - 7)))
[27140] ['1/5', '1/5', '9/5', '5', '5'] -> ((5 * (1/5 + 5)) - (1/5 + 9/5))
[27141] ['2/7', '4/5', '9/8', '2', '6'] -> ((6 / (2/7 * 4/5)) - (9/8 * 2))
[27142] ['4/7', '4/3', '8/5', '6', '7'] -> (4/7 / ((6 / 7) - (4/3 / 8/5)))
[27143] ['2/5', '3/7', '5/4', '4', '5'] -> ((5 / (5/4 - (3/7 / 2/5))) - 4)
[27144] ['2/7', '5/8', '4/5', '2', '9'] -> (((9 - 2) / 2/7) - (5/8 * 4/5))
[27145] ['2/5', '5/7', '2', '3', '7/2'] -> ((2 + (2/5 * 5/7)) * (3 * 7/2))
[27146] ['1/7', '5/4', '2', '5/2', '7'] -> ((7 / (1/7 * 2)) - (5/4 / 5/2))
[27147] ['4/7', '7/8', '9/5', '8', '9'] -> ((8 + (9 / (7/8 * 9/5))) / 4/7)
[27148] ['2/7', '5/8', '5/6', '2', '9'] -> (9 * ((5/6 / (2/7 * 5/8)) - 2))
[27149] ['1/5', '1/5', '7/3', '5', '5'] -> (1/5 + (7/3 * (5 + (1/5 + 5))))
[27150] ['4/7', '4/3', '9/5', '6', '7'] -> ((4/3 * 9/5) * (6 + (4/7 * 7)))
[27151] ['3/8', '1/2', '5/9', '5', '7'] -> (((1/2 / 3/8) + (5 + 7)) / 5/9)
[27152] ['1/3', '9/8', '7/5', '7', '9'] -> (7 / (7/5 * (1/3 - (9/8 / 9))))
[27153] ['2/7', '5/7', '4/5', '7', '7'] -> ((7 - (2/7 - 7)) / (5/7 * 4/5))
[27154] ['2/7', '4/5', '5/4', '2', '6'] -> ((2 + (4/5 * 5/4)) + (6 / 2/7))
[27155] ['1/5', '1/5', '8/3', '5', '5'] -> (8/3 * ((5 + 5) - (1/5 / 1/5)))
[27156] ['2/5', '3/7', '3/2', '4', '5'] -> ((3/7 * 4) * (3/2 + (5 / 2/5)))
[27157] ['5/7', '1', '7/4', '9/2', '8'] -> ((5/7 + 1) / ((8 / 7/4) - 9/2))
[27158] ['4/7', '7/8', '5/2', '8', '9'] -> ((8 * 9) / (5/2 + (4/7 * 7/8)))
[27159] ['1/7', '9/8', '9/2', '7', '8'] -> (8 * ((9/2 / 9/8) - (1/7 * 7)))
[27160] ['2/7', '5/8', '8/9', '2', '9'] -> (((8/9 * 9) + (2 / 2/7)) / 5/8)
[27161] ['1/7', '9/7', '9/7', '2', '7'] -> (((7 / 1/7) - (9/7 / 9/7)) / 2)
[27162] ['2/7', '5/7', '6/7', '7', '7'] -> (((7 + (5/7 / 7)) / 2/7) - 6/7)
[27163] ['2/7', '4/5', '4/3', '2', '6'] -> (4/5 * (2 + (6 / (2/7 / 4/3))))
[27164] ['4/7', '7/5', '5/3', '6', '7'] -> (4/7 / ((5/3 / 7/5) - (7 / 6)))
[27165] ['1/6', '4/9', '8/7', '3', '4'] -> ((1/6 + (4 / (8/7 / 3))) / 4/9)
[27166] ['5/9', '5/9', '4/7', '2', '8'] -> ((2 + 8) / ((5/9 / 4/7) - 5/9))
[27167] ['4/7', '8/9', '8/9', '8', '9'] -> ((8 / 4/7) + (9 + (8/9 / 8/9)))
[27168] ['2/7', '5/7', '7/8', '7', '7'] -> ((7 * (5/7 - 2/7)) / (7/8 / 7))
[27169] ['1/7', '5/9', '1', '8/7', '5'] -> ((5 / 5/9) + ((1 + 8/7) / 1/7))
[27170] ['2/7', '5/8', '6/5', '2', '9'] -> ((9 / (2 * (2/7 * 5/8))) - 6/5)
[27171] ['2/5', '3/4', '9/8', '2', '3'] -> (3 * (9/8 + ((3/4 + 2) / 2/5)))
[27172] ['5/9', '5/9', '5/7', '2', '8'] -> (8 / ((5/9 * 2) - (5/9 / 5/7)))
[27173] ['4/7', '8/9', '9/8', '8', '9'] -> ((8 / 4/7) + (9 + (8/9 * 9/8)))
[27174] ['2/7', '4/5', '5/3', '2', '6'] -> (6 * ((4/5 / 2/7) + (2 / 5/3)))
[27175] ['5/7', '1', '9/5', '5/2', '8'] -> ((1 + (5/7 * 9/5)) * (5/2 + 8))
[27176] ['4/7', '7/5', '9/4', '6', '7'] -> ((6 * (7/5 / 9/4)) * (7 - 4/7))
[27177] ['2/7', '5/8', '5/4', '2', '9'] -> (((9 - 2) / 2/7) - (5/8 / 5/4))
[27178] ['1/6', '4/9', '7/5', '3', '4'] -> ((4/9 + 4) * ((7/5 / 1/6) - 3))
[27179] ['2/5', '3/4', '8/7', '2', '3'] -> (3 / ((3/4 / 2/5) - (2 / 8/7)))
[27180] ['1/7', '9/7', '9/5', '2', '7'] -> (2 * (7 + (9/7 / (1/7 * 9/5))))
[27181] ['2/7', '4/5', '7/4', '2', '6'] -> ((4/5 * (7/4 + 2)) + (6 / 2/7))
[27182] ['4/7', '8/9', '7/6', '8', '9'] -> ((8 + (8/9 * 9)) / (4/7 * 7/6))
[27183] ['5/7', '1', '9/5', '8/3', '8'] -> ((8/3 * (5/7 * 9/5)) * (8 - 1))
[27184] ['2/5', '3/7', '7/3', '4', '5'] -> ((7/3 + (4 / 2/5)) + (5 / 3/7))
[27185] ['1/7', '7/6', '6/5', '7', '8'] -> (8 / (7/6 - (7 * (1/7 / 6/5))))
[27186] ['1/5', '2/9', '3/8', '5', '5'] -> ((5 + 5) / (3/8 / (1/5 / 2/9)))
[27187] ['4/7', '8/9', '6/5', '8', '9'] -> ((6/5 - 8/9) * (9 * (4/7 + 8)))
[27188] ['5/9', '5/9', '8/7', '2', '8'] -> (8/7 * (5/9 + (8 * (5/9 + 2))))
[27189] ['2/7', '4/5', '2', '9/4', '6'] -> ((6 / (4/5 - (2/7 * 2))) - 9/4)
[27190] ['1/7', '5/9', '1', '9/7', '5'] -> (((9/7 * 5) / (1/7 / 5/9)) - 1)
[27191] ['2/7', '5/7', '5/4', '7', '7'] -> ((7 - (2/7 - 7)) / (5/7 / 5/4))
[27192] ['2/7', '5/8', '8/5', '2', '9'] -> (((9 + (2 / 2/7)) / 5/8) - 8/5)
[27193] ['2/7', '4/5', '2', '7/3', '6'] -> (7/3 * (2/7 + ((2 + 6) / 4/5)))
[27194] ['2/5', '3/7', '7/2', '4', '5'] -> ((3/7 * 7/2) + ((4 + 5) / 2/5))
[27195] ['4/7', '7/5', '9/2', '6', '7'] -> ((9/2 * 7) - (6 / (4/7 * 7/5)))
[27196] ['2/5', '3/7', '4', '9/2', '5'] -> (4 / ((5 * (2/5 / 3/7)) - 9/2))
[27197] ['2/5', '3/4', '5/3', '2', '3'] -> ((2 + 3) / ((3/4 / 2/5) - 5/3))
[27198] ['5/7', '1', '9/4', '7/3', '8'] -> (9/4 * ((5/7 * 7/3) + (1 + 8)))
[27199] ['1/6', '1/2', '6/5', '3', '4'] -> (6/5 * ((1/2 * 4) + (3 / 1/6)))
[27200] ['5/9', '5/9', '2', '9/4', '8'] -> ((8 * (9/4 + (5/9 / 5/9))) - 2)
[27201] ['2/7', '5/7', '7/5', '7', '7'] -> ((7 - ((5/7 * 7/5) / 7)) / 2/7)
[27202] ['3/8', '1/2', '9/5', '5', '7'] -> (9/5 * ((1/2 / 3/8) + (5 + 7)))
[27203] ['1/3', '8/7', '3/2', '7', '9'] -> (8/7 * (7 + (3/2 * (1/3 + 9))))
[27204] ['2/7', '5/6', '5/6', '2', '6'] -> ((2 + (5/6 / 5/6)) + (6 / 2/7))
[27205] ['1/7', '7/6', '8/5', '7', '8'] -> (((8 / (1/7 * 8/5)) - 7) / 7/6)
[27206] ['5/9', '4/7', '4/7', '2', '8'] -> (8 / (5/9 - (4/7 / (4/7 + 2))))
[27207] ['1/7', '4/3', '2', '9/2', '7'] -> ((9/2 + (1/7 / 2)) / (4/3 / 7))
[27208] ['5/7', '1', '9/4', '8/3', '8'] -> ((5/7 + 1) * (8 + (9/4 * 8/3)))
[27209] ['2/5', '4/9', '3/5', '4', '5'] -> (((2/5 + 5) + (4 / 4/9)) / 3/5)
[27210] ['4/7', '8/9', '5/3', '8', '9'] -> (((8 / 4/7) - (5/3 - 9)) / 8/9)
[27211] ['5/9', '4/7', '3/5', '2', '8'] -> ((8 / (5/9 * 4/7)) - (3/5 * 2))
[27212] ['4/7', '3/2', '9/2', '6', '7'] -> ((4/7 * 7) / (3/2 - (6 / 9/2)))
[27213] ['1/3', '8/7', '9/4', '7', '9'] -> (((9 + (7 / 1/3)) / 8/7) - 9/4)
[27214] ['2/7', '5/7', '9/5', '7', '7'] -> (7 * ((5/7 * (7 - 9/5)) - 2/7))
[27215] ['2/7', '5/8', '2', '8/3', '9'] -> (2 / ((2/7 * (5/8 + 9)) - 8/3))
[27216] ['1/7', '7/6', '7/3', '7', '8'] -> (8 * ((1/7 * 7) + (7/3 / 7/6)))
[27217] ['1/5', '2/9', '3/4', '5', '5'] -> ((5 - (1/5 * 5)) / (2/9 * 3/4))
[27218] ['3/8', '5/9', '5/8', '5', '7'] -> ((5 + (7 / 5/8)) / (3/8 / 5/9))
[27220] ['1/5', '2/9', '4/5', '5', '5'] -> (5 + (5 * (1/5 + (4/5 / 2/9))))
[27219] ['4/7', '8/5', '7/3', '6', '7'] -> (8/5 * (7 + (6 * (4/7 * 7/3))))
[27221] ['2/7', '5/7', '8/3', '7', '7'] -> ((8/3 * 7) * ((2/7 * 7) - 5/7))
[27222] ['2/5', '7/9', '5/6', '2', '3'] -> (2 / (7/9 - (5/6 / (2/5 * 3))))
[27223] ['1/7', '6/5', '6/5', '7', '8'] -> ((6/5 / 7) / ((6/5 / 8) - 1/7))
[27224] ['2/5', '4/9', '5/6', '4', '5'] -> ((4 / 4/9) + (5 / (2/5 * 5/6)))
[27225] ['1/7', '7/5', '2', '7/3', '7'] -> ((2 * 7/3) * (1/7 + (7 / 7/5)))
[27226] ['4/7', '8/9', '7/3', '8', '9'] -> ((4/7 * 7/3) * (9 + (8 / 8/9)))
[27227] ['2/5', '7/9', '6/7', '2', '3'] -> ((2 / (6/7 - 7/9)) - (2/5 * 3))
[27228] ['2/7', '5/7', '9/2', '7', '7'] -> ((9/2 - (5/7 * 7)) + (7 / 2/7))
[27229] ['1/3', '7/6', '5/4', '7', '9'] -> ((5/4 / (7/6 - 1/3)) * (7 + 9))
[27230] ['1/7', '6/5', '5/4', '7', '8'] -> (8 * (1/7 + (7 / (6/5 + 5/4))))
[27231] ['2/7', '5/6', '5/4', '2', '6'] -> ((2 / (5/6 / 5/4)) + (6 / 2/7))
[27232] ['2/7', '3/4', '3/4', '7', '7'] -> ((7 - ((3/4 / 3/4) / 7)) / 2/7)
[27233] ['1/3', '7/6', '7/5', '7', '9'] -> (((9 / 1/3) - 7) / (7/6 / 7/5))
[27234] ['2/7', '5/6', '7/5', '2', '6'] -> ((2 + 6) / (7/5 * (2/7 * 5/6)))
[27235] ['5/9', '4/7', '5/6', '2', '8'] -> ((2 + (8 / 4/7)) / (5/9 / 5/6))
[27236] ['1/7', '5/9', '1', '9/2', '5'] -> ((9/2 * ((1 / 1/7) - 5/9)) - 5)
[27237] ['2/7', '3/4', '7/9', '7', '7'] -> ((7 * (2/7 / 3/4)) / (7/9 / 7))
[27238] ['2/5', '7/9', '8/9', '2', '3'] -> (3 * (7/9 + ((8/9 + 2) / 2/5)))
[27239] ['4/7', '5/3', '9/5', '6', '7'] -> (((4/7 * 7) / (9/5 - 5/3)) - 6)
[27240] ['1/7', '3/2', '5/3', '2', '7'] -> (7 * ((1/7 / 3/2) + (5/3 * 2)))
[27241] ['1/3', '7/6', '7/4', '7', '9'] -> ((9 / (1/3 + 7/6)) / (7/4 / 7))
[27242] ['1/5', '2/9', '9/8', '5', '5'] -> ((5 + (1/5 * 5)) / (2/9 * 9/8))
[27243] ['2/7', '5/6', '8/5', '2', '6'] -> ((5/6 * (8/5 + 2)) + (6 / 2/7))
[27244] ['4/7', '8/9', '9/2', '8', '9'] -> ((9/2 / (4/7 / 8/9)) + (8 + 9))
[27245] ['1/7', '6/5', '7/5', '7', '8'] -> ((6/5 * 8) / (7/5 - (1/7 * 7)))
[27246] ['1/7', '3/2', '9/5', '2', '7'] -> ((9/5 * 7) * (2 - (1/7 / 3/2)))
[27247] ['1/3', '7/6', '9/5', '7', '9'] -> ((9/5 * (7/6 - 1/3)) * (7 + 9))
[27248] ['2/7', '2/3', '2', '8/3', '9'] -> (8/3 / ((2 / (2/7 * 9)) - 2/3))
[27249] ['2/7', '3/4', '5/6', '7', '7'] -> (2/7 / ((5/6 / 7) - (3/4 / 7)))
[27250] ['4/7', '9/8', '9/8', '8', '9'] -> ((8 / 4/7) + (9 + (9/8 / 9/8)))
[27251] ['1/6', '5/9', '9/5', '3', '4'] -> (4 / (((5/9 * 9/5) / 3) - 1/6))
[27252] ['1/7', '3/2', '2', '9/4', '7'] -> ((2 + (9/4 / 3/2)) * (7 - 1/7))
[27253] ['3/4', '3/4', '6/7', '1', '8'] -> (8 / ((3/4 + 3/4) - (1 / 6/7)))
[27254] ['2/7', '3/4', '6/7', '7', '7'] -> (6/7 / ((2/7 + 3/4) - (7 / 7)))
[27255] ['4/7', '9/8', '7/6', '8', '9'] -> ((8 + (9 / 9/8)) / (4/7 * 7/6))
[27256] ['4/7', '7/4', '7/3', '6', '7'] -> (6 * ((4/7 * 7/4) + (7 / 7/3)))
[27257] ['3/4', '3/4', '7/8', '1', '8'] -> (3/4 / (1 - (7/8 + (3/4 / 8))))
[27258] ['1/7', '4/7', '8/9', '1', '5'] -> ((1 + (4/7 * 5)) / (1/7 / 8/9))
[27259] ['1/7', '6/5', '7/3', '7', '8'] -> ((7 * (1/7 + 7/3)) + (8 / 6/5))
[27260] ['2/7', '5/6', '2', '5/2', '6'] -> (6 * ((2 / 2/7) - (5/2 / 5/6)))
[27261] ['1/3', '6/5', '9/7', '7', '9'] -> ((6/5 + (1/3 * 9)) * (7 - 9/7))
[27262] ['3/8', '5/9', '7/6', '5', '7'] -> ((5/9 + 7) + ((7/6 + 5) / 3/8))
[27263] ['2/7', '5/7', '7/6', '2', '9'] -> ((2 * 9) * ((5/7 / 2/7) - 7/6))
[27264] ['5/9', '4/7', '6/5', '2', '8'] -> ((2 + (8 / 4/7)) / (5/9 * 6/5))
[27265] ['1/7', '6/5', '8/3', '7', '8'] -> ((6/5 * 7) * ((8 / 8/3) - 1/7))
[27266] ['2/7', '3/4', '9/8', '7', '7'] -> ((7 + (2/7 * 7)) / (9/8 - 3/4))
[27267] ['1/7', '4/7', '1', '7/6', '5'] -> ((4/7 * 7/6) * (1 + (5 / 1/7)))
[27268] ['1/7', '8/5', '7/4', '2', '7'] -> (8/5 * (7 + (2 / (1/7 * 7/4))))
[27269] ['1/5', '2/9', '9/7', '5', '5'] -> ((5 * (5 - (1/5 / 9/7))) - 2/9)
[27270] ['2/5', '4/9', '9/5', '4', '5'] -> ((2/5 + (4/9 * 9/5)) * (4 * 5))
[27271] ['2/5', '7/9', '4/3', '2', '3'] -> (4/3 / (((2 - 7/9) / 2/5) - 3))
[27272] ['2/7', '3/4', '7/6', '7', '7'] -> (7 / (7 - ((3/4 + 7/6) / 2/7)))
[27273] ['4/7', '9/5', '7/2', '6', '7'] -> ((4/7 * 7) / (7/2 - (6 / 9/5)))
[27274] ['1/5', '2/9', '7/5', '5', '5'] -> ((1/5 - 5) + ((7/5 + 5) / 2/9))
[27275] ['1/3', '6/5', '9/4', '7', '9'] -> ((9/4 * (1/3 + 7)) + (9 / 6/5))
[27276] ['2/5', '4/9', '9/4', '4', '5'] -> (4 * (4/9 + (5 / (2/5 * 9/4))))
[27277] ['2/5', '7/9', '7/5', '2', '3'] -> ((3 + (7/5 / 7/9)) / (2/5 / 2))
[27278] ['1/7', '8/5', '2', '5/2', '7'] -> ((5/2 * ((2 / 1/7) - 8/5)) - 7)
[27279] ['4/7', '9/5', '9/2', '6', '7'] -> ((9/5 * 7) * (4/7 + (6 / 9/2)))
[27280] ['3/4', '3/4', '1', '8/5', '8'] -> ((1 + (3/4 + 3/4)) * (8/5 + 8))
[27281] ['1/7', '5/4', '5/4', '7', '8'] -> (8 * ((5/4 / 1/7) + (5/4 - 7)))
[27282] ['2/7', '5/7', '2', '9/2', '9'] -> (((5/7 + 9) * (9/2 - 2)) - 2/7)
[27283] ['2/7', '6/7', '7/5', '2', '6'] -> (((6 / 7/5) - 6/7) / (2/7 / 2))
[27284] ['4/7', '9/8', '5/3', '8', '9'] -> (9/8 * ((8 / 4/7) - (5/3 - 9)))
[27285] ['4/7', '9/4', '8/3', '6', '7'] -> ((6 + (4/7 * 7)) / (8/3 - 9/4))
[27286] ['1/6', '4/7', '5/6', '3', '4'] -> (3 * ((1/6 + 5/6) + (4 / 4/7)))
[27287] ['2/7', '3/4', '7/9', '2', '9'] -> ((9 + (2 / (2/7 * 7/9))) / 3/4)
[27288] ['3/8', '5/9', '8/5', '5', '7'] -> ((5 + (8/5 * 7)) / (3/8 / 5/9))
[27289] ['1/7', '8/5', '2', '7/2', '7'] -> ((8/5 * 2) * (7 + (1/7 * 7/2)))
[27290] ['3/4', '7/9', '4/5', '1', '8'] -> (8 / (4/5 * (1 - (3/4 * 7/9))))
[27291] ['1/7', '4/7', '1', '5/2', '5'] -> (((5 - (4/7 * 5/2)) / 1/7) - 1)
[27292] ['1/6', '4/7', '8/9', '3', '4'] -> (((8/9 * 3) / (1/6 * 4/7)) - 4)
[27293] ['3/4', '7/9', '6/7', '1', '8'] -> (6/7 * ((1 / (7/9 - 3/4)) - 8))
[27294] ['4/7', '9/8', '9/5', '8', '9'] -> (9/5 / (9/8 - (9 / (4/7 + 8))))
[27295] ['5/9', '4/7', '5/3', '2', '8'] -> ((8 / (5/9 * 4/7)) - (2 / 5/3))
[27296] ['2/5', '7/9', '2', '9/4', '3'] -> (3 / (9/4 * (2 - (7/9 / 2/5))))
[27297] ['1/6', '4/7', '9/8', '3', '4'] -> ((3 / (9/8 * (1/6 * 4/7))) - 4)
[27298] ['3/8', '5/9', '9/5', '5', '7'] -> ((3/8 * 9/5) * (5/9 + (5 * 7)))
[27299] ['2/7', '3/4', '6/5', '2', '9'] -> ((9 / (2/7 * (2 - 3/4))) - 6/5)
[27300] ['4/7', '9/8', '7/3', '8', '9'] -> ((4/7 * 7/3) * (9 + (9/8 * 8)))
[27301] ['3/4', '7/9', '1', '7/5', '8'] -> (8 / (3/4 * (1 - (7/9 / 7/5))))
[27302] ['2/7', '3/4', '9/4', '7', '7'] -> ((7 * (2/7 + 9/4)) - (3/4 - 7))
[27303] ['2/7', '3/4', '4/3', '2', '9'] -> ((3/4 / 2) + (9 / (2/7 * 4/3)))
[27304] ['3/4', '7/9', '1', '8/5', '8'] -> ((1 + (8 / 3/4)) / (7/9 / 8/5))
[27305] ['1/5', '1/4', '3/8', '5', '5'] -> ((5 + (5 * (1/5 / 1/4))) / 3/8)
[27306] ['2/7', '3/4', '7/3', '7', '7'] -> ((3/4 * 7/3) * (7 - (2/7 - 7)))
[27307] ['1/7', '3/5', '3/4', '1', '5'] -> ((3/4 * 5) * ((1 / 1/7) - 3/5))
[27308] ['2/5', '7/9', '2', '3', '7/2'] -> (2 * ((3 / 2/5) + (7/2 / 7/9)))
[27309] ['1/3', '9/7', '5/3', '7', '9'] -> ((5/3 - 1/3) * (9 + (9/7 * 7)))
[27310] ['3/8', '4/7', '4/7', '5', '7'] -> ((7 + (5 / 4/7)) / (3/8 / 4/7))
[27311] ['2/7', '3/4', '7/5', '2', '9'] -> ((3/4 * 2) + (9 / (2/7 * 7/5)))
[27312] ['1/7', '3/5', '7/9', '1', '5'] -> (((1 / 7/9) - 3/5) / (1/7 / 5))
[27313] ['3/5', '3/5', '8/7', '6', '7'] -> ((8/7 * 7) * ((3/5 * 6) - 3/5))
[27314] ['2/5', '7/9', '2', '3', '9/2'] -> ((3 - 7/9) * (9/2 * (2/5 + 2)))
[27315] ['1/7', '9/5', '9/5', '2', '7'] -> (((7 / 1/7) - (9/5 / 9/5)) / 2)
[27316] ['2/7', '3/4', '8/5', '2', '9'] -> (8/5 * ((9 / (2/7 * 2)) - 3/4))
[27317] ['2/7', '3/4', '9/2', '7', '7'] -> ((9/2 * (2/7 / 3/4)) * (7 + 7))
[27318] ['3/5', '3/5', '7/6', '6', '7'] -> ((7 + (3/5 + 6)) / (7/6 - 3/5))
[27319] ['2/5', '4/5', '4/5', '2', '3'] -> ((4/5 + 4/5) * (3 / (2/5 / 2)))
[27320] ['3/5', '3/5', '5/4', '6', '7'] -> (7 / (3/5 - ((3/5 + 5/4) / 6)))
[27321] ['2/7', '7/9', '7/9', '7', '7'] -> ((7 - ((7/9 / 7/9) / 7)) / 2/7)
[27322] ['3/8', '4/7', '5/7', '5', '7'] -> ((5 + 7) / (5/7 - (3/8 * 4/7)))
[27323] ['4/7', '8/7', '7/5', '8', '9'] -> (8/7 * (9 + (7/5 * (4/7 + 8))))
[27324] ['5/9', '4/7', '2', '9/2', '8'] -> (2 + ((5/9 + 8) * (4/7 * 9/2)))
[27325] ['1/5', '1/4', '5/8', '5', '5'] -> (5 * ((1/5 + 5) - (1/4 / 5/8)))
[27326] ['3/8', '4/7', '3/4', '5', '7'] -> ((5 + (4/7 * 7)) / (3/4 - 3/8))
[27327] ['1/7', '4/3', '4/3', '7', '8'] -> ((4/3 + 4/3) * (8 + (1/7 * 7)))
[27328] ['1/3', '4/3', '7/5', '7', '9'] -> (((7 / 7/5) + (9 / 1/3)) / 4/3)
[27329] ['1/7', '9/5', '2', '8/3', '7'] -> (8/3 / ((2 / 9/5) - (1/7 * 7)))
[27330] ['3/5', '3/5', '9/4', '6', '7'] -> (6 + (9/4 * (7 + (3/5 / 3/5))))
[27331] ['1/5', '1/4', '2/3', '5', '5'] -> ((5 - (1/5 * 5)) / (1/4 * 2/3))
[27332] ['3/8', '4/7', '7/9', '5', '7'] -> ((4/7 / 3/8) / (7/9 - (5 / 7)))
[27333] ['1/7', '4/3', '3/2', '7', '8'] -> (8 * ((1/7 * 7) + (4/3 * 3/2)))
[27334] ['5/9', '3/5', '5/7', '2', '8'] -> ((5/7 * 8) * (3/5 + (2 / 5/9)))
[27335] ['2/7', '7/9', '5/6', '7', '7'] -> (((7 / 2/7) - (5/6 * 7)) / 7/9)
[27336] ['4/7', '7/6', '7/6', '8', '9'] -> ((8 / 4/7) + (9 + (7/6 / 7/6)))
[27337] ['1/7', '3/5', '1', '7/6', '5'] -> ((1 + (3/5 * 5)) / (1/7 * 7/6))
[27338] ['2/7', '7/9', '7/9', '2', '9'] -> ((2 - 2/7) * (9 * (7/9 + 7/9)))
[27339] ['4/7', '7/6', '5/4', '8', '9'] -> (9 + ((5/4 * 8) / (4/7 * 7/6)))
[27340] ['1/6', '3/5', '6/7', '3', '4'] -> (4 * (1/6 + (3 / (3/5 * 6/7))))
[27341] ['3/5', '5/8', '5/7', '6', '7'] -> (((5/7 * 7) + (6 / 3/5)) / 5/8)
[27342] ['3/8', '4/7', '5/6', '5', '7'] -> (5 / (5/6 - (4/7 + (3/8 / 7))))
[27343] ['1/7', '2', '9/4', '9/4', '7'] -> (((7 / 1/7) - (9/4 / 9/4)) / 2)
