[98462] ['7/9', '8/7', '4', '4', '9/2'] -> ((7/9 * 9/2) * (4 - (8/7 - 4)))
[98707] ['1/6', '5/7', '4/5', '5', '9'] -> ((5/7 + 5) * (9 - (4/5 / 1/6)))
[98708] ['3/7', '9/8', '7/4', '3', '9'] -> (9 / ((3/7 * 7/4) - (9/8 / 3)))
[98709] ['1/7', '9/8', '9/8', '8', '9'] -> ((9/8 / (1/7 * 9/8)) + (8 + 9))
[98710] ['5/7', '9/8', '9/5', '3', '8'] -> ((8 * (9/5 + (9/8 / 5/7))) - 3)
[98711] ['1/7', '9/8', '8/7', '8', '9'] -> ((8 + (8/7 / 1/7)) + (9 / 9/8))
[98712] ['9/8', '7/5', '9/4', '5', '9'] -> ((7/5 + (9 / 9/4)) / (9/8 / 5))
[98713] ['6/7', '8/9', '2', '4', '9/2'] -> ((4 - 8/9) * (9/2 * (6/7 * 2)))
[98714] ['7/9', '8/5', '5/3', '4', '4'] -> (((8/5 * 5/3) + (4 * 4)) / 7/9)
[98715] ['1/4', '8/7', '6/5', '8', '8'] -> (6/5 * ((8 / (1/4 * 8/7)) - 8))
[98716] ['1/7', '9/8', '7/6', '8', '9'] -> (((9 / 1/7) - 8) / (9/8 + 7/6))
[98717] ['1/6', '5/7', '9/8', '5', '9'] -> (5 / (5/7 * (1/6 + (9/8 / 9))))
[98718] ['1/5', '3/4', '1', '1', '9/4'] -> ((1 + 1) * (3/4 + (9/4 / 1/5)))
[98719] ['5/7', '9/8', '5/2', '3', '8'] -> (5/2 * ((8 / (5/7 / 9/8)) - 3))
[98720] ['1/4', '8/7', '4/3', '8', '8'] -> ((8/7 * 4/3) * (8 - (1/4 - 8)))
[98721] ['3/7', '8/7', '6/5', '3', '9'] -> (8/7 + ((3/7 + (3 * 9)) / 6/5))
[98722] ['1/7', '9/8', '5/4', '8', '9'] -> (9 / ((9/8 + 8) - (5/4 / 1/7)))
[98723] ['1/4', '7/9', '9/8', '5', '6'] -> (6 * (5 - (7/9 + (1/4 / 9/8))))
[98724] ['1/4', '8/7', '7/5', '8', '8'] -> (7/5 * (8/7 + (8 * (1/4 * 8))))
[98725] ['1/7', '9/8', '9/7', '8', '9'] -> (8 + ((9 + (9/7 / 1/7)) / 9/8))
[98726] ['1/2', '6/7', '1', '7/4', '3'] -> ((3 / (1/2 * 7/4)) / (1 - 6/7))
[98727] ['5/7', '9/8', '3', '7/2', '8'] -> (7/2 * ((9/8 * 8) - (5/7 * 3)))
[98728] ['3/7', '8/7', '8/5', '3', '9'] -> ((8/7 + (3/7 * 9)) * (8/5 * 3))
[98729] ['6/7', '9/8', '5/4', '2', '4'] -> ((2 * 4) / ((5/4 / 6/7) - 9/8))
[98730] ['5/7', '9/8', '3', '9/2', '8'] -> (3 / (8 - ((9/8 + 9/2) / 5/7)))
[98731] ['1/4', '8/7', '5/3', '8', '8'] -> (8 / ((8 / 8/7) - (5/3 / 1/4)))
[98732] ['1/4', '7/9', '1', '2', '7/2'] -> (2 + ((1 + (7/2 / 7/9)) / 1/4))
[98733] ['1/3', '6/7', '6/5', '6', '7'] -> ((6/7 + (1/3 * 6)) * (6/5 * 7))
[98734] ['3/7', '7/6', '6/5', '3', '9'] -> (3 * ((3/7 * 7/6) + (9 / 6/5)))
[98735] ['1/6', '5/7', '5/3', '5', '9'] -> ((5/3 - 1/6) * (9 + (5 / 5/7)))
[98736] ['6/7', '9/8', '4/3', '2', '4'] -> ((2 / 4) / (4/3 - (9/8 / 6/7)))
[98737] ['7/9', '5/3', '5/3', '4', '4'] -> (4 * ((5/3 * 5/3) - (7/9 - 4)))
[98738] ['3/7', '7/6', '7/5', '3', '9'] -> ((7/6 * 3) * (3/7 + (9 / 7/5)))
[98739] ['7/9', '5/3', '7/4', '4', '4'] -> ((4 + (5/3 * 4)) / (7/9 / 7/4))
[98740] ['1/4', '4/5', '7/8', '1', '2'] -> ((1/4 + 2) / ((7/8 / 4/5) - 1))
[98741] ['9/8', '8/5', '9/2', '5', '9'] -> (((5 * (8/5 * 9/2)) - 9) / 9/8)
[98742] ['4/9', '8/7', '7/6', '6', '9'] -> ((9 / 8/7) + ((7/6 + 6) / 4/9))
[98743] ['1/2', '7/8', '8/9', '1', '3'] -> ((3 / 1/2) / ((1 / 8/9) - 7/8))
[98744] ['1/7', '9/8', '9/5', '8', '9'] -> (((9 / (1/7 * 9/5)) - 8) / 9/8)
[98745] ['9/8', '5/3', '5/3', '5', '9'] -> (9 / ((5 / (5/3 + 5/3)) - 9/8))
[98746] ['7/9', '5/3', '9/5', '4', '4'] -> ((4 + (9/5 * 4)) / (7/9 / 5/3))
[98747] ['4/9', '8/7', '6/5', '6', '9'] -> (8/7 * ((6 / 4/9) + (9 / 6/5)))
[98748] ['6/7', '9/8', '5/3', '2', '4'] -> (4 / ((5/3 / 6/7) - (2 / 9/8)))
[98749] ['1/4', '7/9', '5/3', '5', '6'] -> ((6 + (5/3 + 5)) / (7/9 - 1/4))
[98750] ['7/9', '5/3', '5/2', '4', '4'] -> ((4 + (5/3 / 5/2)) / (7/9 / 4))
[98751] ['1/6', '5/7', '8/3', '5', '9'] -> (9 + (5/7 * (5 + (8/3 / 1/6))))
[98752] ['1/7', '9/8', '5/2', '8', '9'] -> (9 / ((1/7 * (5/2 + 8)) - 9/8))
[98753] ['6/7', '9/8', '7/4', '2', '4'] -> (6/7 / ((4 / 7/4) - (9/8 * 2)))
[98754] ['5/7', '7/6', '7/4', '3', '8'] -> (8 / (((3 - 7/6) / 7/4) - 5/7))
[98755] ['1/4', '4/5', '1', '8/7', '2'] -> ((1 + 8/7) / (1/4 / (4/5 + 2)))
[98756] ['1/2', '7/8', '1', '9/7', '3'] -> ((3 / (1/2 * 7/8)) / (9/7 - 1))
[98757] ['9/8', '7/4', '7/4', '5', '9'] -> (9 / (5 - (7/4 + (9/8 + 7/4))))
[98758] ['1/7', '9/8', '9/2', '8', '9'] -> (((9 / 1/7) - (9/2 * 8)) / 9/8)
[98759] ['4/9', '8/7', '8/5', '6', '9'] -> (8/5 * ((9 / 4/9) - (6 / 8/7)))
[98760] ['1/4', '4/5', '1', '7/6', '2'] -> (2 / ((1/4 / (1 - 4/5)) - 7/6))
[98761] ['7/9', '5/3', '4', '4', '9/2'] -> ((5/3 * 4) / ((7/9 + 4) - 9/2))
[98762] ['3/7', '6/5', '8/5', '3', '9'] -> (((9 / 3/7) - 3) / (6/5 / 8/5))
[98763] ['1/6', '3/4', '4/5', '5', '9'] -> ((((5 / 4/5) - 3/4) / 1/6) - 9)
[98764] ['1/2', '7/8', '1', '8/5', '3'] -> (3 / (1/2 * (7/8 - (1 / 8/5))))
[98765] ['9/8', '7/4', '9/5', '5', '9'] -> (5 + (9/5 * (9 + (7/4 / 9/8))))
[98766] ['1/4', '7/9', '7/3', '5', '6'] -> (7/3 / (((1/4 + 5) / 6) - 7/9))
[98767] ['1/3', '7/8', '6/5', '6', '7'] -> (6 / (6/5 * (1/3 - (7/8 / 7))))
[98768] ['1/7', '8/7', '6/5', '8', '9'] -> (8 / ((1/7 * 9) - (8/7 / 6/5)))
[98769] ['1/4', '6/5', '9/7', '8', '8'] -> (9/7 * ((8 / (1/4 * 6/5)) - 8))
[98770] ['4/9', '8/7', '9/5', '6', '9'] -> ((8/7 * 9/5) * (9 + (4/9 * 6)))
[98771] ['1/7', '8/7', '5/4', '8', '9'] -> ((8/7 / ((1/7 * 9) - 5/4)) - 8)
[98772] ['7/9', '7/4', '9/4', '4', '4'] -> ((7/9 / ((4 / 9/4) - 7/4)) - 4)
[98773] ['7/9', '7/4', '7/3', '4', '4'] -> (((7/4 * 4) - 7/3) / (7/9 / 4))
[98774] ['1/4', '4/5', '8/9', '5', '6'] -> (6 + (5 / (8/9 * (1/4 / 4/5))))
[98775] ['1/2', '8/9', '1', '9/8', '3'] -> (1 / ((3 * (8/9 - 1/2)) - 9/8))
[98776] ['1/3', '7/8', '9/5', '6', '7'] -> (((6 / 9/5) - 1/3) / (7/8 / 7))
[98777] ['1/4', '6/5', '9/4', '8', '8'] -> (6/5 * ((1/4 * 8) + (9/4 * 8)))
[98778] ['9/8', '9/5', '7/2', '5', '9'] -> (9 / (7/2 - (5 * (9/8 / 9/5))))
[98779] ['7/9', '7/4', '5/2', '4', '4'] -> ((4 / 7/9) / (5/2 - (4 / 7/4)))
[98780] ['6/7', '9/8', '2', '7/2', '4'] -> ((6/7 / 2) / ((4 / 7/2) - 9/8))
[98781] ['3/7', '6/5', '3', '9/2', '9'] -> ((9/2 / (3/7 / 3)) - (9 / 6/5))
[98782] ['1/4', '4/5', '1', '7/4', '2'] -> ((7/4 + (1 / 4/5)) / (1/4 / 2))
[98783] ['1/5', '7/9', '1', '1', '4/3'] -> (4/3 / ((1 / (1/5 + 1)) - 7/9))
[98784] ['1/4', '4/5', '9/8', '5', '6'] -> (6 + ((9/8 * 5) / (1/4 / 4/5)))
[98785] ['4/9', '8/7', '5/2', '6', '9'] -> (9 / ((5/2 / 4/9) - (6 / 8/7)))
[98786] ['1/4', '6/5', '7/3', '8', '8'] -> ((8 / 6/5) + (8 + (7/3 / 1/4)))
[98787] ['9/8', '9/5', '9/2', '5', '9'] -> ((9 * (9/5 * 5)) / (9/2 - 9/8))
[98788] ['1/4', '4/5', '1', '2', '9/4'] -> ((9/4 + ((1 + 2) / 4/5)) / 1/4)
[98789] ['1/6', '3/4', '9/5', '5', '9'] -> ((5 + 9) / (1/6 + (3/4 / 9/5)))
[98790] ['1/7', '8/7', '7/2', '8', '9'] -> ((7/2 * (9 - 1/7)) - (8 / 8/7))
[98791] ['1/4', '6/5', '7/2', '8', '8'] -> ((8 * 8) / ((7/2 / 6/5) - 1/4))
[98792] ['1/5', '7/9', '1', '1', '8/5'] -> (8/5 / (1 - (7/9 * (1/5 + 1))))
[98793] ['5/7', '6/5', '9/4', '3', '8'] -> (3 + ((9/4 * 8) / (5/7 * 6/5)))
[98794] ['7/9', '9/5', '9/4', '4', '4'] -> ((7/9 / (9/4 - (4 / 9/5))) - 4)
[98795] ['1/7', '7/6', '6/5', '8', '9'] -> ((7/6 * 6/5) * (9 + (1/7 + 8)))
[98796] ['6/7', '8/7', '9/5', '2', '4'] -> ((9/5 * 4) * (2 + (8/7 / 6/7)))
[98797] ['1/3', '8/9', '6/5', '6', '7'] -> ((8/9 - 1/3) * (6/5 + (6 * 7)))
[98798] ['1/6', '7/9', '7/8', '5', '9'] -> ((1/6 / (7/8 - 7/9)) * (5 + 9))
[98799] ['5/7', '6/5', '3', '7/2', '8'] -> ((6/5 * 7/2) * (8 + (5/7 - 3)))
[98800] ['3/7', '5/4', '5/2', '3', '9'] -> ((3/7 + 3) * (9 - (5/2 / 5/4)))
[98801] ['7/9', '9/5', '5/2', '4', '4'] -> (5/2 * (4 + (4 * (7/9 * 9/5))))
[98802] ['1/3', '8/9', '9/7', '6', '7'] -> (8/9 * ((9/7 * 7) + (6 / 1/3)))
[98803] ['1/4', '9/7', '7/5', '8', '8'] -> ((8 + (8 / (1/4 * 7/5))) / 9/7)
[98804] ['3/7', '5/4', '3', '9/2', '9'] -> (9 / (9/2 * (3 - (5/4 / 3/7))))
[98805] ['1/6', '7/9', '6/5', '5', '9'] -> (5 * ((7/9 / 1/6) + (6/5 / 9)))
[98806] ['7/9', '9/5', '7/2', '4', '4'] -> (7/2 * (4 + (4 / (7/9 * 9/5))))
[98807] ['1/2', '8/9', '1', '9/5', '3'] -> (3 / ((1 / (8/9 * 9/5)) - 1/2))
[98808] ['1/5', '7/9', '1', '1', '5/2'] -> ((7/9 + 1) * (1 + (5/2 / 1/5)))
[98809] ['7/9', '9/5', '4', '4', '9/2'] -> (9/2 * ((7/9 * 4) + (4 / 9/5)))
[98810] ['1/4', '9/7', '5/3', '8', '8'] -> (9/7 * ((8 / 1/4) - (5/3 * 8)))
[98811] ['1/5', '7/9', '1', '1', '8/3'] -> (8/3 / (((1 - 7/9) / 1/5) - 1))
[98812] ['1/7', '7/6', '7/2', '8', '9'] -> ((7/2 - 7/6) * (9 * (1/7 * 8)))
[98813] ['6/7', '7/6', '5/3', '2', '4'] -> (4 / ((6/7 * 7/6) - (5/3 / 2)))
[98814] ['1/3', '8/9', '5/2', '6', '7'] -> ((6 * (5/2 + (8/9 / 1/3))) - 7)
[98815] ['1/7', '6/5', '6/5', '8', '9'] -> ((6/5 / (1/7 * 6/5)) + (8 + 9))
[98816] ['1/4', '9/7', '9/5', '8', '8'] -> ((8 / 9/7) + (8 / (1/4 * 9/5)))
[98817] ['1/4', '6/7', '7/8', '1', '2'] -> ((1/4 * 2) / ((7/8 / 6/7) - 1))
[98818] ['6/7', '7/6', '9/5', '2', '4'] -> ((7/6 * 9/5) * (4 * (6/7 + 2)))
[98819] ['4/9', '6/5', '7/5', '6', '9'] -> ((6 / 4/9) + (9 / (6/5 / 7/5)))
[98820] ['1/2', '1', '9/8', '5/4', '3'] -> (1 / ((1/2 / 3) + (9/8 - 5/4)))
[98821] ['7/9', '9/4', '7/2', '4', '4'] -> (4 * (4 + (7/2 / (7/9 * 9/4))))
[98822] ['3/7', '4/3', '5/2', '3', '9'] -> ((3 + 9) / (3/7 * (5/2 - 4/3)))
[98823] ['1/3', '9/8', '8/7', '6', '7'] -> ((8/7 * 7) + (6 / (1/3 * 9/8)))
[98824] ['6/7', '7/6', '2', '9/4', '4'] -> (6/7 / (4 - (9/4 + (2 / 7/6))))
[98825] ['5/7', '5/4', '7/3', '3', '8'] -> ((8 / 5/4) / ((7/3 / 5/7) - 3))
[98826] ['1/2', '1', '9/8', '9/7', '3'] -> (1 / ((3 * (1/2 / 9/7)) - 9/8))
[98827] ['1/4', '9/7', '7/3', '8', '8'] -> ((9/7 * 8) + (8 / (1/4 * 7/3)))
[98828] ['1/5', '4/5', '4/5', '1', '1'] -> (4/5 / ((1 / (1/5 + 1)) - 4/5))
[98829] ['1/3', '9/8', '6/5', '6', '7'] -> ((7 / (1/3 + 9/8)) / (6/5 / 6))
[98830] ['1/2', '1', '9/8', '8/5', '3'] -> (3 / ((1 / (1/2 * 8/5)) - 9/8))
[98831] ['1/7', '6/5', '4/3', '8', '9'] -> (9 * ((4/3 / 1/7) - (8 / 6/5)))
[98832] ['3/7', '7/5', '9/4', '3', '9'] -> (((7/5 * 9/4) * (9 - 3/7)) - 3)
[98833] ['1/4', '9/7', '8/3', '8', '8'] -> (9/7 * (8/3 + (8 * (1/4 * 8))))
[98834] ['1/6', '7/9', '9/4', '5', '9'] -> (((9/4 * (7/9 + 5)) - 9) / 1/6)
[98835] ['1/4', '6/7', '8/5', '5', '6'] -> ((6/7 * 5) * (6 - (1/4 * 8/5)))
[98836] ['1/7', '6/5', '5/3', '8', '9'] -> (8 * ((6/5 / 1/7) - (9 / 5/3)))
[98837] ['4/9', '6/5', '7/2', '6', '9'] -> (6/5 * (6 + (9 * (4/9 * 7/2))))
[98838] ['3/7', '7/5', '3', '9/2', '9'] -> ((9/2 * ((9 / 7/5) - 3/7)) - 3)
[98839] ['6/7', '6/5', '7/5', '2', '4'] -> (2 / ((7/5 / (6/5 - 6/7)) - 4))
[98840] ['8/7', '7/6', '5/4', '5', '9'] -> (9 * ((5 / 5/4) - (8/7 * 7/6)))
[98841] ['1/4', '6/7', '1', '4/3', '2'] -> (2 / ((1/4 - 4/3) + (1 / 6/7)))
[98842] ['1/7', '6/5', '7/4', '8', '9'] -> ((8 - (9 / 7/4)) / (1/7 / 6/5))
[98843] ['7/9', '5/2', '4', '4', '9/2'] -> ((5/2 * 4) + (9/2 * (7/9 * 4)))
[98844] ['1/5', '4/5', '1', '1', '4/3'] -> ((1/5 + 1) / (4/5 - (1 / 4/3)))
[98845] ['1/4', '6/7', '7/3', '5', '6'] -> ((5 / 1/4) + (6 - (6/7 * 7/3)))
[98846] ['1/6', '4/5', '9/8', '5', '9'] -> (((9 / 9/8) - (4/5 * 5)) / 1/6)
[98847] ['1/7', '6/5', '9/4', '8', '9'] -> (6/5 * ((9 / (1/7 * 9/4)) - 8))
[98848] ['1/2', '1', '8/7', '5/4', '3'] -> (3 / ((1/2 - 5/4) + (1 / 8/7)))
[98849] ['7/9', '7/2', '7/2', '4', '4'] -> ((7/2 + (7/2 / 7/9)) + (4 * 4))
[98850] ['1/4', '6/7', '5/2', '5', '6'] -> (5 + (6 * (1/4 + (5/2 / 6/7))))
[98851] ['1/4', '7/5', '5/3', '8', '8'] -> (8 / ((7/5 * 5/3) - (1/4 * 8)))
[98852] ['7/9', '7/2', '4', '4', '9/2'] -> ((4 * (7/2 + (7/9 * 9/2))) - 4)
[98853] ['1/5', '4/5', '1', '1', '8/5'] -> ((1 + 1) / (1/5 / (4/5 + 8/5)))
[98854] ['1/2', '1', '8/7', '4/3', '3'] -> (1 / ((4/3 / 1/2) - (3 / 8/7)))
[98855] ['8/7', '7/6', '9/5', '5', '9'] -> ((8/7 * 7/6) * (9 + (9/5 * 5)))
[98856] ['4/5', '4/5', '6/7', '4', '4'] -> ((4 / ((4/5 / 4/5) - 6/7)) - 4)
[98857] ['1/5', '4/5', '1', '1', '5/3'] -> ((1 + 5/3) / (1/5 / (4/5 + 1)))
[98858] ['1/2', '1', '8/7', '7/5', '3'] -> (3 / (((1 / 8/7) / 7/5) - 1/2))
[98859] ['1/4', '6/7', '1', '9/5', '2'] -> ((1 + (2 / 6/7)) / (1/4 / 9/5))
[98860] ['1/3', '8/7', '3/2', '6', '7'] -> ((3/2 * 6) * (7 * (1/3 * 8/7)))
[98861] ['1/4', '6/7', '9/2', '5', '6'] -> (6 * ((9/2 / 6/7) - (1/4 * 5)))
[98862] ['1/5', '4/5', '1', '1', '7/4'] -> ((1/5 + 1) / ((4/5 + 1) - 7/4))
[98863] ['5/7', '4/3', '3', '9/2', '8'] -> ((3 - 5/7) * (9/2 + (8 / 4/3)))
[98864] ['8/7', '7/6', '5/2', '5', '9'] -> ((9 * (8/7 * 7/6)) / (5/2 / 5))
[98865] ['1/4', '7/8', '8/9', '5', '6'] -> (6 * (5 - (8/9 * (1/4 + 7/8))))
[98866] ['1/2', '1', '8/7', '5/3', '3'] -> (1 / ((1/2 * 3) - (5/3 / 8/7)))
[98867] ['6/7', '6/5', '2', '8/3', '4'] -> ((6/5 * 4) * (8/3 + (2 / 6/7)))
[98868] ['4/9', '9/7', '7/5', '6', '9'] -> (7/5 * (((9/7 + 9) / 4/9) - 6))
[98869] ['1/4', '7/5', '7/2', '8', '8'] -> (7/5 * (8 + (8 / (1/4 * 7/2))))
[98870] ['1/3', '8/7', '9/5', '6', '7'] -> ((8/7 * 7) * ((6 / 9/5) - 1/3))
[98871] ['3/7', '8/5', '8/3', '3', '9'] -> ((8/3 + 9) * (3 * (3/7 * 8/5)))
[98872] ['1/4', '7/8', '6/5', '5', '6'] -> ((5 * 6) * ((7/8 * 6/5) - 1/4))
[98873] ['5/7', '7/5', '7/4', '3', '8'] -> ((7/5 + 3) + (8 / (5/7 / 7/4)))
[98874] ['4/9', '9/7', '8/5', '6', '9'] -> ((9/7 * 8/5) * (9 + (4/9 * 6)))
[98875] ['8/7', '6/5', '5/4', '5', '9'] -> ((5/4 * (8/7 * 6/5)) * (5 + 9))
[98876] ['1/7', '5/4', '4/3', '8', '9'] -> ((8 / 4/3) / (9 - (5/4 / 1/7)))
[98877] ['1/4', '7/8', '9/7', '5', '6'] -> (6 * ((1/4 / 7/8) - (9/7 - 5)))
[98878] ['6/7', '5/4', '5/4', '2', '4'] -> (4 / ((5/4 + 5/4) - (2 / 6/7)))
[98879] ['4/5', '4/5', '7/3', '4', '4'] -> (4 / ((4 / (4/5 + 4/5)) - 7/3))
[98880] ['5/7', '7/5', '9/4', '3', '8'] -> (8 / ((3 / 9/4) - (5/7 * 7/5)))
[98881] ['1/6', '5/6', '8/7', '5', '9'] -> ((8/7 / (5/6 - 1/6)) * (5 + 9))
[98882] ['1/4', '3/2', '9/5', '8', '8'] -> (9/5 * ((8 / (1/4 * 3/2)) - 8))
[98883] ['1/7', '5/4', '7/5', '8', '9'] -> (8 + ((1/7 + 9) * (5/4 * 7/5)))
[98884] ['1/5', '4/5', '1', '1', '7/2'] -> (((4/5 * 7/2) + (1 + 1)) / 1/5)
[98885] ['6/7', '5/4', '9/7', '2', '4'] -> ((2 + 4) / ((9/7 / 6/7) - 5/4))
[98886] ['3/7', '5/3', '9/5', '3', '9'] -> ((5/3 * 3) * (9 - (9/5 / 3/7)))
[98887] ['1/4', '7/8', '7/5', '5', '6'] -> ((7/5 + 5) * (6 * (7/8 - 1/4)))
[98888] ['8/7', '6/5', '7/5', '5', '9'] -> ((8/7 * 7/5) * (9 + (6/5 * 5)))
[98889] ['4/9', '9/7', '7/4', '6', '9'] -> ((6 - (9/7 * 7/4)) + (9 / 4/9))
[98890] ['1/5', '4/5', '1', '1', '9/2'] -> (1 + ((1 + (4/5 * 9/2)) / 1/5))
[98891] ['5/7', '7/5', '3', '9/2', '8'] -> (8 / ((5/7 * 7/5) - (3 / 9/2)))
[98892] ['1/2', '1', '7/6', '7/6', '3'] -> ((1/2 + (7/6 * 3)) / (7/6 - 1))
[98893] ['1/2', '1', '7/6', '6/5', '3'] -> ((1 / (6/5 - 7/6)) - (3 / 1/2))
[98894] ['1/4', '7/8', '7/3', '5', '6'] -> ((6 * (7/8 + 7/3)) - (1/4 - 5))
[98895] ['1/6', '5/6', '7/4', '5', '9'] -> (5 / (5/6 * (7/4 - (1/6 * 9))))
[98896] ['6/7', '5/4', '3/2', '2', '4'] -> ((5/4 + (3/2 / 6/7)) * (2 * 4))
[98897] ['4/9', '9/7', '7/3', '6', '9'] -> (((9 / 9/7) - (7/3 - 6)) / 4/9)
[98898] ['1/4', '7/8', '1', '8/5', '2'] -> ((7/8 + 1) * (2 / (1/4 / 8/5)))
[98899] ['1/3', '7/6', '7/5', '6', '7'] -> (((7 / 7/5) - 1/3) / (7/6 / 6))
[98900] ['1/4', '8/9', '8/7', '5', '6'] -> ((5 - 8/7) * (6 + (1/4 * 8/9)))
[98901] ['1/6', '6/7', '7/8', '5', '9'] -> ((5 + 9) / ((6/7 * 7/8) - 1/6))
[98902] ['1/5', '5/6', '1', '1', '9/8'] -> (1 / ((1/5 * 5/6) + (1 - 9/8)))
[98903] ['4/5', '5/6', '8/7', '4', '4'] -> ((8/7 + 4) * (4 + (4/5 * 5/6)))
[98904] ['3/7', '9/5', '9/4', '3', '9'] -> ((9/4 + 3) * ((9 / 9/5) - 3/7))
[98905] ['1/4', '5/3', '7/2', '8', '8'] -> (7/2 / (1/4 - (5/3 / (8 + 8))))
[98906] ['6/7', '5/4', '7/4', '2', '4'] -> ((2 + 4) / ((6/7 * 7/4) - 5/4))
[98907] ['1/4', '5/3', '9/2', '8', '8'] -> ((1/4 * 9/2) * (8 + (5/3 * 8)))
[98908] ['1/2', '1', '7/6', '5/3', '3'] -> ((1 + 5/3) / (1/2 - (7/6 / 3)))
[98909] ['4/5', '5/6', '9/7', '4', '4'] -> ((9/7 * 4) * (4 + (4/5 * 5/6)))
[98910] ['8/7', '6/5', '5/2', '5', '9'] -> ((8/7 * 6/5) * ((5/2 * 9) - 5))
[98911] ['1/5', '5/6', '1', '1', '6/5'] -> (((1 / (1 - 5/6)) - 6/5) / 1/5)
[98912] ['1/4', '8/9', '5/4', '5', '6'] -> (6 + (5 / (5/4 * (1/4 * 8/9))))
[98913] ['4/5', '5/6', '7/5', '4', '4'] -> ((4 * (7/5 + (4 / 5/6))) - 4/5)
[98914] ['1/7', '5/4', '8/3', '8', '9'] -> ((9 + (8 / (1/7 * 8/3))) / 5/4)
[98915] ['5/7', '8/5', '5/3', '3', '8'] -> (8/5 * (8 + (3 / (5/7 / 5/3))))
[98916] ['1/4', '8/9', '8/9', '1', '2'] -> (((8/9 / (1 - 8/9)) - 2) / 1/4)
[98917] ['6/7', '5/4', '2', '7/3', '4'] -> (6/7 / ((5/4 / 7/3) - (2 / 4)))
[98918] ['1/3', '6/5', '9/7', '6', '7'] -> ((9/7 * 7) + (6 / (1/3 * 6/5)))
[98919] ['8/7', '6/5', '8/3', '5', '9'] -> ((8/3 - (8/7 / 6/5)) * (5 + 9))
[98920] ['1/2', '1', '7/6', '7/3', '3'] -> (3 * (1 + ((7/6 + 7/3) / 1/2)))
[98921] ['4/5', '5/6', '7/4', '4', '4'] -> (5/6 * (4/5 + (4 * (7/4 * 4))))
[98922] ['1/7', '5/4', '9/2', '8', '9'] -> ((5/4 * 8) + (9 / (1/7 * 9/2)))
[98923] ['6/7', '5/4', '2', '8/3', '4'] -> ((5/4 + 4) * (8/3 * (6/7 * 2)))
[98924] ['3/7', '9/4', '5/2', '3', '9'] -> ((5/2 / (3/7 - (3 / 9))) - 9/4)
[98925] ['1/7', '9/7', '8/5', '8', '9'] -> ((1/7 + 9) + (8/5 * (9/7 + 8)))
[98926] ['1/2', '1', '6/5', '7/5', '3'] -> ((1 + 7/5) / (1/2 - (6/5 / 3)))
[98927] ['1/6', '6/7', '4/3', '5', '9'] -> ((6/7 * 4/3) * ((5 / 1/6) - 9))
[98928] ['1/4', '8/9', '7/4', '5', '6'] -> (8/9 * ((5 * (6 - 1/4)) - 7/4))
[98929] ['5/7', '5/3', '7/4', '3', '8'] -> (7/4 * ((5/7 + 8) + (5/3 * 3)))
[98930] ['1/2', '1', '6/5', '8/5', '3'] -> (3 / (1/2 * (1 - (6/5 / 8/5))))
[98931] ['1/4', '7/3', '9/2', '8', '8'] -> ((7/3 - (8 / 8)) / (1/4 / 9/2))
[98932] ['1/3', '5/4', '9/7', '6', '7'] -> (6 / ((1/3 * 9/7) - (5/4 / 7)))
[98933] ['6/7', '9/7', '9/5', '2', '4'] -> (4 / ((9/7 / 2) - (6/7 / 9/5)))
[98934] ['8/7', '5/4', '8/5', '5', '9'] -> ((8/7 + 8/5) * (9 - (5/4 / 5)))
[98935] ['1/3', '5/4', '7/5', '6', '7'] -> (5/4 * (((7/5 + 7) / 1/3) - 6))
[98936] ['1/6', '6/7', '8/5', '5', '9'] -> (8/5 * ((1/6 + 9) + (5 / 6/7)))
[98937] ['1/7', '9/7', '7/2', '8', '9'] -> ((7/2 * (8 + (1/7 + 9/7))) - 9)
[98938] ['2/7', '2/7', '2/5', '8', '8'] -> (8 * ((2/7 / 2/5) + (2/7 * 8)))
[98939] ['1/5', '5/6', '1', '1', '7/3'] -> (((1 + 1) + (7/3 / 5/6)) / 1/5)
[98940] ['1/6', '6/7', '5/3', '5', '9'] -> (5 + (9 * (1/6 + (5/3 / 6/7))))
[98941] ['1/4', '8/9', '7/2', '5', '6'] -> ((6 / 8/9) - (1/4 - (7/2 * 5)))
[98942] ['4/5', '6/7', '6/5', '4', '4'] -> (4/5 / (6/5 - (4 / (6/7 * 4))))
[98943] ['1/2', '1', '6/5', '9/4', '3'] -> (3 / ((1 / 1/2) - (9/4 / 6/5)))
[98944] ['4/9', '7/5', '8/3', '6', '9'] -> (8/3 / (((9 - 4/9) / 7/5) - 6))
[98945] ['1/7', '4/3', '7/5', '8', '9'] -> (8 / ((1/7 * 9) - (4/3 / 7/5)))
[98946] ['4/9', '4/9', '5/8', '3', '9'] -> ((3 / (4/9 + 5/8)) * (9 - 4/9))
[98947] ['4/5', '6/7', '5/4', '4', '4'] -> ((4 / ((4/5 * 5/4) - 6/7)) - 4)
[98948] ['4/9', '7/5', '7/2', '6', '9'] -> (9 / (6 - (7/2 / (4/9 * 7/5))))
[98949] ['1/2', '1', '6/5', '8/3', '3'] -> ((8/3 * 3) / ((1 / 6/5) - 1/2))
[98950] ['1/4', '9/8', '5/4', '5', '6'] -> (6 + (5 / (5/4 * (1/4 / 9/8))))
[98951] ['1/6', '6/7', '9/4', '5', '9'] -> ((1/6 + (5 / 6/7)) / (9/4 / 9))
