[1] ['1', '1', '1', '1', '7'] -> (((1 + 1) + 1) * (1 + 7))
[1266] ['9', '10', '15', '24', '29'] -> ((((10 + 29) * 15) - 9) / 24)
[1267] ['9', '10', '16', '16', '19'] -> (((19 + 9) * 10) - (16 * 16))
[1268] ['9', '10', '11', '20', '21'] -> (((11 * 21) + 9) / (20 - 10))
[1269] ['9', '10', '16', '26', '26'] -> (9 / ((26 / 26) - (10 / 16)))
[1270] ['9', '10', '17', '17', '17'] -> ((((17 * 17) + 17) / 9) - 10)
[1271] ['9', '10', '17', '17', '19'] -> ((((17 * 19) - 17) / 9) - 10)
[1272] ['9', '11', '11', '14', '26'] -> (((11 + 14) * (11 - 9)) - 26)
[1273] ['9', '11', '11', '25', '25'] -> (((25 / 25) + 11) * (11 - 9))
[1274] ['9', '11', '11', '29', '29'] -> (((29 / 29) + 11) * (11 - 9))
[1275] ['9', '11', '11', '30', '30'] -> (((30 / 30) + 11) * (11 - 9))
[1276] ['9', '11', '11', '16', '25'] -> (((25 / (11 - 9)) - 11) * 16)
[1277] ['9', '11', '11', '18', '30'] -> (((11 / 11) + (30 / 18)) * 9)
[1278] ['9', '11', '11', '19', '19'] -> (((19 / 19) + 11) * (11 - 9))
[1279] ['9', '11', '11', '20', '20'] -> (((20 / 20) + 11) * (11 - 9))
[1280] ['9', '11', '15', '15', '28'] -> ((((15 * 28) + 9) / 11) - 15)
[1281] ['9', '11', '14', '20', '26'] -> ((((11 * 26) + 14) / 20) + 9)
[1282] ['9', '11', '11', '11', '11'] -> (((11 / 11) + 11) * (11 - 9))
[1283] ['9', '11', '11', '11', '20'] -> (((11 + 11) * (11 - 9)) - 20)
[1284] ['9', '11', '17', '28', '28'] -> ((((11 + 28) * 17) + 9) / 28)
[1285] ['9', '11', '17', '17', '28'] -> ((((11 * 17) + 9) / 28) + 17)
[1286] ['9', '11', '17', '19', '26'] -> ((((19 * 9) + 11) / 26) + 17)
[1287] ['9', '11', '25', '25', '30'] -> (((11 / 25) + (9 / 25)) * 30)
[1288] ['9', '11', '20', '25', '25'] -> ((((11 * 25) + 25) / 20) + 9)
[1289] ['9', '11', '20', '26', '26'] -> ((((26 * 9) + 26) / 20) + 11)
[1290] ['9', '12', '17', '17', '25'] -> (((25 / 17) + (9 / 17)) * 12)
[1291] ['9', '11', '17', '26', '29'] -> ((17 * 26) - ((29 + 9) * 11))
[1292] ['9', '12', '19', '25', '29'] -> (((19 * 25) + 29) / (12 + 9))
[1293] ['9', '13', '14', '19', '29'] -> (((29 - 14) * 13) - (19 * 9))
[1294] ['9', '13', '13', '19', '27'] -> (((13 * 9) + 27) / (19 - 13))
[1295] ['9', '12', '29', '30', '30'] -> (((30 * 30) + 12) / (29 + 9))
[1296] ['9', '13', '15', '18', '22'] -> ((((13 * 9) + 15) / 22) + 18)
[1297] ['9', '13', '15', '18', '29'] -> ((((13 + 29) * 9) - 18) / 15)
[1298] ['9', '13', '19', '19', '30'] -> ((((19 + 19) * 9) - 30) / 13)
[1299] ['9', '13', '14', '26', '30'] -> (26 - ((14 + 30) / (13 + 9)))
[1300] ['9', '13', '15', '28', '30'] -> (28 / ((13 / 15) + (9 / 30)))
[1301] ['9', '13', '13', '25', '30'] -> ((((13 + 25) * 9) - 30) / 13)
[1302] ['9', '13', '21', '25', '30'] -> (((21 + 25) * 9) - (13 * 30))
[1303] ['9', '13', '14', '23', '23'] -> ((((23 - 13) * 23) - 14) / 9)
[1304] ['9', '13', '23', '23', '30'] -> (((23 + 23) * 9) - (13 * 30))
[1305] ['9', '13', '17', '24', '28'] -> ((((17 + 28) * 13) - 9) / 24)
[1306] ['9', '13', '17', '26', '27'] -> (26 - ((17 + 27) / (13 + 9)))
[1307] ['9', '13', '18', '18', '26'] -> ((((26 - 13) * 18) - 18) / 9)
[1308] ['9', '14', '14', '23', '29'] -> ((((29 - 14) * 23) - 9) / 14)
[1309] ['9', '14', '14', '19', '28'] -> ((((14 * 9) + 14) / 28) + 19)
[1310] ['9', '14', '14', '19', '30'] -> (((19 - 14) * 30) - (14 * 9))
[1311] ['9', '15', '15', '26', '30'] -> (((30 / 9) - (26 / 15)) * 15)
[1312] ['9', '14', '19', '22', '24'] -> ((((19 * 22) + 14) / 9) - 24)
[1313] ['9', '16', '16', '16', '20'] -> ((((16 * 9) + 16) / 20) + 16)
[1314] ['9', '15', '16', '23', '29'] -> ((((23 - 15) * 29) - 16) / 9)
[1315] ['9', '14', '23', '26', '29'] -> (((26 * 29) + 14) / (23 + 9))
[1316] ['9', '17', '18', '19', '19'] -> ((((19 * 19) + 17) / 9) - 18)
[1317] ['9', '16', '23', '23', '28'] -> (((23 - 9) * 28) - (16 * 23))
[1318] ['9', '16', '16', '23', '29'] -> (9 / ((29 / 16) - (23 / 16)))
[1319] ['9', '16', '21', '29', '29'] -> ((((29 - 21) * 29) - 16) / 9)
[1320] ['9', '16', '22', '22', '25'] -> ((((22 * 25) - 22) / 16) - 9)
[1321] ['9', '16', '17', '25', '29'] -> ((((25 - 17) * 29) - 16) / 9)
[1322] ['9', '17', '17', '17', '22'] -> ((((17 / 17) + 17) / 9) + 22)
[1323] ['9', '17', '17', '17', '26'] -> (26 - (((17 / 17) + 17) / 9))
[1324] ['9', '17', '17', '18', '30'] -> (((17 / 17) + (30 / 18)) * 9)
[1325] ['9', '17', '17', '25', '30'] -> ((((17 + 25) * 9) + 30) / 17)
[1326] ['9', '18', '18', '23', '23'] -> ((((23 + 23) * 9) + 18) / 18)
[1327] ['9', '18', '18', '25', '25'] -> ((((25 + 25) * 9) - 18) / 18)
[1328] ['9', '18', '18', '26', '26'] -> ((((18 * 26) - 18) / 9) - 26)
[1329] ['9', '18', '23', '23', '30'] -> (((23 / 23) + (30 / 18)) * 9)
[1330] ['9', '17', '19', '23', '30'] -> ((((19 + 23) * 9) + 30) / 17)
[1331] ['9', '18', '19', '19', '30'] -> (((19 / 19) + (30 / 18)) * 9)
[1332] ['9', '18', '19', '24', '26'] -> (((18 * 19) + (26 * 9)) / 24)
[1333] ['9', '17', '22', '22', '30'] -> (((22 + 30) / (17 + 9)) + 22)
[1334] ['9', '17', '22', '28', '28'] -> ((((28 / 28) + 17) / 9) + 22)
[1335] ['9', '17', '23', '23', '26'] -> (26 - (((23 / 23) + 17) / 9))
[1336] ['9', '17', '23', '23', '27'] -> (((17 / 9) - (23 / 23)) * 27)
[1337] ['9', '17', '25', '25', '30'] -> ((((17 * 25) + 25) / 30) + 9)
[1338] ['9', '17', '25', '27', '27'] -> (((25 * 27) - (17 * 27)) / 9)
[1339] ['9', '17', '25', '29', '30'] -> ((17 * 30) - ((25 + 29) * 9))
[1340] ['9', '17', '26', '26', '29'] -> ((((26 + 9) * 17) + 29) / 26)
[1341] ['9', '17', '27', '28', '28'] -> (((17 / 9) - (28 / 28)) * 27)
[1342] ['9', '20', '22', '27', '27'] -> ((20 / ((27 / 27) + 9)) + 22)
[1343] ['9', '19', '21', '22', '27'] -> ((22 * 27) - ((21 + 9) * 19))
[1344] ['9', '18', '29', '29', '30'] -> (((29 / 29) + (30 / 18)) * 9)
[1345] ['9', '18', '30', '30', '30'] -> (((30 / 18) + (30 / 30)) * 9)
[1346] ['9', '21', '25', '25', '26'] -> ((((25 / 25) + 26) / 9) + 21)
[1347] ['9', '20', '25', '25', '26'] -> (26 - (20 / ((25 / 25) + 9)))
[1348] ['9', '19', '27', '27', '27'] -> (((27 * 27) - (19 * 27)) / 9)
[1349] ['9', '20', '20', '20', '22'] -> ((20 / ((20 / 20) + 9)) + 22)
[1350] ['9', '20', '20', '20', '26'] -> (26 - (20 / ((20 / 20) + 9)))
[1351] ['9', '20', '20', '20', '28'] -> ((((20 * 20) + 20) / 28) + 9)
[1352] ['9', '21', '21', '28', '28'] -> (((28 / 21) + (28 / 21)) * 9)
[1353] ['9', '21', '22', '22', '30'] -> ((30 / ((22 / 22) + 9)) + 21)
[1354] ['9', '20', '28', '28', '29'] -> ((28 * 28) - ((29 + 9) * 20))
[1355] ['9', '21', '21', '21', '26'] -> ((((21 / 21) + 26) / 9) + 21)
[1356] ['9', '21', '29', '29', '30'] -> ((30 / ((29 / 29) + 9)) + 21)
[1357] ['10', '10', '10', '11', '16'] -> (((10 + 10) * 10) - (11 * 16))
[1358] ['10', '10', '10', '12', '16'] -> (((10 + 10) * (12 - 10)) - 16)
[1359] ['10', '10', '10', '10', '21'] -> ((((10 + 10) + 10) / 10) + 21)
[1360] ['10', '10', '10', '10', '27'] -> (27 - (((10 + 10) + 10) / 10))
[1361] ['10', '10', '10', '19', '26'] -> (26 - (((10 / 10) + 19) / 10))
[1362] ['10', '10', '12', '13', '13'] -> (((10 / 10) + (13 / 13)) * 12)
[1363] ['10', '10', '10', '21', '29'] -> ((((10 / 10) + 29) / 10) + 21)
[1364] ['10', '10', '10', '25', '28'] -> (((28 / 10) - (10 / 25)) * 10)
[1365] ['10', '10', '10', '27', '29'] -> (27 - (((10 / 10) + 29) / 10))
[1366] ['10', '10', '11', '11', '16'] -> (((10 * 11) + 10) / (16 - 11))
[1367] ['10', '10', '12', '21', '21'] -> (((10 / 10) + (21 / 21)) * 12)
[1368] ['10', '10', '12', '23', '23'] -> (((10 / 10) + (23 / 23)) * 12)
[1369] ['10', '10', '12', '27', '27'] -> (((10 / 10) + (27 / 27)) * 12)
[1370] ['10', '10', '13', '19', '22'] -> ((((10 + 19) * 10) + 22) / 13)
[1371] ['10', '10', '13', '16', '30'] -> ((((13 * 30) + 10) / 10) - 16)
[1372] ['10', '10', '11', '23', '25'] -> (((10 / 10) + 11) * (25 - 23))
[1373] ['9', '23', '28', '29', '29'] -> ((((29 - 9) * 29) - 28) / 23)
[1374] ['9', '23', '29', '29', '30'] -> ((((29 + 29) * 9) + 30) / 23)
[1375] ['10', '10', '13', '14', '21'] -> (((21 - 10) * 14) - (10 * 13))
[1376] ['9', '25', '25', '29', '30'] -> (((29 / 25) - (9 / 25)) * 30)
[1377] ['10', '10', '16', '21', '23'] -> (((10 + 10) * (23 - 21)) - 16)
[1378] ['10', '10', '15', '21', '21'] -> (((10 / 15) + (10 / 21)) * 21)
[1379] ['10', '10', '15', '23', '26'] -> (26 - (23 / ((15 / 10) + 10)))
[1380] ['10', '10', '17', '21', '30'] -> (((17 / 10) + (21 / 30)) * 10)
[1381] ['10', '10', '17', '22', '23'] -> (((17 + 23) / (10 + 10)) + 22)
[1382] ['10', '10', '18', '22', '22'] -> (((18 + 22) / (10 + 10)) + 22)
[1383] ['10', '10', '18', '22', '25'] -> ((((18 * 25) + 10) / 10) - 22)
[1384] ['10', '10', '14', '18', '25'] -> ((((10 * 14) + 10) / 25) + 18)
[1385] ['10', '10', '22', '23', '29'] -> (((10 * 29) + 22) / (23 - 10))
[1386] ['10', '10', '15', '26', '29'] -> (26 - (((10 / 10) + 29) / 15))
[1387] ['10', '10', '20', '21', '27'] -> (((10 * 21) + (10 * 27)) / 20)
[1388] ['10', '10', '20', '23', '23'] -> ((((20 * 23) + 10) / 10) - 23)
[1389] ['10', '10', '19', '20', '29'] -> (((10 * 19) + (10 * 29)) / 20)
[1390] ['10', '10', '16', '23', '25'] -> (((10 + 10) * (25 - 23)) - 16)
[1391] ['10', '10', '16', '25', '27'] -> (((10 + 10) * (27 - 25)) - 16)
[1392] ['10', '10', '16', '27', '29'] -> (((10 + 10) * (29 - 27)) - 16)
[1393] ['10', '10', '17', '17', '20'] -> (((20 / 10) - (10 / 17)) * 17)
[1394] ['10', '10', '17', '27', '30'] -> (((17 * 30) - (10 * 27)) / 10)
[1395] ['10', '10', '17', '28', '28'] -> ((((10 + 28) * 10) + 28) / 17)
[1396] ['10', '11', '13', '13', '27'] -> (((27 - 13) * 11) - (10 * 13))
[1397] ['10', '11', '13', '21', '27'] -> ((((11 + 27) * 13) + 10) / 21)
[1398] ['10', '11', '14', '25', '26'] -> (((14 * 25) + 10) / (26 - 11))
[1399] ['10', '11', '15', '15', '28'] -> ((((28 - 11) * 15) - 15) / 10)
[1400] ['10', '12', '12', '27', '29'] -> (27 - (((12 / 12) + 29) / 10))
[1401] ['10', '12', '12', '23', '28'] -> (10 / ((28 / 12) - (23 / 12)))
[1402] ['10', '11', '27', '29', '29'] -> ((((29 + 29) * 11) + 10) / 27)
[1403] ['10', '11', '18', '26', '29'] -> (((10 + 11) * 26) - (18 * 29))
[1404] ['10', '12', '15', '23', '23'] -> (12 / ((15 / 10) - (23 / 23)))
[1405] ['10', '11', '17', '18', '28'] -> ((((11 + 28) * 10) + 18) / 17)
[1406] ['10', '11', '17', '19', '19'] -> ((((19 + 19) * 11) - 10) / 17)
[1407] ['10', '11', '17', '21', '25'] -> (((25 - 10) * 17) - (11 * 21))
[1408] ['10', '12', '17', '23', '23'] -> (10 / ((17 / 12) - (23 / 23)))
[1409] ['10', '12', '21', '21', '28'] -> (10 / ((21 / 12) - (28 / 21)))
[1410] ['10', '11', '16', '26', '26'] -> (26 - ((16 + 26) / (10 + 11)))
[1411] ['10', '11', '17', '28', '28'] -> (((17 * 28) + 28) / (10 + 11))
[1412] ['10', '11', '18', '18', '27'] -> (((18 * 27) + 18) / (10 + 11))
[1413] ['10', '11', '18', '18', '29'] -> (((18 * 29) - 18) / (10 + 11))
[1414] ['10', '13', '13', '15', '22'] -> (((10 + 13) * (15 - 13)) - 22)
[1415] ['10', '13', '13', '16', '20'] -> (((10 / 20) + (13 / 13)) * 16)
[1416] ['10', '13', '13', '18', '20'] -> ((((13 + 20) * 10) - 18) / 13)
[1417] ['10', '13', '13', '22', '22'] -> ((22 / ((13 / 13) + 10)) + 22)
[1418] ['10', '13', '18', '25', '25'] -> ((((25 * 25) - 13) / 18) - 10)
[1419] ['10', '14', '14', '16', '23'] -> ((((14 + 23) * 10) + 14) / 16)
[1420] ['10', '13', '16', '29', '30'] -> ((((13 * 30) + 16) / 29) + 10)
[1421] ['10', '13', '13', '23', '27'] -> ((((27 - 13) * 23) - 10) / 13)
[1422] ['10', '13', '13', '26', '28'] -> (((10 / 13) + (28 / 26)) * 13)
[1423] ['10', '13', '14', '14', '25'] -> (((25 - 14) * 14) - (10 * 13))
[1424] ['10', '14', '14', '19', '28'] -> (((10 / 28) + (19 / 14)) * 14)
[1425] ['10', '13', '14', '23', '25'] -> ((((25 - 14) * 23) - 13) / 10)
[1426] ['10', '13', '17', '21', '27'] -> (((10 + 13) * 21) - (17 * 27))
[1427] ['10', '13', '17', '24', '29'] -> ((((17 * 29) - 13) / 10) - 24)
[1428] ['10', '15', '15', '15', '26'] -> (((26 / 10) - (15 / 15)) * 15)
[1429] ['10', '13', '22', '27', '29'] -> (((10 + 13) * (29 - 27)) - 22)
[1430] ['10', '13', '19', '28', '29'] -> (((29 - 13) * 19) - (10 * 28))
[1431] ['10', '14', '14', '25', '29'] -> (((14 * 25) + 10) / (29 - 14))
[1432] ['10', '13', '23', '29', '29'] -> ((((29 * 29) + 10) / 23) - 13)
[1433] ['10', '15', '15', '17', '26'] -> (((10 + 15) * (17 - 15)) - 26)
[1434] ['10', '15', '17', '17', '26'] -> (((26 / 10) - (17 / 17)) * 15)
[1435] ['10', '16', '16', '16', '26'] -> ((((16 * 26) - 16) / 10) - 16)
[1436] ['10', '16', '20', '23', '23'] -> (((10 / 20) + (23 / 23)) * 16)
[1437] ['10', '16', '20', '29', '29'] -> (((10 / 20) + (29 / 29)) * 16)
[1438] ['10', '15', '21', '28', '28'] -> (((21 / 15) + (28 / 28)) * 10)
[1439] ['10', '16', '17', '17', '20'] -> (((10 / 20) + (17 / 17)) * 16)
[1440] ['10', '16', '25', '29', '29'] -> (((25 / 10) - (29 / 29)) * 16)
[1441] ['10', '16', '22', '25', '30'] -> (25 / ((22 / 16) - (10 / 30)))
[1442] ['10', '17', '17', '19', '26'] -> (26 - (((17 / 17) + 19) / 10))
[1443] ['10', '17', '17', '21', '29'] -> ((((17 / 17) + 29) / 10) + 21)
[1444] ['10', '16', '21', '26', '26'] -> ((((26 + 26) * 10) - 16) / 21)
[1445] ['10', '17', '19', '19', '27'] -> ((((19 * 19) + 17) / 27) + 10)
[1446] ['10', '17', '21', '22', '22'] -> ((((21 + 22) * 10) - 22) / 17)
[1447] ['10', '17', '21', '25', '25'] -> ((((17 * 25) + 25) / 10) - 21)
[1448] ['10', '17', '22', '22', '29'] -> ((22 * 22) - ((17 + 29) * 10))
[1449] ['10', '18', '18', '28', '28'] -> ((((18 + 28) * 10) - 28) / 18)
[1450] ['10', '17', '26', '28', '28'] -> ((((10 + 28) * 17) + 26) / 28)
[1451] ['10', '17', '27', '30', '30'] -> (((17 / 10) - (27 / 30)) * 30)
[1452] ['10', '17', '28', '30', '30'] -> (((10 + 17) * (30 - 28)) - 30)
[1453] ['10', '18', '18', '18', '21'] -> (((10 * 18) + (18 * 18)) / 21)
[1454] ['10', '16', '23', '27', '28'] -> (((10 * 28) + (16 * 23)) / 27)
[1455] ['10', '19', '19', '21', '29'] -> ((((19 / 19) + 29) / 10) + 21)
[1456] ['10', '19', '19', '22', '22'] -> ((22 / ((19 / 19) + 10)) + 22)
[1457] ['10', '19', '19', '23', '26'] -> (((19 * 19) + 23) / (26 - 10))
[1458] ['10', '19', '21', '21', '30'] -> ((((19 * 21) + 21) / 30) + 10)
[1459] ['10', '17', '25', '28', '30'] -> (((30 - 10) * 25) - (17 * 28))
[1460] ['10', '20', '23', '23', '28'] -> (((23 / 23) + (28 / 20)) * 10)
[1461] ['10', '18', '23', '23', '28'] -> ((((23 + 23) * 10) - 28) / 18)
[1462] ['10', '18', '27', '27', '27'] -> ((((27 - 10) * 27) - 27) / 18)
[1463] ['10', '19', '21', '28', '29'] -> ((((28 - 19) * 29) - 21) / 10)
[1464] ['10', '19', '22', '22', '27'] -> ((22 * 22) - ((19 + 27) * 10))
[1465] ['10', '20', '28', '29', '29'] -> (((28 / 20) + (29 / 29)) * 10)
[1466] ['10', '21', '29', '29', '29'] -> ((((29 / 29) + 29) / 10) + 21)
[1467] ['10', '22', '22', '22', '26'] -> (26 - (22 / ((22 / 22) + 10)))
[1468] ['10', '22', '22', '25', '25'] -> ((22 / ((25 / 25) + 10)) + 22)
[1469] ['10', '21', '27', '27', '29'] -> ((((27 / 27) + 29) / 10) + 21)
[1470] ['10', '21', '28', '28', '28'] -> (((28 * 28) - (10 * 28)) / 21)
[1471] ['10', '22', '25', '25', '26'] -> (26 - (22 / ((25 / 25) + 10)))
[1472] ['10', '22', '25', '25', '28'] -> ((((25 + 25) * 10) + 28) / 22)
[1473] ['10', '22', '26', '29', '29'] -> (26 - (22 / ((29 / 29) + 10)))
[1474] ['10', '21', '22', '25', '30'] -> (((21 * 25) + (30 / 10)) / 22)
[1475] ['10', '21', '23', '23', '29'] -> ((((23 / 23) + 29) / 10) + 21)
[1476] ['11', '11', '11', '11', '21'] -> ((((11 + 11) + 11) / 11) + 21)
[1477] ['11', '11', '11', '11', '27'] -> (27 - (((11 + 11) + 11) / 11))
[1478] ['10', '22', '22', '30', '30'] -> ((22 / ((30 / 30) + 10)) + 22)
[1479] ['10', '22', '23', '29', '29'] -> ((((29 - 10) * 29) - 23) / 22)
[1480] ['10', '21', '21', '22', '28'] -> (((10 * 21) + (21 * 22)) / 28)
[1481] ['10', '21', '21', '23', '29'] -> ((((21 * 21) + 29) / 10) - 23)
[1482] ['10', '21', '21', '29', '30'] -> ((((30 - 21) * 29) - 21) / 10)
[1483] ['10', '21', '22', '22', '25'] -> ((22 * 22) - ((21 + 25) * 10))
[1484] ['10', '21', '22', '22', '29'] -> ((((22 / 22) + 29) / 10) + 21)
[1485] ['10', '22', '28', '28', '29'] -> (((10 + 28) * 22) - (28 * 29))
[1486] ['11', '11', '11', '14', '16'] -> (((11 / 11) + 11) * (16 - 14))
[1487] ['11', '11', '11', '15', '17'] -> (((11 / 11) + 11) * (17 - 15))
[1488] ['10', '23', '28', '29', '29'] -> ((((29 + 29) * 10) - 28) / 23)
[1489] ['11', '11', '12', '15', '15'] -> (((11 / 11) + (15 / 15)) * 12)
[1490] ['10', '19', '26', '27', '27'] -> (26 - (((27 / 27) + 19) / 10))
[1491] ['10', '19', '28', '28', '30'] -> ((28 * 28) - ((10 + 30) * 19))
[1492] ['11', '11', '11', '27', '29'] -> (((11 / 11) + 11) * (29 - 27))
[1493] ['11', '11', '11', '28', '30'] -> (((11 / 11) + 11) * (30 - 28))
[1494] ['11', '11', '12', '14', '14'] -> (((11 / 11) + (14 / 14)) * 12)
[1495] ['10', '26', '26', '27', '29'] -> (27 - (((26 / 26) + 29) / 10))
[1496] ['11', '11', '11', '17', '22'] -> ((((17 * 22) + 11) / 11) - 11)
[1497] ['11', '11', '11', '19', '21'] -> (((11 / 11) + 11) * (21 - 19))
[1498] ['11', '11', '12', '18', '23'] -> (((11 * 11) + 23) / (18 - 12))
[1499] ['11', '11', '12', '19', '19'] -> (((11 / 11) + (19 / 19)) * 12)
[1500] ['11', '11', '12', '20', '20'] -> (((11 / 11) + (20 / 20)) * 12)
[1501] ['11', '11', '11', '21', '23'] -> (((11 / 11) + 11) * (23 - 21))
[1502] ['11', '11', '11', '21', '26'] -> (26 - (((11 / 11) + 21) / 11))
[1503] ['11', '11', '11', '22', '30'] -> (30 - (((11 * 11) + 11) / 22))
[1504] ['11', '11', '11', '25', '27'] -> (((11 / 11) + 11) * (27 - 25))
[1505] ['11', '11', '12', '30', '30'] -> (((11 / 11) + (30 / 30)) * 12)
[1506] ['11', '11', '13', '20', '29'] -> ((((11 + 20) * 11) - 29) / 13)
[1507] ['11', '11', '12', '22', '30'] -> (((30 / 11) - (12 / 22)) * 11)
[1508] ['11', '11', '12', '27', '27'] -> (((11 / 11) + (27 / 27)) * 12)
[1509] ['11', '11', '12', '28', '28'] -> (((11 / 11) + (28 / 28)) * 12)
[1510] ['11', '11', '14', '17', '18'] -> ((((11 + 18) * 11) + 17) / 14)
[1511] ['11', '11', '14', '17', '25'] -> (((11 + 11) * 17) - (14 * 25))
[1512] ['11', '11', '13', '17', '22'] -> ((((11 * 13) + 11) / 22) + 17)
[1513] ['11', '11', '13', '18', '25'] -> (((11 * 13) + 25) / (18 - 11))
[1514] ['11', '11', '13', '19', '22'] -> ((((19 * 22) - 11) / 11) - 13)
[1515] ['11', '11', '13', '19', '23'] -> (((11 * 11) + 23) / (19 - 13))
[1516] ['11', '11', '14', '21', '29'] -> ((((14 * 29) - 21) / 11) - 11)
[1517] ['11', '11', '14', '15', '15'] -> ((((11 * 11) + 14) / 15) + 15)
[1518] ['11', '11', '15', '21', '28'] -> (((28 - 11) * 15) - (11 * 21))
[1519] ['11', '11', '14', '27', '29'] -> (29 - (((11 * 11) + 14) / 27))
[1520] ['11', '11', '16', '18', '30'] -> (16 / ((30 / 18) - (11 / 11)))
[1521] ['11', '11', '16', '19', '25'] -> (((19 - 11) * 25) - (11 * 16))
[1522] ['11', '11', '16', '20', '22'] -> (((20 * 22) - (11 * 16)) / 11)
[1523] ['11', '11', '16', '22', '22'] -> (((22 / 11) - (11 / 22)) * 16)
[1524] ['11', '11', '16', '22', '23'] -> (((11 * 11) + 23) / (22 - 16))
[1525] ['11', '11', '16', '23', '26'] -> ((((11 + 26) * 11) - 23) / 16)
[1526] ['11', '11', '19', '29', '30'] -> ((((11 * 11) + 29) / 30) + 19)
[1527] ['11', '11', '20', '20', '21'] -> (((11 * 20) + 20) / (21 - 11))
[1528] ['11', '11', '18', '20', '20'] -> (((11 + 11) * (20 - 18)) - 20)
[1529] ['11', '11', '23', '23', '29'] -> (((11 * 11) + 23) / (29 - 23))
[1530] ['11', '11', '23', '25', '29'] -> (((11 * 11) + (23 * 25)) / 29)
[1531] ['11', '12', '12', '19', '26'] -> ((((11 + 26) * 12) + 12) / 19)
[1532] ['11', '11', '19', '22', '29'] -> (((11 * 19) + (11 * 29)) / 22)
[1533] ['11', '11', '19', '27', '30'] -> (((11 + 11) * 27) - (19 * 30))
[1534] ['11', '11', '18', '18', '20'] -> (((11 * 18) + 18) / (20 - 11))
[1535] ['11', '11', '18', '26', '26'] -> (26 - ((18 + 26) / (11 + 11)))
[1536] ['11', '11', '19', '19', '28'] -> ((((11 * 11) + 19) / 28) + 19)
[1537] ['11', '12', '15', '23', '23'] -> ((((23 * 23) + 11) / 15) - 12)
[1538] ['11', '12', '15', '27', '27'] -> (((12 + 27) * 11) - (15 * 27))
[1539] ['11', '12', '15', '30', '30'] -> ((((15 * 30) - 30) / 12) - 11)
[1540] ['11', '11', '16', '25', '28'] -> ((((11 + 11) * 28) - 16) / 25)
[1541] ['11', '11', '16', '29', '29'] -> ((16 * 29) - ((11 + 29) * 11))
[1542] ['11', '11', '17', '18', '21'] -> ((((11 + 18) * 17) + 11) / 21)
[1543] ['11', '12', '19', '19', '27'] -> (((11 / 19) + (27 / 19)) * 12)
[1544] ['11', '12', '17', '28', '29'] -> ((((11 * 29) + 17) / 28) + 12)
[1545] ['11', '12', '25', '25', '29'] -> ((((25 * 25) + 11) / 12) - 29)
[1546] ['11', '11', '20', '25', '27'] -> (((11 + 11) * (27 - 25)) - 20)
[1547] ['11', '11', '20', '27', '29'] -> (((11 + 11) * (29 - 27)) - 20)
[1548] ['11', '11', '20', '28', '30'] -> (((11 + 11) * (30 - 28)) - 20)
[1549] ['11', '11', '20', '29', '30'] -> ((((11 + 30) * 11) + 29) / 20)
[1550] ['11', '13', '15', '16', '29'] -> ((((15 + 16) * 11) - 29) / 13)
[1551] ['11', '12', '20', '20', '29'] -> (((11 / 20) + (29 / 20)) * 12)
[1552] ['11', '12', '13', '25', '28'] -> ((((13 * 25) + 11) / 28) + 12)
[1553] ['11', '13', '13', '18', '29'] -> ((((13 + 18) * 11) - 29) / 13)
[1554] ['11', '13', '13', '20', '25'] -> (((11 * 13) + 25) / (20 - 13))
[1555] ['11', '13', '13', '21', '26'] -> (26 - (((13 / 13) + 21) / 11))
[1556] ['11', '13', '17', '18', '19'] -> ((((11 + 19) * 13) + 18) / 17)
[1557] ['11', '13', '17', '18', '30'] -> (((17 * 30) - (11 * 18)) / 13)
[1558] ['11', '14', '14', '16', '27'] -> ((((16 * 27) - 14) / 11) - 14)
[1559] ['11', '14', '14', '17', '28'] -> ((((17 * 28) + 14) / 14) - 11)
[1560] ['11', '14', '15', '17', '26'] -> (((11 + 14) * (17 - 15)) - 26)
[1561] ['11', '14', '14', '15', '23'] -> ((((14 * 14) + 11) / 23) + 15)
[1562] ['11', '14', '14', '16', '17'] -> ((((11 * 14) + 16) / 17) + 14)
[1563] ['11', '14', '16', '16', '25'] -> (((25 / (16 - 14)) - 11) * 16)
[1564] ['11', '13', '16', '23', '25'] -> (((11 * 13) + 25) / (23 - 16))
[1565] ['11', '13', '16', '25', '27'] -> ((((16 * 27) - 25) / 11) - 13)
[1566] ['11', '14', '21', '21', '23'] -> ((((21 * 21) - 23) / 11) - 14)
[1567] ['11', '14', '16', '29', '29'] -> (((29 / 29) + 11) * (16 - 14))
[1568] ['11', '14', '17', '17', '25'] -> (((17 + 17) * 11) - (14 * 25))
[1569] ['11', '13', '18', '23', '25'] -> (((23 * 25) - (11 * 13)) / 18)
[1570] ['11', '13', '18', '27', '29'] -> ((18 * 27) - ((13 + 29) * 11))
[1571] ['11', '14', '19', '30', '30'] -> (((19 * 30) + 30) / (11 + 14))
[1572] ['11', '15', '15', '20', '20'] -> ((((11 + 20) * 15) + 15) / 20)
[1573] ['11', '15', '15', '23', '25'] -> (((15 / 15) + 11) * (25 - 23))
[1574] ['11', '15', '15', '23', '30'] -> (((23 / 15) - (11 / 15)) * 30)
[1575] ['11', '15', '15', '25', '28'] -> ((((11 + 28) * 15) + 15) / 25)
[1576] ['11', '15', '19', '26', '29'] -> ((((19 * 29) - 26) / 15) - 11)
