[913612] ['1/7', '1/8', '2/9', '7/6', '9/2'] -> ((2/9 / ((1/7 * 7/6) - 1/8)) * 9/2)
[914863] ['1/7', '1/8', '3/5', '3/5', '8/5'] -> ((((3/5 / 1/7) + 3/5) / 1/8) / 8/5)
[914871] ['1/7', '1/8', '3/5', '3/7', '3/7'] -> (3/7 / (((1/7 + 1/8) / 3/5) - 3/7))
[914875] ['1/7', '1/8', '3/5', '3/7', '4/7'] -> (4/7 / (1/8 * (3/7 - (1/7 / 3/5))))
[914879] ['1/7', '1/8', '3/5', '3/7', '5/4'] -> ((((3/7 / 1/7) - 3/5) / 1/8) * 5/4)
[914880] ['1/7', '1/8', '3/5', '3/7', '5/6'] -> (((3/5 + (3/7 / 1/7)) / 1/8) * 5/6)
[914886] ['1/7', '1/8', '3/5', '3/7', '7/2'] -> (((1/7 + (3/7 / 3/5)) / 1/8) * 7/2)
[914897] ['1/7', '1/8', '3/5', '3/7', '9/2'] -> ((((1/7 / 3/5) + 3/7) / 1/8) * 9/2)
[914899] ['1/7', '1/8', '3/5', '3/7', '9/5'] -> (9/5 / (((1/7 * 3/5) / 3/7) - 1/8))
[914915] ['1/7', '1/8', '3/5', '3/8', '6/7'] -> (6/7 / (1/8 - ((1/7 * 3/8) / 3/5)))
[914940] ['1/7', '1/8', '3/5', '4/3', '5/7'] -> ((3/5 / (1/8 - (1/7 / 4/3))) * 5/7)
[914948] ['1/7', '1/8', '3/5', '4/3', '7/5'] -> ((3/5 / (1/8 - (1/7 / 4/3))) / 7/5)
[914958] ['1/7', '1/8', '3/5', '4/3', '9/5'] -> (9/5 / ((1/8 / 1/7) - (3/5 * 4/3)))
[914959] ['1/7', '1/8', '3/5', '4/3', '9/7'] -> (9/7 / (((1/7 / 3/5) / 4/3) - 1/8))
[914968] ['1/7', '1/8', '3/5', '4/5', '5/7'] -> (5/7 / ((1/8 / 3/5) - (1/7 / 4/5)))
[914972] ['1/7', '1/8', '3/5', '4/5', '6/7'] -> ((((3/5 / 1/8) - 4/5) / 1/7) * 6/7)
[914973] ['1/7', '1/8', '3/5', '4/5', '7/2'] -> (((3/5 + (4/5 / 1/8)) - 1/7) * 7/2)
[914977] ['1/7', '1/8', '3/5', '4/5', '7/6'] -> ((((3/5 / 1/8) - 4/5) / 1/7) / 7/6)
[914986] ['1/7', '1/8', '3/5', '4/5', '9/5'] -> (9/5 / ((1/7 * (3/5 + 4/5)) - 1/8))
[914989] ['1/7', '1/8', '3/5', '4/7', '4/7'] -> (4/7 / (1/7 - ((1/8 * 4/7) / 3/5)))
[914992] ['1/7', '1/8', '3/5', '4/7', '5/3'] -> (((1/7 / (3/5 - 4/7)) / 1/8) / 5/3)
[915014] ['1/7', '1/8', '3/5', '4/7', '9/7'] -> (9/7 / ((1/8 * 3/5) * (1/7 + 4/7)))
[915046] ['1/7', '1/8', '3/5', '5/2', '5/7'] -> (5/7 / (1/8 - ((1/7 / 3/5) / 5/2)))
[915050] ['1/7', '1/8', '3/5', '5/2', '6/7'] -> (6/7 / ((1/7 * 3/5) - (1/8 / 5/2)))
[915075] ['1/7', '1/8', '3/5', '5/3', '7/2'] -> ((((3/5 * 5/3) - 1/7) / 1/8) * 7/2)
[915093] ['1/7', '1/8', '3/5', '5/4', '5/7'] -> (5/7 / ((1/8 / 3/5) - (1/7 * 5/4)))
[915111] ['1/7', '1/8', '3/5', '5/4', '9/5'] -> (9/5 / (1/7 * ((5/4 - 1/8) - 3/5)))
[915120] ['1/7', '1/8', '3/5', '5/6', '7/2'] -> ((3/5 / ((1/8 / 5/6) - 1/7)) / 7/2)
[915129] ['1/7', '1/8', '3/5', '5/6', '8/7'] -> (8/7 / ((1/8 * (3/5 - 1/7)) * 5/6))
[915138] ['1/7', '1/8', '3/5', '5/7', '5/9'] -> ((1/7 / ((1/8 + 3/5) - 5/7)) / 5/9)
[915139] ['1/7', '1/8', '3/5', '5/7', '6/5'] -> (6/5 / (1/8 * (3/5 - (1/7 / 5/7))))
[915140] ['1/7', '1/8', '3/5', '5/7', '6/7'] -> (6/7 / (1/8 * ((3/5 * 5/7) - 1/7)))
[915150] ['1/7', '1/8', '3/5', '5/7', '8/7'] -> (8/7 / ((5/7 / 3/5) - (1/7 / 1/8)))
[915153] ['1/7', '1/8', '3/5', '5/7', '9/4'] -> (((1/7 + (5/7 / 3/5)) / 1/8) * 9/4)
[915154] ['1/7', '1/8', '3/5', '5/7', '9/5'] -> ((1/7 / ((1/8 + 3/5) - 5/7)) * 9/5)
[915155] ['1/7', '1/8', '3/5', '5/7', '9/7'] -> ((9/7 * 3/5) / ((1/8 / 5/7) - 1/7))
[915180] ['1/7', '1/8', '3/5', '5/9', '7/2'] -> (((3/5 + (1/7 / 5/9)) / 1/8) * 7/2)
[915183] ['1/7', '1/8', '3/5', '5/9', '7/5'] -> (7/5 / ((1/7 * 3/5) * (1/8 + 5/9)))
[915198] ['1/7', '1/8', '3/5', '6/5', '7/2'] -> ((3/5 / ((1/8 * 6/5) - 1/7)) / 7/2)
[915199] ['1/7', '1/8', '3/5', '6/5', '7/3'] -> ((((1/7 * 3/5) + 6/5) / 1/8) * 7/3)
[915200] ['1/7', '1/8', '3/5', '6/5', '7/4'] -> ((((3/5 / 1/8) + 6/5) / 1/7) / 7/4)
[915203] ['1/7', '1/8', '3/5', '6/5', '7/8'] -> (((6/5 / (3/5 - 1/7)) / 1/8) / 7/8)
[915207] ['1/7', '1/8', '3/5', '6/5', '8/7'] -> (((6/5 / (3/5 - 1/7)) / 1/8) * 8/7)
[915211] ['1/7', '1/8', '3/5', '6/5', '9/5'] -> ((((3/5 / 1/7) + 6/5) / 1/8) / 9/5)
[915214] ['1/7', '1/8', '3/5', '6/7', '6/7'] -> (6/7 / (((1/8 * 6/7) / 3/5) - 1/7))
[915216] ['1/7', '1/8', '3/5', '6/7', '7/3'] -> ((((6/7 / 3/5) - 1/7) / 1/8) * 7/3)
[915218] ['1/7', '1/8', '3/5', '6/7', '7/5'] -> ((3/5 / ((1/8 / 1/7) - 6/7)) / 7/5)
[915223] ['1/7', '1/8', '3/5', '6/7', '8/5'] -> (((6/7 / (3/5 - 1/7)) / 1/8) * 8/5)
[915226] ['1/7', '1/8', '3/5', '6/7', '9/2'] -> (((6/7 / (1/7 + 1/8)) / 3/5) * 9/2)
[915229] ['1/7', '1/8', '3/5', '6/7', '9/7'] -> (9/7 / ((1/8 * 3/5) * (6/7 - 1/7)))
[915250] ['1/7', '1/8', '3/5', '7/3', '7/6'] -> ((((1/7 / 3/5) + 7/3) / 1/8) * 7/6)
[915259] ['1/7', '1/8', '3/5', '7/3', '9/5'] -> (9/5 / (((1/7 * 3/5) * 7/3) - 1/8))
[915277] ['1/7', '1/8', '3/5', '7/5', '7/6'] -> ((((1/7 + 7/5) / 1/8) / 3/5) * 7/6)
[915286] ['1/7', '1/8', '3/5', '7/5', '9/5'] -> (9/5 / (((1/8 / 1/7) + 3/5) - 7/5))
[915293] ['1/7', '1/8', '3/5', '7/6', '8/5'] -> (8/5 / ((1/8 * (3/5 - 1/7)) * 7/6))
[915296] ['1/7', '1/8', '3/5', '7/6', '9/2'] -> (9/2 / (((1/7 + 1/8) * 3/5) * 7/6))
[915349] ['1/7', '1/8', '3/5', '8/9', '9/5'] -> ((3/5 / (8/9 - (1/8 / 1/7))) / 9/5)
[915358] ['1/7', '1/8', '3/5', '9/4', '9/5'] -> (((3/5 / 1/7) + (9/4 / 1/8)) + 9/5)
[915372] ['1/7', '1/8', '3/7', '3/7', '4/9'] -> ((((1/7 + 3/7) / 1/8) / 3/7) / 4/9)
[915376] ['1/7', '1/8', '3/7', '3/7', '5/6'] -> ((3/7 / 3/7) / ((1/8 / 1/7) - 5/6))
[915378] ['1/7', '1/8', '3/7', '3/7', '5/8'] -> ((3/7 + 3/7) / (1/8 - (1/7 * 5/8)))
[915382] ['1/7', '1/8', '3/7', '3/7', '7/2'] -> ((((3/7 / 3/7) - 1/7) / 1/8) * 7/2)
[915390] ['1/7', '1/8', '3/7', '3/7', '8/5'] -> ((3/7 + 3/7) / (1/8 - (1/7 / 8/5)))
[915393] ['1/7', '1/8', '3/7', '3/7', '9/2'] -> ((((3/7 - 1/7) / 1/8) / 3/7) * 9/2)
[915399] ['1/7', '1/8', '3/7', '3/8', '4/3'] -> ((((3/8 / 1/8) - 3/7) / 1/7) * 4/3)
[915407] ['1/7', '1/8', '3/7', '3/8', '5/7'] -> ((1/7 + 5/7) / ((3/7 * 3/8) - 1/8))
[915412] ['1/7', '1/8', '3/7', '3/8', '7/2'] -> ((((3/8 / 1/8) / 3/7) - 1/7) * 7/2)
[915413] ['1/7', '1/8', '3/7', '3/8', '7/3'] -> (((1/7 + (3/7 / 3/8)) / 1/8) * 7/3)
[915417] ['1/7', '1/8', '3/7', '3/8', '7/8'] -> ((((3/7 / 1/7) - 3/8) / 1/8) / 7/8)
[915423] ['1/7', '1/8', '3/7', '3/8', '9/2'] -> (((3/7 + (1/8 / 3/8)) / 1/7) * 9/2)
[915450] ['1/7', '1/8', '3/7', '4/3', '8/7'] -> (8/7 / ((1/8 * (3/7 - 1/7)) * 4/3))
[915461] ['1/7', '1/8', '3/7', '4/5', '5/3'] -> ((3/7 / (1/8 - (1/7 * 4/5))) / 5/3)
[915472] ['1/7', '1/8', '3/7', '4/5', '7/5'] -> (7/5 / (1/8 * (4/5 - (1/7 / 3/7))))
[915481] ['1/7', '1/8', '3/7', '4/5', '9/4'] -> (9/4 / (3/7 - ((1/7 + 1/8) / 4/5)))
[915482] ['1/7', '1/8', '3/7', '4/5', '9/5'] -> (9/5 / (((3/7 * 4/5) - 1/7) - 1/8))
[915490] ['1/7', '1/8', '3/7', '4/7', '5/6'] -> ((((3/7 / 1/8) - 4/7) / 1/7) / 5/6)
[915491] ['1/7', '1/8', '3/7', '4/7', '5/7'] -> (5/7 / (1/8 * (4/7 - (1/7 / 3/7))))
[915493] ['1/7', '1/8', '3/7', '4/7', '5/9'] -> ((((1/7 + 4/7) / 1/8) / 3/7) / 5/9)
[915494] ['1/7', '1/8', '3/7', '4/7', '6/5'] -> ((((3/7 / 1/8) - 4/7) / 1/7) * 6/5)
[915496] ['1/7', '1/8', '3/7', '4/7', '7/2'] -> ((((3/7 + 4/7) - 1/7) / 1/8) * 7/2)
[915500] ['1/7', '1/8', '3/7', '4/7', '7/6'] -> ((((3/7 / 1/8) + 4/7) / 1/7) / 7/6)
[915509] ['1/7', '1/8', '3/7', '4/7', '9/5'] -> ((((1/7 + 4/7) / 1/8) / 3/7) * 9/5)
[915514] ['1/7', '1/8', '3/7', '4/9', '5/3'] -> (5/3 / (4/9 - ((1/8 * 3/7) / 1/7)))
[915515] ['1/7', '1/8', '3/7', '4/9', '5/4'] -> (5/4 / ((1/7 / 3/7) - (1/8 / 4/9)))
[915517] ['1/7', '1/8', '3/7', '4/9', '5/7'] -> (5/7 / ((1/7 / 4/9) - (1/8 / 3/7)))
[915519] ['1/7', '1/8', '3/7', '4/9', '5/9'] -> (5/9 / (((1/7 * 4/9) / 3/7) - 1/8))
[915542] ['1/7', '1/8', '3/7', '5/2', '5/7'] -> ((((3/7 + 5/2) / 1/8) - 1/7) + 5/7)
[915569] ['1/7', '1/8', '3/7', '5/3', '6/5'] -> (6/5 / (1/8 * (1/7 + (3/7 / 5/3))))
[915571] ['1/7', '1/8', '3/7', '5/3', '7/2'] -> (((1/7 + (3/7 * 5/3)) / 1/8) * 7/2)
[915579] ['1/7', '1/8', '3/7', '5/3', '8/5'] -> (8/5 / (5/3 - (3/7 / (1/7 + 1/8))))
[915582] ['1/7', '1/8', '3/7', '5/3', '9/2'] -> (((3/7 + (1/7 * 5/3)) / 1/8) * 9/2)
[915584] ['1/7', '1/8', '3/7', '5/3', '9/5'] -> (9/5 / (((1/7 / 3/7) / 5/3) - 1/8))
[915595] ['1/7', '1/8', '3/7', '5/4', '7/3'] -> (((3/7 + (5/4 / 1/8)) - 1/7) * 7/3)
[915606] ['1/7', '1/8', '3/7', '5/4', '9/4'] -> (9/4 / (3/7 - ((1/7 + 1/8) * 5/4)))
[915607] ['1/7', '1/8', '3/7', '5/4', '9/5'] -> (9/5 / (((3/7 / 5/4) - 1/7) - 1/8))
[915608] ['1/7', '1/8', '3/7', '5/4', '9/7'] -> (9/7 / (((1/8 / 1/7) + 3/7) - 5/4))
[915611] ['1/7', '1/8', '3/7', '5/6', '5/7'] -> (5/7 / ((1/8 * (3/7 - 1/7)) * 5/6))
[915616] ['1/7', '1/8', '3/7', '5/6', '7/2'] -> (7/2 / (1/8 * ((1/7 / 3/7) + 5/6)))
[915617] ['1/7', '1/8', '3/7', '5/6', '7/3'] -> ((3/7 / ((1/8 / 1/7) - 5/6)) * 7/3)
[915627] ['1/7', '1/8', '3/7', '5/6', '9/2'] -> (9/2 / (1/7 + ((1/8 * 3/7) * 5/6)))
[915629] ['1/7', '1/8', '3/7', '5/6', '9/5'] -> (9/5 / (1/8 * (3/7 + (1/7 / 5/6))))
[915634] ['1/7', '1/8', '3/7', '5/7', '5/9'] -> ((3/7 / ((1/8 / 5/7) - 1/7)) / 5/9)
[915635] ['1/7', '1/8', '3/7', '5/7', '6/5'] -> (((5/7 / (3/7 - 1/7)) / 1/8) * 6/5)
[915638] ['1/7', '1/8', '3/7', '5/7', '7/3'] -> ((((1/7 + 3/7) + 5/7) / 1/8) * 7/3)
[915644] ['1/7', '1/8', '3/7', '5/7', '8/3'] -> ((((3/7 + 5/7) / 1/8) - 1/7) * 8/3)
[915646] ['1/7', '1/8', '3/7', '5/7', '8/7'] -> (8/7 / (1/8 * (5/7 - (1/7 / 3/7))))
[915649] ['1/7', '1/8', '3/7', '5/7', '9/4'] -> ((((5/7 - 1/7) / 1/8) / 3/7) * 9/4)
[915650] ['1/7', '1/8', '3/7', '5/7', '9/5'] -> ((3/7 / ((1/8 / 5/7) - 1/7)) * 9/5)
[915656] ['1/7', '1/8', '3/7', '5/8', '6/7'] -> (6/7 / ((1/7 * 5/8) - (1/8 * 3/7)))
[915662] ['1/7', '1/8', '3/7', '5/8', '7/8'] -> (7/8 / (1/8 * (5/8 - (1/7 / 3/7))))
[915664] ['1/7', '1/8', '3/7', '5/8', '8/3'] -> ((((5/8 - 1/7) / 1/8) / 3/7) * 8/3)
[915666] ['1/7', '1/8', '3/7', '5/8', '8/7'] -> (8/7 / (1/7 * (5/8 - (1/8 / 3/7))))
[915670] ['1/7', '1/8', '3/7', '5/8', '9/5'] -> (9/5 / ((3/7 - (1/7 / 5/8)) - 1/8))
[915671] ['1/7', '1/8', '3/7', '5/8', '9/7'] -> (9/7 / (((3/7 - 1/7) * 5/8) - 1/8))
[915672] ['1/7', '1/8', '3/7', '5/8', '9/8'] -> (9/8 / (((3/7 - 1/8) * 5/8) - 1/7))
[915677] ['1/7', '1/8', '3/7', '5/9', '7/3'] -> (7/3 / ((5/9 - (1/7 / 3/7)) - 1/8))
[915685] ['1/7', '1/8', '3/7', '5/9', '8/7'] -> (8/7 / (1/8 * (1/7 + (3/7 * 5/9))))
[915690] ['1/7', '1/8', '3/7', '5/9', '9/7'] -> (9/7 / (((1/7 + 1/8) / 5/9) - 3/7))
[915705] ['1/7', '1/8', '3/7', '6/5', '9/2'] -> (9/2 / (1/7 + ((1/8 * 3/7) / 6/5)))
[915712] ['1/7', '1/8', '3/7', '6/7', '7/3'] -> ((3/7 / ((1/7 / 6/7) - 1/8)) * 7/3)
[915717] ['1/7', '1/8', '3/7', '6/7', '7/9'] -> ((((3/7 / 1/7) + 6/7) / 1/8) * 7/9)
[915724] ['1/7', '1/8', '3/7', '6/7', '9/5'] -> ((((6/7 - 1/7) / 1/8) / 3/7) * 9/5)
[915732] ['1/7', '1/8', '3/7', '7/2', '7/8'] -> ((((1/8 * 3/7) + 7/2) / 1/7) - 7/8)
[915754] ['1/7', '1/8', '3/7', '7/3', '9/4'] -> ((((1/7 + 3/7) * 7/3) / 1/8) * 9/4)
[915757] ['1/7', '1/8', '3/7', '7/3', '9/8'] -> ((9/8 * ((1/7 / 3/7) + 7/3)) / 1/8)
[915782] ['1/7', '1/8', '3/7', '7/5', '9/5'] -> ((3/7 / ((1/8 * 7/5) - 1/7)) * 9/5)
[915784] ['1/7', '1/8', '3/7', '7/5', '9/8'] -> (9/8 / (1/8 - (1/7 / (3/7 + 7/5))))
[915788] ['1/7', '1/8', '3/7', '7/6', '8/3'] -> (((7/6 / 1/8) - (1/7 / 3/7)) * 8/3)
[915799] ['1/7', '1/8', '3/7', '7/8', '8/3'] -> ((((3/7 + 7/8) / 1/7) - 1/8) * 8/3)
[915825] ['1/7', '1/8', '3/7', '8/3', '9/7'] -> ((9/7 * (8/3 - (1/7 / 3/7))) / 1/8)
[915826] ['1/7', '1/8', '3/7', '8/3', '9/8'] -> (9/8 / (1/8 * (3/7 - (1/7 / 8/3))))
[915832] ['1/7', '1/8', '3/7', '8/5', '9/5'] -> (9/5 / ((3/7 - (1/7 * 8/5)) - 1/8))
[915833] ['1/7', '1/8', '3/7', '8/5', '9/7'] -> (9/7 / (((3/7 - 1/7) / 8/5) - 1/8))
[915834] ['1/7', '1/8', '3/7', '8/5', '9/8'] -> (9/8 / (((3/7 - 1/8) / 8/5) - 1/7))
[915837] ['1/7', '1/8', '3/7', '8/7', '9/2'] -> ((((1/7 / 1/8) + 8/7) / 3/7) * 9/2)
[915839] ['1/7', '1/8', '3/7', '8/7', '9/5'] -> (9/5 / ((1/7 / (8/7 - 3/7)) - 1/8))
[915846] ['1/7', '1/8', '3/7', '8/9', '9/7'] -> ((3/7 / (8/9 - (1/8 / 1/7))) / 9/7)
[915858] ['1/7', '1/8', '3/7', '9/5', '9/7'] -> (9/7 / (((1/7 + 1/8) * 9/5) - 3/7))
[915861] ['1/7', '1/8', '3/7', '9/7', '9/8'] -> ((9/8 * (9/7 - 1/7)) / (1/8 * 3/7))
[915863] ['1/7', '1/8', '3/8', '3/8', '3/8'] -> ((((3/8 / 1/8) + 3/8) / 1/7) + 3/8)
[915864] ['1/7', '1/8', '3/8', '3/8', '4/3'] -> ((((3/8 / 1/7) - 3/8) / 1/8) * 4/3)
[915868] ['1/7', '1/8', '3/8', '3/8', '5/2'] -> (((1/8 / 1/7) + 5/2) / (3/8 * 3/8))
[915871] ['1/7', '1/8', '3/8', '3/8', '5/6'] -> ((3/8 / 3/8) / ((1/8 / 1/7) - 5/6))
[915877] ['1/7', '1/8', '3/8', '3/8', '7/2'] -> ((((3/8 / 3/8) - 1/7) / 1/8) * 7/2)
[915881] ['1/7', '1/8', '3/8', '3/8', '7/6'] -> ((3/8 / 3/8) / ((1/7 * 7/6) - 1/8))
[915882] ['1/7', '1/8', '3/8', '3/8', '7/8'] -> ((1/8 / ((1/7 / 3/8) - 3/8)) / 7/8)
[915888] ['1/7', '1/8', '3/8', '3/8', '9/2'] -> ((9/2 / 3/8) / ((1/8 / 1/7) - 3/8))
[915895] ['1/7', '1/8', '3/8', '4/3', '4/7'] -> ((((1/7 / 3/8) + 4/3) / 1/8) / 4/7)
[915901] ['1/7', '1/8', '3/8', '4/3', '5/7'] -> (5/7 / (1/7 * (3/8 - (1/8 * 4/3))))
[915903] ['1/7', '1/8', '3/8', '4/3', '5/9'] -> ((((4/3 / 1/7) - 1/8) / 3/8) - 5/9)
[915907] ['1/7', '1/8', '3/8', '4/3', '7/3'] -> (((4/3 / 1/8) - (1/7 / 3/8)) * 7/3)
[915908] ['1/7', '1/8', '3/8', '4/3', '7/4'] -> ((((1/7 / 3/8) + 4/3) / 1/8) * 7/4)
[915911] ['1/7', '1/8', '3/8', '4/3', '7/8'] -> ((3/8 / (1/8 - (1/7 / 4/3))) / 7/8)
[915913] ['1/7', '1/8', '3/8', '4/3', '8/3'] -> (((4/3 / 1/7) - (1/8 / 3/8)) * 8/3)
[915914] ['1/7', '1/8', '3/8', '4/3', '8/5'] -> (8/5 / ((3/8 / (1/7 + 1/8)) - 4/3))
[915933] ['1/7', '1/8', '3/8', '4/5', '6/7'] -> ((3/8 / ((1/8 / 4/5) - 1/7)) * 6/7)
[915938] ['1/7', '1/8', '3/8', '4/5', '7/6'] -> ((3/8 / ((1/8 / 4/5) - 1/7)) / 7/6)
[915950] ['1/7', '1/8', '3/8', '4/7', '4/7'] -> (4/7 / (1/8 * (4/7 - (1/7 / 3/8))))
[915958] ['1/7', '1/8', '3/8', '4/7', '5/9'] -> (((1/7 + (4/7 / 3/8)) / 1/8) / 5/9)
[915960] ['1/7', '1/8', '3/8', '4/7', '6/7'] -> (6/7 / ((3/8 * (4/7 - 1/7)) - 1/8))
[915970] ['1/7', '1/8', '3/8', '4/7', '8/7'] -> (8/7 / (((1/8 * 4/7) / 3/8) - 1/7))
[915973] ['1/7', '1/8', '3/8', '4/7', '9/4'] -> (9/4 / (((1/7 + 1/8) / 4/7) - 3/8))
[915974] ['1/7', '1/8', '3/8', '4/7', '9/5'] -> (((1/7 + (4/7 / 3/8)) / 1/8) * 9/5)
[915975] ['1/7', '1/8', '3/8', '4/7', '9/7'] -> (9/7 / ((1/7 + 1/8) - (3/8 * 4/7)))
[915976] ['1/7', '1/8', '3/8', '4/7', '9/8'] -> (9/8 / (3/8 * ((1/7 / 4/7) - 1/8)))
[915984] ['1/7', '1/8', '3/8', '4/9', '5/9'] -> ((((3/8 / 1/7) + 4/9) / 1/8) - 5/9)
[915987] ['1/7', '1/8', '3/8', '4/9', '7/2'] -> ((((1/7 / 1/8) / 3/8) / 4/9) * 7/2)
[915996] ['1/7', '1/8', '3/8', '4/9', '8/7'] -> (8/7 / (((3/8 - 1/7) - 1/8) * 4/9))
[915999] ['1/7', '1/8', '3/8', '4/9', '9/4'] -> (9/4 / (1/7 * (3/8 + (1/8 / 4/9))))
[916006] ['1/7', '1/8', '3/8', '5/2', '5/6'] -> ((((3/8 + 5/2) / 1/7) - 1/8) / 5/6)
[916010] ['1/7', '1/8', '3/8', '5/2', '6/5'] -> ((((3/8 + 5/2) / 1/7) - 1/8) * 6/5)
[916017] ['1/7', '1/8', '3/8', '5/2', '7/8'] -> ((((1/8 + 3/8) + 5/2) / 1/7) / 7/8)
[916019] ['1/7', '1/8', '3/8', '5/2', '8/3'] -> ((((1/8 / 1/7) + 5/2) / 3/8) * 8/3)
[916022] ['1/7', '1/8', '3/8', '5/2', '8/9'] -> (((5/2 / (1/7 + 1/8)) / 3/8) - 8/9)
[916034] ['1/7', '1/8', '3/8', '5/3', '6/5'] -> (6/5 / (1/7 * (1/8 + (3/8 / 5/3))))
[916035] ['1/7', '1/8', '3/8', '5/3', '6/7'] -> (6/7 / (1/8 - ((1/7 * 3/8) * 5/3)))
[916037] ['1/7', '1/8', '3/8', '5/3', '7/3'] -> (((5/3 - (1/7 / 3/8)) / 1/8) * 7/3)
[916038] ['1/7', '1/8', '3/8', '5/3', '7/4'] -> (((1/7 / 3/8) + (5/3 / 1/8)) * 7/4)
[916058] ['1/7', '1/8', '3/8', '5/4', '6/7'] -> ((3/8 / ((1/8 * 5/4) - 1/7)) * 6/7)
[916059] ['1/7', '1/8', '3/8', '5/4', '7/2'] -> ((((5/4 - 3/8) / 1/8) - 1/7) * 7/2)
[916063] ['1/7', '1/8', '3/8', '5/4', '7/6'] -> ((3/8 / ((1/8 * 5/4) - 1/7)) / 7/6)
[916064] ['1/7', '1/8', '3/8', '5/4', '7/8'] -> ((((5/4 - 1/8) / 1/7) / 3/8) / 7/8)
[916066] ['1/7', '1/8', '3/8', '5/4', '8/3'] -> (((3/8 + (5/4 / 1/7)) - 1/8) * 8/3)
[916068] ['1/7', '1/8', '3/8', '5/4', '8/7'] -> ((((5/4 - 1/8) / 1/7) / 3/8) * 8/7)
[916076] ['1/7', '1/8', '3/8', '5/6', '5/7'] -> (5/7 / ((1/7 * (3/8 - 1/8)) * 5/6))
[916088] ['1/7', '1/8', '3/8', '5/6', '8/3'] -> ((3/8 / ((1/8 / 1/7) - 5/6)) * 8/3)
[916094] ['1/7', '1/8', '3/8', '5/6', '9/5'] -> (9/5 / (1/7 * (3/8 + (1/8 / 5/6))))
[916095] ['1/7', '1/8', '3/8', '5/6', '9/7'] -> (9/7 / (3/8 - ((1/7 + 1/8) / 5/6)))
[916116] ['1/7', '1/8', '3/8', '5/7', '9/7'] -> (9/7 / (((1/7 / 1/8) - 3/8) - 5/7))
[916121] ['1/7', '1/8', '3/8', '5/8', '6/7'] -> (6/7 / (1/8 * (3/8 - (1/7 * 5/8))))
[916122] ['1/7', '1/8', '3/8', '5/8', '7/2'] -> ((((3/8 + 5/8) - 1/7) / 1/8) * 7/2)
[916124] ['1/7', '1/8', '3/8', '5/8', '7/4'] -> (((1/7 + (5/8 / 1/8)) / 3/8) * 7/4)
[916134] ['1/7', '1/8', '3/8', '5/8', '9/4'] -> (9/4 / (3/8 * ((1/8 / 1/7) - 5/8)))
[916146] ['1/7', '1/8', '3/8', '5/9', '7/8'] -> (7/8 / ((1/7 * 3/8) * (1/8 + 5/9)))
[916148] ['1/7', '1/8', '3/8', '5/9', '8/3'] -> (8/3 / (((1/8 * 5/9) / 1/7) - 3/8))
[916150] ['1/7', '1/8', '3/8', '5/9', '8/7'] -> (8/7 / (1/7 * (1/8 + (3/8 * 5/9))))
[916151] ['1/7', '1/8', '3/8', '5/9', '8/9'] -> ((((3/8 / 1/8) + 5/9) / 1/7) - 8/9)
[916157] ['1/7', '1/8', '3/8', '6/5', '6/5'] -> (6/5 / (((1/8 / 1/7) + 3/8) - 6/5))
[916162] ['1/7', '1/8', '3/8', '6/5', '7/5'] -> (((6/5 / (3/8 - 1/8)) / 1/7) / 7/5)
[916173] ['1/7', '1/8', '3/8', '6/5', '9/7'] -> (9/7 / (3/8 - ((1/7 + 1/8) * 6/5)))
[916176] ['1/7', '1/8', '3/8', '6/7', '7/2'] -> (7/2 / (((3/8 - 1/7) / 6/7) - 1/8))
[916179] ['1/7', '1/8', '3/8', '6/7', '7/5'] -> ((((6/7 / 3/8) - 1/7) / 1/8) * 7/5)
[916181] ['1/7', '1/8', '3/8', '6/7', '7/8'] -> ((3/8 / ((1/8 / 1/7) - 6/7)) / 7/8)
[916182] ['1/7', '1/8', '3/8', '6/7', '7/9'] -> (((1/7 + (6/7 / 1/8)) / 3/8) / 7/9)
[916184] ['1/7', '1/8', '3/8', '6/7', '8/5'] -> ((((3/8 / 1/8) - 6/7) / 1/7) * 8/5)
[916185] ['1/7', '1/8', '3/8', '6/7', '8/7'] -> ((3/8 / ((1/8 / 1/7) - 6/7)) * 8/7)
[916188] ['1/7', '1/8', '3/8', '6/7', '9/4'] -> (9/4 / (3/8 * (1/7 + (1/8 * 6/7))))
[916194] ['1/7', '1/8', '3/8', '7/2', '7/4'] -> ((3/8 + ((1/8 + 7/2) / 1/7)) - 7/4)
[916196] ['1/7', '1/8', '3/8', '7/2', '7/6'] -> ((((1/8 + 3/8) + 7/2) / 1/7) / 7/6)
[916197] ['1/7', '1/8', '3/8', '7/2', '7/8'] -> ((((7/2 - 1/8) - 3/8) / 1/7) / 7/8)
[916198] ['1/7', '1/8', '3/8', '7/2', '7/9'] -> ((((3/8 + 7/2) / 1/8) - 1/7) * 7/9)
[916202] ['1/7', '1/8', '3/8', '7/2', '8/9'] -> ((((3/8 + 7/2) / 1/7) - 1/8) * 8/9)
[916206] ['1/7', '1/8', '3/8', '7/2', '9/7'] -> ((((3/8 + 7/2) / 1/8) - 1/7) / 9/7)
[916207] ['1/7', '1/8', '3/8', '7/2', '9/8'] -> ((((3/8 + 7/2) / 1/7) - 1/8) / 9/8)
[916212] ['1/7', '1/8', '3/8', '7/3', '7/8'] -> (7/8 / (1/8 * ((3/8 / 1/7) - 7/3)))
