[1425746] ['2/5', '4/3', '4/7', '5/4', '7/5'] -> 7/5 / (2/5 * (4/3 - 5/4) / 4/7)
[1427848] ['2/5', '4/3', '5/8', '7/3', '9/2'] -> 9/2 / (7/3 / 4/3 - 5/8 / 2/5)
[1427849] ['2/5', '4/3', '5/8', '7/3', '9/4'] -> (4/3 + 7/3 / 2/5 / 5/8) * 9/4
[1427850] ['2/5', '4/3', '5/8', '7/3', '9/5'] -> 9/5 / (2/5 * 7/3 / 4/3 - 5/8)
[1427862] ['2/5', '4/3', '5/8', '7/4', '9/2'] -> (2/5 + (4/3 + 7/4) / 5/8) * 9/2
[1427867] ['2/5', '4/3', '5/8', '7/5', '7/5'] -> 7/5 / (4/3 - 5/8 * 7/5 - 2/5)
[1427884] ['2/5', '4/3', '5/8', '7/6', '8/5'] -> 8/5 / (2/5 + 4/3 * 5/8 - 7/6)
[1427892] ['2/5', '4/3', '5/8', '7/8', '7/8'] -> 7/8 / (5/8 * (4/3 - 2/5 - 7/8))
[1427900] ['2/5', '4/3', '5/8', '7/8', '9/5'] -> 4/3 / (7/8 - 5/8) / 2/5 * 9/5
[1427914] ['2/5', '4/3', '5/8', '8/3', '8/5'] -> 8/5 / (2/5 + 4/3 - 5/8 * 8/3)
[1427917] ['2/5', '4/3', '5/8', '8/3', '9/2'] -> (8/3 - 4/3) / 2/5 / 5/8 * 9/2
[1427930] ['2/5', '4/3', '5/8', '8/7', '8/7'] -> 8/7 / (2/5 * 5/8 * (4/3 - 8/7))
[1427945] ['2/5', '4/3', '5/8', '9/2', '9/5'] -> (4/3 * 5/8 + 9/2) / 2/5 * 9/5
[1427947] ['2/5', '4/3', '5/8', '9/2', '9/8'] -> 9/8 / (2/5 / (4/3 + 9/2 / 5/8))
[1427949] ['2/5', '4/3', '5/8', '9/4', '9/5'] -> 4/3 * 9/4 / (5/8 - 2/5) * 9/5
[1427967] ['2/5', '4/3', '5/9', '5/9', '7/9'] -> (5/9 + 7/9) / (5/9 / 2/5 - 4/3)
[1427969] ['2/5', '4/3', '5/9', '5/9', '8/5'] -> 8/5 / (2/5 + 5/9 / 5/9 - 4/3)
[1427980] ['2/5', '4/3', '5/9', '6/5', '7/3'] -> 4/3 * 6/5 / (5/9 - 2/5) * 7/3
[1427987] ['2/5', '4/3', '5/9', '6/5', '8/5'] -> 8/5 / ((5/9 / 2/5 - 4/3) * 6/5)
[1427991] ['2/5', '4/3', '5/9', '6/5', '9/4'] -> 6/5 / (5/9 - 2/5 * 4/3) / 9/4
[1427996] ['2/5', '4/3', '5/9', '6/7', '7/2'] -> (4/3 / 2/5 / 5/9 + 6/7) * 7/2
[1428005] ['2/5', '4/3', '5/9', '6/7', '8/7'] -> 8/7 / ((5/9 / 2/5 - 4/3) * 6/7)
[1428015] ['2/5', '4/3', '5/9', '7/2', '7/5'] -> 7/5 / ((5/9 / 4/3 - 2/5) * 7/2)
[1428017] ['2/5', '4/3', '5/9', '7/2', '7/8'] -> 4/3 * 7/2 / 2/5 / 5/9 / 7/8
[1428021] ['2/5', '4/3', '5/9', '7/2', '8/7'] -> 4/3 * 7/2 / 2/5 / 5/9 * 8/7
[1428022] ['2/5', '4/3', '5/9', '7/2', '8/9'] -> 8/9 / (5/9 * (2/5 * 7/2 - 4/3))
[1428024] ['2/5', '4/3', '5/9', '7/2', '9/4'] -> (4/3 + 7/2) / 2/5 / 5/9 + 9/4
[1428029] ['2/5', '4/3', '5/9', '7/3', '7/4'] -> 7/3 / (5/9 / 2/5 - 4/3) / 7/4
[1428049] ['2/5', '4/3', '5/9', '7/4', '8/5'] -> 4/3 * 7/4 / (5/9 - 2/5) * 8/5
[1428061] ['2/5', '4/3', '5/9', '7/5', '8/3'] -> 8/3 / ((4/3 - 2/5) / 7/5 - 5/9)
[1428071] ['2/5', '4/3', '5/9', '7/6', '7/8'] -> 7/6 / (5/9 / 2/5 - 4/3) / 7/8
[1428075] ['2/5', '4/3', '5/9', '7/6', '8/7'] -> 7/6 / (5/9 / 2/5 - 4/3) * 8/7
[1428076] ['2/5', '4/3', '5/9', '7/6', '8/9'] -> 8/9 / (2/5 * 5/9 * (4/3 - 7/6))
[1428083] ['2/5', '4/3', '5/9', '7/8', '7/9'] -> 7/9 / (5/9 * (4/3 - 2/5 - 7/8))
[1428085] ['2/5', '4/3', '5/9', '7/8', '8/5'] -> 8/5 / (5/9 / 4/3 - 2/5 * 7/8)
[1428095] ['2/5', '4/3', '5/9', '7/9', '8/5'] -> 4/3 / (7/9 - 5/9) / 2/5 * 8/5
[1428108] ['2/5', '4/3', '5/9', '8/3', '9/4'] -> (8/3 / 2/5 / 5/9 - 4/3) * 9/4
[1428109] ['2/5', '4/3', '5/9', '8/3', '9/5'] -> (4/3 + 8/3 / 2/5 / 5/9) * 9/5
[1428134] ['2/5', '4/3', '5/9', '9/2', '9/4'] -> (4/3 + 9/2) / 2/5 / 5/9 - 9/4
[1428135] ['2/5', '4/3', '5/9', '9/2', '9/5'] -> 9/5 / ((5/9 / 4/3 - 2/5) * 9/2)
[1428137] ['2/5', '4/3', '5/9', '9/2', '9/8'] -> 4/3 * 9/2 / 2/5 / 5/9 / 9/8
[1428151] ['2/5', '4/3', '6/5', '6/5', '7/3'] -> (2/5 + 6/5 * 7/3) / (4/3 - 6/5)
[1428163] ['2/5', '4/3', '6/5', '6/5', '9/5'] -> 6/5 / ((9/5 - 6/5) / 4/3 - 2/5)
[1428167] ['2/5', '4/3', '6/5', '6/7', '7/2'] -> 4/3 * (6/5 + 6/7) / 2/5 * 7/2
[1428191] ['2/5', '4/3', '6/5', '7/2', '8/5'] -> 8/5 / ((4/3 - 6/5) * 7/2 - 2/5)
[1428192] ['2/5', '4/3', '6/5', '7/2', '8/7'] -> 8/7 / (4/3 / 7/2 - 2/5 / 6/5)
[1428205] ['2/5', '4/3', '6/5', '7/3', '8/3'] -> 8/3 / (4/3 * 7/3 - 6/5 / 2/5)
[1428207] ['2/5', '4/3', '6/5', '7/3', '8/7'] -> 8/7 / (4/3 - 6/5 / 2/5 / 7/3)
[1428220] ['2/5', '4/3', '6/5', '7/4', '8/5'] -> 8/5 / ((6/5 - 2/5) * 7/4 - 4/3)
[1428232] ['2/5', '4/3', '6/5', '7/5', '8/3'] -> 8/3 / (2/5 + 4/3 / 6/5 - 7/5)
[1428233] ['2/5', '4/3', '6/5', '7/5', '8/5'] -> 8/5 / 2/5 / (4/3 - 7/5 / 6/5)
[1428237] ['2/5', '4/3', '6/5', '7/5', '9/4'] -> 7/5 / (4/3 - 6/5) / 2/5 - 9/4
[1428249] ['2/5', '4/3', '6/5', '7/6', '9/4'] -> (2/5 / (6/5 - 7/6) - 4/3) * 9/4
[1428256] ['2/5', '4/3', '6/5', '7/8', '8/5'] -> 8/5 / ((2/5 + 6/5) * 7/8 - 4/3)
[1428265] ['2/5', '4/3', '6/5', '7/9', '8/3'] -> 8/3 / (2/5 * 4/3 + 7/9 - 6/5)
[1428266] ['2/5', '4/3', '6/5', '7/9', '8/5'] -> 8/5 / (2/5 + 7/9 - 4/3 / 6/5)
[1428291] ['2/5', '4/3', '6/5', '8/7', '8/7'] -> 8/7 / (4/3 - (2/5 + 8/7) / 6/5)
[1428318] ['2/5', '4/3', '6/5', '9/8', '9/8'] -> 2/5 / (6/5 - 4/3 / 9/8) / 9/8
[1428328] ['2/5', '4/3', '6/7', '6/7', '8/5'] -> 8/5 / (2/5 + 6/7 / 6/7 - 4/3)
[1428329] ['2/5', '4/3', '6/7', '6/7', '8/7'] -> 8/7 / (4/3 + 6/7 - 6/7 / 2/5)
[1428362] ['2/5', '4/3', '6/7', '7/3', '9/2'] -> (4/3 / 2/5 + 6/7 * 7/3) * 9/2
[1428373] ['2/5', '4/3', '6/7', '7/4', '8/5'] -> 8/5 / (2/5 * (6/7 * 7/4 - 4/3))
[1428409] ['2/5', '4/3', '6/7', '7/8', '8/5'] -> 8/5 / ((4/3 - 2/5 - 6/7) * 7/8)
[1428436] ['2/5', '4/3', '6/7', '8/5', '8/5'] -> 8/5 / ((8/5 - 2/5) / 6/7 - 4/3)
[1428437] ['2/5', '4/3', '6/7', '8/5', '8/7'] -> 8/5 / (4/3 - 2/5 - 6/7) * 8/7
[1428444] ['2/5', '4/3', '6/7', '8/7', '8/7'] -> 8/7 / ((4/3 - 6/7) / 2/5 - 8/7)
[1428477] ['2/5', '4/3', '7/2', '7/2', '7/8'] -> 7/2 / (7/2 - 4/3 / 2/5) / 7/8
[1428481] ['2/5', '4/3', '7/2', '7/2', '8/7'] -> 7/2 / (7/2 - 4/3 / 2/5) * 8/7
[1428504] ['2/5', '4/3', '7/2', '7/4', '7/5'] -> 7/5 / (7/2 * (7/4 - 2/5 - 4/3))
[1428506] ['2/5', '4/3', '7/2', '7/4', '7/8'] -> 7/2 / (7/4 - 4/3) / 2/5 / 7/8
[1428510] ['2/5', '4/3', '7/2', '7/4', '8/7'] -> 7/2 / (7/4 - 4/3) / 2/5 * 8/7
[1428512] ['2/5', '4/3', '7/2', '7/4', '9/2'] -> (4/3 / 2/5 + 7/2 / 7/4) * 9/2
[1428513] ['2/5', '4/3', '7/2', '7/4', '9/4'] -> 7/4 / (2/5 * 7/2 - 4/3) - 9/4
[1428514] ['2/5', '4/3', '7/2', '7/4', '9/5'] -> 4/3 / (7/4 / 7/2 - 2/5) * 9/5
[1428545] ['2/5', '4/3', '7/2', '7/8', '8/5'] -> 8/5 / (2/5 - 4/3 * 7/8 / 7/2)
[1428555] ['2/5', '4/3', '7/2', '7/9', '8/5'] -> 4/3 * 7/2 / 2/5 / 7/9 * 8/5
[1428564] ['2/5', '4/3', '7/2', '8/3', '8/5'] -> 8/5 / (2/5 * 7/2 + 4/3 - 8/3)
[1428565] ['2/5', '4/3', '7/2', '8/3', '8/7'] -> 7/2 * (4/3 / 2/5 + 8/3) * 8/7
[1428578] ['2/5', '4/3', '7/2', '8/5', '9/7'] -> 9/7 / (2/5 / 4/3 / 7/2 / 8/5)
[1428582] ['2/5', '4/3', '7/2', '8/7', '9/2'] -> 7/2 * (8/7 / 2/5 - 4/3) * 9/2
[1428588] ['2/5', '4/3', '7/2', '8/9', '9/2'] -> 8/9 / (7/2 - 4/3 / 2/5) * 9/2
[1428590] ['2/5', '4/3', '7/2', '8/9', '9/5'] -> 8/9 / (2/5 * 7/2 - 4/3) * 9/5
[1428597] ['2/5', '4/3', '7/2', '9/2', '9/8'] -> 9/2 / (7/2 - 4/3 / 2/5) / 9/8
[1428598] ['2/5', '4/3', '7/2', '9/4', '9/4'] -> 4/3 * 7/2 * 9/4 / 2/5 - 9/4
[1428599] ['2/5', '4/3', '7/2', '9/4', '9/5'] -> 9/5 / ((7/2 - 2/5) / 4/3 - 9/4)
[1428604] ['2/5', '4/3', '7/2', '9/5', '9/8'] -> 9/5 / (2/5 * 7/2 - 4/3) / 9/8
[1428644] ['2/5', '4/3', '7/3', '7/5', '8/9'] -> 8/9 / (4/3 - 7/3 / (2/5 + 7/5))
[1428646] ['2/5', '4/3', '7/3', '7/5', '9/4'] -> (4/3 + (7/3 + 7/5) / 2/5) * 9/4
[1428657] ['2/5', '4/3', '7/3', '7/6', '9/2'] -> (4/3 / 2/5 + 7/3 / 7/6) * 9/2
[1428659] ['2/5', '4/3', '7/3', '7/6', '9/5'] -> 4/3 / (7/6 / 7/3 - 2/5) * 9/5
[1428668] ['2/5', '4/3', '7/3', '7/8', '9/2'] -> (7/3 / 2/5 / 7/8 - 4/3) * 9/2
[1428670] ['2/5', '4/3', '7/3', '7/8', '9/5'] -> 9/5 / (7/8 / 7/3 - 2/5 / 4/3)
[1428675] ['2/5', '4/3', '7/3', '7/9', '8/5'] -> 7/3 / (4/3 - 2/5 - 7/9) * 8/5
[1428687] ['2/5', '4/3', '7/3', '8/3', '9/2'] -> (7/3 / 2/5 - 4/3 / 8/3) * 9/2
[1428695] ['2/5', '4/3', '7/3', '8/5', '9/2'] -> (7/3 + 8/5 / 2/5 / 4/3) * 9/2
[1428696] ['2/5', '4/3', '7/3', '8/5', '9/4'] -> (4/3 + 7/3 * 8/5 / 2/5) * 9/4
[1428702] ['2/5', '4/3', '7/3', '8/7', '9/2'] -> (7/3 * 8/7 / 2/5 - 4/3) * 9/2
[1428708] ['2/5', '4/3', '7/3', '8/9', '9/2'] -> (4/3 * 7/3 + 8/9 / 2/5) * 9/2
[1428714] ['2/5', '4/3', '7/3', '9/2', '9/4'] -> 9/2 / (4/3 / 7/3 - 2/5) - 9/4
[1428719] ['2/5', '4/3', '7/3', '9/4', '9/5'] -> (7/3 + 4/3 * 9/4) / 2/5 * 9/5
[1428746] ['2/5', '4/3', '7/4', '7/5', '8/3'] -> 4/3 / (2/5 + 7/5 - 7/4) - 8/3
[1428750] ['2/5', '4/3', '7/4', '7/5', '9/2'] -> (4/3 + 7/5 / 7/4) / 2/5 * 9/2
[1428763] ['2/5', '4/3', '7/4', '7/6', '9/4'] -> 7/4 / (4/3 - 7/6) / 2/5 - 9/4
[1428770] ['2/5', '4/3', '7/4', '7/8', '8/5'] -> 8/5 / (7/4 - 2/5 * 7/8 - 4/3)
[1428773] ['2/5', '4/3', '7/4', '7/8', '9/2'] -> (4/3 / 2/5 + 7/4 / 7/8) * 9/2
[1428775] ['2/5', '4/3', '7/4', '7/8', '9/5'] -> 4/3 / (7/8 / 7/4 - 2/5) * 9/5
[1428780] ['2/5', '4/3', '7/4', '7/9', '8/5'] -> 8/5 / (2/5 - 7/9 / 4/3 / 7/4)
[1428788] ['2/5', '4/3', '7/4', '8/3', '8/3'] -> (4/3 * 7/4 + 8/3 / 2/5) * 8/3
[1428797] ['2/5', '4/3', '7/4', '8/5', '8/5'] -> 8/5 / (7/4 * (8/5 - 4/3) - 2/5)
[1428807] ['2/5', '4/3', '7/4', '8/7', '9/2'] -> (4/3 / 2/5 + 7/4 * 8/7) * 9/2
[1428813] ['2/5', '4/3', '7/4', '8/9', '9/2'] -> 8/9 / (7/4 - 4/3) / 2/5 * 9/2
[1428820] ['2/5', '4/3', '7/4', '9/2', '9/5'] -> 9/5 / ((7/4 - 2/5 - 4/3) * 9/2)
[1428822] ['2/5', '4/3', '7/4', '9/2', '9/8'] -> 9/2 / (7/4 - 4/3) / 2/5 / 9/8
[1428827] ['2/5', '4/3', '7/4', '9/5', '9/5'] -> 9/5 / (7/4 / (4/3 - 2/5) - 9/5)
[1428834] ['2/5', '4/3', '7/5', '7/5', '7/6'] -> (2/5 + 7/5 / 7/6) / (7/5 - 4/3)
[1428840] ['2/5', '4/3', '7/5', '7/5', '8/9'] -> (2/5 + 7/5) / (7/5 - 4/3) * 8/9
[1428845] ['2/5', '4/3', '7/5', '7/5', '9/8'] -> (2/5 + 7/5) / (7/5 - 4/3) / 9/8
[1428847] ['2/5', '4/3', '7/5', '7/6', '7/8'] -> 7/5 / (4/3 - 7/6) / 2/5 / 7/8
[1428850] ['2/5', '4/3', '7/5', '7/6', '8/5'] -> 8/5 / (2/5 / 4/3 + 7/6 - 7/5)
[1428851] ['2/5', '4/3', '7/5', '7/6', '8/7'] -> 7/5 / (4/3 - 7/6) / 2/5 * 8/7
[1428865] ['2/5', '4/3', '7/5', '7/8', '9/4'] -> 4/3 / (7/5 - 2/5 - 7/8) * 9/4
[1428904] ['2/5', '4/3', '7/5', '8/9', '9/2'] -> 2/5 * 8/9 / (7/5 - 4/3) * 9/2
[1428913] ['2/5', '4/3', '7/5', '9/2', '9/8'] -> 2/5 * 9/2 / (7/5 - 4/3) / 9/8
[1428921] ['2/5', '4/3', '7/5', '9/7', '9/7'] -> (2/5 + 9/7) / (7/5 - 4/3) - 9/7
[1428949] ['2/5', '4/3', '7/6', '7/9', '8/5'] -> 8/5 / (2/5 * (7/6 / 7/9 - 4/3))
[1428958] ['2/5', '4/3', '7/6', '8/3', '8/5'] -> 8/5 / (2/5 * (8/3 - 4/3 - 7/6))
[1428961] ['2/5', '4/3', '7/6', '8/3', '9/2'] -> 4/3 / (7/6 / 2/5 - 8/3) * 9/2
[1428963] ['2/5', '4/3', '7/6', '8/3', '9/5'] -> 4/3 / (7/6 - 2/5 * 8/3) * 9/5
[1428983] ['2/5', '4/3', '7/6', '8/9', '9/4'] -> 7/6 / (4/3 - 2/5 - 8/9) - 9/4
[1428984] ['2/5', '4/3', '7/6', '8/9', '9/5'] -> 8/9 / (4/3 - 7/6) / 2/5 * 9/5
[1428996] ['2/5', '4/3', '7/6', '9/5', '9/5'] -> 9/5 / ((9/5 - 7/6) / 4/3 - 2/5)
[1428998] ['2/5', '4/3', '7/6', '9/5', '9/8'] -> 9/5 / (4/3 - 7/6) / 2/5 / 9/8
[1429020] ['2/5', '4/3', '7/8', '7/9', '9/5'] -> 7/9 / (4/3 - 2/5 - 7/8) * 9/5
[1429027] ['2/5', '4/3', '7/8', '8/3', '9/2'] -> 9/2 / (7/8 / 2/5 - 8/3 / 4/3)
[1429029] ['2/5', '4/3', '7/8', '8/3', '9/5'] -> 9/5 / (7/8 - 2/5 * 8/3 / 4/3)
[1429037] ['2/5', '4/3', '7/8', '8/5', '9/5'] -> 9/5 / (2/5 + 7/8 - 8/5 / 4/3)
[1429061] ['2/5', '4/3', '7/8', '9/4', '9/8'] -> 9/8 / ((9/4 - 7/8 / 2/5) / 4/3)
[1429062] ['2/5', '4/3', '7/8', '9/5', '9/5'] -> 9/5 / (9/5 / 4/3 - 2/5 - 7/8)
[1429063] ['2/5', '4/3', '7/8', '9/5', '9/7'] -> 9/5 / (4/3 - 2/5 - 7/8) / 9/7
[1429109] ['2/5', '4/3', '7/9', '9/2', '9/4'] -> (9/2 / 2/5 - 7/9 / 4/3) * 9/4
[1429126] ['2/5', '4/3', '8/3', '8/3', '8/9'] -> (4/3 + 8/3 / 2/5) * 8/3 / 8/9
[1429129] ['2/5', '4/3', '8/3', '8/3', '9/5'] -> 8/3 * 8/3 / 2/5 / 4/3 * 9/5
[1429131] ['2/5', '4/3', '8/3', '8/3', '9/8'] -> (4/3 + 8/3 / 2/5) * 8/3 * 9/8
[1429148] ['2/5', '4/3', '8/3', '8/9', '9/2'] -> (4/3 / 2/5 + 8/3) * 8/9 * 9/2
[1429153] ['2/5', '4/3', '8/3', '9/2', '9/2'] -> 2/5 * (4/3 + 8/3 * 9/2) * 9/2
[1429157] ['2/5', '4/3', '8/3', '9/2', '9/8'] -> (4/3 / 2/5 + 8/3) * 9/2 / 9/8
[1429162] ['2/5', '4/3', '8/3', '9/5', '9/5'] -> (4/3 + 8/3 * 9/5 / 2/5) * 9/5
[1429171] ['2/5', '4/3', '8/5', '8/5', '9/2'] -> (2/5 + 4/3 + 8/5) * 8/5 * 9/2
[1429172] ['2/5', '4/3', '8/5', '8/5', '9/4'] -> 4/3 * (8/5 + 8/5) / 2/5 * 9/4
[1429176] ['2/5', '4/3', '8/5', '8/7', '8/7'] -> 8/5 / (4/3 - 8/7) / 2/5 * 8/7
[1429193] ['2/5', '4/3', '8/5', '9/2', '9/8'] -> 9/8 / (2/5 / (4/3 + 8/5 * 9/2))
[1429247] ['2/5', '4/3', '8/9', '9/5', '9/5'] -> 8/9 / (9/5 - 2/5 - 4/3) * 9/5
[1429254] ['2/5', '4/3', '9/2', '9/2', '9/4'] -> (4/3 * 9/2 + 9/2) / 2/5 - 9/4
[1429259] ['2/5', '4/3', '9/2', '9/4', '9/5'] -> 4/3 / (9/4 / 9/2 - 2/5) * 9/5
[1429261] ['2/5', '4/3', '9/2', '9/4', '9/8'] -> 9/2 * (4/3 / 2/5 + 9/4) - 9/8
[1429264] ['2/5', '4/3', '9/2', '9/5', '9/8'] -> 4/3 * 9/2 * 9/5 / 2/5 / 9/8
[1429277] ['2/5', '4/3', '9/4', '9/8', '9/8'] -> 9/4 / (4/3 - 9/8) / 2/5 / 9/8
[1429280] ['2/5', '4/3', '9/5', '9/5', '9/8'] -> 9/5 / (9/5 - 2/5 - 4/3) / 9/8
[1429292] ['2/5', '4/5', '4/5', '4/5', '5/3'] -> 4/5 / (2/5 * 5/3 / 4/5 - 4/5)
[1429316] ['2/5', '4/5', '4/5', '4/7', '4/7'] -> (4/5 + 4/7) / (4/5 * 4/7 - 2/5)
[1429325] ['2/5', '4/5', '4/5', '4/7', '6/5'] -> 4/5 / (2/5 / 4/7 - 4/5 / 6/5)
[1429328] ['2/5', '4/5', '4/5', '4/7', '7/3'] -> (4/5 + 4/7) / (2/5 - 4/5 / 7/3)
[1429329] ['2/5', '4/5', '4/5', '4/7', '7/4'] -> (4/5 + 4/7) / (4/5 / 7/4 - 2/5)
[1429332] ['2/5', '4/5', '4/5', '4/7', '7/8'] -> (2/5 + 4/5 / 4/7) / (7/8 - 4/5)
[1429335] ['2/5', '4/5', '4/5', '4/7', '8/5'] -> (4/5 + 8/5) / (4/5 - 2/5 / 4/7)
[1429336] ['2/5', '4/5', '4/5', '4/7', '8/7'] -> (4/5 + 4/7) / (2/5 + 4/5 - 8/7)
[1429340] ['2/5', '4/5', '4/5', '4/7', '9/5'] -> 9/5 / (2/5 / 4/5 / 4/7 - 4/5)
[1429341] ['2/5', '4/5', '4/5', '4/7', '9/7'] -> 9/7 / (2/5 / 4/5 / 4/5 - 4/7)
[1429359] ['2/5', '4/5', '4/5', '4/9', '7/9'] -> (2/5 + 4/5) * 4/9 / (4/5 - 7/9)
[1429361] ['2/5', '4/5', '4/5', '4/9', '8/5'] -> (4/5 + 8/5) / (2/5 / 4/9 - 4/5)
[1429368] ['2/5', '4/5', '4/5', '4/9', '9/8'] -> 4/5 / 4/9 / (2/5 + 4/5 - 9/8)
[1429376] ['2/5', '4/5', '4/5', '5/2', '6/5'] -> 4/5 / (2/5 * 5/2 / 6/5 - 4/5)
[1429383] ['2/5', '4/5', '4/5', '5/2', '7/8'] -> (4/5 + 2/5 * 5/2) / (7/8 - 4/5)
[1429399] ['2/5', '4/5', '4/5', '5/3', '5/9'] -> 4/5 * 5/3 / (5/9 - 2/5 / 4/5)
[1429408] ['2/5', '4/5', '4/5', '5/3', '7/9'] -> 2/5 * 4/5 * 5/3 / (4/5 - 7/9)
[1429413] ['2/5', '4/5', '4/5', '5/3', '9/2'] -> (4/5 + 4/5 * 5/3) / 2/5 * 9/2
[1429443] ['2/5', '4/5', '4/5', '5/6', '5/8'] -> 2/5 / (5/6 - 4/5) / 4/5 / 5/8
[1429467] ['2/5', '4/5', '4/5', '5/7', '6/7'] -> (2/5 + 4/5 + 6/7) / (4/5 - 5/7)
[1429486] ['2/5', '4/5', '4/5', '5/8', '6/5'] -> 6/5 / (4/5 - (2/5 + 4/5) * 5/8)
[1429488] ['2/5', '4/5', '4/5', '5/8', '7/2'] -> (2/5 + 4/5) * 7/2 / (4/5 - 5/8)
[1429496] ['2/5', '4/5', '4/5', '5/8', '8/5'] -> (4/5 + 8/5) / (4/5 * 5/8 - 2/5)
[1429498] ['2/5', '4/5', '4/5', '5/8', '8/9'] -> 2/5 / (4/5 - 5/8 / 4/5) / 8/9
[1429499] ['2/5', '4/5', '4/5', '5/8', '9/2'] -> 9/2 / ((4/5 - 2/5 / 4/5) * 5/8)
[1429503] ['2/5', '4/5', '4/5', '5/8', '9/8'] -> 2/5 * 9/8 / (4/5 - 5/8 / 4/5)
[1429504] ['2/5', '4/5', '4/5', '5/9', '5/9'] -> 4/5 / (5/9 / 2/5 - 4/5 - 5/9)
[1429508] ['2/5', '4/5', '4/5', '5/9', '7/3'] -> (4/5 + 4/5) / (5/9 - 2/5) * 7/3
[1429514] ['2/5', '4/5', '4/5', '5/9', '8/3'] -> 8/3 / (4/5 / (2/5 + 4/5) - 5/9)
[1429530] ['2/5', '4/5', '4/5', '6/5', '7/8'] -> 6/5 / 2/5 / (4/5 / 4/5 - 7/8)
[1429540] ['2/5', '4/5', '4/5', '6/5', '9/8'] -> 6/5 / 2/5 / (9/8 - 4/5 / 4/5)
[1429547] ['2/5', '4/5', '4/5', '6/7', '7/8'] -> (2/5 + 4/5) / (6/7 - 4/5) / 7/8
[1429551] ['2/5', '4/5', '4/5', '6/7', '8/7'] -> (2/5 + 4/5) * 8/7 / (6/7 - 4/5)
[1429565] ['2/5', '4/5', '4/5', '7/2', '8/3'] -> (4/5 + 4/5 * 7/2) / 2/5 * 8/3
[1429581] ['2/5', '4/5', '4/5', '7/3', '8/5'] -> 8/5 / (4/5 / 4/5 - 2/5 * 7/3)
[1429592] ['2/5', '4/5', '4/5', '7/4', '7/8'] -> (2/5 + 4/5 * 7/4) / (7/8 - 4/5)
[1429595] ['2/5', '4/5', '4/5', '7/4', '8/5'] -> (4/5 + 8/5) / (4/5 - 2/5 * 7/4)
[1429598] ['2/5', '4/5', '4/5', '7/4', '9/2'] -> 9/2 / (7/4 / 4/5 - 4/5 / 2/5)
[1429600] ['2/5', '4/5', '4/5', '7/4', '9/5'] -> 9/5 / (2/5 * 7/4 / 4/5 - 4/5)
[1429630] ['2/5', '4/5', '4/5', '7/8', '8/3'] -> 4/5 / (7/8 - 4/5) / 2/5 - 8/3
[1429640] ['2/5', '4/5', '4/5', '7/9', '8/3'] -> 8/3 / (7/9 - 4/5 / (2/5 + 4/5))
[1429645] ['2/5', '4/5', '4/5', '7/9', '9/4'] -> (2/5 + 4/5) / (4/5 - 7/9) / 9/4
[1429661] ['2/5', '4/5', '4/5', '8/5', '9/2'] -> 8/5 / (4/5 - 2/5 / 4/5) * 9/2
[1429662] ['2/5', '4/5', '4/5', '8/5', '9/4'] -> (4/5 + 8/5) / (2/5 * 9/4 - 4/5)
[1429687] ['2/5', '4/5', '4/5', '9/4', '9/8'] -> 4/5 * 9/4 / (2/5 + 4/5 - 9/8)
[1429698] ['2/5', '4/5', '4/7', '4/7', '5/4'] -> (4/5 + 4/7) / (4/7 / 5/4 - 2/5)
[1429699] ['2/5', '4/5', '4/7', '4/7', '5/6'] -> (2/5 * 4/7 + 4/7) / (5/6 - 4/5)
[1429700] ['2/5', '4/5', '4/7', '4/7', '5/7'] -> (4/5 + 4/7) / 2/5 / (5/7 - 4/7)
[1429714] ['2/5', '4/5', '4/7', '4/7', '8/7'] -> (4/7 + 8/7) / (4/7 - 2/5 / 4/5)
[1429719] ['2/5', '4/5', '4/7', '4/7', '9/7'] -> (4/5 + 4/7) / (4/7 - 2/5 * 9/7)
[1429737] ['2/5', '4/5', '4/7', '4/9', '7/9'] -> (4/5 + 4/7) / (4/9 - 2/5) * 7/9
[1429745] ['2/5', '4/5', '4/7', '4/9', '9/7'] -> (4/5 + 4/7) / (4/9 - 2/5) / 9/7
[1429789] ['2/5', '4/5', '4/7', '5/3', '8/7'] -> 8/7 / (4/7 / 4/5 - 2/5 * 5/3)
[1429802] ['2/5', '4/5', '4/7', '5/4', '6/7'] -> 6/7 / (5/4 - (2/5 + 4/7) / 4/5)
[1429814] ['2/5', '4/5', '4/7', '5/4', '9/2'] -> 9/2 / (5/4 / 4/7 - 4/5 / 2/5)
[1429816] ['2/5', '4/5', '4/7', '5/4', '9/5'] -> 9/5 / (2/5 * 5/4 / 4/7 - 4/5)
[1429817] ['2/5', '4/5', '4/7', '5/4', '9/7'] -> 9/7 / (2/5 * 5/4 / 4/5 - 4/7)
[1429825] ['2/5', '4/5', '4/7', '5/6', '7/2'] -> 2/5 * 4/7 / (5/6 - 4/5) * 7/2
[1429830] ['2/5', '4/5', '4/7', '5/6', '7/8'] -> 2/5 / (5/6 - 4/5) / 4/7 / 7/8
[1429844] ['2/5', '4/5', '4/7', '5/7', '6/5'] -> 6/5 / (5/7 / 4/7 - 2/5 - 4/5)
[1429847] ['2/5', '4/5', '4/7', '5/7', '7/3'] -> 4/5 / (5/7 - 2/5 / 4/7) / 7/3
[1429879] ['2/5', '4/5', '4/7', '5/8', '9/5'] -> 9/5 / ((4/5 - 2/5) / 4/7 - 5/8)
