[1019617] ['1/7', '5/4', '7/4', '8/5', '9/5'] -> (7/4 + 8/5) / 1/7 - 5/4 + 9/5
[1021426] ['1/7', '5/6', '7/2', '8/9', '8/9'] -> (7/2 + 8/9 - 5/6) / 1/7 - 8/9
[1021432] ['1/7', '5/6', '7/2', '9/2', '9/2'] -> (1/7 + 9/2) * 7/2 / 5/6 + 9/2
[1021433] ['1/7', '5/6', '7/2', '9/2', '9/4'] -> (5/6 + 9/2) / 1/7 / 7/2 * 9/4
[1021434] ['1/7', '5/6', '7/2', '9/2', '9/5'] -> 7/2 * (1/7 + 9/2 - 5/6) * 9/5
[1021445] ['1/7', '5/6', '7/2', '9/7', '9/8'] -> 9/8 * (5/6 + 7/2 - 9/7) / 1/7
[1021457] ['1/7', '5/6', '7/3', '7/3', '9/2'] -> 5/6 + 7/3 / 1/7 + 7/3 + 9/2
[1021461] ['1/7', '5/6', '7/3', '7/3', '9/8'] -> (7/3 / ((1/7 * /3) * 9/8) - 5/6))
[1021478] ['1/7', '5/6', '7/3', '7/5', '7/8'] -> (7/3 / (1/7 * /6) + 7/5) / 7/8
[1021480] ['1/7', '5/6', '7/3', '7/5', '8/3'] -> 8/3 / (1/7 * 5/6 * (7/3 - 7/5))
[1021482] ['1/7', '5/6', '7/3', '7/5', '8/7'] -> (7/3 / (1/7 * /6) + 7/5) * 8/7
[1021495] ['1/7', '5/6', '7/3', '7/6', '8/9'] -> (5/6 + 7/3 * 7/6) / 1/7 - 8/9
[1021496] ['1/7', '5/6', '7/3', '7/6', '9/2'] -> (5/6 / 1/7 - 7/6 / 7/3) * 9/2
[1021497] ['1/7', '5/6', '7/3', '7/6', '9/4'] -> (5/6 / 7/3 + 7/6) / 1/7 * 9/4
[1021499] ['1/7', '5/6', '7/3', '7/6', '9/7'] -> 9/7 * (7/3 + 7/6 - 5/6) / 1/7
[1021500] ['1/7', '5/6', '7/3', '7/6', '9/8'] -> 9/8 * (7/3 + 5/6 / 7/6) / 1/7
[1021503] ['1/7', '5/6', '7/3', '7/8', '8/3'] -> (7/3 + 5/6 / (1/7 * /8)) * 8/3
[1021504] ['1/7', '5/6', '7/3', '7/8', '8/5'] -> 7/3 / (1/7 * /6 * /8) + 8/5
[1021520] ['1/7', '5/6', '7/3', '7/9', '9/7'] -> 9/7 * (7/3 / 1/7 - 7/9) / 5/6
[1021531] ['1/7', '5/6', '7/3', '8/5', '8/5'] -> (7/3 / 1/7 - 5/6 * 8/5) * 8/5
[1021534] ['1/7', '5/6', '7/3', '8/5', '9/2'] -> 9/2 / (5/6 / 8/5 - 1/7 * 7/3)
[1021557] ['1/7', '5/6', '7/3', '9/4', '9/4'] -> (7/3 + 9/4 - 5/6) / 1/7 - 9/4
[1021571] ['1/7', '5/6', '7/4', '7/4', '7/9'] -> (7/4 + 7/4 - 5/6) / 1/7 / 7/9
[1021579] ['1/7', '5/6', '7/4', '7/4', '9/7'] -> (7/4 + 7/4 - 5/6) / 1/7 * 9/7
[1021580] ['1/7', '5/6', '7/4', '7/4', '9/8'] -> (7/4 / ((1/7 * /4) * 9/8) - 5/6))
[1021597] ['1/7', '5/6', '7/4', '7/6', '8/3'] -> 8/3 / (1/7 * (7/4 - 5/6 * 7/6))
[1021599] ['1/7', '5/6', '7/4', '7/6', '8/7'] -> 8/7 / ((7/6 - 5/6) / 7/4 - 1/7)
[1021602] ['1/7', '5/6', '7/4', '7/6', '9/4'] -> (5/6 + 7/4 + 7/6) / 1/7 - 9/4
[1021610] ['1/7', '5/6', '7/4', '7/8', '8/7'] -> 8/7 / (1/7 * (5/6 - 7/8 / 7/4))
[1021612] ['1/7', '5/6', '7/4', '7/8', '9/2'] -> (5/6 / 1/7 - 7/8 / 7/4) * 9/2
[1021632] ['1/7', '5/6', '7/4', '8/3', '9/4'] -> 7/4 + (5/6 + 8/3) / 1/7 - 9/4
[1021639] ['1/7', '5/6', '7/4', '8/5', '9/2'] -> 5/6 * 8/5 / 1/7 / 7/4 * 9/2
[1021661] ['1/7', '5/6', '7/4', '9/2', '9/8'] -> 9/8 * (5/6 + 9/2) / (1/7 * 7/4)
[1021669] ['1/7', '5/6', '7/4', '9/7', '9/7'] -> 9/7 / (5/6 * (7/4 - 1/7) - 9/7)
[1021684] ['1/7', '5/6', '7/5', '7/5', '9/8'] -> (7/5 / ((1/7 * /5) * 9/8) - 5/6))
[1021689] ['1/7', '5/6', '7/5', '7/6', '8/5'] -> 8/5 / (1/7 * 7/5 * (7/6 - 5/6))
[1021692] ['1/7', '5/6', '7/5', '7/6', '9/2'] -> (5/6 / (1/7 * /5) + 7/6) * 9/2
[1021710] ['1/7', '5/6', '7/5', '7/9', '8/5'] -> 8/5 / (1/7 * (7/5 - 7/9 / 5/6))
[1021720] ['1/7', '5/6', '7/5', '8/3', '8/7'] -> (8/3 / (1/7 * /6) - 7/5) * 8/7
[1021743] ['1/7', '5/6', '7/5', '8/9', '9/2'] -> 8/9 / (1/7 * /6 * /5) * 9/2
[1021748] ['1/7', '5/6', '7/5', '9/2', '9/2'] -> 7/5 * (1/7 + 9/2 - 5/6) * 9/2
[1021752] ['1/7', '5/6', '7/5', '9/2', '9/8'] -> 9/2 / (((1/7 * /6) * /5) * /8
)[1021758] ['1/7', '5/6', '7/5', '9/5', '9/7'] -> 9/7 * 5/6 * (7/5 + 9/5) / 1/7
[1021765] ['1/7', '5/6', '7/6', '7/6', '7/9'] -> (1/7 * 7/6 + 7/6) / (5/6 - 7/9)
[1021769] ['1/7', '5/6', '7/6', '7/6', '8/9'] -> (1/7 * 7/6 + 7/6) / (8/9 - 5/6)
[1021781] ['1/7', '5/6', '7/6', '7/8', '9/2'] -> (5/6 / 1/7 - 7/6) / 7/8 * 9/2
[1021783] ['1/7', '5/6', '7/6', '7/8', '9/5'] -> 9/5 / (1/7 * (7/6 / 5/6 - 7/8))
[1021788] ['1/7', '5/6', '7/6', '7/9', '8/5'] -> 5/6 / ((7/6 - 7/9) * /7) * 8/5
[1021789] ['1/7', '5/6', '7/6', '7/9', '8/7'] -> 8/7 / (1/7 + 5/6 / 7/9 - 7/6)
[1021802] ['1/7', '5/6', '7/6', '8/3', '9/5'] -> 5/6 * 8/3 / 1/7 / 7/6 * 9/5
[1021805] ['1/7', '5/6', '7/6', '8/5', '8/5'] -> (5/6 + 7/6) * 8/5 / 1/7 + 8/5
[1021815] ['1/7', '5/6', '7/6', '8/7', '9/2'] -> (5/6 / 1/7 - 7/6) * 8/7 * 9/2
[1021820] ['1/7', '5/6', '7/6', '8/9', '8/9'] -> 8/9 / (7/6 * (8/9 - 1/7) - 5/6)
[1021824] ['1/7', '5/6', '7/6', '8/9', '9/7'] -> 9/7 * 8/9 / (1/7 * (7/6 - 5/6))
[1021836] ['1/7', '5/6', '7/6', '9/5', '9/7'] -> 9/7 * (7/6 + 5/6 * 9/5) / 1/7
[1021839] ['1/7', '5/6', '7/6', '9/7', '9/8'] -> 9/7 / (((7/6 - 5/6) * /7) * /8
)[1021841] ['1/7', '5/6', '7/8', '7/8', '7/8'] -> (1/7 * 7/8 + 7/8) / (7/8 - 5/6)
[1021852] ['1/7', '5/6', '7/8', '7/9', '7/9'] -> 7/9 / (1/7 * (7/8 - 5/6 * 7/9))
[1021860] ['1/7', '5/6', '7/8', '7/9', '9/7'] -> 9/7 / (5/6 / 7/9 - 1/7 - 7/8)
[1021866] ['1/7', '5/6', '7/8', '8/3', '9/2'] -> 9/2 / (5/6 / 8/3 - 1/7 * 7/8)
[1021872] ['1/7', '5/6', '7/8', '8/5', '8/7'] -> 8/7 / (1/7 / 8/5 - (7/8 - 5/6))
[1021875] ['1/7', '5/6', '7/8', '8/5', '9/4'] -> 5/6 * 8/5 / 1/7 / 7/8 * 9/4
[1021879] ['1/7', '5/6', '7/8', '8/7', '8/7'] -> 8/7 / (8/7 - 5/6 / 7/8 - 1/7)
[1021894] ['1/7', '5/6', '7/8', '9/2', '9/5'] -> 9/2 / (((1/7 * /6) * /8) * /5
)[1021897] ['1/7', '5/6', '7/8', '9/4', '9/4'] -> (7/8 + 9/4) / 1/7 / 5/6 - 9/4
[1021904] ['1/7', '5/6', '7/8', '9/7', '9/7'] -> 9/7 / (5/6 * 9/7 - 1/7 - 7/8)
[1021912] ['1/7', '5/6', '7/9', '7/9', '9/2'] -> (5/6 + 9/2) / 1/7 / (7/9 + 7/9)
[1021916] ['1/7', '5/6', '7/9', '7/9', '9/8'] -> (7/9 / ((1/7 * /9) * 9/8) - 5/6))
[1021919] ['1/7', '5/6', '7/9', '8/3', '8/7'] -> (7/9 + 5/6 * 8/3) / 1/7 * 8/7
[1021943] ['1/7', '5/6', '7/9', '8/9', '9/4'] -> 5/6 / (1/7 + 7/9 - 8/9) - 9/4
[1021950] ['1/7', '5/6', '7/9', '9/2', '9/7'] -> 9/7 * (7/9 * 9/2 - 5/6) / 1/7
[1021963] ['1/7', '5/6', '8/3', '8/3', '8/5'] -> (8/3 / 1/7 + 8/3) / 5/6 - 8/5
[1021966] ['1/7', '5/6', '8/3', '8/3', '9/2'] -> 8/3 / ((5/6 + 8/3) * /7) * 9/2
[1021968] ['1/7', '5/6', '8/3', '8/3', '9/5'] -> (8/3 / 1/7 - 8/3) * 5/6 * 9/5
[1021970] ['1/7', '5/6', '8/3', '8/3', '9/8'] -> (8/3 / ((1/7 * /3) * 9/8) - 5/6))
[1021981] ['1/7', '5/6', '8/3', '8/7', '9/2'] -> 9/2 / (5/6 / 8/3 - 1/7 / 8/7)
[1021988] ['1/7', '5/6', '8/3', '8/9', '9/4'] -> (8/3 + 8/9 / 1/7) / 5/6 * 9/4
[1021991] ['1/7', '5/6', '8/3', '8/9', '9/8'] -> 9/8 * (8/3 / 1/7 - 8/9) / 5/6
[1021994] ['1/7', '5/6', '8/3', '9/2', '9/5'] -> (8/3 / 1/7 - 5/6 - 9/2) * 9/5
[1021995] ['1/7', '5/6', '8/3', '9/2', '9/7'] -> 9/7 * (5/6 + 9/2 - 8/3) / 1/7
[1021997] ['1/7', '5/6', '8/3', '9/4', '9/4'] -> 5/6 + 8/3 / 1/7 + 9/4 + 9/4
[1022011] ['1/7', '5/6', '8/5', '8/5', '9/4'] -> (8/5 / 1/7 + 8/5) * 5/6 * 9/4
[1022013] ['1/7', '5/6', '8/5', '8/5', '9/7'] -> 5/6 * (8/5 + 8/5) / 1/7 * 9/7
[1022014] ['1/7', '5/6', '8/5', '8/5', '9/8'] -> (8/5 / ((1/7 * /5) * 9/8) - 5/6))
[1022015] ['1/7', '5/6', '8/5', '8/7', '8/7'] -> 8/7 / (5/6 * 8/5 - 1/7 - 8/7)
[1022017] ['1/7', '5/6', '8/5', '8/7', '9/2'] -> 5/6 * (8/7 / 1/7 - 8/5) * 9/2
[1022018] ['1/7', '5/6', '8/5', '8/7', '9/4'] -> 5/6 * 8/5 * 8/7 / 1/7 * 9/4
[1022026] ['1/7', '5/6', '8/5', '8/9', '9/7'] -> 9/7 * (8/5 + 8/9 / 5/6) / 1/7
[1022043] ['1/7', '5/6', '8/7', '8/7', '8/7'] -> 8/7 / (8/7 - 5/6 * 8/7 - 1/7)
[1022047] ['1/7', '5/6', '8/7', '8/7', '9/5'] -> 5/6 * (8/7 + 8/7) / 1/7 * 9/5
[1022049] ['1/7', '5/6', '8/7', '8/7', '9/8'] -> (8/7 / ((1/7 * /7) * 9/8) - 5/6))
[1022051] ['1/7', '5/6', '8/7', '8/9', '9/2'] -> 8/9 / (8/7 - 1/7 - 5/6) * 9/2
[1022052] ['1/7', '5/6', '8/7', '8/9', '9/4'] -> (8/7 / 1/7 + 8/9) / 5/6 * 9/4
[1022065] ['1/7', '5/6', '8/7', '9/5', '9/5'] -> (8/7 / 5/6 + 9/5) / 1/7 + 9/5
[1022076] ['1/7', '5/6', '8/9', '8/9', '9/8'] -> (8/9 / ((1/7 * /9) * 9/8) - 5/6))
[1022091] ['1/7', '5/6', '8/9', '9/8', '9/8'] -> 9/8 * 8/9 / (1/7 * (9/8 - 5/6))
[1022092] ['1/7', '5/6', '9/2', '9/2', '9/2'] -> 9/2 / 1/7 - 5/6 * (9/2 + 9/2)
[1022094] ['1/7', '5/6', '9/2', '9/2', '9/5'] -> (9/2 / 1/7 + 9/2) / 5/6 / 9/5
[1022096] ['1/7', '5/6', '9/2', '9/2', '9/8'] -> (9/2 / ((1/7 * /2) * 9/8) - 5/6))
[1022104] ['1/7', '5/6', '9/2', '9/7', '9/7'] -> 9/7 * (9/2 / 9/7 - 5/6) / 1/7
[1022105] ['1/7', '5/6', '9/2', '9/7', '9/8'] -> (9/2 - 9/7) / 1/7 / 5/6 / 9/8
[1022106] ['1/7', '5/6', '9/2', '9/8', '9/8'] -> 5/6 * 9/2 / 1/7 - 9/8 - 9/8
[1022107] ['1/7', '5/6', '9/4', '9/4', '9/4'] -> 5/6 * (9/4 + 9/4) / 1/7 - 9/4
[1022110] ['1/7', '5/6', '9/4', '9/4', '9/8'] -> (9/4 / ((1/7 * /4) * 9/8) - 5/6))
[1022112] ['1/7', '5/6', '9/4', '9/5', '9/7'] -> 9/7 / (1/7 * 5/6 * (9/4 - 9/5))
[1022119] ['1/7', '5/6', '9/5', '9/5', '9/8'] -> (9/5 / ((1/7 * /5) * 9/8) - 5/6))
[1022123] ['1/7', '5/6', '9/7', '9/7', '9/7'] -> (5/6 * (9/7 + 9/7) + 9/7) / 1/7
[1022124] ['1/7', '5/6', '9/7', '9/7', '9/8'] -> (9/7 / ((1/7 * /7) * 9/8) - 5/6))
[1022126] ['1/7', '5/6', '9/8', '9/8', '9/8'] -> 9/8 / (((9/8 - 5/6) * /7) * /8
)[1022128] ['1/7', '5/7', '5/7', '5/7', '5/8'] -> (5/7 + 5/7 + 5/7) / 1/7 / 5/8
[1022132] ['1/7', '5/7', '5/7', '5/7', '7/2'] -> 7/2 / 1/7 - 5/7 / (5/7 + 5/7)
[1022140] ['1/7', '5/7', '5/7', '5/7', '8/5'] -> (5/7 + 5/7 + 5/7) * 8/5 / 1/7
[1022146] ['1/7', '5/7', '5/7', '5/7', '9/7'] -> (5/7 + 5/7 + 5/7 + 9/7) / 1/7
[1022149] ['1/7', '5/7', '5/7', '5/8', '5/9'] -> 5/7 / (((1/7 + 5/8) - 5/7) * /9
)[1022152] ['1/7', '5/7', '5/7', '5/8', '7/2'] -> (5/7 / 1/7 - 5/7) / 5/8 * 7/2
[1022153] ['1/7', '5/7', '5/7', '5/8', '7/3'] -> 5/7 / (((5/7 - 5/8) * /7) * /3
)[1022161] ['1/7', '5/7', '5/7', '5/8', '8/7'] -> (5/7 / 5/7 + 8/7) / (1/7 * 5/8)
[1022165] ['1/7', '5/7', '5/7', '5/8', '9/5'] -> 5/7 * 9/5 / (1/7 + 5/8 - 5/7)
[1022172] ['1/7', '5/7', '5/7', '5/9', '7/3'] -> (5/7 / 1/7 + 5/7) / 5/9 * 7/3
[1022189] ['1/7', '5/7', '5/7', '6/5', '7/2'] -> (5/7 / 1/7 + 5/7) * 6/5 * 7/2
[1022207] ['1/7', '5/7', '5/7', '6/7', '7/3'] -> ((5/7 + 6/7) / 1/7 - 5/7) * 7/3
[1022230] ['1/7', '5/7', '5/7', '7/2', '8/5'] -> (5/7 / 1/7 - 5/7) * 7/2 * 8/5
[1022238] ['1/7', '5/7', '5/7', '7/3', '7/3'] -> (5/7 + 5/7 + 7/3) / 1/7 - 7/3
[1022248] ['1/7', '5/7', '5/7', '7/3', '9/2'] -> (5/7 + 7/3) / (5/7 - 1/7) * 9/2
[1022250] ['1/7', '5/7', '5/7', '7/3', '9/5'] -> (5/7 / 1/7 + 5/7) * 7/3 * 9/5
[1022253] ['1/7', '5/7', '5/7', '7/4', '7/4'] -> (5/7 + 5/7 + 7/4) / 1/7 + 7/4
[1022298] ['1/7', '5/7', '5/7', '7/8', '9/2'] -> (1/7 + 5/7) / (7/8 - 5/7) * 9/2
[1022301] ['1/7', '5/7', '5/7', '7/8', '9/7'] -> 9/7 / (1/7 + 5/7 * 7/8 - 5/7)
[1022306] ['1/7', '5/7', '5/7', '7/9', '8/7'] -> 8/7 / (5/7 - (1/7 + 5/7) * 7/9)
[1022313] ['1/7', '5/7', '5/7', '8/3', '8/3'] -> (5/7 + 5/7) * 8/3 / 1/7 - 8/3
[1022341] ['1/7', '5/7', '5/7', '8/9', '9/7'] -> 9/7 / (1/7 + 5/7 - 5/7 / 8/9)
[1022343] ['1/7', '5/7', '5/7', '9/2', '9/2'] -> (5/7 / (1/7 + 5/7) + 9/2) * 9/2
[1022358] ['1/7', '5/7', '5/8', '5/8', '5/8'] -> (5/7 + 5/8) / 1/7 / 5/8 / 5/8
[1022360] ['1/7', '5/7', '5/8', '5/8', '6/5'] -> 6/5 / ((5/8 - 1/7) / 5/7 - 5/8)
[1022362] ['1/7', '5/7', '5/8', '5/8', '7/2'] -> (5/8 / (5/7 - 5/8) - 1/7) * 7/2
[1022369] ['1/7', '5/7', '5/8', '5/8', '8/3'] -> (5/7 / 1/7 + 5/8) / 5/8 * 8/3
[1022370] ['1/7', '5/7', '5/8', '5/8', '8/5'] -> (5/7 + 5/8) / 1/7 / 5/8 * 8/5
[1022378] ['1/7', '5/7', '5/8', '5/9', '5/9'] -> 5/9 / (5/9 / (1/7 + 5/7) - 5/8)
[1022388] ['1/7', '5/7', '5/8', '5/9', '8/3'] -> 8/3 / ((5/7 - 5/9) / 5/8 - 1/7)
[1022415] ['1/7', '5/7', '5/8', '6/7', '6/7'] -> 6/7 / (5/7 - 5/8 * 6/7 - 1/7)
[1022416] ['1/7', '5/7', '5/8', '6/7', '7/2'] -> 5/7 * 6/7 / 1/7 / 5/8 * 7/2
[1022436] ['1/7', '5/7', '5/8', '7/2', '7/6'] -> 5/7 * 7/2 / 1/7 / 5/8 / 7/6
[1022443] ['1/7', '5/7', '5/8', '7/2', '9/2'] -> 9/2 / ((1/7 + 5/8 - 5/7) * 7/2)
[1022445] ['1/7', '5/7', '5/8', '7/2', '9/5'] -> 9/5 / (1/7 * 7/2 / 5/7 - 5/8)
[1022446] ['1/7', '5/7', '5/8', '7/2', '9/7'] -> 9/7 / (1/7 * 7/2 - 5/7 * 5/8)
[1022447] ['1/7', '5/7', '5/8', '7/2', '9/8'] -> (5/7 + 7/2 - 5/8) / 1/7 - 9/8
[1022460] ['1/7', '5/7', '5/8', '7/3', '9/5'] -> (5/7 + 7/3) * 5/8 / 1/7 * 9/5
[1022461] ['1/7', '5/7', '5/8', '7/3', '9/7'] -> 9/7 * 7/3 * 5/7 / (1/7 * 5/8)
[1022473] ['1/7', '5/7', '5/8', '7/4', '9/4'] -> 9/4 / ((1/7 + 5/8 - 5/7) * 7/4)
[1022488] ['1/7', '5/7', '5/8', '7/5', '9/7'] -> 9/7 / (1/7 * (5/7 * 7/5 - 5/8))
[1022512] ['1/7', '5/7', '5/8', '7/8', '9/8'] -> 9/8 / ((1/7 + 5/8 - 5/7) * 7/8)
[1022521] ['1/7', '5/7', '5/8', '7/9', '9/7'] -> 9/7 / (1/7 + 5/7 - 5/8 / 7/9)
[1022523] ['1/7', '5/7', '5/8', '8/3', '8/3'] -> (5/7 / 5/8 + 8/3) / 1/7 - 8/3
[1022524] ['1/7', '5/7', '5/8', '8/3', '8/5'] -> (5/7 / 1/7 + 5/8) * 8/3 * 8/5
[1022527] ['1/7', '5/7', '5/8', '8/3', '9/2'] -> (5/7 / (1/7 * /8) - 8/3) * 9/2
[1022531] ['1/7', '5/7', '5/8', '8/3', '9/8'] -> 9/8 * 8/3 * 5/7 / (1/7 * 5/8)
[1022532] ['1/7', '5/7', '5/8', '8/5', '8/5'] -> (5/7 + 5/8) * 8/5 / 1/7 * 8/5
[1022545] ['1/7', '5/7', '5/8', '8/7', '9/7'] -> 9/7 / (5/7 + 5/8 - 1/7 - 8/7)
[1022546] ['1/7', '5/7', '5/8', '8/7', '9/8'] -> 9/8 * 8/7 / (1/7 + 5/8 - 5/7)
[1022561] ['1/7', '5/7', '5/8', '9/4', '9/8'] -> (5/7 + 5/8 + 9/4) / 1/7 - 9/8
[1022565] ['1/7', '5/7', '5/8', '9/7', '9/7'] -> 9/7 / (1/7 + 5/7 - 5/8 * 9/7)
[1022598] ['1/7', '5/7', '5/9', '6/5', '8/7'] -> 8/7 / ((5/7 - 5/9) * 6/5 - 1/7)
[1022600] ['1/7', '5/7', '5/9', '6/5', '9/2'] -> (5/7 / 1/7 - 5/9) * 6/5 * 9/2
[1022601] ['1/7', '5/7', '5/9', '6/5', '9/4'] -> (5/7 + 5/9) * 6/5 / 1/7 * 9/4
[1022613] ['1/7', '5/7', '5/9', '6/7', '8/3'] -> 8/3 / ((5/7 - 1/7) / 6/7 - 5/9)
[1022614] ['1/7', '5/7', '5/9', '6/7', '8/5'] -> (5/7 / 5/9 + 6/7) / 1/7 * 8/5
[1022618] ['1/7', '5/7', '5/9', '6/7', '9/4'] -> 6/7 / (((5/7 - 1/7) - 5/9) * /4
)[1022642] ['1/7', '5/7', '5/9', '7/3', '7/8'] -> 5/7 * 7/3 / 1/7 / 5/9 / 7/8
[1022646] ['1/7', '5/7', '5/9', '7/3', '8/7'] -> 5/7 * 7/3 / 1/7 / 5/9 * 8/7
[1022647] ['1/7', '5/7', '5/9', '7/3', '8/9'] -> 8/9 / ((5/7 - 1/7 - 5/9) * 7/3)
[1022683] ['1/7', '5/7', '5/9', '7/6', '8/3'] -> 8/3 / ((5/7 - 1/7) * 7/6 - 5/9)
[1022706] ['1/7', '5/7', '5/9', '7/9', '8/7'] -> 8/7 / (5/7 - 1/7 * 7/9 - 5/9)
[1022713] ['1/7', '5/7', '5/9', '8/3', '8/3'] -> 8/3 / (5/7 * 5/9 / 1/7 - 8/3)
[1022716] ['1/7', '5/7', '5/9', '8/3', '8/9'] -> (5/7 + 8/3) / 1/7 - 5/9 + 8/9
[1022738] ['1/7', '5/7', '5/9', '8/9', '9/2'] -> (5/7 / 1/7 + 8/9 - 5/9) * 9/2
[1022739] ['1/7', '5/7', '5/9', '8/9', '9/4'] -> ((5/7 + 8/9) / 1/7 - 5/9) * 9/4
[1022741] ['1/7', '5/7', '5/9', '8/9', '9/7'] -> 9/7 / (1/7 + 5/9 / 8/9 - 5/7)
[1022760] ['1/7', '5/7', '6/5', '6/5', '7/2'] -> (6/5 / 1/7 + 6/5) * 5/7 * 7/2
[1022774] ['1/7', '5/7', '6/5', '6/5', '9/7'] -> (1/7 + 5/7 + 6/5) / (9/7 - 6/5)
[1022778] ['1/7', '5/7', '6/5', '6/7', '7/3'] -> 5/7 * (6/5 + 6/7) / 1/7 * 7/3
[1022798] ['1/7', '5/7', '6/5', '7/2', '7/8'] -> 5/7 * 6/5 * 7/2 / 1/7 / 7/8
[1022802] ['1/7', '5/7', '6/5', '7/2', '8/7'] -> 5/7 * 6/5 * 7/2 / 1/7 * 8/7
[1022816] ['1/7', '5/7', '6/5', '7/3', '8/5'] -> 8/5 / (1/7 * (5/7 * 7/3 - 6/5))
[1022846] ['1/7', '5/7', '6/5', '7/5', '9/2'] -> (5/7 / 1/7 + 7/5) / 6/5 * 9/2
[1022858] ['1/7', '5/7', '6/5', '7/6', '9/2'] -> (5/7 / (1/7 * /5) + 7/6) * 9/2
[1022877] ['1/7', '5/7', '6/5', '7/9', '8/7'] -> 8/7 / (6/5 * (7/9 - 1/7) - 5/7)
[1022909] ['1/7', '5/7', '6/5', '8/9', '9/2'] -> 5/7 * 6/5 * 8/9 / 1/7 * 9/2
[1022914] ['1/7', '5/7', '6/5', '9/2', '9/2'] -> (1/7 / 6/5 + 5/7 + 9/2) * 9/2
[1022918] ['1/7', '5/7', '6/5', '9/2', '9/8'] -> 5/7 * 6/5 * 9/2 / 1/7 / 9/8
[1022919] ['1/7', '5/7', '6/5', '9/4', '9/4'] -> (5/7 * 6/5 + 9/4) / 1/7 + 9/4
[1022931] ['1/7', '5/7', '6/7', '6/7', '7/3'] -> (5/7 * 6/7 + 6/7) / 1/7 * 7/3
[1022932] ['1/7', '5/7', '6/7', '6/7', '7/4'] -> 6/7 / (((6/7 - 5/7) * /7) * /4
)[1022941] ['1/7', '5/7', '6/7', '6/7', '9/2'] -> (6/7 + 6/7) / (5/7 - 1/7 * 9/2)
[1022944] ['1/7', '5/7', '6/7', '6/7', '9/7'] -> (6/7 + 6/7) / 1/7 * (5/7 + 9/7)
[1022946] ['1/7', '5/7', '6/7', '7/2', '7/2'] -> (5/7 / 1/7 + 6/7) * 7/2 + 7/2
[1022952] ['1/7', '5/7', '6/7', '7/2', '7/9'] -> (7/2 - 5/7 / 6/7) / 1/7 / 7/9
[1022954] ['1/7', '5/7', '6/7', '7/2', '8/5'] -> 5/7 * 6/7 * 7/2 / 1/7 * 8/5
[1022968] ['1/7', '5/7', '6/7', '7/3', '8/3'] -> (6/7 * 7/3 - 5/7) / 1/7 * 8/3
[1022970] ['1/7', '5/7', '6/7', '7/3', '8/7'] -> 8/7 / (1/7 * (6/7 - 5/7) * 7/3)
[1022971] ['1/7', '5/7', '6/7', '7/3', '8/9'] -> (5/7 + 7/3) / 1/7 / 6/7 - 8/9
[1022972] ['1/7', '5/7', '6/7', '7/3', '9/2'] -> (7/3 - 5/7 - 6/7) / 1/7 * 9/2
[1022974] ['1/7', '5/7', '6/7', '7/3', '9/5'] -> ((5/7 + 6/7) / 1/7 + 7/3) * 9/5
[1023007] ['1/7', '5/7', '6/7', '7/6', '8/3'] -> (5/7 / 6/7 + 7/6 / 1/7) * 8/3
[1023009] ['1/7', '5/7', '6/7', '7/6', '8/7'] -> 8/7 / (1/7 * (7/6 - 5/7 / 6/7))
[1023038] ['1/7', '5/7', '6/7', '8/3', '8/5'] -> 6/7 * 8/3 / 1/7 / 5/7 + 8/5
[1023039] ['1/7', '5/7', '6/7', '8/3', '8/7'] -> (5/7 + 6/7 * 8/3) / 1/7 * 8/7
[1023041] ['1/7', '5/7', '6/7', '8/3', '9/2'] -> 5/7 / 6/7 + 8/3 / 1/7 + 9/2
[1023051] ['1/7', '5/7', '6/7', '8/5', '9/5'] -> (5/7 + 6/7 + 8/5) / 1/7 + 9/5
[1023054] ['1/7', '5/7', '6/7', '8/7', '8/7'] -> 8/7 / (5/7 - 6/7 / (1/7 + 8/7))
[1023067] ['1/7', '5/7', '6/7', '9/2', '9/2'] -> (6/7 + 5/7 * 9/2) / 1/7 - 9/2
[1023084] ['1/7', '5/7', '7/2', '7/2', '7/4'] -> (5/7 * 7/2 + 7/2) / 1/7 / 7/4
[1023087] ['1/7', '5/7', '7/2', '7/2', '7/8'] -> (5/7 * 7/2 / 1/7 + 7/2) / 7/8
[1023090] ['1/7', '5/7', '7/2', '7/2', '8/5'] -> (7/2 / 1/7 - 7/2) * 5/7 * 8/5
[1023091] ['1/7', '5/7', '7/2', '7/2', '8/7'] -> (5/7 * 7/2 / 1/7 + 7/2) * 8/7
[1023092] ['1/7', '5/7', '7/2', '7/2', '8/9'] -> (5/7 * 7/2 + 7/2 / 1/7) * 8/9
[1023094] ['1/7', '5/7', '7/2', '7/2', '9/4'] -> (5/7 + 7/2 + 7/2) / 1/7 / 9/4
[1023097] ['1/7', '5/7', '7/2', '7/2', '9/8'] -> (5/7 * 7/2 + 7/2 / 1/7) / 9/8
[1023101] ['1/7', '5/7', '7/2', '7/3', '7/6'] -> 7/2 / 1/7 - 5/7 * 7/3 + 7/6
[1023113] ['1/7', '5/7', '7/2', '7/4', '7/4'] -> 7/2 / 1/7 + 5/7 * 7/4 - 7/4
[1023118] ['1/7', '5/7', '7/2', '7/4', '8/3'] -> (7/2 / 7/4 - 5/7) / 1/7 * 8/3
[1023123] ['1/7', '5/7', '7/2', '7/4', '9/4'] -> 5/7 * (7/2 + 7/4) / 1/7 - 9/4
