[1399766] ['2/5', '3/2', '5/4', '7/8', '9/5'] -> (9/5 / ((2/5 + 7/8) - (3/2 / 5/4)))
[1401821] ['2/5', '3/2', '9/2', '9/4', '9/8'] -> ((9/2 * ((3/2 / 2/5) + 9/4)) / 9/8)
[1401822] ['2/5', '3/2', '9/2', '9/5', '9/5'] -> (((9/2 + (3/2 / 9/5)) / 2/5) * 9/5)
[1401840] ['2/5', '3/2', '9/5', '9/5', '9/8'] -> (((9/5 + 9/5) / 2/5) / (3/2 - 9/8))
[1401861] ['2/5', '3/4', '3/4', '3/4', '5/8'] -> (3/4 / (3/4 - ((2/5 + 3/4) * 5/8)))
[1401873] ['2/5', '3/4', '3/4', '3/4', '8/5'] -> (3/4 / (3/4 - ((2/5 + 3/4) / 8/5)))
[1401878] ['2/5', '3/4', '3/4', '3/4', '9/5'] -> ((9/5 / (3/4 - (3/4 * 3/4))) / 2/5)
[1401888] ['2/5', '3/4', '3/4', '3/5', '5/2'] -> (5/2 / ((2/5 / 3/5) - (3/4 * 3/4)))
[1401891] ['2/5', '3/4', '3/4', '3/5', '5/6'] -> (((3/5 / 2/5) / 3/4) / (5/6 - 3/4))
[1401895] ['2/5', '3/4', '3/4', '3/5', '6/5'] -> ((6/5 / 3/4) / (3/5 - (2/5 / 3/4)))
[1401908] ['2/5', '3/4', '3/4', '3/5', '9/2'] -> ((9/2 / 3/4) / ((2/5 + 3/5) - 3/4))
[1401909] ['2/5', '3/4', '3/4', '3/5', '9/4'] -> ((2/5 * 9/4) / (3/5 - (3/4 * 3/4)))
[1401912] ['2/5', '3/4', '3/4', '3/5', '9/8'] -> (3/5 / (((2/5 + 9/8) - 3/4) - 3/4))
[1401926] ['2/5', '3/4', '3/4', '3/7', '6/5'] -> (6/5 / (3/4 - ((2/5 * 3/4) / 3/7)))
[1401949] ['2/5', '3/4', '3/4', '3/8', '5/2'] -> (((3/4 + 3/4) / (2/5 - 3/8)) / 5/2)
[1401951] ['2/5', '3/4', '3/4', '3/8', '5/4'] -> ((3/4 / ((2/5 + 3/8) - 3/4)) / 5/4)
[1401973] ['2/5', '3/4', '3/4', '3/8', '9/8'] -> (9/8 / (3/4 - ((3/4 * 3/8) / 2/5)))
[1401988] ['2/5', '3/4', '3/4', '4/3', '7/3'] -> (7/3 / ((3/4 / 2/5) - (4/3 / 3/4)))
[1401989] ['2/5', '3/4', '3/4', '4/3', '7/4'] -> (7/4 / (((3/4 * 3/4) / 2/5) - 4/3))
[1402000] ['2/5', '3/4', '3/4', '4/3', '9/5'] -> ((9/5 / 2/5) / (3/4 - (3/4 / 4/3)))
[1402001] ['2/5', '3/4', '3/4', '4/3', '9/7'] -> (9/7 / ((3/4 / (4/3 - 2/5)) - 3/4))
[1402005] ['2/5', '3/4', '3/4', '4/5', '4/9'] -> (((2/5 / (4/5 - 3/4)) / 3/4) / 4/9)
[1402008] ['2/5', '3/4', '3/4', '4/5', '5/4'] -> (4/5 / (((2/5 / 3/4) + 3/4) - 5/4))
[1402011] ['2/5', '3/4', '3/4', '4/5', '5/8'] -> ((4/5 / 2/5) / ((5/8 / 3/4) - 3/4))
[1402023] ['2/5', '3/4', '3/4', '4/5', '8/5'] -> (8/5 / ((3/4 * 4/5) - (2/5 / 3/4)))
[1402025] ['2/5', '3/4', '3/4', '4/5', '8/9'] -> ((3/4 + (2/5 / 8/9)) / (4/5 - 3/4))
[1402026] ['2/5', '3/4', '3/4', '4/5', '9/2'] -> ((9/2 / 3/4) / (3/4 - (2/5 / 4/5)))
[1402028] ['2/5', '3/4', '3/4', '4/5', '9/5'] -> ((9/5 / 2/5) / ((3/4 / 4/5) - 3/4))
[1402037] ['2/5', '3/4', '3/4', '4/7', '5/7'] -> ((2/5 * 5/7) / ((4/7 / 3/4) - 3/4))
[1402038] ['2/5', '3/4', '3/4', '4/7', '5/8'] -> ((3/4 / (3/4 - (2/5 / 4/7))) / 5/8)
[1402045] ['2/5', '3/4', '3/4', '4/7', '7/5'] -> ((2/5 / ((4/7 / 3/4) - 3/4)) / 7/5)
[1402050] ['2/5', '3/4', '3/4', '4/7', '8/5'] -> ((3/4 * 8/5) / (3/4 - (2/5 / 4/7)))
[1402054] ['2/5', '3/4', '3/4', '4/7', '9/4'] -> ((3/4 / ((3/4 * 4/7) - 2/5)) - 9/4)
[1402056] ['2/5', '3/4', '3/4', '4/7', '9/7'] -> ((9/7 / 2/5) / (3/4 * (3/4 - 4/7)))
[1402066] ['2/5', '3/4', '3/4', '4/9', '6/5'] -> ((6/5 / 3/4) / (2/5 - (3/4 * 4/9)))
[1402075] ['2/5', '3/4', '3/4', '4/9', '8/3'] -> (8/3 / ((4/9 / 2/5) - (3/4 / 3/4)))
[1402079] ['2/5', '3/4', '3/4', '4/9', '9/2'] -> (9/2 / ((3/4 / 2/5) - (3/4 / 4/9)))
[1402081] ['2/5', '3/4', '3/4', '4/9', '9/5'] -> (9/5 / (3/4 - ((2/5 * 3/4) / 4/9)))
[1402104] ['2/5', '3/4', '3/4', '5/2', '9/2'] -> ((9/2 / 3/4) / ((2/5 * 5/2) - 3/4))
[1402106] ['2/5', '3/4', '3/4', '5/2', '9/5'] -> ((9/5 / 3/4) / (2/5 - (3/4 / 5/2)))
[1402110] ['2/5', '3/4', '3/4', '5/3', '5/4'] -> ((3/4 + 5/4) / (3/4 - (2/5 * 5/3)))
[1402113] ['2/5', '3/4', '3/4', '5/3', '5/8'] -> ((3/4 / ((3/4 / 5/3) - 2/5)) / 5/8)
[1402124] ['2/5', '3/4', '3/4', '5/3', '8/3'] -> ((3/4 * 8/3) / (3/4 - (2/5 * 5/3)))
[1402146] ['2/5', '3/4', '3/4', '5/4', '7/9'] -> (((2/5 * 5/4) / 3/4) / (7/9 - 3/4))
[1402148] ['2/5', '3/4', '3/4', '5/4', '8/5'] -> (8/5 / ((3/4 / 5/4) - (2/5 / 3/4)))
[1402155] ['2/5', '3/4', '3/4', '5/4', '9/8'] -> ((3/4 / 5/4) / ((2/5 + 3/4) - 9/8))
[1402170] ['2/5', '3/4', '3/4', '5/6', '8/5'] -> ((8/5 / 2/5) / ((3/4 / 3/4) - 5/6))
[1402173] ['2/5', '3/4', '3/4', '5/6', '9/2'] -> ((9/2 / 2/5) / ((3/4 * 3/4) * 5/6))
[1402194] ['2/5', '3/4', '3/4', '5/7', '9/2'] -> ((9/2 / 3/4) / ((3/4 - 2/5) * 5/7))
[1402199] ['2/5', '3/4', '3/4', '5/8', '5/8'] -> (((3/4 / (3/4 - 5/8)) / 2/5) / 5/8)
[1402205] ['2/5', '3/4', '3/4', '5/8', '7/4'] -> ((3/4 / 5/8) / (3/4 - (2/5 * 7/4)))
[1402208] ['2/5', '3/4', '3/4', '5/8', '7/8'] -> (((3/4 / 2/5) / 5/8) / (7/8 - 3/4))
[1402214] ['2/5', '3/4', '3/4', '5/8', '9/2'] -> ((3/4 + 9/2) / ((3/4 - 2/5) * 5/8))
[1402218] ['2/5', '3/4', '3/4', '5/8', '9/8'] -> (((3/4 / 2/5) + 9/8) / (3/4 - 5/8))
[1402219] ['2/5', '3/4', '3/4', '5/9', '5/9'] -> ((2/5 * 5/9) / (3/4 - (5/9 / 3/4)))
[1402222] ['2/5', '3/4', '3/4', '5/9', '7/2'] -> ((7/2 / 3/4) / ((3/4 - 2/5) * 5/9))
[1402225] ['2/5', '3/4', '3/4', '5/9', '7/5'] -> ((7/5 / 2/5) / (3/4 * (3/4 - 5/9)))
[1402230] ['2/5', '3/4', '3/4', '5/9', '8/5'] -> (8/5 / ((2/5 + (3/4 * 5/9)) - 3/4))
[1402235] ['2/5', '3/4', '3/4', '5/9', '9/5'] -> ((2/5 / (3/4 - (5/9 / 3/4))) / 9/5)
[1402238] ['2/5', '3/4', '3/4', '6/5', '6/5'] -> ((6/5 / (3/4 - (3/4 / 6/5))) / 2/5)
[1402239] ['2/5', '3/4', '3/4', '6/5', '6/7'] -> ((6/5 / 2/5) / ((3/4 / 6/7) - 3/4))
[1402244] ['2/5', '3/4', '3/4', '6/5', '7/6'] -> ((6/5 / 2/5) / ((3/4 * 7/6) - 3/4))
[1402245] ['2/5', '3/4', '3/4', '6/5', '7/8'] -> ((6/5 / 2/5) / ((3/4 / 3/4) - 7/8))
[1402252] ['2/5', '3/4', '3/4', '6/5', '9/4'] -> ((6/5 / 3/4) / (2/5 - (3/4 / 9/4)))
[1402253] ['2/5', '3/4', '3/4', '6/5', '9/5'] -> (9/5 / ((3/4 + 6/5) - (3/4 / 2/5)))
[1402255] ['2/5', '3/4', '3/4', '6/5', '9/8'] -> ((6/5 / 2/5) / (9/8 - (3/4 / 3/4)))
[1402265] ['2/5', '3/4', '3/4', '6/7', '8/5'] -> (8/5 / ((3/4 / (3/4 + 6/7)) - 2/5))
[1402286] ['2/5', '3/4', '3/4', '7/2', '9/5'] -> (((7/2 / (3/4 - 2/5)) / 3/4) * 9/5)
[1402302] ['2/5', '3/4', '3/4', '7/3', '9/7'] -> (9/7 / (((3/4 / 2/5) / 7/3) - 3/4))
[1402310] ['2/5', '3/4', '3/4', '7/4', '8/5'] -> ((3/4 * 8/5) / (3/4 - (2/5 * 7/4)))
[1402346] ['2/5', '3/4', '3/4', '7/8', '8/5'] -> (((3/4 * 8/5) / 2/5) / (7/8 - 3/4))
[1402353] ['2/5', '3/4', '3/4', '7/8', '9/8'] -> (((3/4 / 2/5) + 9/8) / (7/8 - 3/4))
[1402365] ['2/5', '3/4', '3/4', '8/3', '8/5'] -> (8/5 / ((2/5 * 8/3) - (3/4 / 3/4)))
[1402368] ['2/5', '3/4', '3/4', '8/3', '9/2'] -> ((9/2 / 2/5) / (3/4 - (3/4 / 8/3)))
[1402372] ['2/5', '3/4', '3/4', '8/3', '9/8'] -> (9/8 / (3/4 - ((3/4 / 2/5) / 8/3)))
[1402373] ['2/5', '3/4', '3/4', '8/5', '8/5'] -> (8/5 / (8/5 - ((2/5 + 3/4) / 3/4)))
[1402376] ['2/5', '3/4', '3/4', '8/5', '9/2'] -> (((3/4 + 9/2) * 8/5) / (3/4 - 2/5))
[1402380] ['2/5', '3/4', '3/4', '8/5', '9/8'] -> ((2/5 + 8/5) / (3/4 - (3/4 / 9/8)))
[1402395] ['2/5', '3/4', '3/4', '9/2', '9/4'] -> (9/2 / ((3/4 / 2/5) - (3/4 * 9/4)))
[1402400] ['2/5', '3/4', '3/4', '9/4', '9/5'] -> (9/5 / (3/4 - ((2/5 * 3/4) * 9/4)))
[1402409] ['2/5', '3/4', '3/5', '3/5', '3/5'] -> ((3/5 + 3/5) / ((3/4 * 3/5) - 2/5))
[1402413] ['2/5', '3/4', '3/5', '3/5', '4/5'] -> (3/5 / ((3/4 / (2/5 + 4/5)) - 3/5))
[1402414] ['2/5', '3/4', '3/5', '3/5', '4/7'] -> ((3/5 + 3/5) / (3/4 - (2/5 / 4/7)))
[1402417] ['2/5', '3/4', '3/5', '3/5', '5/3'] -> ((3/5 + 3/5) / ((3/4 / 5/3) - 2/5))
[1402418] ['2/5', '3/4', '3/5', '3/5', '5/4'] -> (3/5 / (((3/4 / 2/5) - 3/5) - 5/4))
[1402427] ['2/5', '3/4', '3/5', '3/5', '7/4'] -> ((3/5 + 3/5) / (3/4 - (2/5 * 7/4)))
[1402432] ['2/5', '3/4', '3/5', '3/5', '8/3'] -> ((3/5 * 8/3) / (3/5 - (2/5 / 3/4)))
[1402460] ['2/5', '3/4', '3/5', '3/7', '7/6'] -> (((3/5 / (3/7 - 2/5)) / 3/4) / 7/6)
[1402462] ['2/5', '3/4', '3/5', '3/7', '7/9'] -> ((2/5 / ((3/4 * 3/5) - 3/7)) / 7/9)
[1402472] ['2/5', '3/4', '3/5', '3/8', '3/8'] -> ((((3/4 + 3/5) / 2/5) / 3/8) / 3/8)
[1402476] ['2/5', '3/4', '3/5', '3/8', '4/9'] -> (((3/4 + 3/5) / (2/5 - 3/8)) * 4/9)
[1402484] ['2/5', '3/4', '3/5', '3/8', '6/5'] -> ((6/5 / 2/5) / (3/4 - (3/8 / 3/5)))
[1402489] ['2/5', '3/4', '3/5', '3/8', '7/5'] -> ((2/5 + 7/5) / ((3/4 * 3/5) - 3/8))
[1402493] ['2/5', '3/4', '3/5', '3/8', '8/3'] -> ((((3/4 + 3/5) / 2/5) / 3/8) * 8/3)
[1402505] ['2/5', '3/4', '3/5', '4/3', '4/9'] -> ((2/5 / (3/5 - (3/4 / 4/3))) / 4/9)
[1402506] ['2/5', '3/4', '3/5', '4/3', '5/2'] -> (5/2 / ((2/5 / 3/5) - (3/4 / 4/3)))
[1402509] ['2/5', '3/4', '3/5', '4/3', '5/6'] -> ((4/3 / (3/5 - (2/5 / 3/4))) / 5/6)
[1402511] ['2/5', '3/4', '3/5', '4/3', '5/8'] -> ((3/4 / ((3/5 / 4/3) - 2/5)) / 5/8)
[1402518] ['2/5', '3/4', '3/5', '4/3', '7/5'] -> (7/5 / ((3/5 + 4/3) - (3/4 / 2/5)))
[1402527] ['2/5', '3/4', '3/5', '4/3', '9/4'] -> ((2/5 * 9/4) / (3/5 - (3/4 / 4/3)))
[1402534] ['2/5', '3/4', '3/5', '4/5', '5/2'] -> ((4/5 / (3/4 - (2/5 / 3/5))) * 5/2)
[1402536] ['2/5', '3/4', '3/5', '4/5', '5/4'] -> (((3/5 / (4/5 - 3/4)) / 2/5) / 5/4)
[1402554] ['2/5', '3/4', '3/5', '4/5', '9/2'] -> (((4/5 / (3/5 - 2/5)) / 3/4) * 9/2)
[1402570] ['2/5', '3/4', '3/5', '4/7', '7/2'] -> ((4/7 / (3/4 - (2/5 / 3/5))) * 7/2)
[1402575] ['2/5', '3/4', '3/5', '4/7', '7/8'] -> ((3/5 / ((3/4 * 4/7) - 2/5)) / 7/8)
[1402581] ['2/5', '3/4', '3/5', '4/7', '9/2'] -> (9/2 / ((3/5 / 2/5) - (3/4 / 4/7)))
[1402584] ['2/5', '3/4', '3/5', '4/7', '9/7'] -> ((9/7 * 2/5) / (3/4 * (3/5 - 4/7)))
[1402586] ['2/5', '3/4', '3/5', '4/9', '4/9'] -> ((2/5 / (3/5 - (4/9 / 3/4))) * 4/9)
[1402593] ['2/5', '3/4', '3/5', '4/9', '5/9'] -> ((2/5 / (3/4 - (4/9 / 3/5))) * 5/9)
[1402604] ['2/5', '3/4', '3/5', '4/9', '8/5'] -> (8/5 / ((3/4 * (3/5 - 2/5)) * 4/9))
[1402606] ['2/5', '3/4', '3/5', '4/9', '8/9'] -> (8/9 / ((3/4 - (2/5 / 3/5)) * 4/9))
[1402614] ['2/5', '3/4', '3/5', '5/2', '5/4'] -> ((5/2 / (3/4 - (2/5 / 3/5))) / 5/4)
[1402632] ['2/5', '3/4', '3/5', '5/2', '9/2'] -> ((((3/5 / 2/5) + 5/2) / 3/4) * 9/2)
[1402639] ['2/5', '3/4', '3/5', '5/3', '5/6'] -> ((5/3 / (3/4 - (2/5 / 3/5))) / 5/6)
[1402652] ['2/5', '3/4', '3/5', '5/3', '8/3'] -> (8/3 / ((3/5 - (2/5 / 3/4)) * 5/3))
[1402654] ['2/5', '3/4', '3/5', '5/3', '8/7'] -> (8/7 / ((3/5 / (3/4 - 2/5)) - 5/3))
[1402664] ['2/5', '3/4', '3/5', '5/4', '5/8'] -> ((5/4 / (3/4 - (2/5 / 3/5))) / 5/8)
[1402687] ['2/5', '3/4', '3/5', '5/6', '5/9'] -> ((2/5 / (3/4 - (3/5 / 5/6))) / 5/9)
[1402697] ['2/5', '3/4', '3/5', '5/6', '8/3'] -> (8/3 / (((5/6 / 3/4) - 2/5) - 3/5))
[1402698] ['2/5', '3/4', '3/5', '5/6', '8/5'] -> (8/5 / (((2/5 * 3/4) + 3/5) - 5/6))
[1402709] ['2/5', '3/4', '3/5', '5/7', '6/5'] -> (6/5 / (((3/4 / 5/7) - 2/5) - 3/5))
[1402713] ['2/5', '3/4', '3/5', '5/7', '7/4'] -> (((3/5 / (3/4 - 5/7)) / 2/5) / 7/4)
[1402715] ['2/5', '3/4', '3/5', '5/7', '7/6'] -> (((2/5 + 3/5) / (3/4 - 5/7)) / 7/6)
[1402723] ['2/5', '3/4', '3/5', '5/7', '9/4'] -> ((3/4 / ((3/5 * 5/7) - 2/5)) - 9/4)
[1402725] ['2/5', '3/4', '3/5', '5/7', '9/7'] -> ((9/7 * (2/5 / 3/5)) / (3/4 - 5/7))
[1402743] ['2/5', '3/4', '3/5', '5/8', '9/4'] -> (9/4 / ((3/4 * (3/5 - 2/5)) * 5/8))
[1402746] ['2/5', '3/4', '3/5', '5/8', '9/8'] -> (((2/5 / (5/8 - 3/5)) / 3/4) * 9/8)
[1402765] ['2/5', '3/4', '3/5', '5/9', '9/8'] -> ((3/5 / (5/9 - (2/5 / 3/4))) / 9/8)
[1402780] ['2/5', '3/4', '3/5', '6/5', '9/4'] -> (((2/5 + 6/5) / (3/4 - 3/5)) * 9/4)
[1402786] ['2/5', '3/4', '3/5', '6/7', '7/3'] -> ((6/7 / (3/4 - (2/5 / 3/5))) * 7/3)
[1402788] ['2/5', '3/4', '3/5', '6/7', '7/5'] -> ((6/7 / ((3/4 * 3/5) - 2/5)) * 7/5)
[1402803] ['2/5', '3/4', '3/5', '7/2', '7/4'] -> ((7/2 / (3/4 - (2/5 / 3/5))) / 7/4)
[1402814] ['2/5', '3/4', '3/5', '7/2', '9/5'] -> ((((7/2 / 2/5) - 3/4) / 3/5) * 9/5)
[1402820] ['2/5', '3/4', '3/5', '7/3', '7/6'] -> ((7/3 / (3/4 - (2/5 / 3/5))) / 7/6)
[1402842] ['2/5', '3/4', '3/5', '7/4', '9/4'] -> ((7/4 / (3/5 - (2/5 / 3/4))) - 9/4)
[1402847] ['2/5', '3/4', '3/5', '7/5', '7/6'] -> ((7/5 / ((3/4 * 3/5) - 2/5)) / 7/6)
[1402848] ['2/5', '3/4', '3/5', '7/5', '7/8'] -> ((7/5 / (3/5 - (2/5 / 3/4))) / 7/8)
[1402852] ['2/5', '3/4', '3/5', '7/5', '8/7'] -> ((7/5 / (3/5 - (2/5 / 3/4))) * 8/7)
[1402855] ['2/5', '3/4', '3/5', '7/5', '9/4'] -> ((3/4 / ((3/5 / 7/5) - 2/5)) - 9/4)
[1402856] ['2/5', '3/4', '3/5', '7/5', '9/5'] -> (9/5 / (3/4 * ((3/5 / 2/5) - 7/5)))
[1402879] ['2/5', '3/4', '3/5', '7/8', '9/5'] -> (9/5 / (((3/4 + 3/5) - 2/5) - 7/8))
[1402883] ['2/5', '3/4', '3/5', '7/9', '8/3'] -> (8/3 / (((2/5 / 3/4) / 3/5) - 7/9))
[1402886] ['2/5', '3/4', '3/5', '7/9', '8/9'] -> (8/9 / (((7/9 / 3/4) - 2/5) - 3/5))
[1402890] ['2/5', '3/4', '3/5', '7/9', '9/7'] -> ((9/7 * 2/5) / ((3/5 / 7/9) - 3/4))
[1402892] ['2/5', '3/4', '3/5', '8/3', '8/3'] -> ((((3/4 + 3/5) * 8/3) / 2/5) * 8/3)
[1402897] ['2/5', '3/4', '3/5', '8/3', '9/4'] -> ((8/3 / ((2/5 + 3/5) - 3/4)) * 9/4)
[1402898] ['2/5', '3/4', '3/5', '8/3', '9/5'] -> (9/5 / ((2/5 * 3/4) - (3/5 / 8/3)))
[1402905] ['2/5', '3/4', '3/5', '8/5', '9/4'] -> (((8/5 / (3/5 - 2/5)) / 3/4) * 9/4)
[1402911] ['2/5', '3/4', '3/5', '8/7', '9/2'] -> (9/2 / (3/4 * (3/5 - (2/5 / 8/7))))
[1402912] ['2/5', '3/4', '3/5', '8/7', '9/4'] -> (9/4 / (3/4 * ((3/5 / 8/7) - 2/5)))
[1402917] ['2/5', '3/4', '3/5', '8/9', '9/2'] -> ((2/5 / (3/4 - (3/5 / 8/9))) * 9/2)
[1402918] ['2/5', '3/4', '3/5', '8/9', '9/4'] -> ((8/9 / (3/4 - (2/5 / 3/5))) * 9/4)
[1402919] ['2/5', '3/4', '3/5', '8/9', '9/5'] -> ((8/9 / (3/5 - (2/5 / 3/4))) * 9/5)
[1402928] ['2/5', '3/4', '3/5', '9/4', '9/5'] -> (9/5 / (((2/5 * 3/4) * 9/4) - 3/5))
[1402930] ['2/5', '3/4', '3/5', '9/4', '9/8'] -> ((9/4 / (3/4 - (2/5 / 3/5))) / 9/8)
[1402933] ['2/5', '3/4', '3/5', '9/5', '9/8'] -> ((9/5 / (3/5 - (2/5 / 3/4))) / 9/8)
[1402934] ['2/5', '3/4', '3/5', '9/7', '9/7'] -> ((2/5 / ((3/5 * 9/7) - 3/4)) * 9/7)
[1402946] ['2/5', '3/4', '3/7', '3/7', '5/6'] -> (((3/7 / (3/7 - 2/5)) / 3/4) / 5/6)
[1402950] ['2/5', '3/4', '3/7', '3/7', '6/5'] -> (((3/7 / (3/7 - 2/5)) / 3/4) * 6/5)
[1402980] ['2/5', '3/4', '3/7', '3/8', '6/5'] -> (6/5 / (2/5 * ((3/8 / 3/7) - 3/4)))
[1402985] ['2/5', '3/4', '3/7', '3/8', '7/5'] -> ((7/5 * 3/7) / ((2/5 + 3/8) - 3/4))
[1402996] ['2/5', '3/4', '3/7', '3/8', '9/7'] -> (9/7 / ((3/4 + 3/8) - (3/7 / 2/5)))
[1403009] ['2/5', '3/4', '3/7', '4/3', '6/5'] -> (6/5 / (3/4 - ((2/5 / 3/7) / 4/3)))
[1403019] ['2/5', '3/4', '3/7', '4/3', '8/5'] -> (8/5 / ((3/4 * 4/3) - (2/5 / 3/7)))
[1403044] ['2/5', '3/4', '3/7', '4/5', '7/8'] -> (((3/4 * 4/5) / (3/7 - 2/5)) / 7/8)
[1403048] ['2/5', '3/4', '3/7', '4/5', '8/7'] -> (((3/4 * 4/5) / (3/7 - 2/5)) * 8/7)
[1403050] ['2/5', '3/4', '3/7', '4/5', '9/2'] -> (((4/5 / (3/4 - 2/5)) / 3/7) * 9/2)
[1403051] ['2/5', '3/4', '3/7', '4/5', '9/4'] -> ((3/4 / ((2/5 + 3/7) - 4/5)) - 9/4)
[1403073] ['2/5', '3/4', '3/7', '4/7', '8/3'] -> (((4/7 / (3/7 - 2/5)) / 3/4) - 8/3)
[1403087] ['2/5', '3/4', '3/7', '4/9', '5/7'] -> (((2/5 / (4/9 - 3/7)) / 3/4) * 5/7)
[1403095] ['2/5', '3/4', '3/7', '4/9', '7/5'] -> (((2/5 / (4/9 - 3/7)) / 3/4) / 7/5)
[1403100] ['2/5', '3/4', '3/7', '4/9', '8/5'] -> (8/5 / (((3/4 - 2/5) * 3/7) * 4/9))
[1403131] ['2/5', '3/4', '3/7', '5/2', '9/7'] -> (9/7 / ((3/4 * (3/7 - 2/5)) * 5/2))
[1403155] ['2/5', '3/4', '3/7', '5/3', '9/7'] -> ((9/7 * 2/5) / ((3/4 / 5/3) - 3/7))
[1403169] ['2/5', '3/4', '3/7', '5/4', '7/8'] -> (((3/4 / (3/7 - 2/5)) / 5/4) / 7/8)
[1403173] ['2/5', '3/4', '3/7', '5/4', '8/7'] -> (((3/4 / (3/7 - 2/5)) / 5/4) * 8/7)
[1403175] ['2/5', '3/4', '3/7', '5/4', '9/2'] -> (9/2 / (((3/4 - 2/5) * 3/7) * 5/4))
[1403199] ['2/5', '3/4', '3/7', '5/6', '9/5'] -> (9/5 / (3/4 * ((2/5 / 3/7) - 5/6)))
[1403215] ['2/5', '3/4', '3/7', '5/7', '8/5'] -> (8/5 / ((3/7 / 5/7) - (2/5 / 3/4)))
[1403216] ['2/5', '3/4', '3/7', '5/7', '8/7'] -> (8/7 / (3/7 - ((2/5 * 5/7) / 3/4)))
[1403229] ['2/5', '3/4', '3/7', '5/8', '7/4'] -> (((3/4 / (3/7 - 2/5)) / 5/8) / 7/4)
[1403238] ['2/5', '3/4', '3/7', '5/8', '9/2'] -> (9/2 / ((3/4 / 3/7) - (5/8 / 2/5)))
[1403239] ['2/5', '3/4', '3/7', '5/8', '9/4'] -> (9/4 / (((3/4 - 2/5) * 3/7) * 5/8))
[1403240] ['2/5', '3/4', '3/7', '5/8', '9/5'] -> (9/5 / (((2/5 * 3/4) / 3/7) - 5/8))
[1403249] ['2/5', '3/4', '3/7', '5/9', '7/5'] -> ((2/5 / (3/7 - (3/4 * 5/9))) / 7/5)
[1403260] ['2/5', '3/4', '3/7', '5/9', '9/7'] -> ((9/7 * 2/5) / ((3/7 / 5/9) - 3/4))
[1403265] ['2/5', '3/4', '3/7', '6/5', '7/3'] -> (((6/5 / (3/7 - 2/5)) / 3/4) / 7/3)
[1403278] ['2/5', '3/4', '3/7', '6/5', '9/7'] -> ((2/5 / ((6/5 - 3/4) - 3/7)) * 9/7)
[1403284] ['2/5', '3/4', '3/7', '6/7', '7/5'] -> (7/5 / ((2/5 / 3/7) - (3/4 / 6/7)))
[1403292] ['2/5', '3/4', '3/7', '6/7', '9/2'] -> (9/2 / ((3/7 / (6/7 - 2/5)) - 3/4))
[1403293] ['2/5', '3/4', '3/7', '6/7', '9/4'] -> ((3/4 / ((6/7 - 2/5) - 3/7)) - 9/4)
[1403294] ['2/5', '3/4', '3/7', '6/7', '9/5'] -> (9/5 / (3/4 * ((3/7 / 6/7) - 2/5)))
[1403310] ['2/5', '3/4', '3/7', '7/2', '9/5'] -> (9/5 / ((3/4 * (3/7 - 2/5)) * 7/2))
[1403311] ['2/5', '3/4', '3/7', '7/2', '9/7'] -> ((9/7 * ((7/2 / 2/5) - 3/4)) / 3/7)
[1403340] ['2/5', '3/4', '3/7', '7/4', '9/7'] -> (9/7 / (3/7 * ((3/4 / 2/5) - 7/4)))
[1403347] ['2/5', '3/4', '3/7', '7/5', '8/5'] -> (8/5 / ((3/7 * 7/5) - (2/5 / 3/4)))
[1403348] ['2/5', '3/4', '3/7', '7/5', '8/7'] -> (8/7 / (3/7 - ((2/5 / 3/4) / 7/5)))
[1403364] ['2/5', '3/4', '3/7', '7/6', '9/5'] -> (9/5 / (3/4 * ((3/7 * 7/6) - 2/5)))
[1403370] ['2/5', '3/4', '3/7', '7/8', '8/5'] -> (8/5 / (((2/5 * 7/8) / 3/7) - 3/4))
[1403373] ['2/5', '3/4', '3/7', '7/8', '9/2'] -> (9/2 / (((3/7 * 7/8) / 2/5) - 3/4))
[1403374] ['2/5', '3/4', '3/7', '7/8', '9/4'] -> ((3/4 / ((2/5 / 7/8) - 3/7)) - 9/4)
[1403375] ['2/5', '3/4', '3/7', '7/8', '9/5'] -> (9/5 / ((3/7 * 7/8) - (2/5 * 3/4)))
[1403401] ['2/5', '3/4', '3/7', '8/5', '9/4'] -> (((8/5 / (3/4 - 2/5)) / 3/7) * 9/4)
[1403403] ['2/5', '3/4', '3/7', '8/5', '9/7'] -> (9/7 / (3/7 - (3/4 / (2/5 + 8/5))))
[1403407] ['2/5', '3/4', '3/7', '8/7', '9/2'] -> (9/2 / (((3/7 / 2/5) / 8/7) - 3/4))
[1403408] ['2/5', '3/4', '3/7', '8/7', '9/4'] -> ((3/4 / ((2/5 * 8/7) - 3/7)) - 9/4)
[1403409] ['2/5', '3/4', '3/7', '8/7', '9/5'] -> (9/5 / ((3/7 / 8/7) - (2/5 * 3/4)))
[1403410] ['2/5', '3/4', '3/7', '8/7', '9/7'] -> (9/7 / (3/4 * (8/7 - (3/7 / 2/5))))
[1403421] ['2/5', '3/4', '3/7', '9/2', '9/7'] -> (9/7 / ((3/7 * 9/2) - (3/4 / 2/5)))
[1403422] ['2/5', '3/4', '3/7', '9/2', '9/8'] -> ((3/4 + ((9/2 / 2/5) / 3/7)) / 9/8)
[1403425] ['2/5', '3/4', '3/7', '9/4', '9/7'] -> (9/7 / (((3/4 / 2/5) + 3/7) - 9/4))
[1403428] ['2/5', '3/4', '3/7', '9/5', '9/7'] -> ((9/7 * 2/5) / ((3/7 * 9/5) - 3/4))
