[1502197] ['2/7', '3/8', '3/8', '4/7', '9/8'] -> 9/8 / 3/8 / (2/7 / 4/7 - 3/8)
[1503660] ['2/7', '3/8', '4/7', '7/3', '9/5'] -> (2/7 + 7/3) / (4/7 - 3/8) * 9/5
[1503661] ['2/7', '3/8', '4/7', '7/3', '9/7'] -> 9/7 / ((2/7 / 4/7 - 3/8) / 7/3)
[1503672] ['2/7', '3/8', '4/7', '7/4', '9/2'] -> 9/2 / (3/8 * (4/7 - 2/7) * 7/4)
[1503673] ['2/7', '3/8', '4/7', '7/4', '9/4'] -> 9/4 / (3/8 * (4/7 / 2/7 - 7/4))
[1503700] ['2/7', '3/8', '4/7', '7/6', '9/7'] -> 9/7 / (2/7 / 4/7 / 7/6 - 3/8)
[1503702] ['2/7', '3/8', '4/7', '7/8', '7/8'] -> 3/8 / (7/8 - 2/7 - 4/7) / 7/8
[1503706] ['2/7', '3/8', '4/7', '7/8', '8/7'] -> 3/8 / (7/8 - 2/7 - 4/7) * 8/7
[1503709] ['2/7', '3/8', '4/7', '7/8', '9/4'] -> 9/4 / (3/8 * (4/7 - 2/7) * 7/8)
[1503716] ['2/7', '3/8', '4/7', '7/9', '8/7'] -> 8/7 / (2/7 * 3/8 * 4/7 * 7/9)
[1503726] ['2/7', '3/8', '4/7', '8/3', '8/9'] -> 8/3 / (4/7 - 2/7) / 3/8 - 8/9
[1503730] ['2/7', '3/8', '4/7', '8/3', '9/7'] -> 9/7 / (3/8 - (2/7 + 4/7) / 8/3)
[1503731] ['2/7', '3/8', '4/7', '8/3', '9/8'] -> 9/8 / ((2/7 / 4/7 - 3/8) / 8/3)
[1503743] ['2/7', '3/8', '4/7', '8/7', '9/4'] -> 8/7 / (4/7 - 2/7) / 3/8 * 9/4
[1503748] ['2/7', '3/8', '4/7', '8/9', '9/2'] -> 9/2 / (2/7 / 4/7 / 8/9 - 3/8)
[1503758] ['2/7', '3/8', '4/7', '9/4', '9/4'] -> 9/4 / (3/8 * (9/4 - 4/7 / 2/7))
[1503761] ['2/7', '3/8', '4/7', '9/4', '9/8'] -> 9/8 / (3/8 / 2/7 / 4/7 - 9/4)
[1503762] ['2/7', '3/8', '4/7', '9/5', '9/5'] -> 9/5 / (3/8 * (4/7 / 2/7 - 9/5))
[1503765] ['2/7', '3/8', '4/7', '9/7', '9/7'] -> 9/7 / (9/7 - 2/7 - 3/8 - 4/7)
[1503766] ['2/7', '3/8', '4/7', '9/7', '9/8'] -> 9/8 / ((3/8 / 2/7 - 9/7) / 4/7)
[1503777] ['2/7', '3/8', '4/9', '4/9', '6/7'] -> 4/9 / 4/9 / (3/8 - 2/7 / 6/7)
[1503785] ['2/7', '3/8', '4/9', '4/9', '8/3'] -> 8/3 / 2/7 / 3/8 - (4/9 + 4/9)
[1503787] ['2/7', '3/8', '4/9', '4/9', '8/7'] -> 8/7 / (3/8 * (4/9 + 4/9) - 2/7)
[1503789] ['2/7', '3/8', '4/9', '4/9', '9/2'] -> (4/9 / 2/7 + 4/9) / 3/8 * 9/2
[1503792] ['2/7', '3/8', '4/9', '4/9', '9/7'] -> 9/7 / (3/8 - 2/7 / (4/9 + 4/9))
[1503804] ['2/7', '3/8', '4/9', '5/2', '7/3'] -> 2/7 * 5/2 / (4/9 - 3/8) * 7/3
[1503813] ['2/7', '3/8', '4/9', '5/2', '8/9'] -> (4/9 + 5/2 / 3/8) / 2/7 - 8/9
[1503826] ['2/7', '3/8', '4/9', '5/3', '6/7'] -> 5/3 / (4/9 - 2/7) / 3/8 * 6/7
[1503828] ['2/7', '3/8', '4/9', '5/3', '7/3'] -> (2/7 + 5/3 / 3/8 / 4/9) * 7/3
[1503829] ['2/7', '3/8', '4/9', '5/3', '7/4'] -> 5/3 / (3/8 - 2/7) / 4/9 / 7/4
[1503831] ['2/7', '3/8', '4/9', '5/3', '7/6'] -> 5/3 / (4/9 - 2/7) / 3/8 / 7/6
[1503836] ['2/7', '3/8', '4/9', '5/3', '8/7'] -> 8/7 / (2/7 / 3/8 / 4/9 - 5/3)
[1503850] ['2/7', '3/8', '4/9', '5/4', '7/2'] -> 7/2 / (4/9 / (5/4 / 3/8 - 2/7))
[1503855] ['2/7', '3/8', '4/9', '5/4', '7/8'] -> 5/4 / (4/9 - 2/7) / 3/8 / 7/8
[1503859] ['2/7', '3/8', '4/9', '5/4', '8/7'] -> 5/4 / (4/9 - 2/7) / 3/8 * 8/7
[1503860] ['2/7', '3/8', '4/9', '5/4', '8/9'] -> 4/9 / (3/8 - 2/7 * 5/4) - 8/9
[1503862] ['2/7', '3/8', '4/9', '5/4', '9/4'] -> 5/4 / 2/7 / 3/8 / 4/9 - 9/4
[1503864] ['2/7', '3/8', '4/9', '5/4', '9/7'] -> 9/7 / (4/9 * (5/4 - 2/7) - 3/8)
[1503871] ['2/7', '3/8', '4/9', '5/6', '6/7'] -> 2/7 / (5/6 - 3/8 - 4/9) / 6/7
[1503874] ['2/7', '3/8', '4/9', '5/6', '7/4'] -> 5/6 / (4/9 - 3/8) / 2/7 / 7/4
[1503876] ['2/7', '3/8', '4/9', '5/6', '7/6'] -> 2/7 / (5/6 - 3/8 - 4/9) * 7/6
[1503881] ['2/7', '3/8', '4/9', '5/6', '8/7'] -> 5/6 / (3/8 - 2/7) / 4/9 * 8/7
[1503889] ['2/7', '3/8', '4/9', '5/7', '5/8'] -> 5/7 / 2/7 / 3/8 / 4/9 / 5/8
[1503901] ['2/7', '3/8', '4/9', '5/7', '8/5'] -> 5/7 / 2/7 / 3/8 / 4/9 * 8/5
[1503903] ['2/7', '3/8', '4/9', '5/7', '8/9'] -> 4/9 / (2/7 - 3/8 * 5/7) - 8/9
[1503918] ['2/7', '3/8', '4/9', '5/8', '7/8'] -> 3/8 / (2/7 / 4/9 - 5/8) / 7/8
[1503920] ['2/7', '3/8', '4/9', '5/8', '8/3'] -> 8/3 / (5/8 / 3/8 - 4/9 / 2/7)
[1503922] ['2/7', '3/8', '4/9', '5/8', '8/7'] -> 3/8 / (2/7 / 4/9 - 5/8) * 8/7
[1503925] ['2/7', '3/8', '4/9', '5/8', '9/4'] -> 9/4 / (5/8 / 4/9 - 3/8 / 2/7)
[1503931] ['2/7', '3/8', '4/9', '5/9', '6/7'] -> 5/9 / (4/9 - 3/8) / 2/7 * 6/7
[1503932] ['2/7', '3/8', '4/9', '5/9', '7/2'] -> 7/2 / (3/8 * (5/9 - 4/9) / 2/7)
[1503936] ['2/7', '3/8', '4/9', '5/9', '7/6'] -> 5/9 / (4/9 - 3/8) / 2/7 / 7/6
[1503939] ['2/7', '3/8', '4/9', '5/9', '8/3'] -> 8/3 / (2/7 * (5/9 - 3/8 * 4/9))
[1503943] ['2/7', '3/8', '4/9', '5/9', '9/2'] -> 9/2 / ((5/9 - 3/8) / 2/7 - 4/9)
[1503946] ['2/7', '3/8', '4/9', '5/9', '9/7'] -> 9/7 / (5/9 - 2/7 * 4/9 - 3/8)
[1503948] ['2/7', '3/8', '4/9', '6/5', '6/5'] -> 6/5 / (4/9 * (3/8 / 2/7 - 6/5))
[1503957] ['2/7', '3/8', '4/9', '6/5', '8/3'] -> 8/3 / (4/9 / (6/5 - 2/7) - 3/8)
[1503959] ['2/7', '3/8', '4/9', '6/5', '8/7'] -> 8/7 / ((3/8 - 2/7) * 4/9 * 6/5)
[1503966] ['2/7', '3/8', '4/9', '6/7', '6/7'] -> 6/7 / (3/8 * (4/9 * 6/7 - 2/7))
[1503967] ['2/7', '3/8', '4/9', '6/7', '7/2'] -> 7/2 / (3/8 * 4/9 / (2/7 + 6/7))
[1503976] ['2/7', '3/8', '4/9', '6/7', '8/7'] -> 8/7 / (3/8 * (6/7 - 2/7 - 4/9))
[1503979] ['2/7', '3/8', '4/9', '6/7', '9/4'] -> 4/9 / (3/8 - 2/7 / 6/7) * 9/4
[1503980] ['2/7', '3/8', '4/9', '6/7', '9/5'] -> 6/7 / (4/9 - 3/8) / 2/7 / 9/5
[1503982] ['2/7', '3/8', '4/9', '6/7', '9/8'] -> 9/8 / ((6/7 - 3/8 / 4/9) / 2/7)
[1503983] ['2/7', '3/8', '4/9', '7/2', '7/2'] -> ((7/2 - 2/7) / 4/9 - 3/8) * 7/2
[1503995] ['2/7', '3/8', '4/9', '7/2', '9/4'] -> (7/2 / 4/9 - 3/8) / 2/7 - 9/4
[1503997] ['2/7', '3/8', '4/9', '7/2', '9/7'] -> (2/7 + 7/2) / 3/8 / 4/9 + 9/7
[1504000] ['2/7', '3/8', '4/9', '7/3', '7/4'] -> (7/3 / 3/8 / 4/9 - 2/7) * 7/4
[1504005] ['2/7', '3/8', '4/9', '7/3', '8/3'] -> 8/3 / (2/7 * 3/8 * 4/9 * 7/3)
[1504014] ['2/7', '3/8', '4/9', '7/4', '7/4'] -> 7/4 / (3/8 * (7/4 - 4/9 / 2/7))
[1504028] ['2/7', '3/8', '4/9', '7/5', '7/5'] -> 7/5 / (3/8 * (4/9 / 2/7 - 7/5))
[1504033] ['2/7', '3/8', '4/9', '7/5', '8/5'] -> 8/5 / (2/7 * 3/8 * 4/9 * 7/5)
[1504035] ['2/7', '3/8', '4/9', '7/5', '8/9'] -> 4/9 / (2/7 - 3/8 / 7/5) - 8/9
[1504049] ['2/7', '3/8', '4/9', '7/6', '9/4'] -> 4/9 / (3/8 - 2/7 * 7/6) * 9/4
[1504059] ['2/7', '3/8', '4/9', '7/8', '9/2'] -> 9/2 / (2/7 * 7/8 / 4/9 - 3/8)
[1504068] ['2/7', '3/8', '4/9', '7/9', '8/9'] -> 8/9 / (2/7 * 3/8 * 4/9 * 7/9)
[1504069] ['2/7', '3/8', '4/9', '7/9', '9/2'] -> 4/9 / 2/7 / 3/8 / 7/9 * 9/2
[1504102] ['2/7', '3/8', '4/9', '8/9', '9/7'] -> 9/7 / (2/7 * 3/8 * 4/9 / 8/9)
[1504117] ['2/7', '3/8', '4/9', '9/7', '9/8'] -> 9/7 / 2/7 / 3/8 / 4/9 / 9/8
[1504119] ['2/7', '3/8', '5/2', '5/2', '5/2'] -> 5/2 * 5/2 / 2/7 + 5/2 - 3/8
[1504121] ['2/7', '3/8', '5/2', '5/2', '5/4'] -> (5/2 / 2/7 + 5/2) / 3/8 / 5/4
[1504129] ['2/7', '3/8', '5/2', '5/2', '7/3'] -> (5/2 + 5/2) / (3/8 - 2/7) / 7/3
[1504130] ['2/7', '3/8', '5/2', '5/2', '7/4'] -> 5/2 * 5/2 / 2/7 + 3/8 + 7/4
[1504151] ['2/7', '3/8', '5/2', '5/3', '6/7'] -> 6/7 / (2/7 - 3/8 * 5/3 / 5/2)
[1504153] ['2/7', '3/8', '5/2', '5/3', '7/3'] -> 5/2 / (3/8 - 2/7) - 5/3 - 7/3
[1504163] ['2/7', '3/8', '5/2', '5/3', '9/2'] -> 9/2 / (5/2 / 5/3 - 3/8 / 2/7)
[1504166] ['2/7', '3/8', '5/2', '5/3', '9/7'] -> 9/7 / (2/7 * 5/2 / 5/3 - 3/8)
[1504169] ['2/7', '3/8', '5/2', '5/4', '5/6'] -> (5/2 / 2/7 - 5/4) / 3/8 / 5/6
[1504173] ['2/7', '3/8', '5/2', '5/4', '6/5'] -> (5/2 / 2/7 - 5/4) / 3/8 * 6/5
[1504176] ['2/7', '3/8', '5/2', '5/4', '7/3'] -> (2/7 + (5/2 + 5/4) / 3/8) * 7/3
[1504177] ['2/7', '3/8', '5/2', '5/4', '7/4'] -> (5/2 + 5/4) / (3/8 - 2/7) / 7/4
[1504182] ['2/7', '3/8', '5/2', '5/4', '8/3'] -> (5/2 / 2/7 + 5/4) / 3/8 - 8/3
[1504183] ['2/7', '3/8', '5/2', '5/4', '8/5'] -> 8/5 - 5/2 / (2/7 - 3/8) / 5/4
[1504189] ['2/7', '3/8', '5/2', '5/4', '9/7'] -> 9/7 / (2/7 * 3/8 * 5/4 / 5/2)
[1504196] ['2/7', '3/8', '5/2', '5/6', '6/7'] -> 5/2 / 2/7 / 3/8 / 5/6 * 6/7
[1504197] ['2/7', '3/8', '5/2', '5/6', '7/2'] -> 7/2 / ((3/8 - 5/6 / 5/2) / 2/7)
[1504200] ['2/7', '3/8', '5/2', '5/6', '7/5'] -> 5/2 / (3/8 - 2/7) / 5/6 / 7/5
[1504201] ['2/7', '3/8', '5/2', '5/6', '7/6'] -> 5/2 / 2/7 / 3/8 / 5/6 / 7/6
[1504209] ['2/7', '3/8', '5/2', '5/6', '9/4'] -> (5/2 / 3/8 + 5/6) / 2/7 - 9/4
[1504215] ['2/7', '3/8', '5/2', '5/7', '5/9'] -> (5/2 + 5/7 / 2/7) / 3/8 / 5/9
[1504231] ['2/7', '3/8', '5/2', '5/7', '9/5'] -> (5/2 + 5/7 / 2/7) / 3/8 * 9/5
[1504237] ['2/7', '3/8', '5/2', '5/8', '6/7'] -> 6/7 / (2/7 * (3/8 - 5/8 / 5/2))
[1504245] ['2/7', '3/8', '5/2', '5/8', '8/3'] -> (5/2 / 2/7 + 5/8 - 3/8) * 8/3
[1504259] ['2/7', '3/8', '5/2', '5/9', '7/4'] -> 5/2 / 2/7 / 3/8 / 5/9 / 7/4
[1504274] ['2/7', '3/8', '5/2', '6/5', '6/7'] -> 5/2 * 6/5 / 2/7 / 3/8 * 6/7
[1504278] ['2/7', '3/8', '5/2', '6/5', '7/5'] -> 5/2 * 6/5 / (3/8 - 2/7) / 7/5
[1504279] ['2/7', '3/8', '5/2', '6/5', '7/6'] -> 5/2 * 6/5 / 2/7 / 3/8 / 7/6
[1504288] ['2/7', '3/8', '5/2', '6/5', '9/5'] -> 9/5 / (2/7 * (6/5 - 3/8 * 5/2))
[1504291] ['2/7', '3/8', '5/2', '6/7', '6/7'] -> 6/7 / (6/7 - 2/7 * (3/8 + 5/2))
[1504293] ['2/7', '3/8', '5/2', '6/7', '7/3'] -> (5/2 / 3/8 + 6/7) / 2/7 - 7/3
[1504304] ['2/7', '3/8', '5/2', '6/7', '9/4'] -> 5/2 / (6/7 - 2/7 / 3/8) - 9/4
[1504306] ['2/7', '3/8', '5/2', '6/7', '9/7'] -> 9/7 / (3/8 * (6/7 - 2/7 * 5/2))
[1504317] ['2/7', '3/8', '5/2', '7/2', '8/7'] -> 8/7 / (2/7 / 3/8 - 5/2 / 7/2)
[1504319] ['2/7', '3/8', '5/2', '7/2', '9/2'] -> 9/2 / (5/2 - (2/7 + 3/8) * 7/2)
[1504322] ['2/7', '3/8', '5/2', '7/2', '9/7'] -> 9/7 / (5/2 / 7/2 - 2/7 - 3/8)
[1504328] ['2/7', '3/8', '5/2', '7/3', '7/8'] -> (5/2 / 2/7 / 3/8 - 7/3) / 7/8
[1504332] ['2/7', '3/8', '5/2', '7/3', '8/7'] -> (5/2 / 2/7 / 3/8 - 7/3) * 8/7
[1504341] ['2/7', '3/8', '5/2', '7/4', '7/6'] -> (5/2 / 2/7 + 7/4) / 3/8 / 7/6
[1504344] ['2/7', '3/8', '5/2', '7/4', '8/3'] -> (3/8 + 5/2 + 7/4 / 2/7) * 8/3
[1504348] ['2/7', '3/8', '5/2', '7/4', '9/2'] -> (5/2 - 2/7 * 7/4) / 3/8 * 9/2
[1504349] ['2/7', '3/8', '5/2', '7/4', '9/4'] -> 5/2 / (3/8 - 2/7) - 7/4 - 9/4
[1504350] ['2/7', '3/8', '5/2', '7/4', '9/5'] -> 5/2 / 2/7 / 3/8 / 7/4 * 9/5
[1504351] ['2/7', '3/8', '5/2', '7/4', '9/7'] -> 9/7 / (3/8 / (5/2 / 2/7 - 7/4))
[1504378] ['2/7', '3/8', '5/2', '7/8', '7/8'] -> (5/2 / 2/7 - 7/8) / 3/8 / 7/8
[1504380] ['2/7', '3/8', '5/2', '7/8', '8/3'] -> 5/2 / 2/7 / 3/8 / 7/8 - 8/3
[1504384] ['2/7', '3/8', '5/2', '7/8', '9/2'] -> 9/2 / (7/8 / 2/7 - 3/8 - 5/2)
[1504385] ['2/7', '3/8', '5/2', '7/8', '9/4'] -> (5/2 + 7/8 / 2/7 / 3/8) * 9/4
[1504387] ['2/7', '3/8', '5/2', '7/8', '9/7'] -> 9/7 / (7/8 - 2/7 * (3/8 + 5/2))
[1504418] ['2/7', '3/8', '5/2', '8/7', '9/2'] -> 9/2 / ((8/7 - 3/8) / 2/7 - 5/2)
[1504419] ['2/7', '3/8', '5/2', '8/7', '9/4'] -> (5/2 / 3/8 + 8/7 / 2/7) * 9/4
[1504421] ['2/7', '3/8', '5/2', '8/7', '9/7'] -> 9/7 / (8/7 - 2/7 * 5/2 - 3/8)
[1504425] ['2/7', '3/8', '5/2', '8/9', '9/4'] -> 5/2 / 2/7 / 3/8 / 8/9 - 9/4
[1504429] ['2/7', '3/8', '5/2', '9/2', '9/2'] -> 2/7 * (5/2 + 9/2) / 3/8 * 9/2
[1504432] ['2/7', '3/8', '5/2', '9/2', '9/7'] -> 9/7 / (2/7 * 3/8 / (9/2 - 5/2))
[1504438] ['2/7', '3/8', '5/2', '9/5', '9/5'] -> 9/5 / (2/7 * 3/8 * (5/2 - 9/5))
[1504441] ['2/7', '3/8', '5/2', '9/7', '9/7'] -> 9/7 / (3/8 / (5/2 + 9/7 / 2/7))
[1504446] ['2/7', '3/8', '5/3', '5/3', '5/6'] -> (5/3 / 2/7 + 5/3) / 3/8 / 5/6
[1504450] ['2/7', '3/8', '5/3', '5/3', '6/5'] -> (5/3 / 2/7 + 5/3) / 3/8 * 6/5
[1504451] ['2/7', '3/8', '5/3', '5/3', '6/7'] -> 5/3 / 5/3 / (3/8 - 2/7 / 6/7)
[1504466] ['2/7', '3/8', '5/3', '5/3', '9/7'] -> 9/7 / (3/8 / 5/3 - 2/7 / 5/3)
[1504470] ['2/7', '3/8', '5/3', '5/4', '5/7'] -> 5/7 / (5/3 * (3/8 - 2/7 * 5/4))
[1504471] ['2/7', '3/8', '5/3', '5/4', '5/8'] -> 5/8 / (5/3 - 3/8 * 5/4 / 2/7)
[1504472] ['2/7', '3/8', '5/3', '5/4', '5/9'] -> (5/3 + 5/4 / 2/7 / 3/8) / 5/9
[1504475] ['2/7', '3/8', '5/3', '5/4', '7/2'] -> 7/2 / ((5/3 - 3/8 - 5/4) / 2/7)
[1504482] ['2/7', '3/8', '5/3', '5/4', '8/3'] -> 5/3 / (3/8 / 2/7 - 5/4) - 8/3
[1504488] ['2/7', '3/8', '5/3', '5/4', '9/5'] -> (5/3 + 5/4 / 2/7 / 3/8) * 9/5
[1504494] ['2/7', '3/8', '5/3', '5/6', '5/9'] -> (5/3 / 2/7 - 5/6) / 3/8 / 5/9
[1504501] ['2/7', '3/8', '5/3', '5/6', '7/6'] -> (5/3 + 5/6) / (3/8 - 2/7) / 7/6
[1504510] ['2/7', '3/8', '5/3', '5/6', '9/5'] -> (5/3 / 2/7 - 5/6) / 3/8 * 9/5
[1504513] ['2/7', '3/8', '5/3', '5/7', '5/7'] -> 5/7 / (5/3 * (2/7 - 3/8 * 5/7))
[1504515] ['2/7', '3/8', '5/3', '5/7', '5/9'] -> 5/3 * 5/7 / (3/8 - 2/7) / 5/9
[1504525] ['2/7', '3/8', '5/3', '5/7', '8/3'] -> (5/3 + 5/7) / (3/8 - 2/7) - 8/3
[1504527] ['2/7', '3/8', '5/3', '5/7', '8/7'] -> 8/7 / (2/7 + 5/3 - 5/7 / 3/8)
[1504529] ['2/7', '3/8', '5/3', '5/7', '9/2'] -> 2/7 / (5/7 / 5/3 - 3/8) * 9/2
[1504532] ['2/7', '3/8', '5/3', '5/7', '9/7'] -> 9/7 / (3/8 * (5/7 / 5/3 - 2/7))
[1504538] ['2/7', '3/8', '5/3', '5/8', '7/2'] -> 7/2 / (5/8 / 2/7 - 3/8 - 5/3)
[1504548] ['2/7', '3/8', '5/3', '5/8', '8/9'] -> 5/3 / 2/7 / 3/8 / 5/8 - 8/9
[1504549] ['2/7', '3/8', '5/3', '5/8', '9/2'] -> (5/8 / (3/8 - 2/7) - 5/3) * 9/2
[1504556] ['2/7', '3/8', '5/3', '5/9', '6/7'] -> 5/3 / 2/7 / 3/8 / 5/9 * 6/7
[1504557] ['2/7', '3/8', '5/3', '5/9', '7/2'] -> 7/2 / ((3/8 - 5/9 / 5/3) / 2/7)
[1504558] ['2/7', '3/8', '5/3', '5/9', '7/3'] -> 7/3 / (3/8 + 5/3 - 5/9 / 2/7)
[1504560] ['2/7', '3/8', '5/3', '5/9', '7/5'] -> 5/3 / (3/8 - 2/7) / 5/9 / 7/5
[1504561] ['2/7', '3/8', '5/3', '5/9', '7/6'] -> 5/3 / 2/7 / 3/8 / 5/9 / 7/6
[1504565] ['2/7', '3/8', '5/3', '5/9', '8/5'] -> (5/3 / 2/7 / 3/8 - 5/9) * 8/5
[1504567] ['2/7', '3/8', '5/3', '5/9', '8/9'] -> (5/3 + 5/9) / (3/8 - 2/7) - 8/9
[1504573] ['2/7', '3/8', '5/3', '6/5', '6/5'] -> 6/5 / (2/7 * 3/8 * (5/3 - 6/5))
[1504586] ['2/7', '3/8', '5/3', '6/5', '9/2'] -> 9/2 / (5/3 * (3/8 / 2/7 - 6/5))
[1504601] ['2/7', '3/8', '5/3', '6/7', '8/7'] -> 8/7 / (5/3 - 2/7 / 3/8 - 6/7)
[1504603] ['2/7', '3/8', '5/3', '6/7', '9/2'] -> (5/3 + 2/7 / 6/7) / 3/8 * 9/2
[1504605] ['2/7', '3/8', '5/3', '6/7', '9/5'] -> 5/3 * 6/7 / 2/7 / 3/8 * 9/5
[1504606] ['2/7', '3/8', '5/3', '6/7', '9/7'] -> 9/7 / (2/7 + 3/8 * 5/3 - 6/7)
[1504618] ['2/7', '3/8', '5/3', '7/2', '8/9'] -> (5/3 / 2/7 + 7/2) / 3/8 - 8/9
[1504619] ['2/7', '3/8', '5/3', '7/2', '9/2'] -> 5/3 / (3/8 - 2/7) / 7/2 * 9/2
[1504630] ['2/7', '3/8', '5/3', '7/3', '8/3'] -> 8/3 / (2/7 * 7/3 / 3/8 - 5/3)
[1504636] ['2/7', '3/8', '5/3', '7/3', '9/5'] -> 5/3 / (2/7 - 3/8 / 7/3) * 9/5
[1504649] ['2/7', '3/8', '5/3', '7/4', '9/4'] -> 5/3 / (3/8 - 2/7) / 7/4 * 9/4
[1504663] ['2/7', '3/8', '5/3', '7/5', '9/5'] -> 5/3 / (3/8 - 2/7) / 7/5 * 9/5
[1504673] ['2/7', '3/8', '5/3', '7/6', '9/2'] -> (5/3 + 2/7 * 7/6) / 3/8 * 9/2
[1504675] ['2/7', '3/8', '5/3', '7/6', '9/5'] -> 5/3 / 2/7 / 3/8 / 7/6 * 9/5
[1504682] ['2/7', '3/8', '5/3', '7/8', '8/7'] -> 8/7 / (2/7 * 5/3 - 3/8 / 7/8)
[1504684] ['2/7', '3/8', '5/3', '7/8', '9/2'] -> (3/8 + 5/3 / 2/7 - 7/8) * 9/2
[1504686] ['2/7', '3/8', '5/3', '7/8', '9/5'] -> 5/3 / (3/8 - 2/7 * 7/8) * 9/5
[1504688] ['2/7', '3/8', '5/3', '7/8', '9/8'] -> 9/8 / ((3/8 - 2/7) * 7/8 / 5/3)
[1504692] ['2/7', '3/8', '5/3', '7/9', '8/7'] -> 8/7 / (3/8 * (5/3 - 7/9) - 2/7)
[1504702] ['2/7', '3/8', '5/3', '8/3', '8/9'] -> (5/3 / 3/8 + 8/3) / 2/7 - 8/9
[1504710] ['2/7', '3/8', '5/3', '8/5', '8/9'] -> 5/3 * 8/5 / 2/7 / 3/8 - 8/9
[1504716] ['2/7', '3/8', '5/3', '8/7', '8/7'] -> 8/7 / (2/7 * 5/3 - 3/8 * 8/7)
[1504720] ['2/7', '3/8', '5/3', '8/7', '9/5'] -> 5/3 / (3/8 - 2/7 / 8/7) * 9/5
[1504722] ['2/7', '3/8', '5/3', '8/7', '9/8'] -> 9/8 / ((3/8 - 2/7) / 5/3 / 8/7)
[1504727] ['2/7', '3/8', '5/3', '8/9', '9/7'] -> 9/7 / (2/7 / (5/3 / 3/8 + 8/9))
[1504735] ['2/7', '3/8', '5/3', '9/4', '9/5'] -> ((5/3 + 9/4) / 2/7 - 3/8) * 9/5
[1504745] ['2/7', '3/8', '5/4', '5/4', '5/6'] -> 5/4 / (3/8 / 2/7 - 5/4) / 5/6
[1504747] ['2/7', '3/8', '5/4', '5/4', '5/8'] -> (5/4 / 2/7 + 5/4) / 3/8 / 5/8
[1504749] ['2/7', '3/8', '5/4', '5/4', '6/5'] -> 5/4 / (3/8 / 2/7 - 5/4) * 6/5
[1504759] ['2/7', '3/8', '5/4', '5/4', '8/5'] -> (5/4 / 2/7 + 5/4) / 3/8 * 8/5
[1504770] ['2/7', '3/8', '5/4', '5/6', '5/9'] -> 5/6 / (3/8 / 2/7 - 5/4) / 5/9
[1504772] ['2/7', '3/8', '5/4', '5/6', '6/7'] -> 6/7 / (2/7 - 3/8 * 5/6 / 5/4)
[1504773] ['2/7', '3/8', '5/4', '5/6', '7/2'] -> 7/2 / ((5/4 - 3/8 - 5/6) / 2/7)
[1504784] ['2/7', '3/8', '5/4', '5/6', '9/2'] -> 9/2 / (5/4 / 5/6 - 3/8 / 2/7)
[1504786] ['2/7', '3/8', '5/4', '5/6', '9/5'] -> 5/6 / (3/8 / 2/7 - 5/4) * 9/5
[1504787] ['2/7', '3/8', '5/4', '5/6', '9/7'] -> 9/7 / (2/7 * 5/4 / 5/6 - 3/8)
[1504805] ['2/7', '3/8', '5/4', '5/7', '9/2'] -> 5/7 / 2/7 / 3/8 / 5/4 * 9/2
[1504811] ['2/7', '3/8', '5/4', '5/8', '5/9'] -> (5/4 / 2/7 + 5/8) / 3/8 / 5/9
[1504819] ['2/7', '3/8', '5/4', '5/8', '7/8'] -> (5/4 + 5/8) / (3/8 - 2/7) / 7/8
[1504823] ['2/7', '3/8', '5/4', '5/8', '8/7'] -> (5/4 + 5/8) / (3/8 - 2/7) * 8/7
[1504827] ['2/7', '3/8', '5/4', '5/8', '9/5'] -> (5/4 / 2/7 + 5/8) / 3/8 * 9/5
[1504828] ['2/7', '3/8', '5/4', '5/8', '9/7'] -> 9/7 / (2/7 * 3/8 * 5/8 / 5/4)
[1504838] ['2/7', '3/8', '5/4', '5/9', '7/8'] -> 5/4 / 2/7 / 3/8 / 5/9 / 7/8
[1504842] ['2/7', '3/8', '5/4', '5/9', '8/7'] -> 5/4 / 2/7 / 3/8 / 5/9 * 8/7
[1504850] ['2/7', '3/8', '5/4', '6/5', '6/7'] -> 6/7 / (2/7 - 3/8 / 5/4 / 6/5)
[1504851] ['2/7', '3/8', '5/4', '6/5', '7/2'] -> 6/5 / (3/8 / 5/4 - 2/7) / 7/2
[1504862] ['2/7', '3/8', '5/4', '6/5', '9/2'] -> 9/2 / (5/4 * 6/5 - 3/8 / 2/7)
[1504863] ['2/7', '3/8', '5/4', '6/5', '9/4'] -> 3/8 / (5/4 - 6/5) / 2/7 - 9/4
[1504864] ['2/7', '3/8', '5/4', '6/5', '9/5'] -> 9/5 / ((3/8 / 2/7 - 5/4) * 6/5)
[1504865] ['2/7', '3/8', '5/4', '6/5', '9/7'] -> 9/7 / (2/7 * 5/4 * 6/5 - 3/8)
[1504867] ['2/7', '3/8', '5/4', '6/7', '6/7'] -> 6/7 / (2/7 * 5/4 - 3/8 * 6/7)
[1504868] ['2/7', '3/8', '5/4', '6/7', '7/2'] -> 7/2 / (5/4 / 6/7 - 3/8 / 2/7)
[1504870] ['2/7', '3/8', '5/4', '6/7', '7/4'] -> 6/7 / (3/8 / 2/7 - 5/4) * 7/4
[1504882] ['2/7', '3/8', '5/4', '6/7', '9/7'] -> 9/7 / ((3/8 / 2/7 - 5/4) * 6/7)
[1504884] ['2/7', '3/8', '5/4', '7/2', '7/2'] -> (7/2 - 2/7) / 3/8 / 5/4 * 7/2
