[1683872] ['3/4', '3/4', '3/5', '7/5', '9/5'] -> (3/5 + 9/5) / (3/4 + 3/4 - 7/5)
[1685317] ['3/4', '3/4', '4/3', '8/5', '9/4'] -> 9/4 / (3/4 / 4/3 - 3/4 / 8/5)
[1685318] ['3/4', '3/4', '4/3', '8/5', '9/5'] -> 4/3 * 9/5 / (8/5 - 3/4 - 3/4)
[1685324] ['3/4', '3/4', '4/3', '8/7', '9/4'] -> 9/4 / (3/4 / 8/7 - 3/4 / 4/3)
[1685329] ['3/4', '3/4', '4/3', '8/9', '9/2'] -> 8/9 / (3/4 + 3/4 - 4/3) * 9/2
[1685332] ['3/4', '3/4', '4/3', '8/9', '9/7'] -> 8/9 / (4/3 / 9/7 - 3/4 / 3/4)
[1685339] ['3/4', '3/4', '4/3', '9/4', '9/4'] -> (9/4 + 9/4) / (3/4 - 3/4 / 4/3)
[1685349] ['3/4', '3/4', '4/5', '4/5', '4/5'] -> 3/4 * (4/5 + 4/5) / (4/5 - 3/4)
[1685357] ['3/4', '3/4', '4/5', '4/5', '5/8'] -> 3/4 * 4/5 / (5/8 - 3/4 * 4/5)
[1685359] ['3/4', '3/4', '4/5', '4/5', '6/5'] -> 4/5 / (3/4 / 3/4 / 6/5 - 4/5)
[1685362] ['3/4', '3/4', '4/5', '4/5', '7/3'] -> 4/5 / (7/3 - 3/4 - 3/4 - 4/5)
[1685365] ['3/4', '3/4', '4/5', '4/5', '7/6'] -> 4/5 / ((3/4 + 3/4) * 4/5 - 7/6)
[1685366] ['3/4', '3/4', '4/5', '4/5', '7/8'] -> (3/4 / 3/4 + 4/5) / (7/8 - 4/5)
[1685367] ['3/4', '3/4', '4/5', '4/5', '7/9'] -> 4/5 / (3/4 + 3/4) / (4/5 - 7/9)
[1685371] ['3/4', '3/4', '4/5', '4/5', '8/9'] -> 4/5 / (4/5 - 3/4) / 3/4 / 8/9
[1685376] ['3/4', '3/4', '4/5', '4/5', '9/8'] -> 4/5 * 9/8 / 3/4 / (4/5 - 3/4)
[1685393] ['3/4', '3/4', '4/5', '4/7', '7/8'] -> 3/4 / (3/4 - 4/7 / 4/5) / 7/8
[1685397] ['3/4', '3/4', '4/5', '4/7', '8/7'] -> 3/4 * 8/7 / (3/4 - 4/7 / 4/5)
[1685414] ['3/4', '3/4', '4/5', '4/9', '7/2'] -> 7/2 / 3/4 / (3/4 - 4/9 / 4/5)
[1685422] ['3/4', '3/4', '4/5', '4/9', '8/5'] -> 8/5 / ((3/4 - 3/4 * 4/5) * 4/9)
[1685435] ['3/4', '3/4', '4/5', '5/2', '5/8'] -> 4/5 * 5/2 / (5/8 / 3/4 - 3/4)
[1685436] ['3/4', '3/4', '4/5', '5/2', '5/9'] -> 5/2 / (3/4 / 4/5 - 3/4) / 5/9
[1685449] ['3/4', '3/4', '4/5', '5/2', '8/9'] -> 4/5 * 5/2 / (3/4 - 3/4 * 8/9)
[1685452] ['3/4', '3/4', '4/5', '5/2', '9/5'] -> 5/2 / (3/4 / 4/5 - 3/4) * 9/5
[1685454] ['3/4', '3/4', '4/5', '5/2', '9/8'] -> 4/5 * 5/2 / (3/4 - 3/4 / 9/8)
[1685456] ['3/4', '3/4', '4/5', '5/3', '5/4'] -> (3/4 + 5/4) / (4/5 - 3/4) / 5/3
[1685460] ['3/4', '3/4', '4/5', '5/3', '5/9'] -> (3/4 / (4/5 - 3/4) - 5/3) / 5/9
[1685470] ['3/4', '3/4', '4/5', '5/3', '8/3'] -> 3/4 / (4/5 - 3/4) / 5/3 * 8/3
[1685474] ['3/4', '3/4', '4/5', '5/3', '9/2'] -> 9/2 / (3/4 - 3/4 / 4/5 / 5/3)
[1685476] ['3/4', '3/4', '4/5', '5/3', '9/5'] -> (3/4 / (4/5 - 3/4) - 5/3) * 9/5
[1685482] ['3/4', '3/4', '4/5', '5/4', '5/8'] -> 3/4 / 5/4 / (5/8 - 3/4 * 4/5)
[1685501] ['3/4', '3/4', '4/5', '5/4', '9/8'] -> 9/8 / (4/5 - 3/4) / (3/4 * 5/4)
[1685502] ['3/4', '3/4', '4/5', '5/6', '5/6'] -> 5/6 / (5/6 - 4/5) - 3/4 / 3/4
[1685504] ['3/4', '3/4', '4/5', '5/6', '5/8'] -> (4/5 + 3/4 / 5/8) / (5/6 - 3/4)
[1685513] ['3/4', '3/4', '4/5', '5/6', '7/8'] -> (3/4 + 3/4) / 5/6 / (7/8 - 4/5)
[1685515] ['3/4', '3/4', '4/5', '5/6', '8/3'] -> 3/4 * 8/3 / (3/4 - 4/5 * 5/6)
[1685519] ['3/4', '3/4', '4/5', '5/6', '9/2'] -> 4/5 * 9/2 / (3/4 / 5/6 - 3/4)
[1685538] ['3/4', '3/4', '4/5', '5/7', '8/7'] -> 3/4 / (4/5 - 3/4) / 5/7 * 8/7
[1685540] ['3/4', '3/4', '4/5', '5/7', '9/2'] -> 9/2 / 3/4 / (3/4 / 5/7 - 4/5)
[1685541] ['3/4', '3/4', '4/5', '5/7', '9/4'] -> 3/4 / (3/4 - 5/7) / 4/5 - 9/4
[1685545] ['3/4', '3/4', '4/5', '5/8', '5/8'] -> 3/4 / (4/5 * 5/8 - 3/4 * 5/8)
[1685549] ['3/4', '3/4', '4/5', '5/8', '7/2'] -> (3/4 + 5/8) / (4/5 - 3/4) - 7/2
[1685555] ['3/4', '3/4', '4/5', '5/8', '7/9'] -> 4/5 * 5/8 / 3/4 / (7/9 - 3/4)
[1685561] ['3/4', '3/4', '4/5', '5/8', '9/4'] -> 9/4 / ((3/4 - 3/4 * 4/5) * 5/8)
[1685578] ['3/4', '3/4', '4/5', '5/9', '8/9'] -> 3/4 / (4/5 - 3/4) / 5/9 * 8/9
[1685583] ['3/4', '3/4', '4/5', '5/9', '9/8'] -> 3/4 / (4/5 - 3/4) / 5/9 / 9/8
[1685591] ['3/4', '3/4', '4/5', '6/5', '7/8'] -> (3/4 + 3/4) * 6/5 / (7/8 - 4/5)
[1685598] ['3/4', '3/4', '4/5', '6/5', '9/4'] -> 6/5 / (3/4 + 3/4 + 4/5 - 9/4)
[1685599] ['3/4', '3/4', '4/5', '6/5', '9/5'] -> 9/5 / 3/4 / (3/4 * 6/5 - 4/5)
[1685611] ['3/4', '3/4', '4/5', '6/7', '8/5'] -> 8/5 / (3/4 / 3/4 - 4/5 / 6/7)
[1685615] ['3/4', '3/4', '4/5', '6/7', '9/4'] -> (3/4 + 3/4) / (6/7 - 4/5) - 9/4
[1685617] ['3/4', '3/4', '4/5', '6/7', '9/7'] -> 9/7 / (3/4 * 6/7 / 4/5 - 3/4)
[1685625] ['3/4', '3/4', '4/5', '7/2', '7/9'] -> 7/2 / (3/4 / 4/5 - 3/4) / 7/9
[1685633] ['3/4', '3/4', '4/5', '7/2', '9/7'] -> 7/2 / (3/4 / 4/5 - 3/4) * 9/7
[1685656] ['3/4', '3/4', '4/5', '7/4', '8/5'] -> 8/5 / (3/4 + 4/5 / 3/4 - 7/4)
[1685660] ['3/4', '3/4', '4/5', '7/4', '9/4'] -> 3/4 * 7/4 / (4/5 - 3/4) - 9/4
[1685670] ['3/4', '3/4', '4/5', '7/5', '8/7'] -> 3/4 * 7/5 / (4/5 - 3/4) * 8/7
[1685672] ['3/4', '3/4', '4/5', '7/5', '9/2'] -> 9/2 / 3/4 / (3/4 * 7/5 - 4/5)
[1685681] ['3/4', '3/4', '4/5', '7/6', '8/5'] -> 8/5 / (3/4 / 3/4 - 4/5 * 7/6)
[1685686] ['3/4', '3/4', '4/5', '7/6', '9/5'] -> 9/5 / 3/4 / (7/6 - 4/5 / 3/4)
[1685687] ['3/4', '3/4', '4/5', '7/6', '9/7'] -> 9/7 / (3/4 / 4/5 / 7/6 - 3/4)
[1685692] ['3/4', '3/4', '4/5', '7/8', '8/5'] -> 3/4 * 8/5 / (3/4 - 4/5 * 7/8)
[1685699] ['3/4', '3/4', '4/5', '7/8', '9/8'] -> 9/8 / 3/4 / (3/4 / 4/5 - 7/8)
[1685702] ['3/4', '3/4', '4/5', '7/9', '8/5'] -> 4/5 / (7/9 - 3/4) / 3/4 / 8/5
[1685716] ['3/4', '3/4', '4/5', '8/3', '9/5'] -> 8/3 / (3/4 / 3/4 - 4/5) * 9/5
[1685721] ['3/4', '3/4', '4/5', '8/5', '8/9'] -> 8/5 / 4/5 / (3/4 - 3/4 * 8/9)
[1685723] ['3/4', '3/4', '4/5', '8/5', '9/4'] -> 8/5 / (3/4 - 3/4 * 4/5) * 9/4
[1685736] ['3/4', '3/4', '4/5', '8/9', '9/4'] -> 9/4 / (3/4 / 4/5 - 3/4 / 8/9)
[1685745] ['3/4', '3/4', '4/5', '9/4', '9/4'] -> (9/4 + 9/4) / (3/4 / 4/5 - 3/4)
[1685752] ['3/4', '3/4', '4/5', '9/7', '9/7'] -> 9/7 / (4/5 - 3/4) - 9/7 / 3/4
[1685760] ['3/4', '3/4', '4/7', '4/7', '5/6'] -> 4/7 / ((3/4 + 3/4) * 4/7 - 5/6)
[1685761] ['3/4', '3/4', '4/7', '4/7', '5/7'] -> 3/4 * (4/7 + 4/7) / (3/4 - 5/7)
[1685763] ['3/4', '3/4', '4/7', '4/7', '5/9'] -> 4/7 / (3/4 + 3/4) / (4/7 - 5/9)
[1685777] ['3/4', '3/4', '4/7', '4/7', '9/2'] -> 9/2 / 3/4 / (4/7 / 4/7 - 3/4)
[1685778] ['3/4', '3/4', '4/7', '4/7', '9/4'] -> 9/4 / (3/4 - 3/4 / (4/7 + 4/7))
[1685802] ['3/4', '3/4', '4/7', '4/9', '8/9'] -> 3/4 * 8/9 / (4/9 / 4/7 - 3/4)
[1685807] ['3/4', '3/4', '4/7', '4/9', '9/8'] -> 3/4 / (4/9 / 4/7 - 3/4) / 9/8
[1685812] ['3/4', '3/4', '4/7', '5/2', '5/7'] -> 5/7 / ((4/7 / 3/4 - 3/4) * 5/2)
[1685823] ['3/4', '3/4', '4/7', '5/2', '7/9'] -> 5/2 / (3/4 - 4/7) / 3/4 / 7/9
[1685831] ['3/4', '3/4', '4/7', '5/2', '9/7'] -> 5/2 / (3/4 - 4/7) / 3/4 * 9/7
[1685840] ['3/4', '3/4', '4/7', '5/3', '6/7'] -> 6/7 / (3/4 - 3/4 * 4/7 * 5/3)
[1685850] ['3/4', '3/4', '4/7', '5/3', '8/7'] -> 8/7 / (3/4 / 3/4 - 4/7 * 5/3)
[1685869] ['3/4', '3/4', '4/7', '5/4', '7/8'] -> 3/4 / (3/4 - 4/7 * 5/4) / 7/8
[1685873] ['3/4', '3/4', '4/7', '5/4', '8/7'] -> 3/4 * 8/7 / (3/4 - 4/7 * 5/4)
[1685878] ['3/4', '3/4', '4/7', '5/4', '9/7'] -> 9/7 / 3/4 / (3/4 + 4/7 - 5/4)
[1685879] ['3/4', '3/4', '4/7', '5/4', '9/8'] -> 9/8 / 3/4 / (3/4 / 4/7 - 5/4)
[1685885] ['3/4', '3/4', '4/7', '5/6', '6/7'] -> 6/7 / 3/4 / (4/7 * (5/6 - 3/4))
[1685900] ['3/4', '3/4', '4/7', '5/6', '9/7'] -> 9/7 / 3/4 / (5/6 - 4/7 / 3/4)
[1685906] ['3/4', '3/4', '4/7', '5/7', '6/7'] -> 6/7 / 3/4 / (4/7 / 3/4 - 5/7)
[1685912] ['3/4', '3/4', '4/7', '5/7', '7/8'] -> 3/4 / (4/7 - 3/4 * 5/7) / 7/8
[1685915] ['3/4', '3/4', '4/7', '5/7', '8/5'] -> 3/4 * 8/5 / (4/7 / 5/7 - 3/4)
[1685916] ['3/4', '3/4', '4/7', '5/7', '8/7'] -> 3/4 * 8/7 / (4/7 - 3/4 * 5/7)
[1685917] ['3/4', '3/4', '4/7', '5/7', '8/9'] -> 4/7 / (3/4 - 5/7) / 3/4 / 8/9
[1685922] ['3/4', '3/4', '4/7', '5/7', '9/8'] -> 4/7 * 9/8 / 3/4 / (3/4 - 5/7)
[1685927] ['3/4', '3/4', '4/7', '5/8', '7/2'] -> 4/7 * 7/2 / (5/8 / 3/4 - 3/4)
[1685930] ['3/4', '3/4', '4/7', '5/8', '7/5'] -> (3/4 + 3/4 / 7/5) / (5/8 - 4/7)
[1685931] ['3/4', '3/4', '4/7', '5/8', '7/6'] -> (3/4 + 3/4) / (5/8 - 4/7) / 7/6
[1685933] ['3/4', '3/4', '4/7', '5/8', '7/9'] -> 3/4 / (5/8 - 4/7) / 3/4 / 7/9
[1685936] ['3/4', '3/4', '4/7', '5/8', '8/7'] -> 8/7 / 4/7 / (5/8 / 3/4 - 3/4)
[1685938] ['3/4', '3/4', '4/7', '5/8', '9/2'] -> (3/4 + 9/2) / ((3/4 - 5/8) / 4/7)
[1685939] ['3/4', '3/4', '4/7', '5/8', '9/4'] -> 9/4 / (5/8 / 4/7 - 3/4 / 3/4)
[1685980] ['3/4', '3/4', '4/7', '6/7', '6/7'] -> 3/4 * 4/7 / (3/4 / 6/7 - 6/7)
[1685990] ['3/4', '3/4', '4/7', '6/7', '8/7'] -> 6/7 / (3/4 * 4/7 + 3/4 - 8/7)
[1685992] ['3/4', '3/4', '4/7', '6/7', '9/2'] -> 4/7 * 9/2 / (3/4 - 3/4 * 6/7)
[1686007] ['3/4', '3/4', '4/7', '7/2', '8/9'] -> 4/7 * 7/2 / (3/4 - 3/4 * 8/9)
[1686012] ['3/4', '3/4', '4/7', '7/2', '9/8'] -> 4/7 * 7/2 / (3/4 - 3/4 / 9/8)
[1686037] ['3/4', '3/4', '4/7', '7/4', '9/2'] -> 9/2 / 3/4 / (4/7 * 7/4 - 3/4)
[1686044] ['3/4', '3/4', '4/7', '7/5', '7/8'] -> 3/4 / (4/7 - 3/4 / 7/5) / 7/8
[1686047] ['3/4', '3/4', '4/7', '7/5', '8/5'] -> 3/4 * 8/5 / (4/7 * 7/5 - 3/4)
[1686048] ['3/4', '3/4', '4/7', '7/5', '8/7'] -> 3/4 * 8/7 / (4/7 - 3/4 / 7/5)
[1686058] ['3/4', '3/4', '4/7', '7/6', '8/3'] -> 3/4 * 8/3 / (3/4 - 4/7 * 7/6)
[1686062] ['3/4', '3/4', '4/7', '7/6', '9/2'] -> 4/7 * 9/2 / (3/4 - 3/4 / 7/6)
[1686065] ['3/4', '3/4', '4/7', '7/6', '9/7'] -> 9/7 / 3/4 / (3/4 / 7/6 - 4/7)
[1686067] ['3/4', '3/4', '4/7', '7/8', '7/8'] -> 3/4 * 4/7 / (7/8 - 3/4 / 7/8)
[1686068] ['3/4', '3/4', '4/7', '7/8', '7/9'] -> 4/7 * 7/8 / 3/4 / (7/9 - 3/4)
[1686081] ['3/4', '3/4', '4/7', '7/9', '8/7'] -> 4/7 / (7/9 - 3/4) / 3/4 / 8/7
[1686103] ['3/4', '3/4', '4/7', '8/5', '9/7'] -> 9/7 / (3/4 / 3/4 / 8/5 - 4/7)
[1686106] ['3/4', '3/4', '4/7', '8/7', '8/9'] -> 8/7 / 4/7 / (3/4 - 3/4 * 8/9)
[1686111] ['3/4', '3/4', '4/7', '8/7', '9/8'] -> 8/7 / 4/7 / (3/4 - 3/4 / 9/8)
[1686116] ['3/4', '3/4', '4/7', '8/9', '9/7'] -> 9/7 / (4/7 * (3/4 / 8/9 - 3/4))
[1686131] ['3/4', '3/4', '4/7', '9/7', '9/8'] -> 9/7 / 4/7 / (3/4 * 9/8 - 3/4)
[1686134] ['3/4', '3/4', '4/9', '4/9', '5/2'] -> 5/2 / 3/4 / (4/9 + 4/9 - 3/4)
[1686149] ['3/4', '3/4', '4/9', '4/9', '7/9'] -> 3/4 * (4/9 + 4/9) / (7/9 - 3/4)
[1686154] ['3/4', '3/4', '4/9', '4/9', '9/2'] -> 9/2 / 3/4 / (4/9 / 4/9 - 3/4)
[1686155] ['3/4', '3/4', '4/9', '4/9', '9/4'] -> 9/4 / (3/4 / (4/9 + 4/9) - 3/4)
[1686164] ['3/4', '3/4', '4/9', '5/2', '5/8'] -> (3/4 + 5/2) / 3/4 / (5/8 - 4/9)
[1686179] ['3/4', '3/4', '4/9', '5/2', '9/2'] -> 9/2 / (3/4 * 5/2 - 3/4 / 4/9)
[1686181] ['3/4', '3/4', '4/9', '5/2', '9/5'] -> 9/5 / (3/4 - 3/4 / 4/9 / 5/2)
[1686186] ['3/4', '3/4', '4/9', '5/3', '5/6'] -> (3/4 * 4/9 + 5/3) / (5/6 - 3/4)
[1686189] ['3/4', '3/4', '4/9', '5/3', '5/9'] -> (3/4 / 3/4 + 5/3) / (5/9 - 4/9)
[1686212] ['3/4', '3/4', '4/9', '5/4', '5/9'] -> (3/4 + 5/4) / 3/4 / (5/9 - 4/9)
[1686223] ['3/4', '3/4', '4/9', '5/4', '8/5'] -> 8/5 / 4/9 / (3/4 - 3/4 / 5/4)
[1686230] ['3/4', '3/4', '4/9', '5/4', '9/8'] -> 5/4 / 3/4 / (3/4 + 4/9 - 9/8)
[1686244] ['3/4', '3/4', '4/9', '5/6', '8/3'] -> 8/3 / (5/6 / (3/4 + 3/4) - 4/9)
[1686245] ['3/4', '3/4', '4/9', '5/6', '8/5'] -> 8/5 / 4/9 / (3/4 / 5/6 - 3/4)
[1686267] ['3/4', '3/4', '4/9', '5/7', '8/7'] -> 8/7 / (5/7 - (3/4 + 3/4) * 4/9)
[1686284] ['3/4', '3/4', '4/9', '5/8', '7/9'] -> 3/4 * 7/9 / (3/4 * 5/8 - 4/9)
[1686288] ['3/4', '3/4', '4/9', '5/8', '8/9'] -> 8/9 / 4/9 / (5/8 / 3/4 - 3/4)
[1686289] ['3/4', '3/4', '4/9', '5/8', '9/2'] -> 4/9 * 9/2 / (5/8 / 3/4 - 3/4)
[1686290] ['3/4', '3/4', '4/9', '5/8', '9/4'] -> 9/4 / (3/4 + 3/4 - 5/8 / 4/9)
[1686292] ['3/4', '3/4', '4/9', '5/8', '9/7'] -> 3/4 / (3/4 * 5/8 - 4/9) / 9/7
[1686301] ['3/4', '3/4', '4/9', '5/9', '7/6'] -> (3/4 + 3/4 + 7/6) / (5/9 - 4/9)
[1686305] ['3/4', '3/4', '4/9', '5/9', '8/5'] -> 3/4 * 8/5 / (4/9 / 5/9 - 3/4)
[1686307] ['3/4', '3/4', '4/9', '5/9', '8/9'] -> 3/4 * 8/9 / (4/9 - 3/4 * 5/9)
[1686312] ['3/4', '3/4', '4/9', '5/9', '9/8'] -> 3/4 / (4/9 - 3/4 * 5/9) / 9/8
[1686321] ['3/4', '3/4', '4/9', '6/5', '7/9'] -> 7/9 / (3/4 / 6/5 - 4/9 / 3/4)
[1686323] ['3/4', '3/4', '4/9', '6/5', '8/5'] -> 8/5 / 4/9 / (3/4 * 6/5 - 3/4)
[1686341] ['3/4', '3/4', '4/9', '6/7', '8/7'] -> 8/7 / 4/9 / (3/4 - 3/4 * 6/7)
[1686384] ['3/4', '3/4', '4/9', '7/4', '8/3'] -> 8/3 / 4/9 / (7/4 - 3/4 - 3/4)
[1686387] ['3/4', '3/4', '4/9', '7/4', '8/9'] -> 3/4 * 8/9 / (4/9 * 7/4 - 3/4)
[1686411] ['3/4', '3/4', '4/9', '7/6', '8/7'] -> 8/7 / 4/9 / (3/4 - 3/4 / 7/6)
[1686412] ['3/4', '3/4', '4/9', '7/6', '8/9'] -> 3/4 * 8/9 / (3/4 + 4/9 - 7/6)
[1686413] ['3/4', '3/4', '4/9', '7/6', '9/2'] -> 9/2 / ((7/6 - 3/4) / 4/9 - 3/4)
[1686417] ['3/4', '3/4', '4/9', '7/6', '9/8'] -> 3/4 / (3/4 + 4/9 - 7/6) / 9/8
[1686422] ['3/4', '3/4', '4/9', '7/8', '8/7'] -> 8/7 / 4/9 / (3/4 / 7/8 - 3/4)
[1686433] ['3/4', '3/4', '4/9', '7/9', '8/9'] -> 4/9 / (7/9 - 3/4) / 3/4 / 8/9
[1686434] ['3/4', '3/4', '4/9', '7/9', '9/2'] -> 9/2 / 3/4 / 3/4 / (7/9 - 4/9)
[1686438] ['3/4', '3/4', '4/9', '7/9', '9/8'] -> 4/9 / (7/9 - 3/4) / 3/4 * 9/8
[1686443] ['3/4', '3/4', '4/9', '8/3', '9/2'] -> (4/9 + 8/3 / 3/4) / 3/4 * 9/2
[1686454] ['3/4', '3/4', '4/9', '8/5', '9/7'] -> 3/4 / (3/4 / 8/5 - 4/9) / 9/7
[1686456] ['3/4', '3/4', '4/9', '8/7', '8/7'] -> 8/7 / 4/9 / (3/4 * 8/7 - 3/4)
[1686463] ['3/4', '3/4', '4/9', '8/9', '8/9'] -> 8/9 / (3/4 - 3/4 * 8/9) / 4/9
[1686468] ['3/4', '3/4', '4/9', '8/9', '9/8'] -> 8/9 / 4/9 / (3/4 - 3/4 / 9/8)
[1686477] ['3/4', '3/4', '4/9', '9/4', '9/8'] -> 9/4 / ((9/8 - 3/4) / 4/9 - 3/4)
[1686480] ['3/4', '3/4', '4/9', '9/5', '9/8'] -> 3/4 / (4/9 - 3/4 / 9/5) / 9/8
[1686485] ['3/4', '3/4', '5/2', '5/2', '5/3'] -> 5/2 / (5/3 / 5/2 - 3/4 * 3/4)
[1686493] ['3/4', '3/4', '5/2', '5/2', '7/2'] -> (3/4 + 3/4 + 5/2) * (5/2 + 7/2)
[1686498] ['3/4', '3/4', '5/2', '5/2', '7/8'] -> 3/4 / (3/4 * (5/2 + 7/8) - 5/2)
[1686500] ['3/4', '3/4', '5/2', '5/2', '8/3'] -> (3/4 + 3/4 + 5/2) / (8/3 - 5/2)
[1686511] ['3/4', '3/4', '5/2', '5/3', '5/6'] -> 5/2 / (5/6 - 3/4) / 3/4 / 5/3
[1686525] ['3/4', '3/4', '5/2', '5/3', '8/5'] -> 5/2 * 8/5 / (5/3 - 3/4 - 3/4)
[1686537] ['3/4', '3/4', '5/2', '5/4', '5/9'] -> 5/2 / (3/4 * 5/4 - 3/4) / 5/9
[1686538] ['3/4', '3/4', '5/2', '5/4', '6/5'] -> 6/5 / ((3/4 + 5/4) / 5/2 - 3/4)
[1686546] ['3/4', '3/4', '5/2', '5/4', '7/9'] -> 5/4 / 3/4 / 5/2 / (7/9 - 3/4)
[1686550] ['3/4', '3/4', '5/2', '5/4', '8/9'] -> 5/2 / 5/4 / (3/4 - 3/4 * 8/9)
[1686553] ['3/4', '3/4', '5/2', '5/4', '9/5'] -> 5/2 * 9/5 / (3/4 * 5/4 - 3/4)
[1686555] ['3/4', '3/4', '5/2', '5/4', '9/8'] -> 5/2 / (3/4 - 3/4 / 9/8) / 5/4
[1686556] ['3/4', '3/4', '5/2', '5/6', '5/6'] -> 5/2 / (3/4 - 3/4 * 5/6) / 5/6
[1686558] ['3/4', '3/4', '5/2', '5/6', '5/8'] -> 5/2 / (3/4 / 3/4 - 5/6) / 5/8
[1686561] ['3/4', '3/4', '5/2', '5/6', '6/7'] -> 5/2 / 5/6 / (3/4 / 6/7 - 3/4)
[1686566] ['3/4', '3/4', '5/2', '5/6', '7/6'] -> 5/2 / 5/6 / (3/4 * 7/6 - 3/4)
[1686568] ['3/4', '3/4', '5/2', '5/6', '7/9'] -> 3/4 / (7/9 - 3/4) - 5/2 / 5/6
[1686570] ['3/4', '3/4', '5/2', '5/6', '8/5'] -> 5/2 * 8/5 / (3/4 / 3/4 - 5/6)
[1686577] ['3/4', '3/4', '5/2', '5/6', '9/8'] -> 5/2 / 5/6 / (9/8 - 3/4 / 3/4)
[1686580] ['3/4', '3/4', '5/2', '5/7', '5/9'] -> 5/2 / 3/4 / 5/7 / (3/4 - 5/9)
[1686592] ['3/4', '3/4', '5/2', '5/7', '8/7'] -> (5/2 + 8/7) / (5/7 - 3/4 * 3/4)
[1686599] ['3/4', '3/4', '5/2', '5/8', '5/8'] -> 3/4 * 5/2 / (3/4 - 5/8) / 5/8
[1686605] ['3/4', '3/4', '5/2', '5/8', '7/4'] -> 3/4 / (3/4 - 7/4 / 5/2) / 5/8
[1686607] ['3/4', '3/4', '5/2', '5/8', '7/6'] -> 5/2 / 5/8 / (7/6 - 3/4 / 3/4)
[1686608] ['3/4', '3/4', '5/2', '5/8', '7/8'] -> 3/4 * 5/2 / 5/8 / (7/8 - 3/4)
[1686609] ['3/4', '3/4', '5/2', '5/8', '7/9'] -> 5/2 / 5/8 / (3/4 - 3/4 * 7/9)
[1686610] ['3/4', '3/4', '5/2', '5/8', '8/3'] -> 5/2 / (3/4 - 5/8) / 3/4 - 8/3
[1686611] ['3/4', '3/4', '5/2', '5/8', '8/5'] -> 3/4 * 5/2 * 8/5 / (3/4 - 5/8)
[1686613] ['3/4', '3/4', '5/2', '5/8', '8/9'] -> (5/2 + 5/8 / 3/4) / (8/9 - 3/4)
[1686617] ['3/4', '3/4', '5/2', '5/8', '9/7'] -> 5/2 / 5/8 / (3/4 - 3/4 / 9/7)
[1686618] ['3/4', '3/4', '5/2', '5/8', '9/8'] -> (3/4 * 5/2 + 9/8) / (3/4 - 5/8)
[1686625] ['3/4', '3/4', '5/2', '5/9', '7/5'] -> 5/2 / (3/4 - 5/9) / 3/4 * 7/5
[1686638] ['3/4', '3/4', '5/2', '6/5', '6/5'] -> 5/2 * 6/5 / (3/4 - 3/4 / 6/5)
[1686639] ['3/4', '3/4', '5/2', '6/5', '6/7'] -> 5/2 * 6/5 / (3/4 / 6/7 - 3/4)
[1686644] ['3/4', '3/4', '5/2', '6/5', '7/6'] -> 5/2 * 6/5 / (3/4 * 7/6 - 3/4)
[1686645] ['3/4', '3/4', '5/2', '6/5', '7/8'] -> 5/2 * 6/5 / (3/4 / 3/4 - 7/8)
[1686646] ['3/4', '3/4', '5/2', '6/5', '7/9'] -> 3/4 / (7/9 - 3/4) - 5/2 * 6/5
[1686651] ['3/4', '3/4', '5/2', '6/5', '9/2'] -> 5/2 * 6/5 / 3/4 / 3/4 * 9/2
[1686653] ['3/4', '3/4', '5/2', '6/5', '9/5'] -> 9/5 / (3/4 + 6/5 - 3/4 * 5/2)
[1686655] ['3/4', '3/4', '5/2', '6/5', '9/8'] -> 5/2 * 6/5 / (9/8 - 3/4 / 3/4)
[1686675] ['3/4', '3/4', '5/2', '7/2', '7/4'] -> (5/2 + 7/2) / (7/4 - 3/4 - 3/4)
[1686678] ['3/4', '3/4', '5/2', '7/2', '7/8'] -> 3/4 / (3/4 - 5/2 / 7/2) / 7/8
[1686682] ['3/4', '3/4', '5/2', '7/2', '8/7'] -> 3/4 * 8/7 / (3/4 - 5/2 / 7/2)
[1686695] ['3/4', '3/4', '5/2', '7/3', '8/3'] -> (3/4 + 3/4) * 8/3 / (5/2 - 7/3)
[1686696] ['3/4', '3/4', '5/2', '7/3', '8/5'] -> 8/5 / (3/4 / 3/4 - 7/3 / 5/2)
[1686699] ['3/4', '3/4', '5/2', '7/3', '9/2'] -> 9/2 / (5/2 - 3/4 * (3/4 + 7/3))
[1686702] ['3/4', '3/4', '5/2', '7/3', '9/7'] -> 9/7 / (3/4 * 5/2 / 7/3 - 3/4)
[1686710] ['3/4', '3/4', '5/2', '7/4', '8/5'] -> 3/4 * 8/5 / (3/4 - 7/4 / 5/2)
[1686728] ['3/4', '3/4', '5/2', '7/5', '9/5'] -> 9/5 / (3/4 * (5/2 - 7/5) - 3/4)
[1686735] ['3/4', '3/4', '5/2', '7/6', '8/5'] -> 5/2 * 8/5 / (7/6 - 3/4 / 3/4)
[1686746] ['3/4', '3/4', '5/2', '7/8', '8/5'] -> 3/4 * 5/2 * 8/5 / (7/8 - 3/4)
[1686753] ['3/4', '3/4', '5/2', '7/8', '9/8'] -> (3/4 * 5/2 + 9/8) / (7/8 - 3/4)
[1686756] ['3/4', '3/4', '5/2', '7/9', '8/5'] -> 5/2 / (3/4 - 3/4 * 7/9) * 8/5
[1686765] ['3/4', '3/4', '5/2', '8/3', '8/5'] -> 8/5 / (8/3 / 5/2 - 3/4 / 3/4)
