[1755806] ['3/5', '3/8', '5/3', '7/8', '8/5'] -> 8/5 / (7/8 / 3/8 - 3/5 - 5/3)
[1757426] ['3/5', '3/8', '7/2', '7/8', '8/5'] -> 8/5 / (7/8 / (3/8 * /2) - 3/5)
[1757431] ['3/5', '3/8', '7/2', '7/8', '9/5'] -> 9/5 / (3/5 * (3/8 - 7/8 / 7/2))
[1757456] ['3/5', '3/8', '7/2', '8/5', '9/2'] -> 9/2 / (3/8 * (3/5 * 7/2 - 8/5))
[1757458] ['3/5', '3/8', '7/2', '8/5', '9/5'] -> (7/2 * 8/5 - 3/5) / 3/8 * 9/5
[1757459] ['3/5', '3/8', '7/2', '8/5', '9/7'] -> 9/7 / (3/8 * (3/5 - 8/5 / 7/2))
[1757475] ['3/5', '3/8', '7/2', '9/2', '9/4'] -> (9/2 / 3/5 - 7/2) / 3/8 * 9/4
[1757479] ['3/5', '3/8', '7/2', '9/4', '9/4'] -> 9/4 / (3/8 * (9/4 / 3/5 - 7/2))
[1757480] ['3/5', '3/8', '7/2', '9/4', '9/5'] -> 9/5 / (3/5 * (3/8 + 7/2) - 9/4)
[1757491] ['3/5', '3/8', '7/3', '7/3', '7/5'] -> 7/5 / (7/3 - (3/5 + 3/8) * 7/3)
[1757501] ['3/5', '3/8', '7/3', '7/3', '9/5'] -> (7/3 / (7/3 * 3/8) - (3/5 / 9/5)))
[1757518] ['3/5', '3/8', '7/3', '7/5', '7/5'] -> 7/5 / (3/8 * 7/3 / 3/5 - 7/5)
[1757523] ['3/5', '3/8', '7/3', '7/5', '8/5'] -> 8/5 / (7/3 / 7/5 - 3/5 / 3/8)
[1757526] ['3/5', '3/8', '7/3', '7/5', '9/2'] -> (3/5 / 3/8 + 7/3 + 7/5) * 9/2
[1757528] ['3/5', '3/8', '7/3', '7/5', '9/5'] -> 9/5 / (3/5 + 3/8 * 7/3 - 7/5)
[1757535] ['3/5', '3/8', '7/3', '7/6', '8/5'] -> 8/5 / (7/6 - 3/8 * (3/5 + 7/3))
[1757568] ['3/5', '3/8', '7/3', '8/3', '9/2'] -> 3/5 * (7/3 / 3/8 + 8/3) * 9/2
[1757569] ['3/5', '3/8', '7/3', '8/3', '9/4'] -> (7/3 / 3/8 + 8/3 / 3/5) * 9/4
[1757579] ['3/5', '3/8', '7/3', '8/5', '9/7'] -> 9/7 / ((8/5 - 3/5) / 7/3 - 3/8)
[1757586] ['3/5', '3/8', '7/3', '8/7', '9/7'] -> 9/7 / (7/3 - 8/7 / 3/5 - 3/8)
[1757591] ['3/5', '3/8', '7/3', '8/9', '9/5'] -> 3/5 / ((8/9 - (3/8 * 7/3)) * /5
)[1757620] ['3/5', '3/8', '7/4', '7/4', '9/5'] -> (7/4 / (7/4 * 3/8) - (3/5 / 9/5)))
[1757627] ['3/5', '3/8', '7/4', '7/5', '8/3'] -> (3/5 + (7/4 + 7/5) / 3/8) * 8/3
[1757630] ['3/5', '3/8', '7/4', '7/5', '8/9'] -> 7/5 / (3/8 * 7/4 - 3/5) - 8/9
[1757665] ['3/5', '3/8', '7/4', '7/9', '9/4'] -> 7/4 / ((7/9 - 3/5) * /8) - 9/4
[1757674] ['3/5', '3/8', '7/4', '8/3', '9/4'] -> 9/4 / (3/8 * (7/4 / 3/5 - 8/3))
[1757675] ['3/5', '3/8', '7/4', '8/3', '9/5'] -> 9/5 / (3/5 * (3/8 + 8/3) - 7/4)
[1757690] ['3/5', '3/8', '7/4', '8/7', '9/5'] -> 9/5 / (3/8 - 3/5 / (7/4 * /7)
)[1757701] ['3/5', '3/8', '7/4', '9/2', '9/5'] -> 3/5 / (((7/4 / 9/2) - 3/8) * /5
)[1757709] ['3/5', '3/8', '7/4', '9/5', '9/7'] -> 9/7 / (9/5 / 7/4 - 3/5 - 3/8)
[1757711] ['3/5', '3/8', '7/4', '9/7', '9/7'] -> 9/7 / (3/5 * (7/4 - 3/8 - 9/7))
[1757713] ['3/5', '3/8', '7/4', '9/8', '9/8'] -> 9/8 / (3/8 * (9/8 / 3/5 - 7/4))
[1757714] ['3/5', '3/8', '7/5', '7/5', '7/5'] -> 3/5 / (7/5 - 7/5 / 7/5 - 3/8)
[1757717] ['3/5', '3/8', '7/5', '7/5', '7/9'] -> 7/5 / ((3/5 - (3/8 * 7/5)) * /9
)[1757725] ['3/5', '3/8', '7/5', '7/5', '9/7'] -> 7/5 / (3/5 - 3/8 * 7/5) * 9/7
[1757730] ['3/5', '3/8', '7/5', '7/6', '8/3'] -> 8/3 / ((7/6 - 3/5) / 3/8 - 7/5)
[1757742] ['3/5', '3/8', '7/5', '7/8', '8/5'] -> 3/8 / (7/8 / 7/5 - 3/5) * 8/5
[1757745] ['3/5', '3/8', '7/5', '7/8', '9/2'] -> (7/5 + (3/5 + 7/8) / 3/8) * 9/2
[1757749] ['3/5', '3/8', '7/5', '7/8', '9/8'] -> 9/8 / ((3/5 / 7/5 - 3/8) * 7/8)
[1757753] ['3/5', '3/8', '7/5', '7/9', '8/7'] -> 7/5 / ((7/9 - 3/5) * /8) * 8/7
[1757757] ['3/5', '3/8', '7/5', '7/9', '9/5'] -> 9/5 / (3/8 * 7/5 / 7/9 - 3/5)
[1757758] ['3/5', '3/8', '7/5', '7/9', '9/7'] -> 9/7 / (3/8 / 7/9 - 3/5 / 7/5)
[1757765] ['3/5', '3/8', '7/5', '8/3', '9/4'] -> (7/5 / 3/8 + 8/3) / 3/5 * 9/4
[1757767] ['3/5', '3/8', '7/5', '8/3', '9/7'] -> 9/7 / (7/5 / (3/5 + 8/3) - 3/8)
[1757772] ['3/5', '3/8', '7/5', '8/5', '9/2'] -> 8/5 / ((7/5 - 3/5) * /8) * 9/2
[1757776] ['3/5', '3/8', '7/5', '8/5', '9/8'] -> 9/8 * 8/5 / (3/5 - 3/8 * 7/5)
[1757777] ['3/5', '3/8', '7/5', '8/7', '8/7'] -> 8/7 / ((8/7 - 3/5) / 3/8 - 7/5)
[1757782] ['3/5', '3/8', '7/5', '8/7', '9/7'] -> 9/7 / ((7/5 - 8/7) / 3/5 - 3/8)
[1757783] ['3/5', '3/8', '7/5', '8/7', '9/8'] -> 9/8 * 8/7 / (3/5 / 7/5 - 3/8)
[1757784] ['3/5', '3/8', '7/5', '8/9', '8/9'] -> 8/9 / (8/9 / 3/8 - 7/5 / 3/5)
[1757790] ['3/5', '3/8', '7/5', '9/2', '9/2'] -> (3/5 + 7/5 / 3/8) * 9/2 + 9/2
[1757795] ['3/5', '3/8', '7/5', '9/4', '9/4'] -> 9/4 / (3/8 * (9/4 - 3/5 - 7/5))
[1757799] ['3/5', '3/8', '7/5', '9/5', '9/5'] -> 9/5 / (3/8 * (3/5 + 7/5 - 9/5))
[1757800] ['3/5', '3/8', '7/5', '9/5', '9/7'] -> 9/7 * 7/5 / (3/8 * 9/5 - 3/5)
[1757802] ['3/5', '3/8', '7/5', '9/7', '9/7'] -> 9/7 / (3/8 * 9/7 - 3/5 / 7/5)
[1757814] ['3/5', '3/8', '7/6', '7/6', '9/5'] -> (7/6 / (7/6 * 3/8) - (3/5 / 9/5)))
[1757819] ['3/5', '3/8', '7/6', '7/8', '8/3'] -> 8/3 / ((7/6 - 7/8) / 3/5 - 3/8)
[1757825] ['3/5', '3/8', '7/6', '7/8', '9/5'] -> 9/5 / (3/5 * 7/8 / 7/6 - 3/8)
[1757835] ['3/5', '3/8', '7/6', '7/9', '9/5'] -> 3/5 / (((7/6 - 3/8) - 7/9) * /5
)[1757842] ['3/5', '3/8', '7/6', '8/3', '9/2'] -> 9/2 / (3/8 / 3/5 - 7/6 / 8/3)
[1757858] ['3/5', '3/8', '7/6', '8/7', '9/4'] -> 3/8 / ((7/6 - 8/7) * /5) - 9/4
[1757859] ['3/5', '3/8', '7/6', '8/7', '9/5'] -> 9/5 / (3/5 / (7/6 * /7) - 3/8)
[1757868] ['3/5', '3/8', '7/6', '9/2', '9/2'] -> 3/5 * (9/2 - 7/6) / 3/8 * 9/2
[1757886] ['3/5', '3/8', '7/8', '7/8', '8/5'] -> (7/8 + 8/5) / (3/8 * (7/8 - 3/5))
[1757891] ['3/5', '3/8', '7/8', '7/8', '9/5'] -> (7/8 / (7/8 * 3/8) - (3/5 / 9/5)))
[1757904] ['3/5', '3/8', '7/8', '8/3', '8/3'] -> 8/3 / (3/5 + 3/8 - 7/8) - 8/3
[1757909] ['3/5', '3/8', '7/8', '8/3', '9/4'] -> 8/3 / (7/8 - 3/8 / 3/5) * 9/4
[1757910] ['3/5', '3/8', '7/8', '8/3', '9/5'] -> 9/5 / (3/5 * (3/8 * 8/3 - 7/8))
[1757917] ['3/5', '3/8', '7/8', '8/5', '9/4'] -> 8/5 / (3/5 * 7/8 - 3/8) * 9/4
[1757931] ['3/5', '3/8', '7/8', '8/9', '9/5'] -> 9/5 / (3/8 * (7/8 - 3/5 / 8/9))
[1757935] ['3/5', '3/8', '7/8', '9/2', '9/4'] -> 9/2 / (3/5 - 3/8 / 7/8) - 9/4
[1757940] ['3/5', '3/8', '7/8', '9/4', '9/5'] -> 3/5 / (((7/8 / 9/4) - 3/8) * /5
)[1757956] ['3/5', '3/8', '7/9', '7/9', '9/5'] -> (7/9 / (7/9 * 3/8) - (3/5 / 9/5)))
[1757959] ['3/5', '3/8', '7/9', '8/3', '8/3'] -> 8/3 / (7/9 / (3/5 * /3) - 3/8)
[1757968] ['3/5', '3/8', '7/9', '8/5', '8/5'] -> 8/5 / (3/5 * (7/9 / 8/5 - 3/8))
[1757986] ['3/5', '3/8', '7/9', '8/9', '9/5'] -> 8/9 / ((7/9 - 3/5) * /8) * 9/5
[1757998] ['3/5', '3/8', '7/9', '9/5', '9/5'] -> 9/5 / (3/5 - 3/8 * 7/9 * 9/5)
[1758000] ['3/5', '3/8', '7/9', '9/5', '9/8'] -> 9/5 / (((7/9 - 3/5) * /8) * /8
)[1758005] ['3/5', '3/8', '8/3', '8/3', '8/5'] -> 8/5 / (8/3 - (3/5 + 3/8) * 8/3)
[1758009] ['3/5', '3/8', '8/3', '8/3', '9/4'] -> 8/3 * 8/3 * (9/4 / 3/5 - 3/8)
[1758015] ['3/5', '3/8', '8/3', '8/5', '8/9'] -> (8/3 + 8/5 / 3/8) / (8/9 - 3/5)
[1758017] ['3/5', '3/8', '8/3', '8/5', '9/4'] -> 8/5 / (3/8 - 3/5 / 8/3) * 9/4
[1758052] ['3/5', '3/8', '8/5', '8/5', '9/2'] -> 9/2 / (3/8 - 3/5 / (8/5 + 8/5))
[1758054] ['3/5', '3/8', '8/5', '8/5', '9/5'] -> (8/5 / (8/5 * 3/8) - (3/5 / 9/5)))
[1758059] ['3/5', '3/8', '8/5', '8/7', '9/2'] -> (3/5 + 8/5 / 8/7) / 3/8 * 9/2
[1758060] ['3/5', '3/8', '8/5', '8/7', '9/4'] -> 8/5 / (3/5 / 8/7 - 3/8) * 9/4
[1758065] ['3/5', '3/8', '8/5', '8/9', '9/2'] -> 8/5 / (3/5 / 8/9 - 3/8) * 9/2
[1758073] ['3/5', '3/8', '8/5', '9/2', '9/7'] -> 3/5 / ((3/8 - (8/5 / 9/2)) * /7
)[1758075] ['3/5', '3/8', '8/5', '9/4', '9/4'] -> 9/4 / (3/8 * (8/5 - 3/5 * 9/4))
[1758081] ['3/5', '3/8', '8/5', '9/5', '9/8'] -> 8/5 / (3/8 * 9/5 - 3/5) * 9/8
[1758082] ['3/5', '3/8', '8/5', '9/7', '9/7'] -> 9/7 / ((9/7 - 3/5) / 8/5 - 3/8)
[1758089] ['3/5', '3/8', '8/7', '8/7', '9/5'] -> (8/7 / (8/7 * 3/8) - (3/5 / 9/5)))
[1758099] ['3/5', '3/8', '8/7', '9/2', '9/4'] -> 9/2 / (3/5 - 3/8 * 8/7) - 9/4
[1758116] ['3/5', '3/8', '8/9', '8/9', '9/5'] -> (8/9 / (8/9 * 3/8) - (3/5 / 9/5)))
[1758125] ['3/5', '3/8', '8/9', '9/4', '9/5'] -> 9/5 / (3/8 - 3/5 / (8/9 * /4)
)[1758130] ['3/5', '3/8', '8/9', '9/5', '9/8'] -> 9/8 * 8/9 / (3/8 - 3/5 / 9/5)
[1758134] ['3/5', '3/8', '9/2', '9/2', '9/2'] -> 9/2 / 3/5 + 9/2 / 3/8 + 9/2
[1758136] ['3/5', '3/8', '9/2', '9/2', '9/5'] -> (9/2 / (9/2 * 3/8) - (3/5 / 9/5)))
[1758146] ['3/5', '3/8', '9/2', '9/7', '9/7'] -> 9/7 / (3/5 * (3/8 - 9/7 / 9/2))
[1758150] ['3/5', '3/8', '9/4', '9/4', '9/5'] -> (9/4 / (9/4 * 3/8) - (3/5 / 9/5)))
[1758156] ['3/5', '3/8', '9/4', '9/7', '9/7'] -> 9/7 / (3/8 / 3/5 - 9/7 / 9/4)
[1758161] ['3/5', '3/8', '9/5', '9/5', '9/8'] -> (9/5 + 9/5) / (9/8 - 3/5 - 3/8)
[1758164] ['3/5', '3/8', '9/5', '9/8', '9/8'] -> 9/8 / ((3/8 - (3/5 / 9/5)) * /8
)[1758176] ['3/5', '4/3', '4/3', '4/3', '5/6'] -> 4/3 / (4/3 / 3/5 - 4/3 - 5/6)
[1758178] ['3/5', '4/3', '4/3', '4/3', '5/8'] -> 4/3 / (4/3 * 5/8 / 3/5 - 4/3)
[1758182] ['3/5', '4/3', '4/3', '4/3', '7/2'] -> 4/3 / (4/3 / 3/5 + 4/3 - 7/2)
[1758183] ['3/5', '4/3', '4/3', '4/3', '7/3'] -> (4/3 + 4/3) / (7/3 - 4/3 / 3/5)
[1758190] ['3/5', '4/3', '4/3', '4/3', '8/5'] -> 4/3 / (4/3 / (3/5 * /5) - 4/3)
[1758193] ['3/5', '4/3', '4/3', '4/3', '9/2'] -> 4/3 / (9/2 - (4/3 + 4/3) / 3/5)
[1758206] ['3/5', '4/3', '4/3', '4/5', '5/8'] -> 4/5 / (4/3 * 5/8 - 3/5 * 4/3)
[1758208] ['3/5', '4/3', '4/3', '4/5', '6/5'] -> 4/3 * 6/5 / (3/5 + 4/5 - 4/3)
[1758212] ['3/5', '4/3', '4/3', '4/5', '7/4'] -> 4/5 / (3/5 / 4/3 + 4/3 - 7/4)
[1758213] ['3/5', '4/3', '4/3', '4/5', '7/5'] -> (3/5 * 4/3 + 4/5) / (7/5 - 4/3)
[1758217] ['3/5', '4/3', '4/3', '4/5', '8/3'] -> 8/3 / (4/3 * (4/3 - 4/5) - 3/5)
[1758218] ['3/5', '4/3', '4/3', '4/5', '8/5'] -> 4/5 / (4/3 / 8/5 - 3/5 * 4/3)
[1758220] ['3/5', '4/3', '4/3', '4/5', '8/9'] -> (4/3 + 4/5) / (8/9 - 3/5 * 4/3)
[1758221] ['3/5', '4/3', '4/3', '4/5', '9/2'] -> (4/3 / (4/5 - 3/5) - 4/3) * 9/2
[1758223] ['3/5', '4/3', '4/3', '4/5', '9/5'] -> (4/3 + 4/3) * 9/5 / (4/5 - 3/5)
[1758244] ['3/5', '4/3', '4/3', '4/7', '8/3'] -> 8/3 / (4/3 / 4/7 - 4/3 / 3/5)
[1758245] ['3/5', '4/3', '4/3', '4/7', '8/5'] -> 8/5 / (3/5 * 4/3 / 4/7 - 4/3)
[1758246] ['3/5', '4/3', '4/3', '4/7', '8/7'] -> 8/7 / (4/3 / 4/3 - 4/7 / 3/5)
[1758251] ['3/5', '4/3', '4/3', '4/7', '9/7'] -> 3/5 * (4/3 + 4/7) / (4/3 - 9/7)
[1758258] ['3/5', '4/3', '4/3', '4/9', '5/7'] -> (4/3 + 4/3) / (3/5 - 4/9) / 5/7
[1758260] ['3/5', '4/3', '4/3', '4/9', '5/9'] -> (4/3 + 4/3 / 5/9) / (3/5 - 4/9)
[1758268] ['3/5', '4/3', '4/3', '4/9', '7/8'] -> (4/3 / (4/9 * (7/8 / 3/5)) - 4/3))
[1758271] ['3/5', '4/3', '4/3', '4/9', '8/5'] -> 8/5 / ((4/3 - 4/9) / 4/3 - 3/5)
[1758276] ['3/5', '4/3', '4/3', '4/9', '9/5'] -> (4/3 + 4/3 * 9/5) / (3/5 - 4/9)
[1758278] ['3/5', '4/3', '4/3', '4/9', '9/8'] -> (4/3 / ((3/5 * /9) * 4/3) - 9/8))
[1758281] ['3/5', '4/3', '4/3', '5/2', '5/4'] -> 3/5 * 4/3 * 5/2 / (4/3 - 5/4)
[1758282] ['3/5', '4/3', '4/3', '5/2', '5/6'] -> 4/3 / ((3/5 - (4/3 / 5/2)) * /6
)[1758285] ['3/5', '4/3', '4/3', '5/2', '5/9'] -> (4/3 + 4/3) / 5/2 / (3/5 - 5/9)
[1758286] ['3/5', '4/3', '4/3', '5/2', '6/5'] -> 4/3 * 6/5 / (3/5 - 4/3 / 5/2)
[1758291] ['3/5', '4/3', '4/3', '5/2', '7/5'] -> 7/5 / (3/5 + 4/3 - 5/2 / 4/3)
[1758299] ['3/5', '4/3', '4/3', '5/2', '9/2'] -> (3/5 * 4/3 + 4/3) * 5/2 * 9/2
[1758306] ['3/5', '4/3', '4/3', '5/3', '5/6'] -> 4/3 / ((5/6 - (3/5 * 4/3)) * /3
)[1758308] ['3/5', '4/3', '4/3', '5/3', '5/8'] -> (4/3 / ((4/3 * /3) * 5/8) - 3/5))
[1758309] ['3/5', '4/3', '4/3', '5/3', '5/9'] -> 4/3 * 4/3 / (3/5 - 5/9) / 5/3
[1758310] ['3/5', '4/3', '4/3', '5/3', '6/5'] -> (6/5 / (3/5 * 4/3) - (5/3 / 4/3)))
[1758315] ['3/5', '4/3', '4/3', '5/3', '7/5'] -> (3/5 + 7/5) / (4/3 - 5/3 / 4/3)
[1758317] ['3/5', '4/3', '4/3', '5/3', '7/8'] -> (4/3 + 5/3) / (7/8 / 3/5 - 4/3)
[1758327] ['3/5', '4/3', '4/3', '5/3', '9/8'] -> (4/3 + 5/3) / 3/5 / (4/3 - 9/8)
[1758333] ['3/5', '4/3', '4/3', '5/4', '6/5'] -> (3/5 * 4/3 + 6/5) / (4/3 - 5/4)
[1758342] ['3/5', '4/3', '4/3', '5/4', '8/3'] -> 4/3 / ((4/3 - 5/4) * /5) - 8/3
[1758343] ['3/5', '4/3', '4/3', '5/4', '8/5'] -> (8/5 / ((3/5 * /3) * 4/3) - 5/4))
[1758354] ['3/5', '4/3', '4/3', '5/6', '5/9'] -> 4/3 / (((3/5 + 5/6) - 4/3) * /9
)[1758355] ['3/5', '4/3', '4/3', '5/6', '6/5'] -> 6/5 / (4/3 - 3/5 / 4/3 - 5/6)
[1758358] ['3/5', '4/3', '4/3', '5/6', '7/3'] -> (4/3 / (5/6 * (3/5 * 7/3)) - 4/3))
[1758365] ['3/5', '4/3', '4/3', '5/6', '8/5'] -> 8/5 / (4/3 * (4/3 - 5/6) - 3/5)
[1758367] ['3/5', '4/3', '4/3', '5/6', '8/9'] -> (4/3 / (5/6 * (8/9 / 4/3)) - 3/5))
[1758368] ['3/5', '4/3', '4/3', '5/6', '9/2'] -> (4/3 + 4/3) / 3/5 / 5/6 * 9/2
[1758370] ['3/5', '4/3', '4/3', '5/6', '9/5'] -> 4/3 * 9/5 / (3/5 + 5/6 - 4/3)
[1758386] ['3/5', '4/3', '4/3', '5/7', '8/5'] -> 8/5 / (3/5 + 4/3 - 4/3 / 5/7)
[1758387] ['3/5', '4/3', '4/3', '5/7', '8/7'] -> 8/7 / ((3/5 + 4/3) * 5/7 - 4/3)
[1758389] ['3/5', '4/3', '4/3', '5/7', '9/2'] -> (4/3 + 4/3 / 5/7) / 3/5 * 9/2
[1758394] ['3/5', '4/3', '4/3', '5/8', '5/8'] -> 5/8 / (5/8 - 3/5) - 4/3 / 4/3
[1758404] ['3/5', '4/3', '4/3', '5/8', '7/9'] -> (4/3 + 4/3) / 5/8 / (7/9 - 3/5)
[1758406] ['3/5', '4/3', '4/3', '5/8', '8/5'] -> 8/5 / ((4/3 + 4/3) * (5/8 - 3/5))
[1758408] ['3/5', '4/3', '4/3', '5/8', '8/9'] -> (4/3 / ((5/8 - 3/5) * 4/3) + 8/9))
[1758415] ['3/5', '4/3', '4/3', '5/9', '6/5'] -> (4/3 + 6/5) / (5/9 - 3/5 / 4/3)
[1758421] ['3/5', '4/3', '4/3', '5/9', '7/6'] -> (4/3 / ((3/5 * /9) * 4/3) - 7/6))
[1758424] ['3/5', '4/3', '4/3', '5/9', '8/3'] -> (4/3 / (5/9 * 3/5) - (4/3 / 8/3)))
[1758425] ['3/5', '4/3', '4/3', '5/9', '8/5'] -> (8/5 - 4/3 - 4/3) / (5/9 - 3/5)
[1758436] ['3/5', '4/3', '4/3', '6/5', '7/3'] -> 4/3 * 6/5 / (3/5 * 7/3 - 4/3)
[1758442] ['3/5', '4/3', '4/3', '6/5', '8/3'] -> 6/5 / (4/3 / 8/3 - 3/5 / 4/3)
[1758445] ['3/5', '4/3', '4/3', '6/5', '8/9'] -> 4/3 * 6/5 / (8/9 / 4/3 - 3/5)
[1758446] ['3/5', '4/3', '4/3', '6/5', '9/2'] -> (4/3 + 4/3) * 6/5 / 3/5 * 9/2
[1758494] ['3/5', '4/3', '4/3', '7/3', '9/2'] -> (4/3 / 3/5 + 4/3 * 7/3) * 9/2
[1758504] ['3/5', '4/3', '4/3', '7/4', '8/3'] -> 8/3 / (4/3 * 7/4 - 4/3 / 3/5)
[1758505] ['3/5', '4/3', '4/3', '7/4', '8/5'] -> 8/5 / (3/5 * 4/3 * 7/4 - 4/3)
[1758508] ['3/5', '4/3', '4/3', '7/4', '9/2'] -> 4/3 / ((7/4 - 4/3) * /5) * 9/2
[1758518] ['3/5', '4/3', '4/3', '7/5', '8/5'] -> 8/5 / (3/5 + 4/3 - 4/3 * 7/5)
[1758519] ['3/5', '4/3', '4/3', '7/5', '8/7'] -> 8/7 / ((3/5 + 4/3) / 7/5 - 4/3)
[1758522] ['3/5', '4/3', '4/3', '7/5', '9/4'] -> (4/3 + 3/5 / 9/4) / (7/5 - 4/3)
[1758545] ['3/5', '4/3', '4/3', '7/8', '9/4'] -> 4/3 * 9/4 / (7/8 / 3/5 - 4/3)
[1758550] ['3/5', '4/3', '4/3', '7/9', '8/3'] -> 8/3 / (4/3 / 3/5 - 4/3 - 7/9)
[1758562] ['3/5', '4/3', '4/3', '8/3', '8/9'] -> 4/3 * 8/3 / (8/9 / 3/5 - 4/3)
[1758563] ['3/5', '4/3', '4/3', '8/3', '9/2'] -> ((4/3 + 8/3) / 3/5 - 4/3) * 9/2
[1758565] ['3/5', '4/3', '4/3', '8/3', '9/5'] -> 4/3 * 9/5 / (3/5 - 4/3 / 8/3)
[1758568] ['3/5', '4/3', '4/3', '8/5', '8/5'] -> 8/5 / (4/3 / (3/5 * /3) - 8/5)
[1758584] ['3/5', '4/3', '4/3', '8/9', '9/2'] -> ((4/3 + 4/3) / 3/5 + 8/9) * 9/2
[1758585] ['3/5', '4/3', '4/3', '8/9', '9/4'] -> (8/9 / (4/3 * 9/4) - (4/3 / 3/5)))
[1758586] ['3/5', '4/3', '4/3', '8/9', '9/5'] -> 3/5 * 8/9 / (9/5 - 4/3 * 4/3)
[1758591] ['3/5', '4/3', '4/3', '9/2', '9/5'] -> 4/3 * 4/3 * 9/2 / 3/5 * 9/5
[1758597] ['3/5', '4/3', '4/3', '9/4', '9/8'] -> 4/3 * 9/4 / 3/5 / (4/3 - 9/8)
[1758598] ['3/5', '4/3', '4/3', '9/5', '9/5'] -> 9/5 / (9/5 / (4/3 + 4/3) - 3/5)
[1758600] ['3/5', '4/3', '4/3', '9/5', '9/8'] -> 3/5 / ((9/5 - (4/3 * 4/3)) * /8
)[1758604] ['3/5', '4/3', '4/5', '4/5', '4/5'] -> (4/5 + 4/5) / (3/5 + 4/5 - 4/3)
[1758607] ['3/5', '4/3', '4/5', '4/5', '5/2'] -> (4/5 + 4/5) / (3/5 - 4/3 / 5/2)
[1758614] ['3/5', '4/3', '4/5', '4/5', '6/5'] -> 4/5 / (4/3 - 3/5 / 6/5 - 4/5)
[1758617] ['3/5', '4/3', '4/5', '4/5', '7/3'] -> (4/5 + 4/5) / (3/5 * 7/3 - 4/3)
[1758619] ['3/5', '4/3', '4/5', '4/5', '7/5'] -> (3/5 + 4/5 / 4/5) / (7/5 - 4/3)
[1758626] ['3/5', '4/3', '4/5', '4/5', '8/9'] -> (4/5 + 4/5) / (8/9 / 4/3 - 3/5)
[1758628] ['3/5', '4/3', '4/5', '4/5', '9/4'] -> (4/3 + 4/5) / (4/5 - 3/5) * 9/4
[1758654] ['3/5', '4/3', '4/5', '4/7', '9/2'] -> 4/3 / (3/5 / 4/7 - 4/5) * 9/2
[1758662] ['3/5', '4/3', '4/5', '4/9', '5/4'] -> 4/3 / ((3/5 - (4/9 / 4/5)) * /4
)[1758665] ['3/5', '4/3', '4/5', '4/9', '5/8'] -> 4/3 / (((4/5 - 3/5) * /9) * /8
)[1758669] ['3/5', '4/3', '4/5', '4/9', '7/2'] -> 4/3 * 4/5 / (3/5 - 4/9) * 7/2
[1758671] ['3/5', '4/3', '4/5', '4/9', '7/4'] -> (4/3 + 4/5) / (3/5 - 4/9) * 7/4
[1758676] ['3/5', '4/3', '4/5', '4/9', '8/3'] -> 8/3 / (4/5 * (4/3 - 4/9) - 3/5)
[1758677] ['3/5', '4/3', '4/5', '4/9', '8/5'] -> 4/3 / ((4/5 - 3/5) * /9) * 8/5
[1758680] ['3/5', '4/3', '4/5', '4/9', '9/2'] -> 4/5 / ((3/5 - (4/3 * 4/9)) * /2
)[1758710] ['3/5', '4/3', '4/5', '5/3', '5/3'] -> 4/5 / ((3/5 + 5/3) / 4/3 - 5/3)
[1758757] ['3/5', '4/3', '4/5', '5/6', '5/6'] -> 4/3 / (((4/5 * 5/6) - 3/5) * /6
)[1758770] ['3/5', '4/3', '4/5', '5/6', '8/3'] -> 8/3 / (4/3 * (5/6 - 3/5 / 4/5))
[1758771] ['3/5', '4/3', '4/5', '5/6', '8/5'] -> 8/5 / (4/3 - 4/5 * 5/6 - 3/5)
[1758786] ['3/5', '4/3', '4/5', '5/7', '7/4'] -> 4/5 / (((4/3 - 3/5) - 5/7) * /4
)[1758798] ['3/5', '4/3', '4/5', '5/7', '9/7'] -> 9/7 * (4/3 + 4/5) / (5/7 - 3/5)
[1758801] ['3/5', '4/3', '4/5', '5/8', '5/9'] -> 4/3 / ((3/5 - (4/5 * 5/8)) * /9
)[1758802] ['3/5', '4/3', '4/5', '5/8', '6/5'] -> 6/5 / (4/5 * 5/8 - 3/5 / 4/3)
[1758812] ['3/5', '4/3', '4/5', '5/8', '8/5'] -> 8/5 / (4/3 * 4/5 * 5/8 - 3/5)
[1758817] ['3/5', '4/3', '4/5', '5/8', '9/5'] -> 4/3 / (3/5 - 4/5 * 5/8) * 9/5
[1758823] ['3/5', '4/3', '4/5', '5/9', '7/2'] -> 4/3 / (3/5 / 4/5 - 5/9) * 7/2
[1758830] ['3/5', '4/3', '4/5', '5/9', '8/3'] -> 8/3 / ((3/5 + 5/9) / 4/5 - 4/3)
[1758831] ['3/5', '4/3', '4/5', '5/9', '8/5'] -> 8/5 / ((3/5 + 5/9) / 4/3 - 4/5)
[1758834] ['3/5', '4/3', '4/5', '5/9', '9/2'] -> (4/5 + 4/3 / 5/9) / 3/5 * 9/2
[1758838] ['3/5', '4/3', '4/5', '5/9', '9/8'] -> 3/5 / (((4/5 + 5/9) - 4/3) * /8
)[1758844] ['3/5', '4/3', '4/5', '6/5', '7/5'] -> 4/5 * 6/5 / 3/5 / (7/5 - 4/3)
[1758848] ['3/5', '4/3', '4/5', '6/5', '8/3'] -> (4/3 + 8/3) * 6/5 / (4/5 - 3/5)
[1758867] ['3/5', '4/3', '4/5', '6/7', '8/7'] -> 8/7 / (4/3 - 4/5 * 6/7 - 3/5)
