[1570497] ['2/9', '3/7', '3/7', '3/8', '8/7'] -> (3/7 + 8/7) / (3/7 * (3/8 - 2/9))
[1572579] ['2/9', '3/7', '4/7', '8/3', '8/5'] -> (3/7 + (4/7 + 8/3) / 2/9) * 8/5
[1572580] ['2/9', '3/7', '4/7', '8/3', '8/7'] -> 8/7 / (2/9 * (3/7 - 4/7 / 8/3))
[1572581] ['2/9', '3/7', '4/7', '8/3', '8/9'] -> 8/9 / (2/9 * (8/3 - 4/7) - 3/7)
[1572584] ['2/9', '3/7', '4/7', '8/3', '9/5'] -> (4/7 / 3/7 + 8/3 / 2/9) * 9/5
[1572598] ['2/9', '3/7', '4/7', '8/7', '9/4'] -> (8/7 / 2/9 - 4/7) / 3/7 * 9/4
[1572599] ['2/9', '3/7', '4/7', '8/7', '9/5'] -> (4/7 + 8/7 / 2/9) / 3/7 * 9/5
[1572604] ['2/9', '3/7', '4/7', '8/9', '9/4'] -> (4/7 + 8/9 / 2/9) / 3/7 * 9/4
[1572608] ['2/9', '3/7', '4/7', '9/2', '9/2'] -> 9/2 / 2/9 - 3/7 / 4/7 + 9/2
[1572609] ['2/9', '3/7', '4/7', '9/2', '9/4'] -> (4/7 / 3/7 + 9/2) / 2/9 - 9/4
[1572612] ['2/9', '3/7', '4/7', '9/2', '9/8'] -> 4/7 * 9/2 / 2/9 / 3/7 / 9/8
[1572630] ['2/9', '3/7', '4/9', '4/9', '5/9'] -> (4/9 + 4/9) / (5/9 - 2/9 / 3/7)
[1572635] ['2/9', '3/7', '4/9', '4/9', '7/4'] -> (2/9 + 4/9) / (4/9 - 3/7) / 7/4
[1572643] ['2/9', '3/7', '4/9', '4/9', '8/9'] -> 4/9 / (4/9 - 3/7) - 8/9 / 2/9
[1572659] ['2/9', '3/7', '4/9', '5/2', '7/3'] -> (5/2 / 2/9 - 3/7 / 4/9) * 7/3
[1572667] ['2/9', '3/7', '4/9', '5/2', '8/7'] -> 8/7 / (3/7 * (2/9 * 5/2 - 4/9))
[1572669] ['2/9', '3/7', '4/9', '5/2', '9/2'] -> (5/2 / 3/7 - 2/9 / 4/9) * 9/2
[1572670] ['2/9', '3/7', '4/9', '5/2', '9/4'] -> 5/2 / (4/9 - 2/9) / 3/7 - 9/4
[1572689] ['2/9', '3/7', '4/9', '5/3', '8/3'] -> 8/3 / (5/3 - (2/9 + 4/9) / 3/7)
[1572691] ['2/9', '3/7', '4/9', '5/3', '8/7'] -> 8/7 / (3/7 * 5/3 - 2/9 - 4/9)
[1572693] ['2/9', '3/7', '4/9', '5/3', '9/2'] -> (4/9 + 5/3 / 3/7) / 2/9 + 9/2
[1572704] ['2/9', '3/7', '4/9', '5/4', '6/7'] -> 6/7 / (3/7 * 5/4 - 2/9 / 4/9)
[1572715] ['2/9', '3/7', '4/9', '5/4', '8/9'] -> 8/9 / (4/9 * 5/4 - 2/9 / 3/7)
[1572734] ['2/9', '3/7', '4/9', '5/6', '8/3'] -> 8/3 / (3/7 * (4/9 - 2/9 * 5/6))
[1572737] ['2/9', '3/7', '4/9', '5/6', '8/9'] -> 8/9 / (2/9 * 3/7 * (5/6 - 4/9))
[1572739] ['2/9', '3/7', '4/9', '5/6', '9/4'] -> 5/6 / (2/9 - 3/7 * 4/9) - 9/4
[1572741] ['2/9', '3/7', '4/9', '5/6', '9/7'] -> 9/7 / (3/7 / 2/9 - 5/6 / 4/9)
[1572756] ['2/9', '3/7', '4/9', '5/7', '8/5'] -> 8/5 / (2/9 + 4/9 - 3/7 / 5/7)
[1572757] ['2/9', '3/7', '4/9', '5/7', '8/7'] -> 8/7 / ((2/9 + 4/9) * 5/7 - 3/7)
[1572769] ['2/9', '3/7', '4/9', '5/8', '7/3'] -> 3/7 / (2/9 + 4/9 - 5/8) * 7/3
[1572782] ['2/9', '3/7', '4/9', '5/8', '9/7'] -> 9/7 / (3/7 * (5/8 - 2/9 / 4/9))
[1572786] ['2/9', '3/7', '4/9', '5/9', '6/7'] -> 4/9 / (3/7 * 5/9 - 2/9) * 6/7
[1572791] ['2/9', '3/7', '4/9', '5/9', '7/6'] -> 4/9 / (3/7 * 5/9 - 2/9) / 7/6
[1572794] ['2/9', '3/7', '4/9', '5/9', '8/3'] -> 8/3 / (4/9 - 3/7 * (2/9 + 5/9))
[1572812] ['2/9', '3/7', '4/9', '6/5', '8/3'] -> 8/3 / (3/7 * (4/9 - 2/9 / 6/5))
[1572829] ['2/9', '3/7', '4/9', '6/7', '8/3'] -> 6/7 / (4/9 - 2/9) / 3/7 * 8/3
[1572832] ['2/9', '3/7', '4/9', '6/7', '8/9'] -> 6/7 / (2/9 - 3/7 * 4/9) * 8/9
[1572837] ['2/9', '3/7', '4/9', '6/7', '9/8'] -> 6/7 / (2/9 - 3/7 * 4/9) / 9/8
[1572847] ['2/9', '3/7', '4/9', '7/2', '8/7'] -> 8/7 / (2/9 / 7/2 - (4/9 - 3/7))
[1572860] ['2/9', '3/7', '4/9', '7/3', '8/3'] -> 8/3 / (2/9 / 7/3 - (3/7 - 4/9))
[1572863] ['2/9', '3/7', '4/9', '7/3', '8/9'] -> 8/9 / ((3/7 - 2/9) * 7/3 - 4/9)
[1572887] ['2/9', '3/7', '4/9', '7/5', '8/3'] -> 8/3 / (2/9 + 4/9 / 7/5 - 3/7)
[1572888] ['2/9', '3/7', '4/9', '7/5', '8/5'] -> 8/5 / (2/9 + 4/9 - 3/7 * 7/5)
[1572889] ['2/9', '3/7', '4/9', '7/5', '8/7'] -> 8/7 / ((2/9 + 4/9) / 7/5 - 3/7)
[1572899] ['2/9', '3/7', '4/9', '7/6', '8/3'] -> 8/3 / (3/7 * (4/9 - 2/9) * 7/6)
[1572902] ['2/9', '3/7', '4/9', '7/6', '8/9'] -> 8/9 / ((2/9 - 3/7 * 4/9) * 7/6)
[1572913] ['2/9', '3/7', '4/9', '7/8', '8/9'] -> 8/9 / (2/9 * 3/7 * 4/9 * 7/8)
[1572914] ['2/9', '3/7', '4/9', '7/8', '9/2'] -> 4/9 / 2/9 / 3/7 / 7/8 * 9/2
[1572917] ['2/9', '3/7', '4/9', '7/8', '9/7'] -> 9/7 / (2/9 / 4/9 + 3/7 - 7/8)
[1572920] ['2/9', '3/7', '4/9', '7/9', '8/3'] -> 8/3 / (2/9 + 3/7 * 7/9 - 4/9)
[1572922] ['2/9', '3/7', '4/9', '7/9', '8/7'] -> 8/7 / (3/7 * (7/9 - 2/9 - 4/9))
[1572923] ['2/9', '3/7', '4/9', '7/9', '8/9'] -> 8/9 / (4/9 / 3/7 - 2/9 - 7/9)
[1572933] ['2/9', '3/7', '4/9', '8/3', '9/2'] -> 3/7 * (4/9 + 8/3 / 2/9) * 9/2
[1572946] ['2/9', '3/7', '4/9', '8/7', '8/7'] -> 8/7 / (8/7 - 2/9 - 3/7 - 4/9)
[1572947] ['2/9', '3/7', '4/9', '8/7', '8/9'] -> 8/7 / 2/9 / 3/7 / 4/9 * 8/9
[1572952] ['2/9', '3/7', '4/9', '8/7', '9/8'] -> 8/7 / 2/9 / 3/7 / 4/9 / 9/8
[1572979] ['2/9', '3/7', '5/2', '5/2', '5/8'] -> (5/2 / 3/7 - 5/2) / 2/9 / 5/8
[1572982] ['2/9', '3/7', '5/2', '5/2', '6/7'] -> (5/2 + 5/2 - 3/7) / 2/9 / 6/7
[1572983] ['2/9', '3/7', '5/2', '5/2', '7/2'] -> (5/2 + 5/2) / 2/9 + 3/7 * 7/2
[1572987] ['2/9', '3/7', '5/2', '5/2', '7/6'] -> (5/2 + 5/2 - 3/7) / 2/9 * 7/6
[1572991] ['2/9', '3/7', '5/2', '5/2', '8/5'] -> (5/2 / 3/7 - 5/2) / 2/9 * 8/5
[1573001] ['2/9', '3/7', '5/2', '5/3', '5/6'] -> (5/2 + 5/3 / 2/9 / 3/7) / 5/6
[1573003] ['2/9', '3/7', '5/2', '5/3', '5/8'] -> (5/3 / 2/9 / 3/7 - 5/2) / 5/8
[1573004] ['2/9', '3/7', '5/2', '5/3', '5/9'] -> (5/2 / 3/7 + 5/3 / 2/9) / 5/9
[1573005] ['2/9', '3/7', '5/2', '5/3', '6/5'] -> (5/2 + 5/3 / 2/9 / 3/7) * 6/5
[1573015] ['2/9', '3/7', '5/2', '5/3', '8/5'] -> (5/3 / 2/9 / 3/7 - 5/2) * 8/5
[1573020] ['2/9', '3/7', '5/2', '5/3', '9/5'] -> (5/2 / 3/7 + 5/3 / 2/9) * 9/5
[1573035] ['2/9', '3/7', '5/2', '5/4', '7/8'] -> 5/2 / 2/9 / 3/7 / 5/4 / 7/8
[1573039] ['2/9', '3/7', '5/2', '5/4', '8/7'] -> 5/2 / 2/9 / 3/7 / 5/4 * 8/7
[1573046] ['2/9', '3/7', '5/2', '5/6', '5/6'] -> (5/2 + 5/6 / 3/7) / 2/9 / 5/6
[1573050] ['2/9', '3/7', '5/2', '5/6', '6/5'] -> (5/2 + 5/6 / 3/7) / 2/9 * 6/5
[1573061] ['2/9', '3/7', '5/2', '5/6', '8/7'] -> 8/7 / (3/7 * (5/6 / 5/2 - 2/9))
[1573062] ['2/9', '3/7', '5/2', '5/6', '8/9'] -> 8/9 / (5/2 - (2/9 + 5/6) / 3/7)
[1573070] ['2/9', '3/7', '5/2', '5/7', '5/9'] -> (5/2 + 5/7 / 2/9) / 3/7 / 5/9
[1573086] ['2/9', '3/7', '5/2', '5/7', '9/5'] -> (5/2 + 5/7 / 2/9) / 3/7 * 9/5
[1573095] ['2/9', '3/7', '5/2', '5/8', '7/4'] -> 5/2 / 2/9 / 3/7 / 5/8 / 7/4
[1573107] ['2/9', '3/7', '5/2', '5/8', '9/7'] -> 9/7 / (3/7 / 2/9 + 5/8 - 5/2)
[1573124] ['2/9', '3/7', '5/2', '5/9', '9/4'] -> 5/2 / (2/9 + 3/7 - 5/9) - 9/4
[1573138] ['2/9', '3/7', '5/2', '6/5', '8/5'] -> 8/5 / (2/9 * (6/5 / 3/7 - 5/2))
[1573159] ['2/9', '3/7', '5/2', '6/7', '9/4'] -> 5/2 / (6/7 - 3/7) / 2/9 - 9/4
[1573165] ['2/9', '3/7', '5/2', '7/2', '7/4'] -> (5/2 / 3/7 + 7/2) / 2/9 / 7/4
[1573167] ['2/9', '3/7', '5/2', '7/2', '7/6'] -> (3/7 * 5/2 + 7/2) / 2/9 * 7/6
[1573188] ['2/9', '3/7', '5/2', '7/3', '8/9'] -> (5/2 + 7/3 / 2/9 / 3/7) * 8/9
[1573192] ['2/9', '3/7', '5/2', '7/3', '9/7'] -> 9/7 / (3/7 / (7/3 / 2/9 - 5/2))
[1573193] ['2/9', '3/7', '5/2', '7/3', '9/8'] -> (5/2 + 7/3 / 2/9 / 3/7) / 9/8
[1573196] ['2/9', '3/7', '5/2', '7/4', '7/6'] -> (5/2 / 2/9 / 3/7 + 7/4) / 7/6
[1573199] ['2/9', '3/7', '5/2', '7/4', '8/3'] -> 8/3 / (3/7 - 2/9 * 5/2 / 7/4)
[1573200] ['2/9', '3/7', '5/2', '7/4', '8/5'] -> 5/2 / 2/9 / 3/7 / 7/4 * 8/5
[1573209] ['2/9', '3/7', '5/2', '7/5', '7/6'] -> (3/7 + 7/5) / (2/9 / 5/2) * 7/6
[1573222] ['2/9', '3/7', '5/2', '7/6', '7/8'] -> (5/2 / 3/7 - 7/6) / 2/9 / 7/8
[1573235] ['2/9', '3/7', '5/2', '7/8', '8/3'] -> 8/3 / ((2/9 * 5/2 - 3/7) * 7/8)
[1573250] ['2/9', '3/7', '5/2', '7/9', '9/4'] -> (5/2 + 7/9 / 2/9 / 3/7) * 9/4
[1573255] ['2/9', '3/7', '5/2', '8/3', '8/5'] -> 5/2 * (8/3 / 3/7 - 2/9) * 8/5
[1573256] ['2/9', '3/7', '5/2', '8/3', '8/7'] -> 8/3 / (2/9 * 5/2 - 3/7) * 8/7
[1573272] ['2/9', '3/7', '5/2', '8/7', '8/9'] -> 8/9 / (2/9 * (8/7 / 3/7 - 5/2))
[1573298] ['2/9', '3/7', '5/2', '9/8', '9/8'] -> 5/2 / 2/9 / 3/7 - 9/8 - 9/8
[1573318] ['2/9', '3/7', '5/3', '5/3', '9/2'] -> (5/3 / 3/7 + 5/3 - 2/9) * 9/2
[1573344] ['2/9', '3/7', '5/3', '5/4', '9/7'] -> 9/7 / ((3/7 + 5/4 - 5/3) / 2/9)
[1573357] ['2/9', '3/7', '5/3', '5/6', '7/8'] -> 5/3 / 2/9 / 3/7 / 5/6 / 7/8
[1573361] ['2/9', '3/7', '5/3', '5/6', '8/7'] -> 5/3 / 2/9 / 3/7 / 5/6 * 8/7
[1573364] ['2/9', '3/7', '5/3', '5/6', '9/4'] -> (5/3 + 5/6) / 2/9 / 3/7 - 9/4
[1573369] ['2/9', '3/7', '5/3', '5/7', '5/8'] -> (5/3 + 5/7 / 3/7) / 2/9 / 5/8
[1573374] ['2/9', '3/7', '5/3', '5/7', '7/3'] -> ((5/3 + 5/7) / 2/9 - 3/7) * 7/3
[1573381] ['2/9', '3/7', '5/3', '5/7', '8/5'] -> (5/3 + 5/7 / 3/7) / 2/9 * 8/5
[1573384] ['2/9', '3/7', '5/3', '5/7', '9/2'] -> ((5/3 + 5/7) / 3/7 - 2/9) * 9/2
[1573392] ['2/9', '3/7', '5/3', '5/8', '6/7'] -> 5/3 / 2/9 / 3/7 / 5/8 * 6/7
[1573397] ['2/9', '3/7', '5/3', '5/8', '7/6'] -> 5/3 / 2/9 / 3/7 / 5/8 / 7/6
[1573409] ['2/9', '3/7', '5/3', '5/9', '5/9'] -> (5/3 + 5/9 / 3/7) / 2/9 / 5/9
[1573410] ['2/9', '3/7', '5/3', '5/9', '6/5'] -> (5/3 / 3/7 + 5/9) / 2/9 * 6/5
[1573420] ['2/9', '3/7', '5/3', '5/9', '8/5'] -> (5/3 / 3/7 - 5/9) / 2/9 * 8/5
[1573425] ['2/9', '3/7', '5/3', '5/9', '9/5'] -> (5/3 + 5/9 / 3/7) / 2/9 * 9/5
[1573435] ['2/9', '3/7', '5/3', '6/5', '7/8'] -> 5/3 * 6/5 / 2/9 / 3/7 / 7/8
[1573448] ['2/9', '3/7', '5/3', '6/7', '7/3'] -> ((3/7 + 5/3) / 2/9 + 6/7) * 7/3
[1573458] ['2/9', '3/7', '5/3', '6/7', '9/2'] -> (5/3 / 2/9 + 6/7) / 3/7 + 9/2
[1573459] ['2/9', '3/7', '5/3', '6/7', '9/4'] -> (5/3 + 6/7 / 2/9 / 3/7) * 9/4
[1573468] ['2/9', '3/7', '5/3', '7/2', '7/8'] -> (5/3 / 2/9 / 3/7 + 7/2) / 7/8
[1573472] ['2/9', '3/7', '5/3', '7/2', '8/7'] -> (5/3 / 2/9 / 3/7 + 7/2) * 8/7
[1573473] ['2/9', '3/7', '5/3', '7/2', '8/9'] -> 8/9 / (2/9 * (5/3 - 3/7 * 7/2))
[1573494] ['2/9', '3/7', '5/3', '7/4', '7/4'] -> 5/3 / (3/7 - 2/9 * 7/4) / 7/4
[1573518] ['2/9', '3/7', '5/3', '7/5', '9/5'] -> (5/3 + 7/5 / 3/7) / 2/9 + 9/5
[1573524] ['2/9', '3/7', '5/3', '7/6', '8/3'] -> 8/3 / (3/7 - 2/9 * 5/3 / 7/6)
[1573526] ['2/9', '3/7', '5/3', '7/6', '8/7'] -> 8/7 / (2/9 * 3/7 * (5/3 - 7/6))
[1573535] ['2/9', '3/7', '5/3', '7/8', '8/3'] -> (3/7 + 5/3 / 2/9 / 7/8) * 8/3
[1573545] ['2/9', '3/7', '5/3', '7/9', '8/3'] -> (5/3 + 3/7 * 7/9) / 2/9 * 8/3
[1573546] ['2/9', '3/7', '5/3', '7/9', '8/5'] -> 5/3 / (3/7 * 7/9 - 2/9) * 8/5
[1573548] ['2/9', '3/7', '5/3', '7/9', '8/9'] -> 8/9 / (2/9 * 5/3 - 3/7 * 7/9)
[1573556] ['2/9', '3/7', '5/3', '8/3', '8/7'] -> (5/3 + 8/3) / (3/7 - 2/9) * 8/7
[1573573] ['2/9', '3/7', '5/3', '8/7', '9/2'] -> (5/3 + 8/7 / 3/7) / 2/9 + 9/2
[1573582] ['2/9', '3/7', '5/3', '8/9', '9/7'] -> 9/7 / (3/7 / 2/9 - 5/3 / 8/9)
[1573618] ['2/9', '3/7', '5/4', '5/4', '9/4'] -> (5/4 + 5/4) / 2/9 / 3/7 - 9/4
[1573642] ['2/9', '3/7', '5/4', '5/6', '9/7'] -> 9/7 / ((3/7 + 5/6 - 5/4) / 2/9)
[1573666] ['2/9', '3/7', '5/4', '5/8', '5/9'] -> 5/9 / (2/9 * 5/4 / 3/7 - 5/8)
[1573674] ['2/9', '3/7', '5/4', '5/8', '7/8'] -> 5/4 / 2/9 / 3/7 / 5/8 / 7/8
[1573678] ['2/9', '3/7', '5/4', '5/8', '8/7'] -> 5/4 / 2/9 / 3/7 / 5/8 * 8/7
[1573683] ['2/9', '3/7', '5/4', '5/8', '9/7'] -> 9/7 / (3/7 / 2/9 - 5/4 - 5/8)
[1573756] ['2/9', '3/7', '5/4', '7/3', '7/4'] -> 5/4 + 7/3 / 2/9 / 3/7 - 7/4
[1573773] ['2/9', '3/7', '5/4', '7/4', '7/8'] -> (5/4 / 3/7 + 7/4) / 2/9 / 7/8
[1573811] ['2/9', '3/7', '5/4', '7/8', '8/3'] -> 8/3 / (3/7 - 2/9 * 5/4 / 7/8)
[1573812] ['2/9', '3/7', '5/4', '7/8', '8/5'] -> 5/4 / 2/9 / 3/7 / 7/8 * 8/5
[1573838] ['2/9', '3/7', '5/4', '8/3', '9/8'] -> (5/4 / 3/7 + 8/3) / 2/9 - 9/8
[1573840] ['2/9', '3/7', '5/4', '8/5', '8/7'] -> 5/4 * 8/5 / 2/9 / 3/7 * 8/7
[1573852] ['2/9', '3/7', '5/4', '8/7', '9/7'] -> 9/7 / ((5/4 - 8/7) / 2/9 - 3/7)
[1573853] ['2/9', '3/7', '5/4', '8/7', '9/8'] -> (5/4 + 8/7) / 2/9 / 3/7 - 9/8
[1573909] ['2/9', '3/7', '5/6', '5/7', '8/3'] -> 5/7 / 2/9 / 3/7 / 5/6 * 8/3
[1573910] ['2/9', '3/7', '5/6', '5/7', '8/5'] -> 8/5 / ((2/9 + 3/7) / 5/6 - 5/7)
[1573912] ['2/9', '3/7', '5/6', '5/7', '8/9'] -> 8/9 / (2/9 * (5/6 * 5/7 - 3/7))
[1573928] ['2/9', '3/7', '5/6', '5/8', '7/9'] -> 3/7 / (2/9 + 5/8 - 5/6) * 7/9
[1573936] ['2/9', '3/7', '5/6', '5/8', '9/7'] -> 3/7 / (2/9 + 5/8 - 5/6) / 9/7
[1573949] ['2/9', '3/7', '5/6', '5/9', '8/5'] -> 8/5 / (2/9 / 3/7 / 5/6 - 5/9)
[1573996] ['2/9', '3/7', '5/6', '7/2', '7/6'] -> (7/2 - 5/6) / 2/9 / 3/7 / 7/6
[1573997] ['2/9', '3/7', '5/6', '7/2', '7/8'] -> (5/6 + 7/2) / (3/7 - 2/9) / 7/8
[1574001] ['2/9', '3/7', '5/6', '7/2', '8/7'] -> (5/6 + 7/2) / (3/7 - 2/9) * 8/7
[1574002] ['2/9', '3/7', '5/6', '7/2', '8/9'] -> 3/7 / (5/6 / 7/2 - 2/9) * 8/9
[1574007] ['2/9', '3/7', '5/6', '7/2', '9/8'] -> 3/7 / (5/6 / 7/2 - 2/9) / 9/8
[1574008] ['2/9', '3/7', '5/6', '7/3', '7/3'] -> (7/3 - 3/7) / 2/9 / 5/6 * 7/3
[1574017] ['2/9', '3/7', '5/6', '7/3', '8/9'] -> 8/9 / (2/9 * (3/7 * 7/3 - 5/6))
[1574018] ['2/9', '3/7', '5/6', '7/3', '9/2'] -> (5/6 + 3/7 * 7/3 / 2/9) * 9/2
[1574026] ['2/9', '3/7', '5/6', '7/4', '7/8'] -> 5/6 / (3/7 - 2/9 * 7/4) / 7/8
[1574030] ['2/9', '3/7', '5/6', '7/4', '8/7'] -> 5/6 / (3/7 - 2/9 * 7/4) * 8/7
[1574041] ['2/9', '3/7', '5/6', '7/5', '8/3'] -> 8/3 / (2/9 * 3/7 * 5/6 * 7/5)
[1574044] ['2/9', '3/7', '5/6', '7/5', '8/9'] -> 8/9 / (2/9 * (5/6 / 7/5 - 3/7))
[1574051] ['2/9', '3/7', '5/6', '7/6', '7/8'] -> (5/6 + 7/6) / 2/9 / 3/7 / 7/8
[1574053] ['2/9', '3/7', '5/6', '7/6', '8/3'] -> 8/3 / (5/6 - 3/7 * 7/6 - 2/9)
[1574071] ['2/9', '3/7', '5/6', '7/8', '9/7'] -> 9/7 / (2/9 * 3/7 + 5/6 - 7/8)
[1574075] ['2/9', '3/7', '5/6', '7/9', '8/5'] -> 8/5 / (3/7 * 7/9 - 2/9 / 5/6)
[1574100] ['2/9', '3/7', '5/6', '8/7', '8/7'] -> 8/7 / (5/6 + 8/7 - 3/7 / 2/9)
[1574118] ['2/9', '3/7', '5/6', '9/4', '9/4'] -> 5/6 / (2/9 - 3/7 / 9/4) - 9/4
[1574120] ['2/9', '3/7', '5/6', '9/4', '9/7'] -> 9/7 / (3/7 / 2/9 - 5/6 * 9/4)
[1574129] ['2/9', '3/7', '5/7', '5/7', '5/8'] -> (5/7 + 5/7) / 2/9 / 3/7 / 5/8
[1574133] ['2/9', '3/7', '5/7', '5/7', '7/2'] -> (3/7 + (5/7 + 5/7) / 2/9) * 7/2
[1574140] ['2/9', '3/7', '5/7', '5/7', '8/3'] -> 8/3 / (3/7 - 2/9 * (5/7 + 5/7))
[1574141] ['2/9', '3/7', '5/7', '5/7', '8/5'] -> (5/7 + 5/7) / 2/9 / 3/7 * 8/5
[1574169] ['2/9', '3/7', '5/7', '5/9', '5/9'] -> (5/7 + 5/9) / 2/9 / 3/7 / 5/9
[1574179] ['2/9', '3/7', '5/7', '5/9', '8/3'] -> 8/3 / (3/7 * 5/9 / 5/7 - 2/9)
[1574181] ['2/9', '3/7', '5/7', '5/9', '8/7'] -> 8/7 / (3/7 + 5/9 - 2/9 - 5/7)
[1574185] ['2/9', '3/7', '5/7', '5/9', '9/5'] -> (5/7 + 5/9) / 2/9 / 3/7 * 9/5
[1574197] ['2/9', '3/7', '5/7', '6/5', '8/3'] -> 5/7 * 6/5 / 2/9 / 3/7 * 8/3
[1574198] ['2/9', '3/7', '5/7', '6/5', '8/5'] -> 8/5 / ((2/9 + 3/7) * 6/5 - 5/7)
[1574200] ['2/9', '3/7', '5/7', '6/5', '8/9'] -> 8/9 / (2/9 * (5/7 / 6/5 - 3/7))
[1574219] ['2/9', '3/7', '5/7', '6/7', '9/4'] -> (5/7 + 6/7 / 2/9) / 3/7 * 9/4
[1574235] ['2/9', '3/7', '5/7', '7/2', '9/4'] -> 5/7 * 7/2 / 2/9 / 3/7 - 9/4
[1574272] ['2/9', '3/7', '5/7', '7/5', '8/3'] -> (3/7 / 5/7 + 7/5) / 2/9 * 8/3
[1574278] ['2/9', '3/7', '5/7', '7/5', '9/5'] -> (5/7 + 7/5) / 2/9 / 3/7 + 9/5
[1574307] ['2/9', '3/7', '5/7', '7/9', '8/7'] -> 8/7 / (5/7 - 2/9 / 3/7 / 7/9)
[1574308] ['2/9', '3/7', '5/7', '7/9', '8/9'] -> 8/9 / (5/7 * 7/9 - 2/9 / 3/7)
[1574314] ['2/9', '3/7', '5/7', '8/3', '8/3'] -> (3/7 + 5/7 * 8/3 / 2/9) * 8/3
[1574323] ['2/9', '3/7', '5/7', '8/5', '8/5'] -> 8/5 / (3/7 * (2/9 + 8/5) - 5/7)
[1574325] ['2/9', '3/7', '5/7', '8/5', '8/9'] -> 8/9 / (2/9 - 3/7 / (5/7 + 8/5))
[1574333] ['2/9', '3/7', '5/7', '8/7', '9/2'] -> (5/7 + 8/7) / 2/9 / 3/7 + 9/2
[1574379] ['2/9', '3/7', '5/8', '5/9', '5/9'] -> 5/9 / (5/8 * (5/9 - 2/9 / 3/7))
[1574417] ['2/9', '3/7', '5/8', '6/7', '7/2'] -> 7/2 / (5/8 / (3/7 + 6/7 / 2/9))
[1574418] ['2/9', '3/7', '5/8', '6/7', '7/3'] -> 7/3 / (2/9 + 3/7 / 6/7 - 5/8)
[1574430] ['2/9', '3/7', '5/8', '6/7', '9/5'] -> 3/7 / (6/7 - 2/9 - 5/8) / 9/5
[1574434] ['2/9', '3/7', '5/8', '7/2', '7/3'] -> 7/3 / ((3/7 - 2/9) * 7/2 - 5/8)
[1574450] ['2/9', '3/7', '5/8', '7/3', '7/4'] -> (7/3 - 3/7) / 2/9 / 5/8 * 7/4
[1574463] ['2/9', '3/7', '5/8', '7/3', '9/8'] -> 5/8 + 7/3 / 2/9 / 3/7 - 9/8
[1574504] ['2/9', '3/7', '5/8', '7/8', '7/9'] -> 7/9 / (5/8 - 2/9 / 3/7 / 7/8)
[1574514] ['2/9', '3/7', '5/8', '7/9', '7/9'] -> 7/9 / (2/9 / 3/7 - 5/8 * 7/9)
[1574522] ['2/9', '3/7', '5/8', '7/9', '9/7'] -> 9/7 / (3/7 + 5/8 - 2/9 - 7/9)
[1574548] ['2/9', '3/7', '5/8', '8/9', '8/9'] -> 8/9 / (5/8 * 8/9 - 2/9 / 3/7)
[1574552] ['2/9', '3/7', '5/8', '8/9', '9/7'] -> 9/7 / (2/9 / 8/9 - (5/8 - 3/7))
[1574557] ['2/9', '3/7', '5/8', '9/2', '9/7'] -> 9/7 / (3/7 + 5/8 - 2/9 * 9/2)
[1574561] ['2/9', '3/7', '5/8', '9/4', '9/7'] -> 9/7 / (3/7 * (5/8 - 2/9 * 9/4))
[1574564] ['2/9', '3/7', '5/8', '9/5', '9/7'] -> 9/7 / (3/7 * (5/8 / 9/5 - 2/9))
[1574582] ['2/9', '3/7', '5/9', '5/9', '8/9'] -> 8/9 / 3/7 / (5/9 * 5/9 - 2/9)
[1574592] ['2/9', '3/7', '5/9', '6/5', '7/4'] -> 6/5 / (3/7 - 2/9 / 5/9) / 7/4
[1574598] ['2/9', '3/7', '5/9', '6/5', '8/5'] -> 8/5 / (2/9 * 6/5 / 3/7 - 5/9)
[1574616] ['2/9', '3/7', '5/9', '6/7', '8/7'] -> 8/7 / (3/7 * 5/9 - 2/9 * 6/7)
[1574632] ['2/9', '3/7', '5/9', '7/2', '8/7'] -> 8/7 / (3/7 - 5/9 / 7/2 - 2/9)
[1574635] ['2/9', '3/7', '5/9', '7/2', '9/4'] -> (5/9 / 2/9 + 7/2 / 3/7) * 9/4
[1574646] ['2/9', '3/7', '5/9', '7/3', '8/5'] -> 8/5 / ((3/7 - 2/9 / 5/9) * 7/3)
[1574652] ['2/9', '3/7', '5/9', '7/3', '9/7'] -> 9/7 / (2/9 * 3/7 / (7/3 - 5/9))
[1574672] ['2/9', '3/7', '5/9', '7/5', '8/3'] -> 8/3 / (3/7 * 5/9 * 7/5 - 2/9)
[1574686] ['2/9', '3/7', '5/9', '7/6', '8/7'] -> 8/7 / (3/7 * 5/9 - 2/9 / 7/6)
[1574698] ['2/9', '3/7', '5/9', '7/8', '8/9'] -> 8/9 / (2/9 / 3/7 / 7/8 - 5/9)
[1574706] ['2/9', '3/7', '5/9', '7/9', '8/5'] -> 8/5 / (2/9 / 5/9 - 3/7 * 7/9)
[1574708] ['2/9', '3/7', '5/9', '7/9', '8/9'] -> 8/9 / (2/9 - 3/7 * 5/9 * 7/9)
[1574710] ['2/9', '3/7', '5/9', '7/9', '9/4'] -> (5/9 + 7/9 / 3/7) / 2/9 * 9/4
[1574728] ['2/9', '3/7', '5/9', '8/5', '9/5'] -> 8/5 / (5/9 - 2/9 / 3/7) / 9/5
[1574729] ['2/9', '3/7', '5/9', '8/5', '9/7'] -> 9/7 / (3/7 * (5/9 / 8/5 - 2/9))
