[1250896] ['1/9', '5/3', '5/4', '5/7', '7/5'] -> 7/5 / (1/9 * 5/4 / (5/3 + 5/7))
[1252226] ['1/9', '5/3', '6/7', '7/4', '7/9'] -> 6/7 / (1/9 + 5/3 - 7/4) * 7/9
[1252234] ['1/9', '5/3', '6/7', '7/4', '9/7'] -> 6/7 / (1/9 + 5/3 - 7/4) / 9/7
[1252243] ['1/9', '5/3', '6/7', '7/5', '8/9'] -> 8/9 / (1/9 * (5/3 / 7/5 - 6/7))
[1252246] ['1/9', '5/3', '6/7', '7/5', '9/5'] -> (5/3 / 1/9 + 6/7) * 7/5 + 9/5
[1252254] ['1/9', '5/3', '6/7', '7/6', '8/7'] -> 8/7 / (1/9 * 6/7 * (5/3 - 7/6))
[1252257] ['1/9', '5/3', '6/7', '7/6', '9/4'] -> (5/3 + 6/7 * 7/6 / 1/9) * 9/4
[1252268] ['1/9', '5/3', '6/7', '7/8', '9/4'] -> (5/3 + 6/7 * 7/8) / 1/9 + 9/4
[1252276] ['1/9', '5/3', '6/7', '7/9', '8/9'] -> (6/7 + 5/3 / 7/9) / 1/9 * 8/9
[1252281] ['1/9', '5/3', '6/7', '7/9', '9/8'] -> (6/7 + 5/3 / 7/9) / 1/9 / 9/8
[1252302] ['1/9', '5/3', '6/7', '8/7', '9/4'] -> (5/3 + 6/7 / 8/7) / 1/9 + 9/4
[1252305] ['1/9', '5/3', '6/7', '8/7', '9/8'] -> (5/3 + 8/7 / 6/7) / 1/9 / 9/8
[1252325] ['1/9', '5/3', '6/7', '9/7', '9/8'] -> (6/7 + 5/3 * 9/7) / 1/9 / 9/8
[1252327] ['1/9', '5/3', '7/2', '7/2', '7/2'] -> (5/3 * 7/2 + 7/2) / 1/9 / 7/2
[1252330] ['1/9', '5/3', '7/2', '7/2', '7/5'] -> (7/2 / 1/9 + 7/2 / 5/3) / 7/5
[1252337] ['1/9', '5/3', '7/2', '7/2', '8/9'] -> 7/2 / 7/2 + (5/3 + 8/9) / 1/9
[1252339] ['1/9', '5/3', '7/2', '7/2', '9/4'] -> (5/3 + 7/2 / 1/9 / 7/2) * 9/4
[1252341] ['1/9', '5/3', '7/2', '7/2', '9/7'] -> (7/2 + 7/2) / 1/9 * (5/3 - 9/7)
[1252343] ['1/9', '5/3', '7/2', '7/3', '7/3'] -> (5/3 + 7/3) / 1/9 / 7/2 * 7/3
[1252346] ['1/9', '5/3', '7/2', '7/3', '7/6'] -> 7/2 + 7/3 / 1/9 - 5/3 + 7/6
[1252356] ['1/9', '5/3', '7/2', '7/3', '9/7'] -> (5/3 / 7/2 + 7/3) / 1/9 - 9/7
[1252362] ['1/9', '5/3', '7/2', '7/4', '7/9'] -> 7/9 / (1/9 * 7/2 * (7/4 - 5/3))
[1252366] ['1/9', '5/3', '7/2', '7/4', '8/9'] -> 8/9 / (1/9 * (7/2 / 7/4 - 5/3))
[1252367] ['1/9', '5/3', '7/2', '7/4', '9/2'] -> (5/3 + 7/4 / 7/2) / 1/9 + 9/2
[1252368] ['1/9', '5/3', '7/2', '7/4', '9/4'] -> 5/3 * (7/2 - 7/4) / 1/9 - 9/4
[1252386] ['1/9', '5/3', '7/2', '7/6', '7/8'] -> (7/2 + 5/3 * 7/6 / 1/9) / 7/8
[1252390] ['1/9', '5/3', '7/2', '7/6', '8/7'] -> (7/2 + 5/3 * 7/6 / 1/9) * 8/7
[1252391] ['1/9', '5/3', '7/2', '7/6', '8/9'] -> (7/2 + 7/6 - 5/3) / 1/9 * 8/9
[1252396] ['1/9', '5/3', '7/2', '7/6', '9/8'] -> (7/2 + 7/6 - 5/3) / 1/9 / 9/8
[1252397] ['1/9', '5/3', '7/2', '7/8', '7/8'] -> (7/2 / 7/8 - 5/3) / 1/9 / 7/8
[1252401] ['1/9', '5/3', '7/2', '7/8', '8/7'] -> (7/2 / 7/8 - 5/3) / 1/9 * 8/7
[1252408] ['1/9', '5/3', '7/2', '7/9', '7/9'] -> 7/2 * (7/9 / 1/9 - 5/3) / 7/9
[1252410] ['1/9', '5/3', '7/2', '7/9', '8/5'] -> 5/3 / (7/9 / 7/2 - 1/9) * 8/5
[1252412] ['1/9', '5/3', '7/2', '7/9', '8/9'] -> 8/9 / (7/9 / 7/2 - 1/9 * 5/3)
[1252435] ['1/9', '5/3', '7/2', '8/7', '8/7'] -> (7/2 * 8/7 - 5/3) / 1/9 * 8/7
[1252450] ['1/9', '5/3', '7/2', '9/2', '9/5'] -> (7/2 + 9/2) / 1/9 / 5/3 / 9/5
[1252453] ['1/9', '5/3', '7/2', '9/4', '9/4'] -> (5/3 + 7/2 - 9/4) / 1/9 - 9/4
[1252465] ['1/9', '5/3', '7/3', '7/3', '7/5'] -> (7/3 / 5/3 + 7/3) / 1/9 / 7/5
[1252467] ['1/9', '5/3', '7/3', '7/3', '7/8'] -> (5/3 / 7/3 + 7/3) / 1/9 * 7/8
[1252471] ['1/9', '5/3', '7/3', '7/3', '8/7'] -> (5/3 / 7/3 + 7/3) / 1/9 / 8/7
[1252474] ['1/9', '5/3', '7/3', '7/3', '9/4'] -> (5/3 + 7/3 / 1/9 / 7/3) * 9/4
[1252477] ['1/9', '5/3', '7/3', '7/3', '9/8'] -> (7/3 + 7/3 - 5/3) / 1/9 / 9/8
[1252480] ['1/9', '5/3', '7/3', '7/4', '7/6'] -> (5/3 + 7/3) / 1/9 / 7/4 * 7/6
[1252491] ['1/9', '5/3', '7/3', '7/4', '9/8'] -> (5/3 + 7/3 / 7/4) / 1/9 / 9/8
[1252492] ['1/9', '5/3', '7/3', '7/5', '7/5'] -> (5/3 * 7/3 / 1/9 - 7/5) / 7/5
[1252499] ['1/9', '5/3', '7/3', '7/5', '8/9'] -> 5/3 * (7/3 + 7/5 / 1/9) - 8/9
[1252500] ['1/9', '5/3', '7/3', '7/5', '9/2'] -> (5/3 * 7/3 * 7/5 - 1/9) * 9/2
[1252505] ['1/9', '5/3', '7/3', '7/6', '7/6'] -> 7/3 * 7/6 / 1/9 - 5/3 + 7/6
[1252507] ['1/9', '5/3', '7/3', '7/6', '7/9'] -> (5/3 + 7/3) / 1/9 / 7/6 * 7/9
[1252511] ['1/9', '5/3', '7/3', '7/6', '8/9'] -> 8/9 / (1/9 * (7/3 / 7/6 - 5/3))
[1252512] ['1/9', '5/3', '7/3', '7/6', '9/2'] -> (5/3 + 7/6 / 7/3) / 1/9 + 9/2
[1252515] ['1/9', '5/3', '7/3', '7/6', '9/7'] -> (5/3 + 7/3) / 1/9 / 7/6 / 9/7
[1252521] ['1/9', '5/3', '7/3', '7/8', '8/7'] -> 8/7 / (1/9 * (7/3 - 5/3 / 7/8))
[1252528] ['1/9', '5/3', '7/3', '7/9', '7/9'] -> (5/3 - 7/9) / (1/9 / 7/3) / 7/9
[1252532] ['1/9', '5/3', '7/3', '7/9', '8/9'] -> 8/9 / (7/3 * 7/9 - 1/9 - 5/3)
[1252533] ['1/9', '5/3', '7/3', '7/9', '9/2'] -> (1/9 + 5/3) * 7/3 / 7/9 * 9/2
[1252536] ['1/9', '5/3', '7/3', '7/9', '9/7'] -> (5/3 - 7/9) / (1/9 / 7/3) * 9/7
[1252541] ['1/9', '5/3', '7/3', '8/3', '8/9'] -> (7/3 + 8/3) / 1/9 / 5/3 * 8/9
[1252542] ['1/9', '5/3', '7/3', '8/3', '9/2'] -> (1/9 + 5/3) / (8/3 - 7/3) * 9/2
[1252543] ['1/9', '5/3', '7/3', '8/3', '9/4'] -> (1/9 + 5/3 * 7/3) * 8/3 * 9/4
[1252545] ['1/9', '5/3', '7/3', '8/3', '9/7'] -> (5/3 + 8/3 / 7/3) / 1/9 - 9/7
[1252554] ['1/9', '5/3', '7/3', '8/5', '9/8'] -> (7/3 / 5/3 + 8/5) / 1/9 / 9/8
[1252572] ['1/9', '5/3', '7/3', '9/2', '9/8'] -> (7/3 - 5/3) * 9/2 / 1/9 / 9/8
[1252573] ['1/9', '5/3', '7/3', '9/4', '9/4'] -> (7/3 + 9/4 - 5/3) / 1/9 - 9/4
[1252576] ['1/9', '5/3', '7/3', '9/4', '9/8'] -> 9/8 / ((7/3 - 9/4) / (1/9 + 5/3))
[1252582] ['1/9', '5/3', '7/3', '9/8', '9/8'] -> 7/3 / 1/9 + 5/3 * 9/8 + 9/8
[1252583] ['1/9', '5/3', '7/4', '7/4', '7/4'] -> (5/3 * 7/4 + 7/4) / 1/9 / 7/4
[1252587] ['1/9', '5/3', '7/4', '7/4', '7/9'] -> (5/3 * 7/4 + 7/4 / 1/9) / 7/9
[1252591] ['1/9', '5/3', '7/4', '7/4', '8/9'] -> 7/4 / 7/4 + (5/3 + 8/9) / 1/9
[1252592] ['1/9', '5/3', '7/4', '7/4', '9/2'] -> (7/4 + 7/4) / 1/9 - 5/3 * 9/2
[1252595] ['1/9', '5/3', '7/4', '7/4', '9/7'] -> (5/3 * 7/4 + 7/4 / 1/9) * 9/7
[1252606] ['1/9', '5/3', '7/4', '7/5', '9/4'] -> (5/3 + 7/4 / 7/5) / 1/9 - 9/4
[1252607] ['1/9', '5/3', '7/4', '7/5', '9/5'] -> (5/3 + 7/5 / 7/4) / 1/9 + 9/5
[1252611] ['1/9', '5/3', '7/4', '7/6', '7/8'] -> (5/3 + 7/6 / 7/4) / 1/9 / 7/8
[1252612] ['1/9', '5/3', '7/4', '7/6', '7/9'] -> 7/9 / ((1/9 + 5/3 - 7/4) * 7/6)
[1252615] ['1/9', '5/3', '7/4', '7/6', '8/7'] -> (5/3 + 7/6 / 7/4) / 1/9 * 8/7
[1252623] ['1/9', '5/3', '7/4', '7/8', '7/9'] -> 7/9 / (1/9 * (7/4 - 5/3 * 7/8))
[1252627] ['1/9', '5/3', '7/4', '7/8', '8/9'] -> 8/9 / (1/9 * (7/4 / 7/8 - 5/3))
[1252628] ['1/9', '5/3', '7/4', '7/8', '9/2'] -> (5/3 + 7/8 / 7/4) / 1/9 + 9/2
[1252637] ['1/9', '5/3', '7/4', '7/9', '8/9'] -> 7/4 * (5/3 / 1/9 - 7/9) - 8/9
[1252639] ['1/9', '5/3', '7/4', '7/9', '9/4'] -> (1/9 + 7/9) / (7/4 - 5/3) * 9/4
[1252645] ['1/9', '5/3', '7/4', '8/3', '8/7'] -> 5/3 * 8/3 / 1/9 / 7/4 + 8/7
[1252646] ['1/9', '5/3', '7/4', '8/3', '8/9'] -> (7/4 * 8/3 - 5/3) / 1/9 * 8/9
[1252651] ['1/9', '5/3', '7/4', '8/3', '9/8'] -> (7/4 * 8/3 - 5/3) / 1/9 / 9/8
[1252659] ['1/9', '5/3', '7/4', '8/5', '9/8'] -> (7/4 + 5/3 / 8/5) / 1/9 - 9/8
[1252661] ['1/9', '5/3', '7/4', '8/7', '8/9'] -> 8/9 / (1/9 * (7/4 * 8/7 - 5/3))
[1252681] ['1/9', '5/3', '7/4', '9/4', '9/8'] -> 7/4 / (9/4 - 5/3) / 1/9 / 9/8
[1252687] ['1/9', '5/3', '7/4', '9/8', '9/8'] -> 5/3 * 7/4 / 1/9 - 9/8 - 9/8
[1252688] ['1/9', '5/3', '7/5', '7/5', '7/5'] -> (5/3 * 7/5 + 7/5) / 1/9 / 7/5
[1252691] ['1/9', '5/3', '7/5', '7/5', '7/9'] -> (7/5 / 1/9 - 7/5) * 5/3 / 7/9
[1252695] ['1/9', '5/3', '7/5', '7/5', '8/9'] -> 7/5 / 7/5 + (5/3 + 8/9) / 1/9
[1252699] ['1/9', '5/3', '7/5', '7/5', '9/7'] -> (7/5 / 1/9 - 7/5) * 5/3 * 9/7
[1252728] ['1/9', '5/3', '7/5', '7/9', '8/9'] -> 5/3 * 7/5 / 1/9 / 7/9 * 8/9
[1252730] ['1/9', '5/3', '7/5', '7/9', '9/4'] -> 7/9 / (5/3 - 7/5) / 1/9 - 9/4
[1252733] ['1/9', '5/3', '7/5', '7/9', '9/8'] -> 5/3 * 7/5 / 1/9 / 7/9 / 9/8
[1252742] ['1/9', '5/3', '7/5', '8/3', '9/8'] -> (7/5 + 8/3 / 5/3) / 1/9 / 9/8
[1252744] ['1/9', '5/3', '7/5', '8/5', '8/7'] -> (5/3 + 8/5) / 1/9 / 7/5 * 8/7
[1252745] ['1/9', '5/3', '7/5', '8/5', '8/9'] -> 8/9 / (1/9 * 5/3 * (8/5 - 7/5))
[1252746] ['1/9', '5/3', '7/5', '8/5', '9/2'] -> (1/9 + 5/3) * (7/5 + 8/5) * 9/2
[1252749] ['1/9', '5/3', '7/5', '8/5', '9/7'] -> (5/3 + 8/5 / 7/5) / 1/9 - 9/7
[1252762] ['1/9', '5/3', '7/5', '8/9', '9/7'] -> 9/7 / (1/9 / 5/3 / 7/5 / 8/9)
[1252777] ['1/9', '5/3', '7/5', '9/7', '9/8'] -> 5/3 * 7/5 * 9/7 / 1/9 / 9/8
[1252779] ['1/9', '5/3', '7/6', '7/6', '7/6'] -> (5/3 * 7/6 + 7/6) / 1/9 / 7/6
[1252780] ['1/9', '5/3', '7/6', '7/6', '7/8'] -> 7/6 / (5/3 - 7/6) / 1/9 / 7/8
[1252784] ['1/9', '5/3', '7/6', '7/6', '8/7'] -> 7/6 / (5/3 - 7/6) / 1/9 * 8/7
[1252785] ['1/9', '5/3', '7/6', '7/6', '8/9'] -> 7/6 / 7/6 + (5/3 + 8/9) / 1/9
[1252787] ['1/9', '5/3', '7/6', '7/6', '9/4'] -> (5/3 + 7/6 / 1/9 / 7/6) * 9/4
[1252789] ['1/9', '5/3', '7/6', '7/6', '9/7'] -> (5/3 * 7/6 / 1/9 + 7/6) * 9/7
[1252792] ['1/9', '5/3', '7/6', '7/8', '7/9'] -> 7/9 / (1/9 * (5/3 * 7/8 - 7/6))
[1252798] ['1/9', '5/3', '7/6', '7/8', '9/4'] -> (5/3 + 7/8 / 7/6) / 1/9 + 9/4
[1252801] ['1/9', '5/3', '7/6', '7/8', '9/8'] -> (5/3 + 7/6 / 7/8) / 1/9 / 9/8
[1252805] ['1/9', '5/3', '7/6', '7/9', '8/7'] -> (5/3 + 7/9 / 7/6) / 1/9 * 8/7
[1252825] ['1/9', '5/3', '7/6', '8/5', '9/4'] -> 7/6 / (1/9 + 8/5 - 5/3) - 9/4
[1252835] ['1/9', '5/3', '7/6', '8/7', '9/8'] -> (5/3 + 7/6 * 8/7) / 1/9 / 9/8
[1252844] ['1/9', '5/3', '7/6', '9/2', '9/5'] -> (7/6 / 1/9 + 9/2 - 5/3) * 9/5
[1252857] ['1/9', '5/3', '7/8', '7/8', '7/8'] -> (5/3 * 7/8 + 7/8) / 1/9 / 7/8
[1252861] ['1/9', '5/3', '7/8', '7/8', '8/7'] -> (5/3 * 7/8 + 7/8) / 1/9 * 8/7
[1252862] ['1/9', '5/3', '7/8', '7/8', '8/9'] -> 7/8 / 7/8 + (5/3 + 8/9) / 1/9
[1252863] ['1/9', '5/3', '7/8', '7/8', '9/2'] -> (7/8 / 1/9 - 5/3 - 7/8) * 9/2
[1252866] ['1/9', '5/3', '7/8', '7/8', '9/7'] -> (7/8 + 7/8) * (5/3 / 1/9 - 9/7)
[1252871] ['1/9', '5/3', '7/8', '7/9', '8/7'] -> (5/3 + 7/9) / 1/9 / 7/8 - 8/7
[1252875] ['1/9', '5/3', '7/8', '7/9', '9/5'] -> 5/3 * 7/9 / 1/9 / 7/8 * 9/5
[1252888] ['1/9', '5/3', '7/8', '8/5', '8/7'] -> 5/3 * 7/8 * 8/5 / 1/9 * 8/7
[1252895] ['1/9', '5/3', '7/8', '8/7', '8/7'] -> (7/8 + 5/3 / 8/7) / 1/9 * 8/7
[1252898] ['1/9', '5/3', '7/8', '8/7', '9/4'] -> (5/3 + 7/8 * 8/7 / 1/9) * 9/4
[1252903] ['1/9', '5/3', '7/8', '8/9', '9/2'] -> (7/8 * 8/9 / 1/9 - 5/3) * 9/2
[1252916] ['1/9', '5/3', '7/8', '9/4', '9/8'] -> (5/3 + 7/8) / 1/9 + 9/4 - 9/8
[1252918] ['1/9', '5/3', '7/8', '9/5', '9/7'] -> 5/3 * 9/5 / 1/9 / 7/8 / 9/7
[1252921] ['1/9', '5/3', '7/8', '9/7', '9/8'] -> (5/3 + 7/8 * 9/7) / 1/9 - 9/8
[1252923] ['1/9', '5/3', '7/9', '7/9', '7/9'] -> (5/3 * 7/9 + 7/9) / 1/9 / 7/9
[1252927] ['1/9', '5/3', '7/9', '7/9', '8/9'] -> 7/9 / 7/9 + (5/3 + 8/9) / 1/9
[1252931] ['1/9', '5/3', '7/9', '7/9', '9/7'] -> (5/3 * 7/9 + 7/9) / 1/9 * 9/7
[1252940] ['1/9', '5/3', '7/9', '8/3', '9/7'] -> (5/3 / 1/9 + 8/3) / 7/9 + 9/7
[1252947] ['1/9', '5/3', '7/9', '8/5', '9/5'] -> (1/9 + 7/9) / (5/3 - 8/5) * 9/5
[1252954] ['1/9', '5/3', '7/9', '8/7', '9/5'] -> 5/3 * 7/9 * 8/7 / 1/9 * 9/5
[1252961] ['1/9', '5/3', '7/9', '8/9', '9/7'] -> (5/3 + 8/9 / 7/9) / 1/9 - 9/7
[1252962] ['1/9', '5/3', '7/9', '8/9', '9/8'] -> (5/3 + 7/9 / 8/9) / 1/9 + 9/8
[1252963] ['1/9', '5/3', '7/9', '9/2', '9/2'] -> (5/3 * 7/9 - 1/9) * 9/2 * 9/2
[1252967] ['1/9', '5/3', '7/9', '9/2', '9/8'] -> 5/3 / (7/9 / 9/2 - 1/9) / 9/8
[1252968] ['1/9', '5/3', '7/9', '9/4', '9/4'] -> 5/3 * 7/9 * 9/4 / 1/9 - 9/4
[1252972] ['1/9', '5/3', '7/9', '9/5', '9/5'] -> 9/5 / (5/3 / (1/9 + 7/9) - 9/5)
[1252977] ['1/9', '5/3', '7/9', '9/8', '9/8'] -> (5/3 + 7/9 * 9/8) / 1/9 + 9/8
[1252981] ['1/9', '5/3', '8/3', '8/3', '8/9'] -> 8/3 / 8/3 + (5/3 + 8/9) / 1/9
[1252982] ['1/9', '5/3', '8/3', '8/3', '9/2'] -> (8/3 * 8/3 - 1/9 - 5/3) * 9/2
[1252983] ['1/9', '5/3', '8/3', '8/3', '9/4'] -> (5/3 + 8/3 / 1/9 / 8/3) * 9/4
[1253007] ['1/9', '5/3', '8/3', '8/9', '9/8'] -> (8/3 / 1/9 - 5/3) / 8/9 - 9/8
[1253009] ['1/9', '5/3', '8/3', '9/2', '9/4'] -> (8/3 + (1/9 + 5/3) * 9/2) * 9/4
[1253012] ['1/9', '5/3', '8/3', '9/2', '9/8'] -> (5/3 / 1/9 + 8/3 * 9/2) / 9/8
[1253013] ['1/9', '5/3', '8/3', '9/4', '9/4'] -> (1/9 + 5/3) * 8/3 * 9/4 * 9/4
[1253019] ['1/9', '5/3', '8/3', '9/5', '9/8'] -> (8/3 / 1/9 + 5/3 * 9/5) / 9/8
[1253020] ['1/9', '5/3', '8/3', '9/7', '9/7'] -> (5/3 / 1/9 + 8/3) * 9/7 + 9/7
[1253022] ['1/9', '5/3', '8/3', '9/8', '9/8'] -> (8/3 / 1/9 - 5/3) * 9/8 - 9/8
[1253027] ['1/9', '5/3', '8/5', '8/5', '9/4'] -> (5/3 + 8/5 / 1/9 / 8/5) * 9/4
[1253030] ['1/9', '5/3', '8/5', '8/5', '9/8'] -> (8/5 / 1/9 - 8/5) * 5/3 * 9/8
[1253039] ['1/9', '5/3', '8/5', '8/9', '9/2'] -> (8/9 / 1/9 - 5/3 * 8/5) * 9/2
[1253059] ['1/9', '5/3', '8/7', '8/7', '8/7'] -> (5/3 * 8/7 + 8/7) / 1/9 / 8/7
[1253060] ['1/9', '5/3', '8/7', '8/7', '8/9'] -> 8/7 / 8/7 + (5/3 + 8/9) / 1/9
[1253061] ['1/9', '5/3', '8/7', '8/7', '9/2'] -> (8/7 + 8/7) * (5/3 / 1/9 - 9/2)
[1253062] ['1/9', '5/3', '8/7', '8/7', '9/4'] -> (5/3 + 8/7 / 1/9 / 8/7) * 9/4
[1253067] ['1/9', '5/3', '8/7', '8/9', '9/2'] -> (8/9 / 1/9 / 8/7 - 5/3) * 9/2
[1253082] ['1/9', '5/3', '8/7', '9/5', '9/7'] -> 5/3 * 8/7 * 9/5 / 1/9 / 9/7
[1253089] ['1/9', '5/3', '8/9', '8/9', '9/4'] -> (5/3 + 8/9 / 1/9 / 8/9) * 9/4
[1253098] ['1/9', '5/3', '8/9', '9/4', '9/4'] -> (5/3 + 8/9 / 1/9) * 9/4 + 9/4
[1253105] ['1/9', '5/3', '8/9', '9/7', '9/7'] -> (5/3 + 8/9 * 9/7) / 1/9 - 9/7
[1253109] ['1/9', '5/3', '9/2', '9/2', '9/4'] -> (5/3 + 9/2 / 1/9 / 9/2) * 9/4
[1253110] ['1/9', '5/3', '9/2', '9/2', '9/5'] -> (9/2 / 1/9 + 9/2 / 5/3) / 9/5
[1253111] ['1/9', '5/3', '9/2', '9/2', '9/7'] -> 9/2 * 9/2 * (5/3 / 9/7 - 1/9)
[1253116] ['1/9', '5/3', '9/2', '9/4', '9/8'] -> 5/3 / 1/9 + 9/2 * 9/4 - 9/8
[1253127] ['1/9', '5/3', '9/4', '9/5', '9/5'] -> (5/3 + 9/5 / 9/4) / 1/9 + 9/5
[1253130] ['1/9', '5/3', '9/4', '9/7', '9/7'] -> 9/4 * (5/3 / 1/9 - 9/7) / 9/7
[1253132] ['1/9', '5/3', '9/4', '9/8', '9/8'] -> (5/3 + 9/4 - 9/8) / 1/9 - 9/8
[1253133] ['1/9', '5/3', '9/5', '9/5', '9/5'] -> (5/3 * 9/5 + 9/5) / 1/9 / 9/5
[1253138] ['1/9', '5/3', '9/5', '9/8', '9/8'] -> 5/3 * (9/5 / 1/9 - 9/8) - 9/8
[1253142] ['1/9', '5/3', '9/8', '9/8', '9/8'] -> (5/3 * 9/8 + 9/8) / 1/9 / 9/8
[1253146] ['1/9', '5/4', '5/4', '5/4', '5/8'] -> 5/4 / (5/4 - 5/4 * 5/8) / 1/9
[1253148] ['1/9', '5/4', '5/4', '5/4', '6/5'] -> (5/4 + 5/4) / 1/9 + 5/4 * 6/5
[1253151] ['1/9', '5/4', '5/4', '5/4', '7/3'] -> (5/4 / 5/4 + 7/3) / 1/9 / 5/4
[1253155] ['1/9', '5/4', '5/4', '5/4', '7/8'] -> 5/4 / (5/4 - 7/8) / 1/9 / 5/4
[1253158] ['1/9', '5/4', '5/4', '5/4', '8/5'] -> 5/4 / (5/4 - 5/4 / 8/5) / 1/9
[1253162] ['1/9', '5/4', '5/4', '5/4', '9/4'] -> 5/4 + 5/4 + 5/4 + 9/4 / 1/9
[1253166] ['1/9', '5/4', '5/4', '5/6', '5/6'] -> (5/4 + (5/4 + 5/6) / 1/9) / 5/6
[1253170] ['1/9', '5/4', '5/4', '5/6', '6/5'] -> (5/4 + (5/4 + 5/6) / 1/9) * 6/5
[1253185] ['1/9', '5/4', '5/4', '5/6', '9/5'] -> (5/4 / 1/9 + 5/4 + 5/6) * 9/5
[1253194] ['1/9', '5/4', '5/4', '5/7', '7/3'] -> 5/4 + 5/4 / 5/7 + 7/3 / 1/9
[1253198] ['1/9', '5/4', '5/4', '5/7', '7/8'] -> 5/4 / (5/4 - 5/7) / 1/9 / 7/8
[1253202] ['1/9', '5/4', '5/4', '5/7', '8/7'] -> 5/4 / (5/4 - 5/7) / 1/9 * 8/7
[1253203] ['1/9', '5/4', '5/4', '5/7', '8/9'] -> (5/4 + 5/4 / 5/7) / 1/9 * 8/9
[1253208] ['1/9', '5/4', '5/4', '5/7', '9/8'] -> (5/4 + 5/4 / 5/7) / 1/9 / 9/8
[1253211] ['1/9', '5/4', '5/4', '5/8', '6/5'] -> (5/4 / 1/9 + 5/4) / 5/8 * 6/5
[1253218] ['1/9', '5/4', '5/4', '5/8', '7/8'] -> (5/4 + 5/4) / 1/9 + 5/8 + 7/8
[1253229] ['1/9', '5/4', '5/4', '5/9', '5/9'] -> (5/4 / 5/9 + 5/9) / 1/9 - 5/4
[1253230] ['1/9', '5/4', '5/4', '5/9', '6/5'] -> 5/9 / 1/9 / (5/4 - 5/4 / 6/5)
[1253232] ['1/9', '5/4', '5/4', '5/9', '7/2'] -> (5/4 + 5/4 + 5/9) / 1/9 - 7/2
[1253233] ['1/9', '5/4', '5/4', '5/9', '7/3'] -> 5/4 * 7/3 / 1/9 - 5/4 / 5/9
[1253236] ['1/9', '5/4', '5/4', '5/9', '7/6'] -> 5/4 / 5/9 + (5/4 + 7/6) / 1/9
[1253240] ['1/9', '5/4', '5/4', '5/9', '8/5'] -> ((5/4 + 5/9) / 1/9 - 5/4) * 8/5
[1253258] ['1/9', '5/4', '5/4', '6/5', '8/5'] -> (5/4 / 1/9 + 5/4) * 6/5 * 8/5
[1253265] ['1/9', '5/4', '5/4', '6/5', '9/8'] -> (5/4 + 5/4) * 6/5 / 1/9 / 9/8
[1253268] ['1/9', '5/4', '5/4', '6/7', '7/3'] -> 7/3 / (5/4 / 6/7 - 1/9 - 5/4)
[1253279] ['1/9', '5/4', '5/4', '6/7', '9/4'] -> (5/4 + 5/4) / 1/9 / 6/7 - 9/4
[1253292] ['1/9', '5/4', '5/4', '7/2', '8/7'] -> 7/2 / (1/9 + 5/4) / (5/4 - 8/7)
[1253295] ['1/9', '5/4', '5/4', '7/2', '9/4'] -> (5/4 + 5/4 + 7/2) / 1/9 / 9/4
[1253301] ['1/9', '5/4', '5/4', '7/3', '7/5'] -> 5/4 + 7/3 / 1/9 + 5/4 * 7/5
[1253306] ['1/9', '5/4', '5/4', '7/3', '8/5'] -> (5/4 * 7/3 - 5/4) / 1/9 * 8/5
[1253314] ['1/9', '5/4', '5/4', '7/4', '7/4'] -> (5/4 + 7/4) / 1/9 - 5/4 - 7/4
[1253316] ['1/9', '5/4', '5/4', '7/4', '7/6'] -> 7/6 / (7/4 - (1/9 + 5/4) * 5/4)
[1253324] ['1/9', '5/4', '5/4', '7/4', '9/4'] -> 5/4 * (5/4 + 7/4) + 9/4 / 1/9
[1253328] ['1/9', '5/4', '5/4', '7/5', '7/5'] -> (5/4 + 7/5) / 1/9 - 5/4 + 7/5
[1253329] ['1/9', '5/4', '5/4', '7/5', '7/6'] -> 7/6 / (5/4 * (7/5 - 1/9 - 5/4))
[1253335] ['1/9', '5/4', '5/4', '7/5', '8/9'] -> (5/4 + 5/4 * 7/5) / 1/9 * 8/9
[1253340] ['1/9', '5/4', '5/4', '7/5', '9/8'] -> (5/4 + 5/4 * 7/5) / 1/9 / 9/8
[1253345] ['1/9', '5/4', '5/4', '7/6', '8/5'] -> 7/6 / 1/9 / 5/4 / (8/5 - 5/4)
[1253347] ['1/9', '5/4', '5/4', '7/6', '8/9'] -> ((5/4 + 5/4) / 1/9 - 7/6) / 8/9
[1253348] ['1/9', '5/4', '5/4', '7/6', '9/2'] -> (5/4 / 5/4 + 7/6) / 1/9 + 9/2
[1253349] ['1/9', '5/4', '5/4', '7/6', '9/4'] -> (5/4 + 5/4) * 7/6 / 1/9 - 9/4
[1253350] ['1/9', '5/4', '5/4', '7/6', '9/5'] -> (5/4 + 7/6) / 1/9 + 5/4 * 9/5
[1253351] ['1/9', '5/4', '5/4', '7/6', '9/7'] -> 7/6 / (1/9 + 5/4) / (9/7 - 5/4)
[1253352] ['1/9', '5/4', '5/4', '7/6', '9/8'] -> ((5/4 + 5/4) / 1/9 - 7/6) * 9/8
[1253369] ['1/9', '5/4', '5/4', '7/9', '9/2'] -> (5/4 + 7/9) / 1/9 + 5/4 + 9/2
[1253375] ['1/9', '5/4', '5/4', '8/3', '8/5'] -> (8/3 - 5/4 / 5/4) / 1/9 * 8/5
[1253383] ['1/9', '5/4', '5/4', '8/5', '8/5'] -> 8/5 / 1/9 / (8/5 - 5/4 / 5/4)
