[1064544] ['1/8', '2/3', '7/8', '9/4', '9/5'] -> (9/4 - 2/3 * 7/8) / 1/8 * 9/5
[1065859] ['1/8', '2/5', '2/7', '5/3', '8/7'] -> 8/7 / (1/8 * (2/5 * 5/3 - 2/7))
[1065864] ['1/8', '2/5', '2/7', '5/3', '9/7'] -> 9/7 / (1/8 * 2/7 / 2/5 / 5/3)
[1065871] ['1/8', '2/5', '2/7', '5/4', '6/5'] -> 6/5 / (2/5 - 1/8 / 2/7 / 5/4)
[1065872] ['1/8', '2/5', '2/7', '5/4', '6/7'] -> 6/7 / (2/7 - 1/8 / 2/5 / 5/4)
[1065873] ['1/8', '2/5', '2/7', '5/4', '7/2'] -> 7/2 / (1/8 / (2/5 + 2/7) / 5/4)
[1065876] ['1/8', '2/5', '2/7', '5/4', '7/5'] -> (5/4 / 1/8 - 2/5) / 2/7 / 7/5
[1065884] ['1/8', '2/5', '2/7', '5/4', '9/2'] -> 9/2 / ((1/8 + 2/5) * 2/7 * 5/4)
[1065888] ['1/8', '2/5', '2/7', '5/4', '9/8'] -> 9/8 / ((1/8 / 2/7 - 2/5) * 5/4)
[1065895] ['1/8', '2/5', '2/7', '5/6', '7/2'] -> 2/7 / 1/8 / 2/5 / 5/6 * 7/2
[1065909] ['1/8', '2/5', '2/7', '5/6', '9/7'] -> 9/7 / (2/5 * (2/7 - 1/8) * 5/6)
[1065912] ['1/8', '2/5', '2/7', '5/7', '5/8'] -> (2/7 + 5/7 / 1/8) / 2/5 / 5/8
[1065923] ['1/8', '2/5', '2/7', '5/7', '8/3'] -> 5/7 / (1/8 / 2/5 - 2/7) - 8/3
[1065924] ['1/8', '2/5', '2/7', '5/7', '8/5'] -> (2/7 + 5/7 / 1/8) / 2/5 * 8/5
[1065927] ['1/8', '2/5', '2/7', '5/7', '9/2'] -> 9/2 / (1/8 * (5/7 / 2/5 - 2/7))
[1065936] ['1/8', '2/5', '2/7', '5/8', '7/2'] -> (2/5 + 2/7 / 5/8) / 1/8 * 7/2
[1065947] ['1/8', '2/5', '2/7', '5/8', '9/2'] -> 9/2 / (1/8 / 2/7 - 2/5 * 5/8)
[1065948] ['1/8', '2/5', '2/7', '5/8', '9/4'] -> 9/4 / ((1/8 + 2/5) * 2/7 * 5/8)
[1065949] ['1/8', '2/5', '2/7', '5/8', '9/5'] -> 9/5 / (2/5 * (5/8 - 1/8 / 2/7))
[1065953] ['1/8', '2/5', '2/7', '5/9', '6/5'] -> 6/5 / (2/7 * (2/5 - 1/8 / 5/9))
[1065954] ['1/8', '2/5', '2/7', '5/9', '6/7'] -> 6/7 / (2/5 * (2/7 - 1/8) * 5/9)
[1065956] ['1/8', '2/5', '2/7', '5/9', '7/3'] -> 2/7 / 1/8 / 2/5 / 5/9 * 7/3
[1065964] ['1/8', '2/5', '2/7', '5/9', '8/7'] -> 8/7 / (1/8 * (2/5 + 2/7) * 5/9)
[1065974] ['1/8', '2/5', '2/7', '6/5', '7/3'] -> (2/5 + 2/7 + 6/5 / 1/8) * 7/3
[1065986] ['1/8', '2/5', '2/7', '6/5', '9/5'] -> 9/5 / (2/5 / 2/7 - 1/8 - 6/5)
[1066003] ['1/8', '2/5', '2/7', '6/7', '9/5'] -> 6/7 / (2/7 - 1/8) / 2/5 * 9/5
[1066007] ['1/8', '2/5', '2/7', '7/2', '7/3'] -> 2/5 * (7/2 - 2/7) / 1/8 * 7/3
[1066013] ['1/8', '2/5', '2/7', '7/2', '8/3'] -> 2/7 / (1/8 - 2/5 / 7/2) - 8/3
[1066018] ['1/8', '2/5', '2/7', '7/2', '9/4'] -> 9/4 / ((1/8 / 2/5 - 2/7) * 7/2)
[1066019] ['1/8', '2/5', '2/7', '7/2', '9/5'] -> 9/5 / (1/8 * (2/7 * 7/2 - 2/5))
[1066034] ['1/8', '2/5', '2/7', '7/3', '9/5'] -> 2/7 * 7/3 / 1/8 / 2/5 * 9/5
[1066043] ['1/8', '2/5', '2/7', '7/4', '8/5'] -> (7/4 / 2/7 - 1/8) / 2/5 * 8/5
[1066046] ['1/8', '2/5', '2/7', '7/4', '9/2'] -> 9/2 / (2/7 * 7/4 - 1/8 / 2/5)
[1066050] ['1/8', '2/5', '2/7', '7/4', '9/8'] -> 9/8 / ((1/8 / 2/5 - 2/7) * 7/4)
[1066052] ['1/8', '2/5', '2/7', '7/5', '7/6'] -> (7/5 - 2/5) / 1/8 / 2/7 / 7/6
[1066056] ['1/8', '2/5', '2/7', '7/5', '8/5'] -> (2/5 / 2/7 + 7/5) / 1/8 + 8/5
[1066073] ['1/8', '2/5', '2/7', '7/6', '9/5'] -> 9/5 / (2/5 * (2/7 - 1/8) * 7/6)
[1066084] ['1/8', '2/5', '2/7', '7/8', '9/5'] -> 9/5 / (1/8 * (2/5 + 2/7) * 7/8)
[1066089] ['1/8', '2/5', '2/7', '7/9', '8/5'] -> 8/5 / (1/8 * (2/5 + 2/7) * 7/9)
[1066108] ['1/8', '2/5', '2/7', '8/5', '8/9'] -> 8/5 / (2/7 - 1/8) / 2/5 - 8/9
[1066109] ['1/8', '2/5', '2/7', '8/5', '9/2'] -> 9/2 / (1/8 / 2/7 - 2/5 / 8/5)
[1066110] ['1/8', '2/5', '2/7', '8/5', '9/4'] -> 8/5 / (1/8 + 2/5) / 2/7 * 9/4
[1066111] ['1/8', '2/5', '2/7', '8/5', '9/5'] -> 9/5 / (8/5 - 2/5 / 2/7 - 1/8)
[1066114] ['1/8', '2/5', '2/7', '8/7', '8/7'] -> (2/7 + 8/7 / 2/5) / 1/8 - 8/7
[1066119] ['1/8', '2/5', '2/7', '8/7', '9/7'] -> 9/7 / (1/8 * (8/7 - 2/7 / 2/5))
[1066132] ['1/8', '2/5', '2/7', '9/4', '9/4'] -> 9/4 / (2/5 + 2/7) / 1/8 - 9/4
[1066154] ['1/8', '2/5', '2/9', '2/9', '5/4'] -> 5/4 / 1/8 / 2/5 - 2/9 / 2/9
[1066155] ['1/8', '2/5', '2/9', '2/9', '5/6'] -> 2/9 / 1/8 / 2/5 / 2/9 / 5/6
[1066162] ['1/8', '2/5', '2/9', '2/9', '7/3'] -> 7/3 / 1/8 / (2/9 / 2/5 + 2/9)
[1066169] ['1/8', '2/5', '2/9', '2/9', '8/5'] -> (2/5 + 2/9) / 1/8 / 2/9 + 8/5
[1066174] ['1/8', '2/5', '2/9', '2/9', '9/5'] -> 9/5 / 1/8 / (2/9 / 2/9 - 2/5)
[1066179] ['1/8', '2/5', '2/9', '3/2', '3/5'] -> 3/5 / (2/5 - 1/8 / 2/9 / 3/2)
[1066182] ['1/8', '2/5', '2/9', '3/2', '4/3'] -> 4/3 / (2/5 * (2/9 - 1/8 / 3/2))
[1066183] ['1/8', '2/5', '2/9', '3/2', '4/5'] -> 4/5 / (1/8 * (2/5 - 2/9) * 3/2)
[1066186] ['1/8', '2/5', '2/9', '3/2', '5/2'] -> 5/2 / (1/8 * 2/9 * 3/2 / 2/5)
[1066202] ['1/8', '2/5', '2/9', '3/2', '8/3'] -> 8/3 / (2/5 * (2/9 / 1/8 - 3/2))
[1066207] ['1/8', '2/5', '2/9', '3/2', '9/4'] -> 9/4 / (3/2 - 1/8 / 2/5 / 2/9)
[1066214] ['1/8', '2/5', '2/9', '3/4', '3/8'] -> (1/8 + 3/4 / 2/5) / 2/9 / 3/8
[1066215] ['1/8', '2/5', '2/9', '3/4', '4/3'] -> 4/3 / (2/5 * 2/9 * (3/4 - 1/8))
[1066216] ['1/8', '2/5', '2/9', '3/4', '4/5'] -> 2/5 / 1/8 / 2/9 / 3/4 / 4/5
[1066220] ['1/8', '2/5', '2/9', '3/4', '5/3'] -> 5/3 / (3/4 - 2/9 / 2/5 - 1/8)
[1066221] ['1/8', '2/5', '2/9', '3/4', '5/4'] -> 2/5 / 1/8 / 2/9 / 3/4 * 5/4
[1066222] ['1/8', '2/5', '2/9', '3/4', '5/6'] -> (2/5 + 3/4 / 1/8) / 2/9 * 5/6
[1066228] ['1/8', '2/5', '2/9', '3/4', '7/2'] -> 7/2 / (1/8 / 2/5 - 2/9 * 3/4)
[1066232] ['1/8', '2/5', '2/9', '3/4', '7/6'] -> 7/6 / (1/8 * 2/5 * (2/9 + 3/4))
[1066241] ['1/8', '2/5', '2/9', '3/4', '9/5'] -> 9/5 / (2/5 * (3/4 - 1/8 / 2/9))
[1066245] ['1/8', '2/5', '2/9', '3/5', '3/7'] -> (2/5 + 3/5) / (2/9 - 1/8) / 3/7
[1066247] ['1/8', '2/5', '2/9', '3/5', '4/3'] -> 4/3 / (1/8 * (2/5 / 3/5 - 2/9))
[1066252] ['1/8', '2/5', '2/9', '3/5', '5/3'] -> 5/3 / ((1/8 + 2/9) * (3/5 - 2/5))
[1066253] ['1/8', '2/5', '2/9', '3/5', '5/4'] -> (2/5 / 2/9 + 3/5) / 1/8 * 5/4
[1066256] ['1/8', '2/5', '2/9', '3/5', '5/8'] -> (2/5 / 1/8 / 2/9 + 3/5) / 5/8
[1066257] ['1/8', '2/5', '2/9', '3/5', '5/9'] -> 5/9 / (2/5 * 2/9 / 3/5 - 1/8)
[1066258] ['1/8', '2/5', '2/9', '3/5', '6/5'] -> 2/5 / (2/9 - 1/8 / 3/5) / 6/5
[1066260] ['1/8', '2/5', '2/9', '3/5', '7/2'] -> 7/2 / ((2/9 - 1/8) * 3/5 / 2/5)
[1066270] ['1/8', '2/5', '2/9', '3/5', '8/9'] -> 3/5 / (2/5 - 2/9) / 1/8 * 8/9
[1066272] ['1/8', '2/5', '2/9', '3/5', '9/4'] -> 2/5 / (3/5 - 1/8 / 2/9) * 9/4
[1066275] ['1/8', '2/5', '2/9', '3/5', '9/8'] -> 3/5 / (2/5 - 2/9) / 1/8 / 9/8
[1066279] ['1/8', '2/5', '2/9', '3/7', '4/5'] -> 4/5 / (1/8 * (2/5 + 2/9) * 3/7)
[1066282] ['1/8', '2/5', '2/9', '3/7', '5/2'] -> 5/2 / ((2/9 - 1/8) * 3/7 / 2/5)
[1066286] ['1/8', '2/5', '2/9', '3/7', '5/7'] -> 2/5 / 1/8 / 2/9 / 3/7 * 5/7
[1066289] ['1/8', '2/5', '2/9', '3/7', '6/5'] -> 6/5 / ((1/8 + 2/5) * 2/9 * 3/7)
[1066294] ['1/8', '2/5', '2/9', '3/7', '7/5'] -> 2/5 / 1/8 / 2/9 / 3/7 / 7/5
[1066305] ['1/8', '2/5', '2/9', '3/7', '9/7'] -> 9/7 / (2/5 * (1/8 / 2/9 - 3/7))
[1066308] ['1/8', '2/5', '2/9', '3/8', '4/3'] -> 4/3 / (2/9 / 2/5 - 1/8 - 3/8)
[1066312] ['1/8', '2/5', '2/9', '3/8', '5/2'] -> 2/5 / (1/8 - 2/9 * 3/8) * 5/2
[1066313] ['1/8', '2/5', '2/9', '3/8', '5/3'] -> 2/5 / (3/8 - 1/8 - 2/9) * 5/3
[1066314] ['1/8', '2/5', '2/9', '3/8', '5/4'] -> 5/4 / ((1/8 + 2/9) * 2/5 * 3/8)
[1066317] ['1/8', '2/5', '2/9', '3/8', '5/8'] -> 5/8 / (1/8 * 2/9 * 3/8 / 2/5)
[1066328] ['1/8', '2/5', '2/9', '3/8', '8/3'] -> 8/3 / (2/5 * (1/8 + 3/8 - 2/9))
[1066334] ['1/8', '2/5', '2/9', '3/8', '9/5'] -> 9/5 / (2/5 * (1/8 / 2/9 - 3/8))
[1066337] ['1/8', '2/5', '2/9', '4/3', '4/3'] -> 4/3 / (1/8 * 2/5 * (4/3 - 2/9))
[1066338] ['1/8', '2/5', '2/9', '4/3', '4/5'] -> 2/5 * 4/3 / 1/8 / 2/9 / 4/5
[1066343] ['1/8', '2/5', '2/9', '4/3', '5/4'] -> 2/5 * 4/3 / 1/8 / 2/9 * 5/4
[1066345] ['1/8', '2/5', '2/9', '4/3', '5/7'] -> (4/3 - 2/5) / 1/8 / 2/9 * 5/7
[1066350] ['1/8', '2/5', '2/9', '4/3', '7/2'] -> 7/2 / (1/8 / 2/5 - 2/9 / 4/3)
[1066351] ['1/8', '2/5', '2/9', '4/3', '7/3'] -> 7/3 / (1/8 * (4/3 - 2/9 / 2/5))
[1066352] ['1/8', '2/5', '2/9', '4/3', '7/4'] -> 7/4 / (1/8 / 2/5 / 2/9 - 4/3)
[1066360] ['1/8', '2/5', '2/9', '4/3', '8/9'] -> (4/3 / 2/5 - 2/9) / 1/8 - 8/9
[1066366] ['1/8', '2/5', '2/9', '4/5', '4/5'] -> 4/5 / (1/8 * 2/9 * (2/5 + 4/5))
[1066370] ['1/8', '2/5', '2/9', '4/5', '5/3'] -> (4/5 - 2/5) / 1/8 / 2/9 * 5/3
[1066375] ['1/8', '2/5', '2/9', '4/5', '5/9'] -> (2/5 + 4/5) / 1/8 / 2/9 * 5/9
[1066376] ['1/8', '2/5', '2/9', '4/5', '6/5'] -> 6/5 / (1/8 * 4/5 / 2/9 - 2/5)
[1066377] ['1/8', '2/5', '2/9', '4/5', '6/7'] -> 4/5 / (2/9 - 1/8) / 2/5 / 6/7
[1066378] ['1/8', '2/5', '2/9', '4/5', '7/2'] -> 7/2 / ((1/8 + 2/5) * 2/9 / 4/5)
[1066382] ['1/8', '2/5', '2/9', '4/5', '7/6'] -> 4/5 / (2/9 - 1/8) / 2/5 * 7/6
[1066386] ['1/8', '2/5', '2/9', '4/5', '8/5'] -> 8/5 / (2/9 * (2/5 - 1/8 * 4/5))
[1066388] ['1/8', '2/5', '2/9', '4/5', '8/9'] -> (4/5 / 1/8 - 2/5) / 2/9 * 8/9
[1066391] ['1/8', '2/5', '2/9', '4/5', '9/5'] -> (2/5 + 4/5) / 1/8 / 2/9 / 9/5
[1066393] ['1/8', '2/5', '2/9', '4/5', '9/8'] -> (4/5 / 1/8 - 2/5) / 2/9 / 9/8
[1066413] ['1/8', '2/5', '2/9', '4/7', '8/5'] -> 8/5 / ((1/8 + 2/5) * 2/9 * 4/7)
[1066421] ['1/8', '2/5', '2/9', '4/9', '4/9'] -> (2/9 + 4/9 / 2/5) / 1/8 / 4/9
[1066424] ['1/8', '2/5', '2/9', '4/9', '5/4'] -> (2/5 + 4/9 / 2/9) / 1/8 * 5/4
[1066425] ['1/8', '2/5', '2/9', '4/9', '5/6'] -> 4/9 / (2/5 - 2/9) / 1/8 / 5/6
[1066428] ['1/8', '2/5', '2/9', '4/9', '5/9'] -> (2/9 + 4/9) / 1/8 / 2/5 / 5/9
[1066442] ['1/8', '2/5', '2/9', '4/9', '9/2'] -> 9/2 / (2/9 / 4/9 - 1/8 / 2/5)
[1066443] ['1/8', '2/5', '2/9', '4/9', '9/4'] -> (2/9 + 4/9 / 2/5) / 1/8 * 9/4
[1066455] ['1/8', '2/5', '2/9', '5/2', '6/7'] -> (5/2 / 2/5 / 2/9 - 1/8) * 6/7
[1066459] ['1/8', '2/5', '2/9', '5/2', '7/5'] -> 7/5 / (1/8 * 2/9 * (5/2 - 2/5))
[1066460] ['1/8', '2/5', '2/9', '5/2', '7/6'] -> (5/2 / 2/5 / 2/9 - 1/8) / 7/6
[1066477] ['1/8', '2/5', '2/9', '5/3', '5/9'] -> 5/9 / (2/5 * 2/9 * 5/3 - 1/8)
[1066478] ['1/8', '2/5', '2/9', '5/3', '6/5'] -> 2/5 / (2/9 - 1/8 * 5/3) / 6/5
[1066480] ['1/8', '2/5', '2/9', '5/3', '7/2'] -> 7/2 / ((2/9 - 1/8) / 2/5 / 5/3)
[1066487] ['1/8', '2/5', '2/9', '5/3', '8/3'] -> 8/3 / (1/8 * (2/9 + 2/5 * 5/3))
[1066488] ['1/8', '2/5', '2/9', '5/3', '8/5'] -> 8/5 / (1/8 * (2/5 + 2/9 / 5/3))
[1066490] ['1/8', '2/5', '2/9', '5/3', '8/9'] -> 8/9 / (1/8 * (2/5 - 2/9) * 5/3)
[1066500] ['1/8', '2/5', '2/9', '5/4', '5/9'] -> (5/4 / 1/8 - 2/5) / 2/9 * 5/9
[1066501] ['1/8', '2/5', '2/9', '5/4', '6/5'] -> 6/5 / (1/8 / 2/9 / 5/4 - 2/5)
[1066503] ['1/8', '2/5', '2/9', '5/4', '7/2'] -> 7/2 / ((1/8 + 2/5) * 2/9 * 5/4)
[1066507] ['1/8', '2/5', '2/9', '5/4', '7/6'] -> 7/6 / (2/5 * (2/9 - 1/8) * 5/4)
[1066511] ['1/8', '2/5', '2/9', '5/4', '8/5'] -> 8/5 / (2/9 * (2/5 - 1/8 / 5/4))
[1066516] ['1/8', '2/5', '2/9', '5/4', '9/5'] -> (5/4 / 1/8 - 2/5) / 2/9 / 9/5
[1066522] ['1/8', '2/5', '2/9', '5/6', '5/9'] -> 5/9 / ((2/5 - 2/9) * 5/6 - 1/8)
[1066526] ['1/8', '2/5', '2/9', '5/6', '7/3'] -> 7/3 / ((1/8 + 2/5) * 2/9 * 5/6)
[1066531] ['1/8', '2/5', '2/9', '5/6', '7/9'] -> 7/9 / (2/5 * (2/9 - 1/8) * 5/6)
[1066544] ['1/8', '2/5', '2/9', '5/7', '6/5'] -> 6/5 / (2/9 * (2/5 - 1/8 / 5/7))
[1066545] ['1/8', '2/5', '2/9', '5/7', '6/7'] -> 6/7 / (2/9 * (2/5 * 5/7 - 1/8))
[1066547] ['1/8', '2/5', '2/9', '5/7', '7/3'] -> 2/5 * 5/7 / 1/8 / 2/9 * 7/3
[1066564] ['1/8', '2/5', '2/9', '5/8', '6/5'] -> 2/5 / (2/9 * 5/8 - 1/8) / 6/5
[1066567] ['1/8', '2/5', '2/9', '5/8', '7/3'] -> 7/3 / (1/8 + 2/9 - 2/5 * 5/8)
[1066568] ['1/8', '2/5', '2/9', '5/8', '7/4'] -> 7/4 / ((1/8 + 2/5) * 2/9 * 5/8)
[1066570] ['1/8', '2/5', '2/9', '5/8', '7/6'] -> 7/6 / (1/8 * (2/5 + 2/9) * 5/8)
[1066574] ['1/8', '2/5', '2/9', '5/8', '8/5'] -> 8/5 / (2/5 * 2/9 * (1/8 + 5/8))
[1066585] ['1/8', '2/5', '2/9', '5/9', '7/2'] -> 7/2 / (1/8 * (5/9 / 2/5 - 2/9))
[1066589] ['1/8', '2/5', '2/9', '5/9', '7/6'] -> 7/6 / (2/9 - 1/8 * 5/9 / 2/5)
[1066601] ['1/8', '2/5', '2/9', '6/5', '6/5'] -> (6/5 - 2/5) / 1/8 / 2/9 / 6/5
[1066604] ['1/8', '2/5', '2/9', '6/5', '7/3'] -> 6/5 / (1/8 + 2/5) / 2/9 * 7/3
[1066609] ['1/8', '2/5', '2/9', '6/5', '7/9'] -> 6/5 / (2/9 - 1/8) / 2/5 * 7/9
[1066610] ['1/8', '2/5', '2/9', '6/5', '8/3'] -> (2/5 / 1/8 - 6/5) / 2/9 * 8/3
[1066616] ['1/8', '2/5', '2/9', '6/5', '9/5'] -> 9/5 / (1/8 * (2/5 / 2/9 - 6/5))
[1066617] ['1/8', '2/5', '2/9', '6/5', '9/7'] -> 6/5 / (2/9 - 1/8) / 2/5 / 9/7
[1066628] ['1/8', '2/5', '2/9', '6/7', '8/5'] -> 8/5 / (1/8 * (2/5 + 2/9) * 6/7)
[1066644] ['1/8', '2/5', '2/9', '7/2', '8/5'] -> 8/5 / (2/9 * (7/2 - 2/5 / 1/8))
[1066654] ['1/8', '2/5', '2/9', '7/3', '7/5'] -> 2/5 * 7/3 / 1/8 / 2/9 / 7/5
[1066659] ['1/8', '2/5', '2/9', '7/3', '8/5'] -> 8/5 / (1/8 * (7/3 - 2/5 / 2/9))
[1066661] ['1/8', '2/5', '2/9', '7/3', '8/9'] -> (2/9 / 2/5 + 7/3) / 1/8 + 8/9
[1066673] ['1/8', '2/5', '2/9', '7/4', '8/5'] -> 7/4 / (1/8 + 2/5) / 2/9 * 8/5
[1066678] ['1/8', '2/5', '2/9', '7/4', '9/5'] -> 9/5 / (1/8 + 7/4 - 2/5 / 2/9)
[1066698] ['1/8', '2/5', '2/9', '7/6', '8/5'] -> 7/6 / (2/5 + 2/9) / 1/8 * 8/5
[1066700] ['1/8', '2/5', '2/9', '7/6', '8/9'] -> 7/6 / 1/8 / 2/5 - 2/9 + 8/9
[1066709] ['1/8', '2/5', '2/9', '7/8', '8/5'] -> 8/5 / (2/5 * 2/9 * (7/8 - 1/8))
[1066723] ['1/8', '2/5', '2/9', '7/9', '9/4'] -> (2/9 / 2/5 + 7/9) / 1/8 * 9/4
[1066729] ['1/8', '2/5', '2/9', '8/3', '8/7'] -> 8/3 / (1/8 + 2/5) / 2/9 + 8/7
[1066752] ['1/8', '2/5', '2/9', '8/9', '9/2'] -> (2/9 / 1/8 / 2/5 + 8/9) * 9/2
[1066759] ['1/8', '2/5', '2/9', '9/2', '9/5'] -> 9/5 / (1/8 * (2/9 * 9/2 - 2/5))
[1066763] ['1/8', '2/5', '2/9', '9/4', '9/5'] -> 9/5 / (2/5 * 2/9 * 9/4 - 1/8)
[1066773] ['1/8', '2/5', '3/2', '3/2', '3/4'] -> (3/2 / 2/5 - 3/2) / 1/8 / 3/4
[1066777] ['1/8', '2/5', '3/2', '3/2', '4/3'] -> (3/2 / 2/5 - 3/2) / 1/8 * 4/3
[1066779] ['1/8', '2/5', '3/2', '3/2', '4/7'] -> (3/2 / 2/5 + 3/2) / 1/8 * 4/7
[1066783] ['1/8', '2/5', '3/2', '3/2', '5/4'] -> 5/4 / 1/8 / 2/5 - 3/2 / 3/2
[1066784] ['1/8', '2/5', '3/2', '3/2', '5/6'] -> 3/2 / 1/8 / 2/5 / 3/2 / 5/6
[1066786] ['1/8', '2/5', '3/2', '3/2', '5/8'] -> (3/2 + 3/2) / (2/5 * 5/8 - 1/8)
[1066790] ['1/8', '2/5', '3/2', '3/2', '7/2'] -> (3/2 + 7/2) / (1/8 / 2/5 / 3/2)
[1066792] ['1/8', '2/5', '3/2', '3/2', '7/4'] -> (3/2 / 2/5 + 3/2) / 1/8 / 7/4
[1066798] ['1/8', '2/5', '3/2', '3/2', '8/5'] -> (3/2 + 3/2) / (2/5 / 8/5 - 1/8)
[1066801] ['1/8', '2/5', '3/2', '3/2', '9/2'] -> 3/2 / 1/8 / 2/5 - 3/2 - 9/2
[1066802] ['1/8', '2/5', '3/2', '3/2', '9/4'] -> (3/2 / 1/8 - 3/2) / 2/5 - 9/4
[1066811] ['1/8', '2/5', '3/2', '3/4', '4/5'] -> (2/5 + 3/2 / 3/4) / 1/8 / 4/5
[1066816] ['1/8', '2/5', '3/2', '3/4', '5/4'] -> (2/5 + 3/2 / 3/4) / 1/8 * 5/4
[1066819] ['1/8', '2/5', '3/2', '3/4', '5/8'] -> (3/2 - 3/4) / 1/8 / 2/5 / 5/8
[1066831] ['1/8', '2/5', '3/2', '3/4', '8/5'] -> (3/2 - 3/4) / 1/8 / 2/5 * 8/5
[1066833] ['1/8', '2/5', '3/2', '3/4', '8/9'] -> (3/2 + 3/4 / 2/5) / 1/8 * 8/9
[1066834] ['1/8', '2/5', '3/2', '3/4', '9/2'] -> 9/2 / (3/4 / 3/2 - 1/8 / 2/5)
[1066836] ['1/8', '2/5', '3/2', '3/4', '9/5'] -> 9/5 / (2/5 * 3/4 / 3/2 - 1/8)
[1066843] ['1/8', '2/5', '3/2', '3/5', '4/5'] -> (2/5 + 3/2 / 3/5) / 1/8 + 4/5
[1066844] ['1/8', '2/5', '3/2', '3/5', '4/7'] -> (3/2 + 3/5) / 1/8 / 2/5 * 4/7
[1066857] ['1/8', '2/5', '3/2', '3/5', '7/4'] -> (3/2 + 3/5) / 1/8 / 2/5 / 7/4
[1066858] ['1/8', '2/5', '3/2', '3/5', '7/5'] -> 7/5 / (2/5 / 3/2 - 1/8 / 3/5)
[1066885] ['1/8', '2/5', '3/2', '3/7', '6/7'] -> (3/2 + 3/7 / 2/5) / 1/8 / 6/7
[1066890] ['1/8', '2/5', '3/2', '3/7', '7/6'] -> (3/2 + 3/7 / 2/5) / 1/8 * 7/6
[1066902] ['1/8', '2/5', '3/2', '3/8', '3/8'] -> (3/2 + 3/8 / 1/8 / 2/5) / 3/8
[1066910] ['1/8', '2/5', '3/2', '3/8', '5/6'] -> (3/2 / 3/8 - 2/5) / 1/8 * 5/6
[1066919] ['1/8', '2/5', '3/2', '3/8', '7/5'] -> 7/5 / (1/8 / 3/2 + 3/8 - 2/5)
[1066923] ['1/8', '2/5', '3/2', '3/8', '8/3'] -> (3/2 + 3/8 / 1/8 / 2/5) * 8/3
[1066926] ['1/8', '2/5', '3/2', '3/8', '8/9'] -> (3/2 / 2/5 - 3/8) / 1/8 * 8/9
[1066927] ['1/8', '2/5', '3/2', '3/8', '9/2'] -> (3/2 + 3/8 / 2/5) / 1/8 + 9/2
[1066929] ['1/8', '2/5', '3/2', '3/8', '9/5'] -> 9/5 / (2/5 * (3/8 - 1/8 * 3/2))
[1066931] ['1/8', '2/5', '3/2', '3/8', '9/8'] -> (3/2 / 2/5 - 3/8) / 1/8 / 9/8
[1066945] ['1/8', '2/5', '3/2', '4/3', '7/2'] -> 7/2 / (1/8 / 2/5 + 4/3 - 3/2)
[1066949] ['1/8', '2/5', '3/2', '4/3', '7/6'] -> 4/3 / 1/8 / 2/5 - 3/2 - 7/6
[1066952] ['1/8', '2/5', '3/2', '4/3', '8/3'] -> (3/2 / 1/8 - 4/3) / 2/5 - 8/3
[1066956] ['1/8', '2/5', '3/2', '4/3', '9/2'] -> 2/5 * (3/2 / 1/8 + 4/3) * 9/2
[1066958] ['1/8', '2/5', '3/2', '4/3', '9/5'] -> 9/5 / (2/5 / 3/2 / 4/3 - 1/8)
[1066961] ['1/8', '2/5', '3/2', '4/5', '4/5'] -> 3/2 / (4/5 - 2/5) / 1/8 * 4/5
[1066962] ['1/8', '2/5', '3/2', '4/5', '4/7'] -> 4/7 / (4/5 / (1/8 + 2/5) - 3/2)
[1066963] ['1/8', '2/5', '3/2', '4/5', '4/9'] -> 4/5 / 1/8 / 2/5 / 3/2 / 4/9
[1066966] ['1/8', '2/5', '3/2', '4/5', '5/4'] -> 3/2 / (4/5 - 2/5) / 1/8 / 5/4
[1066971] ['1/8', '2/5', '3/2', '4/5', '6/5'] -> 6/5 / ((4/5 - 1/8) / 3/2 - 2/5)
[1066980] ['1/8', '2/5', '3/2', '4/5', '8/3'] -> 3/2 * (4/5 / 1/8 - 2/5) * 8/3
[1066981] ['1/8', '2/5', '3/2', '4/5', '8/5'] -> 8/5 / (1/8 * (4/5 - 2/5 / 3/2))
[1066984] ['1/8', '2/5', '3/2', '4/5', '9/2'] -> 9/2 / ((4/5 - 1/8) / 2/5 - 3/2)
[1066985] ['1/8', '2/5', '3/2', '4/5', '9/4'] -> 4/5 / 1/8 / 2/5 / 3/2 * 9/4
[1066989] ['1/8', '2/5', '3/2', '4/7', '4/7'] -> (3/2 + 4/7 / 2/5) / 1/8 + 4/7
[1067003] ['1/8', '2/5', '3/2', '4/7', '7/5'] -> 7/5 / (1/8 * 2/5 / 3/2 / 4/7)
[1067014] ['1/8', '2/5', '3/2', '4/7', '9/7'] -> 9/7 / (1/8 + 4/7 / 2/5 - 3/2)
[1067019] ['1/8', '2/5', '3/2', '4/9', '5/4'] -> (3/2 + 2/5 / 4/9) / 1/8 * 5/4
[1067023] ['1/8', '2/5', '3/2', '4/9', '5/9'] -> 3/2 * 4/9 / 1/8 / 2/5 / 5/9
[1067027] ['1/8', '2/5', '3/2', '4/9', '7/3'] -> 7/3 / (1/8 * 2/5 * (3/2 + 4/9))
[1067030] ['1/8', '2/5', '3/2', '4/9', '7/6'] -> 7/6 / (1/8 * (3/2 - 4/9 / 2/5))
[1067051] ['1/8', '2/5', '3/2', '5/2', '7/2'] -> 3/2 / 1/8 / 2/5 - 5/2 - 7/2
[1067054] ['1/8', '2/5', '3/2', '5/2', '7/5'] -> 3/2 / (2/5 - 1/8 * 5/2) * 7/5
