[1360820] ['2/3', '5/8', '5/9', '7/5', '7/9'] -> 7/9 / ((2/3 - 5/8) * 5/9 * 7/5)
[1362014] ['2/3', '5/8', '9/2', '9/2', '9/4'] -> (9/2 + 9/2) * (2/3 * 5/8 + 9/4)
[1362015] ['2/3', '5/8', '9/2', '9/2', '9/5'] -> (9/2 + 9/2 - 2/3) / 5/8 * 9/5
[1362022] ['2/3', '5/8', '9/2', '9/5', '9/5'] -> 9/5 / (2/3 * 5/8 * 9/2 - 9/5)
[1362027] ['2/3', '5/8', '9/2', '9/8', '9/8'] -> 9/2 / (2/3 + 5/8 - 9/8) / 9/8
[1362028] ['2/3', '5/8', '9/4', '9/4', '9/4'] -> 9/4 / (2/3 * 9/4 - 5/8 * 9/4)
[1362031] ['2/3', '5/8', '9/4', '9/4', '9/8'] -> (9/4 + 9/4) / (9/8 - 5/8 / 2/3)
[1362032] ['2/3', '5/8', '9/4', '9/5', '9/5'] -> 9/5 / ((2/3 + 5/8) * 9/5 - 9/4)
[1362038] ['2/3', '5/8', '9/5', '9/5', '9/5'] -> 9/5 / (2/3 * 9/5 - 5/8 * 9/5)
[1362041] ['2/3', '5/8', '9/5', '9/7', '9/7'] -> 9/7 / (5/8 * (9/7 - 2/3 * 9/5))
[1362043] ['2/3', '5/8', '9/5', '9/8', '9/8'] -> 9/8 / (5/8 * (2/3 * 9/5 - 9/8))
[1362044] ['2/3', '5/8', '9/7', '9/7', '9/7'] -> 9/7 / (2/3 * 9/7 - 5/8 * 9/7)
[1362046] ['2/3', '5/8', '9/7', '9/8', '9/8'] -> 9/8 / (9/7 * (5/8 * 9/8 - 2/3))
[1362047] ['2/3', '5/8', '9/8', '9/8', '9/8'] -> 9/8 / (2/3 * 9/8 - 5/8 * 9/8)
[1362053] ['2/3', '5/9', '5/9', '5/9', '7/4'] -> 2/3 / (5/9 / 5/9 - 5/9 * 7/4)
[1362056] ['2/3', '5/9', '5/9', '5/9', '7/8'] -> 5/9 / (7/8 - 5/9 / 2/3) / 5/9
[1362059] ['2/3', '5/9', '5/9', '5/9', '8/5'] -> 5/9 / (2/3 * 5/9 - 5/9 / 8/5)
[1362061] ['2/3', '5/9', '5/9', '5/9', '8/9'] -> 5/9 / (2/3 - 5/9 / 8/9) / 5/9
[1362066] ['2/3', '5/9', '5/9', '5/9', '9/8'] -> 5/9 / (2/3 - 5/9 * 9/8) / 5/9
[1362076] ['2/3', '5/9', '5/9', '6/5', '8/3'] -> 8/3 / (5/9 - 2/3 * 5/9 * 6/5)
[1362111] ['2/3', '5/9', '5/9', '7/2', '8/7'] -> 8/7 / (5/9 + 5/9 / 7/2 - 2/3)
[1362151] ['2/3', '5/9', '5/9', '7/5', '8/3'] -> 8/3 / 5/9 / (7/5 - 2/3 / 5/9)
[1362152] ['2/3', '5/9', '5/9', '7/5', '8/5'] -> 8/5 / (5/9 / 5/9 - 2/3 * 7/5)
[1362153] ['2/3', '5/9', '5/9', '7/5', '8/7'] -> 8/7 / (5/9 / 5/9 / 7/5 - 2/3)
[1362154] ['2/3', '5/9', '5/9', '7/5', '8/9'] -> 8/9 / (5/9 - 2/3 * 5/9 * 7/5)
[1362162] ['2/3', '5/9', '5/9', '7/6', '7/9'] -> (5/9 + 7/9) / (2/3 + 5/9 - 7/6)
[1362163] ['2/3', '5/9', '5/9', '7/6', '8/3'] -> 8/3 / 2/3 / (7/6 - 5/9 / 5/9)
[1362166] ['2/3', '5/9', '5/9', '7/6', '8/9'] -> 8/9 / 2/3 / (7/6 - 5/9 - 5/9)
[1362180] ['2/3', '5/9', '5/9', '7/8', '9/5'] -> 5/9 * 9/5 / (7/8 - 5/9 / 2/3)
[1362183] ['2/3', '5/9', '5/9', '7/9', '7/9'] -> (5/9 + 7/9) / (5/9 / 2/3 - 7/9)
[1362185] ['2/3', '5/9', '5/9', '7/9', '8/5'] -> 5/9 * 8/5 / (5/9 - 2/3 * 7/9)
[1362188] ['2/3', '5/9', '5/9', '7/9', '9/2'] -> (5/9 / 2/3 + 9/2) / (7/9 - 5/9)
[1362210] ['2/3', '5/9', '5/9', '8/7', '8/7'] -> 2/3 * 8/7 / (8/7 - 5/9 - 5/9)
[1362220] ['2/3', '5/9', '5/9', '8/9', '9/5'] -> 5/9 * 9/5 / (2/3 - 5/9 / 8/9)
[1362245] ['2/3', '5/9', '6/5', '6/5', '7/8'] -> 6/5 / 6/5 / (7/8 - 5/9 / 2/3)
[1362250] ['2/3', '5/9', '6/5', '6/5', '8/9'] -> 6/5 / 6/5 / (2/3 - 5/9 / 8/9)
[1362252] ['2/3', '5/9', '6/5', '6/5', '9/4'] -> 6/5 / (2/3 + 5/9 - 6/5) / 9/4
[1362255] ['2/3', '5/9', '6/5', '6/5', '9/8'] -> 6/5 / 6/5 / (2/3 - 5/9 * 9/8)
[1362265] ['2/3', '5/9', '6/5', '6/7', '8/5'] -> 8/5 / ((6/5 - 2/3) / 6/7 - 5/9)
[1362266] ['2/3', '5/9', '6/5', '6/7', '8/7'] -> 8/7 / (5/9 * (6/7 / 2/3 - 6/5))
[1362280] ['2/3', '5/9', '6/5', '7/2', '8/3'] -> (2/3 + 7/2) / (5/9 / 6/5) * 8/3
[1362285] ['2/3', '5/9', '6/5', '7/2', '9/4'] -> 7/2 / (2/3 - 5/9) / 6/5 - 9/4
[1362296] ['2/3', '5/9', '6/5', '7/3', '8/5'] -> 8/5 / (2/3 / 5/9 + 6/5 - 7/3)
[1362325] ['2/3', '5/9', '6/5', '7/5', '8/9'] -> 8/9 / ((7/5 - 5/9) / 6/5 - 2/3)
[1362337] ['2/3', '5/9', '6/5', '7/6', '8/9'] -> 8/9 / (7/6 - 5/9 / 6/5 - 2/3)
[1362351] ['2/3', '5/9', '6/5', '7/8', '9/5'] -> 6/5 / (2/3 * 7/8 - 5/9) / 9/5
[1362368] ['2/3', '5/9', '6/5', '8/3', '9/2'] -> (6/5 + 8/3 / 5/9 - 2/3) * 9/2
[1362385] ['2/3', '5/9', '6/5', '8/7', '9/5'] -> 6/5 / (2/3 / 8/7 - 5/9) / 9/5
[1362400] ['2/3', '5/9', '6/5', '9/4', '9/5'] -> 2/3 / (5/9 * 9/4 - 6/5) * 9/5
[1362405] ['2/3', '5/9', '6/5', '9/5', '9/8'] -> (6/5 + 9/5) / (2/3 - 5/9) / 9/8
[1362410] ['2/3', '5/9', '6/7', '6/7', '7/2'] -> (6/7 / (2/3 - 5/9) - 6/7) * 7/2
[1362415] ['2/3', '5/9', '6/7', '6/7', '7/8'] -> 6/7 / 6/7 / (7/8 - 5/9 / 2/3)
[1362420] ['2/3', '5/9', '6/7', '6/7', '8/9'] -> 6/7 / 6/7 / (2/3 - 5/9 / 8/9)
[1362422] ['2/3', '5/9', '6/7', '6/7', '9/4'] -> 6/7 / (2/3 * 6/7 - 5/9) / 9/4
[1362425] ['2/3', '5/9', '6/7', '6/7', '9/8'] -> 6/7 / 6/7 / (2/3 - 5/9 * 9/8)
[1362436] ['2/3', '5/9', '6/7', '7/2', '8/9'] -> 6/7 * 7/2 / (2/3 - 5/9) * 8/9
[1362437] ['2/3', '5/9', '6/7', '7/2', '9/2'] -> (5/9 + 6/7 * 7/2) / 2/3 * 9/2
[1362441] ['2/3', '5/9', '6/7', '7/2', '9/8'] -> 6/7 * 7/2 / (2/3 - 5/9) / 9/8
[1362450] ['2/3', '5/9', '6/7', '7/3', '8/7'] -> 8/7 / (2/3 + 5/9 / 7/3 - 6/7)
[1362461] ['2/3', '5/9', '6/7', '7/4', '7/9'] -> 7/9 / ((2/3 - 5/9 / 6/7) * 7/4)
[1362462] ['2/3', '5/9', '6/7', '7/4', '8/3'] -> 8/3 / (5/9 - 2/3 / 6/7 / 7/4)
[1362476] ['2/3', '5/9', '6/7', '7/5', '8/5'] -> 8/5 / (7/5 - 2/3 / 6/7 - 5/9)
[1362489] ['2/3', '5/9', '6/7', '7/6', '8/7'] -> 8/7 / (6/7 * (2/3 + 5/9 - 7/6))
[1362497] ['2/3', '5/9', '6/7', '7/8', '7/9'] -> 6/7 / (2/3 * 7/8 - 5/9) * 7/9
[1362501] ['2/3', '5/9', '6/7', '7/8', '8/9'] -> 6/7 / (2/3 - 5/9 / 7/8) * 8/9
[1362502] ['2/3', '5/9', '6/7', '7/8', '9/2'] -> 9/2 / (7/8 / 6/7 - 5/9 / 2/3)
[1362505] ['2/3', '5/9', '6/7', '7/8', '9/7'] -> 6/7 / (2/3 * 7/8 - 5/9) / 9/7
[1362506] ['2/3', '5/9', '6/7', '7/8', '9/8'] -> 6/7 / (2/3 - 5/9 / 7/8) / 9/8
[1362508] ['2/3', '5/9', '6/7', '7/9', '8/3'] -> 8/3 / (5/9 - 2/3 * 6/7 * 7/9)
[1362527] ['2/3', '5/9', '6/7', '8/5', '8/7'] -> 2/3 / (5/9 * 8/5 - 6/7) * 8/7
[1362535] ['2/3', '5/9', '6/7', '8/7', '8/9'] -> 6/7 / (2/3 - 5/9 * 8/7) * 8/9
[1362539] ['2/3', '5/9', '6/7', '8/7', '9/7'] -> 6/7 / (2/3 / 8/7 - 5/9) / 9/7
[1362540] ['2/3', '5/9', '6/7', '8/7', '9/8'] -> 6/7 / (2/3 - 5/9 * 8/7) / 9/8
[1362543] ['2/3', '5/9', '6/7', '8/9', '9/4'] -> 5/9 / (8/9 - 6/7) / 2/3 - 9/4
[1362545] ['2/3', '5/9', '6/7', '8/9', '9/7'] -> 9/7 / (5/9 / 8/9 - 2/3 * 6/7)
[1362554] ['2/3', '5/9', '6/7', '9/4', '9/7'] -> 9/7 / ((6/7 - 5/9 / 2/3) * 9/4)
[1362566] ['2/3', '5/9', '7/2', '7/2', '7/6'] -> (7/2 / (2/3 - 5/9) - 7/2) / 7/6
[1362572] ['2/3', '5/9', '7/2', '7/2', '8/9'] -> 7/2 / 7/2 / (2/3 - 5/9 / 8/9)
[1362574] ['2/3', '5/9', '7/2', '7/2', '9/4'] -> (2/3 + 7/2) * 7/2 / 5/9 - 9/4
[1362577] ['2/3', '5/9', '7/2', '7/2', '9/8'] -> (7/2 + 7/2) / (9/8 - 5/9 / 2/3)
[1362586] ['2/3', '5/9', '7/2', '7/3', '8/7'] -> 8/7 / (5/9 / 7/3 - 2/3 / 7/2)
[1362601] ['2/3', '5/9', '7/2', '7/4', '8/9'] -> 8/9 / (2/3 * (5/9 - 7/4 / 7/2))
[1362623] ['2/3', '5/9', '7/2', '7/6', '8/3'] -> 8/3 / (5/9 * 7/2 - 2/3 - 7/6)
[1362624] ['2/3', '5/9', '7/2', '7/6', '8/5'] -> 8/5 / (2/3 - 7/6 / 5/9 / 7/2)
[1362627] ['2/3', '5/9', '7/2', '7/6', '9/2'] -> (5/9 + 7/2 / 7/6) / 2/3 * 9/2
[1362631] ['2/3', '5/9', '7/2', '7/6', '9/8'] -> 7/2 / (2/3 - 5/9) / 7/6 / 9/8
[1362634] ['2/3', '5/9', '7/2', '7/8', '8/3'] -> 8/3 / (7/2 * (2/3 - 5/9 / 7/8))
[1362646] ['2/3', '5/9', '7/2', '7/9', '8/7'] -> 8/7 / (2/3 + 5/9 / 7/2 - 7/9)
[1362653] ['2/3', '5/9', '7/2', '8/3', '8/3'] -> (2/3 * 7/2 + 8/3) / 5/9 * 8/3
[1362656] ['2/3', '5/9', '7/2', '8/3', '8/9'] -> 8/9 / (2/3 * (5/9 + 7/2) - 8/3)
[1362657] ['2/3', '5/9', '7/2', '8/3', '9/2'] -> (7/2 + 8/3 - 5/9 / 2/3) * 9/2
[1362687] ['2/3', '5/9', '7/2', '9/2', '9/8'] -> (7/2 / (2/3 - 5/9) - 9/2) / 9/8
[1362699] ['2/3', '5/9', '7/3', '7/3', '7/4'] -> (7/3 + 7/3) / (2/3 - 5/9) / 7/4
[1362702] ['2/3', '5/9', '7/3', '7/3', '7/8'] -> 7/3 / 7/3 / (7/8 - 5/9 / 2/3)
[1362706] ['2/3', '5/9', '7/3', '7/3', '8/7'] -> 8/7 / (2/3 / 7/3 - 5/9 / 7/3)
[1362718] ['2/3', '5/9', '7/3', '7/4', '8/3'] -> 8/3 / (7/3 / 7/4 - 2/3 - 5/9)
[1362727] ['2/3', '5/9', '7/3', '7/5', '7/5'] -> (7/3 + 7/5) / (2/3 - 5/9) / 7/5
[1362729] ['2/3', '5/9', '7/3', '7/5', '7/8'] -> 7/3 / (5/9 * 7/5 - 2/3) / 7/8
[1362731] ['2/3', '5/9', '7/3', '7/5', '8/3'] -> 8/3 / (5/9 / 7/5 - 2/3 / 7/3)
[1362733] ['2/3', '5/9', '7/3', '7/5', '8/7'] -> 7/3 / (5/9 * 7/5 - 2/3) * 8/7
[1362734] ['2/3', '5/9', '7/3', '7/5', '8/9'] -> 8/9 / (5/9 * (2/3 - 7/5 / 7/3))
[1362758] ['2/3', '5/9', '7/3', '7/8', '9/2'] -> 9/2 / (7/3 - (5/9 + 7/8) / 2/3)
[1362761] ['2/3', '5/9', '7/3', '7/8', '9/7'] -> 9/7 / (2/3 - (5/9 + 7/8) / 7/3)
[1362764] ['2/3', '5/9', '7/3', '7/9', '8/3'] -> 8/3 / (7/3 * (5/9 / 7/9 - 2/3))
[1362765] ['2/3', '5/9', '7/3', '7/9', '8/5'] -> 8/5 / (2/3 - 7/9 / 5/9 / 7/3)
[1362772] ['2/3', '5/9', '7/3', '7/9', '9/8'] -> 7/3 / (2/3 - 5/9) / 7/9 / 9/8
[1362773] ['2/3', '5/9', '7/3', '8/3', '8/3'] -> 8/3 / (7/3 - 5/9 * 8/3 / 2/3)
[1362801] ['2/3', '5/9', '7/3', '8/9', '9/7'] -> 9/7 / ((2/3 - 5/9) / 7/3 / 8/9)
[1362816] ['2/3', '5/9', '7/3', '9/7', '9/8'] -> 7/3 * 9/7 / (2/3 - 5/9) / 9/8
[1362818] ['2/3', '5/9', '7/4', '7/4', '7/4'] -> 2/3 / (7/4 / 7/4 - 5/9 * 7/4)
[1362821] ['2/3', '5/9', '7/4', '7/4', '7/8'] -> 7/4 / 7/4 / (7/8 - 5/9 / 2/3)
[1362826] ['2/3', '5/9', '7/4', '7/4', '8/9'] -> 7/4 / 7/4 / (2/3 - 5/9 / 8/9)
[1362831] ['2/3', '5/9', '7/4', '7/4', '9/8'] -> 7/4 / 7/4 / (2/3 - 5/9 * 9/8)
[1362832] ['2/3', '5/9', '7/4', '7/5', '7/5'] -> 7/5 / (5/9 * 7/4 / 2/3 - 7/5)
[1362847] ['2/3', '5/9', '7/4', '7/6', '7/9'] -> 7/9 / (7/4 * (2/3 - 5/9 * 7/6))
[1362848] ['2/3', '5/9', '7/4', '7/6', '8/3'] -> 8/3 / (5/9 - 2/3 * 7/6 / 7/4)
[1362853] ['2/3', '5/9', '7/4', '7/6', '9/4'] -> (7/4 + 7/6) / (2/3 - 5/9) - 9/4
[1362862] ['2/3', '5/9', '7/4', '7/8', '8/9'] -> 8/9 / (2/3 * (5/9 - 7/8 / 7/4))
[1362869] ['2/3', '5/9', '7/4', '7/9', '8/3'] -> 8/3 / (7/9 / 2/3 / 7/4 - 5/9)
[1362884] ['2/3', '5/9', '7/4', '8/3', '9/5'] -> 5/9 / (8/3 - 7/4 / 2/3) * 9/5
[1362930] ['2/3', '5/9', '7/5', '7/5', '8/9'] -> 7/5 / 7/5 / (2/3 - 5/9 / 8/9)
[1362940] ['2/3', '5/9', '7/5', '7/6', '8/5'] -> 8/5 / (7/5 - 2/3 * 7/6 - 5/9)
[1362949] ['2/3', '5/9', '7/5', '7/8', '7/9'] -> 7/9 / (5/9 * (2/3 * 7/5 - 7/8))
[1362956] ['2/3', '5/9', '7/5', '7/8', '9/5'] -> 5/9 / (2/3 - 7/8 / 7/5) * 9/5
[1362960] ['2/3', '5/9', '7/5', '7/9', '8/3'] -> 8/3 / (2/3 / 5/9 - 7/5 * 7/9)
[1362961] ['2/3', '5/9', '7/5', '7/9', '8/5'] -> 8/5 / (7/5 * (5/9 / 7/9 - 2/3))
[1362972] ['2/3', '5/9', '7/5', '8/3', '8/9'] -> 8/9 / (5/9 * (8/3 - 7/5) - 2/3)
[1362975] ['2/3', '5/9', '7/5', '8/3', '9/5'] -> 8/3 / (7/5 - 2/3 / 5/9) * 9/5
[1362978] ['2/3', '5/9', '7/5', '8/5', '8/5'] -> 8/5 / (7/5 - 5/9 * 8/5 / 2/3)
[1362981] ['2/3', '5/9', '7/5', '8/5', '9/2'] -> (5/9 + 7/5 + 8/5) / 2/3 * 9/2
[1362985] ['2/3', '5/9', '7/5', '8/5', '9/8'] -> (7/5 + 8/5) / (2/3 - 5/9) / 9/8
[1362993] ['2/3', '5/9', '7/5', '8/9', '8/9'] -> 8/9 / (5/9 * (7/5 - 8/9 / 2/3))
[1363020] ['2/3', '5/9', '7/6', '7/6', '8/9'] -> 7/6 / 7/6 / (2/3 - 5/9 / 8/9)
[1363028] ['2/3', '5/9', '7/6', '7/8', '8/3'] -> 8/3 / (7/6 / 7/8 - 2/3 - 5/9)
[1363031] ['2/3', '5/9', '7/6', '7/8', '8/9'] -> 8/9 / (7/6 * (2/3 - 5/9 / 7/8))
[1363032] ['2/3', '5/9', '7/6', '7/8', '9/2'] -> 9/2 / (7/6 * 7/8 - 5/9 / 2/3)
[1363033] ['2/3', '5/9', '7/6', '7/8', '9/4'] -> 7/8 / (2/3 / 5/9 - 7/6) - 9/4
[1363040] ['2/3', '5/9', '7/6', '7/9', '8/7'] -> 7/6 / (5/9 / 2/3 - 7/9) * 8/7
[1363051] ['2/3', '5/9', '7/6', '8/3', '9/2'] -> (5/9 / 2/3 + 7/6) * 8/3 * 9/2
[1363065] ['2/3', '5/9', '7/6', '8/7', '8/9'] -> 8/9 / (7/6 * (2/3 - 5/9 * 8/7))
[1363066] ['2/3', '5/9', '7/6', '8/7', '9/2'] -> 9/2 / (7/6 / 8/7 - 5/9 / 2/3)
[1363075] ['2/3', '5/9', '7/6', '8/9', '9/7'] -> 9/7 / (5/9 / 8/9 - 2/3 / 7/6)
[1363077] ['2/3', '5/9', '7/6', '9/2', '9/2'] -> ((9/2 - 7/6) / 5/9 - 2/3) * 9/2
[1363083] ['2/3', '5/9', '7/6', '9/4', '9/5'] -> 9/5 / ((2/3 / 5/9 - 7/6) * 9/4)
[1363092] ['2/3', '5/9', '7/8', '7/8', '7/8'] -> 7/8 / (7/8 - 5/9 / 2/3) / 7/8
[1363096] ['2/3', '5/9', '7/8', '7/8', '8/7'] -> 7/8 / (7/8 - 5/9 / 2/3) * 8/7
[1363097] ['2/3', '5/9', '7/8', '7/8', '8/9'] -> 7/8 / 7/8 / (2/3 - 5/9 / 8/9)
[1363102] ['2/3', '5/9', '7/8', '7/8', '9/8'] -> 7/8 / 7/8 / (2/3 - 5/9 * 9/8)
[1363106] ['2/3', '5/9', '7/8', '7/9', '8/7'] -> 8/7 / (2/3 / 7/8 - 5/9 / 7/9)
[1363107] ['2/3', '5/9', '7/8', '7/9', '8/9'] -> 8/9 / (2/3 * 7/9 / 7/8 - 5/9)
[1363108] ['2/3', '5/9', '7/8', '7/9', '9/2'] -> 2/3 / (7/8 * 7/9 - 5/9) * 9/2
[1363110] ['2/3', '5/9', '7/8', '7/9', '9/5'] -> 9/5 / (2/3 / 5/9 - 7/8 / 7/9)
[1363111] ['2/3', '5/9', '7/8', '7/9', '9/7'] -> 9/7 / ((7/8 - 5/9 / 2/3) / 7/9)
[1363113] ['2/3', '5/9', '7/8', '8/3', '8/3'] -> 8/3 / ((7/8 - 5/9 / 2/3) * 8/3)
[1363115] ['2/3', '5/9', '7/8', '8/3', '8/7'] -> 7/8 * 8/3 / (2/3 - 5/9) * 8/7
[1363122] ['2/3', '5/9', '7/8', '8/5', '8/5'] -> 8/5 / ((7/8 - 5/9 / 2/3) * 8/5)
[1363130] ['2/3', '5/9', '7/8', '8/7', '8/7'] -> 8/7 / ((7/8 - 5/9 / 2/3) * 8/7)
[1363142] ['2/3', '5/9', '7/8', '8/9', '9/8'] -> 9/8 / ((7/8 - 5/9 / 2/3) / 8/9)
[1363143] ['2/3', '5/9', '7/8', '9/2', '9/2'] -> 9/2 / (7/8 - 5/9 / 2/3) / 9/2
[1363148] ['2/3', '5/9', '7/8', '9/4', '9/4'] -> 9/4 / ((7/8 - 5/9 / 2/3) * 9/4)
[1363149] ['2/3', '5/9', '7/8', '9/4', '9/5'] -> 9/5 / (7/8 / 5/9 - 2/3 * 9/4)
[1363152] ['2/3', '5/9', '7/8', '9/5', '9/5'] -> 9/5 / (7/8 - 5/9 / 2/3) / 9/5
[1363155] ['2/3', '5/9', '7/8', '9/7', '9/7'] -> 9/7 / (7/8 - 5/9 / 2/3) / 9/7
[1363157] ['2/3', '5/9', '7/8', '9/8', '9/8'] -> 9/8 / (7/8 - 5/9 / 2/3) / 9/8
[1363161] ['2/3', '5/9', '7/9', '7/9', '8/7'] -> 7/9 * 8/7 / (5/9 - 2/3 * 7/9)
[1363167] ['2/3', '5/9', '7/9', '7/9', '9/8'] -> 7/9 / 7/9 / (2/3 - 5/9 * 9/8)
[1363171] ['2/3', '5/9', '7/9', '8/3', '8/9'] -> 8/9 / (5/9 * 8/3 - 2/3 - 7/9)
[1363182] ['2/3', '5/9', '7/9', '8/5', '9/5'] -> 8/5 / (5/9 - 2/3 * 7/9) / 9/5
[1363185] ['2/3', '5/9', '7/9', '8/7', '8/7'] -> 8/7 / (2/3 * 8/7 - 5/9 / 7/9)
[1363186] ['2/3', '5/9', '7/9', '8/7', '8/9'] -> 8/9 / (2/3 * 7/9 * 8/7 - 5/9)
[1363187] ['2/3', '5/9', '7/9', '8/7', '9/2'] -> 2/3 / (7/9 / 8/7 - 5/9) * 9/2
[1363190] ['2/3', '5/9', '7/9', '8/7', '9/7'] -> 8/7 / (5/9 - 2/3 * 7/9) / 9/7
[1363198] ['2/3', '5/9', '7/9', '9/2', '9/2'] -> ((5/9 + 7/9) * 9/2 - 2/3) * 9/2
[1363211] ['2/3', '5/9', '7/9', '9/7', '9/8'] -> 9/7 / (5/9 / 7/9 - 2/3) / 9/8
[1363214] ['2/3', '5/9', '8/3', '8/3', '8/5'] -> (8/3 + 8/3) / (5/9 * 8/5 - 2/3)
[1363224] ['2/3', '5/9', '8/3', '8/5', '8/9'] -> 8/9 / (5/9 * (2/3 - 8/5 / 8/3))
[1363225] ['2/3', '5/9', '8/3', '8/5', '9/2'] -> (8/3 + 5/9 * 8/5) / 2/3 * 9/2
[1363244] ['2/3', '5/9', '8/3', '9/2', '9/4'] -> (5/9 + 8/3) * 9/2 / 2/3 + 9/4
[1363247] ['2/3', '5/9', '8/3', '9/2', '9/8'] -> (2/3 + 8/3) * 9/2 / 5/9 / 9/8
[1363260] ['2/3', '5/9', '8/5', '8/5', '8/9'] -> 8/5 / 8/5 / (2/3 - 5/9 / 8/9)
[1363276] ['2/3', '5/9', '8/5', '8/9', '9/5'] -> 8/5 / (2/3 * 8/9 - 5/9) / 9/5
[1363288] ['2/3', '5/9', '8/5', '9/5', '9/5'] -> 9/5 / (2/3 / 5/9 - 9/5 / 8/5)
[1363291] ['2/3', '5/9', '8/5', '9/7', '9/7'] -> 9/7 / ((9/7 - 2/3 / 5/9) / 8/5)
[1363293] ['2/3', '5/9', '8/5', '9/8', '9/8'] -> 9/8 / ((2/3 / 5/9 - 9/8) / 8/5)
[1363295] ['2/3', '5/9', '8/7', '8/7', '8/9'] -> 8/7 / 8/7 / (2/3 - 5/9 / 8/9)
[1363301] ['2/3', '5/9', '8/7', '8/9', '8/9'] -> 8/9 / (5/9 - 2/3 * 8/9 / 8/7)
[1363305] ['2/3', '5/9', '8/7', '8/9', '9/7'] -> 8/7 / (2/3 * 8/9 - 5/9) / 9/7
[1363319] ['2/3', '5/9', '8/7', '9/7', '9/7'] -> 8/7 / (5/9 - 2/3 / 9/7) / 9/7
[1363328] ['2/3', '5/9', '8/9', '9/2', '9/2'] -> 9/2 / (2/3 - 5/9 / 8/9) / 9/2
[1363333] ['2/3', '5/9', '8/9', '9/4', '9/4'] -> 9/4 / (2/3 - 5/9 / 8/9) / 9/4
[1363337] ['2/3', '5/9', '8/9', '9/5', '9/5'] -> 9/5 / (2/3 - 5/9 / 8/9) / 9/5
[1363343] ['2/3', '5/9', '9/2', '9/2', '9/2'] -> 5/9 * 9/2 / 2/3 + 9/2 * 9/2
[1363347] ['2/3', '5/9', '9/2', '9/2', '9/8'] -> 9/2 / 9/2 / (2/3 - 5/9 * 9/8)
[1363361] ['2/3', '5/9', '9/4', '9/4', '9/8'] -> 9/4 / 9/4 / (2/3 - 5/9 * 9/8)
[1363362] ['2/3', '5/9', '9/4', '9/5', '9/5'] -> 9/5 / (5/9 * 9/4 / 2/3 - 9/5)
[1363365] ['2/3', '5/9', '9/4', '9/7', '9/7'] -> 9/7 / ((9/7 - 5/9 * 9/4) / 2/3)
[1363370] ['2/3', '5/9', '9/5', '9/5', '9/8'] -> 9/5 / 9/5 / (2/3 - 5/9 * 9/8)
[1363375] ['2/3', '5/9', '9/7', '9/7', '9/8'] -> 9/7 / (5/9 * 9/7 - 2/3) / 9/8
[1363377] ['2/3', '5/9', '9/8', '9/8', '9/8'] -> 9/8 / (2/3 - 5/9 * 9/8) / 9/8
[1363379] ['2/3', '6/5', '6/5', '6/5', '6/7'] -> 6/5 / (6/7 / 6/5 - 2/3) - 6/5
[1363381] ['2/3', '6/5', '6/5', '6/5', '7/3'] -> 6/5 / (7/3 / (2/3 + 6/5) - 6/5)
[1363383] ['2/3', '6/5', '6/5', '6/5', '7/5'] -> 2/3 * 6/5 / (6/5 - 7/5 / 6/5)
[1363384] ['2/3', '6/5', '6/5', '6/5', '7/6'] -> 2/3 / (6/5 / 6/5 - 7/6 / 6/5)
[1363388] ['2/3', '6/5', '6/5', '6/5', '8/5'] -> 6/5 / (2/3 * 6/5 - 6/5 / 8/5)
[1363392] ['2/3', '6/5', '6/5', '6/5', '9/4'] -> 6/5 / (2/3 * 9/4 / 6/5 - 6/5)
[1363396] ['2/3', '6/5', '6/5', '6/7', '6/7'] -> (6/5 + 6/7) / (6/7 / 2/3 - 6/5)
[1363402] ['2/3', '6/5', '6/5', '6/7', '7/8'] -> 6/5 / (6/7 - 2/3 * 6/5) / 7/8
[1363421] ['2/3', '6/5', '6/5', '7/2', '8/5'] -> 8/5 / (6/5 + 6/5 - 2/3 * 7/2)
[1363424] ['2/3', '6/5', '6/5', '7/2', '9/2'] -> ((2/3 + 6/5) * 7/2 - 6/5) * 9/2
[1363432] ['2/3', '6/5', '6/5', '7/3', '7/6'] -> (2/3 + 6/5) / 7/3 / (6/5 - 7/6)
[1363439] ['2/3', '6/5', '6/5', '7/3', '9/2'] -> (6/5 / 2/3 + 6/5 + 7/3) * 9/2
[1363450] ['2/3', '6/5', '6/5', '7/4', '8/5'] -> (6/5 + 8/5) / (2/3 + 6/5 - 7/4)
[1363462] ['2/3', '6/5', '6/5', '7/5', '8/3'] -> 6/5 * 8/3 / 2/3 / (7/5 - 6/5)
[1363463] ['2/3', '6/5', '6/5', '7/5', '8/5'] -> 8/5 / (6/5 / 6/5 - 2/3 * 7/5)
[1363464] ['2/3', '6/5', '6/5', '7/5', '8/7'] -> 8/7 / (6/5 / 6/5 / 7/5 - 2/3)
[1363466] ['2/3', '6/5', '6/5', '7/5', '9/2'] -> (6/5 / (7/5 - 6/5) - 2/3) * 9/2
[1363479] ['2/3', '6/5', '6/5', '7/6', '9/4'] -> 6/5 / (6/5 - 7/6) / 2/3 / 9/4
[1363489] ['2/3', '6/5', '6/5', '7/8', '9/2'] -> 2/3 * 9/2 / (6/5 / 6/5 - 7/8)
[1363490] ['2/3', '6/5', '6/5', '7/8', '9/4'] -> 6/5 * 9/4 / (7/8 / 2/3 - 6/5)
