[826615] ['1/6', '2/9', '4/3', '5/3', '8/9'] -> (8/9 / (2/9 * ((5/3 - 1/6) - 4/3)))
[827709] ['1/6', '2/9', '4/9', '5/2', '5/4'] -> ((((4/9 * 5/2) / 1/6) / 2/9) / 5/4)
[827724] ['1/6', '2/9', '4/9', '5/2', '8/5'] -> (8/5 / (1/6 * (2/9 + (4/9 / 5/2))))
[827733] ['1/6', '2/9', '4/9', '5/3', '5/4'] -> ((5/3 / ((4/9 - 1/6) - 2/9)) / 5/4)
[827734] ['1/6', '2/9', '4/9', '5/3', '5/6'] -> ((((4/9 * 5/3) / 1/6) / 2/9) / 5/6)
[827736] ['1/6', '2/9', '4/9', '5/3', '5/8'] -> (((5/3 / (2/9 + 4/9)) / 1/6) / 5/8)
[827738] ['1/6', '2/9', '4/9', '5/3', '6/5'] -> ((((4/9 * 5/3) / 1/6) / 2/9) * 6/5)
[827748] ['1/6', '2/9', '4/9', '5/3', '8/5'] -> (((5/3 / (2/9 + 4/9)) / 1/6) * 8/5)
[827752] ['1/6', '2/9', '4/9', '5/3', '9/4'] -> (((2/9 + 4/9) + (5/3 / 1/6)) * 9/4)
[827755] ['1/6', '2/9', '4/9', '5/3', '9/8'] -> (((5/3 / (4/9 - 1/6)) / 2/9) / 9/8)
[827759] ['1/6', '2/9', '4/9', '5/4', '5/8'] -> ((((4/9 * 5/4) / 1/6) / 2/9) / 5/8)
[827770] ['1/6', '2/9', '4/9', '5/4', '8/3'] -> (8/3 / (((4/9 - 2/9) * 5/4) - 1/6))
[827771] ['1/6', '2/9', '4/9', '5/4', '8/5'] -> ((((4/9 * 5/4) / 1/6) / 2/9) * 8/5)
[827773] ['1/6', '2/9', '4/9', '5/4', '8/9'] -> (8/9 / (4/9 * ((2/9 / 1/6) - 5/4)))
[827779] ['1/6', '2/9', '4/9', '5/6', '5/6'] -> ((4/9 / (2/9 - (1/6 / 5/6))) / 5/6)
[827781] ['1/6', '2/9', '4/9', '5/6', '5/8'] -> ((5/6 / ((4/9 - 1/6) - 2/9)) / 5/8)
[827783] ['1/6', '2/9', '4/9', '5/6', '6/5'] -> ((4/9 / (2/9 - (1/6 / 5/6))) * 6/5)
[827789] ['1/6', '2/9', '4/9', '5/6', '7/6'] -> (((4/9 + (5/6 / 2/9)) / 1/6) - 7/6)
[827793] ['1/6', '2/9', '4/9', '5/6', '8/5'] -> ((5/6 / ((4/9 - 1/6) - 2/9)) * 8/5)
[827806] ['1/6', '2/9', '4/9', '5/7', '7/2'] -> ((7/2 * ((5/7 / 2/9) - 1/6)) / 4/9)
[827814] ['1/6', '2/9', '4/9', '5/7', '8/5'] -> (8/5 / (1/6 * ((4/9 / 5/7) - 2/9)))
[827823] ['1/6', '2/9', '4/9', '5/8', '5/9'] -> (5/9 / ((1/6 * (4/9 - 2/9)) * 5/8))
[827827] ['1/6', '2/9', '4/9', '5/8', '7/3'] -> (7/3 / (1/6 * (4/9 + (2/9 * 5/8))))
[827828] ['1/6', '2/9', '4/9', '5/8', '7/4'] -> (7/4 / ((5/8 / 4/9) - (2/9 / 1/6)))
[827832] ['1/6', '2/9', '4/9', '5/8', '7/9'] -> (7/9 / (5/8 - ((2/9 * 4/9) / 1/6)))
[827833] ['1/6', '2/9', '4/9', '5/8', '8/3'] -> (8/3 / ((1/6 + 2/9) - (4/9 * 5/8)))
[827837] ['1/6', '2/9', '4/9', '5/8', '9/2'] -> (9/2 / (1/6 * ((2/9 / 4/9) + 5/8)))
[827843] ['1/6', '2/9', '4/9', '5/9', '6/5'] -> (6/5 / ((4/9 / 5/9) - (1/6 / 2/9)))
[827846] ['1/6', '2/9', '4/9', '5/9', '7/3'] -> ((4/9 / (1/6 - (2/9 * 5/9))) * 7/3)
[827849] ['1/6', '2/9', '4/9', '5/9', '7/6'] -> ((1/6 + 7/6) / (5/9 - (2/9 / 4/9)))
[827853] ['1/6', '2/9', '4/9', '5/9', '8/5'] -> (((5/9 / (4/9 - 2/9)) / 1/6) * 8/5)
[827856] ['1/6', '2/9', '4/9', '5/9', '9/2'] -> (((4/9 / 2/9) + (5/9 / 1/6)) * 9/2)
[827860] ['1/6', '2/9', '4/9', '5/9', '9/8'] -> ((((4/9 + 5/9) / 1/6) / 2/9) / 9/8)
[827863] ['1/6', '2/9', '4/9', '6/5', '7/2'] -> (7/2 / ((4/9 / (2/9 + 6/5)) - 1/6))
[827871] ['1/6', '2/9', '4/9', '6/5', '8/5'] -> (8/5 / (((4/9 - 1/6) - 2/9) * 6/5))
[827873] ['1/6', '2/9', '4/9', '6/5', '8/9'] -> (8/9 / (4/9 * (2/9 - (1/6 / 6/5))))
[827874] ['1/6', '2/9', '4/9', '6/5', '9/2'] -> ((4/9 / (2/9 - (1/6 / 6/5))) * 9/2)
[827881] ['1/6', '2/9', '4/9', '6/7', '7/3'] -> ((((4/9 * 6/7) / 1/6) / 2/9) * 7/3)
[827883] ['1/6', '2/9', '4/9', '6/7', '7/5'] -> ((7/5 * ((4/9 / 2/9) + 6/7)) / 1/6)
[827887] ['1/6', '2/9', '4/9', '6/7', '8/3'] -> (8/3 / (4/9 - ((1/6 + 2/9) * 6/7)))
[827894] ['1/6', '2/9', '4/9', '6/7', '9/7'] -> ((9/7 * 4/9) / ((2/9 * 6/7) - 1/6))
[827896] ['1/6', '2/9', '4/9', '7/2', '7/2'] -> (((7/2 / 1/6) - (2/9 / 4/9)) + 7/2)
[827898] ['1/6', '2/9', '4/9', '7/2', '7/4'] -> ((((4/9 * 7/2) / 1/6) / 2/9) / 7/4)
[827900] ['1/6', '2/9', '4/9', '7/2', '7/6'] -> (((4/9 * 7/2) / (2/9 - 1/6)) / 7/6)
[827905] ['1/6', '2/9', '4/9', '7/2', '8/7'] -> (8/7 / (2/9 - ((1/6 + 4/9) / 7/2)))
[827906] ['1/6', '2/9', '4/9', '7/2', '8/9'] -> (8/9 / (((1/6 * 4/9) * 7/2) - 2/9))
[827907] ['1/6', '2/9', '4/9', '7/2', '9/2'] -> ((((4/9 / 2/9) + 7/2) - 1/6) * 9/2)
[827908] ['1/6', '2/9', '4/9', '7/2', '9/4'] -> (((2/9 + (4/9 * 7/2)) / 1/6) * 9/4)
[827913] ['1/6', '2/9', '4/9', '7/3', '7/4'] -> ((7/3 / ((4/9 - 1/6) - 2/9)) / 7/4)
[827915] ['1/6', '2/9', '4/9', '7/3', '7/6'] -> ((((4/9 * 7/3) / 1/6) / 2/9) / 7/6)
[827916] ['1/6', '2/9', '4/9', '7/3', '7/8'] -> (((7/3 / (2/9 + 4/9)) / 1/6) / 7/8)
[827921] ['1/6', '2/9', '4/9', '7/3', '8/9'] -> (8/9 / ((2/9 * (7/3 - 1/6)) - 4/9))
[827924] ['1/6', '2/9', '4/9', '7/3', '9/5'] -> ((((7/3 / 1/6) - 2/9) - 4/9) * 9/5)
[827925] ['1/6', '2/9', '4/9', '7/3', '9/7'] -> (((9/7 * 7/3) * 4/9) / (2/9 - 1/6))
[827930] ['1/6', '2/9', '4/9', '7/4', '7/8'] -> ((((4/9 * 7/4) / 1/6) / 2/9) / 7/8)
[827932] ['1/6', '2/9', '4/9', '7/4', '8/3'] -> (8/3 / ((1/6 + (2/9 * 7/4)) - 4/9))
[827934] ['1/6', '2/9', '4/9', '7/4', '8/7'] -> ((((4/9 * 7/4) / 1/6) / 2/9) * 8/7)
[827947] ['1/6', '2/9', '4/9', '7/5', '8/7'] -> (8/7 / (1/6 * (4/9 - (2/9 / 7/5))))
[827955] ['1/6', '2/9', '4/9', '7/6', '7/8'] -> ((7/6 / ((4/9 - 1/6) - 2/9)) / 7/8)
[827956] ['1/6', '2/9', '4/9', '7/6', '7/9'] -> ((4/9 / ((2/9 / 7/6) - 1/6)) / 7/9)
[827964] ['1/6', '2/9', '4/9', '7/6', '9/7'] -> ((9/7 * 4/9) / ((2/9 / 7/6) - 1/6))
[827967] ['1/6', '2/9', '4/9', '7/8', '7/9'] -> (7/9 / ((1/6 * (4/9 - 2/9)) * 7/8))
[827968] ['1/6', '2/9', '4/9', '7/8', '8/3'] -> (8/3 / (2/9 * (7/8 - (1/6 / 4/9))))
[827970] ['1/6', '2/9', '4/9', '7/8', '8/7'] -> (8/7 / (1/6 * ((4/9 / 7/8) - 2/9)))
[827972] ['1/6', '2/9', '4/9', '7/8', '9/2'] -> (9/2 / (1/6 * ((4/9 / 2/9) - 7/8)))
[827980] ['1/6', '2/9', '4/9', '7/9', '8/7'] -> (((7/9 / (4/9 - 2/9)) / 1/6) * 8/7)
[827981] ['1/6', '2/9', '4/9', '7/9', '8/9'] -> (8/9 / (2/9 * ((7/9 - 1/6) - 4/9)))
[827993] ['1/6', '2/9', '4/9', '8/3', '9/5'] -> (((8/3 / (4/9 - 1/6)) / 2/9) / 9/5)
[827995] ['1/6', '2/9', '4/9', '8/3', '9/8'] -> (((9/8 * 8/3) * 4/9) / (2/9 - 1/6))
[827996] ['1/6', '2/9', '4/9', '8/5', '8/5'] -> (8/5 / (1/6 * ((4/9 / 2/9) - 8/5)))
[828001] ['1/6', '2/9', '4/9', '8/5', '9/5'] -> (((8/5 / (4/9 - 2/9)) / 1/6) / 9/5)
[828004] ['1/6', '2/9', '4/9', '8/7', '8/7'] -> (8/7 / (1/6 * ((4/9 * 8/7) - 2/9)))
[828009] ['1/6', '2/9', '4/9', '8/7', '9/7'] -> (((8/7 / (4/9 - 2/9)) / 1/6) / 9/7)
[828012] ['1/6', '2/9', '4/9', '8/9', '9/2'] -> ((4/9 / ((2/9 / 8/9) - 1/6)) * 9/2)
[828014] ['1/6', '2/9', '4/9', '8/9', '9/5'] -> (((2/9 + (8/9 / 4/9)) / 1/6) * 9/5)
[828016] ['1/6', '2/9', '4/9', '8/9', '9/8'] -> ((((8/9 / 2/9) - 4/9) / 1/6) * 9/8)
[828019] ['1/6', '2/9', '4/9', '9/2', '9/5'] -> (((2/9 + (4/9 * 9/2)) / 1/6) * 9/5)
[828025] ['1/6', '2/9', '4/9', '9/4', '9/8'] -> ((((4/9 * 9/4) / 1/6) / 2/9) / 9/8)
[828033] ['1/6', '2/9', '5/2', '5/2', '5/3'] -> ((((5/2 + 5/2) / 2/9) - 1/6) + 5/3)
[828034] ['1/6', '2/9', '5/2', '5/2', '5/4'] -> ((((1/6 + 5/2) * 5/2) / 2/9) / 5/4)
[828035] ['1/6', '2/9', '5/2', '5/2', '5/6'] -> ((5/2 + 5/6) / ((2/9 - 1/6) * 5/2))
[828052] ['1/6', '2/9', '5/2', '5/2', '9/2'] -> (((9/2 - 5/2) * (1/6 + 5/2)) / 2/9)
[828058] ['1/6', '2/9', '5/2', '5/3', '5/4'] -> ((((5/3 / 2/9) - 5/2) / 1/6) / 5/4)
[828059] ['1/6', '2/9', '5/2', '5/3', '5/6'] -> ((((1/6 + 5/2) * 5/3) / 2/9) / 5/6)
[828062] ['1/6', '2/9', '5/2', '5/3', '5/9'] -> ((((2/9 * 5/2) + 5/3) / 1/6) / 5/9)
[828063] ['1/6', '2/9', '5/2', '5/3', '6/5'] -> ((((1/6 + 5/2) * 5/3) / 2/9) * 6/5)
[828065] ['1/6', '2/9', '5/2', '5/3', '7/2'] -> (((5/3 / (2/9 - 1/6)) - 5/2) - 7/2)
[828075] ['1/6', '2/9', '5/2', '5/3', '8/9'] -> (((5/2 / (2/9 - 1/6)) / 5/3) * 8/9)
[828078] ['1/6', '2/9', '5/2', '5/3', '9/5'] -> ((((2/9 * 5/2) + 5/3) / 1/6) * 9/5)
[828080] ['1/6', '2/9', '5/2', '5/3', '9/8'] -> (((5/2 / (2/9 - 1/6)) / 5/3) / 9/8)
[828081] ['1/6', '2/9', '5/2', '5/4', '5/4'] -> ((5/2 / ((2/9 / 1/6) - 5/4)) / 5/4)
[828084] ['1/6', '2/9', '5/2', '5/4', '5/8'] -> ((((1/6 + 5/2) * 5/4) / 2/9) / 5/8)
[828086] ['1/6', '2/9', '5/2', '5/4', '6/5'] -> (((5/4 / (2/9 - 1/6)) - 5/2) * 6/5)
[828089] ['1/6', '2/9', '5/2', '5/4', '7/3'] -> (7/3 / ((1/6 - (2/9 / 5/2)) * 5/4))
[828096] ['1/6', '2/9', '5/2', '5/4', '8/5'] -> ((((1/6 + 5/2) * 5/4) / 2/9) * 8/5)
[828100] ['1/6', '2/9', '5/2', '5/4', '9/4'] -> ((((5/2 / 5/4) - 2/9) / 1/6) * 9/4)
[828104] ['1/6', '2/9', '5/2', '5/6', '5/6'] -> ((((5/6 / 1/6) / 2/9) - 5/2) / 5/6)
[828107] ['1/6', '2/9', '5/2', '5/6', '5/9'] -> ((((5/2 / 2/9) / 5/6) - 1/6) / 5/9)
[828116] ['1/6', '2/9', '5/2', '5/6', '7/9'] -> ((((5/2 + 5/6) - 2/9) / 1/6) / 7/9)
[828120] ['1/6', '2/9', '5/2', '5/6', '8/9'] -> (8/9 / (2/9 * ((5/6 / 5/2) - 1/6)))
[828122] ['1/6', '2/9', '5/2', '5/6', '9/4'] -> (((5/2 / (2/9 - 1/6)) / 5/6) / 9/4)
[828123] ['1/6', '2/9', '5/2', '5/6', '9/5'] -> ((((5/2 / 2/9) / 5/6) - 1/6) * 9/5)
[828124] ['1/6', '2/9', '5/2', '5/6', '9/7'] -> ((9/7 * ((5/2 + 5/6) - 2/9)) / 1/6)
[828125] ['1/6', '2/9', '5/2', '5/6', '9/8'] -> ((9/8 * ((2/9 + 5/2) + 5/6)) / 1/6)
[828127] ['1/6', '2/9', '5/2', '5/7', '5/8'] -> ((((5/2 / 5/7) - 1/6) / 2/9) / 5/8)
[828133] ['1/6', '2/9', '5/2', '5/7', '7/4'] -> ((((5/2 + 5/7) - 1/6) / 2/9) * 7/4)
[828139] ['1/6', '2/9', '5/2', '5/7', '8/5'] -> ((((5/2 / 5/7) - 1/6) / 2/9) * 8/5)
[828147] ['1/6', '2/9', '5/2', '5/8', '5/8'] -> (((5/2 / 2/9) + (5/8 / 1/6)) / 5/8)
[828149] ['1/6', '2/9', '5/2', '5/8', '6/5'] -> ((5/2 / ((1/6 / 2/9) - 5/8)) * 6/5)
[828151] ['1/6', '2/9', '5/2', '5/8', '7/2'] -> (7/2 / (((5/8 / 2/9) - 1/6) - 5/2))
[828155] ['1/6', '2/9', '5/2', '5/8', '7/6'] -> (7/6 / ((1/6 - (2/9 / 5/2)) * 5/8))
[828157] ['1/6', '2/9', '5/2', '5/8', '7/9'] -> (7/9 / (5/8 - (2/9 * (1/6 + 5/2))))
[828159] ['1/6', '2/9', '5/2', '5/8', '8/5'] -> (((5/2 / 2/9) + (5/8 / 1/6)) * 8/5)
[828175] ['1/6', '2/9', '5/2', '5/9', '7/8'] -> (((1/6 + (5/2 / 5/9)) / 2/9) / 7/8)
[828179] ['1/6', '2/9', '5/2', '5/9', '8/7'] -> (((1/6 + (5/2 / 5/9)) / 2/9) * 8/7)
[828182] ['1/6', '2/9', '5/2', '5/9', '9/4'] -> (((5/2 + (5/9 / 1/6)) / 2/9) - 9/4)
[828186] ['1/6', '2/9', '5/2', '6/5', '6/5'] -> (6/5 / ((1/6 / 6/5) - (2/9 / 5/2)))
[828199] ['1/6', '2/9', '5/2', '6/5', '9/2'] -> (((6/5 / 2/9) - (1/6 / 5/2)) * 9/2)
[828201] ['1/6', '2/9', '5/2', '6/5', '9/5'] -> ((((5/2 * 6/5) / 2/9) - 1/6) * 9/5)
[828203] ['1/6', '2/9', '5/2', '6/5', '9/8'] -> (((9/8 * 5/2) * (2/9 + 6/5)) / 1/6)
[828206] ['1/6', '2/9', '5/2', '6/7', '7/3'] -> ((((1/6 + 5/2) * 6/7) / 2/9) * 7/3)
[828212] ['1/6', '2/9', '5/2', '6/7', '8/3'] -> ((((5/2 - 1/6) * 6/7) / 2/9) * 8/3)
[828213] ['1/6', '2/9', '5/2', '6/7', '8/5'] -> (8/5 / ((1/6 - (2/9 / 5/2)) * 6/7))
[828215] ['1/6', '2/9', '5/2', '6/7', '8/9'] -> ((5/2 / ((2/9 / 6/7) - 1/6)) * 8/9)
[828220] ['1/6', '2/9', '5/2', '6/7', '9/8'] -> ((5/2 / ((2/9 / 6/7) - 1/6)) / 9/8)
[828223] ['1/6', '2/9', '5/2', '7/2', '7/4'] -> ((((1/6 + 5/2) * 7/2) / 2/9) / 7/4)
[828228] ['1/6', '2/9', '5/2', '7/2', '8/3'] -> ((7/2 / ((2/9 * 5/2) - 1/6)) * 8/3)
[828229] ['1/6', '2/9', '5/2', '7/2', '8/5'] -> (8/5 / ((7/2 / 5/2) - (2/9 / 1/6)))
[828232] ['1/6', '2/9', '5/2', '7/2', '9/2'] -> (((5/2 + 7/2) / (2/9 - 1/6)) / 9/2)
[828236] ['1/6', '2/9', '5/2', '7/2', '9/8'] -> ((((7/2 - 5/2) / 1/6) / 2/9) / 9/8)
[828240] ['1/6', '2/9', '5/2', '7/3', '7/6'] -> ((((1/6 + 5/2) * 7/3) / 2/9) / 7/6)
[828241] ['1/6', '2/9', '5/2', '7/3', '7/8'] -> ((((5/2 + 7/3) - 1/6) / 2/9) / 7/8)
[828242] ['1/6', '2/9', '5/2', '7/3', '7/9'] -> ((((2/9 + 5/2) / 1/6) + 7/3) / 7/9)
[828245] ['1/6', '2/9', '5/2', '7/3', '8/7'] -> ((((5/2 + 7/3) - 1/6) / 2/9) * 8/7)
[828246] ['1/6', '2/9', '5/2', '7/3', '8/9'] -> (((1/6 + (5/2 * 7/3)) / 2/9) * 8/9)
[828248] ['1/6', '2/9', '5/2', '7/3', '9/4'] -> (((7/3 - (2/9 * 5/2)) / 1/6) * 9/4)
[828250] ['1/6', '2/9', '5/2', '7/3', '9/7'] -> ((((2/9 + 5/2) / 1/6) + 7/3) * 9/7)
[828251] ['1/6', '2/9', '5/2', '7/3', '9/8'] -> (((1/6 + (5/2 * 7/3)) / 2/9) / 9/8)
[828255] ['1/6', '2/9', '5/2', '7/4', '7/8'] -> ((((1/6 + 5/2) * 7/4) / 2/9) / 7/8)
[828257] ['1/6', '2/9', '5/2', '7/4', '8/3'] -> ((7/4 / ((1/6 * 5/2) - 2/9)) * 8/3)
[828259] ['1/6', '2/9', '5/2', '7/4', '8/7'] -> ((((1/6 + 5/2) * 7/4) / 2/9) * 8/7)
[828262] ['1/6', '2/9', '5/2', '7/4', '9/4'] -> (((5/2 / 2/9) + (7/4 / 1/6)) + 9/4)
[828271] ['1/6', '2/9', '5/2', '7/5', '8/5'] -> ((((5/2 * 7/5) - 1/6) / 2/9) * 8/5)
[828282] ['1/6', '2/9', '5/2', '7/6', '8/3'] -> ((((5/2 - 1/6) / 2/9) / 7/6) * 8/3)
[828285] ['1/6', '2/9', '5/2', '7/6', '8/9'] -> ((5/2 / ((2/9 * 7/6) - 1/6)) * 8/9)
[828290] ['1/6', '2/9', '5/2', '7/6', '9/8'] -> ((5/2 / ((2/9 * 7/6) - 1/6)) / 9/8)
[828297] ['1/6', '2/9', '5/2', '7/8', '9/2'] -> (9/2 / ((2/9 - 1/6) * (5/2 + 7/8)))
[828300] ['1/6', '2/9', '5/2', '7/8', '9/7'] -> ((9/7 * (2/9 + 5/2)) / (1/6 * 7/8))
[828308] ['1/6', '2/9', '5/2', '7/9', '9/4'] -> (((5/2 - (1/6 * 7/9)) / 2/9) * 9/4)
[828315] ['1/6', '2/9', '5/2', '8/3', '8/9'] -> (((5/2 / 1/6) + (8/3 / 2/9)) * 8/9)
[828320] ['1/6', '2/9', '5/2', '8/3', '9/8'] -> (((5/2 / 1/6) + (8/3 / 2/9)) / 9/8)
[828334] ['1/6', '2/9', '5/2', '8/7', '9/7'] -> (((9/7 * 8/7) * (2/9 + 5/2)) / 1/6)
[828338] ['1/6', '2/9', '5/2', '8/9', '9/4'] -> ((((1/6 + 5/2) * 8/9) / 2/9) * 9/4)
[828343] ['1/6', '2/9', '5/2', '9/2', '9/4'] -> ((((9/2 - 2/9) - 5/2) / 1/6) * 9/4)
[828344] ['1/6', '2/9', '5/2', '9/2', '9/5'] -> ((((2/9 + 9/2) - 5/2) / 1/6) * 9/5)
[828348] ['1/6', '2/9', '5/2', '9/4', '9/5'] -> ((((5/2 / 2/9) + 9/4) - 1/6) * 9/5)
[828355] ['1/6', '2/9', '5/2', '9/7', '9/8'] -> ((5/2 / (2/9 - (1/6 / 9/7))) / 9/8)
[828358] ['1/6', '2/9', '5/3', '5/3', '5/4'] -> ((5/3 / ((1/6 * 5/3) - 2/9)) / 5/4)
[828362] ['1/6', '2/9', '5/3', '5/3', '5/9'] -> ((5/3 + 5/9) / ((2/9 - 1/6) * 5/3))
[828365] ['1/6', '2/9', '5/3', '5/3', '7/2'] -> ((2/9 + (5/3 * 5/3)) + (7/2 / 1/6))
[828371] ['1/6', '2/9', '5/3', '5/3', '7/9'] -> ((((5/3 + 5/3) - 2/9) / 1/6) / 7/9)
[828376] ['1/6', '2/9', '5/3', '5/3', '9/2'] -> (((9/2 / 1/6) - 2/9) - (5/3 * 5/3))
[828379] ['1/6', '2/9', '5/3', '5/3', '9/7'] -> ((((5/3 + 5/3) - 2/9) / 1/6) * 9/7)
[828382] ['1/6', '2/9', '5/3', '5/4', '5/6'] -> ((5/3 / ((2/9 / 1/6) - 5/4)) / 5/6)
[828386] ['1/6', '2/9', '5/3', '5/4', '6/5'] -> ((5/3 / ((2/9 / 1/6) - 5/4)) * 6/5)
[828389] ['1/6', '2/9', '5/3', '5/4', '7/3'] -> (7/3 / (2/9 - ((1/6 * 5/4) / 5/3)))
[828394] ['1/6', '2/9', '5/3', '5/4', '7/9'] -> (7/9 / (1/6 * ((5/3 - 2/9) - 5/4)))
[828400] ['1/6', '2/9', '5/3', '5/4', '9/4'] -> ((((5/4 / 1/6) - 5/3) / 2/9) - 9/4)
[828401] ['1/6', '2/9', '5/3', '5/4', '9/5'] -> (9/5 / ((1/6 * 5/4) - (2/9 / 5/3)))
[828420] ['1/6', '2/9', '5/3', '5/6', '8/9'] -> (8/9 / (5/3 * (2/9 - (1/6 / 5/6))))
[828433] ['1/6', '2/9', '5/3', '5/7', '7/4'] -> (((5/3 / (2/9 - 1/6)) / 5/7) / 7/4)
[828439] ['1/6', '2/9', '5/3', '5/7', '8/5'] -> (8/5 / ((2/9 / (5/3 - 5/7)) - 1/6))
[828443] ['1/6', '2/9', '5/3', '5/7', '9/4'] -> ((1/6 + ((5/3 / 2/9) / 5/7)) * 9/4)
[828451] ['1/6', '2/9', '5/3', '5/8', '7/2'] -> (((5/3 / (1/6 + 2/9)) / 5/8) * 7/2)
[828462] ['1/6', '2/9', '5/3', '5/8', '9/2'] -> (9/2 / ((1/6 + (2/9 / 5/3)) * 5/8))
[828478] ['1/6', '2/9', '5/3', '5/9', '8/5'] -> (8/5 / (1/6 - (2/9 / (5/3 + 5/9))))
[828482] ['1/6', '2/9', '5/3', '5/9', '9/4'] -> (((5/3 / (2/9 - 1/6)) / 5/9) / 9/4)
[828498] ['1/6', '2/9', '5/3', '6/5', '8/9'] -> (8/9 / (5/3 * (2/9 - (1/6 * 6/5))))
[828500] ['1/6', '2/9', '5/3', '6/5', '9/4'] -> ((((5/3 * 6/5) - 2/9) / 1/6) * 9/4)
[828501] ['1/6', '2/9', '5/3', '6/5', '9/5'] -> (((2/9 + (5/3 * 6/5)) / 1/6) * 9/5)
[828505] ['1/6', '2/9', '5/3', '6/7', '7/2'] -> ((7/2 * (5/3 - (1/6 * 6/7))) / 2/9)
[828510] ['1/6', '2/9', '5/3', '6/7', '7/8'] -> ((5/3 / (2/9 - (1/6 * 6/7))) / 7/8)
[828512] ['1/6', '2/9', '5/3', '6/7', '8/3'] -> (8/3 / (5/3 - ((2/9 / 1/6) / 6/7)))
[828523] ['1/6', '2/9', '5/3', '7/2', '7/4'] -> (((5/3 / 1/6) + (7/2 / 2/9)) - 7/4)
[828527] ['1/6', '2/9', '5/3', '7/2', '7/9'] -> ((((2/9 * 5/3) + 7/2) / 1/6) + 7/9)
[828529] ['1/6', '2/9', '5/3', '7/2', '8/5'] -> (((5/3 * 7/2) / (1/6 + 2/9)) * 8/5)
[828531] ['1/6', '2/9', '5/3', '7/2', '8/9'] -> (((1/6 + (5/3 * 7/2)) / 2/9) * 8/9)
[828533] ['1/6', '2/9', '5/3', '7/2', '9/4'] -> ((5/3 + (7/2 / (1/6 + 2/9))) * 9/4)
[828534] ['1/6', '2/9', '5/3', '7/2', '9/5'] -> ((((7/2 - 1/6) / 2/9) - 5/3) * 9/5)
[828536] ['1/6', '2/9', '5/3', '7/2', '9/8'] -> (((1/6 + (5/3 * 7/2)) / 2/9) / 9/8)
[828537] ['1/6', '2/9', '5/3', '7/3', '7/3'] -> (((5/3 + 7/3) / (1/6 + 2/9)) * 7/3)
[828538] ['1/6', '2/9', '5/3', '7/3', '7/4'] -> ((7/3 / ((1/6 * 5/3) - 2/9)) / 7/4)
[828544] ['1/6', '2/9', '5/3', '7/3', '8/5'] -> (8/5 / ((7/3 / 5/3) - (2/9 / 1/6)))
[828552] ['1/6', '2/9', '5/3', '7/4', '7/4'] -> ((5/3 / (1/6 - (2/9 / 7/4))) / 7/4)
[828556] ['1/6', '2/9', '5/3', '7/4', '7/9'] -> (7/9 / ((1/6 + 2/9) * (7/4 - 5/3)))
[828558] ['1/6', '2/9', '5/3', '7/4', '8/5'] -> (8/5 / (((2/9 * 7/4) / 5/3) - 1/6))
[828570] ['1/6', '2/9', '5/3', '7/5', '8/3'] -> (8/3 / (5/3 * (7/5 - (2/9 / 1/6))))
[828575] ['1/6', '2/9', '5/3', '7/5', '9/4'] -> ((1/6 + ((5/3 * 7/5) / 2/9)) * 9/4)
[828604] ['1/6', '2/9', '5/3', '7/9', '8/5'] -> (8/5 / (2/9 * ((7/9 / 5/3) - 1/6)))
[828605] ['1/6', '2/9', '5/3', '7/9', '8/7'] -> (8/7 / (((2/9 / 1/6) / 7/9) - 5/3))
[828606] ['1/6', '2/9', '5/3', '7/9', '8/9'] -> (8/9 / ((2/9 / 1/6) - (5/3 * 7/9)))
[828607] ['1/6', '2/9', '5/3', '7/9', '9/2'] -> (((1/6 + 5/3) + (7/9 / 2/9)) * 9/2)
[828609] ['1/6', '2/9', '5/3', '7/9', '9/5'] -> ((((5/3 + 7/9) - 2/9) / 1/6) * 9/5)
[828616] ['1/6', '2/9', '5/3', '8/3', '9/2'] -> ((8/3 / (2/9 + (1/6 * 5/3))) * 9/2)
[828618] ['1/6', '2/9', '5/3', '8/3', '9/5'] -> ((((8/3 / 1/6) / 2/9) / 5/3) / 9/5)
[828620] ['1/6', '2/9', '5/3', '8/3', '9/8'] -> ((((8/3 - 5/3) / 1/6) / 2/9) / 9/8)
[828624] ['1/6', '2/9', '5/3', '8/5', '9/2'] -> ((8/5 / (1/6 + (2/9 / 5/3))) * 9/2)
[828632] ['1/6', '2/9', '5/3', '8/7', '9/4'] -> (((5/3 / (2/9 - 1/6)) / 8/7) - 9/4)
[828643] ['1/6', '2/9', '5/3', '9/2', '9/4'] -> (((5/3 + (9/2 / 2/9)) - 1/6) + 9/4)
[828646] ['1/6', '2/9', '5/3', '9/2', '9/8'] -> ((((5/3 + 9/2) - 1/6) / 2/9) / 9/8)
[828660] ['1/6', '2/9', '5/4', '5/4', '5/8'] -> ((5/4 / ((2/9 / 1/6) - 5/4)) / 5/8)
[828671] ['1/6', '2/9', '5/4', '5/4', '8/3'] -> (8/3 / ((2/9 - (1/6 / 5/4)) * 5/4))
[828672] ['1/6', '2/9', '5/4', '5/4', '8/5'] -> ((5/4 / ((2/9 / 1/6) - 5/4)) * 8/5)
[828676] ['1/6', '2/9', '5/4', '5/4', '9/4'] -> ((((5/4 / 2/9) - 5/4) / 1/6) - 9/4)
[828679] ['1/6', '2/9', '5/4', '5/4', '9/8'] -> ((((5/4 / 1/6) / 2/9) / 5/4) / 9/8)
