[1916600] ['4/3', '7/8', '8/7', '9/2', '9/4'] -> 9/4 / (7/8 / (4/3 - 8/7) - 9/2)
[1917969] ['4/5', '4/5', '4/7', '5/8', '7/9'] -> 4/5 / (5/8 - 4/7) / 4/5 / 7/9
[1917971] ['4/5', '4/5', '4/7', '5/8', '8/5'] -> (4/5 + 8/5) / 4/7 / (4/5 - 5/8)
[1917975] ['4/5', '4/5', '4/7', '5/8', '9/4'] -> 9/4 / (5/8 / 4/7 - 4/5 / 4/5)
[1917976] ['4/5', '4/5', '4/7', '5/8', '9/5'] -> 9/5 / (4/5 * 5/8 / 4/7 - 4/5)
[1917991] ['4/5', '4/5', '4/7', '5/9', '8/7'] -> 8/7 / ((4/5 - 4/7 / 4/5) * 5/9)
[1917998] ['4/5', '4/5', '4/7', '6/5', '6/5'] -> 4/5 / (6/5 - 4/5 / 4/7 / 6/5)
[1918009] ['4/5', '4/5', '4/7', '6/5', '8/7'] -> 8/7 / (4/7 / 4/5 - 4/5 / 6/5)
[1918013] ['4/5', '4/5', '4/7', '6/5', '9/5'] -> 9/5 / (6/5 / (4/5 + 4/7) - 4/5)
[1918020] ['4/5', '4/5', '4/7', '6/7', '7/5'] -> 4/5 * 6/7 / (7/5 - 4/5 - 4/7)
[1918023] ['4/5', '4/5', '4/7', '6/7', '7/9'] -> 4/5 * 4/7 / 6/7 / (4/5 - 7/9)
[1918058] ['4/5', '4/5', '4/7', '7/3', '8/9'] -> (4/5 + 4/7 * 7/3) / (8/9 - 4/5)
[1918067] ['4/5', '4/5', '4/7', '7/4', '7/8'] -> (4/5 + 4/7 * 7/4) / (7/8 - 4/5)
[1918079] ['4/5', '4/5', '4/7', '7/5', '7/6'] -> 4/5 / (7/5 - 4/5 - 4/7) / 7/6
[1918093] ['4/5', '4/5', '4/7', '7/6', '7/9'] -> 4/5 * 4/7 * 7/6 / (4/5 - 7/9)
[1918104] ['4/5', '4/5', '4/7', '7/8', '7/9'] -> 4/5 / (7/8 - 4/5) / 4/7 / 7/9
[1918111] ['4/5', '4/5', '4/7', '7/8', '9/5'] -> 9/5 / ((4/5 - 4/7 / 4/5) * 7/8)
[1918112] ['4/5', '4/5', '4/7', '7/8', '9/7'] -> 4/5 / (7/8 - 4/5) / 4/7 * 9/7
[1918116] ['4/5', '4/5', '4/7', '7/9', '8/5'] -> 8/5 / ((4/5 - 4/7 / 4/5) * 7/9)
[1918138] ['4/5', '4/5', '4/7', '8/5', '9/5'] -> 9/5 / (4/5 / 4/7 / 8/5 - 4/5)
[1918145] ['4/5', '4/5', '4/7', '8/7', '9/5'] -> 8/7 / (4/5 - 4/7 / 4/5) * 9/5
[1918159] ['4/5', '4/5', '4/7', '9/4', '9/4'] -> 9/4 / (4/5 - 4/7 / 4/5) - 9/4
[1918177] ['4/5', '4/5', '4/9', '4/9', '6/5'] -> 4/5 / (4/9 / 4/9 / 6/5 - 4/5)
[1918235] ['4/5', '4/5', '4/9', '5/3', '8/3'] -> 8/3 / (5/3 - (4/5 + 4/9) / 4/5)
[1918236] ['4/5', '4/5', '4/9', '5/3', '8/5'] -> 4/5 * 5/3 / (4/5 / 8/5 - 4/9)
[1918280] ['4/5', '4/5', '4/9', '5/6', '8/3'] -> 8/3 / (4/5 * 5/6 - 4/9 / 4/5)
[1918299] ['4/5', '4/5', '4/9', '5/7', '7/8'] -> 4/5 / (4/5 - 5/7) / 4/9 / 7/8
[1918303] ['4/5', '4/5', '4/9', '5/7', '8/7'] -> 4/5 / (4/5 - 5/7) / 4/9 * 8/7
[1918315] ['4/5', '4/5', '4/9', '5/8', '7/3'] -> 4/5 / (4/5 - 5/8) / 4/9 * 7/3
[1918338] ['4/5', '4/5', '4/9', '5/9', '7/8'] -> (4/5 + 4/9 + 5/9) / (7/8 - 4/5)
[1918358] ['4/5', '4/5', '4/9', '6/5', '8/3'] -> 8/3 / (4/5 / 6/5 - 4/9 / 4/5)
[1918407] ['4/5', '4/5', '4/9', '7/3', '8/5'] -> 8/5 / (4/5 * 7/3 - 4/5 / 4/9)
[1918409] ['4/5', '4/5', '4/9', '7/3', '8/9'] -> 8/9 / (4/9 * 7/3 - 4/5 / 4/5)
[1918421] ['4/5', '4/5', '4/9', '7/4', '8/5'] -> 8/5 / 4/9 / (7/4 - 4/5 - 4/5)
[1918483] ['4/5', '4/5', '4/9', '8/3', '9/8'] -> (4/5 + 8/3) / 4/9 / (9/8 - 4/5)
[1918499] ['4/5', '4/5', '4/9', '8/9', '8/9'] -> (4/5 + 4/9 + 8/9) / (8/9 - 4/5)
[1918527] ['4/5', '4/5', '5/2', '5/2', '6/5'] -> 4/5 / (5/2 / 5/2 / 6/5 - 4/5)
[1918529] ['4/5', '4/5', '5/2', '5/2', '7/2'] -> (4/5 + 4/5) * 5/2 * (5/2 + 7/2)
[1918530] ['4/5', '4/5', '5/2', '5/2', '7/3'] -> (4/5 + 4/5) * 5/2 / (5/2 - 7/3)
[1918534] ['4/5', '4/5', '5/2', '5/2', '7/8'] -> (4/5 + 5/2 / 5/2) / (7/8 - 4/5)
[1918545] ['4/5', '4/5', '5/2', '5/3', '5/3'] -> 4/5 / (5/3 + 5/3 - 4/5 - 5/2)
[1918559] ['4/5', '4/5', '5/2', '5/3', '7/9'] -> 4/5 * 5/3 / 5/2 / (4/5 - 7/9)
[1918564] ['4/5', '4/5', '5/2', '5/3', '9/2'] -> (4/5 + 4/5 * 5/3) * 5/2 * 9/2
[1918574] ['4/5', '4/5', '5/2', '5/4', '6/5'] -> 6/5 / (4/5 + 5/4 - 4/5 * 5/2)
[1918576] ['4/5', '4/5', '5/2', '5/4', '7/2'] -> (5/2 + 7/2) / (5/4 - 4/5 / 4/5)
[1918594] ['4/5', '4/5', '5/2', '5/6', '5/8'] -> 5/2 / (4/5 / 4/5 - 5/6) / 5/8
[1918603] ['4/5', '4/5', '5/2', '5/6', '7/8'] -> 5/2 / 5/6 / (4/5 / 4/5 - 7/8)
[1918609] ['4/5', '4/5', '5/2', '5/6', '9/2'] -> (4/5 + 4/5) * (5/2 + 5/6) * 9/2
[1918613] ['4/5', '4/5', '5/2', '5/6', '9/8'] -> 5/2 / 5/6 / (9/8 - 4/5 / 4/5)
[1918643] ['4/5', '4/5', '5/2', '5/8', '7/6'] -> 5/2 / 5/8 / (7/6 - 4/5 / 4/5)
[1918654] ['4/5', '4/5', '5/2', '5/8', '9/8'] -> 9/8 / (5/2 * (4/5 - 5/8 / 4/5))
[1918679] ['4/5', '4/5', '5/2', '6/5', '7/5'] -> 6/5 / (4/5 + 7/5 / 4/5 - 5/2)
[1918681] ['4/5', '4/5', '5/2', '6/5', '7/8'] -> 5/2 * 6/5 / (4/5 / 4/5 - 7/8)
[1918683] ['4/5', '4/5', '5/2', '6/5', '8/3'] -> 6/5 / (4/5 - 4/5 * 5/2 / 8/3)
[1918691] ['4/5', '4/5', '5/2', '6/5', '9/8'] -> 5/2 * 6/5 / (9/8 - 4/5 / 4/5)
[1918716] ['4/5', '4/5', '5/2', '7/2', '8/3'] -> (4/5 + 4/5 * 7/2) * 5/2 * 8/3
[1918718] ['4/5', '4/5', '5/2', '7/2', '8/7'] -> 5/2 * 7/2 * (4/5 + 4/5 + 8/7)
[1918732] ['4/5', '4/5', '5/2', '7/3', '8/5'] -> 8/5 / (4/5 / 4/5 - 7/3 / 5/2)
[1918746] ['4/5', '4/5', '5/2', '7/4', '8/5'] -> (4/5 + 8/5) / (4/5 - 7/4 / 5/2)
[1918751] ['4/5', '4/5', '5/2', '7/4', '9/5'] -> 9/5 / (7/4 / 4/5 / 5/2 - 4/5)
[1918770] ['4/5', '4/5', '5/2', '7/6', '8/3'] -> (4/5 + 5/2) / (7/6 - 4/5) * 8/3
[1918771] ['4/5', '4/5', '5/2', '7/6', '8/5'] -> 5/2 * 8/5 / (7/6 - 4/5 / 4/5)
[1918781] ['4/5', '4/5', '5/2', '7/8', '8/3'] -> 4/5 * 5/2 / (7/8 - 4/5) - 8/3
[1918801] ['4/5', '4/5', '5/2', '8/3', '8/5'] -> 8/5 / (8/3 / 5/2 - 4/5 / 4/5)
[1918809] ['4/5', '4/5', '5/2', '8/5', '8/5'] -> (4/5 + 8/5) / (5/2 - 4/5 - 8/5)
[1918812] ['4/5', '4/5', '5/2', '8/5', '9/2'] -> 8/5 / (4/5 - (4/5 + 5/2) / 9/2)
[1918813] ['4/5', '4/5', '5/2', '8/5', '9/4'] -> (4/5 + 8/5) / (9/4 / 5/2 - 4/5)
[1918814] ['4/5', '4/5', '5/2', '8/5', '9/5'] -> (4/5 + 8/5) / (4/5 + 9/5 - 5/2)
[1918834] ['4/5', '4/5', '5/2', '9/2', '9/8'] -> (4/5 + 5/2 + 9/2) / (9/8 - 4/5)
[1918836] ['4/5', '4/5', '5/2', '9/4', '9/5'] -> 9/5 / (5/2 / 4/5 - 4/5 - 9/4)
[1918851] ['4/5', '4/5', '5/3', '5/3', '6/5'] -> 4/5 / (5/3 / 5/3 / 6/5 - 4/5)
[1918858] ['4/5', '4/5', '5/3', '5/3', '7/8'] -> (4/5 + 5/3 / 5/3) / (7/8 - 4/5)
[1918861] ['4/5', '4/5', '5/3', '5/3', '8/5'] -> 5/3 / (5/3 - 8/5) - 4/5 / 4/5
[1918864] ['4/5', '4/5', '5/3', '5/3', '9/2'] -> (4/5 + 4/5) * (5/3 + 5/3) * 9/2
[1918878] ['4/5', '4/5', '5/3', '5/4', '7/4'] -> (4/5 + 4/5) * 5/4 / (7/4 - 5/3)
[1918883] ['4/5', '4/5', '5/3', '5/4', '8/3'] -> 8/3 / (4/5 / (5/4 - 4/5) - 5/3)
[1918884] ['4/5', '4/5', '5/3', '5/4', '8/5'] -> 8/5 / 4/5 / (4/5 * 5/3 - 5/4)
[1918886] ['4/5', '4/5', '5/3', '5/4', '8/9'] -> (4/5 + 5/3 / 5/4) / (8/9 - 4/5)
[1918899] ['4/5', '4/5', '5/3', '5/6', '7/3'] -> (5/3 + 7/3) / (4/5 / 4/5 - 5/6)
[1918963] ['4/5', '4/5', '5/3', '5/9', '7/8'] -> 5/3 / 5/9 / (4/5 / 4/5 - 7/8)
[1918965] ['4/5', '4/5', '5/3', '5/9', '8/3'] -> 8/3 / (5/3 - 4/5 / 4/5 - 5/9)
[1918968] ['4/5', '4/5', '5/3', '5/9', '8/9'] -> 8/9 / ((5/3 - 4/5 - 4/5) * 5/9)
[1918973] ['4/5', '4/5', '5/3', '5/9', '9/8'] -> 5/3 / 5/9 / (9/8 - 4/5 / 4/5)
[1918983] ['4/5', '4/5', '5/3', '6/5', '8/3'] -> 6/5 / (4/5 * 8/3 - 5/3 / 4/5)
[1918993] ['4/5', '4/5', '5/3', '6/7', '7/2'] -> 4/5 / (5/3 - 4/5 - 6/7) / 7/2
[1919001] ['4/5', '4/5', '5/3', '6/7', '8/5'] -> 8/5 / (4/5 + 4/5 / 6/7 - 5/3)
[1919028] ['4/5', '4/5', '5/3', '7/3', '7/6'] -> (5/3 + 7/3) / (7/6 - 4/5 / 4/5)
[1919046] ['4/5', '4/5', '5/3', '7/4', '8/5'] -> 8/5 / (4/5 * 7/4 - 4/5 * 5/3)
[1919047] ['4/5', '4/5', '5/3', '7/4', '8/7'] -> 8/7 / (4/5 / 4/5 - 5/3 / 7/4)
[1919050] ['4/5', '4/5', '5/3', '7/4', '9/4'] -> 7/4 / (5/3 - 4/5 - 4/5) - 9/4
[1919056] ['4/5', '4/5', '5/3', '7/5', '7/8'] -> 7/5 / (5/3 - 4/5 - 4/5) / 7/8
[1919059] ['4/5', '4/5', '5/3', '7/5', '8/5'] -> 8/5 / 4/5 / (7/5 / 4/5 - 5/3)
[1919060] ['4/5', '4/5', '5/3', '7/5', '8/7'] -> 7/5 / (5/3 - 4/5 - 4/5) * 8/7
[1919076] ['4/5', '4/5', '5/3', '7/6', '9/5'] -> 9/5 / (7/6 / 4/5 / 5/3 - 4/5)
[1919081] ['4/5', '4/5', '5/3', '7/8', '8/3'] -> (4/5 / (7/8 - 4/5) - 5/3) * 8/3
[1919083] ['4/5', '4/5', '5/3', '7/8', '8/7'] -> 8/7 / (4/5 + 4/5 / 7/8 - 5/3)
[1919087] ['4/5', '4/5', '5/3', '7/8', '9/5'] -> 5/3 * 9/5 / (4/5 / 4/5 - 7/8)
[1919112] ['4/5', '4/5', '5/3', '8/5', '9/2'] -> (4/5 + 4/5 + 8/5) * 5/3 * 9/2
[1919114] ['4/5', '4/5', '5/3', '8/5', '9/5'] -> (4/5 + 4/5 + 8/5) / (9/5 - 5/3)
[1919117] ['4/5', '4/5', '5/3', '8/7', '8/7'] -> 8/7 / (4/5 * 8/7 - (5/3 - 4/5))
[1919127] ['4/5', '4/5', '5/3', '8/9', '9/5'] -> 8/9 / (5/3 - 4/5 - 4/5) * 9/5
[1919156] ['4/5', '4/5', '5/4', '5/4', '7/6'] -> (4/5 + 4/5) * 5/4 / (5/4 - 7/6)
[1919157] ['4/5', '4/5', '5/4', '5/4', '7/8'] -> (4/5 + 5/4 / 5/4) / (7/8 - 4/5)
[1919168] ['4/5', '4/5', '5/4', '5/6', '5/6'] -> 5/6 / (5/6 - 4/5) - 4/5 * 5/4
[1919180] ['4/5', '4/5', '5/4', '5/6', '7/9'] -> 4/5 * 5/6 / 5/4 / (4/5 - 7/9)
[1919194] ['4/5', '4/5', '5/4', '5/7', '6/7'] -> (4/5 + 5/7 / 5/4) / (6/7 - 4/5)
[1919213] ['4/5', '4/5', '5/4', '5/8', '6/5'] -> 6/5 / (4/5 * 5/8 - (5/4 - 4/5))
[1919222] ['4/5', '4/5', '5/4', '5/8', '8/3'] -> 4/5 / (4/5 / 5/8 - 5/4) - 8/3
[1919239] ['4/5', '4/5', '5/4', '5/9', '7/8'] -> 4/5 * 5/4 / 5/9 / (7/8 - 4/5)
[1919241] ['4/5', '4/5', '5/4', '5/9', '8/3'] -> 8/3 / ((4/5 * 5/4 - 4/5) * 5/9)
[1919254] ['4/5', '4/5', '5/4', '6/5', '7/4'] -> 6/5 / (4/5 * 5/4 + 4/5 - 7/4)
[1919258] ['4/5', '4/5', '5/4', '6/5', '7/9'] -> 4/5 / 5/4 / 6/5 / (4/5 - 7/9)
[1919277] ['4/5', '4/5', '5/4', '6/7', '8/5'] -> 8/5 / (4/5 * 5/4 - 4/5 / 6/7)
[1919288] ['4/5', '4/5', '5/4', '7/2', '7/5'] -> (4/5 + 4/5 * 7/2) / (7/5 - 5/4)
[1919308] ['4/5', '4/5', '5/4', '7/3', '8/5'] -> 8/5 / (4/5 * (7/3 - 5/4) - 4/5)
[1919319] ['4/5', '4/5', '5/4', '7/4', '7/8'] -> (5/4 + 7/4) / (4/5 / 4/5 - 7/8)
[1919329] ['4/5', '4/5', '5/4', '7/4', '9/8'] -> (5/4 + 7/4) / (9/8 - 4/5 / 4/5)
[1919338] ['4/5', '4/5', '5/4', '7/5', '9/2'] -> 9/2 / (7/5 / 4/5 - 5/4 / 4/5)
[1919339] ['4/5', '4/5', '5/4', '7/5', '9/4'] -> (4/5 + 4/5) * 9/4 / (7/5 - 5/4)
[1919342] ['4/5', '4/5', '5/4', '7/5', '9/8'] -> (4/5 + 4/5 + 7/5) / (5/4 - 9/8)
[1919358] ['4/5', '4/5', '5/4', '7/8', '8/5'] -> (4/5 + 8/5) / (4/5 - 7/8 / 5/4)
[1919379] ['4/5', '4/5', '5/4', '8/3', '8/9'] -> 8/3 / 5/4 / (4/5 - 4/5 * 8/9)
[1919381] ['4/5', '4/5', '5/4', '8/3', '9/4'] -> 8/3 / (5/4 - 4/5 / 4/5) * 9/4
[1919382] ['4/5', '4/5', '5/4', '8/3', '9/5'] -> 8/3 / (4/5 * 5/4 - 4/5) * 9/5
[1919384] ['4/5', '4/5', '5/4', '8/3', '9/8'] -> 8/3 / 5/4 / (4/5 - 4/5 / 9/8)
[1919387] ['4/5', '4/5', '5/4', '8/5', '8/9'] -> 4/5 / (8/5 - 5/4 / 4/5) / 8/9
[1919388] ['4/5', '4/5', '5/4', '8/5', '9/2'] -> (4/5 + 8/5) / (5/4 - 4/5) * 9/2
[1919396] ['4/5', '4/5', '5/4', '8/7', '9/4'] -> 9/4 / (5/4 / 8/7 - 4/5 / 4/5)
[1919397] ['4/5', '4/5', '5/4', '8/7', '9/5'] -> 9/5 / (4/5 * 5/4 / 8/7 - 4/5)
[1919432] ['4/5', '4/5', '5/6', '5/6', '7/8'] -> (4/5 + 5/6 / 5/6) / (7/8 - 4/5)
[1919434] ['4/5', '4/5', '5/6', '5/6', '8/3'] -> 8/3 / (4/5 - 4/5 * 5/6) / 5/6
[1919437] ['4/5', '4/5', '5/6', '5/6', '8/9'] -> (4/5 + 4/5) * 5/6 / (8/9 - 5/6)
[1919457] ['4/5', '4/5', '5/6', '5/7', '8/7'] -> 8/7 / 4/5 / (5/7 / 4/5 - 5/6)
[1919473] ['4/5', '4/5', '5/6', '5/8', '7/8'] -> (4/5 + 4/5) * 5/8 / (7/8 - 5/6)
[1919478] ['4/5', '4/5', '5/6', '5/8', '8/9'] -> (4/5 + 5/6 / 5/8) / (8/9 - 4/5)
[1919493] ['4/5', '4/5', '5/6', '5/9', '7/9'] -> 4/5 * 5/9 / 5/6 / (4/5 - 7/9)
[1919494] ['4/5', '4/5', '5/6', '5/9', '8/3'] -> 8/3 / 4/5 / (5/6 - 5/9 / 4/5)
[1919513] ['4/5', '4/5', '5/6', '6/5', '8/5'] -> 8/5 / (5/6 - 4/5) / (4/5 + 6/5)
[1919515] ['4/5', '4/5', '5/6', '6/5', '8/9'] -> (4/5 + 4/5) / 6/5 / (8/9 - 5/6)
[1919524] ['4/5', '4/5', '5/6', '6/7', '7/4'] -> 4/5 / (6/7 - 5/6) / 4/5 / 7/4
[1919529] ['4/5', '4/5', '5/6', '6/7', '8/3'] -> 8/3 / (5/6 * (4/5 / 6/7 - 4/5))
[1919530] ['4/5', '4/5', '5/6', '6/7', '8/5'] -> (4/5 + 8/5) / (4/5 / 6/7 - 5/6)
[1919543] ['4/5', '4/5', '5/6', '7/2', '7/8'] -> 7/2 / (4/5 / 4/5 - 5/6) / 7/8
[1919547] ['4/5', '4/5', '5/6', '7/2', '8/7'] -> 7/2 / (4/5 / 4/5 - 5/6) * 8/7
[1919549] ['4/5', '4/5', '5/6', '7/2', '9/2'] -> (4/5 / 4/5 + 5/6 + 7/2) * 9/2
[1919550] ['4/5', '4/5', '5/6', '7/2', '9/4'] -> 7/2 / (4/5 - 4/5 * 5/6) - 9/4
[1919599] ['4/5', '4/5', '5/6', '7/6', '8/3'] -> 8/3 / 5/6 / (4/5 * 7/6 - 4/5)
[1919600] ['4/5', '4/5', '5/6', '7/6', '8/5'] -> (4/5 + 8/5) / (4/5 * 7/6 - 5/6)
[1919616] ['4/5', '4/5', '5/6', '7/8', '9/5'] -> 7/8 / (5/6 - 4/5) - 9/5 / 4/5
[1919621] ['4/5', '4/5', '5/6', '7/9', '8/5'] -> 8/5 / (4/5 / 4/5 - 7/9 / 5/6)
[1919626] ['4/5', '4/5', '5/6', '7/9', '9/5'] -> 4/5 / (4/5 - 7/9) / 5/6 / 9/5
[1919633] ['4/5', '4/5', '5/6', '8/3', '9/2'] -> 9/2 / (4/5 - (4/5 + 5/6) / 8/3)
[1919637] ['4/5', '4/5', '5/6', '8/3', '9/8'] -> (4/5 / (5/6 - 4/5) - 8/3) * 9/8
[1919640] ['4/5', '4/5', '5/6', '8/5', '8/9'] -> (4/5 + 5/6 * 8/5) / (8/9 - 4/5)
[1919654] ['4/5', '4/5', '5/6', '8/9', '9/2'] -> 8/9 / (4/5 / 4/5 - 5/6) * 9/2
[1919663] ['4/5', '4/5', '5/6', '9/2', '9/8'] -> 9/2 / (4/5 / 4/5 - 5/6) / 9/8
[1919683] ['4/5', '4/5', '5/7', '5/7', '7/6'] -> 4/5 / 5/7 / (7/6 - 4/5 / 5/7)
[1919684] ['4/5', '4/5', '5/7', '5/7', '7/8'] -> (4/5 + 5/7 / 5/7) / (7/8 - 4/5)
[1919708] ['4/5', '4/5', '5/7', '5/8', '8/7'] -> (4/5 / 4/5 + 8/7) / (5/7 - 5/8)
[1919711] ['4/5', '4/5', '5/7', '5/8', '9/4'] -> 4/5 * 9/4 / (5/8 / 5/7 - 4/5)
[1919713] ['4/5', '4/5', '5/7', '5/8', '9/7'] -> 9/7 / 4/5 / (5/8 / 4/5 - 5/7)
[1919735] ['4/5', '4/5', '5/7', '6/5', '6/7'] -> 6/7 / (6/5 / (4/5 + 4/5) - 5/7)
[1919752] ['4/5', '4/5', '5/7', '6/7', '6/7'] -> 4/5 * 6/7 / (5/7 - 4/5 * 6/7)
[1919757] ['4/5', '4/5', '5/7', '6/7', '7/6'] -> 4/5 / (5/7 - 4/5 * 6/7) / 7/6
[1919792] ['4/5', '4/5', '5/7', '7/3', '8/5'] -> 8/5 / (5/7 * 7/3 - 4/5 - 4/5)
[1919809] ['4/5', '4/5', '5/7', '7/4', '9/2'] -> 4/5 / (4/5 - 5/7) / 7/4 * 9/2
[1919816] ['4/5', '4/5', '5/7', '7/5', '7/8'] -> (4/5 + 5/7 * 7/5) / (7/8 - 4/5)
[1919827] ['4/5', '4/5', '5/7', '7/6', '7/6'] -> 4/5 / (5/7 - 4/5 / 7/6) / 7/6
[1919846] ['4/5', '4/5', '5/7', '7/8', '9/4'] -> 4/5 / (4/5 - 5/7) / 7/8 * 9/4
[1919863] ['4/5', '4/5', '5/7', '8/3', '8/9'] -> 4/5 * 8/3 / (4/5 - 5/7) - 8/9
[1919864] ['4/5', '4/5', '5/7', '8/3', '9/2'] -> (4/5 + 4/5 + 8/3 / 5/7) * 9/2
[1919880] ['4/5', '4/5', '5/7', '8/7', '9/4'] -> 4/5 * 8/7 / (4/5 - 5/7) * 9/4
[1919896] ['4/5', '4/5', '5/7', '9/4', '9/5'] -> 9/4 / (4/5 - 5/7) - 9/5 / 4/5
[1919902] ['4/5', '4/5', '5/7', '9/7', '9/7'] -> 4/5 * (9/7 + 9/7) / (4/5 - 5/7)
[1919914] ['4/5', '4/5', '5/8', '5/8', '7/8'] -> (4/5 + 5/8 / 5/8) / (7/8 - 4/5)
[1919920] ['4/5', '4/5', '5/8', '5/8', '9/2'] -> 9/2 / (4/5 - 4/5 * 5/8) / 5/8
[1919953] ['4/5', '4/5', '5/8', '6/5', '8/3'] -> 6/5 / (4/5 - 5/8 / 4/5) / 8/3
[1919974] ['4/5', '4/5', '5/8', '6/7', '9/2'] -> 4/5 / (4/5 - 5/8) / 6/7 * 9/2
[1919993] ['4/5', '4/5', '5/8', '7/2', '9/7'] -> 9/7 / (4/5 / 7/2 - (4/5 - 5/8))
[1919995] ['4/5', '4/5', '5/8', '7/3', '7/3'] -> (4/5 * 7/3 + 7/3) / (4/5 - 5/8)
[1920006] ['4/5', '4/5', '5/8', '7/3', '9/4'] -> 4/5 * 7/3 / (4/5 - 5/8) * 9/4
[1920016] ['4/5', '4/5', '5/8', '7/4', '8/5'] -> (4/5 + 8/5) / ((4/5 - 5/8) / 7/4)
[1920021] ['4/5', '4/5', '5/8', '7/4', '9/5'] -> 9/5 / (4/5 * 5/8 * 7/4 - 4/5)
[1920022] ['4/5', '4/5', '5/8', '7/4', '9/7'] -> 9/7 / (5/8 - 4/5 / 4/5 / 7/4)
[1920033] ['4/5', '4/5', '5/8', '7/5', '9/4'] -> 4/5 * 9/4 / (5/8 * 7/5 - 4/5)
[1920044] ['4/5', '4/5', '5/8', '7/6', '9/2'] -> 4/5 * 7/6 / (4/5 - 5/8) * 9/2
[1920050] ['4/5', '4/5', '5/8', '7/8', '7/9'] -> 4/5 / (4/5 - 7/9) / (5/8 + 7/8)
[1920056] ['4/5', '4/5', '5/8', '7/8', '9/4'] -> 4/5 * 9/4 / (4/5 * 7/8 - 5/8)
[1920057] ['4/5', '4/5', '5/8', '7/8', '9/5'] -> 9/5 / 4/5 / (7/8 - 5/8 / 4/5)
[1920061] ['4/5', '4/5', '5/8', '7/9', '8/3'] -> 8/3 / (5/8 * (4/5 - 4/5 * 7/9))
[1920071] ['4/5', '4/5', '5/8', '8/3', '8/5'] -> 8/5 / (5/8 * 8/3 - 4/5 - 4/5)
[1920077] ['4/5', '4/5', '5/8', '8/3', '9/7'] -> 8/3 / 5/8 / (4/5 - 4/5 / 9/7)
[1920090] ['4/5', '4/5', '5/8', '8/7', '9/4'] -> 4/5 * 9/4 / (4/5 / 8/7 - 5/8)
[1920100] ['4/5', '4/5', '5/8', '9/2', '9/2'] -> (9/2 + 9/2) / (4/5 / 4/5 - 5/8)
[1920123] ['4/5', '4/5', '5/9', '5/9', '7/8'] -> (4/5 + 5/9 / 5/9) / (7/8 - 4/5)
[1920142] ['4/5', '4/5', '5/9', '6/5', '7/9'] -> 4/5 * 5/9 * 6/5 / (4/5 - 7/9)
[1920143] ['4/5', '4/5', '5/9', '6/5', '8/3'] -> 8/3 / 5/9 / (6/5 - 4/5 / 4/5)
[1920241] ['4/5', '4/5', '5/9', '7/8', '8/3'] -> (4/5 + 8/3) / (4/5 * 7/8 - 5/9)
[1920251] ['4/5', '4/5', '5/9', '7/9', '8/3'] -> 8/3 / ((4/5 + 4/5) * 5/9 - 7/9)
[1920252] ['4/5', '4/5', '5/9', '7/9', '8/5'] -> 8/5 / 4/5 / (7/9 - 5/9 / 4/5)
[1920254] ['4/5', '4/5', '5/9', '7/9', '8/9'] -> (4/5 + 5/9 + 7/9) / (8/9 - 4/5)
[1920266] ['4/5', '4/5', '5/9', '8/3', '9/5'] -> 8/3 / 5/9 / (9/5 - 4/5 - 4/5)
[1920305] ['4/5', '4/5', '6/5', '6/5', '6/5'] -> 4/5 / (6/5 / 6/5 / 6/5 - 4/5)
[1920309] ['4/5', '4/5', '6/5', '6/5', '7/4'] -> 4/5 / (6/5 - 4/5 * 7/4 / 6/5)
[1920323] ['4/5', '4/5', '6/5', '6/7', '6/7'] -> 4/5 / (6/7 / 6/5 / 6/7 - 4/5)
[1920331] ['4/5', '4/5', '6/5', '6/7', '8/3'] -> 6/5 * 8/3 / (4/5 / 6/7 - 4/5)
[1920333] ['4/5', '4/5', '6/5', '6/7', '8/7'] -> (4/5 + 4/5) * 6/7 / (6/5 - 8/7)
[1920334] ['4/5', '4/5', '6/5', '6/7', '8/9'] -> (6/5 + 4/5 / 6/7) / (8/9 - 4/5)
[1920336] ['4/5', '4/5', '6/5', '6/7', '9/4'] -> 6/5 / (6/7 - 4/5) / 4/5 - 9/4
[1920352] ['4/5', '4/5', '6/5', '7/2', '9/4'] -> 7/2 / (4/5 - 4/5 / 6/5) - 9/4
[1920380] ['4/5', '4/5', '6/5', '7/4', '9/2'] -> 9/2 / (7/4 / 4/5 - 4/5 - 6/5)
[1920382] ['4/5', '4/5', '6/5', '7/4', '9/5'] -> 9/5 / (7/4 / (4/5 + 6/5) - 4/5)
[1920385] ['4/5', '4/5', '6/5', '7/5', '7/5'] -> 4/5 / (7/5 / 6/5 / 7/5 - 4/5)
[1920391] ['4/5', '4/5', '6/5', '7/5', '8/7'] -> (4/5 + 4/5 / 7/5) / (6/5 - 8/7)
[1920401] ['4/5', '4/5', '6/5', '7/6', '8/3'] -> 6/5 * 8/3 / (4/5 * 7/6 - 4/5)
[1920404] ['4/5', '4/5', '6/5', '7/6', '8/9'] -> (6/5 + 4/5 * 7/6) / (8/9 - 4/5)
[1920412] ['4/5', '4/5', '6/5', '7/8', '8/3'] -> (4/5 + 6/5) / (7/8 - 4/5) - 8/3
[1920418] ['4/5', '4/5', '6/5', '7/8', '9/5'] -> (6/5 + 9/5) / (4/5 / 4/5 - 7/8)
[1920428] ['4/5', '4/5', '6/5', '7/9', '9/5'] -> 4/5 * 6/5 / (4/5 - 7/9) / 9/5
