[13] ['1/2', '1/2', '1/2', '1/2', '3/2'] -> 3/2 / 1/2 / 1/2 / 1/2 / 1/2
[1432] ['1/2', '1/2', '1/3', '2/5', '5/9'] -> (1/2 + 1/3 / 2/5) / (5/9 - 1/2)
[1487] ['1/2', '1/2', '1/3', '2/9', '2/9'] -> 2/9 / (1/2 * 1/2 - 2/9) / 1/3
[1488] ['1/2', '1/2', '1/3', '2/9', '3/2'] -> (3/2 / 1/2 - 1/3) / 1/2 / 2/9
[1504] ['1/2', '1/2', '1/3', '2/9', '6/5'] -> 1/3 / (2/9 - 1/2 * 1/2 / 6/5)
[1511] ['1/2', '1/2', '1/3', '2/9', '7/8'] -> 1/3 / (1/2 - 1/2 * 7/8) / 2/9
[1515] ['1/2', '1/2', '1/3', '2/9', '8/7'] -> 1/3 / (1/2 - 1/2 / 8/7) / 2/9
[1518] ['1/2', '1/2', '1/3', '2/9', '9/4'] -> (1/2 + 1/3 + 9/4 / 1/2) / 2/9
[1520] ['1/2', '1/2', '1/3', '2/9', '9/7'] -> 2/9 / (1/3 / 9/7 - 1/2 * 1/2)
[1521] ['1/2', '1/2', '1/3', '2/9', '9/8'] -> 1/3 / (1/2 * 9/8 - 1/2) / 2/9
[1522] ['1/2', '1/2', '1/3', '3/2', '3/2'] -> (3/2 / 1/3 + 3/2) / 1/2 / 1/2
[1528] ['1/2', '1/2', '1/3', '3/2', '4/5'] -> (1/2 + 3/2) / (1/2 - 1/3 / 4/5)
[1529] ['1/2', '1/2', '1/3', '3/2', '4/7'] -> (1/2 + 3/2) / (1/3 / 4/7 - 1/2)
[1534] ['1/2', '1/2', '1/3', '3/2', '5/6'] -> (1/2 + 3/2) / (1/2 * 5/6 - 1/3)
[1538] ['1/2', '1/2', '1/3', '3/2', '6/5'] -> (1/2 + 3/2) / (1/2 / 6/5 - 1/3)
[1546] ['1/2', '1/2', '1/3', '3/2', '7/9'] -> 1/3 / (7/9 - 1/2 * 3/2) / 1/2
[1548] ['1/2', '1/2', '1/3', '3/2', '8/5'] -> 3/2 / (1/2 - 1/2 / 8/5) / 1/3
[1550] ['1/2', '1/2', '1/3', '3/2', '8/9'] -> 3/2 / (1/2 - 1/3 / 8/9) / 1/2
[1556] ['1/2', '1/2', '1/3', '3/4', '3/4'] -> 1/2 / (3/4 * 3/4 - 1/2) / 1/3
[1571] ['1/2', '1/2', '1/3', '3/4', '6/5'] -> 1/2 / (1/3 - 1/2 * 3/4 / 6/5)
[1575] ['1/2', '1/2', '1/3', '3/4', '7/4'] -> (3/4 + 7/4 / 1/3) / 1/2 / 1/2
[1581] ['1/2', '1/2', '1/3', '3/4', '8/5'] -> 8/5 / (1/2 / (1/2 + 3/4) - 1/3)
[1583] ['1/2', '1/2', '1/3', '3/4', '8/9'] -> 1/3 / (8/9 - 1/2 * 3/4 - 1/2)
[1585] ['1/2', '1/2', '1/3', '3/4', '9/4'] -> (9/4 / 1/3 - 3/4) / 1/2 / 1/2
[1587] ['1/2', '1/2', '1/3', '3/4', '9/7'] -> 1/3 / (1/2 / 9/7 - 1/2 * 3/4)
[1590] ['1/2', '1/2', '1/3', '3/5', '3/7'] -> 1/3 / (1/2 - 1/2 / (3/5 + 3/7))
[1596] ['1/2', '1/2', '1/3', '3/5', '5/2'] -> (5/2 / 1/3 / 3/5 - 1/2) / 1/2
[1599] ['1/2', '1/2', '1/3', '3/5', '5/6'] -> (1/2 + 5/6) / (1/3 / 3/5 - 1/2)
[1604] ['1/2', '1/2', '1/3', '3/5', '6/7'] -> 6/7 / (1/2 / (1/3 + 3/5) - 1/2)
[1618] ['1/2', '1/2', '1/3', '3/5', '9/5'] -> (3/5 + 9/5 / 1/3) / (1/2 * 1/2)
[1619] ['1/2', '1/2', '1/3', '3/5', '9/7'] -> 3/5 / (1/2 / (9/7 - 1/3) - 1/2)
[1640] ['1/2', '1/2', '1/3', '3/7', '7/6'] -> 7/6 / (3/7 - 1/3) / 1/2 - 1/2
[1641] ['1/2', '1/2', '1/3', '3/7', '7/8'] -> 1/2 / (1/2 - 3/7) / 1/3 / 7/8
[1652] ['1/2', '1/2', '1/3', '3/8', '3/8'] -> 1/2 / (3/8 - 1/2 * (1/3 + 3/8))
[1660] ['1/2', '1/2', '1/3', '3/8', '5/6'] -> (1/2 + 5/6 / 1/3) / (1/2 - 3/8)
[1664] ['1/2', '1/2', '1/3', '3/8', '6/5'] -> 6/5 / (1/2 - 3/8 / (1/2 + 1/3))
[1665] ['1/2', '1/2', '1/3', '3/8', '6/7'] -> 1/2 / (1/2 - 3/8 / 6/7) / 1/3
[1671] ['1/2', '1/2', '1/3', '3/8', '7/8'] -> 1/2 / (1/2 * 7/8 - 3/8) / 1/3
[1674] ['1/2', '1/2', '1/3', '3/8', '8/5'] -> 1/2 / 1/3 / (3/8 - 1/2 / 8/5)
[1676] ['1/2', '1/2', '1/3', '3/8', '8/9'] -> 1/2 / (8/9 - 1/2 - 1/3) / 3/8
[1679] ['1/2', '1/2', '1/3', '3/8', '9/5'] -> 1/2 / (1/3 - 1/2 / 9/5) / 3/8
[1680] ['1/2', '1/2', '1/3', '3/8', '9/7'] -> 1/2 / (1/2 / 9/7 - 1/3) / 3/8
[1681] ['1/2', '1/2', '1/3', '3/8', '9/8'] -> 1/2 / (1/2 * (9/8 - 1/3) - 3/8)
[1687] ['1/2', '1/2', '1/3', '4/3', '5/3'] -> (4/3 + 5/3 / 1/2 / 1/2) / 1/3
[1694] ['1/2', '1/2', '1/3', '4/3', '6/7'] -> 4/3 / 1/2 / (1/2 - 1/3 / 6/7)
[1696] ['1/2', '1/2', '1/3', '4/3', '7/3'] -> (7/3 / 1/2 / 1/2 - 4/3) / 1/3
[1700] ['1/2', '1/2', '1/3', '4/3', '7/8'] -> 1/2 / (4/3 - 1/2 * 7/8 / 1/3)
[1709] ['1/2', '1/2', '1/3', '4/3', '9/7'] -> 1/3 / (1/2 / 9/7 - 1/2 / 4/3)
[1710] ['1/2', '1/2', '1/3', '4/3', '9/8'] -> 4/3 / (1/2 / 9/8 - 1/3) / 1/2
[1713] ['1/2', '1/2', '1/3', '4/5', '4/9'] -> 4/5 / (4/9 / (1/2 + 1/3) - 1/2)
[1718] ['1/2', '1/2', '1/3', '4/5', '5/7'] -> 4/5 / (1/2 / 5/7 - 1/3 / 1/2)
[1723] ['1/2', '1/2', '1/3', '4/5', '7/2'] -> 7/2 / 1/2 / (1/2 / 4/5 - 1/3)
[1727] ['1/2', '1/2', '1/3', '4/5', '7/6'] -> 4/5 / (1/3 - 1/2 / (1/2 + 7/6))
[1730] ['1/2', '1/2', '1/3', '4/5', '8/3'] -> (1/3 + 8/3) / (1/2 / 4/5 - 1/2)
[1736] ['1/2', '1/2', '1/3', '4/5', '9/5'] -> (4/5 + 9/5 / 1/2 / 1/2) / 1/3
[1738] ['1/2', '1/2', '1/3', '4/5', '9/8'] -> 4/5 / (1/3 / (9/8 - 1/2) - 1/2)
[1749] ['1/2', '1/2', '1/3', '4/7', '6/7'] -> 4/7 / (1/2 - 1/2 * 6/7) / 1/3
[1753] ['1/2', '1/2', '1/3', '4/7', '7/5'] -> 4/7 / (1/2 - 1/3 / 1/2 / 7/5)
[1754] ['1/2', '1/2', '1/3', '4/7', '7/6'] -> 4/7 / (1/2 - 1/2 / 7/6) / 1/3
[1756] ['1/2', '1/2', '1/3', '4/7', '7/9'] -> 4/7 / (1/3 / 1/2 - 1/2 / 7/9)
[1772] ['1/2', '1/2', '1/3', '4/9', '5/8'] -> (1/2 + 1/3) / (1/2 - 4/9) / 5/8
[1773] ['1/2', '1/2', '1/3', '4/9', '5/9'] -> 1/3 / (1/2 / 4/9 - 5/9 / 1/2)
[1774] ['1/2', '1/2', '1/3', '4/9', '6/5'] -> 1/3 / 1/2 / (4/9 - 1/2 / 6/5)
[1776] ['1/2', '1/2', '1/3', '4/9', '7/2'] -> (1/2 + 7/2) / ((1/2 - 4/9) / 1/3)
[1778] ['1/2', '1/2', '1/3', '4/9', '7/4'] -> 1/3 / (4/9 / 1/2 - 1/2 * 7/4)
[1782] ['1/2', '1/2', '1/3', '4/9', '7/9'] -> 4/9 / (1/3 * 7/9 / 1/2 - 1/2)
[1784] ['1/2', '1/2', '1/3', '4/9', '8/5'] -> (1/2 + 1/3) * 8/5 / (1/2 - 4/9)
[1785] ['1/2', '1/2', '1/3', '4/9', '8/7'] -> 4/9 / (1/3 / (8/7 - 1/2) - 1/2)
[1790] ['1/2', '1/2', '1/3', '4/9', '9/7'] -> 4/9 / (1/3 / 1/2 / 9/7 - 1/2)
[1805] ['1/2', '1/2', '1/3', '5/2', '7/6'] -> (5/2 + 7/6 / 1/3) / 1/2 / 1/2
[1810] ['1/2', '1/2', '1/3', '5/2', '8/7'] -> 5/2 / 1/2 / (1/2 - 1/3 / 8/7)
[1824] ['1/2', '1/2', '1/3', '5/3', '6/7'] -> (1/3 + 5/3) / (1/2 / 6/7 - 1/2)
[1827] ['1/2', '1/2', '1/3', '5/3', '7/4'] -> (1/2 + 1/2 / 1/3) / (7/4 - 5/3)
[1837] ['1/2', '1/2', '1/3', '5/3', '9/4'] -> (1/2 + 5/3 * 9/4 / 1/2) / 1/3
[1841] ['1/2', '1/2', '1/3', '5/4', '5/4'] -> 1/2 / (1/3 * 5/4 * 5/4 - 1/2)
[1852] ['1/2', '1/2', '1/3', '5/4', '7/6'] -> (1/2 + 1/2 / 1/3) / (5/4 - 7/6)
[1866] ['1/2', '1/2', '1/3', '5/6', '5/8'] -> (1/2 + 5/6 / 1/3) / (5/8 - 1/2)
[1868] ['1/2', '1/2', '1/3', '5/6', '6/5'] -> 6/5 / (1/2 - 1/3 / 5/6) / 1/2
[1869] ['1/2', '1/2', '1/3', '5/6', '6/7'] -> 1/3 / (1/2 - 1/2 * 5/6 / 6/7)
[1878] ['1/2', '1/2', '1/3', '5/6', '8/5'] -> 8/5 / (1/3 / 1/2 - 1/2 / 5/6)
[1883] ['1/2', '1/2', '1/3', '5/6', '9/5'] -> (1/2 + 5/6) / (1/3 - 1/2 / 9/5)
[1884] ['1/2', '1/2', '1/3', '5/6', '9/7'] -> (1/2 + 5/6) / (1/2 / 9/7 - 1/3)
[1887] ['1/2', '1/2', '1/3', '5/7', '5/8'] -> 1/2 / (1/2 - 1/3 / 5/7) / 5/8
[1896] ['1/2', '1/2', '1/3', '5/7', '7/8'] -> 1/2 / (1/2 * 5/7 - 1/3) / 7/8
[1913] ['1/2', '1/2', '1/3', '5/8', '7/4'] -> 7/4 / 1/2 / 1/2 / (5/8 - 1/3)
[1914] ['1/2', '1/2', '1/3', '5/8', '7/5'] -> 1/2 / (1/2 - 1/3 * 7/5) / 5/8
[1921] ['1/2', '1/2', '1/3', '5/8', '8/9'] -> 1/2 / 1/3 / (5/8 - 1/2 / 8/9)
[1923] ['1/2', '1/2', '1/3', '5/8', '9/4'] -> (1/2 + 9/4 / 1/2) / 1/3 / 5/8
[1926] ['1/2', '1/2', '1/3', '5/8', '9/8'] -> 1/2 / (5/8 - 1/2 * 9/8) / 1/3
[1928] ['1/2', '1/2', '1/3', '5/9', '6/5'] -> 6/5 / 1/2 / (1/3 / 5/9 - 1/2)
[1931] ['1/2', '1/2', '1/3', '5/9', '7/3'] -> 1/2 * (1/3 + 7/3) / (5/9 - 1/2)
[1932] ['1/2', '1/2', '1/3', '5/9', '7/4'] -> 1/3 / (1/2 - 1/2 * 5/9 * 7/4)
[1946] ['1/2', '1/2', '1/3', '6/5', '6/5'] -> 6/5 / (1/2 - 1/3 * 6/5) / 1/2
[1948] ['1/2', '1/2', '1/3', '6/5', '7/2'] -> (7/2 / 1/3 - 1/2) / (1/2 / 6/5)
[1952] ['1/2', '1/2', '1/3', '6/5', '7/6'] -> 1/3 / (1/2 - 1/2 * 7/6 / 6/5)
[1954] ['1/2', '1/2', '1/3', '6/5', '7/9'] -> 6/5 / (1/2 - 1/2 / (1/3 + 7/9))
[1955] ['1/2', '1/2', '1/3', '6/5', '8/3'] -> 8/3 / 1/2 / (1/2 - 1/3 / 6/5)
[1961] ['1/2', '1/2', '1/3', '6/5', '9/5'] -> 6/5 / 1/2 / (1/3 * 9/5 - 1/2)
[1964] ['1/2', '1/2', '1/3', '6/7', '6/7'] -> 6/7 / (1/3 * 6/7 - 1/2 * 1/2)
[1969] ['1/2', '1/2', '1/3', '6/7', '7/6'] -> 6/7 / (1/3 / 7/6 - 1/2 * 1/2)
[1970] ['1/2', '1/2', '1/3', '6/7', '7/8'] -> 1/2 / (6/7 - 1/2 - 1/3) / 7/8
[1971] ['1/2', '1/2', '1/3', '6/7', '7/9'] -> 6/7 / 1/2 / (1/2 - 1/3 / 7/9)
[1976] ['1/2', '1/2', '1/3', '6/7', '9/2'] -> (1/2 + 9/2 / 1/3) / (1/2 / 6/7)
[1979] ['1/2', '1/2', '1/3', '6/7', '9/7'] -> 6/7 / 1/2 / (1/2 - 1/3 * 9/7)
[1988] ['1/2', '1/2', '1/3', '7/2', '8/3'] -> (1/2 + 7/2) / 1/2 * (1/3 + 8/3)
[1994] ['1/2', '1/2', '1/3', '7/2', '9/5'] -> (7/2 / 1/2 - 1/3) / 1/2 * 9/5
[1997] ['1/2', '1/2', '1/3', '7/3', '7/3'] -> ((1/2 + 7/3) / 1/2 + 7/3) / 1/3
[2002] ['1/2', '1/2', '1/3', '7/3', '7/9'] -> (1/3 + 7/3) / (1/2 - 1/2 * 7/9)
[2004] ['1/2', '1/2', '1/3', '7/3', '8/5'] -> (1/2 + 7/3 / 1/3) / 1/2 * 8/5
[2010] ['1/2', '1/2', '1/3', '7/3', '9/7'] -> (1/3 + 7/3) / (1/2 - 1/2 / 9/7)
[2014] ['1/2', '1/2', '1/3', '7/4', '7/6'] -> 7/6 / (1/3 - 1/2 / 7/4) - 1/2
[2018] ['1/2', '1/2', '1/3', '7/4', '8/5'] -> 8/5 / (1/2 / (7/4 - 1/2) - 1/3)
[2028] ['1/2', '1/2', '1/3', '7/5', '7/8'] -> 1/2 / (1/2 / 7/5 - 1/3) / 7/8
[2045] ['1/2', '1/2', '1/3', '7/6', '8/9'] -> (1/3 + 7/6) / (1/2 / 8/9 - 1/2)
[2055] ['1/2', '1/2', '1/3', '7/8', '8/7'] -> 8/7 / (1/3 - 1/2 * 1/2 / 7/8)
[2065] ['1/2', '1/2', '1/3', '7/9', '8/7'] -> 8/7 / 1/3 / (1/2 / 7/9 - 1/2)
[2066] ['1/2', '1/2', '1/3', '7/9', '8/9'] -> 8/9 / 1/3 / (1/2 - 1/2 * 7/9)
[2073] ['1/2', '1/2', '1/3', '8/3', '8/5'] -> (8/3 / 1/3 - 1/2) / 1/2 * 8/5
[2079] ['1/2', '1/2', '1/3', '8/3', '9/7'] -> 1/2 * 8/3 / (1/2 / 9/7 - 1/3)
[2085] ['1/2', '1/2', '1/3', '8/5', '9/4'] -> (1/2 + 9/4 / 1/2) / (1/3 / 8/5)
[2099] ['1/2', '1/2', '1/3', '8/9', '9/5'] -> 8/9 / (1/2 - (1/2 + 1/3) / 9/5)
[2100] ['1/2', '1/2', '1/3', '8/9', '9/7'] -> 8/9 / 1/3 / (1/2 - 1/2 / 9/7)
[2105] ['1/2', '1/2', '1/3', '9/2', '9/7'] -> (1/3 + 9/2 / 1/2) / 1/2 * 9/7
[2122] ['1/2', '1/2', '1/4', '1/4', '1/9'] -> 1/2 / (1/2 + 1/4) / 1/4 / 1/9
[2126] ['1/2', '1/2', '1/4', '1/4', '2/9'] -> 1/2 / (1/2 + 1/4) / (1/4 - 2/9)
[2128] ['1/2', '1/2', '1/4', '1/4', '3/4'] -> 3/4 / (1/2 - 1/4) / 1/2 / 1/4
[2129] ['1/2', '1/2', '1/4', '1/4', '3/5'] -> 1/2 / (1/2 - 1/4 / 3/5) / 1/4
[2130] ['1/2', '1/2', '1/4', '1/4', '3/7'] -> 1/2 / (1/4 / 3/7 - 1/2) / 1/4
[2160] ['1/2', '1/2', '1/4', '1/4', '9/8'] -> ((1/2 + 9/8) / 1/4 - 1/2) / 1/4
[2163] ['1/2', '1/2', '1/4', '1/5', '1/7'] -> (1/2 / 1/5 + 1/2 / 1/7) / 1/4
[2167] ['1/2', '1/2', '1/4', '1/5', '2/5'] -> (1/2 / 1/4 + 2/5) / 1/2 / 1/5
[2174] ['1/2', '1/2', '1/4', '1/5', '3/8'] -> (1/2 + 1/2 / 1/5) / (3/8 - 1/4)
[2190] ['1/2', '1/2', '1/4', '1/5', '7/4'] -> (1/2 / 1/5 + 7/4 / 1/2) / 1/4
[2229] ['1/2', '1/2', '1/4', '1/6', '6/7'] -> 1/2 / (1/6 - 1/2 * 1/4 / 6/7)
[2236] ['1/2', '1/2', '1/4', '1/6', '7/9'] -> (1/2 + 1/6) / (7/9 - 1/2 - 1/4)
[2240] ['1/2', '1/2', '1/4', '1/6', '8/9'] -> 1/4 / (1/2 / 8/9 - 1/2) / 1/6
[2243] ['1/2', '1/2', '1/4', '1/6', '9/5'] -> (1/2 + 1/6) / (1/2 / 9/5 - 1/4)
[2249] ['1/2', '1/2', '1/4', '1/7', '2/3'] -> (1/2 + 1/2 / 1/7) / 1/4 / 2/3
[2254] ['1/2', '1/2', '1/4', '1/7', '3/4'] -> (1/2 + 3/4 / 1/4) / 1/7 - 1/2
[2274] ['1/2', '1/2', '1/4', '1/7', '7/5'] -> (1/2 + 1/2 / 7/5) / 1/4 / 1/7
[2276] ['1/2', '1/2', '1/4', '1/7', '7/8'] -> (7/8 / 1/2 / 1/7 - 1/4) / 1/2
[2278] ['1/2', '1/2', '1/4', '1/7', '8/3'] -> 8/3 / (1/2 - 1/4 / (1/2 + 1/7))
[2282] ['1/2', '1/2', '1/4', '1/7', '9/2'] -> (1/2 + 1/4) * (1/2 + 9/2 / 1/7)
[2291] ['1/2', '1/2', '1/4', '1/8', '2/7'] -> (1/2 / 2/7 - 1/4) / 1/2 / 1/8
[2299] ['1/2', '1/2', '1/4', '1/8', '4/5'] -> (1/2 + 1/2 / 1/4 / 4/5) / 1/8
[2301] ['1/2', '1/2', '1/4', '1/8', '4/9'] -> 1/2 / (1/2 - 4/9) / (1/4 + 1/8)
[2308] ['1/2', '1/2', '1/4', '1/8', '5/9'] -> 1/2 / (1/4 + 1/8) / (5/9 - 1/2)
[2327] ['1/2', '1/2', '1/4', '1/9', '1/9'] -> (1/2 + (1/2 + 1/9) / 1/9) / 1/4
[2331] ['1/2', '1/2', '1/4', '1/9', '2/9'] -> ((1/2 + 2/9) / 1/9 - 1/2) / 1/4
[2335] ['1/2', '1/2', '1/4', '1/9', '3/7'] -> (1/2 / 3/7 - 1/2) / 1/4 / 1/9
[2338] ['1/2', '1/2', '1/4', '1/9', '4/5'] -> 1/2 / (1/2 - 1/4 / 4/5) / 1/9
[2348] ['1/2', '1/2', '1/4', '1/9', '6/5'] -> (1/2 + 1/2 / 1/9) / 1/4 * 6/5
[2350] ['1/2', '1/2', '1/4', '1/9', '7/2'] -> (1/2 + 1/4) * (1/2 + 7/2 / 1/9)
[2355] ['1/2', '1/2', '1/4', '1/9', '7/8'] -> 1/2 / (1/2 * 7/8 - 1/4) / 1/9
[2359] ['1/2', '1/2', '1/4', '1/9', '8/7'] -> 1/2 / (1/2 / 8/7 - 1/4) / 1/9
[2362] ['1/2', '1/2', '1/4', '1/9', '9/4'] -> (1/2 + 9/4) / 1/9 - 1/2 - 1/4
[2366] ['1/2', '1/2', '1/4', '2/3', '2/3'] -> 1/2 / (1/2 / 2/3 - 2/3) / 1/4
[2387] ['1/2', '1/2', '1/4', '2/3', '6/7'] -> 1/2 / (2/3 - 1/2 / 6/7) / 1/4
[2396] ['1/2', '1/2', '1/4', '2/3', '8/5'] -> 1/2 / (1/2 - 2/3 / 8/5) / 1/4
[2401] ['1/2', '1/2', '1/4', '2/3', '9/5'] -> 2/3 / (1/2 / 9/5 - (1/2 - 1/4))
[2402] ['1/2', '1/2', '1/4', '2/3', '9/7'] -> 2/3 / (1/2 - 1/2 / 9/7) / 1/4
[2404] ['1/2', '1/2', '1/4', '2/5', '2/5'] -> (1/2 / 1/4 + 2/5) / (1/2 - 2/5)
[2407] ['1/2', '1/2', '1/4', '2/5', '3/2'] -> 3/2 / (1/4 / 2/5 - 1/2) / 1/2
[2412] ['1/2', '1/2', '1/4', '2/5', '4/3'] -> 1/2 / (4/3 - 1/2 / 2/5) / 1/4
[2413] ['1/2', '1/2', '1/4', '2/5', '4/5'] -> 4/5 / (2/5 / (1/2 + 1/4) - 1/2)
[2418] ['1/2', '1/2', '1/4', '2/5', '5/4'] -> (5/4 / 1/4 / 2/5 - 1/2) / 1/2
[2427] ['1/2', '1/2', '1/4', '2/5', '7/4'] -> (1/2 / 2/5 + 7/4) / 1/2 / 1/4
[2429] ['1/2', '1/2', '1/4', '2/5', '7/6'] -> 1/2 / (1/2 / 2/5 - 7/6) / 1/4
[2441] ['1/2', '1/2', '1/4', '2/7', '2/7'] -> 1/2 / 1/4 / 2/7 / 2/7 - 1/2
[2443] ['1/2', '1/2', '1/4', '2/7', '3/2'] -> 3/2 / (1/2 - 1/2 * 1/4 / 2/7)
[2453] ['1/2', '1/2', '1/4', '2/7', '5/3'] -> 1/2 / (1/2 / 2/7 - 5/3) / 1/4
[2463] ['1/2', '1/2', '1/4', '2/7', '7/4'] -> (7/4 / 1/2 / 2/7 - 1/4) / 1/2
[2464] ['1/2', '1/2', '1/4', '2/7', '7/5'] -> (1/2 + 1/2 / 7/5) / (2/7 - 1/4)
[2468] ['1/2', '1/2', '1/4', '2/7', '8/3'] -> (1/2 + 1/2 / 2/7) / 1/4 * 8/3
[2469] ['1/2', '1/2', '1/4', '2/7', '8/5'] -> 2/7 / (1/4 - 1/2 / (1/2 + 8/5))
[2472] ['1/2', '1/2', '1/4', '2/7', '9/2'] -> 9/2 / 1/2 / (1/4 / 2/7 - 1/2)
[2480] ['1/2', '1/2', '1/4', '2/9', '3/5'] -> (1/2 + 1/2 / 3/5) / 1/4 / 2/9
[2487] ['1/2', '1/2', '1/4', '2/9', '5/2'] -> (1/2 + 1/4 + 5/2 / 2/9) / 1/2
[2493] ['1/2', '1/2', '1/4', '2/9', '5/9'] -> (1/2 + 5/9 / 2/9) / 1/2 / 1/4
[2496] ['1/2', '1/2', '1/4', '2/9', '7/2'] -> (1/2 + 7/2) / (1/2 + 1/4) / 2/9
[2501] ['1/2', '1/2', '1/4', '2/9', '7/8'] -> 1/2 / (7/8 - 1/2) / 1/4 / 2/9
[2502] ['1/2', '1/2', '1/4', '2/9', '7/9'] -> (7/9 / 2/9 - 1/2) / 1/2 / 1/4
[2507] ['1/2', '1/2', '1/4', '2/9', '9/2'] -> (9/2 - 1/2) / (1/2 + 1/4) / 2/9
[2527] ['1/2', '1/2', '1/4', '3/2', '5/9'] -> 1/2 / (5/9 - 1/2) / 1/4 / 3/2
[2538] ['1/2', '1/2', '1/4', '3/2', '8/5'] -> 3/2 / (1/2 / 8/5 - (1/2 - 1/4))
[2547] ['1/2', '1/2', '1/4', '3/4', '3/5'] -> 1/2 / (1/2 / 3/5 - 3/4) / 1/4
[2551] ['1/2', '1/2', '1/4', '3/4', '4/5'] -> 3/4 / (1/2 / 4/5 - 1/2) / 1/4
[2552] ['1/2', '1/2', '1/4', '3/4', '4/7'] -> 3/4 / (1/2 - 1/4 / 4/7) / 1/2
[2555] ['1/2', '1/2', '1/4', '3/4', '5/3'] -> 1/2 / (1/2 * 5/3 - 3/4) / 1/4
[2556] ['1/2', '1/2', '1/4', '3/4', '5/4'] -> 3/4 / (1/2 * 5/4 - 1/2) / 1/4
[2564] ['1/2', '1/2', '1/4', '3/4', '7/3'] -> (1/2 / 3/4 + 7/3) / 1/2 / 1/4
[2577] ['1/2', '1/2', '1/4', '3/4', '9/7'] -> 1/2 / (3/4 / 9/7 - 1/2) / 1/4
[2587] ['1/2', '1/2', '1/4', '3/5', '5/3'] -> 3/5 / 1/2 / (1/2 / 5/3 - 1/4)
[2592] ['1/2', '1/2', '1/4', '3/5', '5/9'] -> 3/5 / 1/2 / (1/2 - 1/4 / 5/9)
[2598] ['1/2', '1/2', '1/4', '3/5', '7/5'] -> 3/5 / (1/2 - 1/4 * (1/2 + 7/5))
[2600] ['1/2', '1/2', '1/4', '3/5', '7/8'] -> 1/2 / (1/2 * 7/8 - 1/4 / 3/5)
[2619] ['1/2', '1/2', '1/4', '3/7', '5/4'] -> 1/2 / (5/4 - 1/2 / 3/7) / 1/4
[2627] ['1/2', '1/2', '1/4', '3/7', '7/3'] -> 3/7 / 1/2 / (1/4 - 1/2 / 7/3)
[2631] ['1/2', '1/2', '1/4', '3/7', '7/8'] -> 3/7 / (1/2 / 7/8 - 1/2) / 1/4
[2635] ['1/2', '1/2', '1/4', '3/7', '8/7'] -> 3/7 / (1/2 * 8/7 - 1/2) / 1/4
[2642] ['1/2', '1/2', '1/4', '3/8', '3/8'] -> 3/8 / (1/2 - 3/8) / 1/2 / 1/4
[2644] ['1/2', '1/2', '1/4', '3/8', '4/5'] -> (1/2 + 1/4) / (1/2 - 3/8 / 4/5)
[2657] ['1/2', '1/2', '1/4', '3/8', '7/3'] -> (1/2 / 3/8 + 7/3 / 1/2) / 1/4
[2663] ['1/2', '1/2', '1/4', '3/8', '8/3'] -> (1/2 / 3/8 + 8/3 / 1/4) / 1/2
[2665] ['1/2', '1/2', '1/4', '3/8', '8/7'] -> 3/8 / (1/2 - 1/2 / 8/7) / 1/4
[2666] ['1/2', '1/2', '1/4', '3/8', '8/9'] -> 3/8 / (1/2 / 8/9 - 1/2) / 1/4
[2672] ['1/2', '1/2', '1/4', '4/3', '4/3'] -> (4/3 / 1/2 / 1/4 + 4/3) / 1/2
[2674] ['1/2', '1/2', '1/4', '4/3', '4/7'] -> 1/2 / (4/3 - (1/2 + 1/4) / 4/7)
[2679] ['1/2', '1/2', '1/4', '4/3', '5/6'] -> (4/3 + 5/6 / 1/2) / 1/2 / 1/4
[2702] ['1/2', '1/2', '1/4', '4/5', '4/7'] -> 4/7 / (1/2 - 1/2 / (1/4 + 4/5))
[2704] ['1/2', '1/2', '1/4', '4/5', '5/2'] -> (5/2 / 1/4 / 4/5 - 1/2) / 1/2
[2705] ['1/2', '1/2', '1/4', '4/5', '5/3'] -> 1/2 / (1/4 * 5/3 / 4/5 - 1/2)
[2707] ['1/2', '1/2', '1/4', '4/5', '5/6'] -> 1/2 / (5/6 - 1/4 / 4/5 - 1/2)
[2713] ['1/2', '1/2', '1/4', '4/5', '7/2'] -> (1/2 + 7/2 / 1/2) / (1/4 / 4/5)
[2716] ['1/2', '1/2', '1/4', '4/5', '7/5'] -> (4/5 / 1/2 + 7/5) / 1/2 / 1/4
[2721] ['1/2', '1/2', '1/4', '4/5', '8/5'] -> (8/5 / 1/2 / 1/4 - 4/5) / 1/2
[2725] ['1/2', '1/2', '1/4', '4/5', '9/4'] -> 9/4 / 1/2 / (1/2 - 1/4 / 4/5)
[2742] ['1/2', '1/2', '1/4', '4/7', '7/4'] -> 7/4 / (4/7 - 1/2) - 1/4 / 1/2
[2744] ['1/2', '1/2', '1/4', '4/7', '7/6'] -> 1/2 / (4/7 - 1/2) / 1/4 / 7/6
[2745] ['1/2', '1/2', '1/4', '4/7', '7/8'] -> (7/8 / (4/7 - 1/2) - 1/4) / 1/2
[2752] ['1/2', '1/2', '1/4', '4/7', '9/4'] -> 9/4 / (1/2 / 4/7 - 1/2) / 1/4
[2761] ['1/2', '1/2', '1/4', '4/9', '5/7'] -> 4/9 / (1/2 / (1/4 + 5/7) - 1/2)
[2786] ['1/2', '1/2', '1/4', '5/2', '5/7'] -> (5/2 / 5/7 - 1/2) / 1/2 / 1/4
[2790] ['1/2', '1/2', '1/4', '5/2', '6/7'] -> 5/2 / 1/2 / (1/2 - 1/4 / 6/7)
