[241979] ['1/3', '1/4', '5/9', '6/7', '6/7'] -> 6/7 / (1/4 * (5/9 * 6/7 - 1/3))
[243036] ['1/3', '1/4', '7/8', '8/9', '9/8'] -> 9/8 / ((1/3 * 7/8 - 1/4) / 8/9)
[243037] ['1/3', '1/4', '7/8', '9/2', '9/2'] -> 9/2 / (1/3 * 7/8 - 1/4) / 9/2
[243038] ['1/3', '1/4', '7/8', '9/2', '9/4'] -> (1/3 + 7/8) * 9/2 / 1/4 + 9/4
[243050] ['1/3', '1/4', '7/8', '9/7', '9/8'] -> 9/7 / (1/3 - 1/4 / 7/8) / 9/8
[243051] ['1/3', '1/4', '7/8', '9/8', '9/8'] -> 9/8 / (1/3 * 7/8 - 1/4) / 9/8
[243054] ['1/3', '1/4', '7/9', '7/9', '8/5'] -> 7/9 / 7/9 / (1/4 - 1/3 / 8/5)
[243055] ['1/3', '1/4', '7/9', '7/9', '8/7'] -> 7/9 / 7/9 / (1/3 / 8/7 - 1/4)
[243057] ['1/3', '1/4', '7/9', '7/9', '9/2'] -> (1/3 + 7/9 / 7/9) / 1/4 * 9/2
[243059] ['1/3', '1/4', '7/9', '7/9', '9/5'] -> (7/9 + 7/9) / (1/4 - 1/3 / 9/5)
[243062] ['1/3', '1/4', '7/9', '8/3', '8/3'] -> 8/3 / (7/9 / 1/4 - 1/3 - 8/3)
[243063] ['1/3', '1/4', '7/9', '8/3', '8/5'] -> 8/5 / (1/3 - 7/9 / (1/4 + 8/3))
[243077] ['1/3', '1/4', '7/9', '8/5', '9/7'] -> 9/7 / ((1/4 - 1/3 / 8/5) / 7/9)
[243080] ['1/3', '1/4', '7/9', '8/7', '8/9'] -> 8/9 / (7/9 * (1/3 - 1/4 * 8/7))
[243084] ['1/3', '1/4', '7/9', '8/7', '9/7'] -> 9/7 / ((1/3 / 8/7 - 1/4) / 7/9)
[243086] ['1/3', '1/4', '7/9', '8/9', '8/9'] -> 8/9 / (1/3 * 7/9 - 1/4 * 8/9)
[243090] ['1/3', '1/4', '7/9', '8/9', '9/7'] -> 9/7 / (1/3 / 8/9 - 1/4 / 7/9)
[243108] ['1/3', '1/4', '8/3', '8/3', '8/5'] -> 8/3 / 8/3 / (1/4 - 1/3 / 8/5)
[243114] ['1/3', '1/4', '8/3', '8/3', '9/7'] -> (8/3 / 1/3 + 8/3 / 1/4) * 9/7
[243119] ['1/3', '1/4', '8/3', '8/5', '9/2'] -> (8/3 / 8/5 - 1/3) / 1/4 * 9/2
[243135] ['1/3', '1/4', '8/3', '8/9', '9/7'] -> (8/3 + 8/9 / 1/4) / 1/3 * 9/7
[243139] ['1/3', '1/4', '8/3', '9/2', '9/5'] -> (1/3 / 1/4 + 8/3 * 9/2) * 9/5
[243142] ['1/3', '1/4', '8/3', '9/4', '9/4'] -> 9/4 / (9/4 / 8/3 - 1/4 / 1/3)
[243144] ['1/3', '1/4', '8/3', '9/4', '9/7'] -> 8/3 * (1/4 + 9/4 / 1/3) * 9/7
[243145] ['1/3', '1/4', '8/3', '9/4', '9/8'] -> (1/3 + 8/3) * 9/4 / 1/4 / 9/8
[243146] ['1/3', '1/4', '8/3', '9/5', '9/5'] -> 9/5 / (1/4 / 1/3 - 9/5 / 8/3)
[243153] ['1/3', '1/4', '8/5', '8/5', '8/7'] -> 8/5 / 8/5 / (1/3 / 8/7 - 1/4)
[243155] ['1/3', '1/4', '8/5', '8/5', '9/2'] -> (1/3 + 8/5 / 8/5) / 1/4 * 9/2
[243156] ['1/3', '1/4', '8/5', '8/5', '9/4'] -> (8/5 + 8/5) / 1/3 * (1/4 + 9/4)
[243160] ['1/3', '1/4', '8/5', '8/7', '8/7'] -> 8/7 / ((1/4 - 1/3 / 8/5) * 8/7)
[243167] ['1/3', '1/4', '8/5', '8/9', '8/9'] -> 8/9 / ((1/4 - 1/3 / 8/5) * 8/9)
[243170] ['1/3', '1/4', '8/5', '8/9', '9/5'] -> 8/9 / (1/4 * 8/5 - 1/3) * 9/5
[243172] ['1/3', '1/4', '8/5', '8/9', '9/8'] -> 9/8 / ((1/4 - 1/3 / 8/5) / 8/9)
[243175] ['1/3', '1/4', '8/5', '9/2', '9/5'] -> 9/5 / (1/4 * (8/5 / 1/3 - 9/2))
[243178] ['1/3', '1/4', '8/5', '9/4', '9/4'] -> 9/4 / (1/4 - 1/3 / 8/5) / 9/4
[243182] ['1/3', '1/4', '8/5', '9/5', '9/5'] -> 9/5 / (1/4 - 1/3 / 8/5) / 9/5
[243184] ['1/3', '1/4', '8/5', '9/5', '9/8'] -> 9/5 / (1/4 * 8/5 - 1/3) / 9/8
[243190] ['1/3', '1/4', '8/7', '8/7', '9/2'] -> (1/3 + 8/7 / 8/7) / 1/4 * 9/2
[243195] ['1/3', '1/4', '8/7', '8/9', '8/9'] -> 8/9 / ((1/3 / 8/7 - 1/4) * 8/9)
[243199] ['1/3', '1/4', '8/7', '8/9', '9/7'] -> 9/7 / ((1/3 - 1/4 * 8/7) / 8/9)
[243200] ['1/3', '1/4', '8/7', '8/9', '9/8'] -> 9/8 / ((1/3 / 8/7 - 1/4) / 8/9)
[243201] ['1/3', '1/4', '8/7', '9/2', '9/2'] -> 9/2 / (1/3 / 8/7 - 1/4) / 9/2
[243204] ['1/3', '1/4', '8/7', '9/2', '9/7'] -> 9/7 / ((8/7 - 1/4 * 9/2) / 1/3)
[243210] ['1/3', '1/4', '8/7', '9/5', '9/5'] -> 9/5 / (1/3 / 8/7 - 1/4) / 9/5
[243213] ['1/3', '1/4', '8/7', '9/7', '9/7'] -> 9/7 / (1/3 / 8/7 - 1/4) / 9/7
[243214] ['1/3', '1/4', '8/7', '9/7', '9/8'] -> 9/7 / (1/3 - 1/4 * 8/7) / 9/8
[243215] ['1/3', '1/4', '8/7', '9/8', '9/8'] -> 9/8 / (1/3 / 8/7 - 1/4) / 9/8
[243217] ['1/3', '1/4', '8/9', '8/9', '9/2'] -> (1/3 + 8/9 / 8/9) / 1/4 * 9/2
[243218] ['1/3', '1/4', '8/9', '8/9', '9/4'] -> 9/4 / (1/3 / 8/9 - 1/4 / 8/9)
[243219] ['1/3', '1/4', '8/9', '8/9', '9/5'] -> (8/9 / 1/4 + 8/9) / 1/3 * 9/5
[243223] ['1/3', '1/4', '8/9', '9/2', '9/4'] -> (1/3 + 9/2) / 1/4 / 8/9 + 9/4
[243228] ['1/3', '1/4', '8/9', '9/4', '9/5'] -> 9/4 / (1/3 - 1/4 / 8/9) / 9/5
[243231] ['1/3', '1/4', '8/9', '9/5', '9/5'] -> 9/5 / (1/4 * 9/5 - 1/3 / 8/9)
[243239] ['1/3', '1/4', '9/2', '9/2', '9/5'] -> (9/2 - 1/4 / 9/2) / 1/3 * 9/5
[243246] ['1/3', '1/4', '9/2', '9/5', '9/5'] -> 9/5 / (1/4 * (9/5 - 1/3 * 9/2))
[243251] ['1/3', '1/4', '9/2', '9/8', '9/8'] -> (9/2 + 9/8 / 1/4) / 1/3 / 9/8
[243253] ['1/3', '1/4', '9/4', '9/4', '9/5'] -> (9/4 / 1/4 + 9/4) * (1/3 + 9/5)
[243259] ['1/3', '1/4', '9/4', '9/7', '9/7'] -> (9/4 / 1/4 + 9/7) / 1/3 / 9/7
[243264] ['1/3', '1/4', '9/5', '9/5', '9/8'] -> (9/5 / 1/4 + 9/5) / 1/3 / 9/8
[243269] ['1/3', '1/4', '9/7', '9/7', '9/8'] -> 9/7 / (1/3 / 1/4 - 9/7) / 9/8
[243274] ['1/3', '1/5', '1/5', '1/5', '1/7'] -> (1/5 + 1/5 / 1/7) / 1/3 / 1/5
[243280] ['1/3', '1/5', '1/5', '1/5', '2/9'] -> (1/3 + 1/5 / 1/5 / 1/5) / 2/9
[243288] ['1/3', '1/5', '1/5', '1/5', '4/7'] -> (1/5 + 1/5) / (1/5 / 4/7 - 1/3)
[243291] ['1/3', '1/5', '1/5', '1/5', '5/3'] -> 5/3 / 1/3 / 1/5 - 1/5 / 1/5
[243296] ['1/3', '1/5', '1/5', '1/5', '5/9'] -> (1/3 + 1/5) / 1/5 / 1/5 / 5/9
[243297] ['1/3', '1/5', '1/5', '1/5', '6/5'] -> (1/5 + 1/5 + 6/5) / 1/3 / 1/5
[243301] ['1/3', '1/5', '1/5', '1/5', '7/4'] -> (1/5 + 1/5) / (1/5 * 7/4 - 1/3)
[243304] ['1/3', '1/5', '1/5', '1/5', '7/8'] -> 1/5 / (1/5 - 1/5 * 7/8) / 1/3
[243308] ['1/3', '1/5', '1/5', '1/5', '8/7'] -> 1/5 / (1/5 - 1/5 / 8/7) / 1/3
[243316] ['1/3', '1/5', '1/5', '1/6', '1/7'] -> (1/5 / 1/3 / 1/7 - 1/5) / 1/6
[243321] ['1/3', '1/5', '1/5', '1/6', '2/7'] -> (1/5 / (1/3 - 2/7) - 1/5) / 1/6
[243322] ['1/3', '1/5', '1/5', '1/6', '2/9'] -> (1/3 + 1/5 / 1/5) / (2/9 - 1/6)
[243333] ['1/3', '1/5', '1/5', '1/6', '5/3'] -> (5/3 / 1/3 - 1/5 / 1/5) / 1/6
[243357] ['1/3', '1/5', '1/5', '1/7', '1/7'] -> (1/5 / 1/5 + 1/7) / 1/3 / 1/7
[243358] ['1/3', '1/5', '1/5', '1/7', '1/8'] -> 1/5 / 1/7 / (1/8 - 1/3 * 1/5)
[243361] ['1/3', '1/5', '1/5', '1/7', '2/5'] -> (1/5 + 1/5 / 1/7) / (2/5 - 1/3)
[243362] ['1/3', '1/5', '1/5', '1/7', '2/7'] -> (1/5 / 1/5 + 1/7) / (1/3 - 2/7)
[243363] ['1/3', '1/5', '1/5', '1/7', '2/9'] -> (1/5 / 1/7 - 1/3) / 1/5 / 2/9
[243368] ['1/3', '1/5', '1/5', '1/7', '3/8'] -> 1/5 / 1/3 / 1/7 / (3/8 - 1/5)
[243371] ['1/3', '1/5', '1/5', '1/7', '4/7'] -> 4/7 / (1/7 / (1/5 + 1/5) - 1/3)
[243372] ['1/3', '1/5', '1/5', '1/7', '4/9'] -> (1/3 / 1/7 - 1/5) / 1/5 / 4/9
[243377] ['1/3', '1/5', '1/5', '1/7', '5/7'] -> (1/5 + 5/7) / 1/5 / (1/3 - 1/7)
[243378] ['1/3', '1/5', '1/5', '1/7', '5/8'] -> 1/5 / 1/5 / 1/7 / (5/8 - 1/3)
[243388] ['1/3', '1/5', '1/5', '1/7', '7/9'] -> (1/3 + 1/5) / 1/5 / 1/7 / 7/9
[243393] ['1/3', '1/5', '1/5', '1/7', '9/2'] -> (1/5 / 1/7 - 1/3) / 1/5 * 9/2
[243394] ['1/3', '1/5', '1/5', '1/7', '9/4'] -> (1/3 / 1/7 - 1/5) / 1/5 * 9/4
[243408] ['1/3', '1/5', '1/5', '1/8', '3/8'] -> (1/3 + 1/5 / 1/5 / 3/8) / 1/8
[243415] ['1/3', '1/5', '1/5', '1/8', '5/4'] -> 1/5 / 1/8 / (1/3 / 5/4 - 1/5)
[243416] ['1/3', '1/5', '1/5', '1/8', '5/6'] -> (1/5 + 1/3 / 5/6) / 1/5 / 1/8
[243432] ['1/3', '1/5', '1/5', '1/8', '8/9'] -> (1/3 + 1/5) / 1/5 / 1/8 / 8/9
[243434] ['1/3', '1/5', '1/5', '1/8', '9/4'] -> (1/3 + 1/5 / 1/5) / 1/8 * 9/4
[243437] ['1/3', '1/5', '1/5', '1/8', '9/8'] -> (1/3 + 1/5) / 1/5 / 1/8 * 9/8
[243443] ['1/3', '1/5', '1/5', '1/9', '3/2'] -> (1/5 + 1/3 / 1/9) / 1/5 * 3/2
[243445] ['1/3', '1/5', '1/5', '1/9', '3/5'] -> (3/5 - 1/3 * 1/5) / 1/5 / 1/9
[243451] ['1/3', '1/5', '1/5', '1/9', '4/9'] -> (1/3 + 1/5 / 1/9) / 1/5 / 4/9
[243473] ['1/3', '1/5', '1/5', '1/9', '9/4'] -> (1/3 + 1/5 / 1/9) / 1/5 * 9/4
[243476] ['1/3', '1/5', '1/5', '1/9', '9/8'] -> 1/5 / 1/3 / 1/5 / 1/9 / 9/8
[243478] ['1/3', '1/5', '1/5', '2/3', '2/5'] -> (2/3 / 1/3 / 2/5 - 1/5) / 1/5
[243487] ['1/3', '1/5', '1/5', '2/3', '4/5'] -> 4/5 / (1/5 / 2/3 - 1/5) / 1/3
[243495] ['1/3', '1/5', '1/5', '2/3', '5/8'] -> (2/3 / 1/5 - 1/3) / 1/5 / 5/8
[243496] ['1/3', '1/5', '1/5', '2/3', '5/9'] -> (1/3 + 1/5) / 1/5 / (2/3 - 5/9)
[243497] ['1/3', '1/5', '1/5', '2/3', '6/5'] -> (6/5 / 2/3 - 1/5) / (1/3 * 1/5)
[243510] ['1/3', '1/5', '1/5', '2/3', '9/2'] -> 1/3 / 2/3 + (1/5 + 9/2) / 1/5
[243515] ['1/3', '1/5', '1/5', '2/5', '2/5'] -> (2/5 / 1/5 - 2/5) / 1/3 / 1/5
[243537] ['1/3', '1/5', '1/5', '2/5', '7/3'] -> (1/3 + 7/3 / 1/5) / (1/5 / 2/5)
[243538] ['1/3', '1/5', '1/5', '2/5', '7/4'] -> 2/5 / 1/5 / (7/4 - 1/3 / 1/5)
[243541] ['1/3', '1/5', '1/5', '2/5', '7/8'] -> 2/5 / ((1/5 + 1/5) * 7/8 - 1/3)
[243543] ['1/3', '1/5', '1/5', '2/5', '8/3'] -> (1/5 + 2/5) / 1/3 / 1/5 * 8/3
[243545] ['1/3', '1/5', '1/5', '2/5', '8/7'] -> 2/5 / ((1/5 + 1/5) / 8/7 - 1/3)
[243547] ['1/3', '1/5', '1/5', '2/5', '9/2'] -> 1/5 / 1/3 / 2/5 + 9/2 / 1/5
[243560] ['1/3', '1/5', '1/5', '2/7', '4/5'] -> 4/5 / (1/3 * 1/5 / 2/7 - 1/5)
[243567] ['1/3', '1/5', '1/5', '2/7', '5/7'] -> (1/5 + 5/7) / ((1/3 - 1/5) * 2/7)
[243577] ['1/3', '1/5', '1/5', '2/7', '7/8'] -> 1/5 / (1/3 - 2/7) / 1/5 / 7/8
[243593] ['1/3', '1/5', '1/5', '2/9', '3/8'] -> 1/5 / (1/3 - 2/9) / 1/5 / 3/8
[243594] ['1/3', '1/5', '1/5', '2/9', '4/3'] -> ((4/3 - 1/5) / 1/5 - 1/3) / 2/9
[243595] ['1/3', '1/5', '1/5', '2/9', '4/5'] -> (1/3 + (1/5 + 4/5) / 1/5) / 2/9
[243604] ['1/3', '1/5', '1/5', '2/9', '5/9'] -> (5/9 - 1/5) / 1/3 / 1/5 / 2/9
[243610] ['1/3', '1/5', '1/5', '2/9', '7/5'] -> 1/3 * (1/5 + 7/5) / (2/9 - 1/5)
[243613] ['1/3', '1/5', '1/5', '2/9', '7/9'] -> (1/5 / 1/5 + 7/9) / (1/3 * 2/9)
[243617] ['1/3', '1/5', '1/5', '2/9', '8/9'] -> 1/5 * 8/9 / 1/3 / (2/9 - 1/5)
[243622] ['1/3', '1/5', '1/5', '2/9', '9/8'] -> 1/5 / (2/9 - 1/5) / 1/3 / 9/8
[243627] ['1/3', '1/5', '1/5', '3/2', '3/8'] -> 1/5 / (1/3 / 3/2 - 1/5) / 3/8
[243635] ['1/3', '1/5', '1/5', '3/2', '5/6'] -> 3/2 + (1/3 + 5/6 / 1/5) / 1/5
[243675] ['1/3', '1/5', '1/5', '3/4', '7/3'] -> 3/4 / 1/3 / 1/5 * (7/3 - 1/5)
[243676] ['1/3', '1/5', '1/5', '3/4', '7/4'] -> 3/4 / 1/5 / 1/5 + 7/4 / 1/3
[243681] ['1/3', '1/5', '1/5', '3/4', '8/3'] -> 8/3 / (1/5 - 1/3 * 1/5 / 3/4)
[243690] ['1/3', '1/5', '1/5', '3/5', '3/5'] -> (3/5 / 1/3 + 3/5 / 1/5) / 1/5
[243694] ['1/3', '1/5', '1/5', '3/5', '4/5'] -> (1/5 + 3/5 + 4/5) / 1/3 / 1/5
[243697] ['1/3', '1/5', '1/5', '3/5', '5/2'] -> (1/5 + 3/5 / 1/5) / 1/3 * 5/2
[243698] ['1/3', '1/5', '1/5', '3/5', '5/3'] -> (5/3 / 1/5 - 1/3) / (1/5 / 3/5)
[243702] ['1/3', '1/5', '1/5', '3/5', '5/8'] -> 3/5 / 1/3 / (1/5 - 1/5 * 5/8)
[243704] ['1/3', '1/5', '1/5', '3/5', '6/5'] -> (3/5 + 6/5 - 1/5) / (1/3 * 1/5)
[243711] ['1/3', '1/5', '1/5', '3/5', '7/8'] -> 3/5 / (1/3 * (7/8 - 1/5) - 1/5)
[243716] ['1/3', '1/5', '1/5', '3/5', '8/9'] -> 3/5 / (1/5 + 1/5 - 1/3 / 8/9)
[243717] ['1/3', '1/5', '1/5', '3/5', '9/2'] -> (1/3 / 1/5 - 3/5) / 1/5 * 9/2
[243721] ['1/3', '1/5', '1/5', '3/5', '9/8'] -> 3/5 / (1/5 + 1/5 - 1/3 * 9/8)
[243739] ['1/3', '1/5', '1/5', '3/7', '7/4'] -> (1/5 - 3/7) / (1/3 / 7/4 - 1/5)
[243744] ['1/3', '1/5', '1/5', '3/7', '8/3'] -> 8/3 / ((1/3 - 1/5) / 3/7 - 1/5)
[243745] ['1/3', '1/5', '1/5', '3/7', '8/5'] -> 8/5 / (1/3 + 1/5 - 1/5 / 3/7)
[243751] ['1/3', '1/5', '1/5', '3/7', '9/7'] -> 9/7 / (3/7 - 1/5 / (1/3 + 1/5))
[243754] ['1/3', '1/5', '1/5', '3/8', '4/3'] -> (1/5 + 4/3 / 1/3) / (3/8 - 1/5)
[243755] ['1/3', '1/5', '1/5', '3/8', '4/5'] -> (4/5 - 1/5) / 1/3 / 1/5 / 3/8
[243757] ['1/3', '1/5', '1/5', '3/8', '4/9'] -> 1/5 / 1/5 / 3/8 / (4/9 - 1/3)
[243758] ['1/3', '1/5', '1/5', '3/8', '5/2'] -> (1/5 + 1/5) / (3/8 - 1/3) * 5/2
[243759] ['1/3', '1/5', '1/5', '3/8', '5/3'] -> (1/3 + 5/3 - 1/5) / (1/5 * 3/8)
[243768] ['1/3', '1/5', '1/5', '3/8', '7/3'] -> (7/3 - 1/3 - 1/5) / (1/5 * 3/8)
[243780] ['1/3', '1/5', '1/5', '3/8', '9/5'] -> 1/3 * 9/5 / (1/5 + 1/5 - 3/8)
[243783] ['1/3', '1/5', '1/5', '4/3', '4/3'] -> (1/5 * 4/3 + 4/3) / 1/3 / 1/5
[243788] ['1/3', '1/5', '1/5', '4/3', '5/3'] -> (1/5 + 4/3 + 5/3) / (1/3 - 1/5)
[243792] ['1/3', '1/5', '1/5', '4/3', '5/8'] -> (1/3 / 1/5 + 4/3) / 1/5 / 5/8
[243794] ['1/3', '1/5', '1/5', '4/3', '6/5'] -> 4/3 * 6/5 / (1/5 + 1/5 - 1/3)
[243797] ['1/3', '1/5', '1/5', '4/3', '7/3'] -> (7/3 - 1/5) / 1/3 / (1/5 * 4/3)
[243800] ['1/3', '1/5', '1/5', '4/3', '7/6'] -> 4/3 / 1/3 / (7/6 - 1/5 / 1/5)
[243801] ['1/3', '1/5', '1/5', '4/3', '7/8'] -> (1/5 + 4/3 / 1/3) / 1/5 / 7/8
[243802] ['1/3', '1/5', '1/5', '4/3', '7/9'] -> 4/3 / (1/3 / (1/5 + 1/5) - 7/9)
[243805] ['1/3', '1/5', '1/5', '4/3', '8/7'] -> (1/5 + 4/3 / 1/3) / 1/5 * 8/7
[243806] ['1/3', '1/5', '1/5', '4/3', '8/9'] -> 4/3 / (8/9 - 1/3 / (1/5 + 1/5))
[243807] ['1/3', '1/5', '1/5', '4/3', '9/2'] -> ((4/3 - 1/5) / 1/5 - 1/3) * 9/2
[243813] ['1/3', '1/5', '1/5', '4/5', '4/7'] -> 4/5 / ((1/3 - 1/5) / 4/7 - 1/5)
[243816] ['1/3', '1/5', '1/5', '4/5', '5/3'] -> 5/3 / 1/3 / 1/5 - 1/5 - 4/5
[243824] ['1/3', '1/5', '1/5', '4/5', '7/2'] -> 4/5 / (1/3 * 1/5 * 7/2 - 1/5)
[243825] ['1/3', '1/5', '1/5', '4/5', '7/3'] -> (1/3 + 4/5 / 1/5) / 1/5 + 7/3
[243826] ['1/3', '1/5', '1/5', '4/5', '7/4'] -> 4/5 / ((1/3 - 1/5) * 7/4 - 1/5)
[243827] ['1/3', '1/5', '1/5', '4/5', '7/5'] -> (1/5 + 7/5) / (1/3 * 4/5 - 1/5)
[243849] ['1/3', '1/5', '1/5', '4/7', '6/5'] -> 6/5 / 1/3 / (1/5 / 4/7 - 1/5)
[243856] ['1/3', '1/5', '1/5', '4/7', '7/8'] -> 1/5 / (1/5 - 1/3 * 4/7) / 7/8
[243875] ['1/3', '1/5', '1/5', '4/9', '6/5'] -> 6/5 / (1/5 - 1/3 * 1/5 / 4/9)
[243883] ['1/3', '1/5', '1/5', '4/9', '7/9'] -> (7/9 / 1/3 - 1/5) / (1/5 * 4/9)
[243893] ['1/3', '1/5', '1/5', '5/2', '5/2'] -> (5/2 / 1/3 - 1/5 - 5/2) / 1/5
[243902] ['1/3', '1/5', '1/5', '5/2', '7/2'] -> (1/5 + 5/2) / 1/5 + 7/2 / 1/3
[243903] ['1/3', '1/5', '1/5', '5/2', '7/3'] -> (1/3 + 7/3 / 1/5) / (1/5 * 5/2)
[243905] ['1/3', '1/5', '1/5', '5/2', '7/5'] -> (1/5 + 7/5) / (1/5 - 1/3 / 5/2)
[243913] ['1/3', '1/5', '1/5', '5/2', '9/2'] -> 1/5 * 5/2 / 1/3 + 9/2 / 1/5
[243920] ['1/3', '1/5', '1/5', '5/3', '5/6'] -> (1/5 + 5/3) / (1/3 * 5/6 - 1/5)
[243925] ['1/3', '1/5', '1/5', '5/3', '6/7'] -> (1/5 + 5/3) / 1/3 / 1/5 * 6/7
[243928] ['1/3', '1/5', '1/5', '5/3', '7/4'] -> (1/3 + 5/3 / 1/5 / 1/5) / 7/4
[243930] ['1/3', '1/5', '1/5', '5/3', '7/6'] -> (1/5 + 5/3) / 1/3 / 1/5 / 7/6
[243937] ['1/3', '1/5', '1/5', '5/3', '9/2'] -> (5/3 - 1/5 / 1/3) / 1/5 * 9/2
[243942] ['1/3', '1/5', '1/5', '5/4', '5/4'] -> (5/4 / 1/3 + 5/4 - 1/5) / 1/5
[243947] ['1/3', '1/5', '1/5', '5/4', '6/5'] -> 6/5 / (5/4 - (1/5 + 1/5) / 1/3)
[243952] ['1/3', '1/5', '1/5', '5/4', '7/5'] -> (1/5 + 7/5) / (1/3 / 5/4 - 1/5)
[243961] ['1/3', '1/5', '1/5', '5/4', '9/4'] -> (1/5 + 5/4) / 1/3 / 1/5 + 9/4
[243965] ['1/3', '1/5', '1/5', '5/6', '5/6'] -> ((5/6 + 5/6) / 1/3 - 1/5) / 1/5
[243971] ['1/3', '1/5', '1/5', '5/6', '7/2'] -> 5/6 / 1/5 / 1/5 - 1/3 + 7/2
[243972] ['1/3', '1/5', '1/5', '5/6', '7/3'] -> (1/3 / 1/5 + 7/3) / (1/5 * 5/6)
[243974] ['1/3', '1/5', '1/5', '5/6', '7/5'] -> (7/5 / 1/3 - 1/5) / (1/5 * 5/6)
[243987] ['1/3', '1/5', '1/5', '5/7', '5/7'] -> (1/5 + 5/7) / (1/3 * 5/7 - 1/5)
[243992] ['1/3', '1/5', '1/5', '5/7', '7/2'] -> (1/5 + 5/7) / (1/3 - 1/5) * 7/2
[243994] ['1/3', '1/5', '1/5', '5/7', '7/4'] -> (1/5 + 5/7) / 1/3 / 1/5 * 7/4
[243995] ['1/3', '1/5', '1/5', '5/7', '7/5'] -> (1/5 + 5/7) / (1/3 / 7/5 - 1/5)
[244000] ['1/3', '1/5', '1/5', '5/7', '8/5'] -> 8/5 / (1/3 / 5/7 - 1/5 - 1/5)
[244008] ['1/3', '1/5', '1/5', '5/8', '5/8'] -> 1/5 / (1/3 - 1/5 / 5/8) / 5/8
[244009] ['1/3', '1/5', '1/5', '5/8', '5/9'] -> 1/3 / 1/5 / 1/5 / 5/8 / 5/9
[244039] ['1/3', '1/5', '1/5', '5/9', '8/5'] -> 1/3 / 1/5 / 1/5 / 5/9 * 8/5
[244041] ['1/3', '1/5', '1/5', '5/9', '8/9'] -> 8/9 / ((1/5 + 1/5 - 1/3) * 5/9)
[244042] ['1/3', '1/5', '1/5', '5/9', '9/2'] -> (5/9 - 1/5) / 1/3 / 1/5 * 9/2
[244047] ['1/3', '1/5', '1/5', '6/5', '6/5'] -> 6/5 / 1/3 / 1/5 + 6/5 / 1/5
[244051] ['1/3', '1/5', '1/5', '6/5', '7/4'] -> 6/5 / 1/3 / (1/5 * 7/4 - 1/5)
[244052] ['1/3', '1/5', '1/5', '6/5', '7/5'] -> (7/5 / 1/3 - 1/5) / (1/5 / 6/5)
[244054] ['1/3', '1/5', '1/5', '6/5', '7/8'] -> (1/5 + 6/5) / 1/3 / 1/5 / 7/8
[244058] ['1/3', '1/5', '1/5', '6/5', '8/7'] -> (1/5 + 6/5) / 1/3 / 1/5 * 8/7
[244061] ['1/3', '1/5', '1/5', '6/5', '9/4'] -> 6/5 / (1/5 - 1/3 * 1/5 * 9/4)
[244065] ['1/3', '1/5', '1/5', '6/7', '6/7'] -> 6/7 / 1/5 / 1/5 + 6/7 / 1/3
[244079] ['1/3', '1/5', '1/5', '6/7', '9/5'] -> (1/5 + 9/5 / 1/3) / (1/5 / 6/7)
[244082] ['1/3', '1/5', '1/5', '7/2', '7/2'] -> (1/5 / 1/3 + 7/2) / 1/5 + 7/2
[244106] ['1/3', '1/5', '1/5', '7/3', '8/7'] -> 8/7 / (1/3 - 1/5 / 7/3 - 1/5)
[244108] ['1/3', '1/5', '1/5', '7/3', '9/2'] -> (1/5 / 1/3 / 1/5 + 7/3) * 9/2
[244109] ['1/3', '1/5', '1/5', '7/3', '9/4'] -> (1/3 / 1/5 / 1/5 + 7/3) * 9/4
[244116] ['1/3', '1/5', '1/5', '7/4', '7/8'] -> 1/5 / (1/5 - 1/3 / 7/4) / 7/8
[244123] ['1/3', '1/5', '1/5', '7/4', '9/4'] -> 7/4 / (1/5 + 1/5 - 1/3) - 9/4
[244124] ['1/3', '1/5', '1/5', '7/4', '9/5'] -> (1/5 + 9/5) / (7/4 - 1/3 / 1/5)
[244129] ['1/3', '1/5', '1/5', '7/5', '7/8'] -> 7/5 / (1/5 + 1/5 - 1/3) / 7/8
[244130] ['1/3', '1/5', '1/5', '7/5', '7/9'] -> (1/3 - 7/5) / (1/5 * 7/9 - 1/5)
[244135] ['1/3', '1/5', '1/5', '7/5', '9/2'] -> (7/5 / 1/5 - 1/3 / 1/5) * 9/2
[244139] ['1/3', '1/5', '1/5', '7/5', '9/8'] -> 7/5 / 1/5 / 1/5 / (1/3 + 9/8)
[244144] ['1/3', '1/5', '1/5', '7/6', '8/5'] -> 8/5 / (1/5 - 1/5 / (1/3 + 7/6))
[244149] ['1/3', '1/5', '1/5', '7/6', '9/5'] -> (1/5 + 9/5 / 1/3) / (1/5 * 7/6)
[244154] ['1/3', '1/5', '1/5', '7/8', '8/3'] -> (1/3 + 8/3) / (1/5 / 1/5 - 7/8)
[244155] ['1/3', '1/5', '1/5', '7/8', '8/5'] -> (8/5 - 1/5) / 1/3 / (1/5 * 7/8)
[244168] ['1/3', '1/5', '1/5', '7/9', '9/2'] -> (1/5 / 1/5 + 7/9) / 1/3 * 9/2
[244169] ['1/3', '1/5', '1/5', '7/9', '9/4'] -> (7/9 / 1/3 - 1/5) / 1/5 * 9/4
[244177] ['1/3', '1/5', '1/5', '8/3', '9/2'] -> ((1/3 + 1/5) / 1/5 + 8/3) * 9/2
[244178] ['1/3', '1/5', '1/5', '8/3', '9/4'] -> (8/3 - 1/3 - 1/5) / 1/5 * 9/4
