[1873325] ['3/8', '5/8', '7/2', '7/4', '7/4'] -> 7/2 / ((7/4 - (5/8 / 3/8)) * /4
[1874877] ['3/8', '5/9', '7/3', '9/7', '9/7'] -> 9/7 / (3/8 / 9/7 - 5/9 / 7/3)
[1874888] ['3/8', '5/9', '7/4', '7/4', '8/9'] -> (7/4 / (7/4 * (3/8 + 5/9)) - 8/9))
[1874919] ['3/8', '5/9', '7/4', '7/8', '7/8'] -> 7/8 / (3/8 * (5/9 * 7/4 - 7/8))
[1874933] ['3/8', '5/9', '7/4', '7/9', '8/7'] -> 7/4 / ((7/9 - 5/9) * /8) * 8/7
[1874941] ['3/8', '5/9', '7/4', '8/3', '8/5'] -> 7/4 * 8/3 / 3/8 / 5/9 + 8/5
[1874979] ['3/8', '5/9', '7/4', '9/5', '9/5'] -> 9/5 / (7/4 - (3/8 + 5/9) * 9/5)
[1874998] ['3/8', '5/9', '7/5', '7/6', '7/6'] -> 7/6 / (3/8 * 5/9 * (7/5 - 7/6))
[1875002] ['3/8', '5/9', '7/5', '7/6', '8/5'] -> 8/5 / ((7/5 - 7/6) / 3/8 - 5/9)
[1875010] ['3/8', '5/9', '7/5', '7/8', '7/8'] -> 7/8 / (3/8 * (7/8 - 5/9 * 7/5))
[1875012] ['3/8', '5/9', '7/5', '7/8', '8/3'] -> 8/3 / (5/9 * (3/8 + 7/5) - 7/8)
[1875053] ['3/8', '5/9', '7/5', '8/7', '9/7'] -> 9/7 / (3/8 * 5/9 * (7/5 - 8/7))
[1875056] ['3/8', '5/9', '7/5', '8/9', '9/2'] -> (7/5 / 3/8 + 8/9 / 5/9) * 9/2
[1875058] ['3/8', '5/9', '7/5', '8/9', '9/5'] -> 9/5 / (3/8 * (8/9 / 5/9 - 7/5))
[1875088] ['3/8', '5/9', '7/6', '7/8', '7/8'] -> 7/6 / (((3/8 + 5/9) - 7/8) * /8
)[1875090] ['3/8', '5/9', '7/6', '7/8', '8/3'] -> 8/3 / (3/8 + 7/6 - 5/9 - 7/8)
[1875096] ['3/8', '5/9', '7/6', '7/8', '9/5'] -> 9/5 / (7/8 / 7/6 - 3/8 / 5/9)
[1875109] ['3/8', '5/9', '7/6', '8/3', '8/3'] -> 8/3 / (5/9 + 8/3 - 7/6 / 3/8)
[1875121] ['3/8', '5/9', '7/6', '8/5', '9/2'] -> 9/2 / (3/8 * (7/6 / 5/9 - 8/5))
[1875122] ['3/8', '5/9', '7/6', '8/5', '9/4'] -> 7/6 / (3/8 * 8/5 - 5/9) - 9/4
[1875126] ['3/8', '5/9', '7/6', '8/7', '8/7'] -> 8/7 / (5/9 / 7/6 - 3/8 * 8/7)
[1875148] ['3/8', '5/9', '7/6', '9/5', '9/5'] -> 9/5 / (3/8 + 9/5 - 7/6 / 5/9)
[1875156] ['3/8', '5/9', '7/8', '7/8', '8/3'] -> 8/3 / ((5/9 - 3/8 / 7/8) * 7/8)
[1875159] ['3/8', '5/9', '7/8', '7/8', '8/9'] -> (7/8 / (7/8 * (3/8 + 5/9)) - 8/9))
[1875167] ['3/8', '5/9', '7/8', '7/9', '8/5'] -> 8/5 / (7/9 / (3/8 + 7/8) - 5/9)
[1875173] ['3/8', '5/9', '7/8', '7/9', '9/7'] -> 9/7 / (3/8 * (7/9 - 5/9 / 7/8))
[1875174] ['3/8', '5/9', '7/8', '7/9', '9/8'] -> 9/8 / (3/8 * (7/8 * 7/9 - 5/9))
[1875175] ['3/8', '5/9', '7/8', '8/3', '8/3'] -> (7/8 / 3/8 + 8/3) / 5/9 * 8/3
[1875177] ['3/8', '5/9', '7/8', '8/3', '8/7'] -> 8/3 / (5/9 - 3/8 / 7/8) * 8/7
[1875181] ['3/8', '5/9', '7/8', '8/3', '9/5'] -> 8/3 / (7/8 - 3/8 / 5/9) * 9/5
[1875186] ['3/8', '5/9', '7/8', '8/5', '8/9'] -> 3/8 / (5/9 * 8/5 - 7/8) * 8/9
[1875189] ['3/8', '5/9', '7/8', '8/5', '9/5'] -> 3/8 / ((5/9 - (7/8 / 8/5)) * /5
)[1875191] ['3/8', '5/9', '7/8', '8/5', '9/8'] -> 3/8 / (((5/9 * 8/5) - 7/8) * /8
)[1875201] ['3/8', '5/9', '7/8', '8/9', '9/4'] -> 9/4 / (3/8 * (7/8 - 5/9 / 8/9))
[1875216] ['3/8', '5/9', '7/8', '9/5', '9/8'] -> 9/8 / (3/8 * (5/9 * 9/5 - 7/8))
[1875218] ['3/8', '5/9', '7/8', '9/7', '9/8'] -> 9/8 / (3/8 * (7/8 / 9/7 - 5/9))
[1875224] ['3/8', '5/9', '7/9', '7/9', '8/9'] -> (7/9 / (7/9 * (3/8 + 5/9)) - 8/9))
[1875230] ['3/8', '5/9', '7/9', '8/3', '8/3'] -> 8/3 / (3/8 + 7/9 / 8/3 - 5/9)
[1875233] ['3/8', '5/9', '7/9', '8/3', '8/9'] -> 8/9 / (8/3 - 7/9 / 3/8 - 5/9)
[1875235] ['3/8', '5/9', '7/9', '8/3', '9/4'] -> (5/9 + 7/9 + 8/3) / 3/8 * 9/4
[1875242] ['3/8', '5/9', '7/9', '8/5', '9/2'] -> (7/9 / (3/8 * /9) + 8/5) * 9/2
[1875244] ['3/8', '5/9', '7/9', '8/5', '9/5'] -> 9/5 / (3/8 * (8/5 - 7/9 / 5/9))
[1875253] ['3/8', '5/9', '7/9', '8/7', '9/8'] -> 9/8 / (3/8 * (7/9 / 8/7 - 5/9))
[1875255] ['3/8', '5/9', '7/9', '8/9', '9/2'] -> (7/9 / 3/8 + 8/9) / 5/9 * 9/2
[1875256] ['3/8', '5/9', '7/9', '8/9', '9/4'] -> 8/9 / ((7/9 - 5/9) * /8) * 9/4
[1875257] ['3/8', '5/9', '7/9', '8/9', '9/5'] -> 5/9 / ((8/9 - 7/9) * /8) * 9/5
[1875261] ['3/8', '5/9', '7/9', '9/2', '9/4'] -> (9/2 / 3/8 - 5/9 - 7/9) * 9/4
[1875262] ['3/8', '5/9', '7/9', '9/2', '9/5'] -> (5/9 + 7/9 + 9/2 / 3/8) * 9/5
[1875268] ['3/8', '5/9', '7/9', '9/4', '9/8'] -> 9/4 / (((7/9 - 5/9) * /8) * /8
)[1875276] ['3/8', '5/9', '8/3', '8/3', '8/5'] -> (8/3 + 8/3) / 3/8 / 5/9 - 8/5
[1875280] ['3/8', '5/9', '8/3', '8/3', '9/4'] -> 8/3 * 8/3 / 5/9 * (9/4 - 3/8)
[1875283] ['3/8', '5/9', '8/3', '8/3', '9/8'] -> (8/3 + 8/3) / (5/9 - 3/8 / 9/8)
[1875289] ['3/8', '5/9', '8/3', '8/5', '9/5'] -> 9/5 / (3/8 / 5/9 - 8/5 / 8/3)
[1875300] ['3/8', '5/9', '8/3', '8/9', '9/2'] -> 8/9 / (3/8 - 5/9 / 8/3) * 9/2
[1875301] ['3/8', '5/9', '8/3', '8/9', '9/4'] -> 8/3 / (5/9 / 8/9 - 3/8) * 9/4
[1875302] ['3/8', '5/9', '8/3', '8/9', '9/5'] -> 5/9 / (3/8 - 8/9 / 8/3) * 9/5
[1875304] ['3/8', '5/9', '8/3', '8/9', '9/8'] -> 9/8 * 8/3 / (3/8 * (8/9 - 5/9))
[1875305] ['3/8', '5/9', '8/3', '9/2', '9/2'] -> (8/3 - 5/9 / 3/8) * 9/2 * 9/2
[1875307] ['3/8', '5/9', '8/3', '9/2', '9/5'] -> 9/5 / (3/8 + 9/2 - 8/3 / 5/9)
[1875309] ['3/8', '5/9', '8/3', '9/2', '9/8'] -> 9/2 / ((3/8 - (5/9 / 8/3)) * /8
)[1875310] ['3/8', '5/9', '8/3', '9/4', '9/4'] -> 9/4 / (5/9 * 9/4 / 8/3 - 3/8)
[1875311] ['3/8', '5/9', '8/3', '9/4', '9/5'] -> 5/9 / (8/3 - 3/8 - 9/4) * 9/5
[1875322] ['3/8', '5/9', '8/5', '8/5', '8/9'] -> (8/5 / (8/5 * (3/8 + 5/9)) - 8/9))
[1875335] ['3/8', '5/9', '8/5', '8/9', '8/9'] -> 8/9 / (5/9 / (3/8 * /5) - 8/9)
[1875342] ['3/8', '5/9', '8/5', '9/2', '9/4'] -> 5/9 * 8/5 * 9/2 / 3/8 * 9/4
[1875343] ['3/8', '5/9', '8/5', '9/2', '9/5'] -> 9/5 / (3/8 * (5/9 - 8/5 / 9/2))
[1875350] ['3/8', '5/9', '8/5', '9/5', '9/5'] -> 9/5 / ((3/8 + 5/9) * 9/5 - 8/5)
[1875379] ['3/8', '5/9', '8/7', '9/5', '9/7'] -> 9/7 / (3/8 * (8/7 - 5/9 * 9/5))
[1875384] ['3/8', '5/9', '8/9', '8/9', '8/9'] -> 8/9 / (((3/8 + 5/9) - 8/9) * /9
)[1875389] ['3/8', '5/9', '8/9', '8/9', '9/8'] -> 8/9 * 9/8 / (3/8 + 5/9 - 8/9)
[1875390] ['3/8', '5/9', '8/9', '9/2', '9/2'] -> 9/2 / (((3/8 + 5/9) - 8/9) * /2
)[1875391] ['3/8', '5/9', '8/9', '9/2', '9/4'] -> (5/9 / 3/8 + 8/9) * 9/2 * 9/4
[1875395] ['3/8', '5/9', '8/9', '9/4', '9/4'] -> 9/4 / ((3/8 + 5/9 - 8/9) * 9/4)
[1875404] ['3/8', '5/9', '8/9', '9/8', '9/8'] -> 9/8 / (((3/8 + 5/9) - 8/9) * /8
)[1875405] ['3/8', '5/9', '9/2', '9/2', '9/2'] -> (9/2 - 5/9 * 9/2) / 3/8 * 9/2
[1875408] ['3/8', '5/9', '9/2', '9/2', '9/7'] -> (5/9 * 9/2 + 9/2) / 3/8 * 9/7
[1875410] ['3/8', '5/9', '9/2', '9/4', '9/4'] -> 9/4 / (3/8 * (5/9 * 9/2 - 9/4))
[1875411] ['3/8', '5/9', '9/2', '9/4', '9/5'] -> 9/5 / (9/2 - 9/4 / 5/9 - 3/8)
[1875419] ['3/8', '5/9', '9/2', '9/8', '9/8'] -> (9/2 + 9/8) / 3/8 / 5/9 / 9/8
[1875429] ['3/8', '5/9', '9/4', '9/8', '9/8'] -> 9/8 / (3/8 * (5/9 * 9/4 - 9/8))
[1875435] ['3/8', '5/9', '9/5', '9/8', '9/8'] -> 9/8 / (3/8 * (9/8 - 5/9 * 9/5))
[1875452] ['3/8', '6/5', '6/5', '6/5', '8/9'] -> (6/5 / (3/8 * 6/5) - (6/5 * 8/9)))
[1875453] ['3/8', '6/5', '6/5', '6/5', '9/2'] -> (6/5 + 6/5) * 9/2 / 3/8 / 6/5
[1875455] ['3/8', '6/5', '6/5', '6/5', '9/5'] -> 9/5 / ((6/5 - (6/5 / 6/5)) * /8
)[1875472] ['3/8', '6/5', '6/5', '6/7', '9/5'] -> (9/5 / (3/8 * (6/5 / 6/7)) - 6/5))
[1875473] ['3/8', '6/5', '6/5', '6/7', '9/7'] -> (9/7 / (3/8 * (6/5 / 6/5)) - 6/7))
[1875483] ['3/8', '6/5', '6/5', '7/2', '8/5'] -> (6/5 + 6/5) * 7/2 / 3/8 + 8/5
[1875487] ['3/8', '6/5', '6/5', '7/2', '9/4'] -> 6/5 * 9/4 / (3/8 * 7/2 - 6/5)
[1875500] ['3/8', '6/5', '6/5', '7/3', '8/9'] -> 6/5 * 7/3 / 3/8 / (6/5 - 8/9)
[1875502] ['3/8', '6/5', '6/5', '7/3', '9/4'] -> (6/5 + 6/5 * 7/3) / 3/8 * 9/4
[1875504] ['3/8', '6/5', '6/5', '7/3', '9/7'] -> 9/7 / (6/5 / (6/5 * /3) - 3/8)
[1875516] ['3/8', '6/5', '6/5', '7/4', '9/4'] -> 9/4 / (6/5 - 3/8 * (6/5 + 7/4))
[1875530] ['3/8', '6/5', '6/5', '7/5', '9/5'] -> 9/5 / (6/5 - (3/8 + 6/5) / 7/5)
[1875536] ['3/8', '6/5', '6/5', '7/6', '8/3'] -> 8/3 / (7/6 / (6/5 + 6/5) - 3/8)
[1875540] ['3/8', '6/5', '6/5', '7/6', '9/2'] -> 6/5 / (6/5 - 7/6) - 9/2 / 3/8
[1875542] ['3/8', '6/5', '6/5', '7/6', '9/5'] -> (9/5 / (3/8 * (6/5 * 7/6)) - 6/5))
[1875544] ['3/8', '6/5', '6/5', '7/6', '9/8'] -> (6/5 / ((6/5 - 7/6) * 3/8) + 9/8))
[1875548] ['3/8', '6/5', '6/5', '7/8', '8/5'] -> 8/5 / (6/5 + 6/5 - 7/8 / 3/8)
[1875577] ['3/8', '6/5', '6/5', '8/5', '8/9'] -> (6/5 + 8/5) / 3/8 / (6/5 - 8/9)
[1875579] ['3/8', '6/5', '6/5', '8/5', '9/4'] -> (6/5 + 6/5 + 8/5) / 3/8 * 9/4
[1875581] ['3/8', '6/5', '6/5', '8/5', '9/7'] -> 9/7 / (6/5 / (6/5 + 8/5) - 3/8)
[1875582] ['3/8', '6/5', '6/5', '8/5', '9/8'] -> (6/5 + 3/8 * 8/5) / (6/5 - 9/8)
[1875601] ['3/8', '6/5', '6/5', '9/4', '9/4'] -> 9/4 / (3/8 * (6/5 + 9/4) - 6/5)
[1875619] ['3/8', '6/5', '6/7', '6/7', '8/3'] -> 6/7 / (3/8 + 6/7 - 6/5) - 8/3
[1875625] ['3/8', '6/5', '6/7', '6/7', '9/5'] -> (9/5 / (3/8 * 6/5) - (6/7 / 6/7)))
[1875626] ['3/8', '6/5', '6/7', '6/7', '9/7'] -> (9/7 / (3/8 * 6/7) - (6/7 / 6/5)))
[1875635] ['3/8', '6/5', '6/7', '7/2', '8/3'] -> 6/7 / (3/8 - 6/5 / 7/2) - 8/3
[1875641] ['3/8', '6/5', '6/7', '7/2', '9/5'] -> 9/5 / (6/5 - 3/8 * 6/7 * 7/2)
[1875670] ['3/8', '6/5', '6/7', '7/4', '9/5'] -> 9/5 / (3/8 + 6/5 - 6/7 * 7/4)
[1875673] ['3/8', '6/5', '6/7', '7/5', '7/5'] -> 7/5 / (7/5 / 6/7 - 3/8 - 6/5)
[1875683] ['3/8', '6/5', '6/7', '7/5', '9/5'] -> 9/5 / (6/5 - 3/8 / 7/5 - 6/7)
[1875695] ['3/8', '6/5', '6/7', '7/6', '9/5'] -> 9/5 / (3/8 * (6/5 - 6/7 * 7/6))
[1875731] ['3/8', '6/5', '6/7', '8/5', '9/2'] -> (6/5 / (3/8 * /7) + 8/5) * 9/2
[1875733] ['3/8', '6/5', '6/7', '8/5', '9/5'] -> 9/5 / (3/8 * (8/5 - 6/5 / 6/7))
[1875741] ['3/8', '6/5', '6/7', '8/7', '9/7'] -> 9/7 / (8/7 - 6/7 / 6/5 - 3/8)
[1875772] ['3/8', '6/5', '7/2', '7/2', '8/5'] -> 6/5 * (7/2 + 7/2) / 3/8 + 8/5
[1875786] ['3/8', '6/5', '7/2', '7/3', '8/3'] -> 8/3 / (7/3 - 7/2 / (3/8 + 6/5))
[1875793] ['3/8', '6/5', '7/2', '7/3', '9/7'] -> 9/7 * 6/5 * (7/2 + 7/3) / 3/8
[1875819] ['3/8', '6/5', '7/2', '7/5', '9/5'] -> 9/5 / (6/5 / 7/2 - 3/8 / 7/5)
[1875831] ['3/8', '6/5', '7/2', '7/6', '9/5'] -> 9/5 / (6/5 - 3/8 * 7/2 / 7/6)
[1875842] ['3/8', '6/5', '7/2', '7/8', '9/5'] -> 9/5 / (3/8 - 6/5 * 7/8 / 7/2)
[1875860] ['3/8', '6/5', '7/2', '8/3', '9/4'] -> 9/4 / (3/8 * (7/2 / 6/5 - 8/3))
[1875861] ['3/8', '6/5', '7/2', '8/3', '9/5'] -> 9/5 / (3/8 + 6/5 * 8/3 - 7/2)
[1875864] ['3/8', '6/5', '7/2', '8/5', '8/5'] -> 8/5 / (8/5 / 3/8 - 6/5 * 7/2)
[1875867] ['3/8', '6/5', '7/2', '8/5', '9/2'] -> 8/5 / (7/2 - 6/5 / 3/8) * 9/2
[1875868] ['3/8', '6/5', '7/2', '8/5', '9/4'] -> (7/2 / 3/8 + 8/5 / 6/5) * 9/4
[1875886] ['3/8', '6/5', '7/2', '9/2', '9/4'] -> 9/4 / (3/8 * (9/2 / 6/5 - 7/2))
[1875894] ['3/8', '6/5', '7/2', '9/5', '9/5'] -> (7/2 + 9/5 / 6/5) / 3/8 * 9/5
[1875895] ['3/8', '6/5', '7/2', '9/5', '9/7'] -> 9/7 / (9/5 / (6/5 * /2) - 3/8)
[1875912] ['3/8', '6/5', '7/3', '7/3', '9/5'] -> (9/5 / (3/8 * 6/5) - (7/3 / 7/3)))
[1875915] ['3/8', '6/5', '7/3', '7/4', '7/4'] -> 7/4 / (3/8 * (7/3 / 6/5 - 7/4))
[1875920] ['3/8', '6/5', '7/3', '7/4', '8/3'] -> 8/3 / ((7/3 - 7/4) / 6/5 - 3/8)
[1875934] ['3/8', '6/5', '7/3', '7/5', '8/5'] -> 8/5 / (7/3 * 7/5 - 6/5 / 3/8)
[1875935] ['3/8', '6/5', '7/3', '7/5', '8/7'] -> 8/7 / (7/3 - 6/5 / (3/8 * /5)
)[1875940] ['3/8', '6/5', '7/3', '7/5', '9/7'] -> 9/7 / (3/8 - 6/5 / (7/3 + 7/5))
[1875949] ['3/8', '6/5', '7/3', '7/6', '9/2'] -> 9/2 / (7/6 / 7/3 - 3/8 / 6/5)
[1875950] ['3/8', '6/5', '7/3', '7/6', '9/4'] -> 3/8 * 7/3 / (6/5 - 7/6) - 9/4
[1875957] ['3/8', '6/5', '7/3', '7/8', '8/5'] -> 8/5 / (6/5 / (7/8 - 3/8) - 7/3)
[1875972] ['3/8', '6/5', '7/3', '7/9', '9/5'] -> 9/5 / (6/5 - 3/8 * 7/3 / 7/9)
[1875980] ['3/8', '6/5', '7/3', '8/3', '9/4'] -> 6/5 * (7/3 / 3/8 + 8/3) * 9/4
[1875990] ['3/8', '6/5', '7/3', '8/5', '9/7'] -> 9/7 / (3/8 - 6/5 / (7/3 * /5)
)[1875996] ['3/8', '6/5', '7/3', '8/7', '9/5'] -> 9/5 / (6/5 / (7/3 * /7) - 3/8)
[1876031] ['3/8', '6/5', '7/4', '7/4', '9/5'] -> (9/5 / (3/8 * 6/5) - (7/4 / 7/4)))
[1876039] ['3/8', '6/5', '7/4', '7/5', '8/5'] -> 8/5 / ((7/4 - 6/5) / 3/8 - 7/5)
[1876050] ['3/8', '6/5', '7/4', '7/6', '8/3'] -> 8/3 / ((7/4 - 7/6) / 6/5 - 3/8)
[1876056] ['3/8', '6/5', '7/4', '7/6', '9/5'] -> 9/5 / (3/8 + 6/5 - 7/4 / 7/6)
[1876065] ['3/8', '6/5', '7/4', '7/8', '9/2'] -> 9/2 / (7/8 / 7/4 - 3/8 / 6/5)
[1876095] ['3/8', '6/5', '7/4', '8/5', '9/7'] -> 9/7 / (6/5 / (7/4 * /5) - 3/8)
[1876096] ['3/8', '6/5', '7/4', '8/5', '9/8'] -> 9/8 * 6/5 / (3/8 * (7/4 - 8/5))
[1876110] ['3/8', '6/5', '7/4', '9/2', '9/2'] -> (9/2 / 6/5 - 7/4) / 3/8 * 9/2
[1876116] ['3/8', '6/5', '7/4', '9/4', '9/5'] -> 9/5 / (3/8 - 6/5 / (7/4 + 9/4))
[1876118] ['3/8', '6/5', '7/4', '9/4', '9/8'] -> 9/8 / (3/8 * (9/4 / 6/5 - 7/4))
[1876119] ['3/8', '6/5', '7/4', '9/5', '9/5'] -> 9/5 / (3/8 + 9/5 - 6/5 * 7/4)
[1876128] ['3/8', '6/5', '7/5', '7/5', '7/9'] -> 7/5 / (((7/5 - 6/5) * /8) * /9
)[1876132] ['3/8', '6/5', '7/5', '7/5', '8/9'] -> (7/5 + 7/5) / 3/8 / (6/5 - 8/9)
[1876134] ['3/8', '6/5', '7/5', '7/5', '9/4'] -> (6/5 + 7/5 + 7/5) / 3/8 * 9/4
[1876135] ['3/8', '6/5', '7/5', '7/5', '9/5'] -> (9/5 / (3/8 * 6/5) - (7/5 / 7/5)))
[1876150] ['3/8', '6/5', '7/5', '7/8', '7/8'] -> 3/8 / ((7/8 - (6/5 / 7/5)) * /8
)[1876153] ['3/8', '6/5', '7/5', '7/8', '8/5'] -> 3/8 / (7/5 * 7/8 - 6/5) * 8/5
[1876154] ['3/8', '6/5', '7/5', '7/8', '8/7'] -> 3/8 / (7/8 - 6/5 / 7/5) * 8/7
[1876158] ['3/8', '6/5', '7/5', '7/8', '9/5'] -> 9/5 / (7/5 - 3/8 * 6/5 - 7/8)
[1876162] ['3/8', '6/5', '7/5', '7/9', '8/3'] -> 8/3 / (7/5 / (3/8 + 6/5) - 7/9)
[1876169] ['3/8', '6/5', '7/5', '7/9', '9/7'] -> 9/7 / (3/8 * (6/5 / 7/9 - 7/5))
[1876175] ['3/8', '6/5', '7/5', '8/3', '9/2'] -> (7/5 / 3/8 + 8/3) / 6/5 * 9/2
[1876185] ['3/8', '6/5', '7/5', '8/5', '9/5'] -> 9/5 / (6/5 - 3/8 * (7/5 + 8/5))
[1876187] ['3/8', '6/5', '7/5', '8/5', '9/8'] -> 9/8 * 8/5 / (3/8 * (7/5 - 6/5))
[1876190] ['3/8', '6/5', '7/5', '8/7', '9/2'] -> (6/5 / 7/5 + 8/7) / 3/8 * 9/2
[1876202] ['3/8', '6/5', '7/5', '9/2', '9/4'] -> (6/5 * 9/2 - 7/5) / 3/8 * 9/4
[1876207] ['3/8', '6/5', '7/5', '9/4', '9/5'] -> 9/5 / ((7/5 - 6/5) * 9/4 - 3/8)
[1876211] ['3/8', '6/5', '7/5', '9/5', '9/7'] -> 9/7 / ((9/5 - 6/5) / 7/5 - 3/8)
[1876225] ['3/8', '6/5', '7/6', '7/6', '9/5'] -> (9/5 / (3/8 * 6/5) - (7/6 / 7/6)))
[1876228] ['3/8', '6/5', '7/6', '7/8', '7/8'] -> 7/8 / (3/8 * (7/6 / 6/5 - 7/8))
[1876243] ['3/8', '6/5', '7/6', '7/9', '8/9'] -> 8/9 / (7/9 - 7/6 / (3/8 + 6/5))
[1876246] ['3/8', '6/5', '7/6', '7/9', '9/5'] -> 9/5 / (3/8 + 6/5 - 7/6 / 7/9)
[1876253] ['3/8', '6/5', '7/6', '8/3', '9/2'] -> (7/6 / 3/8 + 8/3 / 6/5) * 9/2
[1876258] ['3/8', '6/5', '7/6', '8/5', '8/5'] -> 8/5 / ((7/6 - 3/8) * 8/5 - 6/5)
[1876261] ['3/8', '6/5', '7/6', '8/5', '9/2'] -> (6/5 * 7/6 / 3/8 + 8/5) * 9/2
[1876263] ['3/8', '6/5', '7/6', '8/5', '9/5'] -> 9/5 / (3/8 * (8/5 - 6/5 * 7/6))
[1876280] ['3/8', '6/5', '7/6', '9/2', '9/4'] -> 6/5 * (9/2 - 7/6) / 3/8 * 9/4
[1876291] ['3/8', '6/5', '7/6', '9/7', '9/7'] -> 9/7 / (3/8 * 6/5 * (9/7 - 7/6))
[1876302] ['3/8', '6/5', '7/8', '7/8', '9/5'] -> (9/5 / (3/8 * 6/5) - (7/8 / 7/8)))
[1876315] ['3/8', '6/5', '7/8', '8/3', '8/3'] -> 8/3 / (7/8 / 3/8 - 8/3 / 6/5)
[1876329] ['3/8', '6/5', '7/8', '8/5', '9/5'] -> 9/5 / (3/8 * (7/8 * 8/5 - 6/5))
[1876331] ['3/8', '6/5', '7/8', '8/5', '9/8'] -> 9/8 / (3/8 * (7/8 - 6/5 / 8/5))
[1876336] ['3/8', '6/5', '7/8', '8/7', '9/5'] -> 9/5 / (3/8 * (6/5 - 7/8 * 8/7))
[1876355] ['3/8', '6/5', '7/8', '9/5', '9/7'] -> 9/7 / (9/5 - 6/5 / 7/8 - 3/8)
[1876356] ['3/8', '6/5', '7/8', '9/5', '9/8'] -> 9/8 / (7/8 * (9/5 - 3/8) - 6/5)
[1876367] ['3/8', '6/5', '7/9', '7/9', '9/5'] -> (9/5 / (3/8 * 6/5) - (7/9 / 7/9)))
[1876371] ['3/8', '6/5', '7/9', '8/3', '8/5'] -> 8/5 / (3/8 * 8/3 - 6/5 * 7/9)
[1876395] ['3/8', '6/5', '7/9', '8/9', '9/2'] -> 6/5 * (7/9 + 8/9) / 3/8 * 9/2
[1876409] ['3/8', '6/5', '7/9', '9/5', '9/5'] -> 9/5 / (3/8 * (7/9 * 9/5 - 6/5))
[1876424] ['3/8', '6/5', '8/3', '8/5', '8/5'] -> 8/5 / (8/3 * (8/5 - 3/8 - 6/5))
[1876431] ['3/8', '6/5', '8/3', '8/5', '9/8'] -> 9/8 * 8/5 / (6/5 / 8/3 - 3/8)
[1876432] ['3/8', '6/5', '8/3', '8/7', '8/7'] -> 8/7 / (3/8 * 8/3 - 8/7 / 6/5)
[1876442] ['3/8', '6/5', '8/3', '8/9', '9/5'] -> 9/5 / (6/5 - 3/8 * 8/3 / 8/9)
[1876445] ['3/8', '6/5', '8/3', '9/2', '9/2'] -> (3/8 * 8/3 / 6/5 + 9/2) * 9/2
[1876451] ['3/8', '6/5', '8/3', '9/4', '9/5'] -> 8/3 * 9/4 / 3/8 / 6/5 * 9/5
[1876456] ['3/8', '6/5', '8/3', '9/5', '9/8'] -> 9/8 * 8/3 * (6/5 + 9/5) / 3/8
[1876463] ['3/8', '6/5', '8/5', '8/5', '9/2'] -> (8/5 + 8/5 - 6/5) / 3/8 * 9/2
[1876465] ['3/8', '6/5', '8/5', '8/5', '9/5'] -> (9/5 / (3/8 * 6/5) - (8/5 / 8/5)))
[1876472] ['3/8', '6/5', '8/5', '8/7', '9/5'] -> 9/5 / (3/8 * (8/5 / 8/7 - 6/5))
[1876476] ['3/8', '6/5', '8/5', '8/9', '9/2'] -> (8/5 / 3/8 + 6/5 * 8/9) * 9/2
[1876477] ['3/8', '6/5', '8/5', '8/9', '9/4'] -> 9/4 / (3/8 * (8/5 - 6/5 / 8/9))
[1876478] ['3/8', '6/5', '8/5', '8/9', '9/5'] -> 9/5 / ((8/5 - 6/5) / 8/9 - 3/8)
[1876482] ['3/8', '6/5', '8/5', '9/2', '9/4'] -> (9/2 / 3/8 - 8/5 / 6/5) * 9/4
[1876483] ['3/8', '6/5', '8/5', '9/2', '9/5'] -> (8/5 / 6/5 + 9/2 / 3/8) * 9/5
[1876484] ['3/8', '6/5', '8/5', '9/2', '9/7'] -> 9/7 * (8/5 + 6/5 * 9/2) / 3/8
[1876486] ['3/8', '6/5', '8/5', '9/4', '9/4'] -> 9/4 / (3/8 * 9/4 - 6/5 / 8/5)
[1876500] ['3/8', '6/5', '8/7', '8/7', '9/5'] -> (9/5 / (3/8 * 6/5) - (8/7 / 8/7)))
[1876519] ['3/8', '6/5', '8/7', '9/5', '9/7'] -> 9/7 / (9/5 - 6/5 * 8/7 - 3/8)
[1876520] ['3/8', '6/5', '8/7', '9/5', '9/8'] -> 9/8 / ((9/5 - 3/8) / 8/7 - 6/5)
[1876527] ['3/8', '6/5', '8/9', '8/9', '9/5'] -> (9/5 / (3/8 * 6/5) - (8/9 / 8/9)))
[1876539] ['3/8', '6/5', '8/9', '9/5', '9/5'] -> 9/5 / (9/5 - 6/5 / 8/9 - 3/8)
[1876547] ['3/8', '6/5', '9/2', '9/2', '9/5'] -> (9/5 / (3/8 * 6/5) - (9/2 / 9/2)))
[1876556] ['3/8', '6/5', '9/2', '9/5', '9/8'] -> 9/2 * (6/5 + 9/5 / 3/8) / 9/8
[1876581] ['3/8', '6/7', '6/7', '6/7', '7/2'] -> (6/7 + 6/7 + 6/7) / 3/8 * 7/2
[1876590] ['3/8', '6/7', '6/7', '6/7', '8/7'] -> 6/7 / (3/8 * 6/7 + 6/7 - 8/7)
[1876591] ['3/8', '6/7', '6/7', '6/7', '8/9'] -> (6/7 / (3/8 * 6/7) - (6/7 * 8/9)))
[1876592] ['3/8', '6/7', '6/7', '6/7', '9/2'] -> (6/7 + 6/7) * 9/2 / 3/8 / 6/7
