[1538167] ['2/7', '6/7', '6/7', '6/7', '8/3'] -> (6/7 + 6/7 + 6/7) * 8/3 / 2/7
[1540014] ['2/7', '7/3', '7/3', '7/9', '9/2'] -> ((2/7 + 7/3) * 7/3 - 7/9) * 9/2
[1540017] ['2/7', '7/3', '7/3', '7/9', '9/7'] -> (7/3 + 7/3 / 7/9) / 2/7 * 9/7
[1540019] ['2/7', '7/3', '7/3', '8/3', '8/3'] -> (8/3 / (7/3 * (8/3 - 2/7)) - 7/3))
[1540041] ['2/7', '7/3', '7/3', '8/7', '9/7'] -> (7/3 + 7/3) * 8/7 / 2/7 * 9/7
[1540049] ['2/7', '7/3', '7/3', '9/2', '9/2'] -> (7/3 + 2/7 * 7/3 * 9/2) * 9/2
[1540052] ['2/7', '7/3', '7/3', '9/2', '9/7'] -> (7/3 / 2/7 + 7/3 * 9/2) * 9/7
[1540061] ['2/7', '7/3', '7/3', '9/7', '9/7'] -> (7/3 + 7/3 * 9/7) / 2/7 * 9/7
[1540071] ['2/7', '7/3', '7/4', '7/4', '8/7'] -> 8/7 / ((7/3 - 7/4) / 7/4 - 2/7)
[1540074] ['2/7', '7/3', '7/4', '7/4', '9/4'] -> (7/4 + 9/4) / (2/7 * (7/3 - 7/4))
[1540096] ['2/7', '7/3', '7/4', '7/6', '8/7'] -> 8/7 / (2/7 * (7/3 / 7/4 - 7/6))
[1540098] ['2/7', '7/3', '7/4', '7/6', '9/2'] -> (7/3 / 2/7 + 7/6) / 7/4 * 9/2
[1540107] ['2/7', '7/3', '7/4', '7/8', '8/7'] -> 8/7 / (7/3 - 7/4 / 7/8 - 2/7)
[1540128] ['2/7', '7/3', '7/4', '8/3', '9/2'] -> (2/7 * 7/3 + 7/4 * 8/3) * 9/2
[1540129] ['2/7', '7/3', '7/4', '8/3', '9/4'] -> (7/3 / 7/4 + 8/3 / 2/7) * 9/4
[1540149] ['2/7', '7/3', '7/4', '8/9', '9/2'] -> 8/9 / ((7/3 - 7/4) * /7) * 9/2
[1540154] ['2/7', '7/3', '7/4', '9/2', '9/2'] -> 7/3 * (9/2 / 7/4 - 2/7) * 9/2
[1540158] ['2/7', '7/3', '7/4', '9/2', '9/8'] -> 9/2 / (((7/3 - 7/4) * /7) * /8
)[1540163] ['2/7', '7/3', '7/4', '9/5', '9/5'] -> 2/7 * 7/3 / (9/5 - 7/4) * 9/5
[1540177] ['2/7', '7/3', '7/5', '7/5', '9/2'] -> (7/3 * (2/7 + 7/5) + 7/5) * 9/2
[1540185] ['2/7', '7/3', '7/5', '7/6', '8/3'] -> (7/3 / 2/7 + 7/6 / 7/5) * 8/3
[1540186] ['2/7', '7/3', '7/5', '7/6', '8/5'] -> 8/5 / (2/7 * (7/5 + 7/6 - 7/3))
[1540206] ['2/7', '7/3', '7/5', '7/9', '8/3'] -> 8/3 / (2/7 * 7/3 - 7/9 / 7/5)
[1540208] ['2/7', '7/3', '7/5', '7/9', '8/7'] -> 8/7 / (2/7 - 7/9 / (7/3 * /5)
)[1540215] ['2/7', '7/3', '7/5', '8/3', '8/3'] -> (7/3 + 8/3 / (2/7 * /5)) * 8/3
[1540230] ['2/7', '7/3', '7/5', '8/5', '9/7'] -> 9/7 * (7/3 + 7/5 + 8/5) / 2/7
[1540234] ['2/7', '7/3', '7/5', '8/7', '9/2'] -> (7/3 + 7/5) * (2/7 + 8/7) * 9/2
[1540246] ['2/7', '7/3', '7/5', '9/2', '9/4'] -> 7/3 * 9/2 / 2/7 / 7/5 - 9/4
[1540262] ['2/7', '7/3', '7/6', '7/6', '7/9'] -> (7/3 / 2/7 + 7/6) / (7/6 - 7/9)
[1540271] ['2/7', '7/3', '7/6', '7/6', '9/8'] -> 2/7 * (7/3 + 7/6) / (7/6 - 9/8)
[1540278] ['2/7', '7/3', '7/6', '7/8', '9/2'] -> 9/2 / ((7/6 / 7/3 - 2/7) * 7/8)
[1540279] ['2/7', '7/3', '7/6', '7/8', '9/4'] -> (7/3 / 2/7 + 7/6) / 7/8 * 9/4
[1540286] ['2/7', '7/3', '7/6', '7/9', '8/7'] -> 7/3 / ((7/6 - 7/9) * /7) * 8/7
[1540293] ['2/7', '7/3', '7/6', '8/3', '8/3'] -> 8/3 / (2/7 * 7/6 * (8/3 - 7/3))
[1540294] ['2/7', '7/3', '7/6', '8/3', '8/5'] -> (7/3 + 8/3) / 2/7 / 7/6 * 8/5
[1540296] ['2/7', '7/3', '7/6', '8/3', '8/9'] -> (7/3 / 2/7 + 7/6) * 8/3 - 8/9
[1540300] ['2/7', '7/3', '7/6', '8/3', '9/7'] -> 9/7 * 8/3 * 7/3 / (2/7 * 7/6)
[1540313] ['2/7', '7/3', '7/6', '8/7', '9/4'] -> (7/3 / 2/7 + 7/6) * 8/7 * 9/4
[1540314] ['2/7', '7/3', '7/6', '8/7', '9/5'] -> (7/6 + (7/3 + 8/7) / 2/7) * 9/5
[1540323] ['2/7', '7/3', '7/6', '9/2', '9/2'] -> (9/2 / 7/6 - 7/3) / 2/7 * 9/2
[1540345] ['2/7', '7/3', '7/8', '7/8', '9/4'] -> 7/3 / (2/7 * /8 * /8) * 9/4
[1540362] ['2/7', '7/3', '7/8', '8/3', '8/9'] -> 7/3 * 8/3 / 2/7 / 7/8 - 8/9
[1540365] ['2/7', '7/3', '7/8', '8/3', '9/5'] -> (7/3 + 8/3 / 2/7) / 7/8 * 9/5
[1540366] ['2/7', '7/3', '7/8', '8/3', '9/7'] -> 9/7 * (7/3 / 7/8 + 8/3) / 2/7
[1540378] ['2/7', '7/3', '7/8', '8/7', '9/2'] -> (7/3 / 7/8 - 8/7) / 2/7 * 9/2
[1540379] ['2/7', '7/3', '7/8', '8/7', '9/4'] -> 7/3 * 8/7 / 2/7 / 7/8 * 9/4
[1540380] ['2/7', '7/3', '7/8', '8/7', '9/5'] -> (7/3 / 7/8 + 8/7) / 2/7 * 9/5
[1540387] ['2/7', '7/3', '7/8', '8/9', '9/7'] -> 9/7 / (7/8 / 7/3 - 2/7 / 8/9)
[1540401] ['2/7', '7/3', '7/8', '9/7', '9/7'] -> 9/7 * 7/3 / (9/7 - 2/7 - 7/8)
[1540408] ['2/7', '7/3', '7/9', '7/9', '8/9'] -> (8/9 / (7/9 * (7/9 / 7/3)) - 2/7))
[1540415] ['2/7', '7/3', '7/9', '8/3', '8/5'] -> (7/3 + 8/3 / 2/7) / 7/9 * 8/5
[1540423] ['2/7', '7/3', '7/9', '8/5', '8/5'] -> 8/5 / ((8/5 - 7/9) / 7/3 - 2/7)
[1540442] ['2/7', '7/3', '7/9', '8/9', '9/7'] -> 9/7 * 8/9 / (7/9 / 7/3 - 2/7)
[1540445] ['2/7', '7/3', '7/9', '9/2', '9/4'] -> (7/3 / 7/9 + 9/2) / 2/7 - 9/4
[1540457] ['2/7', '7/3', '7/9', '9/7', '9/8'] -> 9/7 / (((7/9 / 7/3) - 2/7) * /8
)[1540459] ['2/7', '7/3', '8/3', '8/3', '8/3'] -> (7/3 + 8/3 / 2/7 - 8/3) * 8/3
[1540461] ['2/7', '7/3', '8/3', '8/3', '8/7'] -> (7/3 + (8/3 + 8/3) / 2/7) * 8/7
[1540462] ['2/7', '7/3', '8/3', '8/3', '8/9'] -> (8/3 + 8/3) / (8/9 - 2/7 * 7/3)
[1540464] ['2/7', '7/3', '8/3', '8/3', '9/4'] -> 8/3 * 8/3 / 2/7 / 7/3 * 9/4
[1540465] ['2/7', '7/3', '8/3', '8/3', '9/5'] -> (8/3 / 7/3 + 8/3) / 2/7 * 9/5
[1540466] ['2/7', '7/3', '8/3', '8/3', '9/7'] -> (8/3 / 2/7 - 7/3) * 8/3 * 9/7
[1540471] ['2/7', '7/3', '8/3', '8/5', '9/2'] -> (2/7 * 7/3 + 8/3) * 8/5 * 9/2
[1540477] ['2/7', '7/3', '8/3', '8/7', '8/9'] -> 7/3 * 8/3 * 8/7 / 2/7 - 8/9
[1540478] ['2/7', '7/3', '8/3', '8/7', '9/2'] -> 7/3 * 8/3 * (8/7 - 2/7) * 9/2
[1540480] ['2/7', '7/3', '8/3', '8/7', '9/5'] -> (7/3 + 8/3 / 2/7) * 8/7 * 9/5
[1540481] ['2/7', '7/3', '8/3', '8/7', '9/7'] -> 9/7 * (8/3 + 7/3 * 8/7) / 2/7
[1540483] ['2/7', '7/3', '8/3', '8/9', '8/9'] -> (7/3 * 8/3 + 8/9) / 2/7 - 8/9
[1540484] ['2/7', '7/3', '8/3', '8/9', '9/2'] -> (8/3 + 8/9) / 2/7 / 7/3 * 9/2
[1540485] ['2/7', '7/3', '8/3', '8/9', '9/4'] -> (8/3 + 8/9 / 7/3) / 2/7 * 9/4
[1540494] ['2/7', '7/3', '8/3', '9/4', '9/4'] -> (7/3 + 8/3 / 2/7) * 9/4 - 9/4
[1540495] ['2/7', '7/3', '8/3', '9/4', '9/5'] -> 7/3 * (8/3 * 9/4 - 2/7) * 9/5
[1540502] ['2/7', '7/3', '8/3', '9/7', '9/8'] -> 9/7 / (((8/3 - 2/7) - 7/3) * /8
)[1540510] ['2/7', '7/3', '8/5', '8/5', '9/7'] -> (7/3 * 8/5 + 8/5) / 2/7 * 9/7
[1540515] ['2/7', '7/3', '8/5', '8/7', '9/4'] -> (7/3 + 8/7 / 8/5) / 2/7 * 9/4
[1540541] ['2/7', '7/3', '8/7', '8/7', '8/9'] -> (8/7 + 8/7) / (8/9 / 7/3 - 2/7)
[1540542] ['2/7', '7/3', '8/7', '8/7', '9/2'] -> (7/3 * 8/7 - 8/7) / 2/7 * 9/2
[1540544] ['2/7', '7/3', '8/7', '8/7', '9/5'] -> (7/3 * 8/7 + 8/7) / 2/7 * 9/5
[1540545] ['2/7', '7/3', '8/7', '8/7', '9/7'] -> 7/3 * (8/7 + 8/7) / 2/7 * 9/7
[1540548] ['2/7', '7/3', '8/7', '8/9', '9/2'] -> (8/7 + 8/9 / 7/3) / 2/7 * 9/2
[1540581] ['2/7', '7/3', '8/9', '9/4', '9/7'] -> 9/7 / ((7/3 - 2/7) / 8/9 - 9/4)
[1540597] ['2/7', '7/3', '9/2', '9/4', '9/8'] -> (2/7 + 9/2) * 7/3 * 9/4 - 9/8
[1540604] ['2/7', '7/3', '9/4', '9/4', '9/4'] -> (7/3 * 9/4 + 9/4) / 2/7 - 9/4
[1540606] ['2/7', '7/3', '9/4', '9/4', '9/7'] -> (9/7 / (2/7 * (7/3 - 9/4)) * 9/4))
[1540612] ['2/7', '7/3', '9/4', '9/7', '9/8'] -> (7/3 * 9/4 + 9/7) / 2/7 + 9/8
[1540618] ['2/7', '7/3', '9/5', '9/7', '9/8'] -> 2/7 / (((7/3 / 9/5) - 9/7) * /8
)[1540658] ['2/7', '7/4', '7/4', '7/6', '9/2'] -> (7/4 - 9/2 / 2/7) / (7/6 - 7/4)
[1540659] ['2/7', '7/4', '7/4', '7/6', '9/4'] -> (7/4 + 9/4) / 2/7 / (7/4 - 7/6)
[1540665] ['2/7', '7/4', '7/4', '7/8', '8/3'] -> (7/4 / 2/7 + 7/4) / 7/8 * 8/3
[1540686] ['2/7', '7/4', '7/4', '8/3', '8/7'] -> (7/4 / 2/7 + 7/4) * 8/3 * 8/7
[1540696] ['2/7', '7/4', '7/4', '8/5', '9/2'] -> (9/2 / (2/7 * 7/4) - (7/4 / 8/5)))
[1540749] ['2/7', '7/4', '7/5', '7/6', '9/2'] -> (7/4 / 7/5 + 7/6 / 2/7) * 9/2
[1540750] ['2/7', '7/4', '7/5', '7/6', '9/4'] -> 7/4 / ((7/5 - 7/6) * /7) - 9/4
[1540751] ['2/7', '7/4', '7/5', '7/6', '9/5'] -> 9/5 / ((7/4 - 2/7 - 7/5) * 7/6)
[1540775] ['2/7', '7/4', '7/5', '8/3', '8/3'] -> 8/3 / ((7/4 - 7/5) * /7) - 8/3
[1540776] ['2/7', '7/4', '7/5', '8/3', '8/5'] -> 8/5 / (7/5 - 2/7 * 7/4 * 8/3)
[1540786] ['2/7', '7/4', '7/5', '8/5', '8/9'] -> 8/5 / (7/4 - 2/7 - 7/5) - 8/9
[1540823] ['2/7', '7/4', '7/6', '7/6', '8/3'] -> (8/3 / (2/7 * 7/4) - (7/6 * 7/6)))
[1540825] ['2/7', '7/4', '7/6', '7/6', '8/7'] -> 8/7 / (7/4 / 7/6 - 2/7 - 7/6)
[1540832] ['2/7', '7/4', '7/6', '7/8', '7/8'] -> 7/4 / (((7/6 - 7/8) * /7) * /8
)[1540836] ['2/7', '7/4', '7/6', '7/8', '8/7'] -> 7/4 / ((7/6 - 7/8) * /7) * 8/7
[1540862] ['2/7', '7/4', '7/6', '8/5', '8/5'] -> 8/5 / (2/7 * 7/4 + 7/6 - 8/5)
[1540870] ['2/7', '7/4', '7/6', '8/7', '8/7'] -> 2/7 * 7/4 / (7/6 - 8/7) * 8/7
[1540878] ['2/7', '7/4', '7/6', '8/9', '9/2'] -> 8/9 / ((7/4 - 7/6) * /7) * 9/2
[1540884] ['2/7', '7/4', '7/6', '9/2', '9/4'] -> (7/4 + 7/6 / 2/7) * 9/2 - 9/4
[1540887] ['2/7', '7/4', '7/6', '9/2', '9/8'] -> 9/2 / (((7/4 - 7/6) * /7) * /8
)[1540902] ['2/7', '7/4', '7/8', '7/8', '8/7'] -> 8/7 / (7/8 / (7/4 + 7/8) - 2/7)
[1540924] ['2/7', '7/4', '7/8', '8/3', '9/4'] -> 8/3 / ((7/4 - 7/8) * /7) * 9/4
[1540926] ['2/7', '7/4', '7/8', '8/3', '9/7'] -> 9/7 * 8/3 * 7/4 / (2/7 * 7/8)
[1540933] ['2/7', '7/4', '7/8', '8/5', '9/5'] -> 9/5 / (7/8 - 2/7 * 7/4 * 8/5)
[1540935] ['2/7', '7/4', '7/8', '8/5', '9/8'] -> 9/8 / (7/8 / 8/5 - 2/7 * 7/4)
[1540958] ['2/7', '7/4', '7/8', '9/5', '9/5'] -> 9/5 / (7/8 * (2/7 + 9/5) - 7/4)
[1540967] ['2/7', '7/4', '7/9', '7/9', '8/7'] -> 8/7 / (7/9 - 7/9 / 7/4 - 2/7)
[1540976] ['2/7', '7/4', '7/9', '8/3', '8/7'] -> 7/4 * 8/3 / 2/7 / 7/9 * 8/7
[1541021] ['2/7', '7/4', '8/3', '8/3', '8/7'] -> (8/3 / 2/7 + 8/3) * 7/4 * 8/7
[1541022] ['2/7', '7/4', '8/3', '8/3', '8/9'] -> (8/3 + 8/3) / (8/9 / 7/4 - 2/7)
[1541037] ['2/7', '7/4', '8/3', '8/7', '8/9'] -> (7/4 + 8/7) * 8/3 / 2/7 * 8/9
[1541041] ['2/7', '7/4', '8/3', '8/7', '9/7'] -> 9/7 * 8/7 * 8/3 * 7/4 / 2/7
[1541042] ['2/7', '7/4', '8/3', '8/7', '9/8'] -> (7/4 + 8/7) * 8/3 / 2/7 / 9/8
[1541050] ['2/7', '7/4', '8/3', '9/2', '9/4'] -> 8/3 * (9/2 - 2/7 * 7/4) * 9/4
[1541051] ['2/7', '7/4', '8/3', '9/2', '9/5'] -> 8/3 * (2/7 * 7/4 + 9/2) * 9/5
[1541055] ['2/7', '7/4', '8/3', '9/4', '9/5'] -> (7/4 + 8/3 / 2/7 + 9/4) * 9/5
[1541056] ['2/7', '7/4', '8/3', '9/4', '9/7'] -> 9/7 * 8/3 / (2/7 * (9/4 - 7/4))
[1541057] ['2/7', '7/4', '8/3', '9/4', '9/8'] -> 9/8 / (7/4 / (2/7 * /3) - 9/4)
[1541075] ['2/7', '7/4', '8/5', '8/7', '9/4'] -> 9/4 / ((7/4 - 8/7) / 8/5 - 2/7)
[1541122] ['2/7', '7/4', '8/7', '9/5', '9/5'] -> 9/5 / ((2/7 + 9/5) / 8/7 - 7/4)
[1541198] ['2/7', '7/5', '7/5', '7/6', '7/8'] -> 7/5 / (((7/5 - 7/6) * /7) * /8
)[1541201] ['2/7', '7/5', '7/5', '7/6', '8/5'] -> (8/5 / (2/7 * (7/5 * 7/6)) - 7/5))
[1541221] ['2/7', '7/5', '7/5', '7/9', '8/3'] -> 8/3 / (7/9 / (7/5 * /5) - 2/7)
[1541251] ['2/7', '7/5', '7/5', '8/7', '9/5'] -> 9/5 / ((2/7 + 7/5) / 8/7 - 7/5)
[1541279] ['2/7', '7/5', '7/6', '7/6', '8/5'] -> 8/5 / (7/5 * (7/6 - 2/7) - 7/6)
[1541280] ['2/7', '7/5', '7/6', '7/6', '8/7'] -> 8/7 / (7/6 - 7/6 / 7/5 - 2/7)
[1541317] ['2/7', '7/5', '7/6', '8/5', '8/5'] -> 8/5 / (2/7 * 7/6 * (8/5 - 7/5))
[1541320] ['2/7', '7/5', '7/6', '8/5', '9/2'] -> (7/5 / 2/7 + 8/5 - 7/6) * 9/2
[1541335] ['2/7', '7/5', '7/6', '8/9', '9/5'] -> 8/9 / ((7/5 - 7/6) * /7) * 9/5
[1541341] ['2/7', '7/5', '7/6', '9/2', '9/7'] -> 9/7 * (7/6 / 7/5 + 9/2) / 2/7
[1541349] ['2/7', '7/5', '7/6', '9/5', '9/8'] -> 9/5 / (((7/5 - 7/6) * /7) * /8
)[1541387] ['2/7', '7/5', '7/8', '8/5', '9/4'] -> 8/5 / ((7/5 - 7/8) * /7) * 9/4
[1541388] ['2/7', '7/5', '7/8', '8/5', '9/5'] -> 9/5 / (7/8 * (2/7 + 7/5 - 8/5))
[1541430] ['2/7', '7/5', '7/9', '8/3', '8/5'] -> 8/3 / ((7/5 - 7/9) * /7) * 8/5
[1541475] ['2/7', '7/5', '8/3', '8/3', '8/5'] -> (7/5 * 8/3 + 8/3) / 2/7 + 8/5
[1541480] ['2/7', '7/5', '8/3', '8/3', '9/5'] -> (8/3 + 8/3) / 2/7 / 7/5 * 9/5
[1541484] ['2/7', '7/5', '8/3', '8/5', '8/7'] -> 8/7 / (7/5 + 8/5 - 2/7 - 8/3)
[1541488] ['2/7', '7/5', '8/3', '8/5', '9/5'] -> (8/3 + 8/5 / 7/5) / 2/7 * 9/5
[1541489] ['2/7', '7/5', '8/3', '8/5', '9/7'] -> 9/7 * (7/5 * 8/3 + 8/5) / 2/7
[1541493] ['2/7', '7/5', '8/3', '8/7', '9/2'] -> 7/5 * 8/3 * (2/7 + 8/7) * 9/2
[1541494] ['2/7', '7/5', '8/3', '8/7', '9/4'] -> (8/3 / 7/5 + 8/7) / 2/7 * 9/4
[1541496] ['2/7', '7/5', '8/3', '8/7', '9/7'] -> 9/7 * 7/5 * (8/3 + 8/7) / 2/7
[1541525] ['2/7', '7/5', '8/5', '8/5', '9/7'] -> 8/5 / (2/7 + 7/5 - 8/5) * 9/7
[1541531] ['2/7', '7/5', '8/5', '8/7', '9/5'] -> 8/7 / (2/7 + 7/5 - 8/5) * 9/5
[1541541] ['2/7', '7/5', '8/5', '9/2', '9/4'] -> (7/5 + 8/5 + 9/2) / 2/7 - 9/4
[1541545] ['2/7', '7/5', '8/5', '9/4', '9/4'] -> 9/4 / (2/7 + 7/5 - 8/5) - 9/4
[1541584] ['2/7', '7/5', '8/9', '8/9', '9/2'] -> (8/9 / 7/5 + 8/9) / 2/7 * 9/2
[1541608] ['2/7', '7/5', '9/2', '9/2', '9/8'] -> (9/2 / 7/5 + 9/2) / 2/7 / 9/8
[1541644] ['2/7', '7/6', '7/6', '7/6', '8/7'] -> 8/7 / ((7/6 - (7/6 / 7/6)) * /7
)[1541655] ['2/7', '7/6', '7/6', '7/8', '8/7'] -> (8/7 / (2/7 * (7/6 / 7/8)) - 7/6))
[1541657] ['2/7', '7/6', '7/6', '7/8', '9/2'] -> 9/2 / (7/6 * (2/7 + 7/8) - 7/6)
[1541663] ['2/7', '7/6', '7/6', '7/9', '8/3'] -> 8/3 / (7/9 - 2/7 * (7/6 + 7/6))
[1541666] ['2/7', '7/6', '7/6', '7/9', '8/9'] -> 8/9 / (7/6 - (2/7 + 7/6) * 7/9)
[1541672] ['2/7', '7/6', '7/6', '8/3', '8/3'] -> (7/6 + 8/3 / 2/7) / 7/6 * 8/3
[1541674] ['2/7', '7/6', '7/6', '8/3', '8/7'] -> 8/7 / (8/3 - 2/7 - 7/6 - 7/6)
[1541689] ['2/7', '7/6', '7/6', '8/7', '8/7'] -> (8/7 / (2/7 * (7/6 * 8/7)) - 7/6))
[1541696] ['2/7', '7/6', '7/6', '8/9', '8/9'] -> (8/9 / (2/7 * 7/6) - (7/6 * 8/9)))
[1541702] ['2/7', '7/6', '7/6', '9/2', '9/2'] -> (7/6 + 9/2 - 2/7 * 7/6) * 9/2
[1541705] ['2/7', '7/6', '7/6', '9/2', '9/7'] -> ((7/6 + 9/2) / 2/7 - 7/6) * 9/7
[1541728] ['2/7', '7/6', '7/8', '7/9', '7/9'] -> 7/9 / (2/7 * 7/6 * (7/8 - 7/9))
[1541742] ['2/7', '7/6', '7/8', '8/3', '9/2'] -> 9/2 / (7/6 / 8/3 - 2/7 * 7/8)
[1541743] ['2/7', '7/6', '7/8', '8/3', '9/4'] -> (7/6 / 7/8 + 8/3 / 2/7) * 9/4
[1541747] ['2/7', '7/6', '7/8', '8/5', '8/5'] -> 8/5 / (2/7 * (7/8 * 8/5 - 7/6))
[1541764] ['2/7', '7/6', '7/8', '8/9', '9/4'] -> 8/9 / ((7/6 - 7/8) * /7) * 9/4
[1541770] ['2/7', '7/6', '7/8', '9/2', '9/5'] -> (9/2 - 7/6) / 2/7 / 7/8 * 9/5
[1541776] ['2/7', '7/6', '7/8', '9/4', '9/8'] -> 9/4 / (((7/6 - 7/8) * /7) * /8
)[1541784] ['2/7', '7/6', '7/9', '7/9', '8/3'] -> (8/3 / (2/7 * (7/9 + 7/9)) - 7/6))
[1541786] ['2/7', '7/6', '7/9', '7/9', '8/7'] -> (8/7 / (2/7 * 7/6) - (7/9 / 7/9)))
[1541787] ['2/7', '7/6', '7/9', '7/9', '8/9'] -> (8/9 / (2/7 * (7/6 * 7/9)) - 7/9))
[1541792] ['2/7', '7/6', '7/9', '7/9', '9/8'] -> (2/7 * 7/9 + 7/9) / (7/6 - 9/8)
[1541793] ['2/7', '7/6', '7/9', '8/3', '8/3'] -> 8/3 / (2/7 * 7/6 * 8/3 - 7/9)
[1541795] ['2/7', '7/6', '7/9', '8/3', '8/7'] -> 7/6 / (7/9 / 2/7 - 8/3) * 8/7
[1541817] ['2/7', '7/6', '7/9', '8/9', '8/9'] -> 8/9 / (2/7 * 7/6 * (8/9 - 7/9))
[1541824] ['2/7', '7/6', '7/9', '9/2', '9/4'] -> (7/6 + 9/2 / 2/7) / 7/9 + 9/4
[1541840] ['2/7', '7/6', '8/3', '8/3', '8/7'] -> (8/7 / (2/7 * 7/6) - (8/3 / 8/3)))
[1541843] ['2/7', '7/6', '8/3', '8/3', '9/4'] -> (8/3 / (2/7 * /6) + 8/3) * 9/4
[1541846] ['2/7', '7/6', '8/3', '8/3', '9/8'] -> 8/3 * 8/3 / 2/7 / 7/6 * 9/8
[1541855] ['2/7', '7/6', '8/3', '8/7', '8/7'] -> 8/7 / (8/7 - 2/7 * (7/6 + 8/3))
[1541857] ['2/7', '7/6', '8/3', '8/7', '9/2'] -> 9/2 / (7/6 / 8/3 - 2/7 / 8/7)
[1541858] ['2/7', '7/6', '8/3', '8/7', '9/4'] -> (8/3 / 2/7 + 7/6 * 8/7) * 9/4
[1541864] ['2/7', '7/6', '8/3', '8/9', '9/4'] -> (8/3 + 8/9) / 2/7 / 7/6 * 9/4
[1541869] ['2/7', '7/6', '8/3', '9/2', '9/4'] -> 7/6 + (8/3 + 9/2) / 2/7 - 9/4
[1541884] ['2/7', '7/6', '8/5', '8/5', '8/7'] -> (8/7 / (2/7 * 7/6) - (8/5 / 8/5)))
[1541886] ['2/7', '7/6', '8/5', '8/5', '9/2'] -> (8/5 / 2/7 + 8/5) * (9/2 - 7/6)
[1541907] ['2/7', '7/6', '8/5', '9/2', '9/7'] -> 9/7 * 8/5 * (9/2 - 7/6) / 2/7
[1541919] ['2/7', '7/6', '8/7', '8/7', '8/7'] -> 8/7 / ((7/6 - (8/7 / 8/7)) * /7
)[1541926] ['2/7', '7/6', '8/7', '8/9', '8/9'] -> 8/9 / (7/6 * (2/7 + 8/9 - 8/7))
[1541928] ['2/7', '7/6', '8/7', '8/9', '9/4'] -> 2/7 * 8/9 / (7/6 - 8/7) * 9/4
[1541940] ['2/7', '7/6', '8/7', '9/4', '9/8'] -> 2/7 * 9/4 / (7/6 - 8/7) / 9/8
[1541948] ['2/7', '7/6', '8/9', '8/9', '9/2'] -> (8/9 + 8/9) / 2/7 / 7/6 * 9/2
[1541954] ['2/7', '7/6', '8/9', '9/2', '9/4'] -> 9/4 / (7/6 / (2/7 * /9) - 9/2)
[1541969] ['2/7', '7/6', '9/2', '9/2', '9/4'] -> (2/7 * 7/6 + 9/2) * 9/2 + 9/4
[1541999] ['2/7', '7/6', '9/7', '9/7', '9/7'] -> (2/7 + 9/7 + 9/7) / (9/7 - 7/6)
[1542028] ['2/7', '7/8', '7/8', '8/3', '9/2'] -> 8/3 / ((7/8 + 7/8) * /7) * 9/2
[1542037] ['2/7', '7/8', '7/8', '8/5', '9/4'] -> (9/4 / (2/7 * 7/8) - (7/8 / 8/5)))
[1542079] ['2/7', '7/8', '7/9', '8/3', '8/3'] -> 8/3 / (7/9 - 2/7 * 7/8 * 8/3)
[1542081] ['2/7', '7/8', '7/9', '8/3', '8/7'] -> 8/7 / (7/9 / (7/8 * /3) - 2/7)
[1542124] ['2/7', '7/8', '8/3', '8/3', '8/3'] -> (8/3 + 8/3) / 2/7 / 7/8 + 8/3
[1542126] ['2/7', '7/8', '8/3', '8/3', '8/7'] -> 8/7 / (8/3 - 7/8 * 8/3 - 2/7)
[1542127] ['2/7', '7/8', '8/3', '8/3', '8/9'] -> (8/3 + 8/3) / 2/7 / 7/8 / 8/9
[1542130] ['2/7', '7/8', '8/3', '8/3', '9/5'] -> (8/3 / (2/7 * /8) + 8/3) * 9/5
[1542136] ['2/7', '7/8', '8/3', '8/5', '9/2'] -> (2/7 + 8/3 / 7/8) * 8/5 * 9/2
[1542141] ['2/7', '7/8', '8/3', '8/7', '8/7'] -> 8/7 / (8/3 * (2/7 + 7/8 - 8/7))
[1542167] ['2/7', '7/8', '8/3', '9/7', '9/8'] -> 9/8 * 8/3 / (9/7 - 2/7 - 7/8)
[1542199] ['2/7', '7/8', '8/5', '9/5', '9/5'] -> 9/5 / (7/8 * (2/7 + 8/5 - 9/5))
[1542207] ['2/7', '7/8', '8/7', '8/7', '9/2'] -> (2/7 + 8/7) / (8/7 - 7/8) * 9/2
[1542209] ['2/7', '7/8', '8/7', '8/7', '9/5'] -> 9/5 / (7/8 - 8/7 / (2/7 + 8/7))
[1542216] ['2/7', '7/8', '8/7', '8/9', '9/7'] -> 9/7 / (2/7 / 8/9 - (8/7 - 7/8))
[1542225] ['2/7', '7/8', '8/7', '9/4', '9/7'] -> 9/7 / (2/7 + 7/8 + 8/7 - 9/4)
[1542262] ['2/7', '7/8', '9/2', '9/4', '9/8'] -> (9/2 + 9/4) / 2/7 / 7/8 / 9/8
[1542344] ['2/7', '7/9', '8/3', '8/3', '8/3'] -> (8/3 / 7/9 + 8/3) / 2/7 + 8/3
[1542346] ['2/7', '7/9', '8/3', '8/3', '8/7'] -> 8/3 * 8/3 / 2/7 - 7/9 * 8/7
[1542347] ['2/7', '7/9', '8/3', '8/3', '8/9'] -> (8/3 / 7/9 + 8/3) / 2/7 / 8/9
[1542351] ['2/7', '7/9', '8/3', '8/3', '9/7'] -> (8/3 + 8/3) / (9/7 - 2/7 - 7/9)
[1542352] ['2/7', '7/9', '8/3', '8/3', '9/8'] -> (8/3 / 7/9 + 8/3) / 2/7 * 9/8
[1542361] ['2/7', '7/9', '8/3', '8/7', '8/7'] -> 8/7 / (7/9 * 8/7 / 8/3 - 2/7)
