[540832] ['1/4', '3/7', '4/9', '6/7', '8/3'] -> 8/3 / (4/9 * (3/7 / 6/7 - 1/4))
[542133] ['1/4', '3/7', '5/7', '5/7', '5/9'] -> (5/7 + 5/7) / 1/4 / 3/7 / 5/9
[542148] ['1/4', '3/7', '5/7', '5/7', '9/4'] -> (5/7 + 5/7) / (1/4 - 3/7 / 9/4)
[542149] ['1/4', '3/7', '5/7', '5/7', '9/5'] -> (5/7 + 5/7) / 1/4 / 3/7 * 9/5
[542153] ['1/4', '3/7', '5/7', '5/8', '5/9'] -> 5/7 / (((1/4 + 3/7) - 5/8) * /9
)[542159] ['1/4', '3/7', '5/7', '5/8', '7/5'] -> 5/7 / (5/8 - 1/4 / 3/7) * 7/5
[542169] ['1/4', '3/7', '5/7', '5/8', '9/5'] -> 5/7 / (1/4 + 3/7 - 5/8) * 9/5
[542175] ['1/4', '3/7', '5/7', '5/9', '7/2'] -> (3/7 + 5/7 / 5/9) / 1/4 * 7/2
[542196] ['1/4', '3/7', '5/7', '6/5', '7/5'] -> 6/5 / (((5/7 - 1/4) - 3/7) * /5
)[542221] ['1/4', '3/7', '5/7', '6/7', '9/2'] -> (3/7 + 5/7) / 1/4 / 6/7 * 9/2
[542224] ['1/4', '3/7', '5/7', '6/7', '9/7'] -> 9/7 / (1/4 * (5/7 - 3/7 / 6/7))
[542228] ['1/4', '3/7', '5/7', '7/2', '7/4'] -> (3/7 + 7/2 / 1/4 - 5/7) * 7/4
[542234] ['1/4', '3/7', '5/7', '7/2', '8/5'] -> ((3/7 + 7/2) / 1/4 - 5/7) * 8/5
[542240] ['1/4', '3/7', '5/7', '7/2', '9/7'] -> 9/7 / (1/4 * (7/2 - 3/7) - 5/7)
[542248] ['1/4', '3/7', '5/7', '7/3', '8/3'] -> (5/7 / (1/4 * /7) + 7/3) * 8/3
[542249] ['1/4', '3/7', '5/7', '7/3', '8/5'] -> 8/5 / (3/7 / (1/4 * /7) - 7/3)
[542250] ['1/4', '3/7', '5/7', '7/3', '8/7'] -> 8/7 / (3/7 / 1/4 - 5/7 * 7/3)
[542264] ['1/4', '3/7', '5/7', '7/4', '8/7'] -> 8/7 / (5/7 / (7/4 - 1/4) - 3/7)
[542276] ['1/4', '3/7', '5/7', '7/5', '8/5'] -> 8/5 / (1/4 * (5/7 / 3/7 - 7/5))
[542291] ['1/4', '3/7', '5/7', '7/6', '9/2'] -> (3/7 + 5/7) * 7/6 / 1/4 * 9/2
[542294] ['1/4', '3/7', '5/7', '7/6', '9/7'] -> 9/7 / (1/4 * (5/7 - 3/7 * 7/6))
[542300] ['1/4', '3/7', '5/7', '7/8', '8/7'] -> 8/7 / (5/7 - 1/4 / (3/7 * /8)
)[542303] ['1/4', '3/7', '5/7', '7/8', '9/4'] -> 3/7 / ((7/8 - 5/7) * /4) * 9/4
[542304] ['1/4', '3/7', '5/7', '7/8', '9/5'] -> 9/5 / ((1/4 + 3/7) / 5/7 - 7/8)
[542311] ['1/4', '3/7', '5/7', '7/9', '8/9'] -> 3/7 / ((7/9 - 5/7) * /4) * 8/9
[542316] ['1/4', '3/7', '5/7', '7/9', '9/8'] -> 3/7 / (((7/9 - 5/7) * /4) * /8
)[542318] ['1/4', '3/7', '5/7', '8/3', '8/5'] -> 8/5 / (1/4 * 8/3 - 3/7 / 5/7)
[542319] ['1/4', '3/7', '5/7', '8/3', '8/7'] -> 8/7 / (1/4 * 5/7 * 8/3 - 3/7)
[542330] ['1/4', '3/7', '5/7', '8/5', '9/4'] -> 5/7 * 8/5 / 1/4 / 3/7 * 9/4
[542334] ['1/4', '3/7', '5/7', '8/7', '8/7'] -> 8/7 / (5/7 - 1/4 * 8/7 / 3/7)
[542339] ['1/4', '3/7', '5/7', '8/7', '9/7'] -> 9/7 / (1/4 + 3/7 - 5/7 / 8/7)
[542341] ['1/4', '3/7', '5/7', '8/9', '8/9'] -> 8/9 / (5/7 - 1/4 - 3/7) - 8/9
[542352] ['1/4', '3/7', '5/7', '9/4', '9/4'] -> (5/7 / 3/7 + 9/4 / 1/4) * 9/4
[542359] ['1/4', '3/7', '5/7', '9/7', '9/7'] -> (5/7 + 9/7) / 1/4 / 3/7 * 9/7
[542362] ['1/4', '3/7', '5/8', '5/8', '5/8'] -> 5/8 / ((5/8 - (1/4 / 3/7)) * /8
)[542374] ['1/4', '3/7', '5/8', '5/8', '8/5'] -> 5/8 * 8/5 / (5/8 - 1/4 / 3/7)
[542382] ['1/4', '3/7', '5/8', '5/9', '5/9'] -> 5/9 / ((5/8 - (1/4 / 3/7)) * /9
)[542392] ['1/4', '3/7', '5/8', '5/9', '8/3'] -> 8/3 / ((1/4 + 5/8) * (5/9 - 3/7))
[542393] ['1/4', '3/7', '5/8', '5/9', '8/5'] -> 8/5 / (3/7 * (5/9 - 1/4 / 5/8))
[542401] ['1/4', '3/7', '5/8', '6/5', '6/5'] -> 6/5 / ((5/8 - (1/4 / 3/7)) * /5
)[542405] ['1/4', '3/7', '5/8', '6/5', '7/4'] -> 6/5 / ((3/7 - (1/4 / 5/8)) * /4
)[542416] ['1/4', '3/7', '5/8', '6/5', '9/5'] -> 9/5 / (1/4 * 6/5 / 3/7 - 5/8)
[542419] ['1/4', '3/7', '5/8', '6/7', '6/7'] -> 6/7 / ((5/8 - (1/4 / 3/7)) * /7
)[542420] ['1/4', '3/7', '5/8', '6/7', '7/2'] -> 7/2 / (5/8 / 6/7 - 1/4 / 3/7)
[542424] ['1/4', '3/7', '5/8', '6/7', '7/6'] -> 6/7 / (5/8 - 1/4 / 3/7) * 7/6
[542429] ['1/4', '3/7', '5/8', '6/7', '8/7'] -> 8/7 / (1/4 / 3/7 - 5/8 * 6/7)
[542431] ['1/4', '3/7', '5/8', '6/7', '9/2'] -> 6/7 / ((5/8 - 1/4) * /7) * 9/2
[542436] ['1/4', '3/7', '5/8', '7/2', '7/2'] -> 7/2 / ((5/8 - (1/4 / 3/7)) * /2
)[542445] ['1/4', '3/7', '5/8', '7/2', '8/7'] -> (3/7 + 7/2) / 1/4 / 5/8 - 8/7
[542447] ['1/4', '3/7', '5/8', '7/2', '9/2'] -> 9/2 / ((1/4 + 3/7 - 5/8) * 7/2)
[542448] ['1/4', '3/7', '5/8', '7/2', '9/4'] -> (5/8 / 1/4 + 7/2 / 3/7) * 9/4
[542459] ['1/4', '3/7', '5/8', '7/3', '8/5'] -> 8/5 / ((3/7 - 1/4 / 5/8) * 7/3)
[542463] ['1/4', '3/7', '5/8', '7/3', '9/4'] -> 9/4 / (1/4 * (3/7 * 7/3 - 5/8))
[542465] ['1/4', '3/7', '5/8', '7/3', '9/7'] -> 9/7 / (3/7 - (1/4 + 5/8) / 7/3)
[542479] ['1/4', '3/7', '5/8', '7/4', '9/7'] -> 9/7 / (5/8 - 1/4 / 7/4 - 3/7)
[542481] ['1/4', '3/7', '5/8', '7/5', '7/5'] -> 7/5 / ((5/8 - (1/4 / 3/7)) * /5
)[542490] ['1/4', '3/7', '5/8', '7/5', '9/4'] -> 9/4 / (1/4 * 3/7 * 5/8 * 7/5)
[542491] ['1/4', '3/7', '5/8', '7/5', '9/5'] -> 9/5 / ((1/4 + 3/7 - 5/8) * 7/5)
[542494] ['1/4', '3/7', '5/8', '7/6', '7/6'] -> 7/6 / ((5/8 - (1/4 / 3/7)) * /6
)[542499] ['1/4', '3/7', '5/8', '7/6', '8/7'] -> 8/7 / (1/4 / 3/7 - 5/8 / 7/6)
[542501] ['1/4', '3/7', '5/8', '7/6', '9/2'] -> 9/2 / (3/7 * (5/8 - 1/4) * 7/6)
[542504] ['1/4', '3/7', '5/8', '7/6', '9/7'] -> 9/7 / (3/7 * 5/8 - 1/4 / 7/6)
[542510] ['1/4', '3/7', '5/8', '7/8', '8/7'] -> 7/8 / (5/8 - 1/4 / 3/7) * 8/7
[542513] ['1/4', '3/7', '5/8', '7/8', '9/4'] -> (5/8 + 7/8 / 3/7) / 1/4 * 9/4
[542515] ['1/4', '3/7', '5/8', '7/8', '9/7'] -> 9/7 / (3/7 - 1/4 * (5/8 + 7/8))
[542516] ['1/4', '3/7', '5/8', '7/8', '9/8'] -> 9/8 / ((1/4 + 3/7 - 5/8) * 7/8)
[542517] ['1/4', '3/7', '5/8', '7/9', '7/9'] -> 7/9 / ((5/8 - 1/4 / 3/7) * 7/9)
[542519] ['1/4', '3/7', '5/8', '7/9', '8/5'] -> 8/5 / (1/4 / 5/8 - 3/7 * 7/9)
[542523] ['1/4', '3/7', '5/8', '7/9', '9/4'] -> 9/4 / (1/4 * (5/8 / 7/9 - 3/7))
[542527] ['1/4', '3/7', '5/8', '8/3', '8/3'] -> 8/3 / ((5/8 - 1/4 / 3/7) * 8/3)
[542536] ['1/4', '3/7', '5/8', '8/5', '8/5'] -> 8/5 / ((5/8 - 1/4 / 3/7) * 8/5)
[542544] ['1/4', '3/7', '5/8', '8/7', '8/7'] -> 8/7 / ((5/8 - 1/4 / 3/7) * 8/7)
[542549] ['1/4', '3/7', '5/8', '8/7', '9/7'] -> 9/7 / (5/8 + 8/7 - 3/7 / 1/4)
[542550] ['1/4', '3/7', '5/8', '8/7', '9/8'] -> 9/8 * 8/7 / (1/4 + 3/7 - 5/8)
[542551] ['1/4', '3/7', '5/8', '8/9', '8/9'] -> 8/9 / ((5/8 - 1/4 / 3/7) * 8/9)
[542555] ['1/4', '3/7', '5/8', '8/9', '9/7'] -> 3/7 / (((8/9 - 1/4) - 5/8) * /7
)[542556] ['1/4', '3/7', '5/8', '8/9', '9/8'] -> 9/8 * 8/9 / (5/8 - 1/4 / 3/7)
[542557] ['1/4', '3/7', '5/8', '9/2', '9/2'] -> 9/2 / ((5/8 - (1/4 / 3/7)) * /2
)[542558] ['1/4', '3/7', '5/8', '9/2', '9/4'] -> 5/8 * 9/2 / 1/4 / 3/7 - 9/4
[542562] ['1/4', '3/7', '5/8', '9/4', '9/4'] -> 9/4 / ((5/8 - 1/4 / 3/7) * 9/4)
[542567] ['1/4', '3/7', '5/8', '9/5', '9/7'] -> 9/7 / (5/8 * (9/5 - 3/7 / 1/4))
[542571] ['1/4', '3/7', '5/8', '9/8', '9/8'] -> 9/8 / ((5/8 - (1/4 / 3/7)) * /8
)[542573] ['1/4', '3/7', '5/9', '5/9', '6/5'] -> 5/9 / (1/4 / 3/7 - 5/9) * 6/5
[542592] ['1/4', '3/7', '5/9', '6/5', '6/7'] -> 6/7 / (3/7 * 5/9 * 6/5 - 1/4)
[542606] ['1/4', '3/7', '5/9', '6/5', '9/5'] -> 6/5 / (((1/4 / 3/7) - 5/9) * /5
)[542607] ['1/4', '3/7', '5/9', '6/5', '9/7'] -> 9/7 / (3/7 - 1/4 / (5/9 * /5)
)[542616] ['1/4', '3/7', '5/9', '6/7', '7/9'] -> 6/7 / (1/4 / 3/7 - 5/9) * 7/9
[542620] ['1/4', '3/7', '5/9', '6/7', '8/9'] -> 6/7 / ((5/9 - 3/7) * /4) * 8/9
[542625] ['1/4', '3/7', '5/9', '6/7', '9/8'] -> 6/7 / (((5/9 - 3/7) * /4) * /8
)[542627] ['1/4', '3/7', '5/9', '7/2', '7/3'] -> 7/3 / ((1/4 / 3/7 - 5/9) * 7/2)
[542633] ['1/4', '3/7', '5/9', '7/2', '8/3'] -> 8/3 / (1/4 * (5/9 - 3/7) * 7/2)
[542639] ['1/4', '3/7', '5/9', '7/2', '9/5'] -> 9/5 / ((1/4 / 5/9 - 3/7) * 7/2)
[542642] ['1/4', '3/7', '5/9', '7/3', '7/3'] -> (3/7 * 5/9 + 7/3) / 1/4 * 7/3
[542643] ['1/4', '3/7', '5/9', '7/3', '7/4'] -> (7/3 - 3/7) / 1/4 / 5/9 * 7/4
[542648] ['1/4', '3/7', '5/9', '7/3', '8/3'] -> 8/3 / (1/4 * (3/7 * 7/3 - 5/9))
[542690] ['1/4', '3/7', '5/9', '7/6', '8/9'] -> 8/9 / (1/4 * (5/9 - 3/7) * 7/6)
[542694] ['1/4', '3/7', '5/9', '7/6', '9/7'] -> 9/7 / (1/4 * 7/6 - 3/7 * 5/9)
[542698] ['1/4', '3/7', '5/9', '7/8', '8/3'] -> 8/3 / (1/4 / (3/7 * /8) - 5/9)
[542700] ['1/4', '3/7', '5/9', '7/8', '8/7'] -> 8/7 / (1/4 / 7/8 - 3/7 * 5/9)
[542704] ['1/4', '3/7', '5/9', '7/8', '9/5'] -> 9/5 / (1/4 / 5/9 - 3/7 * 7/8)
[542719] ['1/4', '3/7', '5/9', '8/3', '8/7'] -> 8/7 / (3/7 * (1/4 * 8/3 - 5/9))
[542726] ['1/4', '3/7', '5/9', '8/5', '8/5'] -> 8/5 / (3/7 * (5/9 - 1/4 * 8/5))
[542734] ['1/4', '3/7', '5/9', '8/7', '8/7'] -> 8/7 / (1/4 * 8/7 - 3/7 * 5/9)
[542738] ['1/4', '3/7', '5/9', '8/7', '9/5'] -> 9/5 / (1/4 / 5/9 - 3/7 / 8/7)
[542741] ['1/4', '3/7', '5/9', '8/9', '8/9'] -> 8/9 / (5/9 - 1/4 * 8/9 / 3/7)
[542745] ['1/4', '3/7', '5/9', '8/9', '9/7'] -> 9/7 / (1/4 + 3/7 - 5/9 / 8/9)
[542750] ['1/4', '3/7', '5/9', '9/2', '9/7'] -> 9/7 / ((1/4 - 3/7 * 5/9) * 9/2)
[542764] ['1/4', '3/7', '6/5', '6/5', '7/2'] -> (3/7 * 6/5 + 6/5) / 1/4 * 7/2
[542772] ['1/4', '3/7', '6/5', '6/5', '8/5'] -> (6/5 + 6/5) / 1/4 / 3/7 + 8/5
[542773] ['1/4', '3/7', '6/5', '6/5', '8/7'] -> 8/7 / (3/7 / (6/5 * /5) - 1/4)
[542778] ['1/4', '3/7', '6/5', '6/5', '9/7'] -> 3/7 * 6/5 / 1/4 / (9/7 - 6/5)
[542780] ['1/4', '3/7', '6/5', '6/7', '6/7'] -> 6/7 / (6/7 / 6/5 - 1/4 - 3/7)
[542810] ['1/4', '3/7', '6/5', '7/2', '9/5'] -> 9/5 / (1/4 * (3/7 * 7/2 - 6/5))
[542829] ['1/4', '3/7', '6/5', '7/4', '7/5'] -> 6/5 / ((7/4 - (3/7 / 1/4)) * /5
)[542837] ['1/4', '3/7', '6/5', '7/4', '9/2'] -> 9/2 / ((3/7 / 6/5 - 1/4) * 7/4)
[542862] ['1/4', '3/7', '6/5', '7/6', '9/2'] -> (7/6 / (3/7 - 1/4) - 6/5) * 9/2
[542873] ['1/4', '3/7', '6/5', '7/8', '9/2'] -> 9/2 / ((3/7 - 1/4) * 6/5 * 7/8)
[542874] ['1/4', '3/7', '6/5', '7/8', '9/4'] -> 9/4 / ((3/7 / 6/5 - 1/4) * 7/8)
[542875] ['1/4', '3/7', '6/5', '7/8', '9/5'] -> 9/5 / (3/7 * 7/8 - 1/4 * 6/5)
[542890] ['1/4', '3/7', '6/5', '8/3', '8/7'] -> 8/7 / (1/4 / 6/5 - 3/7 / 8/3)
[542891] ['1/4', '3/7', '6/5', '8/3', '8/9'] -> 8/3 / (3/7 / 6/5 - 1/4) - 8/9
[542907] ['1/4', '3/7', '6/5', '8/7', '9/2'] -> 8/7 / ((3/7 - 1/4) * /5) * 9/2
[542908] ['1/4', '3/7', '6/5', '8/7', '9/4'] -> 8/7 / (3/7 / 6/5 - 1/4) * 9/4
[542909] ['1/4', '3/7', '6/5', '8/7', '9/5'] -> 9/5 / (3/7 / 8/7 - 1/4 * 6/5)
[542920] ['1/4', '3/7', '6/5', '9/2', '9/5'] -> (6/5 + 9/2 / (1/4 * /7)) / 9/5
[542924] ['1/4', '3/7', '6/5', '9/4', '9/5'] -> 6/5 + 9/4 / (1/4 * /7) + 9/5
[542928] ['1/4', '3/7', '6/5', '9/5', '9/7'] -> 9/7 / (3/7 - 1/4 * 9/5 / 6/5)
[542933] ['1/4', '3/7', '6/7', '6/7', '6/7'] -> (6/7 + 6/7 + 6/7) / 1/4 / 3/7
[542934] ['1/4', '3/7', '6/7', '6/7', '7/2'] -> 6/7 * 6/7 / 1/4 / 3/7 * 7/2
[542951] ['1/4', '3/7', '6/7', '7/2', '7/3'] -> (6/7 * 7/2 - 3/7) / 1/4 * 7/3
[542952] ['1/4', '3/7', '6/7', '7/2', '7/4'] -> (3/7 + 6/7 * 7/2) / 1/4 * 7/4
[542954] ['1/4', '3/7', '6/7', '7/2', '7/6'] -> 6/7 * 7/2 / 1/4 / 3/7 / 7/6
[542957] ['1/4', '3/7', '6/7', '7/2', '8/3'] -> (3/7 / 1/4 + 6/7) * 7/2 * 8/3
[542972] ['1/4', '3/7', '6/7', '7/3', '8/3'] -> (3/7 + 6/7 / 1/4) * 7/3 * 8/3
[542976] ['1/4', '3/7', '6/7', '7/3', '9/2'] -> (6/7 / 1/4 + 7/3 - 3/7) * 9/2
[542979] ['1/4', '3/7', '6/7', '7/3', '9/7'] -> 6/7 * 7/3 / 1/4 / 3/7 * 9/7
[542987] ['1/4', '3/7', '6/7', '7/4', '8/5'] -> (6/7 / 3/7 + 7/4) / 1/4 * 8/5
[542990] ['1/4', '3/7', '6/7', '7/4', '9/2'] -> 9/2 / (1/4 * (6/7 - 3/7) * 7/4)
[542993] ['1/4', '3/7', '6/7', '7/4', '9/7'] -> 9/7 / (3/7 - 1/4 * 6/7 * 7/4)
[543039] ['1/4', '3/7', '6/7', '7/9', '9/7'] -> 9/7 / (3/7 - 1/4 / (6/7 * /9)
)[543044] ['1/4', '3/7', '6/7', '8/3', '8/9'] -> 8/3 / ((6/7 - 3/7) * /4) - 8/9
[543049] ['1/4', '3/7', '6/7', '8/3', '9/8'] -> 9/8 * 8/3 * 6/7 / (1/4 * 3/7)
[543051] ['1/4', '3/7', '6/7', '8/5', '8/7'] -> 8/7 / (1/4 / 3/7 - 6/7 / 8/5)
[543056] ['1/4', '3/7', '6/7', '8/5', '9/7'] -> 9/7 / (3/7 / 8/5 - 1/4 * 6/7)
[543063] ['1/4', '3/7', '6/7', '8/7', '9/7'] -> (6/7 + 8/7) / 1/4 / 3/7 * 9/7
[543066] ['1/4', '3/7', '6/7', '8/9', '9/2'] -> 9/2 / (3/7 - 1/4 * 6/7 / 8/9)
[543078] ['1/4', '3/7', '6/7', '9/4', '9/7'] -> 9/7 / (1/4 * 6/7 * 9/4 - 3/7)
[543081] ['1/4', '3/7', '6/7', '9/5', '9/7'] -> 9/7 / (1/4 / 6/7 - 3/7 / 9/5)
[543083] ['1/4', '3/7', '6/7', '9/7', '9/7'] -> 9/7 / (3/7 - 1/4 * 9/7 / 6/7)
[543089] ['1/4', '3/7', '7/2', '7/2', '7/5'] -> (1/4 + 7/2) * 7/2 * (3/7 + 7/5)
[543090] ['1/4', '3/7', '7/2', '7/2', '7/6'] -> (7/2 * 7/2 - 1/4) / 3/7 / 7/6
[543092] ['1/4', '3/7', '7/2', '7/2', '7/9'] -> (7/2 / 3/7 - 7/2) / 1/4 / 7/9
[543095] ['1/4', '3/7', '7/2', '7/2', '8/7'] -> 3/7 * 7/2 * 7/2 / 1/4 * 8/7
[543099] ['1/4', '3/7', '7/2', '7/2', '9/5'] -> (7/2 / 1/4 + 7/2) * (9/5 - 3/7)
[543103] ['1/4', '3/7', '7/2', '7/3', '7/4'] -> (7/2 / 3/7 + 7/3) / 1/4 / 7/4
[543108] ['1/4', '3/7', '7/2', '7/3', '8/3'] -> 7/2 * (7/3 - 3/7) / 1/4 - 8/3
[543109] ['1/4', '3/7', '7/2', '7/3', '8/5'] -> (7/2 / 1/4 + 3/7 * 7/3) * 8/5
[543115] ['1/4', '3/7', '7/2', '7/3', '9/7'] -> 9/7 / (3/7 - 1/4 * 7/2 / 7/3)
[543119] ['1/4', '3/7', '7/2', '7/4', '7/6'] -> ((7/2 + 7/4) / 1/4 - 3/7) * 7/6
[543122] ['1/4', '3/7', '7/2', '7/4', '8/3'] -> 3/7 * (7/2 + 7/4) / 1/4 * 8/3
[543126] ['1/4', '3/7', '7/2', '7/4', '9/2'] -> 9/2 / (1/4 * 3/7 * (7/2 - 7/4))
[543131] ['1/4', '3/7', '7/2', '7/5', '7/5'] -> 7/5 / (1/4 * (7/2 - 7/5 / 3/7))
[543150] ['1/4', '3/7', '7/2', '7/6', '8/9'] -> (7/2 + 7/6 / 3/7) / 1/4 - 8/9
[543151] ['1/4', '3/7', '7/2', '7/6', '9/2'] -> (7/2 * (3/7 + 7/6) - 1/4) * 9/2
[543152] ['1/4', '3/7', '7/2', '7/6', '9/4'] -> (3/7 * 7/2 + 7/6) / 1/4 * 9/4
[543181] ['1/4', '3/7', '7/2', '8/3', '9/2'] -> 8/3 / (3/7 + 1/4 / 7/2) * 9/2
[543187] ['1/4', '3/7', '7/2', '8/5', '8/7'] -> (3/7 + 7/2) * 8/5 / 1/4 - 8/7
[543205] ['1/4', '3/7', '7/2', '8/9', '9/7'] -> 3/7 / ((8/9 - (1/4 * 7/2)) * /7
)[543207] ['1/4', '3/7', '7/2', '9/2', '9/2'] -> 3/7 * 7/2 + 9/2 / 1/4 + 9/2
[543211] ['1/4', '3/7', '7/2', '9/2', '9/8'] -> 3/7 * 7/2 * 9/2 / 1/4 / 9/8
[543212] ['1/4', '3/7', '7/2', '9/4', '9/4'] -> (1/4 + 7/2 / 3/7 + 9/4) * 9/4
[543214] ['1/4', '3/7', '7/2', '9/4', '9/7'] -> 9/7 / (1/4 * (9/4 / 7/2 - 3/7))
[543219] ['1/4', '3/7', '7/2', '9/7', '9/7'] -> 9/7 / (1/4 * (3/7 * 7/2 - 9/7))
[543227] ['1/4', '3/7', '7/3', '7/3', '7/9'] -> (7/3 + 7/3) / (7/9 - 1/4 / 3/7)
[543232] ['1/4', '3/7', '7/3', '7/3', '9/2'] -> (7/3 - 3/7 * 7/3) / 1/4 * 9/2
[543234] ['1/4', '3/7', '7/3', '7/3', '9/5'] -> (3/7 * 7/3 + 7/3) / 1/4 * 9/5
[543241] ['1/4', '3/7', '7/3', '7/4', '7/9'] -> (7/3 + 7/4 / (1/4 * /7)) / 7/9
[543248] ['1/4', '3/7', '7/3', '7/4', '9/5'] -> (7/3 - 3/7) * 7/4 / 1/4 * 9/5
[543249] ['1/4', '3/7', '7/3', '7/4', '9/7'] -> (7/3 + 7/4 / (1/4 * /7)) * 9/7
[543257] ['1/4', '3/7', '7/3', '7/5', '8/7'] -> 8/7 / (3/7 / 1/4 - 7/3 / 7/5)
[543260] ['1/4', '3/7', '7/3', '7/5', '9/4'] -> (7/3 - 3/7) * 7/5 / 1/4 * 9/4
[543274] ['1/4', '3/7', '7/3', '7/6', '9/7'] -> 9/7 * 7/3 / (1/4 * 3/7 * 7/6)
[543281] ['1/4', '3/7', '7/3', '7/8', '8/9'] -> 7/3 / (1/4 * /7 * /8) - 8/9
[543287] ['1/4', '3/7', '7/3', '7/9', '7/9'] -> (7/3 / 3/7 - 7/9) / 1/4 / 7/9
[543288] ['1/4', '3/7', '7/3', '7/9', '8/3'] -> (7/3 / 1/4 - 3/7 * 7/9) * 8/3
[543290] ['1/4', '3/7', '7/3', '7/9', '8/7'] -> (7/3 / (1/4 * /7) - 7/9) * 8/7
[543291] ['1/4', '3/7', '7/3', '7/9', '8/9'] -> (7/3 / 3/7 + 7/9) / 1/4 - 8/9
[543292] ['1/4', '3/7', '7/3', '7/9', '9/2'] -> 3/7 * (7/3 + 7/9) / 1/4 * 9/2
[543293] ['1/4', '3/7', '7/3', '7/9', '9/4'] -> (7/3 + 3/7 * 7/9) / 1/4 * 9/4
[543295] ['1/4', '3/7', '7/3', '7/9', '9/7'] -> 9/7 * (7/3 / 3/7 - 7/9) / 1/4
[543304] ['1/4', '3/7', '7/3', '8/3', '9/7'] -> 9/7 / (3/7 / 8/3 - 1/4 / 7/3)
[543306] ['1/4', '3/7', '7/3', '8/5', '8/5'] -> 8/5 / (7/3 * (3/7 - 1/4 * 8/5))
[543315] ['1/4', '3/7', '7/3', '8/7', '8/9'] -> 7/3 * 8/7 / 1/4 / 3/7 - 8/9
[543319] ['1/4', '3/7', '7/3', '8/7', '9/7'] -> 9/7 * 7/3 / (3/7 / 8/7 - 1/4)
[543330] ['1/4', '3/7', '7/3', '9/2', '9/7'] -> 9/7 / (1/4 * 9/2 / 7/3 - 3/7)
[543334] ['1/4', '3/7', '7/3', '9/4', '9/7'] -> (3/7 + 7/3 * 9/4) / 1/4 + 9/7
[543340] ['1/4', '3/7', '7/3', '9/7', '9/8'] -> 9/8 * (7/3 + 9/7 / 3/7) / 1/4
[543354] ['1/4', '3/7', '7/4', '7/4', '9/7'] -> (7/4 + 7/4) / 1/4 * (3/7 + 9/7)
[543370] ['1/4', '3/7', '7/4', '7/6', '7/8'] -> (7/4 / 3/7 + 7/6) / 1/4 / 7/8
[543372] ['1/4', '3/7', '7/4', '7/6', '8/3'] -> (7/4 + 3/7 * 7/6) / 1/4 * 8/3
[543374] ['1/4', '3/7', '7/4', '7/6', '8/7'] -> (7/4 / 3/7 + 7/6) / 1/4 * 8/7
[543379] ['1/4', '3/7', '7/4', '7/6', '9/7'] -> 9/7 / (3/7 - 1/4 * 7/4 / 7/6)
[543388] ['1/4', '3/7', '7/4', '7/8', '9/4'] -> 9/4 / (1/4 * 3/7 * (7/4 - 7/8))
[543390] ['1/4', '3/7', '7/4', '7/8', '9/7'] -> 9/7 * 7/4 / (1/4 * 3/7 * 7/8)
[543397] ['1/4', '3/7', '7/4', '7/9', '9/2'] -> 9/2 / (7/4 * (3/7 - 1/4 / 7/9))
[543404] ['1/4', '3/7', '7/4', '8/3', '8/7'] -> 8/7 / (3/7 - 1/4 * 8/3 / 7/4)
[543405] ['1/4', '3/7', '7/4', '8/3', '8/9'] -> (7/4 / 3/7 + 8/3) / 1/4 * 8/9
[543406] ['1/4', '3/7', '7/4', '8/3', '9/2'] -> 8/3 / (3/7 * 7/4 - 1/4) * 9/2
[543410] ['1/4', '3/7', '7/4', '8/3', '9/8'] -> (7/4 / 3/7 + 8/3) / 1/4 / 9/8
[543420] ['1/4', '3/7', '7/4', '8/7', '8/9'] -> (7/4 + 8/7) / 1/4 / 3/7 * 8/9
[543421] ['1/4', '3/7', '7/4', '8/7', '9/2'] -> (1/4 + 7/4) * 8/7 / 3/7 * 9/2
[543424] ['1/4', '3/7', '7/4', '8/7', '9/7'] -> 9/7 * 8/7 * 7/4 / (1/4 * 3/7)
[543425] ['1/4', '3/7', '7/4', '8/7', '9/8'] -> (7/4 + 8/7) / 1/4 / 3/7 / 9/8
[543426] ['1/4', '3/7', '7/4', '8/9', '8/9'] -> 8/9 / (7/4 - 3/7 / 1/4) - 8/9
[543432] ['1/4', '3/7', '7/4', '9/2', '9/2'] -> (1/4 + 7/4 / 3/7) * 9/2 + 9/2
[543439] ['1/4', '3/7', '7/4', '9/4', '9/7'] -> 9/7 / (1/4 * 3/7 * (9/4 - 7/4))
[543450] ['1/4', '3/7', '7/5', '7/5', '7/9'] -> (7/5 / 3/7 + 7/5) / 1/4 / 7/9
[543456] ['1/4', '3/7', '7/5', '7/5', '9/4'] -> (7/5 + 7/5) * (9/4 / 1/4 - 3/7)
[543458] ['1/4', '3/7', '7/5', '7/5', '9/7'] -> (7/5 / 3/7 + 7/5) / 1/4 * 9/7
[543476] ['1/4', '3/7', '7/5', '7/8', '8/7'] -> 8/7 / (1/4 / (7/5 - 7/8) - 3/7)
[543480] ['1/4', '3/7', '7/5', '7/8', '9/5'] -> 9/5 / ((1/4 + 3/7) * 7/5 - 7/8)
[543481] ['1/4', '3/7', '7/5', '7/8', '9/7'] -> 9/7 / (1/4 + 3/7 - 7/8 / 7/5)
[543494] ['1/4', '3/7', '7/5', '8/3', '8/5'] -> 8/5 / (1/4 * 8/3 - 3/7 * 7/5)
