[672783] ['1/5', '2/7', '5/8', '7/5', '9/8'] -> 5/8 + 7/5 / 1/5 / 2/7 - 9/8
[674387] ['1/5', '2/9', '2/9', '4/3', '4/3'] -> 4/3 / 1/5 / 2/9 - 4/3 / 2/9
[674388] ['1/5', '2/9', '2/9', '4/3', '4/5'] -> 4/3 / 2/9 + 4/5 / 1/5 / 2/9
[674390] ['1/5', '2/9', '2/9', '4/3', '4/9'] -> 4/3 / 1/5 / (2/9 / 4/9 - 2/9)
[674396] ['1/5', '2/9', '2/9', '4/3', '5/8'] -> 4/3 / (2/9 + 2/9) / 1/5 / 5/8
[674397] ['1/5', '2/9', '2/9', '4/3', '5/9'] -> 2/9 * 4/3 / (2/9 - 1/5) / 5/9
[674398] ['1/5', '2/9', '2/9', '4/3', '6/5'] -> (2/9 + 6/5) / 1/5 / (2/9 * 4/3)
[674411] ['1/5', '2/9', '2/9', '4/3', '9/2'] -> ((4/3 - 2/9) / 1/5 - 2/9) * 9/2
[674413] ['1/5', '2/9', '2/9', '4/3', '9/5'] -> 2/9 * 4/3 / (2/9 - 1/5) * 9/5
[674433] ['1/5', '2/9', '2/9', '4/5', '7/8'] -> 4/5 / 2/9 / 2/9 / (7/8 - 1/5)
[674439] ['1/5', '2/9', '2/9', '4/5', '9/2'] -> (2/9 + (2/9 + 4/5) / 1/5) * 9/2
[674477] ['1/5', '2/9', '2/9', '4/9', '5/8'] -> (2/9 + 4/9) / 1/5 / 2/9 / 5/8
[674497] ['1/5', '2/9', '2/9', '5/2', '5/2'] -> (5/2 + 5/2) / 1/5 - 2/9 / 2/9
[674517] ['1/5', '2/9', '2/9', '5/2', '9/2'] -> 5/2 - 2/9 / 2/9 + 9/2 / 1/5
[674527] ['1/5', '2/9', '2/9', '5/3', '5/9'] -> (2/9 / 2/9 + 5/3) / 1/5 / 5/9
[674543] ['1/5', '2/9', '2/9', '5/3', '9/5'] -> (2/9 / 2/9 + 5/3) / 1/5 * 9/5
[674560] ['1/5', '2/9', '2/9', '5/4', '8/3'] -> 8/3 / 1/5 / ((2/9 + 2/9) * 5/4)
[674571] ['1/5', '2/9', '2/9', '5/6', '5/8'] -> 2/9 / (1/5 - 2/9 * 5/6) / 5/8
[674579] ['1/5', '2/9', '2/9', '5/6', '7/6'] -> 5/6 / 1/5 / 2/9 + 7/6 / 2/9
[674583] ['1/5', '2/9', '2/9', '5/6', '8/5'] -> 2/9 * 8/5 / (1/5 - 2/9 * 5/6)
[674603] ['1/5', '2/9', '2/9', '5/7', '8/3'] -> 8/3 / (1/5 + 2/9 - 2/9 / 5/7)
[674623] ['1/5', '2/9', '2/9', '5/8', '8/3'] -> 8/3 / ((2/9 - 1/5 * 2/9) * 5/8)
[674624] ['1/5', '2/9', '2/9', '5/8', '8/5'] -> 8/5 / (1/5 + 2/9 - 2/9 / 5/8)
[674626] ['1/5', '2/9', '2/9', '5/8', '8/9'] -> (8/9 - 2/9) / (1/5 * 2/9 * 5/8)
[674632] ['1/5', '2/9', '2/9', '5/9', '5/9'] -> ((5/9 + 5/9) / 1/5 - 2/9) / 2/9
[674636] ['1/5', '2/9', '2/9', '5/9', '7/3'] -> 5/9 / 2/9 / 2/9 * (7/3 - 1/5)
[674641] ['1/5', '2/9', '2/9', '5/9', '7/9'] -> 5/9 / (2/9 - 1/5) - 2/9 - 7/9
[674652] ['1/5', '2/9', '2/9', '6/5', '6/7'] -> (2/9 + 6/5 / 1/5) / 2/9 * 6/7
[674657] ['1/5', '2/9', '2/9', '6/5', '7/6'] -> (2/9 + 6/5 / 1/5) / 2/9 / 7/6
[674660] ['1/5', '2/9', '2/9', '6/5', '8/3'] -> (2/9 + 6/5) / (2/9 - 1/5) / 8/3
[674663] ['1/5', '2/9', '2/9', '6/5', '8/9'] -> 2/9 * 6/5 / (1/5 / 2/9 - 8/9)
[674693] ['1/5', '2/9', '2/9', '7/2', '8/3'] -> 8/3 / 1/5 / (2/9 * 7/2 - 2/9)
[674694] ['1/5', '2/9', '2/9', '7/2', '8/5'] -> 8/5 / (2/9 - 1/5 * 2/9 * 7/2)
[674708] ['1/5', '2/9', '2/9', '7/3', '8/3'] -> 8/3 / (7/3 - (2/9 + 2/9) / 1/5)
[674714] ['1/5', '2/9', '2/9', '7/3', '9/5'] -> (7/3 - 1/5) / 2/9 / 2/9 / 9/5
[674736] ['1/5', '2/9', '2/9', '7/5', '8/5'] -> 8/5 / (7/5 - 2/9 / 1/5 - 2/9)
[674764] ['1/5', '2/9', '2/9', '7/8', '9/5'] -> 9/5 / (1/5 + 7/8 - 2/9 / 2/9)
[674769] ['1/5', '2/9', '2/9', '7/9', '8/5'] -> 8/5 / 1/5 / (7/9 - 2/9 - 2/9)
[674778] ['1/5', '2/9', '2/9', '8/3', '8/5'] -> 8/3 / (2/9 - 1/5 * 2/9) * 8/5
[674786] ['1/5', '2/9', '2/9', '8/5', '8/5'] -> 8/5 / (1/5 + 2/9 - 2/9 * 8/5)
[674788] ['1/5', '2/9', '2/9', '8/5', '8/9'] -> 8/5 / 1/5 / 2/9 * (8/9 - 2/9)
[674791] ['1/5', '2/9', '2/9', '8/5', '9/5'] -> (1/5 + 9/5) / (2/9 - 2/9 / 8/5)
[674801] ['1/5', '2/9', '2/9', '8/9', '8/9'] -> 8/9 / 1/5 / 2/9 + 8/9 / 2/9
[674802] ['1/5', '2/9', '2/9', '8/9', '9/2'] -> ((2/9 + 8/9) / 1/5 - 2/9) * 9/2
[674822] ['1/5', '2/9', '3/2', '3/2', '3/2'] -> 3/2 / 1/5 / 2/9 / 3/2 + 3/2
[674828] ['1/5', '2/9', '3/2', '3/2', '4/5'] -> 4/5 / (2/9 * 3/2 - 1/5 * 3/2)
[674832] ['1/5', '2/9', '3/2', '3/2', '5/3'] -> (1/5 + 3/2 + 3/2) / 2/9 * 5/3
[674837] ['1/5', '2/9', '3/2', '3/2', '5/9'] -> 5/9 / (2/9 - 1/5) - 3/2 / 3/2
[674844] ['1/5', '2/9', '3/2', '3/2', '7/6'] -> 7/6 / 1/5 / 2/9 - 3/2 * 3/2
[674847] ['1/5', '2/9', '3/2', '3/2', '8/3'] -> 8/3 / (2/9 / 1/5 - 3/2 / 3/2)
[674848] ['1/5', '2/9', '3/2', '3/2', '8/5'] -> 8/5 / (2/9 - 1/5) / (3/2 + 3/2)
[674850] ['1/5', '2/9', '3/2', '3/2', '8/9'] -> (3/2 / 1/5 - 3/2) / 2/9 * 8/9
[674852] ['1/5', '2/9', '3/2', '3/2', '9/4'] -> (3/2 / 2/9 - 3/2) / 1/5 - 9/4
[674855] ['1/5', '2/9', '3/2', '3/2', '9/8'] -> (3/2 / 1/5 - 3/2) / 2/9 / 9/8
[674857] ['1/5', '2/9', '3/2', '3/4', '3/5'] -> 3/5 / ((2/9 - 1/5) * 3/2 * 3/4)
[674860] ['1/5', '2/9', '3/2', '3/4', '4/3'] -> 4/3 / (1/5 * (3/4 / 3/2 - 2/9))
[674863] ['1/5', '2/9', '3/2', '3/4', '4/9'] -> 4/9 / (3/2 - 2/9 / 1/5 / 3/4)
[674866] ['1/5', '2/9', '3/2', '3/4', '5/4'] -> (3/2 / 2/9 - 3/4) / 1/5 / 5/4
[674876] ['1/5', '2/9', '3/2', '3/4', '7/5'] -> 7/5 / ((1/5 * 3/2 - 2/9) * 3/4)
[674891] ['1/5', '2/9', '3/2', '3/5', '3/8'] -> 3/5 / 1/5 / 2/9 / 3/2 / 3/8
[674892] ['1/5', '2/9', '3/2', '3/5', '4/3'] -> 3/5 / (2/9 - 1/5) / 3/2 * 4/3
[674893] ['1/5', '2/9', '3/2', '3/5', '4/5'] -> 4/5 / ((1/5 + 2/9) * 3/2 - 3/5)
[674901] ['1/5', '2/9', '3/2', '3/5', '5/8'] -> (3/2 + 3/5 / 1/5 / 2/9) / 5/8
[674910] ['1/5', '2/9', '3/2', '3/5', '7/8'] -> (3/2 + 3/5 / 2/9) / 1/5 / 7/8
[674914] ['1/5', '2/9', '3/2', '3/5', '8/7'] -> (3/2 + 3/5 / 2/9) / 1/5 * 8/7
[674924] ['1/5', '2/9', '3/2', '3/7', '4/5'] -> 4/5 / ((1/5 * 3/2 - 2/9) * 3/7)
[674939] ['1/5', '2/9', '3/2', '3/7', '7/5'] -> 7/5 / (1/5 / (3/2 + 3/7 / 2/9))
[674945] ['1/5', '2/9', '3/2', '3/7', '8/7'] -> 8/7 / (1/5 * 2/9 * (3/2 - 3/7))
[674954] ['1/5', '2/9', '3/2', '3/8', '4/5'] -> 4/5 / ((2/9 - 1/5 / 3/2) * 3/8)
[674966] ['1/5', '2/9', '3/2', '3/8', '7/2'] -> 7/2 / ((3/2 - 2/9 / 1/5) * 3/8)
[674969] ['1/5', '2/9', '3/2', '3/8', '7/5'] -> 7/5 / (2/9 * 3/2 * (3/8 - 1/5))
[674979] ['1/5', '2/9', '3/2', '3/8', '9/5'] -> 9/5 / (1/5 - 2/9 * 3/2 * 3/8)
[674983] ['1/5', '2/9', '3/2', '4/3', '4/5'] -> 4/5 / (2/9 / 4/3 - 1/5 / 3/2)
[674985] ['1/5', '2/9', '3/2', '4/3', '4/9'] -> 4/9 / (3/2 - 2/9 * 4/3 / 1/5)
[674987] ['1/5', '2/9', '3/2', '4/3', '5/3'] -> 4/3 / (2/9 - 1/5) / 3/2 / 5/3
[674989] ['1/5', '2/9', '3/2', '4/3', '5/6'] -> 4/3 / 1/5 / 2/9 / 3/2 / 5/6
[674991] ['1/5', '2/9', '3/2', '4/3', '5/8'] -> 4/3 / (2/9 - 1/5 / 3/2) / 5/8
[674998] ['1/5', '2/9', '3/2', '4/3', '7/5'] -> 7/5 / ((1/5 * 3/2 - 2/9) / 4/3)
[675011] ['1/5', '2/9', '3/2', '4/5', '4/5'] -> 4/5 / (3/2 * (1/5 - 2/9 * 4/5))
[675019] ['1/5', '2/9', '3/2', '4/5', '5/8'] -> 3/2 / (1/5 / 2/9 - 4/5) / 5/8
[675024] ['1/5', '2/9', '3/2', '4/5', '7/3'] -> 4/5 / (1/5 * 3/2 - 2/9) * 7/3
[675033] ['1/5', '2/9', '3/2', '4/5', '8/9'] -> 3/2 * 4/5 / 1/5 / 2/9 * 8/9
[675034] ['1/5', '2/9', '3/2', '4/5', '9/2'] -> 3/2 + 4/5 / 1/5 / 2/9 + 9/2
[675038] ['1/5', '2/9', '3/2', '4/5', '9/8'] -> 3/2 * 4/5 / 1/5 / 2/9 / 9/8
[675053] ['1/5', '2/9', '3/2', '4/7', '7/5'] -> 7/5 / ((2/9 - 1/5) * 3/2 / 4/7)
[675059] ['1/5', '2/9', '3/2', '4/7', '8/7'] -> 8/7 / (1/5 * (4/7 - 2/9 * 3/2))
[675063] ['1/5', '2/9', '3/2', '4/7', '9/5'] -> 9/5 / (1/5 / 2/9 / 4/7 - 3/2)
[675069] ['1/5', '2/9', '3/2', '4/9', '5/4'] -> 3/2 * 4/9 / (2/9 - 1/5) / 5/4
[675072] ['1/5', '2/9', '3/2', '4/9', '5/8'] -> 3/2 * 4/9 / 1/5 / 2/9 / 5/8
[675073] ['1/5', '2/9', '3/2', '4/9', '5/9'] -> 4/9 / (2/9 - 1/5) / 3/2 / 5/9
[675089] ['1/5', '2/9', '3/2', '4/9', '9/5'] -> 4/9 / (2/9 - 1/5) / 3/2 * 9/5
[675109] ['1/5', '2/9', '3/2', '5/2', '8/5'] -> 8/5 / (1/5 - 2/9 * 3/2 / 5/2)
[675111] ['1/5', '2/9', '3/2', '5/2', '8/9'] -> 3/2 / (2/9 - 1/5) / 5/2 * 8/9
[675116] ['1/5', '2/9', '3/2', '5/2', '9/8'] -> 3/2 / (2/9 - 1/5) / 5/2 / 9/8
[675118] ['1/5', '2/9', '3/2', '5/3', '5/4'] -> (5/3 / 2/9 - 3/2) / 1/5 / 5/4
[675121] ['1/5', '2/9', '3/2', '5/3', '5/8'] -> (3/2 / 1/5 + 5/3 / 2/9) / 5/8
[675133] ['1/5', '2/9', '3/2', '5/3', '8/5'] -> (3/2 / 1/5 + 5/3 / 2/9) * 8/5
[675136] ['1/5', '2/9', '3/2', '5/3', '9/2'] -> (5/3 / 1/5 / 3/2 - 2/9) * 9/2
[675137] ['1/5', '2/9', '3/2', '5/3', '9/4'] -> (3/2 / 1/5 - 5/3) / 2/9 - 9/4
[675149] ['1/5', '2/9', '3/2', '5/4', '7/3'] -> 7/3 / ((1/5 * 3/2 - 2/9) * 5/4)
[675158] ['1/5', '2/9', '3/2', '5/4', '8/9'] -> 3/2 / 1/5 / 2/9 / 5/4 * 8/9
[675163] ['1/5', '2/9', '3/2', '5/4', '9/8'] -> 3/2 / 1/5 / 2/9 / 5/4 / 9/8
[675166] ['1/5', '2/9', '3/2', '5/6', '5/8'] -> (3/2 - 5/6) / 1/5 / 2/9 / 5/8
[675180] ['1/5', '2/9', '3/2', '5/6', '8/9'] -> 3/2 / (2/9 - 1/5 * 5/6) * 8/9
[675182] ['1/5', '2/9', '3/2', '5/6', '9/4'] -> (3/2 + 5/6 / 2/9) / 1/5 - 9/4
[675185] ['1/5', '2/9', '3/2', '5/6', '9/8'] -> 3/2 / (2/9 - 1/5 * 5/6) / 9/8
[675200] ['1/5', '2/9', '3/2', '5/7', '8/7'] -> 8/7 / (1/5 * 2/9 * 3/2 * 5/7)
[675201] ['1/5', '2/9', '3/2', '5/7', '8/9'] -> 8/9 / ((1/5 - 2/9 / 3/2) * 5/7)
[675208] ['1/5', '2/9', '3/2', '5/8', '5/9'] -> 5/9 / (2/9 / 3/2 - 1/5 * 5/8)
[675211] ['1/5', '2/9', '3/2', '5/8', '7/2'] -> 7/2 / (3/2 * (2/9 - 1/5 * 5/8))
[675214] ['1/5', '2/9', '3/2', '5/8', '7/5'] -> 7/5 / (1/5 * (5/8 - 2/9 * 3/2))
[675215] ['1/5', '2/9', '3/2', '5/8', '7/6'] -> 7/6 / ((1/5 * 3/2 - 2/9) * 5/8)
[675217] ['1/5', '2/9', '3/2', '5/8', '7/9'] -> 7/9 / ((1/5 - 2/9 / 3/2) * 5/8)
[675221] ['1/5', '2/9', '3/2', '5/8', '8/9'] -> 8/9 / (2/9 / 3/2 / 5/8 - 1/5)
[675222] ['1/5', '2/9', '3/2', '5/8', '9/2'] -> 3/2 / (2/9 - 1/5) / 5/8 / 9/2
[675228] ['1/5', '2/9', '3/2', '5/9', '6/5'] -> (3/2 + 5/9 / 2/9) / 1/5 * 6/5
[675258] ['1/5', '2/9', '3/2', '6/5', '8/9'] -> 3/2 / (2/9 - 1/5 / 6/5) * 8/9
[675260] ['1/5', '2/9', '3/2', '6/5', '9/4'] -> (2/9 + 6/5) / (1/5 / 3/2) * 9/4
[675263] ['1/5', '2/9', '3/2', '6/5', '9/8'] -> 3/2 / (2/9 - 1/5 / 6/5) / 9/8
[675287] ['1/5', '2/9', '3/2', '7/2', '7/9'] -> (3/2 + 7/2) / 1/5 - 2/9 - 7/9
[675293] ['1/5', '2/9', '3/2', '7/2', '9/4'] -> 7/2 / (2/9 * 3/2 - 1/5) - 9/4
[675306] ['1/5', '2/9', '3/2', '7/3', '8/9'] -> 8/9 / (1/5 * 2/9 * (7/3 - 3/2))
[675308] ['1/5', '2/9', '3/2', '7/3', '9/4'] -> 7/3 / (2/9 - 1/5 / 3/2) - 9/4
[675309] ['1/5', '2/9', '3/2', '7/3', '9/5'] -> (2/9 * 3/2 + 7/3) / 1/5 * 9/5
[675313] ['1/5', '2/9', '3/2', '7/4', '7/5'] -> 7/5 / ((2/9 - 1/5) * 3/2 * 7/4)
[675322] ['1/5', '2/9', '3/2', '7/4', '9/4'] -> 7/4 / 1/5 / 2/9 / 3/2 - 9/4
[675323] ['1/5', '2/9', '3/2', '7/4', '9/5'] -> 9/5 / (1/5 * 7/4 / 2/9 - 3/2)
[675328] ['1/5', '2/9', '3/2', '7/5', '7/8'] -> 7/5 / 1/5 / 2/9 / 3/2 / 7/8
[675330] ['1/5', '2/9', '3/2', '7/5', '8/3'] -> 1/5 / (3/2 - 7/5) / 2/9 * 8/3
[675331] ['1/5', '2/9', '3/2', '7/5', '8/5'] -> 8/5 / (2/9 * (1/5 + 3/2 - 7/5))
[675332] ['1/5', '2/9', '3/2', '7/5', '8/7'] -> 7/5 / 1/5 / 2/9 / 3/2 * 8/7
[675333] ['1/5', '2/9', '3/2', '7/5', '8/9'] -> 7/5 / (1/5 - 2/9 / 3/2) * 8/9
[675334] ['1/5', '2/9', '3/2', '7/5', '9/2'] -> (7/5 - 2/9 * 3/2) / 1/5 * 9/2
[675338] ['1/5', '2/9', '3/2', '7/5', '9/8'] -> 7/5 / (1/5 - 2/9 / 3/2) / 9/8
[675345] ['1/5', '2/9', '3/2', '7/6', '8/9'] -> 3/2 / (7/6 - 2/9 / 1/5) * 8/9
[675350] ['1/5', '2/9', '3/2', '7/6', '9/8'] -> 3/2 / (7/6 - 2/9 / 1/5) / 9/8
[675358] ['1/5', '2/9', '3/2', '7/8', '9/4'] -> 7/8 / (2/9 - 1/5) / 3/2 - 9/4
[675364] ['1/5', '2/9', '3/2', '7/9', '8/5'] -> 7/9 / (1/5 - 2/9 / 3/2) * 8/5
[675366] ['1/5', '2/9', '3/2', '7/9', '8/9'] -> 8/9 / (7/9 - 2/9 / 1/5 / 3/2)
[675368] ['1/5', '2/9', '3/2', '7/9', '9/4'] -> 3/2 * 7/9 / 1/5 / 2/9 - 9/4
[675373] ['1/5', '2/9', '3/2', '8/3', '8/5'] -> (2/9 * 3/2 + 8/3) / 1/5 * 8/5
[675376] ['1/5', '2/9', '3/2', '8/3', '9/2'] -> 3/2 / 1/5 + 8/3 / 2/9 + 9/2
[675378] ['1/5', '2/9', '3/2', '8/3', '9/5'] -> 9/5 / (1/5 - 2/9 * 3/2 / 8/3)
[675383] ['1/5', '2/9', '3/2', '8/5', '8/9'] -> 8/9 / (2/9 * 8/5 / 3/2 - 1/5)
[675384] ['1/5', '2/9', '3/2', '8/5', '9/2'] -> 3/2 * 8/5 / (2/9 - 1/5) / 9/2
[675387] ['1/5', '2/9', '3/2', '8/5', '9/7'] -> 8/5 / (1/5 - 2/9 / 3/2) / 9/7
[675389] ['1/5', '2/9', '3/2', '8/7', '8/7'] -> 8/7 / (3/2 * (8/7 - 2/9 / 1/5))
[675403] ['1/5', '2/9', '3/2', '9/2', '9/4'] -> (3/2 / 1/5 + 9/2) / 2/9 / 9/4
[675408] ['1/5', '2/9', '3/2', '9/4', '9/5'] -> 9/5 / ((2/9 - 1/5) * 3/2 * 9/4)
[675413] ['1/5', '2/9', '3/2', '9/5', '9/8'] -> 9/5 / 1/5 / 2/9 / 3/2 / 9/8
[675431] ['1/5', '2/9', '3/4', '3/4', '5/9'] -> 5/9 / (2/9 - 1/5) - 3/4 / 3/4
[675434] ['1/5', '2/9', '3/4', '3/4', '7/2'] -> 7/2 / 1/5 / ((2/9 + 3/4) * 3/4)
[675441] ['1/5', '2/9', '3/4', '3/4', '8/3'] -> 8/3 / (2/9 / 1/5 - 3/4 / 3/4)
[675442] ['1/5', '2/9', '3/4', '3/4', '8/5'] -> 8/5 / 1/5 / 2/9 / (3/4 + 3/4)
[675464] ['1/5', '2/9', '3/4', '3/5', '6/5'] -> 6/5 / (3/4 * (1/5 - 2/9 * 3/5))
[675473] ['1/5', '2/9', '3/4', '3/5', '8/3'] -> 8/3 / (3/5 - 1/5 / 3/4 - 2/9)
[675474] ['1/5', '2/9', '3/4', '3/5', '8/5'] -> 8/5 / (2/9 * 3/4 * (3/5 - 1/5))
[675478] ['1/5', '2/9', '3/4', '3/5', '9/4'] -> 3/5 / (2/9 - 1/5) - 3/4 - 9/4
[675479] ['1/5', '2/9', '3/4', '3/5', '9/5'] -> 9/5 / (1/5 * 3/4 / 2/9 - 3/5)
[675514] ['1/5', '2/9', '3/4', '3/8', '4/3'] -> 4/3 / (1/5 * (3/8 / 3/4 - 2/9))
[675523] ['1/5', '2/9', '3/4', '3/8', '5/8'] -> (3/4 / 2/9 - 3/8) / 1/5 / 5/8
[675529] ['1/5', '2/9', '3/4', '3/8', '7/4'] -> 7/4 / (1/5 * (2/9 + 3/4) * 3/8)
[675530] ['1/5', '2/9', '3/4', '3/8', '7/5'] -> 7/5 / (3/8 - (1/5 + 2/9) * 3/4)
[675538] ['1/5', '2/9', '3/4', '3/8', '9/2'] -> 9/2 / (1/5 * (3/8 / 2/9 - 3/4))
[675549] ['1/5', '2/9', '3/4', '4/3', '5/4'] -> 4/3 / (1/5 / 3/4 - 2/9) / 5/4
[675556] ['1/5', '2/9', '3/4', '4/3', '7/2'] -> 7/2 / (1/5 * (2/9 + 3/4) / 4/3)
[675563] ['1/5', '2/9', '3/4', '4/3', '8/3'] -> 8/3 / (2/9 / 1/5 - 3/4 * 4/3)
[675578] ['1/5', '2/9', '3/4', '4/5', '5/6'] -> 5/6 / (2/9 - 1/5 * 3/4 / 4/5)
[675587] ['1/5', '2/9', '3/4', '4/5', '7/5'] -> 7/5 / (3/4 * (2/9 / 4/5 - 1/5))
[675592] ['1/5', '2/9', '3/4', '4/5', '8/5'] -> 8/5 / (1/5 - 2/9 * 3/4 * 4/5)
[675595] ['1/5', '2/9', '3/4', '4/5', '9/2'] -> 4/5 / (1/5 / 2/9 - 3/4) * 9/2
[675596] ['1/5', '2/9', '3/4', '4/5', '9/4'] -> (3/4 + 4/5 / 2/9) / 1/5 + 9/4
[675597] ['1/5', '2/9', '3/4', '4/5', '9/5'] -> 9/5 / (3/4 * (1/5 / 2/9 - 4/5))
[675618] ['1/5', '2/9', '3/4', '4/7', '8/3'] -> 8/3 / (1/5 * (2/9 + 3/4) * 4/7)
[675633] ['1/5', '2/9', '3/4', '4/9', '5/8'] -> 3/4 * 4/9 / (2/9 - 1/5) / 5/8
[675653] ['1/5', '2/9', '3/4', '5/2', '5/2'] -> ((5/2 - 1/5) / 2/9 - 3/4) * 5/2
[675658] ['1/5', '2/9', '3/4', '5/2', '5/8'] -> (3/4 / 1/5 + 5/2 / 2/9) / 5/8
[675659] ['1/5', '2/9', '3/4', '5/2', '5/9'] -> (2/9 * 3/4 + 5/2) / 1/5 / 5/9
[675670] ['1/5', '2/9', '3/4', '5/2', '8/5'] -> (3/4 / 1/5 + 5/2 / 2/9) * 8/5
[675675] ['1/5', '2/9', '3/4', '5/2', '9/5'] -> (2/9 * 3/4 + 5/2) / 1/5 * 9/5
[675684] ['1/5', '2/9', '3/4', '5/3', '6/5'] -> 6/5 / (3/4 * (1/5 - 2/9 / 5/3))
[675696] ['1/5', '2/9', '3/4', '5/3', '8/9'] -> 8/9 / (1/5 * 5/3 - 2/9 / 3/4)
[675703] ['1/5', '2/9', '3/4', '5/4', '5/6'] -> 5/6 / (2/9 - 1/5 * 3/4 * 5/4)
[675707] ['1/5', '2/9', '3/4', '5/4', '6/5'] -> 6/5 / (5/4 - 1/5 / 2/9 / 3/4)
[675712] ['1/5', '2/9', '3/4', '5/4', '7/5'] -> 7/5 / (3/4 * (2/9 * 5/4 - 1/5))
[675720] ['1/5', '2/9', '3/4', '5/4', '9/2'] -> 9/2 / ((1/5 / 2/9 - 3/4) * 5/4)
[675727] ['1/5', '2/9', '3/4', '5/6', '5/8'] -> (5/6 / 2/9 - 3/4) / 1/5 / 5/8
[675728] ['1/5', '2/9', '3/4', '5/6', '5/9'] -> 2/9 / (5/6 - 3/4) / 1/5 / 5/9
[675732] ['1/5', '2/9', '3/4', '5/6', '7/3'] -> 7/3 / (2/9 - 1/5 * 3/4 * 5/6)
[675739] ['1/5', '2/9', '3/4', '5/6', '8/5'] -> (5/6 / 2/9 - 3/4) / 1/5 * 8/5
[675741] ['1/5', '2/9', '3/4', '5/6', '8/9'] -> 8/9 / ((1/5 / 3/4 - 2/9) * 5/6)
[675744] ['1/5', '2/9', '3/4', '5/6', '9/5'] -> 2/9 / (5/6 - 3/4) / 1/5 * 9/5
[675774] ['1/5', '2/9', '3/4', '5/8', '7/4'] -> 7/4 / (3/4 * (2/9 - 1/5 * 5/8))
[675782] ['1/5', '2/9', '3/4', '5/8', '8/9'] -> 3/4 / 1/5 / 2/9 / 5/8 * 8/9
[675783] ['1/5', '2/9', '3/4', '5/8', '9/2'] -> 9/2 / (3/4 - 1/5 * 5/8 / 2/9)
[675784] ['1/5', '2/9', '3/4', '5/8', '9/4'] -> 9/4 / ((1/5 / 2/9 - 3/4) * 5/8)
[675787] ['1/5', '2/9', '3/4', '5/8', '9/8'] -> 3/4 / 1/5 / 2/9 / 5/8 / 9/8
[675799] ['1/5', '2/9', '3/4', '5/9', '8/5'] -> 8/5 / (5/9 - 1/5 / 3/4 - 2/9)
[675807] ['1/5', '2/9', '3/4', '6/5', '6/5'] -> 6/5 / (3/4 * (2/9 * 6/5 - 1/5))
[675810] ['1/5', '2/9', '3/4', '6/5', '7/3'] -> 7/3 / (2/9 - 1/5 * 3/4 / 6/5)
[675817] ['1/5', '2/9', '3/4', '6/5', '8/5'] -> 8/5 / (3/4 * (6/5 - 2/9 / 1/5))
[675819] ['1/5', '2/9', '3/4', '6/5', '8/9'] -> 6/5 / (1/5 / 3/4 - 2/9) * 8/9
[675820] ['1/5', '2/9', '3/4', '6/5', '9/2'] -> (2/9 + 6/5) / (1/5 / 3/4) * 9/2
[675821] ['1/5', '2/9', '3/4', '6/5', '9/4'] -> 6/5 / 1/5 / 2/9 - 3/4 - 9/4
[675824] ['1/5', '2/9', '3/4', '6/5', '9/8'] -> 6/5 / (1/5 / 3/4 - 2/9) / 9/8
[675825] ['1/5', '2/9', '3/4', '6/7', '6/7'] -> 6/7 / ((2/9 - 1/5) * (3/4 + 6/7))
[675834] ['1/5', '2/9', '3/4', '6/7', '8/5'] -> 8/5 / (1/5 / 6/7 - 2/9 * 3/4)
[675845] ['1/5', '2/9', '3/4', '7/2', '7/5'] -> 7/5 / ((2/9 - 1/5) * 3/4 * 7/2)
[675852] ['1/5', '2/9', '3/4', '7/2', '8/9'] -> 7/2 / 1/5 / 3/4 - 2/9 + 8/9
[675853] ['1/5', '2/9', '3/4', '7/2', '9/2'] -> 3/4 / 1/5 + 7/2 / 2/9 + 9/2
[675855] ['1/5', '2/9', '3/4', '7/2', '9/5'] -> 9/5 / (1/5 + 3/4 / 2/9 - 7/2)
[675903] ['1/5', '2/9', '3/4', '7/6', '8/3'] -> (3/4 / 1/5 + 7/6 / 2/9) * 8/3
[675904] ['1/5', '2/9', '3/4', '7/6', '8/5'] -> 8/5 / (1/5 * 7/6 - 2/9 * 3/4)
[675906] ['1/5', '2/9', '3/4', '7/6', '8/9'] -> (3/4 + 7/6 / 1/5 / 2/9) * 8/9
[675908] ['1/5', '2/9', '3/4', '7/6', '9/4'] -> 7/6 / (1/5 / 3/4 - 2/9) - 9/4
[675911] ['1/5', '2/9', '3/4', '7/6', '9/8'] -> (3/4 + 7/6 / 1/5 / 2/9) / 9/8
[675914] ['1/5', '2/9', '3/4', '7/8', '8/3'] -> 8/3 / (1/5 * (3/4 - 2/9 * 7/8))
[675918] ['1/5', '2/9', '3/4', '7/8', '9/2'] -> 9/2 / (7/8 / 2/9 - 3/4 / 1/5)
[675929] ['1/5', '2/9', '3/4', '7/9', '9/4'] -> 3/4 * 7/9 / (2/9 - 1/5) - 9/4
[675934] ['1/5', '2/9', '3/4', '8/3', '8/5'] -> 8/5 / (1/5 * 3/4 - 2/9 / 8/3)
[675942] ['1/5', '2/9', '3/4', '8/5', '8/5'] -> 8/5 / (2/9 * 3/4 * 8/5 - 1/5)
[675944] ['1/5', '2/9', '3/4', '8/5', '8/9'] -> 3/4 * 8/5 / 1/5 / 2/9 * 8/9
[675945] ['1/5', '2/9', '3/4', '8/5', '9/2'] -> 9/2 / (3/4 - 1/5 / 2/9 / 8/5)
