[26596] ['7/6', '6/5', '8/3', '8/3', '4'] -> ((8/3 + 8/3) * (7/6 + (4 / 6/5)))
[26825] ['1/2', '3/4', '1', '7/4', '5/2'] -> ((5/2 + (7/4 / 1/2)) / (1 - 3/4))
[26826] ['1/7', '4/9', '5/6', '9/5', '9'] -> ((4/9 * 5/6) * (9/5 + (9 / 1/7)))
[26827] ['4/9', '1/2', '6/5', '9/7', '4'] -> (4 / (9/7 * (1/2 - (4/9 / 6/5))))
[26828] ['2/7', '5/8', '8/9', '7/4', '8'] -> ((8 / (2/7 * (7/4 - 5/8))) - 8/9)
[26829] ['1/6', '4/9', '6/7', '6/5', '5'] -> ((6/5 * 5) / (4/9 - (1/6 / 6/7)))
[26830] ['1/6', '1/3', '5/8', '9/5', '6'] -> (5/8 * (6 + (9/5 / (1/6 * 1/3))))
[26831] ['1/2', '3/4', '1', '7/4', '7/2'] -> (((7/4 * 7/2) / (1 - 3/4)) - 1/2)
[26832] ['1/8', '3/7', '3/2', '8/3', '5'] -> ((3/7 * 3/2) * ((5 / 1/8) - 8/3))
[26833] ['7/8', '9/8', '8/5', '5/2', '6'] -> (5/2 * ((7/8 + 9/8) + (8/5 + 6)))
[26834] ['2/7', '5/8', '8/9', '9/5', '8'] -> ((8 / (9/5 * (2/7 * 5/8))) - 8/9)
[26835] ['1/4', '3/5', '5/3', '2', '9/4'] -> (5/3 + ((9/4 + (2 / 3/5)) / 1/4))
[26836] ['1/9', '1/7', '2/3', '5/4', '3'] -> ((2/3 / (1/9 * 1/7)) / (3 - 5/4))
[26837] ['4/9', '1/2', '6/5', '7/4', '4'] -> ((4 / (4/9 - (1/2 / 7/4))) - 6/5)
[26838] ['1/2', '3/4', '1', '9/5', '9/5'] -> (9/5 / (3/4 * (1 - (1/2 * 9/5))))
[26839] ['1/8', '3/7', '3/2', '7/2', '5'] -> ((5 - (3/2 - 7/2)) / (1/8 / 3/7))
[26840] ['1/7', '4/9', '5/6', '7/3', '9'] -> ((9 + (1/7 * 7/3)) / (5/6 - 4/9))
[26841] ['1/3', '7/5', '7/5', '5/3', '4'] -> (4 * ((7/5 / 7/5) + (5/3 / 1/3)))
[26842] ['7/8', '9/8', '8/5', '8/3', '6'] -> ((7/8 + (8/3 * 6)) / (9/8 / 8/5))
[26843] ['1/6', '4/9', '6/7', '7/5', '5'] -> (7/5 * ((5 / (4/9 - 1/6)) - 6/7))
[26844] ['1/8', '3/7', '8/5', '8/5', '5'] -> ((3/7 * 5) * ((8/5 / 1/8) - 8/5))
[26845] ['7/6', '5/4', '9/5', '8/3', '4'] -> ((4 / (9/5 * (5/4 - 7/6))) - 8/3)
[26846] ['1/6', '1/3', '2/3', '8/7', '6'] -> (6 / (1/3 * (1/6 + (2/3 / 8/7))))
[26847] ['1/3', '7/5', '7/5', '9/4', '4'] -> (((9/4 * 4) - (7/5 / 7/5)) / 1/3)
[26848] ['1/4', '3/5', '7/4', '7/4', '2'] -> ((7/4 + 2) * ((7/4 / 1/4) - 3/5))
[26849] ['7/8', '9/8', '5/3', '7/4', '6'] -> (6 * (5/3 + ((7/8 + 7/4) / 9/8)))
[26850] ['1/9', '1/7', '2/3', '7/4', '3'] -> (2/3 / (1/9 - ((1/7 * 7/4) / 3)))
[26851] ['1/2', '3/4', '1', '9/5', '5/2'] -> (9/5 / (3/4 * (1/2 - (1 / 5/2))))
[26852] ['3/2', '7/4', '7/3', '7/3', '3'] -> ((7/3 * 3) / ((3/2 * 7/4) - 7/3))
[26853] ['2/9', '5/8', '4/5', '6/7', '5'] -> (((5 / 6/7) - (5/8 * 4/5)) / 2/9)
[26854] ['4/9', '1/2', '6/5', '7/2', '4'] -> ((1/2 + (6/5 / 4/9)) * (7/2 + 4))
[26855] ['7/6', '5/4', '9/4', '9/4', '4'] -> (9/4 + ((7/6 + 5/4) * (9/4 * 4)))
[26856] ['1/2', '3/4', '1', '9/5', '8/3'] -> (8/3 / ((1/2 / 3/4) - (1 / 9/5)))
[26857] ['7/8', '9/8', '5/3', '9/4', '6'] -> (6 * ((5/3 * 9/4) - (7/8 - 9/8)))
[26858] ['2/7', '5/8', '8/9', '7/2', '8'] -> ((8 / 8/9) / ((2/7 * 7/2) - 5/8))
[26859] ['1/6', '4/9', '6/7', '8/5', '5'] -> (8/5 / (6/7 * (1/6 - (4/9 / 5))))
[26860] ['1/3', '7/5', '7/5', '8/3', '4'] -> ((4 - (7/5 / 7/5)) / (1/3 / 8/3))
[26861] ['1/9', '1/7', '2/3', '5/2', '3'] -> (3 / ((2/3 / (1/9 + 1/7)) - 5/2))
[26862] ['4/9', '1/2', '6/5', '4', '9/2'] -> ((9/2 + (4 / (4/9 * 6/5))) / 1/2)
[26863] ['1/6', '8/7', '7/6', '9/4', '4'] -> ((4 / 8/7) + ((7/6 + 9/4) / 1/6))
[26864] ['7/6', '5/4', '9/4', '7/3', '4'] -> (4 / (7/3 - (9/4 + (7/6 - 5/4))))
[26865] ['3/2', '7/4', '5/2', '5/2', '3'] -> (3 * ((3/2 * 5/2) + (7/4 + 5/2)))
[26866] ['7/6', '5/4', '9/4', '5/2', '4'] -> (4 / ((7/6 - 5/4) - (9/4 - 5/2)))
[26867] ['1/7', '4/9', '6/7', '6/5', '9'] -> (9 / (4/9 - (1/7 / (6/7 + 6/5))))
[26868] ['1/4', '3/5', '7/4', '2', '8/3'] -> ((7/4 + 2) * (8/3 / (1/4 / 3/5)))
[26869] ['1/2', '3/4', '1', '9/5', '9/2'] -> ((1 + (9/2 / 1/2)) / (3/4 / 9/5))
[26870] ['2/9', '5/8', '4/5', '8/9', '5'] -> (5 / (((8/9 - 2/9) / 4/5) - 5/8))
[26871] ['4/9', '1/2', '5/4', '9/7', '4'] -> (4 / ((4/9 * 5/4) - (1/2 / 9/7)))
[26872] ['3/2', '7/4', '5/2', '8/3', '3'] -> (8/3 * ((3/2 * 5/2) + (7/4 * 3)))
[26873] ['1/6', '4/9', '6/7', '7/4', '5'] -> ((4/9 * 7/4) * (6/7 + (5 / 1/6)))
[26874] ['1/6', '1/3', '5/7', '7/9', '6'] -> ((6 + (5/7 / 1/6)) / (1/3 / 7/9))
[26875] ['7/8', '9/8', '7/4', '7/3', '6'] -> (6 / (7/4 - (9/8 + (7/8 / 7/3))))
[26876] ['1/4', '3/5', '7/4', '2', '7/2'] -> (2 / ((7/4 / 7/2) - (1/4 / 3/5)))
[26877] ['7/6', '5/4', '7/3', '7/2', '4'] -> (4 * (7/2 + (7/3 / (7/6 / 5/4))))
[26878] ['1/9', '1/7', '5/7', '5/7', '3'] -> ((3 - 5/7) / (1/9 * (1/7 + 5/7)))
[26879] ['7/6', '5/4', '5/2', '5/2', '4'] -> (4 / (5/2 - (5/2 * (7/6 / 5/4))))
[26880] ['1/6', '8/7', '6/5', '9/7', '4'] -> (4 / (9/7 - (1/6 + (8/7 / 6/5))))
[26881] ['1/6', '1/3', '5/7', '4/5', '6'] -> (5/7 * ((6 / 1/6) - (4/5 / 1/3)))
[26882] ['3/2', '9/5', '9/5', '9/5', '3'] -> ((9/5 + (9/5 * 3)) / (9/5 - 3/2))
[26883] ['7/6', '5/4', '5/2', '8/3', '4'] -> (4 / ((8/3 * (5/4 / 5/2)) - 7/6))
[26884] ['7/8', '9/8', '9/5', '7/3', '6'] -> (6 / ((9/8 / 9/5) - (7/8 / 7/3)))
[26885] ['1/7', '4/9', '6/7', '8/5', '9'] -> ((6/7 / (1/7 * 8/5)) + (9 / 4/9))
[26886] ['2/9', '5/8', '4/5', '6/5', '5'] -> ((4/5 / 6/5) * (5 / (2/9 * 5/8)))
[26887] ['1/6', '4/9', '6/7', '7/3', '5'] -> (5 + ((4/9 + (7/3 / 6/7)) / 1/6))
[26888] ['3/8', '3/7', '9/8', '8/5', '3'] -> ((3 + (9/8 / 3/7)) / (3/8 / 8/5))
[26889] ['1/2', '3/4', '1', '7/3', '7/2'] -> ((1 / 1/2) / (3/4 - (7/3 / 7/2)))
[26890] ['3/2', '9/5', '9/5', '5/2', '3'] -> ((9/5 + 3) / ((3/2 * 9/5) - 5/2))
[26891] ['1/3', '7/5', '5/3', '7/4', '4'] -> ((4 + (7/5 / 7/4)) / (1/3 / 5/3))
[26892] ['1/7', '4/9', '6/7', '7/4', '9'] -> ((6/7 / 1/7) / (4/9 - (7/4 / 9)))
[26893] ['3/8', '3/7', '9/8', '5/3', '3'] -> (((9/8 + 3) / (3/8 * 3/7)) - 5/3)
[26894] ['4/9', '1/2', '5/4', '9/4', '4'] -> (4 / (4/9 - ((1/2 * 5/4) / 9/4)))
[26895] ['7/6', '5/4', '4', '9/2', '9/2'] -> (9/2 * ((5/4 * 9/2) - (7/6 / 4)))
[26896] ['1/9', '1/7', '5/7', '9/8', '3'] -> ((5/7 / (1/9 * 1/7)) / (3 - 9/8))
[26897] ['2/9', '5/8', '4/5', '9/7', '5'] -> (5 / ((5/8 / 9/7) - (2/9 / 4/5)))
[26898] ['1/4', '3/5', '2', '9/4', '8/3'] -> (9/4 * ((2 / (1/4 * 3/5)) - 8/3))
[26899] ['7/6', '9/7', '9/7', '9/7', '4'] -> ((9/7 * 4) / ((7/6 * 9/7) - 9/7))
[26900] ['2/7', '5/8', '9/8', '8/5', '8'] -> (((8 / 2/7) - (5/8 * 8/5)) / 9/8)
[26901] ['1/6', '1/3', '5/7', '5/4', '6'] -> (6 / ((1/3 / 1/6) - (5/4 / 5/7)))
[26902] ['1/4', '3/5', '2', '9/4', '7/2'] -> (9/4 * ((7/2 / 1/4) - (2 / 3/5)))
[26903] ['7/6', '9/7', '9/7', '7/5', '4'] -> (4 / ((9/7 / 9/7) - (7/6 / 7/5)))
[26904] ['1/9', '1/7', '5/7', '5/4', '3'] -> ((5/7 + 3) / (1/9 * (1/7 + 5/4)))
[26905] ['2/7', '5/8', '9/8', '5/3', '8'] -> (8 / (2/7 * (5/3 + (5/8 - 9/8))))
[26906] ['4/9', '1/2', '5/4', '4', '9/2'] -> ((9/2 * (4/9 + (5/4 * 4))) - 1/2)
[26907] ['1/7', '4/9', '6/7', '9/2', '9'] -> ((6/7 / 1/7) + (9 * (4/9 * 9/2)))
[26908] ['1/6', '8/7', '6/5', '7/3', '4'] -> (6/5 * (4 + (7/3 / (1/6 / 8/7))))
[26909] ['2/9', '5/8', '4/5', '8/5', '5'] -> ((5/8 * (4/5 + 8/5)) + (5 / 2/9))
[26910] ['1/6', '4/9', '6/7', '9/2', '5'] -> (6/7 * ((5 / 1/6) - (4/9 * 9/2)))
[26911] ['3/2', '9/5', '9/4', '3', '7/2'] -> ((9/5 + 3) * (7/2 + (9/4 / 3/2)))
[26912] ['1/8', '3/7', '5/3', '5/2', '5'] -> (((5 / (3/7 * 5/2)) - 5/3) / 1/8)
[26913] ['4/9', '1/2', '9/7', '9/7', '4'] -> (4 / (((9/7 - 1/2) / 9/7) - 4/9))
[26914] ['3/8', '3/7', '9/8', '3', '7/2'] -> ((3/7 * 3) / (3/8 - (9/8 / 7/2)))
[26915] ['1/4', '3/5', '2', '7/3', '7/2'] -> (2 / (7/3 - (3/5 * (1/4 + 7/2))))
[26916] ['1/9', '1/7', '5/7', '7/5', '3'] -> (5/7 * ((7/5 / 1/9) + (3 / 1/7)))
[26917] ['1/7', '4/9', '7/8', '7/8', '9'] -> (((7/8 + (9 / 4/9)) / 7/8) - 1/7)
[26918] ['7/8', '8/7', '8/7', '4/3', '6'] -> (6 / (7/8 * (8/7 - (8/7 / 4/3))))
[26919] ['3/2', '9/5', '9/4', '3', '9/2'] -> (3 * ((3/2 * 9/2) + (9/4 / 9/5)))
[26920] ['7/6', '9/7', '9/7', '5/3', '4'] -> ((4 / 9/7) / ((5/3 / 9/7) - 7/6))
[26921] ['1/9', '1/7', '5/7', '8/5', '3'] -> ((5/7 * 8/5) / (3 * (1/9 * 1/7)))
[26922] ['1/8', '3/7', '5/3', '8/3', '5'] -> (3/7 * (8/3 + ((5/3 + 5) / 1/8)))
[26923] ['3/8', '3/7', '8/7', '7/6', '3'] -> ((8/7 / 3/7) / ((7/6 / 3/8) - 3))
[26924] ['7/8', '8/7', '8/7', '3/2', '6'] -> (6 * ((8/7 + 8/7) + (3/2 / 7/8)))
[26925] ['1/2', '7/9', '7/9', '1', '9/8'] -> (1 / ((1/2 * 7/9) + (7/9 - 9/8)))
[26926] ['1/6', '4/9', '7/8', '9/8', '5'] -> (5 / (7/8 - (1/6 + (4/9 * 9/8))))
[26927] ['4/9', '1/2', '9/7', '7/5', '4'] -> (4 / (4/9 - ((1/2 / 9/7) / 7/5)))
[26928] ['1/3', '7/5', '7/4', '7/2', '4'] -> ((7/2 / 7/5) / ((7/4 / 4) - 1/3))
[26929] ['1/9', '1/7', '5/7', '7/4', '3'] -> (((5/7 / (1/9 * 1/7)) - 3) / 7/4)
[26930] ['7/6', '9/7', '9/7', '7/4', '4'] -> ((9/7 * 4) / ((7/4 / 7/6) - 9/7))
[26931] ['2/7', '5/8', '9/8', '9/2', '8'] -> ((8 / 2/7) - (9/2 + (5/8 - 9/8)))
[26932] ['1/6', '8/7', '5/4', '9/7', '4'] -> ((1/6 * (8/7 + 4)) / (9/7 - 5/4))
[26933] ['1/4', '3/5', '2', '8/3', '8/3'] -> ((8/3 / (3/5 - (1/4 * 2))) - 8/3)
[26934] ['3/2', '9/5', '7/3', '8/3', '3'] -> (8/3 / ((3 / 9/5) - (7/3 / 3/2)))
[26935] ['1/6', '1/3', '5/7', '8/3', '6'] -> ((8/3 - 1/3) * (6 + (5/7 / 1/6)))
[26936] ['7/6', '9/7', '9/7', '9/5', '4'] -> ((9/7 / 9/5) * (4 / (9/7 - 7/6)))
[26937] ['1/8', '3/7', '5/3', '9/2', '5'] -> (5 / ((3/7 * (9/2 - 1/8)) - 5/3))
[26938] ['1/6', '4/9', '7/8', '8/7', '5'] -> (7/8 * ((5 / 1/6) - (8/7 / 4/9)))
[26939] ['1/3', '7/5', '9/5', '9/4', '4'] -> ((4 * (9/4 + (7/5 / 1/3))) - 9/5)
[26940] ['1/8', '3/7', '7/4', '7/4', '5'] -> (((7/4 * 5) - 7/4) / (1/8 / 3/7))
[26941] ['3/2', '9/5', '5/2', '5/2', '3'] -> (3/2 * (5/2 + (3 * (9/5 * 5/2))))
[26942] ['2/9', '5/8', '4/5', '8/3', '5'] -> ((5 + (5/8 * 8/3)) / (2/9 / 4/5))
[26943] ['2/7', '5/8', '8/7', '7/5', '8'] -> (8 * ((2/7 / 5/8) + (8/7 + 7/5)))
[26944] ['1/6', '1/3', '5/7', '9/2', '6'] -> ((9/2 + 6) / (1/6 / (5/7 - 1/3)))
[26945] ['1/6', '4/9', '7/8', '7/6', '5'] -> ((5 / (4/9 - 1/6)) / (7/8 / 7/6))
[26946] ['7/6', '9/7', '9/7', '9/4', '4'] -> (4 / ((9/7 / (9/4 - 9/7)) - 7/6))
[26947] ['2/9', '5/8', '4/5', '7/2', '5'] -> ((5 / (2/9 * 4/5)) - (5/8 + 7/2))
[26948] ['1/9', '1/7', '3/4', '3/4', '3'] -> ((3/4 / ((1/9 / 1/7) - 3/4)) - 3)
[26949] ['7/8', '8/7', '8/7', '7/3', '6'] -> (8/7 + (6 * (8/7 + (7/3 / 7/8))))
[26950] ['7/6', '9/7', '9/7', '7/3', '4'] -> (4 / (7/3 - (7/6 + (9/7 / 9/7))))
[26951] ['1/8', '3/7', '7/4', '7/3', '5'] -> (((5 / 7/3) - 3/7) / (1/8 / 7/4))
[26952] ['1/3', '7/5', '9/4', '9/4', '4'] -> (((9/4 + 4) / (1/3 / 7/5)) - 9/4)
[26953] ['3/8', '3/7', '8/7', '7/4', '3'] -> (((8/7 * 7/4) + (3 / 3/7)) / 3/8)
[26954] ['1/2', '7/9', '7/9', '1', '4/3'] -> (4/3 / ((7/9 - 1) - (1/2 - 7/9)))
[26955] ['1/6', '1/3', '3/4', '6/7', '6'] -> (6 / ((1/3 / 3/4) - (1/6 / 6/7)))
[26956] ['2/9', '5/8', '4/5', '9/2', '5'] -> ((5/8 * 4/5) + (9/2 * (2/9 + 5)))
[26957] ['7/6', '9/7', '9/7', '5/2', '4'] -> (4 * (9/7 + (9/7 * (7/6 + 5/2))))
[26958] ['1/4', '5/8', '5/8', '3/4', '2'] -> (3/4 / ((1/4 * (5/8 + 2)) - 5/8))
[26959] ['1/6', '4/9', '7/8', '5/4', '5'] -> ((5 / 4/9) + ((7/8 + 5/4) / 1/6))
[26960] ['1/6', '8/7', '5/4', '7/3', '4'] -> (4 + ((5/4 * 7/3) / (1/6 / 8/7)))
[26961] ['1/8', '3/7', '7/4', '5/2', '5'] -> (((5/2 - 3/7) / (1/8 / 7/4)) - 5)
[26962] ['3/2', '9/5', '3', '7/2', '9/2'] -> ((3 + 9/2) * (7/2 + (3/2 - 9/5)))
[26963] ['7/6', '9/7', '9/7', '8/3', '4'] -> ((9/7 * 4) / (8/3 - (7/6 + 9/7)))
[26964] ['1/6', '1/3', '3/4', '8/7', '6'] -> ((3/4 * 6) / (1/3 - (1/6 / 8/7)))
[26965] ['1/2', '7/9', '7/9', '1', '3/2'] -> (3/2 / (1/2 - (7/9 / (7/9 + 1))))
[26966] ['1/3', '7/5', '9/4', '8/3', '4'] -> (((7/5 + 9/4) * (8/3 + 4)) - 1/3)
[26967] ['7/8', '8/7', '7/6', '6/5', '6'] -> (((7/8 * 8/7) / (6/5 - 7/6)) - 6)
[26968] ['2/7', '5/8', '8/7', '9/2', '8'] -> ((8/7 / 2/7) + ((9/2 + 8) / 5/8))
[26969] ['2/9', '5/8', '5/6', '7/8', '5'] -> ((5 + (7/8 / 5/8)) / (2/9 / 5/6))
[26970] ['1/6', '4/9', '7/8', '9/7', '5'] -> (((5 / (7/8 * 9/7)) - 4/9) / 1/6)
[26971] ['1/6', '8/7', '5/4', '8/3', '4'] -> (8/7 * ((5/4 * 4) + (8/3 / 1/6)))
[26972] ['3/8', '3/7', '8/7', '3', '7/2'] -> ((8/7 + (3/7 / 3/8)) * (3 * 7/2))
[26973] ['7/8', '8/7', '7/6', '5/4', '6'] -> ((6 / (8/7 - 7/8)) / (7/6 / 5/4))
[26974] ['7/6', '9/7', '4/3', '7/5', '4'] -> ((9/7 * 4) / (7/6 - (4/3 / 7/5)))
[26975] ['1/7', '4/9', '7/8', '9/5', '9'] -> (9 / (4/9 - ((1/7 * 7/8) / 9/5)))
[26976] ['1/4', '5/8', '5/8', '7/8', '2'] -> ((5/8 + 7/8) / ((5/8 / 2) - 1/4))
[26977] ['7/8', '8/7', '7/6', '9/7', '6'] -> ((9/7 + (6 / 7/6)) / (8/7 - 7/8))
[26978] ['2/9', '5/8', '5/6', '7/6', '5'] -> ((5/6 / 5/8) / (7/6 - (2/9 * 5)))
[26979] ['7/6', '9/7', '4/3', '3/2', '4'] -> ((4 + (4/3 / 7/6)) / (3/2 - 9/7))
[26980] ['4/9', '1/2', '4/3', '9/5', '4'] -> ((4 / 9/5) / ((4/9 * 4/3) - 1/2))
[26981] ['3/8', '3/7', '7/6', '4/3', '3'] -> (3/7 / ((4/3 / 7/6) - (3/8 * 3)))
[26982] ['1/3', '7/5', '7/3', '7/2', '4'] -> (4 / ((1/3 + 7/3) - (7/2 / 7/5)))
[26983] ['1/7', '4/9', '7/8', '7/3', '9'] -> ((9 + (1/7 * 7/3)) / (4/9 * 7/8))
[26984] ['1/4', '5/8', '5/8', '9/8', '2'] -> ((2 + (5/8 + 9/8)) / (1/4 * 5/8))
[26985] ['1/9', '1/7', '3/4', '7/5', '3'] -> (((3 / 7/5) - 1/7) / (1/9 * 3/4))
[26986] ['7/6', '9/7', '4/3', '7/4', '4'] -> (4 / (4/3 - (7/4 / (7/6 * 9/7))))
[26987] ['1/6', '4/9', '7/8', '9/5', '5'] -> (5 / ((1/6 - 4/9) + (7/8 / 9/5)))
[26988] ['1/7', '4/9', '7/8', '5/2', '9'] -> ((4/9 * 9) + (5/2 / (1/7 * 7/8)))
[26989] ['7/6', '9/7', '4/3', '9/5', '4'] -> (4 / ((7/6 / 9/7) - (4/3 / 9/5)))
[26990] ['2/7', '5/8', '7/6', '3/2', '8'] -> ((3/2 + 8) / (7/6 * (5/8 - 2/7)))
[26991] ['1/8', '3/7', '9/5', '7/2', '5'] -> ((3/7 + (5 * (9/5 / 7/2))) / 1/8)
[26992] ['3/8', '3/7', '7/6', '8/5', '3'] -> (3 / (7/6 * (3/8 - (3/7 / 8/5))))
[26993] ['1/4', '5/8', '5/8', '7/6', '2'] -> (2 / ((1/4 - 7/6) + (5/8 / 5/8)))
[26994] ['1/6', '4/9', '7/8', '9/4', '5'] -> ((4/9 * 9/4) / (7/8 - (1/6 * 5)))
[26995] ['7/6', '9/7', '4/3', '9/4', '4'] -> (4 / ((9/4 / (7/6 * 9/7)) - 4/3))
[26996] ['1/2', '7/9', '7/9', '1', '8/3'] -> (8/3 / ((1/2 * (7/9 + 1)) - 7/9))
[26997] ['1/6', '8/7', '9/7', '5/2', '4'] -> (8/7 / (4 - (5/2 + (1/6 + 9/7))))
[26998] ['3/2', '5/2', '5/2', '5/2', '3'] -> (3/2 + (3 * (5/2 + (5/2 + 5/2))))
[26999] ['3/8', '3/7', '7/6', '5/3', '3'] -> (3 / ((3/8 * 5/3) - (3/7 * 7/6)))
[27000] ['1/6', '1/3', '7/9', '7/5', '6'] -> (((6 / (1/3 + 7/9)) - 7/5) / 1/6)
[27001] ['1/7', '4/9', '8/9', '8/9', '9'] -> (((8/9 * 9) / (1/7 / 4/9)) - 8/9)
[27002] ['2/7', '5/8', '7/6', '7/4', '8'] -> (8 * (5/8 + (7/6 * (2/7 + 7/4))))
[27003] ['7/8', '8/7', '7/6', '7/4', '6'] -> ((7/4 + (6 / 8/7)) / (7/6 - 7/8))
[27004] ['4/9', '1/2', '7/5', '5/3', '4'] -> ((7/5 * 4) / (1/2 - (4/9 / 5/3)))
[27005] ['1/6', '4/9', '7/8', '5/2', '5'] -> (1/6 / (4/9 - ((7/8 * 5/2) / 5)))
[27006] ['2/9', '5/8', '5/6', '7/3', '5'] -> ((5 / (2/9 * 5/8)) / (7/3 - 5/6))
[27007] ['7/6', '9/7', '7/5', '7/5', '4'] -> (4 / ((9/7 * 7/5) - (7/6 * 7/5)))
[27008] ['2/7', '5/8', '7/6', '9/5', '8'] -> ((8 + (2/7 * 7/6)) / (5/8 / 9/5))
[27009] ['1/6', '1/3', '7/9', '8/5', '6'] -> ((1/6 + (7/9 / 1/3)) * (8/5 * 6))
[27010] ['1/2', '7/9', '4/5', '4/5', '1'] -> ((4/5 / (1/2 + 1)) / (4/5 - 7/9))
[27011] ['1/3', '3/2', '3/2', '9/5', '4'] -> ((3/2 + (1/3 + 3/2)) * (9/5 * 4))
[27012] ['8/5', '8/5', '8/5', '5/3', '3'] -> ((8/5 + (8/5 + 8/5)) * (5/3 * 3))
[27013] ['7/8', '8/7', '7/6', '9/4', '6'] -> ((8/7 * 6) * (7/8 + (7/6 * 9/4)))
[27014] ['1/8', '3/7', '9/4', '8/3', '5'] -> ((8/3 / 3/7) + (5 / (1/8 * 9/4)))
[27015] ['7/6', '9/7', '7/5', '5/3', '4'] -> ((4 / 5/3) / ((7/6 * 9/7) - 7/5))
[27016] ['2/9', '5/8', '6/7', '6/7', '5'] -> (((6/7 / 2/9) - 6/7) / (5/8 / 5))
[27017] ['1/2', '7/9', '4/5', '5/6', '1'] -> ((4/5 / 1/2) / (1 - (7/9 / 5/6)))
[27018] ['1/4', '5/8', '5/8', '3/2', '2'] -> (3/2 / ((5/8 - 1/4) - (5/8 / 2)))
[27019] ['2/7', '5/8', '7/6', '5/2', '8'] -> ((8 * (5/2 + (5/8 / 7/6))) - 2/7)
[27020] ['4/9', '1/2', '7/5', '7/3', '4'] -> (4 / ((1/2 / 7/5) - (4/9 / 7/3)))
[27021] ['3/8', '3/7', '7/6', '8/3', '3'] -> (((8/3 / 7/6) + (3 / 3/8)) / 3/7)
[27022] ['1/3', '3/2', '8/5', '7/4', '4'] -> ((8/5 * 4) * ((7/4 / 1/3) - 3/2))
[27023] ['1/2', '7/9', '4/5', '6/7', '1'] -> (1 / ((7/9 * 6/7) - (1/2 / 4/5)))
[27024] ['1/8', '3/7', '7/3', '7/3', '5'] -> ((5 - (3/7 * (7/3 + 7/3))) / 1/8)
[27025] ['2/7', '5/8', '7/6', '8/3', '8'] -> ((8/3 / 2/7) + ((7/6 + 8) / 5/8))
[27026] ['1/9', '1/7', '3/4', '3', '9/2'] -> ((3 / 9/2) / ((1/9 / 1/7) - 3/4))
[27027] ['8/5', '8/5', '8/5', '5/2', '3'] -> (3 * (8/5 + (5/2 * (8/5 * 8/5))))
[27028] ['1/7', '4/9', '8/9', '3/2', '9'] -> ((8/9 + (4/9 / 1/7)) / (3/2 / 9))
[27029] ['7/8', '8/7', '6/5', '9/7', '6'] -> ((6 / (8/7 - 7/8)) / (6/5 / 9/7))
[27030] ['1/6', '4/9', '8/9', '9/7', '5'] -> ((8/9 + (4/9 * 5)) / (1/6 / 9/7))
[27031] ['1/2', '7/9', '4/5', '8/9', '1'] -> ((1 / 1/2) / ((7/9 / 4/5) - 8/9))
[27032] ['7/6', '9/7', '7/5', '5/2', '4'] -> ((9/7 * 4) * (7/6 + (7/5 * 5/2)))
[27033] ['2/7', '5/8', '7/6', '9/2', '8'] -> (9/2 * ((2/7 * 7/6) + (5/8 * 8)))
[27034] ['8/5', '8/5', '8/5', '3', '7/2'] -> (8/5 + (7/2 * (8/5 + (8/5 * 3))))
[27035] ['4/9', '1/2', '7/5', '8/3', '4'] -> ((8/3 - 4/9) / (1/2 / (7/5 + 4)))
[27036] ['1/4', '5/8', '5/8', '9/5', '2'] -> ((9/5 + ((5/8 + 2) / 5/8)) / 1/4)
[27037] ['1/8', '3/7', '7/3', '7/2', '5'] -> ((7/2 / 1/8) - (5 - (3/7 * 7/3)))
[27038] ['3/8', '3/7', '6/5', '4/3', '3'] -> (6/5 * (4/3 + (3 / (3/8 * 3/7))))
[27039] ['1/6', '1/3', '4/5', '9/7', '6'] -> ((1/3 + (6 / 9/7)) / (1/6 / 4/5))
[27040] ['7/8', '8/7', '6/5', '7/5', '6'] -> (6 / (7/8 * (8/7 - (6/5 / 7/5))))
[27041] ['8/5', '8/5', '5/3', '5/3', '3'] -> ((8/5 + 8/5) / ((3 / 5/3) - 5/3))
[27042] ['4/9', '1/2', '3/2', '8/5', '4'] -> (((4 / 4/9) - 3/2) / (1/2 / 8/5))
[27043] ['1/3', '3/2', '7/4', '9/5', '4'] -> (9/5 * (1/3 + (4 * (3/2 + 7/4))))
[27044] ['1/7', '4/9', '8/9', '5/3', '9'] -> ((8/9 / 1/7) / (4/9 - (5/3 / 9)))
[27045] ['3/8', '3/7', '6/5', '3/2', '3'] -> (3/7 / (3/8 - (3/2 / (6/5 + 3))))
[27046] ['7/6', '9/7', '7/5', '4', '9/2'] -> ((4 * (9/7 * 7/5)) * (9/2 - 7/6))
[27047] ['1/8', '3/7', '5/2', '5/2', '5'] -> ((5/2 / 1/8) / ((5/2 / 3/7) - 5))
[27048] ['7/8', '8/7', '6/5', '8/5', '6'] -> (6 / ((7/8 * 8/7) - (6/5 / 8/5)))
[27049] ['8/5', '8/5', '5/3', '9/4', '3'] -> ((8/5 + (8/5 * 3)) * (5/3 * 9/4))
[27050] ['1/7', '4/9', '8/9', '7/4', '9'] -> (9 * (8/9 + (4/9 / (1/7 * 7/4))))
[27051] ['2/9', '5/8', '6/7', '5/4', '5'] -> (((5 / 6/7) - (5/8 / 5/4)) / 2/9)
[27052] ['3/8', '3/7', '6/5', '5/3', '3'] -> (((6/5 * 5/3) + (3 / 3/7)) / 3/8)
[27053] ['1/4', '5/8', '5/8', '2', '8/3'] -> (8/3 * ((5/8 / 5/8) + (2 / 1/4)))
