[230491] ['7/8', '8/5', '5/3', '7/2', '8'] -> (5/3 * (8 + (7/2 / (7/8 / 8/5))))
[230720] ['7/8', '7/4', '9/5', '9/5', '8'] -> (8 * ((7/4 / 7/8) + (9/5 / 9/5)))
[230721] ['3/8', '6/7', '9/4', '9/4', '8'] -> (3/8 + ((9/4 + (9/4 * 8)) / 6/7))
[230722] ['1/6', '3/8', '4/5', '7/2', '7'] -> ((((7 - 7/2) / 4/5) - 3/8) / 1/6)
[230723] ['9/8', '9/7', '8/3', '8/3', '5'] -> ((5 / (9/7 - 9/8)) - (8/3 * 8/3))
[230724] ['2/9', '2/9', '5/9', '7/8', '1'] -> (1 / ((5/9 * 7/8) - (2/9 + 2/9)))
[230725] ['1/9', '1/9', '6/5', '2', '7/3'] -> (6/5 * (((1/9 + 7/3) / 1/9) - 2))
[230726] ['5/7', '4/3', '7/4', '8/3', '6'] -> ((4/3 + (8/3 / 7/4)) / (5/7 / 6))
[230727] ['9/8', '9/7', '8/3', '7/2', '5'] -> (8/3 * (5 + (7/2 / (9/8 / 9/7))))
[230728] ['1/7', '2/3', '1', '8/7', '9/5'] -> ((2/3 + 1) * (9/5 / (1/7 / 8/7)))
[230729] ['9/8', '8/7', '8/3', '9/2', '9'] -> (9 + (8/7 * (9/8 + (8/3 * 9/2))))
[230730] ['2/5', '1/2', '7/9', '9/4', '6'] -> ((6 / (2/5 * 9/4)) / (7/9 - 1/2))
[230731] ['5/7', '4/3', '7/4', '9/2', '6'] -> ((7/4 + (5/7 / 4/3)) * (9/2 + 6))
[230732] ['9/8', '8/7', '7/2', '7/2', '9'] -> ((9 / (9/8 / 7/2)) - (8/7 * 7/2))
[230733] ['1/9', '1/9', '6/5', '2', '5/2'] -> ((((6/5 * 5/2) - 1/9) / 1/9) - 2)
[230734] ['3/7', '4/5', '4/5', '5/4', '7'] -> (5/4 + ((4/5 + 7) / (3/7 * 4/5)))
[230735] ['1/4', '3/5', '6/7', '3/2', '3'] -> (((3/2 / 3/5) + (3 / 6/7)) / 1/4)
[230736] ['1/6', '3/8', '5/6', '8/7', '7'] -> (((1/6 + 5/6) + (8/7 * 7)) / 3/8)
[230737] ['3/8', '6/7', '7/3', '5/2', '8'] -> ((8 * (3/8 + (5/2 / 6/7))) - 7/3)
[230738] ['9/8', '9/7', '8/3', '9/2', '5'] -> (8/3 / ((9/2 / 9/8) - (5 / 9/7)))
[230739] ['2/9', '2/9', '5/9', '1', '8/7'] -> (1 / ((5/9 / 8/7) - (2/9 + 2/9)))
[230740] ['7/8', '7/4', '9/5', '9/2', '8'] -> (8 * ((7/8 / 7/4) + (9/2 / 9/5)))
[230741] ['1/5', '3/8', '5/7', '2', '5/2'] -> (2 / (1/5 - (3/8 / (5/7 + 5/2))))
[230742] ['1/9', '1/9', '6/5', '2', '8/3'] -> (2 / (6/5 * (1/9 - (1/9 / 8/3))))
[230743] ['4/5', '7/5', '2', '7/3', '7/2'] -> (4/5 / ((7/5 / 2) - (7/3 / 7/2)))
[230744] ['9/8', '9/7', '7/2', '7/2', '5'] -> ((7/2 + (7/2 * 5)) / (9/8 / 9/7))
[230745] ['9/8', '8/7', '7/2', '9/2', '9'] -> ((9 + (9/2 * (8/7 * 7/2))) / 9/8)
[230746] ['3/7', '4/5', '4/5', '4/3', '7'] -> ((4/5 + 4/5) * ((7 / 3/7) - 4/3))
[230747] ['7/8', '7/4', '9/4', '9/4', '8'] -> (8 * ((7/4 / 7/8) + (9/4 / 9/4)))
[230748] ['3/7', '4/5', '4/5', '7/5', '7'] -> (7 * ((3/7 + 4/5) + (4/5 + 7/5)))
[230749] ['2/5', '1/2', '7/9', '8/3', '6'] -> (((8/3 / 2/5) + (6 / 1/2)) / 7/9)
[230750] ['1/9', '1/9', '6/5', '2', '9/2'] -> ((2 / 9/2) / (1/9 - (1/9 / 6/5)))
[230751] ['5/7', '4/3', '9/5', '7/3', '6'] -> ((9/5 * 7/3) * (6 * (5/7 * 4/3)))
[230752] ['1/7', '2/3', '1', '7/6', '5/4'] -> (5/4 + ((1 + 7/6) / (1/7 * 2/3)))
[230753] ['1/2', '1/2', '4/5', '7/8', '6'] -> (6 / ((1/2 / 4/5) + (1/2 - 7/8)))
[230754] ['1/6', '3/8', '5/6', '7/5', '7'] -> (7/5 + ((1/6 + (7 / 3/8)) / 5/6))
[230755] ['3/8', '6/7', '5/2', '7/2', '8'] -> (8 * ((6/7 / 3/8) + (5/2 / 7/2)))
[230756] ['9/8', '4/3', '4/3', '7/5', '5'] -> (7/5 / ((9/8 - 4/3) + (4/3 / 5)))
[230757] ['2/5', '1/2', '7/9', '7/2', '6'] -> ((7/2 / (1/2 * 7/9)) + (6 / 2/5))
[230758] ['2/9', '2/9', '5/9', '1', '5/4'] -> (5/4 + ((5/9 + (1 / 2/9)) / 2/9))
[230759] ['1/7', '2/3', '1', '7/6', '9/7'] -> ((7/6 + (1 / 2/3)) / (1/7 / 9/7))
[230760] ['4/5', '7/5', '2', '5/2', '7/2'] -> ((5/2 + 7/2) / (2 - (7/5 / 4/5)))
[230761] ['1/4', '3/5', '6/7', '9/5', '3'] -> ((9/5 + ((3/5 + 3) / 6/7)) / 1/4)
[230762] ['3/8', '6/7', '8/3', '8/3', '8'] -> (8/3 / ((8/3 / 6/7) - (3/8 * 8)))
[230763] ['7/8', '7/4', '9/2', '9/2', '8'] -> (8 * ((7/4 / 7/8) + (9/2 / 9/2)))
[230764] ['3/7', '4/5', '4/5', '8/5', '7'] -> (7 * (3/7 + ((4/5 + 8/5) / 4/5)))
[230765] ['1/9', '1/9', '5/4', '7/5', '2'] -> (2 / ((7/5 * (1/9 * 5/4)) - 1/9))
[230766] ['1/7', '2/3', '1', '7/6', '3/2'] -> ((1 + (3/2 / 7/6)) / (1/7 * 2/3))
[230767] ['9/8', '4/3', '4/3', '7/4', '5'] -> (5 / ((9/8 - 4/3) - (4/3 - 7/4)))
[230768] ['4/5', '7/5', '2', '8/3', '8/3'] -> ((8/3 / (4/5 - (7/5 / 2))) - 8/3)
[230769] ['5/7', '4/3', '9/5', '9/2', '6'] -> ((5/7 * 4/3) * ((9/2 * 6) - 9/5))
[230770] ['7/8', '9/5', '9/5', '9/4', '8'] -> ((8 * (7/8 + 9/4)) - (9/5 / 9/5))
[230771] ['9/8', '4/3', '4/3', '9/5', '5'] -> (5 * (9/5 + (9/8 * (4/3 + 4/3))))
[230772] ['1/9', '1/9', '5/4', '5/3', '2'] -> (5/3 / (5/4 * (1/9 - (1/9 / 2))))
[230773] ['2/9', '2/9', '5/9', '1', '7/5'] -> (2/9 / ((5/9 / (1 + 7/5)) - 2/9))
[230774] ['1/2', '1/2', '4/5', '7/4', '6'] -> (6 / ((1/2 * 7/4) - (1/2 / 4/5)))
[230775] ['1/7', '2/3', '1', '7/6', '5/3'] -> ((1 + 5/3) / (7/6 * (1/7 * 2/3)))
[230776] ['1/6', '3/8', '6/7', '6/7', '7'] -> ((((6/7 + 7) / 6/7) - 1/6) / 3/8)
[230777] ['1/8', '2/5', '2/5', '2/5', '9'] -> (9 / ((2/5 / (2/5 + 2/5)) - 1/8))
[230778] ['1/5', '3/8', '3/4', '8/9', '2'] -> (2 / (1/5 * (3/4 - (3/8 * 8/9))))
[230779] ['7/8', '9/5', '9/5', '5/2', '8'] -> (((9/5 / 9/5) + (5/2 * 8)) / 7/8)
[230780] ['3/8', '7/8', '7/8', '7/6', '8'] -> ((3/8 * 8) / (7/8 - (7/8 / 7/6)))
[230781] ['1/9', '1/9', '5/4', '9/5', '2'] -> (5/4 * (2 + ((1/9 + 9/5) / 1/9)))
[230782] ['1/2', '1/2', '4/5', '8/3', '6'] -> (6 / (4/5 * (1/2 - (1/2 / 8/3))))
[230783] ['9/8', '7/6', '7/6', '9/5', '9'] -> (9 / ((7/6 / 7/6) - (9/8 / 9/5)))
[230784] ['2/9', '2/9', '5/9', '1', '3/2'] -> (((5/9 * 3/2) + (1 / 2/9)) / 2/9)
[230785] ['4/5', '3/2', '3/2', '3/2', '2'] -> ((3/2 + 3/2) / (2 - (3/2 / 4/5)))
[230786] ['1/5', '3/8', '3/4', '9/8', '2'] -> (2 / (1/5 * (3/4 - (3/8 / 9/8))))
[230787] ['1/6', '3/8', '6/7', '8/9', '7'] -> (((7 / 6/7) - 1/6) / (3/8 * 8/9))
[230788] ['1/8', '2/5', '2/5', '5/9', '9'] -> (9 / (5/9 * (2/5 - (1/8 - 2/5))))
[230789] ['2/5', '1/2', '5/6', '6/7', '6'] -> (6 / ((1/2 / 6/7) - (2/5 * 5/6)))
[230790] ['1/9', '1/9', '5/4', '2', '9/4'] -> (((1/9 + 2) + (5/4 / 9/4)) / 1/9)
[230791] ['9/8', '7/6', '7/6', '7/3', '9'] -> ((7/6 + 7/3) * (9 / (9/8 * 7/6)))
[230792] ['7/8', '9/5', '9/5', '9/2', '8'] -> ((9/5 + (9/2 * 8)) / (7/8 * 9/5))
[230793] ['5/7', '4/3', '9/4', '7/2', '6'] -> ((5/7 * 7/2) + (6 * (4/3 + 9/4)))
[230794] ['4/5', '3/2', '3/2', '7/4', '2'] -> ((3/2 * 2) / ((3/2 / 4/5) - 7/4))
[230795] ['3/7', '4/5', '4/5', '7/3', '7'] -> ((7 + (3/7 + 4/5)) / (4/5 / 7/3))
[230796] ['1/6', '3/8', '6/7', '6/5', '7'] -> ((6/7 / 6/5) * (7 / (3/8 - 1/6)))
[230797] ['9/8', '4/3', '7/5', '3/2', '5'] -> (7/5 / ((9/8 / 5) + (4/3 - 3/2)))
[230798] ['4/5', '3/2', '3/2', '9/5', '2'] -> (9/5 / (3/2 * (4/5 - (3/2 / 2))))
[230799] ['5/7', '4/3', '9/4', '9/2', '6'] -> ((9/2 + 6) * ((4/3 * 9/4) - 5/7))
[230800] ['1/9', '1/9', '5/4', '2', '7/3'] -> (2 / (7/3 - (5/4 + (1/9 / 1/9))))
[230801] ['3/7', '4/5', '4/5', '5/2', '7'] -> (4/5 / ((5/2 / (3/7 * 7)) - 4/5))
[230802] ['9/8', '4/3', '7/5', '8/5', '5'] -> ((7/5 * 5) / (9/8 - (4/3 / 8/5)))
[230803] ['1/4', '3/5', '7/8', '7/8', '3'] -> (((7/8 / 7/8) + (3 / 3/5)) / 1/4)
[230804] ['2/5', '1/2', '5/6', '8/7', '6'] -> (6 / ((1/2 / 5/6) - (2/5 / 8/7)))
[230805] ['1/7', '2/3', '1', '7/6', '7/3'] -> ((7/3 + (2/3 + 1)) / (1/7 * 7/6))
[230806] ['4/5', '3/2', '3/2', '2', '7/3'] -> (2 / ((3/2 + 3/2) - (7/3 / 4/5)))
[230807] ['1/5', '3/8', '3/4', '4/3', '2'] -> (((2 / 1/5) - (3/4 * 4/3)) / 3/8)
[230808] ['4/5', '3/2', '3/2', '2', '5/2'] -> (3/2 / ((5/2 / (4/5 * 2)) - 3/2))
[230809] ['1/6', '3/8', '6/7', '3/2', '7'] -> (7 * (3/2 + (6/7 / (1/6 / 3/8))))
[230810] ['1/9', '1/9', '5/4', '2', '9/2'] -> (2 / (1/9 * (5/4 - (1/9 * 9/2))))
[230811] ['9/8', '7/6', '6/5', '5/4', '9'] -> ((9 / 9/8) / ((6/5 * 5/4) - 7/6))
[230812] ['1/4', '3/5', '7/8', '8/9', '3'] -> (3/5 / (1/4 - (7/8 / (8/9 + 3))))
[230813] ['1/7', '2/3', '1', '6/5', '6/5'] -> ((6/5 / (1/7 * (1 - 2/3))) - 6/5)
[230814] ['1/8', '2/5', '2/5', '5/6', '9'] -> (9 / (5/6 * (2/5 + (1/8 * 2/5))))
[230815] ['2/9', '2/9', '5/9', '1', '7/2'] -> ((7/2 + (1 / 2/9)) / (5/9 - 2/9))
[230816] ['1/5', '3/8', '3/4', '8/5', '2'] -> ((8/5 / (1/5 * 3/8)) + (2 / 3/4))
[230817] ['5/7', '4/3', '5/2', '9/2', '6'] -> (5/2 + ((5/7 + 4/3) * (9/2 + 6)))
[230818] ['7/8', '9/5', '7/3', '7/3', '8'] -> (9/5 * (8 + ((7/3 + 7/3) / 7/8)))
[230819] ['9/8', '4/3', '7/5', '9/4', '5'] -> ((7/5 + 5) * (9/4 + (9/8 * 4/3)))
[230820] ['1/9', '1/9', '9/7', '9/7', '2'] -> ((1/9 + ((9/7 + 2) / 9/7)) / 1/9)
[230821] ['9/8', '7/6', '6/5', '4/3', '9'] -> ((7/6 + 4/3) * (9 / (9/8 / 6/5)))
[230822] ['3/8', '7/8', '7/8', '9/2', '8'] -> (9/2 * (8 - (7/8 / (3/8 * 7/8))))
[230823] ['1/4', '3/5', '7/8', '9/8', '3'] -> ((((9/8 + 3) / 3/5) - 7/8) / 1/4)
[230824] ['7/8', '9/5', '7/3', '5/2', '8'] -> ((9/5 * 5/2) * (8 - (7/3 / 7/8)))
[230825] ['1/2', '1/2', '6/7', '4/3', '6'] -> (6 / (4/3 - (1/2 + (1/2 / 6/7))))
[230826] ['4/5', '3/2', '8/5', '7/4', '2'] -> (8/5 / ((4/5 * 7/4) - (2 / 3/2)))
[230827] ['1/8', '2/5', '2/5', '8/9', '9'] -> (((9 / 8/9) - (1/8 + 2/5)) / 2/5)
[230828] ['3/7', '4/5', '5/6', '7/8', '7'] -> (7 / ((4/5 * 5/6) - (3/7 * 7/8)))
[230829] ['3/8', '7/8', '8/9', '8/9', '8'] -> ((3/8 * 8) / ((8/9 / 8/9) - 7/8))
[230830] ['1/7', '2/3', '1', '6/5', '7/5'] -> (((1 + 7/5) / (1/7 * 2/3)) - 6/5)
[230831] ['1/5', '3/8', '3/4', '2', '7/3'] -> (((7/3 / 1/5) - (2 / 3/4)) / 3/8)
[230832] ['1/2', '1/2', '6/7', '8/5', '6'] -> ((1/2 + (6 / 6/7)) / (1/2 / 8/5))
[230833] ['1/8', '2/5', '2/5', '8/7', '9'] -> ((9 + (8/7 * (1/8 + 2/5))) / 2/5)
[230834] ['7/8', '9/5', '7/3', '8/3', '8'] -> (9/5 * ((7/3 / 7/8) + (8/3 + 8)))
[230835] ['1/9', '1/9', '9/7', '3/2', '2'] -> ((2 + (1/9 / 3/2)) / (1/9 / 9/7))
[230836] ['5/7', '4/3', '7/2', '7/2', '6'] -> (5/7 + (6 * (7/2 + (4/3 / 7/2))))
[230837] ['9/8', '4/3', '7/5', '9/2', '5'] -> (5 * ((7/5 * 9/2) - (9/8 * 4/3)))
[230838] ['1/4', '3/5', '7/8', '5/4', '3'] -> (3 / ((1/4 - 7/8) + (3/5 * 5/4)))
[230839] ['3/8', '7/8', '8/9', '6/5', '8'] -> (8 / (8/9 - (7/8 / (3/8 + 6/5))))
[230840] ['1/2', '1/2', '6/7', '5/3', '6'] -> (6 / ((1/2 * 5/3) - (1/2 / 6/7)))
[230841] ['9/8', '7/6', '6/5', '5/3', '9'] -> ((6/5 + 9) / (9/8 - (7/6 / 5/3)))
[230842] ['1/7', '2/3', '1', '6/5', '8/5'] -> ((8/5 / 1/7) / ((2/3 + 1) - 6/5))
[230843] ['1/8', '2/5', '2/5', '7/6', '9'] -> ((2/5 / 2/5) / (7/6 - (1/8 * 9)))
[230844] ['4/5', '3/2', '8/5', '2', '7/2'] -> ((3/2 + 7/2) * (2 * (4/5 + 8/5)))
[230845] ['1/9', '1/9', '9/7', '8/5', '2'] -> ((1/9 + (2 / 9/7)) / (1/9 / 8/5))
[230846] ['7/8', '9/5', '7/3', '7/2', '8'] -> ((9/5 * 8) * ((7/2 / 7/8) - 7/3))
[230847] ['1/5', '3/8', '3/4', '2', '8/3'] -> ((2 / (1/5 * (3/4 - 3/8))) - 8/3)
[230848] ['2/5', '1/2', '6/7', '9/8', '6'] -> (((6 / (6/7 - 2/5)) - 9/8) / 1/2)
[230849] ['3/8', '7/8', '8/9', '5/4', '8'] -> ((8 + (7/8 + 5/4)) / (3/8 / 8/9))
[230850] ['3/7', '4/5', '5/6', '8/7', '7'] -> (7 / ((4/5 * 5/6) - (3/7 / 8/7)))
[230851] ['1/5', '3/8', '3/4', '2', '7/2'] -> (((7/2 / (3/8 - 1/5)) - 2) / 3/4)
[230852] ['1/9', '1/9', '9/7', '7/4', '2'] -> (2 + ((1/9 + 9/7) / (1/9 / 7/4)))
[230853] ['3/7', '4/5', '5/6', '7/6', '7'] -> ((3/7 * 7) / (7/6 - (5/6 / 4/5)))
[230854] ['4/5', '3/2', '5/3', '2', '9/4'] -> ((2 / 5/3) / ((4/5 + 3/2) - 9/4))
[230855] ['5/7', '7/5', '7/5', '5/3', '6'] -> ((7/5 + (5/7 * 7/5)) * (5/3 * 6))
[230856] ['9/8', '4/3', '8/5', '7/4', '5'] -> (5 / ((9/8 - 7/4) + (4/3 / 8/5)))
[230857] ['1/4', '3/5', '7/8', '7/4', '3'] -> (3 / (((1/4 + 7/8) / 3/5) - 7/4))
[230858] ['7/8', '9/5', '5/2', '8/3', '8'] -> ((7/8 + 5/2) * (8/3 + (8 / 9/5)))
[230859] ['1/5', '3/8', '7/9', '7/9', '2'] -> (((2 / 1/5) - (7/9 / 7/9)) / 3/8)
[230860] ['2/5', '1/2', '6/7', '4/3', '6'] -> (4/3 * (1/2 + (6 / (2/5 * 6/7))))
[230861] ['9/8', '7/6', '6/5', '5/2', '9'] -> ((5/2 * (9 + (6/5 / 9/8))) - 7/6)
[230862] ['1/2', '1/2', '7/8', '7/5', '6'] -> ((1/2 * 6) / ((7/8 / 7/5) - 1/2))
[230863] ['1/8', '2/5', '2/5', '7/4', '9'] -> ((7/4 / 1/8) + (9 + (2/5 / 2/5)))
[230864] ['1/9', '1/9', '9/7', '2', '9/4'] -> (2 / ((9/4 * (1/9 / 9/7)) - 1/9))
[230865] ['1/5', '3/8', '7/9', '4/5', '2'] -> (2 / (3/8 * (4/5 + (1/5 - 7/9))))
[230866] ['7/8', '9/5', '5/2', '7/2', '8'] -> (((5/2 * (9/5 + 8)) - 7/2) / 7/8)
[230867] ['1/7', '2/3', '1', '6/5', '7/3'] -> (6/5 * (((2/3 + 7/3) / 1/7) - 1))
[230868] ['5/7', '7/5', '7/5', '9/4', '6'] -> (6 / (9/4 - (5/7 * (7/5 + 7/5))))
[230869] ['4/5', '3/2', '5/3', '2', '9/2'] -> ((5/3 * 9/2) * (2 + (4/5 * 3/2)))
[230870] ['3/8', '7/8', '8/9', '7/4', '8'] -> (3/8 + ((7/8 + 7/4) / (8/9 / 8)))
[230871] ['7/8', '9/5', '5/2', '9/2', '8'] -> ((8 + (9/5 / 9/2)) / (7/8 / 5/2))
[230872] ['5/7', '7/5', '7/5', '7/3', '6'] -> ((5/7 + (7/5 / 7/5)) * (7/3 * 6))
[230873] ['9/8', '4/3', '8/5', '8/3', '5'] -> (8/5 * ((8/3 * (9/8 + 5)) - 4/3))
[230874] ['3/7', '4/5', '5/6', '7/5', '7'] -> ((4/5 * 7) / (5/6 - (3/7 * 7/5)))
[230875] ['1/6', '3/8', '8/9', '8/7', '7'] -> ((7 / 8/7) / ((3/8 / 8/9) - 1/6))
[230876] ['1/7', '2/3', '1', '6/5', '5/2'] -> (2/3 + ((5/2 + (1 / 6/5)) / 1/7))
[230877] ['1/4', '3/5', '7/8', '8/3', '3'] -> (3 / (3/5 * (7/8 - (1/4 * 8/3))))
[230878] ['1/9', '1/9', '9/7', '2', '7/2'] -> (((7/2 / 9/7) - (1/9 / 2)) / 1/9)
[230879] ['1/4', '3/5', '7/8', '3', '7/2'] -> ((3 / (1/4 * 3/5)) + (7/2 / 7/8))
[230880] ['9/8', '7/6', '5/4', '9/7', '9'] -> (9 / ((9/8 * 9/7) - (5/4 / 7/6)))
[230881] ['2/5', '1/2', '6/7', '7/3', '6'] -> (7/3 * (6 + (6/7 / (2/5 * 1/2))))
[230882] ['1/2', '1/2', '8/9', '7/6', '6'] -> (6 / (((7/6 - 1/2) / 8/9) - 1/2))
[230883] ['1/6', '3/8', '8/9', '6/5', '7'] -> (6/5 * (8/9 + ((1/6 + 7) / 3/8)))
[230884] ['1/8', '2/5', '3/7', '3/7', '9'] -> (((2/5 * (9 - 3/7)) - 3/7) / 1/8)
[230885] ['4/5', '3/2', '7/4', '2', '7/3'] -> ((3/2 + 2) / (7/3 - (7/4 / 4/5)))
[230886] ['1/6', '3/8', '8/9', '5/4', '7'] -> (8/9 * (7 + (5/4 / (1/6 * 3/8))))
[230887] ['1/7', '2/3', '1', '6/5', '9/2'] -> (6/5 * ((9/2 / (1/7 / 2/3)) - 1))
[230888] ['2/5', '1/2', '6/7', '5/2', '6'] -> ((5/2 / (1/2 / 6/7)) * (6 - 2/5))
[230889] ['3/7', '4/5', '5/6', '8/5', '7'] -> ((8/5 * ((7 / 3/7) - 5/6)) - 4/5)
[230890] ['9/8', '7/6', '5/4', '8/5', '9'] -> ((9 * (7/6 + 8/5)) - (9/8 / 5/4))
[230891] ['1/4', '3/5', '8/9', '8/9', '3'] -> (((8/9 / 8/9) + (3 / 3/5)) / 1/4)
[230892] ['7/8', '9/5', '7/2', '9/2', '8'] -> ((7/2 / 7/8) + (8 / (9/5 / 9/2)))
[230893] ['1/6', '3/8', '8/9', '9/7', '7'] -> (7 / (9/7 * (3/8 - (1/6 * 8/9))))
[230894] ['5/7', '7/5', '3/2', '3/2', '6'] -> (6 * ((5/7 * 7/5) + (3/2 + 3/2)))
[230895] ['1/7', '2/3', '1', '5/4', '9/7'] -> ((9/7 / (1/7 / 2/3)) / (5/4 - 1))
[230896] ['4/5', '3/2', '7/4', '2', '8/3'] -> (2 / ((8/3 / 4/5) - (3/2 + 7/4)))
[230897] ['3/7', '4/5', '5/6', '7/4', '7'] -> (7 / ((5/6 / 4/5) - (3/7 * 7/4)))
[230898] ['1/4', '3/5', '8/9', '9/8', '3'] -> (((8/9 * 9/8) + (3 / 3/5)) / 1/4)
[230899] ['1/2', '1/2', '8/9', '8/5', '6'] -> (6 / ((1/2 / 8/9) - (1/2 / 8/5)))
[230900] ['2/9', '2/9', '4/7', '1', '9/7'] -> ((1 + 9/7) / (2/9 - (2/9 * 4/7)))
[230901] ['1/7', '2/3', '1', '5/4', '4/3'] -> ((4/3 + (2/3 / 1/7)) / (5/4 - 1))
[230902] ['9/8', '7/6', '5/4', '9/5', '9'] -> (9/8 + ((7/6 + 9) * (5/4 * 9/5)))
[230903] ['5/7', '7/5', '3/2', '8/5', '6'] -> ((3/2 + (5/7 * 7/5)) * (8/5 * 6))
[230904] ['7/8', '9/4', '9/4', '9/4', '8'] -> ((8 * (7/8 + 9/4)) - (9/4 / 9/4))
[230905] ['1/5', '3/8', '7/9', '5/4', '2'] -> ((2 + (5/4 / (1/5 * 3/8))) / 7/9)
[230906] ['4/5', '3/2', '7/4', '2', '7/2'] -> ((7/2 + (2 / 4/5)) / (7/4 - 3/2))
[230907] ['3/8', '7/8', '9/8', '8/5', '8'] -> (8 / ((7/8 / (3/8 * 8/5)) - 9/8))
[230908] ['3/7', '4/5', '5/6', '9/5', '7'] -> ((9/5 + ((4/5 + 7) / 3/7)) / 5/6)
[230909] ['9/8', '7/6', '5/4', '5/2', '9'] -> (5/2 * ((7/6 * 9) - (9/8 / 5/4)))
[230910] ['7/8', '9/4', '9/4', '5/2', '8'] -> (((9/4 / 9/4) + (5/2 * 8)) / 7/8)
[230911] ['2/5', '1/2', '7/8', '7/8', '6'] -> (6 / ((1/2 / 2/5) - (7/8 / 7/8)))
[230912] ['9/8', '4/3', '7/4', '7/2', '5'] -> (4/3 / ((7/4 / 9/8) + (7/2 - 5)))
[230913] ['1/2', '1/2', '8/9', '9/5', '6'] -> ((8/9 * 6) / (1/2 - (1/2 / 9/5)))
[230914] ['1/8', '2/5', '3/7', '5/9', '9'] -> (9 / ((1/8 / (5/9 - 2/5)) - 3/7))
[230915] ['3/8', '7/8', '9/8', '9/5', '8'] -> (9/5 * (8 + ((7/8 + 9/8) / 3/8)))
[230916] ['1/7', '2/3', '1', '5/4', '3/2'] -> (5/4 + ((1 + (3/2 / 2/3)) / 1/7))
[230917] ['9/8', '4/3', '7/4', '9/2', '5'] -> ((5 * (9/8 * 9/2)) - (7/4 / 4/3))
[230918] ['9/8', '7/6', '5/4', '8/3', '9'] -> ((8/3 / (5/4 - 7/6)) - (9 / 9/8))
[230919] ['1/2', '1/2', '8/9', '5/2', '6'] -> ((8/9 * 6) * ((5/2 / 1/2) - 1/2))
[230920] ['7/8', '9/4', '7/3', '8/3', '8'] -> (8 + ((7/3 * 8/3) / (7/8 / 9/4)))
[230921] ['1/7', '2/3', '1', '5/4', '8/5'] -> (8/5 / (1/7 * (1 - (2/3 / 5/4))))
[230922] ['1/6', '3/8', '8/9', '7/4', '7'] -> ((7 / 7/4) / ((3/8 * 8/9) - 1/6))
[230923] ['4/5', '3/2', '2', '9/4', '9/4'] -> (9/4 / (3/2 - (9/4 / (4/5 * 2))))
[230924] ['9/8', '4/3', '9/5', '8/3', '5'] -> (5 * (8/3 + (9/5 / (9/8 / 4/3))))
[230925] ['1/7', '2/3', '1', '5/4', '5/3'] -> (2/3 + ((1 + 5/3) / (1/7 / 5/4)))
[230926] ['9/8', '7/6', '9/7', '4/3', '9'] -> (9 * (4/3 + (9/7 / (9/8 / 7/6))))
[230927] ['2/5', '1/2', '7/8', '8/7', '6'] -> (6 / ((1/2 / 2/5) - (7/8 * 8/7)))
[230928] ['3/7', '4/5', '5/6', '7/2', '7'] -> ((5/6 * 7/2) * (7 + (3/7 + 4/5)))
[230929] ['1/2', '1/2', '9/8', '6/5', '6'] -> (6 / ((6/5 * (9/8 - 1/2)) - 1/2))
[230930] ['3/8', '7/8', '8/7', '7/6', '8'] -> ((7/6 + (7/8 / 3/8)) * (8 - 8/7))
[230931] ['9/8', '4/3', '9/5', '7/2', '5'] -> (5 * ((9/5 * 7/2) - (9/8 * 4/3)))
[230932] ['1/9', '1/9', '7/5', '9/5', '2'] -> (((7/5 / 9/5) - (1/9 - 2)) / 1/9)
[230933] ['1/4', '3/5', '8/9', '7/5', '3'] -> ((3 + (7/5 / 3/5)) / (1/4 * 8/9))
[230934] ['7/8', '9/4', '9/2', '9/2', '8'] -> ((8 * (7/8 + 9/4)) - (9/2 / 9/2))
[230935] ['4/5', '3/2', '2', '9/4', '7/3'] -> ((3/2 / ((2 / 7/3) - 4/5)) - 9/4)
[230936] ['3/7', '4/5', '5/6', '9/2', '7'] -> (7 * (3/7 + (9/2 * (4/5 * 5/6))))
[230937] ['9/8', '7/6', '9/7', '7/5', '9'] -> (9 / (9/7 * (9/8 - (7/6 / 7/5))))
[230938] ['1/4', '3/5', '8/9', '3/2', '3'] -> (3/2 + (3 / (8/9 * (1/4 * 3/5))))
[230939] ['2/5', '1/2', '7/8', '5/4', '6'] -> (6 / ((5/4 * (2/5 + 1/2)) - 7/8))
[230940] ['7/8', '7/3', '5/2', '5/2', '8'] -> ((8 + (5/2 / 5/2)) / (7/8 / 7/3))
[230941] ['5/7', '7/5', '5/3', '9/5', '6'] -> (6 * ((5/7 * 7/5) + (5/3 * 9/5)))
[230942] ['1/2', '1/2', '9/8', '8/5', '6'] -> (6 / ((1/2 * 9/8) - (1/2 / 8/5)))
[230943] ['4/5', '3/2', '2', '9/4', '7/2'] -> (3/2 / (9/4 - (7/2 / (4/5 * 2))))
[230944] ['9/8', '7/6', '9/7', '8/5', '9'] -> (9 / (7/6 * (9/8 - (9/7 / 8/5))))
[230945] ['1/5', '3/8', '7/9', '2', '8/3'] -> (((2 / 3/8) + (8/3 / 1/5)) / 7/9)
[230946] ['1/7', '2/3', '1', '5/4', '7/2'] -> (1 / (2/3 - (7/2 * (1/7 * 5/4))))
[230947] ['1/8', '2/5', '3/7', '4/5', '9'] -> ((9 - (4/5 / 2/5)) / (1/8 / 3/7))
[230948] ['1/4', '3/5', '8/9', '5/3', '3'] -> (8/9 + ((3 + (5/3 / 3/5)) / 1/4))
