[186166] ['1/8', '8/9', '1', '7/4', '9/4'] -> ((8/9 * 9/4) + ((1 + 7/4) / 1/8))
[186395] ['7/9', '9/8', '4/3', '5/3', '5'] -> ((5/3 + (4/3 * 5)) / (9/8 - 7/9))
[186396] ['3/4', '7/9', '7/3', '9/2', '9'] -> (9 / ((3/4 * 9/2) - (7/3 / 7/9)))
[186397] ['3/7', '3/5', '1', '7/5', '9/4'] -> ((3/5 + 7/5) / ((1 / 3/7) - 9/4))
[186398] ['3/7', '4/9', '8/9', '7/6', '6'] -> ((8/9 / 7/6) * (6 / (3/7 * 4/9)))
[186399] ['4/7', '8/7', '9/5', '9/2', '8'] -> (8 * ((4/7 / 8/7) + (9/2 / 9/5)))
[186400] ['4/7', '8/7', '9/5', '3', '9/2'] -> ((9/5 + 3) * (9/2 + (4/7 / 8/7)))
[186401] ['3/5', '2/3', '4/5', '6/7', '6'] -> (6 / (((3/5 / 2/3) / 6/7) - 4/5))
[186402] ['3/4', '7/9', '5/2', '8/3', '9'] -> (((5/2 * 8/3) + (9 / 3/4)) / 7/9)
[186403] ['3/7', '3/4', '8/5', '8/5', '2'] -> ((8/5 + 2) / ((3/4 / 3/7) - 8/5))
[186404] ['1/8', '1', '9/8', '7/6', '6/5'] -> ((1 / (1/8 + 9/8)) / (6/5 - 7/6))
[186405] ['4/7', '8/7', '9/4', '9/4', '8'] -> (8 * ((8/7 / 4/7) + (9/4 / 9/4)))
[186406] ['1/5', '2/9', '5/8', '1', '9/8'] -> (((5/8 / 9/8) / (2/9 - 1/5)) - 1)
[186407] ['4/7', '8/7', '9/4', '9/4', '3'] -> (8/7 / ((3 / 9/4) - (4/7 * 9/4)))
[186408] ['7/9', '9/8', '4/3', '5/2', '5'] -> ((5 + (4/3 * 5/2)) / (9/8 - 7/9))
[186409] ['2/3', '5/3', '5/3', '2', '9/4'] -> (2 / (((2/3 + 9/4) / 5/3) - 5/3))
[186410] ['5/7', '4/5', '8/7', '7/6', '8'] -> (8 / (5/7 * (7/6 - (4/5 / 8/7))))
[186411] ['3/4', '7/9', '8/3', '7/2', '9'] -> ((7/2 / (7/9 / 8/3)) + (9 / 3/4))
[186412] ['1/8', '1', '9/8', '7/6', '8/5'] -> (8/5 / (1 - (7/6 / (1/8 + 9/8))))
[186413] ['1/7', '3/8', '9/5', '7/2', '7'] -> (7 / ((1/7 * 7/2) - (3/8 / 9/5)))
[186414] ['2/3', '5/3', '5/3', '2', '7/3'] -> ((5/3 + 7/3) / ((5/3 / 2) - 2/3))
[186415] ['4/7', '8/7', '7/3', '7/3', '8'] -> (8 * ((8/7 / 4/7) + (7/3 / 7/3)))
[186416] ['3/7', '3/4', '8/5', '9/5', '2'] -> ((9/5 * 2) / ((3/4 / 3/7) - 8/5))
[186417] ['1/3', '1/2', '9/7', '8/5', '6'] -> ((9/7 * 8/5) * ((6 / 1/2) - 1/3))
[186418] ['5/7', '4/5', '8/7', '9/7', '8'] -> (8 * ((5/7 * 4/5) + (8/7 + 9/7)))
[186419] ['2/3', '5/3', '5/3', '2', '5/2'] -> (2 / ((5/2 / (5/3 + 5/3)) - 2/3))
[186420] ['1/5', '2/9', '5/8', '1', '6/5'] -> ((1 / 5/8) / ((2/9 * 6/5) - 1/5))
[186421] ['3/7', '3/5', '1', '3/2', '3/2'] -> (1 / (3/2 - (3/2 / (3/7 + 3/5))))
[186422] ['3/7', '3/4', '8/5', '2', '9/4'] -> ((3/4 / ((3/7 + 8/5) - 2)) - 9/4)
[186423] ['2/3', '5/3', '5/3', '2', '7/2'] -> (2/3 + ((5/3 + 5/3) * (2 * 7/2)))
[186424] ['2/5', '4/9', '4/7', '6/7', '7'] -> (7 * ((4/7 / 4/9) + (6/7 / 2/5)))
[186425] ['4/7', '8/7', '9/2', '9/2', '8'] -> (8 * ((8/7 / 4/7) + (9/2 / 9/2)))
[186426] ['2/3', '5/3', '5/3', '2', '9/2'] -> ((5/3 - (2/3 - 5/3)) * (2 * 9/2))
[186427] ['7/9', '9/8', '7/5', '3/2', '5'] -> ((5 / (7/9 / 7/5)) / (3/2 - 9/8))
[186428] ['5/7', '4/5', '8/7', '9/4', '8'] -> ((8 * (9/4 + (5/7 / 4/5))) - 8/7)
[186429] ['3/4', '4/5', '4/5', '5/6', '9'] -> (9 / ((4/5 / 4/5) - (3/4 * 5/6)))
[186430] ['1/5', '2/9', '5/8', '1', '9/7'] -> (1 / (5/8 * (2/9 - (1/5 / 9/7))))
[186431] ['1/3', '1/2', '9/7', '5/2', '6'] -> ((1/3 + (6 / (9/7 / 5/2))) / 1/2)
[186432] ['1/7', '3/8', '9/4', '8/3', '7'] -> ((1/7 * 7) / (8/3 - (3/8 + 9/4)))
[186433] ['1/9', '3/7', '5/9', '6/5', '9'] -> ((1/9 / 5/9) + ((6/5 + 9) / 3/7))
[186434] ['3/7', '3/4', '8/5', '2', '8/3'] -> (2 / ((3/4 / 3/7) - (8/3 / 8/5)))
[186435] ['1/8', '1', '9/8', '7/6', '8/3'] -> ((8/3 / (1/8 / 7/6)) - (1 / 9/8))
[186436] ['3/5', '2/3', '5/6', '7/8', '6'] -> (6 / (2/3 * (7/8 - (3/5 * 5/6))))
[186437] ['4/7', '7/6', '7/6', '8/5', '8'] -> (8/5 * ((7/6 / 7/6) + (8 / 4/7)))
[186438] ['5/7', '4/5', '7/6', '7/6', '8'] -> (8 / ((4/5 + 7/6) - (7/6 / 5/7)))
[186439] ['3/5', '2/3', '5/6', '8/9', '6'] -> (6 / ((2/3 / 8/9) - (3/5 * 5/6)))
[186440] ['1/8', '1', '9/8', '7/6', '7/2'] -> (((9/8 / 1/8) - 1) / (7/6 / 7/2))
[186441] ['2/3', '5/3', '9/5', '9/5', '2'] -> ((2 + (2/3 * 9/5)) / (9/5 - 5/3))
[186442] ['1/3', '1/2', '4/3', '9/5', '6'] -> ((4/3 + (6 / (1/2 * 9/5))) / 1/3)
[186443] ['4/7', '7/6', '7/6', '9/5', '8'] -> ((4/7 + 8) * (9/5 + (7/6 / 7/6)))
[186444] ['3/5', '2/3', '5/6', '9/8', '6'] -> (6 / ((2/3 * 9/8) - (3/5 * 5/6)))
[186445] ['1/7', '3/8', '7/3', '7/2', '7'] -> ((7 / 7/3) / ((1/7 * 7/2) - 3/8))
[186446] ['3/7', '3/5', '1', '3/2', '5/2'] -> ((5/2 / (3/2 - (3/5 / 3/7))) - 1)
[186447] ['2/5', '4/9', '4/7', '7/6', '7'] -> ((7/6 + (7 / 2/5)) / (4/9 / 4/7))
[186448] ['3/4', '4/5', '4/5', '7/6', '9'] -> ((9 + (4/5 / 4/5)) / (7/6 - 3/4))
[186449] ['1/5', '2/9', '5/8', '1', '9/5'] -> ((1/5 + 9/5) / (2/9 * (1 - 5/8)))
[186450] ['1/3', '1/2', '7/5', '7/5', '6'] -> ((6 + (7/5 / (1/2 * 7/5))) / 1/3)
[186451] ['1/9', '3/7', '5/9', '3/2', '9'] -> (3/2 * ((9 / 3/7) - (5/9 / 1/9)))
[186452] ['5/7', '4/5', '7/6', '7/5', '8'] -> (8 / (5/7 * (7/5 - (4/5 * 7/6))))
[186453] ['3/5', '2/3', '5/6', '5/4', '6'] -> ((6 / 5/4) / ((2/3 / 5/6) - 3/5))
[186454] ['4/7', '7/6', '7/6', '8/3', '8'] -> (((8/3 / 4/7) - 7/6) / (7/6 / 8))
[186455] ['7/9', '9/8', '7/5', '7/3', '5'] -> ((5 / (9/8 - 7/9)) / (7/5 / 7/3))
[186456] ['1/7', '3/8', '5/2', '5/2', '7'] -> (3/8 * (((5/2 + 7) / 1/7) - 5/2))
[186457] ['3/7', '3/4', '5/3', '9/5', '2'] -> (2 / (5/3 * (9/5 - (3/4 / 3/7))))
[186458] ['1/8', '1', '9/8', '6/5', '7/3'] -> (6/5 * ((7/3 / (1/8 / 9/8)) - 1))
[186459] ['1/5', '2/9', '5/8', '1', '7/2'] -> ((7/2 / (2/9 * 5/8)) - (1/5 + 1))
[186460] ['1/7', '3/8', '5/2', '8/3', '7'] -> ((5/2 + (3/8 * 8/3)) * (7 - 1/7))
[186461] ['3/4', '4/5', '4/5', '7/5', '9'] -> (((4/5 + 7/5) / (4/5 / 9)) - 3/4)
[186462] ['5/7', '4/5', '7/6', '5/3', '8'] -> ((4/5 + (8 / 5/7)) / (5/3 - 7/6))
[186463] ['3/5', '2/3', '5/6', '7/4', '6'] -> (6 / ((3/5 * 7/4) - (2/3 / 5/6)))
[186464] ['7/9', '9/8', '7/5', '8/3', '5'] -> (5 * ((9/8 * 8/3) + (7/5 / 7/9)))
[186465] ['1/8', '1', '9/8', '6/5', '5/2'] -> ((6/5 * 5/2) * ((9/8 / 1/8) - 1))
[186466] ['1/9', '3/7', '5/9', '9/5', '9'] -> ((9 - (9/5 / 3/7)) / (1/9 / 5/9))
[186467] ['3/7', '4/9', '9/8', '4/3', '6'] -> ((9/8 * 6) * (4/9 + (4/3 / 3/7)))
[186468] ['5/7', '4/5', '7/6', '7/4', '8'] -> ((8 / (5/7 * 4/5)) / (7/4 - 7/6))
[186469] ['3/4', '4/5', '4/5', '8/5', '9'] -> ((3/4 + (9 / 4/5)) / (4/5 / 8/5))
[186470] ['2/3', '5/3', '2', '9/4', '5/2'] -> (2 / ((9/4 - 2/3) - (5/2 / 5/3)))
[186471] ['3/7', '3/5', '1', '8/5', '5/3'] -> (8/5 / ((1 / 3/7) - (3/5 + 5/3)))
[186472] ['1/5', '2/9', '2/3', '2/3', '1'] -> ((1 + (2/3 / (1/5 * 2/9))) / 2/3)
[186473] ['1/7', '3/8', '5/2', '9/2', '7'] -> (9/2 / (3/8 * (1/7 + (5/2 / 7))))
[186474] ['4/7', '7/6', '7/6', '9/4', '3'] -> (4/7 / (7/6 - (3 / (7/6 * 9/4))))
[186475] ['3/4', '4/5', '4/5', '5/3', '9'] -> (((9 / (3/4 / 5/3)) - 4/5) / 4/5)
[186476] ['3/7', '3/5', '1', '8/5', '7/4'] -> ((3/7 * 8/5) / (3/5 - (1 / 7/4)))
[186477] ['1/9', '3/7', '5/9', '9/4', '9'] -> ((9/4 * 9) * ((5/9 / 3/7) - 1/9))
[186478] ['2/5', '4/9', '4/7', '3/2', '7'] -> (3/2 + ((4/7 * 7) / (2/5 * 4/9)))
[186479] ['3/7', '4/9', '9/8', '3/2', '6'] -> (6 * ((4/9 * 9/8) + (3/2 / 3/7)))
[186480] ['1/7', '3/8', '7/2', '7/2', '7'] -> ((7 + (7/2 / 1/7)) / (3/8 * 7/2))
[186481] ['1/5', '2/9', '2/3', '3/4', '1'] -> (1 / ((3/4 / 2/9) - (2/3 / 1/5)))
[186482] ['3/7', '3/5', '1', '8/5', '9/5'] -> (8/5 / ((3/5 + 9/5) - (1 / 3/7)))
[186483] ['2/5', '4/9', '4/7', '8/5', '7'] -> (7 * ((2/5 - 4/7) + (8/5 / 4/9)))
[186484] ['4/7', '7/6', '6/5', '7/4', '8'] -> (8 / (7/6 - (7/4 * (4/7 / 6/5))))
[186485] ['3/4', '4/5', '4/5', '5/2', '9'] -> ((4/5 * 5/2) * (3/4 + (9 / 4/5)))
[186486] ['1/9', '3/7', '5/9', '8/3', '9'] -> (9 / ((5/9 / (3/7 * 8/3)) - 1/9))
[186487] ['1/5', '2/9', '2/3', '7/8', '1'] -> (2/3 / (1 - (7/8 / (1/5 / 2/9))))
[186488] ['5/7', '4/5', '7/6', '9/2', '8'] -> ((7/6 * 9/2) * (8 * (5/7 * 4/5)))
[186489] ['4/7', '7/6', '7/6', '3', '7/2'] -> (4/7 / (((7/6 + 3) / 7/2) - 7/6))
[186490] ['7/9', '9/8', '3/2', '5/3', '5'] -> (5 / ((3/2 * (5/3 - 7/9)) - 9/8))
[186491] ['3/4', '4/5', '4/5', '7/2', '9'] -> (((4/5 * 7/2) - 4/5) / (3/4 / 9))
[186492] ['4/7', '7/6', '6/5', '9/5', '8'] -> ((6/5 + (8 / 4/7)) / (9/5 - 7/6))
[186493] ['4/7', '7/6', '7/6', '3', '9/2'] -> (9/2 * (7/6 + (7/6 * (4/7 + 3))))
[186494] ['2/3', '7/4', '7/4', '7/4', '2'] -> (2 / ((7/4 - 2/3) - (7/4 / 7/4)))
[186495] ['2/5', '4/9', '4/7', '9/5', '7'] -> ((4/7 + (4/9 * 9/5)) / (2/5 / 7))
[186496] ['1/5', '2/9', '2/3', '1', '8/7'] -> (2/3 / (1 - (2/9 / (1/5 * 8/7))))
[186497] ['7/9', '9/8', '3/2', '7/4', '5'] -> (5 / (7/9 * (9/8 - (3/2 / 7/4))))
[186498] ['5/7', '4/5', '6/5', '9/7', '8'] -> ((8 * (5/7 + 9/7)) / (4/5 / 6/5))
[186499] ['1/9', '3/7', '4/7', '5/8', '9'] -> ((3/7 + 4/7) / (1/9 - (5/8 / 9)))
[186500] ['3/7', '3/5', '1', '8/5', '7/2'] -> (8/5 / ((1 / (3/7 * 7/2)) - 3/5))
[186501] ['1/8', '1', '9/8', '5/4', '9/5'] -> ((1 + (9/5 / (9/8 / 5/4))) / 1/8)
[186502] ['4/7', '7/6', '6/5', '9/4', '8'] -> ((6/5 * 8) * (4/7 + (9/4 / 7/6)))
[186503] ['5/7', '4/5', '6/5', '4/3', '8'] -> ((8 / 5/7) / ((4/3 / 4/5) - 6/5))
[186504] ['3/4', '4/5', '5/6', '8/9', '9'] -> (9 / ((5/6 / 4/5) - (3/4 * 8/9)))
[186505] ['1/8', '1', '9/8', '5/4', '9/4'] -> ((((5/4 + 9/4) / 1/8) - 1) / 9/8)
[186506] ['4/7', '7/6', '6/5', '7/3', '8'] -> ((7/6 + (4/7 * 7/3)) * (6/5 * 8))
[186507] ['1/9', '3/7', '4/7', '4/5', '9'] -> (9 + ((4/7 / 4/5) / (1/9 * 3/7)))
[186508] ['7/9', '9/8', '3/2', '8/3', '5'] -> ((8/3 * 5) / ((3/2 / 9/8) - 7/9))
[186509] ['3/7', '4/9', '8/7', '8/7', '6'] -> ((8/7 + 8/7) / (6 * (4/9 - 3/7)))
[186510] ['3/5', '2/3', '6/7', '7/4', '6'] -> (((6 / 3/5) - 6/7) / (2/3 / 7/4))
[186511] ['1/9', '3/7', '4/7', '5/6', '9'] -> ((5/6 / 1/9) + ((3/7 + 9) / 4/7))
[186512] ['5/7', '4/5', '6/5', '9/5', '8'] -> (((9/5 * 8) / (5/7 * 4/5)) - 6/5)
[186513] ['1/5', '2/9', '2/3', '1', '5/3'] -> (((2/3 * 5/3) / (1/5 * 2/9)) - 1)
[186514] ['2/5', '4/9', '4/7', '8/3', '7'] -> (((4/7 * 7) + (8/3 / 2/5)) / 4/9)
[186515] ['1/3', '5/9', '5/9', '5/7', '6'] -> ((5/9 + (5/9 / 5/7)) / (1/3 / 6))
[186516] ['7/9', '9/8', '3/2', '7/2', '5'] -> (3/2 / ((7/2 / (7/9 / 9/8)) - 5))
[186517] ['3/4', '4/5', '5/6', '9/7', '9'] -> ((9 / 9/7) / ((5/6 / 4/5) - 3/4))
[186518] ['2/3', '7/4', '9/5', '2', '9/4'] -> (2 / ((9/4 / 9/5) - (2/3 * 7/4)))
[186519] ['1/7', '2/5', '2/5', '4/5', '7'] -> (((7 / (1/7 / 2/5)) - 2/5) / 4/5)
[186520] ['3/7', '4/9', '8/7', '6/5', '6'] -> ((6 + (8/7 / 4/9)) / (3/7 / 6/5))
[186521] ['4/7', '7/6', '6/5', '3/2', '3'] -> (4/7 * ((3/2 / (6/5 - 7/6)) - 3))
[186522] ['1/9', '3/7', '4/7', '6/7', '9'] -> (((3/7 / 1/9) + (6/7 + 9)) / 4/7)
[186523] ['3/7', '3/4', '9/5', '2', '7/3'] -> (2 / ((3/4 / 7/3) - (3/7 / 9/5)))
[186524] ['1/3', '5/9', '5/9', '7/9', '6'] -> ((6 * (1/3 + 5/9)) / (7/9 - 5/9))
[186525] ['1/7', '2/5', '2/5', '5/6', '7'] -> ((2/5 + (7 / (1/7 / 2/5))) / 5/6)
[186526] ['2/3', '7/4', '9/5', '2', '5/2'] -> ((2 / (2/3 * 5/2)) / (9/5 - 7/4))
[186527] ['1/5', '2/9', '2/3', '1', '5/2'] -> ((2/3 + (1 / 5/2)) / (1/5 * 2/9))
[186528] ['2/5', '4/9', '4/7', '9/2', '7'] -> (7 * ((4/9 * 9/2) + (4/7 / 2/5)))
[186529] ['3/7', '4/9', '8/7', '7/5', '6'] -> (6 / (7/5 * (8/7 - (3/7 / 4/9))))
[186530] ['1/9', '3/7', '4/7', '8/9', '9'] -> (8/9 / ((4/7 / (3/7 * 9)) - 1/9))
[186531] ['1/3', '5/9', '5/9', '6/7', '6'] -> (((5/9 / 5/9) + (6 / 6/7)) / 1/3)
[186532] ['1/8', '1', '9/8', '9/7', '7/5'] -> ((1 + (9/7 / 9/8)) / (1/8 / 7/5))
[186533] ['3/4', '4/5', '5/6', '9/4', '9'] -> ((5/6 * 9/4) * (4/5 + (9 / 3/4)))
[186534] ['2/5', '4/9', '3/5', '3/5', '7'] -> (((7 / 3/5) - (2/5 + 3/5)) / 4/9)
[186535] ['2/3', '7/4', '9/5', '2', '7/2'] -> (9/5 * ((7/2 / (2 - 7/4)) - 2/3))
[186536] ['4/7', '7/6', '5/4', '7/5', '8'] -> ((8 / 4/7) / ((5/4 * 7/5) - 7/6))
[186537] ['1/3', '5/9', '5/9', '9/8', '6'] -> ((6 + (5/9 + 5/9)) / (1/3 / 9/8))
[186538] ['3/7', '3/4', '9/5', '2', '7/2'] -> (2 / ((7/2 * (3/7 / 9/5)) - 3/4))
[186539] ['1/8', '1', '9/8', '9/7', '8/5'] -> ((1 + (9/8 / 9/7)) / (1/8 / 8/5))
[186540] ['3/5', '2/3', '6/7', '9/2', '6'] -> ((6 / (6/7 - 2/3)) - (9/2 / 3/5))
[186541] ['7/9', '9/8', '8/5', '9/5', '5'] -> ((8/5 + 5) / ((7/9 * 9/5) - 9/8))
[186542] ['3/7', '4/9', '8/7', '9/5', '6'] -> ((9/5 * 6) * ((8/7 / 3/7) - 4/9))
[186543] ['4/7', '7/6', '6/5', '9/4', '3'] -> ((3 / ((4/7 * 9/4) - 7/6)) - 6/5)
[186544] ['1/3', '5/9', '5/9', '8/7', '6'] -> ((6 + (5/9 / 5/9)) / (1/3 / 8/7))
[186545] ['1/8', '1', '9/8', '9/7', '5/3'] -> (9/7 * (5/3 + ((1 + 9/8) / 1/8)))
[186546] ['5/7', '4/5', '5/4', '4/3', '8'] -> ((8 / 4/5) / ((5/4 / 5/7) - 4/3))
[186547] ['3/4', '4/5', '6/7', '6/7', '9'] -> ((6/7 * 9) / ((6/7 / 4/5) - 3/4))
[186548] ['3/7', '4/9', '8/7', '9/4', '6'] -> (6 * (3/7 + (9/4 * (4/9 + 8/7))))
[186549] ['1/3', '5/9', '5/9', '7/6', '6'] -> (((5/9 / 5/9) + (7/6 * 6)) / 1/3)
[186550] ['1/7', '2/5', '2/5', '6/5', '7'] -> (6/5 * (2/5 + (7 / (1/7 / 2/5))))
[186551] ['5/7', '4/5', '5/4', '7/5', '8'] -> ((5/4 + (5/7 / 4/5)) * (7/5 * 8))
[186552] ['1/5', '2/9', '5/7', '7/9', '1'] -> (((5/7 * 7/9) / (2/9 - 1/5)) - 1)
[186553] ['1/9', '3/7', '4/7', '5/4', '9'] -> (9 + ((4/7 * 5/4) / (1/9 * 3/7)))
[186554] ['7/9', '9/8', '8/5', '7/3', '5'] -> (5 * ((9/8 * 8/5) + (7/3 / 7/9)))
[186555] ['1/7', '2/5', '2/5', '5/4', '7'] -> (5/4 * ((7 / (1/7 / 2/5)) - 2/5))
[186556] ['4/7', '7/6', '5/4', '7/2', '8'] -> (8 * ((4/7 + 7/2) - (5/4 / 7/6)))
[186557] ['3/7', '4/9', '8/7', '7/3', '6'] -> (8/7 / ((3/7 * (6 - 4/9)) - 7/3))
[186558] ['3/4', '4/5', '6/7', '7/6', '9'] -> ((9 / 7/6) / ((6/7 / 4/5) - 3/4))
[186559] ['1/3', '5/9', '5/9', '7/5', '6'] -> ((5/9 + (5/9 * 7/5)) / (1/3 / 6))
[186560] ['7/9', '9/8', '8/5', '5/2', '5'] -> ((8/5 * 5) * (7/9 + (5/2 / 9/8)))
[186561] ['4/7', '7/6', '9/7', '9/7', '8'] -> (8 / ((9/7 / 9/7) - (4/7 * 7/6)))
[186562] ['5/7', '4/5', '5/4', '5/3', '8'] -> (8 / ((5/3 / 4/5) - (5/4 / 5/7)))
[186563] ['3/4', '4/5', '6/7', '6/5', '9'] -> (9 * (4/5 + (6/5 / (3/4 * 6/7))))
[186564] ['1/5', '2/9', '5/7', '6/7', '1'] -> ((1 + (5/7 / 1/5)) / (2/9 * 6/7))
[186565] ['2/5', '4/9', '3/5', '9/8', '7'] -> ((2/5 + (7 / (4/9 * 9/8))) / 3/5)
[186566] ['1/8', '1', '9/8', '9/7', '9/2'] -> (((9/2 / (1/8 * 9/7)) - 1) / 9/8)
[186567] ['3/7', '3/4', '2', '7/3', '8/3'] -> (2 / ((7/3 * (3/7 + 3/4)) - 8/3))
[186568] ['2/3', '9/5', '9/5', '2', '9/4'] -> (9/5 / ((2/3 * 9/5) - (9/4 / 2)))
[186569] ['1/7', '2/5', '2/5', '7/4', '7'] -> ((7 - (2/5 / 2/5)) / (1/7 * 7/4))
[186570] ['3/7', '3/4', '2', '7/3', '7/2'] -> (2 / (7/3 - (3/4 + (3/7 * 7/2))))
[186571] ['2/3', '9/5', '9/5', '2', '7/3'] -> ((7/3 + (2/3 + 9/5)) / (2 - 9/5))
[186572] ['4/7', '7/6', '9/7', '7/4', '8'] -> (8 / (7/6 * (9/7 - (4/7 * 7/4))))
[186573] ['3/4', '4/5', '6/7', '4/3', '9'] -> ((4/5 + 4/3) * (3/4 + (9 / 6/7)))
[186574] ['1/9', '3/7', '4/7', '9/4', '9'] -> (((9 / 9/4) - (4/7 / 3/7)) / 1/9)
[186575] ['1/8', '1', '9/8', '4/3', '7/4'] -> ((1 + (9/8 / 1/8)) / (7/4 - 4/3))
[186576] ['3/5', '2/3', '7/8', '7/3', '6'] -> ((3/5 / (7/8 - 2/3)) * (7/3 + 6))
[186577] ['5/7', '4/5', '5/4', '5/2', '8'] -> ((4/5 + (8 / 5/7)) / (5/4 / 5/2))
[186578] ['3/7', '3/4', '2', '7/3', '9/2'] -> (2 / (7/3 - (3/7 * (3/4 + 9/2))))
[186579] ['7/9', '9/8', '5/3', '9/5', '5'] -> (5 / (9/5 - (9/8 + (7/9 / 5/3))))
[186580] ['2/3', '9/5', '9/5', '2', '7/2'] -> ((2/3 * 9/5) / (9/5 - (7/2 / 2)))
[186581] ['2/5', '4/9', '3/5', '5/4', '7'] -> (((3/5 / 4/9) + (5/4 + 7)) / 2/5)
[186582] ['3/4', '4/5', '6/7', '7/5', '9'] -> ((4/5 + (6/7 * 7/5)) / (3/4 / 9))
[186583] ['1/5', '2/9', '5/7', '1', '8/7'] -> ((8/7 / (1/5 * 2/9)) - (5/7 + 1))
[186584] ['4/7', '7/6', '9/7', '9/5', '8'] -> (8 * ((4/7 / (9/7 - 7/6)) - 9/5))
[186585] ['1/7', '2/5', '2/5', '7/3', '7'] -> ((7 + (2/5 / 2/5)) / (1/7 * 7/3))
[186586] ['1/8', '1', '9/8', '4/3', '9/4'] -> ((4/3 * 9/4) * ((9/8 / 1/8) - 1))
[186587] ['1/3', '5/9', '4/7', '5/8', '6'] -> (((1/3 / (4/7 - 5/9)) - 6) / 5/8)
[186588] ['3/5', '2/3', '7/8', '8/3', '6'] -> (2/3 + ((8/3 * 6) / (3/5 / 7/8)))
[186589] ['7/9', '9/8', '5/3', '8/3', '5'] -> (5 / (9/8 - ((7/9 + 5/3) / 8/3)))
[186590] ['1/7', '2/5', '2/5', '5/2', '7'] -> ((5/2 + (2/5 / 2/5)) * (7 - 1/7))
[186591] ['1/5', '2/9', '5/7', '1', '7/6'] -> ((1 + (5/7 / 1/5)) / (2/9 / 7/6))
[186592] ['3/4', '4/5', '6/7', '8/5', '9'] -> (9 / ((3/4 / 6/7) - (4/5 / 8/5)))
[186593] ['2/5', '4/9', '3/5', '7/5', '7'] -> (((2/5 - 7/5) + (7 / 3/5)) / 4/9)
[186594] ['2/3', '9/5', '2', '9/4', '7/3'] -> (2/3 / (((2 + 9/4) / 9/5) - 7/3))
[186595] ['4/7', '7/6', '4/3', '8/5', '8'] -> (8/5 * ((8 / (4/7 / 7/6)) - 4/3))
[186596] ['2/3', '9/5', '2', '9/4', '5/2'] -> ((2/3 + (9/5 * 2)) * (9/4 * 5/2))
[186597] ['3/5', '2/3', '8/9', '8/9', '6'] -> ((8/9 * 6) / ((2/3 / 3/5) - 8/9))
[186598] ['4/7', '7/6', '5/4', '9/4', '3'] -> (3 / (9/4 - (7/6 * (4/7 + 5/4))))
[186599] ['3/7', '3/4', '2', '8/3', '7/2'] -> ((2 + (3/7 / 3/4)) * (8/3 * 7/2))
[186600] ['2/5', '4/9', '3/5', '9/5', '7'] -> ((7 + ((2/5 + 9/5) / 3/5)) / 4/9)
[186601] ['1/5', '2/9', '5/7', '1', '9/7'] -> (((5/7 / 9/7) / (2/9 - 1/5)) - 1)
[186602] ['4/7', '7/6', '7/5', '7/5', '8'] -> (8 / ((7/5 / 7/5) - (4/7 * 7/6)))
[186603] ['3/5', '2/3', '8/9', '9/8', '6'] -> ((6 / 9/8) / ((2/3 / 3/5) - 8/9))
[186604] ['1/3', '5/9', '4/7', '4/5', '6'] -> (6 / (((1/3 / 5/9) / 4/7) - 4/5))
[186605] ['2/5', '4/9', '3/5', '5/2', '7'] -> (((7 / 3/5) - (2/5 * 5/2)) / 4/9)
[186606] ['1/8', '1', '9/8', '7/5', '7/3'] -> ((1 + (7/3 / 7/5)) / (1/8 / 9/8))
[186607] ['1/3', '5/9', '4/7', '5/6', '6'] -> ((5/6 / ((1/3 / 4/7) - 5/9)) - 6)
[186608] ['3/4', '4/5', '6/7', '5/2', '9'] -> ((6/7 * 5/2) * ((9 / 3/4) - 4/5))
[186609] ['4/7', '7/6', '5/4', '3', '7/2'] -> ((7/2 + (5/4 / 7/6)) / (4/7 / 3))
[186610] ['3/7', '7/9', '7/9', '4/5', '2'] -> ((2 / 3/7) / ((7/9 / 4/5) - 7/9))
[186611] ['3/7', '4/9', '7/6', '5/2', '6'] -> (((5/2 / 3/7) - (7/6 - 6)) / 4/9)
[186612] ['1/8', '1', '9/8', '7/5', '5/2'] -> (((5/2 / (1/8 / 7/5)) - 1) / 9/8)
[186613] ['1/5', '2/9', '5/7', '1', '3/2'] -> (((1 / (2/9 * 5/7)) - 3/2) / 1/5)
[186614] ['1/7', '2/5', '3/7', '2/3', '7'] -> ((3/7 + 7) / (2/3 - (1/7 / 2/5)))
[186615] ['3/4', '4/5', '6/7', '7/2', '9'] -> ((4/5 * 9) * ((7/2 / 6/7) - 3/4))
[186616] ['3/7', '4/9', '7/6', '7/2', '6'] -> (((6 / (3/7 * 4/9)) - 7/2) / 7/6)
[186617] ['3/7', '3/5', '1', '9/4', '7/2'] -> (((1 + 7/2) / (3/5 - 3/7)) - 9/4)
[186618] ['1/9', '3/7', '3/5', '4/5', '9'] -> (((9 + (4/5 / 3/5)) / 3/7) - 1/9)
[186619] ['4/7', '7/6', '9/7', '4/3', '3'] -> (4/3 / ((4/7 / 9/7) - (7/6 / 3)))
[186620] ['3/7', '4/9', '6/5', '5/4', '6'] -> ((6 / (5/4 * (3/7 * 4/9))) - 6/5)
[186621] ['2/3', '9/5', '2', '7/2', '7/2'] -> (9/5 * ((2 * (7/2 + 7/2)) - 2/3))
[186622] ['4/7', '7/6', '7/5', '8/3', '8'] -> ((8 * (7/6 + (8/3 / 7/5))) - 4/7)
[186623] ['3/5', '2/3', '8/9', '3/2', '6'] -> (6 / (3/2 - (2/3 / (3/5 * 8/9))))
