[124111] ['1/8', '1/3', '4/5', '3/2', '7'] -> (((3/2 / (1/8 * 4/5)) - 7) / 1/3)
[124340] ['5/8', '6/7', '6/5', '5/3', '4'] -> (4 / (5/8 * (5/3 - (6/5 / 6/7))))
[124341] ['4/9', '8/9', '8/7', '7/4', '3'] -> ((8/9 + 8/7) * (3 / (4/9 / 7/4)))
[124342] ['2/9', '1/3', '7/2', '7/2', '7'] -> (((7 / 2/9) - 7/2) / (1/3 * 7/2))
[124343] ['4/7', '5/8', '5/4', '5/2', '9'] -> (5/4 + ((9 + (5/2 / 5/8)) / 4/7))
[124344] ['2/7', '9/8', '7/6', '4/3', '7'] -> (((7/6 + 4/3) + (7 / 2/7)) / 9/8)
[124345] ['5/7', '4/5', '9/8', '4/3', '3'] -> ((4/5 + (3 / 5/7)) / (4/3 - 9/8))
[124346] ['1/8', '8/9', '7/4', '9/5', '6'] -> (8/9 / (((7/4 / 9/5) / 6) - 1/8))
[124347] ['2/9', '2/7', '2/7', '1/2', '9'] -> (((2/9 / 2/7) / (2/7 / 9)) - 1/2)
[124348] ['1/7', '3/7', '5/8', '8/3', '3'] -> ((3 / (1/7 * 3/7)) / (8/3 - 5/8))
[124349] ['5/7', '4/5', '9/8', '7/5', '3'] -> (3 / ((7/5 * (5/7 / 4/5)) - 9/8))
[124350] ['4/9', '8/9', '8/7', '9/4', '3'] -> ((9/4 + 3) / (4/9 / (8/9 + 8/7)))
[124351] ['2/9', '3/8', '3/8', '2/5', '7'] -> (7 / (2/9 * (3/8 + (3/8 / 2/5))))
[124352] ['3/5', '9/8', '6/5', '5/2', '5'] -> (5 / ((5/2 / 6/5) - (9/8 / 3/5)))
[124353] ['1/4', '4/7', '7/9', '8/7', '4'] -> (8/7 + ((4/7 + (4 / 7/9)) / 1/4))
[124354] ['1/8', '8/9', '7/4', '7/3', '6'] -> (6 * (7/3 + (8/9 * (1/8 + 7/4))))
[124355] ['2/9', '2/7', '2/7', '4/7', '9'] -> (((9 * (2/9 + 4/7)) - 2/7) / 2/7)
[124356] ['5/7', '4/5', '9/8', '3/2', '3'] -> (3 / (3/2 - (5/7 * (4/5 + 9/8))))
[124357] ['1/7', '1/3', '8/5', '4', '9/2'] -> ((9/2 / 1/7) - (4 / (1/3 * 8/5)))
[124358] ['1/8', '1/3', '8/7', '5/2', '7'] -> ((8/7 * (1/8 + 5/2)) + (7 / 1/3))
[124359] ['2/7', '9/8', '7/6', '3/2', '7'] -> (7 / ((7/6 * (3/2 - 2/7)) - 9/8))
[124360] ['2/9', '2/7', '2/7', '3/5', '9'] -> ((9 - (2/7 / (2/9 * 3/5))) / 2/7)
[124361] ['1/4', '4/7', '7/9', '6/5', '4'] -> (6/5 * ((4 / (1/4 * 7/9)) - 4/7))
[124362] ['1/8', '8/9', '7/4', '5/2', '6'] -> ((8/9 * 6) * (1/8 + (7/4 * 5/2)))
[124363] ['5/8', '6/7', '6/5', '7/3', '4'] -> ((6/5 + (6/7 / 5/8)) * (7/3 * 4))
[124364] ['3/5', '9/8', '6/5', '9/2', '5'] -> (5 / ((3/5 / 9/2) - (9/8 - 6/5)))
[124365] ['1/8', '1/3', '8/7', '7/2', '7'] -> ((7 + (8/7 * 7/2)) / (1/8 + 1/3))
[124366] ['4/9', '8/9', '8/7', '3', '7/2'] -> ((8/7 * 3) * (7/2 / (4/9 / 8/9)))
[124367] ['2/9', '2/7', '2/7', '5/8', '9'] -> (9 / ((2/7 / 2/9) - (2/7 + 5/8)))
[124368] ['3/5', '9/8', '5/4', '5/4', '5'] -> ((3/5 * 5) / (9/8 - (5/4 / 5/4)))
[124369] ['2/7', '9/8', '7/6', '5/3', '7'] -> ((2/7 + 7) / ((5/3 / 7/6) - 9/8))
[124370] ['2/9', '3/8', '3/8', '4/7', '7'] -> ((7 / (2/9 / 4/7)) / (3/8 + 3/8))
[124371] ['5/8', '6/7', '6/5', '5/2', '4'] -> ((5/2 / ((6/7 / 6/5) - 5/8)) - 4)
[124372] ['1/8', '1/3', '8/7', '9/2', '7'] -> (9/2 * ((8/7 * 7) - (1/3 / 1/8)))
[124373] ['4/7', '5/8', '9/7', '7/5', '9'] -> (9 / ((7/5 * (9/7 - 4/7)) - 5/8))
[124374] ['5/7', '4/5', '9/8', '9/5', '3'] -> (3 / (5/7 * (4/5 - (9/8 / 9/5))))
[124375] ['1/4', '4/7', '7/9', '4/3', '4'] -> ((4 - 4/3) / (7/9 * (1/4 * 4/7)))
[124376] ['2/9', '4/5', '5/4', '5/2', '8'] -> (8 / (2/9 * (5/2 - (4/5 * 5/4))))
[124377] ['3/5', '9/8', '5/4', '9/7', '5'] -> (5 / ((9/8 / (3/5 * 9/7)) - 5/4))
[124378] ['1/7', '3/7', '2/3', '7/6', '3'] -> (((3 / (2/3 * 7/6)) - 3/7) / 1/7)
[124379] ['2/9', '2/7', '2/7', '5/7', '9'] -> ((9 + (2/7 / 2/9)) / (5/7 - 2/7))
[124380] ['5/7', '4/5', '9/8', '9/4', '3'] -> (3 / ((4/5 - 9/4) + (9/8 / 5/7)))
[124381] ['1/8', '8/9', '9/5', '9/4', '6'] -> (((9/4 / 1/8) + (6 / 9/5)) / 8/9)
[124382] ['2/9', '3/8', '3/8', '5/7', '7'] -> (5/7 / ((2/9 * 3/8) - (3/8 / 7)))
[124383] ['3/5', '9/8', '5/4', '3/2', '5'] -> (3/5 / (3/2 - (5/4 + (9/8 / 5))))
[124384] ['1/8', '1/3', '7/6', '9/7', '7'] -> (7 / ((1/3 * 7/6) - (1/8 / 9/7)))
[124385] ['4/7', '5/8', '9/7', '7/4', '9'] -> (9 / (7/4 - (4/7 + (5/8 * 9/7))))
[124386] ['5/7', '4/5', '9/8', '7/3', '3'] -> (3 / (4/5 - (9/8 / (5/7 * 7/3))))
[124387] ['2/7', '9/8', '7/6', '7/3', '7'] -> (7 / (2/7 * (7/3 - (9/8 * 7/6))))
[124388] ['1/8', '8/9', '9/5', '5/2', '6'] -> (((5/2 / 9/5) - 8/9) / (1/8 / 6))
[124389] ['1/7', '3/7', '2/3', '5/4', '3'] -> ((1/7 + 3) / (2/3 - (3/7 * 5/4)))
[124390] ['3/8', '5/7', '7/9', '9/7', '2'] -> (2 / (3/8 * (7/9 - (5/7 / 9/7))))
[124391] ['2/7', '9/8', '7/6', '5/2', '7'] -> (7 / (9/8 - (5/2 * (2/7 * 7/6))))
[124392] ['4/9', '8/9', '7/6', '7/5', '3'] -> ((4/9 * 3) / (8/9 - (7/6 / 7/5)))
[124393] ['5/7', '4/5', '9/8', '5/2', '3'] -> (3 / (5/2 - (4/5 + (9/8 / 5/7))))
[124394] ['1/8', '8/9', '9/5', '8/3', '6'] -> (((6 / 9/5) - (8/9 / 8/3)) / 1/8)
[124395] ['1/8', '1/3', '7/6', '7/5', '7'] -> (1/3 / ((7/6 / (7/5 + 7)) - 1/8))
[124396] ['3/8', '4/7', '1', '3/2', '8/3'] -> (3/8 / (1 - (3/2 / (4/7 * 8/3))))
[124397] ['3/5', '9/8', '5/4', '9/4', '5'] -> ((3/5 * 5) / ((9/8 + 5/4) - 9/4))
[124398] ['3/8', '5/7', '7/9', '7/5', '2'] -> ((2 / 3/8) / ((5/7 * 7/5) - 7/9))
[124399] ['1/4', '4/7', '7/9', '9/4', '4'] -> ((9/4 / (1/4 / 7/9)) * (4 - 4/7))
[124400] ['2/9', '3/8', '3/8', '6/7', '7'] -> ((7 * ((6/7 / 2/9) - 3/8)) - 3/8)
[124401] ['1/7', '1/3', '9/5', '8/3', '4'] -> (8/3 / ((1/3 / 1/7) - (4 / 9/5)))
[124402] ['4/7', '5/8', '4/3', '4/3', '9'] -> (9 / ((4/3 / 4/7) - (5/8 + 4/3)))
[124403] ['1/8', '1/3', '7/6', '8/5', '7'] -> ((((7 - 1/3) / 8/5) - 7/6) / 1/8)
[124404] ['2/7', '9/8', '6/5', '5/4', '7'] -> ((2/7 * 7) / (9/8 - (5/4 / 6/5)))
[124405] ['3/5', '9/8', '5/4', '5/2', '5'] -> ((3/5 * 5) / (5/2 - (9/8 + 5/4)))
[124406] ['1/7', '3/7', '2/3', '7/4', '3'] -> ((2/3 * 7/4) * ((3 / 1/7) - 3/7))
[124407] ['1/7', '1/3', '9/5', '7/2', '4'] -> ((9/5 * 7/2) * (4 + (1/7 - 1/3)))
[124408] ['2/9', '2/7', '2/7', '9/8', '9'] -> ((9 - (2/7 / 2/9)) / (2/7 * 9/8))
[124409] ['4/7', '5/8', '4/3', '7/5', '9'] -> ((4/3 / 7/5) * (9 / (4/7 * 5/8)))
[124410] ['5/8', '6/7', '5/4', '7/4', '4'] -> (4 / ((7/4 / 6/7) - (5/8 + 5/4)))
[124411] ['1/7', '3/7', '2/3', '9/4', '3'] -> (9/4 * (3 + ((3/7 + 2/3) / 1/7)))
[124412] ['1/8', '1/3', '7/6', '9/5', '7'] -> (((7 / (7/6 * 9/5)) - 1/3) / 1/8)
[124413] ['4/7', '5/8', '4/3', '8/5', '9'] -> ((9 / (4/7 * 5/8)) - (8/5 / 4/3))
[124414] ['4/9', '8/9', '7/6', '7/3', '3'] -> (4/9 / (((7/6 * 7/3) / 3) - 8/9))
[124415] ['1/4', '4/7', '7/9', '4', '9/2'] -> ((4 + (9/2 * (4/7 * 7/9))) / 1/4)
[124416] ['1/7', '3/7', '2/3', '5/2', '3'] -> (((3 / 2/3) - (3/7 * 5/2)) / 1/7)
[124417] ['1/7', '1/3', '9/4', '8/3', '4'] -> ((8/3 / 1/7) + (4 / (1/3 * 9/4)))
[124418] ['5/8', '6/7', '5/4', '9/4', '4'] -> (4 / (9/4 - (5/8 + (5/4 / 6/7))))
[124419] ['4/7', '5/8', '4/3', '7/4', '9'] -> ((9 - (4/7 / 4/3)) / (5/8 / 7/4))
[124420] ['1/4', '4/7', '4/5', '5/6', '4'] -> (5/6 * (4/5 + (4 / (1/4 * 4/7))))
[124421] ['1/8', '1/3', '6/5', '6/5', '7'] -> ((7 / 1/3) / ((6/5 / 6/5) - 1/8))
[124422] ['4/9', '8/9', '6/5', '6/5', '3'] -> ((8/9 * 6/5) / (4/9 - (6/5 / 3)))
[124423] ['2/9', '4/5', '9/7', '9/4', '8'] -> ((9/7 + (4/5 * 9/4)) * (8 - 2/9))
[124424] ['1/7', '3/7', '5/7', '4/5', '3'] -> ((3/7 + (3 / 1/7)) / (5/7 / 4/5))
[124425] ['4/7', '5/8', '4/3', '9/5', '9'] -> ((4/7 + 4/3) * ((9 / 5/8) - 9/5))
[124426] ['3/8', '5/7', '7/9', '2', '5/2'] -> ((5/2 / (3/8 * 5/7)) / (7/9 / 2))
[124427] ['5/8', '6/7', '5/4', '5/2', '4'] -> (4 / (5/2 - (5/4 / (5/8 * 6/7))))
[124428] ['2/9', '4/5', '9/7', '7/3', '8'] -> (7/3 * ((2/9 * 9/7) + (8 / 4/5)))
[124429] ['3/8', '4/7', '1', '8/5', '7/3'] -> ((1 / 7/3) / (3/8 - (4/7 / 8/5)))
[124430] ['1/8', '1/3', '6/5', '5/4', '7'] -> (((7 + (5/4 / 6/5)) / 1/3) - 1/8)
[124431] ['4/9', '8/9', '6/5', '5/4', '3'] -> (3 * ((4/9 / (5/4 - 6/5)) - 8/9))
[124432] ['5/7', '4/5', '8/7', '3/2', '3'] -> ((4/5 * 3) / ((8/7 / 5/7) - 3/2))
[124433] ['3/8', '5/7', '7/9', '2', '8/3'] -> (2 / (7/9 * (3/8 - (5/7 / 8/3))))
[124434] ['1/7', '1/3', '7/3', '4', '9/2'] -> (4 / ((1/3 / 1/7) + (7/3 - 9/2)))
[124435] ['3/5', '9/8', '9/7', '8/5', '5'] -> ((8/5 + 5) / ((9/8 / 9/7) - 3/5))
[124436] ['1/8', '9/8', '9/8', '7/6', '6'] -> (((1/8 + 9/8) / (7/6 - 9/8)) - 6)
[124437] ['2/7', '9/8', '6/5', '9/5', '7'] -> ((6/5 + 9/5) / (2/7 - (9/8 / 7)))
[124438] ['4/7', '5/8', '4/3', '8/3', '9'] -> (((4/3 + 9) + (8/3 / 4/7)) / 5/8)
[124439] ['2/9', '4/5', '9/7', '7/2', '8'] -> (8 * ((2/9 / 4/5) + (7/2 / 9/7)))
[124440] ['1/7', '1/3', '5/2', '5/2', '4'] -> ((((4 - 5/2) / 1/7) - 5/2) / 1/3)
[124441] ['3/5', '9/8', '9/7', '9/5', '5'] -> (5 / (9/5 - (9/8 + (3/5 / 9/7))))
[124442] ['4/7', '5/8', '4/3', '7/2', '9'] -> (4/3 / ((7/2 / (4/7 * 9)) - 5/8))
[124443] ['1/4', '4/7', '4/5', '7/6', '4'] -> (7/6 * (4/7 + (4 / (1/4 * 4/5))))
[124444] ['5/8', '6/7', '9/7', '4/3', '4'] -> (4 / ((5/8 * 4/3) - (6/7 / 9/7)))
[124445] ['2/9', '3/8', '3/8', '7/4', '7'] -> ((7 / (2/9 * 7/4)) / (3/8 + 3/8))
[124446] ['1/8', '9/8', '9/8', '9/7', '6'] -> (6 / (1/8 * (9/8 + (9/8 / 9/7))))
[124447] ['4/7', '5/8', '4/3', '9/2', '9'] -> (((9 / 4/7) - 9/2) / (5/8 / 4/3))
[124448] ['1/8', '1/3', '6/5', '7/2', '7'] -> ((7/2 + 7) / (1/3 + (1/8 / 6/5)))
[124449] ['5/7', '4/5', '8/7', '5/2', '3'] -> (8/7 / (5/7 - ((4/5 * 5/2) / 3)))
[124450] ['2/7', '9/8', '6/5', '5/2', '7'] -> ((6/5 * 5/2) / (2/7 - (9/8 / 7)))
[124451] ['1/4', '4/7', '4/5', '5/4', '4'] -> (((4 / 4/7) - (4/5 * 5/4)) / 1/4)
[124452] ['5/8', '6/7', '9/7', '3/2', '4'] -> ((3/2 / (6/7 - (5/8 * 9/7))) - 4)
[124453] ['4/7', '5/8', '7/5', '7/5', '9'] -> (9 / (5/8 * (7/5 - (4/7 * 7/5))))
[124454] ['3/8', '5/7', '4/5', '6/7', '2'] -> (6/7 / (5/7 * (4/5 - (3/8 * 2))))
[124455] ['2/9', '3/8', '3/8', '9/5', '7'] -> (7 / ((2/9 * 3/8) + (3/8 / 9/5)))
[124456] ['1/7', '3/8', '3/8', '3/8', '4'] -> (((3/8 / 1/7) - 3/8) / (3/8 / 4))
[124457] ['1/7', '3/7', '5/7', '7/4', '3'] -> ((7/4 * 3) * ((5/7 / 1/7) - 3/7))
[124458] ['1/8', '9/8', '9/8', '8/5', '6'] -> (9/8 / ((1/8 * 6) - (9/8 / 8/5)))
[124459] ['5/7', '4/5', '8/7', '8/3', '3'] -> (8/7 / ((5/7 * (4/5 + 3)) - 8/3))
[124460] ['1/4', '4/7', '4/5', '9/7', '4'] -> (((4/7 / 4/5) + (9/7 + 4)) / 1/4)
[124461] ['2/7', '9/8', '6/5', '9/2', '7'] -> (7 * ((9/2 / 6/5) - (2/7 * 9/8)))
[124462] ['2/9', '2/7', '2/7', '9/4', '9'] -> (2/9 * ((9 / (2/7 * 2/7)) - 9/4))
[124463] ['3/5', '9/8', '9/7', '8/3', '5'] -> ((3/5 + 5) * (9/7 + (9/8 * 8/3)))
[124464] ['5/7', '4/5', '8/7', '3', '7/2'] -> ((5/7 * 4/5) / ((7/2 / 3) - 8/7))
[124465] ['2/9', '4/5', '4/3', '9/4', '8'] -> ((4/5 * 8) * ((4/3 / 2/9) - 9/4))
[124466] ['4/9', '8/9', '6/5', '7/4', '3'] -> (3 / ((7/4 / 6/5) - (4/9 + 8/9)))
[124467] ['2/9', '3/8', '3/8', '7/3', '7'] -> (((3/8 + 7/3) + (3/8 * 7)) / 2/9)
[124468] ['1/7', '3/8', '3/8', '4/9', '4'] -> (3/8 + (4 / (4/9 * (1/7 / 3/8))))
[124469] ['3/5', '9/8', '9/7', '7/2', '5'] -> (9/7 / ((9/8 / 5) - (3/5 / 7/2)))
[124470] ['1/8', '9/8', '9/8', '5/2', '6'] -> (((9/8 * 5/2) + (9/8 / 6)) / 1/8)
[124471] ['5/7', '4/5', '8/7', '3', '9/2'] -> (3 * (4/5 + (9/2 / (5/7 / 8/7))))
[124472] ['2/7', '9/8', '5/4', '9/7', '7'] -> (9/7 / (((9/8 + 5/4) / 7) - 2/7))
[124473] ['1/4', '4/7', '4/5', '3/2', '4'] -> ((4/7 + 4/5) * (3/2 + (4 / 1/4)))
[124474] ['1/7', '3/8', '3/8', '1/2', '4'] -> ((3/8 + (3/8 / 1/7)) / (1/2 / 4))
[124475] ['5/7', '4/5', '7/6', '7/6', '3'] -> (3 / (7/6 - (7/6 * (5/7 / 4/5))))
[124476] ['3/5', '9/8', '9/7', '9/2', '5'] -> (3/5 / ((9/2 / 5) - (9/8 / 9/7)))
[124477] ['4/9', '8/9', '6/5', '9/4', '3'] -> (3 / ((8/9 / 4/9) - (9/4 / 6/5)))
[124478] ['1/8', '9/8', '8/7', '8/7', '6'] -> (6 / ((1/8 + 9/8) - (8/7 / 8/7)))
[124479] ['4/7', '5/8', '7/5', '9/5', '9'] -> (9 / (9/5 - (5/8 + (4/7 * 7/5))))
[124480] ['5/8', '6/7', '9/7', '7/3', '4'] -> (9/7 / ((5/8 / 7/3) - (6/7 / 4)))
[124481] ['2/9', '2/7', '2/7', '9/2', '9'] -> ((9/2 + 9) / (2/7 / (2/9 + 2/7)))
[124482] ['3/8', '4/7', '1', '5/3', '7/3'] -> (1 / ((3/8 - 5/3) + (4/7 * 7/3)))
[124483] ['3/5', '9/8', '4/3', '4/3', '5'] -> ((3/5 * 5) / (9/8 - (4/3 / 4/3)))
[124484] ['2/7', '9/8', '5/4', '7/5', '7'] -> ((7 / 2/7) - (7/5 - (9/8 / 5/4)))
[124485] ['1/8', '1/3', '9/7', '9/7', '7'] -> ((7 / 1/3) / ((9/7 / 9/7) - 1/8))
[124486] ['1/4', '4/7', '4/5', '7/4', '4'] -> (((4/7 * 7/4) + (4 / 4/5)) / 1/4)
[124487] ['3/8', '4/7', '1', '5/3', '5/2'] -> (1 / ((5/3 / 4/7) - (3/8 + 5/2)))
[124488] ['5/7', '4/5', '7/6', '5/4', '3'] -> ((3 / (4/5 - 5/7)) / (7/6 * 5/4))
[124489] ['2/9', '3/8', '2/5', '2/5', '7'] -> ((7 / 3/8) / ((2/5 / 2/5) - 2/9))
[124490] ['4/9', '8/9', '6/5', '5/2', '3'] -> ((6/5 + (8/9 / 4/9)) * (5/2 * 3))
[124491] ['2/9', '2/7', '1/3', '4/9', '9'] -> (9 * (1/3 + ((2/9 + 4/9) / 2/7)))
[124492] ['4/9', '8/9', '6/5', '3', '7/2'] -> ((8/9 / 4/9) / (3 - (7/2 / 6/5)))
[124493] ['1/8', '9/8', '8/7', '5/4', '6'] -> ((1/8 * 6) / (9/8 - (5/4 / 8/7)))
[124494] ['1/7', '3/8', '3/8', '7/9', '4'] -> ((3/8 + (3/8 / 7/9)) / (1/7 / 4))
[124495] ['2/9', '2/7', '1/3', '1/2', '9'] -> ((1/3 + 9) / (1/2 * (2/9 / 2/7)))
[124496] ['3/8', '4/7', '1', '5/3', '7/2'] -> (1 / ((3/8 + 5/3) - (4/7 * 7/2)))
[124497] ['5/7', '4/5', '7/6', '7/5', '3'] -> (4/5 / ((7/6 / 5/7) + (7/5 - 3)))
[124498] ['1/7', '3/7', '3/4', '7/5', '3'] -> ((3/7 + (3 / 7/5)) / (1/7 * 3/4))
[124499] ['4/9', '8/9', '6/5', '3', '9/2'] -> ((6/5 + (8/9 / 4/9)) * (3 + 9/2))
[124500] ['5/8', '6/7', '4/3', '8/5', '4'] -> (4 / (4/3 - (8/5 * (5/8 / 6/7))))
[124501] ['2/7', '9/8', '5/4', '9/5', '7'] -> ((7 / 2/7) - ((9/8 / 5/4) / 9/5))
[124502] ['2/9', '2/7', '1/3', '5/9', '9'] -> ((9 / 2/7) - (5/9 / (2/9 * 1/3)))
[124503] ['3/8', '4/7', '1', '5/3', '9/2'] -> (((1 + 9/2) / (3/8 * 4/7)) - 5/3)
[124504] ['2/9', '3/8', '2/5', '1/2', '7'] -> (7 / (1/2 - ((2/9 * 3/8) / 2/5)))
[124505] ['1/4', '4/7', '4/5', '8/3', '4'] -> (8/3 * (1/4 + (4 / (4/7 * 4/5))))
[124506] ['1/4', '4/7', '4/5', '7/2', '4'] -> (7/2 * (4 + (4/7 / (1/4 * 4/5))))
[124507] ['3/5', '9/8', '4/3', '5/2', '5'] -> (5 * (5/2 + (4/3 * (3/5 + 9/8))))
[124508] ['1/8', '1/3', '9/7', '9/5', '7'] -> ((9/7 / 9/5) * (7 / (1/3 - 1/8)))
[124509] ['1/8', '9/8', '8/7', '3/2', '6'] -> ((6 - (8/7 * (9/8 + 3/2))) / 1/8)
[124510] ['2/7', '9/8', '5/4', '7/3', '7'] -> (7 / (9/8 - (7/3 * (2/7 * 5/4))))
[124511] ['2/9', '2/7', '1/3', '5/8', '9'] -> ((9 * (2/9 / 2/7)) / (5/8 - 1/3))
[124512] ['2/9', '4/5', '3/2', '9/4', '8'] -> (((8 - 9/4) / 2/9) - (3/2 / 4/5))
[124513] ['3/5', '9/8', '4/3', '8/3', '5'] -> ((3/5 + (9/8 * 8/3)) * (4/3 * 5))
[124514] ['4/7', '5/8', '3/2', '5/3', '9'] -> ((5/8 / 5/3) + (9 / (4/7 / 3/2)))
[124515] ['1/7', '3/8', '3/8', '8/9', '4'] -> (8/9 * ((4 / 1/7) - (3/8 / 3/8)))
[124516] ['2/7', '9/8', '5/4', '5/2', '7'] -> (7 * ((5/4 + 5/2) - (2/7 * 9/8)))
[124517] ['4/9', '8/9', '5/4', '4/3', '3'] -> ((8/9 / 4/3) / (4/9 - (5/4 / 3)))
[124518] ['1/8', '9/8', '8/7', '8/5', '6'] -> (((6 / 8/5) - 9/8) / (1/8 / 8/7))
[124519] ['1/4', '4/7', '5/6', '5/6', '4'] -> (((4 / 4/7) - (5/6 / 5/6)) / 1/4)
[124520] ['2/9', '4/5', '3/2', '5/2', '8'] -> (8 * ((4/5 / 2/9) - (3/2 / 5/2)))
[124521] ['4/7', '5/8', '3/2', '9/5', '9'] -> ((9 / (4/7 * 5/8)) - (9/5 / 3/2))
[124522] ['1/7', '3/7', '3/4', '9/4', '3'] -> (((9/4 + (3/7 * 3)) / 1/7) - 3/4)
[124523] ['5/7', '4/5', '7/6', '9/5', '3'] -> (4/5 / ((3 / 9/5) - (7/6 / 5/7)))
[124524] ['2/7', '9/8', '5/4', '8/3', '7'] -> ((9/8 * 7) * ((5/4 * 8/3) - 2/7))
[124525] ['2/9', '3/8', '2/5', '5/7', '7'] -> ((2/5 * 5/7) * (7 / (2/9 * 3/8)))
[124526] ['5/8', '6/7', '4/3', '7/3', '4'] -> (4/3 / ((7/3 / (6/7 * 4)) - 5/8))
[124527] ['3/5', '9/8', '7/5', '8/5', '5'] -> (3/5 / ((9/8 / 5) + (7/5 - 8/5)))
[124528] ['2/9', '4/5', '3/2', '7/2', '8'] -> (8 / ((3/2 / (7/2 - 4/5)) - 2/9))
[124529] ['1/8', '1/3', '9/7', '7/2', '7'] -> ((1/3 + (7 / 7/2)) / (1/8 / 9/7))
[124530] ['3/8', '4/7', '1', '7/4', '9/2'] -> ((1 + (4/7 * 7/4)) / (3/8 / 9/2))
[124531] ['1/8', '9/8', '8/7', '5/2', '6'] -> ((8/7 * 6) * (5/2 - (1/8 - 9/8)))
[124532] ['3/8', '5/7', '4/5', '2', '9/4'] -> ((2 / 5/7) / (9/4 - (4/5 / 3/8)))
[124533] ['1/7', '3/7', '3/4', '8/3', '3'] -> (((3 / 3/4) - 1/7) / (3/7 / 8/3))
[124534] ['3/5', '9/8', '7/5', '5/3', '5'] -> (5 / ((5/3 * (7/5 - 3/5)) - 9/8))
[124535] ['2/9', '4/5', '3/2', '9/2', '8'] -> (4/5 * ((8 / 2/9) - (3/2 + 9/2)))
[124536] ['1/4', '4/7', '5/6', '6/5', '4'] -> (((4 / 4/7) - (5/6 * 6/5)) / 1/4)
[124537] ['2/7', '9/8', '5/4', '9/2', '7'] -> ((2/7 + (9/2 / 9/8)) / (5/4 / 7))
[124538] ['5/8', '6/7', '4/3', '4', '9/2'] -> (((4 / 6/7) - 4/3) / (5/8 / 9/2))
[124539] ['1/7', '3/8', '3/8', '4/3', '4'] -> (3/8 + ((3/8 + (4 / 4/3)) / 1/7))
[124540] ['4/9', '8/9', '5/4', '7/3', '3'] -> ((8/9 / 4/9) / (3 - (5/4 * 7/3)))
[124541] ['1/4', '4/7', '5/6', '4/3', '4'] -> (((4/3 / 4/7) - 5/6) / (1/4 / 4))
[124542] ['4/7', '5/8', '8/5', '9/5', '9'] -> (9 / ((8/5 / 4/7) - (5/8 + 9/5)))
[124543] ['1/7', '3/7', '7/9', '7/8', '3'] -> (7/8 * (3/7 + (3 / (1/7 * 7/9))))
[124544] ['5/7', '4/5', '7/6', '3', '7/2'] -> (4/5 / ((3 / (5/7 * 7/2)) - 7/6))
[124545] ['2/9', '2/7', '1/3', '7/5', '9'] -> ((1/3 / 2/9) + (9 / (2/7 * 7/5)))
[124546] ['3/5', '9/8', '3/2', '3/2', '5'] -> ((3/5 * 5) / (9/8 - (3/2 / 3/2)))
[124547] ['1/4', '4/7', '5/6', '7/5', '4'] -> ((4 / (1/4 * 4/7)) / (5/6 * 7/5))
[124548] ['2/9', '3/8', '2/5', '8/9', '7'] -> (((8/9 / 2/5) - (2/9 - 7)) / 3/8)
[124549] ['1/7', '3/7', '7/9', '9/8', '3'] -> (9/8 * ((3/7 * 7/9) + (3 / 1/7)))
[124550] ['3/8', '5/7', '5/6', '6/7', '2'] -> (5/7 / ((5/6 - 3/8) - (6/7 / 2)))
[124551] ['2/9', '4/5', '5/3', '7/4', '8'] -> ((8 + (4/5 * 5/3)) / (2/9 * 7/4))
[124552] ['3/5', '9/8', '3/2', '8/5', '5'] -> (5 * (3/5 + (8/5 * (9/8 + 3/2))))
[124553] ['1/7', '3/7', '7/9', '8/7', '3'] -> ((3/7 + (3 / (1/7 * 7/9))) / 8/7)
[124554] ['1/8', '1/3', '4/3', '9/5', '7'] -> (9/5 / ((4/3 / (7 - 1/3)) - 1/8))
[124555] ['2/9', '3/8', '2/5', '9/8', '7'] -> ((7 / 2/9) - (9/8 / (3/8 * 2/5)))
[124556] ['4/7', '5/8', '8/5', '7/3', '9'] -> (((9 / 5/8) - (8/5 / 7/3)) / 4/7)
[124557] ['3/8', '5/7', '5/6', '7/8', '2'] -> (2 / ((3/8 + 7/8) - (5/6 / 5/7)))
[124558] ['2/9', '4/5', '5/3', '7/3', '8'] -> (8 * ((4/5 + 7/3) - (2/9 / 5/3)))
[124559] ['5/8', '6/7', '7/5', '7/4', '4'] -> (6/7 / ((4 * (5/8 / 7/5)) - 7/4))
[124560] ['1/8', '9/8', '7/6', '9/5', '6'] -> (6 * ((9/5 * (9/8 + 7/6)) - 1/8))
[124561] ['3/8', '4/7', '1', '9/4', '9/4'] -> ((9/4 + (1 / 4/7)) / (3/8 / 9/4))
[124562] ['2/7', '9/8', '9/7', '5/3', '7'] -> ((9/7 / 9/8) / (2/7 - (5/3 / 7)))
[124563] ['2/9', '2/7', '1/3', '9/4', '9'] -> (((9 - (1/3 / 2/9)) / 2/7) - 9/4)
[124564] ['1/7', '3/7', '7/9', '6/5', '3'] -> (6/5 / ((3/7 / (3 - 7/9)) - 1/7))
[124565] ['2/9', '4/5', '5/3', '7/2', '8'] -> (8 / (4/5 - (7/2 * (2/9 / 5/3))))
[124566] ['1/8', '1/3', '7/5', '3/2', '7'] -> (((7 / (7/5 * 3/2)) - 1/3) / 1/8)
[124567] ['3/5', '9/8', '3/2', '7/3', '5'] -> (5 * (3/2 + (9/8 * (3/5 + 7/3))))
[124568] ['2/9', '3/8', '2/5', '5/4', '7'] -> ((7 / (2/9 + 2/5)) / (3/8 * 5/4))
