[44326] ['1/3', '3/7', '3/2', '7/4', '8'] -> (8 * (3/7 + (3/2 / (1/3 * 7/4))))
[44555] ['1/7', '8/9', '8/9', '5/4', '9'] -> ((8/9 / ((1/7 * 9) - 5/4)) - 8/9)
[44556] ['1/5', '3/7', '3/4', '7/6', '4'] -> (7/6 * ((3/7 / 3/4) + (4 / 1/5)))
[44557] ['1/9', '1/4', '1/2', '3/5', '4'] -> ((1/2 / 3/5) * (4 / (1/4 - 1/9)))
[44558] ['3/8', '5/7', '7/6', '4', '9/2'] -> (9/2 * ((5/7 / 3/8) + (4 / 7/6)))
[44559] ['5/9', '2/3', '1', '9/7', '7/4'] -> (2/3 / (((7/4 - 1) / 9/7) - 5/9))
[44560] ['1/4', '2/7', '1/2', '7/5', '5'] -> ((5 / (2/7 / 7/5)) - (1/4 / 1/2))
[44561] ['1/5', '3/7', '3/4', '5/4', '4'] -> (4 / (3/4 - (5/4 * (1/5 / 3/7))))
[44562] ['1/6', '7/4', '7/2', '7/2', '5'] -> ((5 + (7/2 / 1/6)) - (7/2 / 7/4))
[44563] ['1/6', '5/6', '9/8', '8/7', '6'] -> (6 / (9/8 - ((1/6 + 5/6) / 8/7)))
[44564] ['1/8', '8/9', '8/5', '8/5', '5'] -> (((5 - (8/5 / 8/9)) / 1/8) - 8/5)
[44565] ['1/9', '1/7', '1/2', '5/3', '5'] -> ((5/3 + 5) / ((1/9 / 1/7) - 1/2))
[44566] ['6/5', '9/4', '5/2', '5/2', '6'] -> ((5/2 * 6) / (5/2 - (9/4 / 6/5)))
[44567] ['1/9', '2/5', '6/5', '6/5', '3'] -> (((6/5 * 3) - 2/5) / (1/9 * 6/5))
[44568] ['5/9', '2/3', '1', '9/7', '9/4'] -> (2/3 / (1 - (9/4 * (5/9 / 9/7))))
[44569] ['4/9', '7/6', '6/5', '5/2', '4'] -> (4 / ((5/2 * (4/9 * 6/5)) - 7/6))
[44570] ['2/7', '1/3', '8/5', '9/5', '2'] -> (((8/5 + (2 / 2/7)) / 1/3) - 9/5)
[44571] ['1/3', '4/9', '4/7', '7/8', '8'] -> ((8 * (1/3 / 7/8)) / (4/7 - 4/9))
[44572] ['3/8', '8/9', '5/4', '7/3', '3'] -> (7/3 / ((8/9 - 3/8) - (5/4 / 3)))
[44573] ['1/6', '5/6', '9/8', '9/7', '6'] -> ((1/6 * 6) / ((9/8 / 9/7) - 5/6))
[44574] ['1/7', '8/9', '8/9', '3/2', '9'] -> (3/2 * (9 + (8/9 / (1/7 * 8/9))))
[44575] ['1/3', '4/9', '4/7', '8/9', '8'] -> ((1/3 * 8) / (8/9 - (4/9 / 4/7)))
[44576] ['1/5', '3/7', '3/4', '8/5', '4'] -> ((8/5 / (1/5 * 3/7)) + (4 / 3/4))
[44577] ['4/9', '7/6', '6/5', '7/2', '4'] -> (4 / (4/9 - ((7/6 / 6/5) / 7/2)))
[44578] ['2/7', '1/3', '8/5', '2', '7/3'] -> (2 / ((7/3 * (2/7 / 8/5)) - 1/3))
[44579] ['1/3', '4/9', '4/7', '9/8', '8'] -> ((1/3 + 8) / (9/8 - (4/9 / 4/7)))
[44580] ['1/6', '9/5', '9/4', '8/3', '5'] -> (5 * ((9/5 / 1/6) - (9/4 * 8/3)))
[44581] ['1/9', '2/5', '6/5', '7/4', '3'] -> ((3 / (1/9 / 6/5)) / (7/4 - 2/5))
[44582] ['1/6', '5/6', '9/8', '5/3', '6'] -> ((5/6 / 5/3) / ((9/8 / 6) - 1/6))
[44583] ['1/9', '1/7', '1/2', '7/3', '5'] -> ((5 + (1/7 * 7/3)) / (1/9 / 1/2))
[44584] ['1/8', '8/9', '8/5', '5/2', '5'] -> (8/9 * ((5/2 / (1/8 / 8/5)) - 5))
[44585] ['1/3', '4/9', '4/7', '7/6', '8'] -> (8 / (((4/9 / 4/7) / 7/6) - 1/3))
[44586] ['3/8', '8/9', '5/4', '3', '9/2'] -> (((5/4 * 9/2) + (3 / 8/9)) / 3/8)
[44587] ['1/8', '8/9', '8/5', '8/3', '5'] -> (8/3 / ((5 * (1/8 * 8/5)) - 8/9))
[44588] ['2/7', '1/3', '8/5', '2', '7/2'] -> (2 / ((2/7 / 8/5) - (1/3 / 7/2)))
[44589] ['1/6', '9/5', '7/3', '7/3', '5'] -> ((9/5 - (7/3 / 7/3)) / (1/6 / 5))
[44590] ['4/9', '7/6', '5/4', '9/7', '4'] -> (4 / (((4/9 + 5/4) / 7/6) - 9/7))
[44591] ['1/9', '1/7', '1/2', '8/3', '5'] -> (5 / (1/2 - ((1/9 / 1/7) / 8/3)))
[44592] ['1/9', '1/4', '1/2', '7/5', '4'] -> (4 / ((1/4 / (7/5 - 1/2)) - 1/9))
[44593] ['5/9', '2/3', '1', '4/3', '5/3'] -> ((1 + 5/3) / (4/3 - (5/9 + 2/3)))
[44594] ['1/7', '8/9', '8/9', '9/4', '9'] -> ((9 / (9/4 * (1/7 / 8/9))) - 8/9)
[44595] ['1/8', '8/9', '8/5', '9/2', '5'] -> ((9/2 / (1/8 / 8/9)) - (8/5 * 5))
[44596] ['3/8', '8/9', '9/7', '9/7', '3'] -> (9/7 / ((9/7 / 3/8) - (3 / 8/9)))
[44597] ['1/6', '5/6', '8/7', '7/6', '6'] -> (8/7 / (1/6 - ((5/6 / 7/6) / 6)))
[44598] ['1/8', '8/9', '5/3', '5/3', '5'] -> ((5/3 / 1/8) / (8/9 - (5/3 / 5)))
[44599] ['1/6', '9/5', '8/3', '8/3', '5'] -> ((9/5 - (8/3 / 8/3)) / (1/6 / 5))
[44600] ['1/5', '3/7', '3/4', '7/2', '4'] -> (7/2 * (4 + (3/7 / (1/5 * 3/4))))
[44601] ['3/8', '8/9', '9/7', '4/3', '3'] -> ((4/3 / ((9/7 / 3) - 3/8)) - 8/9)
[44602] ['1/6', '5/6', '8/7', '6/5', '6'] -> (6/5 / (1/6 - (5/6 / (8/7 + 6))))
[44603] ['2/7', '1/3', '5/3', '9/5', '2'] -> ((5/3 * 9/5) + (2 / (2/7 * 1/3)))
[44604] ['1/8', '8/9', '5/3', '7/4', '5'] -> (((7/4 + (5/3 / 8/9)) / 1/8) - 5)
[44605] ['1/9', '1/7', '5/9', '4/7', '5'] -> (1/9 + ((5/9 + (4/7 * 5)) / 1/7))
[44606] ['1/4', '2/7', '5/9', '2/3', '5'] -> ((5 + (2/3 / 2/7)) / (5/9 - 1/4))
[44607] ['1/9', '2/5', '5/4', '7/4', '3'] -> (((7/4 / (1/9 * 5/4)) - 3) / 2/5)
[44608] ['6/5', '8/3', '8/3', '7/2', '6'] -> (6/5 * ((7/2 * 6) - (8/3 / 8/3)))
[44609] ['1/6', '9/5', '8/3', '9/2', '5'] -> (8/3 / (((5 - 9/2) / 9/5) - 1/6))
[44610] ['1/8', '8/9', '5/3', '9/5', '5'] -> ((5/3 / (1/8 * 8/9)) + (9/5 * 5))
[44611] ['3/8', '8/9', '9/7', '3/2', '3'] -> (3 / ((9/7 * (3/8 + 8/9)) - 3/2))
[44612] ['1/7', '8/9', '9/8', '8/7', '9'] -> (9 + ((8/7 + (8/9 * 9/8)) / 1/7))
[44613] ['1/4', '2/7', '5/9', '5/7', '5'] -> (((5/7 / 5/9) - (2/7 - 5)) / 1/4)
[44614] ['5/9', '2/3', '1', '7/5', '7/5'] -> (2/3 / ((7/5 / (1 + 7/5)) - 5/9))
[44615] ['4/9', '7/6', '5/4', '7/4', '4'] -> (4 / ((4/9 * (5/4 + 7/4)) - 7/6))
[44616] ['2/7', '1/3', '5/3', '2', '7/3'] -> (7/3 * (2/7 + (2 / (1/3 / 5/3))))
[44617] ['1/6', '9/5', '7/2', '7/2', '5'] -> ((9/5 - (7/2 / 7/2)) / (1/6 / 5))
[44618] ['1/8', '8/9', '5/3', '5/2', '5'] -> ((5/3 + 5) / (5/2 * (1/8 * 8/9)))
[44619] ['1/5', '3/7', '7/9', '5/6', '4'] -> (4 / ((3/7 * 7/9) - (1/5 * 5/6)))
[44620] ['6/5', '8/3', '7/2', '7/2', '6'] -> (((7/2 * 6) / (7/2 - 8/3)) - 6/5)
[44621] ['1/9', '2/5', '5/4', '7/3', '3'] -> ((5/4 / (1/9 / 2/5)) * (7/3 + 3))
[44622] ['4/9', '7/6', '5/4', '9/5', '4'] -> (4 / (7/6 - (9/5 * (4/9 * 5/4))))
[44623] ['1/6', '5/6', '8/7', '4/3', '6'] -> ((6 - (5/6 + (4/3 / 8/7))) / 1/6)
[44624] ['5/9', '2/3', '1', '7/5', '8/5'] -> (1 / ((7/5 / 8/5) - (5/9 / 2/3)))
[44625] ['3/8', '8/9', '9/7', '5/3', '3'] -> (9/7 / ((5/3 / (8/9 + 3)) - 3/8))
[44626] ['6/5', '8/3', '9/2', '9/2', '6'] -> ((8/3 * 9/2) / ((6 / 6/5) - 9/2))
[44627] ['5/9', '2/3', '1', '7/5', '5/3'] -> ((1 + 5/3) / ((5/9 * 7/5) - 2/3))
[44628] ['1/9', '1/7', '5/9', '5/6', '5'] -> ((1/9 + (5/9 / 1/7)) / (5/6 / 5))
[44629] ['3/8', '8/9', '9/7', '7/4', '3'] -> (3 / (7/4 - (9/7 * (3/8 + 8/9))))
[44630] ['2/7', '1/3', '5/3', '2', '9/2'] -> ((5/3 / (2/7 * 1/3)) + (2 + 9/2))
[44631] ['1/9', '1/4', '5/9', '9/7', '4'] -> ((4 + (1/9 + 5/9)) / (1/4 / 9/7))
[44632] ['1/3', '4/9', '4/7', '5/2', '8'] -> ((8 / (4/9 * 4/7)) - (5/2 / 1/3))
[44633] ['6/5', '7/2', '7/2', '7/2', '6'] -> (6/5 * ((7/2 * 6) - (7/2 / 7/2)))
[44634] ['5/9', '2/3', '1', '7/5', '7/4'] -> (2/3 / ((5/9 * 7/5) + (1 - 7/4)))
[44635] ['1/7', '8/9', '9/8', '9/7', '9'] -> (9 + ((9/8 + 9/7) / (1/7 / 8/9)))
[44636] ['1/8', '8/9', '7/4', '9/5', '5'] -> (5 / ((1/8 - 8/9) + (7/4 / 9/5)))
[44637] ['3/8', '8/9', '9/7', '9/5', '3'] -> ((8/9 + 3) * (9/5 / (3/8 / 9/7)))
[44638] ['3/8', '5/7', '5/4', '9/7', '4'] -> ((5/4 * 9/7) * (4 / (3/8 * 5/7)))
[44639] ['1/6', '5/6', '8/7', '9/5', '6'] -> ((8/7 / (1/6 / 5/6)) * (6 - 9/5))
[44640] ['1/3', '4/9', '4/7', '7/2', '8'] -> ((7/2 / (1/3 / 4/7)) + (8 / 4/9))
[44641] ['1/4', '2/7', '5/9', '6/7', '5'] -> (((5 / 5/9) - (6/7 / 2/7)) / 1/4)
[44642] ['3/8', '5/7', '5/4', '4/3', '4'] -> (4 * (4/3 + (5/4 / (3/8 * 5/7))))
[44643] ['1/9', '1/7', '5/9', '9/8', '5'] -> (5 / ((1/9 / 1/7) + (5/9 - 9/8)))
[44644] ['1/9', '1/4', '4/7', '4/7', '4'] -> ((4/7 / (1/9 * 1/4)) - (4/7 - 4))
[44645] ['2/7', '1/3', '7/4', '2', '9/4'] -> (((7/4 + (2 / 2/7)) / 1/3) - 9/4)
[44646] ['1/8', '8/9', '7/4', '7/3', '5'] -> (((7/4 / 1/8) + (7/3 + 5)) / 8/9)
[44647] ['1/6', '7/3', '7/3', '7/3', '5'] -> (((7/3 * 5) - 7/3) / (1/6 * 7/3))
[44648] ['5/4', '5/4', '5/4', '5/4', '6'] -> ((5/4 * 6) / ((5/4 * 5/4) - 5/4))
[44649] ['3/8', '8/9', '9/7', '7/3', '3'] -> (7/3 * (9/7 + (3 / (3/8 * 8/9))))
[44650] ['1/3', '4/9', '3/5', '5/8', '8'] -> ((1/3 * 8) / ((4/9 / 5/8) - 3/5))
[44651] ['3/8', '5/7', '5/4', '7/5', '4'] -> ((5/4 + (5/7 * 7/5)) / (3/8 / 4))
[44652] ['1/7', '8/9', '9/8', '3/2', '9'] -> (3/2 * (9 + (9/8 / (1/7 / 8/9))))
[44653] ['1/5', '3/7', '7/9', '8/7', '4'] -> ((8/7 / 3/7) / (4 - (7/9 / 1/5)))
[44654] ['5/9', '2/3', '1', '7/5', '7/3'] -> ((1 + (7/3 / 7/5)) / (2/3 - 5/9))
[44655] ['1/6', '5/6', '8/7', '9/2', '6'] -> ((8/7 * 6) * (9/2 - (1/6 + 5/6)))
[44656] ['1/6', '7/3', '7/3', '5/2', '5'] -> ((5/2 * (5 + (7/3 + 7/3))) - 1/6)
[44657] ['3/8', '5/7', '5/4', '3/2', '4'] -> (3/2 / ((5/4 / (5/7 * 4)) - 3/8))
[44658] ['1/5', '3/7', '7/9', '6/5', '4'] -> (4 / ((3/7 * 7/9) - (1/5 / 6/5)))
[44659] ['1/8', '8/9', '7/4', '8/3', '5'] -> (((5 / 1/8) - 8/3) / (8/9 * 7/4))
[44660] ['1/7', '8/9', '9/8', '8/5', '9'] -> ((8/9 * 8/5) * (9 + (9/8 / 1/7)))
[44661] ['2/7', '1/3', '7/4', '2', '9/2'] -> ((9/2 - (2/7 * 7/4)) / (1/3 / 2))
[44662] ['3/8', '8/9', '9/7', '8/3', '3'] -> ((9/7 * 3) * ((8/3 / 3/8) - 8/9))
[44663] ['3/8', '5/7', '5/4', '8/5', '4'] -> ((8/5 + (4 / 5/7)) / (3/8 / 5/4))
[44664] ['1/9', '1/4', '4/7', '2/3', '4'] -> (2/3 / (4/7 * (1/9 - (1/4 / 4))))
[44665] ['1/6', '5/6', '7/6', '7/5', '6'] -> ((6 - (7/5 / 7/6)) / (1/6 / 5/6))
[44666] ['1/5', '3/7', '7/9', '9/7', '4'] -> ((4 / (1/5 * 7/9)) - (3/7 + 9/7))
[44667] ['5/4', '5/4', '5/4', '9/5', '6'] -> (6 / ((5/4 + 5/4) - (5/4 * 9/5)))
[44668] ['1/4', '2/7', '5/9', '8/7', '5'] -> ((2/7 / 5/9) / (1/4 - (8/7 / 5)))
[44669] ['2/7', '1/3', '9/5', '2', '9/4'] -> (2 / ((9/4 / 9/5) - (1/3 / 2/7)))
[44670] ['5/4', '5/4', '5/4', '9/4', '6'] -> (6 / (9/4 - ((5/4 + 5/4) / 5/4)))
[44671] ['5/4', '5/4', '5/4', '7/3', '6'] -> ((5/4 + 5/4) + (6 * (5/4 + 7/3)))
[44672] ['3/8', '8/9', '4/3', '3/2', '3'] -> ((3/2 + (4/3 / 8/9)) / (3/8 / 3))
[44673] ['1/9', '1/4', '4/7', '3/4', '4'] -> ((1/4 + (3/4 / 1/9)) * (4 - 4/7))
[44674] ['1/9', '1/7', '5/9', '7/4', '5'] -> (1/9 + ((5/9 + (5 / 7/4)) / 1/7))
[44675] ['1/4', '2/7', '5/9', '6/5', '5'] -> (5 / ((1/4 / 2/7) - (5/9 * 6/5)))
[44676] ['4/9', '7/6', '9/7', '9/4', '4'] -> ((7/6 * 4) * (9/4 + (9/7 / 4/9)))
[44677] ['1/6', '5/6', '7/6', '9/5', '6'] -> ((((6 - 7/6) / 5/6) - 9/5) / 1/6)
[44678] ['1/9', '2/5', '9/7', '7/3', '3'] -> ((2/5 * 7/3) * ((3 / 1/9) - 9/7))
[44679] ['1/8', '8/9', '9/5', '9/4', '5'] -> (8/9 * ((9/5 * 5) + (9/4 / 1/8)))
[44680] ['2/7', '1/3', '9/5', '2', '7/3'] -> ((9/5 * 7/3) * ((2 / 1/3) - 2/7))
[44681] ['1/4', '2/7', '5/9', '5/4', '5'] -> (5 / (5/9 * (5/4 - (1/4 / 2/7))))
[44682] ['3/8', '8/9', '4/3', '8/5', '3'] -> ((4/3 + 3) / ((8/9 / 8/5) - 3/8))
[44683] ['1/6', '8/3', '7/2', '7/2', '5'] -> (5 / ((7/2 / (8/3 * 7/2)) - 1/6))
[44684] ['4/9', '7/6', '9/7', '5/2', '4'] -> ((7/6 * 9/7) + (4 / (4/9 / 5/2)))
[44685] ['1/9', '1/4', '4/7', '4/5', '4'] -> (((4 / (4/7 + 4/5)) - 1/4) / 1/9)
[44686] ['1/9', '1/7', '5/9', '9/4', '5'] -> ((5 / (1/9 + (1/7 * 5/9))) - 9/4)
[44687] ['1/8', '8/9', '9/5', '7/3', '5'] -> ((7/3 - 9/5) * (5 / (1/8 * 8/9)))
[44688] ['5/4', '5/4', '9/7', '7/5', '6'] -> ((5/4 + (5/4 * 9/7)) * (7/5 * 6))
[44689] ['1/6', '7/2', '7/2', '7/2', '5'] -> (((7/2 * 5) - 7/2) / (1/6 * 7/2))
[44690] ['1/7', '8/9', '9/8', '8/3', '9'] -> (((8/9 * 9/8) + (9 / 1/7)) / 8/3)
[44691] ['1/5', '3/7', '7/9', '9/5', '4'] -> ((4 * (1/5 + 9/5)) / (3/7 * 7/9))
[44692] ['1/9', '1/7', '5/9', '7/3', '5'] -> (7/3 * ((1/7 / 1/9) + (5 / 5/9)))
[44693] ['1/9', '1/4', '4/7', '5/6', '4'] -> ((5/6 - 1/4) / (1/9 / (4/7 + 4)))
[44694] ['1/8', '8/9', '9/5', '5/2', '5'] -> ((8/9 * 9/5) * ((5/2 / 1/8) - 5))
[44695] ['3/8', '5/7', '5/4', '8/3', '4'] -> ((5/4 + 4) * (8/3 + (5/7 / 3/8)))
[44696] ['1/3', '4/9', '3/5', '3/2', '8'] -> (((1/3 + 3/2) / (3/5 / 8)) - 4/9)
[44697] ['1/4', '2/7', '5/9', '3/2', '5'] -> (5 * ((3/2 / 2/7) - (1/4 / 5/9)))
[44698] ['1/9', '2/5', '4/3', '4/3', '3'] -> (4/3 / (((4/3 - 1/9) / 2/5) - 3))
[44699] ['4/9', '7/6', '4/3', '8/5', '4'] -> (4/3 / (7/6 - (4 * (4/9 / 8/5))))
[44700] ['3/8', '8/9', '7/5', '7/5', '3'] -> (7/5 / ((3/8 * (8/9 + 3)) - 7/5))
[44701] ['1/9', '1/7', '5/9', '8/3', '5'] -> (8/3 * ((1/9 + 5) + (5/9 / 1/7)))
[44702] ['3/8', '5/7', '9/7', '7/5', '4'] -> ((7/5 + (4 / 5/7)) / (3/8 / 9/7))
[44703] ['1/3', '4/9', '3/5', '7/4', '8'] -> (8 * (7/4 + ((1/3 / 4/9) / 3/5)))
[44704] ['2/7', '1/3', '2', '9/4', '9/4'] -> (((2 / 2/7) + (9/4 / 9/4)) / 1/3)
[44705] ['1/8', '8/9', '9/5', '9/2', '5'] -> (8/9 * ((9/2 / 1/8) - (9/5 * 5)))
[44706] ['5/4', '5/4', '9/7', '9/5', '6'] -> ((5/4 + (5/4 / 9/7)) * (9/5 * 6))
[44707] ['1/6', '5/6', '6/5', '9/4', '6'] -> ((6 / 1/6) / ((9/4 / 5/6) - 6/5))
[44708] ['1/5', '3/7', '7/9', '7/2', '4'] -> ((4 / 3/7) / ((7/9 / 1/5) - 7/2))
[44709] ['1/9', '2/5', '4/3', '5/3', '3'] -> ((4/3 * 5/3) * (3 / (1/9 / 2/5)))
[44710] ['1/7', '8/9', '8/7', '6/5', '9'] -> (8/9 / (1/7 - ((8/7 / 6/5) / 9)))
[44711] ['1/3', '4/9', '3/5', '9/4', '8'] -> (8 * ((9/4 / 3/5) - (1/3 / 4/9)))
[44712] ['2/7', '1/3', '2', '9/4', '7/3'] -> (2 / ((1/3 * 9/4) - (2/7 * 7/3)))
[44713] ['1/9', '1/7', '5/9', '9/2', '5'] -> ((9/2 / 1/7) - (5 / (1/9 + 5/9)))
[44714] ['1/9', '2/5', '4/3', '7/4', '3'] -> ((4/3 / (1/9 * 2/5)) / (3 - 7/4))
[44715] ['3/8', '5/7', '9/7', '8/5', '4'] -> ((8/5 + ((9/7 + 4) / 5/7)) / 3/8)
[44716] ['5/4', '5/4', '9/7', '7/3', '6'] -> (6 * ((5/4 / 5/4) + (9/7 * 7/3)))
[44717] ['5/9', '2/3', '1', '5/3', '5/3'] -> (((5/3 * 5/3) / (2/3 - 5/9)) - 1)
[44718] ['1/6', '5/6', '5/4', '9/7', '6'] -> (((6 / 9/7) - (5/6 / 5/4)) / 1/6)
[44719] ['2/7', '1/3', '2', '9/4', '8/3'] -> (((8/3 / (1/3 - 2/7)) - 2) / 9/4)
[44720] ['1/8', '8/9', '9/4', '8/3', '5'] -> (((9/4 * (8/9 + 8/3)) - 5) / 1/8)
[44721] ['1/3', '4/9', '3/5', '9/2', '8'] -> (8 * ((9/2 * (4/9 / 3/5)) - 1/3))
[44722] ['4/9', '7/6', '7/5', '3/2', '4'] -> (4 / ((7/6 / 7/5) - (4/9 * 3/2)))
[44723] ['5/9', '2/3', '1', '5/3', '7/4'] -> ((2/3 / 5/9) / ((7/4 / 5/3) - 1))
[44724] ['1/9', '1/4', '4/7', '9/7', '4'] -> ((9/7 / (1/9 * 4/7)) - (1/4 - 4))
[44725] ['1/8', '8/9', '9/4', '7/2', '5'] -> ((9/4 / (1/8 / 8/9)) * (5 - 7/2))
[44726] ['1/6', '5/6', '5/4', '7/5', '6'] -> (6 / ((1/6 + 5/4) - (5/6 * 7/5)))
[44727] ['3/8', '8/9', '7/5', '9/5', '3'] -> ((7/5 + (8/9 * 9/5)) / (3/8 / 3))
[44728] ['5/4', '5/4', '9/7', '8/3', '6'] -> ((9/7 * 8/3) * (6 + (5/4 / 5/4)))
[44729] ['3/8', '5/7', '9/7', '7/4', '4'] -> (((5/7 + 9/7) + (7/4 * 4)) / 3/8)
[44730] ['2/7', '1/3', '2', '7/3', '5/2'] -> ((2 - 5/2) + (7/3 / (2/7 * 1/3)))
[44731] ['1/5', '3/7', '4/5', '5/6', '4'] -> (4/5 / ((5/6 / (4 - 3/7)) - 1/5))
[44732] ['1/9', '1/7', '4/7', '5/8', '5'] -> (1/7 / (5/8 - (1/9 * (4/7 + 5))))
[44733] ['1/3', '4/9', '5/8', '5/7', '8'] -> (((8 / 5/7) - (1/3 / 5/8)) / 4/9)
[44734] ['1/4', '2/7', '5/9', '7/3', '5'] -> ((5 / (1/4 / 2/7)) / (5/9 / 7/3))
[44735] ['1/9', '2/5', '4/3', '3', '7/2'] -> (((3 / 2/5) - (4/3 + 7/2)) / 1/9)
[44736] ['5/9', '2/3', '1', '5/3', '7/3'] -> ((5/3 + 7/3) / (1 - (5/9 / 2/3)))
[44737] ['2/7', '1/3', '2', '7/3', '9/2'] -> (9/2 * ((2 / 1/3) - (2/7 * 7/3)))
[44738] ['5/4', '5/4', '9/7', '9/2', '6'] -> ((9/7 + (5/4 / 5/4)) * (9/2 + 6))
[44739] ['3/8', '5/7', '9/7', '9/4', '4'] -> ((5/7 + 4) / ((9/7 / 9/4) - 3/8))
[44740] ['1/8', '8/9', '7/3', '5/2', '5'] -> ((7/3 + 5) * (5/2 / (8/9 - 1/8)))
[44741] ['1/9', '1/4', '4/7', '7/5', '4'] -> ((4/7 + (7/5 / 1/4)) * (4 - 1/9))
[44742] ['1/6', '5/6', '9/7', '7/5', '6'] -> ((6 / (1/6 * 5/6)) / (9/7 * 7/5))
[44743] ['1/7', '8/9', '8/7', '7/4', '9'] -> (((9 * (8/9 / 7/4)) - 8/7) / 1/7)
[44744] ['5/4', '5/4', '4/3', '4/3', '6'] -> ((4/3 * 6) / (4/3 - (5/4 / 5/4)))
[44745] ['2/7', '1/3', '2', '5/2', '5/2'] -> (((2 / 2/7) + (5/2 / 5/2)) / 1/3)
[44746] ['3/8', '8/9', '7/5', '5/2', '3'] -> ((7/5 / 3) / (3/8 - (8/9 / 5/2)))
[44747] ['4/9', '7/6', '7/5', '9/5', '4'] -> ((7/5 / 7/6) / ((9/5 / 4/9) - 4))
[44748] ['1/6', '5/6', '9/7', '8/5', '6'] -> (((6 / (5/6 * 9/7)) - 8/5) / 1/6)
[44749] ['3/8', '5/7', '9/7', '5/2', '4'] -> ((4 + (5/2 * (5/7 + 9/7))) / 3/8)
[44750] ['1/5', '3/7', '4/5', '7/6', '4'] -> ((4 / 7/6) / ((3/7 * 4/5) - 1/5))
[44751] ['2/7', '1/3', '2', '5/2', '7/2'] -> (((2 / 2/7) - (5/2 - 7/2)) / 1/3)
[44752] ['1/3', '4/9', '5/8', '8/7', '8'] -> (((8 / 8/7) - 1/3) / (4/9 * 5/8))
[44753] ['4/9', '7/6', '7/5', '9/4', '4'] -> (4 / ((4/9 * 9/4) - (7/6 / 7/5)))
[44754] ['1/7', '8/9', '8/7', '5/2', '9'] -> ((8/9 * 9) * (1/7 + (8/7 * 5/2)))
[44755] ['1/5', '1/5', '1/5', '8/9', '5'] -> ((5 + (1/5 + 1/5)) / (1/5 / 8/9))
[44756] ['5/9', '2/3', '1', '7/4', '9/4'] -> ((7/4 + 9/4) / (1 - (5/9 / 2/3)))
[44757] ['1/4', '2/7', '4/7', '3/5', '5'] -> ((4/7 * 3/5) * (5 / (1/4 * 2/7)))
[44758] ['4/9', '7/6', '7/5', '7/3', '4'] -> ((7/3 * 4) / ((7/6 / 7/5) - 4/9))
[44759] ['1/6', '5/6', '9/7', '7/4', '6'] -> ((9/7 + (1/6 + 5/6)) * (7/4 * 6))
[44760] ['2/7', '1/3', '2', '8/3', '9/2'] -> ((8/3 - 1/3) * (9/2 * (2/7 + 2)))
[44761] ['5/4', '5/4', '4/3', '9/2', '6'] -> ((5/4 + (9/2 / 6)) / (4/3 - 5/4))
[44762] ['1/5', '1/5', '1/5', '9/8', '5'] -> ((5 + (1/5 + 1/5)) / (1/5 * 9/8))
[44763] ['1/9', '1/4', '4/7', '7/4', '4'] -> (((1/4 + (7/4 / 1/9)) / 4/7) - 4)
[44764] ['3/8', '5/7', '4/3', '7/5', '4'] -> ((5/7 * 7/5) / (3/8 - (4/3 / 4)))
[44765] ['5/4', '5/4', '7/5', '7/5', '6'] -> (7/5 / ((5/4 - 7/5) + (5/4 / 6)))
[44766] ['1/7', '8/9', '7/6', '6/5', '9'] -> ((9 / (7/6 - 8/9)) - (6/5 / 1/7))
[44767] ['5/9', '2/3', '1', '7/4', '8/3'] -> (8/3 / ((7/4 * (1 - 5/9)) - 2/3))
[44768] ['1/9', '1/7', '4/7', '9/8', '5'] -> ((1/7 + (4/7 * 5)) / (1/9 * 9/8))
[44769] ['1/5', '3/7', '4/5', '7/5', '4'] -> (((4 / 7/5) - 4/5) / (1/5 * 3/7))
[44770] ['1/3', '4/9', '5/8', '7/5', '8'] -> (((7/5 * 8) - (1/3 / 5/8)) / 4/9)
[44771] ['1/4', '2/7', '4/7', '7/9', '5'] -> ((((5 / 7/9) - 2/7) / 1/4) - 4/7)
[44772] ['5/4', '5/4', '7/5', '5/3', '6'] -> ((7/5 + (5/4 / 5/4)) * (5/3 * 6))
[44773] ['1/9', '1/4', '4/7', '9/4', '4'] -> ((1/9 / ((4/7 / 9/4) - 1/4)) - 4)
[44774] ['4/9', '7/6', '7/5', '4', '9/2'] -> ((9/2 * (4/9 + 4)) / (7/6 / 7/5))
[44775] ['1/8', '9/8', '9/8', '9/8', '5'] -> ((5 - ((9/8 + 9/8) / 9/8)) / 1/8)
[44776] ['1/9', '1/7', '4/7', '7/6', '5'] -> ((4/7 * 5) / ((1/7 / 1/9) - 7/6))
[44777] ['5/4', '5/4', '7/5', '9/5', '6'] -> (6 * ((5/4 * 7/5) + (5/4 * 9/5)))
[44778] ['1/9', '2/5', '3/2', '3', '9/2'] -> ((3/2 + (1/9 / 2/5)) * (3 * 9/2))
[44779] ['1/5', '3/7', '4/5', '7/4', '4'] -> (1/5 + ((4/5 + 7/4) / (3/7 / 4)))
[44780] ['2/7', '3/8', '3/8', '3/7', '2'] -> (2 / ((3/8 + 3/8) - (2/7 / 3/7)))
[44781] ['4/9', '7/6', '3/2', '8/5', '4'] -> ((4 + (7/6 + 3/2)) / (4/9 / 8/5))
[44782] ['1/5', '1/5', '1/5', '7/5', '5'] -> ((5 / 1/5) - (7/5 - (1/5 + 1/5)))
