[35461] ['3/8', '4/9', '7/4', '7/3', '4'] -> ((4 / 4/9) / ((7/4 / 7/3) - 3/8))
[35690] ['1/7', '5/8', '8/7', '3/2', '9'] -> ((9 - (1/7 - 8/7)) / (5/8 / 3/2))
[35691] ['8/5', '8/3', '7/2', '7/2', '4'] -> (7/2 / (4 - ((8/3 + 7/2) / 8/5)))
[35692] ['1/2', '1', '3/2', '3/2', '8/5'] -> ((3/2 + 3/2) / ((1 / 8/5) - 1/2))
[35693] ['1/8', '5/8', '3/4', '6/7', '5'] -> (((6/7 * (5 - 5/8)) - 3/4) / 1/8)
[35694] ['2/9', '6/7', '4/3', '9/2', '5'] -> ((4/3 / 2/9) / ((9/2 / 6/7) - 5))
[35695] ['1/9', '1/7', '3/7', '9/8', '4'] -> ((1/7 + 4) / (1/9 * (3/7 + 9/8)))
[35696] ['1/9', '1/4', '3/5', '9/4', '3'] -> ((9/4 / (3/5 * (1/4 - 1/9))) - 3)
[35697] ['8/5', '7/2', '7/2', '7/2', '4'] -> (8/5 * ((7/2 / 7/2) + (7/2 * 4)))
[35698] ['1/6', '5/7', '7/8', '7/4', '5'] -> (5 / ((5/7 * 7/4) - (1/6 + 7/8)))
[35699] ['1/2', '1', '3/2', '3/2', '7/4'] -> ((3/2 + 3/2) / (1 - (1/2 * 7/4)))
[35700] ['2/9', '6/7', '7/5', '7/5', '5'] -> ((7/5 + 5) / (7/5 * (2/9 * 6/7)))
[35701] ['1/4', '7/8', '9/7', '9/7', '2'] -> (9/7 / (7/8 - (1/4 * (9/7 + 2))))
[35702] ['3/8', '5/8', '7/9', '5/3', '3'] -> ((5/3 + 3) / (7/9 * (5/8 - 3/8)))
[35703] ['8/5', '7/2', '7/2', '4', '9/2'] -> (8/5 * ((7/2 * 4) - (7/2 - 9/2)))
[35704] ['1/5', '1/4', '8/7', '9/5', '4'] -> ((9/5 / 4) / ((1/4 / 8/7) - 1/5))
[35705] ['1/9', '1/4', '3/5', '7/3', '3'] -> (1/9 + ((7/3 + (3 / 1/4)) / 3/5))
[35706] ['1/2', '1', '3/2', '3/2', '9/4'] -> ((3/2 + 3/2) / ((1/2 * 9/4) - 1))
[35707] ['1/6', '5/9', '6/7', '7/3', '6'] -> ((7/3 + (6 / 6/7)) / (5/9 - 1/6))
[35708] ['3/8', '5/8', '7/9', '7/4', '3'] -> (3 / ((3/8 / 7/9) - (5/8 / 7/4)))
[35709] ['4/9', '5/7', '7/8', '9/7', '4'] -> (4 / ((5/7 / 9/7) - (4/9 * 7/8)))
[35710] ['2/9', '6/7', '7/5', '3/2', '5'] -> (7/5 * (((5 - 6/7) / 2/9) - 3/2))
[35711] ['3/8', '1/2', '4/7', '9/5', '4'] -> (4 / (4/7 * (1/2 - (3/8 / 9/5))))
[35712] ['1/2', '1', '3/2', '3/2', '7/3'] -> ((1 / 1/2) / (7/3 - (3/2 * 3/2)))
[35713] ['9/8', '8/7', '4/3', '4/3', '6'] -> (6 / (9/8 - (4/3 / (8/7 * 4/3))))
[35714] ['1/9', '1/4', '3/5', '5/2', '3'] -> (((3/5 / 1/9) - 3) / (1/4 / 5/2))
[35715] ['4/9', '5/7', '7/8', '7/5', '4'] -> ((4 / (4/9 * 5/7)) / (7/5 - 7/8))
[35716] ['3/8', '1/2', '4/7', '9/4', '4'] -> ((4/7 + 4) / (1/2 / (3/8 + 9/4)))
[35717] ['2/7', '9/8', '4/3', '7/3', '8'] -> (((4/3 - 7/3) + (8 / 2/7)) / 9/8)
[35718] ['1/2', '1', '3/2', '3/2', '5/2'] -> ((3/2 + 5/2) / ((1 / 3/2) - 1/2))
[35719] ['1/5', '1/4', '8/7', '7/3', '4'] -> (7/3 * ((4 / 1/4) - (8/7 / 1/5)))
[35720] ['1/4', '7/8', '9/7', '3/2', '2'] -> ((9/7 + (3/2 / 7/8)) / (1/4 / 2))
[35721] ['1/7', '5/8', '7/6', '7/6', '9'] -> (9 / (7/6 - (5/8 + (1/7 * 7/6))))
[35722] ['1/9', '1/4', '3/5', '8/3', '3'] -> (3 / (3/5 * (1/4 - (1/9 / 8/3))))
[35723] ['2/9', '6/7', '7/5', '5/3', '5'] -> (((5/3 / 7/5) - (6/7 - 5)) / 2/9)
[35724] ['1/9', '1/7', '3/7', '7/4', '4'] -> (4 / (7/4 * (1/7 - (1/9 * 3/7))))
[35725] ['1/2', '1', '3/2', '3/2', '7/2'] -> ((3/2 + 3/2) * (1 + (7/2 / 1/2)))
[35726] ['1/8', '5/8', '3/4', '7/3', '5'] -> (5 + ((5/8 + (3/4 * 7/3)) / 1/8))
[35727] ['3/8', '5/8', '7/9', '3', '7/2'] -> ((3 + (7/2 / (3/8 * 7/9))) / 5/8)
[35728] ['4/9', '5/7', '7/8', '8/5', '4'] -> (4 / (4/9 * (8/5 - (7/8 / 5/7))))
[35729] ['2/9', '6/7', '7/5', '7/4', '5'] -> (5 * ((7/5 / 2/9) - (6/7 * 7/4)))
[35730] ['2/7', '9/8', '4/3', '7/2', '8'] -> ((8 + (7/2 / 2/7)) / (9/8 / 4/3))
[35731] ['5/3', '5/3', '5/3', '8/3', '4'] -> (8/3 * ((5/3 + 5/3) + (5/3 + 4)))
[35732] ['9/8', '8/7', '4/3', '5/3', '6'] -> ((4/3 * 6) / ((5/3 / 8/7) - 9/8))
[35733] ['1/8', '5/8', '7/9', '7/9', '5'] -> ((5 / (1/8 / 5/8)) - (7/9 / 7/9))
[35734] ['5/3', '5/3', '5/3', '4', '9/2'] -> (4 + (9/2 * (5/3 + (5/3 * 5/3))))
[35735] ['1/7', '5/8', '7/6', '9/7', '9'] -> ((9 * (1/7 + 9/7)) / (5/8 / 7/6))
[35736] ['3/8', '5/8', '4/5', '5/6', '3'] -> (3 / (3/8 * (5/6 - (5/8 * 4/5))))
[35737] ['2/9', '6/7', '7/5', '9/5', '5'] -> ((9/5 / (6/7 * 7/5)) + (5 / 2/9))
[35738] ['4/9', '5/7', '7/8', '7/4', '4'] -> ((4 / 4/9) / ((5/7 * 7/4) - 7/8))
[35739] ['1/9', '1/4', '5/8', '5/8', '3'] -> (((5/8 / (1/9 * 5/8)) - 3) / 1/4)
[35740] ['5/3', '5/3', '7/4', '7/4', '4'] -> (4 / ((7/4 + 7/4) - (5/3 + 5/3)))
[35741] ['1/2', '1', '3/2', '8/5', '8/3'] -> (3/2 / ((1 / 8/3) - (1/2 / 8/5)))
[35742] ['2/7', '9/8', '4/3', '9/2', '8'] -> (((9/2 / 9/8) + (8 / 2/7)) / 4/3)
[35743] ['1/5', '1/4', '7/6', '4/3', '4'] -> (4 / (1/5 * (7/6 - (1/4 * 4/3))))
[35744] ['1/7', '5/8', '7/6', '4/3', '9'] -> (9 / ((4/3 / 7/6) - (1/7 + 5/8)))
[35745] ['1/9', '1/7', '4/9', '4/9', '4'] -> (((4/9 + 4/9) / (1/7 - 1/9)) - 4)
[35746] ['1/6', '5/9', '7/8', '8/7', '6'] -> (8/7 + (6 / (7/8 * (1/6 / 5/9))))
[35747] ['1/8', '5/8', '7/9', '5/6', '5'] -> ((5 + (5/6 / 1/8)) / (5/8 * 7/9))
[35748] ['3/8', '5/8', '4/5', '8/9', '3'] -> (3 / (4/5 - ((3/8 / 5/8) / 8/9)))
[35749] ['1/4', '7/8', '9/7', '2', '7/3'] -> ((2 + (7/3 / 7/8)) / (1/4 / 9/7))
[35750] ['1/9', '1/4', '5/8', '5/7', '3'] -> (3 / (1/9 * (1/4 + (5/8 / 5/7))))
[35751] ['4/9', '5/7', '7/8', '9/4', '4'] -> (4 / (4/9 - ((5/7 * 7/8) / 9/4)))
[35752] ['1/6', '5/9', '7/8', '7/6', '6'] -> (6 / (((5/9 * 7/8) / 7/6) - 1/6))
[35753] ['2/7', '9/8', '7/5', '7/5', '8'] -> (((8 / 2/7) - (7/5 / 7/5)) / 9/8)
[35754] ['1/6', '5/7', '8/9', '4/3', '5'] -> (4/3 / ((1/6 / 5/7) - (8/9 / 5)))
[35755] ['1/7', '5/8', '7/6', '8/5', '9'] -> ((8/5 / (1/7 * 7/6)) + (9 / 5/8))
[35756] ['1/4', '7/8', '9/7', '2', '5/2'] -> ((9/7 / 1/4) / (5/2 - (2 / 7/8)))
[35757] ['1/9', '1/4', '5/8', '4/5', '3'] -> ((4/5 / (1/9 * 1/4)) - (3 / 5/8))
[35758] ['5/3', '5/3', '7/4', '8/3', '4'] -> (5/3 + (4 * (8/3 + (5/3 * 7/4))))
[35759] ['1/2', '1', '3/2', '5/3', '7/3'] -> ((5/3 + 7/3) / ((1 / 3/2) - 1/2))
[35760] ['1/5', '1/4', '7/6', '7/4', '4'] -> (4 / (1/5 * (7/4 + (1/4 - 7/6))))
[35761] ['4/9', '5/7', '7/8', '8/3', '4'] -> ((8/3 + 4) / (7/8 * (4/9 * 5/7)))
[35762] ['2/7', '9/8', '7/5', '3/2', '8'] -> (3/2 + (8 / (7/5 * (2/7 / 9/8))))
[35763] ['1/4', '7/8', '9/7', '2', '8/3'] -> ((9/7 * 2) * (8/3 / (1/4 / 7/8)))
[35764] ['5/3', '5/3', '9/5', '9/5', '4'] -> (4 * ((5/3 * 9/5) + (5/3 * 9/5)))
[35765] ['2/9', '6/7', '7/5', '5/2', '5'] -> ((6/7 * 7/5) * ((5 / 2/9) - 5/2))
[35766] ['1/9', '1/4', '5/8', '6/7', '3'] -> (((1/4 / 6/7) - (5/8 - 3)) / 1/9)
[35767] ['1/8', '5/8', '7/9', '8/9', '5'] -> (5 * ((7/9 / 1/8) - (8/9 / 5/8)))
[35768] ['1/2', '1', '3/2', '7/4', '9/5'] -> (1 / ((1/2 * 7/4) - (3/2 / 9/5)))
[35769] ['1/4', '7/8', '9/7', '2', '9/2'] -> ((2 + (9/2 / (7/8 * 9/7))) / 1/4)
[35770] ['5/3', '5/3', '9/5', '7/2', '4'] -> ((5/3 * 4) / ((7/2 / 9/5) - 5/3))
[35771] ['1/9', '1/4', '5/8', '8/7', '3'] -> ((3 / (1/9 * 8/7)) - (1/4 - 5/8))
[35772] ['3/8', '1/2', '3/5', '7/6', '4'] -> (((7/6 / 1/2) + (4 / 3/5)) / 3/8)
[35773] ['3/8', '5/8', '4/5', '4/3', '3'] -> ((3 / (3/8 * 5/8)) / (4/3 - 4/5))
[35774] ['2/9', '6/7', '7/5', '7/2', '5'] -> (6/7 * ((5 / (2/9 / 7/5)) - 7/2))
[35775] ['1/2', '1', '3/2', '7/4', '7/3'] -> (1 / ((1/2 * 7/4) + (3/2 - 7/3)))
[35776] ['9/8', '8/7', '7/5', '7/5', '6'] -> (6 / (9/8 - (7/5 / (8/7 * 7/5))))
[35777] ['5/3', '5/3', '9/4', '4', '9/2'] -> ((9/4 * 4) + (9/2 * (5/3 + 5/3)))
[35778] ['3/8', '1/2', '3/5', '5/4', '4'] -> ((3/5 * 5/4) * (4 / (1/2 - 3/8)))
[35779] ['1/9', '1/7', '4/9', '9/8', '4'] -> ((4/9 / ((1/7 / 9/8) - 1/9)) - 4)
[35780] ['3/8', '5/8', '4/5', '7/4', '3'] -> (3 / ((5/8 / 4/5) - (3/8 * 7/4)))
[35781] ['2/9', '6/7', '3/2', '3/2', '5'] -> ((5 / (2/9 * 6/7)) - (3/2 * 3/2))
[35782] ['1/2', '1', '3/2', '7/4', '8/3'] -> ((1/2 + 3/2) / ((1 + 7/4) - 8/3))
[35783] ['1/7', '5/8', '7/6', '8/3', '9'] -> ((5/8 + (9 / 8/3)) / (1/7 * 7/6))
[35784] ['1/9', '1/7', '4/9', '7/6', '4'] -> (4 / (4/9 - (1/9 + (1/7 * 7/6))))
[35785] ['3/8', '5/8', '4/5', '7/3', '3'] -> (3 / (5/8 * (7/3 - (4/5 / 3/8))))
[35786] ['2/9', '6/7', '3/2', '8/5', '5'] -> ((8/5 / 6/7) / ((3/2 / 5) - 2/9))
[35787] ['1/9', '1/4', '5/8', '9/5', '3'] -> (3 / (1/4 - (9/5 * (1/9 * 5/8))))
[35788] ['5/3', '5/3', '7/2', '4', '9/2'] -> ((7/2 + 9/2) * (4 - (5/3 / 5/3)))
[35789] ['1/6', '5/7', '8/9', '9/4', '5'] -> ((8/9 + (5 / (5/7 * 9/4))) / 1/6)
[35790] ['1/7', '5/8', '7/6', '9/2', '9'] -> ((9/2 + 9) / (7/6 * (5/8 - 1/7)))
[35791] ['1/6', '5/9', '7/8', '9/5', '6'] -> ((5/9 / 7/8) * (9/5 + (6 / 1/6)))
[35792] ['1/4', '7/8', '4/3', '7/4', '2'] -> (2 / (((4/3 - 7/8) / 1/4) - 7/4))
[35793] ['3/8', '5/8', '4/5', '8/3', '3'] -> ((3 / 5/8) / ((3/8 * 8/3) - 4/5))
[35794] ['2/7', '9/8', '7/5', '5/2', '8'] -> ((5/2 / (9/8 / 7/5)) * (8 - 2/7))
[35795] ['1/8', '5/8', '7/9', '9/7', '5'] -> ((5 / (1/8 / 5/8)) - (7/9 * 9/7))
[35796] ['1/4', '7/8', '4/3', '9/5', '2'] -> (4/3 / (2 - (7/8 / (1/4 * 9/5))))
[35797] ['1/7', '5/8', '6/5', '6/5', '9'] -> ((6/5 + (6/5 / 1/7)) + (9 / 5/8))
[35798] ['1/9', '1/7', '4/9', '5/4', '4'] -> (((4 - (4/9 * 5/4)) / 1/7) - 1/9)
[35799] ['3/8', '5/8', '4/5', '3', '7/2'] -> ((7/2 - (5/8 * 4/5)) / (3/8 / 3))
[35800] ['1/6', '5/9', '7/8', '7/2', '6'] -> ((7/2 / 7/8) + (6 / (1/6 / 5/9)))
[35801] ['2/7', '9/8', '7/5', '8/3', '8'] -> ((8 - (8/3 / 7/5)) / (2/7 / 9/8))
[35802] ['1/6', '5/7', '8/9', '5/2', '5'] -> (((5 / 5/7) - 5/2) / (1/6 / 8/9))
[35803] ['4/9', '5/7', '8/9', '9/7', '4'] -> ((9/7 * 4) / (5/7 - (4/9 / 8/9)))
[35804] ['1/2', '1', '3/2', '9/5', '7/2'] -> ((1/2 + 7/2) / (1 - (3/2 / 9/5)))
[35805] ['9/8', '8/7', '7/5', '9/4', '6'] -> (((9/8 * 6) / (7/5 - 8/7)) - 9/4)
[35806] ['5/3', '7/4', '7/4', '7/3', '4'] -> (4 / (5/3 - ((7/4 + 7/4) / 7/3)))
[35807] ['1/7', '5/8', '6/5', '5/4', '9'] -> ((9 / ((5/8 / 5/4) - 1/7)) - 6/5)
[35808] ['1/6', '5/9', '8/9', '8/9', '6'] -> ((8/9 + 8/9) / (1/6 - (5/9 / 6)))
[35809] ['3/8', '5/8', '5/6', '6/7', '3'] -> ((3 / 6/7) / ((5/8 * 5/6) - 3/8))
[35810] ['5/3', '7/4', '7/4', '5/2', '4'] -> (4 / ((5/3 - 5/2) + (7/4 / 7/4)))
[35811] ['2/9', '6/7', '3/2', '9/4', '5'] -> ((((3/2 + 5) / 6/7) - 9/4) / 2/9)
[35812] ['1/4', '7/8', '7/5', '7/5', '2'] -> ((7/5 + (7/5 / 7/8)) / (1/4 / 2))
[35813] ['1/6', '5/7', '8/9', '9/2', '5'] -> ((9/2 - (1/6 / 5/7)) / (8/9 / 5))
[35814] ['1/2', '1', '3/2', '9/4', '7/2'] -> ((1 / 1/2) / ((7/2 / 3/2) - 9/4))
[35815] ['3/8', '1/2', '5/8', '6/7', '4'] -> ((1/2 + 4) / (5/8 - (3/8 / 6/7)))
[35816] ['1/6', '5/9', '8/9', '9/8', '6'] -> (5/9 / ((1/6 * (8/9 + 6)) - 9/8))
[35817] ['9/8', '8/7', '7/5', '5/2', '6'] -> ((6 / 5/2) / ((7/5 / 8/7) - 9/8))
[35818] ['5/3', '7/4', '7/4', '8/3', '4'] -> ((4 * (7/4 + (7/4 * 8/3))) - 5/3)
[35819] ['2/7', '9/8', '3/2', '8/5', '8'] -> (8 * ((9/8 / 2/7) - (3/2 / 8/5)))
[35820] ['1/4', '7/8', '7/5', '3/2', '2'] -> (3/2 / (((7/8 / 7/5) / 2) - 1/4))
[35821] ['4/9', '5/7', '8/9', '3/2', '4'] -> ((8/9 / ((5/7 / 3/2) - 4/9)) - 4)
[35822] ['2/7', '9/8', '3/2', '5/3', '8'] -> (8 * ((3/2 / (2/7 * 9/8)) - 5/3))
[35823] ['4/9', '5/7', '8/9', '8/5', '4'] -> ((8/5 * 4) / (8/9 - (4/9 / 5/7)))
[35824] ['1/8', '5/8', '7/9', '7/4', '5'] -> (7/9 / (1/8 - (5/8 / (7/4 + 5))))
[35825] ['1/4', '7/8', '7/5', '8/5', '2'] -> ((7/5 + (8/5 * (7/8 + 2))) / 1/4)
[35826] ['2/7', '9/8', '3/2', '7/4', '8'] -> ((3/2 - (9/8 / 7/4)) / (2/7 / 8))
[35827] ['5/3', '7/4', '9/5', '5/2', '4'] -> ((9/5 * 5/2) * ((7/4 * 4) - 5/3))
[35828] ['1/9', '1/7', '4/9', '9/4', '4'] -> (((4 - (1/9 / 4/9)) / 1/7) - 9/4)
[35829] ['1/6', '5/7', '9/8', '6/5', '5'] -> (5 / ((9/8 / 5/7) - (1/6 + 6/5)))
[35830] ['1/4', '7/8', '7/5', '5/3', '2'] -> ((2 + (7/5 / 7/8)) / (1/4 / 5/3))
[35831] ['1/9', '1/4', '5/7', '5/7', '3'] -> (((5/7 / (1/9 * 5/7)) - 3) / 1/4)
[35832] ['2/9', '6/7', '8/5', '8/5', '5'] -> ((6/7 * 5) * ((8/5 / 2/9) - 8/5))
[35833] ['1/6', '5/9', '8/9', '9/7', '6'] -> (8/9 / ((1/6 / 9/7) - (5/9 / 6)))
[35834] ['1/6', '5/7', '9/8', '5/4', '5'] -> (5 / (5/7 * (5/4 + (1/6 - 9/8))))
[35835] ['1/4', '7/8', '7/5', '7/4', '2'] -> ((7/5 / (1/4 * 7/8)) * (7/4 + 2))
[35836] ['3/8', '5/8', '5/6', '7/5', '3'] -> ((7/5 * 3) / (5/8 - (3/8 / 5/6)))
[35837] ['3/8', '5/8', '5/6', '3/2', '3'] -> (3 / (((5/8 / 5/6) / 3/2) - 3/8))
[35838] ['2/9', '6/7', '8/5', '7/4', '5'] -> ((8/5 / 7/4) * (5 / (2/9 * 6/7)))
[35839] ['3/8', '1/2', '2/3', '5/7', '4'] -> (((1/2 / 3/8) / (5/7 - 2/3)) - 4)
[35840] ['1/8', '5/8', '7/9', '8/3', '5'] -> (5 / ((5/8 - 1/8) - (7/9 / 8/3)))
[35841] ['5/3', '7/4', '5/2', '5/2', '4'] -> ((5/2 * 4) / ((5/3 * 7/4) - 5/2))
[35842] ['1/5', '1/4', '9/7', '7/2', '4'] -> (7/2 * (4 + (9/7 / (1/5 + 1/4))))
[35843] ['1/2', '1', '8/5', '8/5', '9/4'] -> (8/5 / (1 - ((1/2 + 8/5) / 9/4)))
[35844] ['1/9', '1/7', '1/2', '3/5', '4'] -> ((4 / 3/5) / ((1/9 / 1/7) - 1/2))
[35845] ['1/9', '1/4', '5/7', '4/5', '3'] -> ((4/5 / 1/9) + (3 / (1/4 * 5/7)))
[35846] ['5/3', '7/4', '5/2', '8/3', '4'] -> (5/3 + (8/3 * (4 + (7/4 * 5/2))))
[35847] ['1/6', '5/7', '9/8', '8/5', '5'] -> (5 / (((1/6 + 9/8) / 5/7) - 8/5))
[35848] ['1/2', '1', '8/5', '8/5', '5/2'] -> (8/5 / ((5/2 / (1/2 + 1)) - 8/5))
[35849] ['2/7', '9/8', '8/5', '8/5', '8'] -> (((8 / 2/7) - (8/5 / 8/5)) / 9/8)
[35850] ['1/8', '5/8', '4/5', '6/7', '5'] -> ((6/7 / (1/8 / 4/5)) * (5 - 5/8))
[35851] ['3/8', '5/8', '5/6', '7/3', '3'] -> (3 / ((3/8 * 7/3) - (5/8 / 5/6)))
[35852] ['1/4', '7/8', '7/5', '2', '9/2'] -> ((2 * 9/2) / ((7/8 / 7/5) - 1/4))
[35853] ['1/8', '5/8', '4/5', '8/9', '5'] -> (((4/5 * 5) - 5/8) / (1/8 / 8/9))
[35854] ['1/9', '1/4', '5/7', '7/8', '3'] -> ((7/8 * (5/7 + (3 / 1/9))) - 1/4)
[35855] ['4/9', '5/7', '8/9', '4', '9/2'] -> (9/2 * (((4/9 + 4) / 5/7) - 8/9))
[35856] ['2/9', '6/7', '8/5', '5/2', '5'] -> (((5 / 6/7) - 5/2) / (2/9 / 8/5))
[35857] ['1/6', '5/9', '9/8', '9/8', '6'] -> (((6 * (9/8 + 9/8)) - 1/6) / 5/9)
[35858] ['9/8', '8/7', '8/5', '8/5', '6'] -> (6 / (9/8 - (8/5 / (8/7 * 8/5))))
[35859] ['1/7', '5/8', '5/4', '3/2', '9'] -> ((3/2 / (1/7 * 5/8)) + (9 / 5/4))
[35860] ['1/6', '5/7', '9/8', '9/4', '5'] -> (((9/8 + 5) / (1/6 / 5/7)) - 9/4)
[35861] ['2/7', '9/8', '8/5', '9/4', '8'] -> (8/5 * (8 + (9/4 / (2/7 * 9/8))))
[35862] ['1/4', '7/8', '3/2', '5/3', '2'] -> (2 / (7/8 - (1/4 * (3/2 + 5/3))))
[35863] ['1/6', '5/9', '9/8', '6/5', '6'] -> ((6 * (1/6 / 5/9)) / (6/5 - 9/8))
[35864] ['1/7', '5/8', '5/4', '5/3', '9'] -> (5/3 / (1/7 * (5/8 - (5/4 / 9))))
[35865] ['1/5', '1/4', '7/5', '5/2', '4'] -> ((4 - (1/5 + 7/5)) / (1/4 / 5/2))
[35866] ['1/6', '5/7', '9/8', '5/2', '5'] -> (((5 / 5/7) - 5/2) / (1/6 * 9/8))
[35867] ['1/6', '5/9', '9/8', '5/4', '6'] -> ((6 - (5/4 / (5/9 * 9/8))) / 1/6)
[35868] ['4/9', '5/7', '9/8', '6/5', '4'] -> ((4 / 4/9) / ((9/8 / 5/7) - 6/5))
[35869] ['3/8', '5/8', '6/7', '7/6', '3'] -> ((6/7 + 3) / ((5/8 / 7/6) - 3/8))
[35870] ['1/7', '5/8', '5/4', '7/4', '9'] -> (9 / (5/4 - (5/8 + (1/7 * 7/4))))
[35871] ['1/9', '1/7', '1/2', '8/7', '4'] -> (4 / (1/9 * (8/7 - (1/7 - 1/2))))
[35872] ['1/2', '1', '8/5', '5/3', '7/2'] -> ((1 + 7/2) * (5/3 / (1/2 / 8/5)))
[35873] ['1/6', '5/7', '9/8', '8/3', '5'] -> (((5 / 5/7) - (9/8 * 8/3)) / 1/6)
[35874] ['3/8', '5/8', '6/7', '6/5', '3'] -> ((3 / 6/7) / ((5/8 / 6/5) - 3/8))
[35875] ['3/8', '1/2', '5/7', '5/6', '4'] -> (4 / ((1/2 / 3/8) - (5/6 / 5/7)))
[35876] ['1/4', '7/8', '8/5', '8/5', '2'] -> ((8/5 + (7/8 * 8/5)) / (1/4 / 2))
[35877] ['4/9', '5/7', '9/8', '9/7', '4'] -> ((9/7 * 4) / (5/7 - (4/9 * 9/8)))
[35878] ['1/2', '1', '8/5', '7/4', '7/4'] -> ((1/2 + 7/4) / ((7/4 / 8/5) - 1))
[35879] ['1/4', '7/8', '8/5', '5/3', '2'] -> (2 / ((1/4 + 7/8) - (5/3 / 8/5)))
[35880] ['1/8', '5/8', '4/5', '9/4', '5'] -> ((9/4 * 5) / (5/8 - (1/8 / 4/5)))
[35881] ['3/8', '5/8', '6/7', '5/4', '3'] -> (3 / ((6/7 * (5/4 - 3/8)) - 5/8))
[35882] ['1/9', '1/4', '5/7', '7/5', '3'] -> (((7/5 / (1/9 / 5/7)) - 3) / 1/4)
[35883] ['3/8', '1/2', '5/7', '7/8', '4'] -> ((5/7 + 4) / ((1/2 / 7/8) - 3/8))
[35884] ['2/9', '6/7', '5/3', '9/5', '5'] -> (9/5 * ((5/3 / 2/9) + (5 / 6/7)))
[35885] ['1/6', '5/7', '9/8', '9/2', '5'] -> ((9/8 * 5) * (9/2 - (1/6 / 5/7)))
[35886] ['3/8', '5/8', '6/7', '9/7', '3'] -> ((9/7 * 3) / ((5/8 * 6/7) - 3/8))
[35887] ['1/4', '7/8', '8/5', '9/5', '2'] -> (9/5 / (7/8 - (2 * (1/4 * 8/5))))
[35888] ['1/6', '5/9', '9/8', '5/3', '6'] -> (5/3 / (5/9 * (9/8 - (1/6 * 6))))
[35889] ['3/8', '1/2', '5/7', '8/9', '4'] -> ((4 / ((3/8 + 1/2) - 5/7)) - 8/9)
[35890] ['5/3', '9/4', '7/3', '7/3', '4'] -> ((9/4 * 4) * (5/3 + (7/3 / 7/3)))
[35891] ['1/7', '5/8', '5/4', '8/3', '9'] -> (9 + (8/3 * (5/4 + (5/8 / 1/7))))
[35892] ['1/5', '1/4', '5/3', '7/2', '4'] -> ((7/2 * 4) / (1/4 + (1/5 * 5/3)))
[35893] ['1/6', '5/7', '8/7', '7/6', '5'] -> ((8/7 / 5/7) / ((7/6 / 5) - 1/6))
[35894] ['2/9', '6/7', '5/3', '7/3', '5'] -> (((6/7 * 7/3) - (5/3 - 5)) / 2/9)
[35895] ['1/6', '5/9', '9/8', '7/4', '6'] -> ((6 / (5/9 - 1/6)) / (9/8 / 7/4))
[35896] ['1/2', '1', '8/5', '7/4', '8/3'] -> ((1 / 1/2) / (7/4 - (8/3 / 8/5)))
[35897] ['5/3', '9/4', '7/3', '7/2', '4'] -> (4 / (5/3 - ((9/4 * 7/3) / 7/2)))
[35898] ['1/8', '5/8', '5/6', '8/9', '5'] -> (5/8 / ((5/6 / 5) - (1/8 / 8/9)))
[35899] ['1/9', '1/7', '1/2', '3/2', '4'] -> (4 * ((3/2 / 1/7) - (1/2 / 1/9)))
[35900] ['1/4', '7/8', '8/5', '2', '9/4'] -> ((9/4 / 1/4) / ((2 / 8/5) - 7/8))
[35901] ['9/8', '8/7', '5/3', '5/3', '6'] -> (6 / (9/8 - (5/3 / (8/7 * 5/3))))
[35902] ['2/7', '9/8', '5/3', '7/4', '8'] -> (((7/4 / 2/7) - 9/8) / (5/3 / 8))
[35903] ['1/8', '5/8', '5/6', '8/7', '5'] -> ((5 / (1/8 * 8/7)) / (5/8 + 5/6))
[35904] ['1/2', '1', '8/5', '7/4', '9/2'] -> ((1/2 * 9/2) / ((7/4 / 8/5) - 1))
[35905] ['1/9', '1/4', '5/7', '9/4', '3'] -> (3 + (9/4 / (1/9 * (1/4 + 5/7))))
[35906] ['3/8', '5/8', '6/7', '7/4', '3'] -> (3 / (6/7 - (3/8 + (5/8 / 7/4))))
[35907] ['1/9', '1/7', '1/2', '5/3', '4'] -> ((5/3 * 4) / ((1/9 / 1/7) - 1/2))
[35908] ['3/8', '1/2', '5/7', '5/4', '4'] -> ((1/2 + (5/4 / 5/7)) / (3/8 / 4))
[35909] ['1/4', '7/8', '8/5', '2', '5/2'] -> ((2 + (8/5 / 1/4)) / (7/8 / 5/2))
[35910] ['1/9', '1/4', '5/7', '7/3', '3'] -> ((5/7 + 3) * (7/3 / (1/9 + 1/4)))
[35911] ['1/5', '1/4', '9/5', '7/3', '4'] -> ((4 + (9/5 / 1/4)) / (1/5 * 7/3))
[35912] ['1/8', '5/8', '5/6', '9/7', '5'] -> ((5 + (5/6 / 1/8)) / (5/8 / 9/7))
[35913] ['2/9', '6/7', '5/3', '9/2', '5'] -> (((9/2 + (5/3 / 6/7)) / 2/9) - 5)
[35914] ['2/7', '9/8', '5/3', '9/4', '8'] -> (8 / (2/7 * (5/3 - (9/8 / 9/4))))
[35915] ['5/3', '5/2', '5/2', '4', '9/2'] -> (5/3 / ((5/2 / 4) - (5/2 / 9/2)))
[35916] ['1/7', '5/8', '9/7', '7/4', '9'] -> (9 / (7/4 - (9/7 + (1/7 * 5/8))))
[35917] ['1/6', '5/7', '8/7', '7/4', '5'] -> (8/7 / ((5/7 / 5) - (1/6 / 7/4)))
[35918] ['1/4', '7/8', '8/5', '2', '8/3'] -> ((2 / ((7/8 / 8/3) - 1/4)) - 8/5)
