[70921] ['1/5', '4/7', '9/7', '9/7', '6'] -> (((9/7 / 1/5) + (9/7 + 6)) / 4/7)
[71149] ['1/9', '5/9', '7/9', '9/7', '5'] -> ((5 / (1/9 / 5/9)) - (7/9 * 9/7))
[71150] ['1/9', '6/7', '5/3', '7/4', '4'] -> (4 / (6/7 * (7/4 + (1/9 - 5/3))))
[71151] ['1/9', '2/7', '5/7', '5/6', '7'] -> (7 * ((2/7 / 1/9) + (5/7 / 5/6)))
[71152] ['5/9', '5/7', '7/3', '7/2', '4'] -> (7/3 / ((7/2 / 4) - (5/9 / 5/7)))
[71153] ['1/5', '4/7', '7/4', '9/5', '6'] -> ((9/5 - (4/7 * 7/4)) / (1/5 / 6))
[71154] ['1/7', '2/5', '7/8', '9/8', '5'] -> (5 * ((2/5 / 1/7) + (7/8 + 9/8)))
[71155] ['2/7', '6/7', '4/3', '8/5', '2'] -> ((2/7 * 2) / (6/7 - (4/3 / 8/5)))
[71156] ['1/4', '7/3', '7/3', '7/2', '5'] -> (5 / (1/4 * (7/3 - (7/2 / 7/3))))
[71157] ['1/6', '3/5', '9/7', '7/2', '9'] -> (9/7 * ((1/6 + 7/2) + (9 / 3/5)))
[71158] ['1/9', '2/7', '5/7', '7/8', '7'] -> ((1/9 + 7) * (7/8 + (5/7 / 2/7)))
[71159] ['2/5', '6/7', '5/2', '3', '9/2'] -> ((3 / (2/5 / 5/2)) + (9/2 / 6/7))
[71160] ['1/5', '4/7', '7/4', '9/4', '6'] -> (6 / (1/5 * (9/4 - (4/7 * 7/4))))
[71161] ['1/8', '1/6', '1/5', '7/6', '3'] -> (((1/6 - 3) + (7/6 / 1/5)) / 1/8)
[71162] ['1/5', '1/3', '2/3', '9/7', '8'] -> ((2/3 + (1/3 / 1/5)) * (9/7 * 8))
[71163] ['1/9', '5/9', '7/9', '3/2', '5'] -> (3/2 * ((7/9 / 1/9) + (5 / 5/9)))
[71164] ['2/5', '7/9', '8/9', '9/4', '4'] -> ((7/9 / (9/4 - (8/9 / 2/5))) - 4)
[71165] ['1/4', '7/3', '7/3', '9/2', '5'] -> ((9/2 / 1/4) + (5 + (7/3 / 7/3)))
[71166] ['1/6', '3/5', '4/3', '4/3', '9'] -> ((3/5 + 9) * (4/3 - (1/6 - 4/3)))
[71167] ['1/9', '6/7', '5/3', '9/4', '4'] -> (4 / ((6/7 * (9/4 - 1/9)) - 5/3))
[71168] ['1/5', '1/3', '2/3', '3/2', '8'] -> (3/2 + (8 / (2/3 * (1/5 + 1/3))))
[71169] ['1/9', '2/7', '5/7', '9/8', '7'] -> ((5/7 - 2/7) * (7 / (1/9 * 9/8)))
[71170] ['1/4', '7/3', '5/2', '5/2', '5'] -> ((5 / 5/2) / ((1/4 + 7/3) - 5/2))
[71171] ['1/8', '1/6', '1/5', '5/4', '3'] -> (((1/5 / 1/8) + (3 / 5/4)) / 1/6)
[71172] ['5/9', '5/7', '5/2', '8/3', '4'] -> ((4 + (8/3 / (5/7 / 5/2))) / 5/9)
[71173] ['2/5', '6/7', '8/3', '8/3', '3'] -> ((6/7 * 3) * (8/3 + (8/3 / 2/5)))
[71174] ['1/7', '2/5', '7/8', '5/4', '5'] -> (((2/5 * 5) + (5/4 / 7/8)) / 1/7)
[71175] ['1/9', '5/9', '7/9', '7/4', '5'] -> ((5 - (7/4 * (5/9 + 7/9))) / 1/9)
[71176] ['1/5', '1/3', '2/3', '9/4', '8'] -> ((2/3 / 1/5) + (8 * (1/3 + 9/4)))
[71177] ['1/9', '6/7', '5/3', '5/2', '4'] -> ((5/3 / (1/9 * 6/7)) + (5/2 + 4))
[71178] ['1/9', '2/7', '5/7', '8/7', '7'] -> ((2/7 + 7) + ((5/7 + 8/7) / 1/9))
[71179] ['1/6', '3/5', '4/3', '9/4', '9'] -> ((9 - (9/4 / (3/5 / 4/3))) / 1/6)
[71180] ['5/9', '5/7', '8/3', '8/3', '4'] -> (8/3 / ((5/9 / 5/7) - (8/3 / 4)))
[71181] ['1/4', '7/3', '8/3', '9/2', '5'] -> ((8/3 + (7/3 / 1/4)) / (5 - 9/2))
[71182] ['2/5', '7/9', '8/9', '4', '9/2'] -> (9/2 * ((7/9 * 4) + (8/9 / 2/5)))
[71183] ['1/6', '3/5', '4/3', '7/3', '9'] -> ((4/3 / 3/5) / ((7/3 / 9) - 1/6))
[71184] ['1/9', '5/9', '7/9', '9/4', '5'] -> ((9/4 / 1/9) + (5 / (5/9 + 7/9)))
[71185] ['1/8', '1/6', '1/5', '9/4', '3'] -> (9/4 + ((3 + (1/8 / 1/5)) / 1/6))
[71186] ['5/9', '5/7', '8/3', '7/2', '4'] -> ((8/3 + (4 / 7/2)) / (5/7 - 5/9))
[71187] ['2/7', '6/7', '7/5', '8/5', '2'] -> ((6/7 + (2 * (7/5 + 8/5))) / 2/7)
[71188] ['1/7', '2/5', '7/8', '7/5', '5'] -> ((7/5 + (2/5 / 1/7)) / (7/8 / 5))
[71189] ['4/7', '5/6', '1', '5/3', '5/3'] -> ((5/3 / 5/6) / ((1 / 4/7) - 5/3))
[71190] ['1/9', '5/9', '7/9', '5/2', '5'] -> ((5/9 + 7/9) * (5 / (1/9 * 5/2)))
[71191] ['1/4', '5/2', '5/2', '5/2', '5'] -> ((5/2 + (5/2 * 5)) / (1/4 * 5/2))
[71192] ['1/6', '3/5', '4/3', '9/2', '9'] -> ((1/6 + 4/3) + ((9/2 + 9) / 3/5))
[71193] ['1/8', '1/6', '1/5', '7/3', '3'] -> (7/3 + ((3 + (1/6 / 1/8)) / 1/5))
[71194] ['1/7', '2/5', '7/8', '3/2', '5'] -> ((5 / (1/7 / 2/5)) / (7/8 / 3/2))
[71195] ['1/5', '1/3', '5/7', '7/9', '8'] -> ((8 / (1/5 / 1/3)) / (5/7 * 7/9))
[71196] ['2/5', '6/7', '3', '9/2', '9/2'] -> ((9/2 / 6/7) + ((3 + 9/2) / 2/5))
[71197] ['2/9', '2/7', '5/8', '7/6', '4'] -> (4 / (2/7 - ((2/9 * 5/8) / 7/6)))
[71198] ['5/9', '5/7', '7/2', '4', '9/2'] -> (4 + ((5/9 + 5/7) * (7/2 * 9/2)))
[71199] ['1/8', '1/6', '1/5', '8/3', '3'] -> ((3 / (1/5 - 1/8)) - (8/3 / 1/6))
[71200] ['2/7', '6/7', '7/5', '7/4', '2'] -> (6/7 / ((7/4 - 2/7) - (2 / 7/5)))
[71201] ['1/4', '8/3', '8/3', '7/2', '5'] -> ((7/2 / (1/4 / 8/3)) - (8/3 * 5))
[71202] ['5/9', '5/7', '4', '9/2', '9/2'] -> ((5/9 * 4) * (9/2 + (9/2 / 5/7)))
[71203] ['1/6', '3/5', '7/5', '8/5', '9'] -> ((9 - ((7/5 + 8/5) / 3/5)) / 1/6)
[71204] ['1/9', '6/7', '7/4', '7/3', '4'] -> (6/7 * ((7/4 * 4) + (7/3 / 1/9)))
[71205] ['2/5', '7/9', '9/8', '6/5', '4'] -> ((4 / (2/5 * 6/5)) / (9/8 - 7/9))
[71206] ['1/4', '8/3', '7/2', '7/2', '5'] -> (8/3 * (5 + (7/2 / (1/4 * 7/2))))
[71207] ['1/7', '2/5', '7/8', '7/4', '5'] -> (5 * ((2/5 / 1/7) + (7/4 / 7/8)))
[71208] ['1/5', '3/5', '8/7', '8/3', '5'] -> (1/5 / ((8/3 / 5) - (3/5 / 8/7)))
[71209] ['1/6', '3/5', '7/5', '7/4', '9'] -> ((9 - (3/5 + 7/5)) / (1/6 * 7/4))
[71210] ['1/4', '7/2', '7/2', '7/2', '5'] -> ((7/2 + (7/2 * 5)) / (1/4 * 7/2))
[71211] ['2/5', '7/8', '7/8', '8/9', '3'] -> (2/5 * ((7/8 / (8/9 - 7/8)) - 3))
[71212] ['4/7', '5/6', '1', '5/3', '5/2'] -> (1 / ((5/2 / 5/3) - (5/6 / 4/7)))
[71213] ['1/7', '2/5', '7/8', '9/5', '5'] -> ((2/5 + 5) / (9/5 * (1/7 * 7/8)))
[71214] ['1/9', '2/7', '5/7', '5/3', '7'] -> ((7 + (5/3 / 5/7)) / (1/9 / 2/7))
[71215] ['1/9', '5/9', '4/5', '8/9', '5'] -> (((4/5 * (5 - 5/9)) - 8/9) / 1/9)
[71216] ['1/5', '3/5', '7/6', '7/6', '5'] -> (((3/5 / 7/6) + (5 / 7/6)) / 1/5)
[71217] ['1/9', '6/7', '7/4', '4', '9/2'] -> (6/7 + ((9/2 + (4 / 1/9)) / 7/4))
[71218] ['1/9', '2/7', '5/7', '7/4', '7'] -> (7/4 * ((2/7 + 7) + (5/7 / 1/9)))
[71219] ['1/8', '1/6', '2/9', '4/7', '3'] -> ((3 + (1/6 / (1/8 * 4/7))) / 2/9)
[71220] ['1/5', '4/7', '9/4', '9/4', '6'] -> ((9/4 + (9/4 / 1/5)) + (6 / 4/7))
[71221] ['1/9', '2/7', '5/7', '9/5', '7'] -> ((7 - (9/5 * (1/9 * 5/7))) / 2/7)
[71222] ['1/7', '2/5', '7/8', '5/2', '5'] -> ((5/2 + 5) / (7/8 * (1/7 / 2/5)))
[71223] ['1/9', '6/7', '9/5', '9/5', '4'] -> ((((4 / 6/7) - 9/5) / 1/9) - 9/5)
[71224] ['5/9', '3/4', '3/4', '7/8', '4'] -> ((4 / (3/4 - 5/9)) / (3/4 / 7/8))
[71225] ['2/7', '6/7', '7/5', '2', '7/2'] -> ((6/7 + 2) * (7/2 + (7/5 / 2/7)))
[71226] ['1/5', '1/3', '5/7', '4/3', '8'] -> ((5/7 * 8) * (1/5 + (4/3 / 1/3)))
[71227] ['1/9', '5/9', '4/5', '9/7', '5'] -> (((5 / 9/7) - 5/9) / (1/9 / 4/5))
[71228] ['1/5', '3/5', '7/6', '8/5', '5'] -> ((3/5 + 5) / (8/5 - (1/5 + 7/6)))
[71229] ['4/7', '5/6', '1', '7/4', '9/5'] -> ((4/7 / 5/6) / ((9/5 / 7/4) - 1))
[71230] ['2/7', '2/7', '2/7', '1/2', '5'] -> ((5 / (2/7 - (2/7 * 2/7))) - 1/2)
[71231] ['5/9', '3/4', '3/4', '8/7', '4'] -> ((4 / (3/4 - 5/9)) / (3/4 * 8/7))
[71232] ['2/9', '2/7', '5/8', '5/3', '4'] -> (((5/3 / (2/7 * 5/8)) - 4) / 2/9)
[71233] ['1/5', '4/7', '9/4', '8/3', '6'] -> (6 / ((9/4 / (1/5 + 4/7)) - 8/3))
[71234] ['1/9', '2/7', '5/7', '8/3', '7'] -> (((2/7 + 5/7) + (7 / 1/9)) / 8/3)
[71235] ['1/5', '1/3', '5/7', '5/3', '8'] -> (8 * (1/5 + ((1/3 + 5/3) / 5/7)))
[71236] ['2/7', '6/7', '3/2', '9/5', '2'] -> ((2/7 * 2) / (6/7 - (3/2 / 9/5)))
[71237] ['4/7', '5/6', '1', '7/4', '9/4'] -> (1 / (((9/4 - 7/4) / 4/7) - 5/6))
[71238] ['1/9', '2/7', '5/7', '7/2', '7'] -> ((5/7 + 7) * (7/2 - (1/9 / 2/7)))
[71239] ['1/5', '3/5', '7/6', '9/5', '5'] -> (((9/5 / 3/5) + (5 / 1/5)) / 7/6)
[71240] ['5/9', '3/4', '3/4', '6/5', '4'] -> ((4 / 5/9) / ((3/4 + 3/4) - 6/5))
[71241] ['2/5', '7/8', '7/8', '7/5', '3'] -> (7/5 / ((2/5 * 7/8) - (7/8 / 3)))
[71242] ['1/9', '2/7', '5/7', '9/2', '7'] -> (7 * ((9/2 * (1/9 + 5/7)) - 2/7))
[71243] ['1/8', '1/6', '2/9', '9/8', '3'] -> (((9/8 - 1/8) / (1/6 * 2/9)) - 3)
[71244] ['1/5', '1/3', '5/7', '5/2', '8'] -> ((5/7 + 5/2) * (8 - (1/5 + 1/3)))
[71245] ['2/5', '7/8', '7/8', '3/2', '3'] -> (3/2 / ((7/8 / 2/5) + (7/8 - 3)))
[71246] ['2/9', '2/7', '5/8', '9/4', '4'] -> ((2/9 / (2/7 - (5/8 / 9/4))) - 4)
[71247] ['5/9', '3/4', '3/4', '9/7', '4'] -> (4 / ((3/4 / 9/7) - (5/9 * 3/4)))
[71248] ['2/7', '6/7', '8/5', '5/3', '2'] -> ((6/7 + (5/3 * (8/5 + 2))) / 2/7)
[71249] ['1/8', '1/6', '2/9', '8/7', '3'] -> ((3 / (2/9 - 1/8)) - (8/7 / 1/6))
[71250] ['1/5', '4/7', '7/3', '5/2', '6'] -> ((6 / (4/7 / 7/3)) - (1/5 * 5/2))
[71251] ['1/6', '3/5', '7/4', '9/4', '9'] -> (((7/4 + (9/4 / 3/5)) / 1/6) - 9)
[71252] ['1/9', '5/9', '4/5', '9/2', '5'] -> (9/2 * ((5/9 * 4/5) - (1/9 - 5)))
[71253] ['2/9', '2/7', '5/8', '7/3', '4'] -> ((4 - (2/7 * 7/3)) / (2/9 * 5/8))
[71254] ['1/5', '3/5', '7/6', '8/3', '5'] -> (1/5 / ((7/6 / 5) - (3/5 / 8/3)))
[71255] ['1/5', '1/3', '3/4', '7/9', '8'] -> (8 * (7/9 + (1/3 / (1/5 * 3/4))))
[71256] ['5/9', '3/4', '3/4', '3/2', '4'] -> (4 / ((3/4 / 3/4) - (5/9 * 3/2)))
[71257] ['1/9', '2/7', '3/4', '5/6', '7'] -> (3/4 * ((5/6 / 1/9) + (7 / 2/7)))
[71258] ['2/7', '6/7', '8/5', '7/4', '2'] -> ((6/7 + (8/5 * (7/4 + 2))) / 2/7)
[71259] ['1/6', '3/5', '7/4', '8/3', '9'] -> ((8/3 + 9) / (7/4 * (1/6 / 3/5)))
[71260] ['2/7', '2/7', '2/7', '3/4', '5'] -> (2/7 + ((2/7 + (5 / 2/7)) / 3/4))
[71261] ['1/9', '5/9', '5/6', '6/7', '5'] -> (((5/6 / 1/9) + (5 / 6/7)) / 5/9)
[71262] ['2/7', '6/7', '8/5', '9/5', '2'] -> ((8/5 / (2/7 / 6/7)) / (2 - 9/5))
[71263] ['1/5', '3/5', '6/5', '5/4', '5'] -> (6/5 / (1/5 - ((3/5 * 5/4) / 5)))
[71264] ['1/9', '2/7', '3/4', '7/8', '7'] -> (7 * ((2/7 / 1/9) + (3/4 / 7/8)))
[71265] ['1/5', '4/7', '5/2', '9/2', '6'] -> (5/2 * ((6 / 4/7) - (1/5 * 9/2)))
[71266] ['5/9', '3/4', '3/4', '9/4', '4'] -> (4 / (3/4 * (5/9 - (3/4 / 9/4))))
[71267] ['2/7', '2/7', '2/7', '4/5', '5'] -> ((4/5 + (2/7 + 2/7)) / (2/7 / 5))
[71268] ['1/6', '3/5', '7/4', '7/2', '9'] -> (3/5 * (((9 - 7/4) / 1/6) - 7/2))
[71269] ['1/9', '6/7', '7/3', '7/3', '4'] -> (4 + (6/7 * (7/3 + (7/3 / 1/9))))
[71270] ['1/5', '4/7', '8/3', '8/3', '6'] -> ((8/3 / 4/7) + (6 + (8/3 / 1/5)))
[71271] ['1/9', '2/7', '3/4', '8/7', '7'] -> (7 * ((2/7 / 1/9) + (3/4 * 8/7)))
[71272] ['5/9', '3/4', '3/4', '7/3', '4'] -> ((7/3 + (3/4 / 3/4)) / (5/9 / 4))
[71273] ['2/9', '2/7', '5/8', '4', '9/2'] -> (((2/9 * 9/2) + (4 / 2/7)) / 5/8)
[71274] ['4/7', '5/6', '1', '9/5', '8/3'] -> (1 / (8/3 - (9/5 / (4/7 / 5/6))))
[71275] ['2/5', '7/8', '7/8', '3', '7/2'] -> (7/2 / (7/8 - (7/8 / (2/5 * 3))))
[71276] ['1/5', '1/3', '3/4', '9/8', '8'] -> (8 * ((3/4 / (1/5 * 9/8)) - 1/3))
[71277] ['2/7', '6/7', '8/5', '2', '8/3'] -> ((2 + (6/7 * 8/3)) / (2/7 / 8/5))
[71278] ['2/7', '2/7', '2/7', '6/7', '5'] -> (((2/7 / 2/7) + (6/7 + 5)) / 2/7)
[71279] ['1/6', '3/5', '9/5', '9/4', '9'] -> ((9 / 9/4) / ((3/5 / 9/5) - 1/6))
[71280] ['1/9', '6/7', '7/3', '5/2', '4'] -> (4 / (((5/2 - 1/9) / 7/3) - 6/7))
[71281] ['5/9', '3/4', '3/4', '5/2', '4'] -> (4 * ((3/4 + 3/4) + (5/2 / 5/9)))
[71282] ['2/5', '7/8', '7/8', '3', '9/2'] -> (3 / (9/2 - ((7/8 + 7/8) / 2/5)))
[71283] ['2/7', '2/7', '2/7', '7/8', '5'] -> ((5 + (2/7 / 2/7)) / (2/7 * 7/8))
[71284] ['1/9', '5/9', '5/6', '7/6', '5'] -> (((5/6 / 1/9) + (7/6 * 5)) / 5/9)
[71285] ['1/8', '1/6', '1/4', '5/9', '3'] -> (((1/6 / 1/8) + (3 / 1/4)) / 5/9)
[71286] ['1/5', '4/7', '8/3', '9/2', '6'] -> (4/7 * ((8/3 * 9/2) + (6 / 1/5)))
[71287] ['5/9', '3/4', '3/4', '7/2', '4'] -> ((7/2 + 4) / (3/4 * (5/9 * 3/4)))
[71288] ['1/9', '2/7', '3/4', '9/7', '7'] -> ((9/7 * (1/9 + 7)) / (2/7 / 3/4))
[71289] ['1/6', '3/5', '9/4', '9/4', '9'] -> (((9/4 / 3/5) + (9/4 / 9)) / 1/6)
[71290] ['1/9', '6/7', '5/2', '8/3', '4'] -> (((5/2 + 8/3) / (6/7 / 4)) - 1/9)
[71291] ['2/7', '6/7', '5/3', '9/5', '2'] -> ((6/7 + (2 * (5/3 * 9/5))) / 2/7)
[71292] ['1/5', '4/7', '7/2', '9/2', '6'] -> (7/2 * ((9/2 / (1/5 / 4/7)) - 6))
[71293] ['1/8', '1/6', '1/4', '4/5', '3'] -> ((3 + (1/4 / 1/8)) / (1/6 / 4/5))
[71294] ['2/9', '2/7', '2/3', '7/8', '4'] -> ((2/7 + (4 / 2/9)) / (2/3 / 7/8))
[71295] ['1/5', '1/3', '3/4', '7/5', '8'] -> ((3/4 * 8) * ((7/5 / 1/3) - 1/5))
[71296] ['1/5', '3/5', '5/4', '5/3', '5'] -> ((5 + (3/5 * 5/3)) / (1/5 * 5/4))
[71297] ['5/9', '3/4', '7/9', '4/5', '4'] -> (((7/9 / 5/9) / (4/5 - 3/4)) - 4)
[71298] ['4/7', '5/6', '1', '9/4', '5/2'] -> ((5/2 / (4/7 * (1 - 5/6))) - 9/4)
[71299] ['1/8', '1/6', '1/4', '6/7', '3'] -> (((1/8 / 1/4) + (3 / 6/7)) / 1/6)
[71300] ['1/9', '5/9', '5/6', '8/5', '5'] -> (5 / (5/6 - (5/9 + (1/9 / 8/5))))
[71301] ['2/5', '7/8', '8/9', '6/5', '3'] -> (3 / ((2/5 / 8/9) + (7/8 - 6/5)))
[71302] ['1/6', '3/5', '9/4', '7/2', '9'] -> ((1/6 + (7/2 / 3/5)) / (9/4 / 9))
[71303] ['2/9', '2/7', '2/3', '9/8', '4'] -> ((2/9 + (4 / 2/7)) / (2/3 / 9/8))
[71304] ['1/5', '3/5', '5/4', '7/3', '5'] -> (((5 / 3/5) - 7/3) / (1/5 * 5/4))
[71305] ['2/7', '2/7', '2/7', '9/7', '5'] -> (((2/7 + 2/7) + (9/7 + 5)) / 2/7)
[71306] ['1/7', '2/5', '8/9', '9/4', '5'] -> (5 * ((2/5 / 1/7) + (8/9 * 9/4)))
[71307] ['1/5', '3/5', '3/5', '5/7', '6'] -> (5/7 * (3/5 + ((3/5 + 6) / 1/5)))
[71308] ['1/9', '2/7', '3/4', '5/3', '7'] -> ((5/3 + 7) / (3/4 - (1/9 / 2/7)))
[71309] ['1/9', '6/7', '8/3', '4', '9/2'] -> (((8/3 + (4 * 9/2)) / 6/7) - 1/9)
[71310] ['1/8', '1/6', '1/4', '8/7', '3'] -> ((3 + (1/8 / 1/4)) / (1/6 / 8/7))
[71311] ['5/9', '3/4', '7/9', '9/8', '4'] -> (4 / ((9/8 / 3/4) - (5/9 + 7/9)))
[71312] ['2/9', '2/7', '2/3', '7/6', '4'] -> ((2/3 * 4) / ((2/7 * 7/6) - 2/9))
[71313] ['1/9', '5/9', '5/6', '9/5', '5'] -> (((5 / 9/5) - 5/9) / (1/9 * 5/6))
[71314] ['4/7', '5/6', '1', '9/4', '9/2'] -> (1 / ((9/4 / (4/7 * 9/2)) - 5/6))
[71315] ['2/7', '6/7', '5/3', '2', '9/2'] -> (9/2 * (2/7 + (2 * (6/7 + 5/3))))
[71316] ['2/7', '2/7', '2/7', '4/3', '5'] -> (2/7 + (4/3 * (2/7 + (5 / 2/7))))
[71317] ['1/5', '1/3', '3/4', '5/2', '8'] -> (8 / ((5/2 * (1/5 / 3/4)) - 1/3))
[71318] ['1/6', '3/5', '7/3', '9/2', '9'] -> ((9/2 / (1/6 * 3/5)) - (7/3 * 9))
[71319] ['5/9', '3/4', '7/9', '8/7', '4'] -> ((3/4 * 4) / ((7/9 / 8/7) - 5/9))
[71320] ['1/5', '3/5', '5/4', '7/2', '5'] -> (((5 - 3/5) / (1/5 / 5/4)) - 7/2)
[71321] ['1/5', '3/5', '3/5', '6/7', '6'] -> ((3/5 + (6 * (3/5 / 6/7))) / 1/5)
[71322] ['1/9', '5/9', '5/6', '9/4', '5'] -> (((5 / 5/9) - 1/9) / (5/6 / 9/4))
[71323] ['2/7', '6/7', '7/4', '7/4', '2'] -> ((2 / 2/7) / ((7/4 / 6/7) - 7/4))
[71324] ['1/5', '1/3', '3/4', '7/2', '8'] -> (8 * ((7/2 / 3/4) - (1/3 / 1/5)))
[71325] ['1/8', '1/6', '1/4', '9/5', '3'] -> (9/5 * ((1/6 / 1/8) + (3 / 1/4)))
[71326] ['2/7', '6/7', '7/4', '9/5', '2'] -> (2 / (7/4 - (6/7 / (2/7 * 9/5))))
[71327] ['1/5', '3/5', '5/4', '9/2', '5'] -> ((9/2 * (3/5 + 5)) / (5/4 - 1/5))
[71328] ['1/9', '2/7', '3/4', '7/3', '7'] -> ((2/7 * 7/3) / ((1/9 * 7) - 3/4))
[71329] ['1/9', '5/9', '6/7', '6/7', '5'] -> ((5 / (1/9 / 5/9)) - (6/7 / 6/7))
[71330] ['1/9', '7/8', '7/8', '8/9', '4'] -> ((4 - (7/8 / 7/8)) / (1/9 / 8/9))
[71331] ['1/6', '3/5', '7/2', '7/2', '9'] -> (((3/5 * (7/2 + 9)) - 7/2) / 1/6)
[71332] ['2/5', '7/8', '8/9', '8/5', '3'] -> ((2/5 / (8/9 - 7/8)) - (8/5 * 3))
[71333] ['1/9', '2/7', '3/4', '5/2', '7'] -> ((5/2 / 1/9) + (7 * (2/7 * 3/4)))
[71334] ['5/9', '3/4', '7/9', '9/7', '4'] -> ((7/9 / ((3/4 / 9/7) - 5/9)) - 4)
[71335] ['2/7', '6/7', '7/4', '2', '7/3'] -> ((2 / 2/7) / (7/3 - (7/4 / 6/7)))
[71336] ['1/8', '1/6', '2/7', '3/8', '3'] -> (3 * (1/8 + (3/8 / (1/6 * 2/7))))
[71337] ['1/9', '7/8', '7/8', '9/8', '4'] -> ((4 - (7/8 / 7/8)) / (1/9 * 9/8))
[71338] ['1/5', '3/5', '3/5', '7/6', '6'] -> ((3/5 + (6 * (3/5 * 7/6))) / 1/5)
[71339] ['1/9', '2/7', '3/4', '8/3', '7'] -> ((2/7 + 8/3) * (7 / (1/9 + 3/4)))
[71340] ['2/5', '7/8', '8/9', '5/3', '3'] -> (3 / (7/8 - (5/3 * (2/5 / 8/9))))
[71341] ['1/5', '1/3', '7/9', '7/8', '8'] -> (((8 / 1/5) - 1/3) / (7/9 + 7/8))
[71342] ['2/7', '6/7', '7/4', '2', '5/2'] -> (((6/7 + 5/2) + (7/4 * 2)) / 2/7)
[71343] ['1/6', '3/5', '7/2', '9/2', '9'] -> ((((9 - 9/2) / 3/5) - 7/2) / 1/6)
[71344] ['1/7', '2/5', '9/8', '8/7', '5'] -> ((2/5 + (1/7 / 5)) / (8/7 - 9/8))
[71345] ['4/7', '5/6', '1', '5/2', '7/2'] -> (1 / ((5/2 / 4/7) - (5/6 + 7/2)))
[71346] ['1/9', '2/7', '3/4', '7/2', '7'] -> (((7/2 / 3/4) - (2/7 * 7)) / 1/9)
[71347] ['1/6', '5/8', '5/8', '5/8', '9'] -> ((9 + (5/8 / (1/6 * 5/8))) / 5/8)
[71348] ['2/7', '6/7', '7/4', '2', '8/3'] -> (2/7 / (((6/7 + 8/3) / 2) - 7/4))
[71349] ['2/9', '2/7', '2/3', '5/2', '4'] -> (((4 / 2/7) - 2/3) / (2/9 * 5/2))
[71350] ['1/5', '3/5', '9/7', '7/4', '5'] -> (7/4 * ((5 / (1/5 / 3/5)) - 9/7))
[71351] ['4/7', '5/6', '1', '5/2', '9/2'] -> ((4/7 / (1 - 5/6)) * (5/2 + 9/2))
[71352] ['1/9', '7/8', '7/8', '5/4', '4'] -> ((7/8 + 4) + ((7/8 + 5/4) / 1/9))
[71353] ['1/9', '5/9', '6/7', '8/7', '5'] -> (((6/7 * (5 - 5/9)) - 8/7) / 1/9)
[71354] ['1/5', '1/3', '7/9', '7/6', '8'] -> (8 * ((7/9 / (1/5 * 7/6)) - 1/3))
[71355] ['1/9', '2/7', '7/9', '4/5', '7'] -> (7 / (7/9 - ((1/9 / 2/7) / 4/5)))
[71356] ['2/7', '6/7', '9/5', '9/5', '2'] -> ((9/5 + (6/7 / 2/7)) / (2 - 9/5))
[71357] ['2/5', '7/9', '8/7', '4', '9/2'] -> ((7/9 * 9/2) * (4 + (8/7 / 2/5)))
[71358] ['5/9', '3/4', '7/9', '9/5', '4'] -> ((4 / 3/4) / ((5/9 * 9/5) - 7/9))
[71359] ['1/9', '5/9', '6/7', '7/6', '5'] -> ((5 / (1/9 / 5/9)) - (6/7 * 7/6))
[71360] ['2/5', '7/8', '8/9', '7/3', '3'] -> (7/3 / ((7/8 - 3) + (8/9 / 2/5)))
[71361] ['1/7', '2/5', '9/8', '5/4', '5'] -> (((5 - 9/8) / 1/7) - (5/4 / 2/5))
[71362] ['2/5', '7/9', '7/6', '7/6', '4'] -> (7/6 / (7/9 - (7/6 / (2/5 * 4))))
[71363] ['5/9', '3/4', '7/9', '9/4', '4'] -> (4 / (9/4 - (7/9 + (5/9 + 3/4))))
[71364] ['4/7', '5/6', '1', '8/3', '9/2'] -> (((9/2 / (4/7 / 8/3)) - 1) / 5/6)
[71365] ['2/7', '2/7', '2/7', '9/2', '5'] -> (9/2 + ((5 + (2/7 + 2/7)) / 2/7))
[71366] ['2/5', '7/8', '8/9', '5/2', '3'] -> ((2/5 * 5/2) / (3 * (8/9 - 7/8)))
[71367] ['2/7', '6/7', '9/5', '2', '7/3'] -> (((2 * 7/3) - 6/7) / (2/7 / 9/5))
[71368] ['1/9', '7/8', '7/8', '7/5', '4'] -> (4 / (1/9 * (7/8 + (7/8 / 7/5))))
[71369] ['2/5', '7/9', '7/6', '6/5', '4'] -> (4 / ((2/5 - 7/6) + (7/9 * 6/5)))
[71370] ['2/9', '2/7', '5/7', '4/5', '4'] -> ((((4 / 2/9) - 2/7) / 5/7) - 4/5)
[71371] ['2/7', '2/7', '1/3', '2/5', '5'] -> ((2/7 + (2/5 * 5)) / (2/7 * 1/3))
[71372] ['4/7', '5/6', '1', '7/2', '7/2'] -> ((4/7 / (1 - 5/6)) * (7/2 + 7/2))
[71373] ['2/5', '7/9', '7/6', '5/4', '4'] -> (4 / ((7/9 / 7/6) - (2/5 * 5/4)))
[71374] ['2/9', '2/7', '5/7', '5/6', '4'] -> ((5/7 + ((2/7 + 4) / 2/9)) / 5/6)
[71375] ['1/5', '1/3', '7/9', '5/3', '8'] -> (8 / ((1/5 - 1/3) + (7/9 / 5/3)))
[71376] ['1/9', '2/7', '7/9', '6/5', '7'] -> ((7/9 + 7) * (6/5 / (1/9 / 2/7)))
