[115246] ['1/4', '3/8', '4/7', '3/4', '4'] -> (((4 / 4/7) - 1/4) / (3/8 * 3/4))
[115475] ['3/8', '1/2', '8/5', '2', '9/4'] -> ((1/2 + 2) * (9/4 / (3/8 / 8/5)))
[115476] ['1/7', '1/5', '7/6', '5/4', '4'] -> ((4 + (1/7 / 5/4)) / (1/5 / 7/6))
[115477] ['2/9', '2/9', '3/5', '5/8', '7'] -> (7 / ((5/8 * (2/9 + 3/5)) - 2/9))
[115478] ['1/8', '3/5', '8/9', '9/4', '6'] -> (((6 / 8/9) - (9/4 / 3/5)) / 1/8)
[115479] ['3/8', '3/7', '4/7', '4/7', '1'] -> (3/7 / ((3/8 * (4/7 + 1)) - 4/7))
[115480] ['1/8', '1/5', '7/9', '5/6', '7'] -> (1/5 / (((7/9 / 5/6) / 7) - 1/8))
[115481] ['2/7', '2/3', '5/6', '6/5', '7'] -> (2/3 + ((5/6 + (7 / 6/5)) / 2/7))
[115482] ['1/5', '7/8', '4/3', '7/3', '9'] -> (9 / (1/5 * (7/3 + (7/8 - 4/3))))
[115483] ['2/9', '4/7', '5/8', '8/3', '8'] -> ((8 - (8/3 / 4/7)) / (2/9 * 5/8))
[115484] ['3/5', '4/3', '7/5', '7/5', '4'] -> (4 * (4/3 + ((7/5 + 7/5) / 3/5)))
[115485] ['1/7', '1/5', '7/6', '7/4', '4'] -> ((4 / (1/5 - 1/7)) / (7/6 + 7/4))
[115486] ['1/7', '1/4', '8/5', '7/4', '3'] -> (8/5 * ((7/4 / 1/7) - (1/4 - 3)))
[115487] ['1/8', '3/5', '8/9', '5/2', '6'] -> ((8/9 * 5/2) * (6 + (3/5 / 1/8)))
[115488] ['2/9', '4/7', '5/8', '9/2', '8'] -> (((2/9 * 9/2) + (8 / 4/7)) / 5/8)
[115489] ['3/8', '3/7', '4/7', '7/9', '1'] -> ((1 / (3/8 * 7/9)) / (4/7 - 3/7))
[115490] ['1/7', '1/5', '7/6', '9/5', '4'] -> (4 / (9/5 - (7/6 / (1/7 / 1/5))))
[115491] ['1/4', '3/8', '5/7', '5/4', '4'] -> ((4 - (5/4 / 5/7)) / (1/4 * 3/8))
[115492] ['2/7', '2/3', '5/6', '4/3', '7'] -> ((2/7 * 7) / (4/3 - (5/6 / 2/3)))
[115493] ['1/5', '7/8', '4/3', '9/2', '9'] -> (((9/2 / (1/5 / 4/3)) - 9) / 7/8)
[115494] ['3/8', '1/2', '8/5', '2', '9/2'] -> ((8/5 * 9/2) * (2 + (1/2 / 3/8)))
[115495] ['2/9', '2/9', '3/5', '7/9', '7'] -> ((7 - ((2/9 + 7/9) / 3/5)) / 2/9)
[115496] ['4/9', '2/3', '8/7', '8/3', '3'] -> ((3 + (8/3 / 8/7)) / (2/3 - 4/9))
[115497] ['1/4', '3/8', '5/7', '4/3', '4'] -> ((4/3 / (5/7 - (1/4 / 3/8))) - 4)
[115498] ['2/3', '7/8', '3/2', '9/5', '3'] -> (3/2 / ((7/8 / (3 - 9/5)) - 2/3))
[115499] ['1/7', '1/4', '8/5', '9/4', '3'] -> (8/5 * ((9/4 / 1/7) - (1/4 * 3)))
[115500] ['3/5', '5/7', '7/9', '8/5', '5'] -> ((5 / (3/5 * 5/7)) / (7/9 / 8/5))
[115501] ['2/9', '4/7', '2/3', '3/4', '8'] -> ((2/3 + 8) / (3/4 - (2/9 / 4/7)))
[115502] ['3/5', '4/3', '3/2', '3/2', '4'] -> ((3/2 + 3/2) * (4/3 + (4 / 3/5)))
[115503] ['2/7', '2/3', '5/6', '7/5', '7'] -> ((2/3 - (5/6 * 7/5)) + (7 / 2/7))
[115504] ['1/7', '1/5', '7/6', '7/3', '4'] -> (4 / (1/5 * (7/6 - (1/7 * 7/3))))
[115505] ['1/8', '1/5', '7/9', '7/6', '7'] -> (1/5 / ((7/9 / (7 - 7/6)) - 1/8))
[115506] ['2/9', '2/9', '3/5', '5/6', '7'] -> (5/6 * ((7 / 2/9) - (3/5 / 2/9)))
[115507] ['2/9', '4/7', '2/3', '4/5', '8'] -> (((8 / 4/5) - 2/3) / (2/9 / 4/7))
[115508] ['1/8', '3/5', '9/8', '8/7', '6'] -> (8/7 * (6 + (9/8 / (1/8 * 3/5))))
[115509] ['1/5', '7/8', '7/5', '9/4', '9'] -> (9 / (((7/5 - 7/8) / 1/5) - 9/4))
[115510] ['1/8', '3/5', '9/8', '7/6', '6'] -> (6 / ((1/8 / 3/5) - (9/8 - 7/6)))
[115511] ['2/7', '2/3', '5/6', '8/5', '7'] -> ((7 / 2/7) - ((2/3 / 5/6) / 8/5))
[115512] ['1/8', '1/5', '7/9', '5/4', '7'] -> (7 / (7/9 * (1/8 + (1/5 * 5/4))))
[115513] ['3/8', '3/7', '4/7', '1', '5/4'] -> ((4/7 / (3/7 - 3/8)) * (1 + 5/4))
[115514] ['3/8', '1/2', '7/4', '9/5', '2'] -> ((2 + (7/4 / 3/8)) / (1/2 / 9/5))
[115515] ['1/5', '7/8', '7/5', '7/3', '9'] -> (7/3 / (7/8 - (7/5 / (1/5 * 9))))
[115516] ['2/9', '4/7', '2/3', '9/8', '8'] -> ((2/9 + (8 / 4/7)) / (2/3 / 9/8))
[115517] ['5/9', '8/9', '7/5', '9/5', '9'] -> (9 * (8/9 + (5/9 * (7/5 + 9/5))))
[115518] ['1/7', '1/4', '8/5', '3', '9/2'] -> ((9/2 / 1/7) - (3 / (1/4 * 8/5)))
[115519] ['2/3', '7/8', '8/5', '7/3', '3'] -> (((7/3 + 3) / (7/8 - 2/3)) - 8/5)
[115520] ['3/5', '4/3', '3/2', '5/2', '4'] -> (4/3 + (4 * (3/2 + (5/2 / 3/5))))
[115521] ['1/8', '1/5', '7/9', '9/7', '7'] -> (7 / (7/9 - ((1/8 / 1/5) / 9/7)))
[115522] ['3/8', '3/7', '4/7', '1', '7/5'] -> ((4/7 + (1 / 7/5)) / (3/7 - 3/8))
[115523] ['1/5', '7/8', '7/5', '5/2', '9'] -> (9 / (1/5 * (5/2 - (7/8 / 7/5))))
[115524] ['2/7', '2/3', '5/6', '5/3', '7'] -> ((2/7 + (5/3 / 5/6)) / (2/3 / 7))
[115525] ['1/7', '1/5', '6/5', '9/7', '4'] -> (((4 - (1/7 - 6/5)) / 1/5) - 9/7)
[115526] ['4/9', '2/3', '7/6', '3/2', '3'] -> ((3/2 / (7/6 - (4/9 + 2/3))) - 3)
[115527] ['2/9', '4/7', '2/3', '5/4', '8'] -> (((5/4 * 8) - 2/3) / (2/9 / 4/7))
[115528] ['1/4', '3/8', '5/7', '9/4', '4'] -> ((1/4 + ((9/4 + 4) / 5/7)) / 3/8)
[115529] ['1/7', '1/4', '5/3', '5/3', '3'] -> ((((5/3 / 1/4) - 3) / 1/7) - 5/3)
[115530] ['5/9', '8/9', '7/5', '5/2', '9'] -> ((7/5 + (5/9 - 8/9)) * (5/2 * 9))
[115531] ['1/8', '1/5', '7/9', '7/5', '7'] -> (7 / (7/9 * (1/5 + (1/8 * 7/5))))
[115532] ['3/5', '5/7', '7/9', '7/3', '5'] -> (5 * (3/5 + (7/3 / (5/7 * 7/9))))
[115533] ['3/8', '3/7', '4/7', '1', '7/4'] -> (1 / (7/4 - (3/8 + (4/7 / 3/7))))
[115534] ['1/5', '7/8', '7/5', '9/2', '9'] -> (9 / ((1/5 * 9/2) + (7/8 - 7/5)))
[115535] ['5/9', '8/9', '7/5', '8/3', '9'] -> (7/5 + ((9 + (8/9 + 8/3)) / 5/9))
[115536] ['3/5', '5/7', '7/9', '5/2', '5'] -> (5/2 * (3/5 + (5 / (5/7 * 7/9))))
[115537] ['3/5', '4/3', '5/3', '5/3', '4'] -> ((5/3 * 4) * (5/3 + (3/5 + 4/3)))
[115538] ['2/9', '4/7', '2/3', '5/3', '8'] -> (2/3 / (2/9 - (5/3 / (4/7 + 8))))
[115539] ['1/8', '3/5', '9/8', '7/2', '6'] -> ((3/5 + (9/8 / 1/8)) * (6 - 7/2))
[115540] ['2/3', '7/8', '5/3', '5/3', '3'] -> (3 / ((7/8 / 5/3) - (2/3 / 5/3)))
[115541] ['4/9', '2/3', '7/6', '9/5', '3'] -> (4/9 / ((7/6 / 3) - (2/3 / 9/5)))
[115542] ['3/8', '1/2', '2', '9/4', '7/3'] -> (((7/3 / (3/8 / 9/4)) - 2) / 1/2)
[115543] ['2/9', '2/9', '3/5', '6/5', '7'] -> (((7 / 2/9) - (3/5 / 2/9)) / 6/5)
[115544] ['3/5', '5/7', '7/9', '8/3', '5'] -> ((5/7 + 5) / (7/9 / (3/5 + 8/3)))
[115545] ['1/8', '1/5', '7/9', '7/4', '7'] -> ((7 / (1/8 + 7/4)) / (1/5 * 7/9))
[115546] ['1/7', '1/5', '6/5', '5/2', '4'] -> (4 * (5/2 + (6/5 / (1/7 + 1/5))))
[115547] ['4/9', '2/3', '7/6', '7/3', '3'] -> ((7/3 + 3) / (4/9 * (7/6 - 2/3)))
[115548] ['3/5', '5/7', '7/9', '7/2', '5'] -> (7/2 * ((3/5 * 5/7) + (5 / 7/9)))
[115549] ['5/9', '8/9', '3/2', '5/3', '9'] -> (3/2 + ((5/9 + 5/3) / (8/9 / 9)))
[115550] ['3/8', '3/7', '3/5', '3/5', '1'] -> (3/5 / ((3/5 / 3/7) - (3/8 + 1)))
[115551] ['2/3', '7/8', '5/3', '9/4', '3'] -> (3 / (9/4 - (2/3 + (7/8 * 5/3))))
[115552] ['4/9', '2/3', '7/6', '5/2', '3'] -> ((7/6 + (3 * (2/3 + 5/2))) / 4/9)
[115553] ['1/8', '3/5', '8/7', '7/6', '6'] -> (3/5 * ((6 / (1/8 * 7/6)) - 8/7))
[115554] ['3/8', '1/2', '2', '7/2', '7/2'] -> ((2 + (7/2 / 7/2)) / (1/2 - 3/8))
[115555] ['1/4', '3/8', '3/4', '8/7', '4'] -> (4 / (3/4 - ((1/4 / 3/8) / 8/7)))
[115556] ['5/9', '8/9', '3/2', '7/4', '9'] -> (9 / ((5/9 / 8/9) + (3/2 - 7/4)))
[115557] ['3/5', '5/7', '7/9', '9/2', '5'] -> (9/2 * (5 + (7/9 * (3/5 * 5/7))))
[115558] ['1/7', '1/5', '6/5', '8/3', '4'] -> (8/3 / ((6/5 / (4 - 1/7)) - 1/5))
[115559] ['1/5', '7/8', '8/5', '9/4', '9'] -> (9 / ((9/4 / (1/5 + 8/5)) - 7/8))
[115560] ['2/7', '2/3', '6/7', '9/8', '7'] -> (7 / (2/3 - (9/8 * (2/7 / 6/7))))
[115561] ['2/9', '4/7', '2/3', '9/2', '8'] -> ((2/3 / 2/9) / (8 - (9/2 / 4/7)))
[115562] ['1/7', '1/4', '7/4', '9/5', '3'] -> (9/5 * ((7/4 / (1/4 - 1/7)) - 3))
[115563] ['1/8', '1/5', '7/9', '7/3', '7'] -> (7 / ((1/8 / 1/5) - (7/9 / 7/3)))
[115564] ['5/9', '8/9', '3/2', '9/4', '9'] -> (9 * (9/4 + ((5/9 / 8/9) / 3/2)))
[115565] ['3/5', '4/3', '7/4', '5/2', '4'] -> (4 / (4/3 - (7/4 / (3/5 * 5/2))))
[115566] ['2/9', '4/7', '5/7', '5/7', '8'] -> (8 / ((5/7 / (4/7 + 5/7)) - 2/9))
[115567] ['2/3', '7/8', '5/3', '3', '9/2'] -> ((9/2 + (5/3 / 2/3)) / (7/8 / 3))
[115568] ['1/4', '3/8', '3/4', '9/7', '4'] -> ((4 + (3/4 / 1/4)) / (3/8 / 9/7))
[115569] ['2/7', '2/3', '6/7', '6/5', '7'] -> ((7 - (6/7 / 2/3)) / (2/7 / 6/5))
[115570] ['1/8', '1/5', '7/9', '5/2', '7'] -> ((7 / 7/9) / ((1/5 * 5/2) - 1/8))
[115571] ['1/5', '7/8', '8/5', '5/2', '9'] -> (9 / ((7/8 / 1/5) - (8/5 * 5/2)))
[115572] ['1/8', '1/5', '7/9', '8/3', '7'] -> ((7 - 8/3) / (1/5 * (1/8 + 7/9)))
[115573] ['2/3', '7/8', '7/4', '7/4', '3'] -> ((7/4 / 7/8) / (2/3 - (7/4 / 3)))
[115574] ['3/8', '5/9', '5/9', '3/5', '2'] -> (2 / (3/8 * (5/9 - (5/9 * 3/5))))
[115575] ['2/9', '2/9', '3/5', '8/5', '7'] -> (7 / (((2/9 + 3/5) / 8/5) - 2/9))
[115576] ['1/4', '3/8', '3/4', '8/5', '4'] -> (4 / (3/8 - ((1/4 / 3/4) / 8/5)))
[115577] ['1/7', '1/4', '9/5', '7/3', '3'] -> ((3 + (1/7 * 7/3)) / (1/4 / 9/5))
[115578] ['1/5', '7/8', '8/5', '9/2', '9'] -> ((9 + (8/5 * 9/2)) / (7/8 - 1/5))
[115579] ['1/8', '3/5', '8/7', '7/5', '6'] -> (6 / (((3/5 / 8/7) / 7/5) - 1/8))
[115580] ['4/9', '2/3', '6/5', '5/3', '3'] -> ((6/5 / (4/9 - (2/3 / 5/3))) - 3)
[115581] ['2/3', '7/8', '7/4', '7/3', '3'] -> ((7/3 * 3) / ((2/3 * 7/4) - 7/8))
[115582] ['1/7', '1/5', '5/4', '5/3', '4'] -> ((4 / (1/5 - 1/7)) / (5/4 + 5/3))
[115583] ['1/7', '1/4', '9/5', '5/2', '3'] -> (3 / (5/2 * (9/5 - (1/4 / 1/7))))
[115584] ['5/9', '8/9', '8/5', '5/2', '9'] -> ((8/5 * 9) * ((8/9 * 5/2) - 5/9))
[115585] ['3/8', '5/9', '5/9', '2/3', '2'] -> ((5/9 / 5/9) / (3/8 - (2/3 / 2)))
[115586] ['1/5', '7/8', '5/3', '5/3', '9'] -> (9 / (1/5 * (7/8 + (5/3 / 5/3))))
[115587] ['2/9', '4/7', '5/7', '9/8', '8'] -> (8 * (5/7 + (4/7 / (2/9 * 9/8))))
[115588] ['2/7', '2/3', '6/7', '8/5', '7'] -> ((7 + (6/7 / 2/7)) / (2/3 / 8/5))
[115589] ['4/9', '2/3', '6/5', '7/4', '3'] -> (2/3 / (4/9 - (7/4 / (6/5 + 3))))
[115590] ['1/8', '1/5', '4/5', '4/5', '7'] -> (((1/5 * 7) + (4/5 + 4/5)) / 1/8)
[115591] ['3/5', '5/7', '4/5', '9/8', '5'] -> ((3/5 / 5) / (9/8 - (4/5 / 5/7)))
[115592] ['3/8', '5/9', '5/9', '5/7', '2'] -> ((2 / 3/8) / ((5/9 / 5/7) - 5/9))
[115593] ['1/5', '7/8', '5/3', '7/4', '9'] -> (9 / ((1/5 - 7/8) + (7/4 / 5/3)))
[115594] ['5/9', '8/9', '5/3', '9/4', '9'] -> ((8/9 * 9/4) * (9 + (5/3 / 5/9)))
[115595] ['1/4', '3/8', '7/9', '7/8', '4'] -> ((3/8 + (7/8 / 7/9)) / (1/4 / 4))
[115596] ['1/8', '1/5', '4/5', '6/7', '7'] -> (1/5 / (((4/5 / 6/7) / 7) - 1/8))
[115597] ['2/7', '2/3', '6/7', '9/5', '7'] -> (((2/3 * 7) - 6/7) / (2/7 / 9/5))
[115598] ['3/5', '4/3', '9/4', '4', '9/2'] -> ((4/3 * 9/2) / (4 - (9/4 / 3/5)))
[115599] ['5/9', '8/9', '5/3', '5/2', '9'] -> (8/9 / ((5/9 / 5/2) - (5/3 / 9)))
[115600] ['3/5', '4/3', '7/3', '7/3', '4'] -> ((4/3 / 3/5) + (4 * (7/3 * 7/3)))
[115601] ['1/4', '3/8', '7/9', '9/8', '4'] -> (1/4 / ((3/8 * 7/9) - (9/8 / 4)))
[115602] ['3/8', '3/7', '3/5', '1', '8/7'] -> ((3/5 / (3/7 - 3/8)) * (1 + 8/7))
[115603] ['1/7', '1/4', '9/4', '9/4', '3'] -> ((9/4 + (9/4 / 1/7)) / (1/4 * 3))
[115604] ['2/3', '7/8', '9/5', '5/2', '3'] -> (9/5 / (7/8 - (3 * (2/3 / 5/2))))
[115605] ['3/8', '5/9', '5/9', '5/6', '2'] -> ((5/9 / 5/9) / ((5/6 / 2) - 3/8))
[115606] ['2/9', '2/9', '5/8', '2/3', '7'] -> (7 / ((5/8 + 2/3) - (2/9 / 2/9)))
[115607] ['4/9', '2/3', '6/5', '8/3', '3'] -> ((6/5 * 3) * (2/3 + (8/3 / 4/9)))
[115608] ['2/7', '2/3', '7/8', '7/8', '7'] -> ((7 / (2/3 - 2/7)) / (7/8 * 7/8))
[115609] ['1/8', '3/5', '8/7', '9/5', '6'] -> (8/7 * ((3/5 + 6) + (9/5 / 1/8)))
[115610] ['1/4', '3/8', '7/9', '8/7', '4'] -> (7/9 * ((4 / (3/8 - 1/4)) - 8/7))
[115611] ['1/8', '1/5', '4/5', '5/4', '7'] -> ((5/4 + (7 * (1/5 / 4/5))) / 1/8)
[115612] ['1/5', '7/8', '5/3', '9/2', '9'] -> (9 / ((1/5 * 9/2) - (7/8 / 5/3)))
[115613] ['2/9', '4/7', '5/7', '8/5', '8'] -> ((5/7 * ((8 / 2/9) - 8/5)) - 4/7)
[115614] ['1/7', '1/4', '7/3', '7/3', '3'] -> ((7/3 - (1/7 * 7/3)) / (1/4 / 3))
[115615] ['2/7', '2/3', '7/8', '8/9', '7'] -> ((2/3 / (2/7 * 7)) / (8/9 - 7/8))
[115616] ['4/9', '2/3', '5/4', '5/4', '3'] -> (3 / (5/4 - (5/4 / (4/9 + 2/3))))
[115617] ['1/8', '1/5', '4/5', '4/3', '7'] -> (7 / (1/8 * (4/3 + (1/5 + 4/5))))
[115618] ['1/4', '3/8', '7/9', '5/4', '4'] -> ((1/4 + 4) / (3/8 * (5/4 - 7/9)))
[115619] ['1/5', '7/8', '7/4', '7/4', '9'] -> (9 / (1/5 * (7/8 + (7/4 / 7/4))))
[115620] ['3/8', '3/7', '3/5', '1', '3/2'] -> (1 / (3/2 - ((3/8 / 3/7) / 3/5)))
[115621] ['5/9', '8/9', '7/4', '5/2', '9'] -> (9 / (5/2 * (7/4 - (8/9 / 5/9))))
[115622] ['2/7', '2/3', '7/8', '6/5', '7'] -> (2/3 + (7 / (6/5 * (2/7 * 7/8))))
[115623] ['2/9', '4/7', '5/7', '9/5', '8'] -> ((9/5 + (4/7 + 5/7)) * (8 - 2/9))
[115624] ['3/5', '4/3', '5/2', '4', '9/2'] -> (4 * (5/2 + (3/5 * (4/3 + 9/2))))
[115625] ['2/3', '7/8', '9/4', '9/4', '3'] -> (3 / ((2/3 * 9/4) + (7/8 - 9/4)))
[115626] ['1/5', '7/8', '7/4', '9/4', '9'] -> (9 / ((7/8 / 1/5) - (7/4 + 9/4)))
[115627] ['3/5', '5/7', '4/5', '7/5', '5'] -> ((5 / (4/5 - 3/5)) - (5/7 * 7/5))
[115628] ['1/7', '1/5', '9/7', '7/3', '4'] -> (7/3 * ((9/7 / 1/5) - (1/7 - 4)))
[115629] ['3/5', '4/3', '8/3', '7/2', '4'] -> (4 / (7/2 - (8/3 / (3/5 * 4/3))))
[115630] ['2/9', '4/7', '5/7', '7/3', '8'] -> ((5/7 * 8) / ((4/7 / 2/9) - 7/3))
[115631] ['4/9', '2/3', '5/4', '8/5', '3'] -> (3 / (5/4 * (8/5 - (2/3 / 4/9))))
[115632] ['1/8', '3/5', '8/7', '7/2', '6'] -> (8/7 + (6 / (7/2 * (1/8 * 3/5))))
[115633] ['1/5', '7/8', '7/4', '7/3', '9'] -> (7/3 / ((7/4 / (1/5 * 9)) - 7/8))
[115634] ['5/9', '8/9', '9/5', '9/4', '9'] -> ((9/5 - (5/9 - 8/9)) * (9/4 + 9))
[115635] ['1/7', '1/4', '8/3', '3', '7/2'] -> (3 / ((1/7 / 8/3) + (1/4 / 7/2)))
[115636] ['3/8', '3/7', '3/5', '1', '9/5'] -> (9/5 / (3/5 * (1 - (3/8 / 3/7))))
[115637] ['4/9', '2/3', '5/4', '9/5', '3'] -> (2/3 / ((4/9 + 5/4) - (3 / 9/5)))
[115638] ['2/9', '2/9', '5/8', '8/7', '7'] -> ((8/7 + (2/9 / 2/9)) / (5/8 / 7))
[115639] ['1/8', '1/5', '5/6', '5/6', '7'] -> (7 / (5/6 * (1/5 + (1/8 / 5/6))))
[115640] ['2/3', '8/9', '8/9', '8/9', '3'] -> ((8/9 + 8/9) * (3 / (8/9 - 2/3)))
[115641] ['2/9', '4/7', '5/7', '7/2', '8'] -> ((5/7 / 2/9) / (4/7 - (7/2 / 8)))
[115642] ['1/8', '3/5', '7/6', '7/6', '6'] -> ((6 - (7/6 / 7/6)) / (1/8 / 3/5))
[115643] ['1/4', '3/8', '7/9', '9/5', '4'] -> ((7/9 + (4 / 9/5)) / (3/8 - 1/4))
[115644] ['1/7', '1/5', '4/3', '7/5', '4'] -> (4/3 * (((4 - 7/5) / 1/7) - 1/5))
[115645] ['2/9', '4/7', '5/7', '9/2', '8'] -> ((5/7 + (2/9 * 9/2)) / (4/7 / 8))
[115646] ['2/3', '8/9', '8/9', '8/7', '3'] -> ((8/9 * 3) / ((8/9 / 8/7) - 2/3))
[115647] ['2/9', '2/9', '5/8', '6/5', '7'] -> ((7 / (5/8 * (2/9 + 2/9))) - 6/5)
[115648] ['2/9', '4/7', '3/4', '3/4', '8'] -> (8 / (4/7 * (3/4 - (2/9 * 3/4))))
[115649] ['3/8', '5/9', '5/9', '4/3', '2'] -> (2 / (3/8 * (4/3 - (5/9 + 5/9))))
[115650] ['1/5', '7/8', '9/5', '7/2', '9'] -> ((9/5 + 9) / (1/5 + (7/8 / 7/2)))
[115651] ['1/7', '2/7', '2/7', '4/9', '3'] -> ((2/7 * 3) / ((1/7 / 4/9) - 2/7))
[115652] ['2/7', '2/3', '7/8', '5/2', '7'] -> ((7 * (2/7 * 5/2)) / (7/8 - 2/3))
[115653] ['2/3', '8/9', '8/9', '7/6', '3'] -> ((8/9 * 3) / (8/9 - (2/3 * 7/6)))
[115654] ['1/8', '3/5', '7/6', '9/7', '6'] -> (((6 / 7/6) - (9/7 / 3/5)) / 1/8)
[115655] ['1/8', '1/5', '5/6', '8/9', '7'] -> (7 / (5/6 * (1/8 + (1/5 / 8/9))))
[115656] ['2/9', '2/9', '5/8', '9/7', '7'] -> ((9/7 * 7) / ((2/9 / 2/9) - 5/8))
[115657] ['3/5', '7/5', '7/5', '9/4', '4'] -> ((7/5 / (7/5 - (3/5 * 9/4))) - 4)
[115658] ['1/7', '1/5', '4/3', '9/5', '4'] -> (4/3 * (4 + ((1/5 + 9/5) / 1/7)))
[115659] ['1/8', '3/5', '7/6', '7/5', '6'] -> ((7/6 / 7/5) * (6 / (1/8 / 3/5)))
[115660] ['1/8', '1/5', '5/6', '9/8', '7'] -> (7 / (5/6 * (1/8 + (1/5 * 9/8))))
[115661] ['2/3', '8/9', '8/9', '5/4', '3'] -> (2/3 / ((8/9 + 8/9) + (5/4 - 3)))
[115662] ['2/9', '4/7', '3/4', '5/6', '8'] -> (8 / (3/4 * (5/6 - (2/9 / 4/7))))
[115663] ['1/7', '1/5', '4/3', '9/4', '4'] -> (9/4 * ((4 / 1/5) - (4/3 / 1/7)))
[115664] ['3/8', '3/7', '5/8', '2/3', '1'] -> (1 / (5/8 - (2/3 * (3/8 / 3/7))))
[115665] ['1/8', '3/5', '7/6', '8/5', '6'] -> (6 * ((7/6 / (1/8 / 3/5)) - 8/5))
[115666] ['4/9', '2/3', '9/7', '3/2', '3'] -> (4/9 / ((2/3 / 9/7) - (3/2 / 3)))
[115667] ['1/5', '7/8', '7/3', '7/3', '9'] -> (9 / (1/5 * (7/8 + (7/3 / 7/3))))
[115668] ['5/9', '9/8', '9/8', '9/8', '9'] -> (9 / ((9/8 / 9/8) - (5/9 * 9/8)))
[115669] ['1/7', '1/5', '4/3', '5/2', '4'] -> ((4 / 5/2) / ((1/5 / 1/7) - 4/3))
[115670] ['2/9', '2/9', '5/8', '5/3', '7'] -> ((5/3 + 7) / (2/9 + (2/9 * 5/8)))
[115671] ['1/4', '3/8', '4/5', '4/3', '4'] -> (4 / ((4/3 / 4/5) - (3/8 / 1/4)))
[115672] ['3/5', '7/5', '7/5', '4', '9/2'] -> (4 / (((7/5 + 7/5) / 3/5) - 9/2))
[115673] ['3/5', '5/7', '4/5', '9/2', '5'] -> ((5/7 + 5) * (3/5 + (4/5 * 9/2)))
[115674] ['1/7', '1/5', '4/3', '7/2', '4'] -> (4 / (1/5 * (4/3 - (1/7 * 7/2))))
[115675] ['3/8', '5/9', '5/9', '2', '5/2'] -> (5/2 / (3/8 * (5/9 - (5/9 / 2))))
[115676] ['2/3', '8/9', '8/9', '3/2', '3'] -> ((8/9 * 3) / ((2/3 * 3/2) - 8/9))
[115677] ['2/9', '2/9', '5/8', '7/4', '7'] -> (((7 + (2/9 - 7/4)) / 2/9) - 5/8)
[115678] ['2/7', '2/3', '8/9', '9/7', '7'] -> ((9/7 + 7) / (2/3 - (2/7 / 8/9)))
[115679] ['1/7', '2/7', '2/7', '7/6', '3'] -> ((3 + (2/7 / 2/7)) / (1/7 * 7/6))
[115680] ['3/5', '7/5', '3/2', '7/3', '4'] -> ((7/5 * 4) / (7/3 - (3/5 + 3/2)))
[115681] ['5/9', '9/8', '9/8', '6/5', '9'] -> (9 / (9/8 - (6/5 * (5/9 * 9/8))))
[115682] ['2/3', '8/9', '8/9', '8/5', '3'] -> ((8/9 * 3) / (2/3 - (8/9 / 8/5)))
[115683] ['1/8', '3/5', '7/6', '9/5', '6'] -> ((((6 - 9/5) / 7/6) - 3/5) / 1/8)
[115684] ['1/7', '2/7', '2/7', '6/5', '3'] -> (6/5 * ((3 / 1/7) - (2/7 / 2/7)))
[115685] ['3/8', '5/9', '5/9', '2', '7/2'] -> ((7/2 + (5/9 / 5/9)) / (3/8 / 2))
[115686] ['1/4', '3/8', '4/5', '7/3', '4'] -> ((4 / 4/5) / ((1/4 * 7/3) - 3/8))
[115687] ['1/7', '1/5', '7/5', '5/3', '4'] -> ((1/5 + (7/5 / 1/7)) / (5/3 / 4))
[115688] ['3/5', '7/5', '8/5', '7/4', '4'] -> ((8/5 * 4) * (7/4 + (3/5 + 7/5)))
[115689] ['2/9', '2/9', '5/8', '9/4', '7'] -> ((2/9 + (7 / 9/4)) / (2/9 * 5/8))
[115690] ['2/9', '4/7', '3/4', '9/7', '8'] -> ((8 / 2/9) / ((9/7 / 4/7) - 3/4))
[115691] ['1/7', '2/7', '2/7', '5/4', '3'] -> (2/7 / ((1/7 + 2/7) - (5/4 / 3)))
[115692] ['2/3', '8/9', '8/9', '7/4', '3'] -> (2/3 / ((8/9 * 3) - (8/9 + 7/4)))
[115693] ['4/9', '2/3', '9/7', '7/3', '3'] -> ((2/3 + (7/3 * (9/7 + 3))) / 4/9)
[115694] ['3/8', '3/7', '5/8', '1', '9/8'] -> (1 / ((3/8 + 9/8) - (5/8 / 3/7)))
[115695] ['1/8', '3/5', '7/6', '9/4', '6'] -> (((9/4 / 1/8) + (6 / 3/5)) / 7/6)
[115696] ['1/7', '1/5', '7/5', '9/5', '4'] -> (((1/7 + 9/5) + (4 / 7/5)) / 1/5)
[115697] ['1/8', '1/5', '5/6', '7/3', '7'] -> ((5/6 / (1/8 * 1/5)) - (7/3 + 7))
[115698] ['1/5', '7/8', '5/2', '9/2', '9'] -> ((9 / (7/8 - 1/5)) / (5/2 / 9/2))
[115699] ['2/9', '2/9', '5/8', '7/2', '7'] -> (7 / (7/2 * (2/9 - (2/9 * 5/8))))
[115700] ['4/9', '2/3', '9/7', '8/3', '3'] -> (9/7 * (2/3 + (3 / (4/9 / 8/3))))
[115701] ['1/4', '3/8', '5/6', '8/7', '4'] -> ((3/8 + 4) * (8/7 / (1/4 * 5/6)))
[115702] ['3/5', '5/7', '5/6', '8/7', '5'] -> (5 / ((5/7 / (3/5 * 8/7)) - 5/6))
[115703] ['5/9', '9/8', '9/8', '3/2', '9'] -> ((5/9 * 9) / ((3/2 / 9/8) - 9/8))
