[336871] ['1/8', '3/5', '5/7', '1', '7/5'] -> ((3/5 + (7/5 * (5/7 + 1))) / 1/8)
[337100] ['1/8', '9/8', '7/5', '7/3', '8'] -> (9/8 * (8 + (7/3 / (1/8 * 7/5))))
[337101] ['3/5', '7/9', '9/4', '9/4', '7'] -> ((9/4 / 3/5) + (7 / (7/9 / 9/4)))
[337102] ['3/8', '3/8', '4/7', '7/4', '5'] -> ((7/4 + 5) / ((3/8 / 4/7) - 3/8))
[337103] ['3/5', '5/8', '3/4', '7/8', '2'] -> (2 / ((7/8 / 3/5) - (5/8 + 3/4)))
[337104] ['5/6', '1', '8/5', '8/3', '9/2'] -> ((9/2 / (5/6 / 8/3)) / (8/5 - 1))
[337105] ['5/4', '3/2', '9/5', '7/3', '7'] -> ((9/5 + 7) / ((7/3 / 5/4) - 3/2))
[337106] ['1/6', '3/7', '4/9', '2', '7/3'] -> ((2 + (3/7 / 1/6)) / (4/9 / 7/3))
[337107] ['2/9', '2/7', '2/7', '7/8', '3'] -> (3 / ((2/7 / 2/9) - (2/7 + 7/8)))
[337108] ['2/9', '2/7', '2/7', '8/9', '3'] -> ((2/7 * 3) / (2/7 - (2/9 / 8/9)))
[337109] ['1/6', '5/7', '7/9', '6/5', '8'] -> ((8 / 7/9) / ((5/7 / 6/5) - 1/6))
[337110] ['3/5', '7/9', '9/4', '8/3', '7'] -> (9/4 * ((8/3 / 3/5) - (7/9 - 7)))
[337111] ['1/6', '3/7', '4/9', '2', '7/2'] -> ((2 / 7/2) / ((3/7 * 4/9) - 1/6))
[337112] ['3/5', '5/8', '3/4', '7/6', '2'] -> (((3/4 / (5/8 - 3/5)) - 2) / 7/6)
[337113] ['3/8', '3/8', '4/7', '5/2', '5'] -> (((5/2 / 4/7) - (3/8 - 5)) / 3/8)
[337114] ['5/4', '3/2', '9/5', '7/2', '7'] -> (((5/4 + 7) / (9/5 - 3/2)) - 7/2)
[337115] ['1/8', '3/5', '6/7', '8/9', '1'] -> (((1 / (6/7 - 3/5)) - 8/9) / 1/8)
[337116] ['1/6', '3/7', '4/9', '2', '9/2'] -> ((3/7 * 9/2) * (4/9 + (2 / 1/6)))
[337117] ['5/6', '1', '5/3', '5/3', '9/5'] -> ((1 + 5/3) / (5/6 * (9/5 - 5/3)))
[337118] ['5/4', '3/2', '9/4', '7/3', '7'] -> (7 * (9/4 + ((5/4 + 3/2) / 7/3)))
[337119] ['2/9', '2/7', '2/7', '5/4', '3'] -> ((2/7 * 3) / ((2/7 / 2/9) - 5/4))
[337120] ['3/5', '5/8', '3/4', '3/2', '2'] -> (2 / ((3/4 * 3/2) - (5/8 / 3/5)))
[337121] ['5/6', '1', '5/3', '5/3', '7/3'] -> ((5/3 + 7/3) / ((5/6 + 1) - 5/3))
[337122] ['1/8', '3/5', '6/7', '1', '8/7'] -> (((1 / 3/5) + (8/7 / 6/7)) / 1/8)
[337123] ['1/8', '9/8', '5/3', '7/2', '8'] -> ((8 * (9/8 + 7/2)) / (5/3 - 1/8))
[337124] ['4/9', '7/6', '3/2', '9/5', '5'] -> ((9/5 - (7/6 - 3/2)) / (4/9 / 5))
[337125] ['1/6', '5/7', '7/9', '8/5', '8'] -> ((8/5 / 1/6) + (8 / (5/7 * 7/9)))
[337126] ['1/8', '9/8', '7/4', '9/5', '8'] -> ((8 * (1/8 + 7/4)) / (9/8 / 9/5))
[337127] ['4/9', '7/6', '3/2', '9/4', '5'] -> ((7/6 + 3/2) * ((5 / 4/9) - 9/4))
[337128] ['1/8', '9/8', '7/4', '8/3', '8'] -> (8 / ((1/8 + 9/8) + (7/4 - 8/3)))
[337129] ['1/6', '5/7', '7/9', '5/3', '8'] -> (((7/9 * (8 - 5/7)) - 5/3) / 1/6)
[337130] ['3/5', '7/9', '7/3', '9/2', '7'] -> ((7/9 + (7 / 3/5)) / (7/3 / 9/2))
[337131] ['5/4', '8/5', '8/5', '8/5', '7'] -> (8/5 + ((5/4 * 8/5) * (8/5 * 7)))
[337132] ['1/6', '3/7', '1/2', '7/9', '2'] -> ((2 / 1/2) / ((3/7 * 7/9) - 1/6))
[337133] ['3/8', '3/8', '3/5', '7/9', '5'] -> (7/9 + ((3/8 + (5 / 3/5)) / 3/8))
[337134] ['5/6', '1', '5/3', '5/3', '9/2'] -> ((1 + 5/3) * (9/2 / (5/6 / 5/3)))
[337135] ['4/9', '7/6', '3/2', '5/2', '5'] -> ((((5/2 * 5) - 7/6) / 4/9) - 3/2)
[337136] ['5/4', '8/5', '8/5', '5/3', '7'] -> ((8/5 * 5/3) * (7 + (5/4 * 8/5)))
[337137] ['2/9', '2/7', '2/7', '8/5', '3'] -> ((3 + (2/7 / 2/9)) / (2/7 / 8/5))
[337138] ['3/8', '3/8', '3/5', '4/5', '5'] -> ((5 / (4/5 - 3/5)) - (3/8 / 3/8))
[337139] ['4/9', '7/6', '3/2', '7/2', '5'] -> ((4/9 * 3/2) + (5 * (7/6 + 7/2)))
[337140] ['5/4', '8/5', '8/5', '9/5', '7'] -> (8/5 * (9/5 + (8/5 * (5/4 + 7))))
[337141] ['5/6', '1', '5/3', '7/4', '7/4'] -> (((7/4 / (7/4 - 5/3)) - 1) / 5/6)
[337142] ['1/8', '3/5', '6/7', '1', '3/2'] -> ((1 + (3/2 / 3/5)) / (1/8 / 6/7))
[337143] ['3/8', '3/8', '3/5', '5/6', '5'] -> ((5 / 5/6) / ((3/8 / 3/5) - 3/8))
[337144] ['1/8', '9/8', '9/5', '9/2', '8'] -> (8 * (((9/8 + 9/2) / 9/5) - 1/8))
[337145] ['3/5', '5/8', '7/9', '7/9', '2'] -> (2 / ((5/8 * (3/5 + 7/9)) - 7/9))
[337146] ['5/4', '8/5', '8/5', '9/4', '7'] -> (5/4 + (7 * (9/4 + (8/5 / 8/5))))
[337147] ['5/6', '1', '5/3', '7/4', '9/4'] -> ((7/4 + 9/4) / ((5/6 + 1) - 5/3))
[337148] ['1/6', '5/7', '7/9', '5/2', '8'] -> (8 * ((5/7 + 5/2) - (1/6 / 7/9)))
[337149] ['1/8', '9/8', '7/3', '7/3', '8'] -> ((7/3 * (7/3 + 8)) - (1/8 / 9/8))
[337150] ['1/6', '5/7', '7/9', '8/3', '8'] -> (((7/9 * 8) / (1/6 / 5/7)) - 8/3)
[337151] ['3/5', '7/9', '8/3', '9/2', '7'] -> ((3/5 * 9/2) * (7 - (7/9 - 8/3)))
[337152] ['4/9', '7/6', '8/5', '9/5', '5'] -> (9/5 + ((7/6 + 5) / (4/9 / 8/5)))
[337153] ['1/6', '5/7', '4/5', '4/5', '8'] -> (((4/5 * 8) - 4/5) / (1/6 / 5/7))
[337154] ['1/8', '3/5', '6/7', '1', '9/5'] -> ((3/5 + (6/7 * (1 + 9/5))) / 1/8)
[337155] ['2/9', '2/7', '2/7', '3', '9/2'] -> ((9/2 * (2/9 + 2/7)) / (2/7 / 3))
[337156] ['1/6', '3/7', '1/2', '7/5', '2'] -> ((2 + (3/7 / 1/2)) / (1/6 / 7/5))
[337157] ['3/5', '5/8', '7/9', '7/8', '2'] -> (2 / ((7/8 / 7/9) - (5/8 / 3/5)))
[337158] ['1/6', '5/7', '4/5', '5/6', '8'] -> ((5/7 * 8) * ((5/6 / 1/6) - 4/5))
[337159] ['3/5', '4/5', '4/5', '6/7', '7'] -> ((4/5 * 6/7) * (7 / (4/5 - 3/5)))
[337160] ['1/8', '8/7', '8/7', '6/5', '8'] -> (8/7 / ((1/8 * 8) - (8/7 / 6/5)))
[337161] ['2/9', '2/7', '1/3', '1/3', '3'] -> ((3 + ((1/3 + 1/3) / 2/7)) / 2/9)
[337162] ['3/8', '3/8', '3/5', '4/3', '5'] -> ((3/5 * 5) / ((3/8 * 4/3) - 3/8))
[337163] ['4/9', '7/6', '8/5', '7/3', '5'] -> (5 * (4/9 + (7/3 * (7/6 * 8/5))))
[337164] ['3/8', '3/8', '3/5', '3/2', '5'] -> ((3/5 * 5) / (3/8 - (3/8 / 3/2)))
[337165] ['5/6', '1', '5/3', '9/5', '9/2'] -> ((9/2 / (1 - 5/6)) - (5/3 * 9/5))
[337166] ['4/9', '7/6', '8/5', '5/2', '5'] -> ((5/2 - 7/6) * (5 / (4/9 / 8/5)))
[337167] ['1/6', '5/7', '4/5', '6/7', '8'] -> (8 / (1/6 * (4/5 + (6/7 / 5/7))))
[337168] ['5/4', '8/5', '7/4', '7/3', '7'] -> ((7 * (5/4 * 8/5)) / (7/3 - 7/4))
[337169] ['3/8', '3/8', '3/5', '8/5', '5'] -> ((5 + (3/8 / 3/5)) / (3/8 / 8/5))
[337170] ['1/8', '8/7', '8/7', '9/7', '8'] -> ((8 + ((8/7 + 9/7) / 1/8)) / 8/7)
[337171] ['1/8', '3/5', '6/7', '1', '5/2'] -> (((5/2 / 3/5) - (1 / 6/7)) / 1/8)
[337172] ['3/8', '3/8', '3/5', '5/3', '5'] -> ((5/3 + (5 / 3/8)) / (3/8 / 3/5))
[337173] ['1/6', '3/7', '1/2', '2', '9/4'] -> (2 / ((1/6 / (1/2 - 3/7)) - 9/4))
[337174] ['2/9', '2/7', '1/3', '5/9', '3'] -> (((3 / 2/7) - (5/9 / 2/9)) / 1/3)
[337175] ['5/6', '1', '5/3', '9/4', '5/2'] -> ((5/3 / ((9/4 / 5/2) - 5/6)) - 1)
[337176] ['3/5', '4/5', '4/5', '8/7', '7'] -> ((4/5 + (7 * (4/5 + 8/7))) / 3/5)
[337177] ['5/6', '1', '5/3', '9/4', '7/2'] -> (1 / ((5/6 * 9/4) + (5/3 - 7/2)))
[337178] ['1/8', '8/7', '8/7', '8/5', '8'] -> ((8 + (8/7 / 1/8)) / (8/7 / 8/5))
[337179] ['5/6', '1', '5/3', '9/4', '9/2'] -> ((5/3 * 9/4) * (1 + (9/2 / 5/6)))
[337180] ['3/5', '4/5', '4/5', '9/7', '7'] -> ((4/5 + 4/5) * (7 / (3/5 / 9/7)))
[337181] ['3/8', '3/8', '3/5', '9/4', '5'] -> (((3/5 * 5) + (9/4 / 3/8)) / 3/8)
[337182] ['3/5', '5/8', '7/9', '4/3', '2'] -> ((2 / (5/8 / 4/3)) / (7/9 - 3/5))
[337183] ['1/6', '5/7', '4/5', '5/4', '8'] -> (((8 / 5/4) - 4/5) / (1/6 / 5/7))
[337184] ['3/8', '3/8', '3/5', '5/2', '5'] -> ((5 + (5/2 / (3/8 / 3/5))) / 3/8)
[337185] ['5/6', '1', '5/3', '7/3', '9/2'] -> (9/2 * ((1 + 7/3) + (5/3 / 5/6)))
[337186] ['1/8', '8/7', '7/6', '7/6', '8'] -> ((8 / (1/8 * 8/7)) / (7/6 + 7/6))
[337187] ['1/8', '3/5', '7/8', '1', '7/6'] -> (((1 / 3/5) + (7/6 / 7/8)) / 1/8)
[337188] ['5/4', '8/5', '9/4', '7/3', '7'] -> ((7 / ((7/3 / 5/4) - 8/5)) - 9/4)
[337189] ['1/6', '5/7', '4/5', '7/5', '8'] -> (((8 / 7/5) - 5/7) / (1/6 / 4/5))
[337190] ['1/6', '3/7', '5/9', '2/3', '2'] -> ((((2 / 3/7) - 5/9) / 1/6) - 2/3)
[337191] ['3/5', '4/5', '4/5', '7/4', '7'] -> ((4/5 + (7 / 7/4)) / (4/5 - 3/5))
[337192] ['1/8', '8/7', '7/6', '6/5', '8'] -> ((7/6 * 6/5) * (8 + (8/7 / 1/8)))
[337193] ['3/5', '5/8', '7/9', '8/5', '2'] -> (2 / (3/5 * (5/8 - (7/9 / 8/5))))
[337194] ['2/9', '2/7', '1/3', '7/8', '3'] -> ((1/3 / 2/9) / ((7/8 / 2/7) - 3))
[337195] ['5/6', '1', '5/3', '5/2', '9/2'] -> (((5/6 + 5/2) * (5/3 * 9/2)) - 1)
[337196] ['3/5', '4/5', '4/5', '9/5', '7'] -> ((7 + (4/5 / 4/5)) / (3/5 / 9/5))
[337197] ['1/8', '8/7', '7/6', '5/4', '8'] -> ((8/7 * 7/6) * (8 + (5/4 / 1/8)))
[337198] ['5/4', '8/5', '9/4', '7/2', '7'] -> (9/4 / (((7 - 5/4) / 8/5) - 7/2))
[337199] ['1/6', '5/7', '4/5', '7/4', '8'] -> (((8 / 7/4) - (5/7 * 4/5)) / 1/6)
[337200] ['5/6', '1', '5/3', '8/3', '8/3'] -> (((5/3 * 8/3) / (1 - 5/6)) - 8/3)
[337201] ['4/9', '7/6', '7/4', '7/3', '5'] -> ((7/4 + (5 / (4/9 / 7/3))) / 7/6)
[337202] ['3/8', '3/8', '5/8', '3/4', '5'] -> ((3/8 + 3/4) * (5 / (3/8 * 5/8)))
[337203] ['5/4', '8/5', '9/4', '9/2', '7'] -> (8/5 * ((5/4 + 9/4) + (9/2 + 7)))
[337204] ['1/8', '3/5', '7/8', '1', '3/2'] -> ((1 + (3/2 / (1/8 * 3/5))) / 7/8)
[337205] ['4/9', '7/6', '7/4', '5/2', '5'] -> (5/2 / ((7/6 - 5) + (7/4 / 4/9)))
[337206] ['4/9', '7/6', '7/4', '7/2', '5'] -> ((7/6 + (7/2 * 5)) / (4/9 * 7/4))
[337207] ['3/5', '5/8', '7/9', '2', '7/3'] -> (7/3 / ((5/8 * (2 - 3/5)) - 7/9))
[337208] ['1/6', '3/7', '5/9', '5/6', '2'] -> (((2 / 3/7) - (5/9 / 5/6)) / 1/6)
[337209] ['3/8', '3/8', '5/8', '8/9', '5'] -> ((3/8 + (5 / 8/9)) / (5/8 - 3/8))
[337210] ['1/6', '3/7', '5/9', '6/7', '2'] -> ((6/7 * 2) / ((3/7 * 5/9) - 1/6))
[337211] ['1/6', '5/7', '4/5', '9/2', '8'] -> ((5/7 * (1/6 + 9/2)) * (8 - 4/5))
[337212] ['5/6', '1', '7/4', '7/4', '9/4'] -> (1 / ((7/4 * (9/4 - 7/4)) - 5/6))
[337213] ['3/5', '4/5', '5/6', '7/8', '7'] -> (7 / ((5/6 * (3/5 + 4/5)) - 7/8))
[337214] ['3/5', '5/8', '7/9', '2', '8/3'] -> (2 / ((3/5 * 5/8) - (7/9 / 8/3)))
[337215] ['3/8', '3/8', '5/8', '9/8', '5'] -> ((3/8 + (9/8 * 5)) / (5/8 - 3/8))
[337216] ['4/9', '7/6', '9/5', '9/4', '5'] -> ((9/5 * 5) / ((7/6 / 4/9) - 9/4))
[337217] ['1/8', '8/7', '7/6', '5/2', '8'] -> ((5/2 / (1/8 * 7/6)) - (8/7 - 8))
[337218] ['1/8', '3/5', '7/8', '1', '7/3'] -> (((7/8 + 7/3) / 1/8) - (1 / 3/5))
[337219] ['1/6', '5/7', '5/6', '5/6', '8'] -> (8 / (1/6 * (5/6 + (5/6 / 5/7))))
[337220] ['3/5', '5/8', '7/9', '2', '7/2'] -> ((7/2 / (3/5 * 5/8)) / (7/9 / 2))
[337221] ['3/8', '3/8', '5/8', '7/6', '5'] -> (5 / ((3/8 + 3/8) + (5/8 - 7/6)))
[337222] ['5/4', '8/5', '7/2', '7/2', '7'] -> (8/5 + ((7/2 + (7/2 * 7)) / 5/4))
[337223] ['1/8', '3/5', '7/8', '1', '8/3'] -> ((7/8 + 1) * (8/3 / (1/8 / 3/5)))
[337224] ['3/5', '4/5', '5/6', '6/5', '7'] -> ((4/5 * 7) / ((3/5 + 5/6) - 6/5))
[337225] ['3/5', '5/8', '4/5', '4/5', '2'] -> (4/5 * ((4/5 / (5/8 - 3/5)) - 2))
[337226] ['3/8', '3/8', '5/8', '4/3', '5'] -> (5 / (5/8 * (4/3 - (3/8 / 3/8))))
[337227] ['2/9', '2/7', '1/3', '7/3', '3'] -> (7/3 * ((2/7 / 2/9) + (3 / 1/3)))
[337228] ['4/9', '7/6', '9/4', '9/4', '5'] -> (((7/6 + 9/4) + (9/4 + 5)) / 4/9)
[337229] ['5/4', '5/3', '5/3', '7/4', '7'] -> ((5/4 + 7/4) * (7 + (5/3 / 5/3)))
[337230] ['1/6', '3/7', '5/9', '7/6', '2'] -> ((2 / 7/6) / ((3/7 * 5/9) - 1/6))
[337231] ['1/6', '5/7', '5/6', '7/6', '8'] -> (8 / (7/6 * (5/6 + (1/6 - 5/7))))
[337232] ['5/6', '1', '7/4', '9/5', '7/3'] -> ((1 + 7/3) / ((7/4 / 9/5) - 5/6))
[337233] ['4/9', '7/6', '9/4', '7/3', '5'] -> (4/9 / (((5 - 7/3) / 9/4) - 7/6))
[337234] ['1/6', '3/7', '5/9', '6/5', '2'] -> (((2 / 3/7) - (5/9 * 6/5)) / 1/6)
[337235] ['5/4', '5/3', '5/3', '5/2', '7'] -> ((7 * (5/3 + (5/2 / 5/4))) - 5/3)
[337236] ['3/8', '3/8', '2/3', '2/3', '5'] -> (5 / (3/8 - (2/3 * (3/8 * 2/3))))
[337237] ['1/8', '8/7', '6/5', '7/5', '8'] -> (8 + ((8/7 + (6/5 / 7/5)) / 1/8))
[337238] ['4/9', '7/6', '9/4', '5/2', '5'] -> (4/9 / ((7/6 / 9/4) - (5/2 / 5)))
[337239] ['5/6', '1', '7/4', '9/5', '8/3'] -> (1 / (8/3 - (9/5 * (5/6 * 7/4))))
[337240] ['3/5', '5/8', '4/5', '7/6', '2'] -> (2 / (((7/6 - 3/5) / 4/5) - 5/8))
[337241] ['1/8', '3/5', '8/9', '1', '6/5'] -> ((6/5 + ((3/5 + 1) / 8/9)) / 1/8)
[337242] ['1/6', '5/7', '5/6', '4/3', '8'] -> (8 / ((1/6 + 4/3) - (5/6 / 5/7)))
[337243] ['3/5', '4/5', '5/6', '7/3', '7'] -> ((5/6 + (7/3 / 4/5)) * (7 - 3/5))
[337244] ['5/6', '1', '7/4', '9/5', '7/2'] -> ((1 / 5/6) / ((7/4 + 9/5) - 7/2))
[337245] ['5/4', '5/3', '5/3', '7/2', '7'] -> (((5/4 + 7) * (5/3 + 5/3)) - 7/2)
[337246] ['2/9', '2/7', '3/8', '4/9', '3'] -> ((3 / 3/8) / ((2/9 / 2/7) - 4/9))
[337247] ['1/6', '3/7', '5/9', '9/7', '2'] -> (((9/7 / 1/6) - 2) / (3/7 * 5/9))
[337248] ['3/5', '4/5', '5/6', '8/3', '7'] -> (((4/5 / 3/5) + (8/3 * 7)) / 5/6)
[337249] ['1/6', '5/7', '5/6', '3/2', '8'] -> (8 + ((3/2 + (5/6 / 5/7)) / 1/6))
[337250] ['1/8', '8/7', '6/5', '5/3', '8'] -> (((8 / (8/7 * 5/3)) - 6/5) / 1/8)
[337251] ['3/5', '5/8', '4/5', '4/3', '2'] -> (2 / ((5/8 * 4/3) - (3/5 / 4/5)))
[337252] ['4/9', '7/6', '7/3', '5/2', '5'] -> (((7/6 * 5) + (7/3 + 5/2)) / 4/9)
[337253] ['3/8', '3/8', '2/3', '4/5', '5'] -> (((5 / (2/3 * 4/5)) - 3/8) / 3/8)
[337254] ['1/6', '3/7', '5/9', '4/3', '2'] -> (2 + ((5/9 + (4/3 / 3/7)) / 1/6))
[337255] ['3/8', '3/8', '2/3', '6/7', '5'] -> (5 / (((3/8 + 3/8) / 6/7) - 2/3))
[337256] ['1/8', '3/5', '8/9', '1', '4/3'] -> ((((1 + 4/3) / 3/5) - 8/9) / 1/8)
[337257] ['3/5', '4/5', '6/7', '6/7', '7'] -> (7 * ((6/7 / (4/5 - 3/5)) - 6/7))
[337258] ['1/8', '8/7', '6/5', '9/5', '8'] -> (((9/5 / 8/7) - 6/5) / (1/8 / 8))
[337259] ['1/6', '5/7', '5/6', '9/4', '8'] -> ((1/6 + (5/6 / 5/7)) * (9/4 * 8))
[337260] ['4/9', '7/6', '5/2', '8/3', '5'] -> ((8/3 / 5) / ((7/6 / 5/2) - 4/9))
[337261] ['3/8', '3/8', '2/3', '6/5', '5'] -> (((5 / (6/5 - 2/3)) - 3/8) / 3/8)
[337262] ['1/8', '3/5', '8/9', '1', '3/2'] -> (((8/9 * 3/2) + (1 / 3/5)) / 1/8)
[337263] ['3/5', '5/8', '4/5', '2', '9/4'] -> (3/5 / (9/4 - (5/8 + (4/5 * 2))))
[337264] ['5/6', '1', '7/4', '7/3', '7/2'] -> (1 / ((7/2 / 7/3) - (5/6 * 7/4)))
[337265] ['1/8', '8/7', '6/5', '7/3', '8'] -> (8/7 + (8 / (7/3 * (1/8 * 6/5))))
[337266] ['2/9', '2/7', '3/8', '3/4', '3'] -> ((3 / 2/9) / ((3/8 / 2/7) - 3/4))
[337267] ['1/6', '5/7', '5/6', '8/3', '8'] -> (8/3 * ((5/6 / 5/7) - (1/6 - 8)))
[337268] ['4/9', '7/6', '8/3', '8/3', '5'] -> (4/9 + (8/3 * (5 + (7/6 + 8/3))))
[337269] ['3/5', '4/5', '6/7', '8/7', '7'] -> ((8/7 * 7) / ((4/5 / 6/7) - 3/5))
[337270] ['5/4', '5/3', '9/5', '9/2', '7'] -> (9/2 + ((5/4 * 9/5) * (5/3 + 7)))
[337271] ['3/5', '5/8', '4/5', '2', '7/2'] -> ((7/2 * (3/5 * 2)) / (4/5 - 5/8))
[337272] ['3/5', '4/5', '6/7', '7/6', '7'] -> (7 / (7/6 - ((3/5 / 4/5) / 6/7)))
[337273] ['1/8', '3/5', '8/9', '1', '5/2'] -> (5/2 * (3/5 + (1 / (1/8 * 8/9))))
[337274] ['1/8', '8/7', '6/5', '9/2', '8'] -> (((8 / 8/7) - 9/2) / (1/8 / 6/5))
[337275] ['3/8', '3/8', '2/3', '9/4', '5'] -> ((5 + (9/4 / (3/8 / 2/3))) / 3/8)
[337276] ['5/4', '5/3', '7/3', '5/2', '7'] -> (5/2 * ((5/3 + 7/3) + (7 / 5/4)))
[337277] ['3/5', '5/8', '5/6', '6/7', '2'] -> (2 / (5/8 * (5/6 - (3/5 / 6/7))))
[337278] ['1/6', '5/7', '6/7', '8/9', '8'] -> ((1/6 * 8) / (8/9 - (5/7 / 6/7)))
[337279] ['1/6', '3/7', '5/9', '2', '7/3'] -> (((5/9 - 2) + (7/3 / 3/7)) / 1/6)
[337280] ['4/9', '6/5', '6/5', '5/4', '5'] -> ((6/5 + 6/5) * ((5 / 4/9) - 5/4))
[337281] ['3/5', '4/5', '6/7', '3/2', '7'] -> ((6/7 + (4/5 * 3/2)) / (3/5 / 7))
[337282] ['3/8', '3/8', '5/7', '5/7', '5'] -> (5/7 / ((5/7 / 3/8) - (3/8 * 5)))
[337283] ['5/6', '1', '7/4', '8/3', '9/2'] -> (((9/2 * (7/4 * 8/3)) - 1) / 5/6)
[337284] ['3/5', '5/8', '5/6', '7/8', '2'] -> (2 / (5/6 * (5/8 - (3/5 * 7/8))))
[337285] ['2/9', '2/7', '3/8', '8/9', '3'] -> ((3 / (2/7 * 3/8)) - (8/9 / 2/9))
[337286] ['1/8', '8/7', '5/4', '7/5', '8'] -> (8 + ((5/4 * 7/5) / (1/8 / 8/7)))
[337287] ['4/9', '6/5', '6/5', '9/7', '5'] -> ((6/5 + (6/5 / 9/7)) / (4/9 / 5))
[337288] ['1/8', '8/7', '5/4', '8/5', '8'] -> (5/4 * (8 + (8/5 / (1/8 * 8/7))))
[337289] ['3/8', '3/8', '5/7', '3/4', '5'] -> (((3/4 / 3/8) + (5 / 5/7)) / 3/8)
[337290] ['3/5', '5/8', '5/6', '8/9', '2'] -> (2 / (3/5 * (8/9 - (5/8 / 5/6))))
[337291] ['1/6', '5/7', '6/7', '6/5', '8'] -> (((5/7 * (8 - 6/5)) - 6/7) / 1/6)
[337292] ['5/4', '5/3', '5/2', '5/2', '7'] -> ((5/2 + (5/2 / 5/4)) * (7 - 5/3))
[337293] ['3/5', '4/5', '6/7', '7/4', '7'] -> ((6/7 * 7) / ((3/5 * 7/4) - 4/5))
[337294] ['1/8', '8/7', '5/4', '7/4', '8'] -> ((8 + (8/7 / 1/8)) / (5/4 / 7/4))
[337295] ['3/5', '5/8', '5/6', '8/7', '2'] -> (2 / (5/6 * (5/8 - (3/5 / 8/7))))
[337296] ['3/5', '4/5', '6/7', '9/5', '7'] -> ((3/5 + (7 * (6/7 + 9/5))) / 4/5)
[337297] ['5/4', '5/3', '5/2', '7/2', '7'] -> (5/4 + (5/2 * (7 + (7/2 / 5/3))))
[337298] ['5/6', '1', '9/5', '9/5', '5/2'] -> (((9/5 + 5/2) / (1 - 5/6)) - 9/5)
[337299] ['4/9', '6/5', '6/5', '5/3', '5'] -> (6/5 / (5 - (6/5 + (5/3 / 4/9))))
[337300] ['5/4', '5/3', '8/3', '8/3', '7'] -> (8/3 * (7 + (8/3 * (5/4 / 5/3))))
[337301] ['5/6', '1', '9/5', '9/4', '9/4'] -> ((9/4 / (9/4 - (9/5 / 5/6))) - 1)
[337302] ['3/5', '5/8', '5/6', '4/3', '2'] -> (2 / (4/3 - (5/8 / (3/5 * 5/6))))
[337303] ['1/6', '3/7', '4/7', '8/9', '2'] -> (4/7 / (((3/7 * 8/9) / 2) - 1/6))
[337304] ['5/4', '5/3', '8/3', '7/2', '7'] -> ((7/2 * 7) - (5/3 / (5/4 * 8/3)))
[337305] ['4/9', '6/5', '6/5', '7/4', '5'] -> (5 * ((6/5 / 4/9) + (6/5 * 7/4)))
[337306] ['1/8', '3/5', '1', '9/8', '9/4'] -> (9/4 * ((1 / 3/5) + (9/8 / 1/8)))
[337307] ['1/8', '8/7', '5/4', '8/3', '8'] -> ((8 - 1/8) / (5/4 / (8/7 + 8/3)))
[337308] ['1/6', '5/7', '6/7', '9/4', '8'] -> (8 * (5/7 + (6/7 / (1/6 * 9/4))))
[337309] ['2/9', '2/7', '3/8', '7/4', '3'] -> ((2/7 + (3 / 7/4)) / (2/9 * 3/8))
[337310] ['1/8', '3/5', '1', '9/8', '7/3'] -> (((7/3 / 3/5) - (1 / 9/8)) / 1/8)
[337311] ['4/9', '6/5', '6/5', '9/4', '5'] -> (6/5 / (5 - (9/4 + (6/5 / 4/9))))
[337312] ['3/5', '5/8', '5/6', '2', '9/4'] -> ((2 + (9/4 / 5/8)) / (5/6 - 3/5))
[337313] ['3/8', '3/8', '5/7', '6/5', '5'] -> ((5/7 + 5) / (3/8 / (3/8 + 6/5)))
[337314] ['4/9', '6/5', '6/5', '7/3', '5'] -> (((7/3 * 5) - (6/5 / 6/5)) / 4/9)
[337315] ['1/6', '3/7', '4/7', '8/5', '2'] -> (8/5 * (((4/7 + 2) / 1/6) - 3/7))
[337316] ['1/8', '3/5', '1', '9/8', '7/2'] -> ((3/5 + (9/8 / 1/8)) * (7/2 - 1))
[337317] ['5/4', '7/4', '7/4', '5/2', '7'] -> ((7 * (7/4 + 7/4)) - (5/4 / 5/2))
[337318] ['1/8', '8/7', '9/7', '9/5', '8'] -> ((8 + (8/7 / 1/8)) / (9/7 / 9/5))
[337319] ['1/6', '5/7', '7/8', '7/6', '8'] -> ((8 + (7/6 / 1/6)) / (5/7 * 7/8))
[337320] ['3/5', '4/5', '7/8', '7/6', '7'] -> ((7 / 7/8) / ((4/5 * 7/6) - 3/5))
[337321] ['2/9', '2/7', '3/8', '5/2', '3'] -> ((2/9 * 3) + (5/2 / (2/7 * 3/8)))
[337322] ['1/6', '3/7', '4/7', '9/5', '2'] -> (9/5 * ((4/7 / 3/7) + (2 / 1/6)))
[337323] ['3/5', '5/8', '5/6', '2', '8/3'] -> (8/3 * ((2 / (5/6 - 5/8)) - 3/5))
[337324] ['1/8', '8/7', '9/7', '9/4', '8'] -> (8 + (9/4 / (9/7 * (1/8 / 8/7))))
[337325] ['5/4', '7/4', '7/4', '7/2', '7'] -> ((7/2 + 7) / ((5/4 * 7/4) - 7/4))
[337326] ['3/5', '4/5', '7/8', '5/4', '7'] -> ((4/5 / (7/8 - 3/5)) * (5/4 + 7))
[337327] ['1/8', '3/5', '1', '8/7', '7/6'] -> (((1 / 3/5) + (8/7 * 7/6)) / 1/8)
[337328] ['2/9', '2/7', '3/8', '3', '7/2'] -> ((3 - (2/7 * 7/2)) / (2/9 * 3/8))
