[274816] ['1/4', '1/4', '1/3', '4/5', '6'] -> (((1/4 + 1/4) + (6 / 4/5)) / 1/3)
[275045] ['2/5', '2/3', '5/6', '9/8', '9'] -> (9 / (9/8 * (2/3 - (2/5 * 5/6))))
[275046] ['1/4', '1/4', '3/7', '9/4', '6'] -> ((6 / 3/7) + ((1/4 + 9/4) / 1/4))
[275047] ['1/9', '4/9', '5/6', '9/5', '6'] -> (((9/5 * 6) - (1/9 / 5/6)) / 4/9)
[275048] ['1/4', '1/4', '4/7', '1', '7/4'] -> (((1 / 1/4) - 4/7) / (1/4 / 7/4))
[275049] ['2/7', '2/7', '6/7', '1', '9/2'] -> ((9/2 + (1 / 2/7)) / (2/7 / 6/7))
[275050] ['1/9', '2/7', '3/8', '3/4', '8'] -> (8 / (1/9 * (3/8 + (3/4 / 2/7))))
[275051] ['2/7', '8/9', '9/8', '9/4', '3'] -> ((8/9 * 3) * (9/8 + (9/4 / 2/7)))
[275052] ['1/5', '4/9', '5/6', '9/8', '7'] -> (((7 + (5/6 / 1/5)) / 4/9) - 9/8)
[275053] ['2/9', '3/7', '3/4', '2', '5/2'] -> (2 / (3/7 * (3/4 - (2/9 * 5/2))))
[275054] ['4/9', '8/9', '9/8', '3/2', '2'] -> (3/2 / ((9/8 / 2) - (4/9 / 8/9)))
[275055] ['3/7', '8/9', '9/8', '6/5', '8'] -> ((9/8 * 6/5) * ((8 / 3/7) - 8/9))
[275056] ['1/4', '1/4', '3/7', '9/2', '6'] -> (((9/2 + 6) / 3/7) - (1/4 + 1/4))
[275057] ['1/9', '2/9', '4/7', '1', '7/2'] -> (((2/9 + 4/7) / (1/9 / 7/2)) - 1)
[275058] ['1/5', '4/9', '5/6', '8/7', '7'] -> ((8/7 * 7) / ((4/9 / 5/6) - 1/5))
[275059] ['1/2', '7/9', '3/2', '9/5', '7'] -> ((7 / (7/9 - 1/2)) - (9/5 / 3/2))
[275060] ['1/4', '1/4', '4/7', '1', '9/4'] -> (((9/4 / (4/7 - 1/4)) - 1) / 1/4)
[275061] ['1/9', '8/7', '5/3', '9/5', '2'] -> (8/7 * ((5/3 * 9/5) + (2 / 1/9)))
[275062] ['2/9', '3/7', '3/4', '2', '7/2'] -> (((2 - 3/7) / (2/9 / 7/2)) - 3/4)
[275063] ['2/7', '8/9', '9/8', '8/3', '3'] -> (((8/3 * 3) / (2/7 * 9/8)) - 8/9)
[275064] ['1/4', '1/4', '4/9', '3/5', '6'] -> ((1/4 + ((1/4 + 6) / 3/5)) / 4/9)
[275065] ['1/9', '2/9', '3/5', '3/5', '1'] -> ((3/5 + 1) / (3/5 * (2/9 - 1/9)))
[275066] ['1/9', '8/7', '5/3', '2', '7/3'] -> (5/3 / ((1/9 + 2) - (7/3 / 8/7)))
[275067] ['2/7', '8/9', '9/8', '3', '7/2'] -> ((3 / 9/8) / ((2/7 * 7/2) - 8/9))
[275068] ['2/5', '2/3', '5/6', '9/5', '9'] -> (((9 / 5/6) - (2/3 * 9/5)) / 2/5)
[275069] ['1/4', '1/4', '4/9', '2/3', '6'] -> ((6 - 2/3) / (4/9 * (1/4 + 1/4)))
[275070] ['1/5', '4/9', '5/6', '9/7', '7'] -> ((7 / (1/5 / 4/9)) / (5/6 / 9/7))
[275071] ['3/7', '8/9', '9/8', '7/5', '8'] -> ((8 / 8/9) / ((9/8 / 7/5) - 3/7))
[275072] ['2/7', '8/9', '9/8', '3', '9/2'] -> (3 * (9/2 + (9/8 / (2/7 / 8/9))))
[275073] ['4/9', '8/9', '9/8', '7/4', '2'] -> ((4/9 / ((2 / 7/4) - 9/8)) - 8/9)
[275074] ['1/9', '4/9', '6/7', '7/5', '6'] -> (7/5 * ((6 / (4/9 - 1/9)) - 6/7))
[275075] ['1/5', '4/9', '5/6', '4/3', '7'] -> ((7 - (4/3 / 4/9)) / (1/5 * 5/6))
[275076] ['2/9', '3/7', '7/9', '5/6', '2'] -> ((2/9 / 7/9) / (3/7 - (5/6 / 2)))
[275077] ['1/9', '2/9', '3/5', '2/3', '1'] -> (2/3 / ((2/9 / (3/5 + 1)) - 1/9))
[275078] ['1/9', '8/7', '5/3', '2', '7/2'] -> (((8/7 + 2) - (5/3 / 7/2)) / 1/9)
[275079] ['1/8', '7/8', '6/5', '7/4', '2'] -> ((2 + (7/8 / 7/4)) / (1/8 / 6/5))
[275080] ['2/5', '2/3', '6/7', '8/9', '9'] -> (2/3 + ((8/9 * 9) / (2/5 * 6/7)))
[275081] ['1/5', '4/9', '5/6', '3/2', '7'] -> (((1/5 * 5/6) + (3/2 * 7)) / 4/9)
[275082] ['1/4', '1/4', '3/5', '3/4', '1'] -> ((1 + (3/4 / (1/4 * 3/5))) / 1/4)
[275083] ['1/9', '2/9', '3/5', '5/7', '1'] -> ((3/5 + 1) / (2/9 - (1/9 / 5/7)))
[275084] ['1/9', '8/7', '5/3', '2', '9/2'] -> ((8/7 * 2) * ((5/3 / 1/9) - 9/2))
[275085] ['2/5', '2/3', '6/7', '9/8', '9'] -> (2/3 + (9 / (9/8 * (2/5 * 6/7))))
[275086] ['1/9', '4/9', '6/7', '7/4', '6'] -> ((6 + (1/9 * 6/7)) / (4/9 / 7/4))
[275087] ['1/9', '2/7', '3/8', '7/6', '8'] -> (((3/8 * 8) - (2/7 * 7/6)) / 1/9)
[275088] ['3/7', '8/9', '9/8', '7/4', '8'] -> (8 / (8/9 * (9/8 - (3/7 * 7/4))))
[275089] ['2/9', '3/7', '7/9', '7/6', '2'] -> (((7/9 / 7/6) + (2 / 3/7)) / 2/9)
[275090] ['1/5', '4/9', '5/6', '8/5', '7'] -> (((7 / 5/6) - (8/5 / 4/9)) / 1/5)
[275091] ['1/8', '7/8', '6/5', '2', '7/3'] -> (((7/8 + 7/3) / 1/8) - (2 / 6/5))
[275092] ['1/5', '4/9', '5/6', '5/3', '7'] -> ((7 - (5/3 + (4/9 / 5/6))) / 1/5)
[275093] ['2/7', '3/8', '7/3', '8/3', '9'] -> (7/3 * ((2/7 + 9) + (3/8 * 8/3)))
[275094] ['1/4', '1/4', '3/5', '7/8', '1'] -> (1 / (7/8 - ((1/4 + 1/4) / 3/5)))
[275095] ['2/7', '2/7', '7/8', '1', '9/5'] -> (1 / (((7/8 - 2/7) / 9/5) - 2/7))
[275096] ['1/9', '2/9', '3/5', '5/6', '1'] -> ((1 + (3/5 / 1/9)) / (2/9 / 5/6))
[275097] ['3/7', '8/9', '9/8', '9/4', '8'] -> ((8 / 8/9) / ((9/8 / 3/7) - 9/4))
[275098] ['2/7', '8/9', '8/7', '3/2', '3'] -> ((8/7 / 3/2) / (8/9 - (2/7 * 3)))
[275099] ['1/9', '4/9', '6/7', '7/2', '6'] -> ((6 * (7/2 + (4/9 / 6/7))) - 1/9)
[275100] ['2/9', '3/7', '7/9', '9/7', '2'] -> (((2 / (2/9 * 7/9)) - 9/7) / 3/7)
[275101] ['2/7', '8/9', '8/7', '8/5', '3'] -> ((3 + (8/7 / 8/9)) / (2/7 / 8/5))
[275102] ['2/5', '2/3', '6/7', '7/5', '9'] -> ((6/7 + (2/3 * 9)) / (2/5 / 7/5))
[275103] ['1/9', '2/9', '3/5', '7/8', '1'] -> (1 / (7/8 - ((1/9 / 2/9) / 3/5)))
[275104] ['1/2', '7/9', '5/3', '9/4', '7'] -> ((9/4 * ((5/3 * 7) - 7/9)) - 1/2)
[275105] ['1/9', '8/7', '7/4', '2', '9/2'] -> ((9/2 / (1/9 * 7/4)) - (8/7 - 2))
[275106] ['4/9', '8/9', '8/7', '5/4', '2'] -> (2 / (5/4 - ((4/9 + 8/9) / 8/7)))
[275107] ['2/7', '2/7', '7/8', '1', '5/2'] -> ((5/2 + (1 / 2/7)) / (2/7 * 7/8))
[275108] ['2/7', '8/9', '8/7', '5/3', '3'] -> (8/7 / ((8/9 - 2/7) - (5/3 / 3)))
[275109] ['2/5', '2/3', '6/7', '3/2', '9'] -> ((9 / (2/5 * 6/7)) - (3/2 / 2/3))
[275110] ['1/9', '2/9', '3/5', '1', '9/8'] -> ((1 / 9/8) / (2/9 - (1/9 / 3/5)))
[275111] ['1/5', '4/9', '5/6', '7/3', '7'] -> ((4/9 + 7/3) / (5/6 / (1/5 + 7)))
[275112] ['1/2', '7/9', '5/3', '5/2', '7'] -> (((5/2 * 7) - (1/2 - 5/3)) / 7/9)
[275113] ['4/9', '8/9', '8/7', '9/7', '2'] -> (8/7 / ((8/9 * 2) - (4/9 + 9/7)))
[275114] ['3/7', '8/9', '9/8', '7/2', '8'] -> ((8 / 8/9) / ((3/7 * 7/2) - 9/8))
[275115] ['1/5', '4/9', '5/6', '5/2', '7'] -> (7 / ((5/2 * (1/5 / 4/9)) - 5/6))
[275116] ['2/5', '2/3', '6/7', '8/5', '9'] -> (9 / (2/3 - ((2/5 / 6/7) / 8/5)))
[275117] ['2/7', '2/7', '7/8', '1', '8/3'] -> (2/7 / ((2/7 * (7/8 + 8/3)) - 1))
[275118] ['2/7', '8/9', '8/7', '9/5', '3'] -> ((8/7 + (8/9 * 3)) / (2/7 / 9/5))
[275119] ['1/8', '7/8', '5/4', '5/3', '2'] -> (2 / ((7/8 * 5/3) - (1/8 + 5/4)))
[275120] ['1/2', '7/9', '5/3', '8/3', '7'] -> (8/3 + ((5/3 + (7 / 7/9)) / 1/2))
[275121] ['2/5', '2/3', '6/7', '7/4', '9'] -> (9 / ((7/4 / 6/7) - (2/3 / 2/5)))
[275122] ['2/7', '8/9', '8/7', '9/4', '3'] -> ((8/7 * 9/4) * (3 / (2/7 / 8/9)))
[275123] ['1/5', '4/9', '5/6', '7/2', '7'] -> (((1/5 * 5/6) + (7/2 + 7)) / 4/9)
[275124] ['1/8', '7/8', '5/4', '9/5', '2'] -> (2 / (((5/4 - 7/8) / 9/5) - 1/8))
[275125] ['1/9', '2/9', '3/5', '1', '5/4'] -> ((3/5 + 1) / ((2/9 / 5/4) - 1/9))
[275126] ['4/9', '8/9', '8/7', '8/5', '2'] -> (2 / ((4/9 / (8/5 - 8/7)) - 8/9))
[275127] ['2/7', '8/9', '8/7', '5/2', '3'] -> ((8/7 / 2/7) / ((8/9 * 3) - 5/2))
[275128] ['2/9', '3/7', '7/9', '2', '9/4'] -> (2 / (((2/9 + 7/9) / 3/7) - 9/4))
[275129] ['2/7', '8/9', '8/7', '3', '7/2'] -> (3 * (7/2 + (8/7 / (2/7 * 8/9))))
[275130] ['2/5', '2/3', '6/7', '7/3', '9'] -> ((9 - (6/7 / 2/5)) / (2/3 / 7/3))
[275131] ['2/9', '3/7', '7/9', '2', '5/2'] -> (((3/7 * 7/9) + (2 * 5/2)) / 2/9)
[275132] ['3/7', '8/9', '8/7', '8/5', '8'] -> (8 / ((8/7 / 8/5) - (3/7 * 8/9)))
[275133] ['1/9', '2/9', '3/5', '1', '4/3'] -> (4/3 / ((1/9 / (1 - 3/5)) - 2/9))
[275134] ['1/8', '7/8', '9/7', '9/7', '2'] -> ((9/7 / 9/7) + ((7/8 + 2) / 1/8))
[275135] ['1/2', '7/9', '9/5', '9/5', '7'] -> ((1/2 + 7) * (9/5 + (7/9 * 9/5)))
[275136] ['1/9', '2/7', '3/8', '7/2', '8'] -> ((8 / 3/8) / ((2/7 * 7/2) - 1/9))
[275137] ['1/9', '4/9', '7/8', '7/3', '6'] -> ((7/3 + 6) / (4/9 - (1/9 * 7/8)))
[275138] ['1/4', '1/4', '3/5', '1', '8/3'] -> ((1 / (3/5 * (1/4 * 1/4))) - 8/3)
[275139] ['2/7', '2/5', '2/5', '5/8', '9'] -> (9 / ((2/5 / 2/7) - (2/5 + 5/8)))
[275140] ['1/5', '4/9', '6/7', '8/9', '7'] -> ((6/7 * 7) * ((8/9 / 1/5) - 4/9))
[275141] ['2/7', '2/7', '8/9', '1', '4/3'] -> (2/7 / (4/3 - (1 + (2/7 / 8/9))))
[275142] ['1/4', '1/4', '3/5', '1', '9/2'] -> ((9/2 / (1/4 * 3/5)) / (1/4 + 1))
[275143] ['1/5', '4/9', '6/7', '9/8', '7'] -> ((9/8 / 1/5) + (7 / (4/9 * 6/7)))
[275144] ['1/2', '7/9', '9/5', '5/2', '7'] -> (((7/9 * 9/5) * (5/2 * 7)) - 1/2)
[275145] ['2/9', '3/7', '4/5', '4/5', '2'] -> ((4/5 + (4/5 / 3/7)) / (2/9 / 2))
[275146] ['4/9', '8/9', '8/7', '2', '9/4'] -> ((4/9 / (8/7 - (9/4 / 2))) - 8/9)
[275147] ['1/8', '7/8', '9/7', '3/2', '2'] -> (2 * ((9/7 / 1/8) + (3/2 / 7/8)))
[275148] ['2/7', '8/9', '7/6', '9/7', '3'] -> (7/6 + ((8/9 + 9/7) / (2/7 / 3)))
[275149] ['1/9', '4/9', '8/9', '8/7', '6'] -> (4/9 / (((8/9 / 8/7) / 6) - 1/9))
[275150] ['1/9', '2/9', '3/5', '1', '7/4'] -> ((2/9 / 1/9) / (7/4 - (1 / 3/5)))
[275151] ['3/7', '8/9', '8/7', '9/4', '8'] -> ((8 + (9/4 * (8/9 * 8/7))) / 3/7)
[275152] ['1/9', '2/7', '2/5', '2/5', '8'] -> ((8 / 2/7) - (2/5 + (2/5 / 1/9)))
[275153] ['2/5', '2/3', '7/8', '8/9', '9'] -> ((9 / (2/5 * 8/9)) - (7/8 / 2/3))
[275154] ['2/7', '8/9', '7/6', '4/3', '3'] -> (4/3 / (7/6 - (2/7 * (8/9 + 3))))
[275155] ['2/9', '3/7', '4/5', '5/6', '2'] -> (((4/5 * 5/6) + (2 / 3/7)) / 2/9)
[275156] ['2/7', '2/5', '2/5', '4/5', '9'] -> (((2/5 / 2/7) - (4/5 - 9)) / 2/5)
[275157] ['4/9', '8/9', '8/7', '2', '5/2'] -> (2 / ((5/2 * (4/9 / 8/7)) - 8/9))
[275158] ['1/4', '1/4', '5/8', '7/9', '1'] -> (1 / ((7/9 * (5/8 - 1/4)) - 1/4))
[275159] ['1/9', '4/9', '8/9', '5/4', '6'] -> ((5/4 + (6 / 8/9)) / (4/9 - 1/9))
[275160] ['2/9', '3/7', '4/5', '6/7', '2'] -> ((4/5 / (2/9 * 3/7)) * (6/7 + 2))
[275161] ['1/2', '7/9', '9/4', '9/4', '7'] -> (((7/9 * 7) * (9/4 + 9/4)) - 1/2)
[275162] ['1/4', '1/4', '5/8', '4/5', '1'] -> ((1 + (5/8 * 4/5)) / (1/4 * 1/4))
[275163] ['3/7', '8/9', '8/7', '7/2', '8'] -> ((7/2 * 8) * ((8/7 / 8/9) - 3/7))
[275164] ['2/7', '2/5', '2/5', '8/9', '9'] -> ((9 * ((8/9 / 2/7) - 2/5)) - 2/5)
[275165] ['1/8', '7/8', '9/7', '7/4', '2'] -> ((((7/4 + 2) / 7/8) - 9/7) / 1/8)
[275166] ['1/9', '2/9', '3/5', '1', '7/3'] -> (((7/3 / 3/5) - (2/9 + 1)) / 1/9)
[275167] ['2/7', '8/9', '7/6', '3/2', '3'] -> ((7/6 + 3/2) / ((8/9 / 2/7) - 3))
[275168] ['2/5', '2/3', '7/8', '3/2', '9'] -> ((9 / (2/5 / 2/3)) / (3/2 - 7/8))
[275169] ['1/4', '1/4', '5/8', '6/7', '1'] -> (1 / (5/8 - ((1/4 + 1/4) / 6/7)))
[275170] ['1/8', '7/8', '9/7', '9/5', '2'] -> (((9/7 / 9/5) + (2 / 7/8)) / 1/8)
[275171] ['1/9', '2/9', '3/5', '1', '7/2'] -> ((7/2 / 1/9) - (1 / (2/9 * 3/5)))
[275172] ['3/7', '8/9', '8/7', '9/2', '8'] -> (8 + (9/2 * (8/9 + (8/7 / 3/7))))
[275173] ['2/7', '2/5', '2/5', '7/6', '9'] -> ((9 - (2/5 / 2/5)) / (2/7 * 7/6))
[275174] ['1/4', '1/4', '5/9', '5/8', '6'] -> (6 + (5/8 / (5/9 * (1/4 * 1/4))))
[275175] ['1/9', '4/9', '8/9', '9/5', '6'] -> (6 * ((8/9 / (1/9 * 9/5)) - 4/9))
[275176] ['1/2', '7/9', '9/4', '9/2', '7'] -> (((1/2 + 7) * (7/9 * 9/2)) - 9/4)
[275177] ['1/9', '2/7', '2/5', '4/7', '8'] -> ((2/7 / 1/9) + ((4/7 + 8) / 2/5))
[275178] ['1/9', '8/7', '2', '5/2', '7/2'] -> (8/7 * ((2 - 7/2) + (5/2 / 1/9)))
[275179] ['1/4', '1/4', '5/8', '1', '8/7'] -> ((5/8 + (1 / 8/7)) / (1/4 * 1/4))
[275180] ['2/7', '8/9', '7/6', '7/4', '3'] -> (3 / (2/7 * (7/4 - (7/6 / 8/9))))
[275181] ['2/7', '2/5', '2/5', '5/4', '9'] -> ((2/5 * 9) / ((2/5 / 2/7) - 5/4))
[275182] ['2/9', '3/7', '4/5', '8/7', '2'] -> ((2 + (8/7 / (3/7 * 4/5))) / 2/9)
[275183] ['2/7', '2/5', '2/5', '9/7', '9'] -> (((9/7 + 9) - (2/7 + 2/5)) / 2/5)
[275184] ['1/9', '2/7', '2/5', '3/5', '8'] -> (((2/5 + 8) / 2/7) - (3/5 / 1/9))
[275185] ['1/9', '2/9', '5/8', '5/7', '1'] -> (1 / (5/8 * (2/9 - (1/9 / 5/7))))
[275186] ['2/5', '2/3', '7/8', '7/3', '9'] -> (9 / ((7/8 * 7/3) - (2/3 / 2/5)))
[275187] ['4/9', '8/9', '7/6', '5/4', '2'] -> (4/9 / ((8/9 / (2 - 5/4)) - 7/6))
[275188] ['1/4', '1/4', '5/8', '1', '9/7'] -> (1 / (((5/8 - 1/4) / 9/7) - 1/4))
[275189] ['1/2', '7/9', '5/2', '8/3', '7'] -> (8/3 / (7/9 * (1/2 - (5/2 / 7))))
[275190] ['2/5', '2/3', '7/8', '5/2', '9'] -> ((9 - (2/5 / 2/3)) / (7/8 / 5/2))
[275191] ['1/9', '2/9', '5/8', '4/5', '1'] -> ((1 / 5/8) / ((2/9 * 4/5) - 1/9))
[275192] ['1/4', '1/4', '5/9', '7/9', '6'] -> (6 * (7/9 + ((1/4 + 5/9) / 1/4)))
[275193] ['1/9', '4/9', '9/8', '7/6', '6'] -> (6 * (9/8 + ((1/9 + 7/6) / 4/9)))
[275194] ['1/2', '7/9', '5/2', '9/2', '7'] -> (7 + (9/2 * (5/2 + (1/2 + 7/9))))
[275195] ['2/7', '2/5', '2/5', '3/2', '9'] -> ((2/5 + 2/5) * ((9 / 2/7) - 3/2))
[275196] ['2/5', '2/3', '7/8', '8/3', '9'] -> (7/8 + ((9 + (2/3 / 8/3)) / 2/5))
[275197] ['1/5', '4/9', '6/7', '9/5', '7'] -> ((6/7 * 9/5) * (7 / (1/5 / 4/9)))
[275198] ['1/9', '2/9', '5/8', '5/6', '1'] -> ((1/9 + 1) / (2/9 * (5/6 - 5/8)))
[275199] ['2/7', '2/7', '1', '9/8', '4/3'] -> (2/7 / (4/3 - (1 + (2/7 * 9/8))))
[275200] ['2/5', '2/3', '7/8', '9/2', '9'] -> ((9 / (2/5 * 9/2)) / (7/8 - 2/3))
[275201] ['1/8', '7/8', '4/3', '8/5', '2'] -> (2 / ((1/8 - 7/8) + (4/3 / 8/5)))
[275202] ['1/9', '4/9', '9/8', '5/4', '6'] -> ((5/4 + (9/8 * 6)) / (4/9 - 1/9))
[275203] ['1/4', '1/4', '5/8', '1', '7/3'] -> ((1 / 1/4) / ((5/8 / 1/4) - 7/3))
[275204] ['2/7', '2/5', '2/5', '8/5', '9'] -> (9 + ((2/5 + (8/5 / 2/7)) / 2/5))
[275205] ['1/9', '2/9', '5/8', '6/7', '1'] -> (1 / (5/8 - ((1/9 / 2/9) / 6/7)))
[275206] ['4/9', '8/9', '7/6', '7/4', '2'] -> (2 / (7/4 - (7/6 + (4/9 / 8/9))))
[275207] ['1/2', '4/5', '4/5', '4/5', '7'] -> ((4/5 + (7 * (4/5 + 4/5))) / 1/2)
[275208] ['2/7', '8/9', '7/6', '3', '9/2'] -> (7/6 + (3 * (9/2 + (8/9 / 2/7))))
[275209] ['2/7', '2/5', '2/5', '5/3', '9'] -> (9 * ((2/5 / 2/7) - (2/5 - 5/3)))
[275210] ['4/9', '8/9', '7/6', '9/5', '2'] -> ((4/9 + 8/9) / (7/6 - (2 / 9/5)))
[275211] ['1/9', '2/9', '5/8', '7/8', '1'] -> (1 / ((2/9 * 5/8) - (1/9 * 7/8)))
[275212] ['1/4', '1/4', '5/9', '8/9', '6'] -> (6 * (((1/4 + 8/9) / 1/4) - 5/9))
[275213] ['1/9', '7/6', '7/6', '7/6', '2'] -> (2 / ((7/6 * 7/6) - (1/9 + 7/6)))
[275214] ['1/2', '4/5', '4/5', '6/7', '7'] -> (4/5 + ((4/5 + 6/7) / (1/2 / 7)))
[275215] ['1/9', '2/7', '2/5', '7/9', '8'] -> (8 * ((1/9 / 2/5) + (7/9 / 2/7)))
[275216] ['2/7', '2/5', '2/5', '7/4', '9'] -> ((2/7 * 7/4) + ((2/5 + 9) / 2/5))
[275217] ['2/5', '2/3', '8/9', '7/6', '9'] -> (2/3 + ((7/6 * 9) / (2/5 / 8/9)))
[275218] ['1/9', '2/9', '5/8', '1', '9/8'] -> (1 / (1/9 * (5/8 - (2/9 * 9/8))))
[275219] ['1/9', '2/9', '5/8', '1', '8/7'] -> (1 / ((2/9 * 5/8) - (1/9 / 8/7)))
[275220] ['1/8', '7/8', '7/5', '5/3', '2'] -> (5/3 * ((2 / 1/8) - (7/5 / 7/8)))
[275221] ['2/5', '2/3', '8/9', '7/5', '9'] -> ((8/9 * 9) / (7/5 - (2/5 + 2/3)))
[275222] ['1/9', '2/7', '2/5', '5/6', '8'] -> (2/7 / (1/9 - (5/6 / (2/5 + 8))))
[275223] ['4/9', '8/9', '6/5', '6/5', '2'] -> ((6/5 + 2) / ((4/9 + 8/9) - 6/5))
[275224] ['1/4', '1/4', '5/9', '4/3', '6'] -> ((4/3 + (6 / (1/4 + 1/4))) / 5/9)
[275225] ['2/9', '3/7', '4/5', '9/5', '2'] -> (((2 / (2/9 * 3/7)) - 9/5) / 4/5)
[275226] ['1/5', '4/9', '7/8', '8/9', '7'] -> (7 * (8/9 + (4/9 / (1/5 * 7/8))))
[275227] ['2/5', '2/3', '8/9', '7/4', '9'] -> (((9 / 2/5) - (2/3 * 7/4)) / 8/9)
[275228] ['1/9', '2/9', '5/8', '1', '5/4'] -> ((1 / 5/8) / ((2/9 / 5/4) - 1/9))
[275229] ['1/2', '4/5', '4/5', '4/3', '7'] -> (7 / (((1/2 + 4/5) / 4/5) - 4/3))
[275230] ['2/7', '2/5', '2/5', '7/2', '9'] -> (((2/7 * 7/2) - (2/5 - 9)) / 2/5)
[275231] ['2/7', '2/7', '1', '9/8', '7/3'] -> (2/7 / (1 - (2/7 * (9/8 + 7/3))))
[275232] ['2/9', '3/7', '4/5', '2', '9/4'] -> ((2 / (4/5 * (2/9 * 3/7))) - 9/4)
[275233] ['3/7', '8/9', '6/5', '6/5', '8'] -> (((6/5 * 8) / (3/7 * 8/9)) - 6/5)
[275234] ['2/5', '2/3', '8/9', '7/2', '9'] -> (9 * (7/2 - (8/9 / (2/5 + 2/3))))
[275235] ['1/9', '2/7', '2/5', '8/9', '8'] -> (8 / (2/7 * (8/9 + (1/9 / 2/5))))
[275236] ['1/2', '4/5', '4/5', '3/2', '7'] -> ((7 + (4/5 / 4/5)) / (1/2 / 3/2))
[275237] ['2/9', '3/7', '4/5', '2', '7/3'] -> ((7/3 - 3/7) / (2/9 / (4/5 + 2)))
[275238] ['1/4', '1/4', '5/7', '5/7', '1'] -> ((5/7 + 1) / (1/4 - (1/4 * 5/7)))
[275239] ['1/9', '4/9', '8/7', '5/4', '6'] -> (6 / ((4/9 / 8/7) - (1/9 * 5/4)))
[275240] ['2/7', '2/5', '3/7', '5/9', '9'] -> ((9 + ((2/7 / 2/5) / 5/9)) / 3/7)
[275241] ['3/7', '8/9', '6/5', '9/7', '8'] -> ((8 / (6/5 - 8/9)) - (3/7 + 9/7))
[275242] ['1/2', '4/5', '4/5', '5/3', '7'] -> (7 / (5/3 * (4/5 - (1/2 / 4/5))))
[275243] ['1/9', '2/9', '5/8', '1', '7/5'] -> (1 / (5/8 * (2/9 - (1/9 * 7/5))))
[275244] ['4/9', '8/9', '6/5', '5/3', '2'] -> (8/9 / ((4/9 / 6/5) + (5/3 - 2)))
[275245] ['1/9', '7/6', '7/6', '2', '9/2'] -> ((((9/2 - 7/6) / 1/9) - 2) / 7/6)
[275246] ['2/9', '3/7', '4/5', '2', '8/3'] -> (4/5 * (2 + (8/3 / (2/9 * 3/7))))
[275247] ['2/5', '2/3', '9/8', '7/6', '9'] -> (2/3 + ((7/6 * 9) / (2/5 * 9/8)))
[275248] ['1/4', '1/4', '5/7', '3/4', '1'] -> (((1/4 / (3/4 - 5/7)) - 1) / 1/4)
[275249] ['1/8', '7/8', '7/5', '2', '9/2'] -> (9/2 / (((7/8 / 7/5) / 2) - 1/8))
[275250] ['2/7', '2/5', '3/7', '5/8', '9'] -> ((9 * (2/7 / 2/5)) / (3/7 * 5/8))
[275251] ['1/2', '4/5', '4/5', '9/5', '7'] -> ((7 + (4/5 + 9/5)) / (1/2 * 4/5))
[275252] ['3/7', '8/9', '6/5', '7/5', '8'] -> (8 / (((8/9 * 6/5) / 7/5) - 3/7))
[275253] ['1/4', '1/4', '5/7', '7/9', '1'] -> ((5/7 + 1) / ((1/4 / 7/9) - 1/4))
[275254] ['2/7', '2/7', '1', '8/7', '9/7'] -> ((((1 + 9/7) / 2/7) - 8/7) / 2/7)
[275255] ['2/9', '3/7', '4/5', '2', '7/2'] -> ((4/5 * 7/2) * ((2 / 2/9) - 3/7))
[275256] ['1/2', '4/5', '4/5', '7/3', '7'] -> (4/5 / ((1/2 - 4/5) + (7/3 / 7)))
[275257] ['2/7', '2/5', '3/7', '3/4', '9'] -> (9 / ((3/4 / 2/5) - (3/7 / 2/7)))
[275258] ['1/9', '4/9', '8/7', '5/3', '6'] -> ((5/3 - 1/9) * (6 / (4/9 / 8/7)))
[275259] ['1/9', '2/7', '2/5', '6/5', '8'] -> ((1/9 + (6/5 / 2/5)) * (8 - 2/7))
[275260] ['1/4', '1/4', '5/7', '5/6', '1'] -> (1 / ((5/6 * (1/4 / 5/7)) - 1/4))
[275261] ['1/2', '4/5', '5/6', '6/7', '7'] -> ((7 / (4/5 - 1/2)) / (5/6 / 6/7))
[275262] ['1/9', '7/6', '6/5', '3/2', '2'] -> (((7/6 + (2 / 6/5)) / 1/9) - 3/2)
[275263] ['1/4', '1/4', '5/7', '7/8', '1'] -> ((5/7 + 1) * (7/8 / (1/4 * 1/4)))
[275264] ['2/7', '2/7', '1', '8/7', '8/5'] -> (8/5 * (1 + (8/7 / (2/7 * 2/7))))
[275265] ['1/9', '2/9', '5/8', '1', '5/2'] -> (1 / ((1/9 - 5/8) + (2/9 * 5/2)))
[275266] ['2/7', '2/7', '1', '8/7', '5/3'] -> (8/7 / (1 - (5/3 * (2/7 + 2/7))))
[275267] ['2/5', '2/3', '9/8', '7/3', '9'] -> (7/3 + ((2/3 + (9 / 9/8)) / 2/5))
[275268] ['2/9', '3/7', '5/6', '7/8', '2'] -> (5/6 / (2/9 - ((3/7 * 7/8) / 2)))
[275269] ['1/9', '4/9', '8/7', '7/3', '6'] -> ((7/3 + 6) / (4/9 - (1/9 / 8/7)))
[275270] ['3/7', '8/9', '6/5', '7/3', '8'] -> ((6/5 * 7/3) * ((8 / 8/9) - 3/7))
[275271] ['1/9', '2/9', '5/8', '1', '7/2'] -> (1 / ((2/9 * 7/2) - (1/9 + 5/8)))
[275272] ['1/8', '7/8', '8/5', '2', '9/4'] -> (((8/5 * (7/8 + 9/4)) - 2) / 1/8)
[275273] ['2/5', '2/3', '9/8', '8/3', '9'] -> ((8/3 / 2/3) + (9 / (2/5 * 9/8)))
