[53191] ['1/4', '3/7', '8/3', '8/3', '5'] -> (3/7 * (8/3 + (5 / (1/4 / 8/3))))
[53420] ['1/9', '1/9', '7/4', '7/4', '7'] -> (((7/4 + 7/4) * (7 - 1/9)) - 1/9)
[53421] ['1/9', '2/9', '6/7', '3/2', '5'] -> (((5 / 3/2) - 2/9) / (1/9 / 6/7))
[53422] ['1/5', '3/5', '5/4', '3/2', '4'] -> (3/2 / (5/4 * (1/5 - (3/5 / 4))))
[53423] ['1/9', '3/5', '5/7', '4/3', '3'] -> ((3 - (3/5 - 4/3)) / (1/9 / 5/7))
[53424] ['2/5', '4/9', '5/9', '9/8', '3'] -> (3 / (5/9 * (9/8 - (2/5 / 4/9))))
[53425] ['2/7', '4/9', '7/6', '9/7', '2'] -> (2/7 / ((7/6 / 2) - (4/9 * 9/7)))
[53426] ['3/8', '9/7', '9/7', '3/2', '4'] -> ((9/7 + (4 * (9/7 * 3/2))) / 3/8)
[53427] ['1/2', '2/3', '7/9', '6/5', '4'] -> (4 / ((2/3 / 6/5) - (1/2 * 7/9)))
[53428] ['1/9', '1/9', '7/4', '5/2', '7'] -> ((7 / 7/4) / ((1/9 * 5/2) - 1/9))
[53429] ['1/4', '4/9', '4/7', '5/6', '5'] -> ((5/6 / 5) / (4/9 - (1/4 / 4/7)))
[53430] ['3/8', '9/7', '9/7', '8/5', '4'] -> (8/5 * (9/7 + (4 / (3/8 / 9/7))))
[53431] ['2/5', '4/9', '5/9', '7/6', '3'] -> ((4/9 / 5/9) / ((2/5 * 3) - 7/6))
[53432] ['5/9', '8/9', '1', '6/5', '9/7'] -> ((8/9 / 5/9) / (1 - (6/5 / 9/7)))
[53433] ['1/2', '2/3', '7/9', '7/5', '4'] -> (4 / ((1/2 / 7/9) - (2/3 / 7/5)))
[53434] ['1/3', '5/6', '6/7', '5/2', '8'] -> (8 * (6/7 + (5/2 / (1/3 + 5/6))))
[53435] ['1/4', '4/9', '4/7', '6/7', '5'] -> (6/7 / ((4/7 / 4/9) - (1/4 * 5)))
[53436] ['1/6', '1/5', '7/8', '7/6', '9'] -> (9 / (1/5 * (7/6 - (1/6 - 7/8))))
[53437] ['3/8', '9/7', '9/7', '5/3', '4'] -> ((9/7 / 9/7) / ((5/3 / 4) - 3/8))
[53438] ['5/9', '8/9', '1', '6/5', '4/3'] -> (8/9 / (4/3 - ((5/9 + 1) / 6/5)))
[53439] ['2/5', '4/9', '5/9', '5/4', '3'] -> ((4/9 * 3) / (5/9 - (2/5 * 5/4)))
[53440] ['1/5', '3/5', '9/7', '4/3', '4'] -> ((4/3 + (3/5 * 4)) / (1/5 / 9/7))
[53441] ['1/3', '5/6', '6/7', '9/2', '8'] -> (8 * ((9/2 / (1/3 + 5/6)) - 6/7))
[53442] ['1/7', '1/6', '5/6', '6/5', '5'] -> (5 * ((1/6 - 6/5) + (5/6 / 1/7)))
[53443] ['1/9', '3/5', '5/7', '5/3', '3'] -> (((3 / 3/5) - (5/3 / 5/7)) / 1/9)
[53444] ['1/9', '2/9', '6/7', '9/4', '5'] -> (5 / (9/4 * (2/9 - (1/9 / 6/7))))
[53445] ['5/9', '8/9', '1', '6/5', '3/2'] -> (8/9 / (3/2 - (1 + (5/9 / 6/5))))
[53446] ['1/5', '3/5', '9/7', '3/2', '4'] -> (4 / ((3/5 / 9/7) - (1/5 * 3/2)))
[53447] ['1/4', '4/9', '4/7', '8/9', '5'] -> (8/9 + ((5 + (4/9 / 4/7)) / 1/4))
[53448] ['1/9', '3/5', '5/7', '7/4', '3'] -> (7/4 * (3 + (5/7 / (1/9 * 3/5))))
[53449] ['1/6', '1/5', '7/8', '4/3', '9'] -> (9 / ((1/6 / 1/5) + (7/8 - 4/3)))
[53450] ['3/8', '9/7', '9/7', '9/5', '4'] -> ((4 + (9/7 / 9/7)) / (3/8 / 9/5))
[53451] ['1/9', '2/9', '6/7', '5/2', '5'] -> ((5 - (6/7 * (2/9 + 5/2))) / 1/9)
[53452] ['2/5', '4/9', '5/9', '7/5', '3'] -> (((7/5 / (5/9 - 4/9)) - 3) / 2/5)
[53453] ['1/9', '3/5', '5/7', '9/5', '3'] -> ((3/5 + (3 / 5/7)) / (1/9 * 9/5))
[53454] ['1/7', '1/6', '5/6', '7/4', '5'] -> ((5 + (1/6 + 5/6)) / (1/7 * 7/4))
[53455] ['1/5', '2/7', '5/9', '2/3', '5'] -> ((5 - (2/3 / 2/7)) / (1/5 * 5/9))
[53456] ['1/9', '2/9', '6/7', '8/3', '5'] -> (5 / (1/9 + ((2/9 / 6/7) / 8/3)))
[53457] ['3/8', '9/7', '9/7', '7/2', '4'] -> ((9/7 / 3/8) / (9/7 - (4 / 7/2)))
[53458] ['1/5', '3/5', '9/7', '9/4', '4'] -> ((4 - (3/5 / 9/4)) / (1/5 / 9/7))
[53459] ['1/6', '1/5', '7/8', '8/5', '9'] -> ((9 + (8/5 / 1/5)) / (7/8 - 1/6))
[53460] ['1/5', '2/9', '8/7', '7/2', '6'] -> ((8/7 / (1/5 * 2/9)) - (6 / 7/2))
[53461] ['1/9', '2/9', '7/8', '7/8', '5'] -> ((7/8 / 7/8) + ((1/9 + 5) / 2/9))
[53462] ['2/7', '4/9', '7/6', '2', '7/3'] -> ((2 / 2/7) / ((7/6 / 4/9) - 7/3))
[53463] ['1/5', '3/5', '9/7', '5/2', '4'] -> (4 / (5/2 - (3/5 / (1/5 * 9/7))))
[53464] ['1/7', '1/6', '5/6', '9/4', '5'] -> (9/4 * ((5/6 / 1/7) - (1/6 - 5)))
[53465] ['1/9', '3/5', '5/7', '5/2', '3'] -> (5/2 * ((3/5 / 1/9) + (3 / 5/7)))
[53466] ['1/3', '5/6', '7/8', '9/2', '8'] -> (9/2 / ((1/3 * 7/8) - (5/6 / 8)))
[53467] ['1/5', '2/7', '5/9', '7/9', '5'] -> ((5 / 1/5) - (2/7 + (5/9 / 7/9)))
[53468] ['1/5', '2/9', '7/6', '7/6', '6'] -> (6 / ((7/6 * 7/6) - (2/9 / 1/5)))
[53469] ['1/5', '3/5', '9/7', '7/2', '4'] -> ((7/2 * 4) * ((3/5 / 1/5) - 9/7))
[53470] ['1/2', '2/3', '4/5', '7/3', '4'] -> (2/3 + ((7/3 * 4) / (1/2 * 4/5)))
[53471] ['1/6', '1/5', '7/8', '5/2', '9'] -> (((5/2 / 1/5) - 9) / (1/6 * 7/8))
[53472] ['1/9', '3/5', '5/7', '8/3', '3'] -> (3 + ((3/5 + 8/3) / (1/9 / 5/7)))
[53473] ['1/9', '3/5', '5/7', '3', '7/2'] -> (7/2 * (3 + (5/7 / (1/9 / 3/5))))
[53474] ['1/5', '2/9', '7/6', '6/5', '6'] -> (((6 / 2/9) - (1/5 - 6/5)) / 7/6)
[53475] ['2/7', '4/9', '6/5', '6/5', '2'] -> (((6/5 + 2) / (2/7 * 4/9)) - 6/5)
[53476] ['1/9', '2/9', '7/8', '5/4', '5'] -> (7/8 + ((5 + (1/9 * 5/4)) / 2/9))
[53477] ['1/9', '1/9', '9/4', '7/3', '7'] -> ((7 / 9/4) - (1/9 - (7/3 / 1/9)))
[53478] ['1/7', '1/6', '5/6', '5/2', '5'] -> (((5 / 1/7) - (5/2 / 1/6)) / 5/6)
[53479] ['1/5', '3/5', '9/7', '4', '9/2'] -> (3/5 + (9/7 * (1/5 + (4 * 9/2))))
[53480] ['2/5', '4/9', '5/9', '7/3', '3'] -> ((7/3 + 3) / (4/9 - (2/5 * 5/9)))
[53481] ['1/5', '2/7', '5/9', '5/6', '5'] -> (((5 / 2/7) - (5/6 / 1/5)) / 5/9)
[53482] ['1/9', '1/9', '9/4', '7/2', '7'] -> ((7/2 * 7) - (9/4 * (1/9 + 1/9)))
[53483] ['1/5', '2/9', '7/6', '5/4', '6'] -> (6 * ((7/6 / (2/9 * 5/4)) - 1/5))
[53484] ['1/3', '5/6', '8/9', '8/7', '8'] -> ((5/6 + (8/9 / 1/3)) * (8 - 8/7))
[53485] ['1/7', '1/6', '5/6', '7/2', '5'] -> (7/2 * ((1/7 / 1/6) + (5 / 5/6)))
[53486] ['1/6', '1/5', '7/8', '9/2', '9'] -> (((9/2 / 1/5) - (1/6 * 9)) / 7/8)
[53487] ['1/2', '2/3', '5/6', '9/7', '4'] -> (4 / ((2/3 * 5/6) - (1/2 / 9/7)))
[53488] ['1/9', '3/5', '3/4', '3/4', '3'] -> (3 * ((3/4 / 1/9) + (3/4 / 3/5)))
[53489] ['3/8', '9/7', '4/3', '7/4', '4'] -> (4 / ((3/8 / 7/4) + (9/7 - 4/3)))
[53490] ['1/4', '4/9', '4/7', '5/3', '5'] -> (((1/4 + 5/3) + (5 / 4/7)) / 4/9)
[53491] ['2/5', '4/9', '5/9', '8/3', '3'] -> ((8/3 / (5/9 * (2/5 * 4/9))) - 3)
[53492] ['1/9', '2/9', '7/8', '3/2', '5'] -> ((5 / (1/9 + 2/9)) / (3/2 - 7/8))
[53493] ['1/6', '1/5', '8/9', '8/9', '9'] -> ((9 - (8/9 / (1/5 * 8/9))) / 1/6)
[53494] ['1/2', '2/3', '5/6', '7/5', '4'] -> (4 / ((2/3 / 1/2) - (5/6 * 7/5)))
[53495] ['1/5', '2/9', '7/6', '9/7', '6'] -> (7/6 * ((6 / 2/9) - (9/7 / 1/5)))
[53496] ['1/9', '1/9', '7/3', '5/2', '7'] -> ((7/3 + 7) / (1/9 + (1/9 * 5/2)))
[53497] ['1/7', '1/6', '6/7', '6/7', '5'] -> ((((6/7 * 5) - 1/7) / 1/6) - 6/7)
[53498] ['2/5', '4/9', '5/9', '3', '7/2'] -> ((7/2 / (5/9 - 4/9)) - (3 / 2/5))
[53499] ['1/6', '1/5', '8/9', '9/8', '9'] -> ((9 - (9/8 / (1/5 / 8/9))) / 1/6)
[53500] ['1/9', '1/9', '7/3', '9/2', '7'] -> ((7/3 + 7) / ((1/9 * 9/2) - 1/9))
[53501] ['3/8', '9/7', '4/3', '7/3', '4'] -> ((4 / (3/8 / 9/7)) / (4/3 / 7/3))
[53502] ['1/9', '2/5', '7/8', '9/4', '4'] -> (7/8 + ((1/9 + 4) / (2/5 / 9/4)))
[53503] ['1/2', '2/3', '6/7', '8/9', '4'] -> (4 / ((2/3 / 8/9) - (1/2 / 6/7)))
[53504] ['2/5', '4/9', '5/9', '3', '9/2'] -> (3 * ((5/9 / (4/9 - 2/5)) - 9/2))
[53505] ['1/9', '2/9', '7/8', '9/5', '5'] -> ((9/5 * 5) / (7/8 - (1/9 / 2/9)))
[53506] ['1/5', '2/9', '7/6', '7/4', '6'] -> (((7/6 / 7/4) / (2/9 - 1/5)) - 6)
[53507] ['1/6', '1/5', '8/9', '7/6', '9'] -> ((8/9 * 9) / (7/6 - (1/6 / 1/5)))
[53508] ['1/5', '2/7', '5/9', '8/7', '5'] -> (((8/7 / 5/9) - (1/5 - 5)) / 2/7)
[53509] ['3/8', '9/7', '4/3', '5/2', '4'] -> (9/7 * (4/3 + ((5/2 + 4) / 3/8)))
[53510] ['1/2', '2/3', '6/7', '9/8', '4'] -> (4 / ((2/3 * 9/8) - (1/2 / 6/7)))
[53511] ['1/5', '3/5', '7/5', '7/2', '4'] -> ((7/2 * 4) + ((3/5 + 7/5) / 1/5))
[53512] ['5/9', '8/9', '1', '5/4', '5/3'] -> (5/3 / (5/9 * (5/4 - (1 / 8/9))))
[53513] ['1/9', '1/9', '9/2', '9/2', '7'] -> ((1/9 + ((9/2 + 7) / 9/2)) / 1/9)
[53514] ['1/5', '2/7', '5/9', '7/6', '5'] -> (((2/7 / 5/9) + (5 / 7/6)) / 1/5)
[53515] ['1/6', '1/5', '8/9', '5/4', '9'] -> ((8/9 * 9) / (1/5 + (1/6 / 5/4)))
[53516] ['1/7', '1/6', '6/7', '8/5', '5'] -> ((8/5 * 5) / (1/6 + (1/7 / 6/7)))
[53517] ['1/9', '2/9', '7/8', '7/2', '5'] -> (5 / ((1/9 + 7/8) - (2/9 * 7/2)))
[53518] ['1/5', '2/9', '7/6', '7/3', '6'] -> ((7/3 - 1/5) * (6 + (7/6 / 2/9)))
[53519] ['1/2', '2/3', '6/7', '9/7', '4'] -> (4 / ((9/7 / 6/7) - (2/3 / 1/2)))
[53520] ['1/5', '2/7', '5/9', '6/5', '5'] -> (((5 / 5/9) - (6/5 / 2/7)) / 1/5)
[53521] ['1/3', '5/6', '9/8', '8/7', '8'] -> ((8 / (9/8 - 5/6)) - (8/7 / 1/3))
[53522] ['1/6', '1/5', '8/9', '4/3', '9'] -> ((8/9 + 4/3) * (9 / (1/6 / 1/5)))
[53523] ['1/5', '3/5', '8/5', '9/4', '4'] -> (((9/4 * (4 - 8/5)) - 3/5) / 1/5)
[53524] ['5/9', '8/9', '1', '5/4', '9/4'] -> (((5/9 + 9/4) / (1 - 8/9)) - 5/4)
[53525] ['1/2', '2/3', '6/7', '4/3', '4'] -> ((2/3 / ((1/2 + 6/7) - 4/3)) - 4)
[53526] ['1/4', '4/9', '4/7', '9/2', '5'] -> ((4/9 + 4/7) * (9/2 * (1/4 + 5)))
[53527] ['1/9', '1/8', '1/8', '1/6', '7'] -> ((7 - (1/6 / 1/8)) / (1/9 + 1/8))
[53528] ['1/7', '1/6', '6/7', '8/3', '5'] -> (5 / (((1/7 + 6/7) / 8/3) - 1/6))
[53529] ['1/4', '4/9', '3/5', '3/5', '5'] -> (5 * ((3/5 / (1/4 * 4/9)) - 3/5))
[53530] ['5/9', '8/9', '1', '5/4', '7/3'] -> (8/9 / ((7/3 * (5/9 / 5/4)) - 1))
[53531] ['1/6', '1/5', '8/9', '3/2', '9'] -> ((9 / (1/6 + 3/2)) / (1/5 / 8/9))
[53532] ['1/2', '2/3', '6/7', '8/5', '4'] -> (4 / ((1/2 / 6/7) - (2/3 / 8/5)))
[53533] ['1/4', '4/9', '3/5', '5/8', '5'] -> (5 / (5/8 - (3/5 * (1/4 + 4/9))))
[53534] ['1/9', '2/9', '8/9', '5/4', '5'] -> ((8/9 - 2/9) * (5 / (1/9 * 5/4)))
[53535] ['1/7', '1/6', '7/8', '7/8', '5'] -> ((5 - (7/8 + (1/7 * 7/8))) / 1/6)
[53536] ['1/9', '3/5', '3/4', '4/3', '3'] -> ((4/3 / (1/9 * 3/5)) + (3 / 3/4))
[53537] ['1/5', '3/5', '5/3', '7/4', '4'] -> ((3/5 + (4 / (5/3 / 7/4))) / 1/5)
[53538] ['2/7', '4/9', '6/5', '2', '8/3'] -> (8/3 / ((2 / 6/5) - (4/9 / 2/7)))
[53539] ['1/9', '2/5', '8/9', '8/7', '4'] -> ((2/5 + (8/9 / 1/9)) * (4 - 8/7))
[53540] ['1/9', '1/8', '1/8', '2/7', '7'] -> (2/7 / (1/9 * (1/8 - (1/8 / 7))))
[53541] ['1/5', '2/9', '6/5', '7/4', '6'] -> (((6 - 1/5) / 2/9) - (6/5 * 7/4))
[53542] ['1/7', '1/6', '7/8', '8/9', '5'] -> ((8/9 * (1/7 + 5)) / (1/6 / 7/8))
[53543] ['1/2', '2/3', '6/7', '9/5', '4'] -> ((2/3 / (1/2 - (6/7 / 9/5))) - 4)
[53544] ['1/5', '2/7', '5/9', '3/2', '5'] -> ((5 / (2/7 * 5/9)) - (3/2 / 1/5))
[53545] ['1/2', '2/3', '6/7', '9/4', '4'] -> ((2/3 + (4 / 6/7)) / (1/2 / 9/4))
[53546] ['1/4', '4/9', '3/5', '3/4', '5'] -> (((5 / (4/9 / 3/5)) - 3/4) / 1/4)
[53547] ['1/9', '3/5', '3/4', '5/3', '3'] -> ((3 - (3/5 * 5/3)) / (1/9 * 3/4))
[53548] ['1/5', '3/5', '7/4', '9/5', '4'] -> ((1/5 + (4 * (7/4 + 9/5))) / 3/5)
[53549] ['1/4', '4/9', '3/5', '7/9', '5'] -> ((7/9 + (5 * (4/9 + 3/5))) / 1/4)
[53550] ['5/9', '8/9', '1', '9/7', '4/3'] -> (8/9 / ((1 / 9/7) - (5/9 * 4/3)))
[53551] ['1/3', '5/6', '9/8', '9/4', '8'] -> (8 * ((5/6 / 1/3) + (9/8 / 9/4)))
[53552] ['1/6', '1/5', '8/9', '8/3', '9'] -> ((9 / (1/5 / 8/9)) - (8/3 / 1/6))
[53553] ['3/8', '9/7', '7/5', '8/3', '4'] -> ((9/7 * 7/5) * (8/3 + (4 / 3/8)))
[53554] ['1/5', '3/5', '7/4', '7/3', '4'] -> ((4 + (7/3 * (3/5 / 7/4))) / 1/5)
[53555] ['1/9', '2/5', '8/9', '5/3', '4'] -> ((4 - (8/9 / (2/5 * 5/3))) / 1/9)
[53556] ['1/2', '2/3', '7/8', '6/5', '4'] -> (4 / ((2/3 * 7/8) - (1/2 / 6/5)))
[53557] ['1/9', '3/5', '3/4', '5/2', '3'] -> ((3 / (1/9 * 3/5)) / (3/4 * 5/2))
[53558] ['1/7', '1/6', '7/8', '4/3', '5'] -> (((4/3 / 1/6) - 5) / (1/7 * 7/8))
[53559] ['1/4', '4/9', '3/5', '5/6', '5'] -> ((3/5 + 5) * (5/6 / (4/9 - 1/4)))
[53560] ['3/8', '9/7', '7/5', '7/2', '4'] -> ((9/7 * 7/5) * (4 + (7/2 / 3/8)))
[53561] ['1/9', '2/5', '8/9', '7/4', '4'] -> ((7/4 / (1/9 / 8/9)) + (4 / 2/5))
[53562] ['2/5', '4/9', '4/7', '8/7', '3'] -> ((8/7 / (4/9 - 2/5)) - (4/7 * 3))
[53563] ['1/2', '2/3', '7/8', '9/7', '4'] -> ((1/2 / (7/8 - (2/3 * 9/7))) - 4)
[53564] ['5/9', '8/9', '1', '9/7', '3/2'] -> (8/9 / (5/9 - ((1 / 9/7) / 3/2)))
[53565] ['1/7', '1/6', '7/8', '8/5', '5'] -> ((8/5 * 5) / (1/7 + (1/6 / 7/8)))
[53566] ['1/5', '3/5', '7/4', '4', '9/2'] -> (4 / (3/5 - ((1/5 + 7/4) / 9/2)))
[53567] ['1/9', '2/5', '8/9', '9/5', '4'] -> ((8/9 - (2/5 / 9/5)) / (1/9 / 4))
[53568] ['3/8', '9/7', '7/5', '4', '9/2'] -> (7/5 * ((9/7 * 4) + (9/2 / 3/8)))
[53569] ['1/5', '2/9', '5/4', '3/2', '6'] -> (3/2 + ((1/5 + (6 / 5/4)) / 2/9))
[53570] ['3/8', '9/7', '3/2', '3/2', '4'] -> ((4 + (3/2 + 3/2)) / (3/8 / 9/7))
[53571] ['1/6', '1/5', '9/8', '9/7', '9'] -> (9 / (9/7 * (9/8 - (1/6 / 1/5))))
[53572] ['1/4', '4/9', '3/5', '8/9', '5'] -> ((3/5 * 8/9) * (5 / (1/4 * 4/9)))
[53573] ['5/9', '8/9', '1', '9/7', '7/4'] -> (9/7 / ((5/9 / 8/9) - (1 / 7/4)))
[53574] ['1/4', '4/9', '3/5', '9/8', '5'] -> ((3/5 / 9/8) * (5 / (1/4 * 4/9)))
[53575] ['1/5', '2/9', '5/4', '7/3', '6'] -> ((7/3 / ((2/9 * 5/4) - 1/5)) - 6)
[53576] ['1/9', '3/5', '7/9', '5/6', '3'] -> (((3/5 + 3) - (7/9 / 5/6)) / 1/9)
[53577] ['1/7', '1/6', '7/8', '9/4', '5'] -> (5 / (9/4 - (7/8 + (1/6 / 1/7))))
[53578] ['1/6', '1/5', '9/8', '3/2', '9'] -> ((9 / (1/6 + 3/2)) / (1/5 * 9/8))
[53579] ['3/8', '9/7', '3/2', '5/3', '4'] -> (((4 / (5/3 - 9/7)) - 3/2) / 3/8)
[53580] ['1/5', '2/7', '5/9', '7/2', '5'] -> ((1/5 + (7/2 / 5/9)) + (5 / 2/7))
[53581] ['1/9', '1/8', '1/8', '6/7', '7'] -> (6/7 / ((1/8 / (1/9 * 7)) - 1/8))
[53582] ['1/3', '5/6', '8/7', '8/3', '8'] -> ((5/6 + (1/3 / 8/7)) * (8/3 * 8))
[53583] ['1/6', '1/5', '9/8', '5/3', '9'] -> (9 / (((9/8 - 1/6) / 5/3) - 1/5))
[53584] ['1/7', '1/6', '7/8', '7/3', '5'] -> (((5 / 1/7) - (7/3 / 1/6)) / 7/8)
[53585] ['1/3', '5/6', '8/7', '9/2', '8'] -> (9/2 / ((1/3 / 8/7) - (5/6 / 8)))
[53586] ['1/9', '3/5', '7/9', '7/8', '3'] -> (3 / (3/5 * (7/8 + (1/9 - 7/9))))
[53587] ['1/5', '2/9', '5/4', '7/2', '6'] -> ((6 / 2/9) - (1/5 + (7/2 / 5/4)))
[53588] ['1/4', '4/9', '3/5', '6/5', '5'] -> ((3/5 + 5) / (6/5 * (4/9 - 1/4)))
[53589] ['1/2', '2/3', '8/9', '8/5', '4'] -> (4 / (8/5 * (2/3 - (1/2 / 8/9))))
[53590] ['2/7', '4/9', '5/4', '2', '7/3'] -> (((5/4 * 2) + (7/3 / 2/7)) / 4/9)
[53591] ['1/7', '1/6', '7/8', '8/3', '5'] -> ((5 / (1/7 * 7/8)) - (8/3 / 1/6))
[53592] ['1/9', '1/8', '1/8', '9/8', '7'] -> (((9/8 / 1/9) - (1/8 + 7)) / 1/8)
[53593] ['1/6', '1/5', '9/8', '7/3', '9'] -> (9 / (7/3 - (9/8 + (1/6 / 1/5))))
[53594] ['1/2', '2/3', '8/9', '7/4', '4'] -> (2/3 / ((4 * (1/2 * 8/9)) - 7/4))
[53595] ['1/5', '2/7', '4/7', '2/3', '5'] -> ((5 / 1/5) - (4/7 + (2/7 / 2/3)))
[53596] ['1/9', '2/9', '9/8', '7/2', '5'] -> (7/2 + ((1/9 + (5 / 9/8)) / 2/9))
[53597] ['5/9', '8/9', '1', '9/7', '7/2'] -> ((1 + 9/7) * (7/2 / (8/9 - 5/9)))
[53598] ['1/5', '5/8', '5/8', '5/7', '4'] -> ((5/8 / 5/7) + ((5/8 + 4) / 1/5))
[53599] ['3/8', '9/7', '3/2', '5/2', '4'] -> ((4 / 3/8) / ((5/2 / 9/7) - 3/2))
[53600] ['1/6', '1/5', '9/8', '8/3', '9'] -> ((9 / (1/5 * 9/8)) - (8/3 / 1/6))
[53601] ['1/5', '2/9', '9/7', '7/5', '6'] -> (((7/5 / 9/7) - 1/5) / (2/9 / 6))
[53602] ['1/5', '5/8', '5/8', '3/4', '4'] -> (3/4 / ((5/8 / 4) - (1/5 * 5/8)))
[53603] ['1/9', '3/5', '7/9', '7/6', '3'] -> ((1/9 + 3) / ((7/9 / 3/5) - 7/6))
[53604] ['3/8', '9/7', '3/2', '7/2', '4'] -> (3/2 * (4 + (7/2 / (3/8 / 9/7))))
[53605] ['1/2', '2/3', '9/8', '6/5', '4'] -> (4 * ((1/2 / (6/5 - 9/8)) - 2/3))
[53606] ['1/6', '1/5', '9/8', '9/2', '9'] -> (9 / (1/5 * (9/8 + (1/6 * 9/2))))
[53607] ['3/8', '9/7', '8/5', '8/5', '4'] -> (9/7 * (8/5 + (4 / (3/8 / 8/5))))
[53608] ['1/9', '3/5', '7/9', '5/4', '3'] -> ((5/4 * 3) * ((7/9 / 1/9) - 3/5))
[53609] ['5/9', '8/9', '1', '4/3', '7/4'] -> ((8/9 / 4/3) / (1 - (5/9 * 7/4)))
[53610] ['1/3', '5/6', '6/5', '9/4', '8'] -> ((1/3 + (5/6 * 6/5)) * (9/4 * 8))
[53611] ['2/7', '4/9', '9/7', '4/3', '2'] -> (4/3 / (((9/7 - 2/7) / 2) - 4/9))
[53612] ['1/5', '2/7', '4/7', '7/8', '5'] -> ((4/7 + 5) / (1/5 * (2/7 + 7/8)))
[53613] ['1/9', '2/5', '9/8', '7/4', '4'] -> ((7/4 / (1/9 * 9/8)) + (4 / 2/5))
[53614] ['1/9', '1/8', '1/8', '4/3', '7'] -> ((((4/3 - 1/8) / 1/8) - 7) / 1/9)
[53615] ['1/5', '5/8', '5/8', '8/9', '4'] -> ((8/9 / (1/5 * 5/8)) * (4 - 5/8))
[53616] ['1/5', '2/9', '9/7', '7/4', '6'] -> (6 / ((7/4 / 9/7) - (2/9 / 1/5)))
[53617] ['1/4', '4/9', '3/5', '7/3', '5'] -> ((3/5 * 5) + (7/3 / (1/4 * 4/9)))
[53618] ['1/2', '2/3', '9/8', '8/5', '4'] -> (4 / (8/5 * (2/3 - (1/2 * 9/8))))
[53619] ['1/3', '5/6', '6/5', '7/2', '8'] -> ((5/6 * (6/5 + (7/2 * 8))) - 1/3)
[53620] ['1/5', '5/8', '5/8', '8/7', '4'] -> (8/7 * ((5/8 / 5/8) + (4 / 1/5)))
[53621] ['5/9', '8/9', '1', '4/3', '7/2'] -> (4/3 / ((5/9 * 7/2) - (8/9 + 1)))
[53622] ['2/7', '4/9', '9/7', '3/2', '2'] -> ((2/7 + 2) / (4/9 * (3/2 - 9/7)))
[53623] ['1/9', '3/5', '7/9', '5/3', '3'] -> (3 * ((3/5 * 5/3) + (7/9 / 1/9)))
[53624] ['1/9', '1/8', '1/8', '7/4', '7'] -> ((1/8 + 7) + ((1/8 + 7/4) / 1/9))
[53625] ['1/3', '5/6', '5/4', '7/5', '8'] -> (8 * (5/6 + (5/4 * (1/3 + 7/5))))
[53626] ['2/5', '4/9', '3/5', '3/5', '3'] -> (((3/5 + 3/5) / (4/9 - 2/5)) - 3)
[53627] ['2/7', '4/9', '9/7', '5/3', '2'] -> ((5/3 + (2 / (2/7 / 9/7))) / 4/9)
[53628] ['1/9', '2/5', '9/8', '5/2', '4'] -> ((4 - (2/5 * 5/2)) / (1/9 * 9/8))
[53629] ['1/4', '4/9', '3/5', '7/2', '5'] -> ((5 * (7/2 + (3/5 / 4/9))) - 1/4)
[53630] ['1/2', '2/3', '8/7', '6/5', '4'] -> (4 / ((2/3 / 8/7) - (1/2 / 6/5)))
[53631] ['5/9', '8/9', '1', '7/5', '5/3'] -> ((1 + 5/3) / (8/9 - (5/9 * 7/5)))
[53632] ['1/9', '1/8', '1/8', '9/5', '7'] -> (((7 / 9/5) - (1/9 / 1/8)) / 1/8)
[53633] ['2/5', '4/9', '3/5', '2/3', '3'] -> ((3 + (3/5 + 2/3)) / (2/5 * 4/9))
[53634] ['1/9', '2/9', '8/7', '5/3', '5'] -> (5 / (5/3 * (2/9 - (1/9 / 8/7))))
[53635] ['1/4', '4/9', '5/8', '5/8', '5'] -> (5 / (4/9 * (5/8 - (1/4 * 5/8))))
[53636] ['1/9', '2/5', '9/8', '8/3', '4'] -> (8/3 * (1/9 + (4 / (2/5 * 9/8))))
[53637] ['1/3', '5/6', '5/4', '9/5', '8'] -> ((8 * (5/4 + 9/5)) - (1/3 / 5/6))
[53638] ['1/9', '2/5', '9/8', '7/2', '4'] -> ((7/2 + 4) / (9/8 * (1/9 / 2/5)))
[53639] ['3/8', '9/7', '8/5', '4', '9/2'] -> ((9/2 + (4 / 8/5)) / (3/8 / 9/7))
[53640] ['1/9', '1/8', '1/8', '5/2', '7'] -> ((1/9 / 1/8) * (7 + (5/2 / 1/8)))
[53641] ['1/5', '5/8', '5/8', '5/3', '4'] -> (4 / (5/8 - (1/5 * (5/8 + 5/3))))
[53642] ['1/7', '1/6', '8/9', '9/4', '5'] -> (((8/9 / 1/7) - (5 / 9/4)) / 1/6)
[53643] ['1/4', '4/9', '5/8', '3/4', '5'] -> (3/4 / ((5/8 / (4/9 * 5)) - 1/4))
[53644] ['5/9', '8/9', '1', '7/5', '7/3'] -> ((8/9 / 5/9) / ((1 + 7/5) - 7/3))
[53645] ['2/5', '4/9', '3/5', '5/6', '3'] -> (3 / (((5/6 - 3/5) / 4/9) - 2/5))
[53646] ['1/9', '1/8', '1/8', '9/2', '7'] -> ((7 - (9/2 * (1/9 / 1/8))) / 1/8)
[53647] ['3/8', '9/7', '5/3', '7/4', '4'] -> (4 / (5/3 - (9/7 + (3/8 / 7/4))))
[53648] ['1/9', '2/9', '8/7', '7/3', '5'] -> ((7/3 + 5) / (1/9 + (2/9 / 8/7)))
